Created as New Dataset,15.4 Red Wool sheep with much darker fibres natural
cm-1,%T
2462.00,100.03
2461.00,100.04
2460.00,100.05
2459.00,100.04
2458.00,100.03
2457.00,100.03
2456.00,100.05
2455.00,100.07
2454.00,100.08
2453.00,100.08
2452.00,100.06
2451.00,100.05
2450.00,100.05
2449.00,100.06
2448.00,100.07
2447.00,100.07
2446.00,100.07
2445.00,100.05
2444.00,100.03
2443.00,100.02
2442.00,100.03
2441.00,100.03
2440.00,100.02
2439.00,100.02
2438.00,100.03
2437.00,100.05
2436.00,100.06
2435.00,100.05
2434.00,100.02
2433.00,100.01
2432.00,100.03
2431.00,100.05
2430.00,100.06
2429.00,100.07
2428.00,100.07
2427.00,100.07
2426.00,100.08
2425.00,100.09
2424.00,100.10
2423.00,100.11
2422.00,100.12
2421.00,100.13
2420.00,100.13
2419.00,100.14
2418.00,100.14
2417.00,100.15
2416.00,100.16
2415.00,100.16
2414.00,100.16
2413.00,100.16
2412.00,100.15
2411.00,100.15
2410.00,100.15
2409.00,100.15
2408.00,100.15
2407.00,100.15
2406.00,100.14
2405.00,100.14
2404.00,100.14
2403.00,100.14
2402.00,100.14
2401.00,100.14
2400.00,100.14
2399.00,100.15
2398.00,100.16
2397.00,100.17
2396.00,100.17
2395.00,100.18
2394.00,100.19
2393.00,100.21
2392.00,100.23
2391.00,100.23
2390.00,100.22
2389.00,100.20
2388.00,100.20
2387.00,100.21
2386.00,100.22
2385.00,100.23
2384.00,100.25
2383.00,100.28
2382.00,100.31
2381.00,100.33
2380.00,100.33
2379.00,100.33
2378.00,100.35
2377.00,100.40
2376.00,100.45
2375.00,100.50
2374.00,100.51
2373.00,100.49
2372.00,100.45
2371.00,100.41
2370.00,100.38
2369.00,100.38
2368.00,100.41
2367.00,100.47
2366.00,100.52
2365.00,100.52
2364.00,100.50
2363.00,100.47
2362.00,100.44
2361.00,100.41
2360.00,100.37
2359.00,100.36
2358.00,100.37
2357.00,100.38
2356.00,100.39
2355.00,100.42
2354.00,100.45
2353.00,100.46
2352.00,100.44
2351.00,100.43
2350.00,100.43
2349.00,100.43
2348.00,100.44
2347.00,100.44
2346.00,100.46
2345.00,100.49
2344.00,100.52
2343.00,100.53
2342.00,100.51
2341.00,100.47
2340.00,100.45
2339.00,100.42
2338.00,100.40
2337.00,100.38
2336.00,100.41
2335.00,100.45
2334.00,100.49
2333.00,100.50
2332.00,100.49
2331.00,100.46
2330.00,100.44
2329.00,100.40
2328.00,100.34
2327.00,100.29
2326.00,100.26
2325.00,100.26
2324.00,100.27
2323.00,100.28
2322.00,100.27
2321.00,100.23
2320.00,100.20
2319.00,100.20
2318.00,100.21
2317.00,100.21
2316.00,100.21
2315.00,100.20
2314.00,100.18
2313.00,100.17
2312.00,100.17
2311.00,100.19
2310.00,100.23
2309.00,100.25
2308.00,100.25
2307.00,100.25
2306.00,100.24
2305.00,100.23
2304.00,100.21
2303.00,100.17
2302.00,100.14
2301.00,100.12
2300.00,100.11
2299.00,100.10
2298.00,100.10
2297.00,100.10
2296.00,100.11
2295.00,100.13
2294.00,100.14
2293.00,100.14
2292.00,100.13
2291.00,100.09
2290.00,100.05
2289.00,100.03
2288.00,100.02
2287.00,100.03
2286.00,100.04
2285.00,100.04
2284.00,100.02
2283.00,100.01
2282.00,100.00
2281.00,99.99
2280.00,99.97
2279.00,99.95
2278.00,99.94
2277.00,99.95
2276.00,99.97
2275.00,99.99
2274.00,99.99
2273.00,99.97
2272.00,99.95
2271.00,99.92
2270.00,99.90
2269.00,99.87
2268.00,99.86
2267.00,99.86
2266.00,99.87
2265.00,99.89
2264.00,99.89
2263.00,99.89
2262.00,99.88
2261.00,99.89
2260.00,99.90
2259.00,99.89
2258.00,99.87
2257.00,99.85
2256.00,99.84
2255.00,99.86
2254.00,99.87
2253.00,99.87
2252.00,99.84
2251.00,99.81
2250.00,99.78
2249.00,99.76
2248.00,99.76
2247.00,99.77
2246.00,99.77
2245.00,99.79
2244.00,99.81
2243.00,99.82
2242.00,99.82
2241.00,99.81
2240.00,99.80
2239.00,99.80
2238.00,99.79
2237.00,99.78
2236.00,99.78
2235.00,99.79
2234.00,99.78
2233.00,99.76
2232.00,99.74
2231.00,99.74
2230.00,99.75
2229.00,99.75
2228.00,99.75
2227.00,99.77
2226.00,99.79
2225.00,99.79
2224.00,99.77
2223.00,99.75
2222.00,99.73
2221.00,99.72
2220.00,99.70
2219.00,99.67
2218.00,99.64
2217.00,99.62
2216.00,99.59
2215.00,99.59
2214.00,99.60
2213.00,99.62
2212.00,99.62
2211.00,99.60
2210.00,99.57
2209.00,99.55
2208.00,99.53
2207.00,99.52
2206.00,99.52
2205.00,99.54
2204.00,99.58
2203.00,99.59
2202.00,99.56
2201.00,99.50
2200.00,99.44
2199.00,99.44
2198.00,99.47
2197.00,99.53
2196.00,99.57
2195.00,99.59
2194.00,99.59
2193.00,99.57
2192.00,99.55
2191.00,99.54
2190.00,99.53
2189.00,99.50
2188.00,99.45
2187.00,99.40
2186.00,99.36
2185.00,99.35
2184.00,99.34
2183.00,99.33
2182.00,99.34
2181.00,99.38
2180.00,99.44
2179.00,99.49
2178.00,99.53
2177.00,99.55
2176.00,99.56
2175.00,99.57
2174.00,99.58
2173.00,99.56
2172.00,99.51
2171.00,99.45
2170.00,99.40
2169.00,99.36
2168.00,99.32
2167.00,99.27
2166.00,99.23
2165.00,99.22
2164.00,99.22
2163.00,99.19
2162.00,99.13
2161.00,99.07
2160.00,99.05
2159.00,99.10
2158.00,99.18
2157.00,99.27
2156.00,99.33
2155.00,99.38
2154.00,99.41
2153.00,99.44
2152.00,99.50
2151.00,99.57
2150.00,99.63
2149.00,99.67
2148.00,99.69
2147.00,99.68
2146.00,99.65
2145.00,99.61
2144.00,99.60
2143.00,99.62
2142.00,99.67
2141.00,99.72
2140.00,99.75
2139.00,99.76
2138.00,99.77
2137.00,99.77
2136.00,99.77
2135.00,99.76
2134.00,99.75
2133.00,99.75
2132.00,99.76
2131.00,99.79
2130.00,99.84
2129.00,99.89
2128.00,99.92
2127.00,99.94
2126.00,99.95
2125.00,99.98
2124.00,99.99
2123.00,99.98
2122.00,99.96
2121.00,99.95
2120.00,99.94
2119.00,99.93
2118.00,99.92
2117.00,99.92
2116.00,99.92
2115.00,99.95
2114.00,99.97
2113.00,99.99
2112.00,99.98
2111.00,99.93
2110.00,99.87
2109.00,99.82
2108.00,99.81
2107.00,99.82
2106.00,99.82
2105.00,99.82
2104.00,99.83
2103.00,99.87
2102.00,99.91
2101.00,99.94
2100.00,99.96
2099.00,99.99
2098.00,100.02
2097.00,100.05
2096.00,100.07
2095.00,100.06
2094.00,100.03
2093.00,100.00
2092.00,99.99
2091.00,99.99
2090.00,100.01
2089.00,100.02
2088.00,100.03
2087.00,100.03
2086.00,100.01
2085.00,99.97
2084.00,99.94
2083.00,99.93
2082.00,99.94
2081.00,99.95
2080.00,99.94
2079.00,99.90
2078.00,99.87
2077.00,99.85
2076.00,99.86
2075.00,99.88
2074.00,99.90
2073.00,99.89
2072.00,99.90
2071.00,99.92
2070.00,99.96
2069.00,99.98
2068.00,99.97
2067.00,99.96
2066.00,99.96
2065.00,99.97
2064.00,99.98
2063.00,99.96
2062.00,99.93
2061.00,99.92
2060.00,99.92
2059.00,99.93
2058.00,99.92
2057.00,99.91
2056.00,99.90
2055.00,99.91
2054.00,99.91
2053.00,99.89
2052.00,99.85
2051.00,99.81
2050.00,99.78
2049.00,99.76
2048.00,99.76
2047.00,99.76
2046.00,99.75
2045.00,99.72
2044.00,99.68
2043.00,99.65
2042.00,99.64
2041.00,99.64
2040.00,99.62
2039.00,99.59
2038.00,99.57
2037.00,99.57
2036.00,99.59
2035.00,99.59
2034.00,99.57
2033.00,99.55
2032.00,99.54
2031.00,99.55
2030.00,99.56
2029.00,99.58
2028.00,99.60
2027.00,99.59
2026.00,99.56
2025.00,99.54
2024.00,99.56
2023.00,99.60
2022.00,99.58
2021.00,99.51
2020.00,99.43
2019.00,99.41
2018.00,99.44
2017.00,99.50
2016.00,99.56
2015.00,99.61
2014.00,99.65
2013.00,99.68
2012.00,99.69
2011.00,99.71
2010.00,99.73
2009.00,99.74
2008.00,99.75
2007.00,99.78
2006.00,99.81
2005.00,99.82
2004.00,99.81
2003.00,99.80
2002.00,99.79
2001.00,99.81
2000.00,99.84
1999.00,99.87
1998.00,99.88
1997.00,99.87
1996.00,99.86
1995.00,99.86
1994.00,99.86
1993.00,99.84
1992.00,99.78
1991.00,99.72
1990.00,99.72
1989.00,99.76
1988.00,99.81
1987.00,99.82
1986.00,99.79
1985.00,99.75
1984.00,99.73
1983.00,99.72
1982.00,99.71
1981.00,99.68
1980.00,99.67
1979.00,99.71
1978.00,99.79
1977.00,99.88
1976.00,99.93
1975.00,99.94
1974.00,99.91
1973.00,99.88
1972.00,99.86
1971.00,99.86
1970.00,99.86
1969.00,99.86
1968.00,99.86
1967.00,99.87
1966.00,99.85
1965.00,99.82
1964.00,99.80
1963.00,99.80
1962.00,99.82
1961.00,99.84
1960.00,99.86
1959.00,99.89
1958.00,99.94
1957.00,99.97
1956.00,100.00
1955.00,100.01
1954.00,100.03
1953.00,100.03
1952.00,100.05
1951.00,100.07
1950.00,100.10
1949.00,100.11
1948.00,100.11
1947.00,100.12
1946.00,100.14
1945.00,100.17
1944.00,100.18
1943.00,100.18
1942.00,100.16
1941.00,100.14
1940.00,100.12
1939.00,100.12
1938.00,100.13
1937.00,100.15
1936.00,100.18
1935.00,100.21
1934.00,100.23
1933.00,100.25
1932.00,100.26
1931.00,100.27
1930.00,100.28
1929.00,100.29
1928.00,100.29
1927.00,100.29
1926.00,100.30
1925.00,100.32
1924.00,100.34
1923.00,100.35
1922.00,100.34
1921.00,100.31
1920.00,100.28
1919.00,100.26
1918.00,100.26
1917.00,100.29
1916.00,100.32
1915.00,100.33
1914.00,100.33
1913.00,100.32
1912.00,100.31
1911.00,100.32
1910.00,100.33
1909.00,100.33
1908.00,100.35
1907.00,100.37
1906.00,100.41
1905.00,100.43
1904.00,100.45
1903.00,100.46
1902.00,100.47
1901.00,100.47
1900.00,100.48
1899.00,100.49
1898.00,100.47
1897.00,100.45
1896.00,100.44
1895.00,100.45
1894.00,100.47
1893.00,100.49
1892.00,100.50
1891.00,100.51
1890.00,100.50
1889.00,100.50
1888.00,100.49
1887.00,100.51
1886.00,100.54
1885.00,100.56
1884.00,100.57
1883.00,100.57
1882.00,100.57
1881.00,100.56
1880.00,100.54
1879.00,100.54
1878.00,100.54
1877.00,100.54
1876.00,100.54
1875.00,100.55
1874.00,100.57
1873.00,100.59
1872.00,100.59
1871.00,100.59
1870.00,100.58
1869.00,100.58
1868.00,100.58
1867.00,100.59
1866.00,100.59
1865.00,100.57
1864.00,100.56
1863.00,100.56
1862.00,100.58
1861.00,100.60
1860.00,100.61
1859.00,100.62
1858.00,100.63
1857.00,100.63
1856.00,100.63
1855.00,100.63
1854.00,100.63
1853.00,100.63
1852.00,100.63
1851.00,100.62
1850.00,100.62
1849.00,100.61
1848.00,100.62
1847.00,100.63
1846.00,100.63
1845.00,100.62
1844.00,100.62
1843.00,100.64
1842.00,100.67
1841.00,100.68
1840.00,100.68
1839.00,100.68
1838.00,100.66
1837.00,100.66
1836.00,100.66
1835.00,100.70
1834.00,100.74
1833.00,100.77
1832.00,100.78
1831.00,100.77
1830.00,100.76
1829.00,100.73
1828.00,100.71
1827.00,100.69
1826.00,100.69
1825.00,100.69
1824.00,100.68
1823.00,100.68
1822.00,100.67
1821.00,100.66
1820.00,100.67
1819.00,100.69
1818.00,100.72
1817.00,100.73
1816.00,100.73
1815.00,100.74
1814.00,100.76
1813.00,100.77
1812.00,100.77
1811.00,100.76
1810.00,100.74
1809.00,100.72
1808.00,100.70
1807.00,100.70
1806.00,100.72
1805.00,100.75
1804.00,100.77
1803.00,100.78
1802.00,100.76
1801.00,100.73
1800.00,100.72
1799.00,100.74
1798.00,100.77
1797.00,100.79
1796.00,100.80
1795.00,100.80
1794.00,100.79
1793.00,100.77
1792.00,100.74
1791.00,100.72
1790.00,100.73
1789.00,100.73
1788.00,100.72
1787.00,100.71
1786.00,100.71
1785.00,100.70
1784.00,100.69
1783.00,100.69
1782.00,100.70
1781.00,100.71
1780.00,100.72
1779.00,100.74
1778.00,100.75
1777.00,100.75
1776.00,100.75
1775.00,100.74
1774.00,100.75
1773.00,100.73
1772.00,100.70
1771.00,100.69
1770.00,100.69
1769.00,100.70
1768.00,100.70
1767.00,100.70
1766.00,100.70
1765.00,100.72
1764.00,100.74
1763.00,100.74
1762.00,100.73
1761.00,100.72
1760.00,100.71
1759.00,100.70
1758.00,100.69
1757.00,100.69
1756.00,100.69
1755.00,100.70
1754.00,100.70
1753.00,100.69
1752.00,100.69
1751.00,100.69
1750.00,100.69
1749.00,100.67
1748.00,100.64
1747.00,100.62
1746.00,100.60
1745.00,100.60
1744.00,100.59
1743.00,100.58
1742.00,100.57
1741.00,100.57
1740.00,100.56
1739.00,100.56
1738.00,100.56
1737.00,100.56
1736.00,100.56
1735.00,100.54
1734.00,100.50
1733.00,100.46
1732.00,100.45
1731.00,100.45
1730.00,100.45
1729.00,100.45
1728.00,100.43
1727.00,100.42
1726.00,100.41
1725.00,100.40
1724.00,100.38
1723.00,100.35
1722.00,100.33
1721.00,100.31
1720.00,100.28
1719.00,100.26
1718.00,100.22
1717.00,100.15
1716.00,100.08
1715.00,100.04
1714.00,100.02
1713.00,99.99
1712.00,99.92
1711.00,99.85
1710.00,99.77
1709.00,99.68
1708.00,99.57
1707.00,99.45
1706.00,99.32
1705.00,99.17
1704.00,99.05
1703.00,98.95
1702.00,98.85
1701.00,98.68
1700.00,98.46
1699.00,98.27
1698.00,98.10
1697.00,97.87
1696.00,97.58
1695.00,97.33
1694.00,97.16
1693.00,97.00
1692.00,96.83
1691.00,96.64
1690.00,96.45
1689.00,96.28
1688.00,96.12
1687.00,95.96
1686.00,95.80
1685.00,95.60
1684.00,95.37
1683.00,95.21
1682.00,95.11
1681.00,94.99
1680.00,94.82
1679.00,94.65
1678.00,94.48
1677.00,94.33
1676.00,94.17
1675.00,94.00
1674.00,93.86
1673.00,93.72
1672.00,93.57
1671.00,93.43
1670.00,93.27
1669.00,93.11
1668.00,92.94
1667.00,92.78
1666.00,92.61
1665.00,92.44
1664.00,92.25
1663.00,92.07
1662.00,91.90
1661.00,91.73
1660.00,91.55
1659.00,91.38
1658.00,91.22
1657.00,91.05
1656.00,90.87
1655.00,90.70
1654.00,90.54
1653.00,90.37
1652.00,90.23
1651.00,90.09
1650.00,89.92
1649.00,89.77
1648.00,89.64
1647.00,89.53
1646.00,89.45
1645.00,89.37
1644.00,89.28
1643.00,89.19
1642.00,89.11
1641.00,89.04
1640.00,88.96
1639.00,88.90
1638.00,88.87
1637.00,88.86
1636.00,88.86
1635.00,88.86
1634.00,88.86
1633.00,88.84
1632.00,88.79
1631.00,88.74
1630.00,88.73
1629.00,88.74
1628.00,88.76
1627.00,88.78
1626.00,88.81
1625.00,88.86
1624.00,88.96
1623.00,89.09
1622.00,89.21
1621.00,89.30
1620.00,89.36
1619.00,89.44
1618.00,89.59
1617.00,89.81
1616.00,90.05
1615.00,90.25
1614.00,90.43
1613.00,90.61
1612.00,90.80
1611.00,91.02
1610.00,91.24
1609.00,91.47
1608.00,91.69
1607.00,91.90
1606.00,92.10
1605.00,92.31
1604.00,92.52
1603.00,92.73
1602.00,92.92
1601.00,93.09
1600.00,93.26
1599.00,93.42
1598.00,93.57
1597.00,93.72
1596.00,93.86
1595.00,93.99
1594.00,94.11
1593.00,94.22
1592.00,94.32
1591.00,94.42
1590.00,94.49
1589.00,94.54
1588.00,94.59
1587.00,94.63
1586.00,94.66
1585.00,94.68
1584.00,94.70
1583.00,94.71
1582.00,94.70
1581.00,94.68
1580.00,94.66
1579.00,94.63
1578.00,94.57
1577.00,94.48
1576.00,94.40
1575.00,94.35
1574.00,94.31
1573.00,94.27
1572.00,94.22
1571.00,94.16
1570.00,94.08
1569.00,93.98
1568.00,93.87
1567.00,93.75
1566.00,93.62
1565.00,93.51
1564.00,93.42
1563.00,93.32
1562.00,93.20
1561.00,93.06
1560.00,92.92
1559.00,92.76
1558.00,92.61
1557.00,92.51
1556.00,92.38
1555.00,92.22
1554.00,92.03
1553.00,91.84
1552.00,91.66
1551.00,91.51
1550.00,91.35
1549.00,91.19
1548.00,91.04
1547.00,90.90
1546.00,90.77
1545.00,90.67
1544.00,90.57
1543.00,90.47
1542.00,90.37
1541.00,90.29
1540.00,90.22
1539.00,90.15
1538.00,90.07
1537.00,89.97
1536.00,89.87
1535.00,89.81
1534.00,89.79
1533.00,89.78
1532.00,89.77
1531.00,89.73
1530.00,89.68
1529.00,89.63
1528.00,89.61
1527.00,89.61
1526.00,89.62
1525.00,89.61
1524.00,89.58
1523.00,89.54
1522.00,89.51
1521.00,89.51
1520.00,89.50
1519.00,89.49
1518.00,89.48
1517.00,89.49
1516.00,89.53
1515.00,89.55
1514.00,89.57
1513.00,89.61
1512.00,89.68
1511.00,89.76
1510.00,89.82
1509.00,89.89
1508.00,90.04
1507.00,90.29
1506.00,90.54
1505.00,90.72
1504.00,90.80
1503.00,90.85
1502.00,90.94
1501.00,91.08
1500.00,91.25
1499.00,91.43
1498.00,91.62
1497.00,91.85
1496.00,92.07
1495.00,92.27
1494.00,92.43
1493.00,92.58
1492.00,92.76
1491.00,92.99
1490.00,93.24
1489.00,93.48
1488.00,93.67
1487.00,93.84
1486.00,93.99
1485.00,94.14
1484.00,94.26
1483.00,94.36
1482.00,94.45
1481.00,94.52
1480.00,94.57
1479.00,94.60
1478.00,94.63
1477.00,94.65
1476.00,94.65
1475.00,94.63
1474.00,94.57
1473.00,94.49
1472.00,94.40
1471.00,94.33
1470.00,94.28
1469.00,94.23
1468.00,94.19
1467.00,94.17
1466.00,94.16
1465.00,94.15
1464.00,94.12
1463.00,94.09
1462.00,94.05
1461.00,94.00
1460.00,93.96
1459.00,93.93
1458.00,93.90
1457.00,93.85
1456.00,93.80
1455.00,93.74
1454.00,93.68
1453.00,93.63
1452.00,93.61
1451.00,93.61
1450.00,93.61
1449.00,93.63
1448.00,93.64
1447.00,93.65
1446.00,93.66
1445.00,93.68
1444.00,93.72
1443.00,93.78
1442.00,93.84
1441.00,93.88
1440.00,93.91
1439.00,93.93
1438.00,93.99
1437.00,94.11
1436.00,94.25
1435.00,94.36
1434.00,94.41
1433.00,94.44
1432.00,94.49
1431.00,94.56
1430.00,94.65
1429.00,94.74
1428.00,94.80
1427.00,94.81
1426.00,94.81
1425.00,94.81
1424.00,94.83
1423.00,94.84
1422.00,94.84
1421.00,94.84
1420.00,94.85
1419.00,94.86
1418.00,94.88
1417.00,94.88
1416.00,94.85
1415.00,94.81
1414.00,94.77
1413.00,94.73
1412.00,94.71
1411.00,94.69
1410.00,94.68
1409.00,94.66
1408.00,94.62
1407.00,94.58
1406.00,94.53
1405.00,94.50
1404.00,94.47
1403.00,94.43
1402.00,94.39
1401.00,94.36
1400.00,94.33
1399.00,94.32
1398.00,94.32
1397.00,94.32
1396.00,94.32
1395.00,94.32
1394.00,94.32
1393.00,94.31
1392.00,94.29
1391.00,94.28
1390.00,94.28
1389.00,94.30
1388.00,94.33
1387.00,94.37
1386.00,94.40
1385.00,94.43
1384.00,94.46
1383.00,94.49
1382.00,94.54
1381.00,94.60
1380.00,94.65
1379.00,94.71
1378.00,94.78
1377.00,94.86
1376.00,94.94
1375.00,95.01
1374.00,95.07
1373.00,95.11
1372.00,95.13
1371.00,95.15
1370.00,95.17
1369.00,95.21
1368.00,95.25
1367.00,95.30
1366.00,95.34
1365.00,95.38
1364.00,95.43
1363.00,95.49
1362.00,95.55
1361.00,95.59
1360.00,95.63
1359.00,95.65
1358.00,95.67
1357.00,95.68
1356.00,95.69
1355.00,95.71
1354.00,95.73
1353.00,95.75
1352.00,95.76
1351.00,95.76
1350.00,95.76
1349.00,95.76
1348.00,95.77
1347.00,95.76
1346.00,95.76
1345.00,95.76
1344.00,95.76
1343.00,95.76
1342.00,95.76
1341.00,95.77
1340.00,95.77
1339.00,95.76
1338.00,95.76
1337.00,95.76
1336.00,95.77
1335.00,95.78
1334.00,95.79
1333.00,95.80
1332.00,95.81
1331.00,95.82
1330.00,95.83
1329.00,95.83
1328.00,95.83
1327.00,95.82
1326.00,95.80
1325.00,95.78
1324.00,95.77
1323.00,95.75
1322.00,95.74
1321.00,95.71
1320.00,95.68
1319.00,95.65
1318.00,95.63
1317.00,95.61
1316.00,95.60
1315.00,95.59
1314.00,95.57
1313.00,95.55
1312.00,95.54
1311.00,95.53
1310.00,95.52
1309.00,95.50
1308.00,95.48
1307.00,95.47
1306.00,95.47
1305.00,95.47
1304.00,95.47
1303.00,95.48
1302.00,95.48
1301.00,95.48
1300.00,95.48
1299.00,95.49
1298.00,95.50
1297.00,95.52
1296.00,95.52
1295.00,95.52
1294.00,95.52
1293.00,95.51
1292.00,95.51
1291.00,95.50
1290.00,95.50
1289.00,95.51
1288.00,95.51
1287.00,95.51
1286.00,95.51
1285.00,95.50
1284.00,95.50
1283.00,95.49
1282.00,95.49
1281.00,95.47
1280.00,95.46
1279.00,95.45
1278.00,95.45
1277.00,95.46
1276.00,95.46
1275.00,95.46
1274.00,95.45
1273.00,95.45
1272.00,95.43
1271.00,95.42
1270.00,95.40
1269.00,95.38
1268.00,95.38
1267.00,95.37
1266.00,95.37
1265.00,95.35
1264.00,95.32
1263.00,95.28
1262.00,95.24
1261.00,95.20
1260.00,95.16
1259.00,95.13
1258.00,95.11
1257.00,95.09
1256.00,95.06
1255.00,95.03
1254.00,94.99
1253.00,94.96
1252.00,94.94
1251.00,94.91
1250.00,94.87
1249.00,94.82
1248.00,94.77
1247.00,94.72
1246.00,94.68
1245.00,94.66
1244.00,94.64
1243.00,94.62
1242.00,94.59
1241.00,94.56
1240.00,94.55
1239.00,94.56
1238.00,94.58
1237.00,94.59
1236.00,94.58
1235.00,94.58
1234.00,94.58
1233.00,94.59
1232.00,94.60
1231.00,94.62
1230.00,94.63
1229.00,94.66
1228.00,94.70
1227.00,94.75
1226.00,94.80
1225.00,94.84
1224.00,94.88
1223.00,94.93
1222.00,94.97
1221.00,95.03
1220.00,95.09
1219.00,95.16
1218.00,95.23
1217.00,95.28
1216.00,95.32
1215.00,95.36
1214.00,95.41
1213.00,95.45
1212.00,95.49
1211.00,95.53
1210.00,95.57
1209.00,95.61
1208.00,95.64
1207.00,95.66
1206.00,95.68
1205.00,95.71
1204.00,95.74
1203.00,95.78
1202.00,95.82
1201.00,95.86
1200.00,95.89
1199.00,95.91
1198.00,95.94
1197.00,95.98
1196.00,96.01
1195.00,96.05
1194.00,96.08
1193.00,96.10
1192.00,96.12
1191.00,96.12
1190.00,96.13
1189.00,96.13
1188.00,96.14
1187.00,96.17
1186.00,96.21
1185.00,96.26
1184.00,96.29
1183.00,96.30
1182.00,96.29
1181.00,96.27
1180.00,96.24
1179.00,96.23
1178.00,96.21
1177.00,96.20
1176.00,96.18
1175.00,96.17
1174.00,96.16
1173.00,96.17
1172.00,96.20
1171.00,96.22
1170.00,96.25
1169.00,96.27
1168.00,96.30
1167.00,96.32
1166.00,96.36
1165.00,96.40
1164.00,96.43
1163.00,96.44
1162.00,96.43
1161.00,96.44
1160.00,96.47
1159.00,96.51
1158.00,96.56
1157.00,96.59
1156.00,96.61
1155.00,96.64
1154.00,96.66
1153.00,96.71
1152.00,96.76
1151.00,96.82
1150.00,96.87
1149.00,96.89
1148.00,96.91
1147.00,96.94
1146.00,96.96
1145.00,96.99
1144.00,97.02
1143.00,97.05
1142.00,97.09
1141.00,97.12
1140.00,97.14
1139.00,97.14
1138.00,97.15
1137.00,97.16
1136.00,97.17
1135.00,97.16
1134.00,97.13
1133.00,97.09
1132.00,97.03
1131.00,96.98
1130.00,96.92
1129.00,96.88
1128.00,96.86
1127.00,96.87
1126.00,96.89
1125.00,96.90
1124.00,96.90
1123.00,96.90
1122.00,96.91
1121.00,96.93
1120.00,96.96
1119.00,97.00
1118.00,97.03
1117.00,97.02
1116.00,96.97
1115.00,96.92
1114.00,96.89
1113.00,96.90
1112.00,96.93
1111.00,96.94
1110.00,96.95
1109.00,96.95
1108.00,96.96
1107.00,96.96
1106.00,96.97
1105.00,96.98
1104.00,96.99
1103.00,97.01
1102.00,97.00
1101.00,96.97
1100.00,96.92
1099.00,96.88
1098.00,96.86
1097.00,96.88
1096.00,96.92
1095.00,96.94
1094.00,96.96
1093.00,96.97
1092.00,96.99
1091.00,96.98
1090.00,96.94
1089.00,96.88
1088.00,96.82
1087.00,96.76
1086.00,96.71
1085.00,96.66
1084.00,96.61
1083.00,96.57
1082.00,96.55
1081.00,96.54
1080.00,96.53
1079.00,96.51
1078.00,96.49
1077.00,96.48
1076.00,96.47
1075.00,96.48
1074.00,96.52
1073.00,96.58
1072.00,96.63
1071.00,96.66
1070.00,96.68
1069.00,96.70
1068.00,96.71
1067.00,96.71
1066.00,96.69
1065.00,96.69
1064.00,96.72
1063.00,96.77
1062.00,96.82
1061.00,96.85
1060.00,96.87
1059.00,96.87
1058.00,96.87
1057.00,96.87
1056.00,96.88
1055.00,96.89
1054.00,96.89
1053.00,96.90
1052.00,96.93
1051.00,96.96
1050.00,96.98
1049.00,96.98
1048.00,96.98
1047.00,96.98
1046.00,96.98
1045.00,97.01
1044.00,97.06
1043.00,97.11
1042.00,97.16
1041.00,97.19
1040.00,97.24
1039.00,97.29
1038.00,97.33
1037.00,97.36
1036.00,97.39
1035.00,97.43
1034.00,97.48
1033.00,97.52
1032.00,97.56
1031.00,97.59
1030.00,97.63
1029.00,97.67
1028.00,97.71
1027.00,97.75
1026.00,97.78
1025.00,97.81
1024.00,97.84
1023.00,97.88
1022.00,97.93
1021.00,97.98
1020.00,98.03
1019.00,98.08
1018.00,98.13
1017.00,98.18
1016.00,98.21
1015.00,98.22
1014.00,98.21
1013.00,98.21
1012.00,98.22
1011.00,98.23
1010.00,98.26
1009.00,98.29
1008.00,98.35
1007.00,98.42
1006.00,98.49
1005.00,98.54
1004.00,98.58
1003.00,98.61
1002.00,98.65
1001.00,98.69
1000.00,98.73
999.00,98.75
998.00,98.75
997.00,98.75
996.00,98.77
995.00,98.80
994.00,98.83
993.00,98.86
992.00,98.88
991.00,98.89
990.00,98.91
989.00,98.94
988.00,98.98
987.00,99.01
986.00,99.03
985.00,99.05
984.00,99.06
983.00,99.05
982.00,99.02
981.00,98.99
980.00,98.96
979.00,98.96
978.00,98.97
977.00,99.00
976.00,99.03
975.00,99.05
974.00,99.07
973.00,99.10
972.00,99.12
971.00,99.13
970.00,99.13
969.00,99.16
968.00,99.19
967.00,99.20
966.00,99.19
965.00,99.17
964.00,99.16
963.00,99.16
962.00,99.16
961.00,99.17
960.00,99.17
959.00,99.18
958.00,99.19
957.00,99.23
956.00,99.26
955.00,99.27
954.00,99.24
953.00,99.20
952.00,99.20
951.00,99.22
950.00,99.26
949.00,99.28
948.00,99.28
947.00,99.27
946.00,99.27
945.00,99.28
944.00,99.29
943.00,99.28
942.00,99.27
941.00,99.26
940.00,99.28
939.00,99.29
938.00,99.28
937.00,99.23
936.00,99.18
935.00,99.15
934.00,99.15
933.00,99.17
932.00,99.18
931.00,99.17
930.00,99.14
929.00,99.11
928.00,99.10
927.00,99.10
926.00,99.10
925.00,99.08
924.00,99.08
923.00,99.10
922.00,99.15
921.00,99.18
920.00,99.20
919.00,99.20
918.00,99.21
917.00,99.25
916.00,99.31
915.00,99.36
914.00,99.38
913.00,99.38
912.00,99.38
911.00,99.39
910.00,99.40
909.00,99.41
908.00,99.39
907.00,99.37
906.00,99.38
905.00,99.41
904.00,99.45
903.00,99.46
902.00,99.45
901.00,99.43
