Created as New Dataset,90. Du Pont
3532.00,99.27
3531.00,99.27
3530.00,99.27
3529.00,99.27
3528.00,99.25
3527.00,99.24
3526.00,99.23
3525.00,99.22
3524.00,99.21
3523.00,99.19
3522.00,99.18
3521.00,99.16
3520.00,99.15
3519.00,99.15
3518.00,99.15
3517.00,99.14
3516.00,99.13
3515.00,99.10
3514.00,99.08
3513.00,99.07
3512.00,99.09
3511.00,99.11
3510.00,99.12
3509.00,99.10
3508.00,99.08
3507.00,99.07
3506.00,99.07
3505.00,99.09
3504.00,99.10
3503.00,99.11
3502.00,99.10
3501.00,99.09
3500.00,99.07
3499.00,99.05
3498.00,99.04
3497.00,99.02
3496.00,99.01
3495.00,98.99
3494.00,98.99
3493.00,98.99
3492.00,99.01
3491.00,99.03
3490.00,99.05
3489.00,99.05
3488.00,99.04
3487.00,99.02
3486.00,99.00
3485.00,98.99
3484.00,98.99
3483.00,99.00
3482.00,99.00
3481.00,99.00
3480.00,98.99
3479.00,98.99
3478.00,98.99
3477.00,98.99
3476.00,98.99
3475.00,98.99
3474.00,98.99
3473.00,98.99
3472.00,98.98
3471.00,98.96
3470.00,98.93
3469.00,98.89
3468.00,98.87
3467.00,98.86
3466.00,98.88
3465.00,98.90
3464.00,98.91
3463.00,98.92
3462.00,98.92
3461.00,98.92
3460.00,98.93
3459.00,98.93
3458.00,98.92
3457.00,98.89
3456.00,98.87
3455.00,98.85
3454.00,98.85
3453.00,98.83
3452.00,98.82
3451.00,98.82
3450.00,98.83
3449.00,98.85
3448.00,98.87
3447.00,98.88
3446.00,98.88
3445.00,98.88
3444.00,98.88
3443.00,98.87
3442.00,98.86
3441.00,98.85
3440.00,98.85
3439.00,98.86
3438.00,98.87
3437.00,98.86
3436.00,98.84
3435.00,98.83
3434.00,98.82
3433.00,98.82
3432.00,98.81
3431.00,98.79
3430.00,98.79
3429.00,98.80
3428.00,98.81
3427.00,98.83
3426.00,98.84
3425.00,98.85
3424.00,98.86
3423.00,98.86
3422.00,98.86
3421.00,98.84
3420.00,98.81
3419.00,98.78
3418.00,98.76
3417.00,98.76
3416.00,98.77
3415.00,98.79
3414.00,98.81
3413.00,98.82
3412.00,98.83
3411.00,98.83
3410.00,98.83
3409.00,98.82
3408.00,98.81
3407.00,98.79
3406.00,98.77
3405.00,98.76
3404.00,98.78
3403.00,98.79
3402.00,98.79
3401.00,98.76
3400.00,98.73
3399.00,98.71
3398.00,98.70
3397.00,98.70
3396.00,98.70
3395.00,98.71
3394.00,98.71
3393.00,98.71
3392.00,98.69
3391.00,98.67
3390.00,98.65
3389.00,98.63
3388.00,98.61
3387.00,98.59
3386.00,98.57
3385.00,98.56
3384.00,98.56
3383.00,98.56
3382.00,98.56
3381.00,98.54
3380.00,98.52
3379.00,98.51
3378.00,98.50
3377.00,98.49
3376.00,98.48
3375.00,98.48
3374.00,98.47
3373.00,98.45
3372.00,98.43
3371.00,98.41
3370.00,98.39
3369.00,98.38
3368.00,98.37
3367.00,98.36
3366.00,98.34
3365.00,98.31
3364.00,98.28
3363.00,98.26
3362.00,98.24
3361.00,98.23
3360.00,98.21
3359.00,98.19
3358.00,98.17
3357.00,98.15
3356.00,98.12
3355.00,98.08
3354.00,98.03
3353.00,97.99
3352.00,97.95
3351.00,97.92
3350.00,97.87
3349.00,97.81
3348.00,97.76
3347.00,97.73
3346.00,97.70
3345.00,97.66
3344.00,97.62
3343.00,97.56
3342.00,97.51
3341.00,97.46
3340.00,97.40
3339.00,97.34
3338.00,97.28
3337.00,97.20
3336.00,97.11
3335.00,97.02
3334.00,96.92
3333.00,96.82
3332.00,96.74
3331.00,96.66
3330.00,96.57
3329.00,96.47
3328.00,96.37
3327.00,96.26
3326.00,96.15
3325.00,96.02
3324.00,95.87
3323.00,95.70
3322.00,95.53
3321.00,95.37
3320.00,95.21
3319.00,95.04
3318.00,94.85
3317.00,94.63
3316.00,94.39
3315.00,94.13
3314.00,93.87
3313.00,93.62
3312.00,93.37
3311.00,93.12
3310.00,92.86
3309.00,92.60
3308.00,92.35
3307.00,92.10
3306.00,91.86
3305.00,91.64
3304.00,91.44
3303.00,91.28
3302.00,91.14
3301.00,91.04
3300.00,90.96
3299.00,90.93
3298.00,90.92
3297.00,90.93
3296.00,90.95
3295.00,90.98
3294.00,91.04
3293.00,91.14
3292.00,91.27
3291.00,91.42
3290.00,91.58
3289.00,91.73
3288.00,91.88
3287.00,92.02
3286.00,92.16
3285.00,92.30
3284.00,92.43
3283.00,92.58
3282.00,92.72
3281.00,92.86
3280.00,92.97
3279.00,93.07
3278.00,93.16
3277.00,93.25
3276.00,93.37
3275.00,93.50
3274.00,93.64
3273.00,93.77
3272.00,93.88
3271.00,93.96
3270.00,94.02
3269.00,94.08
3268.00,94.14
3267.00,94.23
3266.00,94.31
3265.00,94.40
3264.00,94.49
3263.00,94.57
3262.00,94.65
3261.00,94.73
3260.00,94.81
3259.00,94.90
3258.00,94.98
3257.00,95.06
3256.00,95.13
3255.00,95.22
3254.00,95.30
3253.00,95.38
3252.00,95.46
3251.00,95.54
3250.00,95.62
3249.00,95.69
3248.00,95.75
3247.00,95.79
3246.00,95.82
3245.00,95.87
3244.00,95.92
3243.00,95.98
3242.00,96.05
3241.00,96.12
3240.00,96.18
3239.00,96.24
3238.00,96.29
3237.00,96.34
3236.00,96.40
3235.00,96.47
3234.00,96.53
3233.00,96.59
3232.00,96.66
3231.00,96.71
3230.00,96.77
3229.00,96.82
3228.00,96.85
3227.00,96.89
3226.00,96.92
3225.00,96.95
3224.00,96.97
3223.00,96.98
3222.00,96.99
3221.00,97.02
3220.00,97.05
3219.00,97.08
3218.00,97.11
3217.00,97.13
3216.00,97.15
3215.00,97.18
3214.00,97.20
3213.00,97.22
3212.00,97.25
3211.00,97.27
3210.00,97.29
3209.00,97.31
3208.00,97.32
3207.00,97.33
3206.00,97.34
3205.00,97.36
3204.00,97.38
3203.00,97.40
3202.00,97.42
3201.00,97.43
3200.00,97.44
3199.00,97.45
3198.00,97.45
3197.00,97.45
3196.00,97.46
3195.00,97.47
3194.00,97.50
3193.00,97.54
3192.00,97.56
3191.00,97.57
3190.00,97.58
3189.00,97.59
3188.00,97.62
3187.00,97.65
3186.00,97.69
3185.00,97.72
3184.00,97.73
3183.00,97.75
3182.00,97.77
3181.00,97.79
3180.00,97.81
3179.00,97.83
3178.00,97.84
3177.00,97.86
3176.00,97.90
3175.00,97.93
3174.00,97.96
3173.00,97.98
3172.00,97.99
3171.00,98.01
3170.00,98.03
3169.00,98.04
3168.00,98.06
3167.00,98.08
3166.00,98.10
3165.00,98.12
3164.00,98.16
3163.00,98.19
3162.00,98.23
3161.00,98.27
3160.00,98.30
3159.00,98.32
3158.00,98.33
3157.00,98.34
3156.00,98.35
3155.00,98.37
3154.00,98.37
3153.00,98.37
3152.00,98.36
3151.00,98.36
3150.00,98.36
3149.00,98.37
3148.00,98.37
3147.00,98.38
3146.00,98.38
3145.00,98.38
3144.00,98.40
3143.00,98.42
3142.00,98.44
3141.00,98.45
3140.00,98.47
3139.00,98.50
3138.00,98.52
3137.00,98.52
3136.00,98.50
3135.00,98.47
3134.00,98.43
3133.00,98.41
3132.00,98.41
3131.00,98.43
3130.00,98.45
3129.00,98.45
3128.00,98.43
3127.00,98.41
3126.00,98.40
3125.00,98.41
3124.00,98.42
3123.00,98.44
3122.00,98.46
3121.00,98.46
3120.00,98.46
3119.00,98.46
3118.00,98.45
3117.00,98.45
3116.00,98.43
3115.00,98.40
3114.00,98.37
3113.00,98.35
3112.00,98.33
3111.00,98.31
3110.00,98.28
3109.00,98.25
3108.00,98.22
3107.00,98.19
3106.00,98.17
3105.00,98.15
3104.00,98.12
3103.00,98.10
3102.00,98.07
3101.00,98.05
3100.00,98.03
3099.00,98.02
3098.00,98.00
3097.00,97.97
3096.00,97.95
3095.00,97.92
3094.00,97.88
3093.00,97.85
3092.00,97.82
3091.00,97.80
3090.00,97.79
3089.00,97.79
3088.00,97.78
3087.00,97.76
3086.00,97.73
3085.00,97.71
3084.00,97.69
3083.00,97.69
3082.00,97.69
3081.00,97.69
3080.00,97.69
3079.00,97.68
3078.00,97.68
3077.00,97.68
3076.00,97.69
3075.00,97.70
3074.00,97.71
3073.00,97.72
3072.00,97.72
3071.00,97.73
3070.00,97.73
3069.00,97.73
3068.00,97.73
3067.00,97.74
3066.00,97.75
3065.00,97.76
3064.00,97.76
3063.00,97.75
3062.00,97.75
3061.00,97.75
3060.00,97.76
3059.00,97.78
3058.00,97.80
3057.00,97.82
3056.00,97.85
3055.00,97.87
3054.00,97.89
3053.00,97.93
3052.00,97.98
3051.00,98.04
3050.00,98.10
3049.00,98.15
3048.00,98.19
3047.00,98.22
3046.00,98.24
3045.00,98.27
3044.00,98.30
3043.00,98.34
3042.00,98.38
3041.00,98.42
3040.00,98.46
3039.00,98.49
3038.00,98.51
3037.00,98.54
3036.00,98.56
3035.00,98.58
3034.00,98.60
3033.00,98.62
3032.00,98.65
3031.00,98.67
3030.00,98.69
3029.00,98.71
3028.00,98.72
3027.00,98.73
3026.00,98.74
3025.00,98.76
3024.00,98.78
3023.00,98.79
3022.00,98.80
3021.00,98.80
3020.00,98.81
3019.00,98.83
3018.00,98.84
3017.00,98.85
3016.00,98.85
3015.00,98.85
3014.00,98.84
3013.00,98.83
3012.00,98.83
3011.00,98.84
3010.00,98.85
3009.00,98.86
3008.00,98.88
3007.00,98.89
3006.00,98.90
3005.00,98.91
3004.00,98.91
3003.00,98.90
3002.00,98.90
3001.00,98.89
3000.00,98.89
2999.00,98.89
2998.00,98.90
2997.00,98.90
2996.00,98.90
2995.00,98.88
2994.00,98.87
2993.00,98.86
2992.00,98.85
2991.00,98.85
2990.00,98.85
2989.00,98.83
2988.00,98.82
2987.00,98.80
2986.00,98.79
2985.00,98.78
2984.00,98.77
2983.00,98.76
2982.00,98.73
2981.00,98.70
2980.00,98.64
2979.00,98.56
2978.00,98.49
2977.00,98.43
2976.00,98.39
2975.00,98.36
2974.00,98.32
2973.00,98.26
2972.00,98.18
2971.00,98.09
2970.00,98.00
2969.00,97.92
2968.00,97.82
2967.00,97.72
2966.00,97.62
2965.00,97.52
2964.00,97.43
2963.00,97.35
2962.00,97.28
2961.00,97.20
2960.00,97.11
2959.00,97.00
2958.00,96.87
2957.00,96.73
2956.00,96.59
2955.00,96.44
2954.00,96.28
2953.00,96.09
2952.00,95.88
2951.00,95.65
2950.00,95.39
2949.00,95.11
2948.00,94.82
2947.00,94.56
2946.00,94.31
2945.00,94.09
2944.00,93.89
2943.00,93.71
2942.00,93.53
2941.00,93.36
2940.00,93.20
2939.00,93.02
2938.00,92.85
2937.00,92.68
2936.00,92.52
2935.00,92.39
2934.00,92.30
2933.00,92.25
2932.00,92.25
2931.00,92.28
2930.00,92.35
2929.00,92.44
2928.00,92.55
2927.00,92.67
2926.00,92.79
2925.00,92.90
2924.00,93.00
2923.00,93.11
2922.00,93.22
2921.00,93.33
2920.00,93.46
2919.00,93.58
2918.00,93.71
2917.00,93.85
2916.00,93.99
2915.00,94.14
2914.00,94.27
2913.00,94.40
2912.00,94.50
2911.00,94.59
2910.00,94.67
2909.00,94.75
2908.00,94.83
2907.00,94.91
2906.00,95.01
2905.00,95.11
2904.00,95.23
2903.00,95.36
2902.00,95.48
2901.00,95.61
2900.00,95.73
2899.00,95.84
2898.00,95.95
2897.00,96.07
2896.00,96.17
2895.00,96.26
2894.00,96.32
2893.00,96.37
2892.00,96.42
2891.00,96.46
2890.00,96.49
2889.00,96.51
2888.00,96.51
2887.00,96.50
2886.00,96.46
2885.00,96.40
2884.00,96.32
2883.00,96.23
2882.00,96.12
2881.00,96.00
2880.00,95.87
2879.00,95.72
2878.00,95.58
2877.00,95.45
2876.00,95.34
2875.00,95.25
2874.00,95.18
2873.00,95.13
2872.00,95.10
2871.00,95.08
2870.00,95.04
2869.00,94.99
2868.00,94.92
2867.00,94.83
2866.00,94.75
2865.00,94.66
2864.00,94.58
2863.00,94.50
2862.00,94.42
2861.00,94.34
2860.00,94.28
2859.00,94.25
2858.00,94.25
2857.00,94.29
2856.00,94.36
2855.00,94.46
2854.00,94.60
2853.00,94.78
2852.00,94.97
2851.00,95.18
2850.00,95.39
2849.00,95.61
2848.00,95.84
2847.00,96.08
2846.00,96.30
2845.00,96.51
2844.00,96.69
2843.00,96.85
2842.00,96.99
2841.00,97.11
2840.00,97.22
2839.00,97.32
2838.00,97.41
2837.00,97.49
2836.00,97.56
2835.00,97.62
2834.00,97.66
2833.00,97.69
2832.00,97.70
2831.00,97.72
2830.00,97.74
2829.00,97.78
2828.00,97.81
2827.00,97.84
2826.00,97.86
2825.00,97.88
2824.00,97.89
2823.00,97.91
2822.00,97.93
2821.00,97.97
2820.00,98.01
2819.00,98.05
2818.00,98.07
2817.00,98.08
2816.00,98.08
2815.00,98.09
2814.00,98.10
2813.00,98.13
2812.00,98.16
2811.00,98.18
2810.00,98.19
2809.00,98.21
2808.00,98.22
2807.00,98.23
2806.00,98.23
2805.00,98.24
2804.00,98.24
2803.00,98.25
2802.00,98.27
2801.00,98.28
2800.00,98.29
2799.00,98.30
2798.00,98.31
2797.00,98.33
2796.00,98.35
2795.00,98.37
2794.00,98.39
2793.00,98.40
2792.00,98.41
2791.00,98.43
2790.00,98.44
2789.00,98.44
2788.00,98.45
2787.00,98.45
2786.00,98.46
2785.00,98.48
2784.00,98.48
2783.00,98.49
2782.00,98.49
2781.00,98.49
2780.00,98.49
2779.00,98.50
2778.00,98.50
2777.00,98.50
2776.00,98.50
2775.00,98.49
2774.00,98.48
2773.00,98.48
2772.00,98.48
2771.00,98.50
2770.00,98.51
2769.00,98.52
2768.00,98.53
2767.00,98.54
2766.00,98.56
2765.00,98.57
2764.00,98.57
2763.00,98.58
2762.00,98.58
2761.00,98.58
2760.00,98.59
2759.00,98.59
2758.00,98.59
2757.00,98.58
2756.00,98.57
2755.00,98.57
2754.00,98.57
2753.00,98.57
2752.00,98.58
2751.00,98.60
2750.00,98.61
2749.00,98.62
2748.00,98.62
2747.00,98.61
2746.00,98.60
2745.00,98.61
2744.00,98.62
2743.00,98.62
2742.00,98.62
2741.00,98.63
2740.00,98.64
2739.00,98.65
2738.00,98.65
2737.00,98.65
2736.00,98.64
2735.00,98.63
2734.00,98.63
2733.00,98.63
2732.00,98.63
2731.00,98.64
2730.00,98.65
2729.00,98.67
2728.00,98.69
2727.00,98.70
2726.00,98.71
2725.00,98.72
2724.00,98.73
2723.00,98.74
2722.00,98.74
2721.00,98.75
2720.00,98.76
2719.00,98.77
2718.00,98.78
2717.00,98.77
2716.00,98.77
2715.00,98.77
2714.00,98.77
2713.00,98.78
2712.00,98.78
2711.00,98.79
2710.00,98.80
2709.00,98.81
2708.00,98.82
2707.00,98.81
2706.00,98.80
2705.00,98.79
2704.00,98.78
2703.00,98.79
2702.00,98.79
2701.00,98.80
2700.00,98.80
2699.00,98.80
2698.00,98.80
2697.00,98.80
2696.00,98.80
2695.00,98.79
2694.00,98.79
2693.00,98.78
2692.00,98.79
2691.00,98.79
2690.00,98.80
2689.00,98.81
2688.00,98.83
2687.00,98.83
2686.00,98.83
2685.00,98.82
2684.00,98.82
2683.00,98.83
2682.00,98.84
2681.00,98.84
2680.00,98.83
2679.00,98.82
2678.00,98.81
2677.00,98.81
2676.00,98.82
2675.00,98.83
2674.00,98.84
2673.00,98.84
2672.00,98.84
2671.00,98.83
2670.00,98.83
2669.00,98.83
2668.00,98.82
2667.00,98.82
2666.00,98.81
2665.00,98.81
2664.00,98.82
2663.00,98.83
2662.00,98.83
2661.00,98.83
2660.00,98.83
2659.00,98.82
2658.00,98.82
2657.00,98.82
2656.00,98.83
2655.00,98.84
2654.00,98.84
2653.00,98.83
2652.00,98.81
2651.00,98.80
2650.00,98.80
2649.00,98.80
2648.00,98.81
2647.00,98.83
2646.00,98.84
2645.00,98.84
2644.00,98.83
2643.00,98.83
2642.00,98.83
2641.00,98.82
2640.00,98.80
2639.00,98.78
2638.00,98.78
2637.00,98.79
2636.00,98.80
2635.00,98.80
2634.00,98.79
2633.00,98.77
2632.00,98.75
2631.00,98.75
2630.00,98.75
2629.00,98.77
2628.00,98.79
2627.00,98.80
2626.00,98.80
2625.00,98.80
2624.00,98.80
2623.00,98.81
2622.00,98.82
2621.00,98.83
2620.00,98.82
2619.00,98.81
2618.00,98.79
2617.00,98.80
2616.00,98.81
2615.00,98.82
2614.00,98.81
2613.00,98.78
2612.00,98.75
2611.00,98.73
2610.00,98.72
2609.00,98.73
2608.00,98.72
2607.00,98.71
2606.00,98.69
2605.00,98.68
2604.00,98.69
2603.00,98.70
2602.00,98.71
2601.00,98.73
2600.00,98.74
2599.00,98.74
2598.00,98.73
2597.00,98.72
2596.00,98.70
2595.00,98.69
2594.00,98.69
2593.00,98.70
2592.00,98.71
2591.00,98.71
2590.00,98.70
2589.00,98.68
2588.00,98.68
2587.00,98.69
2586.00,98.69
2585.00,98.68
2584.00,98.66
2583.00,98.65
2582.00,98.67
2581.00,98.70
2580.00,98.72
2579.00,98.74
2578.00,98.74
2577.00,98.72
2576.00,98.71
2575.00,98.70
2574.00,98.69
2573.00,98.70
2572.00,98.70
2571.00,98.70
2570.00,98.69
2569.00,98.68
2568.00,98.69
2567.00,98.70
2566.00,98.71
2565.00,98.71
2564.00,98.71
2563.00,98.71
2562.00,98.70
2561.00,98.69
2560.00,98.69
2559.00,98.71
2558.00,98.72
2557.00,98.72
2556.00,98.71
2555.00,98.70
2554.00,98.71
2553.00,98.72
2552.00,98.75
2551.00,98.76
2550.00,98.75
2549.00,98.72
2548.00,98.70
2547.00,98.70
2546.00,98.71
2545.00,98.72
2544.00,98.72
2543.00,98.72
2542.00,98.72
2541.00,98.72
2540.00,98.74
2539.00,98.75
2538.00,98.75
2537.00,98.74
2536.00,98.72
2535.00,98.72
2534.00,98.72
2533.00,98.73
2532.00,98.73
2531.00,98.72
2530.00,98.71
2529.00,98.71
2528.00,98.72
2527.00,98.72
2526.00,98.72
2525.00,98.72
2524.00,98.73
2523.00,98.73
2522.00,98.73
2521.00,98.73
2520.00,98.73
2519.00,98.74
2518.00,98.74
2517.00,98.73
2516.00,98.72
2515.00,98.71
2514.00,98.71
2513.00,98.72
2512.00,98.73
2511.00,98.75
2510.00,98.77
2509.00,98.78
2508.00,98.78
2507.00,98.78
2506.00,98.76
2505.00,98.74
2504.00,98.72
2503.00,98.72
2502.00,98.72
2501.00,98.72
2500.00,98.72
2499.00,98.72
2498.00,98.72
2497.00,98.71
2496.00,98.69
2495.00,98.68
2494.00,98.69
2493.00,98.70
2492.00,98.72
2491.00,98.71
2490.00,98.70
2489.00,98.68
2488.00,98.67
2487.00,98.69
2486.00,98.72
2485.00,98.75
2484.00,98.75
2483.00,98.74
2482.00,98.72
2481.00,98.70
2480.00,98.70
2479.00,98.70
2478.00,98.71
2477.00,98.72
2476.00,98.74
2475.00,98.78
2474.00,98.81
2473.00,98.82
2472.00,98.79
2471.00,98.74
2470.00,98.69
2469.00,98.66
2468.00,98.67
2467.00,98.69
2466.00,98.71
2465.00,98.73
2464.00,98.75
2463.00,98.76
2462.00,98.77
2461.00,98.78
2460.00,98.79
2459.00,98.78
2458.00,98.76
2457.00,98.72
2456.00,98.70
2455.00,98.70
2454.00,98.71
2453.00,98.73
2452.00,98.75
2451.00,98.76
