Created as New Dataset,16.2 Bombyx mori
cm-1,%T
2461.00,95.29
2460.00,95.30
2459.00,95.31
2458.00,95.32
2457.00,95.32
2456.00,95.31
2455.00,95.30
2454.00,95.28
2453.00,95.27
2452.00,95.27
2451.00,95.29
2450.00,95.31
2449.00,95.32
2448.00,95.33
2447.00,95.34
2446.00,95.34
2445.00,95.33
2444.00,95.32
2443.00,95.31
2442.00,95.31
2441.00,95.32
2440.00,95.34
2439.00,95.35
2438.00,95.35
2437.00,95.35
2436.00,95.37
2435.00,95.39
2434.00,95.41
2433.00,95.42
2432.00,95.43
2431.00,95.44
2430.00,95.43
2429.00,95.40
2428.00,95.37
2427.00,95.35
2426.00,95.36
2425.00,95.37
2424.00,95.38
2423.00,95.38
2422.00,95.38
2421.00,95.38
2420.00,95.37
2419.00,95.38
2418.00,95.40
2417.00,95.43
2416.00,95.45
2415.00,95.47
2414.00,95.48
2413.00,95.48
2412.00,95.47
2411.00,95.46
2410.00,95.47
2409.00,95.50
2408.00,95.53
2407.00,95.55
2406.00,95.55
2405.00,95.53
2404.00,95.52
2403.00,95.53
2402.00,95.55
2401.00,95.57
2400.00,95.57
2399.00,95.57
2398.00,95.57
2397.00,95.59
2396.00,95.61
2395.00,95.63
2394.00,95.63
2393.00,95.64
2392.00,95.65
2391.00,95.66
2390.00,95.66
2389.00,95.67
2388.00,95.67
2387.00,95.68
2386.00,95.69
2385.00,95.71
2384.00,95.72
2383.00,95.73
2382.00,95.74
2381.00,95.74
2380.00,95.74
2379.00,95.76
2378.00,95.78
2377.00,95.80
2376.00,95.82
2375.00,95.84
2374.00,95.88
2373.00,95.91
2372.00,95.91
2371.00,95.88
2370.00,95.82
2369.00,95.76
2368.00,95.73
2367.00,95.75
2366.00,95.80
2365.00,95.85
2364.00,95.89
2363.00,95.93
2362.00,95.93
2361.00,95.88
2360.00,95.83
2359.00,95.83
2358.00,95.84
2357.00,95.83
2356.00,95.81
2355.00,95.83
2354.00,95.90
2353.00,95.97
2352.00,95.99
2351.00,95.97
2350.00,95.92
2349.00,95.88
2348.00,95.85
2347.00,95.85
2346.00,95.87
2345.00,95.89
2344.00,95.90
2343.00,95.89
2342.00,95.86
2341.00,95.83
2340.00,95.80
2339.00,95.80
2338.00,95.81
2337.00,95.82
2336.00,95.84
2335.00,95.85
2334.00,95.86
2333.00,95.87
2332.00,95.89
2331.00,95.94
2330.00,95.98
2329.00,95.98
2328.00,95.92
2327.00,95.83
2326.00,95.73
2325.00,95.65
2324.00,95.59
2323.00,95.58
2322.00,95.60
2321.00,95.64
2320.00,95.67
2319.00,95.68
2318.00,95.65
2317.00,95.61
2316.00,95.58
2315.00,95.55
2314.00,95.54
2313.00,95.53
2312.00,95.52
2311.00,95.53
2310.00,95.55
2309.00,95.58
2308.00,95.59
2307.00,95.58
2306.00,95.55
2305.00,95.51
2304.00,95.50
2303.00,95.51
2302.00,95.52
2301.00,95.51
2300.00,95.49
2299.00,95.48
2298.00,95.47
2297.00,95.47
2296.00,95.45
2295.00,95.43
2294.00,95.40
2293.00,95.39
2292.00,95.37
2291.00,95.36
2290.00,95.34
2289.00,95.31
2288.00,95.28
2287.00,95.24
2286.00,95.21
2285.00,95.17
2284.00,95.15
2283.00,95.14
2282.00,95.13
2281.00,95.12
2280.00,95.13
2279.00,95.15
2278.00,95.15
2277.00,95.14
2276.00,95.12
2275.00,95.10
2274.00,95.09
2273.00,95.08
2272.00,95.06
2271.00,95.05
2270.00,95.04
2269.00,95.02
2268.00,95.02
2267.00,95.03
2266.00,95.05
2265.00,95.05
2264.00,95.03
2263.00,94.99
2262.00,94.95
2261.00,94.91
2260.00,94.89
2259.00,94.89
2258.00,94.89
2257.00,94.89
2256.00,94.89
2255.00,94.89
2254.00,94.90
2253.00,94.90
2252.00,94.88
2251.00,94.87
2250.00,94.87
2249.00,94.89
2248.00,94.91
2247.00,94.91
2246.00,94.87
2245.00,94.82
2244.00,94.77
2243.00,94.73
2242.00,94.72
2241.00,94.71
2240.00,94.72
2239.00,94.73
2238.00,94.74
2237.00,94.74
2236.00,94.74
2235.00,94.74
2234.00,94.74
2233.00,94.73
2232.00,94.72
2231.00,94.72
2230.00,94.70
2229.00,94.67
2228.00,94.64
2227.00,94.61
2226.00,94.58
2225.00,94.55
2224.00,94.55
2223.00,94.56
2222.00,94.56
2221.00,94.54
2220.00,94.51
2219.00,94.48
2218.00,94.47
2217.00,94.47
2216.00,94.47
2215.00,94.47
2214.00,94.46
2213.00,94.44
2212.00,94.43
2211.00,94.44
2210.00,94.47
2209.00,94.48
2208.00,94.47
2207.00,94.45
2206.00,94.42
2205.00,94.39
2204.00,94.37
2203.00,94.38
2202.00,94.39
2201.00,94.37
2200.00,94.34
2199.00,94.33
2198.00,94.33
2197.00,94.33
2196.00,94.30
2195.00,94.28
2194.00,94.26
2193.00,94.26
2192.00,94.29
2191.00,94.31
2190.00,94.30
2189.00,94.24
2188.00,94.15
2187.00,94.09
2186.00,94.08
2185.00,94.11
2184.00,94.14
2183.00,94.19
2182.00,94.22
2181.00,94.22
2180.00,94.18
2179.00,94.10
2178.00,94.04
2177.00,94.02
2176.00,94.05
2175.00,94.10
2174.00,94.12
2173.00,94.10
2172.00,94.04
2171.00,94.01
2170.00,93.99
2169.00,93.99
2168.00,93.97
2167.00,93.96
2166.00,93.96
2165.00,93.96
2164.00,93.95
2163.00,93.88
2162.00,93.77
2161.00,93.66
2160.00,93.63
2159.00,93.74
2158.00,93.93
2157.00,94.10
2156.00,94.19
2155.00,94.22
2154.00,94.24
2153.00,94.29
2152.00,94.35
2151.00,94.40
2150.00,94.41
2149.00,94.38
2148.00,94.34
2147.00,94.34
2146.00,94.39
2145.00,94.46
2144.00,94.54
2143.00,94.62
2142.00,94.68
2141.00,94.73
2140.00,94.79
2139.00,94.85
2138.00,94.91
2137.00,94.96
2136.00,95.02
2135.00,95.08
2134.00,95.13
2133.00,95.14
2132.00,95.14
2131.00,95.11
2130.00,95.07
2129.00,95.01
2128.00,94.96
2127.00,94.96
2126.00,95.00
2125.00,95.05
2124.00,95.09
2123.00,95.13
2122.00,95.16
2121.00,95.15
2120.00,95.13
2119.00,95.11
2118.00,95.11
2117.00,95.13
2116.00,95.15
2115.00,95.17
2114.00,95.17
2113.00,95.16
2112.00,95.13
2111.00,95.10
2110.00,95.09
2109.00,95.09
2108.00,95.10
2107.00,95.13
2106.00,95.14
2105.00,95.13
2104.00,95.11
2103.00,95.09
2102.00,95.06
2101.00,95.02
2100.00,95.00
2099.00,95.03
2098.00,95.08
2097.00,95.13
2096.00,95.18
2095.00,95.21
2094.00,95.22
2093.00,95.21
2092.00,95.20
2091.00,95.19
2090.00,95.18
2089.00,95.16
2088.00,95.14
2087.00,95.11
2086.00,95.10
2085.00,95.09
2084.00,95.08
2083.00,95.05
2082.00,95.02
2081.00,94.99
2080.00,95.00
2079.00,95.02
2078.00,95.04
2077.00,95.05
2076.00,95.05
2075.00,95.06
2074.00,95.05
2073.00,95.03
2072.00,94.98
2071.00,94.96
2070.00,94.95
2069.00,94.95
2068.00,94.94
2067.00,94.94
2066.00,94.95
2065.00,94.96
2064.00,94.99
2063.00,95.03
2062.00,95.05
2061.00,95.05
2060.00,95.02
2059.00,94.96
2058.00,94.90
2057.00,94.85
2056.00,94.82
2055.00,94.82
2054.00,94.81
2053.00,94.79
2052.00,94.75
2051.00,94.70
2050.00,94.67
2049.00,94.64
2048.00,94.60
2047.00,94.56
2046.00,94.53
2045.00,94.50
2044.00,94.49
2043.00,94.50
2042.00,94.51
2041.00,94.48
2040.00,94.44
2039.00,94.41
2038.00,94.39
2037.00,94.38
2036.00,94.37
2035.00,94.38
2034.00,94.38
2033.00,94.36
2032.00,94.33
2031.00,94.31
2030.00,94.31
2029.00,94.32
2028.00,94.35
2027.00,94.41
2026.00,94.48
2025.00,94.53
2024.00,94.52
2023.00,94.50
2022.00,94.47
2021.00,94.46
2020.00,94.47
2019.00,94.49
2018.00,94.48
2017.00,94.44
2016.00,94.40
2015.00,94.39
2014.00,94.40
2013.00,94.41
2012.00,94.44
2011.00,94.47
2010.00,94.51
2009.00,94.57
2008.00,94.65
2007.00,94.77
2006.00,94.88
2005.00,94.94
2004.00,94.98
2003.00,94.99
2002.00,94.96
2001.00,94.88
2000.00,94.80
1999.00,94.78
1998.00,94.83
1997.00,94.88
1996.00,94.90
1995.00,94.88
1994.00,94.87
1993.00,94.87
1992.00,94.88
1991.00,94.91
1990.00,94.93
1989.00,94.91
1988.00,94.85
1987.00,94.78
1986.00,94.72
1985.00,94.69
1984.00,94.66
1983.00,94.62
1982.00,94.55
1981.00,94.45
1980.00,94.34
1979.00,94.29
1978.00,94.33
1977.00,94.45
1976.00,94.58
1975.00,94.67
1974.00,94.71
1973.00,94.70
1972.00,94.71
1971.00,94.76
1970.00,94.84
1969.00,94.90
1968.00,94.90
1967.00,94.88
1966.00,94.86
1965.00,94.86
1964.00,94.89
1963.00,94.96
1962.00,95.04
1961.00,95.09
1960.00,95.12
1959.00,95.17
1958.00,95.23
1957.00,95.27
1956.00,95.27
1955.00,95.25
1954.00,95.25
1953.00,95.29
1952.00,95.37
1951.00,95.44
1950.00,95.47
1949.00,95.46
1948.00,95.44
1947.00,95.47
1946.00,95.54
1945.00,95.62
1944.00,95.68
1943.00,95.72
1942.00,95.74
1941.00,95.73
1940.00,95.70
1939.00,95.69
1938.00,95.70
1937.00,95.73
1936.00,95.76
1935.00,95.78
1934.00,95.77
1933.00,95.76
1932.00,95.76
1931.00,95.79
1930.00,95.81
1929.00,95.82
1928.00,95.81
1927.00,95.82
1926.00,95.86
1925.00,95.89
1924.00,95.92
1923.00,95.95
1922.00,95.99
1921.00,96.04
1920.00,96.09
1919.00,96.13
1918.00,96.16
1917.00,96.17
1916.00,96.16
1915.00,96.15
1914.00,96.14
1913.00,96.10
1912.00,96.05
1911.00,96.01
1910.00,96.02
1909.00,96.06
1908.00,96.13
1907.00,96.20
1906.00,96.25
1905.00,96.25
1904.00,96.24
1903.00,96.25
1902.00,96.27
1901.00,96.28
1900.00,96.28
1899.00,96.29
1898.00,96.31
1897.00,96.33
1896.00,96.34
1895.00,96.34
1894.00,96.34
1893.00,96.34
1892.00,96.33
1891.00,96.32
1890.00,96.32
1889.00,96.32
1888.00,96.35
1887.00,96.37
1886.00,96.39
1885.00,96.38
1884.00,96.38
1883.00,96.39
1882.00,96.43
1881.00,96.46
1880.00,96.49
1879.00,96.50
1878.00,96.50
1877.00,96.49
1876.00,96.47
1875.00,96.47
1874.00,96.50
1873.00,96.52
1872.00,96.53
1871.00,96.52
1870.00,96.51
1869.00,96.51
1868.00,96.54
1867.00,96.59
1866.00,96.63
1865.00,96.64
1864.00,96.62
1863.00,96.62
1862.00,96.64
1861.00,96.65
1860.00,96.66
1859.00,96.68
1858.00,96.70
1857.00,96.72
1856.00,96.73
1855.00,96.76
1854.00,96.79
1853.00,96.80
1852.00,96.80
1851.00,96.81
1850.00,96.82
1849.00,96.83
1848.00,96.84
1847.00,96.85
1846.00,96.86
1845.00,96.87
1844.00,96.88
1843.00,96.91
1842.00,96.93
1841.00,96.93
1840.00,96.91
1839.00,96.91
1838.00,96.92
1837.00,96.93
1836.00,96.94
1835.00,96.94
1834.00,96.96
1833.00,96.98
1832.00,97.00
1831.00,97.02
1830.00,97.03
1829.00,97.04
1828.00,97.04
1827.00,97.05
1826.00,97.06
1825.00,97.05
1824.00,97.04
1823.00,97.03
1822.00,97.03
1821.00,97.03
1820.00,97.05
1819.00,97.10
1818.00,97.16
1817.00,97.19
1816.00,97.18
1815.00,97.17
1814.00,97.15
1813.00,97.15
1812.00,97.14
1811.00,97.16
1810.00,97.17
1809.00,97.18
1808.00,97.18
1807.00,97.19
1806.00,97.19
1805.00,97.19
1804.00,97.19
1803.00,97.22
1802.00,97.26
1801.00,97.27
1800.00,97.27
1799.00,97.27
1798.00,97.28
1797.00,97.30
1796.00,97.32
1795.00,97.36
1794.00,97.41
1793.00,97.43
1792.00,97.43
1791.00,97.43
1790.00,97.42
1789.00,97.40
1788.00,97.38
1787.00,97.38
1786.00,97.41
1785.00,97.43
1784.00,97.43
1783.00,97.43
1782.00,97.44
1781.00,97.44
1780.00,97.45
1779.00,97.46
1778.00,97.48
1777.00,97.48
1776.00,97.48
1775.00,97.50
1774.00,97.52
1773.00,97.53
1772.00,97.53
1771.00,97.55
1770.00,97.57
1769.00,97.56
1768.00,97.54
1767.00,97.55
1766.00,97.57
1765.00,97.59
1764.00,97.60
1763.00,97.60
1762.00,97.60
1761.00,97.58
1760.00,97.58
1759.00,97.58
1758.00,97.60
1757.00,97.60
1756.00,97.59
1755.00,97.59
1754.00,97.61
1753.00,97.61
1752.00,97.61
1751.00,97.63
1750.00,97.63
1749.00,97.60
1748.00,97.56
1747.00,97.54
1746.00,97.55
1745.00,97.57
1744.00,97.59
1743.00,97.61
1742.00,97.64
1741.00,97.64
1740.00,97.61
1739.00,97.61
1738.00,97.62
1737.00,97.63
1736.00,97.62
1735.00,97.61
1734.00,97.61
1733.00,97.61
1732.00,97.59
1731.00,97.58
1730.00,97.59
1729.00,97.58
1728.00,97.57
1727.00,97.56
1726.00,97.55
1725.00,97.52
1724.00,97.48
1723.00,97.45
1722.00,97.45
1721.00,97.44
1720.00,97.41
1719.00,97.36
1718.00,97.28
1717.00,97.19
1716.00,97.09
1715.00,97.00
1714.00,96.90
1713.00,96.74
1712.00,96.53
1711.00,96.30
1710.00,96.05
1709.00,95.75
1708.00,95.38
1707.00,94.89
1706.00,94.26
1705.00,93.52
1704.00,92.85
1703.00,92.29
1702.00,91.73
1701.00,91.02
1700.00,90.29
1699.00,89.82
1698.00,89.59
1697.00,89.50
1696.00,89.50
1695.00,89.58
1694.00,89.67
1693.00,89.73
1692.00,89.74
1691.00,89.73
1690.00,89.68
1689.00,89.62
1688.00,89.55
1687.00,89.47
1686.00,89.35
1685.00,89.14
1684.00,88.88
1683.00,88.69
1682.00,88.54
1681.00,88.34
1680.00,88.10
1679.00,87.89
1678.00,87.71
1677.00,87.52
1676.00,87.26
1675.00,86.96
1674.00,86.69
1673.00,86.45
1672.00,86.19
1671.00,85.90
1670.00,85.56
1669.00,85.22
1668.00,84.91
1667.00,84.64
1666.00,84.38
1665.00,84.12
1664.00,83.80
1663.00,83.43
1662.00,83.05
1661.00,82.68
1660.00,82.32
1659.00,81.97
1658.00,81.67
1657.00,81.43
1656.00,81.21
1655.00,80.96
1654.00,80.55
1653.00,79.99
1652.00,79.58
1651.00,79.32
1650.00,79.12
1649.00,78.88
1648.00,78.53
1647.00,78.11
1646.00,77.74
1645.00,77.44
1644.00,77.15
1643.00,76.87
1642.00,76.61
1641.00,76.33
1640.00,76.06
1639.00,75.81
1638.00,75.56
1637.00,75.22
1636.00,74.76
1635.00,74.32
1634.00,73.99
1633.00,73.72
1632.00,73.44
1631.00,73.16
1630.00,72.90
1629.00,72.63
1628.00,72.36
1627.00,72.14
1626.00,71.99
1625.00,71.87
1624.00,71.74
1623.00,71.63
1622.00,71.59
1621.00,71.62
1620.00,71.67
1619.00,71.77
1618.00,71.93
1617.00,72.19
1616.00,72.52
1615.00,72.87
1614.00,73.23
1613.00,73.62
1612.00,74.04
1611.00,74.52
1610.00,75.05
1609.00,75.62
1608.00,76.19
1607.00,76.76
1606.00,77.32
1605.00,77.88
1604.00,78.42
1603.00,78.95
1602.00,79.45
1601.00,79.93
1600.00,80.39
1599.00,80.82
1598.00,81.21
1597.00,81.57
1596.00,81.92
1595.00,82.27
1594.00,82.60
1593.00,82.92
1592.00,83.24
1591.00,83.53
1590.00,83.79
1589.00,84.02
1588.00,84.24
1587.00,84.45
1586.00,84.62
1585.00,84.74
1584.00,84.84
1583.00,84.90
1582.00,84.93
1581.00,84.93
1580.00,84.95
1579.00,84.94
1578.00,84.89
1577.00,84.79
1576.00,84.70
1575.00,84.65
1574.00,84.60
1573.00,84.54
1572.00,84.46
1571.00,84.34
1570.00,84.14
1569.00,83.91
1568.00,83.71
1567.00,83.51
1566.00,83.27
1565.00,83.00
1564.00,82.77
1563.00,82.59
1562.00,82.45
1561.00,82.29
1560.00,82.01
1559.00,81.56
1558.00,81.21
1557.00,80.99
1556.00,80.77
1555.00,80.51
1554.00,80.23
1553.00,79.98
1552.00,79.76
1551.00,79.54
1550.00,79.29
1549.00,79.02
1548.00,78.79
1547.00,78.59
1546.00,78.36
1545.00,78.09
1544.00,77.83
1543.00,77.58
1542.00,77.31
1541.00,76.93
1540.00,76.49
1539.00,76.13
1538.00,75.89
1537.00,75.72
1536.00,75.56
1535.00,75.36
1534.00,75.06
1533.00,74.72
1532.00,74.44
1531.00,74.19
1530.00,73.94
1529.00,73.67
1528.00,73.38
1527.00,73.07
1526.00,72.76
1525.00,72.48
1524.00,72.22
1523.00,71.92
1522.00,71.50
1521.00,71.03
1520.00,70.66
1519.00,70.34
1518.00,69.97
1517.00,69.55
1516.00,69.18
1515.00,68.93
1514.00,68.77
1513.00,68.67
1512.00,68.62
1511.00,68.63
1510.00,68.65
1509.00,68.69
1508.00,68.75
1507.00,68.87
1506.00,69.08
1505.00,69.29
1504.00,69.47
1503.00,69.63
1502.00,69.82
1501.00,70.05
1500.00,70.33
1499.00,70.65
1498.00,71.00
1497.00,71.38
1496.00,71.78
1495.00,72.16
1494.00,72.51
1493.00,72.86
1492.00,73.25
1491.00,73.68
1490.00,74.15
1489.00,74.62
1488.00,75.07
1487.00,75.47
1486.00,75.83
1485.00,76.19
1484.00,76.54
1483.00,76.89
1482.00,77.23
1481.00,77.57
1480.00,77.89
1479.00,78.19
1478.00,78.46
1477.00,78.73
1476.00,78.98
1475.00,79.20
1474.00,79.38
1473.00,79.55
1472.00,79.72
1471.00,79.88
1470.00,80.01
1469.00,80.13
1468.00,80.24
1467.00,80.35
1466.00,80.46
1465.00,80.57
1464.00,80.65
1463.00,80.71
1462.00,80.74
1461.00,80.75
1460.00,80.75
1459.00,80.71
1458.00,80.57
1457.00,80.31
1456.00,80.03
1455.00,79.77
1454.00,79.50
1453.00,79.20
1452.00,78.90
1451.00,78.62
1450.00,78.39
1449.00,78.17
1448.00,77.97
1447.00,77.83
1446.00,77.73
1445.00,77.66
1444.00,77.63
1443.00,77.63
1442.00,77.66
1441.00,77.72
1440.00,77.82
1439.00,77.96
1438.00,78.17
1437.00,78.43
1436.00,78.70
1435.00,78.95
1434.00,79.18
1433.00,79.44
1432.00,79.72
1431.00,80.03
1430.00,80.33
1429.00,80.60
1428.00,80.81
1427.00,80.98
1426.00,81.12
1425.00,81.25
1424.00,81.36
1423.00,81.47
1422.00,81.57
1421.00,81.65
1420.00,81.70
1419.00,81.68
1418.00,81.64
1417.00,81.61
1416.00,81.57
1415.00,81.53
1414.00,81.48
1413.00,81.42
1412.00,81.36
1411.00,81.31
1410.00,81.26
1409.00,81.22
1408.00,81.19
1407.00,81.16
1406.00,81.15
1405.00,81.16
1404.00,81.20
1403.00,81.25
1402.00,81.33
1401.00,81.41
1400.00,81.49
1399.00,81.57
1398.00,81.66
1397.00,81.75
1396.00,81.82
1395.00,81.89
1394.00,81.96
1393.00,82.02
1392.00,82.07
1391.00,82.12
1390.00,82.17
1389.00,82.25
1388.00,82.34
1387.00,82.41
1386.00,82.46
1385.00,82.50
1384.00,82.54
1383.00,82.58
1382.00,82.63
1381.00,82.68
1380.00,82.72
1379.00,82.76
1378.00,82.81
1377.00,82.84
1376.00,82.87
1375.00,82.87
1374.00,82.88
1373.00,82.89
1372.00,82.89
1371.00,82.88
1370.00,82.87
1369.00,82.89
1368.00,82.94
1367.00,83.02
1366.00,83.13
1365.00,83.27
1364.00,83.44
1363.00,83.63
1362.00,83.83
1361.00,84.00
1360.00,84.14
1359.00,84.26
1358.00,84.37
1357.00,84.48
1356.00,84.58
1355.00,84.67
1354.00,84.74
1353.00,84.80
1352.00,84.86
1351.00,84.90
1350.00,84.94
1349.00,84.97
1348.00,84.98
1347.00,84.98
1346.00,84.96
1345.00,84.94
1344.00,84.91
1343.00,84.88
1342.00,84.86
1341.00,84.84
1340.00,84.83
1339.00,84.82
1338.00,84.82
1337.00,84.82
1336.00,84.82
1335.00,84.82
1334.00,84.83
1333.00,84.86
1332.00,84.90
1331.00,84.93
1330.00,84.97
1329.00,85.03
1328.00,85.09
1327.00,85.16
1326.00,85.22
1325.00,85.28
1324.00,85.34
1323.00,85.40
1322.00,85.46
1321.00,85.52
1320.00,85.57
1319.00,85.59
1318.00,85.61
1317.00,85.62
1316.00,85.63
1315.00,85.64
1314.00,85.65
1313.00,85.67
1312.00,85.68
1311.00,85.70
1310.00,85.72
1309.00,85.74
1308.00,85.76
1307.00,85.78
1306.00,85.80
1305.00,85.83
1304.00,85.86
1303.00,85.89
1302.00,85.92
1301.00,85.94
1300.00,85.96
1299.00,85.98
1298.00,86.01
1297.00,86.04
1296.00,86.07
1295.00,86.08
1294.00,86.10
1293.00,86.11
1292.00,86.12
1291.00,86.11
1290.00,86.09
1289.00,86.08
1288.00,86.06
1287.00,86.03
1286.00,86.00
1285.00,85.96
1284.00,85.91
1283.00,85.85
1282.00,85.79
1281.00,85.71
1280.00,85.61
1279.00,85.49
1278.00,85.36
1277.00,85.20
1276.00,85.02
1275.00,84.82
1274.00,84.61
1273.00,84.39
1272.00,84.15
1271.00,83.89
1270.00,83.62
1269.00,83.33
1268.00,83.06
1267.00,82.80
1266.00,82.57
1265.00,82.38
1264.00,82.21
1263.00,82.07
1262.00,81.96
1261.00,81.88
1260.00,81.83
1259.00,81.81
1258.00,81.82
1257.00,81.83
1256.00,81.83
1255.00,81.82
1254.00,81.79
1253.00,81.76
1252.00,81.71
1251.00,81.65
1250.00,81.59
1249.00,81.52
1248.00,81.45
1247.00,81.37
1246.00,81.28
1245.00,81.18
1244.00,81.07
1243.00,80.94
1242.00,80.79
1241.00,80.63
1240.00,80.45
1239.00,80.23
1238.00,80.00
1237.00,79.76
1236.00,79.52
1235.00,79.30
1234.00,79.09
1233.00,78.89
1232.00,78.71
1231.00,78.56
1230.00,78.44
1229.00,78.36
1228.00,78.32
1227.00,78.32
1226.00,78.36
1225.00,78.43
1224.00,78.53
1223.00,78.64
1222.00,78.75
1221.00,78.87
1220.00,79.00
1219.00,79.15
1218.00,79.32
1217.00,79.49
1216.00,79.67
1215.00,79.86
1214.00,80.06
1213.00,80.28
1212.00,80.52
1211.00,80.78
1210.00,81.06
1209.00,81.34
1208.00,81.63
1207.00,81.92
1206.00,82.22
1205.00,82.51
1204.00,82.80
1203.00,83.07
1202.00,83.33
1201.00,83.58
1200.00,83.83
1199.00,84.08
1198.00,84.32
1197.00,84.54
1196.00,84.72
1195.00,84.87
1194.00,85.01
1193.00,85.17
1192.00,85.33
1191.00,85.48
1190.00,85.62
1189.00,85.73
1188.00,85.82
1187.00,85.90
1186.00,85.98
1185.00,86.04
1184.00,86.09
1183.00,86.10
1182.00,86.10
1181.00,86.08
1180.00,86.04
1179.00,85.97
1178.00,85.85
1177.00,85.72
1176.00,85.56
1175.00,85.37
1174.00,85.16
1173.00,84.93
1172.00,84.74
1171.00,84.59
1170.00,84.48
1169.00,84.39
1168.00,84.30
1167.00,84.22
1166.00,84.15
1165.00,84.10
1164.00,84.05
1163.00,84.01
1162.00,83.98
1161.00,83.96
1160.00,83.97
1159.00,83.99
1158.00,84.03
1157.00,84.09
1156.00,84.18
1155.00,84.28
1154.00,84.42
1153.00,84.58
1152.00,84.76
1151.00,84.94
1150.00,85.13
1149.00,85.33
1148.00,85.52
1147.00,85.70
1146.00,85.87
1145.00,86.03
1144.00,86.20
1143.00,86.35
1142.00,86.47
1141.00,86.58
1140.00,86.67
1139.00,86.76
1138.00,86.87
1137.00,87.00
1136.00,87.14
1135.00,87.25
1134.00,87.33
1133.00,87.38
1132.00,87.41
1131.00,87.43
1130.00,87.46
1129.00,87.50
1128.00,87.56
1127.00,87.64
1126.00,87.72
1125.00,87.77
1124.00,87.79
1123.00,87.81
1122.00,87.83
1121.00,87.87
1120.00,87.93
1119.00,87.98
1118.00,88.01
1117.00,88.02
1116.00,88.01
1115.00,87.99
1114.00,87.98
1113.00,87.98
1112.00,88.00
1111.00,88.05
1110.00,88.12
1109.00,88.17
1108.00,88.20
1107.00,88.18
1106.00,88.14
1105.00,88.09
1104.00,88.05
1103.00,88.03
1102.00,88.05
1101.00,88.08
1100.00,88.11
1099.00,88.13
1098.00,88.14
1097.00,88.15
1096.00,88.16
1095.00,88.17
1094.00,88.18
1093.00,88.18
1092.00,88.18
1091.00,88.14
1090.00,88.07
1089.00,87.97
1088.00,87.86
1087.00,87.74
1086.00,87.60
1085.00,87.45
1084.00,87.27
1083.00,87.07
1082.00,86.86
1081.00,86.66
1080.00,86.48
1079.00,86.34
1078.00,86.19
1077.00,86.03
1076.00,85.85
1075.00,85.67
1074.00,85.51
1073.00,85.38
1072.00,85.27
1071.00,85.17
1070.00,85.06
1069.00,84.97
1068.00,84.91
1067.00,84.86
1066.00,84.85
1065.00,84.84
1064.00,84.83
1063.00,84.84
1062.00,84.87
1061.00,84.91
1060.00,84.95
1059.00,84.98
1058.00,85.01
1057.00,85.05
1056.00,85.12
1055.00,85.19
1054.00,85.28
1053.00,85.36
1052.00,85.43
1051.00,85.51
1050.00,85.58
1049.00,85.65
1048.00,85.69
1047.00,85.71
1046.00,85.73
1045.00,85.76
1044.00,85.81
1043.00,85.87
1042.00,85.91
1041.00,85.94
1040.00,85.95
1039.00,85.98
1038.00,86.03
1037.00,86.13
1036.00,86.25
1035.00,86.38
1034.00,86.48
1033.00,86.57
1032.00,86.65
1031.00,86.73
1030.00,86.83
1029.00,86.94
1028.00,87.08
1027.00,87.21
1026.00,87.32
1025.00,87.41
1024.00,87.48
1023.00,87.52
1022.00,87.56
1021.00,87.59
1020.00,87.62
1019.00,87.64
1018.00,87.63
1017.00,87.60
1016.00,87.56
1015.00,87.52
1014.00,87.49
1013.00,87.48
1012.00,87.48
1011.00,87.48
1010.00,87.46
1009.00,87.44
1008.00,87.40
1007.00,87.36
1006.00,87.29
1005.00,87.19
1004.00,87.06
1003.00,86.91
1002.00,86.76
1001.00,86.63
1000.00,86.52
999.00,86.42
998.00,86.33
997.00,86.26
996.00,86.23
995.00,86.24
994.00,86.28
993.00,86.37
992.00,86.49
991.00,86.65
990.00,86.84
989.00,87.04
988.00,87.23
987.00,87.36
986.00,87.43
985.00,87.44
984.00,87.41
983.00,87.34
982.00,87.25
981.00,87.11
980.00,86.94
979.00,86.76
978.00,86.59
977.00,86.45
976.00,86.36
975.00,86.32
974.00,86.34
973.00,86.41
972.00,86.52
971.00,86.65
970.00,86.80
969.00,86.96
968.00,87.12
967.00,87.30
966.00,87.46
965.00,87.61
964.00,87.74
963.00,87.85
962.00,87.94
961.00,88.03
960.00,88.12
959.00,88.20
958.00,88.27
957.00,88.33
956.00,88.39
955.00,88.45
954.00,88.51
953.00,88.57
952.00,88.62
951.00,88.66
950.00,88.70
949.00,88.76
948.00,88.83
947.00,88.93
946.00,89.03
945.00,89.11
944.00,89.16
943.00,89.18
942.00,89.18
941.00,89.18
940.00,89.19
939.00,89.21
938.00,89.24
937.00,89.27
936.00,89.30
935.00,89.30
934.00,89.29
933.00,89.29
932.00,89.29
931.00,89.31
930.00,89.32
929.00,89.33
928.00,89.33
927.00,89.36
926.00,89.40
925.00,89.46
924.00,89.53
923.00,89.60
922.00,89.68
921.00,89.76
920.00,89.82
919.00,89.87
918.00,89.89
917.00,89.90
916.00,89.93
915.00,89.97
914.00,90.05
913.00,90.14
912.00,90.23
911.00,90.31
910.00,90.35
909.00,90.37
908.00,90.38
907.00,90.39
906.00,90.40
905.00,90.42
904.00,90.43
903.00,90.44
902.00,90.46
901.00,90.47
900.00,90.47
899.00,90.45
