Created as New Dataset,103. Du Pont (Red thread)
cm-1,%T
2462.00,97.66
2461.00,97.66
2460.00,97.66
2459.00,97.66
2458.00,97.67
2457.00,97.68
2456.00,97.69
2455.00,97.69
2454.00,97.68
2453.00,97.67
2452.00,97.67
2451.00,97.67
2450.00,97.66
2449.00,97.66
2448.00,97.67
2447.00,97.68
2446.00,97.68
2445.00,97.68
2444.00,97.68
2443.00,97.69
2442.00,97.68
2441.00,97.69
2440.00,97.70
2439.00,97.72
2438.00,97.74
2437.00,97.74
2436.00,97.74
2435.00,97.72
2434.00,97.71
2433.00,97.70
2432.00,97.69
2431.00,97.70
2430.00,97.72
2429.00,97.74
2428.00,97.76
2427.00,97.77
2426.00,97.76
2425.00,97.74
2424.00,97.72
2423.00,97.72
2422.00,97.73
2421.00,97.74
2420.00,97.74
2419.00,97.73
2418.00,97.72
2417.00,97.72
2416.00,97.73
2415.00,97.75
2414.00,97.77
2413.00,97.78
2412.00,97.80
2411.00,97.81
2410.00,97.82
2409.00,97.82
2408.00,97.82
2407.00,97.81
2406.00,97.80
2405.00,97.79
2404.00,97.78
2403.00,97.79
2402.00,97.80
2401.00,97.82
2400.00,97.84
2399.00,97.86
2398.00,97.87
2397.00,97.88
2396.00,97.89
2395.00,97.89
2394.00,97.89
2393.00,97.88
2392.00,97.88
2391.00,97.88
2390.00,97.88
2389.00,97.89
2388.00,97.90
2387.00,97.92
2386.00,97.94
2385.00,97.94
2384.00,97.93
2383.00,97.92
2382.00,97.93
2381.00,97.94
2380.00,97.95
2379.00,97.95
2378.00,97.96
2377.00,97.97
2376.00,97.98
2375.00,97.99
2374.00,98.00
2373.00,98.00
2372.00,97.99
2371.00,97.97
2370.00,97.96
2369.00,97.95
2368.00,97.95
2367.00,97.96
2366.00,97.97
2365.00,97.98
2364.00,98.00
2363.00,98.02
2362.00,98.01
2361.00,97.98
2360.00,97.94
2359.00,97.90
2358.00,97.87
2357.00,97.85
2356.00,97.85
2355.00,97.87
2354.00,97.89
2353.00,97.91
2352.00,97.94
2351.00,97.97
2350.00,97.99
2349.00,98.01
2348.00,98.04
2347.00,98.06
2346.00,98.07
2345.00,98.05
2344.00,98.01
2343.00,97.98
2342.00,97.97
2341.00,97.95
2340.00,97.94
2339.00,97.93
2338.00,97.93
2337.00,97.93
2336.00,97.94
2335.00,97.96
2334.00,97.99
2333.00,98.01
2332.00,98.02
2331.00,98.02
2330.00,98.01
2329.00,97.98
2328.00,97.94
2327.00,97.90
2326.00,97.88
2325.00,97.86
2324.00,97.85
2323.00,97.84
2322.00,97.83
2321.00,97.82
2320.00,97.81
2319.00,97.82
2318.00,97.83
2317.00,97.83
2316.00,97.84
2315.00,97.85
2314.00,97.86
2313.00,97.86
2312.00,97.84
2311.00,97.82
2310.00,97.81
2309.00,97.81
2308.00,97.81
2307.00,97.79
2306.00,97.77
2305.00,97.76
2304.00,97.76
2303.00,97.78
2302.00,97.79
2301.00,97.80
2300.00,97.80
2299.00,97.80
2298.00,97.79
2297.00,97.76
2296.00,97.73
2295.00,97.71
2294.00,97.69
2293.00,97.67
2292.00,97.64
2291.00,97.62
2290.00,97.59
2289.00,97.56
2288.00,97.55
2287.00,97.53
2286.00,97.52
2285.00,97.51
2284.00,97.50
2283.00,97.49
2282.00,97.48
2281.00,97.47
2280.00,97.46
2279.00,97.46
2278.00,97.45
2277.00,97.44
2276.00,97.43
2275.00,97.43
2274.00,97.43
2273.00,97.41
2272.00,97.38
2271.00,97.33
2270.00,97.29
2269.00,97.28
2268.00,97.29
2267.00,97.33
2266.00,97.37
2265.00,97.40
2264.00,97.38
2263.00,97.33
2262.00,97.29
2261.00,97.27
2260.00,97.28
2259.00,97.28
2258.00,97.28
2257.00,97.27
2256.00,97.26
2255.00,97.27
2254.00,97.29
2253.00,97.31
2252.00,97.31
2251.00,97.30
2250.00,97.29
2249.00,97.28
2248.00,97.28
2247.00,97.28
2246.00,97.28
2245.00,97.28
2244.00,97.27
2243.00,97.24
2242.00,97.20
2241.00,97.16
2240.00,97.13
2239.00,97.12
2238.00,97.12
2237.00,97.12
2236.00,97.12
2235.00,97.11
2234.00,97.09
2233.00,97.07
2232.00,97.08
2231.00,97.12
2230.00,97.17
2229.00,97.17
2228.00,97.15
2227.00,97.11
2226.00,97.09
2225.00,97.07
2224.00,97.05
2223.00,97.06
2222.00,97.11
2221.00,97.17
2220.00,97.19
2219.00,97.16
2218.00,97.12
2217.00,97.08
2216.00,97.06
2215.00,97.03
2214.00,96.99
2213.00,96.94
2212.00,96.90
2211.00,96.89
2210.00,96.91
2209.00,96.95
2208.00,96.97
2207.00,96.97
2206.00,96.96
2205.00,96.96
2204.00,96.94
2203.00,96.88
2202.00,96.79
2201.00,96.72
2200.00,96.69
2199.00,96.70
2198.00,96.72
2197.00,96.73
2196.00,96.73
2195.00,96.76
2194.00,96.82
2193.00,96.90
2192.00,96.95
2191.00,96.94
2190.00,96.90
2189.00,96.84
2188.00,96.77
2187.00,96.71
2186.00,96.67
2185.00,96.66
2184.00,96.67
2183.00,96.69
2182.00,96.71
2181.00,96.71
2180.00,96.68
2179.00,96.64
2178.00,96.60
2177.00,96.61
2176.00,96.65
2175.00,96.70
2174.00,96.72
2173.00,96.72
2172.00,96.70
2171.00,96.64
2170.00,96.56
2169.00,96.49
2168.00,96.46
2167.00,96.47
2166.00,96.47
2165.00,96.44
2164.00,96.39
2163.00,96.33
2162.00,96.29
2161.00,96.29
2160.00,96.38
2159.00,96.51
2158.00,96.62
2157.00,96.70
2156.00,96.75
2155.00,96.81
2154.00,96.86
2153.00,96.87
2152.00,96.84
2151.00,96.78
2150.00,96.73
2149.00,96.72
2148.00,96.73
2147.00,96.77
2146.00,96.82
2145.00,96.91
2144.00,97.00
2143.00,97.07
2142.00,97.10
2141.00,97.10
2140.00,97.08
2139.00,97.06
2138.00,97.04
2137.00,97.05
2136.00,97.10
2135.00,97.15
2134.00,97.19
2133.00,97.21
2132.00,97.23
2131.00,97.26
2130.00,97.28
2129.00,97.31
2128.00,97.33
2127.00,97.34
2126.00,97.34
2125.00,97.33
2124.00,97.32
2123.00,97.32
2122.00,97.33
2121.00,97.36
2120.00,97.39
2119.00,97.39
2118.00,97.36
2117.00,97.33
2116.00,97.31
2115.00,97.31
2114.00,97.35
2113.00,97.38
2112.00,97.39
2111.00,97.39
2110.00,97.40
2109.00,97.42
2108.00,97.45
2107.00,97.46
2106.00,97.45
2105.00,97.45
2104.00,97.45
2103.00,97.45
2102.00,97.41
2101.00,97.37
2100.00,97.34
2099.00,97.33
2098.00,97.34
2097.00,97.35
2096.00,97.39
2095.00,97.44
2094.00,97.48
2093.00,97.51
2092.00,97.51
2091.00,97.46
2090.00,97.37
2089.00,97.29
2088.00,97.25
2087.00,97.28
2086.00,97.35
2085.00,97.41
2084.00,97.44
2083.00,97.42
2082.00,97.38
2081.00,97.35
2080.00,97.35
2079.00,97.36
2078.00,97.38
2077.00,97.39
2076.00,97.38
2075.00,97.34
2074.00,97.27
2073.00,97.21
2072.00,97.21
2071.00,97.28
2070.00,97.35
2069.00,97.39
2068.00,97.37
2067.00,97.33
2066.00,97.30
2065.00,97.30
2064.00,97.32
2063.00,97.34
2062.00,97.31
2061.00,97.27
2060.00,97.24
2059.00,97.24
2058.00,97.23
2057.00,97.20
2056.00,97.16
2055.00,97.15
2054.00,97.15
2053.00,97.13
2052.00,97.07
2051.00,96.98
2050.00,96.91
2049.00,96.88
2048.00,96.87
2047.00,96.87
2046.00,96.87
2045.00,96.86
2044.00,96.87
2043.00,96.89
2042.00,96.92
2041.00,96.95
2040.00,96.94
2039.00,96.89
2038.00,96.83
2037.00,96.78
2036.00,96.75
2035.00,96.75
2034.00,96.77
2033.00,96.79
2032.00,96.81
2031.00,96.79
2030.00,96.77
2029.00,96.75
2028.00,96.74
2027.00,96.73
2026.00,96.72
2025.00,96.70
2024.00,96.68
2023.00,96.68
2022.00,96.70
2021.00,96.76
2020.00,96.83
2019.00,96.89
2018.00,96.93
2017.00,96.95
2016.00,96.96
2015.00,96.95
2014.00,96.91
2013.00,96.89
2012.00,96.91
2011.00,96.95
2010.00,97.00
2009.00,97.01
2008.00,96.98
2007.00,96.96
2006.00,96.97
2005.00,97.02
2004.00,97.08
2003.00,97.11
2002.00,97.12
2001.00,97.13
2000.00,97.16
1999.00,97.19
1998.00,97.18
1997.00,97.14
1996.00,97.07
1995.00,97.00
1994.00,96.93
1993.00,96.90
1992.00,96.93
1991.00,97.00
1990.00,97.07
1989.00,97.09
1988.00,97.05
1987.00,96.96
1986.00,96.87
1985.00,96.82
1984.00,96.84
1983.00,96.88
1982.00,96.90
1981.00,96.89
1980.00,96.86
1979.00,96.83
1978.00,96.82
1977.00,96.86
1976.00,96.94
1975.00,97.01
1974.00,97.01
1973.00,96.96
1972.00,96.91
1971.00,96.90
1970.00,96.93
1969.00,96.97
1968.00,97.00
1967.00,97.04
1966.00,97.06
1965.00,97.09
1964.00,97.13
1963.00,97.17
1962.00,97.19
1961.00,97.20
1960.00,97.20
1959.00,97.20
1958.00,97.22
1957.00,97.23
1956.00,97.27
1955.00,97.33
1954.00,97.40
1953.00,97.43
1952.00,97.42
1951.00,97.38
1950.00,97.34
1949.00,97.34
1948.00,97.39
1947.00,97.45
1946.00,97.50
1945.00,97.50
1944.00,97.50
1943.00,97.50
1942.00,97.53
1941.00,97.56
1940.00,97.58
1939.00,97.59
1938.00,97.59
1937.00,97.60
1936.00,97.60
1935.00,97.61
1934.00,97.63
1933.00,97.66
1932.00,97.70
1931.00,97.74
1930.00,97.76
1929.00,97.76
1928.00,97.76
1927.00,97.75
1926.00,97.74
1925.00,97.75
1924.00,97.77
1923.00,97.80
1922.00,97.82
1921.00,97.84
1920.00,97.85
1919.00,97.85
1918.00,97.82
1917.00,97.79
1916.00,97.78
1915.00,97.81
1914.00,97.85
1913.00,97.88
1912.00,97.88
1911.00,97.89
1910.00,97.90
1909.00,97.92
1908.00,97.94
1907.00,97.95
1906.00,97.95
1905.00,97.94
1904.00,97.94
1903.00,97.95
1902.00,97.96
1901.00,97.96
1900.00,97.96
1899.00,97.97
1898.00,97.98
1897.00,97.98
1896.00,98.00
1895.00,98.02
1894.00,98.05
1893.00,98.07
1892.00,98.09
1891.00,98.09
1890.00,98.07
1889.00,98.06
1888.00,98.05
1887.00,98.04
1886.00,98.03
1885.00,98.01
1884.00,98.01
1883.00,98.03
1882.00,98.06
1881.00,98.10
1880.00,98.12
1879.00,98.12
1878.00,98.12
1877.00,98.10
1876.00,98.08
1875.00,98.07
1874.00,98.07
1873.00,98.08
1872.00,98.08
1871.00,98.09
1870.00,98.10
1869.00,98.12
1868.00,98.15
1867.00,98.18
1866.00,98.20
1865.00,98.20
1864.00,98.20
1863.00,98.19
1862.00,98.18
1861.00,98.18
1860.00,98.20
1859.00,98.22
1858.00,98.23
1857.00,98.24
1856.00,98.24
1855.00,98.23
1854.00,98.22
1853.00,98.22
1852.00,98.22
1851.00,98.23
1850.00,98.24
1849.00,98.24
1848.00,98.24
1847.00,98.24
1846.00,98.25
1845.00,98.27
1844.00,98.28
1843.00,98.29
1842.00,98.28
1841.00,98.27
1840.00,98.28
1839.00,98.31
1838.00,98.33
1837.00,98.34
1836.00,98.33
1835.00,98.33
1834.00,98.34
1833.00,98.36
1832.00,98.37
1831.00,98.38
1830.00,98.38
1829.00,98.38
1828.00,98.38
1827.00,98.38
1826.00,98.39
1825.00,98.41
1824.00,98.42
1823.00,98.43
1822.00,98.45
1821.00,98.46
1820.00,98.47
1819.00,98.47
1818.00,98.47
1817.00,98.46
1816.00,98.46
1815.00,98.46
1814.00,98.47
1813.00,98.47
1812.00,98.47
1811.00,98.46
1810.00,98.46
1809.00,98.47
1808.00,98.49
1807.00,98.51
1806.00,98.53
1805.00,98.53
1804.00,98.53
1803.00,98.54
1802.00,98.54
1801.00,98.53
1800.00,98.53
1799.00,98.54
1798.00,98.54
1797.00,98.56
1796.00,98.56
1795.00,98.57
1794.00,98.57
1793.00,98.56
1792.00,98.55
1791.00,98.55
1790.00,98.55
1789.00,98.56
1788.00,98.57
1787.00,98.59
1786.00,98.61
1785.00,98.61
1784.00,98.60
1783.00,98.58
1782.00,98.57
1781.00,98.56
1780.00,98.56
1779.00,98.57
1778.00,98.57
1777.00,98.56
1776.00,98.56
1775.00,98.58
1774.00,98.60
1773.00,98.62
1772.00,98.61
1771.00,98.60
1770.00,98.59
1769.00,98.59
1768.00,98.59
1767.00,98.57
1766.00,98.55
1765.00,98.53
1764.00,98.52
1763.00,98.52
1762.00,98.53
1761.00,98.54
1760.00,98.54
1759.00,98.53
1758.00,98.51
1757.00,98.49
1756.00,98.48
1755.00,98.47
1754.00,98.47
1753.00,98.46
1752.00,98.44
1751.00,98.40
1750.00,98.36
1749.00,98.32
1748.00,98.28
1747.00,98.26
1746.00,98.25
1745.00,98.25
1744.00,98.24
1743.00,98.24
1742.00,98.24
1741.00,98.23
1740.00,98.21
1739.00,98.16
1738.00,98.12
1737.00,98.10
1736.00,98.11
1735.00,98.14
1734.00,98.16
1733.00,98.12
1732.00,98.04
1731.00,97.99
1730.00,97.99
1729.00,98.01
1728.00,98.03
1727.00,98.03
1726.00,98.01
1725.00,97.99
1724.00,97.98
1723.00,97.97
1722.00,97.95
1721.00,97.92
1720.00,97.90
1719.00,97.88
1718.00,97.89
1717.00,97.88
1716.00,97.86
1715.00,97.83
1714.00,97.80
1713.00,97.79
1712.00,97.79
1711.00,97.82
1710.00,97.84
1709.00,97.86
1708.00,97.87
1707.00,97.88
1706.00,97.91
1705.00,97.95
1704.00,97.99
1703.00,98.03
1702.00,98.09
1701.00,98.16
1700.00,98.20
1699.00,98.21
1698.00,98.20
1697.00,98.21
1696.00,98.20
1695.00,98.17
1694.00,98.10
1693.00,98.03
1692.00,97.95
1691.00,97.87
1690.00,97.78
1689.00,97.68
1688.00,97.60
1687.00,97.53
1686.00,97.42
1685.00,97.21
1684.00,96.91
1683.00,96.61
1682.00,96.37
1681.00,96.14
1680.00,95.90
1679.00,95.67
1678.00,95.46
1677.00,95.22
1676.00,94.92
1675.00,94.58
1674.00,94.27
1673.00,94.01
1672.00,93.75
1671.00,93.47
1670.00,93.14
1669.00,92.79
1668.00,92.44
1667.00,92.12
1666.00,91.82
1665.00,91.47
1664.00,91.03
1663.00,90.52
1662.00,90.01
1661.00,89.54
1660.00,89.08
1659.00,88.62
1658.00,88.18
1657.00,87.79
1656.00,87.43
1655.00,87.02
1654.00,86.38
1653.00,85.48
1652.00,84.71
1651.00,84.18
1650.00,83.75
1649.00,83.28
1648.00,82.65
1647.00,81.90
1646.00,81.18
1645.00,80.58
1644.00,80.02
1643.00,79.48
1642.00,78.96
1641.00,78.47
1640.00,78.02
1639.00,77.64
1638.00,77.35
1637.00,77.15
1636.00,77.09
1635.00,77.18
1634.00,77.36
1633.00,77.53
1632.00,77.72
1631.00,77.94
1630.00,78.22
1629.00,78.55
1628.00,78.91
1627.00,79.26
1626.00,79.58
1625.00,79.93
1624.00,80.37
1623.00,80.90
1622.00,81.45
1621.00,81.94
1620.00,82.40
1619.00,82.88
1618.00,83.49
1617.00,84.26
1616.00,85.04
1615.00,85.67
1614.00,86.16
1613.00,86.64
1612.00,87.14
1611.00,87.65
1610.00,88.13
1609.00,88.60
1608.00,89.06
1607.00,89.50
1606.00,89.89
1605.00,90.25
1604.00,90.61
1603.00,90.95
1602.00,91.26
1601.00,91.55
1600.00,91.85
1599.00,92.12
1598.00,92.34
1597.00,92.54
1596.00,92.75
1595.00,92.94
1594.00,93.09
1593.00,93.20
1592.00,93.31
1591.00,93.41
1590.00,93.48
1589.00,93.53
1588.00,93.57
1587.00,93.58
1586.00,93.56
1585.00,93.51
1584.00,93.47
1583.00,93.41
1582.00,93.32
1581.00,93.21
1580.00,93.13
1579.00,93.06
1578.00,92.96
1577.00,92.81
1576.00,92.61
1575.00,92.37
1574.00,92.12
1573.00,91.88
1572.00,91.65
1571.00,91.35
1570.00,90.93
1569.00,90.46
1568.00,90.05
1567.00,89.65
1566.00,89.21
1565.00,88.71
1564.00,88.22
1563.00,87.82
1562.00,87.46
1561.00,87.06
1560.00,86.42
1559.00,85.48
1558.00,84.64
1557.00,84.10
1556.00,83.66
1555.00,83.18
1554.00,82.65
1553.00,82.13
1552.00,81.65
1551.00,81.18
1550.00,80.70
1549.00,80.25
1548.00,79.86
1547.00,79.51
1546.00,79.17
1545.00,78.84
1544.00,78.57
1543.00,78.37
1542.00,78.20
1541.00,78.06
1540.00,77.97
1539.00,77.93
1538.00,77.91
1537.00,77.88
1536.00,77.88
1535.00,77.95
1534.00,78.11
1533.00,78.38
1532.00,78.65
1531.00,78.89
1530.00,79.11
1529.00,79.35
1528.00,79.64
1527.00,79.99
1526.00,80.37
1525.00,80.73
1524.00,81.06
1523.00,81.42
1522.00,81.87
1521.00,82.36
1520.00,82.75
1519.00,83.02
1518.00,83.30
1517.00,83.64
1516.00,83.99
1515.00,84.30
1514.00,84.56
1513.00,84.80
1512.00,85.04
1511.00,85.25
1510.00,85.46
1509.00,85.68
1508.00,85.97
1507.00,86.42
1506.00,86.88
1505.00,87.16
1504.00,87.31
1503.00,87.46
1502.00,87.65
1501.00,87.89
1500.00,88.15
1499.00,88.43
1498.00,88.76
1497.00,89.12
1496.00,89.46
1495.00,89.75
1494.00,89.98
1493.00,90.18
1492.00,90.37
1491.00,90.59
1490.00,90.87
1489.00,91.14
1488.00,91.37
1487.00,91.56
1486.00,91.74
1485.00,91.90
1484.00,92.02
1483.00,92.12
1482.00,92.21
1481.00,92.30
1480.00,92.37
1479.00,92.43
1478.00,92.49
1477.00,92.53
1476.00,92.53
1475.00,92.49
1474.00,92.37
1473.00,92.10
1472.00,91.68
1471.00,91.22
1470.00,90.77
1469.00,90.36
1468.00,90.01
1467.00,89.75
1466.00,89.61
1465.00,89.55
1464.00,89.53
1463.00,89.53
1462.00,89.53
1461.00,89.53
1460.00,89.51
1459.00,89.49
1458.00,89.41
1457.00,89.22
1456.00,88.90
1455.00,88.53
1454.00,88.15
1453.00,87.71
1452.00,87.24
1451.00,86.78
1450.00,86.37
1449.00,86.04
1448.00,85.83
1447.00,85.79
1446.00,85.91
1445.00,86.16
1444.00,86.49
1443.00,86.88
1442.00,87.28
1441.00,87.65
1440.00,87.96
1439.00,88.23
1438.00,88.49
1437.00,88.77
1436.00,89.07
1435.00,89.33
1434.00,89.54
1433.00,89.76
1432.00,90.01
1431.00,90.29
1430.00,90.58
1429.00,90.83
1428.00,91.02
1427.00,91.14
1426.00,91.21
1425.00,91.26
1424.00,91.28
1423.00,91.29
1422.00,91.27
1421.00,91.26
1420.00,91.28
1419.00,91.35
1418.00,91.48
1417.00,91.63
1416.00,91.79
1415.00,91.96
1414.00,92.15
1413.00,92.36
1412.00,92.57
1411.00,92.77
1410.00,92.94
1409.00,93.09
1408.00,93.21
1407.00,93.31
1406.00,93.41
1405.00,93.51
1404.00,93.60
1403.00,93.66
1402.00,93.70
1401.00,93.72
1400.00,93.75
1399.00,93.77
1398.00,93.79
1397.00,93.80
1396.00,93.80
1395.00,93.79
1394.00,93.78
1393.00,93.76
1392.00,93.72
1391.00,93.65
1390.00,93.57
1389.00,93.47
1388.00,93.36
1387.00,93.23
1386.00,93.08
1385.00,92.94
1384.00,92.80
1383.00,92.66
1382.00,92.53
1381.00,92.42
1380.00,92.31
1379.00,92.21
1378.00,92.13
1377.00,92.06
1376.00,92.00
1375.00,91.95
1374.00,91.91
1373.00,91.87
1372.00,91.84
1371.00,91.78
1370.00,91.72
1369.00,91.64
1368.00,91.54
1367.00,91.43
1366.00,91.32
1365.00,91.22
1364.00,91.12
1363.00,91.03
1362.00,90.97
1361.00,90.94
1360.00,90.91
1359.00,90.89
1358.00,90.88
1357.00,90.88
1356.00,90.89
1355.00,90.92
1354.00,90.96
1353.00,91.01
1352.00,91.06
1351.00,91.11
1350.00,91.17
1349.00,91.23
1348.00,91.29
1347.00,91.35
1346.00,91.40
1345.00,91.44
1344.00,91.45
1343.00,91.44
1342.00,91.42
1341.00,91.38
1340.00,91.35
1339.00,91.31
1338.00,91.28
1337.00,91.27
1336.00,91.29
1335.00,91.33
1334.00,91.40
1333.00,91.48
1332.00,91.57
1331.00,91.69
1330.00,91.81
1329.00,91.94
1328.00,92.05
1327.00,92.15
1326.00,92.24
1325.00,92.32
1324.00,92.38
1323.00,92.43
1322.00,92.47
1321.00,92.51
1320.00,92.54
1319.00,92.57
1318.00,92.59
1317.00,92.61
1316.00,92.62
1315.00,92.62
1314.00,92.62
1313.00,92.62
1312.00,92.61
1311.00,92.60
1310.00,92.57
1309.00,92.55
1308.00,92.51
1307.00,92.47
1306.00,92.43
1305.00,92.40
1304.00,92.37
1303.00,92.37
1302.00,92.39
1301.00,92.44
1300.00,92.52
1299.00,92.63
1298.00,92.76
1297.00,92.91
1296.00,93.05
1295.00,93.17
1294.00,93.25
1293.00,93.30
1292.00,93.32
1291.00,93.32
1290.00,93.30
1289.00,93.25
1288.00,93.18
1287.00,93.09
1286.00,92.99
1285.00,92.89
1284.00,92.78
1283.00,92.66
1282.00,92.54
1281.00,92.44
1280.00,92.35
1279.00,92.27
1278.00,92.21
1277.00,92.17
1276.00,92.15
1275.00,92.14
1274.00,92.14
1273.00,92.13
1272.00,92.10
1271.00,92.05
1270.00,91.99
1269.00,91.92
1268.00,91.86
1267.00,91.80
1266.00,91.74
1265.00,91.67
1264.00,91.59
1263.00,91.51
1262.00,91.44
1261.00,91.39
1260.00,91.34
1259.00,91.31
1258.00,91.28
1257.00,91.25
1256.00,91.22
1255.00,91.18
1254.00,91.14
1253.00,91.10
1252.00,91.06
1251.00,91.02
1250.00,90.99
1249.00,90.98
1248.00,90.98
1247.00,91.01
1246.00,91.04
1245.00,91.10
1244.00,91.16
1243.00,91.22
1242.00,91.27
1241.00,91.29
1240.00,91.29
1239.00,91.29
1238.00,91.31
1237.00,91.35
1236.00,91.41
1235.00,91.49
1234.00,91.56
1233.00,91.63
1232.00,91.68
1231.00,91.71
1230.00,91.72
1229.00,91.69
1228.00,91.62
1227.00,91.50
1226.00,91.39
1225.00,91.30
1224.00,91.26
1223.00,91.28
1222.00,91.35
1221.00,91.48
1220.00,91.62
1219.00,91.77
1218.00,91.91
1217.00,92.03
1216.00,92.15
1215.00,92.26
1214.00,92.35
1213.00,92.43
1212.00,92.49
1211.00,92.54
1210.00,92.58
1209.00,92.63
1208.00,92.68
1207.00,92.73
1206.00,92.78
1205.00,92.83
1204.00,92.88
1203.00,92.93
1202.00,92.97
1201.00,93.00
1200.00,93.02
1199.00,93.05
1198.00,93.08
1197.00,93.13
1196.00,93.17
1195.00,93.23
1194.00,93.29
1193.00,93.37
1192.00,93.45
1191.00,93.53
1190.00,93.60
1189.00,93.68
1188.00,93.74
1187.00,93.79
1186.00,93.85
1185.00,93.90
1184.00,93.94
1183.00,93.97
1182.00,94.00
1181.00,94.02
1180.00,94.03
1179.00,94.04
1178.00,94.06
1177.00,94.09
1176.00,94.12
1175.00,94.15
1174.00,94.18
1173.00,94.20
1172.00,94.24
1171.00,94.26
1170.00,94.27
1169.00,94.26
1168.00,94.23
1167.00,94.17
1166.00,94.08
1165.00,93.97
1164.00,93.85
1163.00,93.73
1162.00,93.63
1161.00,93.54
1160.00,93.45
1159.00,93.36
1158.00,93.27
1157.00,93.19
1156.00,93.14
1155.00,93.14
1154.00,93.21
1153.00,93.34
1152.00,93.50
1151.00,93.68
1150.00,93.85
1149.00,94.02
1148.00,94.15
1147.00,94.25
1146.00,94.33
1145.00,94.39
1144.00,94.42
1143.00,94.40
1142.00,94.33
1141.00,94.21
1140.00,94.06
1139.00,93.88
1138.00,93.66
1137.00,93.39
1136.00,93.07
1135.00,92.75
1134.00,92.45
1133.00,92.18
1132.00,91.94
1131.00,91.74
1130.00,91.58
1129.00,91.46
1128.00,91.40
1127.00,91.38
1126.00,91.39
1125.00,91.42
1124.00,91.48
1123.00,91.55
1122.00,91.61
1121.00,91.65
1120.00,91.66
1119.00,91.67
1118.00,91.68
1117.00,91.70
1116.00,91.73
1115.00,91.76
1114.00,91.81
1113.00,91.89
1112.00,92.00
1111.00,92.11
1110.00,92.18
1109.00,92.21
1108.00,92.22
1107.00,92.25
1106.00,92.29
1105.00,92.32
1104.00,92.33
1103.00,92.31
1102.00,92.29
1101.00,92.29
1100.00,92.32
1099.00,92.37
1098.00,92.45
1097.00,92.53
1096.00,92.61
1095.00,92.70
1094.00,92.80
1093.00,92.91
1092.00,93.02
1091.00,93.12
1090.00,93.22
1089.00,93.33
1088.00,93.46
1087.00,93.60
1086.00,93.74
1085.00,93.86
1084.00,93.95
1083.00,94.01
1082.00,94.04
1081.00,94.05
1080.00,94.08
1079.00,94.13
1078.00,94.21
1077.00,94.29
1076.00,94.36
1075.00,94.42
1074.00,94.48
1073.00,94.55
1072.00,94.60
1071.00,94.62
1070.00,94.62
1069.00,94.61
1068.00,94.62
1067.00,94.65
1066.00,94.70
1065.00,94.76
1064.00,94.83
1063.00,94.86
1062.00,94.85
1061.00,94.81
1060.00,94.78
1059.00,94.77
1058.00,94.78
1057.00,94.78
1056.00,94.77
1055.00,94.74
1054.00,94.71
1053.00,94.68
1052.00,94.66
1051.00,94.65
1050.00,94.65
1049.00,94.64
1048.00,94.60
1047.00,94.53
1046.00,94.45
1045.00,94.38
1044.00,94.30
1043.00,94.22
1042.00,94.13
1041.00,94.03
1040.00,93.92
1039.00,93.78
1038.00,93.62
1037.00,93.44
1036.00,93.25
1035.00,93.07
1034.00,92.92
1033.00,92.82
1032.00,92.77
1031.00,92.75
1030.00,92.77
1029.00,92.83
1028.00,92.93
1027.00,93.09
1026.00,93.29
1025.00,93.48
1024.00,93.64
1023.00,93.78
1022.00,93.90
1021.00,94.01
1020.00,94.10
1019.00,94.16
1018.00,94.19
1017.00,94.18
1016.00,94.15
1015.00,94.09
1014.00,94.01
1013.00,93.89
1012.00,93.74
1011.00,93.58
1010.00,93.45
1009.00,93.36
1008.00,93.34
1007.00,93.38
1006.00,93.47
1005.00,93.60
1004.00,93.75
1003.00,93.93
1002.00,94.11
1001.00,94.28
1000.00,94.44
999.00,94.59
998.00,94.74
997.00,94.88
996.00,95.01
995.00,95.12
994.00,95.21
993.00,95.27
992.00,95.32
991.00,95.35
990.00,95.38
989.00,95.39
988.00,95.39
987.00,95.38
986.00,95.37
985.00,95.38
984.00,95.38
983.00,95.38
982.00,95.39
981.00,95.38
980.00,95.37
979.00,95.35
978.00,95.32
977.00,95.31
976.00,95.29
975.00,95.27
974.00,95.23
973.00,95.18
972.00,95.11
971.00,95.02
970.00,94.93
969.00,94.83
968.00,94.72
967.00,94.60
966.00,94.48
965.00,94.34
964.00,94.20
963.00,94.05
962.00,93.91
961.00,93.79
960.00,93.69
959.00,93.62
958.00,93.61
957.00,93.67
956.00,93.81
955.00,93.99
954.00,94.18
953.00,94.35
952.00,94.50
951.00,94.61
950.00,94.69
949.00,94.76
948.00,94.83
947.00,94.87
946.00,94.90
945.00,94.92
944.00,94.92
943.00,94.91
942.00,94.90
941.00,94.90
940.00,94.92
939.00,94.97
938.00,95.04
937.00,95.10
936.00,95.14
935.00,95.18
934.00,95.22
933.00,95.27
932.00,95.30
931.00,95.33
930.00,95.37
929.00,95.41
928.00,95.46
927.00,95.50
926.00,95.53
925.00,95.55
924.00,95.57
923.00,95.58
922.00,95.57
921.00,95.53
920.00,95.45
919.00,95.34
918.00,95.22
917.00,95.11
916.00,94.98
915.00,94.84
914.00,94.68
913.00,94.54
912.00,94.44
911.00,94.40
910.00,94.42
909.00,94.45
908.00,94.48
907.00,94.49
906.00,94.48
905.00,94.41
904.00,94.26
903.00,94.02
902.00,93.73
901.00,93.45
900.00,93.21
