Created as New Dataset,65. Modacrylic Toray
cm-1,%T
2458.00,94.59
2457.00,94.60
2456.00,94.62
2455.00,94.65
2454.00,94.67
2453.00,94.67
2452.00,94.67
2451.00,94.66
2450.00,94.65
2449.00,94.66
2448.00,94.68
2447.00,94.70
2446.00,94.71
2445.00,94.70
2444.00,94.68
2443.00,94.66
2442.00,94.63
2441.00,94.62
2440.00,94.62
2439.00,94.64
2438.00,94.65
2437.00,94.66
2436.00,94.66
2435.00,94.66
2434.00,94.67
2433.00,94.68
2432.00,94.69
2431.00,94.69
2430.00,94.69
2429.00,94.69
2428.00,94.69
2427.00,94.71
2426.00,94.73
2425.00,94.74
2424.00,94.74
2423.00,94.74
2422.00,94.74
2421.00,94.75
2420.00,94.76
2419.00,94.76
2418.00,94.77
2417.00,94.77
2416.00,94.79
2415.00,94.80
2414.00,94.81
2413.00,94.81
2412.00,94.79
2411.00,94.78
2410.00,94.78
2409.00,94.81
2408.00,94.84
2407.00,94.85
2406.00,94.85
2405.00,94.84
2404.00,94.83
2403.00,94.84
2402.00,94.86
2401.00,94.89
2400.00,94.91
2399.00,94.91
2398.00,94.91
2397.00,94.90
2396.00,94.90
2395.00,94.91
2394.00,94.92
2393.00,94.95
2392.00,94.98
2391.00,95.01
2390.00,95.02
2389.00,95.02
2388.00,95.01
2387.00,95.02
2386.00,95.03
2385.00,95.05
2384.00,95.07
2383.00,95.10
2382.00,95.13
2381.00,95.17
2380.00,95.22
2379.00,95.27
2378.00,95.31
2377.00,95.31
2376.00,95.29
2375.00,95.25
2374.00,95.22
2373.00,95.20
2372.00,95.20
2371.00,95.24
2370.00,95.30
2369.00,95.39
2368.00,95.46
2367.00,95.49
2366.00,95.48
2365.00,95.46
2364.00,95.44
2363.00,95.42
2362.00,95.35
2361.00,95.25
2360.00,95.15
2359.00,95.10
2358.00,95.13
2357.00,95.20
2356.00,95.26
2355.00,95.32
2354.00,95.37
2353.00,95.40
2352.00,95.38
2351.00,95.36
2350.00,95.37
2349.00,95.42
2348.00,95.48
2347.00,95.51
2346.00,95.48
2345.00,95.40
2344.00,95.34
2343.00,95.32
2342.00,95.32
2341.00,95.34
2340.00,95.36
2339.00,95.36
2338.00,95.34
2337.00,95.28
2336.00,95.24
2335.00,95.23
2334.00,95.24
2333.00,95.26
2332.00,95.27
2331.00,95.25
2330.00,95.23
2329.00,95.22
2328.00,95.21
2327.00,95.21
2326.00,95.17
2325.00,95.11
2324.00,95.04
2323.00,95.00
2322.00,95.00
2321.00,95.02
2320.00,95.02
2319.00,95.01
2318.00,95.00
2317.00,95.01
2316.00,95.01
2315.00,95.00
2314.00,94.97
2313.00,94.92
2312.00,94.89
2311.00,94.87
2310.00,94.86
2309.00,94.85
2308.00,94.84
2307.00,94.83
2306.00,94.83
2305.00,94.83
2304.00,94.81
2303.00,94.77
2302.00,94.71
2301.00,94.66
2300.00,94.63
2299.00,94.63
2298.00,94.63
2297.00,94.63
2296.00,94.63
2295.00,94.62
2294.00,94.60
2293.00,94.57
2292.00,94.54
2291.00,94.50
2290.00,94.46
2289.00,94.41
2288.00,94.35
2287.00,94.29
2286.00,94.24
2285.00,94.19
2284.00,94.16
2283.00,94.13
2282.00,94.13
2281.00,94.14
2280.00,94.16
2279.00,94.17
2278.00,94.17
2277.00,94.15
2276.00,94.13
2275.00,94.10
2274.00,94.06
2273.00,94.02
2272.00,93.98
2271.00,93.94
2270.00,93.89
2269.00,93.84
2268.00,93.80
2267.00,93.76
2266.00,93.73
2265.00,93.71
2264.00,93.66
2263.00,93.57
2262.00,93.46
2261.00,93.35
2260.00,93.27
2259.00,93.17
2258.00,93.03
2257.00,92.84
2256.00,92.64
2255.00,92.42
2254.00,92.19
2253.00,91.93
2252.00,91.64
2251.00,91.36
2250.00,91.07
2249.00,90.79
2248.00,90.51
2247.00,90.26
2246.00,90.05
2245.00,89.93
2244.00,89.90
2243.00,89.93
2242.00,90.01
2241.00,90.13
2240.00,90.32
2239.00,90.61
2238.00,91.01
2237.00,91.46
2236.00,91.90
2235.00,92.25
2234.00,92.52
2233.00,92.70
2232.00,92.84
2231.00,92.94
2230.00,93.02
2229.00,93.07
2228.00,93.09
2227.00,93.11
2226.00,93.12
2225.00,93.14
2224.00,93.16
2223.00,93.17
2222.00,93.17
2221.00,93.17
2220.00,93.18
2219.00,93.17
2218.00,93.17
2217.00,93.15
2216.00,93.11
2215.00,93.03
2214.00,92.92
2213.00,92.82
2212.00,92.78
2211.00,92.79
2210.00,92.84
2209.00,92.92
2208.00,93.01
2207.00,93.08
2206.00,93.12
2205.00,93.12
2204.00,93.11
2203.00,93.10
2202.00,93.08
2201.00,93.06
2200.00,93.03
2199.00,92.99
2198.00,92.95
2197.00,92.92
2196.00,92.88
2195.00,92.83
2194.00,92.77
2193.00,92.72
2192.00,92.68
2191.00,92.66
2190.00,92.64
2189.00,92.61
2188.00,92.57
2187.00,92.53
2186.00,92.52
2185.00,92.56
2184.00,92.63
2183.00,92.68
2182.00,92.67
2181.00,92.62
2180.00,92.57
2179.00,92.54
2178.00,92.53
2177.00,92.52
2176.00,92.52
2175.00,92.51
2174.00,92.48
2173.00,92.41
2172.00,92.34
2171.00,92.28
2170.00,92.23
2169.00,92.19
2168.00,92.14
2167.00,92.10
2166.00,92.04
2165.00,91.97
2164.00,91.88
2163.00,91.77
2162.00,91.67
2161.00,91.65
2160.00,91.75
2159.00,91.96
2158.00,92.19
2157.00,92.36
2156.00,92.46
2155.00,92.51
2154.00,92.53
2153.00,92.55
2152.00,92.57
2151.00,92.61
2150.00,92.67
2149.00,92.75
2148.00,92.86
2147.00,92.99
2146.00,93.12
2145.00,93.22
2144.00,93.29
2143.00,93.32
2142.00,93.32
2141.00,93.34
2140.00,93.38
2139.00,93.45
2138.00,93.53
2137.00,93.59
2136.00,93.66
2135.00,93.74
2134.00,93.82
2133.00,93.89
2132.00,93.95
2131.00,93.99
2130.00,94.01
2129.00,94.00
2128.00,93.97
2127.00,93.95
2126.00,93.95
2125.00,93.97
2124.00,94.00
2123.00,94.02
2122.00,94.04
2121.00,94.06
2120.00,94.09
2119.00,94.11
2118.00,94.09
2117.00,94.04
2116.00,93.98
2115.00,93.92
2114.00,93.90
2113.00,93.92
2112.00,93.95
2111.00,93.99
2110.00,94.00
2109.00,93.99
2108.00,93.96
2107.00,93.94
2106.00,93.94
2105.00,93.94
2104.00,93.93
2103.00,93.91
2102.00,93.91
2101.00,93.92
2100.00,93.92
2099.00,93.91
2098.00,93.91
2097.00,93.93
2096.00,93.99
2095.00,94.05
2094.00,94.09
2093.00,94.10
2092.00,94.08
2091.00,94.06
2090.00,94.03
2089.00,94.02
2088.00,94.00
2087.00,93.99
2086.00,93.97
2085.00,93.96
2084.00,93.94
2083.00,93.92
2082.00,93.91
2081.00,93.90
2080.00,93.88
2079.00,93.85
2078.00,93.81
2077.00,93.78
2076.00,93.76
2075.00,93.78
2074.00,93.80
2073.00,93.79
2072.00,93.77
2071.00,93.74
2070.00,93.73
2069.00,93.74
2068.00,93.73
2067.00,93.69
2066.00,93.64
2065.00,93.59
2064.00,93.55
2063.00,93.51
2062.00,93.49
2061.00,93.49
2060.00,93.51
2059.00,93.55
2058.00,93.57
2057.00,93.57
2056.00,93.54
2055.00,93.48
2054.00,93.40
2053.00,93.30
2052.00,93.21
2051.00,93.14
2050.00,93.09
2049.00,93.07
2048.00,93.06
2047.00,93.06
2046.00,93.04
2045.00,93.00
2044.00,92.95
2043.00,92.89
2042.00,92.85
2041.00,92.80
2040.00,92.74
2039.00,92.66
2038.00,92.57
2037.00,92.47
2036.00,92.40
2035.00,92.37
2034.00,92.42
2033.00,92.55
2032.00,92.68
2031.00,92.75
2030.00,92.73
2029.00,92.66
2028.00,92.58
2027.00,92.53
2026.00,92.52
2025.00,92.53
2024.00,92.56
2023.00,92.58
2022.00,92.59
2021.00,92.60
2020.00,92.60
2019.00,92.60
2018.00,92.62
2017.00,92.66
2016.00,92.73
2015.00,92.78
2014.00,92.78
2013.00,92.73
2012.00,92.69
2011.00,92.66
2010.00,92.66
2009.00,92.70
2008.00,92.78
2007.00,92.88
2006.00,92.99
2005.00,93.04
2004.00,93.04
2003.00,93.04
2002.00,93.08
2001.00,93.15
2000.00,93.20
1999.00,93.21
1998.00,93.18
1997.00,93.17
1996.00,93.18
1995.00,93.20
1994.00,93.19
1993.00,93.17
1992.00,93.15
1991.00,93.13
1990.00,93.11
1989.00,93.10
1988.00,93.09
1987.00,93.05
1986.00,92.99
1985.00,92.92
1984.00,92.84
1983.00,92.75
1982.00,92.67
1981.00,92.60
1980.00,92.57
1979.00,92.58
1978.00,92.62
1977.00,92.67
1976.00,92.73
1975.00,92.79
1974.00,92.86
1973.00,92.92
1972.00,92.98
1971.00,93.04
1970.00,93.11
1969.00,93.19
1968.00,93.26
1967.00,93.29
1966.00,93.28
1965.00,93.27
1964.00,93.27
1963.00,93.27
1962.00,93.26
1961.00,93.26
1960.00,93.29
1959.00,93.34
1958.00,93.40
1957.00,93.46
1956.00,93.54
1955.00,93.63
1954.00,93.70
1953.00,93.73
1952.00,93.74
1951.00,93.76
1950.00,93.78
1949.00,93.82
1948.00,93.85
1947.00,93.87
1946.00,93.90
1945.00,93.93
1944.00,93.98
1943.00,94.04
1942.00,94.10
1941.00,94.14
1940.00,94.17
1939.00,94.19
1938.00,94.19
1937.00,94.20
1936.00,94.22
1935.00,94.26
1934.00,94.29
1933.00,94.31
1932.00,94.31
1931.00,94.31
1930.00,94.33
1929.00,94.36
1928.00,94.40
1927.00,94.42
1926.00,94.44
1925.00,94.44
1924.00,94.44
1923.00,94.44
1922.00,94.44
1921.00,94.44
1920.00,94.44
1919.00,94.44
1918.00,94.46
1917.00,94.49
1916.00,94.54
1915.00,94.59
1914.00,94.63
1913.00,94.66
1912.00,94.66
1911.00,94.65
1910.00,94.63
1909.00,94.60
1908.00,94.59
1907.00,94.60
1906.00,94.62
1905.00,94.64
1904.00,94.67
1903.00,94.70
1902.00,94.73
1901.00,94.76
1900.00,94.77
1899.00,94.78
1898.00,94.79
1897.00,94.81
1896.00,94.84
1895.00,94.87
1894.00,94.90
1893.00,94.89
1892.00,94.86
1891.00,94.83
1890.00,94.82
1889.00,94.83
1888.00,94.85
1887.00,94.86
1886.00,94.89
1885.00,94.93
1884.00,94.96
1883.00,94.98
1882.00,94.99
1881.00,94.98
1880.00,94.97
1879.00,94.97
1878.00,94.96
1877.00,94.96
1876.00,94.97
1875.00,94.98
1874.00,95.00
1873.00,95.01
1872.00,95.00
1871.00,94.99
1870.00,94.98
1869.00,94.97
1868.00,94.97
1867.00,94.98
1866.00,95.00
1865.00,95.02
1864.00,95.02
1863.00,95.02
1862.00,95.02
1861.00,95.04
1860.00,95.05
1859.00,95.06
1858.00,95.06
1857.00,95.06
1856.00,95.06
1855.00,95.08
1854.00,95.10
1853.00,95.12
1852.00,95.14
1851.00,95.16
1850.00,95.18
1849.00,95.20
1848.00,95.21
1847.00,95.20
1846.00,95.18
1845.00,95.17
1844.00,95.17
1843.00,95.19
1842.00,95.21
1841.00,95.22
1840.00,95.23
1839.00,95.22
1838.00,95.22
1837.00,95.21
1836.00,95.23
1835.00,95.25
1834.00,95.28
1833.00,95.31
1832.00,95.33
1831.00,95.34
1830.00,95.34
1829.00,95.32
1828.00,95.31
1827.00,95.32
1826.00,95.33
1825.00,95.33
1824.00,95.32
1823.00,95.31
1822.00,95.31
1821.00,95.33
1820.00,95.36
1819.00,95.38
1818.00,95.40
1817.00,95.42
1816.00,95.43
1815.00,95.44
1814.00,95.43
1813.00,95.42
1812.00,95.42
1811.00,95.41
1810.00,95.41
1809.00,95.41
1808.00,95.41
1807.00,95.42
1806.00,95.43
1805.00,95.45
1804.00,95.46
1803.00,95.47
1802.00,95.47
1801.00,95.46
1800.00,95.44
1799.00,95.44
1798.00,95.45
1797.00,95.47
1796.00,95.48
1795.00,95.49
1794.00,95.49
1793.00,95.49
1792.00,95.49
1791.00,95.49
1790.00,95.49
1789.00,95.49
1788.00,95.48
1787.00,95.47
1786.00,95.47
1785.00,95.48
1784.00,95.49
1783.00,95.49
1782.00,95.49
1781.00,95.48
1780.00,95.48
1779.00,95.48
1778.00,95.48
1777.00,95.48
1776.00,95.47
1775.00,95.46
1774.00,95.44
1773.00,95.42
1772.00,95.40
1771.00,95.38
1770.00,95.37
1769.00,95.37
1768.00,95.37
1767.00,95.36
1766.00,95.35
1765.00,95.34
1764.00,95.33
1763.00,95.30
1762.00,95.26
1761.00,95.22
1760.00,95.20
1759.00,95.17
1758.00,95.15
1757.00,95.12
1756.00,95.08
1755.00,95.01
1754.00,94.92
1753.00,94.82
1752.00,94.70
1751.00,94.58
1750.00,94.43
1749.00,94.26
1748.00,94.06
1747.00,93.85
1746.00,93.64
1745.00,93.42
1744.00,93.20
1743.00,92.97
1742.00,92.72
1741.00,92.46
1740.00,92.18
1739.00,91.91
1738.00,91.69
1737.00,91.52
1736.00,91.36
1735.00,91.16
1734.00,90.93
1733.00,90.74
1732.00,90.63
1731.00,90.57
1730.00,90.54
1729.00,90.55
1728.00,90.60
1727.00,90.67
1726.00,90.77
1725.00,90.89
1724.00,91.04
1723.00,91.22
1722.00,91.40
1721.00,91.59
1720.00,91.79
1719.00,92.00
1718.00,92.24
1717.00,92.48
1716.00,92.70
1715.00,92.90
1714.00,93.08
1713.00,93.24
1712.00,93.39
1711.00,93.54
1710.00,93.68
1709.00,93.81
1708.00,93.92
1707.00,94.04
1706.00,94.17
1705.00,94.28
1704.00,94.36
1703.00,94.41
1702.00,94.45
1701.00,94.49
1700.00,94.55
1699.00,94.61
1698.00,94.64
1697.00,94.66
1696.00,94.68
1695.00,94.72
1694.00,94.75
1693.00,94.78
1692.00,94.79
1691.00,94.81
1690.00,94.84
1689.00,94.86
1688.00,94.87
1687.00,94.88
1686.00,94.89
1685.00,94.91
1684.00,94.90
1683.00,94.90
1682.00,94.90
1681.00,94.90
1680.00,94.91
1679.00,94.91
1678.00,94.91
1677.00,94.91
1676.00,94.91
1675.00,94.91
1674.00,94.92
1673.00,94.93
1672.00,94.93
1671.00,94.93
1670.00,94.93
1669.00,94.93
1668.00,94.94
1667.00,94.95
1666.00,94.96
1665.00,94.96
1664.00,94.96
1663.00,94.95
1662.00,94.94
1661.00,94.93
1660.00,94.92
1659.00,94.91
1658.00,94.89
1657.00,94.88
1656.00,94.86
1655.00,94.85
1654.00,94.86
1653.00,94.86
1652.00,94.87
1651.00,94.87
1650.00,94.87
1649.00,94.86
1648.00,94.84
1647.00,94.80
1646.00,94.77
1645.00,94.75
1644.00,94.74
1643.00,94.73
1642.00,94.72
1641.00,94.72
1640.00,94.72
1639.00,94.71
1638.00,94.70
1637.00,94.67
1636.00,94.64
1635.00,94.61
1634.00,94.60
1633.00,94.59
1632.00,94.60
1631.00,94.60
1630.00,94.61
1629.00,94.62
1628.00,94.61
1627.00,94.62
1626.00,94.63
1625.00,94.64
1624.00,94.64
1623.00,94.64
1622.00,94.65
1621.00,94.67
1620.00,94.70
1619.00,94.73
1618.00,94.74
1617.00,94.75
1616.00,94.77
1615.00,94.80
1614.00,94.84
1613.00,94.88
1612.00,94.91
1611.00,94.94
1610.00,94.96
1609.00,94.99
1608.00,95.02
1607.00,95.06
1606.00,95.09
1605.00,95.13
1604.00,95.16
1603.00,95.20
1602.00,95.23
1601.00,95.26
1600.00,95.27
1599.00,95.30
1598.00,95.33
1597.00,95.35
1596.00,95.37
1595.00,95.38
1594.00,95.40
1593.00,95.42
1592.00,95.44
1591.00,95.45
1590.00,95.46
1589.00,95.47
1588.00,95.49
1587.00,95.50
1586.00,95.52
1585.00,95.53
1584.00,95.54
1583.00,95.54
1582.00,95.55
1581.00,95.55
1580.00,95.56
1579.00,95.57
1578.00,95.59
1577.00,95.60
1576.00,95.61
1575.00,95.61
1574.00,95.61
1573.00,95.62
1572.00,95.61
1571.00,95.61
1570.00,95.61
1569.00,95.61
1568.00,95.61
1567.00,95.62
1566.00,95.64
1565.00,95.67
1564.00,95.69
1563.00,95.70
1562.00,95.70
1561.00,95.71
1560.00,95.71
1559.00,95.68
1558.00,95.64
1557.00,95.63
1556.00,95.63
1555.00,95.63
1554.00,95.63
1553.00,95.64
1552.00,95.65
1551.00,95.66
1550.00,95.67
1549.00,95.67
1548.00,95.67
1547.00,95.68
1546.00,95.68
1545.00,95.68
1544.00,95.67
1543.00,95.65
1542.00,95.63
1541.00,95.61
1540.00,95.60
1539.00,95.62
1538.00,95.65
1537.00,95.68
1536.00,95.69
1535.00,95.69
1534.00,95.69
1533.00,95.69
1532.00,95.69
1531.00,95.69
1530.00,95.69
1529.00,95.69
1528.00,95.68
1527.00,95.68
1526.00,95.69
1525.00,95.68
1524.00,95.67
1523.00,95.66
1522.00,95.65
1521.00,95.67
1520.00,95.70
1519.00,95.72
1518.00,95.74
1517.00,95.73
1516.00,95.72
1515.00,95.71
1514.00,95.70
1513.00,95.68
1512.00,95.68
1511.00,95.67
1510.00,95.68
1509.00,95.68
1508.00,95.68
1507.00,95.69
1506.00,95.69
1505.00,95.69
1504.00,95.68
1503.00,95.69
1502.00,95.69
1501.00,95.70
1500.00,95.70
1499.00,95.68
1498.00,95.66
1497.00,95.63
1496.00,95.61
1495.00,95.60
1494.00,95.60
1493.00,95.60
1492.00,95.60
1491.00,95.60
1490.00,95.59
1489.00,95.56
1488.00,95.53
1487.00,95.50
1486.00,95.47
1485.00,95.45
1484.00,95.41
1483.00,95.38
1482.00,95.34
1481.00,95.29
1480.00,95.24
1479.00,95.21
1478.00,95.17
1477.00,95.13
1476.00,95.07
1475.00,95.00
1474.00,94.91
1473.00,94.80
1472.00,94.69
1471.00,94.60
1470.00,94.54
1469.00,94.48
1468.00,94.41
1467.00,94.33
1466.00,94.21
1465.00,94.03
1464.00,93.81
1463.00,93.57
1462.00,93.34
1461.00,93.11
1460.00,92.84
1459.00,92.52
1458.00,92.09
1457.00,91.55
1456.00,91.08
1455.00,90.76
1454.00,90.54
1453.00,90.35
1452.00,90.19
1451.00,90.09
1450.00,90.03
1449.00,90.00
1448.00,90.01
1447.00,90.06
1446.00,90.11
1445.00,90.18
1444.00,90.25
1443.00,90.34
1442.00,90.43
1441.00,90.52
1440.00,90.59
1439.00,90.66
1438.00,90.74
1437.00,90.85
1436.00,90.97
1435.00,91.10
1434.00,91.23
1433.00,91.38
1432.00,91.57
1431.00,91.80
1430.00,92.04
1429.00,92.29
1428.00,92.52
1427.00,92.74
1426.00,92.95
1425.00,93.16
1424.00,93.37
1423.00,93.55
1422.00,93.69
1421.00,93.81
1420.00,93.94
1419.00,94.08
1418.00,94.21
1417.00,94.31
1416.00,94.39
1415.00,94.46
1414.00,94.53
1413.00,94.61
1412.00,94.68
1411.00,94.74
1410.00,94.78
1409.00,94.82
1408.00,94.86
1407.00,94.88
1406.00,94.89
1405.00,94.90
1404.00,94.90
1403.00,94.90
1402.00,94.90
1401.00,94.90
1400.00,94.89
1399.00,94.86
1398.00,94.82
1397.00,94.80
1396.00,94.78
1395.00,94.74
1394.00,94.69
1393.00,94.65
1392.00,94.62
1391.00,94.59
1390.00,94.56
1389.00,94.54
1388.00,94.50
1387.00,94.46
1386.00,94.42
1385.00,94.38
1384.00,94.34
1383.00,94.28
1382.00,94.23
1381.00,94.18
1380.00,94.14
1379.00,94.10
1378.00,94.06
1377.00,94.02
1376.00,93.99
1375.00,93.96
1374.00,93.92
1373.00,93.87
1372.00,93.83
1371.00,93.80
1370.00,93.76
1369.00,93.72
1368.00,93.68
1367.00,93.64
1366.00,93.61
1365.00,93.59
1364.00,93.57
1363.00,93.54
1362.00,93.50
1361.00,93.46
1360.00,93.43
1359.00,93.41
1358.00,93.39
1357.00,93.38
1356.00,93.36
1355.00,93.36
1354.00,93.37
1353.00,93.39
1352.00,93.42
1351.00,93.46
1350.00,93.49
1349.00,93.52
1348.00,93.54
1347.00,93.57
1346.00,93.61
1345.00,93.66
1344.00,93.71
1343.00,93.78
1342.00,93.85
1341.00,93.92
1340.00,93.98
1339.00,94.03
1338.00,94.06
1337.00,94.09
1336.00,94.12
1335.00,94.14
1334.00,94.16
1333.00,94.18
1332.00,94.21
1331.00,94.23
1330.00,94.24
1329.00,94.25
1328.00,94.26
1327.00,94.27
1326.00,94.29
1325.00,94.30
1324.00,94.31
1323.00,94.32
1322.00,94.32
1321.00,94.33
1320.00,94.33
1319.00,94.33
1318.00,94.33
1317.00,94.33
1316.00,94.34
1315.00,94.34
1314.00,94.33
1313.00,94.33
1312.00,94.32
1311.00,94.31
1310.00,94.30
1309.00,94.28
1308.00,94.26
1307.00,94.23
1306.00,94.20
1305.00,94.17
1304.00,94.15
1303.00,94.13
1302.00,94.10
1301.00,94.06
1300.00,94.03
1299.00,94.00
1298.00,93.98
1297.00,93.96
1296.00,93.94
1295.00,93.90
1294.00,93.86
1293.00,93.82
1292.00,93.77
1291.00,93.73
1290.00,93.68
1289.00,93.64
1288.00,93.61
1287.00,93.57
1286.00,93.53
1285.00,93.48
1284.00,93.43
1283.00,93.38
1282.00,93.34
1281.00,93.29
1280.00,93.25
1279.00,93.21
1278.00,93.18
1277.00,93.15
1276.00,93.11
1275.00,93.07
1274.00,93.03
1273.00,93.00
1272.00,92.97
1271.00,92.95
1270.00,92.94
1269.00,92.92
1268.00,92.89
1267.00,92.86
1266.00,92.83
1265.00,92.81
1264.00,92.79
1263.00,92.77
1262.00,92.74
1261.00,92.70
1260.00,92.67
1259.00,92.64
1258.00,92.62
1257.00,92.59
1256.00,92.54
1255.00,92.48
1254.00,92.42
1253.00,92.37
1252.00,92.32
1251.00,92.27
1250.00,92.23
1249.00,92.18
1248.00,92.12
1247.00,92.05
1246.00,91.98
1245.00,91.91
1244.00,91.85
1243.00,91.81
1242.00,91.77
1241.00,91.73
1240.00,91.70
1239.00,91.66
1238.00,91.64
1237.00,91.62
1236.00,91.60
1235.00,91.58
1234.00,91.56
1233.00,91.55
1232.00,91.54
1231.00,91.53
1230.00,91.53
1229.00,91.52
1228.00,91.50
1227.00,91.49
1226.00,91.47
1225.00,91.44
1224.00,91.39
1223.00,91.34
1222.00,91.31
1221.00,91.29
1220.00,91.27
1219.00,91.26
1218.00,91.24
1217.00,91.22
1216.00,91.19
1215.00,91.16
1214.00,91.13
1213.00,91.10
1212.00,91.07
1211.00,91.05
1210.00,91.03
1209.00,91.02
1208.00,91.01
1207.00,91.00
1206.00,90.99
1205.00,90.99
1204.00,91.00
1203.00,91.01
1202.00,91.03
1201.00,91.07
1200.00,91.11
1199.00,91.15
1198.00,91.19
1197.00,91.22
1196.00,91.25
1195.00,91.29
1194.00,91.33
1193.00,91.37
1192.00,91.42
1191.00,91.48
1190.00,91.53
1189.00,91.56
1188.00,91.58
1187.00,91.60
1186.00,91.60
1185.00,91.60
1184.00,91.59
1183.00,91.57
1182.00,91.56
1181.00,91.54
1180.00,91.50
1179.00,91.45
1178.00,91.39
1177.00,91.33
1176.00,91.28
1175.00,91.24
1174.00,91.20
1173.00,91.17
1172.00,91.15
1171.00,91.14
1170.00,91.14
1169.00,91.16
1168.00,91.18
1167.00,91.22
1166.00,91.27
1165.00,91.33
1164.00,91.41
1163.00,91.50
1162.00,91.62
1161.00,91.74
1160.00,91.85
1159.00,91.96
1158.00,92.06
1157.00,92.14
1156.00,92.22
1155.00,92.29
1154.00,92.34
1153.00,92.39
1152.00,92.41
1151.00,92.43
1150.00,92.44
1149.00,92.46
1148.00,92.49
1147.00,92.54
1146.00,92.59
1145.00,92.62
1144.00,92.62
1143.00,92.59
1142.00,92.56
1141.00,92.54
1140.00,92.53
1139.00,92.53
1138.00,92.53
1137.00,92.54
1136.00,92.52
1135.00,92.48
1134.00,92.45
1133.00,92.43
1132.00,92.43
1131.00,92.43
1130.00,92.42
1129.00,92.39
1128.00,92.34
1127.00,92.27
1126.00,92.21
1125.00,92.15
1124.00,92.12
1123.00,92.09
1122.00,92.06
1121.00,92.01
1120.00,91.96
1119.00,91.90
1118.00,91.85
1117.00,91.80
1116.00,91.76
1115.00,91.72
1114.00,91.67
1113.00,91.62
1112.00,91.58
1111.00,91.54
1110.00,91.50
1109.00,91.45
1108.00,91.38
1107.00,91.33
1106.00,91.29
1105.00,91.26
1104.00,91.22
1103.00,91.14
1102.00,91.04
1101.00,90.94
1100.00,90.85
1099.00,90.79
1098.00,90.75
1097.00,90.71
1096.00,90.67
1095.00,90.63
1094.00,90.59
1093.00,90.54
1092.00,90.48
1091.00,90.42
1090.00,90.38
1089.00,90.34
1088.00,90.28
1087.00,90.21
1086.00,90.11
1085.00,89.99
1084.00,89.88
1083.00,89.81
1082.00,89.78
1081.00,89.76
1080.00,89.74
1079.00,89.70
1078.00,89.64
1077.00,89.57
1076.00,89.52
1075.00,89.46
1074.00,89.40
1073.00,89.35
1072.00,89.31
1071.00,89.30
1070.00,89.30
1069.00,89.29
1068.00,89.29
1067.00,89.28
1066.00,89.29
1065.00,89.30
1064.00,89.31
1063.00,89.33
1062.00,89.36
1061.00,89.39
1060.00,89.41
1059.00,89.43
1058.00,89.46
1057.00,89.52
1056.00,89.59
1055.00,89.66
1054.00,89.71
1053.00,89.73
1052.00,89.73
1051.00,89.77
1050.00,89.83
1049.00,89.89
1048.00,89.92
1047.00,89.91
1046.00,89.86
1045.00,89.79
1044.00,89.73
1043.00,89.68
1042.00,89.66
1041.00,89.66
1040.00,89.65
1039.00,89.66
1038.00,89.68
1037.00,89.74
1036.00,89.84
1035.00,89.99
1034.00,90.17
1033.00,90.37
1032.00,90.58
1031.00,90.78
1030.00,90.97
1029.00,91.15
1028.00,91.32
1027.00,91.47
1026.00,91.60
1025.00,91.70
1024.00,91.79
1023.00,91.87
1022.00,91.94
1021.00,92.00
1020.00,92.06
1019.00,92.11
1018.00,92.14
1017.00,92.16
1016.00,92.17
1015.00,92.19
1014.00,92.21
1013.00,92.25
1012.00,92.31
1011.00,92.38
1010.00,92.44
1009.00,92.49
1008.00,92.53
1007.00,92.57
1006.00,92.62
1005.00,92.68
1004.00,92.73
1003.00,92.78
1002.00,92.82
1001.00,92.87
1000.00,92.92
999.00,92.97
998.00,93.02
997.00,93.07
996.00,93.11
995.00,93.16
994.00,93.19
993.00,93.23
992.00,93.26
991.00,93.29
990.00,93.32
989.00,93.34
988.00,93.36
987.00,93.37
986.00,93.41
985.00,93.45
984.00,93.49
983.00,93.53
982.00,93.54
981.00,93.55
980.00,93.57
979.00,93.61
978.00,93.65
977.00,93.67
976.00,93.68
975.00,93.68
974.00,93.68
973.00,93.69
972.00,93.69
971.00,93.69
970.00,93.70
969.00,93.71
968.00,93.72
967.00,93.73
966.00,93.73
965.00,93.72
964.00,93.71
963.00,93.70
962.00,93.69
961.00,93.68
960.00,93.67
959.00,93.68
958.00,93.70
957.00,93.72
956.00,93.73
955.00,93.72
954.00,93.70
953.00,93.69
952.00,93.71
951.00,93.73
950.00,93.75
949.00,93.76
948.00,93.77
947.00,93.78
946.00,93.78
945.00,93.80
944.00,93.81
943.00,93.83
942.00,93.83
941.00,93.84
940.00,93.86
939.00,93.89
938.00,93.93
937.00,93.95
936.00,93.95
935.00,93.95
934.00,93.94
933.00,93.95
932.00,93.96
931.00,93.97
930.00,94.00
929.00,94.04
928.00,94.07
927.00,94.08
926.00,94.07
925.00,94.06
924.00,94.06
923.00,94.08
922.00,94.09
921.00,94.09
920.00,94.07
919.00,94.07
918.00,94.09
917.00,94.14
916.00,94.19
915.00,94.24
914.00,94.28
913.00,94.29
912.00,94.30
911.00,94.31
910.00,94.33
909.00,94.34
908.00,94.35
907.00,94.36
906.00,94.38
905.00,94.41
904.00,94.42
903.00,94.42
902.00,94.40
901.00,94.40
900.00,94.43
899.00,94.47
898.00,94.51
897.00,94.53
896.00,94.53
895.00,94.52
