Created as New Dataset,68 Waxman (Black)
cm-1,%T
2464.00,94.11
2463.00,94.12
2462.00,94.13
2461.00,94.14
2460.00,94.14
2459.00,94.13
2458.00,94.13
2457.00,94.14
2456.00,94.16
2455.00,94.18
2454.00,94.19
2453.00,94.18
2452.00,94.17
2451.00,94.15
2450.00,94.13
2449.00,94.12
2448.00,94.12
2447.00,94.13
2446.00,94.13
2445.00,94.14
2444.00,94.14
2443.00,94.14
2442.00,94.13
2441.00,94.14
2440.00,94.15
2439.00,94.15
2438.00,94.14
2437.00,94.13
2436.00,94.13
2435.00,94.14
2434.00,94.16
2433.00,94.17
2432.00,94.18
2431.00,94.17
2430.00,94.16
2429.00,94.15
2428.00,94.15
2427.00,94.16
2426.00,94.16
2425.00,94.17
2424.00,94.18
2423.00,94.18
2422.00,94.19
2421.00,94.20
2420.00,94.22
2419.00,94.22
2418.00,94.21
2417.00,94.19
2416.00,94.18
2415.00,94.19
2414.00,94.22
2413.00,94.24
2412.00,94.25
2411.00,94.26
2410.00,94.27
2409.00,94.28
2408.00,94.30
2407.00,94.32
2406.00,94.34
2405.00,94.35
2404.00,94.35
2403.00,94.35
2402.00,94.35
2401.00,94.34
2400.00,94.34
2399.00,94.34
2398.00,94.35
2397.00,94.37
2396.00,94.38
2395.00,94.39
2394.00,94.39
2393.00,94.40
2392.00,94.43
2391.00,94.45
2390.00,94.46
2389.00,94.46
2388.00,94.46
2387.00,94.47
2386.00,94.48
2385.00,94.50
2384.00,94.53
2383.00,94.55
2382.00,94.57
2381.00,94.58
2380.00,94.59
2379.00,94.61
2378.00,94.65
2377.00,94.70
2376.00,94.74
2375.00,94.75
2374.00,94.73
2373.00,94.69
2372.00,94.67
2371.00,94.67
2370.00,94.69
2369.00,94.69
2368.00,94.68
2367.00,94.68
2366.00,94.71
2365.00,94.75
2364.00,94.78
2363.00,94.76
2362.00,94.67
2361.00,94.55
2360.00,94.44
2359.00,94.41
2358.00,94.45
2357.00,94.54
2356.00,94.63
2355.00,94.70
2354.00,94.73
2353.00,94.73
2352.00,94.72
2351.00,94.71
2350.00,94.72
2349.00,94.72
2348.00,94.72
2347.00,94.72
2346.00,94.73
2345.00,94.75
2344.00,94.75
2343.00,94.72
2342.00,94.68
2341.00,94.68
2340.00,94.71
2339.00,94.73
2338.00,94.72
2337.00,94.69
2336.00,94.66
2335.00,94.66
2334.00,94.67
2333.00,94.68
2332.00,94.70
2331.00,94.72
2330.00,94.75
2329.00,94.76
2328.00,94.73
2327.00,94.66
2326.00,94.58
2325.00,94.52
2324.00,94.48
2323.00,94.45
2322.00,94.42
2321.00,94.39
2320.00,94.35
2319.00,94.33
2318.00,94.32
2317.00,94.34
2316.00,94.36
2315.00,94.37
2314.00,94.37
2313.00,94.35
2312.00,94.35
2311.00,94.35
2310.00,94.33
2309.00,94.27
2308.00,94.21
2307.00,94.16
2306.00,94.14
2305.00,94.14
2304.00,94.15
2303.00,94.15
2302.00,94.13
2301.00,94.11
2300.00,94.09
2299.00,94.07
2298.00,94.05
2297.00,94.03
2296.00,94.00
2295.00,93.98
2294.00,93.94
2293.00,93.89
2292.00,93.84
2291.00,93.80
2290.00,93.78
2289.00,93.78
2288.00,93.77
2287.00,93.73
2286.00,93.68
2285.00,93.63
2284.00,93.60
2283.00,93.58
2282.00,93.58
2281.00,93.58
2280.00,93.58
2279.00,93.55
2278.00,93.51
2277.00,93.48
2276.00,93.45
2275.00,93.43
2274.00,93.39
2273.00,93.33
2272.00,93.27
2271.00,93.23
2270.00,93.22
2269.00,93.23
2268.00,93.25
2267.00,93.25
2266.00,93.25
2265.00,93.24
2264.00,93.24
2263.00,93.22
2262.00,93.18
2261.00,93.13
2260.00,93.09
2259.00,93.03
2258.00,92.97
2257.00,92.90
2256.00,92.82
2255.00,92.72
2254.00,92.60
2253.00,92.46
2252.00,92.30
2251.00,92.11
2250.00,91.90
2249.00,91.66
2248.00,91.40
2247.00,91.11
2246.00,90.83
2245.00,90.58
2244.00,90.38
2243.00,90.23
2242.00,90.14
2241.00,90.12
2240.00,90.16
2239.00,90.28
2238.00,90.44
2237.00,90.64
2236.00,90.87
2235.00,91.12
2234.00,91.37
2233.00,91.60
2232.00,91.78
2231.00,91.91
2230.00,92.00
2229.00,92.08
2228.00,92.14
2227.00,92.16
2226.00,92.14
2225.00,92.11
2224.00,92.09
2223.00,92.10
2222.00,92.11
2221.00,92.13
2220.00,92.15
2219.00,92.15
2218.00,92.14
2217.00,92.11
2216.00,92.09
2215.00,92.07
2214.00,92.06
2213.00,92.06
2212.00,92.06
2211.00,92.05
2210.00,92.04
2209.00,92.02
2208.00,92.00
2207.00,91.99
2206.00,91.98
2205.00,91.97
2204.00,91.93
2203.00,91.88
2202.00,91.85
2201.00,91.84
2200.00,91.84
2199.00,91.83
2198.00,91.80
2197.00,91.77
2196.00,91.75
2195.00,91.72
2194.00,91.69
2193.00,91.67
2192.00,91.65
2191.00,91.64
2190.00,91.61
2189.00,91.56
2188.00,91.50
2187.00,91.44
2186.00,91.39
2185.00,91.38
2184.00,91.41
2183.00,91.45
2182.00,91.48
2181.00,91.49
2180.00,91.47
2179.00,91.46
2178.00,91.46
2177.00,91.49
2176.00,91.54
2175.00,91.58
2174.00,91.59
2173.00,91.55
2172.00,91.50
2171.00,91.44
2170.00,91.38
2169.00,91.31
2168.00,91.23
2167.00,91.16
2166.00,91.10
2165.00,91.04
2164.00,90.96
2163.00,90.84
2162.00,90.69
2161.00,90.58
2160.00,90.57
2159.00,90.68
2158.00,90.88
2157.00,91.10
2156.00,91.28
2155.00,91.39
2154.00,91.46
2153.00,91.53
2152.00,91.61
2151.00,91.69
2150.00,91.74
2149.00,91.77
2148.00,91.80
2147.00,91.86
2146.00,91.95
2145.00,92.04
2144.00,92.13
2143.00,92.21
2142.00,92.30
2141.00,92.37
2140.00,92.44
2139.00,92.49
2138.00,92.53
2137.00,92.59
2136.00,92.64
2135.00,92.70
2134.00,92.77
2133.00,92.84
2132.00,92.92
2131.00,92.97
2130.00,93.00
2129.00,93.02
2128.00,93.06
2127.00,93.10
2126.00,93.13
2125.00,93.13
2124.00,93.12
2123.00,93.13
2122.00,93.15
2121.00,93.16
2120.00,93.16
2119.00,93.16
2118.00,93.17
2117.00,93.19
2116.00,93.19
2115.00,93.15
2114.00,93.11
2113.00,93.09
2112.00,93.09
2111.00,93.10
2110.00,93.11
2109.00,93.10
2108.00,93.08
2107.00,93.06
2106.00,93.04
2105.00,93.02
2104.00,92.99
2103.00,92.97
2102.00,92.95
2101.00,92.95
2100.00,92.97
2099.00,93.01
2098.00,93.05
2097.00,93.08
2096.00,93.09
2095.00,93.08
2094.00,93.06
2093.00,93.05
2092.00,93.05
2091.00,93.08
2090.00,93.09
2089.00,93.07
2088.00,93.04
2087.00,93.00
2086.00,92.98
2085.00,93.00
2084.00,93.03
2083.00,93.06
2082.00,93.07
2081.00,93.03
2080.00,92.97
2079.00,92.90
2078.00,92.84
2077.00,92.81
2076.00,92.79
2075.00,92.79
2074.00,92.80
2073.00,92.81
2072.00,92.81
2071.00,92.81
2070.00,92.80
2069.00,92.78
2068.00,92.74
2067.00,92.70
2066.00,92.65
2065.00,92.60
2064.00,92.58
2063.00,92.60
2062.00,92.64
2061.00,92.67
2060.00,92.66
2059.00,92.60
2058.00,92.51
2057.00,92.44
2056.00,92.42
2055.00,92.44
2054.00,92.46
2053.00,92.43
2052.00,92.34
2051.00,92.23
2050.00,92.09
2049.00,91.98
2048.00,91.90
2047.00,91.86
2046.00,91.86
2045.00,91.87
2044.00,91.85
2043.00,91.78
2042.00,91.69
2041.00,91.65
2040.00,91.67
2039.00,91.71
2038.00,91.70
2037.00,91.60
2036.00,91.46
2035.00,91.35
2034.00,91.32
2033.00,91.37
2032.00,91.44
2031.00,91.50
2030.00,91.53
2029.00,91.54
2028.00,91.52
2027.00,91.47
2026.00,91.41
2025.00,91.40
2024.00,91.42
2023.00,91.43
2022.00,91.40
2021.00,91.34
2020.00,91.30
2019.00,91.32
2018.00,91.39
2017.00,91.47
2016.00,91.53
2015.00,91.56
2014.00,91.57
2013.00,91.57
2012.00,91.59
2011.00,91.62
2010.00,91.64
2009.00,91.62
2008.00,91.59
2007.00,91.59
2006.00,91.62
2005.00,91.72
2004.00,91.83
2003.00,91.91
2002.00,91.95
2001.00,91.94
2000.00,91.93
1999.00,91.94
1998.00,91.97
1997.00,92.01
1996.00,92.03
1995.00,92.05
1994.00,92.05
1993.00,92.06
1992.00,92.08
1991.00,92.10
1990.00,92.12
1989.00,92.12
1988.00,92.10
1987.00,92.05
1986.00,91.97
1985.00,91.86
1984.00,91.75
1983.00,91.67
1982.00,91.62
1981.00,91.59
1980.00,91.54
1979.00,91.49
1978.00,91.48
1977.00,91.52
1976.00,91.57
1975.00,91.59
1974.00,91.58
1973.00,91.58
1972.00,91.63
1971.00,91.72
1970.00,91.82
1969.00,91.91
1968.00,91.95
1967.00,91.98
1966.00,92.01
1965.00,92.06
1964.00,92.11
1963.00,92.13
1962.00,92.12
1961.00,92.14
1960.00,92.20
1959.00,92.29
1958.00,92.38
1957.00,92.46
1956.00,92.52
1955.00,92.56
1954.00,92.56
1953.00,92.52
1952.00,92.49
1951.00,92.52
1950.00,92.60
1949.00,92.71
1948.00,92.79
1947.00,92.84
1946.00,92.85
1945.00,92.86
1944.00,92.86
1943.00,92.87
1942.00,92.88
1941.00,92.90
1940.00,92.92
1939.00,92.93
1938.00,92.95
1937.00,92.98
1936.00,93.01
1935.00,93.04
1934.00,93.06
1933.00,93.09
1932.00,93.12
1931.00,93.16
1930.00,93.19
1929.00,93.22
1928.00,93.24
1927.00,93.26
1926.00,93.28
1925.00,93.30
1924.00,93.31
1923.00,93.33
1922.00,93.34
1921.00,93.34
1920.00,93.35
1919.00,93.37
1918.00,93.41
1917.00,93.44
1916.00,93.47
1915.00,93.48
1914.00,93.49
1913.00,93.48
1912.00,93.47
1911.00,93.46
1910.00,93.46
1909.00,93.48
1908.00,93.50
1907.00,93.53
1906.00,93.55
1905.00,93.56
1904.00,93.56
1903.00,93.56
1902.00,93.56
1901.00,93.59
1900.00,93.62
1899.00,93.68
1898.00,93.73
1897.00,93.75
1896.00,93.76
1895.00,93.75
1894.00,93.76
1893.00,93.77
1892.00,93.79
1891.00,93.79
1890.00,93.78
1889.00,93.77
1888.00,93.76
1887.00,93.78
1886.00,93.81
1885.00,93.82
1884.00,93.82
1883.00,93.81
1882.00,93.81
1881.00,93.83
1880.00,93.85
1879.00,93.87
1878.00,93.87
1877.00,93.87
1876.00,93.87
1875.00,93.87
1874.00,93.88
1873.00,93.91
1872.00,93.93
1871.00,93.95
1870.00,93.97
1869.00,93.98
1868.00,93.97
1867.00,93.95
1866.00,93.92
1865.00,93.91
1864.00,93.92
1863.00,93.96
1862.00,93.99
1861.00,93.99
1860.00,93.97
1859.00,93.96
1858.00,93.95
1857.00,93.97
1856.00,93.99
1855.00,94.00
1854.00,94.00
1853.00,94.01
1852.00,94.02
1851.00,94.03
1850.00,94.02
1849.00,94.02
1848.00,94.04
1847.00,94.07
1846.00,94.11
1845.00,94.14
1844.00,94.15
1843.00,94.14
1842.00,94.12
1841.00,94.11
1840.00,94.10
1839.00,94.11
1838.00,94.13
1837.00,94.14
1836.00,94.14
1835.00,94.14
1834.00,94.14
1833.00,94.14
1832.00,94.15
1831.00,94.16
1830.00,94.17
1829.00,94.16
1828.00,94.15
1827.00,94.15
1826.00,94.15
1825.00,94.16
1824.00,94.16
1823.00,94.16
1822.00,94.16
1821.00,94.17
1820.00,94.18
1819.00,94.21
1818.00,94.25
1817.00,94.27
1816.00,94.27
1815.00,94.26
1814.00,94.26
1813.00,94.27
1812.00,94.28
1811.00,94.30
1810.00,94.30
1809.00,94.30
1808.00,94.30
1807.00,94.31
1806.00,94.32
1805.00,94.33
1804.00,94.33
1803.00,94.33
1802.00,94.34
1801.00,94.35
1800.00,94.37
1799.00,94.38
1798.00,94.37
1797.00,94.35
1796.00,94.34
1795.00,94.33
1794.00,94.34
1793.00,94.35
1792.00,94.36
1791.00,94.36
1790.00,94.36
1789.00,94.36
1788.00,94.36
1787.00,94.36
1786.00,94.36
1785.00,94.37
1784.00,94.38
1783.00,94.39
1782.00,94.40
1781.00,94.40
1780.00,94.40
1779.00,94.40
1778.00,94.41
1777.00,94.41
1776.00,94.41
1775.00,94.40
1774.00,94.39
1773.00,94.39
1772.00,94.40
1771.00,94.41
1770.00,94.41
1769.00,94.41
1768.00,94.40
1767.00,94.39
1766.00,94.39
1765.00,94.39
1764.00,94.39
1763.00,94.40
1762.00,94.41
1761.00,94.41
1760.00,94.40
1759.00,94.39
1758.00,94.38
1757.00,94.37
1756.00,94.36
1755.00,94.33
1754.00,94.31
1753.00,94.29
1752.00,94.28
1751.00,94.28
1750.00,94.27
1749.00,94.27
1748.00,94.26
1747.00,94.25
1746.00,94.21
1745.00,94.17
1744.00,94.14
1743.00,94.11
1742.00,94.10
1741.00,94.09
1740.00,94.06
1739.00,94.03
1738.00,93.99
1737.00,93.96
1736.00,93.93
1735.00,93.91
1734.00,93.87
1733.00,93.84
1732.00,93.83
1731.00,93.84
1730.00,93.86
1729.00,93.89
1728.00,93.91
1727.00,93.92
1726.00,93.93
1725.00,93.94
1724.00,93.96
1723.00,93.98
1722.00,94.00
1721.00,94.01
1720.00,94.01
1719.00,94.02
1718.00,94.03
1717.00,94.05
1716.00,94.09
1715.00,94.13
1714.00,94.15
1713.00,94.16
1712.00,94.16
1711.00,94.15
1710.00,94.15
1709.00,94.15
1708.00,94.16
1707.00,94.16
1706.00,94.17
1705.00,94.17
1704.00,94.18
1703.00,94.19
1702.00,94.20
1701.00,94.22
1700.00,94.22
1699.00,94.22
1698.00,94.22
1697.00,94.22
1696.00,94.22
1695.00,94.22
1694.00,94.22
1693.00,94.23
1692.00,94.24
1691.00,94.24
1690.00,94.24
1689.00,94.24
1688.00,94.25
1687.00,94.26
1686.00,94.27
1685.00,94.28
1684.00,94.28
1683.00,94.28
1682.00,94.28
1681.00,94.28
1680.00,94.29
1679.00,94.30
1678.00,94.31
1677.00,94.30
1676.00,94.29
1675.00,94.27
1674.00,94.26
1673.00,94.26
1672.00,94.27
1671.00,94.26
1670.00,94.25
1669.00,94.23
1668.00,94.23
1667.00,94.23
1666.00,94.23
1665.00,94.23
1664.00,94.23
1663.00,94.22
1662.00,94.21
1661.00,94.21
1660.00,94.22
1659.00,94.22
1658.00,94.23
1657.00,94.24
1656.00,94.24
1655.00,94.24
1654.00,94.22
1653.00,94.19
1652.00,94.16
1651.00,94.16
1650.00,94.16
1649.00,94.15
1648.00,94.15
1647.00,94.16
1646.00,94.15
1645.00,94.15
1644.00,94.13
1643.00,94.12
1642.00,94.11
1641.00,94.09
1640.00,94.07
1639.00,94.06
1638.00,94.06
1637.00,94.07
1636.00,94.07
1635.00,94.06
1634.00,94.05
1633.00,94.05
1632.00,94.04
1631.00,94.04
1630.00,94.04
1629.00,94.02
1628.00,94.01
1627.00,94.01
1626.00,94.01
1625.00,94.01
1624.00,94.00
1623.00,93.98
1622.00,93.96
1621.00,93.95
1620.00,93.96
1619.00,93.97
1618.00,93.98
1617.00,93.98
1616.00,93.98
1615.00,93.97
1614.00,93.96
1613.00,93.97
1612.00,93.98
1611.00,94.00
1610.00,94.01
1609.00,94.01
1608.00,94.01
1607.00,94.01
1606.00,94.02
1605.00,94.02
1604.00,94.02
1603.00,94.03
1602.00,94.04
1601.00,94.05
1600.00,94.07
1599.00,94.08
1598.00,94.10
1597.00,94.11
1596.00,94.13
1595.00,94.13
1594.00,94.13
1593.00,94.13
1592.00,94.14
1591.00,94.15
1590.00,94.17
1589.00,94.19
1588.00,94.21
1587.00,94.23
1586.00,94.24
1585.00,94.25
1584.00,94.26
1583.00,94.26
1582.00,94.27
1581.00,94.27
1580.00,94.26
1579.00,94.26
1578.00,94.25
1577.00,94.25
1576.00,94.25
1575.00,94.26
1574.00,94.26
1573.00,94.26
1572.00,94.26
1571.00,94.26
1570.00,94.27
1569.00,94.28
1568.00,94.29
1567.00,94.30
1566.00,94.30
1565.00,94.30
1564.00,94.30
1563.00,94.30
1562.00,94.29
1561.00,94.29
1560.00,94.29
1559.00,94.29
1558.00,94.29
1557.00,94.30
1556.00,94.31
1555.00,94.32
1554.00,94.31
1553.00,94.30
1552.00,94.28
1551.00,94.28
1550.00,94.28
1549.00,94.28
1548.00,94.27
1547.00,94.26
1546.00,94.25
1545.00,94.25
1544.00,94.26
1543.00,94.27
1542.00,94.28
1541.00,94.29
1540.00,94.29
1539.00,94.28
1538.00,94.28
1537.00,94.28
1536.00,94.29
1535.00,94.30
1534.00,94.31
1533.00,94.33
1532.00,94.34
1531.00,94.34
1530.00,94.34
1529.00,94.34
1528.00,94.33
1527.00,94.33
1526.00,94.33
1525.00,94.33
1524.00,94.32
1523.00,94.30
1522.00,94.29
1521.00,94.29
1520.00,94.30
1519.00,94.31
1518.00,94.31
1517.00,94.31
1516.00,94.31
1515.00,94.33
1514.00,94.34
1513.00,94.36
1512.00,94.36
1511.00,94.36
1510.00,94.34
1509.00,94.31
1508.00,94.29
1507.00,94.29
1506.00,94.29
1505.00,94.30
1504.00,94.30
1503.00,94.31
1502.00,94.31
1501.00,94.29
1500.00,94.28
1499.00,94.27
1498.00,94.27
1497.00,94.29
1496.00,94.30
1495.00,94.30
1494.00,94.30
1493.00,94.28
1492.00,94.27
1491.00,94.26
1490.00,94.26
1489.00,94.25
1488.00,94.25
1487.00,94.24
1486.00,94.23
1485.00,94.21
1484.00,94.20
1483.00,94.19
1482.00,94.20
1481.00,94.21
1480.00,94.22
1479.00,94.22
1478.00,94.22
1477.00,94.22
1476.00,94.20
1475.00,94.19
1474.00,94.18
1473.00,94.18
1472.00,94.17
1471.00,94.16
1470.00,94.15
1469.00,94.14
1468.00,94.12
1467.00,94.11
1466.00,94.08
1465.00,94.04
1464.00,93.98
1463.00,93.92
1462.00,93.86
1461.00,93.77
1460.00,93.66
1459.00,93.51
1458.00,93.28
1457.00,92.98
1456.00,92.68
1455.00,92.43
1454.00,92.21
1453.00,91.99
1452.00,91.75
1451.00,91.51
1450.00,91.28
1449.00,91.05
1448.00,90.83
1447.00,90.63
1446.00,90.44
1445.00,90.25
1444.00,90.06
1443.00,89.88
1442.00,89.74
1441.00,89.61
1440.00,89.51
1439.00,89.46
1438.00,89.45
1437.00,89.50
1436.00,89.60
1435.00,89.73
1434.00,89.89
1433.00,90.06
1432.00,90.25
1431.00,90.48
1430.00,90.72
1429.00,90.96
1428.00,91.17
1427.00,91.36
1426.00,91.52
1425.00,91.68
1424.00,91.84
1423.00,91.99
1422.00,92.12
1421.00,92.23
1420.00,92.35
1419.00,92.47
1418.00,92.58
1417.00,92.69
1416.00,92.79
1415.00,92.88
1414.00,92.98
1413.00,93.06
1412.00,93.14
1411.00,93.20
1410.00,93.26
1409.00,93.31
1408.00,93.36
1407.00,93.40
1406.00,93.44
1405.00,93.47
1404.00,93.49
1403.00,93.50
1402.00,93.51
1401.00,93.52
1400.00,93.53
1399.00,93.54
1398.00,93.53
1397.00,93.51
1396.00,93.49
1395.00,93.46
1394.00,93.43
1393.00,93.42
1392.00,93.40
1391.00,93.38
1390.00,93.35
1389.00,93.30
1388.00,93.26
1387.00,93.21
1386.00,93.18
1385.00,93.16
1384.00,93.13
1383.00,93.10
1382.00,93.07
1381.00,93.03
1380.00,93.00
1379.00,92.96
1378.00,92.92
1377.00,92.87
1376.00,92.83
1375.00,92.79
1374.00,92.75
1373.00,92.70
1372.00,92.65
1371.00,92.57
1370.00,92.49
1369.00,92.41
1368.00,92.34
1367.00,92.28
1366.00,92.21
1365.00,92.15
1364.00,92.08
1363.00,92.01
1362.00,91.94
1361.00,91.87
1360.00,91.81
1359.00,91.76
1358.00,91.71
1357.00,91.67
1356.00,91.65
1355.00,91.64
1354.00,91.65
1353.00,91.67
1352.00,91.69
1351.00,91.72
1350.00,91.74
1349.00,91.78
1348.00,91.81
1347.00,91.85
1346.00,91.88
1345.00,91.91
1344.00,91.94
1343.00,91.97
1342.00,92.00
1341.00,92.02
1340.00,92.04
1339.00,92.06
1338.00,92.08
1337.00,92.10
1336.00,92.11
1335.00,92.12
1334.00,92.12
1333.00,92.12
1332.00,92.10
1331.00,92.09
1330.00,92.07
1329.00,92.07
1328.00,92.06
1327.00,92.05
1326.00,92.02
1325.00,91.99
1324.00,91.97
1323.00,91.96
1322.00,91.96
1321.00,91.97
1320.00,91.97
1319.00,91.97
1318.00,91.97
1317.00,91.97
1316.00,91.97
1315.00,91.96
1314.00,91.95
1313.00,91.92
1312.00,91.89
1311.00,91.87
1310.00,91.86
1309.00,91.85
1308.00,91.84
1307.00,91.82
1306.00,91.80
1305.00,91.78
1304.00,91.76
1303.00,91.74
1302.00,91.72
1301.00,91.68
1300.00,91.63
1299.00,91.59
1298.00,91.55
1297.00,91.52
1296.00,91.48
1295.00,91.43
1294.00,91.38
1293.00,91.34
1292.00,91.30
1291.00,91.29
1290.00,91.28
1289.00,91.28
1288.00,91.28
1287.00,91.29
1286.00,91.30
1285.00,91.31
1284.00,91.33
1283.00,91.34
1282.00,91.35
1281.00,91.37
1280.00,91.38
1279.00,91.40
1278.00,91.42
1277.00,91.43
1276.00,91.43
1275.00,91.42
1274.00,91.40
1273.00,91.37
1272.00,91.33
1271.00,91.30
1270.00,91.25
1269.00,91.18
1268.00,91.09
1267.00,90.99
1266.00,90.89
1265.00,90.81
1264.00,90.73
1263.00,90.67
1262.00,90.60
1261.00,90.53
1260.00,90.46
1259.00,90.41
1258.00,90.37
1257.00,90.34
1256.00,90.32
1255.00,90.30
1254.00,90.28
1253.00,90.27
1252.00,90.27
1251.00,90.27
1250.00,90.29
1249.00,90.30
1248.00,90.29
1247.00,90.28
1246.00,90.25
1245.00,90.23
1244.00,90.21
1243.00,90.19
1242.00,90.17
1241.00,90.17
1240.00,90.16
1239.00,90.16
1238.00,90.17
1237.00,90.18
1236.00,90.21
1235.00,90.26
1234.00,90.33
1233.00,90.42
1232.00,90.50
1231.00,90.59
1230.00,90.67
1229.00,90.74
1228.00,90.79
1227.00,90.83
1226.00,90.85
1225.00,90.85
1224.00,90.85
1223.00,90.83
1222.00,90.82
1221.00,90.81
1220.00,90.79
1219.00,90.76
1218.00,90.73
1217.00,90.71
1216.00,90.68
1215.00,90.64
1214.00,90.59
1213.00,90.55
1212.00,90.53
1211.00,90.52
1210.00,90.53
1209.00,90.53
1208.00,90.52
1207.00,90.51
1206.00,90.51
1205.00,90.52
1204.00,90.54
1203.00,90.55
1202.00,90.56
1201.00,90.58
1200.00,90.60
1199.00,90.63
1198.00,90.66
1197.00,90.71
1196.00,90.75
1195.00,90.80
1194.00,90.83
1193.00,90.85
1192.00,90.87
1191.00,90.90
1190.00,90.92
1189.00,90.93
1188.00,90.95
1187.00,90.97
1186.00,90.99
1185.00,91.00
1184.00,91.01
1183.00,91.02
1182.00,91.04
1181.00,91.07
1180.00,91.11
1179.00,91.13
1178.00,91.14
1177.00,91.14
1176.00,91.15
1175.00,91.17
1174.00,91.20
1173.00,91.22
1172.00,91.25
1171.00,91.27
1170.00,91.29
1169.00,91.33
1168.00,91.36
1167.00,91.41
1166.00,91.47
1165.00,91.54
1164.00,91.63
1163.00,91.72
1162.00,91.79
1161.00,91.86
1160.00,91.92
1159.00,91.96
1158.00,91.99
1157.00,92.01
1156.00,92.02
1155.00,92.03
1154.00,92.02
1153.00,92.02
1152.00,92.02
1151.00,92.03
1150.00,92.04
1149.00,92.06
1148.00,92.08
1147.00,92.11
1146.00,92.15
1145.00,92.17
1144.00,92.19
1143.00,92.21
1142.00,92.22
1141.00,92.23
1140.00,92.23
1139.00,92.23
1138.00,92.23
1137.00,92.24
1136.00,92.26
1135.00,92.26
1134.00,92.24
1133.00,92.19
1132.00,92.14
1131.00,92.09
1130.00,92.05
1129.00,91.99
1128.00,91.92
1127.00,91.85
1126.00,91.78
1125.00,91.70
1124.00,91.61
1123.00,91.52
1122.00,91.45
1121.00,91.40
1120.00,91.37
1119.00,91.33
1118.00,91.29
1117.00,91.24
1116.00,91.18
1115.00,91.10
1114.00,91.02
1113.00,90.95
1112.00,90.91
1111.00,90.90
1110.00,90.91
1109.00,90.92
1108.00,90.92
1107.00,90.92
1106.00,90.92
1105.00,90.94
1104.00,90.95
1103.00,90.93
1102.00,90.89
1101.00,90.85
1100.00,90.85
1099.00,90.87
1098.00,90.89
1097.00,90.91
1096.00,90.92
1095.00,90.92
1094.00,90.93
1093.00,90.94
1092.00,90.95
1091.00,90.97
1090.00,91.01
1089.00,91.05
1088.00,91.10
1087.00,91.13
1086.00,91.14
1085.00,91.13
1084.00,91.11
1083.00,91.10
1082.00,91.09
1081.00,91.10
1080.00,91.11
1079.00,91.13
1078.00,91.14
1077.00,91.14
1076.00,91.11
1075.00,91.07
1074.00,91.06
1073.00,91.07
1072.00,91.10
1071.00,91.14
1070.00,91.15
1069.00,91.13
1068.00,91.10
1067.00,91.07
1066.00,91.07
1065.00,91.07
1064.00,91.05
1063.00,91.01
1062.00,90.96
1061.00,90.91
1060.00,90.88
1059.00,90.87
1058.00,90.87
1057.00,90.87
1056.00,90.86
1055.00,90.83
1054.00,90.81
1053.00,90.78
1052.00,90.75
1051.00,90.73
1050.00,90.71
1049.00,90.68
1048.00,90.65
1047.00,90.61
1046.00,90.56
1045.00,90.51
1044.00,90.46
1043.00,90.40
1042.00,90.33
1041.00,90.27
1040.00,90.24
1039.00,90.23
1038.00,90.22
1037.00,90.23
1036.00,90.26
1035.00,90.32
1034.00,90.38
1033.00,90.43
1032.00,90.47
1031.00,90.52
1030.00,90.58
1029.00,90.64
1028.00,90.68
1027.00,90.73
1026.00,90.78
1025.00,90.83
1024.00,90.86
1023.00,90.88
1022.00,90.89
1021.00,90.89
1020.00,90.86
1019.00,90.84
1018.00,90.81
1017.00,90.80
1016.00,90.78
1015.00,90.74
1014.00,90.67
1013.00,90.59
1012.00,90.49
1011.00,90.40
1010.00,90.34
1009.00,90.29
1008.00,90.27
1007.00,90.23
1006.00,90.19
1005.00,90.14
1004.00,90.10
1003.00,90.07
1002.00,90.04
1001.00,90.01
1000.00,89.98
999.00,89.98
998.00,89.97
997.00,89.97
996.00,89.97
995.00,89.98
994.00,89.98
993.00,89.98
992.00,89.99
991.00,90.00
990.00,90.03
989.00,90.05
988.00,90.06
987.00,90.07
986.00,90.09
985.00,90.13
984.00,90.16
983.00,90.18
982.00,90.21
981.00,90.23
980.00,90.24
979.00,90.25
978.00,90.27
977.00,90.30
976.00,90.34
975.00,90.37
974.00,90.38
973.00,90.38
972.00,90.38
971.00,90.39
970.00,90.42
969.00,90.44
968.00,90.46
967.00,90.48
966.00,90.48
965.00,90.46
964.00,90.44
963.00,90.42
962.00,90.42
961.00,90.44
960.00,90.47
959.00,90.49
958.00,90.50
957.00,90.52
956.00,90.53
955.00,90.52
954.00,90.52
953.00,90.53
952.00,90.55
951.00,90.59
950.00,90.63
949.00,90.66
948.00,90.67
947.00,90.68
946.00,90.68
945.00,90.69
944.00,90.70
943.00,90.71
942.00,90.73
941.00,90.75
940.00,90.75
939.00,90.76
938.00,90.76
937.00,90.77
936.00,90.79
935.00,90.83
934.00,90.87
933.00,90.89
932.00,90.89
931.00,90.87
930.00,90.86
929.00,90.86
928.00,90.89
927.00,90.90
926.00,90.90
925.00,90.86
924.00,90.83
923.00,90.81
922.00,90.83
921.00,90.85
920.00,90.88
919.00,90.89
918.00,90.88
917.00,90.86
916.00,90.83
915.00,90.81
914.00,90.82
913.00,90.86
912.00,90.89
911.00,90.89
910.00,90.88
909.00,90.87
908.00,90.87
907.00,90.87
906.00,90.88
905.00,90.89
904.00,90.89
903.00,90.89
902.00,90.89
