Created as New Dataset,Puma stretch viscose (Pink)
cm-1,%T
2459.00,96.19
2458.00,96.18
2457.00,96.18
2456.00,96.18
2455.00,96.19
2454.00,96.21
2453.00,96.25
2452.00,96.28
2451.00,96.30
2450.00,96.29
2449.00,96.28
2448.00,96.26
2447.00,96.25
2446.00,96.24
2445.00,96.22
2444.00,96.21
2443.00,96.21
2442.00,96.21
2441.00,96.21
2440.00,96.22
2439.00,96.23
2438.00,96.25
2437.00,96.27
2436.00,96.27
2435.00,96.27
2434.00,96.26
2433.00,96.26
2432.00,96.27
2431.00,96.27
2430.00,96.28
2429.00,96.28
2428.00,96.29
2427.00,96.29
2426.00,96.29
2425.00,96.30
2424.00,96.33
2423.00,96.36
2422.00,96.38
2421.00,96.38
2420.00,96.35
2419.00,96.33
2418.00,96.32
2417.00,96.32
2416.00,96.32
2415.00,96.32
2414.00,96.32
2413.00,96.32
2412.00,96.32
2411.00,96.33
2410.00,96.36
2409.00,96.38
2408.00,96.41
2407.00,96.43
2406.00,96.44
2405.00,96.45
2404.00,96.45
2403.00,96.44
2402.00,96.43
2401.00,96.44
2400.00,96.45
2399.00,96.47
2398.00,96.48
2397.00,96.49
2396.00,96.49
2395.00,96.50
2394.00,96.50
2393.00,96.50
2392.00,96.50
2391.00,96.50
2390.00,96.52
2389.00,96.53
2388.00,96.55
2387.00,96.56
2386.00,96.57
2385.00,96.58
2384.00,96.59
2383.00,96.58
2382.00,96.58
2381.00,96.58
2380.00,96.58
2379.00,96.60
2378.00,96.64
2377.00,96.69
2376.00,96.74
2375.00,96.79
2374.00,96.83
2373.00,96.86
2372.00,96.86
2371.00,96.85
2370.00,96.81
2369.00,96.75
2368.00,96.70
2367.00,96.66
2366.00,96.64
2365.00,96.65
2364.00,96.66
2363.00,96.64
2362.00,96.59
2361.00,96.57
2360.00,96.64
2359.00,96.75
2358.00,96.81
2357.00,96.78
2356.00,96.71
2355.00,96.69
2354.00,96.72
2353.00,96.79
2352.00,96.83
2351.00,96.84
2350.00,96.83
2349.00,96.80
2348.00,96.80
2347.00,96.84
2346.00,96.89
2345.00,96.93
2344.00,96.94
2343.00,96.91
2342.00,96.85
2341.00,96.82
2340.00,96.83
2339.00,96.89
2338.00,96.93
2337.00,96.93
2336.00,96.89
2335.00,96.85
2334.00,96.82
2333.00,96.79
2332.00,96.77
2331.00,96.76
2330.00,96.77
2329.00,96.78
2328.00,96.76
2327.00,96.72
2326.00,96.68
2325.00,96.65
2324.00,96.65
2323.00,96.65
2322.00,96.64
2321.00,96.61
2320.00,96.59
2319.00,96.57
2318.00,96.56
2317.00,96.55
2316.00,96.55
2315.00,96.57
2314.00,96.60
2313.00,96.62
2312.00,96.61
2311.00,96.59
2310.00,96.54
2309.00,96.49
2308.00,96.45
2307.00,96.43
2306.00,96.43
2305.00,96.43
2304.00,96.41
2303.00,96.40
2302.00,96.39
2301.00,96.38
2300.00,96.37
2299.00,96.36
2298.00,96.33
2297.00,96.29
2296.00,96.24
2295.00,96.20
2294.00,96.18
2293.00,96.17
2292.00,96.16
2291.00,96.16
2290.00,96.16
2289.00,96.16
2288.00,96.15
2287.00,96.13
2286.00,96.09
2285.00,96.05
2284.00,96.01
2283.00,95.98
2282.00,95.97
2281.00,95.98
2280.00,95.99
2279.00,95.99
2278.00,95.99
2277.00,95.97
2276.00,95.94
2275.00,95.91
2274.00,95.90
2273.00,95.88
2272.00,95.85
2271.00,95.80
2270.00,95.76
2269.00,95.72
2268.00,95.70
2267.00,95.70
2266.00,95.71
2265.00,95.72
2264.00,95.73
2263.00,95.74
2262.00,95.75
2261.00,95.75
2260.00,95.73
2259.00,95.70
2258.00,95.66
2257.00,95.64
2256.00,95.62
2255.00,95.61
2254.00,95.60
2253.00,95.60
2252.00,95.60
2251.00,95.59
2250.00,95.58
2249.00,95.56
2248.00,95.55
2247.00,95.55
2246.00,95.58
2245.00,95.61
2244.00,95.62
2243.00,95.59
2242.00,95.54
2241.00,95.48
2240.00,95.46
2239.00,95.46
2238.00,95.47
2237.00,95.47
2236.00,95.43
2235.00,95.36
2234.00,95.30
2233.00,95.25
2232.00,95.24
2231.00,95.25
2230.00,95.26
2229.00,95.28
2228.00,95.28
2227.00,95.27
2226.00,95.26
2225.00,95.27
2224.00,95.28
2223.00,95.29
2222.00,95.28
2221.00,95.25
2220.00,95.21
2219.00,95.17
2218.00,95.15
2217.00,95.14
2216.00,95.13
2215.00,95.11
2214.00,95.10
2213.00,95.11
2212.00,95.13
2211.00,95.14
2210.00,95.15
2209.00,95.14
2208.00,95.12
2207.00,95.06
2206.00,94.98
2205.00,94.92
2204.00,94.90
2203.00,94.93
2202.00,94.98
2201.00,95.00
2200.00,94.96
2199.00,94.90
2198.00,94.87
2197.00,94.89
2196.00,94.96
2195.00,95.01
2194.00,95.03
2193.00,95.01
2192.00,94.95
2191.00,94.90
2190.00,94.86
2189.00,94.85
2188.00,94.85
2187.00,94.84
2186.00,94.82
2185.00,94.78
2184.00,94.71
2183.00,94.63
2182.00,94.58
2181.00,94.58
2180.00,94.60
2179.00,94.58
2178.00,94.55
2177.00,94.53
2176.00,94.54
2175.00,94.56
2174.00,94.55
2173.00,94.51
2172.00,94.46
2171.00,94.43
2170.00,94.42
2169.00,94.43
2168.00,94.41
2167.00,94.36
2166.00,94.28
2165.00,94.20
2164.00,94.12
2163.00,94.07
2162.00,94.04
2161.00,94.05
2160.00,94.11
2159.00,94.20
2158.00,94.30
2157.00,94.43
2156.00,94.56
2155.00,94.68
2154.00,94.77
2153.00,94.83
2152.00,94.84
2151.00,94.79
2150.00,94.73
2149.00,94.70
2148.00,94.73
2147.00,94.82
2146.00,94.92
2145.00,95.01
2144.00,95.09
2143.00,95.17
2142.00,95.23
2141.00,95.28
2140.00,95.31
2139.00,95.32
2138.00,95.34
2137.00,95.37
2136.00,95.41
2135.00,95.46
2134.00,95.49
2133.00,95.51
2132.00,95.53
2131.00,95.57
2130.00,95.64
2129.00,95.72
2128.00,95.79
2127.00,95.81
2126.00,95.80
2125.00,95.76
2124.00,95.73
2123.00,95.71
2122.00,95.70
2121.00,95.70
2120.00,95.72
2119.00,95.74
2118.00,95.74
2117.00,95.73
2116.00,95.72
2115.00,95.71
2114.00,95.71
2113.00,95.70
2112.00,95.68
2111.00,95.66
2110.00,95.64
2109.00,95.63
2108.00,95.64
2107.00,95.65
2106.00,95.65
2105.00,95.64
2104.00,95.62
2103.00,95.62
2102.00,95.62
2101.00,95.62
2100.00,95.62
2099.00,95.61
2098.00,95.61
2097.00,95.64
2096.00,95.70
2095.00,95.77
2094.00,95.82
2093.00,95.83
2092.00,95.81
2091.00,95.76
2090.00,95.70
2089.00,95.65
2088.00,95.61
2087.00,95.61
2086.00,95.63
2085.00,95.67
2084.00,95.69
2083.00,95.68
2082.00,95.64
2081.00,95.61
2080.00,95.58
2079.00,95.57
2078.00,95.56
2077.00,95.56
2076.00,95.56
2075.00,95.57
2074.00,95.58
2073.00,95.57
2072.00,95.55
2071.00,95.52
2070.00,95.49
2069.00,95.48
2068.00,95.49
2067.00,95.51
2066.00,95.51
2065.00,95.48
2064.00,95.44
2063.00,95.42
2062.00,95.43
2061.00,95.46
2060.00,95.49
2059.00,95.50
2058.00,95.48
2057.00,95.44
2056.00,95.42
2055.00,95.41
2054.00,95.38
2053.00,95.30
2052.00,95.20
2051.00,95.10
2050.00,95.05
2049.00,95.04
2048.00,95.03
2047.00,95.01
2046.00,95.00
2045.00,94.99
2044.00,94.97
2043.00,94.95
2042.00,94.92
2041.00,94.88
2040.00,94.84
2039.00,94.80
2038.00,94.75
2037.00,94.68
2036.00,94.59
2035.00,94.52
2034.00,94.51
2033.00,94.56
2032.00,94.65
2031.00,94.72
2030.00,94.75
2029.00,94.76
2028.00,94.76
2027.00,94.75
2026.00,94.75
2025.00,94.74
2024.00,94.74
2023.00,94.73
2022.00,94.73
2021.00,94.74
2020.00,94.77
2019.00,94.82
2018.00,94.89
2017.00,94.95
2016.00,94.96
2015.00,94.93
2014.00,94.85
2013.00,94.78
2012.00,94.74
2011.00,94.74
2010.00,94.78
2009.00,94.83
2008.00,94.91
2007.00,95.01
2006.00,95.09
2005.00,95.13
2004.00,95.14
2003.00,95.15
2002.00,95.18
2001.00,95.19
2000.00,95.17
1999.00,95.14
1998.00,95.13
1997.00,95.13
1996.00,95.14
1995.00,95.16
1994.00,95.19
1993.00,95.23
1992.00,95.28
1991.00,95.29
1990.00,95.27
1989.00,95.20
1988.00,95.12
1987.00,95.05
1986.00,94.99
1985.00,94.94
1984.00,94.90
1983.00,94.88
1982.00,94.86
1981.00,94.85
1980.00,94.85
1979.00,94.85
1978.00,94.87
1977.00,94.90
1976.00,94.92
1975.00,94.94
1974.00,94.93
1973.00,94.92
1972.00,94.94
1971.00,95.02
1970.00,95.15
1969.00,95.28
1968.00,95.33
1967.00,95.30
1966.00,95.26
1965.00,95.23
1964.00,95.24
1963.00,95.27
1962.00,95.31
1961.00,95.35
1960.00,95.38
1959.00,95.39
1958.00,95.38
1957.00,95.38
1956.00,95.41
1955.00,95.47
1954.00,95.53
1953.00,95.58
1952.00,95.63
1951.00,95.68
1950.00,95.71
1949.00,95.73
1948.00,95.74
1947.00,95.75
1946.00,95.79
1945.00,95.84
1944.00,95.89
1943.00,95.92
1942.00,95.93
1941.00,95.92
1940.00,95.93
1939.00,95.97
1938.00,96.02
1937.00,96.04
1936.00,96.03
1935.00,95.99
1934.00,95.97
1933.00,95.99
1932.00,96.04
1931.00,96.09
1930.00,96.11
1929.00,96.10
1928.00,96.10
1927.00,96.11
1926.00,96.12
1925.00,96.13
1924.00,96.17
1923.00,96.22
1922.00,96.27
1921.00,96.28
1920.00,96.27
1919.00,96.25
1918.00,96.25
1917.00,96.27
1916.00,96.28
1915.00,96.30
1914.00,96.33
1913.00,96.36
1912.00,96.38
1911.00,96.38
1910.00,96.38
1909.00,96.38
1908.00,96.39
1907.00,96.42
1906.00,96.45
1905.00,96.47
1904.00,96.49
1903.00,96.50
1902.00,96.50
1901.00,96.49
1900.00,96.49
1899.00,96.50
1898.00,96.52
1897.00,96.54
1896.00,96.55
1895.00,96.55
1894.00,96.54
1893.00,96.54
1892.00,96.54
1891.00,96.55
1890.00,96.55
1889.00,96.57
1888.00,96.61
1887.00,96.64
1886.00,96.66
1885.00,96.66
1884.00,96.65
1883.00,96.65
1882.00,96.66
1881.00,96.67
1880.00,96.66
1879.00,96.65
1878.00,96.61
1877.00,96.58
1876.00,96.57
1875.00,96.57
1874.00,96.59
1873.00,96.61
1872.00,96.63
1871.00,96.64
1870.00,96.66
1869.00,96.69
1868.00,96.72
1867.00,96.73
1866.00,96.71
1865.00,96.68
1864.00,96.67
1863.00,96.69
1862.00,96.72
1861.00,96.75
1860.00,96.76
1859.00,96.77
1858.00,96.77
1857.00,96.77
1856.00,96.76
1855.00,96.76
1854.00,96.75
1853.00,96.75
1852.00,96.74
1851.00,96.75
1850.00,96.76
1849.00,96.77
1848.00,96.77
1847.00,96.77
1846.00,96.78
1845.00,96.79
1844.00,96.82
1843.00,96.84
1842.00,96.85
1841.00,96.84
1840.00,96.83
1839.00,96.84
1838.00,96.86
1837.00,96.88
1836.00,96.90
1835.00,96.89
1834.00,96.87
1833.00,96.83
1832.00,96.81
1831.00,96.80
1830.00,96.82
1829.00,96.85
1828.00,96.86
1827.00,96.86
1826.00,96.85
1825.00,96.86
1824.00,96.86
1823.00,96.86
1822.00,96.85
1821.00,96.85
1820.00,96.86
1819.00,96.88
1818.00,96.90
1817.00,96.91
1816.00,96.90
1815.00,96.90
1814.00,96.91
1813.00,96.93
1812.00,96.96
1811.00,96.98
1810.00,96.98
1809.00,96.98
1808.00,96.99
1807.00,97.00
1806.00,97.01
1805.00,97.01
1804.00,97.01
1803.00,97.00
1802.00,97.00
1801.00,97.00
1800.00,97.00
1799.00,97.00
1798.00,97.00
1797.00,97.00
1796.00,96.99
1795.00,96.99
1794.00,97.00
1793.00,97.00
1792.00,97.01
1791.00,97.00
1790.00,96.99
1789.00,96.99
1788.00,96.98
1787.00,96.98
1786.00,96.97
1785.00,96.95
1784.00,96.94
1783.00,96.96
1782.00,96.98
1781.00,97.01
1780.00,97.02
1779.00,97.02
1778.00,97.01
1777.00,97.01
1776.00,97.01
1775.00,97.00
1774.00,96.99
1773.00,96.98
1772.00,96.99
1771.00,97.00
1770.00,97.01
1769.00,97.01
1768.00,97.01
1767.00,97.00
1766.00,97.00
1765.00,97.00
1764.00,97.00
1763.00,97.00
1762.00,97.01
1761.00,97.00
1760.00,96.99
1759.00,96.98
1758.00,96.98
1757.00,96.99
1756.00,96.99
1755.00,96.97
1754.00,96.95
1753.00,96.93
1752.00,96.92
1751.00,96.91
1750.00,96.90
1749.00,96.87
1748.00,96.84
1747.00,96.82
1746.00,96.82
1745.00,96.82
1744.00,96.82
1743.00,96.82
1742.00,96.81
1741.00,96.78
1740.00,96.73
1739.00,96.67
1738.00,96.60
1737.00,96.53
1736.00,96.45
1735.00,96.34
1734.00,96.21
1733.00,96.09
1732.00,95.98
1731.00,95.88
1730.00,95.78
1729.00,95.67
1728.00,95.56
1727.00,95.44
1726.00,95.33
1725.00,95.20
1724.00,95.07
1723.00,94.93
1722.00,94.79
1721.00,94.66
1720.00,94.54
1719.00,94.41
1718.00,94.28
1717.00,94.14
1716.00,94.00
1715.00,93.86
1714.00,93.74
1713.00,93.63
1712.00,93.53
1711.00,93.44
1710.00,93.36
1709.00,93.30
1708.00,93.25
1707.00,93.23
1706.00,93.24
1705.00,93.30
1704.00,93.39
1703.00,93.48
1702.00,93.60
1701.00,93.78
1700.00,93.99
1699.00,94.14
1698.00,94.22
1697.00,94.31
1696.00,94.44
1695.00,94.57
1694.00,94.65
1693.00,94.71
1692.00,94.76
1691.00,94.84
1690.00,94.90
1689.00,94.95
1688.00,94.98
1687.00,94.99
1686.00,95.01
1685.00,95.03
1684.00,95.04
1683.00,95.03
1682.00,95.01
1681.00,95.01
1680.00,95.02
1679.00,95.03
1678.00,95.03
1677.00,95.01
1676.00,94.99
1675.00,94.96
1674.00,94.94
1673.00,94.92
1672.00,94.91
1671.00,94.90
1670.00,94.87
1669.00,94.84
1668.00,94.82
1667.00,94.82
1666.00,94.83
1665.00,94.85
1664.00,94.86
1663.00,94.86
1662.00,94.86
1661.00,94.85
1660.00,94.84
1659.00,94.83
1658.00,94.83
1657.00,94.83
1656.00,94.83
1655.00,94.82
1654.00,94.78
1653.00,94.71
1652.00,94.68
1651.00,94.67
1650.00,94.68
1649.00,94.68
1648.00,94.68
1647.00,94.68
1646.00,94.67
1645.00,94.65
1644.00,94.62
1643.00,94.62
1642.00,94.63
1641.00,94.67
1640.00,94.71
1639.00,94.73
1638.00,94.75
1637.00,94.77
1636.00,94.79
1635.00,94.81
1634.00,94.82
1633.00,94.84
1632.00,94.86
1631.00,94.90
1630.00,94.93
1629.00,94.96
1628.00,94.98
1627.00,95.00
1626.00,95.03
1625.00,95.06
1624.00,95.10
1623.00,95.13
1622.00,95.16
1621.00,95.18
1620.00,95.19
1619.00,95.19
1618.00,95.21
1617.00,95.25
1616.00,95.29
1615.00,95.33
1614.00,95.36
1613.00,95.39
1612.00,95.42
1611.00,95.43
1610.00,95.45
1609.00,95.46
1608.00,95.47
1607.00,95.51
1606.00,95.55
1605.00,95.60
1604.00,95.64
1603.00,95.68
1602.00,95.70
1601.00,95.73
1600.00,95.74
1599.00,95.75
1598.00,95.75
1597.00,95.77
1596.00,95.80
1595.00,95.83
1594.00,95.86
1593.00,95.89
1592.00,95.91
1591.00,95.92
1590.00,95.92
1589.00,95.91
1588.00,95.92
1587.00,95.93
1586.00,95.94
1585.00,95.94
1584.00,95.93
1583.00,95.91
1582.00,95.90
1581.00,95.88
1580.00,95.86
1579.00,95.85
1578.00,95.84
1577.00,95.86
1576.00,95.90
1575.00,95.93
1574.00,95.95
1573.00,95.96
1572.00,95.98
1571.00,96.02
1570.00,96.07
1569.00,96.12
1568.00,96.16
1567.00,96.19
1566.00,96.21
1565.00,96.21
1564.00,96.21
1563.00,96.19
1562.00,96.19
1561.00,96.20
1560.00,96.21
1559.00,96.21
1558.00,96.21
1557.00,96.22
1556.00,96.23
1555.00,96.23
1554.00,96.24
1553.00,96.24
1552.00,96.24
1551.00,96.24
1550.00,96.24
1549.00,96.24
1548.00,96.24
1547.00,96.23
1546.00,96.20
1545.00,96.17
1544.00,96.14
1543.00,96.13
1542.00,96.15
1541.00,96.18
1540.00,96.22
1539.00,96.25
1538.00,96.26
1537.00,96.27
1536.00,96.27
1535.00,96.27
1534.00,96.27
1533.00,96.27
1532.00,96.28
1531.00,96.31
1530.00,96.34
1529.00,96.36
1528.00,96.38
1527.00,96.39
1526.00,96.39
1525.00,96.40
1524.00,96.41
1523.00,96.42
1522.00,96.42
1521.00,96.43
1520.00,96.44
1519.00,96.45
1518.00,96.45
1517.00,96.44
1516.00,96.44
1515.00,96.44
1514.00,96.45
1513.00,96.45
1512.00,96.44
1511.00,96.41
1510.00,96.37
1509.00,96.33
1508.00,96.27
1507.00,96.19
1506.00,96.11
1505.00,96.06
1504.00,96.05
1503.00,96.06
1502.00,96.09
1501.00,96.13
1500.00,96.17
1499.00,96.19
1498.00,96.20
1497.00,96.20
1496.00,96.20
1495.00,96.19
1494.00,96.19
1493.00,96.17
1492.00,96.15
1491.00,96.11
1490.00,96.05
1489.00,95.98
1488.00,95.91
1487.00,95.84
1486.00,95.78
1485.00,95.73
1484.00,95.67
1483.00,95.60
1482.00,95.52
1481.00,95.41
1480.00,95.32
1479.00,95.24
1478.00,95.15
1477.00,95.03
1476.00,94.91
1475.00,94.80
1474.00,94.71
1473.00,94.62
1472.00,94.52
1471.00,94.43
1470.00,94.36
1469.00,94.31
1468.00,94.27
1467.00,94.26
1466.00,94.23
1465.00,94.17
1464.00,94.10
1463.00,94.03
1462.00,93.98
1461.00,93.92
1460.00,93.85
1459.00,93.79
1458.00,93.73
1457.00,93.66
1456.00,93.60
1455.00,93.56
1454.00,93.52
1453.00,93.50
1452.00,93.47
1451.00,93.46
1450.00,93.46
1449.00,93.45
1448.00,93.46
1447.00,93.47
1446.00,93.48
1445.00,93.49
1444.00,93.48
1443.00,93.47
1442.00,93.46
1441.00,93.46
1440.00,93.46
1439.00,93.46
1438.00,93.45
1437.00,93.42
1436.00,93.39
1435.00,93.39
1434.00,93.40
1433.00,93.42
1432.00,93.42
1431.00,93.42
1430.00,93.40
1429.00,93.38
1428.00,93.38
1427.00,93.39
1426.00,93.40
1425.00,93.40
1424.00,93.39
1423.00,93.38
1422.00,93.37
1421.00,93.36
1420.00,93.33
1419.00,93.25
1418.00,93.17
1417.00,93.09
1416.00,93.02
1415.00,92.93
1414.00,92.84
1413.00,92.72
1412.00,92.61
1411.00,92.53
1410.00,92.47
1409.00,92.44
1408.00,92.46
1407.00,92.50
1406.00,92.59
1405.00,92.69
1404.00,92.79
1403.00,92.89
1402.00,92.98
1401.00,93.04
1400.00,93.08
1399.00,93.08
1398.00,93.07
1397.00,93.05
1396.00,93.02
1395.00,92.98
1394.00,92.93
1393.00,92.89
1392.00,92.85
1391.00,92.82
1390.00,92.79
1389.00,92.74
1388.00,92.68
1387.00,92.61
1386.00,92.54
1385.00,92.47
1384.00,92.39
1383.00,92.31
1382.00,92.23
1381.00,92.15
1380.00,92.05
1379.00,91.95
1378.00,91.86
1377.00,91.78
1376.00,91.72
1375.00,91.67
1374.00,91.63
1373.00,91.59
1372.00,91.57
1371.00,91.55
1370.00,91.53
1369.00,91.51
1368.00,91.50
1367.00,91.50
1366.00,91.52
1365.00,91.54
1364.00,91.56
1363.00,91.60
1362.00,91.64
1361.00,91.71
1360.00,91.79
1359.00,91.87
1358.00,91.95
1357.00,92.02
1356.00,92.08
1355.00,92.12
1354.00,92.16
1353.00,92.20
1352.00,92.23
1351.00,92.26
1350.00,92.28
1349.00,92.30
1348.00,92.32
1347.00,92.33
1346.00,92.35
1345.00,92.35
1344.00,92.33
1343.00,92.31
1342.00,92.29
1341.00,92.26
1340.00,92.22
1339.00,92.18
1338.00,92.14
1337.00,92.11
1336.00,92.08
1335.00,92.06
1334.00,92.05
1333.00,92.03
1332.00,92.02
1331.00,92.01
1330.00,92.01
1329.00,92.00
1328.00,91.99
1327.00,91.97
1326.00,91.94
1325.00,91.90
1324.00,91.85
1323.00,91.79
1322.00,91.74
1321.00,91.69
1320.00,91.63
1319.00,91.57
1318.00,91.51
1317.00,91.46
1316.00,91.43
1315.00,91.43
1314.00,91.43
1313.00,91.45
1312.00,91.48
1311.00,91.52
1310.00,91.59
1309.00,91.65
1308.00,91.72
1307.00,91.77
1306.00,91.83
1305.00,91.89
1304.00,91.95
1303.00,92.01
1302.00,92.05
1301.00,92.09
1300.00,92.13
1299.00,92.16
1298.00,92.20
1297.00,92.23
1296.00,92.25
1295.00,92.27
1294.00,92.27
1293.00,92.26
1292.00,92.24
1291.00,92.22
1290.00,92.20
1289.00,92.18
1288.00,92.15
1287.00,92.10
1286.00,92.03
1285.00,91.94
1284.00,91.84
1283.00,91.72
1282.00,91.60
1281.00,91.47
1280.00,91.33
1279.00,91.20
1278.00,91.08
1277.00,90.98
1276.00,90.88
1275.00,90.78
1274.00,90.68
1273.00,90.58
1272.00,90.48
1271.00,90.38
1270.00,90.30
1269.00,90.21
1268.00,90.13
1267.00,90.06
1266.00,90.01
1265.00,89.97
1264.00,89.97
1263.00,89.99
1262.00,90.02
1261.00,90.06
1260.00,90.12
1259.00,90.18
1258.00,90.25
1257.00,90.30
1256.00,90.34
1255.00,90.38
1254.00,90.42
1253.00,90.48
1252.00,90.53
1251.00,90.58
1250.00,90.61
1249.00,90.62
1248.00,90.62
1247.00,90.62
1246.00,90.62
1245.00,90.64
1244.00,90.68
1243.00,90.72
1242.00,90.77
1241.00,90.82
1240.00,90.89
1239.00,90.99
1238.00,91.10
1237.00,91.23
1236.00,91.34
1235.00,91.45
1234.00,91.54
1233.00,91.64
1232.00,91.74
1231.00,91.84
1230.00,91.93
1229.00,92.00
1228.00,92.09
1227.00,92.19
1226.00,92.30
1225.00,92.42
1224.00,92.54
1223.00,92.67
1222.00,92.81
1221.00,92.96
1220.00,93.10
1219.00,93.22
1218.00,93.32
1217.00,93.40
1216.00,93.45
1215.00,93.50
1214.00,93.54
1213.00,93.56
1212.00,93.55
1211.00,93.51
1210.00,93.42
1209.00,93.32
1208.00,93.20
1207.00,93.09
1206.00,92.99
1205.00,92.91
1204.00,92.85
1203.00,92.82
1202.00,92.82
1201.00,92.85
1200.00,92.89
1199.00,92.94
1198.00,93.02
1197.00,93.12
1196.00,93.25
1195.00,93.39
1194.00,93.54
1193.00,93.69
1192.00,93.83
1191.00,93.97
1190.00,94.10
1189.00,94.23
1188.00,94.35
1187.00,94.44
1186.00,94.50
1185.00,94.51
1184.00,94.49
1183.00,94.43
1182.00,94.36
1181.00,94.28
1180.00,94.19
1179.00,94.08
1178.00,93.95
1177.00,93.80
1176.00,93.63
1175.00,93.43
1174.00,93.23
1173.00,93.02
1172.00,92.81
1171.00,92.58
1170.00,92.29
1169.00,91.98
1168.00,91.67
1167.00,91.37
1166.00,91.09
1165.00,90.81
1164.00,90.50
1163.00,90.18
1162.00,89.88
1161.00,89.62
1160.00,89.40
1159.00,89.23
1158.00,89.13
1157.00,89.10
1156.00,89.11
1155.00,89.14
1154.00,89.17
1153.00,89.23
1152.00,89.32
1151.00,89.45
1150.00,89.59
1149.00,89.75
1148.00,89.91
1147.00,90.07
1146.00,90.22
1145.00,90.33
1144.00,90.41
1143.00,90.46
1142.00,90.50
1141.00,90.53
1140.00,90.51
1139.00,90.45
1138.00,90.34
1137.00,90.21
1136.00,90.06
1135.00,89.88
1134.00,89.64
1133.00,89.34
1132.00,89.00
1131.00,88.65
1130.00,88.30
1129.00,87.95
1128.00,87.57
1127.00,87.19
1126.00,86.81
1125.00,86.44
1124.00,86.07
1123.00,85.71
1122.00,85.38
1121.00,85.07
1120.00,84.79
1119.00,84.54
1118.00,84.33
1117.00,84.15
1116.00,84.02
1115.00,83.91
1114.00,83.81
1113.00,83.69
1112.00,83.55
1111.00,83.42
1110.00,83.28
1109.00,83.13
1108.00,82.96
1107.00,82.75
1106.00,82.50
1105.00,82.20
1104.00,81.88
1103.00,81.58
1102.00,81.32
1101.00,81.07
1100.00,80.84
1099.00,80.63
1098.00,80.46
1097.00,80.33
1096.00,80.25
1095.00,80.19
1094.00,80.16
1093.00,80.13
1092.00,80.09
1091.00,80.04
1090.00,79.98
1089.00,79.90
1088.00,79.82
1087.00,79.73
1086.00,79.65
1085.00,79.55
1084.00,79.43
1083.00,79.30
1082.00,79.17
1081.00,79.03
1080.00,78.91
1079.00,78.80
1078.00,78.71
1077.00,78.59
1076.00,78.44
1075.00,78.28
1074.00,78.12
1073.00,77.96
1072.00,77.79
1071.00,77.62
1070.00,77.45
1069.00,77.29
1068.00,77.11
1067.00,76.93
1066.00,76.73
1065.00,76.52
1064.00,76.32
1063.00,76.12
1062.00,75.94
1061.00,75.77
1060.00,75.62
1059.00,75.49
1058.00,75.37
1057.00,75.26
1056.00,75.17
1055.00,75.10
1054.00,75.03
1053.00,74.96
1052.00,74.90
1051.00,74.86
1050.00,74.83
1049.00,74.78
1048.00,74.71
1047.00,74.62
1046.00,74.54
1045.00,74.46
1044.00,74.40
1043.00,74.35
1042.00,74.31
1041.00,74.27
1040.00,74.21
1039.00,74.13
1038.00,74.02
1037.00,73.88
1036.00,73.70
1035.00,73.52
1034.00,73.31
1033.00,73.08
1032.00,72.83
1031.00,72.59
1030.00,72.35
1029.00,72.12
1028.00,71.87
1027.00,71.64
1026.00,71.42
1025.00,71.23
1024.00,71.04
1023.00,70.83
1022.00,70.60
1021.00,70.33
1020.00,70.06
1019.00,69.85
1018.00,69.73
1017.00,69.74
1016.00,69.88
1015.00,70.14
1014.00,70.46
1013.00,70.78
1012.00,71.10
1011.00,71.43
1010.00,71.74
1009.00,72.02
1008.00,72.25
1007.00,72.46
1006.00,72.66
1005.00,72.83
1004.00,72.96
1003.00,73.05
1002.00,73.09
1001.00,73.09
1000.00,73.04
999.00,72.98
998.00,72.91
997.00,72.86
996.00,72.83
995.00,72.83
994.00,72.86
993.00,72.94
992.00,73.05
991.00,73.22
990.00,73.44
989.00,73.71
988.00,74.03
987.00,74.41
986.00,74.85
985.00,75.32
984.00,75.80
983.00,76.28
982.00,76.77
981.00,77.24
980.00,77.70
979.00,78.16
978.00,78.60
977.00,79.00
976.00,79.37
975.00,79.70
974.00,80.01
973.00,80.28
972.00,80.51
971.00,80.72
970.00,80.93
969.00,81.14
968.00,81.33
967.00,81.50
966.00,81.66
965.00,81.84
964.00,82.02
963.00,82.23
962.00,82.44
961.00,82.65
960.00,82.85
959.00,83.04
958.00,83.24
957.00,83.44
956.00,83.66
955.00,83.89
954.00,84.12
953.00,84.35
952.00,84.58
951.00,84.80
950.00,85.02
949.00,85.23
948.00,85.42
947.00,85.58
946.00,85.74
945.00,85.90
944.00,86.05
943.00,86.17
942.00,86.28
941.00,86.38
940.00,86.46
939.00,86.55
938.00,86.63
937.00,86.71
936.00,86.80
935.00,86.87
934.00,86.93
933.00,86.99
932.00,87.07
931.00,87.17
930.00,87.27
929.00,87.37
928.00,87.47
927.00,87.56
926.00,87.64
925.00,87.73
924.00,87.82
923.00,87.91
922.00,88.00
921.00,88.06
920.00,88.10
919.00,88.12
918.00,88.11
917.00,88.09
916.00,88.06
915.00,88.05
914.00,88.05
913.00,88.06
912.00,88.08
911.00,88.08
910.00,88.03
909.00,87.93
908.00,87.80
907.00,87.66
906.00,87.53
905.00,87.41
904.00,87.28
903.00,87.13
902.00,86.97
901.00,86.79
900.00,86.61
899.00,86.43
898.00,86.28
897.00,86.13
