Created as New Dataset,
cm-1,%T
2451.00,98.64
2450.00,98.66
2449.00,98.67
2448.00,98.67
2447.00,98.66
2446.00,98.65
2445.00,98.64
2444.00,98.64
2443.00,98.64
2442.00,98.64
2441.00,98.64
2440.00,98.64
2439.00,98.64
2438.00,98.64
2437.00,98.64
2436.00,98.64
2435.00,98.63
2434.00,98.64
2433.00,98.66
2432.00,98.68
2431.00,98.69
2430.00,98.69
2429.00,98.70
2428.00,98.70
2427.00,98.70
2426.00,98.70
2425.00,98.70
2424.00,98.71
2423.00,98.72
2422.00,98.72
2421.00,98.70
2420.00,98.68
2419.00,98.67
2418.00,98.68
2417.00,98.68
2416.00,98.69
2415.00,98.68
2414.00,98.69
2413.00,98.69
2412.00,98.70
2411.00,98.71
2410.00,98.72
2409.00,98.71
2408.00,98.71
2407.00,98.70
2406.00,98.70
2405.00,98.72
2404.00,98.74
2403.00,98.75
2402.00,98.76
2401.00,98.76
2400.00,98.77
2399.00,98.77
2398.00,98.77
2397.00,98.78
2396.00,98.80
2395.00,98.81
2394.00,98.82
2393.00,98.83
2392.00,98.84
2391.00,98.86
2390.00,98.87
2389.00,98.87
2388.00,98.87
2387.00,98.87
2386.00,98.88
2385.00,98.89
2384.00,98.89
2383.00,98.90
2382.00,98.90
2381.00,98.92
2380.00,98.94
2379.00,98.96
2378.00,98.97
2377.00,98.97
2376.00,98.97
2375.00,99.00
2374.00,99.03
2373.00,99.05
2372.00,99.03
2371.00,98.98
2370.00,98.92
2369.00,98.87
2368.00,98.84
2367.00,98.83
2366.00,98.84
2365.00,98.84
2364.00,98.86
2363.00,98.88
2362.00,98.90
2361.00,98.94
2360.00,98.97
2359.00,98.99
2358.00,99.00
2357.00,99.00
2356.00,98.99
2355.00,98.98
2354.00,98.97
2353.00,98.96
2352.00,98.95
2351.00,98.96
2350.00,98.96
2349.00,98.96
2348.00,98.96
2347.00,98.96
2346.00,98.96
2345.00,98.94
2344.00,98.91
2343.00,98.90
2342.00,98.91
2341.00,98.93
2340.00,98.96
2339.00,98.97
2338.00,98.96
2337.00,98.95
2336.00,98.94
2335.00,98.94
2334.00,98.95
2333.00,98.97
2332.00,98.97
2331.00,98.97
2330.00,98.96
2329.00,98.94
2328.00,98.92
2327.00,98.90
2326.00,98.87
2325.00,98.85
2324.00,98.84
2323.00,98.83
2322.00,98.81
2321.00,98.80
2320.00,98.80
2319.00,98.81
2318.00,98.82
2317.00,98.82
2316.00,98.81
2315.00,98.78
2314.00,98.74
2313.00,98.70
2312.00,98.66
2311.00,98.65
2310.00,98.67
2309.00,98.70
2308.00,98.71
2307.00,98.72
2306.00,98.72
2305.00,98.73
2304.00,98.74
2303.00,98.73
2302.00,98.72
2301.00,98.70
2300.00,98.69
2299.00,98.68
2298.00,98.68
2297.00,98.68
2296.00,98.65
2295.00,98.62
2294.00,98.59
2293.00,98.57
2292.00,98.56
2291.00,98.56
2290.00,98.54
2289.00,98.52
2288.00,98.51
2287.00,98.51
2286.00,98.50
2285.00,98.48
2284.00,98.47
2283.00,98.46
2282.00,98.47
2281.00,98.48
2280.00,98.49
2279.00,98.48
2278.00,98.46
2277.00,98.43
2276.00,98.41
2275.00,98.38
2274.00,98.36
2273.00,98.34
2272.00,98.32
2271.00,98.32
2270.00,98.34
2269.00,98.37
2268.00,98.38
2267.00,98.37
2266.00,98.34
2265.00,98.30
2264.00,98.27
2263.00,98.26
2262.00,98.27
2261.00,98.29
2260.00,98.33
2259.00,98.36
2258.00,98.36
2257.00,98.33
2256.00,98.28
2255.00,98.25
2254.00,98.22
2253.00,98.21
2252.00,98.19
2251.00,98.20
2250.00,98.23
2249.00,98.26
2248.00,98.28
2247.00,98.27
2246.00,98.24
2245.00,98.20
2244.00,98.17
2243.00,98.15
2242.00,98.14
2241.00,98.13
2240.00,98.11
2239.00,98.09
2238.00,98.07
2237.00,98.09
2236.00,98.13
2235.00,98.16
2234.00,98.15
2233.00,98.10
2232.00,98.03
2231.00,97.98
2230.00,97.97
2229.00,97.99
2228.00,98.02
2227.00,98.02
2226.00,97.99
2225.00,97.97
2224.00,97.97
2223.00,97.99
2222.00,98.01
2221.00,98.01
2220.00,97.99
2219.00,97.98
2218.00,97.99
2217.00,98.01
2216.00,98.01
2215.00,98.00
2214.00,97.97
2213.00,97.95
2212.00,97.94
2211.00,97.93
2210.00,97.93
2209.00,97.93
2208.00,97.92
2207.00,97.91
2206.00,97.89
2205.00,97.89
2204.00,97.91
2203.00,97.91
2202.00,97.87
2201.00,97.81
2200.00,97.73
2199.00,97.67
2198.00,97.65
2197.00,97.68
2196.00,97.74
2195.00,97.81
2194.00,97.86
2193.00,97.86
2192.00,97.80
2191.00,97.73
2190.00,97.66
2189.00,97.64
2188.00,97.65
2187.00,97.67
2186.00,97.69
2185.00,97.71
2184.00,97.75
2183.00,97.78
2182.00,97.79
2181.00,97.76
2180.00,97.71
2179.00,97.66
2178.00,97.62
2177.00,97.64
2176.00,97.68
2175.00,97.71
2174.00,97.69
2173.00,97.62
2172.00,97.54
2171.00,97.48
2170.00,97.45
2169.00,97.45
2168.00,97.46
2167.00,97.45
2166.00,97.41
2165.00,97.33
2164.00,97.23
2163.00,97.16
2162.00,97.14
2161.00,97.20
2160.00,97.31
2159.00,97.42
2158.00,97.49
2157.00,97.53
2156.00,97.57
2155.00,97.61
2154.00,97.62
2153.00,97.60
2152.00,97.57
2151.00,97.57
2150.00,97.61
2149.00,97.67
2148.00,97.74
2147.00,97.80
2146.00,97.84
2145.00,97.85
2144.00,97.87
2143.00,97.91
2142.00,97.95
2141.00,97.97
2140.00,97.96
2139.00,97.93
2138.00,97.92
2137.00,97.93
2136.00,97.99
2135.00,98.05
2134.00,98.11
2133.00,98.13
2132.00,98.14
2131.00,98.14
2130.00,98.13
2129.00,98.13
2128.00,98.15
2127.00,98.17
2126.00,98.18
2125.00,98.18
2124.00,98.17
2123.00,98.16
2122.00,98.16
2121.00,98.18
2120.00,98.20
2119.00,98.22
2118.00,98.23
2117.00,98.24
2116.00,98.23
2115.00,98.20
2114.00,98.18
2113.00,98.16
2112.00,98.17
2111.00,98.19
2110.00,98.22
2109.00,98.21
2108.00,98.18
2107.00,98.15
2106.00,98.13
2105.00,98.13
2104.00,98.13
2103.00,98.12
2102.00,98.09
2101.00,98.06
2100.00,98.06
2099.00,98.08
2098.00,98.12
2097.00,98.16
2096.00,98.18
2095.00,98.19
2094.00,98.18
2093.00,98.16
2092.00,98.14
2091.00,98.13
2090.00,98.13
2089.00,98.14
2088.00,98.13
2087.00,98.11
2086.00,98.09
2085.00,98.10
2084.00,98.12
2083.00,98.14
2082.00,98.14
2081.00,98.13
2080.00,98.12
2079.00,98.11
2078.00,98.09
2077.00,98.05
2076.00,98.02
2075.00,98.00
2074.00,97.99
2073.00,98.01
2072.00,98.04
2071.00,98.07
2070.00,98.10
2069.00,98.11
2068.00,98.08
2067.00,98.02
2066.00,97.95
2065.00,97.90
2064.00,97.89
2063.00,97.92
2062.00,97.97
2061.00,97.99
2060.00,97.99
2059.00,97.97
2058.00,97.95
2057.00,97.95
2056.00,97.96
2055.00,97.94
2054.00,97.91
2053.00,97.86
2052.00,97.80
2051.00,97.74
2050.00,97.70
2049.00,97.70
2048.00,97.74
2047.00,97.79
2046.00,97.81
2045.00,97.77
2044.00,97.69
2043.00,97.62
2042.00,97.58
2041.00,97.56
2040.00,97.56
2039.00,97.55
2038.00,97.57
2037.00,97.61
2036.00,97.66
2035.00,97.69
2034.00,97.68
2033.00,97.62
2032.00,97.53
2031.00,97.44
2030.00,97.37
2029.00,97.36
2028.00,97.39
2027.00,97.44
2026.00,97.50
2025.00,97.56
2024.00,97.59
2023.00,97.59
2022.00,97.58
2021.00,97.58
2020.00,97.59
2019.00,97.58
2018.00,97.53
2017.00,97.50
2016.00,97.53
2015.00,97.60
2014.00,97.66
2013.00,97.68
2012.00,97.66
2011.00,97.66
2010.00,97.69
2009.00,97.78
2008.00,97.88
2007.00,97.95
2006.00,97.96
2005.00,97.93
2004.00,97.88
2003.00,97.85
2002.00,97.84
2001.00,97.84
2000.00,97.83
1999.00,97.81
1998.00,97.78
1997.00,97.75
1996.00,97.73
1995.00,97.69
1994.00,97.65
1993.00,97.65
1992.00,97.70
1991.00,97.77
1990.00,97.83
1989.00,97.85
1988.00,97.82
1987.00,97.77
1986.00,97.72
1985.00,97.68
1984.00,97.64
1983.00,97.62
1982.00,97.59
1981.00,97.58
1980.00,97.59
1979.00,97.62
1978.00,97.66
1977.00,97.70
1976.00,97.72
1975.00,97.71
1974.00,97.67
1973.00,97.63
1972.00,97.61
1971.00,97.61
1970.00,97.63
1969.00,97.65
1968.00,97.68
1967.00,97.72
1966.00,97.77
1965.00,97.80
1964.00,97.83
1963.00,97.85
1962.00,97.89
1961.00,97.93
1960.00,97.97
1959.00,98.01
1958.00,98.03
1957.00,98.06
1956.00,98.09
1955.00,98.12
1954.00,98.12
1953.00,98.09
1952.00,98.06
1951.00,98.03
1950.00,98.04
1949.00,98.06
1948.00,98.11
1947.00,98.15
1946.00,98.20
1945.00,98.23
1944.00,98.25
1943.00,98.25
1942.00,98.23
1941.00,98.21
1940.00,98.21
1939.00,98.24
1938.00,98.27
1937.00,98.30
1936.00,98.32
1935.00,98.33
1934.00,98.35
1933.00,98.35
1932.00,98.34
1931.00,98.32
1930.00,98.31
1929.00,98.32
1928.00,98.34
1927.00,98.37
1926.00,98.39
1925.00,98.41
1924.00,98.44
1923.00,98.45
1922.00,98.44
1921.00,98.41
1920.00,98.38
1919.00,98.37
1918.00,98.40
1917.00,98.44
1916.00,98.47
1915.00,98.49
1914.00,98.48
1913.00,98.45
1912.00,98.43
1911.00,98.42
1910.00,98.43
1909.00,98.46
1908.00,98.49
1907.00,98.51
1906.00,98.52
1905.00,98.54
1904.00,98.55
1903.00,98.55
1902.00,98.54
1901.00,98.52
1900.00,98.50
1899.00,98.50
1898.00,98.53
1897.00,98.54
1896.00,98.54
1895.00,98.52
1894.00,98.51
1893.00,98.52
1892.00,98.56
1891.00,98.59
1890.00,98.61
1889.00,98.62
1888.00,98.62
1887.00,98.61
1886.00,98.60
1885.00,98.58
1884.00,98.57
1883.00,98.57
1882.00,98.58
1881.00,98.60
1880.00,98.64
1879.00,98.67
1878.00,98.68
1877.00,98.67
1876.00,98.65
1875.00,98.64
1874.00,98.65
1873.00,98.67
1872.00,98.68
1871.00,98.70
1870.00,98.71
1869.00,98.70
1868.00,98.69
1867.00,98.69
1866.00,98.68
1865.00,98.68
1864.00,98.67
1863.00,98.66
1862.00,98.65
1861.00,98.66
1860.00,98.66
1859.00,98.66
1858.00,98.64
1857.00,98.63
1856.00,98.63
1855.00,98.64
1854.00,98.66
1853.00,98.68
1852.00,98.69
1851.00,98.69
1850.00,98.67
1849.00,98.66
1848.00,98.66
1847.00,98.65
1846.00,98.66
1845.00,98.68
1844.00,98.70
1843.00,98.72
1842.00,98.73
1841.00,98.72
1840.00,98.71
1839.00,98.71
1838.00,98.71
1837.00,98.70
1836.00,98.71
1835.00,98.72
1834.00,98.72
1833.00,98.72
1832.00,98.72
1831.00,98.73
1830.00,98.76
1829.00,98.78
1828.00,98.77
1827.00,98.75
1826.00,98.73
1825.00,98.73
1824.00,98.75
1823.00,98.78
1822.00,98.80
1821.00,98.80
1820.00,98.80
1819.00,98.79
1818.00,98.80
1817.00,98.81
1816.00,98.83
1815.00,98.85
1814.00,98.87
1813.00,98.89
1812.00,98.89
1811.00,98.88
1810.00,98.85
1809.00,98.83
1808.00,98.81
1807.00,98.82
1806.00,98.83
1805.00,98.84
1804.00,98.84
1803.00,98.83
1802.00,98.81
1801.00,98.80
1800.00,98.80
1799.00,98.81
1798.00,98.82
1797.00,98.83
1796.00,98.82
1795.00,98.80
1794.00,98.80
1793.00,98.81
1792.00,98.82
1791.00,98.83
1790.00,98.83
1789.00,98.83
1788.00,98.82
1787.00,98.81
1786.00,98.81
1785.00,98.83
1784.00,98.85
1783.00,98.86
1782.00,98.85
1781.00,98.84
1780.00,98.82
1779.00,98.81
1778.00,98.81
1777.00,98.82
1776.00,98.84
1775.00,98.85
1774.00,98.85
1773.00,98.85
1772.00,98.82
1771.00,98.79
1770.00,98.77
1769.00,98.76
1768.00,98.77
1767.00,98.77
1766.00,98.77
1765.00,98.77
1764.00,98.76
1763.00,98.75
1762.00,98.74
1761.00,98.75
1760.00,98.76
1759.00,98.77
1758.00,98.76
1757.00,98.76
1756.00,98.75
1755.00,98.75
1754.00,98.75
1753.00,98.75
1752.00,98.73
1751.00,98.72
1750.00,98.70
1749.00,98.69
1748.00,98.68
1747.00,98.67
1746.00,98.67
1745.00,98.68
1744.00,98.69
1743.00,98.69
1742.00,98.67
1741.00,98.64
1740.00,98.61
1739.00,98.59
1738.00,98.59
1737.00,98.60
1736.00,98.61
1735.00,98.62
1734.00,98.61
1733.00,98.61
1732.00,98.61
1731.00,98.62
1730.00,98.64
1729.00,98.66
1728.00,98.67
1727.00,98.66
1726.00,98.65
1725.00,98.64
1724.00,98.63
1723.00,98.63
1722.00,98.64
1721.00,98.64
1720.00,98.63
1719.00,98.63
1718.00,98.62
1717.00,98.61
1716.00,98.60
1715.00,98.60
1714.00,98.60
1713.00,98.60
1712.00,98.59
1711.00,98.59
1710.00,98.58
1709.00,98.57
1708.00,98.56
1707.00,98.56
1706.00,98.56
1705.00,98.56
1704.00,98.57
1703.00,98.56
1702.00,98.57
1701.00,98.58
1700.00,98.58
1699.00,98.56
1698.00,98.53
1697.00,98.50
1696.00,98.49
1695.00,98.50
1694.00,98.51
1693.00,98.52
1692.00,98.52
1691.00,98.52
1690.00,98.51
1689.00,98.49
1688.00,98.47
1687.00,98.45
1686.00,98.44
1685.00,98.41
1684.00,98.37
1683.00,98.33
1682.00,98.31
1681.00,98.30
1680.00,98.28
1679.00,98.25
1678.00,98.22
1677.00,98.18
1676.00,98.16
1675.00,98.14
1674.00,98.12
1673.00,98.10
1672.00,98.07
1671.00,98.04
1670.00,98.01
1669.00,98.00
1668.00,97.98
1667.00,97.96
1666.00,97.95
1665.00,97.93
1664.00,97.91
1663.00,97.89
1662.00,97.87
1661.00,97.85
1660.00,97.84
1659.00,97.83
1658.00,97.81
1657.00,97.80
1656.00,97.76
1655.00,97.72
1654.00,97.67
1653.00,97.61
1652.00,97.58
1651.00,97.58
1650.00,97.59
1649.00,97.59
1648.00,97.57
1647.00,97.55
1646.00,97.52
1645.00,97.50
1644.00,97.48
1643.00,97.47
1642.00,97.45
1641.00,97.43
1640.00,97.43
1639.00,97.43
1638.00,97.43
1637.00,97.42
1636.00,97.39
1635.00,97.35
1634.00,97.33
1633.00,97.31
1632.00,97.31
1631.00,97.30
1630.00,97.31
1629.00,97.32
1628.00,97.34
1627.00,97.35
1626.00,97.36
1625.00,97.36
1624.00,97.35
1623.00,97.35
1622.00,97.35
1621.00,97.36
1620.00,97.36
1619.00,97.36
1618.00,97.37
1617.00,97.37
1616.00,97.36
1615.00,97.36
1614.00,97.36
1613.00,97.36
1612.00,97.37
1611.00,97.37
1610.00,97.37
1609.00,97.35
1608.00,97.34
1607.00,97.34
1606.00,97.37
1605.00,97.40
1604.00,97.43
1603.00,97.45
1602.00,97.46
1601.00,97.47
1600.00,97.47
1599.00,97.48
1598.00,97.49
1597.00,97.50
1596.00,97.50
1595.00,97.50
1594.00,97.50
1593.00,97.51
1592.00,97.52
1591.00,97.53
1590.00,97.55
1589.00,97.58
1588.00,97.61
1587.00,97.63
1586.00,97.66
1585.00,97.68
1584.00,97.71
1583.00,97.74
1582.00,97.77
1581.00,97.80
1580.00,97.83
1579.00,97.85
1578.00,97.87
1577.00,97.88
1576.00,97.88
1575.00,97.88
1574.00,97.89
1573.00,97.90
1572.00,97.91
1571.00,97.94
1570.00,97.98
1569.00,98.02
1568.00,98.05
1567.00,98.07
1566.00,98.09
1565.00,98.10
1564.00,98.10
1563.00,98.09
1562.00,98.08
1561.00,98.08
1560.00,98.09
1559.00,98.11
1558.00,98.15
1557.00,98.19
1556.00,98.22
1555.00,98.24
1554.00,98.25
1553.00,98.25
1552.00,98.25
1551.00,98.25
1550.00,98.27
1549.00,98.28
1548.00,98.28
1547.00,98.28
1546.00,98.28
1545.00,98.29
1544.00,98.29
1543.00,98.29
1542.00,98.29
1541.00,98.30
1540.00,98.30
1539.00,98.30
1538.00,98.31
1537.00,98.32
1536.00,98.33
1535.00,98.34
1534.00,98.35
1533.00,98.37
1532.00,98.38
1531.00,98.40
1530.00,98.41
1529.00,98.43
1528.00,98.44
1527.00,98.45
1526.00,98.45
1525.00,98.46
1524.00,98.47
1523.00,98.48
1522.00,98.48
1521.00,98.48
1520.00,98.47
1519.00,98.47
1518.00,98.48
1517.00,98.47
1516.00,98.46
1515.00,98.45
1514.00,98.46
1513.00,98.47
1512.00,98.48
1511.00,98.49
1510.00,98.49
1509.00,98.49
1508.00,98.49
1507.00,98.49
1506.00,98.49
1505.00,98.50
1504.00,98.50
1503.00,98.49
1502.00,98.49
1501.00,98.50
1500.00,98.51
1499.00,98.53
1498.00,98.54
1497.00,98.53
1496.00,98.50
1495.00,98.47
1494.00,98.44
1493.00,98.42
1492.00,98.40
1491.00,98.39
1490.00,98.36
1489.00,98.33
1488.00,98.30
1487.00,98.27
1486.00,98.24
1485.00,98.19
1484.00,98.13
1483.00,98.08
1482.00,98.02
1481.00,97.98
1480.00,97.95
1479.00,97.94
1478.00,97.92
1477.00,97.90
1476.00,97.86
1475.00,97.82
1474.00,97.77
1473.00,97.72
1472.00,97.67
1471.00,97.63
1470.00,97.58
1469.00,97.53
1468.00,97.48
1467.00,97.43
1466.00,97.37
1465.00,97.28
1464.00,97.21
1463.00,97.16
1462.00,97.13
1461.00,97.11
1460.00,97.09
1459.00,97.05
1458.00,97.00
1457.00,96.91
1456.00,96.82
1455.00,96.76
1454.00,96.73
1453.00,96.70
1452.00,96.68
1451.00,96.67
1450.00,96.65
1449.00,96.62
1448.00,96.59
1447.00,96.56
1446.00,96.54
1445.00,96.52
1444.00,96.49
1443.00,96.46
1442.00,96.44
1441.00,96.40
1440.00,96.36
1439.00,96.32
1438.00,96.26
1437.00,96.18
1436.00,96.08
1435.00,95.98
1434.00,95.89
1433.00,95.80
1432.00,95.71
1431.00,95.64
1430.00,95.59
1429.00,95.55
1428.00,95.54
1427.00,95.54
1426.00,95.55
1425.00,95.57
1424.00,95.60
1423.00,95.64
1422.00,95.69
1421.00,95.76
1420.00,95.84
1419.00,95.92
1418.00,96.00
1417.00,96.06
1416.00,96.13
1415.00,96.19
1414.00,96.24
1413.00,96.29
1412.00,96.32
1411.00,96.35
1410.00,96.38
1409.00,96.41
1408.00,96.45
1407.00,96.49
1406.00,96.53
1405.00,96.55
1404.00,96.57
1403.00,96.59
1402.00,96.60
1401.00,96.61
1400.00,96.63
1399.00,96.64
1398.00,96.65
1397.00,96.65
1396.00,96.67
1395.00,96.69
1394.00,96.71
1393.00,96.72
1392.00,96.73
1391.00,96.73
1390.00,96.72
1389.00,96.70
1388.00,96.66
1387.00,96.59
1386.00,96.52
1385.00,96.45
1384.00,96.37
1383.00,96.29
1382.00,96.19
1381.00,96.08
1380.00,95.96
1379.00,95.84
1378.00,95.73
1377.00,95.63
1376.00,95.52
1375.00,95.40
1374.00,95.26
1373.00,95.13
1372.00,95.03
1371.00,94.97
1370.00,94.93
1369.00,94.91
1368.00,94.90
1367.00,94.90
1366.00,94.91
1365.00,94.90
1364.00,94.88
1363.00,94.85
1362.00,94.85
1361.00,94.86
1360.00,94.90
1359.00,94.93
1358.00,94.96
1357.00,94.99
1356.00,95.01
1355.00,95.05
1354.00,95.09
1353.00,95.14
1352.00,95.20
1351.00,95.25
1350.00,95.28
1349.00,95.28
1348.00,95.26
1347.00,95.23
1346.00,95.18
1345.00,95.12
1344.00,95.03
1343.00,94.94
1342.00,94.84
1341.00,94.73
1340.00,94.62
1339.00,94.53
1338.00,94.46
1337.00,94.42
1336.00,94.38
1335.00,94.35
1334.00,94.34
1333.00,94.37
1332.00,94.41
1331.00,94.47
1330.00,94.53
1329.00,94.57
1328.00,94.58
1327.00,94.56
1326.00,94.52
1325.00,94.46
1324.00,94.38
1323.00,94.28
1322.00,94.17
1321.00,94.05
1320.00,93.93
1319.00,93.80
1318.00,93.70
1317.00,93.61
1316.00,93.54
1315.00,93.51
1314.00,93.51
1313.00,93.55
1312.00,93.62
1311.00,93.73
1310.00,93.85
1309.00,93.99
1308.00,94.13
1307.00,94.28
1306.00,94.41
1305.00,94.55
1304.00,94.68
1303.00,94.81
1302.00,94.96
1301.00,95.09
1300.00,95.21
1299.00,95.31
1298.00,95.40
1297.00,95.47
1296.00,95.53
1295.00,95.57
1294.00,95.61
1293.00,95.64
1292.00,95.66
1291.00,95.68
1290.00,95.70
1289.00,95.71
1288.00,95.72
1287.00,95.72
1286.00,95.71
1285.00,95.68
1284.00,95.62
1283.00,95.56
1282.00,95.50
1281.00,95.46
1280.00,95.46
1279.00,95.48
1278.00,95.52
1277.00,95.55
1276.00,95.58
1275.00,95.60
1274.00,95.63
1273.00,95.66
1272.00,95.70
1271.00,95.75
1270.00,95.80
1269.00,95.84
1268.00,95.87
1267.00,95.88
1266.00,95.91
1265.00,95.94
1264.00,95.98
1263.00,96.01
1262.00,96.03
1261.00,96.04
1260.00,96.06
1259.00,96.09
1258.00,96.11
1257.00,96.13
1256.00,96.14
1255.00,96.14
1254.00,96.14
1253.00,96.14
1252.00,96.13
1251.00,96.11
1250.00,96.09
1249.00,96.07
1248.00,96.06
1247.00,96.06
1246.00,96.08
1245.00,96.11
1244.00,96.14
1243.00,96.17
1242.00,96.21
1241.00,96.24
1240.00,96.26
1239.00,96.26
1238.00,96.25
1237.00,96.24
1236.00,96.24
1235.00,96.26
1234.00,96.30
1233.00,96.35
1232.00,96.41
1231.00,96.47
1230.00,96.54
1229.00,96.60
1228.00,96.67
1227.00,96.74
1226.00,96.81
1225.00,96.88
1224.00,96.94
1223.00,96.99
1222.00,97.04
1221.00,97.08
1220.00,97.14
1219.00,97.20
1218.00,97.26
1217.00,97.30
1216.00,97.32
1215.00,97.31
1214.00,97.27
1213.00,97.23
1212.00,97.18
1211.00,97.11
1210.00,96.99
1209.00,96.85
1208.00,96.70
1207.00,96.58
1206.00,96.49
1205.00,96.44
1204.00,96.41
1203.00,96.41
1202.00,96.43
1201.00,96.46
1200.00,96.51
1199.00,96.56
1198.00,96.62
1197.00,96.67
1196.00,96.73
1195.00,96.79
1194.00,96.88
1193.00,96.98
1192.00,97.07
1191.00,97.14
1190.00,97.17
1189.00,97.19
1188.00,97.21
1187.00,97.23
1186.00,97.25
1185.00,97.25
1184.00,97.23
1183.00,97.17
1182.00,97.10
1181.00,97.02
1180.00,96.93
1179.00,96.83
1178.00,96.69
1177.00,96.52
1176.00,96.33
1175.00,96.12
1174.00,95.90
1173.00,95.65
1172.00,95.37
1171.00,95.05
1170.00,94.71
1169.00,94.33
1168.00,93.96
1167.00,93.60
1166.00,93.27
1165.00,92.98
1164.00,92.74
1163.00,92.56
1162.00,92.44
1161.00,92.37
1160.00,92.34
1159.00,92.36
1158.00,92.40
1157.00,92.45
1156.00,92.52
1155.00,92.60
1154.00,92.69
1153.00,92.78
1152.00,92.87
1151.00,92.99
1150.00,93.13
1149.00,93.27
1148.00,93.40
1147.00,93.53
1146.00,93.66
1145.00,93.80
1144.00,93.95
1143.00,94.10
1142.00,94.22
1141.00,94.33
1140.00,94.41
1139.00,94.48
1138.00,94.51
1137.00,94.48
1136.00,94.39
1135.00,94.26
1134.00,94.12
1133.00,93.99
1132.00,93.85
1131.00,93.70
1130.00,93.51
1129.00,93.28
1128.00,93.02
1127.00,92.75
1126.00,92.50
1125.00,92.25
1124.00,92.02
1123.00,91.80
1122.00,91.60
1121.00,91.39
1120.00,91.13
1119.00,90.84
1118.00,90.52
1117.00,90.17
1116.00,89.79
1115.00,89.40
1114.00,89.03
1113.00,88.69
1112.00,88.43
1111.00,88.25
1110.00,88.13
1109.00,88.02
1108.00,87.91
1107.00,87.81
1106.00,87.71
1105.00,87.63
1104.00,87.58
1103.00,87.59
1102.00,87.64
1101.00,87.72
1100.00,87.84
1099.00,87.99
1098.00,88.17
1097.00,88.35
1096.00,88.50
1095.00,88.62
1094.00,88.73
1093.00,88.82
1092.00,88.93
1091.00,89.05
1090.00,89.19
1089.00,89.29
1088.00,89.33
1087.00,89.33
1086.00,89.32
1085.00,89.29
1084.00,89.27
1083.00,89.23
1082.00,89.17
1081.00,89.07
1080.00,88.92
1079.00,88.76
1078.00,88.58
1077.00,88.38
1076.00,88.18
1075.00,87.99
1074.00,87.80
1073.00,87.61
1072.00,87.38
1071.00,87.13
1070.00,86.86
1069.00,86.55
1068.00,86.20
1067.00,85.83
1066.00,85.41
1065.00,84.93
1064.00,84.39
1063.00,83.84
1062.00,83.33
1061.00,82.89
1060.00,82.51
1059.00,82.19
1058.00,81.91
1057.00,81.67
1056.00,81.48
1055.00,81.35
1054.00,81.29
1053.00,81.24
1052.00,81.23
1051.00,81.26
1050.00,81.34
1049.00,81.45
1048.00,81.57
1047.00,81.72
1046.00,81.88
1045.00,82.05
1044.00,82.19
1043.00,82.31
1042.00,82.35
1041.00,82.30
1040.00,82.15
1039.00,81.92
1038.00,81.65
1037.00,81.35
1036.00,81.06
1035.00,80.80
1034.00,80.57
1033.00,80.37
1032.00,80.20
1031.00,80.06
1030.00,79.97
1029.00,79.93
1028.00,79.92
1027.00,79.95
1026.00,80.00
1025.00,80.06
1024.00,80.12
1023.00,80.19
1022.00,80.28
1021.00,80.36
1020.00,80.44
1019.00,80.52
1018.00,80.61
1017.00,80.69
1016.00,80.76
1015.00,80.80
1014.00,80.84
1013.00,80.89
1012.00,80.93
1011.00,80.99
1010.00,81.03
1009.00,81.05
1008.00,81.04
1007.00,81.03
1006.00,81.03
1005.00,81.03
1004.00,81.01
1003.00,81.00
1002.00,81.00
1001.00,81.00
1000.00,81.02
999.00,81.05
998.00,81.09
997.00,81.15
996.00,81.22
995.00,81.30
994.00,81.38
993.00,81.45
992.00,81.49
991.00,81.52
990.00,81.54
989.00,81.52
988.00,81.47
987.00,81.40
986.00,81.34
985.00,81.30
984.00,81.31
983.00,81.41
982.00,81.59
981.00,81.85
980.00,82.16
979.00,82.52
978.00,82.89
977.00,83.26
976.00,83.60
975.00,83.93
974.00,84.24
973.00,84.53
972.00,84.82
971.00,85.08
970.00,85.33
969.00,85.54
968.00,85.72
967.00,85.90
966.00,86.07
965.00,86.23
964.00,86.39
963.00,86.57
962.00,86.78
961.00,86.98
960.00,87.17
959.00,87.34
958.00,87.48
957.00,87.62
956.00,87.76
955.00,87.91
954.00,88.06
953.00,88.21
952.00,88.33
951.00,88.44
950.00,88.56
949.00,88.69
948.00,88.83
947.00,88.96
946.00,89.08
945.00,89.22
944.00,89.36
943.00,89.50
942.00,89.63
941.00,89.74
940.00,89.84
939.00,89.93
938.00,90.01
937.00,90.08
936.00,90.16
935.00,90.23
934.00,90.29
933.00,90.34
932.00,90.39
931.00,90.45
930.00,90.52
929.00,90.60
928.00,90.67
927.00,90.73
926.00,90.78
925.00,90.84
924.00,90.91
923.00,90.98
922.00,91.05
921.00,91.10
920.00,91.15
919.00,91.21
918.00,91.27
917.00,91.33
916.00,91.36
915.00,91.35
914.00,91.31
913.00,91.26
912.00,91.23
911.00,91.22
910.00,91.22
909.00,91.21
908.00,91.19
907.00,91.15
906.00,91.12
905.00,91.09
904.00,91.05
903.00,91.02
902.00,90.98
901.00,90.93
900.00,90.86
899.00,90.80
898.00,90.76
897.00,90.74
896.00,90.73
895.00,90.75
894.00,90.80
893.00,90.86
892.00,90.92
891.00,90.98
890.00,91.04
889.00,91.11
888.00,91.20
887.00,91.31
886.00,91.41
