Created as New Dataset,17. Cyanenka SA
3732.00,98.57
3731.00,98.56
3730.00,98.54
3729.00,98.52
3728.00,98.50
3727.00,98.49
3726.00,98.48
3725.00,98.47
3724.00,98.47
3723.00,98.48
3722.00,98.49
3721.00,98.50
3720.00,98.51
3719.00,98.52
3718.00,98.52
3717.00,98.51
3716.00,98.49
3715.00,98.47
3714.00,98.45
3713.00,98.44
3712.00,98.43
3711.00,98.41
3710.00,98.41
3709.00,98.41
3708.00,98.42
3707.00,98.43
3706.00,98.42
3705.00,98.41
3704.00,98.41
3703.00,98.41
3702.00,98.42
3701.00,98.42
3700.00,98.41
3699.00,98.39
3698.00,98.38
3697.00,98.38
3696.00,98.38
3695.00,98.39
3694.00,98.39
3693.00,98.40
3692.00,98.41
3691.00,98.42
3690.00,98.43
3689.00,98.45
3688.00,98.45
3687.00,98.45
3686.00,98.44
3685.00,98.41
3684.00,98.39
3683.00,98.37
3682.00,98.36
3681.00,98.37
3680.00,98.40
3679.00,98.40
3678.00,98.37
3677.00,98.34
3676.00,98.33
3675.00,98.32
3674.00,98.32
3673.00,98.32
3672.00,98.32
3671.00,98.32
3670.00,98.30
3669.00,98.26
3668.00,98.22
3667.00,98.19
3666.00,98.18
3665.00,98.18
3664.00,98.18
3663.00,98.18
3662.00,98.18
3661.00,98.16
3660.00,98.13
3659.00,98.11
3658.00,98.10
3657.00,98.10
3656.00,98.09
3655.00,98.07
3654.00,98.04
3653.00,98.02
3652.00,98.03
3651.00,98.05
3650.00,98.04
3649.00,98.01
3648.00,97.98
3647.00,97.96
3646.00,97.95
3645.00,97.95
3644.00,97.95
3643.00,97.96
3642.00,97.97
3641.00,97.98
3640.00,97.98
3639.00,97.97
3638.00,97.96
3637.00,97.95
3636.00,97.97
3635.00,98.00
3634.00,98.04
3633.00,98.04
3632.00,98.03
3631.00,98.00
3630.00,97.99
3629.00,97.97
3628.00,97.94
3627.00,97.91
3626.00,97.90
3625.00,97.90
3624.00,97.90
3623.00,97.89
3622.00,97.89
3621.00,97.89
3620.00,97.91
3619.00,97.94
3618.00,97.96
3617.00,97.96
3616.00,97.95
3615.00,97.94
3614.00,97.92
3613.00,97.91
3612.00,97.91
3611.00,97.92
3610.00,97.94
3609.00,97.94
3608.00,97.92
3607.00,97.90
3606.00,97.90
3605.00,97.92
3604.00,97.94
3603.00,97.96
3602.00,97.97
3601.00,97.97
3600.00,97.97
3599.00,97.97
3598.00,97.98
3597.00,97.99
3596.00,98.01
3595.00,98.01
3594.00,98.00
3593.00,97.97
3592.00,97.95
3591.00,97.94
3590.00,97.94
3589.00,97.95
3588.00,97.95
3587.00,97.95
3586.00,97.95
3585.00,97.98
3584.00,98.01
3583.00,98.03
3582.00,98.04
3581.00,98.04
3580.00,98.04
3579.00,98.03
3578.00,98.02
3577.00,98.02
3576.00,98.04
3575.00,98.07
3574.00,98.12
3573.00,98.15
3572.00,98.15
3571.00,98.12
3570.00,98.08
3569.00,98.05
3568.00,98.03
3567.00,98.04
3566.00,98.05
3565.00,98.06
3564.00,98.06
3563.00,98.05
3562.00,98.05
3561.00,98.04
3560.00,98.05
3559.00,98.04
3558.00,98.04
3557.00,98.02
3556.00,98.01
3555.00,98.00
3554.00,97.99
3553.00,98.00
3552.00,98.02
3551.00,98.03
3550.00,98.03
3549.00,98.02
3548.00,98.01
3547.00,98.00
3546.00,98.01
3545.00,98.02
3544.00,98.03
3543.00,98.03
3542.00,98.01
3541.00,97.99
3540.00,97.98
3539.00,97.98
3538.00,97.98
3537.00,97.99
3536.00,98.01
3535.00,98.02
3534.00,98.02
3533.00,98.03
3532.00,98.03
3531.00,98.03
3530.00,98.03
3529.00,98.04
3528.00,98.05
3527.00,98.04
3526.00,98.03
3525.00,98.01
3524.00,98.01
3523.00,98.01
3522.00,98.02
3521.00,98.03
3520.00,98.05
3519.00,98.07
3518.00,98.08
3517.00,98.08
3516.00,98.06
3515.00,98.03
3514.00,98.01
3513.00,98.00
3512.00,98.01
3511.00,98.05
3510.00,98.09
3509.00,98.12
3508.00,98.13
3507.00,98.13
3506.00,98.12
3505.00,98.11
3504.00,98.09
3503.00,98.08
3502.00,98.07
3501.00,98.07
3500.00,98.07
3499.00,98.07
3498.00,98.07
3497.00,98.07
3496.00,98.08
3495.00,98.09
3494.00,98.11
3493.00,98.11
3492.00,98.11
3491.00,98.11
3490.00,98.11
3489.00,98.12
3488.00,98.13
3487.00,98.15
3486.00,98.17
3485.00,98.17
3484.00,98.16
3483.00,98.15
3482.00,98.14
3481.00,98.14
3480.00,98.14
3479.00,98.14
3478.00,98.13
3477.00,98.12
3476.00,98.12
3475.00,98.12
3474.00,98.13
3473.00,98.14
3472.00,98.15
3471.00,98.16
3470.00,98.17
3469.00,98.17
3468.00,98.17
3467.00,98.17
3466.00,98.18
3465.00,98.19
3464.00,98.20
3463.00,98.20
3462.00,98.19
3461.00,98.17
3460.00,98.15
3459.00,98.13
3458.00,98.12
3457.00,98.13
3456.00,98.14
3455.00,98.13
3454.00,98.11
3453.00,98.09
3452.00,98.08
3451.00,98.09
3450.00,98.10
3449.00,98.10
3448.00,98.09
3447.00,98.09
3446.00,98.09
3445.00,98.11
3444.00,98.12
3443.00,98.13
3442.00,98.13
3441.00,98.13
3440.00,98.14
3439.00,98.15
3438.00,98.17
3437.00,98.18
3436.00,98.19
3435.00,98.19
3434.00,98.19
3433.00,98.18
3432.00,98.17
3431.00,98.17
3430.00,98.17
3429.00,98.17
3428.00,98.16
3427.00,98.14
3426.00,98.13
3425.00,98.13
3424.00,98.14
3423.00,98.16
3422.00,98.17
3421.00,98.17
3420.00,98.16
3419.00,98.16
3418.00,98.16
3417.00,98.17
3416.00,98.18
3415.00,98.18
3414.00,98.19
3413.00,98.20
3412.00,98.21
3411.00,98.24
3410.00,98.25
3409.00,98.26
3408.00,98.25
3407.00,98.23
3406.00,98.21
3405.00,98.21
3404.00,98.22
3403.00,98.23
3402.00,98.24
3401.00,98.24
3400.00,98.24
3399.00,98.22
3398.00,98.21
3397.00,98.21
3396.00,98.21
3395.00,98.21
3394.00,98.21
3393.00,98.21
3392.00,98.21
3391.00,98.22
3390.00,98.22
3389.00,98.22
3388.00,98.22
3387.00,98.21
3386.00,98.20
3385.00,98.19
3384.00,98.19
3383.00,98.19
3382.00,98.19
3381.00,98.20
3380.00,98.22
3379.00,98.23
3378.00,98.24
3377.00,98.24
3376.00,98.23
3375.00,98.22
3374.00,98.21
3373.00,98.20
3372.00,98.20
3371.00,98.21
3370.00,98.23
3369.00,98.24
3368.00,98.24
3367.00,98.24
3366.00,98.24
3365.00,98.24
3364.00,98.24
3363.00,98.23
3362.00,98.22
3361.00,98.22
3360.00,98.23
3359.00,98.25
3358.00,98.27
3357.00,98.28
3356.00,98.28
3355.00,98.26
3354.00,98.24
3353.00,98.22
3352.00,98.21
3351.00,98.21
3350.00,98.22
3349.00,98.23
3348.00,98.25
3347.00,98.26
3346.00,98.27
3345.00,98.28
3344.00,98.28
3343.00,98.28
3342.00,98.27
3341.00,98.25
3340.00,98.24
3339.00,98.24
3338.00,98.25
3337.00,98.27
3336.00,98.29
3335.00,98.28
3334.00,98.26
3333.00,98.23
3332.00,98.21
3331.00,98.20
3330.00,98.20
3329.00,98.22
3328.00,98.23
3327.00,98.24
3326.00,98.24
3325.00,98.22
3324.00,98.21
3323.00,98.20
3322.00,98.22
3321.00,98.23
3320.00,98.24
3319.00,98.23
3318.00,98.22
3317.00,98.21
3316.00,98.21
3315.00,98.22
3314.00,98.23
3313.00,98.24
3312.00,98.24
3311.00,98.23
3310.00,98.22
3309.00,98.22
3308.00,98.22
3307.00,98.23
3306.00,98.22
3305.00,98.21
3304.00,98.19
3303.00,98.17
3302.00,98.15
3301.00,98.15
3300.00,98.15
3299.00,98.16
3298.00,98.17
3297.00,98.18
3296.00,98.20
3295.00,98.21
3294.00,98.22
3293.00,98.22
3292.00,98.21
3291.00,98.20
3290.00,98.19
3289.00,98.17
3288.00,98.16
3287.00,98.17
3286.00,98.18
3285.00,98.20
3284.00,98.19
3283.00,98.17
3282.00,98.15
3281.00,98.13
3280.00,98.13
3279.00,98.15
3278.00,98.16
3277.00,98.17
3276.00,98.18
3275.00,98.17
3274.00,98.15
3273.00,98.15
3272.00,98.15
3271.00,98.16
3270.00,98.17
3269.00,98.17
3268.00,98.15
3267.00,98.12
3266.00,98.11
3265.00,98.11
3264.00,98.14
3263.00,98.17
3262.00,98.18
3261.00,98.16
3260.00,98.15
3259.00,98.14
3258.00,98.14
3257.00,98.14
3256.00,98.13
3255.00,98.13
3254.00,98.14
3253.00,98.16
3252.00,98.18
3251.00,98.20
3250.00,98.19
3249.00,98.18
3248.00,98.16
3247.00,98.15
3246.00,98.15
3245.00,98.16
3244.00,98.17
3243.00,98.17
3242.00,98.18
3241.00,98.18
3240.00,98.16
3239.00,98.13
3238.00,98.09
3237.00,98.07
3236.00,98.06
3235.00,98.07
3234.00,98.09
3233.00,98.10
3232.00,98.11
3231.00,98.10
3230.00,98.10
3229.00,98.10
3228.00,98.10
3227.00,98.10
3226.00,98.09
3225.00,98.10
3224.00,98.10
3223.00,98.11
3222.00,98.11
3221.00,98.12
3220.00,98.14
3219.00,98.16
3218.00,98.17
3217.00,98.16
3216.00,98.14
3215.00,98.13
3214.00,98.14
3213.00,98.16
3212.00,98.19
3211.00,98.19
3210.00,98.18
3209.00,98.16
3208.00,98.13
3207.00,98.13
3206.00,98.14
3205.00,98.16
3204.00,98.18
3203.00,98.19
3202.00,98.19
3201.00,98.19
3200.00,98.19
3199.00,98.20
3198.00,98.21
3197.00,98.21
3196.00,98.20
3195.00,98.18
3194.00,98.17
3193.00,98.16
3192.00,98.16
3191.00,98.15
3190.00,98.15
3189.00,98.14
3188.00,98.14
3187.00,98.14
3186.00,98.14
3185.00,98.15
3184.00,98.16
3183.00,98.16
3182.00,98.17
3181.00,98.17
3180.00,98.17
3179.00,98.17
3178.00,98.16
3177.00,98.16
3176.00,98.16
3175.00,98.16
3174.00,98.15
3173.00,98.14
3172.00,98.13
3171.00,98.13
3170.00,98.15
3169.00,98.17
3168.00,98.18
3167.00,98.19
3166.00,98.19
3165.00,98.19
3164.00,98.19
3163.00,98.19
3162.00,98.18
3161.00,98.18
3160.00,98.19
3159.00,98.21
3158.00,98.22
3157.00,98.23
3156.00,98.22
3155.00,98.21
3154.00,98.21
3153.00,98.21
3152.00,98.21
3151.00,98.21
3150.00,98.22
3149.00,98.22
3148.00,98.20
3147.00,98.18
3146.00,98.17
3145.00,98.17
3144.00,98.18
3143.00,98.19
3142.00,98.20
3141.00,98.20
3140.00,98.19
3139.00,98.19
3138.00,98.19
3137.00,98.20
3136.00,98.20
3135.00,98.19
3134.00,98.19
3133.00,98.18
3132.00,98.18
3131.00,98.18
3130.00,98.18
3129.00,98.17
3128.00,98.16
3127.00,98.16
3126.00,98.17
3125.00,98.19
3124.00,98.20
3123.00,98.19
3122.00,98.17
3121.00,98.16
3120.00,98.16
3119.00,98.17
3118.00,98.18
3117.00,98.19
3116.00,98.18
3115.00,98.18
3114.00,98.18
3113.00,98.18
3112.00,98.18
3111.00,98.19
3110.00,98.20
3109.00,98.21
3108.00,98.22
3107.00,98.22
3106.00,98.21
3105.00,98.19
3104.00,98.18
3103.00,98.17
3102.00,98.18
3101.00,98.18
3100.00,98.18
3099.00,98.18
3098.00,98.18
3097.00,98.19
3096.00,98.19
3095.00,98.19
3094.00,98.17
3093.00,98.15
3092.00,98.13
3091.00,98.11
3090.00,98.09
3089.00,98.09
3088.00,98.09
3087.00,98.10
3086.00,98.11
3085.00,98.14
3084.00,98.16
3083.00,98.18
3082.00,98.20
3081.00,98.21
3080.00,98.21
3079.00,98.21
3078.00,98.20
3077.00,98.18
3076.00,98.16
3075.00,98.15
3074.00,98.15
3073.00,98.15
3072.00,98.16
3071.00,98.16
3070.00,98.17
3069.00,98.16
3068.00,98.15
3067.00,98.14
3066.00,98.13
3065.00,98.12
3064.00,98.12
3063.00,98.11
3062.00,98.12
3061.00,98.14
3060.00,98.16
3059.00,98.18
3058.00,98.17
3057.00,98.15
3056.00,98.11
3055.00,98.08
3054.00,98.06
3053.00,98.07
3052.00,98.08
3051.00,98.10
3050.00,98.11
3049.00,98.12
3048.00,98.13
3047.00,98.13
3046.00,98.12
3045.00,98.10
3044.00,98.07
3043.00,98.06
3042.00,98.05
3041.00,98.05
3040.00,98.04
3039.00,98.05
3038.00,98.06
3037.00,98.07
3036.00,98.08
3035.00,98.08
3034.00,98.08
3033.00,98.07
3032.00,98.06
3031.00,98.05
3030.00,98.04
3029.00,98.03
3028.00,98.03
3027.00,98.06
3026.00,98.09
3025.00,98.11
3024.00,98.11
3023.00,98.09
3022.00,98.06
3021.00,98.04
3020.00,98.02
3019.00,98.01
3018.00,98.01
3017.00,98.01
3016.00,98.01
3015.00,98.01
3014.00,97.98
3013.00,97.96
3012.00,97.94
3011.00,97.93
3010.00,97.92
3009.00,97.91
3008.00,97.89
3007.00,97.86
3006.00,97.84
3005.00,97.82
3004.00,97.81
3003.00,97.80
3002.00,97.78
3001.00,97.76
3000.00,97.74
2999.00,97.72
2998.00,97.71
2997.00,97.69
2996.00,97.68
2995.00,97.68
2994.00,97.68
2993.00,97.68
2992.00,97.68
2991.00,97.68
2990.00,97.68
2989.00,97.66
2988.00,97.64
2987.00,97.62
2986.00,97.60
2985.00,97.59
2984.00,97.59
2983.00,97.58
2982.00,97.57
2981.00,97.56
2980.00,97.56
2979.00,97.56
2978.00,97.57
2977.00,97.58
2976.00,97.60
2975.00,97.61
2974.00,97.61
2973.00,97.60
2972.00,97.58
2971.00,97.55
2970.00,97.53
2969.00,97.50
2968.00,97.46
2967.00,97.43
2966.00,97.40
2965.00,97.39
2964.00,97.37
2963.00,97.34
2962.00,97.29
2961.00,97.24
2960.00,97.21
2959.00,97.18
2958.00,97.15
2957.00,97.12
2956.00,97.08
2955.00,97.05
2954.00,97.01
2953.00,96.98
2952.00,96.95
2951.00,96.92
2950.00,96.89
2949.00,96.85
2948.00,96.81
2947.00,96.77
2946.00,96.74
2945.00,96.72
2944.00,96.71
2943.00,96.69
2942.00,96.66
2941.00,96.62
2940.00,96.60
2939.00,96.58
2938.00,96.57
2937.00,96.56
2936.00,96.55
2935.00,96.54
2934.00,96.52
2933.00,96.49
2932.00,96.47
2931.00,96.47
2930.00,96.48
2929.00,96.49
2928.00,96.50
2927.00,96.48
2926.00,96.45
2925.00,96.42
2924.00,96.40
2923.00,96.39
2922.00,96.40
2921.00,96.43
2920.00,96.47
2919.00,96.51
2918.00,96.55
2917.00,96.60
2916.00,96.67
2915.00,96.76
2914.00,96.85
2913.00,96.92
2912.00,96.98
2911.00,97.02
2910.00,97.06
2909.00,97.12
2908.00,97.17
2907.00,97.23
2906.00,97.28
2905.00,97.31
2904.00,97.33
2903.00,97.34
2902.00,97.37
2901.00,97.40
2900.00,97.44
2899.00,97.48
2898.00,97.50
2897.00,97.53
2896.00,97.54
2895.00,97.56
2894.00,97.57
2893.00,97.57
2892.00,97.58
2891.00,97.60
2890.00,97.61
2889.00,97.63
2888.00,97.64
2887.00,97.65
2886.00,97.65
2885.00,97.65
2884.00,97.64
2883.00,97.64
2882.00,97.63
2881.00,97.63
2880.00,97.64
2879.00,97.65
2878.00,97.65
2877.00,97.65
2876.00,97.65
2875.00,97.65
2874.00,97.65
2873.00,97.65
2872.00,97.64
2871.00,97.63
2870.00,97.62
2869.00,97.62
2868.00,97.62
2867.00,97.62
2866.00,97.62
2865.00,97.63
2864.00,97.64
2863.00,97.65
2862.00,97.64
2861.00,97.63
2860.00,97.63
2859.00,97.64
2858.00,97.65
2857.00,97.66
2856.00,97.66
2855.00,97.65
2854.00,97.64
2853.00,97.63
2852.00,97.63
2851.00,97.63
2850.00,97.65
2849.00,97.68
2848.00,97.73
2847.00,97.77
2846.00,97.81
2845.00,97.83
2844.00,97.84
2843.00,97.86
2842.00,97.88
2841.00,97.90
2840.00,97.92
2839.00,97.93
2838.00,97.95
2837.00,97.97
2836.00,97.99
2835.00,98.00
2834.00,98.01
2833.00,98.01
2832.00,98.02
2831.00,98.03
2830.00,98.04
2829.00,98.05
2828.00,98.06
2827.00,98.07
2826.00,98.07
2825.00,98.08
2824.00,98.09
2823.00,98.09
2822.00,98.09
2821.00,98.08
2820.00,98.08
2819.00,98.07
2818.00,98.06
2817.00,98.06
2816.00,98.07
2815.00,98.07
2814.00,98.08
2813.00,98.08
2812.00,98.09
2811.00,98.10
2810.00,98.11
2809.00,98.12
2808.00,98.12
2807.00,98.12
2806.00,98.12
2805.00,98.12
2804.00,98.12
2803.00,98.12
2802.00,98.11
2801.00,98.11
2800.00,98.12
2799.00,98.13
2798.00,98.14
2797.00,98.14
2796.00,98.15
2795.00,98.15
2794.00,98.15
2793.00,98.14
2792.00,98.14
2791.00,98.13
2790.00,98.14
2789.00,98.14
2788.00,98.14
2787.00,98.14
2786.00,98.14
2785.00,98.13
2784.00,98.13
2783.00,98.15
2782.00,98.18
2781.00,98.21
2780.00,98.23
2779.00,98.22
2778.00,98.20
2777.00,98.18
2776.00,98.18
2775.00,98.18
2774.00,98.18
2773.00,98.17
2772.00,98.16
2771.00,98.16
2770.00,98.16
2769.00,98.16
2768.00,98.16
2767.00,98.16
2766.00,98.16
2765.00,98.16
2764.00,98.17
2763.00,98.18
2762.00,98.19
2761.00,98.20
2760.00,98.20
2759.00,98.21
2758.00,98.21
2757.00,98.21
2756.00,98.20
2755.00,98.18
2754.00,98.16
2753.00,98.15
2752.00,98.14
2751.00,98.15
2750.00,98.16
2749.00,98.17
2748.00,98.18
2747.00,98.18
2746.00,98.18
2745.00,98.19
2744.00,98.18
2743.00,98.18
2742.00,98.17
2741.00,98.16
2740.00,98.16
2739.00,98.16
2738.00,98.17
2737.00,98.17
2736.00,98.17
2735.00,98.16
2734.00,98.17
2733.00,98.18
2732.00,98.18
2731.00,98.17
2730.00,98.15
2729.00,98.14
2728.00,98.15
2727.00,98.16
2726.00,98.16
2725.00,98.15
2724.00,98.14
2723.00,98.12
2722.00,98.11
2721.00,98.12
2720.00,98.13
2719.00,98.14
2718.00,98.14
2717.00,98.15
2716.00,98.16
2715.00,98.16
2714.00,98.16
2713.00,98.16
2712.00,98.15
2711.00,98.15
2710.00,98.16
2709.00,98.16
2708.00,98.17
2707.00,98.18
2706.00,98.19
2705.00,98.19
2704.00,98.19
2703.00,98.18
2702.00,98.18
2701.00,98.18
2700.00,98.19
2699.00,98.20
2698.00,98.20
2697.00,98.19
2696.00,98.17
2695.00,98.16
2694.00,98.15
2693.00,98.16
2692.00,98.16
2691.00,98.15
2690.00,98.14
2689.00,98.14
2688.00,98.13
2687.00,98.13
2686.00,98.13
2685.00,98.12
2684.00,98.11
2683.00,98.10
2682.00,98.10
2681.00,98.10
2680.00,98.11
2679.00,98.13
2678.00,98.13
2677.00,98.14
2676.00,98.14
2675.00,98.15
2674.00,98.16
2673.00,98.16
2672.00,98.15
2671.00,98.15
2670.00,98.14
2669.00,98.14
2668.00,98.13
2667.00,98.12
2666.00,98.12
2665.00,98.11
2664.00,98.10
2663.00,98.10
2662.00,98.10
2661.00,98.09
2660.00,98.08
2659.00,98.06
2658.00,98.04
2657.00,98.02
2656.00,97.99
2655.00,97.96
2654.00,97.95
2653.00,97.95
2652.00,97.96
2651.00,97.96
2650.00,97.95
2649.00,97.94
2648.00,97.92
2647.00,97.91
2646.00,97.89
2645.00,97.87
2644.00,97.85
2643.00,97.84
2642.00,97.83
2641.00,97.83
2640.00,97.83
2639.00,97.81
2638.00,97.80
2637.00,97.79
2636.00,97.79
2635.00,97.79
2634.00,97.78
2633.00,97.76
2632.00,97.74
2631.00,97.72
2630.00,97.70
2629.00,97.68
2628.00,97.67
2627.00,97.67
2626.00,97.67
2625.00,97.67
2624.00,97.66
2623.00,97.64
2622.00,97.63
2621.00,97.61
2620.00,97.60
2619.00,97.60
2618.00,97.61
2617.00,97.62
2616.00,97.61
2615.00,97.60
2614.00,97.60
2613.00,97.60
2612.00,97.60
2611.00,97.61
2610.00,97.60
2609.00,97.59
2608.00,97.58
2607.00,97.56
2606.00,97.54
2605.00,97.53
2604.00,97.52
2603.00,97.52
2602.00,97.53
2601.00,97.53
2600.00,97.52
2599.00,97.51
2598.00,97.50
2597.00,97.49
2596.00,97.48
2595.00,97.46
2594.00,97.43
2593.00,97.41
2592.00,97.39
2591.00,97.38
2590.00,97.37
2589.00,97.36
2588.00,97.36
2587.00,97.36
2586.00,97.36
2585.00,97.35
2584.00,97.35
2583.00,97.35
2582.00,97.36
2581.00,97.36
2580.00,97.36
2579.00,97.35
2578.00,97.34
2577.00,97.34
2576.00,97.33
2575.00,97.33
2574.00,97.32
2573.00,97.31
2572.00,97.31
2571.00,97.30
2570.00,97.30
2569.00,97.29
2568.00,97.28
2567.00,97.27
2566.00,97.26
2565.00,97.27
2564.00,97.28
2563.00,97.27
2562.00,97.26
2561.00,97.25
2560.00,97.24
2559.00,97.24
2558.00,97.24
2557.00,97.23
2556.00,97.22
2555.00,97.21
2554.00,97.21
2553.00,97.23
2552.00,97.26
2551.00,97.28
2550.00,97.29
2549.00,97.30
2548.00,97.30
2547.00,97.29
2546.00,97.28
2545.00,97.27
2544.00,97.25
2543.00,97.23
2542.00,97.20
2541.00,97.18
2540.00,97.16
2539.00,97.15
2538.00,97.14
2537.00,97.14
2536.00,97.13
2535.00,97.12
2534.00,97.13
2533.00,97.14
2532.00,97.16
2531.00,97.17
2530.00,97.19
2529.00,97.21
2528.00,97.21
2527.00,97.21
2526.00,97.20
2525.00,97.19
2524.00,97.17
2523.00,97.15
2522.00,97.15
2521.00,97.16
2520.00,97.17
2519.00,97.19
2518.00,97.19
2517.00,97.19
2516.00,97.18
2515.00,97.18
2514.00,97.18
2513.00,97.17
2512.00,97.16
2511.00,97.15
2510.00,97.15
2509.00,97.17
2508.00,97.19
2507.00,97.20
2506.00,97.20
2505.00,97.20
2504.00,97.19
2503.00,97.18
2502.00,97.18
2501.00,97.18
2500.00,97.18
2499.00,97.18
2498.00,97.18
2497.00,97.18
2496.00,97.21
2495.00,97.23
2494.00,97.24
2493.00,97.22
2492.00,97.19
2491.00,97.17
2490.00,97.17
2489.00,97.19
2488.00,97.21
2487.00,97.22
2486.00,97.22
2485.00,97.21
2484.00,97.21
2483.00,97.21
2482.00,97.22
2481.00,97.23
2480.00,97.24
2479.00,97.25
2478.00,97.25
2477.00,97.25
2476.00,97.25
2475.00,97.25
2474.00,97.23
2473.00,97.22
2472.00,97.21
2471.00,97.21
2470.00,97.21
2469.00,97.21
2468.00,97.20
2467.00,97.19
2466.00,97.20
2465.00,97.23
2464.00,97.25
2463.00,97.26
2462.00,97.25
2461.00,97.24
2460.00,97.23
2459.00,97.22
2458.00,97.22
2457.00,97.22
2456.00,97.23
2455.00,97.23
2454.00,97.23
2453.00,97.23
2452.00,97.21
2451.00,97.19
