Created as New Dataset,58 Modacrylic Eastman Fibers Verel Type CA USA White. Peanut X.S. Bright. 16dpf. Use: Floor Coverings
cm-1,%T
931.00,101.19
930.00,101.19
929.00,101.18
928.00,101.17
927.00,101.15
926.00,101.13
925.00,101.13
924.00,101.16
923.00,101.21
922.00,101.24
921.00,101.27
920.00,101.29
919.00,101.32
918.00,101.34
917.00,101.34
916.00,101.35
915.00,101.35
914.00,101.37
913.00,101.39
912.00,101.42
911.00,101.46
910.00,101.50
909.00,101.51
908.00,101.52
907.00,101.51
906.00,101.51
905.00,101.53
904.00,101.57
903.00,101.63
902.00,101.69
901.00,101.75
900.00,101.78
899.00,101.79
898.00,101.78
897.00,101.76
896.00,101.76
895.00,101.76
894.00,101.76
893.00,101.75
892.00,101.75
891.00,101.77
890.00,101.80
889.00,101.82
888.00,101.82
887.00,101.80
886.00,101.78
885.00,101.77
884.00,101.75
883.00,101.76
882.00,101.78
881.00,101.82
880.00,101.85
879.00,101.87
878.00,101.89
877.00,101.92
876.00,101.97
875.00,102.04
874.00,102.11
873.00,102.17
872.00,102.21
871.00,102.22
870.00,102.23
869.00,102.25
868.00,102.29
867.00,102.35
866.00,102.42
865.00,102.49
864.00,102.52
863.00,102.52
862.00,102.50
861.00,102.47
860.00,102.46
859.00,102.48
858.00,102.50
857.00,102.53
856.00,102.57
855.00,102.62
854.00,102.68
853.00,102.71
852.00,102.72
851.00,102.70
850.00,102.68
849.00,102.67
848.00,102.66
847.00,102.66
846.00,102.64
845.00,102.61
844.00,102.55
843.00,102.49
842.00,102.44
841.00,102.40
840.00,102.37
839.00,102.36
838.00,102.37
837.00,102.41
836.00,102.44
835.00,102.45
834.00,102.45
833.00,102.47
832.00,102.51
831.00,102.56
830.00,102.60
829.00,102.64
828.00,102.68
827.00,102.71
826.00,102.71
825.00,102.69
824.00,102.68
823.00,102.68
822.00,102.69
821.00,102.69
820.00,102.66
819.00,102.62
818.00,102.60
817.00,102.62
816.00,102.67
815.00,102.72
814.00,102.75
813.00,102.76
812.00,102.75
811.00,102.73
810.00,102.67
809.00,102.60
808.00,102.55
807.00,102.54
806.00,102.58
805.00,102.62
804.00,102.64
803.00,102.65
802.00,102.65
801.00,102.64
800.00,102.63
799.00,102.61
798.00,102.59
797.00,102.58
796.00,102.59
795.00,102.61
794.00,102.62
793.00,102.64
792.00,102.68
791.00,102.72
790.00,102.76
789.00,102.76
788.00,102.73
787.00,102.69
786.00,102.66
785.00,102.65
784.00,102.66
783.00,102.66
782.00,102.66
781.00,102.64
780.00,102.64
779.00,102.66
778.00,102.70
777.00,102.72
776.00,102.71
775.00,102.69
774.00,102.67
773.00,102.66
772.00,102.66
771.00,102.65
770.00,102.64
769.00,102.62
768.00,102.61
767.00,102.60
766.00,102.58
765.00,102.56
764.00,102.53
763.00,102.52
762.00,102.52
761.00,102.52
760.00,102.49
759.00,102.43
758.00,102.38
757.00,102.35
756.00,102.35
755.00,102.36
754.00,102.35
753.00,102.32
752.00,102.30
751.00,102.28
750.00,102.26
749.00,102.22
748.00,102.17
747.00,102.13
746.00,102.08
745.00,102.02
744.00,101.96
743.00,101.91
742.00,101.91
741.00,101.93
740.00,101.95
739.00,101.94
738.00,101.90
737.00,101.85
736.00,101.84
735.00,101.86
734.00,101.87
733.00,101.81
732.00,101.71
731.00,101.61
730.00,101.55
729.00,101.49
728.00,101.38
727.00,101.25
726.00,101.15
725.00,101.08
724.00,101.04
723.00,100.98
722.00,100.89
721.00,100.78
720.00,100.66
719.00,100.56
718.00,100.50
717.00,100.47
716.00,100.45
715.00,100.44
714.00,100.43
713.00,100.43
712.00,100.44
711.00,100.45
710.00,100.46
709.00,100.45
708.00,100.43
707.00,100.38
706.00,100.33
705.00,100.29
704.00,100.25
703.00,100.24
702.00,100.27
701.00,100.34
700.00,100.42
699.00,100.49
698.00,100.53
697.00,100.53
696.00,100.49
695.00,100.46
694.00,100.45
693.00,100.48
692.00,100.52
691.00,100.53
690.00,100.49
689.00,100.44
688.00,100.39
687.00,100.35
686.00,100.30
685.00,100.21
684.00,100.07
683.00,99.91
682.00,99.76
681.00,99.61
680.00,99.44
679.00,99.26
678.00,99.13
677.00,99.06
676.00,99.04
675.00,99.05
674.00,99.05
673.00,99.03
672.00,98.96
671.00,98.84
670.00,98.63
669.00,98.33
668.00,98.04
667.00,97.95
666.00,98.03
665.00,98.12
664.00,98.13
663.00,98.06
662.00,97.92
661.00,97.74
660.00,97.56
659.00,97.41
658.00,97.29
657.00,97.19
656.00,97.10
655.00,97.02
654.00,96.99
653.00,97.03
652.00,97.08
651.00,97.07
650.00,96.97
649.00,96.81
648.00,96.66
647.00,96.59
646.00,96.60
645.00,96.64
644.00,96.70
643.00,96.76
642.00,96.81
641.00,96.81
640.00,96.74
639.00,96.67
638.00,96.69
637.00,96.83
636.00,97.05
635.00,97.21
634.00,97.23
633.00,97.10
632.00,96.99
631.00,97.07
630.00,97.36
629.00,97.72
628.00,97.93
627.00,97.90
626.00,97.70
625.00,97.50
624.00,97.45
623.00,97.59
622.00,97.83
621.00,97.98
620.00,97.93
619.00,97.73
618.00,97.52
617.00,97.36
616.00,97.26
615.00,97.28
614.00,97.48
613.00,97.76
612.00,97.94
611.00,97.89
610.00,97.67
609.00,97.48
608.00,97.45
607.00,97.57
606.00,97.76
605.00,97.95
604.00,98.13
603.00,98.25
602.00,98.24
601.00,98.08
600.00,97.92
599.00,97.95
598.00,98.17
597.00,98.40
596.00,98.47
595.00,98.43
594.00,98.50
593.00,98.71
592.00,98.84
591.00,98.62
590.00,98.10
589.00,97.68
588.00,97.70
587.00,98.13
586.00,98.68
585.00,99.15
584.00,99.56
583.00,99.90
582.00,100.01
581.00,99.83
580.00,99.58
579.00,99.51
578.00,99.52
577.00,99.24
576.00,98.52
575.00,97.62
574.00,96.98
573.00,96.86
572.00,97.30
571.00,98.18
570.00,99.01
569.00,99.25
568.00,98.79
567.00,98.06
566.00,97.49
565.00,97.15
564.00,96.99
563.00,97.15
562.00,97.69
561.00,98.39
560.00,98.88
559.00,99.03
558.00,98.95
557.00,98.83
556.00,98.74
555.00,98.63
554.00,98.47
553.00,98.33
552.00,98.45
551.00,99.00
550.00,99.69
