Created as New Dataset,58 Modacrylic Eastman Fibers Verel Type CA USA White. Peanut X.S. Bright. 16dpf. Use: Floor Coverings
cm-1,%T
2486.00,101.57
2485.00,101.57
2484.00,101.57
2483.00,101.58
2482.00,101.60
2481.00,101.61
2480.00,101.60
2479.00,101.57
2478.00,101.55
2477.00,101.53
2476.00,101.53
2475.00,101.56
2474.00,101.58
2473.00,101.60
2472.00,101.60
2471.00,101.58
2470.00,101.56
2469.00,101.56
2468.00,101.59
2467.00,101.61
2466.00,101.63
2465.00,101.63
2464.00,101.62
2463.00,101.59
2462.00,101.56
2461.00,101.53
2460.00,101.52
2459.00,101.51
2458.00,101.52
2457.00,101.53
2456.00,101.55
2455.00,101.56
2454.00,101.56
2453.00,101.55
2452.00,101.54
2451.00,101.54
2450.00,101.56
2449.00,101.58
2448.00,101.60
2447.00,101.62
2446.00,101.61
2445.00,101.60
2444.00,101.59
2443.00,101.58
2442.00,101.56
2441.00,101.55
2440.00,101.54
2439.00,101.54
2438.00,101.56
2437.00,101.58
2436.00,101.61
2435.00,101.63
2434.00,101.64
2433.00,101.63
2432.00,101.61
2431.00,101.60
2430.00,101.61
2429.00,101.63
2428.00,101.65
2427.00,101.66
2426.00,101.66
2425.00,101.64
2424.00,101.62
2423.00,101.61
2422.00,101.61
2421.00,101.61
2420.00,101.61
2419.00,101.62
2418.00,101.63
2417.00,101.65
2416.00,101.68
2415.00,101.69
2414.00,101.68
2413.00,101.64
2412.00,101.62
2411.00,101.63
2410.00,101.65
2409.00,101.68
2408.00,101.69
2407.00,101.70
2406.00,101.70
2405.00,101.70
2404.00,101.70
2403.00,101.70
2402.00,101.69
2401.00,101.69
2400.00,101.70
2399.00,101.73
2398.00,101.76
2397.00,101.78
2396.00,101.77
2395.00,101.76
2394.00,101.74
2393.00,101.74
2392.00,101.76
2391.00,101.78
2390.00,101.80
2389.00,101.81
2388.00,101.81
2387.00,101.80
2386.00,101.81
2385.00,101.84
2384.00,101.88
2383.00,101.91
2382.00,101.94
2381.00,101.95
2380.00,101.96
2379.00,101.98
2378.00,102.00
2377.00,102.05
2376.00,102.08
2375.00,102.11
2374.00,102.10
2373.00,102.09
2372.00,102.06
2371.00,102.02
2370.00,101.98
2369.00,101.95
2368.00,101.95
2367.00,101.97
2366.00,101.98
2365.00,101.97
2364.00,101.96
2363.00,101.98
2362.00,102.03
2361.00,102.09
2360.00,102.12
2359.00,102.05
2358.00,101.88
2357.00,101.65
2356.00,101.48
2355.00,101.42
2354.00,101.49
2353.00,101.63
2352.00,101.78
2351.00,101.89
2350.00,101.96
2349.00,102.00
2348.00,102.07
2347.00,102.14
2346.00,102.17
2345.00,102.10
2344.00,101.98
2343.00,101.90
2342.00,101.87
2341.00,101.87
2340.00,101.86
2339.00,101.86
2338.00,101.86
2337.00,101.84
2336.00,101.83
2335.00,101.85
2334.00,101.89
2333.00,101.89
2332.00,101.85
2331.00,101.80
2330.00,101.77
2329.00,101.73
2328.00,101.68
2327.00,101.64
2326.00,101.62
2325.00,101.63
2324.00,101.64
2323.00,101.63
2322.00,101.59
2321.00,101.56
2320.00,101.55
2319.00,101.57
2318.00,101.60
2317.00,101.65
2316.00,101.70
2315.00,101.76
2314.00,101.79
2313.00,101.79
2312.00,101.76
2311.00,101.72
2310.00,101.69
2309.00,101.67
2308.00,101.65
2307.00,101.64
2306.00,101.63
2305.00,101.62
2304.00,101.63
2303.00,101.63
2302.00,101.62
2301.00,101.60
2300.00,101.59
2299.00,101.58
2298.00,101.57
2297.00,101.55
2296.00,101.52
2295.00,101.49
2294.00,101.48
2293.00,101.47
2292.00,101.47
2291.00,101.48
2290.00,101.49
2289.00,101.48
2288.00,101.44
2287.00,101.39
2286.00,101.36
2285.00,101.34
2284.00,101.35
2283.00,101.37
2282.00,101.38
2281.00,101.38
2280.00,101.35
2279.00,101.31
2278.00,101.29
2277.00,101.27
2276.00,101.27
2275.00,101.28
2274.00,101.28
2273.00,101.29
2272.00,101.29
2271.00,101.28
2270.00,101.24
2269.00,101.17
2268.00,101.12
2267.00,101.11
2266.00,101.13
2265.00,101.15
2264.00,101.13
2263.00,101.06
2262.00,100.97
2261.00,100.86
2260.00,100.76
2259.00,100.67
2258.00,100.58
2257.00,100.49
2256.00,100.39
2255.00,100.29
2254.00,100.18
2253.00,100.03
2252.00,99.85
2251.00,99.66
2250.00,99.47
2249.00,99.28
2248.00,99.10
2247.00,98.97
2246.00,98.90
2245.00,98.90
2244.00,98.96
2243.00,99.05
2242.00,99.16
2241.00,99.31
2240.00,99.51
2239.00,99.76
2238.00,100.02
2237.00,100.26
2236.00,100.45
2235.00,100.61
2234.00,100.75
2233.00,100.86
2232.00,100.94
2231.00,100.99
2230.00,101.01
2229.00,101.01
2228.00,100.99
2227.00,100.97
2226.00,100.97
2225.00,100.97
2224.00,100.95
2223.00,100.91
2222.00,100.86
2221.00,100.84
2220.00,100.83
2219.00,100.82
2218.00,100.80
2217.00,100.80
2216.00,100.81
2215.00,100.83
2214.00,100.83
2213.00,100.83
2212.00,100.85
2211.00,100.87
2210.00,100.88
2209.00,100.85
2208.00,100.80
2207.00,100.77
2206.00,100.76
2205.00,100.79
2204.00,100.82
2203.00,100.85
2202.00,100.87
2201.00,100.87
2200.00,100.84
2199.00,100.82
2198.00,100.82
2197.00,100.84
2196.00,100.88
2195.00,100.92
2194.00,100.93
2193.00,100.90
2192.00,100.83
2191.00,100.76
2190.00,100.72
2189.00,100.71
2188.00,100.73
2187.00,100.75
2186.00,100.74
2185.00,100.70
2184.00,100.64
2183.00,100.61
2182.00,100.63
2181.00,100.67
2180.00,100.66
2179.00,100.62
2178.00,100.58
2177.00,100.60
2176.00,100.66
2175.00,100.71
2174.00,100.71
2173.00,100.66
2172.00,100.56
2171.00,100.45
2170.00,100.35
2169.00,100.30
2168.00,100.31
2167.00,100.37
2166.00,100.44
2165.00,100.46
2164.00,100.44
2163.00,100.40
2162.00,100.37
2161.00,100.37
2160.00,100.40
2159.00,100.46
2158.00,100.54
2157.00,100.60
2156.00,100.63
2155.00,100.65
2154.00,100.69
2153.00,100.74
2152.00,100.77
2151.00,100.77
2150.00,100.76
2149.00,100.78
2148.00,100.84
2147.00,100.91
2146.00,100.96
2145.00,100.99
2144.00,101.02
2143.00,101.08
2142.00,101.16
2141.00,101.22
2140.00,101.21
2139.00,101.15
2138.00,101.07
2137.00,101.04
2136.00,101.05
2135.00,101.11
2134.00,101.18
2133.00,101.25
2132.00,101.30
2131.00,101.33
2130.00,101.34
2129.00,101.33
2128.00,101.30
2127.00,101.28
2126.00,101.27
2125.00,101.27
2124.00,101.27
2123.00,101.27
2122.00,101.29
2121.00,101.32
2120.00,101.34
2119.00,101.34
2118.00,101.32
2117.00,101.29
2116.00,101.28
2115.00,101.28
2114.00,101.30
2113.00,101.31
2112.00,101.31
2111.00,101.29
2110.00,101.27
2109.00,101.24
2108.00,101.22
2107.00,101.21
2106.00,101.21
2105.00,101.23
2104.00,101.24
2103.00,101.24
2102.00,101.23
2101.00,101.23
2100.00,101.24
2099.00,101.25
2098.00,101.26
2097.00,101.26
2096.00,101.27
2095.00,101.27
2094.00,101.26
2093.00,101.25
2092.00,101.25
2091.00,101.25
2090.00,101.26
2089.00,101.27
2088.00,101.27
2087.00,101.27
2086.00,101.28
2085.00,101.30
2084.00,101.32
2083.00,101.33
2082.00,101.31
2081.00,101.29
2080.00,101.26
2079.00,101.21
2078.00,101.15
2077.00,101.10
2076.00,101.05
2075.00,101.03
2074.00,101.04
2073.00,101.06
2072.00,101.08
2071.00,101.09
2070.00,101.09
2069.00,101.10
2068.00,101.12
2067.00,101.13
2066.00,101.14
2065.00,101.14
2064.00,101.14
2063.00,101.14
2062.00,101.15
2061.00,101.16
2060.00,101.18
2059.00,101.19
2058.00,101.18
2057.00,101.16
2056.00,101.13
2055.00,101.10
2054.00,101.06
2053.00,101.01
2052.00,100.96
2051.00,100.92
2050.00,100.89
2049.00,100.85
2048.00,100.80
2047.00,100.74
2046.00,100.71
2045.00,100.72
2044.00,100.77
2043.00,100.81
2042.00,100.83
2041.00,100.83
2040.00,100.82
2039.00,100.81
2038.00,100.80
2037.00,100.80
2036.00,100.79
2035.00,100.77
2034.00,100.71
2033.00,100.66
2032.00,100.66
2031.00,100.72
2030.00,100.80
2029.00,100.86
2028.00,100.86
2027.00,100.82
2026.00,100.78
2025.00,100.75
2024.00,100.74
2023.00,100.75
2022.00,100.78
2021.00,100.80
2020.00,100.79
2019.00,100.75
2018.00,100.71
2017.00,100.69
2016.00,100.68
2015.00,100.66
2014.00,100.64
2013.00,100.62
2012.00,100.59
2011.00,100.57
2010.00,100.59
2009.00,100.66
2008.00,100.77
2007.00,100.86
2006.00,100.89
2005.00,100.87
2004.00,100.84
2003.00,100.82
2002.00,100.82
2001.00,100.83
2000.00,100.85
1999.00,100.86
1998.00,100.85
1997.00,100.82
1996.00,100.80
1995.00,100.80
1994.00,100.83
1993.00,100.87
1992.00,100.90
1991.00,100.89
1990.00,100.87
1989.00,100.86
1988.00,100.85
1987.00,100.81
1986.00,100.74
1985.00,100.68
1984.00,100.68
1983.00,100.73
1982.00,100.76
1981.00,100.75
1980.00,100.71
1979.00,100.71
1978.00,100.75
1977.00,100.75
1976.00,100.70
1975.00,100.60
1974.00,100.54
1973.00,100.55
1972.00,100.64
1971.00,100.74
1970.00,100.84
1969.00,100.90
1968.00,100.95
1967.00,100.96
1966.00,100.95
1965.00,100.97
1964.00,101.02
1963.00,101.08
1962.00,101.12
1961.00,101.12
1960.00,101.10
1959.00,101.09
1958.00,101.09
1957.00,101.08
1956.00,101.04
1955.00,100.99
1954.00,100.97
1953.00,101.01
1952.00,101.07
1951.00,101.13
1950.00,101.17
1949.00,101.18
1948.00,101.17
1947.00,101.16
1946.00,101.17
1945.00,101.19
1944.00,101.23
1943.00,101.28
1942.00,101.31
1941.00,101.34
1940.00,101.37
1939.00,101.41
1938.00,101.44
1937.00,101.46
1936.00,101.47
1935.00,101.48
1934.00,101.48
1933.00,101.48
1932.00,101.46
1931.00,101.43
1930.00,101.39
1929.00,101.37
1928.00,101.38
1927.00,101.43
1926.00,101.49
1925.00,101.54
1924.00,101.56
1923.00,101.55
1922.00,101.52
1921.00,101.51
1920.00,101.51
1919.00,101.52
1918.00,101.50
1917.00,101.49
1916.00,101.48
1915.00,101.49
1914.00,101.53
1913.00,101.57
1912.00,101.61
1911.00,101.63
1910.00,101.61
1909.00,101.58
1908.00,101.55
1907.00,101.55
1906.00,101.55
1905.00,101.54
1904.00,101.53
1903.00,101.53
1902.00,101.55
1901.00,101.60
1900.00,101.65
1899.00,101.68
1898.00,101.69
1897.00,101.69
1896.00,101.69
1895.00,101.69
1894.00,101.68
1893.00,101.67
1892.00,101.66
1891.00,101.66
1890.00,101.65
1889.00,101.66
1888.00,101.66
1887.00,101.67
1886.00,101.68
1885.00,101.69
1884.00,101.72
1883.00,101.74
1882.00,101.77
1881.00,101.80
1880.00,101.82
1879.00,101.82
1878.00,101.80
1877.00,101.77
1876.00,101.74
1875.00,101.74
1874.00,101.76
1873.00,101.79
1872.00,101.82
1871.00,101.83
1870.00,101.82
1869.00,101.80
1868.00,101.79
1867.00,101.79
1866.00,101.80
1865.00,101.80
1864.00,101.79
1863.00,101.78
1862.00,101.76
1861.00,101.74
1860.00,101.74
1859.00,101.77
1858.00,101.81
1857.00,101.85
1856.00,101.88
1855.00,101.90
1854.00,101.90
1853.00,101.90
1852.00,101.90
1851.00,101.90
1850.00,101.89
1849.00,101.87
1848.00,101.87
1847.00,101.87
1846.00,101.87
1845.00,101.87
1844.00,101.87
1843.00,101.87
1842.00,101.85
1841.00,101.84
1840.00,101.82
1839.00,101.82
1838.00,101.84
1837.00,101.86
1836.00,101.87
1835.00,101.88
1834.00,101.88
1833.00,101.88
1832.00,101.88
1831.00,101.90
1830.00,101.91
1829.00,101.91
1828.00,101.90
1827.00,101.89
1826.00,101.88
1825.00,101.87
1824.00,101.87
1823.00,101.89
1822.00,101.91
1821.00,101.93
1820.00,101.94
1819.00,101.94
1818.00,101.94
1817.00,101.92
1816.00,101.91
1815.00,101.90
1814.00,101.90
1813.00,101.91
1812.00,101.92
1811.00,101.94
1810.00,101.95
1809.00,101.94
1808.00,101.94
1807.00,101.95
1806.00,101.96
1805.00,101.97
1804.00,101.98
1803.00,102.00
1802.00,102.02
1801.00,102.01
1800.00,102.00
1799.00,101.98
1798.00,101.98
1797.00,101.98
1796.00,101.98
1795.00,101.98
1794.00,101.97
1793.00,101.97
1792.00,101.98
1791.00,101.99
1790.00,101.99
1789.00,101.98
1788.00,101.96
1787.00,101.95
1786.00,101.95
1785.00,101.95
1784.00,101.96
1783.00,101.98
1782.00,101.99
1781.00,101.98
1780.00,101.97
1779.00,101.96
1778.00,101.97
1777.00,101.99
1776.00,102.01
1775.00,102.02
1774.00,102.02
1773.00,102.02
1772.00,102.02
1771.00,102.00
1770.00,101.98
1769.00,101.96
1768.00,101.95
1767.00,101.96
1766.00,101.96
1765.00,101.95
1764.00,101.94
1763.00,101.93
1762.00,101.95
1761.00,101.96
1760.00,101.96
1759.00,101.95
1758.00,101.94
1757.00,101.93
1756.00,101.94
1755.00,101.95
1754.00,101.95
1753.00,101.95
1752.00,101.96
1751.00,101.96
1750.00,101.94
1749.00,101.92
1748.00,101.89
1747.00,101.86
1746.00,101.83
1745.00,101.81
1744.00,101.80
1743.00,101.80
1742.00,101.81
1741.00,101.81
1740.00,101.82
1739.00,101.81
1738.00,101.80
1737.00,101.79
1736.00,101.77
1735.00,101.77
1734.00,101.77
1733.00,101.74
1732.00,101.70
1731.00,101.68
1730.00,101.67
1729.00,101.66
1728.00,101.65
1727.00,101.64
1726.00,101.63
1725.00,101.62
1724.00,101.60
1723.00,101.60
1722.00,101.61
1721.00,101.62
1720.00,101.64
1719.00,101.66
1718.00,101.66
1717.00,101.63
1716.00,101.60
1715.00,101.59
1714.00,101.60
1713.00,101.60
1712.00,101.60
1711.00,101.60
1710.00,101.60
1709.00,101.61
1708.00,101.63
1707.00,101.66
1706.00,101.68
1705.00,101.70
1704.00,101.69
1703.00,101.67
1702.00,101.65
1701.00,101.63
1700.00,101.63
1699.00,101.62
1698.00,101.59
1697.00,101.53
1696.00,101.49
1695.00,101.48
1694.00,101.47
1693.00,101.44
1692.00,101.40
1691.00,101.35
1690.00,101.30
1689.00,101.25
1688.00,101.19
1687.00,101.13
1686.00,101.07
1685.00,100.98
1684.00,100.87
1683.00,100.73
1682.00,100.60
1681.00,100.46
1680.00,100.32
1679.00,100.19
1678.00,100.06
1677.00,99.93
1676.00,99.79
1675.00,99.67
1674.00,99.55
1673.00,99.44
1672.00,99.30
1671.00,99.16
1670.00,99.00
1669.00,98.84
1668.00,98.68
1667.00,98.51
1666.00,98.34
1665.00,98.17
1664.00,98.01
1663.00,97.87
1662.00,97.74
1661.00,97.62
1660.00,97.49
1659.00,97.37
1658.00,97.26
1657.00,97.17
1656.00,97.10
1655.00,97.03
1654.00,96.97
1653.00,96.91
1652.00,96.86
1651.00,96.81
1650.00,96.77
1649.00,96.73
1648.00,96.70
1647.00,96.67
1646.00,96.66
1645.00,96.65
1644.00,96.65
1643.00,96.67
1642.00,96.71
1641.00,96.75
1640.00,96.80
1639.00,96.85
1638.00,96.90
1637.00,96.96
1636.00,97.06
1635.00,97.15
1634.00,97.22
1633.00,97.27
1632.00,97.31
1631.00,97.37
1630.00,97.45
1629.00,97.54
1628.00,97.65
1627.00,97.75
1626.00,97.84
1625.00,97.93
1624.00,98.03
1623.00,98.15
1622.00,98.27
1621.00,98.38
1620.00,98.47
1619.00,98.56
1618.00,98.68
1617.00,98.85
1616.00,99.02
1615.00,99.16
1614.00,99.26
1613.00,99.36
1612.00,99.48
1611.00,99.60
1610.00,99.71
1609.00,99.82
1608.00,99.93
1607.00,100.03
1606.00,100.12
1605.00,100.21
1604.00,100.30
1603.00,100.38
1602.00,100.44
1601.00,100.51
1600.00,100.59
1599.00,100.67
1598.00,100.74
1597.00,100.79
1596.00,100.83
1595.00,100.87
1594.00,100.90
1593.00,100.94
1592.00,100.98
1591.00,101.02
1590.00,101.04
1589.00,101.05
1588.00,101.06
1587.00,101.05
1586.00,101.03
1585.00,101.00
1584.00,100.98
1583.00,100.97
1582.00,100.94
1581.00,100.92
1580.00,100.91
1579.00,100.90
1578.00,100.88
1577.00,100.85
1576.00,100.79
1575.00,100.72
1574.00,100.64
1573.00,100.55
1572.00,100.46
1571.00,100.36
1570.00,100.26
1569.00,100.17
1568.00,100.09
1567.00,100.01
1566.00,99.91
1565.00,99.80
1564.00,99.71
1563.00,99.62
1562.00,99.53
1561.00,99.45
1560.00,99.37
1559.00,99.26
1558.00,99.14
1557.00,99.03
1556.00,98.93
1555.00,98.84
1554.00,98.76
1553.00,98.68
1552.00,98.61
1551.00,98.54
1550.00,98.47
1549.00,98.41
1548.00,98.35
1547.00,98.30
1546.00,98.26
1545.00,98.24
1544.00,98.23
1543.00,98.22
1542.00,98.22
1541.00,98.23
1540.00,98.27
1539.00,98.33
1538.00,98.35
1537.00,98.35
1536.00,98.33
1535.00,98.34
1534.00,98.40
1533.00,98.48
1532.00,98.53
1531.00,98.56
1530.00,98.58
1529.00,98.62
1528.00,98.69
1527.00,98.77
1526.00,98.85
1525.00,98.90
1524.00,98.93
1523.00,98.96
1522.00,99.02
1521.00,99.11
1520.00,99.20
1519.00,99.26
1518.00,99.32
1517.00,99.39
1516.00,99.46
1515.00,99.50
1514.00,99.54
1513.00,99.58
1512.00,99.65
1511.00,99.75
1510.00,99.86
1509.00,99.97
1508.00,100.10
1507.00,100.26
1506.00,100.40
1505.00,100.49
1504.00,100.54
1503.00,100.58
1502.00,100.64
1501.00,100.71
1500.00,100.79
1499.00,100.87
1498.00,100.95
1497.00,101.03
1496.00,101.10
1495.00,101.16
1494.00,101.20
1493.00,101.23
1492.00,101.25
1491.00,101.29
1490.00,101.34
1489.00,101.38
1488.00,101.39
1487.00,101.40
1486.00,101.40
1485.00,101.39
1484.00,101.38
1483.00,101.37
1482.00,101.36
1481.00,101.33
1480.00,101.28
1479.00,101.23
1478.00,101.16
1477.00,101.08
1476.00,100.99
1475.00,100.90
1474.00,100.80
1473.00,100.67
1472.00,100.52
1471.00,100.36
1470.00,100.22
1469.00,100.10
1468.00,100.01
1467.00,99.94
1466.00,99.88
1465.00,99.81
1464.00,99.71
1463.00,99.60
1462.00,99.47
1461.00,99.32
1460.00,99.16
1459.00,98.99
1458.00,98.81
1457.00,98.61
1456.00,98.43
1455.00,98.27
1454.00,98.14
1453.00,98.04
1452.00,97.96
1451.00,97.90
1450.00,97.86
1449.00,97.83
1448.00,97.81
1447.00,97.80
1446.00,97.79
1445.00,97.77
1444.00,97.76
1443.00,97.76
1442.00,97.77
1441.00,97.78
1440.00,97.78
1439.00,97.78
1438.00,97.82
1437.00,97.88
1436.00,97.96
1435.00,98.04
1434.00,98.12
1433.00,98.20
1432.00,98.32
1431.00,98.47
1430.00,98.63
1429.00,98.81
1428.00,98.97
1427.00,99.12
1426.00,99.27
1425.00,99.43
1424.00,99.60
1423.00,99.74
1422.00,99.86
1421.00,99.99
1420.00,100.13
1419.00,100.27
1418.00,100.40
1417.00,100.49
1416.00,100.56
1415.00,100.61
1414.00,100.66
1413.00,100.72
1412.00,100.78
1411.00,100.84
1410.00,100.90
1409.00,100.96
1408.00,101.00
1407.00,101.03
1406.00,101.06
1405.00,101.09
1404.00,101.13
1403.00,101.15
1402.00,101.15
1401.00,101.14
1400.00,101.12
1399.00,101.11
1398.00,101.09
1397.00,101.06
1396.00,101.01
1395.00,100.93
1394.00,100.84
1393.00,100.73
1392.00,100.61
1391.00,100.48
1390.00,100.37
1389.00,100.28
1388.00,100.22
1387.00,100.20
1386.00,100.21
1385.00,100.24
1384.00,100.29
1383.00,100.34
1382.00,100.39
1381.00,100.43
1380.00,100.45
1379.00,100.46
1378.00,100.47
1377.00,100.46
1376.00,100.43
1375.00,100.37
1374.00,100.28
1373.00,100.18
1372.00,100.06
1371.00,99.93
1370.00,99.81
1369.00,99.70
1368.00,99.62
1367.00,99.59
1366.00,99.59
1365.00,99.63
1364.00,99.71
1363.00,99.80
1362.00,99.90
1361.00,99.98
1360.00,100.04
1359.00,100.08
1358.00,100.10
1357.00,100.12
1356.00,100.14
1355.00,100.16
1354.00,100.17
1353.00,100.19
1352.00,100.21
1351.00,100.23
1350.00,100.25
1349.00,100.28
1348.00,100.33
1347.00,100.38
1346.00,100.43
1345.00,100.47
1344.00,100.50
1343.00,100.51
1342.00,100.53
1341.00,100.56
1340.00,100.59
1339.00,100.62
1338.00,100.65
1337.00,100.67
1336.00,100.70
1335.00,100.72
1334.00,100.74
1333.00,100.75
1332.00,100.77
1331.00,100.78
1330.00,100.79
1329.00,100.81
1328.00,100.82
1327.00,100.83
1326.00,100.83
1325.00,100.84
1324.00,100.85
1323.00,100.86
1322.00,100.87
1321.00,100.89
1320.00,100.90
1319.00,100.93
1318.00,100.95
1317.00,100.99
1316.00,101.02
1315.00,101.05
1314.00,101.08
1313.00,101.10
1312.00,101.11
1311.00,101.11
1310.00,101.10
1309.00,101.09
1308.00,101.07
1307.00,101.06
1306.00,101.05
1305.00,101.05
1304.00,101.03
1303.00,101.02
1302.00,100.99
1301.00,100.96
1300.00,100.94
1299.00,100.93
1298.00,100.92
1297.00,100.91
1296.00,100.89
1295.00,100.86
1294.00,100.82
1293.00,100.78
1292.00,100.75
1291.00,100.72
1290.00,100.70
1289.00,100.68
1288.00,100.65
1287.00,100.63
1286.00,100.60
1285.00,100.57
1284.00,100.54
1283.00,100.51
1282.00,100.48
1281.00,100.45
1280.00,100.42
1279.00,100.39
1278.00,100.36
1277.00,100.33
1276.00,100.30
1275.00,100.28
1274.00,100.25
1273.00,100.22
1272.00,100.19
1271.00,100.16
1270.00,100.15
1269.00,100.14
1268.00,100.13
1267.00,100.11
1266.00,100.08
1265.00,100.04
1264.00,100.01
1263.00,99.99
1262.00,99.96
1261.00,99.93
1260.00,99.89
1259.00,99.85
1258.00,99.81
1257.00,99.79
1256.00,99.77
1255.00,99.75
1254.00,99.73
1253.00,99.71
1252.00,99.70
1251.00,99.70
1250.00,99.69
1249.00,99.67
1248.00,99.64
1247.00,99.62
1246.00,99.61
1245.00,99.61
1244.00,99.61
1243.00,99.62
1242.00,99.62
1241.00,99.61
1240.00,99.62
1239.00,99.63
1238.00,99.65
1237.00,99.68
1236.00,99.69
1235.00,99.69
1234.00,99.69
1233.00,99.69
1232.00,99.68
1231.00,99.69
1230.00,99.70
1229.00,99.71
1228.00,99.73
1227.00,99.74
1226.00,99.74
1225.00,99.74
1224.00,99.75
1223.00,99.75
1222.00,99.75
1221.00,99.76
1220.00,99.77
1219.00,99.78
1218.00,99.79
1217.00,99.79
1216.00,99.80
1215.00,99.82
1214.00,99.85
1213.00,99.89
1212.00,99.93
1211.00,99.97
1210.00,100.01
1209.00,100.03
1208.00,100.04
1207.00,100.05
1206.00,100.07
1205.00,100.10
1204.00,100.13
1203.00,100.16
1202.00,100.17
1201.00,100.18
1200.00,100.19
1199.00,100.21
1198.00,100.24
1197.00,100.27
1196.00,100.31
1195.00,100.35
1194.00,100.38
1193.00,100.41
1192.00,100.44
1191.00,100.47
1190.00,100.49
1189.00,100.50
1188.00,100.51
1187.00,100.52
1186.00,100.53
1185.00,100.53
1184.00,100.52
1183.00,100.49
1182.00,100.44
1181.00,100.40
1180.00,100.36
1179.00,100.34
1178.00,100.32
1177.00,100.28
1176.00,100.24
1175.00,100.19
1174.00,100.16
1173.00,100.17
1172.00,100.23
1171.00,100.32
1170.00,100.41
1169.00,100.50
1168.00,100.57
1167.00,100.64
1166.00,100.70
1165.00,100.77
1164.00,100.83
1163.00,100.87
1162.00,100.88
1161.00,100.88
1160.00,100.87
1159.00,100.86
1158.00,100.87
1157.00,100.88
1156.00,100.86
1155.00,100.84
1154.00,100.83
1153.00,100.88
1152.00,100.95
1151.00,101.02
1150.00,101.07
1149.00,101.10
1148.00,101.11
1147.00,101.13
1146.00,101.14
1145.00,101.14
1144.00,101.14
1143.00,101.12
1142.00,101.11
1141.00,101.10
1140.00,101.08
1139.00,101.03
1138.00,100.97
1137.00,100.88
1136.00,100.79
1135.00,100.68
1134.00,100.58
1133.00,100.51
1132.00,100.49
1131.00,100.50
1130.00,100.53
1129.00,100.58
1128.00,100.63
1127.00,100.69
1126.00,100.75
1125.00,100.80
1124.00,100.84
1123.00,100.86
1122.00,100.87
1121.00,100.89
1120.00,100.90
1119.00,100.88
1118.00,100.82
1117.00,100.75
1116.00,100.69
1115.00,100.64
1114.00,100.61
1113.00,100.57
1112.00,100.50
1111.00,100.40
1110.00,100.30
1109.00,100.21
1108.00,100.14
1107.00,100.08
1106.00,100.01
1105.00,99.90
1104.00,99.77
1103.00,99.64
1102.00,99.52
1101.00,99.42
1100.00,99.33
1099.00,99.23
1098.00,99.12
1097.00,98.99
1096.00,98.86
1095.00,98.74
1094.00,98.64
1093.00,98.53
1092.00,98.42
1091.00,98.33
1090.00,98.25
1089.00,98.17
1088.00,98.08
1087.00,97.98
1086.00,97.88
1085.00,97.79
1084.00,97.72
1083.00,97.67
1082.00,97.62
1081.00,97.57
1080.00,97.51
1079.00,97.44
1078.00,97.38
1077.00,97.32
1076.00,97.26
1075.00,97.22
1074.00,97.21
1073.00,97.22
1072.00,97.22
1071.00,97.20
1070.00,97.16
1069.00,97.14
1068.00,97.13
1067.00,97.14
1066.00,97.16
1065.00,97.17
1064.00,97.19
1063.00,97.22
1062.00,97.27
1061.00,97.32
1060.00,97.35
1059.00,97.37
1058.00,97.40
1057.00,97.46
1056.00,97.53
1055.00,97.62
1054.00,97.71
1053.00,97.80
1052.00,97.88
1051.00,97.96
1050.00,98.03
1049.00,98.08
1048.00,98.13
1047.00,98.17
1046.00,98.21
1045.00,98.25
1044.00,98.31
1043.00,98.37
1042.00,98.42
1041.00,98.47
1040.00,98.53
1039.00,98.61
1038.00,98.71
1037.00,98.83
1036.00,98.94
1035.00,99.04
1034.00,99.15
1033.00,99.25
1032.00,99.35
1031.00,99.43
1030.00,99.50
1029.00,99.54
1028.00,99.56
1027.00,99.59
1026.00,99.64
1025.00,99.72
1024.00,99.81
1023.00,99.88
1022.00,99.93
1021.00,99.95
1020.00,99.95
1019.00,99.97
1018.00,100.00
1017.00,100.07
1016.00,100.16
1015.00,100.24
1014.00,100.29
1013.00,100.30
1012.00,100.30
1011.00,100.30
1010.00,100.31
1009.00,100.34
1008.00,100.36
1007.00,100.38
1006.00,100.41
1005.00,100.44
1004.00,100.51
1003.00,100.58
1002.00,100.63
1001.00,100.66
1000.00,100.67
999.00,100.66
998.00,100.65
997.00,100.65
996.00,100.66
995.00,100.68
994.00,100.68
993.00,100.68
992.00,100.67
991.00,100.65
990.00,100.66
989.00,100.69
988.00,100.72
987.00,100.75
986.00,100.75
985.00,100.75
984.00,100.75
983.00,100.76
982.00,100.77
981.00,100.78
980.00,100.77
979.00,100.77
978.00,100.77
977.00,100.77
976.00,100.78
975.00,100.80
974.00,100.82
973.00,100.85
972.00,100.89
971.00,100.94
970.00,100.98
969.00,101.01
968.00,101.02
967.00,101.02
966.00,101.03
965.00,101.05
964.00,101.07
963.00,101.07
962.00,101.06
961.00,101.05
960.00,101.05
959.00,101.07
958.00,101.10
957.00,101.14
956.00,101.17
955.00,101.19
954.00,101.21
953.00,101.23
952.00,101.23
951.00,101.22
950.00,101.20
949.00,101.19
948.00,101.19
947.00,101.19
946.00,101.19
945.00,101.18
944.00,101.17
943.00,101.17
942.00,101.17
941.00,101.17
940.00,101.19
939.00,101.22
938.00,101.24
937.00,101.24
936.00,101.23
935.00,101.21
934.00,101.19
933.00,101.19
932.00,101.19
