Created as New Dataset,17.3 Tussah wild blended with camel hair
cm-1,%T
2464.00,96.63
2463.00,96.63
2462.00,96.64
2461.00,96.64
2460.00,96.63
2459.00,96.61
2458.00,96.58
2457.00,96.56
2456.00,96.55
2455.00,96.54
2454.00,96.55
2453.00,96.56
2452.00,96.57
2451.00,96.59
2450.00,96.62
2449.00,96.65
2448.00,96.66
2447.00,96.67
2446.00,96.66
2445.00,96.64
2444.00,96.63
2443.00,96.61
2442.00,96.61
2441.00,96.61
2440.00,96.62
2439.00,96.63
2438.00,96.64
2437.00,96.65
2436.00,96.66
2435.00,96.66
2434.00,96.66
2433.00,96.65
2432.00,96.64
2431.00,96.65
2430.00,96.65
2429.00,96.66
2428.00,96.67
2427.00,96.68
2426.00,96.69
2425.00,96.69
2424.00,96.68
2423.00,96.68
2422.00,96.69
2421.00,96.70
2420.00,96.71
2419.00,96.72
2418.00,96.74
2417.00,96.75
2416.00,96.75
2415.00,96.75
2414.00,96.77
2413.00,96.78
2412.00,96.79
2411.00,96.78
2410.00,96.77
2409.00,96.76
2408.00,96.76
2407.00,96.77
2406.00,96.79
2405.00,96.81
2404.00,96.82
2403.00,96.82
2402.00,96.84
2401.00,96.85
2400.00,96.87
2399.00,96.88
2398.00,96.89
2397.00,96.89
2396.00,96.90
2395.00,96.91
2394.00,96.92
2393.00,96.93
2392.00,96.95
2391.00,96.96
2390.00,96.97
2389.00,96.97
2388.00,96.98
2387.00,96.98
2386.00,96.99
2385.00,97.00
2384.00,97.01
2383.00,97.02
2382.00,97.04
2381.00,97.06
2380.00,97.10
2379.00,97.16
2378.00,97.22
2377.00,97.26
2376.00,97.28
2375.00,97.29
2374.00,97.31
2373.00,97.31
2372.00,97.31
2371.00,97.29
2370.00,97.27
2369.00,97.25
2368.00,97.24
2367.00,97.26
2366.00,97.30
2365.00,97.34
2364.00,97.35
2363.00,97.33
2362.00,97.28
2361.00,97.25
2360.00,97.26
2359.00,97.30
2358.00,97.34
2357.00,97.34
2356.00,97.31
2355.00,97.29
2354.00,97.28
2353.00,97.29
2352.00,97.31
2351.00,97.33
2350.00,97.34
2349.00,97.34
2348.00,97.32
2347.00,97.30
2346.00,97.28
2345.00,97.29
2344.00,97.30
2343.00,97.32
2342.00,97.34
2341.00,97.34
2340.00,97.31
2339.00,97.28
2338.00,97.24
2337.00,97.22
2336.00,97.21
2335.00,97.21
2334.00,97.20
2333.00,97.19
2332.00,97.18
2331.00,97.18
2330.00,97.19
2329.00,97.19
2328.00,97.17
2327.00,97.13
2326.00,97.06
2325.00,96.98
2324.00,96.94
2323.00,96.95
2322.00,96.97
2321.00,96.98
2320.00,96.97
2319.00,96.95
2318.00,96.93
2317.00,96.91
2316.00,96.90
2315.00,96.90
2314.00,96.90
2313.00,96.90
2312.00,96.90
2311.00,96.92
2310.00,96.94
2309.00,96.95
2308.00,96.95
2307.00,96.95
2306.00,96.93
2305.00,96.91
2304.00,96.88
2303.00,96.85
2302.00,96.81
2301.00,96.78
2300.00,96.75
2299.00,96.72
2298.00,96.69
2297.00,96.65
2296.00,96.63
2295.00,96.61
2294.00,96.59
2293.00,96.54
2292.00,96.48
2291.00,96.43
2290.00,96.40
2289.00,96.38
2288.00,96.37
2287.00,96.36
2286.00,96.34
2285.00,96.32
2284.00,96.30
2283.00,96.30
2282.00,96.31
2281.00,96.31
2280.00,96.32
2279.00,96.31
2278.00,96.30
2277.00,96.26
2276.00,96.23
2275.00,96.19
2274.00,96.16
2273.00,96.14
2272.00,96.12
2271.00,96.13
2270.00,96.14
2269.00,96.14
2268.00,96.12
2267.00,96.12
2266.00,96.12
2265.00,96.11
2264.00,96.12
2263.00,96.14
2262.00,96.15
2261.00,96.14
2260.00,96.11
2259.00,96.08
2258.00,96.07
2257.00,96.07
2256.00,96.09
2255.00,96.10
2254.00,96.12
2253.00,96.10
2252.00,96.04
2251.00,95.98
2250.00,95.95
2249.00,95.94
2248.00,95.95
2247.00,95.97
2246.00,95.99
2245.00,96.00
2244.00,95.98
2243.00,95.93
2242.00,95.88
2241.00,95.84
2240.00,95.82
2239.00,95.81
2238.00,95.81
2237.00,95.82
2236.00,95.82
2235.00,95.82
2234.00,95.80
2233.00,95.78
2232.00,95.77
2231.00,95.77
2230.00,95.77
2229.00,95.78
2228.00,95.80
2227.00,95.82
2226.00,95.81
2225.00,95.76
2224.00,95.70
2223.00,95.64
2222.00,95.59
2221.00,95.55
2220.00,95.55
2219.00,95.58
2218.00,95.63
2217.00,95.65
2216.00,95.64
2215.00,95.60
2214.00,95.56
2213.00,95.51
2212.00,95.47
2211.00,95.48
2210.00,95.51
2209.00,95.53
2208.00,95.54
2207.00,95.53
2206.00,95.52
2205.00,95.51
2204.00,95.51
2203.00,95.50
2202.00,95.47
2201.00,95.40
2200.00,95.34
2199.00,95.31
2198.00,95.29
2197.00,95.27
2196.00,95.24
2195.00,95.22
2194.00,95.21
2193.00,95.20
2192.00,95.19
2191.00,95.20
2190.00,95.22
2189.00,95.22
2188.00,95.18
2187.00,95.14
2186.00,95.12
2185.00,95.12
2184.00,95.16
2183.00,95.22
2182.00,95.26
2181.00,95.27
2180.00,95.23
2179.00,95.18
2178.00,95.13
2177.00,95.11
2176.00,95.12
2175.00,95.15
2174.00,95.17
2173.00,95.16
2172.00,95.12
2171.00,95.08
2170.00,95.04
2169.00,95.00
2168.00,94.95
2167.00,94.90
2166.00,94.86
2165.00,94.82
2164.00,94.77
2163.00,94.68
2162.00,94.57
2161.00,94.51
2160.00,94.57
2159.00,94.77
2158.00,95.01
2157.00,95.21
2156.00,95.35
2155.00,95.44
2154.00,95.48
2153.00,95.47
2152.00,95.42
2151.00,95.37
2150.00,95.35
2149.00,95.36
2148.00,95.40
2147.00,95.46
2146.00,95.51
2145.00,95.54
2144.00,95.58
2143.00,95.65
2142.00,95.73
2141.00,95.77
2140.00,95.78
2139.00,95.81
2138.00,95.85
2137.00,95.88
2136.00,95.91
2135.00,95.95
2134.00,96.01
2133.00,96.07
2132.00,96.10
2131.00,96.12
2130.00,96.14
2129.00,96.15
2128.00,96.17
2127.00,96.18
2126.00,96.19
2125.00,96.20
2124.00,96.22
2123.00,96.25
2122.00,96.24
2121.00,96.19
2120.00,96.12
2119.00,96.05
2118.00,96.02
2117.00,96.01
2116.00,95.99
2115.00,95.96
2114.00,95.93
2113.00,95.92
2112.00,95.94
2111.00,95.99
2110.00,96.02
2109.00,96.02
2108.00,95.99
2107.00,95.97
2106.00,95.97
2105.00,95.95
2104.00,95.92
2103.00,95.89
2102.00,95.89
2101.00,95.92
2100.00,95.96
2099.00,96.00
2098.00,96.04
2097.00,96.06
2096.00,96.09
2095.00,96.11
2094.00,96.12
2093.00,96.11
2092.00,96.09
2091.00,96.06
2090.00,96.03
2089.00,95.99
2088.00,95.97
2087.00,95.98
2086.00,96.00
2085.00,96.03
2084.00,96.07
2083.00,96.10
2082.00,96.09
2081.00,96.05
2080.00,95.99
2079.00,95.95
2078.00,95.93
2077.00,95.89
2076.00,95.86
2075.00,95.83
2074.00,95.83
2073.00,95.83
2072.00,95.82
2071.00,95.81
2070.00,95.81
2069.00,95.83
2068.00,95.87
2067.00,95.92
2066.00,95.96
2065.00,95.96
2064.00,95.92
2063.00,95.87
2062.00,95.84
2061.00,95.86
2060.00,95.90
2059.00,95.94
2058.00,95.97
2057.00,95.96
2056.00,95.94
2055.00,95.91
2054.00,95.85
2053.00,95.75
2052.00,95.64
2051.00,95.58
2050.00,95.55
2049.00,95.54
2048.00,95.52
2047.00,95.49
2046.00,95.46
2045.00,95.44
2044.00,95.42
2043.00,95.40
2042.00,95.37
2041.00,95.32
2040.00,95.26
2039.00,95.23
2038.00,95.23
2037.00,95.23
2036.00,95.21
2035.00,95.21
2034.00,95.22
2033.00,95.22
2032.00,95.22
2031.00,95.19
2030.00,95.17
2029.00,95.16
2028.00,95.18
2027.00,95.22
2026.00,95.24
2025.00,95.21
2024.00,95.18
2023.00,95.19
2022.00,95.20
2021.00,95.20
2020.00,95.18
2019.00,95.17
2018.00,95.20
2017.00,95.23
2016.00,95.26
2015.00,95.30
2014.00,95.31
2013.00,95.30
2012.00,95.28
2011.00,95.29
2010.00,95.35
2009.00,95.41
2008.00,95.49
2007.00,95.56
2006.00,95.62
2005.00,95.62
2004.00,95.61
2003.00,95.62
2002.00,95.67
2001.00,95.70
2000.00,95.69
1999.00,95.66
1998.00,95.65
1997.00,95.66
1996.00,95.69
1995.00,95.71
1994.00,95.70
1993.00,95.68
1992.00,95.67
1991.00,95.68
1990.00,95.68
1989.00,95.66
1988.00,95.63
1987.00,95.60
1986.00,95.59
1985.00,95.57
1984.00,95.56
1983.00,95.54
1982.00,95.50
1981.00,95.42
1980.00,95.34
1979.00,95.29
1978.00,95.30
1977.00,95.36
1976.00,95.43
1975.00,95.50
1974.00,95.53
1973.00,95.52
1972.00,95.52
1971.00,95.56
1970.00,95.61
1969.00,95.64
1968.00,95.67
1967.00,95.71
1966.00,95.78
1965.00,95.84
1964.00,95.90
1963.00,95.98
1962.00,96.07
1961.00,96.16
1960.00,96.22
1959.00,96.25
1958.00,96.27
1957.00,96.26
1956.00,96.22
1955.00,96.19
1954.00,96.18
1953.00,96.18
1952.00,96.18
1951.00,96.21
1950.00,96.25
1949.00,96.27
1948.00,96.28
1947.00,96.32
1946.00,96.36
1945.00,96.38
1944.00,96.37
1943.00,96.37
1942.00,96.39
1941.00,96.45
1940.00,96.50
1939.00,96.53
1938.00,96.54
1937.00,96.53
1936.00,96.49
1935.00,96.48
1934.00,96.48
1933.00,96.49
1932.00,96.51
1931.00,96.53
1930.00,96.55
1929.00,96.56
1928.00,96.55
1927.00,96.56
1926.00,96.59
1925.00,96.62
1924.00,96.65
1923.00,96.68
1922.00,96.70
1921.00,96.71
1920.00,96.72
1919.00,96.74
1918.00,96.76
1917.00,96.75
1916.00,96.73
1915.00,96.72
1914.00,96.73
1913.00,96.75
1912.00,96.78
1911.00,96.81
1910.00,96.81
1909.00,96.79
1908.00,96.77
1907.00,96.79
1906.00,96.82
1905.00,96.84
1904.00,96.86
1903.00,96.88
1902.00,96.90
1901.00,96.90
1900.00,96.89
1899.00,96.88
1898.00,96.87
1897.00,96.87
1896.00,96.87
1895.00,96.89
1894.00,96.93
1893.00,96.96
1892.00,96.98
1891.00,97.01
1890.00,97.02
1889.00,97.01
1888.00,97.01
1887.00,97.01
1886.00,97.01
1885.00,97.00
1884.00,96.98
1883.00,96.97
1882.00,96.99
1881.00,97.01
1880.00,97.02
1879.00,97.03
1878.00,97.05
1877.00,97.06
1876.00,97.06
1875.00,97.05
1874.00,97.05
1873.00,97.04
1872.00,97.04
1871.00,97.07
1870.00,97.13
1869.00,97.16
1868.00,97.16
1867.00,97.14
1866.00,97.12
1865.00,97.11
1864.00,97.10
1863.00,97.12
1862.00,97.13
1861.00,97.14
1860.00,97.15
1859.00,97.17
1858.00,97.21
1857.00,97.23
1856.00,97.23
1855.00,97.22
1854.00,97.21
1853.00,97.19
1852.00,97.17
1851.00,97.17
1850.00,97.18
1849.00,97.20
1848.00,97.21
1847.00,97.25
1846.00,97.29
1845.00,97.33
1844.00,97.34
1843.00,97.35
1842.00,97.35
1841.00,97.34
1840.00,97.31
1839.00,97.30
1838.00,97.30
1837.00,97.32
1836.00,97.32
1835.00,97.33
1834.00,97.34
1833.00,97.35
1832.00,97.38
1831.00,97.39
1830.00,97.39
1829.00,97.36
1828.00,97.35
1827.00,97.39
1826.00,97.45
1825.00,97.47
1824.00,97.46
1823.00,97.45
1822.00,97.44
1821.00,97.41
1820.00,97.38
1819.00,97.37
1818.00,97.38
1817.00,97.40
1816.00,97.41
1815.00,97.41
1814.00,97.42
1813.00,97.41
1812.00,97.41
1811.00,97.42
1810.00,97.44
1809.00,97.45
1808.00,97.45
1807.00,97.45
1806.00,97.45
1805.00,97.44
1804.00,97.46
1803.00,97.50
1802.00,97.55
1801.00,97.58
1800.00,97.57
1799.00,97.54
1798.00,97.52
1797.00,97.50
1796.00,97.50
1795.00,97.51
1794.00,97.53
1793.00,97.51
1792.00,97.49
1791.00,97.49
1790.00,97.51
1789.00,97.53
1788.00,97.53
1787.00,97.53
1786.00,97.52
1785.00,97.51
1784.00,97.50
1783.00,97.49
1782.00,97.49
1781.00,97.46
1780.00,97.42
1779.00,97.41
1778.00,97.43
1777.00,97.45
1776.00,97.44
1775.00,97.43
1774.00,97.42
1773.00,97.37
1772.00,97.31
1771.00,97.32
1770.00,97.40
1769.00,97.46
1768.00,97.46
1767.00,97.43
1766.00,97.41
1765.00,97.41
1764.00,97.41
1763.00,97.42
1762.00,97.41
1761.00,97.39
1760.00,97.35
1759.00,97.33
1758.00,97.33
1757.00,97.31
1756.00,97.27
1755.00,97.24
1754.00,97.22
1753.00,97.17
1752.00,97.10
1751.00,97.04
1750.00,97.01
1749.00,97.00
1748.00,96.98
1747.00,96.98
1746.00,96.98
1745.00,96.96
1744.00,96.94
1743.00,96.93
1742.00,96.93
1741.00,96.92
1740.00,96.86
1739.00,96.79
1738.00,96.76
1737.00,96.75
1736.00,96.72
1735.00,96.65
1734.00,96.56
1733.00,96.46
1732.00,96.42
1731.00,96.45
1730.00,96.51
1729.00,96.52
1728.00,96.49
1727.00,96.45
1726.00,96.42
1725.00,96.37
1724.00,96.29
1723.00,96.22
1722.00,96.19
1721.00,96.17
1720.00,96.13
1719.00,96.04
1718.00,95.86
1717.00,95.60
1716.00,95.37
1715.00,95.26
1714.00,95.22
1713.00,95.13
1712.00,94.93
1711.00,94.70
1710.00,94.47
1709.00,94.23
1708.00,93.95
1707.00,93.62
1706.00,93.21
1705.00,92.73
1704.00,92.27
1703.00,91.89
1702.00,91.45
1701.00,90.77
1700.00,89.96
1699.00,89.31
1698.00,88.83
1697.00,88.33
1696.00,87.75
1695.00,87.24
1694.00,86.95
1693.00,86.77
1692.00,86.59
1691.00,86.33
1690.00,86.02
1689.00,85.70
1688.00,85.39
1687.00,85.06
1686.00,84.65
1685.00,84.13
1684.00,83.60
1683.00,83.27
1682.00,83.11
1681.00,82.90
1680.00,82.56
1679.00,82.18
1678.00,81.82
1677.00,81.47
1676.00,81.07
1675.00,80.65
1674.00,80.27
1673.00,79.92
1672.00,79.56
1671.00,79.17
1670.00,78.73
1669.00,78.25
1668.00,77.79
1667.00,77.39
1666.00,77.04
1665.00,76.66
1664.00,76.23
1663.00,75.78
1662.00,75.35
1661.00,74.93
1660.00,74.49
1659.00,74.04
1658.00,73.61
1657.00,73.22
1656.00,72.82
1655.00,72.37
1654.00,71.79
1653.00,71.12
1652.00,70.57
1651.00,70.22
1650.00,70.01
1649.00,69.80
1648.00,69.47
1647.00,69.04
1646.00,68.64
1645.00,68.29
1644.00,67.94
1643.00,67.61
1642.00,67.32
1641.00,67.03
1640.00,66.72
1639.00,66.43
1638.00,66.13
1637.00,65.80
1636.00,65.42
1635.00,65.09
1634.00,64.87
1633.00,64.65
1632.00,64.41
1631.00,64.16
1630.00,63.93
1629.00,63.74
1628.00,63.58
1627.00,63.46
1626.00,63.39
1625.00,63.36
1624.00,63.39
1623.00,63.49
1622.00,63.67
1621.00,63.85
1620.00,64.00
1619.00,64.16
1618.00,64.43
1617.00,64.86
1616.00,65.38
1615.00,65.89
1614.00,66.38
1613.00,66.89
1612.00,67.41
1611.00,67.98
1610.00,68.60
1609.00,69.26
1608.00,69.93
1607.00,70.59
1606.00,71.22
1605.00,71.84
1604.00,72.44
1603.00,73.03
1602.00,73.58
1601.00,74.08
1600.00,74.55
1599.00,74.98
1598.00,75.37
1597.00,75.74
1596.00,76.10
1595.00,76.45
1594.00,76.77
1593.00,77.07
1592.00,77.36
1591.00,77.63
1590.00,77.86
1589.00,78.07
1588.00,78.26
1587.00,78.43
1586.00,78.56
1585.00,78.64
1584.00,78.71
1583.00,78.75
1582.00,78.76
1581.00,78.74
1580.00,78.73
1579.00,78.70
1578.00,78.59
1577.00,78.39
1576.00,78.20
1575.00,78.07
1574.00,78.03
1573.00,78.02
1572.00,77.99
1571.00,77.86
1570.00,77.65
1569.00,77.40
1568.00,77.19
1567.00,76.97
1566.00,76.71
1565.00,76.41
1564.00,76.13
1563.00,75.87
1562.00,75.60
1561.00,75.29
1560.00,74.91
1559.00,74.46
1558.00,74.04
1557.00,73.76
1556.00,73.49
1555.00,73.15
1554.00,72.76
1553.00,72.39
1552.00,72.07
1551.00,71.77
1550.00,71.43
1549.00,71.09
1548.00,70.78
1547.00,70.51
1546.00,70.24
1545.00,69.96
1544.00,69.68
1543.00,69.41
1542.00,69.12
1541.00,68.79
1540.00,68.44
1539.00,68.14
1538.00,67.92
1537.00,67.76
1536.00,67.65
1535.00,67.53
1534.00,67.39
1533.00,67.23
1532.00,67.08
1531.00,66.92
1530.00,66.74
1529.00,66.57
1528.00,66.42
1527.00,66.30
1526.00,66.18
1525.00,66.06
1524.00,65.93
1523.00,65.78
1522.00,65.58
1521.00,65.37
1520.00,65.20
1519.00,65.06
1518.00,64.92
1517.00,64.79
1516.00,64.71
1515.00,64.67
1514.00,64.67
1513.00,64.72
1512.00,64.84
1511.00,65.00
1510.00,65.15
1509.00,65.31
1508.00,65.60
1507.00,66.13
1506.00,66.71
1505.00,67.16
1504.00,67.45
1503.00,67.70
1502.00,68.01
1501.00,68.38
1500.00,68.80
1499.00,69.26
1498.00,69.77
1497.00,70.34
1496.00,70.91
1495.00,71.41
1494.00,71.84
1493.00,72.25
1492.00,72.71
1491.00,73.25
1490.00,73.88
1489.00,74.51
1488.00,75.05
1487.00,75.51
1486.00,75.91
1485.00,76.26
1484.00,76.57
1483.00,76.87
1482.00,77.18
1481.00,77.49
1480.00,77.75
1479.00,77.96
1478.00,78.16
1477.00,78.35
1476.00,78.48
1475.00,78.56
1474.00,78.59
1473.00,78.60
1472.00,78.61
1471.00,78.62
1470.00,78.62
1469.00,78.61
1468.00,78.60
1467.00,78.59
1466.00,78.58
1465.00,78.56
1464.00,78.50
1463.00,78.39
1462.00,78.26
1461.00,78.11
1460.00,77.95
1459.00,77.74
1458.00,77.45
1457.00,77.12
1456.00,76.84
1455.00,76.64
1454.00,76.50
1453.00,76.38
1452.00,76.25
1451.00,76.11
1450.00,75.99
1449.00,75.87
1448.00,75.75
1447.00,75.67
1446.00,75.62
1445.00,75.63
1444.00,75.69
1443.00,75.82
1442.00,76.00
1441.00,76.21
1440.00,76.41
1439.00,76.63
1438.00,76.90
1437.00,77.27
1436.00,77.66
1435.00,77.95
1434.00,78.14
1433.00,78.31
1432.00,78.49
1431.00,78.68
1430.00,78.88
1429.00,79.06
1428.00,79.20
1427.00,79.28
1426.00,79.34
1425.00,79.39
1424.00,79.42
1423.00,79.43
1422.00,79.41
1421.00,79.37
1420.00,79.34
1419.00,79.32
1418.00,79.30
1417.00,79.27
1416.00,79.20
1415.00,79.11
1414.00,79.01
1413.00,78.92
1412.00,78.85
1411.00,78.77
1410.00,78.70
1409.00,78.61
1408.00,78.52
1407.00,78.43
1406.00,78.35
1405.00,78.29
1404.00,78.22
1403.00,78.16
1402.00,78.11
1401.00,78.06
1400.00,78.04
1399.00,78.03
1398.00,78.03
1397.00,78.03
1396.00,78.03
1395.00,78.04
1394.00,78.05
1393.00,78.05
1392.00,78.03
1391.00,78.03
1390.00,78.04
1389.00,78.09
1388.00,78.17
1387.00,78.25
1386.00,78.33
1385.00,78.40
1384.00,78.46
1383.00,78.53
1382.00,78.61
1381.00,78.70
1380.00,78.78
1379.00,78.85
1378.00,78.91
1377.00,78.94
1376.00,78.95
1375.00,78.94
1374.00,78.92
1373.00,78.90
1372.00,78.91
1371.00,78.95
1370.00,79.06
1369.00,79.22
1368.00,79.43
1367.00,79.65
1366.00,79.85
1365.00,80.05
1364.00,80.25
1363.00,80.44
1362.00,80.61
1361.00,80.75
1360.00,80.87
1359.00,80.98
1358.00,81.09
1357.00,81.20
1356.00,81.32
1355.00,81.42
1354.00,81.51
1353.00,81.59
1352.00,81.65
1351.00,81.70
1350.00,81.75
1349.00,81.78
1348.00,81.80
1347.00,81.80
1346.00,81.79
1345.00,81.77
1344.00,81.75
1343.00,81.73
1342.00,81.73
1341.00,81.74
1340.00,81.76
1339.00,81.77
1338.00,81.78
1337.00,81.79
1336.00,81.79
1335.00,81.78
1334.00,81.79
1333.00,81.80
1332.00,81.83
1331.00,81.86
1330.00,81.88
1329.00,81.89
1328.00,81.90
1327.00,81.91
1326.00,81.93
1325.00,81.96
1324.00,81.97
1323.00,81.96
1322.00,81.93
1321.00,81.89
1320.00,81.84
1319.00,81.79
1318.00,81.75
1317.00,81.71
1316.00,81.68
1315.00,81.65
1314.00,81.63
1313.00,81.64
1312.00,81.68
1311.00,81.71
1310.00,81.75
1309.00,81.79
1308.00,81.83
1307.00,81.88
1306.00,81.93
1305.00,81.97
1304.00,82.01
1303.00,82.06
1302.00,82.12
1301.00,82.18
1300.00,82.24
1299.00,82.29
1298.00,82.33
1297.00,82.36
1296.00,82.37
1295.00,82.37
1294.00,82.38
1293.00,82.38
1292.00,82.38
1291.00,82.38
1290.00,82.37
1289.00,82.37
1288.00,82.35
1287.00,82.34
1286.00,82.31
1285.00,82.29
1284.00,82.26
1283.00,82.22
1282.00,82.18
1281.00,82.13
1280.00,82.08
1279.00,82.03
1278.00,81.97
1277.00,81.89
1276.00,81.80
1275.00,81.71
1274.00,81.62
1273.00,81.54
1272.00,81.44
1271.00,81.35
1270.00,81.25
1269.00,81.16
1268.00,81.06
1267.00,80.97
1266.00,80.87
1265.00,80.77
1264.00,80.66
1263.00,80.54
1262.00,80.43
1261.00,80.32
1260.00,80.20
1259.00,80.09
1258.00,79.97
1257.00,79.86
1256.00,79.73
1255.00,79.60
1254.00,79.47
1253.00,79.32
1252.00,79.16
1251.00,78.97
1250.00,78.79
1249.00,78.60
1248.00,78.42
1247.00,78.23
1246.00,78.04
1245.00,77.84
1244.00,77.65
1243.00,77.47
1242.00,77.31
1241.00,77.17
1240.00,77.05
1239.00,76.95
1238.00,76.89
1237.00,76.85
1236.00,76.82
1235.00,76.80
1234.00,76.81
1233.00,76.83
1232.00,76.85
1231.00,76.89
1230.00,76.92
1229.00,76.96
1228.00,77.00
1227.00,77.05
1226.00,77.09
1225.00,77.13
1224.00,77.18
1223.00,77.22
1222.00,77.27
1221.00,77.34
1220.00,77.42
1219.00,77.51
1218.00,77.63
1217.00,77.78
1216.00,77.95
1215.00,78.15
1214.00,78.36
1213.00,78.59
1212.00,78.81
1211.00,79.04
1210.00,79.27
1209.00,79.50
1208.00,79.73
1207.00,79.94
1206.00,80.14
1205.00,80.33
1204.00,80.50
1203.00,80.66
1202.00,80.83
1201.00,81.01
1200.00,81.18
1199.00,81.34
1198.00,81.48
1197.00,81.61
1196.00,81.71
1195.00,81.80
1194.00,81.87
1193.00,81.94
1192.00,82.01
1191.00,82.07
1190.00,82.13
1189.00,82.19
1188.00,82.25
1187.00,82.29
1186.00,82.32
1185.00,82.33
1184.00,82.30
1183.00,82.25
1182.00,82.17
1181.00,82.07
1180.00,81.95
1179.00,81.82
1178.00,81.66
1177.00,81.50
1176.00,81.34
1175.00,81.19
1174.00,81.05
1173.00,80.93
1172.00,80.84
1171.00,80.78
1170.00,80.75
1169.00,80.73
1168.00,80.74
1167.00,80.77
1166.00,80.83
1165.00,80.91
1164.00,80.99
1163.00,81.08
1162.00,81.16
1161.00,81.26
1160.00,81.38
1159.00,81.54
1158.00,81.71
1157.00,81.88
1156.00,82.05
1155.00,82.21
1154.00,82.37
1153.00,82.53
1152.00,82.69
1151.00,82.85
1150.00,82.99
1149.00,83.13
1148.00,83.27
1147.00,83.40
1146.00,83.53
1145.00,83.66
1144.00,83.77
1143.00,83.88
1142.00,83.99
1141.00,84.08
1140.00,84.15
1139.00,84.21
1138.00,84.26
1137.00,84.30
1136.00,84.31
1135.00,84.32
1134.00,84.35
1133.00,84.38
1132.00,84.42
1131.00,84.43
1130.00,84.42
1129.00,84.41
1128.00,84.41
1127.00,84.43
1126.00,84.45
1125.00,84.47
1124.00,84.49
1123.00,84.51
1122.00,84.53
1121.00,84.54
1120.00,84.54
1119.00,84.53
1118.00,84.53
1117.00,84.55
1116.00,84.57
1115.00,84.58
1114.00,84.57
1113.00,84.55
1112.00,84.52
1111.00,84.48
1110.00,84.46
1109.00,84.45
1108.00,84.44
1107.00,84.43
1106.00,84.43
1105.00,84.44
1104.00,84.45
1103.00,84.46
1102.00,84.49
1101.00,84.51
1100.00,84.54
1099.00,84.55
1098.00,84.55
1097.00,84.56
1096.00,84.56
1095.00,84.54
1094.00,84.49
1093.00,84.42
1092.00,84.36
1091.00,84.29
1090.00,84.20
1089.00,84.10
1088.00,83.97
1087.00,83.85
1086.00,83.73
1085.00,83.62
1084.00,83.49
1083.00,83.35
1082.00,83.20
1081.00,83.08
1080.00,83.01
1079.00,82.97
1078.00,82.95
1077.00,82.93
1076.00,82.88
1075.00,82.82
1074.00,82.76
1073.00,82.72
1072.00,82.70
1071.00,82.69
1070.00,82.69
1069.00,82.70
1068.00,82.71
1067.00,82.71
1066.00,82.70
1065.00,82.68
1064.00,82.65
1063.00,82.62
1062.00,82.59
1061.00,82.57
1060.00,82.53
1059.00,82.46
1058.00,82.36
1057.00,82.27
1056.00,82.18
1055.00,82.11
1054.00,82.06
1053.00,81.99
1052.00,81.92
1051.00,81.86
1050.00,81.82
1049.00,81.82
1048.00,81.85
1047.00,81.90
1046.00,81.94
1045.00,81.98
1044.00,82.02
1043.00,82.07
1042.00,82.13
1041.00,82.21
1040.00,82.30
1039.00,82.40
1038.00,82.51
1037.00,82.64
1036.00,82.78
1035.00,82.94
1034.00,83.08
1033.00,83.20
1032.00,83.30
1031.00,83.39
1030.00,83.51
1029.00,83.63
1028.00,83.75
1027.00,83.85
1026.00,83.94
1025.00,84.03
1024.00,84.13
1023.00,84.24
1022.00,84.34
1021.00,84.44
1020.00,84.54
1019.00,84.65
1018.00,84.76
1017.00,84.87
1016.00,84.95
1015.00,85.02
1014.00,85.10
1013.00,85.21
1012.00,85.33
1011.00,85.44
1010.00,85.56
1009.00,85.68
1008.00,85.82
1007.00,85.96
1006.00,86.07
1005.00,86.16
1004.00,86.24
1003.00,86.31
1002.00,86.37
1001.00,86.43
1000.00,86.48
999.00,86.53
998.00,86.58
997.00,86.65
996.00,86.74
995.00,86.83
994.00,86.91
993.00,86.99
992.00,87.06
991.00,87.12
990.00,87.17
989.00,87.23
988.00,87.30
987.00,87.38
986.00,87.44
985.00,87.47
984.00,87.49
983.00,87.49
982.00,87.50
981.00,87.50
980.00,87.49
979.00,87.47
978.00,87.43
977.00,87.38
976.00,87.30
975.00,87.18
974.00,87.02
973.00,86.81
972.00,86.57
971.00,86.30
970.00,85.99
969.00,85.67
968.00,85.34
967.00,85.05
966.00,84.84
965.00,84.74
964.00,84.73
963.00,84.82
962.00,84.97
961.00,85.17
960.00,85.41
959.00,85.65
958.00,85.89
957.00,86.12
956.00,86.33
955.00,86.52
954.00,86.68
953.00,86.80
952.00,86.91
951.00,87.00
950.00,87.08
949.00,87.14
948.00,87.20
947.00,87.26
946.00,87.32
945.00,87.35
944.00,87.36
943.00,87.36
942.00,87.36
941.00,87.35
940.00,87.34
939.00,87.33
938.00,87.31
937.00,87.29
936.00,87.25
935.00,87.22
934.00,87.18
933.00,87.14
932.00,87.12
931.00,87.09
930.00,87.06
929.00,87.03
928.00,87.01
927.00,87.01
926.00,87.04
925.00,87.08
924.00,87.14
923.00,87.21
922.00,87.26
921.00,87.32
920.00,87.38
919.00,87.46
918.00,87.54
917.00,87.64
916.00,87.72
915.00,87.80
914.00,87.85
913.00,87.88
912.00,87.89
911.00,87.89
910.00,87.89
909.00,87.87
908.00,87.85
907.00,87.82
906.00,87.78
905.00,87.73
904.00,87.69
903.00,87.65
