Created as New Dataset,142 Du Pont
cm-1,%T
4000.00,98.01
3999.00,98.03
3998.00,98.04
3997.00,98.05
3996.00,98.05
3995.00,98.05
3994.00,98.04
3993.00,98.03
3992.00,98.02
3991.00,98.02
3990.00,98.03
3989.00,98.04
3988.00,98.04
3987.00,98.03
3986.00,98.01
3985.00,98.00
3984.00,97.99
3983.00,97.98
3982.00,97.97
3981.00,97.97
3980.00,97.97
3979.00,97.97
3978.00,97.97
3977.00,97.96
3976.00,97.96
3975.00,97.96
3974.00,97.96
3973.00,97.97
3972.00,97.97
3971.00,97.98
3970.00,97.99
3969.00,97.99
3968.00,98.00
3967.00,98.01
3966.00,98.01
3965.00,98.02
3964.00,98.02
3963.00,98.01
3962.00,98.00
3961.00,97.99
3960.00,97.98
3959.00,97.97
3958.00,97.97
3957.00,97.97
3956.00,97.98
3955.00,97.99
3954.00,98.01
3953.00,98.02
3952.00,98.03
3951.00,98.03
3950.00,98.02
3949.00,98.00
3948.00,97.99
3947.00,97.98
3946.00,97.99
3945.00,98.00
3944.00,98.01
3943.00,98.01
3942.00,98.01
3941.00,98.01
3940.00,98.01
3939.00,98.00
3938.00,98.00
3937.00,97.99
3936.00,97.98
3935.00,97.97
3934.00,97.97
3933.00,97.97
3932.00,97.97
3931.00,97.98
3930.00,97.99
3929.00,98.00
3928.00,98.01
3927.00,98.02
3926.00,98.02
3925.00,98.03
3924.00,98.02
3923.00,98.01
3922.00,98.00
3921.00,97.98
3920.00,97.96
3919.00,97.95
3918.00,97.96
3917.00,97.98
3916.00,98.00
3915.00,98.01
3914.00,98.01
3913.00,98.00
3912.00,97.97
3911.00,97.96
3910.00,97.95
3909.00,97.96
3908.00,97.99
3907.00,98.01
3906.00,98.02
3905.00,98.03
3904.00,98.03
3903.00,98.05
3902.00,98.06
3901.00,98.07
3900.00,98.07
3899.00,98.06
3898.00,98.04
3897.00,98.02
3896.00,98.01
3895.00,98.00
3894.00,98.00
3893.00,97.99
3892.00,97.97
3891.00,97.95
3890.00,97.95
3889.00,97.96
3888.00,97.97
3887.00,97.99
3886.00,97.99
3885.00,98.00
3884.00,98.01
3883.00,98.03
3882.00,98.06
3881.00,98.07
3880.00,98.07
3879.00,98.08
