Created as New Dataset,Bio-Couture Worsted 48/2 White
cm-1,%T
2461.00,98.53
2460.00,98.51
2459.00,98.48
2458.00,98.46
2457.00,98.47
2456.00,98.50
2455.00,98.54
2454.00,98.57
2453.00,98.57
2452.00,98.56
2451.00,98.54
2450.00,98.52
2449.00,98.51
2448.00,98.50
2447.00,98.51
2446.00,98.52
2445.00,98.52
2444.00,98.52
2443.00,98.52
2442.00,98.54
2441.00,98.57
2440.00,98.59
2439.00,98.60
2438.00,98.60
2437.00,98.60
2436.00,98.61
2435.00,98.62
2434.00,98.63
2433.00,98.62
2432.00,98.60
2431.00,98.60
2430.00,98.59
2429.00,98.58
2428.00,98.58
2427.00,98.59
2426.00,98.61
2425.00,98.63
2424.00,98.65
2423.00,98.64
2422.00,98.62
2421.00,98.60
2420.00,98.59
2419.00,98.59
2418.00,98.60
2417.00,98.61
2416.00,98.63
2415.00,98.63
2414.00,98.62
2413.00,98.62
2412.00,98.62
2411.00,98.64
2410.00,98.65
2409.00,98.65
2408.00,98.65
2407.00,98.65
2406.00,98.66
2405.00,98.67
2404.00,98.70
2403.00,98.73
2402.00,98.76
2401.00,98.77
2400.00,98.77
2399.00,98.77
2398.00,98.76
2397.00,98.75
2396.00,98.75
2395.00,98.75
2394.00,98.76
2393.00,98.77
2392.00,98.78
2391.00,98.79
2390.00,98.81
2389.00,98.82
2388.00,98.84
2387.00,98.86
2386.00,98.87
2385.00,98.87
2384.00,98.86
2383.00,98.86
2382.00,98.87
2381.00,98.88
2380.00,98.88
2379.00,98.89
2378.00,98.89
2377.00,98.88
2376.00,98.87
2375.00,98.86
2374.00,98.86
2373.00,98.87
2372.00,98.89
2371.00,98.91
2370.00,98.93
2369.00,98.95
2368.00,98.99
2367.00,99.04
2366.00,99.05
2365.00,98.99
2364.00,98.88
2363.00,98.82
2362.00,98.85
2361.00,98.92
2360.00,98.94
2359.00,98.89
2358.00,98.81
2357.00,98.76
2356.00,98.75
2355.00,98.79
2354.00,98.84
2353.00,98.88
2352.00,98.89
2351.00,98.88
2350.00,98.88
2349.00,98.91
2348.00,98.94
2347.00,98.97
2346.00,98.98
2345.00,98.96
2344.00,98.94
2343.00,98.90
2342.00,98.86
2341.00,98.84
2340.00,98.82
2339.00,98.80
2338.00,98.77
2337.00,98.74
2336.00,98.73
2335.00,98.74
2334.00,98.76
2333.00,98.78
2332.00,98.81
2331.00,98.82
2330.00,98.82
2329.00,98.79
2328.00,98.75
2327.00,98.70
2326.00,98.66
2325.00,98.64
2324.00,98.65
2323.00,98.67
2322.00,98.69
2321.00,98.70
2320.00,98.70
2319.00,98.71
2318.00,98.70
2317.00,98.68
2316.00,98.65
2315.00,98.62
2314.00,98.60
2313.00,98.57
2312.00,98.56
2311.00,98.56
2310.00,98.58
2309.00,98.60
2308.00,98.61
2307.00,98.60
2306.00,98.57
2305.00,98.53
2304.00,98.51
2303.00,98.51
2302.00,98.54
2301.00,98.56
2300.00,98.56
2299.00,98.54
2298.00,98.51
2297.00,98.48
2296.00,98.44
2295.00,98.42
2294.00,98.40
2293.00,98.40
2292.00,98.39
2291.00,98.38
2290.00,98.37
2289.00,98.36
2288.00,98.35
2287.00,98.32
2286.00,98.29
2285.00,98.26
2284.00,98.25
2283.00,98.24
2282.00,98.23
2281.00,98.20
2280.00,98.18
2279.00,98.16
2278.00,98.15
2277.00,98.13
2276.00,98.12
2275.00,98.12
2274.00,98.13
2273.00,98.14
2272.00,98.13
2271.00,98.10
2270.00,98.06
2269.00,98.03
2268.00,98.01
2267.00,98.02
2266.00,98.03
2265.00,98.04
2264.00,98.04
2263.00,98.03
2262.00,98.02
2261.00,98.00
2260.00,97.98
2259.00,97.96
2258.00,97.94
2257.00,97.92
2256.00,97.92
2255.00,97.93
2254.00,97.93
2253.00,97.92
2252.00,97.91
2251.00,97.93
2250.00,97.95
2249.00,97.97
2248.00,97.96
2247.00,97.95
2246.00,97.93
2245.00,97.90
2244.00,97.87
2243.00,97.86
2242.00,97.87
2241.00,97.89
2240.00,97.88
2239.00,97.86
2238.00,97.83
2237.00,97.81
2236.00,97.80
2235.00,97.81
2234.00,97.81
2233.00,97.78
2232.00,97.75
2231.00,97.72
2230.00,97.69
2229.00,97.67
2228.00,97.65
2227.00,97.64
2226.00,97.63
2225.00,97.62
2224.00,97.62
2223.00,97.64
2222.00,97.67
2221.00,97.69
2220.00,97.68
2219.00,97.67
2218.00,97.64
2217.00,97.60
2216.00,97.54
2215.00,97.48
2214.00,97.45
2213.00,97.46
2212.00,97.49
2211.00,97.52
2210.00,97.54
2209.00,97.55
2208.00,97.53
2207.00,97.49
2206.00,97.44
2205.00,97.40
2204.00,97.42
2203.00,97.47
2202.00,97.52
2201.00,97.54
2200.00,97.51
2199.00,97.47
2198.00,97.43
2197.00,97.37
2196.00,97.31
2195.00,97.27
2194.00,97.24
2193.00,97.23
2192.00,97.22
2191.00,97.21
2190.00,97.20
2189.00,97.18
2188.00,97.14
2187.00,97.10
2186.00,97.07
2185.00,97.06
2184.00,97.07
2183.00,97.10
2182.00,97.12
2181.00,97.14
2180.00,97.14
2179.00,97.16
2178.00,97.20
2177.00,97.26
2176.00,97.31
2175.00,97.30
2174.00,97.24
2173.00,97.15
2172.00,97.07
2171.00,97.04
2170.00,97.05
2169.00,97.05
2168.00,97.03
2167.00,96.96
2166.00,96.86
2165.00,96.74
2164.00,96.61
2163.00,96.49
2162.00,96.43
2161.00,96.47
2160.00,96.63
2159.00,96.84
2158.00,97.03
2157.00,97.16
2156.00,97.23
2155.00,97.26
2154.00,97.27
2153.00,97.27
2152.00,97.27
2151.00,97.31
2150.00,97.38
2149.00,97.46
2148.00,97.52
2147.00,97.55
2146.00,97.55
2145.00,97.53
2144.00,97.52
2143.00,97.55
2142.00,97.60
2141.00,97.66
2140.00,97.68
2139.00,97.69
2138.00,97.67
2137.00,97.66
2136.00,97.68
2135.00,97.75
2134.00,97.85
2133.00,97.95
2132.00,98.01
2131.00,98.03
2130.00,98.02
2129.00,98.01
2128.00,98.01
2127.00,98.03
2126.00,98.05
2125.00,98.06
2124.00,98.05
2123.00,98.03
2122.00,98.03
2121.00,98.05
2120.00,98.08
2119.00,98.10
2118.00,98.10
2117.00,98.10
2116.00,98.08
2115.00,98.06
2114.00,98.05
2113.00,98.03
2112.00,98.01
2111.00,98.00
2110.00,98.00
2109.00,98.00
2108.00,98.00
2107.00,97.98
2106.00,97.96
2105.00,97.93
2104.00,97.91
2103.00,97.90
2102.00,97.91
2101.00,97.91
2100.00,97.90
2099.00,97.89
2098.00,97.91
2097.00,97.95
2096.00,98.00
2095.00,98.04
2094.00,98.07
2093.00,98.08
2092.00,98.06
2091.00,98.02
2090.00,97.98
2089.00,97.96
2088.00,97.97
2087.00,97.99
2086.00,97.98
2085.00,97.96
2084.00,97.93
2083.00,97.91
2082.00,97.91
2081.00,97.91
2080.00,97.90
2079.00,97.87
2078.00,97.84
2077.00,97.82
2076.00,97.82
2075.00,97.82
2074.00,97.82
2073.00,97.80
2072.00,97.77
2071.00,97.77
2070.00,97.78
2069.00,97.81
2068.00,97.83
2067.00,97.83
2066.00,97.81
2065.00,97.78
2064.00,97.77
2063.00,97.77
2062.00,97.76
2061.00,97.74
2060.00,97.70
2059.00,97.67
2058.00,97.65
2057.00,97.66
2056.00,97.67
2055.00,97.66
2054.00,97.62
2053.00,97.54
2052.00,97.44
2051.00,97.35
2050.00,97.30
2049.00,97.29
2048.00,97.29
2047.00,97.30
2046.00,97.30
2045.00,97.29
2044.00,97.29
2043.00,97.28
2042.00,97.28
2041.00,97.28
2040.00,97.30
2039.00,97.32
2038.00,97.31
2037.00,97.25
2036.00,97.17
2035.00,97.10
2034.00,97.07
2033.00,97.07
2032.00,97.10
2031.00,97.13
2030.00,97.14
2029.00,97.13
2028.00,97.10
2027.00,97.09
2026.00,97.13
2025.00,97.19
2024.00,97.26
2023.00,97.32
2022.00,97.35
2021.00,97.35
2020.00,97.30
2019.00,97.24
2018.00,97.19
2017.00,97.18
2016.00,97.22
2015.00,97.28
2014.00,97.33
2013.00,97.38
2012.00,97.40
2011.00,97.40
2010.00,97.40
2009.00,97.41
2008.00,97.45
2007.00,97.51
2006.00,97.56
2005.00,97.57
2004.00,97.56
2003.00,97.54
2002.00,97.54
2001.00,97.53
2000.00,97.52
1999.00,97.51
1998.00,97.50
1997.00,97.47
1996.00,97.42
1995.00,97.36
1994.00,97.35
1993.00,97.39
1992.00,97.47
1991.00,97.52
1990.00,97.52
1989.00,97.49
1988.00,97.47
1987.00,97.48
1986.00,97.49
1985.00,97.48
1984.00,97.43
1983.00,97.33
1982.00,97.21
1981.00,97.13
1980.00,97.13
1979.00,97.20
1978.00,97.28
1977.00,97.31
1976.00,97.33
1975.00,97.34
1974.00,97.36
1973.00,97.37
1972.00,97.37
1971.00,97.39
1970.00,97.43
1969.00,97.47
1968.00,97.50
1967.00,97.53
1966.00,97.56
1965.00,97.58
1964.00,97.59
1963.00,97.62
1962.00,97.65
1961.00,97.71
1960.00,97.78
1959.00,97.88
1958.00,97.95
1957.00,97.98
1956.00,97.97
1955.00,97.95
1954.00,97.92
1953.00,97.91
1952.00,97.94
1951.00,98.00
1950.00,98.07
1949.00,98.10
1948.00,98.09
1947.00,98.06
1946.00,98.02
1945.00,97.99
1944.00,97.98
1943.00,97.99
1942.00,98.02
1941.00,98.05
1940.00,98.09
1939.00,98.12
1938.00,98.14
1937.00,98.17
1936.00,98.20
1935.00,98.24
1934.00,98.28
1933.00,98.31
1932.00,98.33
1931.00,98.34
1930.00,98.32
1929.00,98.30
1928.00,98.29
1927.00,98.31
1926.00,98.34
1925.00,98.36
1924.00,98.36
1923.00,98.35
1922.00,98.34
1921.00,98.33
1920.00,98.31
1919.00,98.30
1918.00,98.30
1917.00,98.31
1916.00,98.33
1915.00,98.36
1914.00,98.40
1913.00,98.44
1912.00,98.47
1911.00,98.48
1910.00,98.47
1909.00,98.46
1908.00,98.47
1907.00,98.48
1906.00,98.48
1905.00,98.47
1904.00,98.46
1903.00,98.47
1902.00,98.48
1901.00,98.50
1900.00,98.52
1899.00,98.53
1898.00,98.54
1897.00,98.52
1896.00,98.52
1895.00,98.55
1894.00,98.58
1893.00,98.61
1892.00,98.62
1891.00,98.62
1890.00,98.63
1889.00,98.63
1888.00,98.62
1887.00,98.62
1886.00,98.63
1885.00,98.65
1884.00,98.66
1883.00,98.68
1882.00,98.69
1881.00,98.69
1880.00,98.69
1879.00,98.68
1878.00,98.68
1877.00,98.68
1876.00,98.68
1875.00,98.69
1874.00,98.70
1873.00,98.70
1872.00,98.70
1871.00,98.71
1870.00,98.72
1869.00,98.71
1868.00,98.69
1867.00,98.67
1866.00,98.68
1865.00,98.70
1864.00,98.73
1863.00,98.76
1862.00,98.77
1861.00,98.76
1860.00,98.75
1859.00,98.77
1858.00,98.79
1857.00,98.80
1856.00,98.80
1855.00,98.79
1854.00,98.78
1853.00,98.78
1852.00,98.77
1851.00,98.78
1850.00,98.81
1849.00,98.84
1848.00,98.87
1847.00,98.90
1846.00,98.91
1845.00,98.91
1844.00,98.88
1843.00,98.85
1842.00,98.85
1841.00,98.86
1840.00,98.87
1839.00,98.89
1838.00,98.91
1837.00,98.93
1836.00,98.94
1835.00,98.95
1834.00,98.96
1833.00,98.97
1832.00,98.96
1831.00,98.95
1830.00,98.95
1829.00,98.94
1828.00,98.95
1827.00,98.96
1826.00,98.97
1825.00,98.96
1824.00,98.95
1823.00,98.94
1822.00,98.94
1821.00,98.95
1820.00,98.96
1819.00,98.96
1818.00,98.96
1817.00,98.97
1816.00,98.98
1815.00,98.99
1814.00,99.02
1813.00,99.04
1812.00,99.05
1811.00,99.06
1810.00,99.06
1809.00,99.05
1808.00,99.04
1807.00,99.05
1806.00,99.06
1805.00,99.07
1804.00,99.08
1803.00,99.09
1802.00,99.10
1801.00,99.10
1800.00,99.09
1799.00,99.10
1798.00,99.12
1797.00,99.14
1796.00,99.14
1795.00,99.14
1794.00,99.15
1793.00,99.16
1792.00,99.16
1791.00,99.15
1790.00,99.15
1789.00,99.14
1788.00,99.14
1787.00,99.15
1786.00,99.16
1785.00,99.15
1784.00,99.14
1783.00,99.13
1782.00,99.13
1781.00,99.13
1780.00,99.13
1779.00,99.13
1778.00,99.13
1777.00,99.13
1776.00,99.12
1775.00,99.12
1774.00,99.12
1773.00,99.12
1772.00,99.12
1771.00,99.10
1770.00,99.09
1769.00,99.09
1768.00,99.10
1767.00,99.12
1766.00,99.13
1765.00,99.14
1764.00,99.13
1763.00,99.11
1762.00,99.09
1761.00,99.07
1760.00,99.06
1759.00,99.06
1758.00,99.07
1757.00,99.08
1756.00,99.09
1755.00,99.09
1754.00,99.09
1753.00,99.09
1752.00,99.08
1751.00,99.07
1750.00,99.05
1749.00,99.02
1748.00,98.99
1747.00,98.96
1746.00,98.95
1745.00,98.93
1744.00,98.90
1743.00,98.89
1742.00,98.89
1741.00,98.89
1740.00,98.89
1739.00,98.90
1738.00,98.90
1737.00,98.89
1736.00,98.86
1735.00,98.85
1734.00,98.85
1733.00,98.84
1732.00,98.83
1731.00,98.82
1730.00,98.81
1729.00,98.79
1728.00,98.77
1727.00,98.75
1726.00,98.74
1725.00,98.73
1724.00,98.71
1723.00,98.69
1722.00,98.68
1721.00,98.66
1720.00,98.62
1719.00,98.59
1718.00,98.56
1717.00,98.51
1716.00,98.44
1715.00,98.38
1714.00,98.33
1713.00,98.27
1712.00,98.20
1711.00,98.14
1710.00,98.07
1709.00,97.99
1708.00,97.88
1707.00,97.75
1706.00,97.62
1705.00,97.47
1704.00,97.33
1703.00,97.18
1702.00,97.01
1701.00,96.79
1700.00,96.51
1699.00,96.27
1698.00,96.08
1697.00,95.87
1696.00,95.61
1695.00,95.35
1694.00,95.13
1693.00,94.92
1692.00,94.71
1691.00,94.49
1690.00,94.27
1689.00,94.05
1688.00,93.85
1687.00,93.65
1686.00,93.45
1685.00,93.23
1684.00,92.98
1683.00,92.76
1682.00,92.56
1681.00,92.36
1680.00,92.14
1679.00,91.94
1678.00,91.75
1677.00,91.56
1676.00,91.37
1675.00,91.19
1674.00,91.01
1673.00,90.81
1672.00,90.60
1671.00,90.37
1670.00,90.14
1669.00,89.92
1668.00,89.70
1667.00,89.50
1666.00,89.31
1665.00,89.10
1664.00,88.88
1663.00,88.66
1662.00,88.43
1661.00,88.19
1660.00,87.94
1659.00,87.70
1658.00,87.48
1657.00,87.26
1656.00,87.02
1655.00,86.77
1654.00,86.50
1653.00,86.23
1652.00,86.01
1651.00,85.83
1650.00,85.64
1649.00,85.45
1648.00,85.25
1647.00,85.11
1646.00,85.01
1645.00,84.92
1644.00,84.81
1643.00,84.70
1642.00,84.61
1641.00,84.53
1640.00,84.44
1639.00,84.34
1638.00,84.26
1637.00,84.20
1636.00,84.20
1635.00,84.21
1634.00,84.20
1633.00,84.15
1632.00,84.07
1631.00,84.00
1630.00,83.95
1629.00,83.94
1628.00,83.96
1627.00,84.00
1626.00,84.04
1625.00,84.09
1624.00,84.17
1623.00,84.29
1622.00,84.44
1621.00,84.57
1620.00,84.67
1619.00,84.79
1618.00,84.98
1617.00,85.27
1616.00,85.59
1615.00,85.84
1614.00,86.04
1613.00,86.22
1612.00,86.43
1611.00,86.68
1610.00,86.96
1609.00,87.24
1608.00,87.53
1607.00,87.78
1606.00,88.02
1605.00,88.24
1604.00,88.48
1603.00,88.73
1602.00,88.96
1601.00,89.18
1600.00,89.38
1599.00,89.57
1598.00,89.75
1597.00,89.92
1596.00,90.10
1595.00,90.26
1594.00,90.41
1593.00,90.55
1592.00,90.69
1591.00,90.81
1590.00,90.92
1589.00,91.01
1588.00,91.11
1587.00,91.20
1586.00,91.26
1585.00,91.30
1584.00,91.34
1583.00,91.35
1582.00,91.36
1581.00,91.35
1580.00,91.34
1579.00,91.33
1578.00,91.31
1577.00,91.29
1576.00,91.28
1575.00,91.26
1574.00,91.20
1573.00,91.12
1572.00,91.05
1571.00,90.96
1570.00,90.86
1569.00,90.75
1568.00,90.65
1567.00,90.54
1566.00,90.41
1565.00,90.27
1564.00,90.13
1563.00,89.98
1562.00,89.82
1561.00,89.65
1560.00,89.47
1559.00,89.25
1558.00,89.02
1557.00,88.81
1556.00,88.63
1555.00,88.43
1554.00,88.22
1553.00,87.99
1552.00,87.77
1551.00,87.56
1550.00,87.37
1549.00,87.19
1548.00,87.03
1547.00,86.85
1546.00,86.67
1545.00,86.49
1544.00,86.34
1543.00,86.22
1542.00,86.09
1541.00,85.94
1540.00,85.82
1539.00,85.73
1538.00,85.63
1537.00,85.52
1536.00,85.39
1535.00,85.28
1534.00,85.20
1533.00,85.17
1532.00,85.15
1531.00,85.11
1530.00,85.06
1529.00,85.00
1528.00,84.95
1527.00,84.92
1526.00,84.90
1525.00,84.88
1524.00,84.84
1523.00,84.79
1522.00,84.78
1521.00,84.79
1520.00,84.79
1519.00,84.75
1518.00,84.68
1517.00,84.63
1516.00,84.61
1515.00,84.61
1514.00,84.62
1513.00,84.66
1512.00,84.73
1511.00,84.80
1510.00,84.86
1509.00,84.92
1508.00,85.07
1507.00,85.35
1506.00,85.64
1505.00,85.83
1504.00,85.92
1503.00,86.00
1502.00,86.10
1501.00,86.25
1500.00,86.42
1499.00,86.62
1498.00,86.85
1497.00,87.13
1496.00,87.41
1495.00,87.63
1494.00,87.81
1493.00,87.96
1492.00,88.13
1491.00,88.36
1490.00,88.64
1489.00,88.91
1488.00,89.15
1487.00,89.35
1486.00,89.54
1485.00,89.70
1484.00,89.84
1483.00,89.97
1482.00,90.10
1481.00,90.21
1480.00,90.28
1479.00,90.32
1478.00,90.34
1477.00,90.36
1476.00,90.36
1475.00,90.33
1474.00,90.29
1473.00,90.25
1472.00,90.21
1471.00,90.17
1470.00,90.12
1469.00,90.07
1468.00,90.02
1467.00,89.97
1466.00,89.92
1465.00,89.88
1464.00,89.84
1463.00,89.80
1462.00,89.76
1461.00,89.72
1460.00,89.68
1459.00,89.64
1458.00,89.60
1457.00,89.54
1456.00,89.47
1455.00,89.39
1454.00,89.32
1453.00,89.26
1452.00,89.22
1451.00,89.20
1450.00,89.20
1449.00,89.20
1448.00,89.21
1447.00,89.24
1446.00,89.26
1445.00,89.26
1444.00,89.28
1443.00,89.32
1442.00,89.37
1441.00,89.42
1440.00,89.46
1439.00,89.50
1438.00,89.57
1437.00,89.68
1436.00,89.81
1435.00,89.90
1434.00,89.96
1433.00,90.01
1432.00,90.09
1431.00,90.18
1430.00,90.28
1429.00,90.36
1428.00,90.42
1427.00,90.45
1426.00,90.48
1425.00,90.51
1424.00,90.54
1423.00,90.54
1422.00,90.53
1421.00,90.51
1420.00,90.51
1419.00,90.53
1418.00,90.55
1417.00,90.55
1416.00,90.52
1415.00,90.47
1414.00,90.44
1413.00,90.41
1412.00,90.38
1411.00,90.36
1410.00,90.33
1409.00,90.31
1408.00,90.27
1407.00,90.23
1406.00,90.20
1405.00,90.17
1404.00,90.13
1403.00,90.08
1402.00,90.03
1401.00,90.00
1400.00,89.97
1399.00,89.97
1398.00,89.97
1397.00,89.96
1396.00,89.93
1395.00,89.89
1394.00,89.86
1393.00,89.84
1392.00,89.83
1391.00,89.81
1390.00,89.79
1389.00,89.77
1388.00,89.78
1387.00,89.79
1386.00,89.82
1385.00,89.84
1384.00,89.87
1383.00,89.91
1382.00,89.96
1381.00,90.02
1380.00,90.08
1379.00,90.15
1378.00,90.21
1377.00,90.26
1376.00,90.30
1375.00,90.34
1374.00,90.40
1373.00,90.44
1372.00,90.47
1371.00,90.47
1370.00,90.48
1369.00,90.50
1368.00,90.54
1367.00,90.60
1366.00,90.66
1365.00,90.72
1364.00,90.78
1363.00,90.85
1362.00,90.92
1361.00,90.97
1360.00,91.01
1359.00,91.04
1358.00,91.07
1357.00,91.09
1356.00,91.11
1355.00,91.13
1354.00,91.14
1353.00,91.15
1352.00,91.15
1351.00,91.15
1350.00,91.14
1349.00,91.13
1348.00,91.13
1347.00,91.13
1346.00,91.13
1345.00,91.12
1344.00,91.11
1343.00,91.11
1342.00,91.11
1341.00,91.11
1340.00,91.10
1339.00,91.10
1338.00,91.09
1337.00,91.09
1336.00,91.10
1335.00,91.12
1334.00,91.14
1333.00,91.15
1332.00,91.16
1331.00,91.18
1330.00,91.19
1329.00,91.20
1328.00,91.21
1327.00,91.20
1326.00,91.17
1325.00,91.14
1324.00,91.12
1323.00,91.09
1322.00,91.07
1321.00,91.04
1320.00,91.01
1319.00,90.97
1318.00,90.95
1317.00,90.94
1316.00,90.93
1315.00,90.92
1314.00,90.91
1313.00,90.88
1312.00,90.86
1311.00,90.83
1310.00,90.82
1309.00,90.81
1308.00,90.80
1307.00,90.79
1306.00,90.79
1305.00,90.79
1304.00,90.78
1303.00,90.76
1302.00,90.75
1301.00,90.74
1300.00,90.73
1299.00,90.72
1298.00,90.72
1297.00,90.73
1296.00,90.74
1295.00,90.76
1294.00,90.76
1293.00,90.76
1292.00,90.74
1291.00,90.72
1290.00,90.69
1289.00,90.67
1288.00,90.65
1287.00,90.64
1286.00,90.63
1285.00,90.62
1284.00,90.62
1283.00,90.61
1282.00,90.59
1281.00,90.57
1280.00,90.55
1279.00,90.52
1278.00,90.51
1277.00,90.50
1276.00,90.49
1275.00,90.47
1274.00,90.45
1273.00,90.42
1272.00,90.39
1271.00,90.37
1270.00,90.35
1269.00,90.34
1268.00,90.31
1267.00,90.27
1266.00,90.23
1265.00,90.20
1264.00,90.16
1263.00,90.13
1262.00,90.10
1261.00,90.07
1260.00,90.03
1259.00,89.98
1258.00,89.94
1257.00,89.89
1256.00,89.84
1255.00,89.78
1254.00,89.72
1253.00,89.67
1252.00,89.62
1251.00,89.58
1250.00,89.54
1249.00,89.49
1248.00,89.43
1247.00,89.37
1246.00,89.30
1245.00,89.25
1244.00,89.20
1243.00,89.16
1242.00,89.12
1241.00,89.09
1240.00,89.06
1239.00,89.04
1238.00,89.01
1237.00,88.99
1236.00,88.97
1235.00,88.95
1234.00,88.94
1233.00,88.93
1232.00,88.92
1231.00,88.91
1230.00,88.92
1229.00,88.94
1228.00,88.98
1227.00,89.02
1226.00,89.07
1225.00,89.11
1224.00,89.16
1223.00,89.20
1222.00,89.26
1221.00,89.32
1220.00,89.38
1219.00,89.44
1218.00,89.49
1217.00,89.56
1216.00,89.65
1215.00,89.73
1214.00,89.79
1213.00,89.81
1212.00,89.82
1211.00,89.84
1210.00,89.86
1209.00,89.90
1208.00,89.94
1207.00,89.98
1206.00,90.03
1205.00,90.07
1204.00,90.10
1203.00,90.12
1202.00,90.15
1201.00,90.19
1200.00,90.23
1199.00,90.26
1198.00,90.30
1197.00,90.34
1196.00,90.38
1195.00,90.40
1194.00,90.43
1193.00,90.47
1192.00,90.51
1191.00,90.55
1190.00,90.58
1189.00,90.60
1188.00,90.62
1187.00,90.64
1186.00,90.67
1185.00,90.69
1184.00,90.70
1183.00,90.70
1182.00,90.70
1181.00,90.70
1180.00,90.70
1179.00,90.70
1178.00,90.68
1177.00,90.65
1176.00,90.62
1175.00,90.61
1174.00,90.61
1173.00,90.62
1172.00,90.64
1171.00,90.66
1170.00,90.67
1169.00,90.66
1168.00,90.67
1167.00,90.69
1166.00,90.72
1165.00,90.77
1164.00,90.80
1163.00,90.83
1162.00,90.84
1161.00,90.84
1160.00,90.84
1159.00,90.86
1158.00,90.87
1157.00,90.88
1156.00,90.89
1155.00,90.91
1154.00,90.94
1153.00,90.98
1152.00,91.03
1151.00,91.08
1150.00,91.15
1149.00,91.21
1148.00,91.26
1147.00,91.29
1146.00,91.29
1145.00,91.29
1144.00,91.30
1143.00,91.32
1142.00,91.33
1141.00,91.34
1140.00,91.34
1139.00,91.35
1138.00,91.38
1137.00,91.42
1136.00,91.44
1135.00,91.43
1134.00,91.40
1133.00,91.37
1132.00,91.35
1131.00,91.34
1130.00,91.31
1129.00,91.26
1128.00,91.22
1127.00,91.19
1126.00,91.16
1125.00,91.13
1124.00,91.11
1123.00,91.09
1122.00,91.09
1121.00,91.11
1120.00,91.12
1119.00,91.12
1118.00,91.11
1117.00,91.10
1116.00,91.10
1115.00,91.11
1114.00,91.10
1113.00,91.08
1112.00,91.05
1111.00,91.02
1110.00,91.00
1109.00,90.99
1108.00,90.99
1107.00,91.00
1106.00,91.01
1105.00,91.01
1104.00,91.00
1103.00,90.98
1102.00,90.95
1101.00,90.93
1100.00,90.90
1099.00,90.85
1098.00,90.81
1097.00,90.79
1096.00,90.77
1095.00,90.75
1094.00,90.71
1093.00,90.68
1092.00,90.65
1091.00,90.65
1090.00,90.65
1089.00,90.63
1088.00,90.60
1087.00,90.55
1086.00,90.49
1085.00,90.43
1084.00,90.39
1083.00,90.37
1082.00,90.36
1081.00,90.34
1080.00,90.32
1079.00,90.29
1078.00,90.27
1077.00,90.25
1076.00,90.24
1075.00,90.21
1074.00,90.17
1073.00,90.12
1072.00,90.07
1071.00,90.05
1070.00,90.06
1069.00,90.09
1068.00,90.12
1067.00,90.15
1066.00,90.17
1065.00,90.20
1064.00,90.23
1063.00,90.27
1062.00,90.28
1061.00,90.28
1060.00,90.27
1059.00,90.27
1058.00,90.30
1057.00,90.32
1056.00,90.33
1055.00,90.33
1054.00,90.35
1053.00,90.36
1052.00,90.35
1051.00,90.34
1050.00,90.32
1049.00,90.32
1048.00,90.33
1047.00,90.36
1046.00,90.37
1045.00,90.38
1044.00,90.36
1043.00,90.35
1042.00,90.35
1041.00,90.36
1040.00,90.39
1039.00,90.42
1038.00,90.47
1037.00,90.53
1036.00,90.58
1035.00,90.63
1034.00,90.67
1033.00,90.72
1032.00,90.77
1031.00,90.82
1030.00,90.86
1029.00,90.91
1028.00,90.95
1027.00,90.99
1026.00,91.01
1025.00,91.04
1024.00,91.08
1023.00,91.14
1022.00,91.20
1021.00,91.26
1020.00,91.29
1019.00,91.32
1018.00,91.34
1017.00,91.38
1016.00,91.43
1015.00,91.47
1014.00,91.49
1013.00,91.51
1012.00,91.55
1011.00,91.61
1010.00,91.70
1009.00,91.79
1008.00,91.86
1007.00,91.89
1006.00,91.91
1005.00,91.92
1004.00,91.94
1003.00,91.98
1002.00,92.02
1001.00,92.07
1000.00,92.10
999.00,92.11
998.00,92.11
997.00,92.11
996.00,92.12
995.00,92.15
994.00,92.18
993.00,92.21
992.00,92.25
991.00,92.28
990.00,92.29
989.00,92.30
988.00,92.31
987.00,92.32
986.00,92.33
985.00,92.36
984.00,92.38
983.00,92.40
982.00,92.42
981.00,92.43
980.00,92.44
979.00,92.44
978.00,92.45
977.00,92.46
976.00,92.48
975.00,92.50
974.00,92.51
973.00,92.53
972.00,92.55
971.00,92.58
970.00,92.59
969.00,92.60
968.00,92.62
967.00,92.65
966.00,92.68
965.00,92.72
964.00,92.75
963.00,92.77
962.00,92.78
961.00,92.77
960.00,92.76
959.00,92.76
958.00,92.77
957.00,92.78
956.00,92.78
955.00,92.77
954.00,92.77
953.00,92.80
952.00,92.82
951.00,92.83
950.00,92.81
949.00,92.78
948.00,92.76
947.00,92.75
946.00,92.75
945.00,92.74
944.00,92.73
943.00,92.72
942.00,92.70
941.00,92.67
940.00,92.63
939.00,92.60
938.00,92.60
937.00,92.61
936.00,92.61
935.00,92.60
934.00,92.58
933.00,92.56
932.00,92.55
931.00,92.54
930.00,92.55
929.00,92.56
928.00,92.58
927.00,92.59
926.00,92.58
925.00,92.56
924.00,92.54
923.00,92.56
922.00,92.59
921.00,92.62
920.00,92.65
919.00,92.68
918.00,92.69
917.00,92.70
916.00,92.70
915.00,92.70
914.00,92.70
913.00,92.72
912.00,92.76
911.00,92.80
910.00,92.83
909.00,92.82
908.00,92.81
907.00,92.80
906.00,92.81
905.00,92.82
904.00,92.81
903.00,92.79
902.00,92.77
901.00,92.76
900.00,92.75
