Created as New Dataset,186 Acordis Fibres
cm-1,%T
2467.00,92.08
2466.00,92.08
2465.00,92.08
2464.00,92.08
2463.00,92.09
2462.00,92.10
2461.00,92.11
2460.00,92.14
2459.00,92.16
2458.00,92.18
2457.00,92.17
2456.00,92.16
2455.00,92.14
2454.00,92.13
2453.00,92.12
2452.00,92.12
2451.00,92.13
2450.00,92.14
2449.00,92.15
2448.00,92.16
2447.00,92.17
2446.00,92.17
2445.00,92.16
2444.00,92.15
2443.00,92.14
2442.00,92.15
2441.00,92.16
2440.00,92.18
2439.00,92.20
2438.00,92.22
2437.00,92.24
2436.00,92.24
2435.00,92.25
2434.00,92.24
2433.00,92.25
2432.00,92.25
2431.00,92.26
2430.00,92.27
2429.00,92.28
2428.00,92.28
2427.00,92.28
2426.00,92.26
2425.00,92.24
2424.00,92.23
2423.00,92.23
2422.00,92.26
2421.00,92.28
2420.00,92.28
2419.00,92.28
2418.00,92.28
2417.00,92.29
2416.00,92.31
2415.00,92.32
2414.00,92.32
2413.00,92.31
2412.00,92.30
2411.00,92.30
2410.00,92.31
2409.00,92.33
2408.00,92.37
2407.00,92.40
2406.00,92.42
2405.00,92.43
2404.00,92.44
2403.00,92.44
2402.00,92.43
2401.00,92.42
2400.00,92.41
2399.00,92.42
2398.00,92.44
2397.00,92.47
2396.00,92.49
2395.00,92.50
2394.00,92.51
2393.00,92.51
2392.00,92.51
2391.00,92.52
2390.00,92.53
2389.00,92.55
2388.00,92.57
2387.00,92.60
2386.00,92.62
2385.00,92.64
2384.00,92.68
2383.00,92.72
2382.00,92.76
2381.00,92.81
2380.00,92.84
2379.00,92.87
2378.00,92.92
2377.00,92.94
2376.00,92.93
2375.00,92.88
2374.00,92.84
2373.00,92.83
2372.00,92.85
2371.00,92.88
2370.00,92.89
2369.00,92.88
2368.00,92.87
2367.00,92.87
2366.00,92.87
2365.00,92.89
2364.00,92.91
2363.00,92.95
2362.00,92.98
2361.00,93.01
2360.00,93.03
2359.00,93.04
2358.00,93.05
2357.00,93.03
2356.00,93.00
2355.00,92.95
2354.00,92.92
2353.00,92.93
2352.00,93.00
2351.00,93.10
2350.00,93.19
2349.00,93.21
2348.00,93.16
2347.00,93.10
2346.00,93.04
2345.00,93.00
2344.00,92.97
2343.00,92.95
2342.00,92.95
2341.00,92.97
2340.00,93.00
2339.00,93.01
2338.00,92.98
2337.00,92.94
2336.00,92.91
2335.00,92.89
2334.00,92.89
2333.00,92.88
2332.00,92.88
2331.00,92.88
2330.00,92.87
2329.00,92.87
2328.00,92.87
2327.00,92.84
2326.00,92.78
2325.00,92.70
2324.00,92.64
2323.00,92.63
2322.00,92.66
2321.00,92.68
2320.00,92.69
2319.00,92.68
2318.00,92.67
2317.00,92.65
2316.00,92.63
2315.00,92.60
2314.00,92.57
2313.00,92.54
2312.00,92.51
2311.00,92.48
2310.00,92.46
2309.00,92.43
2308.00,92.41
2307.00,92.40
2306.00,92.39
2305.00,92.38
2304.00,92.36
2303.00,92.36
2302.00,92.37
2301.00,92.38
2300.00,92.37
2299.00,92.36
2298.00,92.35
2297.00,92.34
2296.00,92.33
2295.00,92.33
2294.00,92.31
2293.00,92.28
2292.00,92.24
2291.00,92.19
2290.00,92.15
2289.00,92.11
2288.00,92.08
2287.00,92.05
2286.00,92.05
2285.00,92.05
2284.00,92.06
2283.00,92.06
2282.00,92.06
2281.00,92.07
2280.00,92.05
2279.00,92.02
2278.00,91.99
2277.00,91.97
2276.00,91.97
2275.00,91.99
2274.00,92.01
2273.00,92.02
2272.00,92.01
2271.00,91.99
2270.00,91.97
2269.00,91.95
2268.00,91.92
2267.00,91.89
2266.00,91.86
2265.00,91.83
2264.00,91.80
2263.00,91.78
2262.00,91.78
2261.00,91.78
2260.00,91.76
2259.00,91.73
2258.00,91.71
2257.00,91.72
2256.00,91.76
2255.00,91.81
2254.00,91.85
2253.00,91.86
2252.00,91.85
2251.00,91.83
2250.00,91.82
2249.00,91.80
2248.00,91.79
2247.00,91.76
2246.00,91.72
2245.00,91.67
2244.00,91.63
2243.00,91.60
2242.00,91.58
2241.00,91.57
2240.00,91.57
2239.00,91.59
2238.00,91.60
2237.00,91.61
2236.00,91.62
2235.00,91.67
2234.00,91.72
2233.00,91.75
2232.00,91.74
2231.00,91.72
2230.00,91.69
2229.00,91.67
2228.00,91.63
2227.00,91.59
2226.00,91.55
2225.00,91.51
2224.00,91.48
2223.00,91.46
2222.00,91.44
2221.00,91.42
2220.00,91.41
2219.00,91.42
2218.00,91.42
2217.00,91.41
2216.00,91.38
2215.00,91.36
2214.00,91.37
2213.00,91.38
2212.00,91.39
2211.00,91.39
2210.00,91.38
2209.00,91.38
2208.00,91.38
2207.00,91.38
2206.00,91.37
2205.00,91.37
2204.00,91.38
2203.00,91.38
2202.00,91.35
2201.00,91.31
2200.00,91.27
2199.00,91.23
2198.00,91.22
2197.00,91.20
2196.00,91.19
2195.00,91.17
2194.00,91.18
2193.00,91.20
2192.00,91.21
2191.00,91.17
2190.00,91.11
2189.00,91.08
2188.00,91.08
2187.00,91.11
2186.00,91.11
2185.00,91.08
2184.00,91.04
2183.00,91.04
2182.00,91.05
2181.00,91.06
2180.00,91.07
2179.00,91.06
2178.00,91.04
2177.00,91.04
2176.00,91.08
2175.00,91.15
2174.00,91.20
2173.00,91.19
2172.00,91.11
2171.00,90.99
2170.00,90.87
2169.00,90.81
2168.00,90.82
2167.00,90.86
2166.00,90.89
2165.00,90.87
2164.00,90.77
2163.00,90.62
2162.00,90.47
2161.00,90.41
2160.00,90.49
2159.00,90.70
2158.00,90.94
2157.00,91.10
2156.00,91.16
2155.00,91.16
2154.00,91.17
2153.00,91.17
2152.00,91.17
2151.00,91.15
2150.00,91.13
2149.00,91.13
2148.00,91.15
2147.00,91.18
2146.00,91.23
2145.00,91.29
2144.00,91.37
2143.00,91.45
2142.00,91.52
2141.00,91.56
2140.00,91.56
2139.00,91.54
2138.00,91.52
2137.00,91.54
2136.00,91.60
2135.00,91.67
2134.00,91.73
2133.00,91.75
2132.00,91.74
2131.00,91.72
2130.00,91.70
2129.00,91.70
2128.00,91.71
2127.00,91.73
2126.00,91.77
2125.00,91.80
2124.00,91.82
2123.00,91.82
2122.00,91.79
2121.00,91.77
2120.00,91.74
2119.00,91.74
2118.00,91.74
2117.00,91.74
2116.00,91.74
2115.00,91.74
2114.00,91.75
2113.00,91.75
2112.00,91.75
2111.00,91.74
2110.00,91.72
2109.00,91.71
2108.00,91.71
2107.00,91.73
2106.00,91.76
2105.00,91.79
2104.00,91.81
2103.00,91.79
2102.00,91.75
2101.00,91.71
2100.00,91.68
2099.00,91.67
2098.00,91.69
2097.00,91.73
2096.00,91.78
2095.00,91.82
2094.00,91.84
2093.00,91.85
2092.00,91.86
2091.00,91.87
2090.00,91.87
2089.00,91.84
2088.00,91.80
2087.00,91.76
2086.00,91.74
2085.00,91.73
2084.00,91.75
2083.00,91.75
2082.00,91.75
2081.00,91.73
2080.00,91.71
2079.00,91.69
2078.00,91.66
2077.00,91.63
2076.00,91.60
2075.00,91.59
2074.00,91.60
2073.00,91.60
2072.00,91.61
2071.00,91.61
2070.00,91.60
2069.00,91.59
2068.00,91.59
2067.00,91.60
2066.00,91.62
2065.00,91.62
2064.00,91.59
2063.00,91.54
2062.00,91.49
2061.00,91.48
2060.00,91.49
2059.00,91.50
2058.00,91.49
2057.00,91.46
2056.00,91.43
2055.00,91.41
2054.00,91.37
2053.00,91.32
2052.00,91.24
2051.00,91.17
2050.00,91.15
2049.00,91.17
2048.00,91.22
2047.00,91.27
2046.00,91.29
2045.00,91.27
2044.00,91.23
2043.00,91.18
2042.00,91.14
2041.00,91.10
2040.00,91.07
2039.00,91.05
2038.00,91.04
2037.00,91.05
2036.00,91.07
2035.00,91.10
2034.00,91.14
2033.00,91.17
2032.00,91.18
2031.00,91.15
2030.00,91.12
2029.00,91.11
2028.00,91.11
2027.00,91.10
2026.00,91.07
2025.00,91.02
2024.00,91.00
2023.00,91.02
2022.00,91.10
2021.00,91.18
2020.00,91.22
2019.00,91.21
2018.00,91.16
2017.00,91.10
2016.00,91.04
2015.00,91.02
2014.00,91.03
2013.00,91.08
2012.00,91.15
2011.00,91.24
2010.00,91.30
2009.00,91.35
2008.00,91.37
2007.00,91.37
2006.00,91.37
2005.00,91.35
2004.00,91.34
2003.00,91.36
2002.00,91.43
2001.00,91.53
2000.00,91.62
1999.00,91.67
1998.00,91.66
1997.00,91.60
1996.00,91.53
1995.00,91.46
1994.00,91.43
1993.00,91.43
1992.00,91.46
1991.00,91.51
1990.00,91.57
1989.00,91.60
1988.00,91.60
1987.00,91.57
1986.00,91.51
1985.00,91.46
1984.00,91.42
1983.00,91.37
1982.00,91.31
1981.00,91.24
1980.00,91.19
1979.00,91.16
1978.00,91.17
1977.00,91.20
1976.00,91.23
1975.00,91.23
1974.00,91.25
1973.00,91.30
1972.00,91.35
1971.00,91.38
1970.00,91.40
1969.00,91.42
1968.00,91.48
1967.00,91.56
1966.00,91.62
1965.00,91.65
1964.00,91.65
1963.00,91.65
1962.00,91.66
1961.00,91.66
1960.00,91.68
1959.00,91.71
1958.00,91.75
1957.00,91.79
1956.00,91.82
1955.00,91.83
1954.00,91.83
1953.00,91.83
1952.00,91.84
1951.00,91.87
1950.00,91.89
1949.00,91.89
1948.00,91.87
1947.00,91.87
1946.00,91.89
1945.00,91.94
1944.00,92.00
1943.00,92.05
1942.00,92.11
1941.00,92.14
1940.00,92.14
1939.00,92.10
1938.00,92.05
1937.00,92.01
1936.00,92.01
1935.00,92.04
1934.00,92.11
1933.00,92.19
1932.00,92.25
1931.00,92.27
1930.00,92.25
1929.00,92.23
1928.00,92.22
1927.00,92.21
1926.00,92.20
1925.00,92.19
1924.00,92.19
1923.00,92.21
1922.00,92.23
1921.00,92.24
1920.00,92.24
1919.00,92.24
1918.00,92.24
1917.00,92.26
1916.00,92.29
1915.00,92.32
1914.00,92.34
1913.00,92.34
1912.00,92.34
1911.00,92.35
1910.00,92.38
1909.00,92.42
1908.00,92.45
1907.00,92.47
1906.00,92.48
1905.00,92.48
1904.00,92.47
1903.00,92.46
1902.00,92.45
1901.00,92.45
1900.00,92.45
1899.00,92.46
1898.00,92.47
1897.00,92.48
1896.00,92.49
1895.00,92.50
1894.00,92.52
1893.00,92.53
1892.00,92.53
1891.00,92.53
1890.00,92.53
1889.00,92.53
1888.00,92.55
1887.00,92.57
1886.00,92.59
1885.00,92.59
1884.00,92.58
1883.00,92.59
1882.00,92.59
1881.00,92.59
1880.00,92.57
1879.00,92.56
1878.00,92.54
1877.00,92.53
1876.00,92.55
1875.00,92.58
1874.00,92.60
1873.00,92.60
1872.00,92.58
1871.00,92.55
1870.00,92.54
1869.00,92.55
1868.00,92.57
1867.00,92.58
1866.00,92.59
1865.00,92.61
1864.00,92.62
1863.00,92.63
1862.00,92.64
1861.00,92.65
1860.00,92.66
1859.00,92.67
1858.00,92.68
1857.00,92.68
1856.00,92.69
1855.00,92.70
1854.00,92.71
1853.00,92.72
1852.00,92.73
1851.00,92.73
1850.00,92.72
1849.00,92.72
1848.00,92.72
1847.00,92.74
1846.00,92.77
1845.00,92.80
1844.00,92.81
1843.00,92.81
1842.00,92.81
1841.00,92.82
1840.00,92.84
1839.00,92.85
1838.00,92.85
1837.00,92.83
1836.00,92.81
1835.00,92.80
1834.00,92.81
1833.00,92.81
1832.00,92.81
1831.00,92.83
1830.00,92.85
1829.00,92.85
1828.00,92.85
1827.00,92.84
1826.00,92.84
1825.00,92.84
1824.00,92.84
1823.00,92.83
1822.00,92.83
1821.00,92.83
1820.00,92.84
1819.00,92.87
1818.00,92.90
1817.00,92.93
1816.00,92.94
1815.00,92.94
1814.00,92.95
1813.00,92.94
1812.00,92.94
1811.00,92.93
1810.00,92.92
1809.00,92.93
1808.00,92.94
1807.00,92.94
1806.00,92.94
1805.00,92.94
1804.00,92.94
1803.00,92.94
1802.00,92.94
1801.00,92.94
1800.00,92.94
1799.00,92.96
1798.00,93.00
1797.00,93.01
1796.00,93.01
1795.00,92.99
1794.00,92.97
1793.00,92.96
1792.00,92.95
1791.00,92.95
1790.00,92.96
1789.00,92.96
1788.00,92.95
1787.00,92.95
1786.00,92.94
1785.00,92.93
1784.00,92.93
1783.00,92.94
1782.00,92.96
1781.00,92.98
1780.00,92.99
1779.00,92.99
1778.00,92.99
1777.00,92.99
1776.00,92.98
1775.00,92.98
1774.00,92.98
1773.00,92.98
1772.00,92.98
1771.00,92.97
1770.00,92.97
1769.00,92.97
1768.00,92.97
1767.00,92.97
1766.00,92.97
1765.00,92.97
1764.00,92.97
1763.00,92.98
1762.00,93.00
1761.00,93.02
1760.00,93.01
1759.00,93.00
1758.00,92.99
1757.00,92.99
1756.00,93.00
1755.00,92.99
1754.00,92.97
1753.00,92.95
1752.00,92.94
1751.00,92.94
1750.00,92.96
1749.00,92.97
1748.00,92.98
1747.00,92.97
1746.00,92.96
1745.00,92.97
1744.00,92.98
1743.00,92.98
1742.00,92.98
1741.00,92.97
1740.00,92.96
1739.00,92.95
1738.00,92.95
1737.00,92.96
1736.00,92.96
1735.00,92.97
1734.00,92.96
1733.00,92.96
1732.00,92.95
1731.00,92.95
1730.00,92.95
1729.00,92.95
1728.00,92.95
1727.00,92.95
1726.00,92.95
1725.00,92.95
1724.00,92.94
1723.00,92.92
1722.00,92.91
1721.00,92.90
1720.00,92.90
1719.00,92.92
1718.00,92.95
1717.00,92.94
1716.00,92.89
1715.00,92.85
1714.00,92.82
1713.00,92.80
1712.00,92.79
1711.00,92.79
1710.00,92.79
1709.00,92.78
1708.00,92.77
1707.00,92.76
1706.00,92.76
1705.00,92.75
1704.00,92.75
1703.00,92.75
1702.00,92.75
1701.00,92.74
1700.00,92.72
1699.00,92.71
1698.00,92.71
1697.00,92.71
1696.00,92.68
1695.00,92.63
1694.00,92.57
1693.00,92.52
1692.00,92.48
1691.00,92.46
1690.00,92.44
1689.00,92.42
1688.00,92.41
1687.00,92.40
1686.00,92.39
1685.00,92.35
1684.00,92.29
1683.00,92.22
1682.00,92.16
1681.00,92.12
1680.00,92.08
1679.00,92.04
1678.00,92.00
1677.00,91.96
1676.00,91.92
1675.00,91.88
1674.00,91.83
1673.00,91.78
1672.00,91.73
1671.00,91.67
1670.00,91.60
1669.00,91.52
1668.00,91.45
1667.00,91.39
1666.00,91.36
1665.00,91.33
1664.00,91.30
1663.00,91.25
1662.00,91.19
1661.00,91.13
1660.00,91.09
1659.00,91.05
1658.00,91.02
1657.00,90.99
1656.00,90.97
1655.00,90.96
1654.00,90.94
1653.00,90.89
1652.00,90.83
1651.00,90.78
1650.00,90.74
1649.00,90.70
1648.00,90.67
1647.00,90.64
1646.00,90.61
1645.00,90.58
1644.00,90.56
1643.00,90.54
1642.00,90.54
1641.00,90.54
1640.00,90.53
1639.00,90.53
1638.00,90.53
1637.00,90.52
1636.00,90.50
1635.00,90.47
1634.00,90.47
1633.00,90.49
1632.00,90.51
1631.00,90.53
1630.00,90.56
1629.00,90.59
1628.00,90.61
1627.00,90.63
1626.00,90.64
1625.00,90.66
1624.00,90.69
1623.00,90.72
1622.00,90.76
1621.00,90.79
1620.00,90.83
1619.00,90.87
1618.00,90.92
1617.00,90.95
1616.00,90.97
1615.00,90.98
1614.00,90.99
1613.00,91.02
1612.00,91.04
1611.00,91.07
1610.00,91.10
1609.00,91.13
1608.00,91.16
1607.00,91.18
1606.00,91.20
1605.00,91.22
1604.00,91.26
1603.00,91.31
1602.00,91.34
1601.00,91.35
1600.00,91.36
1599.00,91.36
1598.00,91.38
1597.00,91.40
1596.00,91.43
1595.00,91.46
1594.00,91.50
1593.00,91.54
1592.00,91.57
1591.00,91.60
1590.00,91.63
1589.00,91.67
1588.00,91.70
1587.00,91.72
1586.00,91.74
1585.00,91.76
1584.00,91.79
1583.00,91.81
1582.00,91.85
1581.00,91.88
1580.00,91.92
1579.00,91.96
1578.00,91.99
1577.00,92.03
1576.00,92.06
1575.00,92.06
1574.00,92.07
1573.00,92.07
1572.00,92.09
1571.00,92.10
1570.00,92.11
1569.00,92.13
1568.00,92.15
1567.00,92.17
1566.00,92.19
1565.00,92.21
1564.00,92.23
1563.00,92.24
1562.00,92.25
1561.00,92.24
1560.00,92.24
1559.00,92.24
1558.00,92.26
1557.00,92.30
1556.00,92.34
1555.00,92.37
1554.00,92.38
1553.00,92.38
1552.00,92.37
1551.00,92.37
1550.00,92.37
1549.00,92.38
1548.00,92.39
1547.00,92.40
1546.00,92.42
1545.00,92.43
1544.00,92.45
1543.00,92.45
1542.00,92.45
1541.00,92.45
1540.00,92.45
1539.00,92.46
1538.00,92.48
1537.00,92.49
1536.00,92.50
1535.00,92.50
1534.00,92.50
1533.00,92.52
1532.00,92.54
1531.00,92.56
1530.00,92.57
1529.00,92.57
1528.00,92.57
1527.00,92.58
1526.00,92.59
1525.00,92.60
1524.00,92.61
1523.00,92.62
1522.00,92.61
1521.00,92.59
1520.00,92.57
1519.00,92.57
1518.00,92.58
1517.00,92.59
1516.00,92.58
1515.00,92.58
1514.00,92.58
1513.00,92.59
1512.00,92.58
1511.00,92.57
1510.00,92.56
1509.00,92.58
1508.00,92.60
1507.00,92.60
1506.00,92.59
1505.00,92.57
1504.00,92.55
1503.00,92.53
1502.00,92.52
1501.00,92.50
1500.00,92.47
1499.00,92.45
1498.00,92.45
1497.00,92.45
1496.00,92.44
1495.00,92.41
1494.00,92.37
1493.00,92.32
1492.00,92.27
1491.00,92.24
1490.00,92.21
1489.00,92.16
1488.00,92.08
1487.00,92.01
1486.00,91.95
1485.00,91.89
1484.00,91.83
1483.00,91.76
1482.00,91.68
1481.00,91.60
1480.00,91.52
1479.00,91.44
1478.00,91.35
1477.00,91.24
1476.00,91.13
1475.00,91.02
1474.00,90.91
1473.00,90.80
1472.00,90.69
1471.00,90.61
1470.00,90.54
1469.00,90.46
1468.00,90.38
1467.00,90.29
1466.00,90.20
1465.00,90.09
1464.00,90.00
1463.00,89.93
1462.00,89.87
1461.00,89.82
1460.00,89.79
1459.00,89.75
1458.00,89.70
1457.00,89.62
1456.00,89.52
1455.00,89.46
1454.00,89.41
1453.00,89.36
1452.00,89.31
1451.00,89.25
1450.00,89.19
1449.00,89.13
1448.00,89.06
1447.00,88.99
1446.00,88.92
1445.00,88.86
1444.00,88.81
1443.00,88.76
1442.00,88.71
1441.00,88.66
1440.00,88.62
1439.00,88.58
1438.00,88.53
1437.00,88.48
1436.00,88.44
1435.00,88.42
1434.00,88.40
1433.00,88.37
1432.00,88.33
1431.00,88.29
1430.00,88.25
1429.00,88.22
1428.00,88.20
1427.00,88.19
1426.00,88.16
1425.00,88.13
1424.00,88.10
1423.00,88.07
1422.00,88.07
1421.00,88.06
1420.00,88.05
1419.00,88.03
1418.00,88.01
1417.00,88.01
1416.00,88.01
1415.00,88.01
1414.00,88.01
1413.00,88.01
1412.00,88.02
1411.00,88.03
1410.00,88.05
1409.00,88.08
1408.00,88.10
1407.00,88.12
1406.00,88.12
1405.00,88.12
1404.00,88.12
1403.00,88.13
1402.00,88.13
1401.00,88.14
1400.00,88.14
1399.00,88.14
1398.00,88.13
1397.00,88.12
1396.00,88.12
1395.00,88.12
1394.00,88.11
1393.00,88.09
1392.00,88.06
1391.00,88.01
1390.00,87.95
1389.00,87.89
1388.00,87.82
1387.00,87.73
1386.00,87.63
1385.00,87.51
1384.00,87.38
1383.00,87.24
1382.00,87.08
1381.00,86.91
1380.00,86.73
1379.00,86.56
1378.00,86.39
1377.00,86.24
1376.00,86.10
1375.00,85.98
1374.00,85.87
1373.00,85.77
1372.00,85.69
1371.00,85.63
1370.00,85.58
1369.00,85.54
1368.00,85.51
1367.00,85.48
1366.00,85.46
1365.00,85.44
1364.00,85.44
1363.00,85.47
1362.00,85.52
1361.00,85.58
1360.00,85.64
1359.00,85.70
1358.00,85.78
1357.00,85.85
1356.00,85.92
1355.00,85.98
1354.00,86.04
1353.00,86.09
1352.00,86.14
1351.00,86.18
1350.00,86.22
1349.00,86.25
1348.00,86.27
1347.00,86.28
1346.00,86.28
1345.00,86.28
1344.00,86.27
1343.00,86.26
1342.00,86.24
1341.00,86.21
1340.00,86.17
1339.00,86.12
1338.00,86.07
1337.00,86.04
1336.00,86.03
1335.00,86.02
1334.00,86.02
1333.00,86.02
1332.00,86.03
1331.00,86.04
1330.00,86.04
1329.00,86.05
1328.00,86.06
1327.00,86.08
1326.00,86.09
1325.00,86.08
1324.00,86.07
1323.00,86.04
1322.00,85.99
1321.00,85.93
1320.00,85.86
1319.00,85.77
1318.00,85.69
1317.00,85.62
1316.00,85.56
1315.00,85.52
1314.00,85.50
1313.00,85.51
1312.00,85.53
1311.00,85.56
1310.00,85.62
1309.00,85.70
1308.00,85.80
1307.00,85.90
1306.00,86.00
1305.00,86.09
1304.00,86.18
1303.00,86.28
1302.00,86.38
1301.00,86.48
1300.00,86.58
1299.00,86.69
1298.00,86.79
1297.00,86.89
1296.00,86.99
1295.00,87.10
1294.00,87.21
1293.00,87.33
1292.00,87.44
1291.00,87.56
1290.00,87.69
1289.00,87.81
1288.00,87.90
1287.00,87.97
1286.00,88.01
1285.00,88.03
1284.00,88.04
1283.00,88.04
1282.00,88.02
1281.00,87.99
1280.00,87.96
1279.00,87.92
1278.00,87.89
1277.00,87.87
1276.00,87.86
1275.00,87.85
1274.00,87.85
1273.00,87.83
1272.00,87.80
1271.00,87.75
1270.00,87.71
1269.00,87.66
1268.00,87.62
1267.00,87.59
1266.00,87.56
1265.00,87.54
1264.00,87.54
1263.00,87.54
1262.00,87.54
1261.00,87.54
1260.00,87.56
1259.00,87.59
1258.00,87.63
1257.00,87.68
1256.00,87.73
1255.00,87.80
1254.00,87.88
1253.00,87.97
1252.00,88.06
1251.00,88.13
1250.00,88.18
1249.00,88.22
1248.00,88.25
1247.00,88.28
1246.00,88.31
1245.00,88.35
1244.00,88.38
1243.00,88.40
1242.00,88.41
1241.00,88.41
1240.00,88.41
1239.00,88.40
1238.00,88.38
1237.00,88.37
1236.00,88.36
1235.00,88.36
1234.00,88.37
1233.00,88.40
1232.00,88.44
1231.00,88.49
1230.00,88.54
1229.00,88.58
1228.00,88.62
1227.00,88.67
1226.00,88.73
1225.00,88.81
1224.00,88.91
1223.00,89.02
1222.00,89.14
1221.00,89.28
1220.00,89.42
1219.00,89.55
1218.00,89.67
1217.00,89.76
1216.00,89.85
1215.00,89.93
1214.00,89.99
1213.00,90.01
1212.00,90.00
1211.00,89.96
1210.00,89.92
1209.00,89.85
1208.00,89.76
1207.00,89.65
1206.00,89.54
1205.00,89.43
1204.00,89.33
1203.00,89.24
1202.00,89.16
1201.00,89.11
1200.00,89.08
1199.00,89.10
1198.00,89.14
1197.00,89.21
1196.00,89.32
1195.00,89.45
1194.00,89.60
1193.00,89.76
1192.00,89.93
1191.00,90.11
1190.00,90.30
1189.00,90.47
1188.00,90.62
1187.00,90.74
1186.00,90.81
1185.00,90.84
1184.00,90.82
1183.00,90.78
1182.00,90.71
1181.00,90.62
1180.00,90.52
1179.00,90.41
1178.00,90.27
1177.00,90.09
1176.00,89.89
1175.00,89.67
1174.00,89.43
1173.00,89.18
1172.00,88.90
1171.00,88.59
1170.00,88.25
1169.00,87.88
1168.00,87.47
1167.00,87.02
1166.00,86.54
1165.00,86.05
1164.00,85.56
1163.00,85.10
1162.00,84.68
1161.00,84.30
1160.00,83.97
1159.00,83.70
1158.00,83.49
1157.00,83.35
1156.00,83.27
1155.00,83.26
1154.00,83.31
1153.00,83.42
1152.00,83.56
1151.00,83.75
1150.00,83.95
1149.00,84.18
1148.00,84.41
1147.00,84.65
1146.00,84.86
1145.00,85.04
1144.00,85.18
1143.00,85.29
1142.00,85.38
1141.00,85.45
1140.00,85.50
1139.00,85.50
1138.00,85.44
1137.00,85.31
1136.00,85.13
1135.00,84.94
1134.00,84.73
1133.00,84.50
1132.00,84.26
1131.00,84.02
1130.00,83.78
1129.00,83.51
1128.00,83.22
1127.00,82.93
1126.00,82.63
1125.00,82.32
1124.00,81.99
1123.00,81.65
1122.00,81.32
1121.00,81.01
1120.00,80.69
1119.00,80.38
1118.00,80.08
1117.00,79.80
1116.00,79.55
1115.00,79.31
1114.00,79.07
1113.00,78.83
1112.00,78.62
1111.00,78.44
1110.00,78.30
1109.00,78.17
1108.00,78.04
1107.00,77.91
1106.00,77.78
1105.00,77.63
1104.00,77.47
1103.00,77.27
1102.00,77.04
1101.00,76.77
1100.00,76.48
1099.00,76.21
1098.00,75.97
1097.00,75.75
1096.00,75.54
1095.00,75.35
1094.00,75.20
1093.00,75.07
1092.00,74.93
1091.00,74.77
1090.00,74.61
1089.00,74.45
1088.00,74.27
1087.00,74.07
1086.00,73.88
1085.00,73.69
1084.00,73.50
1083.00,73.30
1082.00,73.08
1081.00,72.83
1080.00,72.56
1079.00,72.29
1078.00,72.01
1077.00,71.69
1076.00,71.35
1075.00,71.00
1074.00,70.67
1073.00,70.34
1072.00,70.03
1071.00,69.72
1070.00,69.40
1069.00,69.05
1068.00,68.70
1067.00,68.37
1066.00,68.09
1065.00,67.81
1064.00,67.51
1063.00,67.19
1062.00,66.87
1061.00,66.57
1060.00,66.31
1059.00,66.10
1058.00,65.93
1057.00,65.77
1056.00,65.60
1055.00,65.46
1054.00,65.33
1053.00,65.21
1052.00,65.09
1051.00,65.00
1050.00,64.92
1049.00,64.84
1048.00,64.74
1047.00,64.63
1046.00,64.52
1045.00,64.41
1044.00,64.30
1043.00,64.20
1042.00,64.12
1041.00,64.05
1040.00,63.98
1039.00,63.91
1038.00,63.83
1037.00,63.71
1036.00,63.55
1035.00,63.37
1034.00,63.19
1033.00,62.99
1032.00,62.77
1031.00,62.52
1030.00,62.26
1029.00,62.00
1028.00,61.73
1027.00,61.47
1026.00,61.20
1025.00,60.94
1024.00,60.70
1023.00,60.49
1022.00,60.31
1021.00,60.16
1020.00,60.02
1019.00,59.92
1018.00,59.85
1017.00,59.80
1016.00,59.79
1015.00,59.84
1014.00,59.95
1013.00,60.10
1012.00,60.28
1011.00,60.48
1010.00,60.70
1009.00,60.92
1008.00,61.12
1007.00,61.31
1006.00,61.48
1005.00,61.62
1004.00,61.72
1003.00,61.79
1002.00,61.81
1001.00,61.78
1000.00,61.69
999.00,61.56
998.00,61.43
997.00,61.29
996.00,61.17
995.00,61.08
994.00,61.03
993.00,61.02
992.00,61.07
991.00,61.19
990.00,61.38
989.00,61.62
988.00,61.90
987.00,62.22
986.00,62.59
985.00,62.99
984.00,63.44
983.00,63.92
982.00,64.43
981.00,64.93
980.00,65.41
979.00,65.88
978.00,66.35
977.00,66.80
976.00,67.24
975.00,67.63
974.00,67.99
973.00,68.32
972.00,68.61
971.00,68.89
970.00,69.14
969.00,69.37
968.00,69.58
967.00,69.81
966.00,70.03
965.00,70.24
964.00,70.44
963.00,70.64
962.00,70.85
961.00,71.07
960.00,71.31
959.00,71.56
958.00,71.83
957.00,72.10
956.00,72.36
955.00,72.62
954.00,72.88
953.00,73.14
952.00,73.39
951.00,73.63
950.00,73.86
949.00,74.10
948.00,74.33
947.00,74.57
946.00,74.79
945.00,74.99
944.00,75.18
943.00,75.36
942.00,75.52
941.00,75.66
940.00,75.80
939.00,75.94
938.00,76.10
937.00,76.25
936.00,76.39
935.00,76.53
934.00,76.65
933.00,76.76
932.00,76.86
931.00,76.97
930.00,77.07
929.00,77.18
928.00,77.29
927.00,77.39
926.00,77.49
925.00,77.58
924.00,77.67
923.00,77.77
922.00,77.89
921.00,78.01
920.00,78.13
919.00,78.25
918.00,78.35
917.00,78.42
916.00,78.47
915.00,78.52
914.00,78.56
913.00,78.58
912.00,78.56
911.00,78.51
910.00,78.43
909.00,78.30
908.00,78.16
907.00,78.02
906.00,77.88
905.00,77.71
