Created as New Dataset,195 FMC American Viscose (Blue)
cm-1,%T
2467.00,96.98
2466.00,96.96
2465.00,96.96
2464.00,96.97
2463.00,96.97
2462.00,96.96
2461.00,96.95
2460.00,96.94
2459.00,96.93
2458.00,96.94
2457.00,96.95
2456.00,96.96
2455.00,96.98
2454.00,97.00
2453.00,97.00
2452.00,97.00
2451.00,96.97
2450.00,96.95
2449.00,96.95
2448.00,96.97
2447.00,97.00
2446.00,97.01
2445.00,97.02
2444.00,97.02
2443.00,97.01
2442.00,97.01
2441.00,97.02
2440.00,97.04
2439.00,97.06
2438.00,97.08
2437.00,97.09
2436.00,97.10
2435.00,97.11
2434.00,97.12
2433.00,97.12
2432.00,97.12
2431.00,97.11
2430.00,97.10
2429.00,97.11
2428.00,97.13
2427.00,97.15
2426.00,97.17
2425.00,97.16
2424.00,97.15
2423.00,97.14
2422.00,97.14
2421.00,97.14
2420.00,97.14
2419.00,97.15
2418.00,97.15
2417.00,97.16
2416.00,97.17
2415.00,97.17
2414.00,97.17
2413.00,97.17
2412.00,97.17
2411.00,97.19
2410.00,97.20
2409.00,97.22
2408.00,97.23
2407.00,97.25
2406.00,97.26
2405.00,97.25
2404.00,97.23
2403.00,97.21
2402.00,97.20
2401.00,97.22
2400.00,97.25
2399.00,97.28
2398.00,97.30
2397.00,97.32
2396.00,97.33
2395.00,97.34
2394.00,97.35
2393.00,97.34
2392.00,97.32
2391.00,97.31
2390.00,97.30
2389.00,97.30
2388.00,97.31
2387.00,97.34
2386.00,97.39
2385.00,97.43
2384.00,97.46
2383.00,97.47
2382.00,97.47
2381.00,97.47
2380.00,97.47
2379.00,97.48
2378.00,97.49
2377.00,97.51
2376.00,97.52
2375.00,97.53
2374.00,97.52
2373.00,97.52
2372.00,97.54
2371.00,97.56
2370.00,97.57
2369.00,97.56
2368.00,97.54
2367.00,97.55
2366.00,97.57
2365.00,97.59
2364.00,97.62
2363.00,97.66
2362.00,97.69
2361.00,97.70
2360.00,97.67
2359.00,97.59
2358.00,97.50
2357.00,97.44
2356.00,97.45
2355.00,97.54
2354.00,97.64
2353.00,97.69
2352.00,97.66
2351.00,97.61
2350.00,97.57
2349.00,97.58
2348.00,97.65
2347.00,97.75
2346.00,97.82
2345.00,97.82
2344.00,97.75
2343.00,97.67
2342.00,97.62
2341.00,97.61
2340.00,97.61
2339.00,97.61
2338.00,97.60
2337.00,97.59
2336.00,97.60
2335.00,97.61
2334.00,97.62
2333.00,97.62
2332.00,97.62
2331.00,97.64
2330.00,97.66
2329.00,97.67
2328.00,97.65
2327.00,97.62
2326.00,97.57
2325.00,97.49
2324.00,97.41
2323.00,97.34
2322.00,97.29
2321.00,97.27
2320.00,97.29
2319.00,97.33
2318.00,97.38
2317.00,97.40
2316.00,97.40
2315.00,97.40
2314.00,97.40
2313.00,97.40
2312.00,97.39
2311.00,97.36
2310.00,97.33
2309.00,97.29
2308.00,97.26
2307.00,97.25
2306.00,97.26
2305.00,97.29
2304.00,97.32
2303.00,97.33
2302.00,97.31
2301.00,97.28
2300.00,97.25
2299.00,97.23
2298.00,97.23
2297.00,97.23
2296.00,97.23
2295.00,97.23
2294.00,97.21
2293.00,97.19
2292.00,97.16
2291.00,97.14
2290.00,97.12
2289.00,97.08
2288.00,97.04
2287.00,97.00
2286.00,96.97
2285.00,96.95
2284.00,96.94
2283.00,96.92
2282.00,96.90
2281.00,96.90
2280.00,96.92
2279.00,96.93
2278.00,96.92
2277.00,96.89
2276.00,96.86
2275.00,96.83
2274.00,96.83
2273.00,96.83
2272.00,96.83
2271.00,96.80
2270.00,96.75
2269.00,96.72
2268.00,96.73
2267.00,96.75
2266.00,96.76
2265.00,96.74
2264.00,96.72
2263.00,96.72
2262.00,96.72
2261.00,96.72
2260.00,96.71
2259.00,96.68
2258.00,96.66
2257.00,96.65
2256.00,96.66
2255.00,96.68
2254.00,96.69
2253.00,96.68
2252.00,96.68
2251.00,96.67
2250.00,96.67
2249.00,96.66
2248.00,96.64
2247.00,96.63
2246.00,96.63
2245.00,96.63
2244.00,96.64
2243.00,96.63
2242.00,96.62
2241.00,96.62
2240.00,96.64
2239.00,96.66
2238.00,96.68
2237.00,96.68
2236.00,96.65
2235.00,96.61
2234.00,96.57
2233.00,96.53
2232.00,96.51
2231.00,96.49
2230.00,96.47
2229.00,96.44
2228.00,96.42
2227.00,96.41
2226.00,96.39
2225.00,96.38
2224.00,96.36
2223.00,96.35
2222.00,96.37
2221.00,96.38
2220.00,96.39
2219.00,96.37
2218.00,96.35
2217.00,96.33
2216.00,96.35
2215.00,96.38
2214.00,96.39
2213.00,96.36
2212.00,96.31
2211.00,96.27
2210.00,96.25
2209.00,96.26
2208.00,96.27
2207.00,96.27
2206.00,96.26
2205.00,96.25
2204.00,96.24
2203.00,96.21
2202.00,96.18
2201.00,96.16
2200.00,96.16
2199.00,96.17
2198.00,96.16
2197.00,96.13
2196.00,96.12
2195.00,96.14
2194.00,96.16
2193.00,96.14
2192.00,96.09
2191.00,96.04
2190.00,96.00
2189.00,95.97
2188.00,95.94
2187.00,95.91
2186.00,95.88
2185.00,95.86
2184.00,95.88
2183.00,95.94
2182.00,96.02
2181.00,96.06
2180.00,96.05
2179.00,96.01
2178.00,95.99
2177.00,96.00
2176.00,96.04
2175.00,96.08
2174.00,96.12
2173.00,96.12
2172.00,96.09
2171.00,96.01
2170.00,95.91
2169.00,95.83
2168.00,95.78
2167.00,95.77
2166.00,95.75
2165.00,95.73
2164.00,95.69
2163.00,95.65
2162.00,95.60
2161.00,95.58
2160.00,95.59
2159.00,95.65
2158.00,95.74
2157.00,95.83
2156.00,95.91
2155.00,95.98
2154.00,96.04
2153.00,96.08
2152.00,96.11
2151.00,96.13
2150.00,96.15
2149.00,96.18
2148.00,96.21
2147.00,96.24
2146.00,96.28
2145.00,96.32
2144.00,96.36
2143.00,96.39
2142.00,96.40
2141.00,96.40
2140.00,96.38
2139.00,96.38
2138.00,96.39
2137.00,96.43
2136.00,96.49
2135.00,96.54
2134.00,96.58
2133.00,96.60
2132.00,96.63
2131.00,96.67
2130.00,96.72
2129.00,96.76
2128.00,96.75
2127.00,96.72
2126.00,96.66
2125.00,96.62
2124.00,96.59
2123.00,96.60
2122.00,96.63
2121.00,96.66
2120.00,96.67
2119.00,96.66
2118.00,96.65
2117.00,96.64
2116.00,96.65
2115.00,96.65
2114.00,96.65
2113.00,96.64
2112.00,96.63
2111.00,96.63
2110.00,96.65
2109.00,96.67
2108.00,96.69
2107.00,96.69
2106.00,96.68
2105.00,96.65
2104.00,96.61
2103.00,96.57
2102.00,96.56
2101.00,96.58
2100.00,96.61
2099.00,96.63
2098.00,96.63
2097.00,96.62
2096.00,96.60
2095.00,96.60
2094.00,96.60
2093.00,96.60
2092.00,96.61
2091.00,96.63
2090.00,96.65
2089.00,96.64
2088.00,96.61
2087.00,96.57
2086.00,96.53
2085.00,96.51
2084.00,96.52
2083.00,96.56
2082.00,96.60
2081.00,96.62
2080.00,96.61
2079.00,96.59
2078.00,96.56
2077.00,96.58
2076.00,96.62
2075.00,96.66
2074.00,96.67
2073.00,96.64
2072.00,96.59
2071.00,96.55
2070.00,96.53
2069.00,96.51
2068.00,96.50
2067.00,96.49
2066.00,96.51
2065.00,96.56
2064.00,96.62
2063.00,96.67
2062.00,96.69
2061.00,96.68
2060.00,96.63
2059.00,96.56
2058.00,96.48
2057.00,96.40
2056.00,96.36
2055.00,96.35
2054.00,96.36
2053.00,96.34
2052.00,96.28
2051.00,96.22
2050.00,96.19
2049.00,96.18
2048.00,96.17
2047.00,96.14
2046.00,96.08
2045.00,96.04
2044.00,96.02
2043.00,96.03
2042.00,96.04
2041.00,96.04
2040.00,96.03
2039.00,96.00
2038.00,95.97
2037.00,95.97
2036.00,96.00
2035.00,96.04
2034.00,96.04
2033.00,96.03
2032.00,96.01
2031.00,96.01
2030.00,96.00
2029.00,95.98
2028.00,95.94
2027.00,95.93
2026.00,95.95
2025.00,96.01
2024.00,96.07
2023.00,96.13
2022.00,96.17
2021.00,96.19
2020.00,96.20
2019.00,96.21
2018.00,96.19
2017.00,96.15
2016.00,96.12
2015.00,96.13
2014.00,96.19
2013.00,96.25
2012.00,96.29
2011.00,96.29
2010.00,96.28
2009.00,96.27
2008.00,96.29
2007.00,96.33
2006.00,96.37
2005.00,96.37
2004.00,96.33
2003.00,96.30
2002.00,96.31
2001.00,96.34
2000.00,96.38
1999.00,96.39
1998.00,96.39
1997.00,96.38
1996.00,96.39
1995.00,96.41
1994.00,96.43
1993.00,96.44
1992.00,96.41
1991.00,96.35
1990.00,96.31
1989.00,96.31
1988.00,96.32
1987.00,96.30
1986.00,96.26
1985.00,96.21
1984.00,96.18
1983.00,96.15
1982.00,96.09
1981.00,96.02
1980.00,95.98
1979.00,96.00
1978.00,96.07
1977.00,96.17
1976.00,96.26
1975.00,96.33
1974.00,96.38
1973.00,96.40
1972.00,96.39
1971.00,96.36
1970.00,96.33
1969.00,96.31
1968.00,96.31
1967.00,96.32
1966.00,96.34
1965.00,96.35
1964.00,96.37
1963.00,96.42
1962.00,96.48
1961.00,96.54
1960.00,96.59
1959.00,96.63
1958.00,96.66
1957.00,96.71
1956.00,96.77
1955.00,96.81
1954.00,96.81
1953.00,96.78
1952.00,96.76
1951.00,96.78
1950.00,96.82
1949.00,96.85
1948.00,96.86
1947.00,96.85
1946.00,96.84
1945.00,96.86
1944.00,96.88
1943.00,96.88
1942.00,96.87
1941.00,96.86
1940.00,96.87
1939.00,96.89
1938.00,96.91
1937.00,96.92
1936.00,96.93
1935.00,96.94
1934.00,96.97
1933.00,97.00
1932.00,97.02
1931.00,97.03
1930.00,97.02
1929.00,97.02
1928.00,97.03
1927.00,97.04
1926.00,97.05
1925.00,97.08
1924.00,97.10
1923.00,97.12
1922.00,97.11
1921.00,97.08
1920.00,97.06
1919.00,97.07
1918.00,97.09
1917.00,97.13
1916.00,97.16
1915.00,97.18
1914.00,97.19
1913.00,97.19
1912.00,97.19
1911.00,97.19
1910.00,97.19
1909.00,97.20
1908.00,97.20
1907.00,97.19
1906.00,97.17
1905.00,97.17
1904.00,97.17
1903.00,97.20
1902.00,97.22
1901.00,97.22
1900.00,97.21
1899.00,97.20
1898.00,97.19
1897.00,97.20
1896.00,97.21
1895.00,97.22
1894.00,97.24
1893.00,97.26
1892.00,97.29
1891.00,97.31
1890.00,97.33
1889.00,97.34
1888.00,97.36
1887.00,97.38
1886.00,97.39
1885.00,97.39
1884.00,97.39
1883.00,97.38
1882.00,97.36
1881.00,97.33
1880.00,97.30
1879.00,97.29
1878.00,97.29
1877.00,97.30
1876.00,97.33
1875.00,97.36
1874.00,97.39
1873.00,97.41
1872.00,97.42
1871.00,97.42
1870.00,97.42
1869.00,97.40
1868.00,97.39
1867.00,97.40
1866.00,97.41
1865.00,97.43
1864.00,97.43
1863.00,97.42
1862.00,97.41
1861.00,97.41
1860.00,97.41
1859.00,97.43
1858.00,97.45
1857.00,97.46
1856.00,97.46
1855.00,97.44
1854.00,97.44
1853.00,97.46
1852.00,97.48
1851.00,97.49
1850.00,97.49
1849.00,97.49
1848.00,97.50
1847.00,97.52
1846.00,97.53
1845.00,97.52
1844.00,97.52
1843.00,97.53
1842.00,97.54
1841.00,97.54
1840.00,97.54
1839.00,97.54
1838.00,97.55
1837.00,97.57
1836.00,97.58
1835.00,97.57
1834.00,97.56
1833.00,97.55
1832.00,97.54
1831.00,97.54
1830.00,97.54
1829.00,97.53
1828.00,97.52
1827.00,97.51
1826.00,97.52
1825.00,97.53
1824.00,97.52
1823.00,97.51
1822.00,97.50
1821.00,97.51
1820.00,97.53
1819.00,97.56
1818.00,97.58
1817.00,97.59
1816.00,97.58
1815.00,97.57
1814.00,97.58
1813.00,97.58
1812.00,97.58
1811.00,97.58
1810.00,97.57
1809.00,97.58
1808.00,97.58
1807.00,97.59
1806.00,97.60
1805.00,97.61
1804.00,97.63
1803.00,97.64
1802.00,97.64
1801.00,97.63
1800.00,97.63
1799.00,97.63
1798.00,97.64
1797.00,97.65
1796.00,97.64
1795.00,97.63
1794.00,97.61
1793.00,97.60
1792.00,97.62
1791.00,97.63
1790.00,97.64
1789.00,97.62
1788.00,97.61
1787.00,97.60
1786.00,97.61
1785.00,97.61
1784.00,97.61
1783.00,97.61
1782.00,97.60
1781.00,97.58
1780.00,97.58
1779.00,97.58
1778.00,97.60
1777.00,97.62
1776.00,97.62
1775.00,97.62
1774.00,97.63
1773.00,97.64
1772.00,97.65
1771.00,97.64
1770.00,97.62
1769.00,97.62
1768.00,97.61
1767.00,97.61
1766.00,97.61
1765.00,97.60
1764.00,97.60
1763.00,97.59
1762.00,97.60
1761.00,97.62
1760.00,97.63
1759.00,97.64
1758.00,97.64
1757.00,97.64
1756.00,97.63
1755.00,97.63
1754.00,97.63
1753.00,97.63
1752.00,97.63
1751.00,97.62
1750.00,97.59
1749.00,97.56
1748.00,97.54
1747.00,97.56
1746.00,97.58
1745.00,97.59
1744.00,97.58
1743.00,97.55
1742.00,97.53
1741.00,97.52
1740.00,97.54
1739.00,97.55
1738.00,97.56
1737.00,97.56
1736.00,97.56
1735.00,97.56
1734.00,97.57
1733.00,97.55
1732.00,97.53
1731.00,97.52
1730.00,97.51
1729.00,97.52
1728.00,97.52
1727.00,97.53
1726.00,97.53
1725.00,97.52
1724.00,97.51
1723.00,97.49
1722.00,97.48
1721.00,97.47
1720.00,97.46
1719.00,97.48
1718.00,97.50
1717.00,97.49
1716.00,97.46
1715.00,97.44
1714.00,97.43
1713.00,97.43
1712.00,97.42
1711.00,97.41
1710.00,97.40
1709.00,97.37
1708.00,97.34
1707.00,97.30
1706.00,97.29
1705.00,97.28
1704.00,97.28
1703.00,97.27
1702.00,97.24
1701.00,97.22
1700.00,97.21
1699.00,97.21
1698.00,97.20
1697.00,97.18
1696.00,97.16
1695.00,97.14
1694.00,97.12
1693.00,97.08
1692.00,97.06
1691.00,97.05
1690.00,97.05
1689.00,97.04
1688.00,97.02
1687.00,97.00
1686.00,96.97
1685.00,96.94
1684.00,96.89
1683.00,96.85
1682.00,96.80
1681.00,96.75
1680.00,96.70
1679.00,96.65
1678.00,96.60
1677.00,96.55
1676.00,96.48
1675.00,96.42
1674.00,96.37
1673.00,96.33
1672.00,96.29
1671.00,96.23
1670.00,96.18
1669.00,96.13
1668.00,96.08
1667.00,96.04
1666.00,96.01
1665.00,95.98
1664.00,95.95
1663.00,95.94
1662.00,95.93
1661.00,95.92
1660.00,95.90
1659.00,95.87
1658.00,95.86
1657.00,95.85
1656.00,95.85
1655.00,95.82
1654.00,95.77
1653.00,95.70
1652.00,95.67
1651.00,95.65
1650.00,95.64
1649.00,95.64
1648.00,95.64
1647.00,95.63
1646.00,95.62
1645.00,95.60
1644.00,95.58
1643.00,95.57
1642.00,95.57
1641.00,95.56
1640.00,95.55
1639.00,95.54
1638.00,95.54
1637.00,95.53
1636.00,95.54
1635.00,95.58
1634.00,95.63
1633.00,95.67
1632.00,95.68
1631.00,95.68
1630.00,95.69
1629.00,95.71
1628.00,95.74
1627.00,95.78
1626.00,95.80
1625.00,95.82
1624.00,95.83
1623.00,95.85
1622.00,95.90
1621.00,95.95
1620.00,95.99
1619.00,96.01
1618.00,96.02
1617.00,96.04
1616.00,96.06
1615.00,96.08
1614.00,96.10
1613.00,96.13
1612.00,96.16
1611.00,96.19
1610.00,96.22
1609.00,96.26
1608.00,96.28
1607.00,96.31
1606.00,96.35
1605.00,96.39
1604.00,96.42
1603.00,96.45
1602.00,96.46
1601.00,96.48
1600.00,96.50
1599.00,96.52
1598.00,96.53
1597.00,96.55
1596.00,96.57
1595.00,96.59
1594.00,96.61
1593.00,96.62
1592.00,96.62
1591.00,96.63
1590.00,96.64
1589.00,96.66
1588.00,96.69
1587.00,96.72
1586.00,96.74
1585.00,96.76
1584.00,96.77
1583.00,96.78
1582.00,96.80
1581.00,96.82
1580.00,96.84
1579.00,96.87
1578.00,96.90
1577.00,96.93
1576.00,96.96
1575.00,96.96
1574.00,96.96
1573.00,96.96
1572.00,96.95
1571.00,96.95
1570.00,96.97
1569.00,97.00
1568.00,97.03
1567.00,97.06
1566.00,97.07
1565.00,97.09
1564.00,97.11
1563.00,97.13
1562.00,97.15
1561.00,97.13
1560.00,97.11
1559.00,97.10
1558.00,97.12
1557.00,97.16
1556.00,97.19
1555.00,97.20
1554.00,97.22
1553.00,97.24
1552.00,97.25
1551.00,97.25
1550.00,97.25
1549.00,97.25
1548.00,97.25
1547.00,97.26
1546.00,97.28
1545.00,97.29
1544.00,97.30
1543.00,97.30
1542.00,97.30
1541.00,97.29
1540.00,97.27
1539.00,97.26
1538.00,97.27
1537.00,97.28
1536.00,97.28
1535.00,97.27
1534.00,97.27
1533.00,97.28
1532.00,97.29
1531.00,97.30
1530.00,97.30
1529.00,97.30
1528.00,97.30
1527.00,97.31
1526.00,97.32
1525.00,97.32
1524.00,97.32
1523.00,97.31
1522.00,97.29
1521.00,97.28
1520.00,97.28
1519.00,97.29
1518.00,97.30
1517.00,97.31
1516.00,97.31
1515.00,97.29
1514.00,97.27
1513.00,97.24
1512.00,97.20
1511.00,97.16
1510.00,97.12
1509.00,97.10
1508.00,97.08
1507.00,97.08
1506.00,97.08
1505.00,97.07
1504.00,97.05
1503.00,97.02
1502.00,96.99
1501.00,96.95
1500.00,96.90
1499.00,96.86
1498.00,96.83
1497.00,96.80
1496.00,96.76
1495.00,96.72
1494.00,96.68
1493.00,96.65
1492.00,96.63
1491.00,96.61
1490.00,96.58
1489.00,96.54
1488.00,96.49
1487.00,96.45
1486.00,96.40
1485.00,96.34
1484.00,96.28
1483.00,96.22
1482.00,96.16
1481.00,96.09
1480.00,96.03
1479.00,95.97
1478.00,95.91
1477.00,95.84
1476.00,95.76
1475.00,95.69
1474.00,95.61
1473.00,95.50
1472.00,95.37
1471.00,95.27
1470.00,95.21
1469.00,95.17
1468.00,95.14
1467.00,95.08
1466.00,95.01
1465.00,94.93
1464.00,94.87
1463.00,94.84
1462.00,94.82
1461.00,94.81
1460.00,94.81
1459.00,94.80
1458.00,94.77
1457.00,94.71
1456.00,94.63
1455.00,94.56
1454.00,94.49
1453.00,94.43
1452.00,94.37
1451.00,94.33
1450.00,94.29
1449.00,94.26
1448.00,94.23
1447.00,94.18
1446.00,94.14
1445.00,94.10
1444.00,94.05
1443.00,94.01
1442.00,93.97
1441.00,93.95
1440.00,93.94
1439.00,93.93
1438.00,93.91
1437.00,93.87
1436.00,93.83
1435.00,93.80
1434.00,93.78
1433.00,93.76
1432.00,93.74
1431.00,93.72
1430.00,93.71
1429.00,93.70
1428.00,93.68
1427.00,93.65
1426.00,93.62
1425.00,93.59
1424.00,93.55
1423.00,93.53
1422.00,93.52
1421.00,93.51
1420.00,93.52
1419.00,93.52
1418.00,93.52
1417.00,93.53
1416.00,93.55
1415.00,93.58
1414.00,93.60
1413.00,93.61
1412.00,93.62
1411.00,93.63
1410.00,93.64
1409.00,93.65
1408.00,93.68
1407.00,93.70
1406.00,93.72
1405.00,93.73
1404.00,93.72
1403.00,93.71
1402.00,93.72
1401.00,93.74
1400.00,93.75
1399.00,93.74
1398.00,93.73
1397.00,93.71
1396.00,93.69
1395.00,93.67
1394.00,93.65
1393.00,93.63
1392.00,93.59
1391.00,93.55
1390.00,93.51
1389.00,93.47
1388.00,93.41
1387.00,93.32
1386.00,93.22
1385.00,93.10
1384.00,92.98
1383.00,92.86
1382.00,92.73
1381.00,92.60
1380.00,92.48
1379.00,92.35
1378.00,92.22
1377.00,92.11
1376.00,92.02
1375.00,91.94
1374.00,91.86
1373.00,91.80
1372.00,91.74
1371.00,91.69
1370.00,91.64
1369.00,91.61
1368.00,91.59
1367.00,91.59
1366.00,91.60
1365.00,91.62
1364.00,91.66
1363.00,91.70
1362.00,91.76
1361.00,91.81
1360.00,91.86
1359.00,91.92
1358.00,91.98
1357.00,92.04
1356.00,92.11
1355.00,92.16
1354.00,92.22
1353.00,92.28
1352.00,92.33
1351.00,92.36
1350.00,92.38
1349.00,92.38
1348.00,92.38
1347.00,92.38
1346.00,92.37
1345.00,92.35
1344.00,92.32
1343.00,92.30
1342.00,92.29
1341.00,92.27
1340.00,92.23
1339.00,92.16
1338.00,92.08
1337.00,92.01
1336.00,91.97
1335.00,91.95
1334.00,91.95
1333.00,91.97
1332.00,92.00
1331.00,92.03
1330.00,92.06
1329.00,92.09
1328.00,92.12
1327.00,92.13
1326.00,92.14
1325.00,92.14
1324.00,92.12
1323.00,92.09
1322.00,92.05
1321.00,91.99
1320.00,91.92
1319.00,91.84
1318.00,91.78
1317.00,91.73
1316.00,91.69
1315.00,91.67
1314.00,91.67
1313.00,91.68
1312.00,91.71
1311.00,91.77
1310.00,91.86
1309.00,91.95
1308.00,92.05
1307.00,92.14
1306.00,92.22
1305.00,92.30
1304.00,92.38
1303.00,92.47
1302.00,92.55
1301.00,92.63
1300.00,92.71
1299.00,92.79
1298.00,92.88
1297.00,92.97
1296.00,93.05
1295.00,93.12
1294.00,93.19
1293.00,93.25
1292.00,93.32
1291.00,93.40
1290.00,93.46
1289.00,93.51
1288.00,93.55
1287.00,93.58
1286.00,93.61
1285.00,93.63
1284.00,93.63
1283.00,93.61
1282.00,93.56
1281.00,93.51
1280.00,93.46
1279.00,93.42
1278.00,93.39
1277.00,93.37
1276.00,93.36
1275.00,93.37
1274.00,93.38
1273.00,93.39
1272.00,93.37
1271.00,93.33
1270.00,93.30
1269.00,93.27
1268.00,93.24
1267.00,93.23
1266.00,93.21
1265.00,93.19
1264.00,93.17
1263.00,93.17
1262.00,93.18
1261.00,93.20
1260.00,93.22
1259.00,93.25
1258.00,93.29
1257.00,93.34
1256.00,93.41
1255.00,93.47
1254.00,93.54
1253.00,93.61
1252.00,93.68
1251.00,93.73
1250.00,93.77
1249.00,93.80
1248.00,93.84
1247.00,93.87
1246.00,93.90
1245.00,93.91
1244.00,93.93
1243.00,93.94
1242.00,93.96
1241.00,93.96
1240.00,93.96
1239.00,93.94
1238.00,93.92
1237.00,93.90
1236.00,93.89
1235.00,93.90
1234.00,93.91
1233.00,93.92
1232.00,93.93
1231.00,93.95
1230.00,93.98
1229.00,94.02
1228.00,94.07
1227.00,94.12
1226.00,94.17
1225.00,94.24
1224.00,94.32
1223.00,94.43
1222.00,94.53
1221.00,94.63
1220.00,94.72
1219.00,94.79
1218.00,94.86
1217.00,94.92
1216.00,94.98
1215.00,95.01
1214.00,95.03
1213.00,95.04
1212.00,95.02
1211.00,94.97
1210.00,94.90
1209.00,94.82
1208.00,94.73
1207.00,94.65
1206.00,94.56
1205.00,94.47
1204.00,94.37
1203.00,94.28
1202.00,94.20
1201.00,94.15
1200.00,94.14
1199.00,94.17
1198.00,94.22
1197.00,94.28
1196.00,94.35
1195.00,94.45
1194.00,94.57
1193.00,94.69
1192.00,94.82
1191.00,94.96
1190.00,95.09
1189.00,95.20
1188.00,95.29
1187.00,95.35
1186.00,95.38
1185.00,95.39
1184.00,95.37
1183.00,95.33
1182.00,95.26
1181.00,95.18
1180.00,95.08
1179.00,94.96
1178.00,94.82
1177.00,94.66
1176.00,94.47
1175.00,94.26
1174.00,94.03
1173.00,93.79
1172.00,93.54
1171.00,93.25
1170.00,92.94
1169.00,92.59
1168.00,92.22
1167.00,91.86
1166.00,91.51
1165.00,91.18
1164.00,90.85
1163.00,90.52
1162.00,90.20
1161.00,89.90
1160.00,89.63
1159.00,89.42
1158.00,89.29
1157.00,89.25
1156.00,89.26
1155.00,89.30
1154.00,89.36
1153.00,89.44
1152.00,89.54
1151.00,89.69
1150.00,89.87
1149.00,90.06
1148.00,90.25
1147.00,90.43
1146.00,90.58
1145.00,90.71
1144.00,90.80
1143.00,90.87
1142.00,90.90
1141.00,90.89
1140.00,90.85
1139.00,90.80
1138.00,90.73
1137.00,90.62
1136.00,90.49
1135.00,90.34
1134.00,90.15
1133.00,89.95
1132.00,89.73
1131.00,89.52
1130.00,89.31
1129.00,89.07
1128.00,88.82
1127.00,88.54
1126.00,88.26
1125.00,87.98
1124.00,87.68
1123.00,87.39
1122.00,87.10
1121.00,86.84
1120.00,86.60
1119.00,86.38
1118.00,86.19
1117.00,86.01
1116.00,85.85
1115.00,85.70
1114.00,85.54
1113.00,85.37
1112.00,85.21
1111.00,85.09
1110.00,85.00
1109.00,84.92
1108.00,84.83
1107.00,84.73
1106.00,84.63
1105.00,84.51
1104.00,84.37
1103.00,84.18
1102.00,83.95
1101.00,83.70
1100.00,83.43
1099.00,83.19
1098.00,82.98
1097.00,82.78
1096.00,82.59
1095.00,82.41
1094.00,82.25
1093.00,82.10
1092.00,81.94
1091.00,81.80
1090.00,81.67
1089.00,81.55
1088.00,81.42
1087.00,81.29
1086.00,81.14
1085.00,80.99
1084.00,80.84
1083.00,80.69
1082.00,80.53
1081.00,80.35
1080.00,80.16
1079.00,79.96
1078.00,79.75
1077.00,79.50
1076.00,79.21
1075.00,78.89
1074.00,78.59
1073.00,78.34
1072.00,78.14
1071.00,77.97
1070.00,77.80
1069.00,77.59
1068.00,77.35
1067.00,77.11
1066.00,76.88
1065.00,76.66
1064.00,76.43
1063.00,76.20
1062.00,75.99
1061.00,75.78
1060.00,75.59
1059.00,75.41
1058.00,75.23
1057.00,75.06
1056.00,74.92
1055.00,74.82
1054.00,74.73
1053.00,74.63
1052.00,74.51
1051.00,74.40
1050.00,74.32
1049.00,74.27
1048.00,74.21
1047.00,74.15
1046.00,74.08
1045.00,74.00
1044.00,73.93
1043.00,73.88
1042.00,73.83
1041.00,73.78
1040.00,73.71
1039.00,73.64
1038.00,73.55
1037.00,73.44
1036.00,73.32
1035.00,73.16
1034.00,72.99
1033.00,72.79
1032.00,72.58
1031.00,72.37
1030.00,72.16
1029.00,71.94
1028.00,71.72
1027.00,71.51
1026.00,71.31
1025.00,71.12
1024.00,70.96
1023.00,70.84
1022.00,70.74
1021.00,70.63
1020.00,70.52
1019.00,70.46
1018.00,70.44
1017.00,70.47
1016.00,70.53
1015.00,70.62
1014.00,70.75
1013.00,70.92
1012.00,71.10
1011.00,71.29
1010.00,71.49
1009.00,71.68
1008.00,71.87
1007.00,72.06
1006.00,72.22
1005.00,72.34
1004.00,72.41
1003.00,72.44
1002.00,72.42
1001.00,72.37
1000.00,72.30
999.00,72.24
998.00,72.20
997.00,72.17
996.00,72.13
995.00,72.12
994.00,72.15
993.00,72.23
992.00,72.36
991.00,72.55
990.00,72.79
989.00,73.06
988.00,73.39
987.00,73.76
986.00,74.18
985.00,74.62
984.00,75.09
983.00,75.58
982.00,76.06
981.00,76.54
980.00,77.01
979.00,77.48
978.00,77.92
977.00,78.35
976.00,78.75
975.00,79.11
974.00,79.44
973.00,79.73
972.00,80.00
971.00,80.25
970.00,80.49
969.00,80.71
968.00,80.92
967.00,81.13
966.00,81.34
965.00,81.54
964.00,81.71
963.00,81.87
962.00,82.04
961.00,82.23
960.00,82.45
959.00,82.70
958.00,82.98
957.00,83.26
956.00,83.52
955.00,83.76
954.00,83.99
953.00,84.21
952.00,84.43
951.00,84.64
950.00,84.85
949.00,85.06
948.00,85.26
947.00,85.44
946.00,85.63
945.00,85.80
944.00,85.97
943.00,86.13
942.00,86.29
941.00,86.42
940.00,86.55
939.00,86.68
938.00,86.81
937.00,86.92
936.00,87.02
935.00,87.09
934.00,87.16
933.00,87.23
932.00,87.31
931.00,87.41
930.00,87.51
929.00,87.60
928.00,87.68
927.00,87.75
926.00,87.81
925.00,87.88
924.00,87.97
923.00,88.07
922.00,88.16
921.00,88.25
920.00,88.34
919.00,88.43
918.00,88.49
917.00,88.52
916.00,88.52
915.00,88.51
914.00,88.48
913.00,88.44
912.00,88.38
911.00,88.29
910.00,88.18
909.00,88.06
908.00,87.92
907.00,87.78
906.00,87.62
