Created as New Dataset,122 Hoechst Celanese
cm-1,%T
2455.00,95.98
2454.00,95.96
2453.00,95.97
2452.00,96.00
2451.00,96.04
2450.00,96.06
2449.00,96.06
2448.00,96.05
2447.00,96.04
2446.00,96.03
2445.00,96.03
2444.00,96.04
2443.00,96.04
2442.00,96.04
2441.00,96.03
2440.00,96.03
2439.00,96.04
2438.00,96.06
2437.00,96.08
2436.00,96.11
2435.00,96.12
2434.00,96.12
2433.00,96.12
2432.00,96.11
2431.00,96.11
2430.00,96.10
2429.00,96.10
2428.00,96.08
2427.00,96.06
2426.00,96.03
2425.00,96.03
2424.00,96.03
2423.00,96.05
2422.00,96.06
2421.00,96.06
2420.00,96.05
2419.00,96.04
2418.00,96.03
2417.00,96.02
2416.00,96.02
2415.00,96.03
2414.00,96.05
2413.00,96.06
2412.00,96.08
2411.00,96.09
2410.00,96.09
2409.00,96.10
2408.00,96.09
2407.00,96.10
2406.00,96.10
2405.00,96.11
2404.00,96.14
2403.00,96.17
2402.00,96.20
2401.00,96.21
2400.00,96.20
2399.00,96.18
2398.00,96.16
2397.00,96.16
2396.00,96.16
2395.00,96.17
2394.00,96.19
2393.00,96.21
2392.00,96.25
2391.00,96.28
2390.00,96.30
2389.00,96.30
2388.00,96.29
2387.00,96.29
2386.00,96.30
2385.00,96.33
2384.00,96.37
2383.00,96.41
2382.00,96.44
2381.00,96.45
2380.00,96.46
2379.00,96.45
2378.00,96.45
2377.00,96.45
2376.00,96.47
2375.00,96.49
2374.00,96.50
2373.00,96.50
2372.00,96.49
2371.00,96.48
2370.00,96.50
2369.00,96.56
2368.00,96.63
2367.00,96.71
2366.00,96.78
2365.00,96.78
2364.00,96.70
2363.00,96.57
2362.00,96.44
2361.00,96.37
2360.00,96.36
2359.00,96.42
2358.00,96.51
2357.00,96.57
2356.00,96.58
2355.00,96.56
2354.00,96.54
2353.00,96.53
2352.00,96.54
2351.00,96.56
2350.00,96.59
2349.00,96.60
2348.00,96.59
2347.00,96.56
2346.00,96.54
2345.00,96.53
2344.00,96.54
2343.00,96.56
2342.00,96.55
2341.00,96.51
2340.00,96.46
2339.00,96.41
2338.00,96.39
2337.00,96.39
2336.00,96.42
2335.00,96.47
2334.00,96.51
2333.00,96.55
2332.00,96.57
2331.00,96.56
2330.00,96.51
2329.00,96.42
2328.00,96.32
2327.00,96.24
2326.00,96.17
2325.00,96.11
2324.00,96.07
2323.00,96.04
2322.00,96.04
2321.00,96.05
2320.00,96.04
2319.00,96.03
2318.00,96.02
2317.00,96.04
2316.00,96.07
2315.00,96.11
2314.00,96.13
2313.00,96.11
2312.00,96.08
2311.00,96.03
2310.00,96.00
2309.00,95.97
2308.00,95.96
2307.00,95.95
2306.00,95.94
2305.00,95.93
2304.00,95.91
2303.00,95.88
2302.00,95.86
2301.00,95.85
2300.00,95.83
2299.00,95.80
2298.00,95.76
2297.00,95.72
2296.00,95.71
2295.00,95.70
2294.00,95.70
2293.00,95.68
2292.00,95.65
2291.00,95.60
2290.00,95.54
2289.00,95.49
2288.00,95.45
2287.00,95.42
2286.00,95.41
2285.00,95.40
2284.00,95.39
2283.00,95.38
2282.00,95.37
2281.00,95.36
2280.00,95.35
2279.00,95.34
2278.00,95.32
2277.00,95.30
2276.00,95.27
2275.00,95.24
2274.00,95.21
2273.00,95.18
2272.00,95.15
2271.00,95.13
2270.00,95.14
2269.00,95.16
2268.00,95.17
2267.00,95.17
2266.00,95.17
2265.00,95.16
2264.00,95.16
2263.00,95.17
2262.00,95.15
2261.00,95.12
2260.00,95.06
2259.00,95.00
2258.00,94.97
2257.00,94.96
2256.00,94.99
2255.00,95.02
2254.00,95.03
2253.00,95.00
2252.00,94.93
2251.00,94.84
2250.00,94.78
2249.00,94.77
2248.00,94.79
2247.00,94.83
2246.00,94.85
2245.00,94.86
2244.00,94.85
2243.00,94.82
2242.00,94.76
2241.00,94.72
2240.00,94.69
2239.00,94.69
2238.00,94.70
2237.00,94.70
2236.00,94.70
2235.00,94.71
2234.00,94.71
2233.00,94.71
2232.00,94.71
2231.00,94.68
2230.00,94.65
2229.00,94.62
2228.00,94.60
2227.00,94.60
2226.00,94.60
2225.00,94.61
2224.00,94.60
2223.00,94.58
2222.00,94.55
2221.00,94.51
2220.00,94.47
2219.00,94.42
2218.00,94.34
2217.00,94.29
2216.00,94.27
2215.00,94.29
2214.00,94.33
2213.00,94.38
2212.00,94.42
2211.00,94.44
2210.00,94.43
2209.00,94.40
2208.00,94.36
2207.00,94.35
2206.00,94.35
2205.00,94.34
2204.00,94.33
2203.00,94.29
2202.00,94.25
2201.00,94.20
2200.00,94.16
2199.00,94.12
2198.00,94.10
2197.00,94.09
2196.00,94.10
2195.00,94.12
2194.00,94.13
2193.00,94.14
2192.00,94.14
2191.00,94.13
2190.00,94.09
2189.00,94.03
2188.00,93.94
2187.00,93.85
2186.00,93.78
2185.00,93.74
2184.00,93.72
2183.00,93.72
2182.00,93.74
2181.00,93.79
2180.00,93.85
2179.00,93.91
2178.00,93.97
2177.00,94.04
2176.00,94.08
2175.00,94.09
2174.00,94.03
2173.00,93.93
2172.00,93.84
2171.00,93.80
2170.00,93.81
2169.00,93.82
2168.00,93.82
2167.00,93.78
2166.00,93.69
2165.00,93.58
2164.00,93.47
2163.00,93.34
2162.00,93.19
2161.00,93.09
2160.00,93.12
2159.00,93.30
2158.00,93.56
2157.00,93.78
2156.00,93.92
2155.00,93.97
2154.00,93.98
2153.00,93.98
2152.00,94.00
2151.00,94.02
2150.00,94.05
2149.00,94.08
2148.00,94.13
2147.00,94.19
2146.00,94.25
2145.00,94.30
2144.00,94.36
2143.00,94.44
2142.00,94.52
2141.00,94.56
2140.00,94.56
2139.00,94.53
2138.00,94.52
2137.00,94.55
2136.00,94.61
2135.00,94.70
2134.00,94.79
2133.00,94.87
2132.00,94.91
2131.00,94.92
2130.00,94.90
2129.00,94.90
2128.00,94.92
2127.00,94.95
2126.00,94.99
2125.00,95.00
2124.00,95.00
2123.00,94.99
2122.00,94.99
2121.00,94.98
2120.00,94.96
2119.00,94.94
2118.00,94.92
2117.00,94.91
2116.00,94.90
2115.00,94.90
2114.00,94.88
2113.00,94.86
2112.00,94.85
2111.00,94.86
2110.00,94.88
2109.00,94.90
2108.00,94.89
2107.00,94.88
2106.00,94.88
2105.00,94.89
2104.00,94.91
2103.00,94.93
2102.00,94.94
2101.00,94.94
2100.00,94.94
2099.00,94.94
2098.00,94.93
2097.00,94.94
2096.00,94.94
2095.00,94.93
2094.00,94.92
2093.00,94.89
2092.00,94.88
2091.00,94.88
2090.00,94.89
2089.00,94.90
2088.00,94.92
2087.00,94.95
2086.00,94.98
2085.00,94.97
2084.00,94.93
2083.00,94.85
2082.00,94.78
2081.00,94.72
2080.00,94.70
2079.00,94.68
2078.00,94.68
2077.00,94.67
2076.00,94.67
2075.00,94.66
2074.00,94.65
2073.00,94.63
2072.00,94.62
2071.00,94.61
2070.00,94.59
2069.00,94.57
2068.00,94.56
2067.00,94.57
2066.00,94.58
2065.00,94.59
2064.00,94.60
2063.00,94.61
2062.00,94.64
2061.00,94.66
2060.00,94.67
2059.00,94.65
2058.00,94.62
2057.00,94.59
2056.00,94.55
2055.00,94.50
2054.00,94.44
2053.00,94.36
2052.00,94.26
2051.00,94.16
2050.00,94.08
2049.00,94.03
2048.00,94.01
2047.00,93.99
2046.00,93.97
2045.00,93.93
2044.00,93.88
2043.00,93.83
2042.00,93.76
2041.00,93.67
2040.00,93.59
2039.00,93.55
2038.00,93.54
2037.00,93.54
2036.00,93.54
2035.00,93.58
2034.00,93.64
2033.00,93.69
2032.00,93.70
2031.00,93.68
2030.00,93.65
2029.00,93.63
2028.00,93.59
2027.00,93.55
2026.00,93.51
2025.00,93.47
2024.00,93.44
2023.00,93.44
2022.00,93.47
2021.00,93.52
2020.00,93.59
2019.00,93.62
2018.00,93.63
2017.00,93.61
2016.00,93.59
2015.00,93.58
2014.00,93.59
2013.00,93.61
2012.00,93.63
2011.00,93.63
2010.00,93.64
2009.00,93.66
2008.00,93.72
2007.00,93.80
2006.00,93.87
2005.00,93.92
2004.00,93.96
2003.00,94.00
2002.00,94.02
2001.00,94.02
2000.00,94.00
1999.00,93.99
1998.00,93.98
1997.00,93.97
1996.00,93.96
1995.00,93.95
1994.00,93.93
1993.00,93.93
1992.00,93.94
1991.00,93.96
1990.00,93.98
1989.00,93.97
1988.00,93.94
1987.00,93.89
1986.00,93.86
1985.00,93.83
1984.00,93.81
1983.00,93.76
1982.00,93.68
1981.00,93.60
1980.00,93.56
1979.00,93.57
1978.00,93.61
1977.00,93.65
1976.00,93.69
1975.00,93.75
1974.00,93.79
1973.00,93.80
1972.00,93.77
1971.00,93.77
1970.00,93.82
1969.00,93.90
1968.00,93.95
1967.00,93.93
1966.00,93.89
1965.00,93.87
1964.00,93.91
1963.00,94.01
1962.00,94.12
1961.00,94.20
1960.00,94.27
1959.00,94.32
1958.00,94.35
1957.00,94.36
1956.00,94.36
1955.00,94.35
1954.00,94.36
1953.00,94.39
1952.00,94.42
1951.00,94.45
1950.00,94.47
1949.00,94.50
1948.00,94.52
1947.00,94.53
1946.00,94.53
1945.00,94.54
1944.00,94.54
1943.00,94.52
1942.00,94.52
1941.00,94.54
1940.00,94.60
1939.00,94.68
1938.00,94.73
1937.00,94.76
1936.00,94.77
1935.00,94.77
1934.00,94.77
1933.00,94.77
1932.00,94.79
1931.00,94.82
1930.00,94.87
1929.00,94.92
1928.00,94.96
1927.00,94.97
1926.00,94.97
1925.00,94.95
1924.00,94.93
1923.00,94.94
1922.00,94.95
1921.00,94.97
1920.00,94.98
1919.00,95.00
1918.00,95.03
1917.00,95.05
1916.00,95.07
1915.00,95.08
1914.00,95.07
1913.00,95.05
1912.00,95.03
1911.00,95.02
1910.00,95.04
1909.00,95.07
1908.00,95.11
1907.00,95.14
1906.00,95.15
1905.00,95.15
1904.00,95.14
1903.00,95.14
1902.00,95.14
1901.00,95.14
1900.00,95.14
1899.00,95.13
1898.00,95.11
1897.00,95.08
1896.00,95.06
1895.00,95.06
1894.00,95.08
1893.00,95.10
1892.00,95.13
1891.00,95.16
1890.00,95.18
1889.00,95.20
1888.00,95.21
1887.00,95.22
1886.00,95.23
1885.00,95.25
1884.00,95.27
1883.00,95.28
1882.00,95.27
1881.00,95.26
1880.00,95.24
1879.00,95.24
1878.00,95.25
1877.00,95.27
1876.00,95.30
1875.00,95.32
1874.00,95.34
1873.00,95.35
1872.00,95.37
1871.00,95.38
1870.00,95.38
1869.00,95.36
1868.00,95.34
1867.00,95.33
1866.00,95.34
1865.00,95.36
1864.00,95.39
1863.00,95.42
1862.00,95.44
1861.00,95.44
1860.00,95.44
1859.00,95.44
1858.00,95.46
1857.00,95.47
1856.00,95.47
1855.00,95.46
1854.00,95.44
1853.00,95.43
1852.00,95.43
1851.00,95.44
1850.00,95.45
1849.00,95.46
1848.00,95.46
1847.00,95.47
1846.00,95.47
1845.00,95.46
1844.00,95.46
1843.00,95.46
1842.00,95.49
1841.00,95.53
1840.00,95.56
1839.00,95.57
1838.00,95.56
1837.00,95.54
1836.00,95.53
1835.00,95.52
1834.00,95.53
1833.00,95.54
1832.00,95.55
1831.00,95.56
1830.00,95.55
1829.00,95.55
1828.00,95.54
1827.00,95.54
1826.00,95.53
1825.00,95.52
1824.00,95.52
1823.00,95.52
1822.00,95.52
1821.00,95.52
1820.00,95.52
1819.00,95.54
1818.00,95.55
1817.00,95.58
1816.00,95.60
1815.00,95.61
1814.00,95.61
1813.00,95.60
1812.00,95.59
1811.00,95.59
1810.00,95.60
1809.00,95.61
1808.00,95.62
1807.00,95.63
1806.00,95.63
1805.00,95.63
1804.00,95.63
1803.00,95.64
1802.00,95.65
1801.00,95.65
1800.00,95.64
1799.00,95.63
1798.00,95.63
1797.00,95.64
1796.00,95.66
1795.00,95.67
1794.00,95.68
1793.00,95.68
1792.00,95.69
1791.00,95.69
1790.00,95.70
1789.00,95.69
1788.00,95.69
1787.00,95.69
1786.00,95.69
1785.00,95.69
1784.00,95.70
1783.00,95.71
1782.00,95.71
1781.00,95.69
1780.00,95.67
1779.00,95.66
1778.00,95.65
1777.00,95.65
1776.00,95.65
1775.00,95.64
1774.00,95.63
1773.00,95.63
1772.00,95.64
1771.00,95.65
1770.00,95.64
1769.00,95.63
1768.00,95.62
1767.00,95.60
1766.00,95.59
1765.00,95.58
1764.00,95.58
1763.00,95.58
1762.00,95.58
1761.00,95.58
1760.00,95.57
1759.00,95.55
1758.00,95.54
1757.00,95.53
1756.00,95.51
1755.00,95.49
1754.00,95.48
1753.00,95.46
1752.00,95.44
1751.00,95.42
1750.00,95.41
1749.00,95.40
1748.00,95.38
1747.00,95.37
1746.00,95.36
1745.00,95.34
1744.00,95.32
1743.00,95.29
1742.00,95.27
1741.00,95.24
1740.00,95.23
1739.00,95.21
1738.00,95.21
1737.00,95.21
1736.00,95.22
1735.00,95.23
1734.00,95.25
1733.00,95.25
1732.00,95.25
1731.00,95.25
1730.00,95.26
1729.00,95.27
1728.00,95.27
1727.00,95.29
1726.00,95.31
1725.00,95.33
1724.00,95.35
1723.00,95.37
1722.00,95.38
1721.00,95.38
1720.00,95.39
1719.00,95.40
1718.00,95.40
1717.00,95.39
1716.00,95.38
1715.00,95.37
1714.00,95.38
1713.00,95.38
1712.00,95.39
1711.00,95.40
1710.00,95.42
1709.00,95.44
1708.00,95.45
1707.00,95.45
1706.00,95.43
1705.00,95.42
1704.00,95.41
1703.00,95.41
1702.00,95.41
1701.00,95.40
1700.00,95.39
1699.00,95.38
1698.00,95.39
1697.00,95.41
1696.00,95.43
1695.00,95.45
1694.00,95.46
1693.00,95.46
1692.00,95.45
1691.00,95.44
1690.00,95.44
1689.00,95.45
1688.00,95.46
1687.00,95.47
1686.00,95.47
1685.00,95.46
1684.00,95.43
1683.00,95.41
1682.00,95.40
1681.00,95.40
1680.00,95.39
1679.00,95.38
1678.00,95.38
1677.00,95.38
1676.00,95.37
1675.00,95.36
1674.00,95.33
1673.00,95.32
1672.00,95.31
1671.00,95.31
1670.00,95.30
1669.00,95.28
1668.00,95.26
1667.00,95.24
1666.00,95.23
1665.00,95.21
1664.00,95.19
1663.00,95.17
1662.00,95.16
1661.00,95.16
1660.00,95.15
1659.00,95.15
1658.00,95.14
1657.00,95.12
1656.00,95.10
1655.00,95.09
1654.00,95.11
1653.00,95.15
1652.00,95.19
1651.00,95.20
1650.00,95.20
1649.00,95.20
1648.00,95.19
1647.00,95.19
1646.00,95.20
1645.00,95.20
1644.00,95.20
1643.00,95.20
1642.00,95.20
1641.00,95.20
1640.00,95.20
1639.00,95.19
1638.00,95.17
1637.00,95.13
1636.00,95.09
1635.00,95.06
1634.00,95.05
1633.00,95.05
1632.00,95.06
1631.00,95.08
1630.00,95.11
1629.00,95.15
1628.00,95.19
1627.00,95.22
1626.00,95.23
1625.00,95.24
1624.00,95.25
1623.00,95.26
1622.00,95.27
1621.00,95.27
1620.00,95.27
1619.00,95.27
1618.00,95.28
1617.00,95.30
1616.00,95.31
1615.00,95.31
1614.00,95.30
1613.00,95.29
1612.00,95.28
1611.00,95.28
1610.00,95.29
1609.00,95.30
1608.00,95.31
1607.00,95.32
1606.00,95.32
1605.00,95.32
1604.00,95.32
1603.00,95.32
1602.00,95.32
1601.00,95.31
1600.00,95.30
1599.00,95.30
1598.00,95.29
1597.00,95.30
1596.00,95.31
1595.00,95.32
1594.00,95.33
1593.00,95.33
1592.00,95.32
1591.00,95.31
1590.00,95.32
1589.00,95.32
1588.00,95.33
1587.00,95.34
1586.00,95.34
1585.00,95.35
1584.00,95.36
1583.00,95.36
1582.00,95.37
1581.00,95.37
1580.00,95.37
1579.00,95.37
1578.00,95.38
1577.00,95.38
1576.00,95.37
1575.00,95.36
1574.00,95.35
1573.00,95.35
1572.00,95.36
1571.00,95.36
1570.00,95.36
1569.00,95.36
1568.00,95.35
1567.00,95.35
1566.00,95.35
1565.00,95.33
1564.00,95.31
1563.00,95.29
1562.00,95.26
1561.00,95.24
1560.00,95.23
1559.00,95.23
1558.00,95.25
1557.00,95.26
1556.00,95.26
1555.00,95.26
1554.00,95.26
1553.00,95.26
1552.00,95.27
1551.00,95.29
1550.00,95.31
1549.00,95.33
1548.00,95.33
1547.00,95.33
1546.00,95.33
1545.00,95.33
1544.00,95.33
1543.00,95.33
1542.00,95.33
1541.00,95.33
1540.00,95.32
1539.00,95.33
1538.00,95.35
1537.00,95.36
1536.00,95.37
1535.00,95.37
1534.00,95.37
1533.00,95.37
1532.00,95.35
1531.00,95.35
1530.00,95.36
1529.00,95.37
1528.00,95.37
1527.00,95.37
1526.00,95.37
1525.00,95.38
1524.00,95.38
1523.00,95.39
1522.00,95.40
1521.00,95.40
1520.00,95.40
1519.00,95.40
1518.00,95.42
1517.00,95.43
1516.00,95.44
1515.00,95.44
1514.00,95.44
1513.00,95.43
1512.00,95.42
1511.00,95.42
1510.00,95.42
1509.00,95.42
1508.00,95.42
1507.00,95.43
1506.00,95.45
1505.00,95.44
1504.00,95.42
1503.00,95.41
1502.00,95.40
1501.00,95.39
1500.00,95.37
1499.00,95.37
1498.00,95.37
1497.00,95.35
1496.00,95.32
1495.00,95.29
1494.00,95.28
1493.00,95.26
1492.00,95.23
1491.00,95.21
1490.00,95.18
1489.00,95.16
1488.00,95.12
1487.00,95.11
1486.00,95.09
1485.00,95.05
1484.00,94.99
1483.00,94.92
1482.00,94.82
1481.00,94.64
1480.00,94.36
1479.00,93.88
1478.00,92.99
1477.00,91.43
1476.00,89.06
1475.00,86.05
1474.00,82.79
1473.00,80.10
1472.00,78.96
1471.00,79.49
1470.00,80.95
1469.00,82.61
1468.00,84.13
1467.00,85.30
1466.00,85.99
1465.00,86.14
1464.00,85.94
1463.00,85.82
1462.00,86.14
1461.00,86.96
1460.00,88.09
1459.00,89.27
1458.00,90.33
1457.00,91.15
1456.00,91.70
1455.00,92.03
1454.00,92.25
1453.00,92.45
1452.00,92.63
1451.00,92.78
1450.00,92.90
1449.00,93.00
1448.00,93.12
1447.00,93.21
1446.00,93.29
1445.00,93.36
1444.00,93.43
1443.00,93.49
1442.00,93.53
1441.00,93.56
1440.00,93.59
1439.00,93.61
1438.00,93.64
1437.00,93.70
1436.00,93.76
1435.00,93.81
1434.00,93.85
1433.00,93.89
1432.00,93.93
1431.00,93.96
1430.00,93.99
1429.00,94.03
1428.00,94.06
1427.00,94.08
1426.00,94.11
1425.00,94.16
1424.00,94.20
1423.00,94.23
1422.00,94.24
1421.00,94.24
1420.00,94.25
1419.00,94.27
1418.00,94.30
1417.00,94.34
1416.00,94.37
1415.00,94.39
1414.00,94.41
1413.00,94.42
1412.00,94.43
1411.00,94.44
1410.00,94.45
1409.00,94.46
1408.00,94.48
1407.00,94.48
1406.00,94.48
1405.00,94.49
1404.00,94.51
1403.00,94.54
1402.00,94.56
1401.00,94.57
1400.00,94.58
1399.00,94.58
1398.00,94.58
1397.00,94.58
1396.00,94.58
1395.00,94.57
1394.00,94.56
1393.00,94.56
1392.00,94.57
1391.00,94.58
1390.00,94.59
1389.00,94.59
1388.00,94.59
1387.00,94.58
1386.00,94.57
1385.00,94.56
1384.00,94.56
1383.00,94.57
1382.00,94.56
1381.00,94.54
1380.00,94.50
1379.00,94.47
1378.00,94.44
1377.00,94.42
1376.00,94.41
1375.00,94.40
1374.00,94.38
1373.00,94.36
1372.00,94.34
1371.00,94.31
1370.00,94.29
1369.00,94.28
1368.00,94.27
1367.00,94.25
1366.00,94.23
1365.00,94.22
1364.00,94.22
1363.00,94.23
1362.00,94.25
1361.00,94.26
1360.00,94.27
1359.00,94.27
1358.00,94.26
1357.00,94.26
1356.00,94.24
1355.00,94.22
1354.00,94.19
1353.00,94.17
1352.00,94.16
1351.00,94.16
1350.00,94.16
1349.00,94.16
1348.00,94.17
1347.00,94.19
1346.00,94.22
1345.00,94.27
1344.00,94.33
1343.00,94.38
1342.00,94.43
1341.00,94.45
1340.00,94.47
1339.00,94.49
1338.00,94.52
1337.00,94.54
1336.00,94.57
1335.00,94.58
1334.00,94.58
1333.00,94.58
1332.00,94.56
1331.00,94.55
1330.00,94.53
1329.00,94.52
1328.00,94.52
1327.00,94.51
1326.00,94.50
1325.00,94.48
1324.00,94.47
1323.00,94.47
1322.00,94.48
1321.00,94.50
1320.00,94.50
1319.00,94.49
1318.00,94.47
1317.00,94.45
1316.00,94.44
1315.00,94.44
1314.00,94.43
1313.00,94.42
1312.00,94.42
1311.00,94.42
1310.00,94.42
1309.00,94.41
1308.00,94.40
1307.00,94.38
1306.00,94.37
1305.00,94.36
1304.00,94.36
1303.00,94.35
1302.00,94.34
1301.00,94.34
1300.00,94.34
1299.00,94.35
1298.00,94.36
1297.00,94.36
1296.00,94.35
1295.00,94.34
1294.00,94.34
1293.00,94.35
1292.00,94.36
1291.00,94.38
1290.00,94.40
1289.00,94.42
1288.00,94.43
1287.00,94.43
1286.00,94.42
1285.00,94.42
1284.00,94.42
1283.00,94.43
1282.00,94.42
1281.00,94.42
1280.00,94.42
1279.00,94.43
1278.00,94.43
1277.00,94.43
1276.00,94.44
1275.00,94.46
1274.00,94.47
1273.00,94.49
1272.00,94.49
1271.00,94.48
1270.00,94.47
1269.00,94.47
1268.00,94.47
1267.00,94.47
1266.00,94.46
1265.00,94.46
1264.00,94.45
1263.00,94.45
1262.00,94.45
1261.00,94.44
1260.00,94.41
1259.00,94.38
1258.00,94.35
1257.00,94.33
1256.00,94.31
1255.00,94.30
1254.00,94.30
1253.00,94.29
1252.00,94.29
1251.00,94.29
1250.00,94.30
1249.00,94.31
1248.00,94.32
1247.00,94.32
1246.00,94.32
1245.00,94.33
1244.00,94.34
1243.00,94.35
1242.00,94.36
1241.00,94.37
1240.00,94.38
1239.00,94.39
1238.00,94.40
1237.00,94.40
1236.00,94.41
1235.00,94.43
1234.00,94.45
1233.00,94.46
1232.00,94.47
1231.00,94.48
1230.00,94.50
1229.00,94.51
1228.00,94.53
1227.00,94.55
1226.00,94.55
1225.00,94.56
1224.00,94.56
1223.00,94.57
1222.00,94.57
1221.00,94.58
1220.00,94.57
1219.00,94.57
1218.00,94.56
1217.00,94.54
1216.00,94.54
1215.00,94.55
1214.00,94.56
1213.00,94.59
1212.00,94.61
1211.00,94.61
1210.00,94.60
1209.00,94.58
1208.00,94.57
1207.00,94.56
1206.00,94.55
1205.00,94.53
1204.00,94.53
1203.00,94.52
1202.00,94.52
1201.00,94.53
1200.00,94.54
1199.00,94.54
1198.00,94.56
1197.00,94.58
1196.00,94.60
1195.00,94.61
1194.00,94.60
1193.00,94.57
1192.00,94.53
1191.00,94.50
1190.00,94.48
1189.00,94.47
1188.00,94.48
1187.00,94.49
1186.00,94.51
1185.00,94.51
1184.00,94.51
1183.00,94.50
1182.00,94.49
1181.00,94.47
1180.00,94.45
1179.00,94.41
1178.00,94.37
1177.00,94.33
1176.00,94.31
1175.00,94.32
1174.00,94.34
1173.00,94.37
1172.00,94.38
1171.00,94.38
1170.00,94.34
1169.00,94.28
1168.00,94.23
1167.00,94.21
1166.00,94.20
1165.00,94.18
1164.00,94.15
1163.00,94.12
1162.00,94.09
1161.00,94.06
1160.00,94.03
1159.00,93.97
1158.00,93.90
1157.00,93.83
1156.00,93.77
1155.00,93.72
1154.00,93.65
1153.00,93.58
1152.00,93.52
1151.00,93.45
1150.00,93.39
1149.00,93.34
1148.00,93.29
1147.00,93.24
1146.00,93.18
1145.00,93.12
1144.00,93.07
1143.00,93.03
1142.00,92.99
1141.00,92.97
1140.00,92.95
1139.00,92.93
1138.00,92.92
1137.00,92.91
1136.00,92.90
1135.00,92.88
1134.00,92.85
1133.00,92.81
1132.00,92.77
1131.00,92.74
1130.00,92.71
1129.00,92.68
1128.00,92.66
1127.00,92.63
1126.00,92.60
1125.00,92.57
1124.00,92.53
1123.00,92.49
1122.00,92.45
1121.00,92.42
1120.00,92.41
1119.00,92.39
1118.00,92.35
1117.00,92.32
1116.00,92.31
1115.00,92.33
1114.00,92.36
1113.00,92.37
1112.00,92.36
1111.00,92.34
1110.00,92.32
1109.00,92.32
1108.00,92.33
1107.00,92.34
1106.00,92.36
1105.00,92.34
1104.00,92.30
1103.00,92.26
1102.00,92.25
1101.00,92.28
1100.00,92.35
1099.00,92.44
1098.00,92.53
1097.00,92.58
1096.00,92.60
1095.00,92.61
1094.00,92.63
1093.00,92.66
1092.00,92.70
1091.00,92.75
1090.00,92.79
1089.00,92.84
1088.00,92.88
1087.00,92.92
1086.00,92.96
1085.00,92.99
1084.00,93.02
1083.00,93.07
1082.00,93.12
1081.00,93.15
1080.00,93.17
1079.00,93.19
1078.00,93.22
1077.00,93.27
1076.00,93.31
1075.00,93.36
1074.00,93.40
1073.00,93.42
1072.00,93.42
1071.00,93.41
1070.00,93.42
1069.00,93.45
1068.00,93.49
1067.00,93.51
1066.00,93.52
1065.00,93.53
1064.00,93.54
1063.00,93.55
1062.00,93.57
1061.00,93.59
1060.00,93.60
1059.00,93.60
1058.00,93.59
1057.00,93.59
1056.00,93.62
1055.00,93.67
1054.00,93.73
1053.00,93.79
1052.00,93.83
1051.00,93.87
1050.00,93.88
1049.00,93.87
1048.00,93.86
1047.00,93.85
1046.00,93.85
1045.00,93.87
1044.00,93.87
1043.00,93.86
1042.00,93.85
1041.00,93.84
1040.00,93.85
1039.00,93.87
1038.00,93.89
1037.00,93.90
1036.00,93.91
1035.00,93.92
1034.00,93.94
1033.00,93.96
1032.00,93.98
1031.00,93.99
1030.00,94.01
1029.00,94.03
1028.00,94.05
1027.00,94.06
1026.00,94.07
1025.00,94.09
1024.00,94.12
1023.00,94.15
1022.00,94.16
1021.00,94.17
1020.00,94.17
1019.00,94.17
1018.00,94.16
1017.00,94.15
1016.00,94.15
1015.00,94.18
1014.00,94.23
1013.00,94.27
1012.00,94.28
1011.00,94.28
1010.00,94.28
1009.00,94.29
1008.00,94.31
1007.00,94.35
1006.00,94.38
1005.00,94.41
1004.00,94.42
1003.00,94.43
1002.00,94.42
1001.00,94.39
1000.00,94.35
999.00,94.32
998.00,94.30
997.00,94.30
996.00,94.30
995.00,94.30
994.00,94.31
993.00,94.34
992.00,94.36
991.00,94.37
990.00,94.37
989.00,94.38
988.00,94.38
987.00,94.38
986.00,94.39
985.00,94.40
984.00,94.43
983.00,94.44
982.00,94.44
981.00,94.43
980.00,94.42
979.00,94.42
978.00,94.42
977.00,94.41
976.00,94.40
975.00,94.39
974.00,94.39
973.00,94.39
972.00,94.39
971.00,94.39
970.00,94.38
969.00,94.35
968.00,94.33
967.00,94.32
966.00,94.32
965.00,94.31
964.00,94.29
963.00,94.25
962.00,94.23
961.00,94.21
960.00,94.21
959.00,94.22
958.00,94.23
957.00,94.23
956.00,94.21
955.00,94.18
954.00,94.16
953.00,94.15
952.00,94.15
951.00,94.15
950.00,94.15
949.00,94.13
948.00,94.11
947.00,94.10
946.00,94.10
945.00,94.10
944.00,94.11
943.00,94.14
942.00,94.18
941.00,94.21
940.00,94.21
939.00,94.20
938.00,94.19
937.00,94.20
936.00,94.21
935.00,94.21
934.00,94.21
933.00,94.21
932.00,94.24
931.00,94.27
930.00,94.30
929.00,94.32
928.00,94.33
927.00,94.33
926.00,94.34
925.00,94.34
924.00,94.34
923.00,94.34
922.00,94.33
921.00,94.35
920.00,94.38
919.00,94.42
918.00,94.44
917.00,94.44
916.00,94.44
915.00,94.45
914.00,94.46
913.00,94.46
912.00,94.45
911.00,94.44
910.00,94.44
909.00,94.43
908.00,94.42
907.00,94.41
906.00,94.42
905.00,94.44
904.00,94.45
903.00,94.47
902.00,94.49
901.00,94.51
900.00,94.52
899.00,94.52
898.00,94.51
897.00,94.51
896.00,94.50
895.00,94.49
894.00,94.48
893.00,94.48
892.00,94.47
