Created as New Dataset,192 FMC American Viscose (Black)
cm-1,%T
2498.00,97.85
2497.00,97.84
2496.00,97.83
2495.00,97.82
2494.00,97.81
2493.00,97.82
2492.00,97.84
2491.00,97.85
2490.00,97.87
2489.00,97.89
2488.00,97.89
2487.00,97.89
2486.00,97.88
2485.00,97.87
2484.00,97.87
2483.00,97.88
2482.00,97.89
2481.00,97.90
2480.00,97.92
2479.00,97.92
2478.00,97.92
2477.00,97.90
2476.00,97.88
2475.00,97.87
2474.00,97.88
2473.00,97.89
2472.00,97.91
2471.00,97.91
2470.00,97.91
2469.00,97.90
2468.00,97.89
2467.00,97.89
2466.00,97.88
2465.00,97.88
2464.00,97.86
2463.00,97.85
2462.00,97.83
2461.00,97.82
2460.00,97.82
2459.00,97.83
2458.00,97.84
2457.00,97.84
2456.00,97.84
2455.00,97.84
2454.00,97.85
2453.00,97.86
2452.00,97.87
2451.00,97.88
2450.00,97.90
2449.00,97.91
2448.00,97.90
2447.00,97.89
2446.00,97.87
2445.00,97.87
2444.00,97.88
2443.00,97.91
2442.00,97.94
2441.00,97.96
2440.00,97.97
2439.00,97.97
2438.00,97.98
2437.00,97.98
2436.00,97.97
2435.00,97.96
2434.00,97.93
2433.00,97.92
2432.00,97.92
2431.00,97.94
2430.00,97.96
2429.00,97.97
2428.00,97.98
2427.00,97.98
2426.00,97.99
2425.00,97.98
2424.00,97.97
2423.00,97.96
2422.00,97.95
2421.00,97.95
2420.00,97.96
2419.00,97.98
2418.00,97.99
2417.00,97.99
2416.00,97.98
2415.00,97.98
2414.00,97.99
2413.00,97.99
2412.00,97.99
2411.00,97.97
2410.00,97.94
2409.00,97.93
2408.00,97.93
2407.00,97.95
2406.00,97.96
2405.00,97.97
2404.00,97.97
2403.00,97.96
2402.00,97.97
2401.00,97.98
2400.00,97.98
2399.00,97.99
2398.00,97.99
2397.00,98.01
2396.00,98.02
2395.00,98.03
2394.00,98.03
2393.00,98.02
2392.00,98.02
2391.00,98.04
2390.00,98.06
2389.00,98.08
2388.00,98.09
2387.00,98.09
2386.00,98.10
2385.00,98.11
2384.00,98.11
2383.00,98.11
2382.00,98.11
2381.00,98.11
2380.00,98.14
2379.00,98.18
2378.00,98.22
2377.00,98.23
2376.00,98.22
2375.00,98.21
2374.00,98.22
2373.00,98.24
2372.00,98.24
2371.00,98.20
2370.00,98.13
2369.00,98.04
2368.00,98.00
2367.00,98.03
2366.00,98.11
2365.00,98.17
2364.00,98.17
2363.00,98.15
2362.00,98.14
2361.00,98.18
2360.00,98.21
2359.00,98.23
2358.00,98.22
2357.00,98.21
2356.00,98.20
2355.00,98.21
2354.00,98.20
2353.00,98.19
2352.00,98.18
2351.00,98.18
2350.00,98.18
2349.00,98.16
2348.00,98.11
2347.00,98.06
2346.00,98.04
2345.00,98.05
2344.00,98.11
2343.00,98.17
2342.00,98.21
2341.00,98.23
2340.00,98.24
2339.00,98.22
2338.00,98.19
2337.00,98.16
2336.00,98.13
2335.00,98.13
2334.00,98.14
2333.00,98.16
2332.00,98.18
2331.00,98.21
2330.00,98.23
2329.00,98.23
2328.00,98.20
2327.00,98.15
2326.00,98.09
2325.00,98.04
2324.00,97.99
2323.00,97.97
2322.00,97.97
2321.00,97.99
2320.00,98.01
2319.00,98.00
2318.00,97.98
2317.00,97.97
2316.00,97.99
2315.00,98.01
2314.00,98.04
2313.00,98.06
2312.00,98.05
2311.00,98.01
2310.00,97.97
2309.00,97.95
2308.00,97.94
2307.00,97.94
2306.00,97.93
2305.00,97.91
2304.00,97.91
2303.00,97.91
2302.00,97.91
2301.00,97.90
2300.00,97.87
2299.00,97.83
2298.00,97.80
2297.00,97.78
2296.00,97.77
2295.00,97.76
2294.00,97.78
2293.00,97.81
2292.00,97.84
2291.00,97.86
2290.00,97.84
2289.00,97.80
2288.00,97.76
2287.00,97.72
2286.00,97.68
2285.00,97.67
2284.00,97.67
2283.00,97.69
2282.00,97.71
2281.00,97.71
2280.00,97.69
2279.00,97.67
2278.00,97.66
2277.00,97.65
2276.00,97.66
2275.00,97.67
2274.00,97.69
2273.00,97.70
2272.00,97.70
2271.00,97.68
2270.00,97.66
2269.00,97.65
2268.00,97.65
2267.00,97.66
2266.00,97.67
2265.00,97.68
2264.00,97.68
2263.00,97.69
2262.00,97.69
2261.00,97.68
2260.00,97.66
2259.00,97.61
2258.00,97.57
2257.00,97.55
2256.00,97.57
2255.00,97.60
2254.00,97.62
2253.00,97.62
2252.00,97.60
2251.00,97.58
2250.00,97.56
2249.00,97.55
2248.00,97.54
2247.00,97.54
2246.00,97.54
2245.00,97.52
2244.00,97.51
2243.00,97.51
2242.00,97.53
2241.00,97.54
2240.00,97.53
2239.00,97.51
2238.00,97.47
2237.00,97.43
2236.00,97.40
2235.00,97.38
2234.00,97.39
2233.00,97.42
2232.00,97.44
2231.00,97.46
2230.00,97.45
2229.00,97.44
2228.00,97.44
2227.00,97.44
2226.00,97.43
2225.00,97.42
2224.00,97.41
2223.00,97.42
2222.00,97.45
2221.00,97.47
2220.00,97.46
2219.00,97.42
2218.00,97.38
2217.00,97.35
2216.00,97.34
2215.00,97.34
2214.00,97.32
2213.00,97.28
2212.00,97.24
2211.00,97.22
2210.00,97.24
2209.00,97.30
2208.00,97.38
2207.00,97.46
2206.00,97.49
2205.00,97.47
2204.00,97.41
2203.00,97.37
2202.00,97.39
2201.00,97.43
2200.00,97.46
2199.00,97.45
2198.00,97.41
2197.00,97.35
2196.00,97.30
2195.00,97.29
2194.00,97.31
2193.00,97.34
2192.00,97.33
2191.00,97.29
2190.00,97.26
2189.00,97.23
2188.00,97.21
2187.00,97.17
2186.00,97.12
2185.00,97.08
2184.00,97.08
2183.00,97.11
2182.00,97.17
2181.00,97.24
2180.00,97.31
2179.00,97.34
2178.00,97.32
2177.00,97.27
2176.00,97.22
2175.00,97.18
2174.00,97.17
2173.00,97.19
2172.00,97.20
2171.00,97.19
2170.00,97.16
2169.00,97.12
2168.00,97.10
2167.00,97.08
2166.00,97.04
2165.00,96.99
2164.00,96.90
2163.00,96.80
2162.00,96.71
2161.00,96.71
2160.00,96.82
2159.00,97.03
2158.00,97.22
2157.00,97.31
2156.00,97.32
2155.00,97.30
2154.00,97.32
2153.00,97.36
2152.00,97.39
2151.00,97.40
2150.00,97.39
2149.00,97.38
2148.00,97.37
2147.00,97.38
2146.00,97.39
2145.00,97.41
2144.00,97.43
2143.00,97.44
2142.00,97.44
2141.00,97.42
2140.00,97.38
2139.00,97.35
2138.00,97.34
2137.00,97.35
2136.00,97.38
2135.00,97.42
2134.00,97.46
2133.00,97.51
2132.00,97.53
2131.00,97.54
2130.00,97.55
2129.00,97.55
2128.00,97.56
2127.00,97.56
2126.00,97.54
2125.00,97.52
2124.00,97.49
2123.00,97.47
2122.00,97.45
2121.00,97.45
2120.00,97.46
2119.00,97.48
2118.00,97.47
2117.00,97.43
2116.00,97.39
2115.00,97.37
2114.00,97.37
2113.00,97.38
2112.00,97.39
2111.00,97.39
2110.00,97.39
2109.00,97.40
2108.00,97.42
2107.00,97.44
2106.00,97.45
2105.00,97.43
2104.00,97.40
2103.00,97.39
2102.00,97.41
2101.00,97.44
2100.00,97.46
2099.00,97.47
2098.00,97.47
2097.00,97.45
2096.00,97.42
2095.00,97.38
2094.00,97.38
2093.00,97.40
2092.00,97.43
2091.00,97.44
2090.00,97.42
2089.00,97.40
2088.00,97.40
2087.00,97.43
2086.00,97.46
2085.00,97.47
2084.00,97.46
2083.00,97.44
2082.00,97.42
2081.00,97.37
2080.00,97.33
2079.00,97.32
2078.00,97.34
2077.00,97.35
2076.00,97.32
2075.00,97.26
2074.00,97.20
2073.00,97.18
2072.00,97.20
2071.00,97.24
2070.00,97.29
2069.00,97.32
2068.00,97.32
2067.00,97.30
2066.00,97.28
2065.00,97.29
2064.00,97.32
2063.00,97.37
2062.00,97.39
2061.00,97.38
2060.00,97.34
2059.00,97.30
2058.00,97.30
2057.00,97.31
2056.00,97.33
2055.00,97.35
2054.00,97.35
2053.00,97.34
2052.00,97.31
2051.00,97.27
2050.00,97.23
2049.00,97.20
2048.00,97.17
2047.00,97.14
2046.00,97.14
2045.00,97.18
2044.00,97.23
2043.00,97.27
2042.00,97.28
2041.00,97.27
2040.00,97.21
2039.00,97.13
2038.00,97.07
2037.00,97.04
2036.00,97.02
2035.00,96.98
2034.00,96.95
2033.00,96.94
2032.00,96.97
2031.00,97.02
2030.00,97.07
2029.00,97.13
2028.00,97.16
2027.00,97.18
2026.00,97.17
2025.00,97.14
2024.00,97.12
2023.00,97.10
2022.00,97.12
2021.00,97.18
2020.00,97.28
2019.00,97.36
2018.00,97.39
2017.00,97.34
2016.00,97.25
2015.00,97.19
2014.00,97.19
2013.00,97.23
2012.00,97.25
2011.00,97.22
2010.00,97.14
2009.00,97.09
2008.00,97.10
2007.00,97.16
2006.00,97.22
2005.00,97.24
2004.00,97.23
2003.00,97.21
2002.00,97.22
2001.00,97.25
2000.00,97.27
1999.00,97.25
1998.00,97.22
1997.00,97.22
1996.00,97.23
1995.00,97.25
1994.00,97.24
1993.00,97.20
1992.00,97.17
1991.00,97.16
1990.00,97.19
1989.00,97.22
1988.00,97.23
1987.00,97.20
1986.00,97.14
1985.00,97.08
1984.00,97.04
1983.00,97.04
1982.00,97.05
1981.00,97.05
1980.00,97.04
1979.00,97.01
1978.00,96.98
1977.00,96.98
1976.00,97.03
1975.00,97.11
1974.00,97.18
1973.00,97.22
1972.00,97.21
1971.00,97.16
1970.00,97.12
1969.00,97.12
1968.00,97.18
1967.00,97.26
1966.00,97.32
1965.00,97.34
1964.00,97.32
1963.00,97.28
1962.00,97.25
1961.00,97.22
1960.00,97.23
1959.00,97.27
1958.00,97.34
1957.00,97.42
1956.00,97.49
1955.00,97.52
1954.00,97.53
1953.00,97.52
1952.00,97.51
1951.00,97.50
1950.00,97.47
1949.00,97.44
1948.00,97.43
1947.00,97.43
1946.00,97.43
1945.00,97.43
1944.00,97.42
1943.00,97.41
1942.00,97.40
1941.00,97.40
1940.00,97.41
1939.00,97.44
1938.00,97.49
1937.00,97.53
1936.00,97.52
1935.00,97.47
1934.00,97.40
1933.00,97.35
1932.00,97.35
1931.00,97.37
1930.00,97.41
1929.00,97.44
1928.00,97.48
1927.00,97.50
1926.00,97.51
1925.00,97.51
1924.00,97.50
1923.00,97.48
1922.00,97.48
1921.00,97.48
1920.00,97.51
1919.00,97.53
1918.00,97.55
1917.00,97.55
1916.00,97.54
1915.00,97.52
1914.00,97.50
1913.00,97.51
1912.00,97.53
1911.00,97.55
1910.00,97.57
1909.00,97.59
1908.00,97.60
1907.00,97.60
1906.00,97.59
1905.00,97.57
1904.00,97.57
1903.00,97.56
1902.00,97.55
1901.00,97.55
1900.00,97.56
1899.00,97.59
1898.00,97.61
1897.00,97.61
1896.00,97.61
1895.00,97.62
1894.00,97.63
1893.00,97.63
1892.00,97.62
1891.00,97.62
1890.00,97.64
1889.00,97.66
1888.00,97.69
1887.00,97.69
1886.00,97.69
1885.00,97.68
1884.00,97.68
1883.00,97.68
1882.00,97.67
1881.00,97.64
1880.00,97.61
1879.00,97.60
1878.00,97.60
1877.00,97.61
1876.00,97.63
1875.00,97.64
1874.00,97.64
1873.00,97.63
1872.00,97.63
1871.00,97.65
1870.00,97.65
1869.00,97.65
1868.00,97.65
1867.00,97.66
1866.00,97.67
1865.00,97.67
1864.00,97.66
1863.00,97.64
1862.00,97.62
1861.00,97.63
1860.00,97.64
1859.00,97.65
1858.00,97.66
1857.00,97.67
1856.00,97.69
1855.00,97.70
1854.00,97.71
1853.00,97.71
1852.00,97.71
1851.00,97.72
1850.00,97.75
1849.00,97.79
1848.00,97.82
1847.00,97.83
1846.00,97.82
1845.00,97.80
1844.00,97.78
1843.00,97.77
1842.00,97.76
1841.00,97.75
1840.00,97.75
1839.00,97.74
1838.00,97.74
1837.00,97.74
1836.00,97.74
1835.00,97.74
1834.00,97.74
1833.00,97.72
1832.00,97.71
1831.00,97.71
1830.00,97.72
1829.00,97.74
1828.00,97.76
1827.00,97.77
1826.00,97.78
1825.00,97.78
1824.00,97.77
1823.00,97.76
1822.00,97.75
1821.00,97.75
1820.00,97.75
1819.00,97.76
1818.00,97.77
1817.00,97.77
1816.00,97.76
1815.00,97.75
1814.00,97.76
1813.00,97.77
1812.00,97.78
1811.00,97.79
1810.00,97.79
1809.00,97.79
1808.00,97.78
1807.00,97.78
1806.00,97.77
1805.00,97.77
1804.00,97.76
1803.00,97.75
1802.00,97.75
1801.00,97.76
1800.00,97.78
1799.00,97.79
1798.00,97.79
1797.00,97.77
1796.00,97.76
1795.00,97.75
1794.00,97.76
1793.00,97.76
1792.00,97.76
1791.00,97.75
1790.00,97.74
1789.00,97.73
1788.00,97.73
1787.00,97.74
1786.00,97.75
1785.00,97.76
1784.00,97.76
1783.00,97.76
1782.00,97.75
1781.00,97.75
1780.00,97.76
1779.00,97.77
1778.00,97.78
1777.00,97.79
1776.00,97.78
1775.00,97.76
1774.00,97.74
1773.00,97.75
1772.00,97.77
1771.00,97.78
1770.00,97.79
1769.00,97.78
1768.00,97.75
1767.00,97.73
1766.00,97.72
1765.00,97.72
1764.00,97.72
1763.00,97.72
1762.00,97.71
1761.00,97.71
1760.00,97.71
1759.00,97.71
1758.00,97.71
1757.00,97.71
1756.00,97.70
1755.00,97.69
1754.00,97.68
1753.00,97.67
1752.00,97.66
1751.00,97.65
1750.00,97.63
1749.00,97.61
1748.00,97.60
1747.00,97.59
1746.00,97.58
1745.00,97.58
1744.00,97.58
1743.00,97.59
1742.00,97.59
1741.00,97.61
1740.00,97.63
1739.00,97.64
1738.00,97.64
1737.00,97.63
1736.00,97.61
1735.00,97.62
1734.00,97.63
1733.00,97.65
1732.00,97.66
1731.00,97.67
1730.00,97.67
1729.00,97.66
1728.00,97.64
1727.00,97.63
1726.00,97.62
1725.00,97.61
1724.00,97.59
1723.00,97.59
1722.00,97.59
1721.00,97.59
1720.00,97.59
1719.00,97.58
1718.00,97.56
1717.00,97.54
1716.00,97.52
1715.00,97.51
1714.00,97.50
1713.00,97.49
1712.00,97.49
1711.00,97.50
1710.00,97.52
1709.00,97.52
1708.00,97.51
1707.00,97.49
1706.00,97.47
1705.00,97.45
1704.00,97.44
1703.00,97.44
1702.00,97.45
1701.00,97.48
1700.00,97.49
1699.00,97.47
1698.00,97.43
1697.00,97.40
1696.00,97.39
1695.00,97.38
1694.00,97.37
1693.00,97.36
1692.00,97.35
1691.00,97.36
1690.00,97.36
1689.00,97.34
1688.00,97.31
1687.00,97.28
1686.00,97.24
1685.00,97.22
1684.00,97.21
1683.00,97.20
1682.00,97.19
1681.00,97.16
1680.00,97.13
1679.00,97.10
1678.00,97.07
1677.00,97.04
1676.00,97.02
1675.00,97.01
1674.00,96.99
1673.00,96.96
1672.00,96.92
1671.00,96.88
1670.00,96.84
1669.00,96.83
1668.00,96.82
1667.00,96.81
1666.00,96.79
1665.00,96.75
1664.00,96.72
1663.00,96.69
1662.00,96.67
1661.00,96.65
1660.00,96.63
1659.00,96.61
1658.00,96.59
1657.00,96.56
1656.00,96.53
1655.00,96.49
1654.00,96.46
1653.00,96.43
1652.00,96.42
1651.00,96.41
1650.00,96.41
1649.00,96.40
1648.00,96.39
1647.00,96.39
1646.00,96.37
1645.00,96.35
1644.00,96.33
1643.00,96.31
1642.00,96.30
1641.00,96.30
1640.00,96.31
1639.00,96.31
1638.00,96.30
1637.00,96.27
1636.00,96.26
1635.00,96.26
1634.00,96.26
1633.00,96.26
1632.00,96.27
1631.00,96.29
1630.00,96.30
1629.00,96.31
1628.00,96.32
1627.00,96.33
1626.00,96.34
1625.00,96.35
1624.00,96.37
1623.00,96.39
1622.00,96.42
1621.00,96.44
1620.00,96.45
1619.00,96.45
1618.00,96.46
1617.00,96.47
1616.00,96.50
1615.00,96.53
1614.00,96.55
1613.00,96.56
1612.00,96.56
1611.00,96.55
1610.00,96.56
1609.00,96.58
1608.00,96.61
1607.00,96.64
1606.00,96.65
1605.00,96.65
1604.00,96.65
1603.00,96.65
1602.00,96.66
1601.00,96.67
1600.00,96.68
1599.00,96.69
1598.00,96.71
1597.00,96.74
1596.00,96.76
1595.00,96.78
1594.00,96.80
1593.00,96.80
1592.00,96.81
1591.00,96.82
1590.00,96.83
1589.00,96.85
1588.00,96.87
1587.00,96.88
1586.00,96.90
1585.00,96.91
1584.00,96.92
1583.00,96.93
1582.00,96.94
1581.00,96.96
1580.00,96.99
1579.00,97.01
1578.00,97.03
1577.00,97.04
1576.00,97.06
1575.00,97.08
1574.00,97.09
1573.00,97.09
1572.00,97.09
1571.00,97.09
1570.00,97.09
1569.00,97.10
1568.00,97.11
1567.00,97.11
1566.00,97.12
1565.00,97.13
1564.00,97.13
1563.00,97.12
1562.00,97.11
1561.00,97.10
1560.00,97.07
1559.00,97.06
1558.00,97.07
1557.00,97.08
1556.00,97.08
1555.00,97.08
1554.00,97.09
1553.00,97.09
1552.00,97.08
1551.00,97.06
1550.00,97.05
1549.00,97.06
1548.00,97.07
1547.00,97.08
1546.00,97.10
1545.00,97.12
1544.00,97.12
1543.00,97.11
1542.00,97.11
1541.00,97.12
1540.00,97.14
1539.00,97.15
1538.00,97.14
1537.00,97.14
1536.00,97.15
1535.00,97.16
1534.00,97.17
1533.00,97.19
1532.00,97.20
1531.00,97.21
1530.00,97.22
1529.00,97.23
1528.00,97.23
1527.00,97.23
1526.00,97.22
1525.00,97.22
1524.00,97.21
1523.00,97.20
1522.00,97.21
1521.00,97.25
1520.00,97.27
1519.00,97.27
1518.00,97.26
1517.00,97.26
1516.00,97.27
1515.00,97.30
1514.00,97.31
1513.00,97.32
1512.00,97.31
1511.00,97.31
1510.00,97.31
1509.00,97.31
1508.00,97.30
1507.00,97.31
1506.00,97.30
1505.00,97.29
1504.00,97.26
1503.00,97.24
1502.00,97.22
1501.00,97.21
1500.00,97.21
1499.00,97.20
1498.00,97.18
1497.00,97.16
1496.00,97.15
1495.00,97.14
1494.00,97.14
1493.00,97.13
1492.00,97.11
1491.00,97.10
1490.00,97.08
1489.00,97.04
1488.00,97.00
1487.00,96.96
1486.00,96.92
1485.00,96.89
1484.00,96.86
1483.00,96.82
1482.00,96.77
1481.00,96.73
1480.00,96.68
1479.00,96.63
1478.00,96.57
1477.00,96.51
1476.00,96.44
1475.00,96.39
1474.00,96.35
1473.00,96.32
1472.00,96.27
1471.00,96.21
1470.00,96.14
1469.00,96.08
1468.00,96.03
1467.00,95.99
1466.00,95.94
1465.00,95.88
1464.00,95.84
1463.00,95.81
1462.00,95.79
1461.00,95.76
1460.00,95.73
1459.00,95.70
1458.00,95.69
1457.00,95.67
1456.00,95.64
1455.00,95.60
1454.00,95.56
1453.00,95.53
1452.00,95.50
1451.00,95.47
1450.00,95.44
1449.00,95.40
1448.00,95.35
1447.00,95.30
1446.00,95.26
1445.00,95.22
1444.00,95.19
1443.00,95.15
1442.00,95.12
1441.00,95.09
1440.00,95.07
1439.00,95.06
1438.00,95.05
1437.00,95.03
1436.00,95.00
1435.00,94.97
1434.00,94.94
1433.00,94.93
1432.00,94.93
1431.00,94.93
1430.00,94.92
1429.00,94.89
1428.00,94.87
1427.00,94.85
1426.00,94.85
1425.00,94.85
1424.00,94.84
1423.00,94.82
1422.00,94.80
1421.00,94.78
1420.00,94.77
1419.00,94.77
1418.00,94.78
1417.00,94.78
1416.00,94.78
1415.00,94.78
1414.00,94.78
1413.00,94.78
1412.00,94.78
1411.00,94.78
1410.00,94.79
1409.00,94.81
1408.00,94.83
1407.00,94.86
1406.00,94.87
1405.00,94.87
1404.00,94.86
1403.00,94.85
1402.00,94.85
1401.00,94.85
1400.00,94.85
1399.00,94.85
1398.00,94.84
1397.00,94.83
1396.00,94.81
1395.00,94.81
1394.00,94.81
1393.00,94.80
1392.00,94.78
1391.00,94.76
1390.00,94.73
1389.00,94.69
1388.00,94.65
1387.00,94.61
1386.00,94.55
1385.00,94.49
1384.00,94.42
1383.00,94.33
1382.00,94.24
1381.00,94.14
1380.00,94.04
1379.00,93.94
1378.00,93.85
1377.00,93.77
1376.00,93.69
1375.00,93.62
1374.00,93.55
1373.00,93.48
1372.00,93.42
1371.00,93.38
1370.00,93.35
1369.00,93.32
1368.00,93.29
1367.00,93.27
1366.00,93.25
1365.00,93.25
1364.00,93.25
1363.00,93.27
1362.00,93.29
1361.00,93.33
1360.00,93.37
1359.00,93.42
1358.00,93.46
1357.00,93.51
1356.00,93.55
1355.00,93.59
1354.00,93.63
1353.00,93.67
1352.00,93.71
1351.00,93.74
1350.00,93.76
1349.00,93.76
1348.00,93.76
1347.00,93.76
1346.00,93.76
1345.00,93.75
1344.00,93.74
1343.00,93.73
1342.00,93.72
1341.00,93.70
1340.00,93.67
1339.00,93.64
1338.00,93.61
1337.00,93.58
1336.00,93.55
1335.00,93.53
1334.00,93.53
1333.00,93.54
1332.00,93.55
1331.00,93.55
1330.00,93.55
1329.00,93.55
1328.00,93.55
1327.00,93.54
1326.00,93.54
1325.00,93.53
1324.00,93.52
1323.00,93.49
1322.00,93.46
1321.00,93.43
1320.00,93.38
1319.00,93.33
1318.00,93.28
1317.00,93.23
1316.00,93.18
1315.00,93.14
1314.00,93.11
1313.00,93.11
1312.00,93.12
1311.00,93.14
1310.00,93.18
1309.00,93.23
1308.00,93.28
1307.00,93.35
1306.00,93.42
1305.00,93.50
1304.00,93.56
1303.00,93.61
1302.00,93.65
1301.00,93.70
1300.00,93.77
1299.00,93.83
1298.00,93.90
1297.00,93.96
1296.00,94.01
1295.00,94.05
1294.00,94.08
1293.00,94.13
1292.00,94.18
1291.00,94.25
1290.00,94.32
1289.00,94.39
1288.00,94.44
1287.00,94.49
1286.00,94.52
1285.00,94.54
1284.00,94.55
1283.00,94.55
1282.00,94.54
1281.00,94.53
1280.00,94.52
1279.00,94.50
1278.00,94.48
1277.00,94.47
1276.00,94.47
1275.00,94.48
1274.00,94.48
1273.00,94.48
1272.00,94.47
1271.00,94.45
1270.00,94.43
1269.00,94.41
1268.00,94.38
1267.00,94.35
1266.00,94.32
1265.00,94.31
1264.00,94.30
1263.00,94.30
1262.00,94.29
1261.00,94.27
1260.00,94.27
1259.00,94.29
1258.00,94.32
1257.00,94.36
1256.00,94.41
1255.00,94.46
1254.00,94.51
1253.00,94.55
1252.00,94.58
1251.00,94.63
1250.00,94.67
1249.00,94.71
1248.00,94.74
1247.00,94.75
1246.00,94.74
1245.00,94.74
1244.00,94.75
1243.00,94.77
1242.00,94.79
1241.00,94.80
1240.00,94.79
1239.00,94.77
1238.00,94.76
1237.00,94.75
1236.00,94.75
1235.00,94.75
1234.00,94.75
1233.00,94.76
1232.00,94.78
1231.00,94.80
1230.00,94.81
1229.00,94.81
1228.00,94.83
1227.00,94.86
1226.00,94.91
1225.00,94.98
1224.00,95.05
1223.00,95.11
1222.00,95.16
1221.00,95.22
1220.00,95.27
1219.00,95.33
1218.00,95.38
1217.00,95.45
1216.00,95.51
1215.00,95.57
1214.00,95.61
1213.00,95.64
1212.00,95.65
1211.00,95.64
1210.00,95.61
1209.00,95.56
1208.00,95.50
1207.00,95.43
1206.00,95.36
1205.00,95.30
1204.00,95.26
1203.00,95.22
1202.00,95.16
1201.00,95.09
1200.00,95.04
1199.00,95.02
1198.00,95.03
1197.00,95.07
1196.00,95.13
1195.00,95.20
1194.00,95.28
1193.00,95.36
1192.00,95.46
1191.00,95.57
1190.00,95.68
1189.00,95.77
1188.00,95.84
1187.00,95.89
1186.00,95.93
1185.00,95.95
1184.00,95.98
1183.00,95.99
1182.00,95.97
1181.00,95.93
1180.00,95.87
1179.00,95.80
1178.00,95.72
1177.00,95.63
1176.00,95.53
1175.00,95.41
1174.00,95.27
1173.00,95.13
1172.00,94.98
1171.00,94.82
1170.00,94.64
1169.00,94.44
1168.00,94.21
1167.00,93.96
1166.00,93.68
1165.00,93.40
1164.00,93.13
1163.00,92.88
1162.00,92.65
1161.00,92.43
1160.00,92.24
1159.00,92.09
1158.00,91.96
1157.00,91.84
1156.00,91.75
1155.00,91.72
1154.00,91.75
1153.00,91.82
1152.00,91.92
1151.00,92.03
1150.00,92.17
1149.00,92.32
1148.00,92.47
1147.00,92.62
1146.00,92.75
1145.00,92.85
1144.00,92.92
1143.00,93.00
1142.00,93.08
1141.00,93.15
1140.00,93.20
1139.00,93.20
1138.00,93.17
1137.00,93.11
1136.00,93.04
1135.00,92.95
1134.00,92.84
1133.00,92.70
1132.00,92.54
1131.00,92.38
1130.00,92.22
1129.00,92.06
1128.00,91.89
1127.00,91.72
1126.00,91.54
1125.00,91.37
1124.00,91.22
1123.00,91.05
1122.00,90.85
1121.00,90.65
1120.00,90.45
1119.00,90.28
1118.00,90.12
1117.00,89.96
1116.00,89.78
1115.00,89.59
1114.00,89.42
1113.00,89.28
1112.00,89.16
1111.00,89.09
1110.00,89.03
1109.00,88.96
1108.00,88.88
1107.00,88.81
1106.00,88.73
1105.00,88.64
1104.00,88.52
1103.00,88.38
1102.00,88.24
1101.00,88.09
1100.00,87.94
1099.00,87.77
1098.00,87.61
1097.00,87.46
1096.00,87.32
1095.00,87.21
1094.00,87.11
1093.00,87.01
1092.00,86.91
1091.00,86.82
1090.00,86.74
1089.00,86.67
1088.00,86.58
1087.00,86.49
1086.00,86.39
1085.00,86.28
1084.00,86.16
1083.00,86.03
1082.00,85.89
1081.00,85.73
1080.00,85.57
1079.00,85.40
1078.00,85.23
1077.00,85.05
1076.00,84.85
1075.00,84.66
1074.00,84.48
1073.00,84.32
1072.00,84.16
1071.00,83.98
1070.00,83.78
1069.00,83.55
1068.00,83.31
1067.00,83.10
1066.00,82.91
1065.00,82.73
1064.00,82.55
1063.00,82.36
1062.00,82.18
1061.00,82.01
1060.00,81.84
1059.00,81.68
1058.00,81.56
1057.00,81.47
1056.00,81.39
1055.00,81.31
1054.00,81.23
1053.00,81.14
1052.00,81.05
1051.00,80.98
1050.00,80.92
1049.00,80.88
1048.00,80.83
1047.00,80.78
1046.00,80.72
1045.00,80.66
1044.00,80.60
1043.00,80.55
1042.00,80.52
1041.00,80.51
1040.00,80.51
1039.00,80.51
1038.00,80.47
1037.00,80.37
1036.00,80.23
1035.00,80.07
1034.00,79.92
1033.00,79.77
1032.00,79.62
1031.00,79.46
1030.00,79.29
1029.00,79.12
1028.00,78.95
1027.00,78.80
1026.00,78.65
1025.00,78.51
1024.00,78.38
1023.00,78.26
1022.00,78.14
1021.00,78.03
1020.00,77.94
1019.00,77.87
1018.00,77.82
1017.00,77.79
1016.00,77.79
1015.00,77.82
1014.00,77.89
1013.00,77.98
1012.00,78.08
1011.00,78.20
1010.00,78.33
1009.00,78.46
1008.00,78.57
1007.00,78.67
1006.00,78.77
1005.00,78.85
1004.00,78.93
1003.00,78.98
1002.00,79.01
1001.00,78.97
1000.00,78.89
999.00,78.77
998.00,78.66
997.00,78.56
996.00,78.49
995.00,78.45
994.00,78.44
993.00,78.45
992.00,78.48
991.00,78.55
990.00,78.65
989.00,78.78
988.00,78.96
987.00,79.18
986.00,79.43
985.00,79.68
984.00,79.93
983.00,80.20
982.00,80.49
981.00,80.79
980.00,81.08
979.00,81.37
978.00,81.67
977.00,81.95
976.00,82.21
975.00,82.45
974.00,82.66
973.00,82.85
972.00,83.03
971.00,83.21
970.00,83.39
969.00,83.54
968.00,83.67
967.00,83.78
966.00,83.89
965.00,84.00
964.00,84.11
963.00,84.23
962.00,84.35
961.00,84.49
960.00,84.63
959.00,84.78
958.00,84.93
957.00,85.08
956.00,85.23
955.00,85.39
954.00,85.54
953.00,85.69
952.00,85.83
951.00,85.96
950.00,86.10
949.00,86.23
948.00,86.35
947.00,86.47
946.00,86.58
945.00,86.70
944.00,86.83
943.00,86.95
942.00,87.06
941.00,87.16
