Created as New Dataset,Bio-Couture 3x2/16 Cotton (Red)
cm-1,%T
2458.00,97.22
2457.00,97.23
2456.00,97.22
2455.00,97.21
2454.00,97.19
2453.00,97.18
2452.00,97.17
2451.00,97.17
2450.00,97.17
2449.00,97.16
2448.00,97.16
2447.00,97.17
2446.00,97.17
2445.00,97.18
2444.00,97.19
2443.00,97.23
2442.00,97.28
2441.00,97.33
2440.00,97.36
2439.00,97.35
2438.00,97.32
2437.00,97.31
2436.00,97.31
2435.00,97.32
2434.00,97.32
2433.00,97.31
2432.00,97.31
2431.00,97.32
2430.00,97.34
2429.00,97.36
2428.00,97.37
2427.00,97.37
2426.00,97.36
2425.00,97.35
2424.00,97.35
2423.00,97.36
2422.00,97.37
2421.00,97.39
2420.00,97.40
2419.00,97.41
2418.00,97.42
2417.00,97.43
2416.00,97.43
2415.00,97.44
2414.00,97.44
2413.00,97.45
2412.00,97.45
2411.00,97.45
2410.00,97.45
2409.00,97.45
2408.00,97.45
2407.00,97.45
2406.00,97.47
2405.00,97.50
2404.00,97.51
2403.00,97.52
2402.00,97.52
2401.00,97.53
2400.00,97.55
2399.00,97.57
2398.00,97.59
2397.00,97.59
2396.00,97.59
2395.00,97.58
2394.00,97.58
2393.00,97.60
2392.00,97.62
2391.00,97.63
2390.00,97.63
2389.00,97.64
2388.00,97.64
2387.00,97.63
2386.00,97.63
2385.00,97.61
2384.00,97.61
2383.00,97.63
2382.00,97.67
2381.00,97.73
2380.00,97.79
2379.00,97.84
2378.00,97.89
2377.00,97.94
2376.00,97.99
2375.00,98.04
2374.00,98.09
2373.00,98.11
2372.00,98.10
2371.00,98.04
2370.00,97.97
2369.00,97.92
2368.00,97.93
2367.00,97.96
2366.00,97.99
2365.00,97.98
2364.00,97.96
2363.00,97.94
2362.00,97.91
2361.00,97.90
2360.00,97.94
2359.00,98.01
2358.00,98.05
2357.00,98.02
2356.00,97.95
2355.00,97.89
2354.00,97.87
2353.00,97.88
2352.00,97.91
2351.00,97.96
2350.00,97.98
2349.00,97.98
2348.00,97.97
2347.00,97.97
2346.00,97.98
2345.00,97.99
2344.00,98.01
2343.00,98.04
2342.00,98.05
2341.00,98.04
2340.00,97.99
2339.00,97.93
2338.00,97.91
2337.00,97.92
2336.00,97.96
2335.00,98.01
2334.00,98.04
2333.00,98.05
2332.00,98.05
2331.00,98.04
2330.00,98.02
2329.00,97.96
2328.00,97.87
2327.00,97.76
2326.00,97.65
2325.00,97.57
2324.00,97.54
2323.00,97.57
2322.00,97.63
2321.00,97.69
2320.00,97.72
2319.00,97.71
2318.00,97.67
2317.00,97.61
2316.00,97.57
2315.00,97.56
2314.00,97.57
2313.00,97.60
2312.00,97.62
2311.00,97.63
2310.00,97.64
2309.00,97.64
2308.00,97.64
2307.00,97.63
2306.00,97.61
2305.00,97.61
2304.00,97.61
2303.00,97.62
2302.00,97.61
2301.00,97.58
2300.00,97.54
2299.00,97.50
2298.00,97.46
2297.00,97.41
2296.00,97.37
2295.00,97.33
2294.00,97.33
2293.00,97.34
2292.00,97.34
2291.00,97.33
2290.00,97.31
2289.00,97.28
2288.00,97.25
2287.00,97.23
2286.00,97.21
2285.00,97.20
2284.00,97.19
2283.00,97.18
2282.00,97.18
2281.00,97.18
2280.00,97.19
2279.00,97.19
2278.00,97.20
2277.00,97.20
2276.00,97.17
2275.00,97.14
2274.00,97.12
2273.00,97.10
2272.00,97.08
2271.00,97.07
2270.00,97.07
2269.00,97.09
2268.00,97.12
2267.00,97.13
2266.00,97.12
2265.00,97.09
2264.00,97.06
2263.00,97.01
2262.00,96.98
2261.00,96.96
2260.00,96.97
2259.00,96.99
2258.00,96.99
2257.00,96.97
2256.00,96.96
2255.00,96.96
2254.00,96.99
2253.00,97.02
2252.00,97.05
2251.00,97.04
2250.00,97.02
2249.00,96.98
2248.00,96.97
2247.00,96.98
2246.00,97.00
2245.00,97.00
2244.00,96.96
2243.00,96.91
2242.00,96.87
2241.00,96.87
2240.00,96.89
2239.00,96.92
2238.00,96.94
2237.00,96.95
2236.00,96.97
2235.00,96.99
2234.00,97.00
2233.00,96.99
2232.00,96.96
2231.00,96.91
2230.00,96.86
2229.00,96.81
2228.00,96.79
2227.00,96.80
2226.00,96.81
2225.00,96.82
2224.00,96.83
2223.00,96.85
2222.00,96.87
2221.00,96.86
2220.00,96.83
2219.00,96.83
2218.00,96.84
2217.00,96.86
2216.00,96.84
2215.00,96.79
2214.00,96.70
2213.00,96.61
2212.00,96.55
2211.00,96.56
2210.00,96.61
2209.00,96.68
2208.00,96.71
2207.00,96.68
2206.00,96.64
2205.00,96.61
2204.00,96.63
2203.00,96.67
2202.00,96.72
2201.00,96.77
2200.00,96.78
2199.00,96.75
2198.00,96.69
2197.00,96.62
2196.00,96.59
2195.00,96.59
2194.00,96.59
2193.00,96.56
2192.00,96.51
2191.00,96.46
2190.00,96.45
2189.00,96.46
2188.00,96.48
2187.00,96.49
2186.00,96.49
2185.00,96.50
2184.00,96.54
2183.00,96.60
2182.00,96.64
2181.00,96.63
2180.00,96.59
2179.00,96.55
2178.00,96.55
2177.00,96.56
2176.00,96.56
2175.00,96.54
2174.00,96.49
2173.00,96.45
2172.00,96.41
2171.00,96.37
2170.00,96.35
2169.00,96.33
2168.00,96.30
2167.00,96.23
2166.00,96.13
2165.00,96.01
2164.00,95.92
2163.00,95.85
2162.00,95.84
2161.00,95.90
2160.00,96.08
2159.00,96.33
2158.00,96.58
2157.00,96.73
2156.00,96.77
2155.00,96.75
2154.00,96.71
2153.00,96.70
2152.00,96.72
2151.00,96.76
2150.00,96.79
2149.00,96.78
2148.00,96.75
2147.00,96.71
2146.00,96.69
2145.00,96.68
2144.00,96.68
2143.00,96.69
2142.00,96.73
2141.00,96.78
2140.00,96.84
2139.00,96.89
2138.00,96.92
2137.00,96.94
2136.00,96.96
2135.00,96.98
2134.00,97.00
2133.00,97.02
2132.00,97.03
2131.00,97.02
2130.00,97.00
2129.00,96.98
2128.00,96.95
2127.00,96.93
2126.00,96.93
2125.00,96.91
2124.00,96.89
2123.00,96.87
2122.00,96.85
2121.00,96.84
2120.00,96.83
2119.00,96.81
2118.00,96.79
2117.00,96.79
2116.00,96.80
2115.00,96.81
2114.00,96.81
2113.00,96.79
2112.00,96.76
2111.00,96.75
2110.00,96.75
2109.00,96.76
2108.00,96.77
2107.00,96.81
2106.00,96.86
2105.00,96.88
2104.00,96.85
2103.00,96.78
2102.00,96.71
2101.00,96.67
2100.00,96.66
2099.00,96.66
2098.00,96.66
2097.00,96.68
2096.00,96.72
2095.00,96.79
2094.00,96.86
2093.00,96.90
2092.00,96.92
2091.00,96.90
2090.00,96.86
2089.00,96.83
2088.00,96.82
2087.00,96.83
2086.00,96.85
2085.00,96.85
2084.00,96.84
2083.00,96.82
2082.00,96.81
2081.00,96.82
2080.00,96.82
2079.00,96.81
2078.00,96.78
2077.00,96.73
2076.00,96.67
2075.00,96.63
2074.00,96.62
2073.00,96.63
2072.00,96.66
2071.00,96.70
2070.00,96.76
2069.00,96.81
2068.00,96.85
2067.00,96.84
2066.00,96.80
2065.00,96.74
2064.00,96.68
2063.00,96.64
2062.00,96.62
2061.00,96.61
2060.00,96.60
2059.00,96.61
2058.00,96.61
2057.00,96.62
2056.00,96.63
2055.00,96.64
2054.00,96.63
2053.00,96.58
2052.00,96.52
2051.00,96.46
2050.00,96.44
2049.00,96.44
2048.00,96.46
2047.00,96.46
2046.00,96.44
2045.00,96.42
2044.00,96.42
2043.00,96.43
2042.00,96.45
2041.00,96.43
2040.00,96.37
2039.00,96.31
2038.00,96.28
2037.00,96.29
2036.00,96.30
2035.00,96.30
2034.00,96.31
2033.00,96.36
2032.00,96.43
2031.00,96.49
2030.00,96.50
2029.00,96.48
2028.00,96.43
2027.00,96.38
2026.00,96.35
2025.00,96.39
2024.00,96.49
2023.00,96.59
2022.00,96.63
2021.00,96.62
2020.00,96.58
2019.00,96.55
2018.00,96.56
2017.00,96.59
2016.00,96.62
2015.00,96.62
2014.00,96.61
2013.00,96.61
2012.00,96.63
2011.00,96.65
2010.00,96.68
2009.00,96.72
2008.00,96.77
2007.00,96.83
2006.00,96.87
2005.00,96.90
2004.00,96.91
2003.00,96.88
2002.00,96.83
2001.00,96.77
2000.00,96.73
1999.00,96.71
1998.00,96.70
1997.00,96.70
1996.00,96.69
1995.00,96.68
1994.00,96.67
1993.00,96.65
1992.00,96.62
1991.00,96.59
1990.00,96.55
1989.00,96.53
1988.00,96.55
1987.00,96.59
1986.00,96.63
1985.00,96.63
1984.00,96.60
1983.00,96.53
1982.00,96.45
1981.00,96.39
1980.00,96.38
1979.00,96.42
1978.00,96.51
1977.00,96.60
1976.00,96.66
1975.00,96.69
1974.00,96.72
1973.00,96.74
1972.00,96.78
1971.00,96.82
1970.00,96.85
1969.00,96.87
1968.00,96.87
1967.00,96.88
1966.00,96.90
1965.00,96.94
1964.00,96.98
1963.00,97.01
1962.00,97.03
1961.00,97.06
1960.00,97.10
1959.00,97.14
1958.00,97.16
1957.00,97.15
1956.00,97.10
1955.00,97.06
1954.00,97.04
1953.00,97.05
1952.00,97.07
1951.00,97.09
1950.00,97.11
1949.00,97.11
1948.00,97.08
1947.00,97.06
1946.00,97.07
1945.00,97.11
1944.00,97.16
1943.00,97.20
1942.00,97.23
1941.00,97.24
1940.00,97.23
1939.00,97.21
1938.00,97.18
1937.00,97.16
1936.00,97.16
1935.00,97.17
1934.00,97.19
1933.00,97.22
1932.00,97.24
1931.00,97.26
1930.00,97.26
1929.00,97.26
1928.00,97.26
1927.00,97.28
1926.00,97.30
1925.00,97.31
1924.00,97.30
1923.00,97.26
1922.00,97.22
1921.00,97.18
1920.00,97.19
1919.00,97.21
1918.00,97.24
1917.00,97.25
1916.00,97.26
1915.00,97.29
1914.00,97.34
1913.00,97.38
1912.00,97.40
1911.00,97.41
1910.00,97.41
1909.00,97.41
1908.00,97.42
1907.00,97.43
1906.00,97.43
1905.00,97.44
1904.00,97.44
1903.00,97.44
1902.00,97.42
1901.00,97.42
1900.00,97.43
1899.00,97.45
1898.00,97.45
1897.00,97.43
1896.00,97.41
1895.00,97.41
1894.00,97.44
1893.00,97.46
1892.00,97.48
1891.00,97.48
1890.00,97.45
1889.00,97.42
1888.00,97.40
1887.00,97.40
1886.00,97.42
1885.00,97.44
1884.00,97.45
1883.00,97.47
1882.00,97.48
1881.00,97.49
1880.00,97.48
1879.00,97.47
1878.00,97.46
1877.00,97.44
1876.00,97.43
1875.00,97.44
1874.00,97.46
1873.00,97.45
1872.00,97.44
1871.00,97.43
1870.00,97.43
1869.00,97.44
1868.00,97.47
1867.00,97.49
1866.00,97.51
1865.00,97.51
1864.00,97.50
1863.00,97.49
1862.00,97.48
1861.00,97.48
1860.00,97.48
1859.00,97.50
1858.00,97.51
1857.00,97.52
1856.00,97.52
1855.00,97.52
1854.00,97.51
1853.00,97.50
1852.00,97.49
1851.00,97.49
1850.00,97.48
1849.00,97.49
1848.00,97.50
1847.00,97.52
1846.00,97.53
1845.00,97.51
1844.00,97.49
1843.00,97.48
1842.00,97.49
1841.00,97.52
1840.00,97.54
1839.00,97.54
1838.00,97.53
1837.00,97.51
1836.00,97.50
1835.00,97.50
1834.00,97.51
1833.00,97.52
1832.00,97.52
1831.00,97.51
1830.00,97.50
1829.00,97.49
1828.00,97.50
1827.00,97.50
1826.00,97.49
1825.00,97.48
1824.00,97.46
1823.00,97.45
1822.00,97.45
1821.00,97.45
1820.00,97.47
1819.00,97.51
1818.00,97.55
1817.00,97.58
1816.00,97.59
1815.00,97.59
1814.00,97.57
1813.00,97.55
1812.00,97.54
1811.00,97.54
1810.00,97.54
1809.00,97.53
1808.00,97.51
1807.00,97.50
1806.00,97.50
1805.00,97.50
1804.00,97.50
1803.00,97.49
1802.00,97.48
1801.00,97.48
1800.00,97.48
1799.00,97.50
1798.00,97.51
1797.00,97.51
1796.00,97.49
1795.00,97.47
1794.00,97.47
1793.00,97.47
1792.00,97.48
1791.00,97.49
1790.00,97.47
1789.00,97.44
1788.00,97.42
1787.00,97.40
1786.00,97.39
1785.00,97.38
1784.00,97.38
1783.00,97.39
1782.00,97.39
1781.00,97.39
1780.00,97.39
1779.00,97.40
1778.00,97.41
1777.00,97.41
1776.00,97.40
1775.00,97.38
1774.00,97.36
1773.00,97.35
1772.00,97.35
1771.00,97.36
1770.00,97.36
1769.00,97.34
1768.00,97.32
1767.00,97.31
1766.00,97.32
1765.00,97.32
1764.00,97.31
1763.00,97.30
1762.00,97.29
1761.00,97.27
1760.00,97.25
1759.00,97.23
1758.00,97.19
1757.00,97.15
1756.00,97.11
1755.00,97.07
1754.00,97.04
1753.00,97.00
1752.00,96.96
1751.00,96.90
1750.00,96.84
1749.00,96.79
1748.00,96.75
1747.00,96.73
1746.00,96.73
1745.00,96.71
1744.00,96.68
1743.00,96.63
1742.00,96.59
1741.00,96.53
1740.00,96.48
1739.00,96.44
1738.00,96.41
1737.00,96.39
1736.00,96.40
1735.00,96.43
1734.00,96.46
1733.00,96.47
1732.00,96.47
1731.00,96.47
1730.00,96.49
1729.00,96.51
1728.00,96.53
1727.00,96.54
1726.00,96.56
1725.00,96.56
1724.00,96.55
1723.00,96.55
1722.00,96.54
1721.00,96.54
1720.00,96.53
1719.00,96.52
1718.00,96.51
1717.00,96.49
1716.00,96.46
1715.00,96.43
1714.00,96.42
1713.00,96.43
1712.00,96.44
1711.00,96.45
1710.00,96.44
1709.00,96.42
1708.00,96.39
1707.00,96.36
1706.00,96.33
1705.00,96.31
1704.00,96.30
1703.00,96.29
1702.00,96.27
1701.00,96.22
1700.00,96.17
1699.00,96.16
1698.00,96.16
1697.00,96.15
1696.00,96.12
1695.00,96.09
1694.00,96.06
1693.00,96.01
1692.00,95.96
1691.00,95.93
1690.00,95.90
1689.00,95.86
1688.00,95.82
1687.00,95.79
1686.00,95.77
1685.00,95.74
1684.00,95.68
1683.00,95.61
1682.00,95.54
1681.00,95.46
1680.00,95.40
1679.00,95.36
1678.00,95.33
1677.00,95.29
1676.00,95.23
1675.00,95.15
1674.00,95.09
1673.00,95.05
1672.00,95.00
1671.00,94.95
1670.00,94.87
1669.00,94.80
1668.00,94.73
1667.00,94.67
1666.00,94.63
1665.00,94.58
1664.00,94.52
1663.00,94.46
1662.00,94.42
1661.00,94.37
1660.00,94.32
1659.00,94.27
1658.00,94.22
1657.00,94.17
1656.00,94.12
1655.00,94.08
1654.00,94.04
1653.00,93.98
1652.00,93.95
1651.00,93.90
1650.00,93.84
1649.00,93.78
1648.00,93.74
1647.00,93.73
1646.00,93.73
1645.00,93.73
1644.00,93.72
1643.00,93.72
1642.00,93.73
1641.00,93.74
1640.00,93.76
1639.00,93.77
1638.00,93.78
1637.00,93.78
1636.00,93.77
1635.00,93.77
1634.00,93.79
1633.00,93.81
1632.00,93.82
1631.00,93.85
1630.00,93.89
1629.00,93.93
1628.00,93.96
1627.00,94.00
1626.00,94.04
1625.00,94.09
1624.00,94.15
1623.00,94.21
1622.00,94.26
1621.00,94.30
1620.00,94.33
1619.00,94.37
1618.00,94.45
1617.00,94.53
1616.00,94.60
1615.00,94.64
1614.00,94.66
1613.00,94.67
1612.00,94.71
1611.00,94.75
1610.00,94.80
1609.00,94.85
1608.00,94.90
1607.00,94.95
1606.00,95.00
1605.00,95.03
1604.00,95.07
1603.00,95.10
1602.00,95.14
1601.00,95.18
1600.00,95.21
1599.00,95.24
1598.00,95.26
1597.00,95.28
1596.00,95.30
1595.00,95.32
1594.00,95.34
1593.00,95.35
1592.00,95.36
1591.00,95.38
1590.00,95.40
1589.00,95.41
1588.00,95.42
1587.00,95.41
1586.00,95.40
1585.00,95.38
1584.00,95.36
1583.00,95.35
1582.00,95.34
1581.00,95.32
1580.00,95.30
1579.00,95.29
1578.00,95.29
1577.00,95.32
1576.00,95.35
1575.00,95.37
1574.00,95.38
1573.00,95.37
1572.00,95.39
1571.00,95.42
1570.00,95.47
1569.00,95.51
1568.00,95.53
1567.00,95.53
1566.00,95.53
1565.00,95.55
1564.00,95.57
1563.00,95.59
1562.00,95.60
1561.00,95.61
1560.00,95.61
1559.00,95.60
1558.00,95.62
1557.00,95.62
1556.00,95.61
1555.00,95.60
1554.00,95.61
1553.00,95.60
1552.00,95.59
1551.00,95.56
1550.00,95.54
1549.00,95.53
1548.00,95.52
1547.00,95.50
1546.00,95.47
1545.00,95.43
1544.00,95.38
1543.00,95.34
1542.00,95.35
1541.00,95.38
1540.00,95.45
1539.00,95.52
1538.00,95.56
1537.00,95.56
1536.00,95.55
1535.00,95.56
1534.00,95.58
1533.00,95.61
1532.00,95.64
1531.00,95.67
1530.00,95.71
1529.00,95.75
1528.00,95.78
1527.00,95.80
1526.00,95.82
1525.00,95.83
1524.00,95.82
1523.00,95.82
1522.00,95.80
1521.00,95.77
1520.00,95.74
1519.00,95.73
1518.00,95.72
1517.00,95.71
1516.00,95.70
1515.00,95.69
1514.00,95.69
1513.00,95.67
1512.00,95.65
1511.00,95.63
1510.00,95.61
1509.00,95.60
1508.00,95.59
1507.00,95.59
1506.00,95.58
1505.00,95.53
1504.00,95.48
1503.00,95.42
1502.00,95.37
1501.00,95.32
1500.00,95.25
1499.00,95.18
1498.00,95.13
1497.00,95.07
1496.00,95.02
1495.00,94.95
1494.00,94.88
1493.00,94.77
1492.00,94.65
1491.00,94.51
1490.00,94.36
1489.00,94.18
1488.00,94.00
1487.00,93.83
1486.00,93.65
1485.00,93.46
1484.00,93.27
1483.00,93.07
1482.00,92.88
1481.00,92.71
1480.00,92.56
1479.00,92.42
1478.00,92.27
1477.00,92.07
1476.00,91.84
1475.00,91.60
1474.00,91.37
1473.00,91.16
1472.00,91.01
1471.00,90.92
1470.00,90.85
1469.00,90.75
1468.00,90.63
1467.00,90.50
1466.00,90.36
1465.00,90.21
1464.00,90.08
1463.00,89.99
1462.00,89.93
1461.00,89.89
1460.00,89.85
1459.00,89.80
1458.00,89.71
1457.00,89.59
1456.00,89.51
1455.00,89.46
1454.00,89.43
1453.00,89.38
1452.00,89.34
1451.00,89.31
1450.00,89.26
1449.00,89.21
1448.00,89.15
1447.00,89.10
1446.00,89.06
1445.00,89.01
1444.00,88.96
1443.00,88.91
1442.00,88.86
1441.00,88.81
1440.00,88.75
1439.00,88.67
1438.00,88.58
1437.00,88.45
1436.00,88.31
1435.00,88.20
1434.00,88.09
1433.00,87.98
1432.00,87.87
1431.00,87.78
1430.00,87.72
1429.00,87.69
1428.00,87.69
1427.00,87.70
1426.00,87.71
1425.00,87.73
1424.00,87.77
1423.00,87.83
1422.00,87.91
1421.00,87.99
1420.00,88.11
1419.00,88.25
1418.00,88.39
1417.00,88.50
1416.00,88.61
1415.00,88.73
1414.00,88.84
1413.00,88.94
1412.00,89.03
1411.00,89.11
1410.00,89.18
1409.00,89.25
1408.00,89.31
1407.00,89.35
1406.00,89.36
1405.00,89.36
1404.00,89.36
1403.00,89.36
1402.00,89.35
1401.00,89.34
1400.00,89.32
1399.00,89.31
1398.00,89.31
1397.00,89.30
1396.00,89.28
1395.00,89.27
1394.00,89.25
1393.00,89.23
1392.00,89.19
1391.00,89.14
1390.00,89.06
1389.00,88.95
1388.00,88.80
1387.00,88.63
1386.00,88.42
1385.00,88.17
1384.00,87.87
1383.00,87.52
1382.00,87.11
1381.00,86.68
1380.00,86.22
1379.00,85.79
1378.00,85.42
1377.00,85.11
1376.00,84.84
1375.00,84.58
1374.00,84.32
1373.00,84.09
1372.00,83.90
1371.00,83.76
1370.00,83.67
1369.00,83.61
1368.00,83.58
1367.00,83.57
1366.00,83.56
1365.00,83.55
1364.00,83.53
1363.00,83.54
1362.00,83.59
1361.00,83.71
1360.00,83.87
1359.00,84.07
1358.00,84.28
1357.00,84.48
1356.00,84.69
1355.00,84.89
1354.00,85.08
1353.00,85.26
1352.00,85.40
1351.00,85.51
1350.00,85.56
1349.00,85.54
1348.00,85.45
1347.00,85.30
1346.00,85.12
1345.00,84.91
1344.00,84.68
1343.00,84.44
1342.00,84.20
1341.00,83.93
1340.00,83.67
1339.00,83.43
1338.00,83.25
1337.00,83.12
1336.00,83.06
1335.00,83.07
1334.00,83.16
1333.00,83.30
1332.00,83.48
1331.00,83.68
1330.00,83.85
1329.00,83.97
1328.00,84.04
1327.00,84.05
1326.00,84.00
1325.00,83.89
1324.00,83.71
1323.00,83.45
1322.00,83.10
1321.00,82.66
1320.00,82.13
1319.00,81.59
1318.00,81.10
1317.00,80.72
1316.00,80.48
1315.00,80.38
1314.00,80.39
1313.00,80.50
1312.00,80.70
1311.00,81.00
1310.00,81.39
1309.00,81.86
1308.00,82.38
1307.00,82.93
1306.00,83.47
1305.00,83.97
1304.00,84.43
1303.00,84.85
1302.00,85.24
1301.00,85.60
1300.00,85.92
1299.00,86.21
1298.00,86.45
1297.00,86.63
1296.00,86.76
1295.00,86.86
1294.00,86.95
1293.00,87.06
1292.00,87.19
1291.00,87.34
1290.00,87.49
1289.00,87.62
1288.00,87.72
1287.00,87.79
1286.00,87.81
1285.00,87.79
1284.00,87.71
1283.00,87.59
1282.00,87.43
1281.00,87.27
1280.00,87.13
1279.00,87.04
1278.00,87.01
1277.00,87.02
1276.00,87.08
1275.00,87.17
1274.00,87.28
1273.00,87.39
1272.00,87.48
1271.00,87.54
1270.00,87.55
1269.00,87.51
1268.00,87.43
1267.00,87.31
1266.00,87.17
1265.00,87.03
1264.00,86.90
1263.00,86.80
1262.00,86.77
1261.00,86.80
1260.00,86.90
1259.00,87.06
1258.00,87.25
1257.00,87.46
1256.00,87.68
1255.00,87.89
1254.00,88.08
1253.00,88.23
1252.00,88.35
1251.00,88.43
1250.00,88.49
1249.00,88.54
1248.00,88.60
1247.00,88.66
1246.00,88.71
1245.00,88.75
1244.00,88.79
1243.00,88.82
1242.00,88.83
1241.00,88.84
1240.00,88.84
1239.00,88.83
1238.00,88.80
1237.00,88.75
1236.00,88.72
1235.00,88.71
1234.00,88.73
1233.00,88.78
1232.00,88.84
1231.00,88.90
1230.00,88.93
1229.00,88.94
1228.00,88.93
1227.00,88.94
1226.00,89.00
1225.00,89.12
1224.00,89.34
1223.00,89.60
1222.00,89.88
1221.00,90.14
1220.00,90.37
1219.00,90.57
1218.00,90.74
1217.00,90.86
1216.00,90.95
1215.00,90.99
1214.00,90.98
1213.00,90.90
1212.00,90.74
1211.00,90.48
1210.00,90.16
1209.00,89.81
1208.00,89.46
1207.00,89.15
1206.00,88.86
1205.00,88.60
1204.00,88.36
1203.00,88.17
1202.00,88.04
1201.00,87.98
1200.00,87.98
1199.00,88.03
1198.00,88.13
1197.00,88.28
1196.00,88.49
1195.00,88.77
1194.00,89.08
1193.00,89.42
1192.00,89.76
1191.00,90.07
1190.00,90.34
1189.00,90.56
1188.00,90.72
1187.00,90.82
1186.00,90.86
1185.00,90.86
1184.00,90.83
1183.00,90.77
1182.00,90.65
1181.00,90.49
1180.00,90.27
1179.00,90.00
1178.00,89.68
1177.00,89.32
1176.00,88.94
1175.00,88.52
1174.00,88.05
1173.00,87.50
1172.00,86.86
1171.00,86.16
1170.00,85.38
1169.00,84.53
1168.00,83.62
1167.00,82.68
1166.00,81.74
1165.00,80.85
1164.00,80.04
1163.00,79.36
1162.00,78.83
1161.00,78.45
1160.00,78.22
1159.00,78.14
1158.00,78.17
1157.00,78.31
1156.00,78.54
1155.00,78.83
1154.00,79.17
1153.00,79.51
1152.00,79.84
1151.00,80.14
1150.00,80.41
1149.00,80.65
1148.00,80.90
1147.00,81.16
1146.00,81.44
1145.00,81.72
1144.00,81.98
1143.00,82.22
1142.00,82.42
1141.00,82.54
1140.00,82.55
1139.00,82.45
1138.00,82.25
1137.00,81.97
1136.00,81.65
1135.00,81.28
1134.00,80.88
1133.00,80.44
1132.00,79.99
1131.00,79.52
1130.00,79.02
1129.00,78.47
1128.00,77.85
1127.00,77.19
1126.00,76.50
1125.00,75.80
1124.00,75.11
1123.00,74.48
1122.00,73.91
1121.00,73.36
1120.00,72.82
1119.00,72.26
1118.00,71.66
1117.00,70.97
1116.00,70.19
1115.00,69.38
1114.00,68.62
1113.00,67.96
1112.00,67.46
1111.00,67.15
1110.00,67.00
1109.00,66.94
1108.00,66.90
1107.00,66.87
1106.00,66.82
1105.00,66.73
1104.00,66.57
1103.00,66.37
1102.00,66.13
1101.00,65.84
1100.00,65.56
1099.00,65.32
1098.00,65.13
1097.00,64.98
1096.00,64.88
1095.00,64.81
1094.00,64.78
1093.00,64.71
1092.00,64.60
1091.00,64.47
1090.00,64.31
1089.00,64.13
1088.00,63.90
1087.00,63.67
1086.00,63.43
1085.00,63.16
1084.00,62.89
1083.00,62.62
1082.00,62.39
1081.00,62.15
1080.00,61.92
1079.00,61.71
1078.00,61.52
1077.00,61.33
1076.00,61.14
1075.00,61.00
1074.00,60.89
1073.00,60.76
1072.00,60.56
1071.00,60.31
1070.00,59.98
1069.00,59.52
1068.00,58.92
1067.00,58.21
1066.00,57.41
1065.00,56.50
1064.00,55.47
1063.00,54.39
1062.00,53.31
1061.00,52.27
1060.00,51.33
1059.00,50.53
1058.00,49.90
1057.00,49.42
1056.00,49.05
1055.00,48.81
1054.00,48.68
1053.00,48.63
1052.00,48.65
1051.00,48.76
1050.00,48.94
1049.00,49.13
1048.00,49.31
1047.00,49.50
1046.00,49.67
1045.00,49.79
1044.00,49.86
1043.00,49.89
1042.00,49.88
1041.00,49.77
1040.00,49.52
1039.00,49.15
1038.00,48.66
1037.00,48.05
1036.00,47.35
1035.00,46.66
1034.00,46.03
1033.00,45.47
1032.00,44.99
1031.00,44.63
1030.00,44.37
1029.00,44.18
1028.00,44.05
1027.00,44.01
1026.00,44.07
1025.00,44.17
1024.00,44.29
1023.00,44.45
1022.00,44.64
1021.00,44.85
1020.00,45.07
1019.00,45.31
1018.00,45.56
1017.00,45.80
1016.00,46.04
1015.00,46.32
1014.00,46.64
1013.00,46.97
1012.00,47.28
1011.00,47.56
1010.00,47.79
1009.00,47.95
1008.00,48.04
1007.00,48.12
1006.00,48.18
1005.00,48.21
1004.00,48.20
1003.00,48.15
1002.00,48.07
1001.00,47.94
1000.00,47.81
999.00,47.77
998.00,47.86
997.00,48.07
996.00,48.38
995.00,48.80
994.00,49.32
993.00,49.87
992.00,50.42
991.00,50.96
990.00,51.49
989.00,51.96
988.00,52.36
987.00,52.73
986.00,53.08
985.00,53.45
984.00,53.91
983.00,54.52
982.00,55.30
981.00,56.21
980.00,57.22
979.00,58.28
978.00,59.34
977.00,60.36
976.00,61.31
975.00,62.19
974.00,63.02
973.00,63.77
972.00,64.46
971.00,65.09
970.00,65.65
969.00,66.16
968.00,66.63
967.00,67.09
966.00,67.55
965.00,68.00
964.00,68.44
963.00,68.89
962.00,69.37
961.00,69.84
960.00,70.32
959.00,70.81
958.00,71.32
957.00,71.84
956.00,72.37
955.00,72.89
954.00,73.40
953.00,73.87
952.00,74.31
951.00,74.73
950.00,75.14
949.00,75.54
948.00,75.90
947.00,76.26
946.00,76.60
945.00,76.91
944.00,77.20
943.00,77.49
942.00,77.77
941.00,78.02
940.00,78.25
939.00,78.47
938.00,78.69
937.00,78.88
936.00,79.04
935.00,79.19
934.00,79.33
933.00,79.45
932.00,79.58
931.00,79.73
930.00,79.89
929.00,80.05
928.00,80.19
927.00,80.34
926.00,80.48
925.00,80.61
924.00,80.75
923.00,80.91
922.00,81.07
921.00,81.21
920.00,81.30
919.00,81.35
918.00,81.40
917.00,81.42
916.00,81.41
915.00,81.37
914.00,81.30
913.00,81.18
912.00,81.02
911.00,80.85
910.00,80.69
909.00,80.53
908.00,80.37
907.00,80.19
906.00,79.97
905.00,79.71
904.00,79.42
903.00,79.11
902.00,78.77
901.00,78.39
900.00,77.98
899.00,77.56
898.00,77.16
897.00,76.81
