Created as New Dataset,146. Fiber Extrusion
cm-1,%T
2458.00,98.52
2457.00,98.52
2456.00,98.51
2455.00,98.51
2454.00,98.51
2453.00,98.51
2452.00,98.51
2451.00,98.50
2450.00,98.48
2449.00,98.47
2448.00,98.46
2447.00,98.47
2446.00,98.49
2445.00,98.50
2444.00,98.50
2443.00,98.48
2442.00,98.47
2441.00,98.47
2440.00,98.47
2439.00,98.48
2438.00,98.48
2437.00,98.48
2436.00,98.48
2435.00,98.47
2434.00,98.45
2433.00,98.42
2432.00,98.41
2431.00,98.41
2430.00,98.43
2429.00,98.46
2428.00,98.49
2427.00,98.49
2426.00,98.49
2425.00,98.49
2424.00,98.49
2423.00,98.49
2422.00,98.48
2421.00,98.48
2420.00,98.48
2419.00,98.48
2418.00,98.49
2417.00,98.48
2416.00,98.46
2415.00,98.44
2414.00,98.43
2413.00,98.43
2412.00,98.43
2411.00,98.43
2410.00,98.43
2409.00,98.43
2408.00,98.44
2407.00,98.45
2406.00,98.47
2405.00,98.49
2404.00,98.50
2403.00,98.51
2402.00,98.49
2401.00,98.47
2400.00,98.45
2399.00,98.44
2398.00,98.44
2397.00,98.44
2396.00,98.45
2395.00,98.47
2394.00,98.49
2393.00,98.51
2392.00,98.52
2391.00,98.52
2390.00,98.51
2389.00,98.51
2388.00,98.51
2387.00,98.51
2386.00,98.51
2385.00,98.52
2384.00,98.54
2383.00,98.56
2382.00,98.59
2381.00,98.61
2380.00,98.62
2379.00,98.64
2378.00,98.66
2377.00,98.68
2376.00,98.69
2375.00,98.68
2374.00,98.65
2373.00,98.62
2372.00,98.60
2371.00,98.60
2370.00,98.62
2369.00,98.66
2368.00,98.70
2367.00,98.75
2366.00,98.81
2365.00,98.86
2364.00,98.87
2363.00,98.82
2362.00,98.74
2361.00,98.68
2360.00,98.65
2359.00,98.65
2358.00,98.67
2357.00,98.69
2356.00,98.73
2355.00,98.76
2354.00,98.79
2353.00,98.79
2352.00,98.78
2351.00,98.75
2350.00,98.74
2349.00,98.76
2348.00,98.79
2347.00,98.84
2346.00,98.86
2345.00,98.87
2344.00,98.87
2343.00,98.88
2342.00,98.90
2341.00,98.90
2340.00,98.90
2339.00,98.89
2338.00,98.87
2337.00,98.83
2336.00,98.80
2335.00,98.77
2334.00,98.74
2333.00,98.72
2332.00,98.69
2331.00,98.69
2330.00,98.73
2329.00,98.76
2328.00,98.76
2327.00,98.71
2326.00,98.65
2325.00,98.61
2324.00,98.61
2323.00,98.63
2322.00,98.66
2321.00,98.64
2320.00,98.60
2319.00,98.57
2318.00,98.56
2317.00,98.57
2316.00,98.57
2315.00,98.55
2314.00,98.54
2313.00,98.53
2312.00,98.54
2311.00,98.54
2310.00,98.54
2309.00,98.51
2308.00,98.48
2307.00,98.44
2306.00,98.40
2305.00,98.38
2304.00,98.38
2303.00,98.38
2302.00,98.39
2301.00,98.38
2300.00,98.36
2299.00,98.33
2298.00,98.30
2297.00,98.28
2296.00,98.27
2295.00,98.28
2294.00,98.28
2293.00,98.27
2292.00,98.24
2291.00,98.19
2290.00,98.15
2289.00,98.12
2288.00,98.10
2287.00,98.07
2286.00,98.04
2285.00,98.03
2284.00,98.05
2283.00,98.08
2282.00,98.10
2281.00,98.10
2280.00,98.06
2279.00,98.01
2278.00,97.96
2277.00,97.92
2276.00,97.90
2275.00,97.90
2274.00,97.92
2273.00,97.94
2272.00,97.97
2271.00,97.99
2270.00,98.00
2269.00,98.00
2268.00,98.01
2267.00,98.01
2266.00,98.00
2265.00,97.98
2264.00,97.97
2263.00,97.97
2262.00,97.97
2261.00,97.98
2260.00,97.97
2259.00,97.95
2258.00,97.92
2257.00,97.89
2256.00,97.87
2255.00,97.86
2254.00,97.87
2253.00,97.89
2252.00,97.92
2251.00,97.93
2250.00,97.92
2249.00,97.87
2248.00,97.81
2247.00,97.76
2246.00,97.73
2245.00,97.70
2244.00,97.71
2243.00,97.75
2242.00,97.81
2241.00,97.86
2240.00,97.88
2239.00,97.87
2238.00,97.85
2237.00,97.83
2236.00,97.81
2235.00,97.80
2234.00,97.77
2233.00,97.73
2232.00,97.69
2231.00,97.68
2230.00,97.71
2229.00,97.76
2228.00,97.79
2227.00,97.78
2226.00,97.75
2225.00,97.73
2224.00,97.73
2223.00,97.75
2222.00,97.75
2221.00,97.75
2220.00,97.74
2219.00,97.71
2218.00,97.68
2217.00,97.65
2216.00,97.63
2215.00,97.63
2214.00,97.65
2213.00,97.67
2212.00,97.68
2211.00,97.69
2210.00,97.69
2209.00,97.70
2208.00,97.69
2207.00,97.66
2206.00,97.60
2205.00,97.52
2204.00,97.47
2203.00,97.45
2202.00,97.47
2201.00,97.51
2200.00,97.54
2199.00,97.55
2198.00,97.57
2197.00,97.62
2196.00,97.68
2195.00,97.69
2194.00,97.65
2193.00,97.59
2192.00,97.55
2191.00,97.56
2190.00,97.56
2189.00,97.54
2188.00,97.47
2187.00,97.41
2186.00,97.38
2185.00,97.38
2184.00,97.38
2183.00,97.36
2182.00,97.33
2181.00,97.32
2180.00,97.34
2179.00,97.38
2178.00,97.39
2177.00,97.36
2176.00,97.34
2175.00,97.35
2174.00,97.38
2173.00,97.40
2172.00,97.39
2171.00,97.33
2170.00,97.24
2169.00,97.17
2168.00,97.14
2167.00,97.16
2166.00,97.20
2165.00,97.22
2164.00,97.17
2163.00,97.06
2162.00,96.95
2161.00,96.93
2160.00,97.00
2159.00,97.13
2158.00,97.25
2157.00,97.33
2156.00,97.38
2155.00,97.43
2154.00,97.47
2153.00,97.49
2152.00,97.48
2151.00,97.45
2150.00,97.41
2149.00,97.36
2148.00,97.36
2147.00,97.43
2146.00,97.53
2145.00,97.63
2144.00,97.70
2143.00,97.72
2142.00,97.74
2141.00,97.77
2140.00,97.81
2139.00,97.84
2138.00,97.87
2137.00,97.90
2136.00,97.93
2135.00,97.95
2134.00,97.94
2133.00,97.90
2132.00,97.87
2131.00,97.86
2130.00,97.87
2129.00,97.89
2128.00,97.91
2127.00,97.92
2126.00,97.93
2125.00,97.95
2124.00,97.97
2123.00,97.98
2122.00,97.99
2121.00,97.99
2120.00,97.99
2119.00,97.96
2118.00,97.92
2117.00,97.85
2116.00,97.78
2115.00,97.72
2114.00,97.69
2113.00,97.70
2112.00,97.72
2111.00,97.77
2110.00,97.82
2109.00,97.87
2108.00,97.89
2107.00,97.88
2106.00,97.85
2105.00,97.81
2104.00,97.78
2103.00,97.78
2102.00,97.80
2101.00,97.82
2100.00,97.81
2099.00,97.79
2098.00,97.78
2097.00,97.78
2096.00,97.79
2095.00,97.81
2094.00,97.84
2093.00,97.86
2092.00,97.87
2091.00,97.86
2090.00,97.85
2089.00,97.85
2088.00,97.84
2087.00,97.83
2086.00,97.81
2085.00,97.79
2084.00,97.78
2083.00,97.79
2082.00,97.80
2081.00,97.81
2080.00,97.80
2079.00,97.78
2078.00,97.76
2077.00,97.76
2076.00,97.78
2075.00,97.80
2074.00,97.82
2073.00,97.83
2072.00,97.82
2071.00,97.80
2070.00,97.77
2069.00,97.73
2068.00,97.71
2067.00,97.71
2066.00,97.74
2065.00,97.79
2064.00,97.83
2063.00,97.86
2062.00,97.86
2061.00,97.84
2060.00,97.83
2059.00,97.84
2058.00,97.84
2057.00,97.86
2056.00,97.86
2055.00,97.85
2054.00,97.81
2053.00,97.75
2052.00,97.70
2051.00,97.67
2050.00,97.69
2049.00,97.71
2048.00,97.70
2047.00,97.65
2046.00,97.58
2045.00,97.56
2044.00,97.57
2043.00,97.60
2042.00,97.59
2041.00,97.54
2040.00,97.48
2039.00,97.45
2038.00,97.44
2037.00,97.41
2036.00,97.38
2035.00,97.38
2034.00,97.39
2033.00,97.38
2032.00,97.34
2031.00,97.32
2030.00,97.35
2029.00,97.42
2028.00,97.48
2027.00,97.51
2026.00,97.48
2025.00,97.41
2024.00,97.37
2023.00,97.38
2022.00,97.43
2021.00,97.48
2020.00,97.50
2019.00,97.51
2018.00,97.52
2017.00,97.50
2016.00,97.43
2015.00,97.33
2014.00,97.28
2013.00,97.29
2012.00,97.36
2011.00,97.43
2010.00,97.48
2009.00,97.48
2008.00,97.47
2007.00,97.47
2006.00,97.50
2005.00,97.53
2004.00,97.53
2003.00,97.49
2002.00,97.45
2001.00,97.46
2000.00,97.50
1999.00,97.53
1998.00,97.51
1997.00,97.45
1996.00,97.39
1995.00,97.38
1994.00,97.42
1993.00,97.46
1992.00,97.46
1991.00,97.43
1990.00,97.42
1989.00,97.44
1988.00,97.47
1987.00,97.47
1986.00,97.44
1985.00,97.38
1984.00,97.32
1983.00,97.25
1982.00,97.19
1981.00,97.14
1980.00,97.12
1979.00,97.12
1978.00,97.11
1977.00,97.11
1976.00,97.10
1975.00,97.10
1974.00,97.10
1973.00,97.10
1972.00,97.12
1971.00,97.16
1970.00,97.21
1969.00,97.25
1968.00,97.29
1967.00,97.31
1966.00,97.32
1965.00,97.32
1964.00,97.31
1963.00,97.31
1962.00,97.31
1961.00,97.31
1960.00,97.30
1959.00,97.30
1958.00,97.32
1957.00,97.35
1956.00,97.39
1955.00,97.43
1954.00,97.46
1953.00,97.46
1952.00,97.44
1951.00,97.43
1950.00,97.46
1949.00,97.51
1948.00,97.55
1947.00,97.56
1946.00,97.57
1945.00,97.58
1944.00,97.60
1943.00,97.61
1942.00,97.64
1941.00,97.67
1940.00,97.70
1939.00,97.73
1938.00,97.76
1937.00,97.81
1936.00,97.85
1935.00,97.87
1934.00,97.89
1933.00,97.91
1932.00,97.93
1931.00,97.94
1930.00,97.96
1929.00,97.98
1928.00,97.98
1927.00,97.99
1926.00,98.01
1925.00,98.05
1924.00,98.09
1923.00,98.14
1922.00,98.19
1921.00,98.25
1920.00,98.28
1919.00,98.28
1918.00,98.25
1917.00,98.23
1916.00,98.21
1915.00,98.20
1914.00,98.17
1913.00,98.15
1912.00,98.14
1911.00,98.14
1910.00,98.16
1909.00,98.20
1908.00,98.23
1907.00,98.23
1906.00,98.23
1905.00,98.23
1904.00,98.25
1903.00,98.27
1902.00,98.28
1901.00,98.27
1900.00,98.27
1899.00,98.30
1898.00,98.36
1897.00,98.43
1896.00,98.47
1895.00,98.48
1894.00,98.48
1893.00,98.48
1892.00,98.48
1891.00,98.47
1890.00,98.46
1889.00,98.45
1888.00,98.45
1887.00,98.45
1886.00,98.47
1885.00,98.49
1884.00,98.51
1883.00,98.51
1882.00,98.51
1881.00,98.52
1880.00,98.53
1879.00,98.54
1878.00,98.54
1877.00,98.52
1876.00,98.50
1875.00,98.48
1874.00,98.48
1873.00,98.48
1872.00,98.50
1871.00,98.51
1870.00,98.53
1869.00,98.54
1868.00,98.56
1867.00,98.56
1866.00,98.56
1865.00,98.54
1864.00,98.52
1863.00,98.51
1862.00,98.51
1861.00,98.52
1860.00,98.52
1859.00,98.49
1858.00,98.46
1857.00,98.44
1856.00,98.45
1855.00,98.48
1854.00,98.51
1853.00,98.53
1852.00,98.51
1851.00,98.48
1850.00,98.44
1849.00,98.42
1848.00,98.41
1847.00,98.40
1846.00,98.39
1845.00,98.39
1844.00,98.40
1843.00,98.42
1842.00,98.43
1841.00,98.42
1840.00,98.41
1839.00,98.41
1838.00,98.41
1837.00,98.41
1836.00,98.41
1835.00,98.40
1834.00,98.36
1833.00,98.32
1832.00,98.28
1831.00,98.25
1830.00,98.25
1829.00,98.26
1828.00,98.28
1827.00,98.28
1826.00,98.27
1825.00,98.26
1824.00,98.25
1823.00,98.24
1822.00,98.22
1821.00,98.20
1820.00,98.20
1819.00,98.21
1818.00,98.24
1817.00,98.27
1816.00,98.28
1815.00,98.28
1814.00,98.26
1813.00,98.25
1812.00,98.25
1811.00,98.26
1810.00,98.27
1809.00,98.28
1808.00,98.29
1807.00,98.29
1806.00,98.30
1805.00,98.31
1804.00,98.33
1803.00,98.35
1802.00,98.38
1801.00,98.40
1800.00,98.40
1799.00,98.39
1798.00,98.37
1797.00,98.36
1796.00,98.36
1795.00,98.36
1794.00,98.35
1793.00,98.35
1792.00,98.36
1791.00,98.38
1790.00,98.40
1789.00,98.41
1788.00,98.39
1787.00,98.36
1786.00,98.35
1785.00,98.35
1784.00,98.37
1783.00,98.38
1782.00,98.37
1781.00,98.35
1780.00,98.34
1779.00,98.34
1778.00,98.33
1777.00,98.32
1776.00,98.31
1775.00,98.29
1774.00,98.26
1773.00,98.24
1772.00,98.22
1771.00,98.22
1770.00,98.22
1769.00,98.22
1768.00,98.22
1767.00,98.21
1766.00,98.19
1765.00,98.15
1764.00,98.10
1763.00,98.03
1762.00,97.96
1761.00,97.91
1760.00,97.86
1759.00,97.80
1758.00,97.71
1757.00,97.61
1756.00,97.50
1755.00,97.37
1754.00,97.22
1753.00,97.04
1752.00,96.82
1751.00,96.53
1750.00,96.15
1749.00,95.70
1748.00,95.17
1747.00,94.59
1746.00,93.95
1745.00,93.23
1744.00,92.43
1743.00,91.54
1742.00,90.59
1741.00,89.56
1740.00,88.44
1739.00,87.33
1738.00,86.36
1737.00,85.52
1736.00,84.61
1735.00,83.44
1734.00,82.06
1733.00,80.83
1732.00,79.83
1731.00,78.86
1730.00,77.82
1729.00,76.77
1728.00,75.74
1727.00,74.73
1726.00,73.71
1725.00,72.68
1724.00,71.66
1723.00,70.65
1722.00,69.69
1721.00,68.80
1720.00,67.92
1719.00,66.93
1718.00,65.86
1717.00,64.92
1716.00,64.27
1715.00,63.78
1714.00,63.43
1713.00,63.29
1712.00,63.40
1711.00,63.73
1710.00,64.26
1709.00,65.02
1708.00,66.02
1707.00,67.22
1706.00,68.65
1705.00,70.18
1704.00,71.53
1703.00,72.63
1702.00,73.72
1701.00,75.17
1700.00,76.89
1699.00,78.26
1698.00,79.14
1697.00,79.91
1696.00,80.84
1695.00,81.81
1694.00,82.58
1693.00,83.14
1692.00,83.61
1691.00,84.08
1690.00,84.57
1689.00,85.01
1688.00,85.35
1687.00,85.60
1686.00,85.81
1685.00,86.12
1684.00,86.57
1683.00,87.01
1682.00,87.34
1681.00,87.61
1680.00,87.89
1679.00,88.18
1678.00,88.46
1677.00,88.75
1676.00,89.09
1675.00,89.46
1674.00,89.79
1673.00,90.04
1672.00,90.24
1671.00,90.44
1670.00,90.69
1669.00,90.98
1668.00,91.28
1667.00,91.53
1666.00,91.74
1665.00,91.94
1664.00,92.16
1663.00,92.41
1662.00,92.64
1661.00,92.85
1660.00,93.05
1659.00,93.22
1658.00,93.37
1657.00,93.50
1656.00,93.61
1655.00,93.71
1654.00,93.84
1653.00,94.02
1652.00,94.21
1651.00,94.32
1650.00,94.35
1649.00,94.35
1648.00,94.39
1647.00,94.48
1646.00,94.59
1645.00,94.70
1644.00,94.79
1643.00,94.85
1642.00,94.90
1641.00,94.94
1640.00,94.98
1639.00,95.01
1638.00,95.03
1637.00,95.07
1636.00,95.13
1635.00,95.21
1634.00,95.30
1633.00,95.37
1632.00,95.41
1631.00,95.44
1630.00,95.47
1629.00,95.50
1628.00,95.54
1627.00,95.59
1626.00,95.62
1625.00,95.65
1624.00,95.67
1623.00,95.69
1622.00,95.70
1621.00,95.69
1620.00,95.66
1619.00,95.60
1618.00,95.51
1617.00,95.41
1616.00,95.33
1615.00,95.31
1614.00,95.30
1613.00,95.31
1612.00,95.33
1611.00,95.38
1610.00,95.45
1609.00,95.53
1608.00,95.61
1607.00,95.70
1606.00,95.80
1605.00,95.91
1604.00,96.01
1603.00,96.12
1602.00,96.20
1601.00,96.27
1600.00,96.33
1599.00,96.39
1598.00,96.44
1597.00,96.48
1596.00,96.51
1595.00,96.53
1594.00,96.54
1593.00,96.55
1592.00,96.55
1591.00,96.55
1590.00,96.54
1589.00,96.52
1588.00,96.50
1587.00,96.45
1586.00,96.36
1585.00,96.24
1584.00,96.08
1583.00,95.88
1582.00,95.67
1581.00,95.46
1580.00,95.28
1579.00,95.15
1578.00,95.10
1577.00,95.16
1576.00,95.33
1575.00,95.56
1574.00,95.77
1573.00,95.93
1572.00,96.06
1571.00,96.19
1570.00,96.33
1569.00,96.48
1568.00,96.61
1567.00,96.69
1566.00,96.74
1565.00,96.78
1564.00,96.81
1563.00,96.85
1562.00,96.88
1561.00,96.91
1560.00,96.95
1559.00,96.98
1558.00,97.01
1557.00,97.06
1556.00,97.08
1555.00,97.09
1554.00,97.12
1553.00,97.17
1552.00,97.21
1551.00,97.23
1550.00,97.24
1549.00,97.25
1548.00,97.25
1547.00,97.26
1546.00,97.28
1545.00,97.31
1544.00,97.34
1543.00,97.36
1542.00,97.35
1541.00,97.35
1540.00,97.34
1539.00,97.36
1538.00,97.37
1537.00,97.36
1536.00,97.32
1535.00,97.27
1534.00,97.24
1533.00,97.23
1532.00,97.23
1531.00,97.22
1530.00,97.19
1529.00,97.15
1528.00,97.12
1527.00,97.11
1526.00,97.11
1525.00,97.12
1524.00,97.12
1523.00,97.11
1522.00,97.12
1521.00,97.17
1520.00,97.24
1519.00,97.30
1518.00,97.31
1517.00,97.32
1516.00,97.32
1515.00,97.29
1514.00,97.21
1513.00,97.07
1512.00,96.89
1511.00,96.64
1510.00,96.32
1509.00,95.89
1508.00,95.26
1507.00,94.47
1506.00,93.87
1505.00,93.72
1504.00,93.93
1503.00,94.32
1502.00,94.81
1501.00,95.33
1500.00,95.81
1499.00,96.22
1498.00,96.56
1497.00,96.83
1496.00,97.02
1495.00,97.14
1494.00,97.21
1493.00,97.22
1492.00,97.20
1491.00,97.18
1490.00,97.14
1489.00,97.06
1488.00,96.93
1487.00,96.78
1486.00,96.61
1485.00,96.43
1484.00,96.25
1483.00,96.07
1482.00,95.90
1481.00,95.72
1480.00,95.54
1479.00,95.37
1478.00,95.20
1477.00,95.03
1476.00,94.86
1475.00,94.70
1474.00,94.56
1473.00,94.46
1472.00,94.43
1471.00,94.47
1470.00,94.54
1469.00,94.59
1468.00,94.63
1467.00,94.66
1466.00,94.66
1465.00,94.64
1464.00,94.58
1463.00,94.51
1462.00,94.41
1461.00,94.30
1460.00,94.18
1459.00,94.08
1458.00,93.99
1457.00,93.94
1456.00,93.93
1455.00,93.92
1454.00,93.89
1453.00,93.86
1452.00,93.87
1451.00,93.91
1450.00,93.98
1449.00,94.05
1448.00,94.14
1447.00,94.24
1446.00,94.31
1445.00,94.36
1444.00,94.40
1443.00,94.45
1442.00,94.50
1441.00,94.55
1440.00,94.61
1439.00,94.68
1438.00,94.82
1437.00,95.01
1436.00,95.24
1435.00,95.44
1434.00,95.59
1433.00,95.73
1432.00,95.88
1431.00,96.05
1430.00,96.21
1429.00,96.34
1428.00,96.43
1427.00,96.48
1426.00,96.49
1425.00,96.49
1424.00,96.45
1423.00,96.38
1422.00,96.25
1421.00,96.06
1420.00,95.75
1419.00,95.28
1418.00,94.68
1417.00,93.94
1416.00,93.02
1415.00,91.91
1414.00,90.64
1413.00,89.25
1412.00,87.88
1411.00,86.70
1410.00,85.85
1409.00,85.41
1408.00,85.41
1407.00,85.82
1406.00,86.59
1405.00,87.58
1404.00,88.60
1403.00,89.52
1402.00,90.29
1401.00,90.97
1400.00,91.62
1399.00,92.22
1398.00,92.72
1397.00,93.09
1396.00,93.39
1395.00,93.65
1394.00,93.89
1393.00,94.07
1392.00,94.18
1391.00,94.25
1390.00,94.29
1389.00,94.34
1388.00,94.38
1387.00,94.40
1386.00,94.41
1385.00,94.37
1384.00,94.32
1383.00,94.25
1382.00,94.20
1381.00,94.16
1380.00,94.12
1379.00,94.07
1378.00,94.00
1377.00,93.92
1376.00,93.82
1375.00,93.72
1374.00,93.64
1373.00,93.57
1372.00,93.53
1371.00,93.51
1370.00,93.55
1369.00,93.66
1368.00,93.83
1367.00,94.04
1366.00,94.26
1365.00,94.50
1364.00,94.76
1363.00,95.02
1362.00,95.24
1361.00,95.40
1360.00,95.49
1359.00,95.52
1358.00,95.51
1357.00,95.47
1356.00,95.41
1355.00,95.31
1354.00,95.17
1353.00,94.97
1352.00,94.71
1351.00,94.38
1350.00,93.96
1349.00,93.43
1348.00,92.79
1347.00,92.02
1346.00,91.13
1345.00,90.15
1344.00,89.14
1343.00,88.18
1342.00,87.34
1341.00,86.72
1340.00,86.37
1339.00,86.37
1338.00,86.71
1337.00,87.33
1336.00,88.18
1335.00,89.17
1334.00,90.23
1333.00,91.27
1332.00,92.22
1331.00,93.01
1330.00,93.65
1329.00,94.11
1328.00,94.43
1327.00,94.63
1326.00,94.73
1325.00,94.75
1324.00,94.71
1323.00,94.63
1322.00,94.51
1321.00,94.38
1320.00,94.24
1319.00,94.10
1318.00,93.96
1317.00,93.80
1316.00,93.61
1315.00,93.39
1314.00,93.15
1313.00,92.91
1312.00,92.66
1311.00,92.39
1310.00,92.11
1309.00,91.82
1308.00,91.53
1307.00,91.25
1306.00,90.97
1305.00,90.69
1304.00,90.39
1303.00,90.07
1302.00,89.70
1301.00,89.29
1300.00,88.81
1299.00,88.29
1298.00,87.74
1297.00,87.18
1296.00,86.60
1295.00,86.02
1294.00,85.44
1293.00,84.87
1292.00,84.32
1291.00,83.78
1290.00,83.26
1289.00,82.76
1288.00,82.27
1287.00,81.80
1286.00,81.36
1285.00,80.95
1284.00,80.54
1283.00,80.13
1282.00,79.73
1281.00,79.33
1280.00,78.93
1279.00,78.52
1278.00,78.10
1277.00,77.65
1276.00,77.18
1275.00,76.68
1274.00,76.15
1273.00,75.59
1272.00,74.98
1271.00,74.35
1270.00,73.70
1269.00,73.02
1268.00,72.33
1267.00,71.65
1266.00,71.02
1265.00,70.41
1264.00,69.85
1263.00,69.34
1262.00,68.90
1261.00,68.53
1260.00,68.22
1259.00,67.97
1258.00,67.78
1257.00,67.60
1256.00,67.41
1255.00,67.22
1254.00,67.02
1253.00,66.80
1252.00,66.53
1251.00,66.23
1250.00,65.90
1249.00,65.56
1248.00,65.21
1247.00,64.89
1246.00,64.61
1245.00,64.38
1244.00,64.19
1243.00,64.08
1242.00,64.06
1241.00,64.12
1240.00,64.28
1239.00,64.57
1238.00,64.99
1237.00,65.50
1236.00,66.10
1235.00,66.78
1234.00,67.52
1233.00,68.27
1232.00,69.00
1231.00,69.74
1230.00,70.47
1229.00,71.17
1228.00,71.84
1227.00,72.50
1226.00,73.15
1225.00,73.78
1224.00,74.41
1223.00,75.04
1222.00,75.69
1221.00,76.36
1220.00,77.04
1219.00,77.74
1218.00,78.44
1217.00,79.10
1216.00,79.74
1215.00,80.35
1214.00,80.96
1213.00,81.54
1212.00,82.09
1211.00,82.61
1210.00,83.08
1209.00,83.53
1208.00,83.96
1207.00,84.37
1206.00,84.78
1205.00,85.18
1204.00,85.56
1203.00,85.93
1202.00,86.30
1201.00,86.67
1200.00,87.03
1199.00,87.38
1198.00,87.71
1197.00,88.03
1196.00,88.33
1195.00,88.63
1194.00,88.91
1193.00,89.18
1192.00,89.46
1191.00,89.72
1190.00,89.96
1189.00,90.16
1188.00,90.32
1187.00,90.44
1186.00,90.53
1185.00,90.57
1184.00,90.58
1183.00,90.55
1182.00,90.48
1181.00,90.39
1180.00,90.27
1179.00,90.14
1178.00,90.00
1177.00,89.88
1176.00,89.81
1175.00,89.79
1174.00,89.84
1173.00,89.96
1172.00,90.14
1171.00,90.40
1170.00,90.70
1169.00,91.02
1168.00,91.33
1167.00,91.60
1166.00,91.81
1165.00,91.96
1164.00,92.05
1163.00,92.10
1162.00,92.14
1161.00,92.15
1160.00,92.14
1159.00,92.11
1158.00,92.04
1157.00,91.96
1156.00,91.84
1155.00,91.68
1154.00,91.48
1153.00,91.25
1152.00,90.99
1151.00,90.72
1150.00,90.42
1149.00,90.10
1148.00,89.75
1147.00,89.36
1146.00,88.96
1145.00,88.52
1144.00,88.05
1143.00,87.53
1142.00,87.00
1141.00,86.44
1140.00,85.88
1139.00,85.30
1138.00,84.68
1137.00,84.01
1136.00,83.29
1135.00,82.53
1134.00,81.73
1133.00,80.91
1132.00,80.09
1131.00,79.28
1130.00,78.49
1129.00,77.71
1128.00,76.93
1127.00,76.17
1126.00,75.45
1125.00,74.77
1124.00,74.15
1123.00,73.59
1122.00,73.11
1121.00,72.69
1120.00,72.36
1119.00,72.14
1118.00,72.03
1117.00,71.98
1116.00,72.01
1115.00,72.10
1114.00,72.21
1113.00,72.29
1112.00,72.26
1111.00,72.11
1110.00,71.80
1109.00,71.33
1108.00,70.74
1107.00,70.10
1106.00,69.45
1105.00,68.78
1104.00,68.10
1103.00,67.45
1102.00,66.87
1101.00,66.35
1100.00,65.92
1099.00,65.57
1098.00,65.32
1097.00,65.13
1096.00,65.00
1095.00,64.94
1094.00,64.96
1093.00,65.04
1092.00,65.19
1091.00,65.42
1090.00,65.73
1089.00,66.05
1088.00,66.38
1087.00,66.73
1086.00,67.09
1085.00,67.49
1084.00,67.92
1083.00,68.43
1082.00,69.02
1081.00,69.66
1080.00,70.35
1079.00,71.08
1078.00,71.86
1077.00,72.66
1076.00,73.47
1075.00,74.28
1074.00,75.08
1073.00,75.84
1072.00,76.56
1071.00,77.23
1070.00,77.85
1069.00,78.41
1068.00,78.94
1067.00,79.46
1066.00,79.96
1065.00,80.42
1064.00,80.84
1063.00,81.21
1062.00,81.56
1061.00,81.86
1060.00,82.15
1059.00,82.42
1058.00,82.67
1057.00,82.89
1056.00,83.04
1055.00,83.14
1054.00,83.18
1053.00,83.18
1052.00,83.16
1051.00,83.13
1050.00,83.08
1049.00,83.00
1048.00,82.90
1047.00,82.82
1046.00,82.79
1045.00,82.80
1044.00,82.82
1043.00,82.85
1042.00,82.90
1041.00,82.99
1040.00,83.13
1039.00,83.31
1038.00,83.50
1037.00,83.70
1036.00,83.91
1035.00,84.11
1034.00,84.33
1033.00,84.55
1032.00,84.74
1031.00,84.89
1030.00,84.98
1029.00,84.95
1028.00,84.76
1027.00,84.31
1026.00,83.56
1025.00,82.53
1024.00,81.29
1023.00,79.92
1022.00,78.47
1021.00,77.01
1020.00,75.61
1019.00,74.44
1018.00,73.70
1017.00,73.52
1016.00,73.96
1015.00,74.94
1014.00,76.26
1013.00,77.70
1012.00,79.08
1011.00,80.31
1010.00,81.36
1009.00,82.23
1008.00,82.95
1007.00,83.55
1006.00,84.05
1005.00,84.45
1004.00,84.76
1003.00,85.05
1002.00,85.32
1001.00,85.58
1000.00,85.81
999.00,86.01
998.00,86.19
997.00,86.33
996.00,86.46
995.00,86.58
994.00,86.70
993.00,86.80
992.00,86.86
991.00,86.90
990.00,86.93
989.00,86.97
988.00,87.00
987.00,87.01
986.00,87.00
985.00,86.98
984.00,86.95
983.00,86.88
982.00,86.78
981.00,86.65
980.00,86.48
979.00,86.28
978.00,86.06
977.00,85.81
976.00,85.58
975.00,85.37
974.00,85.19
973.00,85.06
972.00,84.97
971.00,84.94
970.00,84.99
969.00,85.09
968.00,85.24
967.00,85.42
966.00,85.64
965.00,85.86
964.00,86.08
963.00,86.30
962.00,86.51
961.00,86.72
960.00,86.94
959.00,87.16
958.00,87.37
957.00,87.55
956.00,87.70
955.00,87.85
954.00,88.00
953.00,88.15
952.00,88.31
951.00,88.44
950.00,88.55
949.00,88.64
948.00,88.74
947.00,88.84
946.00,88.94
945.00,89.02
944.00,89.09
943.00,89.16
942.00,89.24
941.00,89.33
940.00,89.42
939.00,89.51
938.00,89.60
937.00,89.67
936.00,89.72
935.00,89.77
934.00,89.81
933.00,89.85
932.00,89.90
931.00,89.95
930.00,90.00
929.00,90.04
928.00,90.08
927.00,90.14
926.00,90.22
925.00,90.32
924.00,90.40
923.00,90.45
922.00,90.49
921.00,90.53
920.00,90.57
919.00,90.61
918.00,90.64
917.00,90.65
916.00,90.63
915.00,90.60
914.00,90.57
913.00,90.54
912.00,90.52
911.00,90.49
910.00,90.44
909.00,90.36
908.00,90.24
907.00,90.09
906.00,89.90
905.00,89.70
904.00,89.50
903.00,89.34
902.00,89.22
901.00,89.14
900.00,89.09
899.00,89.06
898.00,89.04
897.00,89.03
896.00,89.03
895.00,89.03
