Created as New Dataset,146. Fiber Extrusion
cm-1,%T
894.00,89.05
893.00,89.07
892.00,89.11
891.00,89.14
890.00,89.16
889.00,89.13
888.00,89.01
887.00,88.83
886.00,88.58
885.00,88.30
884.00,87.96
883.00,87.52
882.00,86.96
881.00,86.28
880.00,85.50
879.00,84.65
878.00,83.73
877.00,82.71
876.00,81.59
875.00,80.40
874.00,79.30
873.00,78.53
872.00,78.33
871.00,78.80
870.00,79.79
869.00,81.00
868.00,82.16
867.00,83.13
866.00,83.87
865.00,84.42
864.00,84.82
863.00,85.12
862.00,85.34
861.00,85.49
860.00,85.58
859.00,85.60
858.00,85.58
857.00,85.51
856.00,85.42
855.00,85.35
854.00,85.30
853.00,85.24
852.00,85.15
851.00,85.03
850.00,84.87
849.00,84.72
848.00,84.60
847.00,84.56
846.00,84.59
845.00,84.68
844.00,84.82
843.00,85.00
842.00,85.23
841.00,85.47
840.00,85.71
839.00,85.95
838.00,86.20
837.00,86.46
836.00,86.71
835.00,86.96
834.00,87.20
833.00,87.42
832.00,87.62
831.00,87.81
830.00,87.98
829.00,88.13
828.00,88.27
827.00,88.41
826.00,88.54
825.00,88.66
824.00,88.76
823.00,88.86
822.00,88.98
821.00,89.08
820.00,89.16
819.00,89.20
818.00,89.22
817.00,89.23
816.00,89.24
815.00,89.28
814.00,89.34
813.00,89.42
812.00,89.49
811.00,89.55
810.00,89.59
809.00,89.63
808.00,89.68
807.00,89.73
806.00,89.79
805.00,89.83
804.00,89.87
803.00,89.93
802.00,90.01
801.00,90.08
800.00,90.09
799.00,89.99
798.00,89.77
797.00,89.42
796.00,88.99
795.00,88.54
794.00,88.18
793.00,87.97
792.00,87.96
791.00,88.14
790.00,88.45
789.00,88.81
788.00,89.16
787.00,89.48
786.00,89.75
785.00,89.97
784.00,90.17
783.00,90.38
782.00,90.59
781.00,90.77
780.00,90.92
779.00,91.04
778.00,91.16
777.00,91.27
776.00,91.39
775.00,91.53
774.00,91.69
773.00,91.86
772.00,92.02
771.00,92.17
770.00,92.33
769.00,92.49
768.00,92.64
767.00,92.78
766.00,92.91
765.00,93.04
764.00,93.18
763.00,93.34
762.00,93.49
761.00,93.59
760.00,93.67
759.00,93.76
758.00,93.88
757.00,94.01
756.00,94.14
755.00,94.24
754.00,94.32
753.00,94.37
752.00,94.38
751.00,94.37
750.00,94.38
749.00,94.43
748.00,94.50
747.00,94.53
746.00,94.46
745.00,94.25
744.00,93.90
743.00,93.38
742.00,92.65
741.00,91.66
740.00,90.39
739.00,88.83
738.00,87.00
737.00,84.96
736.00,82.77
735.00,80.50
734.00,78.19
733.00,75.89
732.00,73.65
731.00,71.47
730.00,69.30
729.00,67.07
728.00,64.78
727.00,62.52
726.00,60.44
725.00,58.70
724.00,57.47
723.00,56.86
722.00,56.91
721.00,57.54
720.00,58.65
719.00,60.09
718.00,61.70
717.00,63.33
716.00,64.88
715.00,66.32
714.00,67.62
713.00,68.76
712.00,69.77
711.00,70.67
710.00,71.49
709.00,72.25
708.00,72.96
707.00,73.62
706.00,74.22
705.00,74.75
704.00,75.26
703.00,75.81
702.00,76.41
701.00,77.04
700.00,77.71
699.00,78.40
698.00,79.09
697.00,79.73
696.00,80.29
695.00,80.77
694.00,81.19
693.00,81.55
692.00,81.86
691.00,82.12
690.00,82.34
689.00,82.55
688.00,82.75
687.00,82.94
686.00,83.10
685.00,83.21
684.00,83.29
683.00,83.34
682.00,83.41
681.00,83.52
680.00,83.66
679.00,83.83
678.00,84.01
677.00,84.21
676.00,84.42
675.00,84.61
674.00,84.78
673.00,84.94
672.00,85.09
671.00,85.26
670.00,85.46
669.00,85.71
668.00,85.99
667.00,86.15
666.00,86.20
665.00,86.25
664.00,86.31
663.00,86.40
662.00,86.50
661.00,86.60
660.00,86.68
659.00,86.69
658.00,86.66
657.00,86.62
656.00,86.63
655.00,86.70
654.00,86.80
653.00,86.89
652.00,86.95
651.00,86.99
650.00,87.01
649.00,87.05
648.00,87.12
647.00,87.24
646.00,87.35
645.00,87.40
644.00,87.43
643.00,87.49
642.00,87.56
641.00,87.64
640.00,87.71
639.00,87.81
638.00,87.91
637.00,87.96
636.00,87.88
635.00,87.65
634.00,87.33
633.00,86.98
632.00,86.75
631.00,86.80
630.00,87.14
629.00,87.65
628.00,88.13
627.00,88.45
626.00,88.55
625.00,88.43
624.00,88.16
623.00,87.88
622.00,87.73
621.00,87.75
620.00,87.91
619.00,88.18
618.00,88.50
617.00,88.80
616.00,88.96
615.00,88.91
614.00,88.65
613.00,88.34
612.00,88.15
611.00,88.19
610.00,88.38
609.00,88.57
608.00,88.70
607.00,88.81
606.00,88.91
605.00,88.96
604.00,88.77
603.00,88.28
602.00,87.63
601.00,87.17
600.00,87.18
599.00,87.68
598.00,88.36
597.00,88.91
596.00,89.23
595.00,89.41
594.00,89.51
593.00,89.48
592.00,89.34
591.00,89.14
590.00,88.89
589.00,88.55
588.00,88.21
587.00,88.14
586.00,88.54
585.00,89.21
584.00,89.69
583.00,89.62
582.00,89.05
581.00,88.38
580.00,88.10
579.00,88.42
578.00,89.13
577.00,89.64
576.00,89.49
575.00,88.69
574.00,87.79
573.00,87.36
572.00,87.59
571.00,88.19
570.00,88.63
569.00,88.66
568.00,88.54
567.00,88.60
566.00,88.77
565.00,88.70
564.00,88.33
563.00,87.97
562.00,87.85
561.00,87.79
560.00,87.55
559.00,87.21
558.00,87.05
557.00,87.14
556.00,87.39
555.00,87.71
554.00,88.04
553.00,88.30
552.00,88.44
551.00,88.71
550.00,89.25
