Created as New Dataset,64. Modacrylic Toray Dyed
cm-1,%T
2484.00,95.57
2483.00,95.60
2482.00,95.62
2481.00,95.62
2480.00,95.62
2479.00,95.61
2478.00,95.60
2477.00,95.59
2476.00,95.59
2475.00,95.59
2474.00,95.59
2473.00,95.60
2472.00,95.60
2471.00,95.60
2470.00,95.59
2469.00,95.57
2468.00,95.57
2467.00,95.58
2466.00,95.60
2465.00,95.62
2464.00,95.64
2463.00,95.65
2462.00,95.66
2461.00,95.66
2460.00,95.65
2459.00,95.63
2458.00,95.60
2457.00,95.57
2456.00,95.55
2455.00,95.54
2454.00,95.54
2453.00,95.55
2452.00,95.57
2451.00,95.59
2450.00,95.62
2449.00,95.64
2448.00,95.65
2447.00,95.66
2446.00,95.66
2445.00,95.65
2444.00,95.64
2443.00,95.63
2442.00,95.62
2441.00,95.61
2440.00,95.60
2439.00,95.60
2438.00,95.61
2437.00,95.62
2436.00,95.63
2435.00,95.64
2434.00,95.64
2433.00,95.65
2432.00,95.67
2431.00,95.68
2430.00,95.69
2429.00,95.68
2428.00,95.66
2427.00,95.63
2426.00,95.62
2425.00,95.63
2424.00,95.64
2423.00,95.66
2422.00,95.67
2421.00,95.69
2420.00,95.70
2419.00,95.70
2418.00,95.71
2417.00,95.72
2416.00,95.73
2415.00,95.73
2414.00,95.73
2413.00,95.73
2412.00,95.74
2411.00,95.76
2410.00,95.79
2409.00,95.81
2408.00,95.82
2407.00,95.82
2406.00,95.81
2405.00,95.80
2404.00,95.80
2403.00,95.81
2402.00,95.83
2401.00,95.85
2400.00,95.87
2399.00,95.89
2398.00,95.89
2397.00,95.91
2396.00,95.92
2395.00,95.94
2394.00,95.95
2393.00,95.96
2392.00,95.95
2391.00,95.95
2390.00,95.94
2389.00,95.95
2388.00,95.96
2387.00,95.98
2386.00,96.00
2385.00,96.03
2384.00,96.05
2383.00,96.07
2382.00,96.08
2381.00,96.10
2380.00,96.11
2379.00,96.12
2378.00,96.13
2377.00,96.15
2376.00,96.18
2375.00,96.23
2374.00,96.26
2373.00,96.26
2372.00,96.22
2371.00,96.18
2370.00,96.16
2369.00,96.18
2368.00,96.21
2367.00,96.25
2366.00,96.30
2365.00,96.36
2364.00,96.40
2363.00,96.39
2362.00,96.31
2361.00,96.24
2360.00,96.21
2359.00,96.23
2358.00,96.27
2357.00,96.29
2356.00,96.27
2355.00,96.22
2354.00,96.20
2353.00,96.19
2352.00,96.21
2351.00,96.23
2350.00,96.24
2349.00,96.24
2348.00,96.25
2347.00,96.26
2346.00,96.28
2345.00,96.29
2344.00,96.27
2343.00,96.23
2342.00,96.20
2341.00,96.21
2340.00,96.24
2339.00,96.27
2338.00,96.29
2337.00,96.30
2336.00,96.27
2335.00,96.21
2334.00,96.13
2333.00,96.09
2332.00,96.10
2331.00,96.12
2330.00,96.13
2329.00,96.10
2328.00,96.05
2327.00,95.99
2326.00,95.93
2325.00,95.87
2324.00,95.83
2323.00,95.82
2322.00,95.84
2321.00,95.86
2320.00,95.87
2319.00,95.89
2318.00,95.90
2317.00,95.92
2316.00,95.92
2315.00,95.92
2314.00,95.92
2313.00,95.93
2312.00,95.94
2311.00,95.93
2310.00,95.90
2309.00,95.86
2308.00,95.83
2307.00,95.81
2306.00,95.79
2305.00,95.77
2304.00,95.75
2303.00,95.73
2302.00,95.72
2301.00,95.71
2300.00,95.69
2299.00,95.67
2298.00,95.63
2297.00,95.60
2296.00,95.57
2295.00,95.54
2294.00,95.52
2293.00,95.48
2292.00,95.46
2291.00,95.44
2290.00,95.42
2289.00,95.39
2288.00,95.35
2287.00,95.29
2286.00,95.22
2285.00,95.16
2284.00,95.14
2283.00,95.14
2282.00,95.14
2281.00,95.13
2280.00,95.10
2279.00,95.06
2278.00,95.04
2277.00,95.04
2276.00,95.06
2275.00,95.06
2274.00,95.05
2273.00,95.01
2272.00,94.95
2271.00,94.89
2270.00,94.84
2269.00,94.82
2268.00,94.81
2267.00,94.79
2266.00,94.76
2265.00,94.71
2264.00,94.65
2263.00,94.56
2262.00,94.45
2261.00,94.32
2260.00,94.17
2259.00,94.01
2258.00,93.84
2257.00,93.67
2256.00,93.48
2255.00,93.25
2254.00,92.98
2253.00,92.66
2252.00,92.33
2251.00,91.99
2250.00,91.65
2249.00,91.31
2248.00,91.02
2247.00,90.79
2246.00,90.64
2245.00,90.57
2244.00,90.59
2243.00,90.71
2242.00,90.92
2241.00,91.22
2240.00,91.57
2239.00,91.96
2238.00,92.35
2237.00,92.73
2236.00,93.09
2235.00,93.40
2234.00,93.65
2233.00,93.84
2232.00,93.99
2231.00,94.10
2230.00,94.18
2229.00,94.23
2228.00,94.26
2227.00,94.27
2226.00,94.26
2225.00,94.24
2224.00,94.25
2223.00,94.28
2222.00,94.33
2221.00,94.36
2220.00,94.33
2219.00,94.27
2218.00,94.21
2217.00,94.17
2216.00,94.14
2215.00,94.12
2214.00,94.10
2213.00,94.10
2212.00,94.12
2211.00,94.15
2210.00,94.19
2209.00,94.21
2208.00,94.20
2207.00,94.19
2206.00,94.18
2205.00,94.17
2204.00,94.12
2203.00,94.04
2202.00,93.94
2201.00,93.84
2200.00,93.78
2199.00,93.76
2198.00,93.79
2197.00,93.84
2196.00,93.87
2195.00,93.85
2194.00,93.77
2193.00,93.67
2192.00,93.59
2191.00,93.53
2190.00,93.50
2189.00,93.48
2188.00,93.49
2187.00,93.52
2186.00,93.58
2185.00,93.64
2184.00,93.64
2183.00,93.60
2182.00,93.55
2181.00,93.54
2180.00,93.58
2179.00,93.62
2178.00,93.65
2177.00,93.66
2176.00,93.65
2175.00,93.62
2174.00,93.57
2173.00,93.55
2172.00,93.54
2171.00,93.52
2170.00,93.47
2169.00,93.41
2168.00,93.36
2167.00,93.29
2166.00,93.20
2165.00,93.11
2164.00,93.03
2163.00,92.97
2162.00,92.91
2161.00,92.89
2160.00,92.95
2159.00,93.10
2158.00,93.29
2157.00,93.46
2156.00,93.58
2155.00,93.67
2154.00,93.77
2153.00,93.86
2152.00,93.94
2151.00,93.97
2150.00,94.00
2149.00,94.03
2148.00,94.09
2147.00,94.14
2146.00,94.19
2145.00,94.24
2144.00,94.30
2143.00,94.37
2142.00,94.44
2141.00,94.48
2140.00,94.50
2139.00,94.52
2138.00,94.56
2137.00,94.63
2136.00,94.71
2135.00,94.79
2134.00,94.88
2133.00,94.97
2132.00,95.04
2131.00,95.08
2130.00,95.07
2129.00,95.04
2128.00,95.02
2127.00,95.02
2126.00,95.04
2125.00,95.06
2124.00,95.08
2123.00,95.10
2122.00,95.11
2121.00,95.13
2120.00,95.15
2119.00,95.16
2118.00,95.15
2117.00,95.12
2116.00,95.08
2115.00,95.03
2114.00,95.00
2113.00,94.99
2112.00,95.00
2111.00,95.01
2110.00,94.99
2109.00,94.97
2108.00,94.96
2107.00,94.96
2106.00,94.98
2105.00,95.00
2104.00,95.01
2103.00,95.00
2102.00,94.97
2101.00,94.94
2100.00,94.92
2099.00,94.93
2098.00,94.95
2097.00,94.98
2096.00,95.02
2095.00,95.04
2094.00,95.05
2093.00,95.05
2092.00,95.05
2091.00,95.06
2090.00,95.05
2089.00,95.03
2088.00,94.99
2087.00,94.97
2086.00,94.98
2085.00,95.00
2084.00,95.02
2083.00,95.00
2082.00,94.96
2081.00,94.91
2080.00,94.87
2079.00,94.84
2078.00,94.82
2077.00,94.82
2076.00,94.82
2075.00,94.81
2074.00,94.78
2073.00,94.74
2072.00,94.71
2071.00,94.70
2070.00,94.73
2069.00,94.77
2068.00,94.78
2067.00,94.75
2066.00,94.67
2065.00,94.60
2064.00,94.57
2063.00,94.59
2062.00,94.63
2061.00,94.64
2060.00,94.63
2059.00,94.60
2058.00,94.59
2057.00,94.59
2056.00,94.59
2055.00,94.58
2054.00,94.54
2053.00,94.47
2052.00,94.40
2051.00,94.33
2050.00,94.26
2049.00,94.20
2048.00,94.16
2047.00,94.11
2046.00,94.05
2045.00,93.96
2044.00,93.89
2043.00,93.85
2042.00,93.84
2041.00,93.84
2040.00,93.79
2039.00,93.71
2038.00,93.61
2037.00,93.54
2036.00,93.50
2035.00,93.48
2034.00,93.47
2033.00,93.48
2032.00,93.53
2031.00,93.57
2030.00,93.60
2029.00,93.60
2028.00,93.61
2027.00,93.64
2026.00,93.65
2025.00,93.63
2024.00,93.60
2023.00,93.59
2022.00,93.61
2021.00,93.64
2020.00,93.67
2019.00,93.66
2018.00,93.63
2017.00,93.58
2016.00,93.55
2015.00,93.57
2014.00,93.63
2013.00,93.70
2012.00,93.75
2011.00,93.76
2010.00,93.78
2009.00,93.79
2008.00,93.82
2007.00,93.87
2006.00,93.95
2005.00,94.03
2004.00,94.08
2003.00,94.09
2002.00,94.08
2001.00,94.09
2000.00,94.11
1999.00,94.13
1998.00,94.13
1997.00,94.14
1996.00,94.17
1995.00,94.21
1994.00,94.21
1993.00,94.17
1992.00,94.11
1991.00,94.08
1990.00,94.06
1989.00,94.06
1988.00,94.04
1987.00,94.00
1986.00,93.95
1985.00,93.93
1984.00,93.94
1983.00,93.92
1982.00,93.84
1981.00,93.73
1980.00,93.63
1979.00,93.60
1978.00,93.63
1977.00,93.70
1976.00,93.75
1975.00,93.80
1974.00,93.83
1973.00,93.88
1972.00,93.91
1971.00,93.94
1970.00,93.96
1969.00,94.01
1968.00,94.09
1967.00,94.16
1966.00,94.22
1965.00,94.27
1964.00,94.33
1963.00,94.40
1962.00,94.47
1961.00,94.52
1960.00,94.57
1959.00,94.61
1958.00,94.63
1957.00,94.63
1956.00,94.64
1955.00,94.66
1954.00,94.70
1953.00,94.72
1952.00,94.74
1951.00,94.76
1950.00,94.79
1949.00,94.81
1948.00,94.82
1947.00,94.82
1946.00,94.82
1945.00,94.84
1944.00,94.87
1943.00,94.93
1942.00,95.00
1941.00,95.08
1940.00,95.14
1939.00,95.18
1938.00,95.19
1937.00,95.18
1936.00,95.15
1935.00,95.13
1934.00,95.14
1933.00,95.18
1932.00,95.24
1931.00,95.29
1930.00,95.32
1929.00,95.34
1928.00,95.35
1927.00,95.37
1926.00,95.40
1925.00,95.44
1924.00,95.47
1923.00,95.49
1922.00,95.49
1921.00,95.47
1920.00,95.46
1919.00,95.45
1918.00,95.45
1917.00,95.46
1916.00,95.46
1915.00,95.47
1914.00,95.49
1913.00,95.53
1912.00,95.58
1911.00,95.61
1910.00,95.63
1909.00,95.63
1908.00,95.64
1907.00,95.64
1906.00,95.64
1905.00,95.63
1904.00,95.64
1903.00,95.65
1902.00,95.67
1901.00,95.69
1900.00,95.70
1899.00,95.71
1898.00,95.73
1897.00,95.75
1896.00,95.78
1895.00,95.79
1894.00,95.80
1893.00,95.82
1892.00,95.84
1891.00,95.86
1890.00,95.88
1889.00,95.88
1888.00,95.88
1887.00,95.88
1886.00,95.90
1885.00,95.90
1884.00,95.89
1883.00,95.87
1882.00,95.84
1881.00,95.84
1880.00,95.85
1879.00,95.87
1878.00,95.88
1877.00,95.89
1876.00,95.89
1875.00,95.88
1874.00,95.88
1873.00,95.88
1872.00,95.88
1871.00,95.88
1870.00,95.90
1869.00,95.91
1868.00,95.93
1867.00,95.94
1866.00,95.94
1865.00,95.95
1864.00,95.96
1863.00,95.98
1862.00,95.99
1861.00,96.00
1860.00,95.99
1859.00,95.97
1858.00,95.96
1857.00,95.96
1856.00,95.98
1855.00,96.00
1854.00,96.03
1853.00,96.05
1852.00,96.07
1851.00,96.08
1850.00,96.08
1849.00,96.08
1848.00,96.09
1847.00,96.11
1846.00,96.13
1845.00,96.14
1844.00,96.14
1843.00,96.13
1842.00,96.12
1841.00,96.12
1840.00,96.13
1839.00,96.14
1838.00,96.15
1837.00,96.15
1836.00,96.15
1835.00,96.15
1834.00,96.17
1833.00,96.19
1832.00,96.21
1831.00,96.22
1830.00,96.21
1829.00,96.19
1828.00,96.17
1827.00,96.16
1826.00,96.15
1825.00,96.15
1824.00,96.16
1823.00,96.18
1822.00,96.20
1821.00,96.22
1820.00,96.23
1819.00,96.25
1818.00,96.28
1817.00,96.29
1816.00,96.30
1815.00,96.30
1814.00,96.29
1813.00,96.29
1812.00,96.30
1811.00,96.30
1810.00,96.31
1809.00,96.31
1808.00,96.30
1807.00,96.31
1806.00,96.33
1805.00,96.35
1804.00,96.37
1803.00,96.37
1802.00,96.35
1801.00,96.34
1800.00,96.35
1799.00,96.37
1798.00,96.38
1797.00,96.38
1796.00,96.37
1795.00,96.35
1794.00,96.34
1793.00,96.33
1792.00,96.33
1791.00,96.34
1790.00,96.35
1789.00,96.35
1788.00,96.34
1787.00,96.32
1786.00,96.30
1785.00,96.30
1784.00,96.30
1783.00,96.31
1782.00,96.32
1781.00,96.32
1780.00,96.32
1779.00,96.32
1778.00,96.33
1777.00,96.33
1776.00,96.33
1775.00,96.33
1774.00,96.33
1773.00,96.32
1772.00,96.32
1771.00,96.33
1770.00,96.33
1769.00,96.33
1768.00,96.31
1767.00,96.29
1766.00,96.27
1765.00,96.27
1764.00,96.27
1763.00,96.24
1762.00,96.20
1761.00,96.17
1760.00,96.15
1759.00,96.13
1758.00,96.11
1757.00,96.07
1756.00,96.02
1755.00,95.97
1754.00,95.93
1753.00,95.87
1752.00,95.78
1751.00,95.65
1750.00,95.50
1749.00,95.34
1748.00,95.18
1747.00,95.02
1746.00,94.86
1745.00,94.68
1744.00,94.49
1743.00,94.28
1742.00,94.07
1741.00,93.84
1740.00,93.61
1739.00,93.38
1738.00,93.20
1737.00,93.04
1736.00,92.88
1735.00,92.68
1734.00,92.48
1733.00,92.34
1732.00,92.26
1731.00,92.20
1730.00,92.17
1729.00,92.15
1728.00,92.17
1727.00,92.20
1726.00,92.26
1725.00,92.35
1724.00,92.48
1723.00,92.62
1722.00,92.77
1721.00,92.90
1720.00,93.05
1719.00,93.21
1718.00,93.41
1717.00,93.61
1716.00,93.81
1715.00,93.99
1714.00,94.17
1713.00,94.32
1712.00,94.43
1711.00,94.54
1710.00,94.65
1709.00,94.77
1708.00,94.89
1707.00,95.00
1706.00,95.11
1705.00,95.21
1704.00,95.30
1703.00,95.38
1702.00,95.46
1701.00,95.52
1700.00,95.56
1699.00,95.60
1698.00,95.63
1697.00,95.66
1696.00,95.69
1695.00,95.72
1694.00,95.75
1693.00,95.77
1692.00,95.78
1691.00,95.79
1690.00,95.80
1689.00,95.80
1688.00,95.80
1687.00,95.81
1686.00,95.81
1685.00,95.81
1684.00,95.81
1683.00,95.81
1682.00,95.80
1681.00,95.78
1680.00,95.75
1679.00,95.74
1678.00,95.74
1677.00,95.73
1676.00,95.72
1675.00,95.69
1674.00,95.69
1673.00,95.68
1672.00,95.67
1671.00,95.64
1670.00,95.59
1669.00,95.52
1668.00,95.47
1667.00,95.43
1666.00,95.40
1665.00,95.37
1664.00,95.33
1663.00,95.29
1662.00,95.25
1661.00,95.22
1660.00,95.20
1659.00,95.19
1658.00,95.19
1657.00,95.20
1656.00,95.23
1655.00,95.25
1654.00,95.24
1653.00,95.20
1652.00,95.17
1651.00,95.16
1650.00,95.16
1649.00,95.16
1648.00,95.14
1647.00,95.10
1646.00,95.07
1645.00,95.05
1644.00,95.02
1643.00,95.00
1642.00,94.98
1641.00,94.97
1640.00,94.95
1639.00,94.94
1638.00,94.91
1637.00,94.87
1636.00,94.80
1635.00,94.73
1634.00,94.70
1633.00,94.67
1632.00,94.67
1631.00,94.68
1630.00,94.71
1629.00,94.76
1628.00,94.81
1627.00,94.87
1626.00,94.93
1625.00,94.98
1624.00,95.04
1623.00,95.09
1622.00,95.12
1621.00,95.14
1620.00,95.15
1619.00,95.17
1618.00,95.18
1617.00,95.20
1616.00,95.24
1615.00,95.28
1614.00,95.33
1613.00,95.36
1612.00,95.39
1611.00,95.43
1610.00,95.47
1609.00,95.50
1608.00,95.53
1607.00,95.54
1606.00,95.54
1605.00,95.55
1604.00,95.57
1603.00,95.60
1602.00,95.63
1601.00,95.65
1600.00,95.67
1599.00,95.70
1598.00,95.74
1597.00,95.79
1596.00,95.84
1595.00,95.88
1594.00,95.91
1593.00,95.93
1592.00,95.94
1591.00,95.96
1590.00,95.98
1589.00,95.99
1588.00,96.00
1587.00,96.00
1586.00,96.01
1585.00,96.02
1584.00,96.03
1583.00,96.04
1582.00,96.06
1581.00,96.07
1580.00,96.08
1579.00,96.10
1578.00,96.10
1577.00,96.09
1576.00,96.09
1575.00,96.09
1574.00,96.12
1573.00,96.14
1572.00,96.16
1571.00,96.17
1570.00,96.18
1569.00,96.20
1568.00,96.21
1567.00,96.21
1566.00,96.21
1565.00,96.22
1564.00,96.23
1563.00,96.24
1562.00,96.24
1561.00,96.23
1560.00,96.21
1559.00,96.20
1558.00,96.24
1557.00,96.26
1556.00,96.26
1555.00,96.26
1554.00,96.25
1553.00,96.25
1552.00,96.25
1551.00,96.25
1550.00,96.26
1549.00,96.27
1548.00,96.29
1547.00,96.31
1546.00,96.32
1545.00,96.32
1544.00,96.31
1543.00,96.30
1542.00,96.30
1541.00,96.30
1540.00,96.30
1539.00,96.31
1538.00,96.31
1537.00,96.31
1536.00,96.31
1535.00,96.31
1534.00,96.29
1533.00,96.27
1532.00,96.26
1531.00,96.25
1530.00,96.24
1529.00,96.23
1528.00,96.22
1527.00,96.23
1526.00,96.23
1525.00,96.23
1524.00,96.23
1523.00,96.22
1522.00,96.20
1521.00,96.17
1520.00,96.16
1519.00,96.15
1518.00,96.15
1517.00,96.16
1516.00,96.17
1515.00,96.18
1514.00,96.20
1513.00,96.21
1512.00,96.22
1511.00,96.24
1510.00,96.27
1509.00,96.28
1508.00,96.28
1507.00,96.28
1506.00,96.29
1505.00,96.30
1504.00,96.30
1503.00,96.30
1502.00,96.30
1501.00,96.31
1500.00,96.31
1499.00,96.32
1498.00,96.32
1497.00,96.31
1496.00,96.28
1495.00,96.26
1494.00,96.25
1493.00,96.25
1492.00,96.23
1491.00,96.20
1490.00,96.17
1489.00,96.13
1488.00,96.10
1487.00,96.09
1486.00,96.06
1485.00,96.03
1484.00,95.98
1483.00,95.93
1482.00,95.88
1481.00,95.82
1480.00,95.76
1479.00,95.71
1478.00,95.65
1477.00,95.56
1476.00,95.47
1475.00,95.39
1474.00,95.30
1473.00,95.18
1472.00,95.04
1471.00,94.92
1470.00,94.81
1469.00,94.71
1468.00,94.63
1467.00,94.57
1466.00,94.51
1465.00,94.43
1464.00,94.32
1463.00,94.18
1462.00,94.01
1461.00,93.82
1460.00,93.58
1459.00,93.30
1458.00,92.90
1457.00,92.39
1456.00,91.91
1455.00,91.55
1454.00,91.27
1453.00,91.00
1452.00,90.75
1451.00,90.54
1450.00,90.39
1449.00,90.26
1448.00,90.16
1447.00,90.09
1446.00,90.03
1445.00,89.98
1444.00,89.92
1443.00,89.88
1442.00,89.84
1441.00,89.80
1440.00,89.76
1439.00,89.74
1438.00,89.73
1437.00,89.74
1436.00,89.80
1435.00,89.91
1434.00,90.04
1433.00,90.17
1432.00,90.35
1431.00,90.57
1430.00,90.83
1429.00,91.10
1428.00,91.38
1427.00,91.65
1426.00,91.92
1425.00,92.20
1424.00,92.47
1423.00,92.72
1422.00,92.93
1421.00,93.14
1420.00,93.36
1419.00,93.60
1418.00,93.81
1417.00,93.97
1416.00,94.09
1415.00,94.21
1414.00,94.31
1413.00,94.40
1412.00,94.49
1411.00,94.58
1410.00,94.67
1409.00,94.77
1408.00,94.87
1407.00,94.95
1406.00,95.01
1405.00,95.07
1404.00,95.12
1403.00,95.16
1402.00,95.18
1401.00,95.18
1400.00,95.18
1399.00,95.18
1398.00,95.18
1397.00,95.17
1396.00,95.14
1395.00,95.10
1394.00,95.07
1393.00,95.05
1392.00,95.04
1391.00,95.03
1390.00,95.02
1389.00,94.98
1388.00,94.94
1387.00,94.88
1386.00,94.82
1385.00,94.77
1384.00,94.72
1383.00,94.66
1382.00,94.60
1381.00,94.54
1380.00,94.49
1379.00,94.43
1378.00,94.37
1377.00,94.32
1376.00,94.27
1375.00,94.22
1374.00,94.17
1373.00,94.12
1372.00,94.09
1371.00,94.06
1370.00,94.03
1369.00,94.00
1368.00,93.97
1367.00,93.94
1366.00,93.90
1365.00,93.87
1364.00,93.83
1363.00,93.79
1362.00,93.76
1361.00,93.74
1360.00,93.73
1359.00,93.72
1358.00,93.73
1357.00,93.73
1356.00,93.72
1355.00,93.72
1354.00,93.73
1353.00,93.74
1352.00,93.76
1351.00,93.78
1350.00,93.80
1349.00,93.83
1348.00,93.86
1347.00,93.90
1346.00,93.94
1345.00,93.98
1344.00,94.02
1343.00,94.07
1342.00,94.12
1341.00,94.17
1340.00,94.24
1339.00,94.30
1338.00,94.36
1337.00,94.41
1336.00,94.44
1335.00,94.47
1334.00,94.51
1333.00,94.54
1332.00,94.57
1331.00,94.59
1330.00,94.61
1329.00,94.63
1328.00,94.65
1327.00,94.69
1326.00,94.73
1325.00,94.78
1324.00,94.81
1323.00,94.82
1322.00,94.81
1321.00,94.80
1320.00,94.80
1319.00,94.81
1318.00,94.82
1317.00,94.82
1316.00,94.82
1315.00,94.81
1314.00,94.80
1313.00,94.78
1312.00,94.77
1311.00,94.76
1310.00,94.76
1309.00,94.76
1308.00,94.75
1307.00,94.73
1306.00,94.70
1305.00,94.66
1304.00,94.63
1303.00,94.60
1302.00,94.57
1301.00,94.55
1300.00,94.51
1299.00,94.46
1298.00,94.41
1297.00,94.37
1296.00,94.33
1295.00,94.30
1294.00,94.27
1293.00,94.24
1292.00,94.20
1291.00,94.15
1290.00,94.12
1289.00,94.08
1288.00,94.04
1287.00,93.99
1286.00,93.95
1285.00,93.91
1284.00,93.86
1283.00,93.80
1282.00,93.74
1281.00,93.67
1280.00,93.60
1279.00,93.54
1278.00,93.49
1277.00,93.44
1276.00,93.40
1275.00,93.35
1274.00,93.30
1273.00,93.25
1272.00,93.22
1271.00,93.19
1270.00,93.16
1269.00,93.14
1268.00,93.11
1267.00,93.08
1266.00,93.04
1265.00,93.01
1264.00,92.98
1263.00,92.94
1262.00,92.90
1261.00,92.85
1260.00,92.81
1259.00,92.77
1258.00,92.72
1257.00,92.68
1256.00,92.63
1255.00,92.56
1254.00,92.49
1253.00,92.41
1252.00,92.33
1251.00,92.26
1250.00,92.18
1249.00,92.10
1248.00,92.02
1247.00,91.95
1246.00,91.89
1245.00,91.81
1244.00,91.73
1243.00,91.65
1242.00,91.58
1241.00,91.52
1240.00,91.45
1239.00,91.39
1238.00,91.33
1237.00,91.29
1236.00,91.26
1235.00,91.24
1234.00,91.24
1233.00,91.23
1232.00,91.22
1231.00,91.19
1230.00,91.14
1229.00,91.10
1228.00,91.07
1227.00,91.04
1226.00,91.02
1225.00,91.00
1224.00,90.98
1223.00,90.95
1222.00,90.90
1221.00,90.84
1220.00,90.79
1219.00,90.77
1218.00,90.77
1217.00,90.77
1216.00,90.76
1215.00,90.74
1214.00,90.71
1213.00,90.69
1212.00,90.66
1211.00,90.63
1210.00,90.60
1209.00,90.58
1208.00,90.57
1207.00,90.57
1206.00,90.57
1205.00,90.58
1204.00,90.59
1203.00,90.62
1202.00,90.66
1201.00,90.72
1200.00,90.78
1199.00,90.83
1198.00,90.89
1197.00,90.95
1196.00,91.01
1195.00,91.06
1194.00,91.10
1193.00,91.13
1192.00,91.18
1191.00,91.23
1190.00,91.27
1189.00,91.30
1188.00,91.34
1187.00,91.37
1186.00,91.41
1185.00,91.44
1184.00,91.45
1183.00,91.46
1182.00,91.48
1181.00,91.49
1180.00,91.50
1179.00,91.49
1178.00,91.47
1177.00,91.46
1176.00,91.44
1175.00,91.42
1174.00,91.41
1173.00,91.40
1172.00,91.40
1171.00,91.42
1170.00,91.44
1169.00,91.47
1168.00,91.52
1167.00,91.58
1166.00,91.65
1165.00,91.73
1164.00,91.83
1163.00,91.95
1162.00,92.08
1161.00,92.20
1160.00,92.31
1159.00,92.42
1158.00,92.53
1157.00,92.62
1156.00,92.68
1155.00,92.73
1154.00,92.75
1153.00,92.78
1152.00,92.82
1151.00,92.86
1150.00,92.89
1149.00,92.91
1148.00,92.92
1147.00,92.90
1146.00,92.87
1145.00,92.85
1144.00,92.84
1143.00,92.84
1142.00,92.84
1141.00,92.82
1140.00,92.79
1139.00,92.75
1138.00,92.71
1137.00,92.69
1136.00,92.67
1135.00,92.65
1134.00,92.63
1133.00,92.61
1132.00,92.60
1131.00,92.61
1130.00,92.63
1129.00,92.64
1128.00,92.64
1127.00,92.65
1126.00,92.66
1125.00,92.67
1124.00,92.67
1123.00,92.67
1122.00,92.67
1121.00,92.67
1120.00,92.66
1119.00,92.65
1118.00,92.64
1117.00,92.61
1116.00,92.56
1115.00,92.51
1114.00,92.45
1113.00,92.39
1112.00,92.30
1111.00,92.18
1110.00,92.04
1109.00,91.89
1108.00,91.75
1107.00,91.63
1106.00,91.50
1105.00,91.35
1104.00,91.16
1103.00,90.95
1102.00,90.77
1101.00,90.60
1100.00,90.44
1099.00,90.27
1098.00,90.08
1097.00,89.89
1096.00,89.73
1095.00,89.58
1094.00,89.44
1093.00,89.29
1092.00,89.14
1091.00,89.00
1090.00,88.87
1089.00,88.74
1088.00,88.62
1087.00,88.50
1086.00,88.39
1085.00,88.29
1084.00,88.19
1083.00,88.09
1082.00,88.01
1081.00,87.93
1080.00,87.85
1079.00,87.77
1078.00,87.68
1077.00,87.59
1076.00,87.47
1075.00,87.37
1074.00,87.30
1073.00,87.26
1072.00,87.23
1071.00,87.18
1070.00,87.12
1069.00,87.06
1068.00,87.02
1067.00,87.02
1066.00,87.06
1065.00,87.13
1064.00,87.19
1063.00,87.25
1062.00,87.29
1061.00,87.32
1060.00,87.35
1059.00,87.38
1058.00,87.43
1057.00,87.50
1056.00,87.57
1055.00,87.65
1054.00,87.71
1053.00,87.74
1052.00,87.76
1051.00,87.78
1050.00,87.80
1049.00,87.81
1048.00,87.80
1047.00,87.79
1046.00,87.77
1045.00,87.77
1044.00,87.77
1043.00,87.75
1042.00,87.70
1041.00,87.64
1040.00,87.60
1039.00,87.60
1038.00,87.65
1037.00,87.73
1036.00,87.89
1035.00,88.12
1034.00,88.42
1033.00,88.73
1032.00,89.02
1031.00,89.28
1030.00,89.53
1029.00,89.77
1028.00,89.98
1027.00,90.17
1026.00,90.33
1025.00,90.47
1024.00,90.58
1023.00,90.66
1022.00,90.72
1021.00,90.79
1020.00,90.85
1019.00,90.91
1018.00,90.98
1017.00,91.04
1016.00,91.09
1015.00,91.13
1014.00,91.16
1013.00,91.20
1012.00,91.24
1011.00,91.29
1010.00,91.35
1009.00,91.44
1008.00,91.53
1007.00,91.62
1006.00,91.69
1005.00,91.75
1004.00,91.82
1003.00,91.89
1002.00,91.96
1001.00,92.03
1000.00,92.10
999.00,92.18
998.00,92.26
997.00,92.32
996.00,92.38
995.00,92.43
994.00,92.47
993.00,92.52
992.00,92.57
991.00,92.62
990.00,92.66
989.00,92.70
988.00,92.73
987.00,92.76
986.00,92.78
985.00,92.81
984.00,92.85
983.00,92.89
982.00,92.91
981.00,92.92
980.00,92.92
979.00,92.92
978.00,92.91
977.00,92.92
976.00,92.93
975.00,92.94
974.00,92.95
973.00,92.96
972.00,92.97
971.00,92.99
970.00,93.01
969.00,93.03
968.00,93.04
967.00,93.04
966.00,93.05
965.00,93.07
964.00,93.10
963.00,93.14
962.00,93.17
961.00,93.18
960.00,93.19
959.00,93.20
958.00,93.22
957.00,93.25
956.00,93.28
955.00,93.30
954.00,93.31
953.00,93.32
952.00,93.33
951.00,93.34
950.00,93.36
949.00,93.37
948.00,93.37
947.00,93.36
946.00,93.36
945.00,93.36
944.00,93.35
943.00,93.33
942.00,93.32
941.00,93.32
940.00,93.33
939.00,93.34
938.00,93.37
937.00,93.39
936.00,93.40
935.00,93.40
934.00,93.38
933.00,93.35
932.00,93.31
931.00,93.31
930.00,93.32
929.00,93.35
928.00,93.36
927.00,93.36
926.00,93.35
925.00,93.34
