Created as New Dataset,64. Modacrylic Toray Dyed
cm-1,%T
924.00,93.34
923.00,93.36
922.00,93.38
921.00,93.41
920.00,93.42
919.00,93.42
918.00,93.43
917.00,93.46
916.00,93.50
915.00,93.53
914.00,93.54
913.00,93.55
912.00,93.56
911.00,93.60
910.00,93.64
909.00,93.66
908.00,93.66
907.00,93.66
906.00,93.66
905.00,93.68
904.00,93.71
903.00,93.74
902.00,93.76
901.00,93.79
900.00,93.82
899.00,93.86
898.00,93.88
897.00,93.89
896.00,93.90
895.00,93.91
894.00,93.92
893.00,93.92
892.00,93.93
891.00,93.96
890.00,94.00
889.00,94.04
888.00,94.06
887.00,94.07
886.00,94.10
885.00,94.14
884.00,94.18
883.00,94.20
882.00,94.22
881.00,94.26
880.00,94.30
879.00,94.35
878.00,94.40
877.00,94.42
876.00,94.42
875.00,94.42
874.00,94.42
873.00,94.43
872.00,94.46
871.00,94.50
870.00,94.55
869.00,94.60
868.00,94.64
867.00,94.68
866.00,94.72
865.00,94.77
864.00,94.82
863.00,94.87
862.00,94.92
861.00,94.96
860.00,94.96
859.00,94.95
858.00,94.95
857.00,94.97
856.00,94.99
855.00,94.99
854.00,94.98
853.00,94.98
852.00,94.99
851.00,95.01
850.00,95.02
849.00,95.02
848.00,95.00
847.00,94.97
846.00,94.93
845.00,94.90
844.00,94.90
843.00,94.92
842.00,94.93
841.00,94.93
840.00,94.89
839.00,94.83
838.00,94.76
837.00,94.71
836.00,94.68
835.00,94.67
834.00,94.68
833.00,94.70
832.00,94.71
831.00,94.69
830.00,94.65
829.00,94.64
828.00,94.68
827.00,94.74
826.00,94.80
825.00,94.84
824.00,94.87
823.00,94.89
822.00,94.91
821.00,94.93
820.00,94.94
819.00,94.94
818.00,94.91
817.00,94.89
816.00,94.87
815.00,94.86
814.00,94.86
813.00,94.87
812.00,94.89
811.00,94.90
810.00,94.89
809.00,94.87
808.00,94.83
807.00,94.79
806.00,94.75
805.00,94.73
804.00,94.72
803.00,94.73
802.00,94.72
801.00,94.69
800.00,94.67
799.00,94.67
798.00,94.69
797.00,94.72
796.00,94.76
795.00,94.79
794.00,94.79
793.00,94.79
792.00,94.79
791.00,94.80
790.00,94.80
789.00,94.79
788.00,94.79
787.00,94.79
786.00,94.80
785.00,94.82
784.00,94.85
783.00,94.86
782.00,94.86
781.00,94.86
780.00,94.87
779.00,94.90
778.00,94.92
777.00,94.92
776.00,94.90
775.00,94.87
774.00,94.83
773.00,94.78
772.00,94.74
771.00,94.73
770.00,94.73
769.00,94.74
768.00,94.74
767.00,94.72
766.00,94.69
765.00,94.64
764.00,94.57
763.00,94.52
762.00,94.50
761.00,94.50
760.00,94.51
759.00,94.50
758.00,94.47
757.00,94.41
756.00,94.34
755.00,94.26
754.00,94.20
753.00,94.16
752.00,94.14
751.00,94.13
750.00,94.10
749.00,94.05
748.00,93.98
747.00,93.92
746.00,93.87
745.00,93.82
744.00,93.76
743.00,93.68
742.00,93.58
741.00,93.48
740.00,93.36
739.00,93.24
738.00,93.14
737.00,93.07
736.00,93.02
735.00,92.96
734.00,92.84
733.00,92.70
732.00,92.58
731.00,92.50
730.00,92.39
729.00,92.25
728.00,92.11
727.00,92.01
726.00,91.94
725.00,91.86
724.00,91.75
723.00,91.64
722.00,91.53
721.00,91.42
720.00,91.30
719.00,91.19
718.00,91.10
717.00,91.04
716.00,91.00
715.00,90.99
714.00,90.97
713.00,90.95
712.00,90.92
711.00,90.89
710.00,90.84
709.00,90.77
708.00,90.74
707.00,90.76
706.00,90.81
705.00,90.85
704.00,90.85
703.00,90.85
702.00,90.89
701.00,90.97
700.00,91.05
699.00,91.12
698.00,91.17
697.00,91.18
696.00,91.19
695.00,91.18
694.00,91.16
693.00,91.12
692.00,91.08
691.00,91.07
690.00,91.09
689.00,91.09
688.00,91.03
687.00,90.92
686.00,90.81
685.00,90.71
684.00,90.61
683.00,90.52
682.00,90.40
681.00,90.23
680.00,90.01
679.00,89.80
678.00,89.62
677.00,89.46
676.00,89.28
675.00,89.09
674.00,88.90
673.00,88.72
672.00,88.56
671.00,88.44
670.00,88.34
669.00,88.19
668.00,87.97
667.00,87.72
666.00,87.57
665.00,87.49
664.00,87.38
663.00,87.19
662.00,87.00
661.00,86.81
660.00,86.63
659.00,86.45
658.00,86.31
657.00,86.20
656.00,86.10
655.00,85.99
654.00,85.84
653.00,85.65
652.00,85.45
651.00,85.32
650.00,85.24
649.00,85.19
648.00,85.13
647.00,85.11
646.00,85.18
645.00,85.29
644.00,85.36
643.00,85.37
642.00,85.36
641.00,85.32
640.00,85.26
639.00,85.20
638.00,85.12
637.00,85.05
636.00,85.07
635.00,85.27
634.00,85.60
633.00,85.92
632.00,86.15
631.00,86.27
630.00,86.30
629.00,86.26
628.00,86.21
627.00,86.26
626.00,86.45
625.00,86.69
624.00,86.86
623.00,86.97
622.00,87.04
621.00,87.10
620.00,87.10
619.00,87.05
618.00,86.94
617.00,86.74
616.00,86.50
615.00,86.35
614.00,86.38
613.00,86.50
612.00,86.59
611.00,86.59
610.00,86.53
609.00,86.48
608.00,86.53
607.00,86.76
606.00,87.10
605.00,87.39
604.00,87.66
603.00,88.06
602.00,88.61
601.00,88.97
600.00,88.80
599.00,88.16
598.00,87.52
597.00,87.26
596.00,87.38
595.00,87.70
594.00,88.06
593.00,88.37
592.00,88.55
591.00,88.61
590.00,88.64
589.00,88.71
588.00,88.71
587.00,88.53
586.00,88.27
585.00,88.23
584.00,88.55
583.00,89.08
582.00,89.45
581.00,89.42
580.00,89.06
579.00,88.55
578.00,88.11
577.00,87.79
576.00,87.59
575.00,87.54
574.00,87.70
573.00,88.10
572.00,88.70
571.00,89.29
570.00,89.69
569.00,89.82
568.00,89.79
567.00,89.66
566.00,89.44
565.00,89.22
564.00,89.09
563.00,89.04
562.00,88.93
561.00,88.63
560.00,88.29
559.00,88.20
558.00,88.53
557.00,89.10
556.00,89.59
555.00,89.68
554.00,89.14
553.00,88.15
552.00,87.23
551.00,86.96
550.00,87.48
