Created as New Dataset,61 Modacrylic Monsanto Elura USA Brown. PAN +VBr + aromatic sulphonate dye site. Wig fiber. Obsolete.
cm-1,%T
2486.00,96.94
2485.00,96.98
2484.00,97.01
2483.00,97.04
2482.00,97.05
2481.00,97.06
2480.00,97.06
2479.00,97.06
2478.00,97.05
2477.00,97.04
2476.00,97.03
2475.00,97.02
2474.00,97.00
2473.00,96.99
2472.00,96.98
2471.00,96.99
2470.00,97.00
2469.00,97.02
2468.00,97.02
2467.00,97.02
2466.00,97.01
2465.00,97.01
2464.00,97.02
2463.00,97.03
2462.00,97.04
2461.00,97.04
2460.00,97.03
2459.00,97.02
2458.00,97.02
2457.00,97.03
2456.00,97.05
2455.00,97.06
2454.00,97.07
2453.00,97.07
2452.00,97.06
2451.00,97.05
2450.00,97.03
2449.00,97.01
2448.00,96.99
2447.00,96.97
2446.00,96.97
2445.00,96.98
2444.00,97.00
2443.00,97.03
2442.00,97.04
2441.00,97.05
2440.00,97.04
2439.00,97.03
2438.00,97.02
2437.00,97.01
2436.00,97.00
2435.00,97.00
2434.00,97.00
2433.00,97.00
2432.00,97.02
2431.00,97.05
2430.00,97.07
2429.00,97.08
2428.00,97.06
2427.00,97.03
2426.00,97.01
2425.00,97.01
2424.00,97.02
2423.00,97.03
2422.00,97.01
2421.00,96.99
2420.00,96.98
2419.00,96.99
2418.00,97.02
2417.00,97.04
2416.00,97.04
2415.00,97.04
2414.00,97.03
2413.00,97.03
2412.00,97.03
2411.00,97.03
2410.00,97.04
2409.00,97.05
2408.00,97.06
2407.00,97.07
2406.00,97.09
2405.00,97.10
2404.00,97.10
2403.00,97.10
2402.00,97.09
2401.00,97.10
2400.00,97.10
2399.00,97.11
2398.00,97.11
2397.00,97.09
2396.00,97.08
2395.00,97.09
2394.00,97.10
2393.00,97.12
2392.00,97.14
2391.00,97.16
2390.00,97.17
2389.00,97.18
2388.00,97.19
2387.00,97.19
2386.00,97.19
2385.00,97.21
2384.00,97.25
2383.00,97.29
2382.00,97.32
2381.00,97.34
2380.00,97.35
2379.00,97.35
2378.00,97.35
2377.00,97.36
2376.00,97.37
2375.00,97.39
2374.00,97.42
2373.00,97.43
2372.00,97.45
2371.00,97.45
2370.00,97.43
2369.00,97.39
2368.00,97.35
2367.00,97.30
2366.00,97.25
2365.00,97.21
2364.00,97.21
2363.00,97.27
2362.00,97.37
2361.00,97.48
2360.00,97.54
2359.00,97.50
2358.00,97.37
2357.00,97.20
2356.00,97.07
2355.00,97.05
2354.00,97.10
2353.00,97.16
2352.00,97.20
2351.00,97.25
2350.00,97.29
2349.00,97.32
2348.00,97.33
2347.00,97.33
2346.00,97.33
2345.00,97.32
2344.00,97.30
2343.00,97.29
2342.00,97.30
2341.00,97.32
2340.00,97.33
2339.00,97.33
2338.00,97.32
2337.00,97.31
2336.00,97.29
2335.00,97.27
2334.00,97.25
2333.00,97.23
2332.00,97.21
2331.00,97.20
2330.00,97.21
2329.00,97.23
2328.00,97.23
2327.00,97.20
2326.00,97.16
2325.00,97.13
2324.00,97.14
2323.00,97.17
2322.00,97.17
2321.00,97.14
2320.00,97.10
2319.00,97.07
2318.00,97.07
2317.00,97.07
2316.00,97.05
2315.00,97.04
2314.00,97.03
2313.00,97.05
2312.00,97.07
2311.00,97.08
2310.00,97.07
2309.00,97.05
2308.00,97.02
2307.00,97.01
2306.00,96.99
2305.00,96.99
2304.00,96.98
2303.00,96.98
2302.00,96.96
2301.00,96.95
2300.00,96.95
2299.00,96.94
2298.00,96.92
2297.00,96.91
2296.00,96.89
2295.00,96.87
2294.00,96.85
2293.00,96.82
2292.00,96.79
2291.00,96.78
2290.00,96.78
2289.00,96.77
2288.00,96.75
2287.00,96.71
2286.00,96.68
2285.00,96.67
2284.00,96.68
2283.00,96.70
2282.00,96.73
2281.00,96.76
2280.00,96.77
2279.00,96.76
2278.00,96.74
2277.00,96.72
2276.00,96.72
2275.00,96.71
2274.00,96.71
2273.00,96.70
2272.00,96.69
2271.00,96.66
2270.00,96.62
2269.00,96.60
2268.00,96.59
2267.00,96.59
2266.00,96.59
2265.00,96.57
2264.00,96.54
2263.00,96.48
2262.00,96.43
2261.00,96.36
2260.00,96.27
2259.00,96.19
2258.00,96.11
2257.00,96.05
2256.00,95.97
2255.00,95.83
2254.00,95.64
2253.00,95.42
2252.00,95.22
2251.00,95.05
2250.00,94.90
2249.00,94.74
2248.00,94.56
2247.00,94.38
2246.00,94.22
2245.00,94.10
2244.00,94.03
2243.00,94.02
2242.00,94.08
2241.00,94.22
2240.00,94.41
2239.00,94.64
2238.00,94.88
2237.00,95.13
2236.00,95.37
2235.00,95.61
2234.00,95.84
2233.00,96.04
2232.00,96.18
2231.00,96.26
2230.00,96.31
2229.00,96.38
2228.00,96.45
2227.00,96.48
2226.00,96.48
2225.00,96.49
2224.00,96.51
2223.00,96.54
2222.00,96.55
2221.00,96.57
2220.00,96.58
2219.00,96.57
2218.00,96.52
2217.00,96.47
2216.00,96.44
2215.00,96.44
2214.00,96.45
2213.00,96.46
2212.00,96.47
2211.00,96.48
2210.00,96.49
2209.00,96.48
2208.00,96.49
2207.00,96.49
2206.00,96.44
2205.00,96.38
2204.00,96.33
2203.00,96.35
2202.00,96.39
2201.00,96.42
2200.00,96.42
2199.00,96.39
2198.00,96.37
2197.00,96.36
2196.00,96.35
2195.00,96.34
2194.00,96.30
2193.00,96.27
2192.00,96.27
2191.00,96.30
2190.00,96.36
2189.00,96.42
2188.00,96.44
2187.00,96.43
2186.00,96.39
2185.00,96.34
2184.00,96.34
2183.00,96.38
2182.00,96.43
2181.00,96.46
2180.00,96.43
2179.00,96.35
2178.00,96.26
2177.00,96.21
2176.00,96.22
2175.00,96.29
2174.00,96.37
2173.00,96.43
2172.00,96.43
2171.00,96.37
2170.00,96.29
2169.00,96.26
2168.00,96.30
2167.00,96.34
2166.00,96.33
2165.00,96.25
2164.00,96.13
2163.00,96.04
2162.00,96.03
2161.00,96.11
2160.00,96.25
2159.00,96.39
2158.00,96.48
2157.00,96.52
2156.00,96.54
2155.00,96.55
2154.00,96.55
2153.00,96.54
2152.00,96.52
2151.00,96.51
2150.00,96.51
2149.00,96.52
2148.00,96.54
2147.00,96.58
2146.00,96.60
2145.00,96.60
2144.00,96.58
2143.00,96.58
2142.00,96.61
2141.00,96.66
2140.00,96.71
2139.00,96.76
2138.00,96.79
2137.00,96.80
2136.00,96.81
2135.00,96.84
2134.00,96.89
2133.00,96.94
2132.00,96.97
2131.00,96.99
2130.00,97.00
2129.00,96.99
2128.00,96.94
2127.00,96.88
2126.00,96.81
2125.00,96.75
2124.00,96.73
2123.00,96.73
2122.00,96.75
2121.00,96.78
2120.00,96.78
2119.00,96.78
2118.00,96.76
2117.00,96.76
2116.00,96.76
2115.00,96.75
2114.00,96.73
2113.00,96.71
2112.00,96.69
2111.00,96.69
2110.00,96.68
2109.00,96.67
2108.00,96.67
2107.00,96.69
2106.00,96.70
2105.00,96.70
2104.00,96.69
2103.00,96.67
2102.00,96.67
2101.00,96.68
2100.00,96.69
2099.00,96.71
2098.00,96.72
2097.00,96.74
2096.00,96.75
2095.00,96.76
2094.00,96.77
2093.00,96.78
2092.00,96.79
2091.00,96.81
2090.00,96.82
2089.00,96.81
2088.00,96.78
2087.00,96.75
2086.00,96.72
2085.00,96.69
2084.00,96.67
2083.00,96.64
2082.00,96.61
2081.00,96.59
2080.00,96.57
2079.00,96.57
2078.00,96.60
2077.00,96.65
2076.00,96.68
2075.00,96.69
2074.00,96.67
2073.00,96.64
2072.00,96.62
2071.00,96.62
2070.00,96.64
2069.00,96.66
2068.00,96.66
2067.00,96.65
2066.00,96.65
2065.00,96.64
2064.00,96.65
2063.00,96.65
2062.00,96.65
2061.00,96.65
2060.00,96.64
2059.00,96.65
2058.00,96.67
2057.00,96.71
2056.00,96.72
2055.00,96.69
2054.00,96.62
2053.00,96.52
2052.00,96.44
2051.00,96.39
2050.00,96.40
2049.00,96.45
2048.00,96.52
2047.00,96.55
2046.00,96.54
2045.00,96.50
2044.00,96.45
2043.00,96.42
2042.00,96.40
2041.00,96.38
2040.00,96.39
2039.00,96.41
2038.00,96.44
2037.00,96.47
2036.00,96.48
2035.00,96.48
2034.00,96.47
2033.00,96.48
2032.00,96.50
2031.00,96.52
2030.00,96.52
2029.00,96.50
2028.00,96.46
2027.00,96.41
2026.00,96.38
2025.00,96.37
2024.00,96.39
2023.00,96.40
2022.00,96.38
2021.00,96.34
2020.00,96.30
2019.00,96.29
2018.00,96.31
2017.00,96.34
2016.00,96.39
2015.00,96.45
2014.00,96.49
2013.00,96.49
2012.00,96.46
2011.00,96.46
2010.00,96.52
2009.00,96.61
2008.00,96.69
2007.00,96.71
2006.00,96.65
2005.00,96.54
2004.00,96.47
2003.00,96.47
2002.00,96.54
2001.00,96.62
2000.00,96.65
1999.00,96.61
1998.00,96.54
1997.00,96.48
1996.00,96.46
1995.00,96.45
1994.00,96.44
1993.00,96.42
1992.00,96.42
1991.00,96.44
1990.00,96.45
1989.00,96.44
1988.00,96.41
1987.00,96.39
1986.00,96.37
1985.00,96.33
1984.00,96.28
1983.00,96.21
1982.00,96.16
1981.00,96.15
1980.00,96.19
1979.00,96.26
1978.00,96.35
1977.00,96.44
1976.00,96.50
1975.00,96.51
1974.00,96.50
1973.00,96.49
1972.00,96.52
1971.00,96.58
1970.00,96.60
1969.00,96.56
1968.00,96.51
1967.00,96.49
1966.00,96.51
1965.00,96.55
1964.00,96.58
1963.00,96.60
1962.00,96.60
1961.00,96.59
1960.00,96.57
1959.00,96.59
1958.00,96.63
1957.00,96.68
1956.00,96.73
1955.00,96.77
1954.00,96.78
1953.00,96.76
1952.00,96.71
1951.00,96.68
1950.00,96.70
1949.00,96.75
1948.00,96.79
1947.00,96.82
1946.00,96.81
1945.00,96.77
1944.00,96.72
1943.00,96.68
1942.00,96.68
1941.00,96.71
1940.00,96.74
1939.00,96.76
1938.00,96.78
1937.00,96.80
1936.00,96.80
1935.00,96.80
1934.00,96.79
1933.00,96.79
1932.00,96.79
1931.00,96.79
1930.00,96.79
1929.00,96.80
1928.00,96.82
1927.00,96.83
1926.00,96.82
1925.00,96.79
1924.00,96.77
1923.00,96.78
1922.00,96.81
1921.00,96.84
1920.00,96.87
1919.00,96.89
1918.00,96.90
1917.00,96.92
1916.00,96.93
1915.00,96.93
1914.00,96.92
1913.00,96.90
1912.00,96.88
1911.00,96.87
1910.00,96.87
1909.00,96.88
1908.00,96.87
1907.00,96.87
1906.00,96.87
1905.00,96.87
1904.00,96.87
1903.00,96.88
1902.00,96.90
1901.00,96.91
1900.00,96.91
1899.00,96.90
1898.00,96.89
1897.00,96.89
1896.00,96.90
1895.00,96.93
1894.00,96.96
1893.00,96.99
1892.00,97.00
1891.00,97.00
1890.00,96.99
1889.00,96.97
1888.00,96.96
1887.00,96.95
1886.00,96.94
1885.00,96.92
1884.00,96.91
1883.00,96.90
1882.00,96.90
1881.00,96.91
1880.00,96.94
1879.00,96.97
1878.00,96.99
1877.00,97.01
1876.00,97.00
1875.00,96.99
1874.00,96.98
1873.00,96.97
1872.00,96.96
1871.00,96.96
1870.00,96.97
1869.00,96.99
1868.00,97.01
1867.00,97.02
1866.00,97.01
1865.00,97.00
1864.00,96.98
1863.00,96.97
1862.00,96.96
1861.00,96.94
1860.00,96.94
1859.00,96.96
1858.00,96.98
1857.00,96.99
1856.00,97.01
1855.00,97.02
1854.00,97.04
1853.00,97.06
1852.00,97.06
1851.00,97.06
1850.00,97.06
1849.00,97.06
1848.00,97.06
1847.00,97.07
1846.00,97.07
1845.00,97.06
1844.00,97.03
1843.00,97.00
1842.00,96.99
1841.00,97.01
1840.00,97.03
1839.00,97.05
1838.00,97.05
1837.00,97.06
1836.00,97.06
1835.00,97.06
1834.00,97.06
1833.00,97.07
1832.00,97.09
1831.00,97.11
1830.00,97.12
1829.00,97.11
1828.00,97.09
1827.00,97.06
1826.00,97.05
1825.00,97.04
1824.00,97.05
1823.00,97.05
1822.00,97.05
1821.00,97.07
1820.00,97.10
1819.00,97.13
1818.00,97.16
1817.00,97.17
1816.00,97.16
1815.00,97.15
1814.00,97.13
1813.00,97.11
1812.00,97.10
1811.00,97.09
1810.00,97.10
1809.00,97.12
1808.00,97.13
1807.00,97.14
1806.00,97.13
1805.00,97.11
1804.00,97.09
1803.00,97.08
1802.00,97.07
1801.00,97.07
1800.00,97.08
1799.00,97.10
1798.00,97.10
1797.00,97.09
1796.00,97.08
1795.00,97.08
1794.00,97.08
1793.00,97.08
1792.00,97.09
1791.00,97.09
1790.00,97.09
1789.00,97.10
1788.00,97.11
1787.00,97.13
1786.00,97.13
1785.00,97.12
1784.00,97.12
1783.00,97.11
1782.00,97.11
1781.00,97.11
1780.00,97.11
1779.00,97.11
1778.00,97.11
1777.00,97.12
1776.00,97.12
1775.00,97.13
1774.00,97.14
1773.00,97.14
1772.00,97.13
1771.00,97.11
1770.00,97.10
1769.00,97.11
1768.00,97.11
1767.00,97.12
1766.00,97.12
1765.00,97.11
1764.00,97.10
1763.00,97.09
1762.00,97.09
1761.00,97.08
1760.00,97.08
1759.00,97.09
1758.00,97.10
1757.00,97.10
1756.00,97.09
1755.00,97.08
1754.00,97.07
1753.00,97.06
1752.00,97.06
1751.00,97.05
1750.00,97.06
1749.00,97.06
1748.00,97.06
1747.00,97.04
1746.00,97.02
1745.00,97.00
1744.00,96.97
1743.00,96.94
1742.00,96.93
1741.00,96.94
1740.00,96.96
1739.00,96.98
1738.00,96.98
1737.00,96.97
1736.00,96.97
1735.00,96.97
1734.00,96.96
1733.00,96.95
1732.00,96.95
1731.00,96.95
1730.00,96.95
1729.00,96.95
1728.00,96.95
1727.00,96.94
1726.00,96.94
1725.00,96.93
1724.00,96.93
1723.00,96.93
1722.00,96.94
1721.00,96.96
1720.00,96.96
1719.00,96.98
1718.00,96.99
1717.00,97.00
1716.00,96.99
1715.00,96.99
1714.00,96.98
1713.00,96.98
1712.00,96.98
1711.00,97.00
1710.00,97.01
1709.00,97.01
1708.00,97.00
1707.00,96.99
1706.00,96.98
1705.00,96.98
1704.00,96.98
1703.00,96.98
1702.00,96.98
1701.00,96.97
1700.00,96.97
1699.00,96.97
1698.00,96.96
1697.00,96.95
1696.00,96.96
1695.00,96.98
1694.00,96.99
1693.00,96.99
1692.00,96.98
1691.00,96.97
1690.00,96.97
1689.00,96.96
1688.00,96.94
1687.00,96.93
1686.00,96.92
1685.00,96.92
1684.00,96.92
1683.00,96.92
1682.00,96.92
1681.00,96.92
1680.00,96.92
1679.00,96.93
1678.00,96.94
1677.00,96.95
1676.00,96.96
1675.00,96.95
1674.00,96.94
1673.00,96.93
1672.00,96.92
1671.00,96.91
1670.00,96.91
1669.00,96.92
1668.00,96.93
1667.00,96.93
1666.00,96.93
1665.00,96.93
1664.00,96.94
1663.00,96.94
1662.00,96.94
1661.00,96.93
1660.00,96.93
1659.00,96.94
1658.00,96.94
1657.00,96.93
1656.00,96.91
1655.00,96.89
1654.00,96.86
1653.00,96.83
1652.00,96.81
1651.00,96.81
1650.00,96.80
1649.00,96.79
1648.00,96.77
1647.00,96.74
1646.00,96.72
1645.00,96.71
1644.00,96.69
1643.00,96.68
1642.00,96.66
1641.00,96.64
1640.00,96.62
1639.00,96.60
1638.00,96.58
1637.00,96.54
1636.00,96.51
1635.00,96.49
1634.00,96.49
1633.00,96.49
1632.00,96.49
1631.00,96.47
1630.00,96.45
1629.00,96.43
1628.00,96.43
1627.00,96.43
1626.00,96.44
1625.00,96.45
1624.00,96.47
1623.00,96.49
1622.00,96.50
1621.00,96.51
1620.00,96.52
1619.00,96.52
1618.00,96.52
1617.00,96.52
1616.00,96.53
1615.00,96.56
1614.00,96.58
1613.00,96.61
1612.00,96.63
1611.00,96.64
1610.00,96.65
1609.00,96.65
1608.00,96.64
1607.00,96.64
1606.00,96.64
1605.00,96.64
1604.00,96.64
1603.00,96.64
1602.00,96.65
1601.00,96.67
1600.00,96.68
1599.00,96.69
1598.00,96.69
1597.00,96.70
1596.00,96.70
1595.00,96.72
1594.00,96.74
1593.00,96.77
1592.00,96.80
1591.00,96.83
1590.00,96.84
1589.00,96.86
1588.00,96.87
1587.00,96.87
1586.00,96.87
1585.00,96.87
1584.00,96.87
1583.00,96.88
1582.00,96.89
1581.00,96.91
1580.00,96.92
1579.00,96.93
1578.00,96.93
1577.00,96.94
1576.00,96.94
1575.00,96.94
1574.00,96.95
1573.00,96.95
1572.00,96.97
1571.00,96.98
1570.00,97.00
1569.00,96.99
1568.00,96.99
1567.00,96.98
1566.00,96.98
1565.00,96.99
1564.00,96.98
1563.00,96.98
1562.00,96.97
1561.00,96.97
1560.00,96.97
1559.00,96.97
1558.00,96.97
1557.00,96.98
1556.00,97.00
1555.00,97.02
1554.00,97.04
1553.00,97.06
1552.00,97.07
1551.00,97.07
1550.00,97.07
1549.00,97.07
1548.00,97.07
1547.00,97.09
1546.00,97.10
1545.00,97.11
1544.00,97.12
1543.00,97.12
1542.00,97.12
1541.00,97.12
1540.00,97.12
1539.00,97.12
1538.00,97.12
1537.00,97.12
1536.00,97.12
1535.00,97.13
1534.00,97.13
1533.00,97.12
1532.00,97.09
1531.00,97.07
1530.00,97.04
1529.00,97.03
1528.00,97.02
1527.00,97.03
1526.00,97.03
1525.00,97.03
1524.00,97.03
1523.00,97.03
1522.00,97.03
1521.00,97.01
1520.00,96.98
1519.00,96.97
1518.00,96.97
1517.00,96.98
1516.00,96.98
1515.00,96.99
1514.00,97.00
1513.00,97.01
1512.00,97.00
1511.00,97.00
1510.00,97.01
1509.00,97.02
1508.00,97.03
1507.00,96.99
1506.00,96.92
1505.00,96.87
1504.00,96.83
1503.00,96.81
1502.00,96.78
1501.00,96.74
1500.00,96.69
1499.00,96.66
1498.00,96.63
1497.00,96.62
1496.00,96.61
1495.00,96.62
1494.00,96.65
1493.00,96.67
1492.00,96.70
1491.00,96.72
1490.00,96.73
1489.00,96.74
1488.00,96.75
1487.00,96.77
1486.00,96.78
1485.00,96.78
1484.00,96.77
1483.00,96.77
1482.00,96.75
1481.00,96.74
1480.00,96.74
1479.00,96.74
1478.00,96.73
1477.00,96.71
1476.00,96.69
1475.00,96.68
1474.00,96.67
1473.00,96.66
1472.00,96.65
1471.00,96.64
1470.00,96.61
1469.00,96.55
1468.00,96.47
1467.00,96.37
1466.00,96.27
1465.00,96.15
1464.00,96.03
1463.00,95.90
1462.00,95.75
1461.00,95.59
1460.00,95.42
1459.00,95.21
1458.00,94.94
1457.00,94.60
1456.00,94.29
1455.00,94.08
1454.00,93.94
1453.00,93.83
1452.00,93.74
1451.00,93.68
1450.00,93.64
1449.00,93.62
1448.00,93.60
1447.00,93.61
1446.00,93.63
1445.00,93.66
1444.00,93.71
1443.00,93.77
1442.00,93.84
1441.00,93.90
1440.00,93.96
1439.00,94.01
1438.00,94.07
1437.00,94.14
1436.00,94.23
1435.00,94.33
1434.00,94.43
1433.00,94.53
1432.00,94.63
1431.00,94.74
1430.00,94.87
1429.00,95.00
1428.00,95.13
1427.00,95.25
1426.00,95.36
1425.00,95.47
1424.00,95.57
1423.00,95.68
1422.00,95.78
1421.00,95.88
1420.00,95.97
1419.00,96.06
1418.00,96.14
1417.00,96.20
1416.00,96.25
1415.00,96.28
1414.00,96.30
1413.00,96.34
1412.00,96.38
1411.00,96.42
1410.00,96.46
1409.00,96.50
1408.00,96.54
1407.00,96.58
1406.00,96.60
1405.00,96.61
1404.00,96.60
1403.00,96.59
1402.00,96.59
1401.00,96.59
1400.00,96.60
1399.00,96.61
1398.00,96.62
1397.00,96.63
1396.00,96.64
1395.00,96.64
1394.00,96.62
1393.00,96.61
1392.00,96.60
1391.00,96.59
1390.00,96.59
1389.00,96.59
1388.00,96.57
1387.00,96.54
1386.00,96.51
1385.00,96.47
1384.00,96.43
1383.00,96.40
1382.00,96.38
1381.00,96.36
1380.00,96.33
1379.00,96.29
1378.00,96.25
1377.00,96.20
1376.00,96.16
1375.00,96.12
1374.00,96.10
1373.00,96.08
1372.00,96.06
1371.00,96.03
1370.00,95.99
1369.00,95.95
1368.00,95.90
1367.00,95.87
1366.00,95.84
1365.00,95.81
1364.00,95.77
1363.00,95.73
1362.00,95.68
1361.00,95.66
1360.00,95.66
1359.00,95.66
1358.00,95.65
1357.00,95.64
1356.00,95.62
1355.00,95.61
1354.00,95.61
1353.00,95.63
1352.00,95.66
1351.00,95.69
1350.00,95.72
1349.00,95.73
1348.00,95.74
1347.00,95.75
1346.00,95.76
1345.00,95.78
1344.00,95.81
1343.00,95.84
1342.00,95.88
1341.00,95.93
1340.00,95.98
1339.00,96.02
1338.00,96.05
1337.00,96.07
1336.00,96.08
1335.00,96.09
1334.00,96.11
1333.00,96.12
1332.00,96.13
1331.00,96.13
1330.00,96.13
1329.00,96.13
1328.00,96.14
1327.00,96.15
1326.00,96.17
1325.00,96.18
1324.00,96.20
1323.00,96.21
1322.00,96.23
1321.00,96.24
1320.00,96.25
1319.00,96.25
1318.00,96.24
1317.00,96.22
1316.00,96.20
1315.00,96.18
1314.00,96.18
1313.00,96.18
1312.00,96.18
1311.00,96.19
1310.00,96.18
1309.00,96.18
1308.00,96.17
1307.00,96.15
1306.00,96.14
1305.00,96.12
1304.00,96.10
1303.00,96.09
1302.00,96.09
1301.00,96.09
1300.00,96.09
1299.00,96.08
1298.00,96.07
1297.00,96.06
1296.00,96.06
1295.00,96.06
1294.00,96.06
1293.00,96.06
1292.00,96.05
1291.00,96.03
1290.00,96.01
1289.00,96.00
1288.00,95.98
1287.00,95.97
1286.00,95.97
1285.00,95.97
1284.00,95.95
1283.00,95.93
1282.00,95.91
1281.00,95.90
1280.00,95.89
1279.00,95.87
1278.00,95.85
1277.00,95.83
1276.00,95.80
1275.00,95.77
1274.00,95.74
1273.00,95.73
1272.00,95.71
1271.00,95.70
1270.00,95.69
1269.00,95.67
1268.00,95.64
1267.00,95.61
1266.00,95.57
1265.00,95.54
1264.00,95.51
1263.00,95.47
1262.00,95.43
1261.00,95.39
1260.00,95.34
1259.00,95.29
1258.00,95.25
1257.00,95.21
1256.00,95.17
1255.00,95.14
1254.00,95.10
1253.00,95.06
1252.00,95.02
1251.00,94.98
1250.00,94.96
1249.00,94.95
1248.00,94.93
1247.00,94.91
1246.00,94.88
1245.00,94.86
1244.00,94.84
1243.00,94.82
1242.00,94.81
1241.00,94.80
1240.00,94.77
1239.00,94.75
1238.00,94.73
1237.00,94.73
1236.00,94.74
1235.00,94.77
1234.00,94.79
1233.00,94.81
1232.00,94.81
1231.00,94.81
1230.00,94.81
1229.00,94.81
1228.00,94.82
1227.00,94.83
1226.00,94.84
1225.00,94.85
1224.00,94.86
1223.00,94.86
1222.00,94.86
1221.00,94.87
1220.00,94.90
1219.00,94.94
1218.00,94.98
1217.00,95.00
1216.00,95.01
1215.00,95.02
1214.00,95.03
1213.00,95.06
1212.00,95.11
1211.00,95.17
1210.00,95.20
1209.00,95.20
1208.00,95.19
1207.00,95.19
1206.00,95.22
1205.00,95.26
1204.00,95.29
1203.00,95.29
1202.00,95.29
1201.00,95.28
1200.00,95.26
1199.00,95.25
1198.00,95.24
1197.00,95.24
1196.00,95.23
1195.00,95.24
1194.00,95.24
1193.00,95.24
1192.00,95.24
1191.00,95.23
1190.00,95.23
1189.00,95.23
1188.00,95.24
1187.00,95.26
1186.00,95.28
1185.00,95.30
1184.00,95.30
1183.00,95.30
1182.00,95.30
1181.00,95.32
1180.00,95.35
1179.00,95.38
1178.00,95.40
1177.00,95.43
1176.00,95.44
1175.00,95.45
1174.00,95.47
1173.00,95.50
1172.00,95.54
1171.00,95.56
1170.00,95.58
1169.00,95.59
1168.00,95.60
1167.00,95.60
1166.00,95.59
1165.00,95.58
1164.00,95.59
1163.00,95.61
1162.00,95.64
1161.00,95.67
1160.00,95.68
1159.00,95.69
1158.00,95.71
1157.00,95.75
1156.00,95.80
1155.00,95.85
1154.00,95.91
1153.00,95.97
1152.00,96.02
1151.00,96.05
1150.00,96.06
1149.00,96.07
1148.00,96.08
1147.00,96.11
1146.00,96.14
1145.00,96.16
1144.00,96.18
1143.00,96.18
1142.00,96.19
1141.00,96.20
1140.00,96.21
1139.00,96.22
1138.00,96.21
1137.00,96.18
1136.00,96.14
1135.00,96.08
1134.00,96.02
1133.00,95.97
1132.00,95.92
1131.00,95.86
1130.00,95.79
1129.00,95.71
1128.00,95.62
1127.00,95.54
1126.00,95.47
1125.00,95.42
1124.00,95.40
1123.00,95.38
1122.00,95.35
1121.00,95.33
1120.00,95.31
1119.00,95.32
1118.00,95.34
1117.00,95.35
1116.00,95.36
1115.00,95.35
1114.00,95.32
1113.00,95.28
1112.00,95.23
1111.00,95.18
1110.00,95.14
1109.00,95.11
1108.00,95.07
1107.00,95.03
1106.00,95.01
1105.00,95.00
1104.00,94.99
1103.00,94.97
1102.00,94.93
1101.00,94.86
1100.00,94.80
1099.00,94.74
1098.00,94.71
1097.00,94.69
1096.00,94.67
1095.00,94.65
1094.00,94.63
1093.00,94.63
1092.00,94.64
1091.00,94.62
1090.00,94.58
1089.00,94.53
1088.00,94.48
1087.00,94.45
1086.00,94.43
1085.00,94.39
1084.00,94.35
1083.00,94.31
1082.00,94.27
1081.00,94.23
1080.00,94.20
1079.00,94.17
1078.00,94.13
1077.00,94.08
1076.00,94.00
1075.00,93.94
1074.00,93.91
1073.00,93.93
1072.00,93.95
1071.00,93.97
1070.00,93.96
1069.00,93.93
1068.00,93.91
1067.00,93.90
1066.00,93.91
1065.00,93.92
1064.00,93.92
1063.00,93.93
1062.00,93.94
1061.00,93.97
1060.00,94.03
1059.00,94.09
1058.00,94.14
1057.00,94.16
1056.00,94.16
1055.00,94.18
1054.00,94.22
1053.00,94.27
1052.00,94.30
1051.00,94.31
1050.00,94.31
1049.00,94.31
1048.00,94.32
1047.00,94.34
1046.00,94.36
1045.00,94.38
1044.00,94.43
1043.00,94.47
1042.00,94.50
1041.00,94.49
1040.00,94.47
1039.00,94.46
1038.00,94.47
1037.00,94.47
1036.00,94.45
1035.00,94.41
1034.00,94.35
1033.00,94.28
1032.00,94.21
1031.00,94.16
1030.00,94.15
1029.00,94.17
1028.00,94.24
1027.00,94.34
1026.00,94.47
1025.00,94.60
1024.00,94.72
1023.00,94.83
1022.00,94.94
1021.00,95.02
1020.00,95.08
1019.00,95.11
1018.00,95.13
1017.00,95.17
1016.00,95.21
1015.00,95.26
1014.00,95.32
1013.00,95.37
1012.00,95.40
1011.00,95.37
1010.00,95.29
1009.00,95.21
1008.00,95.15
1007.00,95.14
1006.00,95.16
1005.00,95.21
1004.00,95.29
1003.00,95.37
1002.00,95.42
1001.00,95.47
1000.00,95.50
999.00,95.56
998.00,95.62
997.00,95.67
996.00,95.72
995.00,95.75
994.00,95.79
993.00,95.82
992.00,95.84
991.00,95.85
990.00,95.84
989.00,95.84
988.00,95.86
987.00,95.88
986.00,95.90
985.00,95.90
984.00,95.90
983.00,95.90
982.00,95.91
981.00,95.92
980.00,95.92
979.00,95.92
978.00,95.92
977.00,95.93
976.00,95.95
975.00,95.97
974.00,95.98
973.00,95.98
972.00,95.97
971.00,95.96
970.00,95.97
969.00,96.01
968.00,96.05
967.00,96.08
966.00,96.09
965.00,96.08
964.00,96.07
963.00,96.06
962.00,96.06
961.00,96.07
960.00,96.10
959.00,96.14
958.00,96.17
957.00,96.19
956.00,96.18
955.00,96.17
954.00,96.15
953.00,96.13
952.00,96.12
951.00,96.12
950.00,96.13
949.00,96.15
948.00,96.17
947.00,96.19
946.00,96.20
945.00,96.20
944.00,96.20
943.00,96.19
942.00,96.18
941.00,96.16
940.00,96.16
939.00,96.15
938.00,96.14
937.00,96.11
936.00,96.09
935.00,96.10
934.00,96.12
933.00,96.14
