Created as New Dataset,61 Modacrylic Monsanto Elura USA Brown. PAN +VBr + aromatic sulphonate dye site. Wig fiber. Obsolete.
cm-1,%T
932.00,96.17
931.00,96.21
930.00,96.24
929.00,96.25
928.00,96.23
927.00,96.21
926.00,96.19
925.00,96.17
924.00,96.16
923.00,96.17
922.00,96.21
921.00,96.25
920.00,96.29
919.00,96.30
918.00,96.30
917.00,96.27
916.00,96.24
915.00,96.22
914.00,96.23
913.00,96.25
912.00,96.27
911.00,96.29
910.00,96.32
909.00,96.34
908.00,96.35
907.00,96.36
906.00,96.38
905.00,96.40
904.00,96.42
903.00,96.44
902.00,96.44
901.00,96.44
900.00,96.45
899.00,96.46
898.00,96.46
897.00,96.46
896.00,96.46
895.00,96.48
894.00,96.52
893.00,96.55
892.00,96.56
891.00,96.54
890.00,96.52
889.00,96.52
888.00,96.54
887.00,96.58
886.00,96.61
885.00,96.63
884.00,96.62
883.00,96.61
882.00,96.60
881.00,96.60
880.00,96.61
879.00,96.61
878.00,96.62
877.00,96.63
876.00,96.64
875.00,96.66
874.00,96.68
873.00,96.70
872.00,96.72
871.00,96.74
870.00,96.75
869.00,96.75
868.00,96.75
867.00,96.75
866.00,96.77
865.00,96.78
864.00,96.79
863.00,96.79
862.00,96.79
861.00,96.79
860.00,96.78
859.00,96.79
858.00,96.82
857.00,96.84
856.00,96.85
855.00,96.85
854.00,96.84
853.00,96.84
852.00,96.85
851.00,96.84
850.00,96.82
849.00,96.79
848.00,96.75
847.00,96.71
846.00,96.68
845.00,96.65
844.00,96.62
843.00,96.60
842.00,96.58
841.00,96.56
840.00,96.53
839.00,96.51
838.00,96.51
837.00,96.53
836.00,96.55
835.00,96.56
834.00,96.56
833.00,96.57
832.00,96.58
831.00,96.60
830.00,96.62
829.00,96.64
828.00,96.66
827.00,96.68
826.00,96.69
825.00,96.70
824.00,96.70
823.00,96.69
822.00,96.68
821.00,96.68
820.00,96.68
819.00,96.70
818.00,96.73
817.00,96.75
816.00,96.74
815.00,96.72
814.00,96.72
813.00,96.75
812.00,96.78
811.00,96.78
810.00,96.77
809.00,96.76
808.00,96.77
807.00,96.78
806.00,96.80
805.00,96.82
804.00,96.83
803.00,96.80
802.00,96.76
801.00,96.73
800.00,96.73
799.00,96.76
798.00,96.80
797.00,96.80
796.00,96.77
795.00,96.74
794.00,96.73
793.00,96.73
792.00,96.71
791.00,96.69
790.00,96.69
789.00,96.72
788.00,96.74
787.00,96.74
786.00,96.72
785.00,96.69
784.00,96.68
783.00,96.68
782.00,96.67
781.00,96.66
780.00,96.64
779.00,96.61
778.00,96.59
777.00,96.59
776.00,96.61
775.00,96.64
774.00,96.65
773.00,96.63
772.00,96.57
771.00,96.49
770.00,96.42
769.00,96.40
768.00,96.43
767.00,96.47
766.00,96.50
765.00,96.49
764.00,96.48
763.00,96.47
762.00,96.48
761.00,96.51
760.00,96.52
759.00,96.53
758.00,96.55
757.00,96.59
756.00,96.62
755.00,96.64
754.00,96.65
753.00,96.64
752.00,96.62
751.00,96.59
750.00,96.58
749.00,96.61
748.00,96.66
747.00,96.70
746.00,96.71
745.00,96.68
744.00,96.65
743.00,96.63
742.00,96.65
741.00,96.67
740.00,96.69
739.00,96.68
738.00,96.69
737.00,96.73
736.00,96.77
735.00,96.78
734.00,96.75
733.00,96.71
732.00,96.66
731.00,96.62
730.00,96.56
729.00,96.50
728.00,96.45
727.00,96.40
726.00,96.37
725.00,96.34
724.00,96.31
723.00,96.29
722.00,96.24
721.00,96.15
720.00,96.02
719.00,95.90
718.00,95.82
717.00,95.80
716.00,95.82
715.00,95.84
714.00,95.81
713.00,95.72
712.00,95.56
711.00,95.39
710.00,95.24
709.00,95.14
708.00,95.09
707.00,95.06
706.00,95.05
705.00,95.06
704.00,95.07
703.00,95.10
702.00,95.14
701.00,95.21
700.00,95.31
699.00,95.42
698.00,95.53
697.00,95.62
696.00,95.68
695.00,95.71
694.00,95.72
693.00,95.72
692.00,95.72
691.00,95.71
690.00,95.70
689.00,95.73
688.00,95.77
687.00,95.77
686.00,95.69
685.00,95.56
684.00,95.43
683.00,95.36
682.00,95.35
681.00,95.35
680.00,95.34
679.00,95.27
678.00,95.17
677.00,95.10
676.00,95.08
675.00,95.10
674.00,95.11
673.00,95.08
672.00,95.04
671.00,95.04
670.00,95.09
669.00,95.12
668.00,95.03
667.00,94.83
666.00,94.63
665.00,94.46
664.00,94.33
663.00,94.24
662.00,94.19
661.00,94.16
660.00,94.12
659.00,94.09
658.00,94.08
657.00,94.08
656.00,94.04
655.00,93.92
654.00,93.78
653.00,93.74
652.00,93.85
651.00,94.05
650.00,94.22
649.00,94.27
648.00,94.19
647.00,94.03
646.00,93.87
645.00,93.75
644.00,93.71
643.00,93.74
642.00,93.82
641.00,93.94
640.00,94.08
639.00,94.18
638.00,94.21
637.00,94.21
636.00,94.22
635.00,94.28
634.00,94.38
633.00,94.46
632.00,94.47
631.00,94.40
630.00,94.28
629.00,94.15
628.00,94.08
627.00,94.08
626.00,94.17
625.00,94.33
624.00,94.52
623.00,94.62
622.00,94.54
621.00,94.34
620.00,94.23
619.00,94.32
618.00,94.54
617.00,94.69
616.00,94.70
615.00,94.63
614.00,94.57
613.00,94.58
612.00,94.62
611.00,94.60
610.00,94.46
609.00,94.31
608.00,94.27
607.00,94.34
606.00,94.38
605.00,94.32
604.00,94.29
603.00,94.46
602.00,94.82
601.00,95.12
600.00,95.17
599.00,94.97
598.00,94.69
597.00,94.47
596.00,94.36
595.00,94.34
594.00,94.39
593.00,94.47
592.00,94.52
591.00,94.49
590.00,94.37
589.00,94.13
588.00,93.77
587.00,93.40
586.00,93.20
585.00,93.23
584.00,93.36
583.00,93.42
582.00,93.34
581.00,93.27
580.00,93.35
579.00,93.59
578.00,93.90
577.00,94.17
576.00,94.33
575.00,94.27
574.00,94.04
573.00,93.78
572.00,93.63
571.00,93.57
570.00,93.57
569.00,93.71
568.00,94.10
567.00,94.62
566.00,94.90
565.00,94.72
564.00,94.24
563.00,93.75
562.00,93.41
561.00,93.15
560.00,92.93
559.00,92.90
558.00,93.14
557.00,93.53
556.00,93.82
555.00,93.91
554.00,93.93
553.00,94.11
552.00,94.49
551.00,94.94
550.00,95.34
