Created as New Dataset,13.3 Red Wool Romney sheep
cm-1,%T
2463.00,98.97
2462.00,98.97
2461.00,98.97
2460.00,98.98
2459.00,98.99
2458.00,98.99
2457.00,98.99
2456.00,98.98
2455.00,98.96
2454.00,98.94
2453.00,98.92
2452.00,98.92
2451.00,98.93
2450.00,98.95
2449.00,98.95
2448.00,98.92
2447.00,98.90
2446.00,98.88
2445.00,98.88
2444.00,98.89
2443.00,98.90
2442.00,98.90
2441.00,98.91
2440.00,98.92
2439.00,98.94
2438.00,98.95
2437.00,98.96
2436.00,98.96
2435.00,98.97
2434.00,98.96
2433.00,98.96
2432.00,98.97
2431.00,98.99
2430.00,99.00
2429.00,99.00
2428.00,98.98
2427.00,98.97
2426.00,98.96
2425.00,98.96
2424.00,98.97
2423.00,98.98
2422.00,98.99
2421.00,99.00
2420.00,99.01
2419.00,99.02
2418.00,99.03
2417.00,99.04
2416.00,99.04
2415.00,99.05
2414.00,99.06
2413.00,99.06
2412.00,99.05
2411.00,99.05
2410.00,99.05
2409.00,99.04
2408.00,99.04
2407.00,99.03
2406.00,99.03
2405.00,99.05
2404.00,99.07
2403.00,99.10
2402.00,99.12
2401.00,99.12
2400.00,99.12
2399.00,99.12
2398.00,99.12
2397.00,99.12
2396.00,99.12
2395.00,99.11
2394.00,99.11
2393.00,99.11
2392.00,99.10
2391.00,99.09
2390.00,99.08
2389.00,99.07
2388.00,99.06
2387.00,99.06
2386.00,99.08
2385.00,99.11
2384.00,99.15
2383.00,99.19
2382.00,99.22
2381.00,99.23
2380.00,99.23
2379.00,99.24
2378.00,99.28
2377.00,99.34
2376.00,99.40
2375.00,99.45
2374.00,99.48
2373.00,99.48
2372.00,99.46
2371.00,99.39
2370.00,99.30
2369.00,99.21
2368.00,99.14
2367.00,99.14
2366.00,99.20
2365.00,99.30
2364.00,99.38
2363.00,99.42
2362.00,99.42
2361.00,99.39
2360.00,99.37
2359.00,99.36
2358.00,99.35
2357.00,99.32
2356.00,99.33
2355.00,99.36
2354.00,99.39
2353.00,99.38
2352.00,99.34
2351.00,99.32
2350.00,99.34
2349.00,99.41
2348.00,99.52
2347.00,99.63
2346.00,99.68
2345.00,99.65
2344.00,99.58
2343.00,99.50
2342.00,99.41
2341.00,99.34
2340.00,99.29
2339.00,99.27
2338.00,99.24
2337.00,99.20
2336.00,99.17
2335.00,99.17
2334.00,99.20
2333.00,99.23
2332.00,99.25
2331.00,99.25
2330.00,99.23
2329.00,99.20
2328.00,99.16
2327.00,99.12
2326.00,99.10
2325.00,99.08
2324.00,99.05
2323.00,99.00
2322.00,98.93
2321.00,98.86
2320.00,98.84
2319.00,98.86
2318.00,98.89
2317.00,98.91
2316.00,98.90
2315.00,98.89
2314.00,98.88
2313.00,98.87
2312.00,98.86
2311.00,98.86
2310.00,98.87
2309.00,98.86
2308.00,98.84
2307.00,98.82
2306.00,98.81
2305.00,98.80
2304.00,98.79
2303.00,98.77
2302.00,98.75
2301.00,98.73
2300.00,98.71
2299.00,98.70
2298.00,98.70
2297.00,98.71
2296.00,98.71
2295.00,98.70
2294.00,98.67
2293.00,98.64
2292.00,98.61
2291.00,98.59
2290.00,98.57
2289.00,98.57
2288.00,98.58
2287.00,98.59
2286.00,98.57
2285.00,98.54
2284.00,98.50
2283.00,98.47
2282.00,98.46
2281.00,98.48
2280.00,98.50
2279.00,98.50
2278.00,98.49
2277.00,98.45
2276.00,98.43
2275.00,98.42
2274.00,98.41
2273.00,98.41
2272.00,98.40
2271.00,98.40
2270.00,98.39
2269.00,98.39
2268.00,98.42
2267.00,98.46
2266.00,98.50
2265.00,98.52
2264.00,98.51
2263.00,98.49
2262.00,98.47
2261.00,98.46
2260.00,98.45
2259.00,98.43
2258.00,98.40
2257.00,98.37
2256.00,98.37
2255.00,98.37
2254.00,98.35
2253.00,98.31
2252.00,98.28
2251.00,98.27
2250.00,98.26
2249.00,98.24
2248.00,98.23
2247.00,98.23
2246.00,98.22
2245.00,98.21
2244.00,98.20
2243.00,98.21
2242.00,98.22
2241.00,98.21
2240.00,98.19
2239.00,98.19
2238.00,98.19
2237.00,98.19
2236.00,98.18
2235.00,98.15
2234.00,98.11
2233.00,98.08
2232.00,98.09
2231.00,98.11
2230.00,98.11
2229.00,98.11
2228.00,98.11
2227.00,98.14
2226.00,98.16
2225.00,98.17
2224.00,98.16
2223.00,98.16
2222.00,98.17
2221.00,98.19
2220.00,98.21
2219.00,98.20
2218.00,98.15
2217.00,98.06
2216.00,97.99
2215.00,97.97
2214.00,97.99
2213.00,98.02
2212.00,98.03
2211.00,98.03
2210.00,98.02
2209.00,97.99
2208.00,97.95
2207.00,97.91
2206.00,97.90
2205.00,97.92
2204.00,98.00
2203.00,98.10
2202.00,98.18
2201.00,98.20
2200.00,98.20
2199.00,98.17
2198.00,98.15
2197.00,98.11
2196.00,98.07
2195.00,98.04
2194.00,98.03
2193.00,98.02
2192.00,98.03
2191.00,98.01
2190.00,97.95
2189.00,97.87
2188.00,97.81
2187.00,97.79
2186.00,97.80
2185.00,97.80
2184.00,97.78
2183.00,97.73
2182.00,97.68
2181.00,97.63
2180.00,97.61
2179.00,97.62
2178.00,97.63
2177.00,97.63
2176.00,97.64
2175.00,97.70
2174.00,97.78
2173.00,97.84
2172.00,97.86
2171.00,97.85
2170.00,97.82
2169.00,97.78
2168.00,97.77
2167.00,97.79
2166.00,97.82
2165.00,97.82
2164.00,97.80
2163.00,97.77
2162.00,97.73
2161.00,97.72
2160.00,97.74
2159.00,97.80
2158.00,97.85
2157.00,97.88
2156.00,97.90
2155.00,97.92
2154.00,97.93
2153.00,97.90
2152.00,97.86
2151.00,97.87
2150.00,97.90
2149.00,97.94
2148.00,97.96
2147.00,97.95
2146.00,97.91
2145.00,97.83
2144.00,97.80
2143.00,97.85
2142.00,97.97
2141.00,98.09
2140.00,98.15
2139.00,98.16
2138.00,98.14
2137.00,98.13
2136.00,98.15
2135.00,98.20
2134.00,98.27
2133.00,98.35
2132.00,98.42
2131.00,98.47
2130.00,98.48
2129.00,98.47
2128.00,98.44
2127.00,98.42
2126.00,98.41
2125.00,98.39
2124.00,98.38
2123.00,98.39
2122.00,98.41
2121.00,98.42
2120.00,98.42
2119.00,98.40
2118.00,98.37
2117.00,98.33
2116.00,98.30
2115.00,98.28
2114.00,98.26
2113.00,98.24
2112.00,98.23
2111.00,98.25
2110.00,98.27
2109.00,98.27
2108.00,98.25
2107.00,98.23
2106.00,98.23
2105.00,98.27
2104.00,98.33
2103.00,98.37
2102.00,98.35
2101.00,98.28
2100.00,98.21
2099.00,98.18
2098.00,98.19
2097.00,98.21
2096.00,98.25
2095.00,98.30
2094.00,98.35
2093.00,98.38
2092.00,98.40
2091.00,98.41
2090.00,98.41
2089.00,98.40
2088.00,98.39
2087.00,98.40
2086.00,98.40
2085.00,98.37
2084.00,98.33
2083.00,98.30
2082.00,98.28
2081.00,98.27
2080.00,98.26
2079.00,98.26
2078.00,98.28
2077.00,98.29
2076.00,98.29
2075.00,98.30
2074.00,98.31
2073.00,98.33
2072.00,98.34
2071.00,98.37
2070.00,98.38
2069.00,98.38
2068.00,98.39
2067.00,98.42
2066.00,98.49
2065.00,98.57
2064.00,98.62
2063.00,98.63
2062.00,98.59
2061.00,98.53
2060.00,98.50
2059.00,98.50
2058.00,98.54
2057.00,98.59
2056.00,98.64
2055.00,98.67
2054.00,98.67
2053.00,98.62
2052.00,98.53
2051.00,98.44
2050.00,98.38
2049.00,98.32
2048.00,98.27
2047.00,98.23
2046.00,98.19
2045.00,98.16
2044.00,98.12
2043.00,98.09
2042.00,98.05
2041.00,98.00
2040.00,97.98
2039.00,97.98
2038.00,97.99
2037.00,98.01
2036.00,98.06
2035.00,98.14
2034.00,98.20
2033.00,98.23
2032.00,98.22
2031.00,98.22
2030.00,98.23
2029.00,98.25
2028.00,98.30
2027.00,98.38
2026.00,98.44
2025.00,98.44
2024.00,98.42
2023.00,98.43
2022.00,98.47
2021.00,98.49
2020.00,98.49
2019.00,98.46
2018.00,98.44
2017.00,98.41
2016.00,98.37
2015.00,98.33
2014.00,98.31
2013.00,98.30
2012.00,98.31
2011.00,98.31
2010.00,98.29
2009.00,98.26
2008.00,98.27
2007.00,98.33
2006.00,98.41
2005.00,98.47
2004.00,98.50
2003.00,98.50
2002.00,98.50
2001.00,98.51
2000.00,98.54
1999.00,98.58
1998.00,98.63
1997.00,98.65
1996.00,98.68
1995.00,98.71
1994.00,98.72
1993.00,98.70
1992.00,98.67
1991.00,98.64
1990.00,98.62
1989.00,98.60
1988.00,98.58
1987.00,98.55
1986.00,98.52
1985.00,98.47
1984.00,98.42
1983.00,98.40
1982.00,98.38
1981.00,98.34
1980.00,98.31
1979.00,98.28
1978.00,98.24
1977.00,98.20
1976.00,98.22
1975.00,98.30
1974.00,98.36
1973.00,98.37
1972.00,98.36
1971.00,98.40
1970.00,98.45
1969.00,98.46
1968.00,98.45
1967.00,98.46
1966.00,98.50
1965.00,98.54
1964.00,98.59
1963.00,98.63
1962.00,98.64
1961.00,98.62
1960.00,98.61
1959.00,98.65
1958.00,98.72
1957.00,98.79
1956.00,98.82
1955.00,98.83
1954.00,98.83
1953.00,98.83
1952.00,98.84
1951.00,98.88
1950.00,98.90
1949.00,98.89
1948.00,98.88
1947.00,98.89
1946.00,98.92
1945.00,98.93
1944.00,98.91
1943.00,98.88
1942.00,98.86
1941.00,98.85
1940.00,98.85
1939.00,98.87
1938.00,98.88
1937.00,98.89
1936.00,98.89
1935.00,98.89
1934.00,98.89
1933.00,98.87
1932.00,98.86
1931.00,98.84
1930.00,98.82
1929.00,98.81
1928.00,98.83
1927.00,98.89
1926.00,98.94
1925.00,98.96
1924.00,98.96
1923.00,98.96
1922.00,98.98
1921.00,98.98
1920.00,98.97
1919.00,98.99
1918.00,99.02
1917.00,99.04
1916.00,99.03
1915.00,99.02
1914.00,99.00
1913.00,98.99
1912.00,98.99
1911.00,98.99
1910.00,99.00
1909.00,99.00
1908.00,98.99
1907.00,98.99
1906.00,98.98
1905.00,98.98
1904.00,98.99
1903.00,99.02
1902.00,99.05
1901.00,99.05
1900.00,99.03
1899.00,99.00
1898.00,99.00
1897.00,99.01
1896.00,99.02
1895.00,99.03
1894.00,99.01
1893.00,98.98
1892.00,98.96
1891.00,98.97
1890.00,99.01
1889.00,99.03
1888.00,99.05
1887.00,99.06
1886.00,99.07
1885.00,99.05
1884.00,99.03
1883.00,99.00
1882.00,98.97
1881.00,98.95
1880.00,98.95
1879.00,98.97
1878.00,98.99
1877.00,98.99
1876.00,98.98
1875.00,98.99
1874.00,99.00
1873.00,99.00
1872.00,99.01
1871.00,99.01
1870.00,99.01
1869.00,99.00
1868.00,99.00
1867.00,99.01
1866.00,99.02
1865.00,99.02
1864.00,99.02
1863.00,99.03
1862.00,99.05
1861.00,99.06
1860.00,99.08
1859.00,99.09
1858.00,99.10
1857.00,99.09
1856.00,99.07
1855.00,99.06
1854.00,99.07
1853.00,99.08
1852.00,99.08
1851.00,99.08
1850.00,99.07
1849.00,99.06
1848.00,99.05
1847.00,99.06
1846.00,99.08
1845.00,99.11
1844.00,99.14
1843.00,99.15
1842.00,99.12
1841.00,99.05
1840.00,98.98
1839.00,98.94
1838.00,98.93
1837.00,98.93
1836.00,98.94
1835.00,98.94
1834.00,98.94
1833.00,98.92
1832.00,98.88
1831.00,98.87
1830.00,98.87
1829.00,98.88
1828.00,98.87
1827.00,98.87
1826.00,98.86
1825.00,98.87
1824.00,98.87
1823.00,98.87
1822.00,98.86
1821.00,98.86
1820.00,98.86
1819.00,98.88
1818.00,98.89
1817.00,98.87
1816.00,98.85
1815.00,98.84
1814.00,98.84
1813.00,98.84
1812.00,98.84
1811.00,98.84
1810.00,98.84
1809.00,98.82
1808.00,98.81
1807.00,98.80
1806.00,98.79
1805.00,98.78
1804.00,98.78
1803.00,98.78
1802.00,98.78
1801.00,98.76
1800.00,98.75
1799.00,98.76
1798.00,98.76
1797.00,98.76
1796.00,98.74
1795.00,98.73
1794.00,98.73
1793.00,98.72
1792.00,98.70
1791.00,98.68
1790.00,98.65
1789.00,98.61
1788.00,98.57
1787.00,98.55
1786.00,98.52
1785.00,98.48
1784.00,98.43
1783.00,98.38
1782.00,98.34
1781.00,98.32
1780.00,98.29
1779.00,98.27
1778.00,98.24
1777.00,98.19
1776.00,98.15
1775.00,98.12
1774.00,98.10
1773.00,98.06
1772.00,98.01
1771.00,97.96
1770.00,97.93
1769.00,97.89
1768.00,97.83
1767.00,97.75
1766.00,97.65
1765.00,97.55
1764.00,97.45
1763.00,97.39
1762.00,97.37
1761.00,97.34
1760.00,97.28
1759.00,97.21
1758.00,97.14
1757.00,97.04
1756.00,96.94
1755.00,96.84
1754.00,96.76
1753.00,96.66
1752.00,96.52
1751.00,96.34
1750.00,96.12
1749.00,95.86
1748.00,95.60
1747.00,95.38
1746.00,95.18
1745.00,94.96
1744.00,94.71
1743.00,94.44
1742.00,94.16
1741.00,93.85
1740.00,93.54
1739.00,93.30
1738.00,93.14
1737.00,93.06
1736.00,93.01
1735.00,93.04
1734.00,93.11
1733.00,93.12
1732.00,93.09
1731.00,93.11
1730.00,93.22
1729.00,93.37
1728.00,93.51
1727.00,93.63
1726.00,93.73
1725.00,93.81
1724.00,93.86
1723.00,93.91
1722.00,93.94
1721.00,93.92
1720.00,93.89
1719.00,93.87
1718.00,93.84
1717.00,93.70
1716.00,93.49
1715.00,93.28
1714.00,93.12
1713.00,92.95
1712.00,92.76
1711.00,92.58
1710.00,92.39
1709.00,92.16
1708.00,91.89
1707.00,91.60
1706.00,91.29
1705.00,90.96
1704.00,90.66
1703.00,90.39
1702.00,90.06
1701.00,89.58
1700.00,89.05
1699.00,88.66
1698.00,88.35
1697.00,87.92
1696.00,87.31
1695.00,86.67
1694.00,86.13
1693.00,85.65
1692.00,85.21
1691.00,84.76
1690.00,84.30
1689.00,83.86
1688.00,83.50
1687.00,83.21
1686.00,82.87
1685.00,82.32
1684.00,81.62
1683.00,81.04
1682.00,80.62
1681.00,80.23
1680.00,79.83
1679.00,79.44
1678.00,79.06
1677.00,78.66
1676.00,78.18
1675.00,77.70
1674.00,77.30
1673.00,76.94
1672.00,76.57
1671.00,76.15
1670.00,75.66
1669.00,75.17
1668.00,74.74
1667.00,74.40
1666.00,74.09
1665.00,73.75
1664.00,73.32
1663.00,72.85
1662.00,72.38
1661.00,71.95
1660.00,71.53
1659.00,71.14
1658.00,70.78
1657.00,70.48
1656.00,70.21
1655.00,69.92
1654.00,69.43
1653.00,68.74
1652.00,68.19
1651.00,67.83
1650.00,67.56
1649.00,67.30
1648.00,67.01
1647.00,66.69
1646.00,66.44
1645.00,66.27
1644.00,66.12
1643.00,66.00
1642.00,65.90
1641.00,65.80
1640.00,65.70
1639.00,65.61
1638.00,65.54
1637.00,65.44
1636.00,65.30
1635.00,65.20
1634.00,65.18
1633.00,65.18
1632.00,65.16
1631.00,65.15
1630.00,65.14
1629.00,65.14
1628.00,65.16
1627.00,65.22
1626.00,65.32
1625.00,65.44
1624.00,65.58
1623.00,65.77
1622.00,65.98
1621.00,66.21
1620.00,66.45
1619.00,66.72
1618.00,67.02
1617.00,67.35
1616.00,67.66
1615.00,67.92
1614.00,68.16
1613.00,68.41
1612.00,68.69
1611.00,69.00
1610.00,69.30
1609.00,69.59
1608.00,69.86
1607.00,70.12
1606.00,70.32
1605.00,70.50
1604.00,70.65
1603.00,70.79
1602.00,70.89
1601.00,70.98
1600.00,71.04
1599.00,71.08
1598.00,71.07
1597.00,71.02
1596.00,70.96
1595.00,70.88
1594.00,70.77
1593.00,70.65
1592.00,70.53
1591.00,70.38
1590.00,70.19
1589.00,69.96
1588.00,69.73
1587.00,69.47
1586.00,69.19
1585.00,68.89
1584.00,68.58
1583.00,68.25
1582.00,67.88
1581.00,67.52
1580.00,67.19
1579.00,66.89
1578.00,66.55
1577.00,66.07
1576.00,65.48
1575.00,64.93
1574.00,64.49
1573.00,64.11
1572.00,63.73
1571.00,63.28
1570.00,62.73
1569.00,62.19
1568.00,61.76
1567.00,61.37
1566.00,60.96
1565.00,60.53
1564.00,60.13
1563.00,59.84
1562.00,59.62
1561.00,59.37
1560.00,58.91
1559.00,58.19
1558.00,57.60
1557.00,57.28
1556.00,57.03
1555.00,56.75
1554.00,56.44
1553.00,56.16
1552.00,55.91
1551.00,55.69
1550.00,55.51
1549.00,55.36
1548.00,55.25
1547.00,55.19
1546.00,55.16
1545.00,55.18
1544.00,55.23
1543.00,55.30
1542.00,55.41
1541.00,55.59
1540.00,55.84
1539.00,56.14
1538.00,56.41
1537.00,56.62
1536.00,56.80
1535.00,57.04
1534.00,57.39
1533.00,57.80
1532.00,58.19
1531.00,58.55
1530.00,58.89
1529.00,59.24
1528.00,59.61
1527.00,60.01
1526.00,60.43
1525.00,60.81
1524.00,61.15
1523.00,61.49
1522.00,61.86
1521.00,62.22
1520.00,62.47
1519.00,62.66
1518.00,62.87
1517.00,63.15
1516.00,63.47
1515.00,63.80
1514.00,64.15
1513.00,64.53
1512.00,64.94
1511.00,65.36
1510.00,65.79
1509.00,66.25
1508.00,66.78
1507.00,67.42
1506.00,68.10
1505.00,68.65
1504.00,69.04
1503.00,69.41
1502.00,69.84
1501.00,70.32
1500.00,70.82
1499.00,71.34
1498.00,71.93
1497.00,72.56
1496.00,73.17
1495.00,73.68
1494.00,74.12
1493.00,74.54
1492.00,74.97
1491.00,75.48
1490.00,76.06
1489.00,76.62
1488.00,77.08
1487.00,77.48
1486.00,77.86
1485.00,78.18
1484.00,78.43
1483.00,78.63
1482.00,78.82
1481.00,78.97
1480.00,79.05
1479.00,79.07
1478.00,79.02
1477.00,78.91
1476.00,78.71
1475.00,78.43
1474.00,78.05
1473.00,77.56
1472.00,77.03
1471.00,76.61
1470.00,76.30
1469.00,76.04
1468.00,75.79
1467.00,75.57
1466.00,75.41
1465.00,75.30
1464.00,75.23
1463.00,75.23
1462.00,75.28
1461.00,75.35
1460.00,75.40
1459.00,75.41
1458.00,75.35
1457.00,75.20
1456.00,75.03
1455.00,74.91
1454.00,74.86
1453.00,74.85
1452.00,74.87
1451.00,74.90
1450.00,74.94
1449.00,74.99
1448.00,75.03
1447.00,75.05
1446.00,75.09
1445.00,75.13
1444.00,75.16
1443.00,75.21
1442.00,75.27
1441.00,75.34
1440.00,75.40
1439.00,75.46
1438.00,75.52
1437.00,75.60
1436.00,75.66
1435.00,75.70
1434.00,75.74
1433.00,75.76
1432.00,75.75
1431.00,75.70
1430.00,75.63
1429.00,75.54
1428.00,75.41
1427.00,75.23
1426.00,75.01
1425.00,74.74
1424.00,74.42
1423.00,74.12
1422.00,73.88
1421.00,73.65
1420.00,73.33
1419.00,72.95
1418.00,72.60
1417.00,72.31
1416.00,72.06
1415.00,71.81
1414.00,71.56
1413.00,71.29
1412.00,70.97
1411.00,70.63
1410.00,70.28
1409.00,69.93
1408.00,69.56
1407.00,69.20
1406.00,68.82
1405.00,68.43
1404.00,68.03
1403.00,67.67
1402.00,67.35
1401.00,67.04
1400.00,66.72
1399.00,66.42
1398.00,66.17
1397.00,65.95
1396.00,65.74
1395.00,65.56
1394.00,65.45
1393.00,65.39
1392.00,65.37
1391.00,65.41
1390.00,65.51
1389.00,65.64
1388.00,65.79
1387.00,65.95
1386.00,66.11
1385.00,66.28
1384.00,66.49
1383.00,66.76
1382.00,67.09
1381.00,67.44
1380.00,67.80
1379.00,68.17
1378.00,68.55
1377.00,68.94
1376.00,69.34
1375.00,69.77
1374.00,70.22
1373.00,70.63
1372.00,71.00
1371.00,71.35
1370.00,71.70
1369.00,72.06
1368.00,72.42
1367.00,72.77
1366.00,73.14
1365.00,73.54
1364.00,73.98
1363.00,74.47
1362.00,74.93
1361.00,75.32
1360.00,75.63
1359.00,75.90
1358.00,76.15
1357.00,76.37
1356.00,76.58
1355.00,76.78
1354.00,76.96
1353.00,77.10
1352.00,77.22
1351.00,77.33
1350.00,77.44
1349.00,77.54
1348.00,77.63
1347.00,77.70
1346.00,77.77
1345.00,77.82
1344.00,77.88
1343.00,77.95
1342.00,78.02
1341.00,78.11
1340.00,78.18
1339.00,78.26
1338.00,78.34
1337.00,78.41
1336.00,78.48
1335.00,78.54
1334.00,78.60
1333.00,78.65
1332.00,78.70
1331.00,78.75
1330.00,78.79
1329.00,78.81
1328.00,78.80
1327.00,78.77
1326.00,78.72
1325.00,78.65
1324.00,78.56
1323.00,78.48
1322.00,78.40
1321.00,78.32
1320.00,78.25
1319.00,78.18
1318.00,78.12
1317.00,78.08
1316.00,78.04
1315.00,78.00
1314.00,77.97
1313.00,77.94
1312.00,77.90
1311.00,77.86
1310.00,77.82
1309.00,77.79
1308.00,77.75
1307.00,77.71
1306.00,77.66
1305.00,77.59
1304.00,77.51
1303.00,77.41
1302.00,77.30
1301.00,77.17
1300.00,77.03
1299.00,76.89
1298.00,76.77
1297.00,76.67
1296.00,76.61
1295.00,76.59
1294.00,76.63
1293.00,76.72
1292.00,76.84
1291.00,77.00
1290.00,77.18
1289.00,77.37
1288.00,77.55
1287.00,77.71
1286.00,77.86
1285.00,78.00
1284.00,78.12
1283.00,78.23
1282.00,78.33
1281.00,78.42
1280.00,78.49
1279.00,78.56
1278.00,78.62
1277.00,78.67
1276.00,78.72
1275.00,78.77
1274.00,78.81
1273.00,78.85
1272.00,78.86
1271.00,78.87
1270.00,78.86
1269.00,78.86
1268.00,78.87
1267.00,78.87
1266.00,78.86
1265.00,78.84
1264.00,78.82
1263.00,78.80
1262.00,78.79
1261.00,78.76
1260.00,78.71
1259.00,78.65
1258.00,78.57
1257.00,78.49
1256.00,78.42
1255.00,78.35
1254.00,78.29
1253.00,78.22
1252.00,78.14
1251.00,78.08
1250.00,78.03
1249.00,77.98
1248.00,77.92
1247.00,77.86
1246.00,77.80
1245.00,77.75
1244.00,77.70
1243.00,77.66
1242.00,77.62
1241.00,77.59
1240.00,77.55
1239.00,77.51
1238.00,77.48
1237.00,77.46
1236.00,77.45
1235.00,77.46
1234.00,77.50
1233.00,77.55
1232.00,77.62
1231.00,77.70
1230.00,77.80
1229.00,77.90
1228.00,78.02
1227.00,78.15
1226.00,78.28
1225.00,78.41
1224.00,78.54
1223.00,78.69
1222.00,78.84
1221.00,79.01
1220.00,79.17
1219.00,79.34
1218.00,79.50
1217.00,79.65
1216.00,79.77
1215.00,79.88
1214.00,79.99
1213.00,80.08
1212.00,80.16
1211.00,80.24
1210.00,80.32
1209.00,80.39
1208.00,80.45
1207.00,80.51
1206.00,80.56
1205.00,80.62
1204.00,80.67
1203.00,80.71
1202.00,80.76
1201.00,80.81
1200.00,80.86
1199.00,80.89
1198.00,80.92
1197.00,80.94
1196.00,80.98
1195.00,81.02
1194.00,81.06
1193.00,81.07
1192.00,81.08
1191.00,81.08
1190.00,81.09
1189.00,81.10
1188.00,81.10
1187.00,81.07
1186.00,81.05
1185.00,81.02
1184.00,80.99
1183.00,80.96
1182.00,80.92
1181.00,80.88
1180.00,80.82
1179.00,80.74
1178.00,80.63
1177.00,80.52
1176.00,80.42
1175.00,80.36
1174.00,80.36
1173.00,80.39
1172.00,80.44
1171.00,80.52
1170.00,80.62
1169.00,80.74
1168.00,80.87
1167.00,80.99
1166.00,81.12
1165.00,81.24
1164.00,81.34
1163.00,81.42
1162.00,81.48
1161.00,81.54
1160.00,81.61
1159.00,81.70
1158.00,81.81
1157.00,81.93
1156.00,82.05
1155.00,82.18
1154.00,82.33
1153.00,82.49
1152.00,82.66
1151.00,82.82
1150.00,82.98
1149.00,83.13
1148.00,83.29
1147.00,83.45
1146.00,83.63
1145.00,83.78
1144.00,83.90
1143.00,83.98
1142.00,84.05
1141.00,84.10
1140.00,84.14
1139.00,84.15
1138.00,84.15
1137.00,84.14
1136.00,84.12
1135.00,84.06
1134.00,83.99
1133.00,83.92
1132.00,83.86
1131.00,83.82
1130.00,83.80
1129.00,83.79
1128.00,83.79
1127.00,83.78
1126.00,83.75
1125.00,83.71
1124.00,83.66
1123.00,83.63
1122.00,83.62
1121.00,83.63
1120.00,83.63
1119.00,83.62
1118.00,83.61
1117.00,83.61
1116.00,83.61
1115.00,83.58
1114.00,83.55
1113.00,83.52
1112.00,83.51
1111.00,83.52
1110.00,83.55
1109.00,83.57
1108.00,83.58
1107.00,83.59
1106.00,83.60
1105.00,83.62
1104.00,83.64
1103.00,83.64
1102.00,83.62
1101.00,83.59
1100.00,83.54
1099.00,83.51
1098.00,83.49
1097.00,83.50
1096.00,83.51
1095.00,83.52
1094.00,83.51
1093.00,83.49
1092.00,83.48
1091.00,83.45
1090.00,83.40
1089.00,83.33
1088.00,83.24
1087.00,83.15
1086.00,83.08
1085.00,83.04
1084.00,83.02
1083.00,82.99
1082.00,82.94
1081.00,82.87
1080.00,82.80
1079.00,82.74
1078.00,82.72
1077.00,82.71
1076.00,82.70
1075.00,82.70
1074.00,82.72
1073.00,82.76
1072.00,82.79
1071.00,82.83
1070.00,82.87
1069.00,82.92
1068.00,82.96
1067.00,83.00
1066.00,83.06
1065.00,83.13
1064.00,83.21
1063.00,83.29
1062.00,83.38
1061.00,83.46
1060.00,83.52
1059.00,83.56
1058.00,83.60
1057.00,83.64
1056.00,83.68
1055.00,83.72
1054.00,83.76
1053.00,83.80
1052.00,83.85
1051.00,83.89
1050.00,83.92
1049.00,83.92
1048.00,83.91
1047.00,83.90
1046.00,83.91
1045.00,83.93
1044.00,83.97
1043.00,84.02
1042.00,84.09
1041.00,84.16
1040.00,84.23
1039.00,84.29
1038.00,84.37
1037.00,84.48
1036.00,84.59
1035.00,84.69
1034.00,84.78
1033.00,84.85
1032.00,84.91
1031.00,84.98
1030.00,85.05
1029.00,85.13
1028.00,85.21
1027.00,85.30
1026.00,85.42
1025.00,85.56
1024.00,85.73
1023.00,85.90
1022.00,86.04
1021.00,86.16
1020.00,86.25
1019.00,86.31
1018.00,86.34
1017.00,86.36
1016.00,86.38
1015.00,86.41
1014.00,86.44
1013.00,86.47
1012.00,86.50
1011.00,86.54
1010.00,86.59
1009.00,86.65
1008.00,86.72
1007.00,86.79
1006.00,86.86
1005.00,86.91
1004.00,86.95
1003.00,86.97
1002.00,86.97
1001.00,86.96
1000.00,86.95
999.00,86.94
998.00,86.94
997.00,86.95
996.00,86.99
995.00,87.05
994.00,87.14
993.00,87.22
992.00,87.30
991.00,87.38
990.00,87.45
989.00,87.51
988.00,87.57
987.00,87.62
986.00,87.66
985.00,87.70
984.00,87.74
983.00,87.78
982.00,87.84
981.00,87.89
980.00,87.94
979.00,87.97
978.00,87.99
977.00,88.00
976.00,88.00
975.00,88.00
974.00,88.00
973.00,87.99
972.00,87.97
971.00,87.95
970.00,87.94
969.00,87.93
968.00,87.92
967.00,87.91
966.00,87.91
965.00,87.92
964.00,87.91
963.00,87.90
962.00,87.89
961.00,87.91
960.00,87.96
959.00,88.03
958.00,88.10
957.00,88.17
956.00,88.22
955.00,88.25
954.00,88.29
953.00,88.34
952.00,88.36
951.00,88.38
950.00,88.39
949.00,88.40
948.00,88.41
947.00,88.40
946.00,88.36
945.00,88.30
944.00,88.23
943.00,88.14
942.00,88.06
941.00,87.97
940.00,87.90
939.00,87.85
938.00,87.80
937.00,87.74
936.00,87.66
935.00,87.58
934.00,87.52
933.00,87.48
932.00,87.44
931.00,87.40
930.00,87.36
929.00,87.33
928.00,87.30
927.00,87.28
926.00,87.27
925.00,87.27
924.00,87.29
923.00,87.32
922.00,87.37
921.00,87.44
920.00,87.50
919.00,87.56
918.00,87.60
917.00,87.65
916.00,87.71
915.00,87.78
914.00,87.84
913.00,87.86
912.00,87.83
911.00,87.79
910.00,87.75
909.00,87.75
908.00,87.76
907.00,87.77
906.00,87.75
905.00,87.71
904.00,87.65
903.00,87.57
902.00,87.49
