Created as New Dataset,14.3 Red Wool sheep crepe
cm-1,%T
2467.00,94.49
2466.00,94.51
2465.00,94.52
2464.00,94.52
2463.00,94.52
2462.00,94.52
2461.00,94.52
2460.00,94.51
2459.00,94.49
2458.00,94.47
2457.00,94.46
2456.00,94.46
2455.00,94.46
2454.00,94.46
2453.00,94.46
2452.00,94.47
2451.00,94.47
2450.00,94.47
2449.00,94.48
2448.00,94.50
2447.00,94.53
2446.00,94.56
2445.00,94.58
2444.00,94.59
2443.00,94.58
2442.00,94.56
2441.00,94.54
2440.00,94.53
2439.00,94.55
2438.00,94.57
2437.00,94.60
2436.00,94.61
2435.00,94.62
2434.00,94.61
2433.00,94.60
2432.00,94.60
2431.00,94.60
2430.00,94.61
2429.00,94.63
2428.00,94.63
2427.00,94.63
2426.00,94.63
2425.00,94.62
2424.00,94.63
2423.00,94.66
2422.00,94.69
2421.00,94.72
2420.00,94.73
2419.00,94.73
2418.00,94.72
2417.00,94.70
2416.00,94.69
2415.00,94.68
2414.00,94.67
2413.00,94.67
2412.00,94.69
2411.00,94.71
2410.00,94.73
2409.00,94.74
2408.00,94.73
2407.00,94.73
2406.00,94.72
2405.00,94.72
2404.00,94.72
2403.00,94.71
2402.00,94.71
2401.00,94.71
2400.00,94.72
2399.00,94.74
2398.00,94.75
2397.00,94.76
2396.00,94.77
2395.00,94.78
2394.00,94.79
2393.00,94.80
2392.00,94.80
2391.00,94.82
2390.00,94.83
2389.00,94.84
2388.00,94.86
2387.00,94.86
2386.00,94.87
2385.00,94.86
2384.00,94.85
2383.00,94.87
2382.00,94.89
2381.00,94.91
2380.00,94.93
2379.00,94.93
2378.00,94.92
2377.00,94.90
2376.00,94.89
2375.00,94.90
2374.00,94.94
2373.00,95.01
2372.00,95.06
2371.00,95.08
2370.00,95.06
2369.00,95.02
2368.00,94.99
2367.00,94.98
2366.00,94.97
2365.00,94.94
2364.00,94.91
2363.00,94.91
2362.00,94.95
2361.00,94.99
2360.00,95.01
2359.00,95.01
2358.00,94.99
2357.00,94.98
2356.00,94.95
2355.00,94.91
2354.00,94.89
2353.00,94.91
2352.00,94.98
2351.00,95.06
2350.00,95.11
2349.00,95.12
2348.00,95.12
2347.00,95.13
2346.00,95.11
2345.00,95.06
2344.00,94.97
2343.00,94.91
2342.00,94.87
2341.00,94.86
2340.00,94.85
2339.00,94.85
2338.00,94.86
2337.00,94.88
2336.00,94.90
2335.00,94.90
2334.00,94.89
2333.00,94.88
2332.00,94.86
2331.00,94.86
2330.00,94.86
2329.00,94.85
2328.00,94.83
2327.00,94.80
2326.00,94.75
2325.00,94.71
2324.00,94.71
2323.00,94.74
2322.00,94.78
2321.00,94.81
2320.00,94.79
2319.00,94.76
2318.00,94.75
2317.00,94.75
2316.00,94.77
2315.00,94.77
2314.00,94.75
2313.00,94.73
2312.00,94.73
2311.00,94.74
2310.00,94.76
2309.00,94.75
2308.00,94.74
2307.00,94.71
2306.00,94.69
2305.00,94.69
2304.00,94.69
2303.00,94.71
2302.00,94.73
2301.00,94.74
2300.00,94.75
2299.00,94.76
2298.00,94.75
2297.00,94.73
2296.00,94.71
2295.00,94.69
2294.00,94.67
2293.00,94.66
2292.00,94.65
2291.00,94.65
2290.00,94.63
2289.00,94.60
2288.00,94.57
2287.00,94.54
2286.00,94.52
2285.00,94.50
2284.00,94.49
2283.00,94.49
2282.00,94.48
2281.00,94.47
2280.00,94.47
2279.00,94.48
2278.00,94.47
2277.00,94.45
2276.00,94.42
2275.00,94.41
2274.00,94.42
2273.00,94.43
2272.00,94.44
2271.00,94.42
2270.00,94.40
2269.00,94.40
2268.00,94.40
2267.00,94.41
2266.00,94.41
2265.00,94.39
2264.00,94.39
2263.00,94.39
2262.00,94.40
2261.00,94.38
2260.00,94.34
2259.00,94.30
2258.00,94.28
2257.00,94.28
2256.00,94.29
2255.00,94.32
2254.00,94.34
2253.00,94.34
2252.00,94.33
2251.00,94.31
2250.00,94.29
2249.00,94.28
2248.00,94.31
2247.00,94.35
2246.00,94.39
2245.00,94.39
2244.00,94.38
2243.00,94.35
2242.00,94.32
2241.00,94.28
2240.00,94.23
2239.00,94.19
2238.00,94.16
2237.00,94.14
2236.00,94.13
2235.00,94.14
2234.00,94.15
2233.00,94.15
2232.00,94.13
2231.00,94.10
2230.00,94.08
2229.00,94.07
2228.00,94.08
2227.00,94.10
2226.00,94.13
2225.00,94.16
2224.00,94.19
2223.00,94.19
2222.00,94.17
2221.00,94.15
2220.00,94.14
2219.00,94.13
2218.00,94.10
2217.00,94.05
2216.00,94.01
2215.00,94.01
2214.00,94.05
2213.00,94.08
2212.00,94.09
2211.00,94.07
2210.00,94.05
2209.00,94.04
2208.00,94.02
2207.00,93.99
2206.00,93.97
2205.00,93.98
2204.00,94.03
2203.00,94.08
2202.00,94.09
2201.00,94.07
2200.00,94.03
2199.00,94.01
2198.00,94.00
2197.00,94.01
2196.00,94.01
2195.00,93.99
2194.00,93.94
2193.00,93.89
2192.00,93.84
2191.00,93.82
2190.00,93.83
2189.00,93.87
2188.00,93.88
2187.00,93.84
2186.00,93.74
2185.00,93.65
2184.00,93.64
2183.00,93.72
2182.00,93.82
2181.00,93.89
2180.00,93.91
2179.00,93.89
2178.00,93.85
2177.00,93.79
2176.00,93.74
2175.00,93.70
2174.00,93.70
2173.00,93.71
2172.00,93.72
2171.00,93.70
2170.00,93.66
2169.00,93.60
2168.00,93.58
2167.00,93.60
2166.00,93.60
2165.00,93.55
2164.00,93.47
2163.00,93.41
2162.00,93.39
2161.00,93.43
2160.00,93.53
2159.00,93.65
2158.00,93.77
2157.00,93.82
2156.00,93.84
2155.00,93.86
2154.00,93.88
2153.00,93.93
2152.00,93.97
2151.00,93.99
2150.00,93.96
2149.00,93.91
2148.00,93.86
2147.00,93.83
2146.00,93.83
2145.00,93.85
2144.00,93.91
2143.00,94.00
2142.00,94.10
2141.00,94.16
2140.00,94.18
2139.00,94.18
2138.00,94.17
2137.00,94.18
2136.00,94.22
2135.00,94.28
2134.00,94.33
2133.00,94.37
2132.00,94.39
2131.00,94.41
2130.00,94.43
2129.00,94.46
2128.00,94.49
2127.00,94.54
2126.00,94.56
2125.00,94.54
2124.00,94.49
2123.00,94.46
2122.00,94.45
2121.00,94.46
2120.00,94.50
2119.00,94.52
2118.00,94.50
2117.00,94.45
2116.00,94.39
2115.00,94.37
2114.00,94.38
2113.00,94.40
2112.00,94.43
2111.00,94.45
2110.00,94.46
2109.00,94.44
2108.00,94.41
2107.00,94.39
2106.00,94.39
2105.00,94.38
2104.00,94.36
2103.00,94.35
2102.00,94.35
2101.00,94.37
2100.00,94.38
2099.00,94.36
2098.00,94.33
2097.00,94.30
2096.00,94.30
2095.00,94.33
2094.00,94.36
2093.00,94.38
2092.00,94.39
2091.00,94.40
2090.00,94.43
2089.00,94.46
2088.00,94.49
2087.00,94.50
2086.00,94.49
2085.00,94.48
2084.00,94.46
2083.00,94.43
2082.00,94.41
2081.00,94.38
2080.00,94.36
2079.00,94.35
2078.00,94.34
2077.00,94.32
2076.00,94.31
2075.00,94.34
2074.00,94.37
2073.00,94.38
2072.00,94.35
2071.00,94.30
2070.00,94.27
2069.00,94.27
2068.00,94.29
2067.00,94.32
2066.00,94.37
2065.00,94.40
2064.00,94.38
2063.00,94.33
2062.00,94.27
2061.00,94.23
2060.00,94.25
2059.00,94.29
2058.00,94.33
2057.00,94.34
2056.00,94.34
2055.00,94.34
2054.00,94.32
2053.00,94.26
2052.00,94.16
2051.00,94.07
2050.00,94.00
2049.00,93.96
2048.00,93.94
2047.00,93.93
2046.00,93.94
2045.00,93.97
2044.00,94.01
2043.00,94.05
2042.00,94.06
2041.00,94.04
2040.00,94.01
2039.00,94.00
2038.00,94.01
2037.00,94.00
2036.00,93.99
2035.00,93.98
2034.00,93.98
2033.00,93.97
2032.00,93.95
2031.00,93.93
2030.00,93.95
2029.00,93.99
2028.00,94.04
2027.00,94.09
2026.00,94.13
2025.00,94.16
2024.00,94.14
2023.00,94.09
2022.00,94.02
2021.00,93.97
2020.00,93.98
2019.00,94.04
2018.00,94.10
2017.00,94.12
2016.00,94.12
2015.00,94.12
2014.00,94.12
2013.00,94.14
2012.00,94.15
2011.00,94.16
2010.00,94.16
2009.00,94.15
2008.00,94.15
2007.00,94.17
2006.00,94.19
2005.00,94.19
2004.00,94.20
2003.00,94.23
2002.00,94.25
2001.00,94.27
2000.00,94.29
1999.00,94.31
1998.00,94.33
1997.00,94.32
1996.00,94.29
1995.00,94.25
1994.00,94.23
1993.00,94.23
1992.00,94.24
1991.00,94.25
1990.00,94.25
1989.00,94.25
1988.00,94.26
1987.00,94.26
1986.00,94.23
1985.00,94.15
1984.00,94.04
1983.00,93.96
1982.00,93.91
1981.00,93.88
1980.00,93.86
1979.00,93.88
1978.00,93.95
1977.00,94.06
1976.00,94.16
1975.00,94.25
1974.00,94.32
1973.00,94.36
1972.00,94.37
1971.00,94.35
1970.00,94.34
1969.00,94.34
1968.00,94.37
1967.00,94.39
1966.00,94.37
1965.00,94.33
1964.00,94.31
1963.00,94.33
1962.00,94.36
1961.00,94.37
1960.00,94.37
1959.00,94.37
1958.00,94.40
1957.00,94.45
1956.00,94.52
1955.00,94.60
1954.00,94.68
1953.00,94.71
1952.00,94.71
1951.00,94.69
1950.00,94.67
1949.00,94.65
1948.00,94.64
1947.00,94.64
1946.00,94.67
1945.00,94.71
1944.00,94.74
1943.00,94.75
1942.00,94.75
1941.00,94.74
1940.00,94.74
1939.00,94.77
1938.00,94.80
1937.00,94.84
1936.00,94.85
1935.00,94.85
1934.00,94.82
1933.00,94.81
1932.00,94.82
1931.00,94.86
1930.00,94.90
1929.00,94.92
1928.00,94.92
1927.00,94.93
1926.00,94.94
1925.00,94.96
1924.00,94.97
1923.00,94.98
1922.00,94.98
1921.00,94.99
1920.00,95.01
1919.00,95.05
1918.00,95.07
1917.00,95.05
1916.00,95.01
1915.00,95.01
1914.00,95.03
1913.00,95.05
1912.00,95.07
1911.00,95.08
1910.00,95.08
1909.00,95.07
1908.00,95.07
1907.00,95.07
1906.00,95.07
1905.00,95.06
1904.00,95.05
1903.00,95.07
1902.00,95.10
1901.00,95.13
1900.00,95.15
1899.00,95.16
1898.00,95.16
1897.00,95.14
1896.00,95.14
1895.00,95.15
1894.00,95.15
1893.00,95.13
1892.00,95.12
1891.00,95.13
1890.00,95.15
1889.00,95.17
1888.00,95.18
1887.00,95.21
1886.00,95.24
1885.00,95.26
1884.00,95.28
1883.00,95.29
1882.00,95.30
1881.00,95.28
1880.00,95.27
1879.00,95.26
1878.00,95.28
1877.00,95.29
1876.00,95.31
1875.00,95.33
1874.00,95.34
1873.00,95.33
1872.00,95.32
1871.00,95.35
1870.00,95.39
1869.00,95.42
1868.00,95.42
1867.00,95.42
1866.00,95.43
1865.00,95.45
1864.00,95.45
1863.00,95.46
1862.00,95.47
1861.00,95.47
1860.00,95.47
1859.00,95.47
1858.00,95.48
1857.00,95.49
1856.00,95.49
1855.00,95.49
1854.00,95.48
1853.00,95.48
1852.00,95.47
1851.00,95.48
1850.00,95.49
1849.00,95.49
1848.00,95.49
1847.00,95.49
1846.00,95.51
1845.00,95.54
1844.00,95.57
1843.00,95.59
1842.00,95.59
1841.00,95.60
1840.00,95.61
1839.00,95.64
1838.00,95.66
1837.00,95.66
1836.00,95.64
1835.00,95.63
1834.00,95.62
1833.00,95.61
1832.00,95.61
1831.00,95.64
1830.00,95.65
1829.00,95.64
1828.00,95.62
1827.00,95.63
1826.00,95.65
1825.00,95.67
1824.00,95.66
1823.00,95.65
1822.00,95.66
1821.00,95.68
1820.00,95.71
1819.00,95.75
1818.00,95.78
1817.00,95.79
1816.00,95.78
1815.00,95.78
1814.00,95.79
1813.00,95.78
1812.00,95.77
1811.00,95.77
1810.00,95.77
1809.00,95.78
1808.00,95.78
1807.00,95.79
1806.00,95.79
1805.00,95.79
1804.00,95.78
1803.00,95.77
1802.00,95.75
1801.00,95.75
1800.00,95.77
1799.00,95.82
1798.00,95.86
1797.00,95.88
1796.00,95.87
1795.00,95.85
1794.00,95.85
1793.00,95.85
1792.00,95.83
1791.00,95.83
1790.00,95.83
1789.00,95.83
1788.00,95.85
1787.00,95.87
1786.00,95.89
1785.00,95.89
1784.00,95.87
1783.00,95.87
1782.00,95.88
1781.00,95.89
1780.00,95.88
1779.00,95.87
1778.00,95.86
1777.00,95.86
1776.00,95.85
1775.00,95.84
1774.00,95.86
1773.00,95.90
1772.00,95.92
1771.00,95.92
1770.00,95.91
1769.00,95.90
1768.00,95.89
1767.00,95.88
1766.00,95.86
1765.00,95.84
1764.00,95.82
1763.00,95.82
1762.00,95.83
1761.00,95.82
1760.00,95.79
1759.00,95.76
1758.00,95.76
1757.00,95.75
1756.00,95.73
1755.00,95.70
1754.00,95.68
1753.00,95.67
1752.00,95.66
1751.00,95.64
1750.00,95.63
1749.00,95.60
1748.00,95.57
1747.00,95.53
1746.00,95.48
1745.00,95.41
1744.00,95.34
1743.00,95.27
1742.00,95.23
1741.00,95.20
1740.00,95.17
1739.00,95.12
1738.00,95.04
1737.00,94.96
1736.00,94.89
1735.00,94.87
1734.00,94.86
1733.00,94.81
1732.00,94.75
1731.00,94.71
1730.00,94.68
1729.00,94.62
1728.00,94.55
1727.00,94.48
1726.00,94.41
1725.00,94.33
1724.00,94.24
1723.00,94.14
1722.00,94.04
1721.00,93.94
1720.00,93.87
1719.00,93.85
1718.00,93.83
1717.00,93.73
1716.00,93.60
1715.00,93.49
1714.00,93.41
1713.00,93.33
1712.00,93.22
1711.00,93.10
1710.00,92.96
1709.00,92.80
1708.00,92.61
1707.00,92.42
1706.00,92.21
1705.00,91.95
1704.00,91.64
1703.00,91.35
1702.00,91.08
1701.00,90.74
1700.00,90.28
1699.00,89.87
1698.00,89.54
1697.00,89.19
1696.00,88.73
1695.00,88.24
1694.00,87.83
1693.00,87.46
1692.00,87.10
1691.00,86.73
1690.00,86.33
1689.00,85.93
1688.00,85.55
1687.00,85.22
1686.00,84.92
1685.00,84.51
1684.00,83.96
1683.00,83.48
1682.00,83.13
1681.00,82.81
1680.00,82.46
1679.00,82.10
1678.00,81.78
1677.00,81.45
1676.00,81.06
1675.00,80.62
1674.00,80.22
1673.00,79.86
1672.00,79.51
1671.00,79.15
1670.00,78.76
1669.00,78.32
1668.00,77.91
1667.00,77.56
1666.00,77.25
1665.00,76.92
1664.00,76.53
1663.00,76.08
1662.00,75.62
1661.00,75.17
1660.00,74.73
1659.00,74.30
1658.00,73.90
1657.00,73.50
1656.00,73.12
1655.00,72.76
1654.00,72.33
1653.00,71.71
1652.00,71.13
1651.00,70.76
1650.00,70.50
1649.00,70.27
1648.00,70.01
1647.00,69.74
1646.00,69.50
1645.00,69.31
1644.00,69.16
1643.00,69.03
1642.00,68.93
1641.00,68.84
1640.00,68.75
1639.00,68.66
1638.00,68.61
1637.00,68.56
1636.00,68.49
1635.00,68.41
1634.00,68.36
1633.00,68.32
1632.00,68.27
1631.00,68.23
1630.00,68.23
1629.00,68.27
1628.00,68.31
1627.00,68.36
1626.00,68.42
1625.00,68.53
1624.00,68.71
1623.00,68.94
1622.00,69.21
1621.00,69.46
1620.00,69.71
1619.00,70.00
1618.00,70.37
1617.00,70.84
1616.00,71.33
1615.00,71.76
1614.00,72.17
1613.00,72.61
1612.00,73.10
1611.00,73.62
1610.00,74.14
1609.00,74.67
1608.00,75.19
1607.00,75.70
1606.00,76.18
1605.00,76.65
1604.00,77.11
1603.00,77.57
1602.00,77.98
1601.00,78.36
1600.00,78.71
1599.00,79.05
1598.00,79.36
1597.00,79.66
1596.00,79.94
1595.00,80.21
1594.00,80.45
1593.00,80.68
1592.00,80.92
1591.00,81.16
1590.00,81.37
1589.00,81.56
1588.00,81.76
1587.00,81.95
1586.00,82.12
1585.00,82.27
1584.00,82.42
1583.00,82.53
1582.00,82.59
1581.00,82.61
1580.00,82.63
1579.00,82.63
1578.00,82.61
1577.00,82.58
1576.00,82.52
1575.00,82.42
1574.00,82.29
1573.00,82.16
1572.00,82.04
1571.00,81.91
1570.00,81.72
1569.00,81.48
1568.00,81.27
1567.00,81.07
1566.00,80.83
1565.00,80.57
1564.00,80.29
1563.00,80.03
1562.00,79.77
1561.00,79.51
1560.00,79.20
1559.00,78.65
1558.00,78.08
1557.00,77.71
1556.00,77.42
1555.00,77.10
1554.00,76.71
1553.00,76.32
1552.00,75.98
1551.00,75.64
1550.00,75.27
1549.00,74.90
1548.00,74.58
1547.00,74.30
1546.00,74.03
1545.00,73.75
1544.00,73.48
1543.00,73.22
1542.00,72.99
1541.00,72.74
1540.00,72.49
1539.00,72.27
1538.00,72.09
1537.00,71.94
1536.00,71.82
1535.00,71.71
1534.00,71.61
1533.00,71.49
1532.00,71.40
1531.00,71.33
1530.00,71.26
1529.00,71.21
1528.00,71.17
1527.00,71.14
1526.00,71.10
1525.00,71.06
1524.00,71.03
1523.00,71.02
1522.00,70.99
1521.00,70.90
1520.00,70.81
1519.00,70.74
1518.00,70.67
1517.00,70.63
1516.00,70.61
1515.00,70.64
1514.00,70.71
1513.00,70.85
1512.00,71.04
1511.00,71.25
1510.00,71.45
1509.00,71.67
1508.00,71.99
1507.00,72.42
1506.00,72.87
1505.00,73.24
1504.00,73.54
1503.00,73.82
1502.00,74.13
1501.00,74.46
1500.00,74.80
1499.00,75.17
1498.00,75.58
1497.00,76.03
1496.00,76.51
1495.00,76.94
1494.00,77.31
1493.00,77.67
1492.00,78.05
1491.00,78.50
1490.00,78.97
1489.00,79.42
1488.00,79.83
1487.00,80.21
1486.00,80.57
1485.00,80.88
1484.00,81.15
1483.00,81.39
1482.00,81.61
1481.00,81.80
1480.00,81.94
1479.00,82.04
1478.00,82.12
1477.00,82.15
1476.00,82.15
1475.00,82.12
1474.00,82.07
1473.00,81.97
1472.00,81.82
1471.00,81.68
1470.00,81.57
1469.00,81.46
1468.00,81.36
1467.00,81.29
1466.00,81.23
1465.00,81.18
1464.00,81.12
1463.00,81.07
1462.00,81.01
1461.00,80.94
1460.00,80.85
1459.00,80.75
1458.00,80.62
1457.00,80.44
1456.00,80.26
1455.00,80.12
1454.00,80.04
1453.00,79.98
1452.00,79.94
1451.00,79.92
1450.00,79.93
1449.00,79.95
1448.00,79.96
1447.00,79.98
1446.00,80.02
1445.00,80.07
1444.00,80.13
1443.00,80.20
1442.00,80.28
1441.00,80.35
1440.00,80.43
1439.00,80.52
1438.00,80.66
1437.00,80.82
1436.00,80.99
1435.00,81.14
1434.00,81.28
1433.00,81.42
1432.00,81.57
1431.00,81.71
1430.00,81.85
1429.00,81.98
1428.00,82.08
1427.00,82.16
1426.00,82.22
1425.00,82.27
1424.00,82.28
1423.00,82.27
1422.00,82.25
1421.00,82.24
1420.00,82.23
1419.00,82.19
1418.00,82.14
1417.00,82.09
1416.00,82.05
1415.00,82.02
1414.00,82.00
1413.00,81.98
1412.00,81.96
1411.00,81.94
1410.00,81.93
1409.00,81.92
1408.00,81.91
1407.00,81.90
1406.00,81.90
1405.00,81.92
1404.00,81.95
1403.00,81.97
1402.00,81.98
1401.00,81.99
1400.00,81.99
1399.00,81.98
1398.00,81.96
1397.00,81.95
1396.00,81.95
1395.00,81.95
1394.00,81.95
1393.00,81.94
1392.00,81.92
1391.00,81.90
1390.00,81.89
1389.00,81.91
1388.00,81.93
1387.00,81.97
1386.00,82.01
1385.00,82.06
1384.00,82.13
1383.00,82.22
1382.00,82.31
1381.00,82.41
1380.00,82.50
1379.00,82.59
1378.00,82.67
1377.00,82.75
1376.00,82.83
1375.00,82.91
1374.00,82.97
1373.00,83.01
1372.00,83.04
1371.00,83.07
1370.00,83.11
1369.00,83.16
1368.00,83.22
1367.00,83.30
1366.00,83.39
1365.00,83.50
1364.00,83.61
1363.00,83.71
1362.00,83.79
1361.00,83.85
1360.00,83.90
1359.00,83.95
1358.00,83.99
1357.00,84.02
1356.00,84.04
1355.00,84.05
1354.00,84.07
1353.00,84.07
1352.00,84.06
1351.00,84.02
1350.00,83.98
1349.00,83.94
1348.00,83.89
1347.00,83.85
1346.00,83.82
1345.00,83.80
1344.00,83.77
1343.00,83.74
1342.00,83.72
1341.00,83.71
1340.00,83.69
1339.00,83.68
1338.00,83.67
1337.00,83.68
1336.00,83.71
1335.00,83.75
1334.00,83.79
1333.00,83.84
1332.00,83.88
1331.00,83.92
1330.00,83.96
1329.00,83.99
1328.00,84.02
1327.00,84.05
1326.00,84.07
1325.00,84.07
1324.00,84.06
1323.00,84.04
1322.00,84.02
1321.00,84.00
1320.00,83.97
1319.00,83.95
1318.00,83.93
1317.00,83.90
1316.00,83.88
1315.00,83.85
1314.00,83.83
1313.00,83.81
1312.00,83.80
1311.00,83.78
1310.00,83.76
1309.00,83.76
1308.00,83.75
1307.00,83.74
1306.00,83.73
1305.00,83.72
1304.00,83.71
1303.00,83.70
1302.00,83.67
1301.00,83.65
1300.00,83.62
1299.00,83.61
1298.00,83.61
1297.00,83.60
1296.00,83.58
1295.00,83.56
1294.00,83.54
1293.00,83.52
1292.00,83.50
1291.00,83.48
1290.00,83.46
1289.00,83.44
1288.00,83.42
1287.00,83.41
1286.00,83.40
1285.00,83.38
1284.00,83.35
1283.00,83.31
1282.00,83.27
1281.00,83.23
1280.00,83.18
1279.00,83.14
1278.00,83.10
1277.00,83.05
1276.00,83.01
1275.00,82.96
1274.00,82.92
1273.00,82.88
1272.00,82.85
1271.00,82.82
1270.00,82.78
1269.00,82.73
1268.00,82.69
1267.00,82.64
1266.00,82.58
1265.00,82.52
1264.00,82.45
1263.00,82.39
1262.00,82.33
1261.00,82.28
1260.00,82.22
1259.00,82.15
1258.00,82.07
1257.00,81.97
1256.00,81.86
1255.00,81.77
1254.00,81.68
1253.00,81.61
1252.00,81.52
1251.00,81.42
1250.00,81.32
1249.00,81.22
1248.00,81.14
1247.00,81.06
1246.00,80.97
1245.00,80.89
1244.00,80.82
1243.00,80.76
1242.00,80.71
1241.00,80.67
1240.00,80.63
1239.00,80.59
1238.00,80.55
1237.00,80.53
1236.00,80.52
1235.00,80.52
1234.00,80.53
1233.00,80.54
1232.00,80.57
1231.00,80.60
1230.00,80.64
1229.00,80.68
1228.00,80.74
1227.00,80.81
1226.00,80.90
1225.00,80.99
1224.00,81.08
1223.00,81.18
1222.00,81.29
1221.00,81.40
1220.00,81.49
1219.00,81.59
1218.00,81.68
1217.00,81.79
1216.00,81.91
1215.00,82.03
1214.00,82.15
1213.00,82.25
1212.00,82.34
1211.00,82.42
1210.00,82.49
1209.00,82.54
1208.00,82.60
1207.00,82.66
1206.00,82.74
1205.00,82.82
1204.00,82.89
1203.00,82.96
1202.00,83.02
1201.00,83.07
1200.00,83.12
1199.00,83.18
1198.00,83.25
1197.00,83.33
1196.00,83.41
1195.00,83.47
1194.00,83.53
1193.00,83.58
1192.00,83.63
1191.00,83.67
1190.00,83.70
1189.00,83.73
1188.00,83.75
1187.00,83.76
1186.00,83.76
1185.00,83.75
1184.00,83.73
1183.00,83.71
1182.00,83.70
1181.00,83.71
1180.00,83.72
1179.00,83.75
1178.00,83.76
1177.00,83.75
1176.00,83.73
1175.00,83.73
1174.00,83.75
1173.00,83.79
1172.00,83.85
1171.00,83.91
1170.00,83.98
1169.00,84.03
1168.00,84.08
1167.00,84.14
1166.00,84.19
1165.00,84.24
1164.00,84.26
1163.00,84.26
1162.00,84.27
1161.00,84.28
1160.00,84.30
1159.00,84.32
1158.00,84.33
1157.00,84.33
1156.00,84.32
1155.00,84.32
1154.00,84.33
1153.00,84.37
1152.00,84.41
1151.00,84.46
1150.00,84.51
1149.00,84.55
1148.00,84.58
1147.00,84.58
1146.00,84.58
1145.00,84.56
1144.00,84.54
1143.00,84.52
1142.00,84.50
1141.00,84.49
1140.00,84.45
1139.00,84.38
1138.00,84.31
1137.00,84.26
1136.00,84.21
1135.00,84.15
1134.00,84.07
1133.00,83.97
1132.00,83.89
1131.00,83.81
1130.00,83.75
1129.00,83.68
1128.00,83.60
1127.00,83.51
1126.00,83.42
1125.00,83.33
1124.00,83.25
1123.00,83.19
1122.00,83.15
1121.00,83.12
1120.00,83.07
1119.00,83.02
1118.00,82.97
1117.00,82.92
1116.00,82.89
1115.00,82.86
1114.00,82.83
1113.00,82.80
1112.00,82.74
1111.00,82.68
1110.00,82.61
1109.00,82.54
1108.00,82.47
1107.00,82.39
1106.00,82.30
1105.00,82.22
1104.00,82.14
1103.00,82.07
1102.00,82.01
1101.00,81.95
1100.00,81.89
1099.00,81.82
1098.00,81.75
1097.00,81.65
1096.00,81.55
1095.00,81.48
1094.00,81.45
1093.00,81.42
1092.00,81.38
1091.00,81.36
1090.00,81.34
1089.00,81.31
1088.00,81.26
1087.00,81.19
1086.00,81.10
1085.00,81.01
1084.00,80.91
1083.00,80.84
1082.00,80.78
1081.00,80.73
1080.00,80.68
1079.00,80.63
1078.00,80.59
1077.00,80.56
1076.00,80.53
1075.00,80.52
1074.00,80.53
1073.00,80.56
1072.00,80.60
1071.00,80.64
1070.00,80.66
1069.00,80.68
1068.00,80.71
1067.00,80.75
1066.00,80.80
1065.00,80.85
1064.00,80.89
1063.00,80.91
1062.00,80.93
1061.00,80.97
1060.00,81.03
1059.00,81.11
1058.00,81.18
1057.00,81.24
1056.00,81.27
1055.00,81.29
1054.00,81.34
1053.00,81.40
1052.00,81.47
1051.00,81.53
1050.00,81.60
1049.00,81.65
1048.00,81.71
1047.00,81.77
1046.00,81.85
1045.00,81.93
1044.00,82.02
1043.00,82.11
1042.00,82.20
1041.00,82.29
1040.00,82.37
1039.00,82.47
1038.00,82.58
1037.00,82.69
1036.00,82.79
1035.00,82.87
1034.00,82.96
1033.00,83.04
1032.00,83.14
1031.00,83.26
1030.00,83.38
1029.00,83.51
1028.00,83.63
1027.00,83.76
1026.00,83.88
1025.00,84.02
1024.00,84.16
1023.00,84.31
1022.00,84.45
1021.00,84.59
1020.00,84.72
1019.00,84.86
1018.00,84.99
1017.00,85.11
1016.00,85.21
1015.00,85.31
1014.00,85.41
1013.00,85.51
1012.00,85.61
1011.00,85.70
1010.00,85.81
1009.00,85.93
1008.00,86.05
1007.00,86.16
1006.00,86.26
1005.00,86.35
1004.00,86.44
1003.00,86.51
1002.00,86.59
1001.00,86.67
1000.00,86.75
999.00,86.82
998.00,86.90
997.00,86.98
996.00,87.06
995.00,87.12
994.00,87.17
993.00,87.21
992.00,87.24
991.00,87.27
990.00,87.30
989.00,87.35
988.00,87.40
987.00,87.46
986.00,87.50
985.00,87.54
984.00,87.56
983.00,87.56
982.00,87.57
981.00,87.57
980.00,87.56
979.00,87.54
978.00,87.51
977.00,87.50
976.00,87.51
975.00,87.53
974.00,87.56
973.00,87.60
972.00,87.64
971.00,87.67
970.00,87.68
969.00,87.69
968.00,87.72
967.00,87.75
966.00,87.79
965.00,87.83
964.00,87.87
963.00,87.91
962.00,87.95
961.00,87.99
960.00,88.03
959.00,88.08
958.00,88.13
957.00,88.17
956.00,88.19
955.00,88.19
954.00,88.19
953.00,88.21
952.00,88.24
951.00,88.28
950.00,88.31
949.00,88.33
948.00,88.34
947.00,88.34
946.00,88.34
945.00,88.32
944.00,88.31
943.00,88.30
942.00,88.30
941.00,88.31
940.00,88.32
939.00,88.32
938.00,88.31
937.00,88.28
936.00,88.26
935.00,88.25
934.00,88.25
933.00,88.24
932.00,88.23
931.00,88.21
930.00,88.21
929.00,88.21
928.00,88.23
927.00,88.24
926.00,88.25
925.00,88.24
924.00,88.21
923.00,88.20
922.00,88.20
921.00,88.23
920.00,88.27
919.00,88.32
918.00,88.36
917.00,88.40
916.00,88.43
915.00,88.47
914.00,88.51
913.00,88.55
912.00,88.59
911.00,88.62
910.00,88.65
909.00,88.68
908.00,88.70
907.00,88.69
906.00,88.66
