Created as New Dataset,11. Acrylic Bayer
cm-1,%T
2461.00,99.43
2460.00,99.41
2459.00,99.40
2458.00,99.42
2457.00,99.44
2456.00,99.46
2455.00,99.45
2454.00,99.43
2453.00,99.41
2452.00,99.40
2451.00,99.40
2450.00,99.41
2449.00,99.42
2448.00,99.43
2447.00,99.43
2446.00,99.43
2445.00,99.43
2444.00,99.44
2443.00,99.43
2442.00,99.42
2441.00,99.41
2440.00,99.42
2439.00,99.44
2438.00,99.45
2437.00,99.43
2436.00,99.41
2435.00,99.41
2434.00,99.42
2433.00,99.43
2432.00,99.42
2431.00,99.41
2430.00,99.40
2429.00,99.41
2428.00,99.42
2427.00,99.43
2426.00,99.43
2425.00,99.42
2424.00,99.42
2423.00,99.42
2422.00,99.44
2421.00,99.44
2420.00,99.42
2419.00,99.40
2418.00,99.39
2417.00,99.41
2416.00,99.43
2415.00,99.44
2414.00,99.43
2413.00,99.42
2412.00,99.42
2411.00,99.42
2410.00,99.43
2409.00,99.46
2408.00,99.49
2407.00,99.53
2406.00,99.55
2405.00,99.55
2404.00,99.55
2403.00,99.55
2402.00,99.55
2401.00,99.55
2400.00,99.54
2399.00,99.52
2398.00,99.51
2397.00,99.52
2396.00,99.53
2395.00,99.55
2394.00,99.56
2393.00,99.56
2392.00,99.56
2391.00,99.56
2390.00,99.56
2389.00,99.56
2388.00,99.55
2387.00,99.54
2386.00,99.53
2385.00,99.53
2384.00,99.53
2383.00,99.55
2382.00,99.57
2381.00,99.61
2380.00,99.64
2379.00,99.67
2378.00,99.69
2377.00,99.71
2376.00,99.71
2375.00,99.72
2374.00,99.71
2373.00,99.69
2372.00,99.70
2371.00,99.74
2370.00,99.80
2369.00,99.83
2368.00,99.83
2367.00,99.82
2366.00,99.83
2365.00,99.84
2364.00,99.86
2363.00,99.85
2362.00,99.83
2361.00,99.80
2360.00,99.80
2359.00,99.82
2358.00,99.83
2357.00,99.82
2356.00,99.78
2355.00,99.77
2354.00,99.80
2353.00,99.83
2352.00,99.85
2351.00,99.84
2350.00,99.83
2349.00,99.83
2348.00,99.83
2347.00,99.85
2346.00,99.89
2345.00,99.92
2344.00,99.95
2343.00,99.95
2342.00,99.93
2341.00,99.91
2340.00,99.88
2339.00,99.83
2338.00,99.77
2337.00,99.72
2336.00,99.72
2335.00,99.73
2334.00,99.75
2333.00,99.76
2332.00,99.76
2331.00,99.76
2330.00,99.76
2329.00,99.74
2328.00,99.69
2327.00,99.61
2326.00,99.55
2325.00,99.53
2324.00,99.53
2323.00,99.53
2322.00,99.51
2321.00,99.48
2320.00,99.44
2319.00,99.43
2318.00,99.45
2317.00,99.47
2316.00,99.49
2315.00,99.50
2314.00,99.49
2313.00,99.47
2312.00,99.47
2311.00,99.47
2310.00,99.48
2309.00,99.48
2308.00,99.46
2307.00,99.45
2306.00,99.44
2305.00,99.45
2304.00,99.45
2303.00,99.44
2302.00,99.41
2301.00,99.39
2300.00,99.38
2299.00,99.39
2298.00,99.40
2297.00,99.40
2296.00,99.39
2295.00,99.37
2294.00,99.35
2293.00,99.32
2292.00,99.27
2291.00,99.22
2290.00,99.19
2289.00,99.18
2288.00,99.18
2287.00,99.20
2286.00,99.20
2285.00,99.21
2284.00,99.21
2283.00,99.22
2282.00,99.23
2281.00,99.23
2280.00,99.23
2279.00,99.23
2278.00,99.22
2277.00,99.20
2276.00,99.18
2275.00,99.15
2274.00,99.13
2273.00,99.12
2272.00,99.12
2271.00,99.13
2270.00,99.13
2269.00,99.12
2268.00,99.10
2267.00,99.07
2266.00,99.05
2265.00,99.02
2264.00,99.00
2263.00,98.98
2262.00,98.97
2261.00,98.95
2260.00,98.90
2259.00,98.83
2258.00,98.75
2257.00,98.68
2256.00,98.61
2255.00,98.54
2254.00,98.46
2253.00,98.37
2252.00,98.26
2251.00,98.11
2250.00,97.95
2249.00,97.78
2248.00,97.63
2247.00,97.47
2246.00,97.31
2245.00,97.16
2244.00,97.05
2243.00,96.99
2242.00,96.99
2241.00,97.05
2240.00,97.16
2239.00,97.32
2238.00,97.50
2237.00,97.68
2236.00,97.87
2235.00,98.06
2234.00,98.24
2233.00,98.39
2232.00,98.50
2231.00,98.58
2230.00,98.64
2229.00,98.69
2228.00,98.74
2227.00,98.79
2226.00,98.81
2225.00,98.79
2224.00,98.75
2223.00,98.71
2222.00,98.69
2221.00,98.71
2220.00,98.75
2219.00,98.80
2218.00,98.85
2217.00,98.89
2216.00,98.90
2215.00,98.86
2214.00,98.80
2213.00,98.76
2212.00,98.76
2211.00,98.81
2210.00,98.86
2209.00,98.84
2208.00,98.77
2207.00,98.69
2206.00,98.66
2205.00,98.67
2204.00,98.72
2203.00,98.76
2202.00,98.79
2201.00,98.79
2200.00,98.76
2199.00,98.71
2198.00,98.65
2197.00,98.60
2196.00,98.59
2195.00,98.62
2194.00,98.67
2193.00,98.71
2192.00,98.71
2191.00,98.66
2190.00,98.61
2189.00,98.58
2188.00,98.55
2187.00,98.52
2186.00,98.52
2185.00,98.54
2184.00,98.58
2183.00,98.61
2182.00,98.61
2181.00,98.61
2180.00,98.63
2179.00,98.66
2178.00,98.67
2177.00,98.66
2176.00,98.62
2175.00,98.58
2174.00,98.56
2173.00,98.54
2172.00,98.55
2171.00,98.58
2170.00,98.60
2169.00,98.59
2168.00,98.56
2167.00,98.50
2166.00,98.45
2165.00,98.38
2164.00,98.29
2163.00,98.19
2162.00,98.12
2161.00,98.15
2160.00,98.29
2159.00,98.48
2158.00,98.63
2157.00,98.71
2156.00,98.74
2155.00,98.75
2154.00,98.74
2153.00,98.70
2152.00,98.65
2151.00,98.61
2150.00,98.59
2149.00,98.61
2148.00,98.66
2147.00,98.70
2146.00,98.73
2145.00,98.76
2144.00,98.80
2143.00,98.86
2142.00,98.93
2141.00,98.97
2140.00,98.98
2139.00,98.97
2138.00,98.98
2137.00,99.01
2136.00,99.07
2135.00,99.12
2134.00,99.15
2133.00,99.15
2132.00,99.15
2131.00,99.15
2130.00,99.16
2129.00,99.17
2128.00,99.17
2127.00,99.17
2126.00,99.18
2125.00,99.19
2124.00,99.22
2123.00,99.24
2122.00,99.25
2121.00,99.24
2120.00,99.23
2119.00,99.24
2118.00,99.24
2117.00,99.21
2116.00,99.15
2115.00,99.11
2114.00,99.09
2113.00,99.10
2112.00,99.11
2111.00,99.11
2110.00,99.11
2109.00,99.12
2108.00,99.13
2107.00,99.13
2106.00,99.14
2105.00,99.13
2104.00,99.12
2103.00,99.10
2102.00,99.07
2101.00,99.04
2100.00,99.03
2099.00,99.04
2098.00,99.07
2097.00,99.09
2096.00,99.12
2095.00,99.15
2094.00,99.16
2093.00,99.15
2092.00,99.11
2091.00,99.09
2090.00,99.09
2089.00,99.11
2088.00,99.12
2087.00,99.10
2086.00,99.07
2085.00,99.04
2084.00,99.02
2083.00,99.02
2082.00,99.03
2081.00,99.06
2080.00,99.08
2079.00,99.08
2078.00,99.07
2077.00,99.05
2076.00,99.06
2075.00,99.07
2074.00,99.07
2073.00,99.05
2072.00,99.01
2071.00,98.97
2070.00,98.93
2069.00,98.91
2068.00,98.90
2067.00,98.89
2066.00,98.88
2065.00,98.87
2064.00,98.87
2063.00,98.87
2062.00,98.87
2061.00,98.86
2060.00,98.86
2059.00,98.85
2058.00,98.85
2057.00,98.85
2056.00,98.86
2055.00,98.86
2054.00,98.85
2053.00,98.82
2052.00,98.76
2051.00,98.69
2050.00,98.65
2049.00,98.65
2048.00,98.66
2047.00,98.68
2046.00,98.70
2045.00,98.72
2044.00,98.73
2043.00,98.72
2042.00,98.69
2041.00,98.65
2040.00,98.60
2039.00,98.56
2038.00,98.53
2037.00,98.51
2036.00,98.52
2035.00,98.58
2034.00,98.66
2033.00,98.71
2032.00,98.72
2031.00,98.70
2030.00,98.69
2029.00,98.71
2028.00,98.70
2027.00,98.65
2026.00,98.60
2025.00,98.58
2024.00,98.60
2023.00,98.63
2022.00,98.64
2021.00,98.65
2020.00,98.67
2019.00,98.69
2018.00,98.69
2017.00,98.67
2016.00,98.66
2015.00,98.69
2014.00,98.74
2013.00,98.76
2012.00,98.75
2011.00,98.73
2010.00,98.75
2009.00,98.80
2008.00,98.83
2007.00,98.80
2006.00,98.72
2005.00,98.65
2004.00,98.64
2003.00,98.66
2002.00,98.67
2001.00,98.69
2000.00,98.72
1999.00,98.76
1998.00,98.80
1997.00,98.82
1996.00,98.83
1995.00,98.83
1994.00,98.80
1993.00,98.76
1992.00,98.71
1991.00,98.68
1990.00,98.69
1989.00,98.72
1988.00,98.74
1987.00,98.74
1986.00,98.73
1985.00,98.70
1984.00,98.63
1983.00,98.54
1982.00,98.47
1981.00,98.45
1980.00,98.48
1979.00,98.53
1978.00,98.58
1977.00,98.59
1976.00,98.58
1975.00,98.57
1974.00,98.58
1973.00,98.61
1972.00,98.65
1971.00,98.67
1970.00,98.68
1969.00,98.71
1968.00,98.77
1967.00,98.85
1966.00,98.90
1965.00,98.88
1964.00,98.84
1963.00,98.82
1962.00,98.87
1961.00,98.95
1960.00,99.01
1959.00,99.02
1958.00,99.00
1957.00,98.98
1956.00,98.98
1955.00,99.00
1954.00,99.01
1953.00,99.01
1952.00,98.99
1951.00,99.00
1950.00,99.03
1949.00,99.10
1948.00,99.16
1947.00,99.19
1946.00,99.17
1945.00,99.12
1944.00,99.07
1943.00,99.04
1942.00,99.05
1941.00,99.07
1940.00,99.08
1939.00,99.10
1938.00,99.13
1937.00,99.17
1936.00,99.20
1935.00,99.21
1934.00,99.20
1933.00,99.18
1932.00,99.16
1931.00,99.15
1930.00,99.16
1929.00,99.19
1928.00,99.21
1927.00,99.21
1926.00,99.21
1925.00,99.23
1924.00,99.26
1923.00,99.29
1922.00,99.30
1921.00,99.29
1920.00,99.28
1919.00,99.26
1918.00,99.25
1917.00,99.25
1916.00,99.25
1915.00,99.26
1914.00,99.27
1913.00,99.29
1912.00,99.30
1911.00,99.32
1910.00,99.34
1909.00,99.34
1908.00,99.33
1907.00,99.31
1906.00,99.29
1905.00,99.29
1904.00,99.30
1903.00,99.31
1902.00,99.32
1901.00,99.32
1900.00,99.31
1899.00,99.31
1898.00,99.30
1897.00,99.31
1896.00,99.31
1895.00,99.31
1894.00,99.32
1893.00,99.33
1892.00,99.35
1891.00,99.37
1890.00,99.38
1889.00,99.39
1888.00,99.40
1887.00,99.40
1886.00,99.40
1885.00,99.40
1884.00,99.41
1883.00,99.42
1882.00,99.42
1881.00,99.39
1880.00,99.37
1879.00,99.36
1878.00,99.37
1877.00,99.39
1876.00,99.41
1875.00,99.42
1874.00,99.41
1873.00,99.41
1872.00,99.40
1871.00,99.41
1870.00,99.40
1869.00,99.38
1868.00,99.35
1867.00,99.35
1866.00,99.38
1865.00,99.42
1864.00,99.45
1863.00,99.46
1862.00,99.45
1861.00,99.42
1860.00,99.40
1859.00,99.39
1858.00,99.40
1857.00,99.42
1856.00,99.42
1855.00,99.41
1854.00,99.40
1853.00,99.38
1852.00,99.38
1851.00,99.38
1850.00,99.40
1849.00,99.41
1848.00,99.42
1847.00,99.42
1846.00,99.42
1845.00,99.44
1844.00,99.48
1843.00,99.52
1842.00,99.53
1841.00,99.52
1840.00,99.51
1839.00,99.51
1838.00,99.50
1837.00,99.49
1836.00,99.48
1835.00,99.48
1834.00,99.49
1833.00,99.50
1832.00,99.51
1831.00,99.51
1830.00,99.52
1829.00,99.53
1828.00,99.53
1827.00,99.52
1826.00,99.51
1825.00,99.50
1824.00,99.48
1823.00,99.47
1822.00,99.47
1821.00,99.48
1820.00,99.50
1819.00,99.51
1818.00,99.53
1817.00,99.53
1816.00,99.54
1815.00,99.55
1814.00,99.56
1813.00,99.55
1812.00,99.54
1811.00,99.53
1810.00,99.54
1809.00,99.56
1808.00,99.58
1807.00,99.58
1806.00,99.57
1805.00,99.56
1804.00,99.55
1803.00,99.55
1802.00,99.55
1801.00,99.55
1800.00,99.56
1799.00,99.57
1798.00,99.59
1797.00,99.60
1796.00,99.59
1795.00,99.57
1794.00,99.55
1793.00,99.53
1792.00,99.53
1791.00,99.54
1790.00,99.55
1789.00,99.57
1788.00,99.57
1787.00,99.57
1786.00,99.57
1785.00,99.56
1784.00,99.55
1783.00,99.54
1782.00,99.55
1781.00,99.56
1780.00,99.58
1779.00,99.57
1778.00,99.56
1777.00,99.54
1776.00,99.53
1775.00,99.52
1774.00,99.53
1773.00,99.56
1772.00,99.58
1771.00,99.58
1770.00,99.56
1769.00,99.54
1768.00,99.55
1767.00,99.57
1766.00,99.58
1765.00,99.57
1764.00,99.55
1763.00,99.53
1762.00,99.51
1761.00,99.49
1760.00,99.47
1759.00,99.45
1758.00,99.43
1757.00,99.42
1756.00,99.40
1755.00,99.39
1754.00,99.36
1753.00,99.34
1752.00,99.31
1751.00,99.27
1750.00,99.20
1749.00,99.12
1748.00,99.04
1747.00,98.95
1746.00,98.87
1745.00,98.78
1744.00,98.68
1743.00,98.58
1742.00,98.49
1741.00,98.40
1740.00,98.31
1739.00,98.21
1738.00,98.13
1737.00,98.06
1736.00,97.99
1735.00,97.90
1734.00,97.83
1733.00,97.78
1732.00,97.77
1731.00,97.77
1730.00,97.80
1729.00,97.83
1728.00,97.87
1727.00,97.90
1726.00,97.94
1725.00,97.98
1724.00,98.05
1723.00,98.14
1722.00,98.23
1721.00,98.31
1720.00,98.40
1719.00,98.49
1718.00,98.59
1717.00,98.67
1716.00,98.73
1715.00,98.79
1714.00,98.86
1713.00,98.92
1712.00,98.97
1711.00,99.03
1710.00,99.08
1709.00,99.13
1708.00,99.17
1707.00,99.20
1706.00,99.23
1705.00,99.25
1704.00,99.26
1703.00,99.27
1702.00,99.30
1701.00,99.34
1700.00,99.38
1699.00,99.39
1698.00,99.39
1697.00,99.40
1696.00,99.39
1695.00,99.38
1694.00,99.36
1693.00,99.34
1692.00,99.34
1691.00,99.36
1690.00,99.37
1689.00,99.39
1688.00,99.40
1687.00,99.42
1686.00,99.45
1685.00,99.48
1684.00,99.48
1683.00,99.44
1682.00,99.39
1681.00,99.35
1680.00,99.33
1679.00,99.33
1678.00,99.32
1677.00,99.32
1676.00,99.30
1675.00,99.27
1674.00,99.22
1673.00,99.17
1672.00,99.14
1671.00,99.11
1670.00,99.10
1669.00,99.09
1668.00,99.08
1667.00,99.07
1666.00,99.06
1665.00,99.05
1664.00,99.06
1663.00,99.08
1662.00,99.09
1661.00,99.10
1660.00,99.11
1659.00,99.11
1658.00,99.12
1657.00,99.13
1656.00,99.15
1655.00,99.18
1654.00,99.20
1653.00,99.24
1652.00,99.26
1651.00,99.27
1650.00,99.27
1649.00,99.27
1648.00,99.28
1647.00,99.31
1646.00,99.33
1645.00,99.35
1644.00,99.36
1643.00,99.35
1642.00,99.35
1641.00,99.34
1640.00,99.35
1639.00,99.36
1638.00,99.36
1637.00,99.36
1636.00,99.34
1635.00,99.33
1634.00,99.32
1633.00,99.31
1632.00,99.31
1631.00,99.31
1630.00,99.31
1629.00,99.31
1628.00,99.29
1627.00,99.29
1626.00,99.29
1625.00,99.30
1624.00,99.32
1623.00,99.34
1622.00,99.35
1621.00,99.37
1620.00,99.37
1619.00,99.36
1618.00,99.35
1617.00,99.34
1616.00,99.35
1615.00,99.35
1614.00,99.36
1613.00,99.36
1612.00,99.36
1611.00,99.37
1610.00,99.39
1609.00,99.40
1608.00,99.40
1607.00,99.40
1606.00,99.40
1605.00,99.41
1604.00,99.43
1603.00,99.45
1602.00,99.47
1601.00,99.48
1600.00,99.49
1599.00,99.50
1598.00,99.50
1597.00,99.50
1596.00,99.50
1595.00,99.51
1594.00,99.52
1593.00,99.52
1592.00,99.50
1591.00,99.49
1590.00,99.49
1589.00,99.50
1588.00,99.51
1587.00,99.53
1586.00,99.54
1585.00,99.56
1584.00,99.57
1583.00,99.58
1582.00,99.58
1581.00,99.59
1580.00,99.58
1579.00,99.57
1578.00,99.57
1577.00,99.58
1576.00,99.59
1575.00,99.60
1574.00,99.59
1573.00,99.57
1572.00,99.56
1571.00,99.56
1570.00,99.57
1569.00,99.59
1568.00,99.62
1567.00,99.63
1566.00,99.63
1565.00,99.62
1564.00,99.62
1563.00,99.62
1562.00,99.63
1561.00,99.63
1560.00,99.62
1559.00,99.61
1558.00,99.61
1557.00,99.61
1556.00,99.61
1555.00,99.61
1554.00,99.62
1553.00,99.62
1552.00,99.62
1551.00,99.62
1550.00,99.62
1549.00,99.61
1548.00,99.61
1547.00,99.62
1546.00,99.63
1545.00,99.65
1544.00,99.65
1543.00,99.65
1542.00,99.65
1541.00,99.64
1540.00,99.63
1539.00,99.63
1538.00,99.64
1537.00,99.64
1536.00,99.64
1535.00,99.65
1534.00,99.65
1533.00,99.64
1532.00,99.63
1531.00,99.63
1530.00,99.63
1529.00,99.65
1528.00,99.66
1527.00,99.67
1526.00,99.67
1525.00,99.68
1524.00,99.67
1523.00,99.66
1522.00,99.66
1521.00,99.66
1520.00,99.66
1519.00,99.65
1518.00,99.65
1517.00,99.65
1516.00,99.65
1515.00,99.64
1514.00,99.63
1513.00,99.62
1512.00,99.63
1511.00,99.63
1510.00,99.63
1509.00,99.61
1508.00,99.59
1507.00,99.60
1506.00,99.63
1505.00,99.64
1504.00,99.64
1503.00,99.63
1502.00,99.63
1501.00,99.62
1500.00,99.60
1499.00,99.58
1498.00,99.58
1497.00,99.59
1496.00,99.62
1495.00,99.64
1494.00,99.65
1493.00,99.65
1492.00,99.66
1491.00,99.66
1490.00,99.65
1489.00,99.64
1488.00,99.63
1487.00,99.62
1486.00,99.62
1485.00,99.62
1484.00,99.63
1483.00,99.63
1482.00,99.62
1481.00,99.61
1480.00,99.59
1479.00,99.59
1478.00,99.60
1477.00,99.61
1476.00,99.60
1475.00,99.59
1474.00,99.57
1473.00,99.52
1472.00,99.45
1471.00,99.40
1470.00,99.36
1469.00,99.34
1468.00,99.31
1467.00,99.25
1466.00,99.15
1465.00,99.01
1464.00,98.85
1463.00,98.70
1462.00,98.56
1461.00,98.40
1460.00,98.24
1459.00,98.05
1458.00,97.83
1457.00,97.59
1456.00,97.40
1455.00,97.27
1454.00,97.17
1453.00,97.11
1452.00,97.07
1451.00,97.06
1450.00,97.08
1449.00,97.12
1448.00,97.19
1447.00,97.28
1446.00,97.37
1445.00,97.46
1444.00,97.56
1443.00,97.65
1442.00,97.75
1441.00,97.83
1440.00,97.91
1439.00,98.01
1438.00,98.12
1437.00,98.25
1436.00,98.36
1435.00,98.45
1434.00,98.51
1433.00,98.58
1432.00,98.66
1431.00,98.74
1430.00,98.82
1429.00,98.91
1428.00,98.99
1427.00,99.05
1426.00,99.11
1425.00,99.16
1424.00,99.21
1423.00,99.25
1422.00,99.29
1421.00,99.32
1420.00,99.36
1419.00,99.38
1418.00,99.40
1417.00,99.40
1416.00,99.40
1415.00,99.41
1414.00,99.41
1413.00,99.42
1412.00,99.44
1411.00,99.46
1410.00,99.46
1409.00,99.47
1408.00,99.47
1407.00,99.47
1406.00,99.46
1405.00,99.46
1404.00,99.46
1403.00,99.46
1402.00,99.46
1401.00,99.45
1400.00,99.45
1399.00,99.45
1398.00,99.43
1397.00,99.40
1396.00,99.35
1395.00,99.31
1394.00,99.29
1393.00,99.27
1392.00,99.25
1391.00,99.22
1390.00,99.20
1389.00,99.19
1388.00,99.18
1387.00,99.18
1386.00,99.17
1385.00,99.15
1384.00,99.13
1383.00,99.12
1382.00,99.10
1381.00,99.08
1380.00,99.07
1379.00,99.06
1378.00,99.06
1377.00,99.05
1376.00,99.03
1375.00,99.01
1374.00,98.99
1373.00,98.97
1372.00,98.96
1371.00,98.94
1370.00,98.93
1369.00,98.91
1368.00,98.89
1367.00,98.87
1366.00,98.85
1365.00,98.83
1364.00,98.81
1363.00,98.80
1362.00,98.80
1361.00,98.79
1360.00,98.79
1359.00,98.80
1358.00,98.80
1357.00,98.81
1356.00,98.82
1355.00,98.81
1354.00,98.81
1353.00,98.80
1352.00,98.80
1351.00,98.82
1350.00,98.83
1349.00,98.84
1348.00,98.85
1347.00,98.87
1346.00,98.88
1345.00,98.89
1344.00,98.89
1343.00,98.89
1342.00,98.91
1341.00,98.93
1340.00,98.97
1339.00,99.00
1338.00,99.03
1337.00,99.06
1336.00,99.07
1335.00,99.07
1334.00,99.08
1333.00,99.08
1332.00,99.10
1331.00,99.11
1330.00,99.12
1329.00,99.13
1328.00,99.13
1327.00,99.13
1326.00,99.13
1325.00,99.12
1324.00,99.13
1323.00,99.14
1322.00,99.15
1321.00,99.15
1320.00,99.14
1319.00,99.14
1318.00,99.14
1317.00,99.14
1316.00,99.14
1315.00,99.14
1314.00,99.14
1313.00,99.15
1312.00,99.16
1311.00,99.17
1310.00,99.18
1309.00,99.17
1308.00,99.16
1307.00,99.16
1306.00,99.16
1305.00,99.17
1304.00,99.18
1303.00,99.19
1302.00,99.20
1301.00,99.20
1300.00,99.20
1299.00,99.21
1298.00,99.21
1297.00,99.22
1296.00,99.22
1295.00,99.21
1294.00,99.20
1293.00,99.19
1292.00,99.19
1291.00,99.20
1290.00,99.20
1289.00,99.19
1288.00,99.18
1287.00,99.16
1286.00,99.14
1285.00,99.11
1284.00,99.09
1283.00,99.09
1282.00,99.09
1281.00,99.09
1280.00,99.08
1279.00,99.07
1278.00,99.04
1277.00,99.02
1276.00,98.99
1275.00,98.97
1274.00,98.95
1273.00,98.93
1272.00,98.91
1271.00,98.91
1270.00,98.91
1269.00,98.92
1268.00,98.93
1267.00,98.94
1266.00,98.94
1265.00,98.93
1264.00,98.92
1263.00,98.90
1262.00,98.90
1261.00,98.89
1260.00,98.87
1259.00,98.84
1258.00,98.80
1257.00,98.77
1256.00,98.76
1255.00,98.75
1254.00,98.75
1253.00,98.74
1252.00,98.71
1251.00,98.68
1250.00,98.65
1249.00,98.66
1248.00,98.69
1247.00,98.71
1246.00,98.72
1245.00,98.71
1244.00,98.70
1243.00,98.69
1242.00,98.70
1241.00,98.71
1240.00,98.73
1239.00,98.74
1238.00,98.75
1237.00,98.75
1236.00,98.74
1235.00,98.74
1234.00,98.73
1233.00,98.73
1232.00,98.74
1231.00,98.73
1230.00,98.72
1229.00,98.70
1228.00,98.69
1227.00,98.69
1226.00,98.69
1225.00,98.70
1224.00,98.70
1223.00,98.71
1222.00,98.70
1221.00,98.69
1220.00,98.68
1219.00,98.66
1218.00,98.66
1217.00,98.66
1216.00,98.68
1215.00,98.70
1214.00,98.71
1213.00,98.70
1212.00,98.68
1211.00,98.65
1210.00,98.64
1209.00,98.63
1208.00,98.63
1207.00,98.62
1206.00,98.60
1205.00,98.59
1204.00,98.59
1203.00,98.60
1202.00,98.62
1201.00,98.62
1200.00,98.61
1199.00,98.61
1198.00,98.62
1197.00,98.64
1196.00,98.65
1195.00,98.66
1194.00,98.68
1193.00,98.71
1192.00,98.74
1191.00,98.77
1190.00,98.79
1189.00,98.80
1188.00,98.81
1187.00,98.82
1186.00,98.82
1185.00,98.81
1184.00,98.79
1183.00,98.77
1182.00,98.76
1181.00,98.74
1180.00,98.72
1179.00,98.68
1178.00,98.64
1177.00,98.62
1176.00,98.61
1175.00,98.60
1174.00,98.58
1173.00,98.55
1172.00,98.52
1171.00,98.48
1170.00,98.46
1169.00,98.44
1168.00,98.44
1167.00,98.46
1166.00,98.50
1165.00,98.56
1164.00,98.64
1163.00,98.71
1162.00,98.78
1161.00,98.84
1160.00,98.88
1159.00,98.93
1158.00,98.97
1157.00,99.03
1156.00,99.08
1155.00,99.13
1154.00,99.18
1153.00,99.23
1152.00,99.29
1151.00,99.34
1150.00,99.39
1149.00,99.43
1148.00,99.45
1147.00,99.46
1146.00,99.45
1145.00,99.44
1144.00,99.44
1143.00,99.46
1142.00,99.49
1141.00,99.52
1140.00,99.54
1139.00,99.55
1138.00,99.55
1137.00,99.54
1136.00,99.54
1135.00,99.53
1134.00,99.55
1133.00,99.58
1132.00,99.61
1131.00,99.65
1130.00,99.66
1129.00,99.65
1128.00,99.62
1127.00,99.60
1126.00,99.58
1125.00,99.56
1124.00,99.53
1123.00,99.50
1122.00,99.48
1121.00,99.49
1120.00,99.49
1119.00,99.49
1118.00,99.46
1117.00,99.42
1116.00,99.37
1115.00,99.32
1114.00,99.28
1113.00,99.25
1112.00,99.24
1111.00,99.23
1110.00,99.23
1109.00,99.24
1108.00,99.24
1107.00,99.21
1106.00,99.17
1105.00,99.12
1104.00,99.08
1103.00,99.06
1102.00,99.05
1101.00,99.04
1100.00,99.04
1099.00,99.05
1098.00,99.07
1097.00,99.08
1096.00,99.08
1095.00,99.08
1094.00,99.07
1093.00,99.05
1092.00,99.02
1091.00,98.98
1090.00,98.95
1089.00,98.93
1088.00,98.92
1087.00,98.91
1086.00,98.89
1085.00,98.87
1084.00,98.86
1083.00,98.86
1082.00,98.86
1081.00,98.86
1080.00,98.83
1079.00,98.78
1078.00,98.72
1077.00,98.67
1076.00,98.65
1075.00,98.65
1074.00,98.65
1073.00,98.65
1072.00,98.64
1071.00,98.63
1070.00,98.61
1069.00,98.59
1068.00,98.58
1067.00,98.57
1066.00,98.60
1065.00,98.63
1064.00,98.68
1063.00,98.71
1062.00,98.73
1061.00,98.74
1060.00,98.76
1059.00,98.78
1058.00,98.82
1057.00,98.87
1056.00,98.91
1055.00,98.93
1054.00,98.95
1053.00,98.97
1052.00,99.00
1051.00,99.03
1050.00,99.06
1049.00,99.09
1048.00,99.10
1047.00,99.11
1046.00,99.11
1045.00,99.11
1044.00,99.10
1043.00,99.09
1042.00,99.06
1041.00,99.05
1040.00,99.05
1039.00,99.05
1038.00,99.04
1037.00,99.04
1036.00,99.05
1035.00,99.08
1034.00,99.13
1033.00,99.19
1032.00,99.26
1031.00,99.32
1030.00,99.37
1029.00,99.39
1028.00,99.41
1027.00,99.43
1026.00,99.45
1025.00,99.48
1024.00,99.51
1023.00,99.53
1022.00,99.54
1021.00,99.54
1020.00,99.54
1019.00,99.55
1018.00,99.57
1017.00,99.58
1016.00,99.58
1015.00,99.59
1014.00,99.61
1013.00,99.63
1012.00,99.63
1011.00,99.62
1010.00,99.61
1009.00,99.62
1008.00,99.63
1007.00,99.65
1006.00,99.65
1005.00,99.65
1004.00,99.64
1003.00,99.63
1002.00,99.64
1001.00,99.66
1000.00,99.68
999.00,99.69
998.00,99.69
997.00,99.71
996.00,99.75
995.00,99.78
994.00,99.79
993.00,99.78
992.00,99.76
991.00,99.75
990.00,99.75
989.00,99.76
988.00,99.78
987.00,99.80
986.00,99.81
985.00,99.82
984.00,99.81
983.00,99.82
982.00,99.82
981.00,99.83
980.00,99.83
979.00,99.82
978.00,99.81
977.00,99.80
976.00,99.80
975.00,99.82
974.00,99.84
973.00,99.85
972.00,99.86
971.00,99.85
970.00,99.83
969.00,99.82
968.00,99.80
967.00,99.78
966.00,99.78
965.00,99.78
964.00,99.79
963.00,99.78
962.00,99.77
961.00,99.76
960.00,99.75
959.00,99.76
958.00,99.76
957.00,99.76
956.00,99.77
955.00,99.77
954.00,99.78
953.00,99.80
952.00,99.81
951.00,99.83
950.00,99.84
949.00,99.86
948.00,99.89
947.00,99.92
946.00,99.94
945.00,99.95
944.00,99.94
943.00,99.91
942.00,99.88
941.00,99.85
940.00,99.85
939.00,99.86
938.00,99.86
937.00,99.86
936.00,99.86
935.00,99.87
934.00,99.89
933.00,99.90
932.00,99.90
931.00,99.89
930.00,99.88
929.00,99.88
928.00,99.89
927.00,99.89
926.00,99.88
925.00,99.89
924.00,99.90
923.00,99.92
922.00,99.95
921.00,99.98
920.00,100.00
919.00,100.02
918.00,100.03
917.00,100.04
916.00,100.05
915.00,100.07
914.00,100.10
913.00,100.12
912.00,100.12
911.00,100.10
910.00,100.06
909.00,100.02
908.00,99.99
907.00,100.00
906.00,100.02
905.00,100.05
904.00,100.06
903.00,100.04
902.00,100.02
901.00,100.00
900.00,100.00
899.00,100.02
