Created as New Dataset,12.2 Red Icelandic sheep
cm-1,%T
2466.00,100.02
2465.00,100.01
2464.00,100.01
2463.00,100.01
2462.00,100.02
2461.00,100.04
2460.00,100.05
2459.00,100.06
2458.00,100.08
2457.00,100.10
2456.00,100.12
2455.00,100.14
2454.00,100.13
2453.00,100.09
2452.00,100.05
2451.00,100.03
2450.00,100.04
2449.00,100.07
2448.00,100.11
2447.00,100.13
2446.00,100.13
2445.00,100.13
2444.00,100.13
2443.00,100.13
2442.00,100.14
2441.00,100.13
2440.00,100.11
2439.00,100.08
2438.00,100.07
2437.00,100.06
2436.00,100.07
2435.00,100.09
2434.00,100.11
2433.00,100.12
2432.00,100.14
2431.00,100.14
2430.00,100.14
2429.00,100.12
2428.00,100.10
2427.00,100.10
2426.00,100.10
2425.00,100.10
2424.00,100.11
2423.00,100.12
2422.00,100.13
2421.00,100.12
2420.00,100.12
2419.00,100.11
2418.00,100.11
2417.00,100.11
2416.00,100.12
2415.00,100.13
2414.00,100.14
2413.00,100.14
2412.00,100.15
2411.00,100.15
2410.00,100.15
2409.00,100.15
2408.00,100.14
2407.00,100.14
2406.00,100.13
2405.00,100.14
2404.00,100.15
2403.00,100.15
2402.00,100.15
2401.00,100.14
2400.00,100.13
2399.00,100.13
2398.00,100.13
2397.00,100.14
2396.00,100.14
2395.00,100.15
2394.00,100.16
2393.00,100.16
2392.00,100.17
2391.00,100.17
2390.00,100.18
2389.00,100.20
2388.00,100.22
2387.00,100.25
2386.00,100.28
2385.00,100.29
2384.00,100.30
2383.00,100.31
2382.00,100.35
2381.00,100.39
2380.00,100.43
2379.00,100.45
2378.00,100.44
2377.00,100.41
2376.00,100.40
2375.00,100.39
2374.00,100.38
2373.00,100.36
2372.00,100.34
2371.00,100.33
2370.00,100.34
2369.00,100.38
2368.00,100.44
2367.00,100.52
2366.00,100.57
2365.00,100.56
2364.00,100.48
2363.00,100.38
2362.00,100.28
2361.00,100.19
2360.00,100.15
2359.00,100.16
2358.00,100.22
2357.00,100.27
2356.00,100.30
2355.00,100.32
2354.00,100.34
2353.00,100.33
2352.00,100.30
2351.00,100.28
2350.00,100.31
2349.00,100.41
2348.00,100.56
2347.00,100.71
2346.00,100.78
2345.00,100.72
2344.00,100.61
2343.00,100.52
2342.00,100.47
2341.00,100.41
2340.00,100.36
2339.00,100.32
2338.00,100.29
2337.00,100.27
2336.00,100.23
2335.00,100.20
2334.00,100.18
2333.00,100.16
2332.00,100.12
2331.00,100.06
2330.00,99.97
2329.00,99.91
2328.00,99.88
2327.00,99.90
2326.00,99.93
2325.00,99.94
2324.00,99.94
2323.00,99.93
2322.00,99.91
2321.00,99.91
2320.00,99.93
2319.00,99.95
2318.00,99.98
2317.00,99.99
2316.00,100.00
2315.00,100.01
2314.00,100.02
2313.00,100.02
2312.00,100.02
2311.00,100.02
2310.00,100.01
2309.00,99.98
2308.00,99.95
2307.00,99.93
2306.00,99.93
2305.00,99.94
2304.00,99.95
2303.00,99.96
2302.00,99.96
2301.00,99.94
2300.00,99.94
2299.00,99.95
2298.00,99.96
2297.00,99.97
2296.00,99.96
2295.00,99.94
2294.00,99.92
2293.00,99.91
2292.00,99.92
2291.00,99.93
2290.00,99.92
2289.00,99.90
2288.00,99.87
2287.00,99.85
2286.00,99.85
2285.00,99.86
2284.00,99.87
2283.00,99.89
2282.00,99.90
2281.00,99.92
2280.00,99.92
2279.00,99.91
2278.00,99.87
2277.00,99.83
2276.00,99.80
2275.00,99.80
2274.00,99.82
2273.00,99.83
2272.00,99.83
2271.00,99.81
2270.00,99.79
2269.00,99.76
2268.00,99.75
2267.00,99.75
2266.00,99.75
2265.00,99.74
2264.00,99.75
2263.00,99.77
2262.00,99.79
2261.00,99.79
2260.00,99.76
2259.00,99.72
2258.00,99.68
2257.00,99.66
2256.00,99.68
2255.00,99.71
2254.00,99.75
2253.00,99.75
2252.00,99.74
2251.00,99.75
2250.00,99.79
2249.00,99.82
2248.00,99.84
2247.00,99.83
2246.00,99.82
2245.00,99.80
2244.00,99.77
2243.00,99.74
2242.00,99.69
2241.00,99.64
2240.00,99.62
2239.00,99.61
2238.00,99.62
2237.00,99.62
2236.00,99.62
2235.00,99.63
2234.00,99.64
2233.00,99.64
2232.00,99.63
2231.00,99.60
2230.00,99.56
2229.00,99.53
2228.00,99.53
2227.00,99.57
2226.00,99.61
2225.00,99.62
2224.00,99.61
2223.00,99.61
2222.00,99.63
2221.00,99.64
2220.00,99.62
2219.00,99.60
2218.00,99.59
2217.00,99.60
2216.00,99.62
2215.00,99.62
2214.00,99.63
2213.00,99.63
2212.00,99.63
2211.00,99.62
2210.00,99.63
2209.00,99.65
2208.00,99.67
2207.00,99.68
2206.00,99.65
2205.00,99.60
2204.00,99.56
2203.00,99.53
2202.00,99.49
2201.00,99.41
2200.00,99.29
2199.00,99.19
2198.00,99.15
2197.00,99.17
2196.00,99.24
2195.00,99.32
2194.00,99.38
2193.00,99.41
2192.00,99.42
2191.00,99.42
2190.00,99.42
2189.00,99.42
2188.00,99.44
2187.00,99.45
2186.00,99.42
2185.00,99.35
2184.00,99.27
2183.00,99.23
2182.00,99.27
2181.00,99.34
2180.00,99.40
2179.00,99.40
2178.00,99.35
2177.00,99.30
2176.00,99.27
2175.00,99.28
2174.00,99.29
2173.00,99.29
2172.00,99.27
2171.00,99.24
2170.00,99.20
2169.00,99.18
2168.00,99.19
2167.00,99.23
2166.00,99.26
2165.00,99.26
2164.00,99.24
2163.00,99.25
2162.00,99.28
2161.00,99.33
2160.00,99.39
2159.00,99.44
2158.00,99.48
2157.00,99.52
2156.00,99.57
2155.00,99.61
2154.00,99.62
2153.00,99.59
2152.00,99.55
2151.00,99.52
2150.00,99.49
2149.00,99.45
2148.00,99.43
2147.00,99.42
2146.00,99.42
2145.00,99.43
2144.00,99.44
2143.00,99.46
2142.00,99.49
2141.00,99.51
2140.00,99.51
2139.00,99.50
2138.00,99.51
2137.00,99.53
2136.00,99.56
2135.00,99.56
2134.00,99.56
2133.00,99.56
2132.00,99.60
2131.00,99.66
2130.00,99.70
2129.00,99.71
2128.00,99.69
2127.00,99.67
2126.00,99.65
2125.00,99.62
2124.00,99.60
2123.00,99.60
2122.00,99.59
2121.00,99.58
2120.00,99.55
2119.00,99.52
2118.00,99.50
2117.00,99.49
2116.00,99.49
2115.00,99.50
2114.00,99.51
2113.00,99.52
2112.00,99.54
2111.00,99.57
2110.00,99.58
2109.00,99.57
2108.00,99.56
2107.00,99.56
2106.00,99.58
2105.00,99.60
2104.00,99.59
2103.00,99.58
2102.00,99.56
2101.00,99.55
2100.00,99.55
2099.00,99.57
2098.00,99.58
2097.00,99.58
2096.00,99.56
2095.00,99.55
2094.00,99.57
2093.00,99.59
2092.00,99.61
2091.00,99.62
2090.00,99.61
2089.00,99.61
2088.00,99.62
2087.00,99.63
2086.00,99.65
2085.00,99.63
2084.00,99.61
2083.00,99.60
2082.00,99.61
2081.00,99.60
2080.00,99.59
2079.00,99.58
2078.00,99.58
2077.00,99.60
2076.00,99.61
2075.00,99.62
2074.00,99.61
2073.00,99.59
2072.00,99.56
2071.00,99.55
2070.00,99.54
2069.00,99.55
2068.00,99.55
2067.00,99.56
2066.00,99.56
2065.00,99.54
2064.00,99.52
2063.00,99.50
2062.00,99.49
2061.00,99.48
2060.00,99.49
2059.00,99.53
2058.00,99.57
2057.00,99.59
2056.00,99.58
2055.00,99.57
2054.00,99.57
2053.00,99.58
2052.00,99.58
2051.00,99.57
2050.00,99.55
2049.00,99.51
2048.00,99.47
2047.00,99.46
2046.00,99.49
2045.00,99.52
2044.00,99.54
2043.00,99.53
2042.00,99.49
2041.00,99.43
2040.00,99.38
2039.00,99.39
2038.00,99.45
2037.00,99.54
2036.00,99.61
2035.00,99.63
2034.00,99.60
2033.00,99.55
2032.00,99.54
2031.00,99.55
2030.00,99.55
2029.00,99.49
2028.00,99.41
2027.00,99.38
2026.00,99.42
2025.00,99.49
2024.00,99.55
2023.00,99.59
2022.00,99.63
2021.00,99.68
2020.00,99.70
2019.00,99.68
2018.00,99.59
2017.00,99.47
2016.00,99.37
2015.00,99.33
2014.00,99.35
2013.00,99.41
2012.00,99.47
2011.00,99.49
2010.00,99.46
2009.00,99.40
2008.00,99.36
2007.00,99.38
2006.00,99.41
2005.00,99.44
2004.00,99.46
2003.00,99.48
2002.00,99.48
2001.00,99.45
2000.00,99.43
1999.00,99.45
1998.00,99.51
1997.00,99.57
1996.00,99.59
1995.00,99.61
1994.00,99.62
1993.00,99.63
1992.00,99.65
1991.00,99.65
1990.00,99.62
1989.00,99.58
1988.00,99.57
1987.00,99.59
1986.00,99.62
1985.00,99.60
1984.00,99.54
1983.00,99.46
1982.00,99.38
1981.00,99.31
1980.00,99.29
1979.00,99.35
1978.00,99.48
1977.00,99.59
1976.00,99.65
1975.00,99.64
1974.00,99.58
1973.00,99.53
1972.00,99.54
1971.00,99.61
1970.00,99.66
1969.00,99.64
1968.00,99.58
1967.00,99.56
1966.00,99.61
1965.00,99.69
1964.00,99.73
1963.00,99.71
1962.00,99.67
1961.00,99.63
1960.00,99.65
1959.00,99.72
1958.00,99.77
1957.00,99.78
1956.00,99.76
1955.00,99.74
1954.00,99.70
1953.00,99.67
1952.00,99.66
1951.00,99.69
1950.00,99.73
1949.00,99.76
1948.00,99.75
1947.00,99.72
1946.00,99.68
1945.00,99.64
1944.00,99.64
1943.00,99.68
1942.00,99.74
1941.00,99.78
1940.00,99.79
1939.00,99.80
1938.00,99.80
1937.00,99.77
1936.00,99.74
1935.00,99.74
1934.00,99.77
1933.00,99.79
1932.00,99.81
1931.00,99.82
1930.00,99.83
1929.00,99.82
1928.00,99.82
1927.00,99.82
1926.00,99.83
1925.00,99.83
1924.00,99.80
1923.00,99.79
1922.00,99.79
1921.00,99.81
1920.00,99.83
1919.00,99.86
1918.00,99.87
1917.00,99.84
1916.00,99.80
1915.00,99.77
1914.00,99.77
1913.00,99.77
1912.00,99.78
1911.00,99.79
1910.00,99.80
1909.00,99.81
1908.00,99.82
1907.00,99.86
1906.00,99.89
1905.00,99.91
1904.00,99.90
1903.00,99.89
1902.00,99.88
1901.00,99.87
1900.00,99.86
1899.00,99.87
1898.00,99.87
1897.00,99.85
1896.00,99.83
1895.00,99.83
1894.00,99.84
1893.00,99.85
1892.00,99.86
1891.00,99.87
1890.00,99.87
1889.00,99.86
1888.00,99.84
1887.00,99.82
1886.00,99.83
1885.00,99.87
1884.00,99.92
1883.00,99.97
1882.00,99.99
1881.00,99.97
1880.00,99.94
1879.00,99.92
1878.00,99.91
1877.00,99.90
1876.00,99.88
1875.00,99.88
1874.00,99.89
1873.00,99.91
1872.00,99.93
1871.00,99.96
1870.00,99.99
1869.00,99.98
1868.00,99.94
1867.00,99.90
1866.00,99.87
1865.00,99.87
1864.00,99.87
1863.00,99.88
1862.00,99.88
1861.00,99.87
1860.00,99.87
1859.00,99.87
1858.00,99.87
1857.00,99.88
1856.00,99.87
1855.00,99.86
1854.00,99.84
1853.00,99.82
1852.00,99.81
1851.00,99.82
1850.00,99.83
1849.00,99.85
1848.00,99.85
1847.00,99.85
1846.00,99.85
1845.00,99.86
1844.00,99.86
1843.00,99.87
1842.00,99.88
1841.00,99.87
1840.00,99.86
1839.00,99.85
1838.00,99.85
1837.00,99.85
1836.00,99.85
1835.00,99.87
1834.00,99.89
1833.00,99.90
1832.00,99.90
1831.00,99.90
1830.00,99.90
1829.00,99.90
1828.00,99.90
1827.00,99.91
1826.00,99.91
1825.00,99.90
1824.00,99.87
1823.00,99.84
1822.00,99.83
1821.00,99.83
1820.00,99.83
1819.00,99.83
1818.00,99.83
1817.00,99.81
1816.00,99.80
1815.00,99.80
1814.00,99.83
1813.00,99.85
1812.00,99.87
1811.00,99.88
1810.00,99.88
1809.00,99.87
1808.00,99.84
1807.00,99.83
1806.00,99.82
1805.00,99.82
1804.00,99.82
1803.00,99.83
1802.00,99.84
1801.00,99.83
1800.00,99.82
1799.00,99.81
1798.00,99.82
1797.00,99.82
1796.00,99.81
1795.00,99.80
1794.00,99.78
1793.00,99.77
1792.00,99.75
1791.00,99.73
1790.00,99.72
1789.00,99.71
1788.00,99.69
1787.00,99.68
1786.00,99.67
1785.00,99.66
1784.00,99.65
1783.00,99.66
1782.00,99.66
1781.00,99.64
1780.00,99.61
1779.00,99.58
1778.00,99.57
1777.00,99.56
1776.00,99.55
1775.00,99.53
1774.00,99.51
1773.00,99.50
1772.00,99.46
1771.00,99.42
1770.00,99.38
1769.00,99.33
1768.00,99.29
1767.00,99.26
1766.00,99.24
1765.00,99.22
1764.00,99.19
1763.00,99.16
1762.00,99.14
1761.00,99.12
1760.00,99.09
1759.00,99.07
1758.00,99.04
1757.00,99.00
1756.00,98.96
1755.00,98.92
1754.00,98.89
1753.00,98.85
1752.00,98.79
1751.00,98.73
1750.00,98.65
1749.00,98.54
1748.00,98.42
1747.00,98.33
1746.00,98.27
1745.00,98.24
1744.00,98.20
1743.00,98.16
1742.00,98.12
1741.00,98.06
1740.00,98.00
1739.00,97.96
1738.00,97.93
1737.00,97.87
1736.00,97.78
1735.00,97.73
1734.00,97.71
1733.00,97.70
1732.00,97.70
1731.00,97.70
1730.00,97.68
1729.00,97.64
1728.00,97.59
1727.00,97.55
1726.00,97.54
1725.00,97.53
1724.00,97.52
1723.00,97.52
1722.00,97.51
1721.00,97.47
1720.00,97.38
1719.00,97.29
1718.00,97.19
1717.00,97.06
1716.00,96.92
1715.00,96.81
1714.00,96.71
1713.00,96.59
1712.00,96.46
1711.00,96.34
1710.00,96.23
1709.00,96.10
1708.00,95.94
1707.00,95.75
1706.00,95.52
1705.00,95.27
1704.00,95.00
1703.00,94.73
1702.00,94.45
1701.00,94.10
1700.00,93.69
1699.00,93.32
1698.00,93.01
1697.00,92.64
1696.00,92.25
1695.00,91.91
1694.00,91.65
1693.00,91.40
1692.00,91.12
1691.00,90.82
1690.00,90.52
1689.00,90.21
1688.00,89.88
1687.00,89.56
1686.00,89.27
1685.00,88.97
1684.00,88.66
1683.00,88.40
1682.00,88.17
1681.00,87.92
1680.00,87.65
1679.00,87.39
1678.00,87.14
1677.00,86.88
1676.00,86.60
1675.00,86.33
1674.00,86.09
1673.00,85.84
1672.00,85.57
1671.00,85.29
1670.00,85.01
1669.00,84.71
1668.00,84.43
1667.00,84.17
1666.00,83.91
1665.00,83.64
1664.00,83.35
1663.00,83.05
1662.00,82.76
1661.00,82.47
1660.00,82.18
1659.00,81.90
1658.00,81.63
1657.00,81.35
1656.00,81.02
1655.00,80.66
1654.00,80.33
1653.00,80.06
1652.00,79.88
1651.00,79.76
1650.00,79.60
1649.00,79.38
1648.00,79.14
1647.00,78.95
1646.00,78.81
1645.00,78.68
1644.00,78.55
1643.00,78.43
1642.00,78.31
1641.00,78.22
1640.00,78.11
1639.00,77.98
1638.00,77.84
1637.00,77.73
1636.00,77.69
1635.00,77.70
1634.00,77.71
1633.00,77.67
1632.00,77.61
1631.00,77.56
1630.00,77.56
1629.00,77.59
1628.00,77.66
1627.00,77.72
1626.00,77.77
1625.00,77.83
1624.00,77.95
1623.00,78.12
1622.00,78.31
1621.00,78.44
1620.00,78.51
1619.00,78.56
1618.00,78.71
1617.00,79.01
1616.00,79.38
1615.00,79.68
1614.00,79.87
1613.00,80.03
1612.00,80.21
1611.00,80.44
1610.00,80.69
1609.00,80.92
1608.00,81.14
1607.00,81.33
1606.00,81.50
1605.00,81.66
1604.00,81.81
1603.00,81.95
1602.00,82.06
1601.00,82.14
1600.00,82.22
1599.00,82.29
1598.00,82.36
1597.00,82.41
1596.00,82.47
1595.00,82.52
1594.00,82.56
1593.00,82.57
1592.00,82.58
1591.00,82.59
1590.00,82.59
1589.00,82.57
1588.00,82.54
1587.00,82.50
1586.00,82.43
1585.00,82.33
1584.00,82.21
1583.00,82.08
1582.00,81.93
1581.00,81.78
1580.00,81.59
1579.00,81.37
1578.00,81.11
1577.00,80.88
1576.00,80.71
1575.00,80.60
1574.00,80.48
1573.00,80.32
1572.00,80.13
1571.00,79.94
1570.00,79.75
1569.00,79.56
1568.00,79.35
1567.00,79.12
1566.00,78.88
1565.00,78.65
1564.00,78.43
1563.00,78.20
1562.00,77.95
1561.00,77.72
1560.00,77.57
1559.00,77.47
1558.00,77.38
1557.00,77.24
1556.00,77.06
1555.00,76.87
1554.00,76.71
1553.00,76.57
1552.00,76.43
1551.00,76.29
1550.00,76.18
1549.00,76.09
1548.00,76.01
1547.00,75.94
1546.00,75.89
1545.00,75.89
1544.00,75.87
1543.00,75.82
1542.00,75.78
1541.00,75.84
1540.00,76.02
1539.00,76.23
1538.00,76.36
1537.00,76.40
1536.00,76.38
1535.00,76.40
1534.00,76.52
1533.00,76.71
1532.00,76.86
1531.00,76.95
1530.00,77.02
1529.00,77.12
1528.00,77.24
1527.00,77.39
1526.00,77.54
1525.00,77.65
1524.00,77.72
1523.00,77.78
1522.00,77.92
1521.00,78.11
1520.00,78.23
1519.00,78.27
1518.00,78.32
1517.00,78.43
1516.00,78.57
1515.00,78.69
1514.00,78.79
1513.00,78.93
1512.00,79.11
1511.00,79.30
1510.00,79.45
1509.00,79.58
1508.00,79.81
1507.00,80.23
1506.00,80.70
1505.00,81.05
1504.00,81.28
1503.00,81.47
1502.00,81.67
1501.00,81.93
1500.00,82.20
1499.00,82.49
1498.00,82.80
1497.00,83.15
1496.00,83.53
1495.00,83.89
1494.00,84.20
1493.00,84.47
1492.00,84.76
1491.00,85.12
1490.00,85.52
1489.00,85.87
1488.00,86.14
1487.00,86.37
1486.00,86.59
1485.00,86.77
1484.00,86.92
1483.00,87.06
1482.00,87.20
1481.00,87.33
1480.00,87.42
1479.00,87.48
1478.00,87.51
1477.00,87.50
1476.00,87.40
1475.00,87.22
1474.00,87.00
1473.00,86.76
1472.00,86.53
1471.00,86.35
1470.00,86.21
1469.00,86.07
1468.00,85.93
1467.00,85.81
1466.00,85.73
1465.00,85.68
1464.00,85.65
1463.00,85.62
1462.00,85.61
1461.00,85.59
1460.00,85.53
1459.00,85.44
1458.00,85.37
1457.00,85.33
1456.00,85.30
1455.00,85.28
1454.00,85.24
1453.00,85.20
1452.00,85.17
1451.00,85.15
1450.00,85.15
1449.00,85.17
1448.00,85.20
1447.00,85.23
1446.00,85.24
1445.00,85.26
1444.00,85.28
1443.00,85.31
1442.00,85.37
1441.00,85.42
1440.00,85.46
1439.00,85.48
1438.00,85.55
1437.00,85.68
1436.00,85.81
1435.00,85.89
1434.00,85.94
1433.00,85.97
1432.00,86.01
1431.00,86.05
1430.00,86.07
1429.00,86.06
1428.00,86.03
1427.00,85.97
1426.00,85.90
1425.00,85.82
1424.00,85.73
1423.00,85.61
1422.00,85.48
1421.00,85.36
1420.00,85.24
1419.00,85.12
1418.00,85.00
1417.00,84.85
1416.00,84.69
1415.00,84.51
1414.00,84.35
1413.00,84.19
1412.00,84.02
1411.00,83.84
1410.00,83.67
1409.00,83.50
1408.00,83.31
1407.00,83.13
1406.00,82.94
1405.00,82.76
1404.00,82.57
1403.00,82.41
1402.00,82.28
1401.00,82.17
1400.00,82.08
1399.00,82.01
1398.00,81.94
1397.00,81.87
1396.00,81.80
1395.00,81.76
1394.00,81.75
1393.00,81.76
1392.00,81.77
1391.00,81.80
1390.00,81.85
1389.00,81.92
1388.00,82.02
1387.00,82.15
1386.00,82.28
1385.00,82.41
1384.00,82.54
1383.00,82.70
1382.00,82.90
1381.00,83.11
1380.00,83.32
1379.00,83.52
1378.00,83.71
1377.00,83.89
1376.00,84.08
1375.00,84.30
1374.00,84.52
1373.00,84.71
1372.00,84.87
1371.00,85.02
1370.00,85.16
1369.00,85.30
1368.00,85.44
1367.00,85.58
1366.00,85.74
1365.00,85.92
1364.00,86.12
1363.00,86.33
1362.00,86.51
1361.00,86.64
1360.00,86.74
1359.00,86.83
1358.00,86.92
1357.00,87.00
1356.00,87.06
1355.00,87.13
1354.00,87.19
1353.00,87.24
1352.00,87.29
1351.00,87.33
1350.00,87.36
1349.00,87.38
1348.00,87.40
1347.00,87.42
1346.00,87.44
1345.00,87.47
1344.00,87.50
1343.00,87.54
1342.00,87.59
1341.00,87.65
1340.00,87.69
1339.00,87.73
1338.00,87.75
1337.00,87.76
1336.00,87.78
1335.00,87.80
1334.00,87.82
1333.00,87.85
1332.00,87.88
1331.00,87.92
1330.00,87.94
1329.00,87.94
1328.00,87.92
1327.00,87.90
1326.00,87.87
1325.00,87.83
1324.00,87.79
1323.00,87.73
1322.00,87.68
1321.00,87.63
1320.00,87.58
1319.00,87.53
1318.00,87.49
1317.00,87.46
1316.00,87.44
1315.00,87.41
1314.00,87.39
1313.00,87.37
1312.00,87.35
1311.00,87.34
1310.00,87.33
1309.00,87.33
1308.00,87.33
1307.00,87.33
1306.00,87.32
1305.00,87.31
1304.00,87.30
1303.00,87.29
1302.00,87.28
1301.00,87.28
1300.00,87.26
1299.00,87.25
1298.00,87.23
1297.00,87.21
1296.00,87.21
1295.00,87.22
1294.00,87.24
1293.00,87.28
1292.00,87.31
1291.00,87.34
1290.00,87.37
1289.00,87.40
1288.00,87.42
1287.00,87.44
1286.00,87.47
1285.00,87.50
1284.00,87.54
1283.00,87.56
1282.00,87.57
1281.00,87.56
1280.00,87.56
1279.00,87.56
1278.00,87.56
1277.00,87.55
1276.00,87.54
1275.00,87.54
1274.00,87.54
1273.00,87.55
1272.00,87.55
1271.00,87.56
1270.00,87.55
1269.00,87.53
1268.00,87.51
1267.00,87.50
1266.00,87.48
1265.00,87.45
1264.00,87.41
1263.00,87.37
1262.00,87.34
1261.00,87.30
1260.00,87.26
1259.00,87.20
1258.00,87.15
1257.00,87.10
1256.00,87.06
1255.00,87.02
1254.00,86.97
1253.00,86.91
1252.00,86.85
1251.00,86.80
1250.00,86.77
1249.00,86.76
1248.00,86.74
1247.00,86.72
1246.00,86.68
1245.00,86.65
1244.00,86.61
1243.00,86.57
1242.00,86.55
1241.00,86.53
1240.00,86.51
1239.00,86.51
1238.00,86.51
1237.00,86.51
1236.00,86.52
1235.00,86.52
1234.00,86.53
1233.00,86.54
1232.00,86.56
1231.00,86.60
1230.00,86.65
1229.00,86.71
1228.00,86.78
1227.00,86.86
1226.00,86.94
1225.00,87.02
1224.00,87.12
1223.00,87.22
1222.00,87.31
1221.00,87.40
1220.00,87.48
1219.00,87.55
1218.00,87.64
1217.00,87.74
1216.00,87.84
1215.00,87.94
1214.00,88.02
1213.00,88.09
1212.00,88.14
1211.00,88.17
1210.00,88.21
1209.00,88.24
1208.00,88.28
1207.00,88.32
1206.00,88.34
1205.00,88.37
1204.00,88.39
1203.00,88.43
1202.00,88.48
1201.00,88.54
1200.00,88.61
1199.00,88.68
1198.00,88.75
1197.00,88.80
1196.00,88.84
1195.00,88.87
1194.00,88.91
1193.00,88.95
1192.00,88.98
1191.00,89.01
1190.00,89.02
1189.00,89.02
1188.00,89.04
1187.00,89.07
1186.00,89.12
1185.00,89.15
1184.00,89.15
1183.00,89.14
1182.00,89.14
1181.00,89.16
1180.00,89.18
1179.00,89.18
1178.00,89.16
1177.00,89.14
1176.00,89.12
1175.00,89.11
1174.00,89.11
1173.00,89.11
1172.00,89.12
1171.00,89.16
1170.00,89.22
1169.00,89.28
1168.00,89.34
1167.00,89.38
1166.00,89.42
1165.00,89.45
1164.00,89.48
1163.00,89.51
1162.00,89.54
1161.00,89.58
1160.00,89.61
1159.00,89.64
1158.00,89.66
1157.00,89.68
1156.00,89.71
1155.00,89.76
1154.00,89.81
1153.00,89.86
1152.00,89.91
1151.00,89.96
1150.00,90.03
1149.00,90.10
1148.00,90.18
1147.00,90.26
1146.00,90.33
1145.00,90.39
1144.00,90.43
1143.00,90.45
1142.00,90.47
1141.00,90.47
1140.00,90.47
1139.00,90.47
1138.00,90.49
1137.00,90.50
1136.00,90.50
1135.00,90.48
1134.00,90.46
1133.00,90.44
1132.00,90.41
1131.00,90.38
1130.00,90.32
1129.00,90.26
1128.00,90.20
1127.00,90.15
1126.00,90.13
1125.00,90.13
1124.00,90.12
1123.00,90.10
1122.00,90.09
1121.00,90.09
1120.00,90.12
1119.00,90.13
1118.00,90.12
1117.00,90.06
1116.00,89.99
1115.00,89.93
1114.00,89.90
1113.00,89.89
1112.00,89.88
1111.00,89.86
1110.00,89.83
1109.00,89.81
1108.00,89.80
1107.00,89.81
1106.00,89.82
1105.00,89.81
1104.00,89.81
1103.00,89.81
1102.00,89.82
1101.00,89.83
1100.00,89.81
1099.00,89.76
1098.00,89.70
1097.00,89.65
1096.00,89.63
1095.00,89.63
1094.00,89.65
1093.00,89.65
1092.00,89.61
1091.00,89.54
1090.00,89.45
1089.00,89.37
1088.00,89.32
1087.00,89.30
1086.00,89.28
1085.00,89.26
1084.00,89.20
1083.00,89.12
1082.00,89.03
1081.00,88.95
1080.00,88.90
1079.00,88.88
1078.00,88.87
1077.00,88.87
1076.00,88.88
1075.00,88.89
1074.00,88.92
1073.00,88.95
1072.00,88.99
1071.00,89.05
1070.00,89.13
1069.00,89.19
1068.00,89.23
1067.00,89.24
1066.00,89.23
1065.00,89.22
1064.00,89.21
1063.00,89.21
1062.00,89.23
1061.00,89.26
1060.00,89.31
1059.00,89.35
1058.00,89.38
1057.00,89.41
1056.00,89.44
1055.00,89.46
1054.00,89.48
1053.00,89.49
1052.00,89.49
1051.00,89.48
1050.00,89.48
1049.00,89.48
1048.00,89.49
1047.00,89.48
1046.00,89.46
1045.00,89.45
1044.00,89.46
1043.00,89.50
1042.00,89.56
1041.00,89.65
1040.00,89.73
1039.00,89.81
1038.00,89.89
1037.00,89.96
1036.00,90.03
1035.00,90.08
1034.00,90.11
1033.00,90.13
1032.00,90.15
1031.00,90.18
1030.00,90.21
1029.00,90.26
1028.00,90.32
1027.00,90.38
1026.00,90.44
1025.00,90.48
1024.00,90.54
1023.00,90.61
1022.00,90.69
1021.00,90.79
1020.00,90.88
1019.00,90.98
1018.00,91.08
1017.00,91.17
1016.00,91.21
1015.00,91.23
1014.00,91.26
1013.00,91.31
1012.00,91.36
1011.00,91.41
1010.00,91.47
1009.00,91.54
1008.00,91.63
1007.00,91.70
1006.00,91.75
1005.00,91.79
1004.00,91.84
1003.00,91.90
1002.00,91.95
1001.00,91.99
1000.00,92.01
999.00,92.03
998.00,92.04
997.00,92.05
996.00,92.06
995.00,92.07
994.00,92.10
993.00,92.14
992.00,92.16
991.00,92.18
990.00,92.20
989.00,92.22
988.00,92.26
987.00,92.29
986.00,92.33
985.00,92.36
984.00,92.37
983.00,92.38
982.00,92.37
981.00,92.38
980.00,92.39
979.00,92.41
978.00,92.42
977.00,92.43
976.00,92.46
975.00,92.49
974.00,92.53
973.00,92.54
972.00,92.54
971.00,92.54
970.00,92.54
969.00,92.55
968.00,92.57
967.00,92.59
966.00,92.61
965.00,92.63
964.00,92.64
963.00,92.65
962.00,92.66
961.00,92.67
960.00,92.68
959.00,92.69
958.00,92.71
957.00,92.71
956.00,92.70
955.00,92.69
954.00,92.68
953.00,92.68
952.00,92.69
951.00,92.68
950.00,92.67
949.00,92.67
948.00,92.68
947.00,92.69
946.00,92.69
945.00,92.69
944.00,92.67
943.00,92.66
942.00,92.63
941.00,92.60
940.00,92.57
939.00,92.54
938.00,92.50
937.00,92.46
936.00,92.41
935.00,92.38
934.00,92.35
933.00,92.35
932.00,92.37
931.00,92.38
930.00,92.38
929.00,92.37
928.00,92.36
927.00,92.36
926.00,92.36
925.00,92.35
924.00,92.34
923.00,92.33
922.00,92.34
921.00,92.35
920.00,92.36
919.00,92.37
918.00,92.41
917.00,92.46
916.00,92.51
915.00,92.56
914.00,92.60
913.00,92.62
912.00,92.64
911.00,92.63
910.00,92.61
909.00,92.58
908.00,92.58
907.00,92.59
906.00,92.59
905.00,92.58
