Created as New Dataset,Bio-Couture 16/2 Mercerized Cotton
cm-1,%T
2467.00,96.31
2466.00,96.33
2465.00,96.35
2464.00,96.36
2463.00,96.38
2462.00,96.39
2461.00,96.40
2460.00,96.40
2459.00,96.38
2458.00,96.36
2457.00,96.36
2456.00,96.37
2455.00,96.39
2454.00,96.41
2453.00,96.42
2452.00,96.43
2451.00,96.43
2450.00,96.43
2449.00,96.42
2448.00,96.40
2447.00,96.38
2446.00,96.38
2445.00,96.38
2444.00,96.39
2443.00,96.38
2442.00,96.37
2441.00,96.36
2440.00,96.37
2439.00,96.40
2438.00,96.43
2437.00,96.44
2436.00,96.44
2435.00,96.44
2434.00,96.43
2433.00,96.44
2432.00,96.45
2431.00,96.47
2430.00,96.48
2429.00,96.49
2428.00,96.49
2427.00,96.49
2426.00,96.50
2425.00,96.51
2424.00,96.52
2423.00,96.52
2422.00,96.52
2421.00,96.52
2420.00,96.52
2419.00,96.52
2418.00,96.53
2417.00,96.54
2416.00,96.54
2415.00,96.55
2414.00,96.55
2413.00,96.55
2412.00,96.56
2411.00,96.57
2410.00,96.56
2409.00,96.56
2408.00,96.56
2407.00,96.57
2406.00,96.58
2405.00,96.58
2404.00,96.59
2403.00,96.60
2402.00,96.60
2401.00,96.60
2400.00,96.59
2399.00,96.60
2398.00,96.62
2397.00,96.64
2396.00,96.67
2395.00,96.67
2394.00,96.67
2393.00,96.66
2392.00,96.67
2391.00,96.69
2390.00,96.71
2389.00,96.72
2388.00,96.72
2387.00,96.72
2386.00,96.71
2385.00,96.71
2384.00,96.72
2383.00,96.74
2382.00,96.76
2381.00,96.78
2380.00,96.79
2379.00,96.80
2378.00,96.79
2377.00,96.78
2376.00,96.76
2375.00,96.77
2374.00,96.80
2373.00,96.82
2372.00,96.83
2371.00,96.83
2370.00,96.86
2369.00,96.90
2368.00,96.92
2367.00,96.90
2366.00,96.85
2365.00,96.83
2364.00,96.86
2363.00,96.88
2362.00,96.86
2361.00,96.81
2360.00,96.79
2359.00,96.81
2358.00,96.83
2357.00,96.84
2356.00,96.84
2355.00,96.84
2354.00,96.87
2353.00,96.92
2352.00,96.95
2351.00,96.94
2350.00,96.91
2349.00,96.90
2348.00,96.92
2347.00,96.96
2346.00,97.01
2345.00,97.03
2344.00,97.01
2343.00,96.98
2342.00,96.95
2341.00,96.93
2340.00,96.91
2339.00,96.89
2338.00,96.88
2337.00,96.87
2336.00,96.86
2335.00,96.86
2334.00,96.88
2333.00,96.90
2332.00,96.91
2331.00,96.89
2330.00,96.87
2329.00,96.84
2328.00,96.81
2327.00,96.76
2326.00,96.71
2325.00,96.66
2324.00,96.65
2323.00,96.67
2322.00,96.69
2321.00,96.71
2320.00,96.72
2319.00,96.74
2318.00,96.75
2317.00,96.75
2316.00,96.74
2315.00,96.74
2314.00,96.74
2313.00,96.76
2312.00,96.77
2311.00,96.77
2310.00,96.78
2309.00,96.78
2308.00,96.77
2307.00,96.76
2306.00,96.74
2305.00,96.73
2304.00,96.74
2303.00,96.74
2302.00,96.74
2301.00,96.71
2300.00,96.68
2299.00,96.66
2298.00,96.63
2297.00,96.61
2296.00,96.59
2295.00,96.59
2294.00,96.59
2293.00,96.57
2292.00,96.54
2291.00,96.51
2290.00,96.49
2289.00,96.47
2288.00,96.46
2287.00,96.45
2286.00,96.42
2285.00,96.38
2284.00,96.35
2283.00,96.34
2282.00,96.35
2281.00,96.37
2280.00,96.39
2279.00,96.42
2278.00,96.43
2277.00,96.43
2276.00,96.41
2275.00,96.40
2274.00,96.39
2273.00,96.39
2272.00,96.37
2271.00,96.33
2270.00,96.30
2269.00,96.29
2268.00,96.31
2267.00,96.33
2266.00,96.33
2265.00,96.30
2264.00,96.25
2263.00,96.21
2262.00,96.20
2261.00,96.22
2260.00,96.25
2259.00,96.29
2258.00,96.31
2257.00,96.31
2256.00,96.30
2255.00,96.29
2254.00,96.29
2253.00,96.30
2252.00,96.31
2251.00,96.29
2250.00,96.27
2249.00,96.25
2248.00,96.26
2247.00,96.29
2246.00,96.29
2245.00,96.26
2244.00,96.22
2243.00,96.20
2242.00,96.21
2241.00,96.21
2240.00,96.19
2239.00,96.16
2238.00,96.15
2237.00,96.15
2236.00,96.15
2235.00,96.12
2234.00,96.09
2233.00,96.08
2232.00,96.09
2231.00,96.11
2230.00,96.11
2229.00,96.11
2228.00,96.11
2227.00,96.12
2226.00,96.12
2225.00,96.10
2224.00,96.09
2223.00,96.09
2222.00,96.11
2221.00,96.13
2220.00,96.14
2219.00,96.12
2218.00,96.11
2217.00,96.10
2216.00,96.11
2215.00,96.11
2214.00,96.10
2213.00,96.08
2212.00,96.06
2211.00,96.04
2210.00,96.01
2209.00,95.98
2208.00,95.98
2207.00,96.02
2206.00,96.08
2205.00,96.13
2204.00,96.14
2203.00,96.13
2202.00,96.10
2201.00,96.06
2200.00,96.02
2199.00,95.96
2198.00,95.91
2197.00,95.91
2196.00,95.95
2195.00,96.03
2194.00,96.09
2193.00,96.11
2192.00,96.10
2191.00,96.07
2190.00,96.03
2189.00,95.94
2188.00,95.84
2187.00,95.76
2186.00,95.74
2185.00,95.76
2184.00,95.80
2183.00,95.86
2182.00,95.93
2181.00,96.00
2180.00,96.07
2179.00,96.12
2178.00,96.13
2177.00,96.12
2176.00,96.08
2175.00,96.05
2174.00,96.04
2173.00,96.04
2172.00,96.03
2171.00,96.01
2170.00,95.95
2169.00,95.88
2168.00,95.81
2167.00,95.76
2166.00,95.73
2165.00,95.69
2164.00,95.64
2163.00,95.57
2162.00,95.53
2161.00,95.57
2160.00,95.69
2159.00,95.84
2158.00,95.96
2157.00,96.01
2156.00,96.00
2155.00,95.98
2154.00,95.95
2153.00,95.96
2152.00,96.00
2151.00,96.07
2150.00,96.11
2149.00,96.12
2148.00,96.10
2147.00,96.07
2146.00,96.05
2145.00,96.06
2144.00,96.08
2143.00,96.12
2142.00,96.15
2141.00,96.16
2140.00,96.16
2139.00,96.15
2138.00,96.15
2137.00,96.15
2136.00,96.15
2135.00,96.15
2134.00,96.15
2133.00,96.15
2132.00,96.15
2131.00,96.15
2130.00,96.16
2129.00,96.18
2128.00,96.18
2127.00,96.16
2126.00,96.14
2125.00,96.13
2124.00,96.15
2123.00,96.17
2122.00,96.20
2121.00,96.21
2120.00,96.22
2119.00,96.22
2118.00,96.21
2117.00,96.18
2116.00,96.14
2115.00,96.11
2114.00,96.10
2113.00,96.12
2112.00,96.15
2111.00,96.17
2110.00,96.15
2109.00,96.11
2108.00,96.09
2107.00,96.10
2106.00,96.16
2105.00,96.22
2104.00,96.26
2103.00,96.26
2102.00,96.22
2101.00,96.17
2100.00,96.13
2099.00,96.11
2098.00,96.11
2097.00,96.13
2096.00,96.16
2095.00,96.20
2094.00,96.23
2093.00,96.23
2092.00,96.19
2091.00,96.15
2090.00,96.12
2089.00,96.10
2088.00,96.11
2087.00,96.14
2086.00,96.17
2085.00,96.19
2084.00,96.19
2083.00,96.17
2082.00,96.17
2081.00,96.17
2080.00,96.17
2079.00,96.14
2078.00,96.12
2077.00,96.11
2076.00,96.11
2075.00,96.12
2074.00,96.12
2073.00,96.11
2072.00,96.10
2071.00,96.10
2070.00,96.10
2069.00,96.10
2068.00,96.09
2067.00,96.10
2066.00,96.11
2065.00,96.13
2064.00,96.16
2063.00,96.18
2062.00,96.19
2061.00,96.17
2060.00,96.12
2059.00,96.07
2058.00,96.04
2057.00,96.05
2056.00,96.08
2055.00,96.12
2054.00,96.13
2053.00,96.08
2052.00,96.00
2051.00,95.91
2050.00,95.86
2049.00,95.85
2048.00,95.86
2047.00,95.86
2046.00,95.86
2045.00,95.88
2044.00,95.93
2043.00,95.98
2042.00,95.99
2041.00,95.95
2040.00,95.89
2039.00,95.83
2038.00,95.80
2037.00,95.79
2036.00,95.79
2035.00,95.83
2034.00,95.91
2033.00,95.99
2032.00,96.02
2031.00,95.98
2030.00,95.92
2029.00,95.87
2028.00,95.83
2027.00,95.81
2026.00,95.77
2025.00,95.76
2024.00,95.78
2023.00,95.83
2022.00,95.89
2021.00,95.91
2020.00,95.90
2019.00,95.88
2018.00,95.87
2017.00,95.91
2016.00,95.98
2015.00,96.03
2014.00,96.05
2013.00,96.06
2012.00,96.08
2011.00,96.12
2010.00,96.16
2009.00,96.19
2008.00,96.22
2007.00,96.22
2006.00,96.18
2005.00,96.15
2004.00,96.15
2003.00,96.18
2002.00,96.22
2001.00,96.23
2000.00,96.18
1999.00,96.10
1998.00,96.02
1997.00,95.98
1996.00,95.99
1995.00,96.03
1994.00,96.05
1993.00,96.05
1992.00,96.05
1991.00,96.08
1990.00,96.14
1989.00,96.18
1988.00,96.19
1987.00,96.19
1986.00,96.17
1985.00,96.16
1984.00,96.14
1983.00,96.10
1982.00,96.04
1981.00,95.96
1980.00,95.91
1979.00,95.92
1978.00,95.97
1977.00,96.02
1976.00,96.07
1975.00,96.11
1974.00,96.17
1973.00,96.21
1972.00,96.25
1971.00,96.27
1970.00,96.30
1969.00,96.35
1968.00,96.39
1967.00,96.41
1966.00,96.39
1965.00,96.35
1964.00,96.32
1963.00,96.31
1962.00,96.32
1961.00,96.34
1960.00,96.36
1959.00,96.36
1958.00,96.33
1957.00,96.27
1956.00,96.23
1955.00,96.23
1954.00,96.26
1953.00,96.31
1952.00,96.37
1951.00,96.44
1950.00,96.49
1949.00,96.50
1948.00,96.48
1947.00,96.45
1946.00,96.42
1945.00,96.40
1944.00,96.40
1943.00,96.40
1942.00,96.40
1941.00,96.42
1940.00,96.45
1939.00,96.50
1938.00,96.54
1937.00,96.53
1936.00,96.50
1935.00,96.49
1934.00,96.50
1933.00,96.52
1932.00,96.52
1931.00,96.52
1930.00,96.53
1929.00,96.53
1928.00,96.54
1927.00,96.57
1926.00,96.59
1925.00,96.59
1924.00,96.56
1923.00,96.53
1922.00,96.51
1921.00,96.50
1920.00,96.51
1919.00,96.52
1918.00,96.53
1917.00,96.53
1916.00,96.53
1915.00,96.55
1914.00,96.59
1913.00,96.63
1912.00,96.67
1911.00,96.70
1910.00,96.72
1909.00,96.73
1908.00,96.73
1907.00,96.73
1906.00,96.73
1905.00,96.71
1904.00,96.68
1903.00,96.66
1902.00,96.66
1901.00,96.66
1900.00,96.67
1899.00,96.68
1898.00,96.69
1897.00,96.69
1896.00,96.70
1895.00,96.70
1894.00,96.71
1893.00,96.73
1892.00,96.75
1891.00,96.76
1890.00,96.76
1889.00,96.74
1888.00,96.72
1887.00,96.71
1886.00,96.71
1885.00,96.71
1884.00,96.71
1883.00,96.72
1882.00,96.74
1881.00,96.76
1880.00,96.77
1879.00,96.78
1878.00,96.79
1877.00,96.79
1876.00,96.79
1875.00,96.79
1874.00,96.79
1873.00,96.79
1872.00,96.79
1871.00,96.79
1870.00,96.77
1869.00,96.75
1868.00,96.73
1867.00,96.72
1866.00,96.74
1865.00,96.75
1864.00,96.77
1863.00,96.78
1862.00,96.79
1861.00,96.79
1860.00,96.79
1859.00,96.79
1858.00,96.78
1857.00,96.77
1856.00,96.76
1855.00,96.77
1854.00,96.78
1853.00,96.79
1852.00,96.80
1851.00,96.81
1850.00,96.83
1849.00,96.84
1848.00,96.84
1847.00,96.84
1846.00,96.83
1845.00,96.83
1844.00,96.84
1843.00,96.85
1842.00,96.87
1841.00,96.88
1840.00,96.87
1839.00,96.85
1838.00,96.83
1837.00,96.81
1836.00,96.80
1835.00,96.80
1834.00,96.81
1833.00,96.81
1832.00,96.82
1831.00,96.83
1830.00,96.85
1829.00,96.87
1828.00,96.88
1827.00,96.89
1826.00,96.89
1825.00,96.90
1824.00,96.89
1823.00,96.89
1822.00,96.87
1821.00,96.86
1820.00,96.85
1819.00,96.86
1818.00,96.89
1817.00,96.92
1816.00,96.93
1815.00,96.92
1814.00,96.90
1813.00,96.90
1812.00,96.90
1811.00,96.92
1810.00,96.94
1809.00,96.94
1808.00,96.93
1807.00,96.92
1806.00,96.90
1805.00,96.89
1804.00,96.89
1803.00,96.88
1802.00,96.88
1801.00,96.89
1800.00,96.91
1799.00,96.93
1798.00,96.95
1797.00,96.95
1796.00,96.95
1795.00,96.93
1794.00,96.91
1793.00,96.89
1792.00,96.88
1791.00,96.90
1790.00,96.93
1789.00,96.95
1788.00,96.96
1787.00,96.95
1786.00,96.94
1785.00,96.92
1784.00,96.90
1783.00,96.89
1782.00,96.89
1781.00,96.90
1780.00,96.92
1779.00,96.93
1778.00,96.95
1777.00,96.96
1776.00,96.97
1775.00,96.98
1774.00,96.98
1773.00,96.96
1772.00,96.94
1771.00,96.92
1770.00,96.91
1769.00,96.90
1768.00,96.90
1767.00,96.91
1766.00,96.92
1765.00,96.92
1764.00,96.93
1763.00,96.94
1762.00,96.94
1761.00,96.93
1760.00,96.91
1759.00,96.88
1758.00,96.87
1757.00,96.87
1756.00,96.88
1755.00,96.88
1754.00,96.88
1753.00,96.88
1752.00,96.86
1751.00,96.85
1750.00,96.84
1749.00,96.85
1748.00,96.85
1747.00,96.85
1746.00,96.84
1745.00,96.82
1744.00,96.80
1743.00,96.79
1742.00,96.79
1741.00,96.79
1740.00,96.79
1739.00,96.77
1738.00,96.76
1737.00,96.76
1736.00,96.77
1735.00,96.77
1734.00,96.76
1733.00,96.74
1732.00,96.73
1731.00,96.72
1730.00,96.72
1729.00,96.73
1728.00,96.73
1727.00,96.74
1726.00,96.75
1725.00,96.76
1724.00,96.77
1723.00,96.76
1722.00,96.74
1721.00,96.71
1720.00,96.69
1719.00,96.69
1718.00,96.70
1717.00,96.71
1716.00,96.70
1715.00,96.68
1714.00,96.68
1713.00,96.67
1712.00,96.68
1711.00,96.68
1710.00,96.68
1709.00,96.67
1708.00,96.65
1707.00,96.64
1706.00,96.63
1705.00,96.62
1704.00,96.61
1703.00,96.60
1702.00,96.60
1701.00,96.61
1700.00,96.61
1699.00,96.60
1698.00,96.59
1697.00,96.57
1696.00,96.53
1695.00,96.49
1694.00,96.47
1693.00,96.45
1692.00,96.44
1691.00,96.42
1690.00,96.40
1689.00,96.37
1688.00,96.34
1687.00,96.32
1686.00,96.31
1685.00,96.29
1684.00,96.24
1683.00,96.18
1682.00,96.13
1681.00,96.10
1680.00,96.07
1679.00,96.04
1678.00,96.02
1677.00,95.99
1676.00,95.95
1675.00,95.91
1674.00,95.88
1673.00,95.85
1672.00,95.82
1671.00,95.79
1670.00,95.75
1669.00,95.72
1668.00,95.68
1667.00,95.64
1666.00,95.61
1665.00,95.57
1664.00,95.52
1663.00,95.48
1662.00,95.45
1661.00,95.42
1660.00,95.39
1659.00,95.35
1658.00,95.31
1657.00,95.28
1656.00,95.25
1655.00,95.23
1654.00,95.20
1653.00,95.15
1652.00,95.12
1651.00,95.10
1650.00,95.09
1649.00,95.08
1648.00,95.06
1647.00,95.02
1646.00,94.99
1645.00,94.98
1644.00,94.97
1643.00,94.96
1642.00,94.96
1641.00,94.96
1640.00,94.96
1639.00,94.97
1638.00,94.99
1637.00,95.01
1636.00,95.03
1635.00,95.03
1634.00,95.03
1633.00,95.02
1632.00,95.01
1631.00,95.00
1630.00,95.01
1629.00,95.03
1628.00,95.06
1627.00,95.09
1626.00,95.11
1625.00,95.14
1624.00,95.17
1623.00,95.20
1622.00,95.24
1621.00,95.28
1620.00,95.32
1619.00,95.38
1618.00,95.43
1617.00,95.46
1616.00,95.47
1615.00,95.48
1614.00,95.49
1613.00,95.51
1612.00,95.54
1611.00,95.58
1610.00,95.62
1609.00,95.66
1608.00,95.70
1607.00,95.74
1606.00,95.77
1605.00,95.80
1604.00,95.82
1603.00,95.82
1602.00,95.83
1601.00,95.84
1600.00,95.86
1599.00,95.90
1598.00,95.94
1597.00,95.98
1596.00,96.01
1595.00,96.03
1594.00,96.04
1593.00,96.06
1592.00,96.07
1591.00,96.07
1590.00,96.09
1589.00,96.11
1588.00,96.14
1587.00,96.16
1586.00,96.18
1585.00,96.19
1584.00,96.21
1583.00,96.22
1582.00,96.24
1581.00,96.25
1580.00,96.27
1579.00,96.28
1578.00,96.29
1577.00,96.31
1576.00,96.31
1575.00,96.32
1574.00,96.33
1573.00,96.34
1572.00,96.36
1571.00,96.38
1570.00,96.41
1569.00,96.42
1568.00,96.43
1567.00,96.46
1566.00,96.49
1565.00,96.51
1564.00,96.52
1563.00,96.51
1562.00,96.48
1561.00,96.45
1560.00,96.43
1559.00,96.42
1558.00,96.43
1557.00,96.45
1556.00,96.47
1555.00,96.48
1554.00,96.48
1553.00,96.49
1552.00,96.50
1551.00,96.51
1550.00,96.52
1549.00,96.54
1548.00,96.54
1547.00,96.54
1546.00,96.52
1545.00,96.50
1544.00,96.49
1543.00,96.52
1542.00,96.55
1541.00,96.57
1540.00,96.56
1539.00,96.55
1538.00,96.56
1537.00,96.58
1536.00,96.59
1535.00,96.58
1534.00,96.58
1533.00,96.58
1532.00,96.59
1531.00,96.61
1530.00,96.63
1529.00,96.65
1528.00,96.66
1527.00,96.67
1526.00,96.67
1525.00,96.67
1524.00,96.67
1523.00,96.66
1522.00,96.65
1521.00,96.65
1520.00,96.65
1519.00,96.66
1518.00,96.66
1517.00,96.65
1516.00,96.63
1515.00,96.62
1514.00,96.62
1513.00,96.61
1512.00,96.61
1511.00,96.61
1510.00,96.60
1509.00,96.60
1508.00,96.59
1507.00,96.57
1506.00,96.56
1505.00,96.55
1504.00,96.54
1503.00,96.53
1502.00,96.51
1501.00,96.49
1500.00,96.47
1499.00,96.45
1498.00,96.42
1497.00,96.39
1496.00,96.36
1495.00,96.32
1494.00,96.28
1493.00,96.23
1492.00,96.16
1491.00,96.09
1490.00,96.00
1489.00,95.92
1488.00,95.83
1487.00,95.75
1486.00,95.66
1485.00,95.56
1484.00,95.44
1483.00,95.33
1482.00,95.24
1481.00,95.15
1480.00,95.07
1479.00,94.99
1478.00,94.89
1477.00,94.79
1476.00,94.70
1475.00,94.62
1474.00,94.52
1473.00,94.42
1472.00,94.31
1471.00,94.22
1470.00,94.15
1469.00,94.09
1468.00,94.02
1467.00,93.96
1466.00,93.88
1465.00,93.80
1464.00,93.75
1463.00,93.72
1462.00,93.71
1461.00,93.67
1460.00,93.62
1459.00,93.54
1458.00,93.45
1457.00,93.35
1456.00,93.30
1455.00,93.28
1454.00,93.25
1453.00,93.20
1452.00,93.15
1451.00,93.09
1450.00,93.05
1449.00,93.02
1448.00,92.98
1447.00,92.94
1446.00,92.91
1445.00,92.86
1444.00,92.81
1443.00,92.76
1442.00,92.72
1441.00,92.67
1440.00,92.61
1439.00,92.54
1438.00,92.47
1437.00,92.40
1436.00,92.31
1435.00,92.24
1434.00,92.17
1433.00,92.10
1432.00,92.02
1431.00,91.96
1430.00,91.91
1429.00,91.86
1428.00,91.84
1427.00,91.83
1426.00,91.83
1425.00,91.84
1424.00,91.84
1423.00,91.85
1422.00,91.86
1421.00,91.86
1420.00,91.89
1419.00,91.95
1418.00,92.04
1417.00,92.14
1416.00,92.23
1415.00,92.32
1414.00,92.40
1413.00,92.48
1412.00,92.56
1411.00,92.63
1410.00,92.69
1409.00,92.75
1408.00,92.79
1407.00,92.83
1406.00,92.86
1405.00,92.88
1404.00,92.89
1403.00,92.88
1402.00,92.87
1401.00,92.85
1400.00,92.84
1399.00,92.83
1398.00,92.82
1397.00,92.81
1396.00,92.81
1395.00,92.80
1394.00,92.78
1393.00,92.76
1392.00,92.73
1391.00,92.69
1390.00,92.65
1389.00,92.58
1388.00,92.49
1387.00,92.38
1386.00,92.25
1385.00,92.10
1384.00,91.90
1383.00,91.67
1382.00,91.40
1381.00,91.12
1380.00,90.83
1379.00,90.54
1378.00,90.27
1377.00,90.04
1376.00,89.84
1375.00,89.66
1374.00,89.49
1373.00,89.34
1372.00,89.21
1371.00,89.11
1370.00,89.03
1369.00,88.97
1368.00,88.93
1367.00,88.90
1366.00,88.88
1365.00,88.85
1364.00,88.83
1363.00,88.84
1362.00,88.90
1361.00,89.00
1360.00,89.13
1359.00,89.26
1358.00,89.40
1357.00,89.53
1356.00,89.64
1355.00,89.76
1354.00,89.89
1353.00,90.03
1352.00,90.16
1351.00,90.27
1350.00,90.35
1349.00,90.39
1348.00,90.38
1347.00,90.35
1346.00,90.29
1345.00,90.21
1344.00,90.10
1343.00,89.96
1342.00,89.81
1341.00,89.65
1340.00,89.50
1339.00,89.37
1338.00,89.28
1337.00,89.22
1336.00,89.18
1335.00,89.19
1334.00,89.24
1333.00,89.31
1332.00,89.41
1331.00,89.50
1330.00,89.59
1329.00,89.65
1328.00,89.70
1327.00,89.72
1326.00,89.72
1325.00,89.68
1324.00,89.60
1323.00,89.47
1322.00,89.29
1321.00,89.06
1320.00,88.78
1319.00,88.48
1318.00,88.20
1317.00,87.96
1316.00,87.81
1315.00,87.74
1314.00,87.73
1313.00,87.77
1312.00,87.86
1311.00,88.00
1310.00,88.19
1309.00,88.43
1308.00,88.70
1307.00,88.99
1306.00,89.27
1305.00,89.53
1304.00,89.77
1303.00,90.01
1302.00,90.23
1301.00,90.44
1300.00,90.64
1299.00,90.81
1298.00,90.97
1297.00,91.10
1296.00,91.20
1295.00,91.30
1294.00,91.38
1293.00,91.46
1292.00,91.55
1291.00,91.66
1290.00,91.77
1289.00,91.88
1288.00,91.96
1287.00,92.01
1286.00,92.02
1285.00,92.00
1284.00,91.95
1283.00,91.88
1282.00,91.78
1281.00,91.68
1280.00,91.58
1279.00,91.51
1278.00,91.48
1277.00,91.50
1276.00,91.55
1275.00,91.63
1274.00,91.71
1273.00,91.79
1272.00,91.87
1271.00,91.95
1270.00,92.01
1269.00,92.04
1268.00,92.05
1267.00,92.05
1266.00,92.03
1265.00,92.02
1264.00,92.01
1263.00,92.02
1262.00,92.04
1261.00,92.07
1260.00,92.12
1259.00,92.19
1258.00,92.28
1257.00,92.37
1256.00,92.47
1255.00,92.56
1254.00,92.65
1253.00,92.73
1252.00,92.80
1251.00,92.85
1250.00,92.88
1249.00,92.91
1248.00,92.95
1247.00,93.00
1246.00,93.05
1245.00,93.08
1244.00,93.11
1243.00,93.11
1242.00,93.11
1241.00,93.10
1240.00,93.08
1239.00,93.05
1238.00,93.02
1237.00,92.99
1236.00,92.95
1235.00,92.93
1234.00,92.93
1233.00,92.96
1232.00,93.01
1231.00,93.04
1230.00,93.05
1229.00,93.05
1228.00,93.05
1227.00,93.07
1226.00,93.12
1225.00,93.20
1224.00,93.32
1223.00,93.48
1222.00,93.65
1221.00,93.84
1220.00,94.02
1219.00,94.20
1218.00,94.35
1217.00,94.48
1216.00,94.56
1215.00,94.62
1214.00,94.66
1213.00,94.66
1212.00,94.61
1211.00,94.52
1210.00,94.38
1209.00,94.21
1208.00,94.02
1207.00,93.82
1206.00,93.63
1205.00,93.44
1204.00,93.28
1203.00,93.15
1202.00,93.05
1201.00,92.98
1200.00,92.96
1199.00,92.98
1198.00,93.04
1197.00,93.14
1196.00,93.27
1195.00,93.43
1194.00,93.62
1193.00,93.83
1192.00,94.04
1191.00,94.25
1190.00,94.44
1189.00,94.59
1188.00,94.70
1187.00,94.79
1186.00,94.86
1185.00,94.91
1184.00,94.92
1183.00,94.89
1182.00,94.83
1181.00,94.73
1180.00,94.61
1179.00,94.46
1178.00,94.28
1177.00,94.09
1176.00,93.86
1175.00,93.61
1174.00,93.32
1173.00,92.99
1172.00,92.62
1171.00,92.20
1170.00,91.73
1169.00,91.20
1168.00,90.61
1167.00,89.99
1166.00,89.35
1165.00,88.73
1164.00,88.13
1163.00,87.58
1162.00,87.09
1161.00,86.68
1160.00,86.37
1159.00,86.17
1158.00,86.08
1157.00,86.07
1156.00,86.13
1155.00,86.23
1154.00,86.36
1153.00,86.51
1152.00,86.68
1151.00,86.90
1150.00,87.15
1149.00,87.40
1148.00,87.64
1147.00,87.90
1146.00,88.16
1145.00,88.43
1144.00,88.68
1143.00,88.90
1142.00,89.08
1141.00,89.21
1140.00,89.26
1139.00,89.24
1138.00,89.14
1137.00,88.98
1136.00,88.78
1135.00,88.55
1134.00,88.30
1133.00,88.04
1132.00,87.79
1131.00,87.55
1130.00,87.28
1129.00,86.93
1128.00,86.51
1127.00,86.06
1126.00,85.62
1125.00,85.21
1124.00,84.81
1123.00,84.42
1122.00,84.04
1121.00,83.66
1120.00,83.27
1119.00,82.89
1118.00,82.50
1117.00,82.07
1116.00,81.58
1115.00,81.05
1114.00,80.52
1113.00,80.05
1112.00,79.68
1111.00,79.43
1110.00,79.29
1109.00,79.21
1108.00,79.15
1107.00,79.10
1106.00,79.04
1105.00,78.98
1104.00,78.91
1103.00,78.83
1102.00,78.71
1101.00,78.54
1100.00,78.33
1099.00,78.13
1098.00,77.97
1097.00,77.87
1096.00,77.80
1095.00,77.77
1094.00,77.74
1093.00,77.69
1092.00,77.61
1091.00,77.50
1090.00,77.36
1089.00,77.19
1088.00,77.02
1087.00,76.85
1086.00,76.68
1085.00,76.48
1084.00,76.25
1083.00,76.03
1082.00,75.82
1081.00,75.61
1080.00,75.39
1079.00,75.19
1078.00,75.00
1077.00,74.82
1076.00,74.63
1075.00,74.47
1074.00,74.32
1073.00,74.16
1072.00,73.98
1071.00,73.78
1070.00,73.52
1069.00,73.15
1068.00,72.67
1067.00,72.13
1066.00,71.54
1065.00,70.90
1064.00,70.22
1063.00,69.50
1062.00,68.78
1061.00,68.08
1060.00,67.43
1059.00,66.88
1058.00,66.42
1057.00,66.02
1056.00,65.67
1055.00,65.41
1054.00,65.24
1053.00,65.14
1052.00,65.08
1051.00,65.09
1050.00,65.17
1049.00,65.28
1048.00,65.41
1047.00,65.54
1046.00,65.67
1045.00,65.75
1044.00,65.81
1043.00,65.87
1042.00,65.93
1041.00,65.94
1040.00,65.84
1039.00,65.64
1038.00,65.35
1037.00,64.95
1036.00,64.49
1035.00,64.02
1034.00,63.59
1033.00,63.19
1032.00,62.83
1031.00,62.54
1030.00,62.31
1029.00,62.11
1028.00,61.93
1027.00,61.79
1026.00,61.71
1025.00,61.68
1024.00,61.70
1023.00,61.77
1022.00,61.87
1021.00,61.97
1020.00,62.05
1019.00,62.14
1018.00,62.24
1017.00,62.33
1016.00,62.41
1015.00,62.51
1014.00,62.65
1013.00,62.81
1012.00,62.98
1011.00,63.14
1010.00,63.29
1009.00,63.43
1008.00,63.54
1007.00,63.66
1006.00,63.79
1005.00,63.90
1004.00,63.97
1003.00,63.99
1002.00,63.94
1001.00,63.82
1000.00,63.65
999.00,63.46
998.00,63.31
997.00,63.20
996.00,63.15
995.00,63.20
994.00,63.34
993.00,63.53
992.00,63.74
991.00,63.97
990.00,64.22
989.00,64.47
988.00,64.73
987.00,65.02
986.00,65.32
985.00,65.65
984.00,66.00
983.00,66.41
982.00,66.91
981.00,67.47
980.00,68.10
979.00,68.76
978.00,69.44
977.00,70.07
976.00,70.67
975.00,71.22
974.00,71.74
973.00,72.21
972.00,72.65
971.00,73.05
970.00,73.41
969.00,73.72
968.00,74.01
967.00,74.28
966.00,74.54
965.00,74.80
964.00,75.04
963.00,75.31
962.00,75.60
961.00,75.89
960.00,76.19
959.00,76.51
958.00,76.84
957.00,77.17
956.00,77.48
955.00,77.80
954.00,78.12
953.00,78.45
952.00,78.78
951.00,79.11
950.00,79.44
949.00,79.75
948.00,80.05
947.00,80.33
946.00,80.62
945.00,80.88
944.00,81.13
943.00,81.36
942.00,81.58
941.00,81.77
940.00,81.96
939.00,82.13
938.00,82.31
937.00,82.49
936.00,82.65
935.00,82.79
934.00,82.91
933.00,83.01
932.00,83.13
931.00,83.26
930.00,83.40
929.00,83.53
928.00,83.64
927.00,83.75
926.00,83.88
925.00,84.04
924.00,84.21
923.00,84.38
922.00,84.53
921.00,84.65
920.00,84.74
919.00,84.83
918.00,84.93
917.00,85.00
916.00,85.06
915.00,85.09
914.00,85.10
913.00,85.09
912.00,85.05
911.00,85.01
910.00,84.96
909.00,84.91
908.00,84.82
907.00,84.72
