Created as New Dataset,81. Nylon Allied Signal Fibers
cm-1,%T
2456.00,98.14
2455.00,98.14
2454.00,98.14
2453.00,98.13
2452.00,98.12
2451.00,98.11
2450.00,98.12
2449.00,98.14
2448.00,98.17
2447.00,98.18
2446.00,98.19
2445.00,98.19
2444.00,98.18
2443.00,98.18
2442.00,98.18
2441.00,98.19
2440.00,98.20
2439.00,98.20
2438.00,98.20
2437.00,98.20
2436.00,98.20
2435.00,98.19
2434.00,98.19
2433.00,98.18
2432.00,98.19
2431.00,98.20
2430.00,98.22
2429.00,98.23
2428.00,98.23
2427.00,98.22
2426.00,98.20
2425.00,98.20
2424.00,98.22
2423.00,98.24
2422.00,98.26
2421.00,98.26
2420.00,98.24
2419.00,98.23
2418.00,98.22
2417.00,98.22
2416.00,98.21
2415.00,98.21
2414.00,98.20
2413.00,98.21
2412.00,98.23
2411.00,98.25
2410.00,98.25
2409.00,98.26
2408.00,98.27
2407.00,98.28
2406.00,98.28
2405.00,98.27
2404.00,98.26
2403.00,98.26
2402.00,98.27
2401.00,98.28
2400.00,98.30
2399.00,98.31
2398.00,98.30
2397.00,98.30
2396.00,98.31
2395.00,98.33
2394.00,98.37
2393.00,98.38
2392.00,98.37
2391.00,98.34
2390.00,98.31
2389.00,98.29
2388.00,98.29
2387.00,98.30
2386.00,98.32
2385.00,98.34
2384.00,98.34
2383.00,98.36
2382.00,98.39
2381.00,98.43
2380.00,98.47
2379.00,98.51
2378.00,98.55
2377.00,98.59
2376.00,98.63
2375.00,98.66
2374.00,98.68
2373.00,98.69
2372.00,98.68
2371.00,98.65
2370.00,98.60
2369.00,98.58
2368.00,98.61
2367.00,98.74
2366.00,98.90
2365.00,99.01
2364.00,99.03
2363.00,98.95
2362.00,98.83
2361.00,98.71
2360.00,98.66
2359.00,98.68
2358.00,98.72
2357.00,98.70
2356.00,98.63
2355.00,98.58
2354.00,98.59
2353.00,98.63
2352.00,98.66
2351.00,98.68
2350.00,98.71
2349.00,98.72
2348.00,98.71
2347.00,98.70
2346.00,98.71
2345.00,98.76
2344.00,98.82
2343.00,98.87
2342.00,98.88
2341.00,98.88
2340.00,98.87
2339.00,98.85
2338.00,98.80
2337.00,98.76
2336.00,98.73
2335.00,98.71
2334.00,98.67
2333.00,98.63
2332.00,98.59
2331.00,98.57
2330.00,98.56
2329.00,98.54
2328.00,98.51
2327.00,98.49
2326.00,98.50
2325.00,98.50
2324.00,98.48
2323.00,98.44
2322.00,98.40
2321.00,98.38
2320.00,98.39
2319.00,98.39
2318.00,98.39
2317.00,98.38
2316.00,98.37
2315.00,98.36
2314.00,98.37
2313.00,98.38
2312.00,98.39
2311.00,98.40
2310.00,98.39
2309.00,98.37
2308.00,98.34
2307.00,98.31
2306.00,98.30
2305.00,98.31
2304.00,98.33
2303.00,98.33
2302.00,98.32
2301.00,98.31
2300.00,98.31
2299.00,98.30
2298.00,98.29
2297.00,98.26
2296.00,98.23
2295.00,98.21
2294.00,98.20
2293.00,98.19
2292.00,98.19
2291.00,98.18
2290.00,98.16
2289.00,98.12
2288.00,98.07
2287.00,98.03
2286.00,98.00
2285.00,97.96
2284.00,97.94
2283.00,97.92
2282.00,97.92
2281.00,97.92
2280.00,97.92
2279.00,97.94
2278.00,97.95
2277.00,97.94
2276.00,97.92
2275.00,97.90
2274.00,97.89
2273.00,97.88
2272.00,97.89
2271.00,97.90
2270.00,97.90
2269.00,97.89
2268.00,97.87
2267.00,97.85
2266.00,97.83
2265.00,97.82
2264.00,97.82
2263.00,97.81
2262.00,97.78
2261.00,97.74
2260.00,97.70
2259.00,97.68
2258.00,97.69
2257.00,97.70
2256.00,97.73
2255.00,97.75
2254.00,97.78
2253.00,97.79
2252.00,97.78
2251.00,97.76
2250.00,97.74
2249.00,97.73
2248.00,97.72
2247.00,97.72
2246.00,97.73
2245.00,97.75
2244.00,97.79
2243.00,97.80
2242.00,97.79
2241.00,97.76
2240.00,97.72
2239.00,97.70
2238.00,97.69
2237.00,97.70
2236.00,97.70
2235.00,97.70
2234.00,97.69
2233.00,97.66
2232.00,97.61
2231.00,97.56
2230.00,97.51
2229.00,97.49
2228.00,97.47
2227.00,97.44
2226.00,97.41
2225.00,97.37
2224.00,97.37
2223.00,97.38
2222.00,97.40
2221.00,97.41
2220.00,97.39
2219.00,97.38
2218.00,97.40
2217.00,97.45
2216.00,97.49
2215.00,97.50
2214.00,97.49
2213.00,97.47
2212.00,97.43
2211.00,97.38
2210.00,97.33
2209.00,97.31
2208.00,97.32
2207.00,97.36
2206.00,97.36
2205.00,97.35
2204.00,97.34
2203.00,97.36
2202.00,97.41
2201.00,97.45
2200.00,97.45
2199.00,97.42
2198.00,97.38
2197.00,97.34
2196.00,97.29
2195.00,97.25
2194.00,97.23
2193.00,97.21
2192.00,97.20
2191.00,97.19
2190.00,97.18
2189.00,97.16
2188.00,97.16
2187.00,97.16
2186.00,97.16
2185.00,97.16
2184.00,97.16
2183.00,97.16
2182.00,97.15
2181.00,97.12
2180.00,97.07
2179.00,97.04
2178.00,97.05
2177.00,97.10
2176.00,97.18
2175.00,97.24
2174.00,97.26
2173.00,97.23
2172.00,97.17
2171.00,97.11
2170.00,97.05
2169.00,97.01
2168.00,96.99
2167.00,97.01
2166.00,97.03
2165.00,97.02
2164.00,96.95
2163.00,96.84
2162.00,96.77
2161.00,96.80
2160.00,96.93
2159.00,97.08
2158.00,97.15
2157.00,97.08
2156.00,96.98
2155.00,96.94
2154.00,97.01
2153.00,97.14
2152.00,97.26
2151.00,97.32
2150.00,97.33
2149.00,97.35
2148.00,97.40
2147.00,97.46
2146.00,97.49
2145.00,97.49
2144.00,97.49
2143.00,97.48
2142.00,97.48
2141.00,97.49
2140.00,97.50
2139.00,97.52
2138.00,97.55
2137.00,97.59
2136.00,97.65
2135.00,97.69
2134.00,97.70
2133.00,97.67
2132.00,97.63
2131.00,97.61
2130.00,97.61
2129.00,97.65
2128.00,97.72
2127.00,97.78
2126.00,97.82
2125.00,97.82
2124.00,97.79
2123.00,97.76
2122.00,97.75
2121.00,97.75
2120.00,97.76
2119.00,97.76
2118.00,97.74
2117.00,97.72
2116.00,97.71
2115.00,97.72
2114.00,97.74
2113.00,97.75
2112.00,97.76
2111.00,97.78
2110.00,97.79
2109.00,97.80
2108.00,97.80
2107.00,97.79
2106.00,97.78
2105.00,97.77
2104.00,97.76
2103.00,97.76
2102.00,97.77
2101.00,97.78
2100.00,97.78
2099.00,97.78
2098.00,97.77
2097.00,97.77
2096.00,97.79
2095.00,97.81
2094.00,97.83
2093.00,97.81
2092.00,97.78
2091.00,97.74
2090.00,97.72
2089.00,97.71
2088.00,97.73
2087.00,97.75
2086.00,97.78
2085.00,97.80
2084.00,97.80
2083.00,97.79
2082.00,97.76
2081.00,97.73
2080.00,97.71
2079.00,97.71
2078.00,97.72
2077.00,97.70
2076.00,97.68
2075.00,97.66
2074.00,97.67
2073.00,97.68
2072.00,97.68
2071.00,97.67
2070.00,97.65
2069.00,97.66
2068.00,97.69
2067.00,97.71
2066.00,97.68
2065.00,97.61
2064.00,97.53
2063.00,97.50
2062.00,97.53
2061.00,97.58
2060.00,97.61
2059.00,97.62
2058.00,97.62
2057.00,97.63
2056.00,97.63
2055.00,97.61
2054.00,97.57
2053.00,97.51
2052.00,97.44
2051.00,97.38
2050.00,97.32
2049.00,97.27
2048.00,97.24
2047.00,97.25
2046.00,97.28
2045.00,97.31
2044.00,97.28
2043.00,97.22
2042.00,97.16
2041.00,97.14
2040.00,97.17
2039.00,97.20
2038.00,97.19
2037.00,97.13
2036.00,97.07
2035.00,97.04
2034.00,97.06
2033.00,97.11
2032.00,97.15
2031.00,97.18
2030.00,97.18
2029.00,97.16
2028.00,97.12
2027.00,97.11
2026.00,97.11
2025.00,97.12
2024.00,97.14
2023.00,97.18
2022.00,97.24
2021.00,97.30
2020.00,97.34
2019.00,97.34
2018.00,97.29
2017.00,97.23
2016.00,97.20
2015.00,97.22
2014.00,97.25
2013.00,97.24
2012.00,97.20
2011.00,97.17
2010.00,97.17
2009.00,97.22
2008.00,97.30
2007.00,97.39
2006.00,97.48
2005.00,97.54
2004.00,97.57
2003.00,97.56
2002.00,97.52
2001.00,97.46
2000.00,97.40
1999.00,97.38
1998.00,97.40
1997.00,97.43
1996.00,97.46
1995.00,97.46
1994.00,97.44
1993.00,97.42
1992.00,97.43
1991.00,97.47
1990.00,97.49
1989.00,97.47
1988.00,97.42
1987.00,97.34
1986.00,97.27
1985.00,97.24
1984.00,97.23
1983.00,97.24
1982.00,97.25
1981.00,97.26
1980.00,97.26
1979.00,97.28
1978.00,97.29
1977.00,97.29
1976.00,97.27
1975.00,97.26
1974.00,97.25
1973.00,97.25
1972.00,97.25
1971.00,97.26
1970.00,97.30
1969.00,97.34
1968.00,97.36
1967.00,97.38
1966.00,97.38
1965.00,97.39
1964.00,97.40
1963.00,97.43
1962.00,97.49
1961.00,97.57
1960.00,97.64
1959.00,97.68
1958.00,97.69
1957.00,97.70
1956.00,97.71
1955.00,97.72
1954.00,97.70
1953.00,97.67
1952.00,97.66
1951.00,97.67
1950.00,97.70
1949.00,97.73
1948.00,97.75
1947.00,97.77
1946.00,97.80
1945.00,97.81
1944.00,97.80
1943.00,97.79
1942.00,97.78
1941.00,97.80
1940.00,97.82
1939.00,97.86
1938.00,97.89
1937.00,97.89
1936.00,97.87
1935.00,97.85
1934.00,97.84
1933.00,97.85
1932.00,97.88
1931.00,97.92
1930.00,97.94
1929.00,97.95
1928.00,97.95
1927.00,97.94
1926.00,97.93
1925.00,97.93
1924.00,97.94
1923.00,97.97
1922.00,98.01
1921.00,98.03
1920.00,98.02
1919.00,97.99
1918.00,97.97
1917.00,97.98
1916.00,98.00
1915.00,98.02
1914.00,98.02
1913.00,98.01
1912.00,97.99
1911.00,97.99
1910.00,97.99
1909.00,97.99
1908.00,98.00
1907.00,98.02
1906.00,98.04
1905.00,98.06
1904.00,98.06
1903.00,98.05
1902.00,98.05
1901.00,98.06
1900.00,98.09
1899.00,98.12
1898.00,98.13
1897.00,98.13
1896.00,98.11
1895.00,98.10
1894.00,98.09
1893.00,98.09
1892.00,98.11
1891.00,98.11
1890.00,98.10
1889.00,98.08
1888.00,98.09
1887.00,98.12
1886.00,98.15
1885.00,98.17
1884.00,98.16
1883.00,98.14
1882.00,98.13
1881.00,98.13
1880.00,98.12
1879.00,98.13
1878.00,98.15
1877.00,98.17
1876.00,98.20
1875.00,98.21
1874.00,98.21
1873.00,98.20
1872.00,98.19
1871.00,98.19
1870.00,98.19
1869.00,98.18
1868.00,98.19
1867.00,98.19
1866.00,98.19
1865.00,98.19
1864.00,98.20
1863.00,98.20
1862.00,98.21
1861.00,98.22
1860.00,98.22
1859.00,98.22
1858.00,98.20
1857.00,98.18
1856.00,98.18
1855.00,98.19
1854.00,98.21
1853.00,98.22
1852.00,98.22
1851.00,98.23
1850.00,98.24
1849.00,98.25
1848.00,98.26
1847.00,98.27
1846.00,98.27
1845.00,98.28
1844.00,98.28
1843.00,98.29
1842.00,98.28
1841.00,98.26
1840.00,98.26
1839.00,98.27
1838.00,98.29
1837.00,98.31
1836.00,98.32
1835.00,98.33
1834.00,98.34
1833.00,98.34
1832.00,98.34
1831.00,98.31
1830.00,98.28
1829.00,98.27
1828.00,98.27
1827.00,98.28
1826.00,98.27
1825.00,98.27
1824.00,98.27
1823.00,98.28
1822.00,98.30
1821.00,98.33
1820.00,98.35
1819.00,98.36
1818.00,98.38
1817.00,98.38
1816.00,98.38
1815.00,98.38
1814.00,98.39
1813.00,98.38
1812.00,98.38
1811.00,98.38
1810.00,98.38
1809.00,98.38
1808.00,98.38
1807.00,98.37
1806.00,98.36
1805.00,98.37
1804.00,98.37
1803.00,98.37
1802.00,98.35
1801.00,98.33
1800.00,98.32
1799.00,98.33
1798.00,98.35
1797.00,98.37
1796.00,98.38
1795.00,98.40
1794.00,98.42
1793.00,98.43
1792.00,98.43
1791.00,98.42
1790.00,98.42
1789.00,98.41
1788.00,98.40
1787.00,98.39
1786.00,98.38
1785.00,98.36
1784.00,98.34
1783.00,98.33
1782.00,98.32
1781.00,98.31
1780.00,98.31
1779.00,98.32
1778.00,98.33
1777.00,98.34
1776.00,98.35
1775.00,98.37
1774.00,98.40
1773.00,98.44
1772.00,98.49
1771.00,98.52
1770.00,98.49
1769.00,98.44
1768.00,98.37
1767.00,98.33
1766.00,98.32
1765.00,98.31
1764.00,98.31
1763.00,98.31
1762.00,98.31
1761.00,98.31
1760.00,98.30
1759.00,98.30
1758.00,98.29
1757.00,98.27
1756.00,98.26
1755.00,98.25
1754.00,98.25
1753.00,98.25
1752.00,98.24
1751.00,98.23
1750.00,98.22
1749.00,98.22
1748.00,98.22
1747.00,98.22
1746.00,98.21
1745.00,98.20
1744.00,98.19
1743.00,98.19
1742.00,98.19
1741.00,98.19
1740.00,98.18
1739.00,98.17
1738.00,98.15
1737.00,98.12
1736.00,98.10
1735.00,98.09
1734.00,98.11
1733.00,98.14
1732.00,98.14
1731.00,98.10
1730.00,98.05
1729.00,98.02
1728.00,98.01
1727.00,98.02
1726.00,98.02
1725.00,98.01
1724.00,97.99
1723.00,97.99
1722.00,98.00
1721.00,98.02
1720.00,98.04
1719.00,98.08
1718.00,98.12
1717.00,98.13
1716.00,98.11
1715.00,98.07
1714.00,98.02
1713.00,97.99
1712.00,97.97
1711.00,97.96
1710.00,97.95
1709.00,97.94
1708.00,97.93
1707.00,97.92
1706.00,97.92
1705.00,97.92
1704.00,97.92
1703.00,97.92
1702.00,97.93
1701.00,97.93
1700.00,97.91
1699.00,97.90
1698.00,97.90
1697.00,97.88
1696.00,97.85
1695.00,97.81
1694.00,97.75
1693.00,97.64
1692.00,97.51
1691.00,97.41
1690.00,97.32
1689.00,97.23
1688.00,97.13
1687.00,97.05
1686.00,96.98
1685.00,96.84
1684.00,96.61
1683.00,96.35
1682.00,96.09
1681.00,95.81
1680.00,95.55
1679.00,95.33
1678.00,95.13
1677.00,94.91
1676.00,94.63
1675.00,94.33
1674.00,94.06
1673.00,93.82
1672.00,93.56
1671.00,93.26
1670.00,92.88
1669.00,92.44
1668.00,91.99
1667.00,91.59
1666.00,91.24
1665.00,90.89
1664.00,90.48
1663.00,90.03
1662.00,89.59
1661.00,89.21
1660.00,88.85
1659.00,88.50
1658.00,88.16
1657.00,87.86
1656.00,87.57
1655.00,87.27
1654.00,86.78
1653.00,86.06
1652.00,85.43
1651.00,84.96
1650.00,84.51
1649.00,83.98
1648.00,83.31
1647.00,82.52
1646.00,81.75
1645.00,81.09
1644.00,80.49
1643.00,79.91
1642.00,79.32
1641.00,78.74
1640.00,78.19
1639.00,77.72
1638.00,77.35
1637.00,77.05
1636.00,76.81
1635.00,76.70
1634.00,76.73
1633.00,76.85
1632.00,77.02
1631.00,77.24
1630.00,77.51
1629.00,77.82
1628.00,78.14
1627.00,78.46
1626.00,78.78
1625.00,79.12
1624.00,79.52
1623.00,79.97
1622.00,80.46
1621.00,80.92
1620.00,81.37
1619.00,81.87
1618.00,82.47
1617.00,83.20
1616.00,83.93
1615.00,84.53
1614.00,84.98
1613.00,85.39
1612.00,85.83
1611.00,86.32
1610.00,86.82
1609.00,87.31
1608.00,87.81
1607.00,88.28
1606.00,88.72
1605.00,89.15
1604.00,89.56
1603.00,89.95
1602.00,90.31
1601.00,90.64
1600.00,90.96
1599.00,91.24
1598.00,91.47
1597.00,91.67
1596.00,91.86
1595.00,92.03
1594.00,92.17
1593.00,92.28
1592.00,92.37
1591.00,92.43
1590.00,92.46
1589.00,92.45
1588.00,92.44
1587.00,92.40
1586.00,92.33
1585.00,92.24
1584.00,92.14
1583.00,92.02
1582.00,91.86
1581.00,91.69
1580.00,91.53
1579.00,91.36
1578.00,91.17
1577.00,90.92
1576.00,90.64
1575.00,90.33
1574.00,90.00
1573.00,89.67
1572.00,89.35
1571.00,88.99
1570.00,88.55
1569.00,88.10
1568.00,87.71
1567.00,87.36
1566.00,87.01
1565.00,86.64
1564.00,86.31
1563.00,86.04
1562.00,85.82
1561.00,85.62
1560.00,85.29
1559.00,84.77
1558.00,84.31
1557.00,83.99
1556.00,83.71
1555.00,83.41
1554.00,83.09
1553.00,82.79
1552.00,82.50
1551.00,82.20
1550.00,81.87
1549.00,81.56
1548.00,81.29
1547.00,81.05
1546.00,80.79
1545.00,80.51
1544.00,80.27
1543.00,80.09
1542.00,79.98
1541.00,79.90
1540.00,79.85
1539.00,79.84
1538.00,79.84
1537.00,79.84
1536.00,79.86
1535.00,79.96
1534.00,80.15
1533.00,80.40
1532.00,80.66
1531.00,80.91
1530.00,81.17
1529.00,81.46
1528.00,81.77
1527.00,82.12
1526.00,82.49
1525.00,82.85
1524.00,83.20
1523.00,83.58
1522.00,84.03
1521.00,84.50
1520.00,84.88
1519.00,85.17
1518.00,85.46
1517.00,85.80
1516.00,86.16
1515.00,86.49
1514.00,86.81
1513.00,87.12
1512.00,87.43
1511.00,87.73
1510.00,88.02
1509.00,88.30
1508.00,88.63
1507.00,89.06
1506.00,89.50
1505.00,89.83
1504.00,90.04
1503.00,90.19
1502.00,90.35
1501.00,90.55
1500.00,90.77
1499.00,91.00
1498.00,91.24
1497.00,91.47
1496.00,91.67
1495.00,91.84
1494.00,91.99
1493.00,92.12
1492.00,92.22
1491.00,92.32
1490.00,92.41
1489.00,92.47
1488.00,92.47
1487.00,92.42
1486.00,92.33
1485.00,92.17
1484.00,91.95
1483.00,91.67
1482.00,91.35
1481.00,91.01
1480.00,90.70
1479.00,90.44
1478.00,90.23
1477.00,90.08
1476.00,89.98
1475.00,89.96
1474.00,90.02
1473.00,90.11
1472.00,90.14
1471.00,90.09
1470.00,89.95
1469.00,89.75
1468.00,89.47
1467.00,89.12
1466.00,88.71
1465.00,88.29
1464.00,87.96
1463.00,87.80
1462.00,87.81
1461.00,87.91
1460.00,88.09
1459.00,88.33
1458.00,88.63
1457.00,88.92
1456.00,89.13
1455.00,89.25
1454.00,89.32
1453.00,89.38
1452.00,89.44
1451.00,89.51
1450.00,89.59
1449.00,89.66
1448.00,89.71
1447.00,89.74
1446.00,89.75
1445.00,89.74
1444.00,89.70
1443.00,89.64
1442.00,89.56
1441.00,89.47
1440.00,89.39
1439.00,89.31
1438.00,89.23
1437.00,89.15
1436.00,89.10
1435.00,89.10
1434.00,89.16
1433.00,89.26
1432.00,89.39
1431.00,89.56
1430.00,89.75
1429.00,89.92
1428.00,90.06
1427.00,90.14
1426.00,90.17
1425.00,90.14
1424.00,90.04
1423.00,89.91
1422.00,89.77
1421.00,89.64
1420.00,89.49
1419.00,89.35
1418.00,89.28
1417.00,89.30
1416.00,89.39
1415.00,89.56
1414.00,89.79
1413.00,90.06
1412.00,90.36
1411.00,90.68
1410.00,90.99
1409.00,91.31
1408.00,91.60
1407.00,91.88
1406.00,92.13
1405.00,92.35
1404.00,92.54
1403.00,92.70
1402.00,92.84
1401.00,92.96
1400.00,93.06
1399.00,93.13
1398.00,93.17
1397.00,93.18
1396.00,93.17
1395.00,93.12
1394.00,93.07
1393.00,93.02
1392.00,92.97
1391.00,92.90
1390.00,92.81
1389.00,92.69
1388.00,92.55
1387.00,92.38
1386.00,92.23
1385.00,92.09
1384.00,91.95
1383.00,91.79
1382.00,91.60
1381.00,91.41
1380.00,91.22
1379.00,91.03
1378.00,90.86
1377.00,90.71
1376.00,90.57
1375.00,90.45
1374.00,90.34
1373.00,90.28
1372.00,90.26
1371.00,90.27
1370.00,90.30
1369.00,90.36
1368.00,90.42
1367.00,90.49
1366.00,90.56
1365.00,90.61
1364.00,90.65
1363.00,90.69
1362.00,90.75
1361.00,90.84
1360.00,90.94
1359.00,91.05
1358.00,91.17
1357.00,91.28
1356.00,91.38
1355.00,91.47
1354.00,91.56
1353.00,91.65
1352.00,91.74
1351.00,91.82
1350.00,91.89
1349.00,91.95
1348.00,92.00
1347.00,92.03
1346.00,92.06
1345.00,92.09
1344.00,92.13
1343.00,92.17
1342.00,92.23
1341.00,92.29
1340.00,92.34
1339.00,92.37
1338.00,92.39
1337.00,92.42
1336.00,92.47
1335.00,92.52
1334.00,92.56
1333.00,92.60
1332.00,92.63
1331.00,92.66
1330.00,92.71
1329.00,92.77
1328.00,92.83
1327.00,92.87
1326.00,92.90
1325.00,92.92
1324.00,92.91
1323.00,92.90
1322.00,92.87
1321.00,92.84
1320.00,92.80
1319.00,92.75
1318.00,92.71
1317.00,92.69
1316.00,92.66
1315.00,92.62
1314.00,92.57
1313.00,92.52
1312.00,92.47
1311.00,92.42
1310.00,92.37
1309.00,92.33
1308.00,92.29
1307.00,92.25
1306.00,92.22
1305.00,92.19
1304.00,92.15
1303.00,92.10
1302.00,92.06
1301.00,92.02
1300.00,91.99
1299.00,91.96
1298.00,91.95
1297.00,91.94
1296.00,91.93
1295.00,91.93
1294.00,91.91
1293.00,91.89
1292.00,91.85
1291.00,91.81
1290.00,91.76
1289.00,91.70
1288.00,91.62
1287.00,91.52
1286.00,91.41
1285.00,91.27
1284.00,91.13
1283.00,90.99
1282.00,90.88
1281.00,90.80
1280.00,90.75
1279.00,90.73
1278.00,90.73
1277.00,90.76
1276.00,90.81
1275.00,90.85
1274.00,90.86
1273.00,90.85
1272.00,90.79
1271.00,90.68
1270.00,90.51
1269.00,90.30
1268.00,90.05
1267.00,89.79
1266.00,89.55
1265.00,89.34
1264.00,89.16
1263.00,89.02
1262.00,88.93
1261.00,88.89
1260.00,88.91
1259.00,88.98
1258.00,89.09
1257.00,89.20
1256.00,89.32
1255.00,89.45
1254.00,89.59
1253.00,89.73
1252.00,89.87
1251.00,90.00
1250.00,90.13
1249.00,90.24
1248.00,90.34
1247.00,90.43
1246.00,90.49
1245.00,90.52
1244.00,90.52
1243.00,90.50
1242.00,90.47
1241.00,90.43
1240.00,90.41
1239.00,90.40
1238.00,90.43
1237.00,90.49
1236.00,90.59
1235.00,90.72
1234.00,90.89
1233.00,91.10
1232.00,91.33
1231.00,91.57
1230.00,91.82
1229.00,92.06
1228.00,92.30
1227.00,92.53
1226.00,92.73
1225.00,92.90
1224.00,93.02
1223.00,93.09
1222.00,93.09
1221.00,93.04
1220.00,92.94
1219.00,92.81
1218.00,92.66
1217.00,92.51
1216.00,92.36
1215.00,92.23
1214.00,92.10
1213.00,91.98
1212.00,91.87
1211.00,91.80
1210.00,91.75
1209.00,91.72
1208.00,91.68
1207.00,91.59
1206.00,91.47
1205.00,91.31
1204.00,91.11
1203.00,90.92
1202.00,90.76
1201.00,90.69
1200.00,90.69
1199.00,90.77
1198.00,90.91
1197.00,91.09
1196.00,91.31
1195.00,91.54
1194.00,91.79
1193.00,92.03
1192.00,92.26
1191.00,92.47
1190.00,92.66
1189.00,92.84
1188.00,93.00
1187.00,93.14
1186.00,93.25
1185.00,93.33
1184.00,93.35
1183.00,93.32
1182.00,93.25
1181.00,93.14
1180.00,92.98
1179.00,92.77
1178.00,92.50
1177.00,92.20
1176.00,91.87
1175.00,91.53
1174.00,91.19
1173.00,90.87
1172.00,90.60
1171.00,90.39
1170.00,90.30
1169.00,90.34
1168.00,90.49
1167.00,90.73
1166.00,91.02
1165.00,91.34
1164.00,91.68
1163.00,92.03
1162.00,92.37
1161.00,92.66
1160.00,92.90
1159.00,93.10
1158.00,93.29
1157.00,93.48
1156.00,93.65
1155.00,93.80
1154.00,93.94
1153.00,94.08
1152.00,94.20
1151.00,94.31
1150.00,94.40
1149.00,94.51
1148.00,94.63
1147.00,94.76
1146.00,94.89
1145.00,94.99
1144.00,95.06
1143.00,95.11
1142.00,95.16
1141.00,95.21
1140.00,95.24
1139.00,95.27
1138.00,95.30
1137.00,95.33
1136.00,95.34
1135.00,95.33
1134.00,95.29
1133.00,95.23
1132.00,95.15
1131.00,95.05
1130.00,94.93
1129.00,94.80
1128.00,94.66
1127.00,94.50
1126.00,94.32
1125.00,94.15
1124.00,93.97
1123.00,93.79
1122.00,93.63
1121.00,93.51
1120.00,93.44
1119.00,93.41
1118.00,93.41
1117.00,93.43
1116.00,93.46
1115.00,93.48
1114.00,93.49
1113.00,93.50
1112.00,93.53
1111.00,93.58
1110.00,93.65
1109.00,93.75
1108.00,93.84
1107.00,93.93
1106.00,94.00
1105.00,94.08
1104.00,94.19
1103.00,94.30
1102.00,94.42
1101.00,94.53
1100.00,94.63
1099.00,94.72
1098.00,94.79
1097.00,94.84
1096.00,94.89
1095.00,94.91
1094.00,94.92
1093.00,94.91
1092.00,94.92
1091.00,94.94
1090.00,94.96
1089.00,94.97
1088.00,94.97
1087.00,94.96
1086.00,94.91
1085.00,94.84
1084.00,94.78
1083.00,94.74
1082.00,94.72
1081.00,94.71
1080.00,94.70
1079.00,94.67
1078.00,94.66
1077.00,94.65
1076.00,94.64
1075.00,94.62
1074.00,94.59
1073.00,94.57
1072.00,94.56
1071.00,94.57
1070.00,94.59
1069.00,94.62
1068.00,94.66
1067.00,94.72
1066.00,94.79
1065.00,94.88
1064.00,95.00
1063.00,95.11
1062.00,95.18
1061.00,95.21
1060.00,95.23
1059.00,95.27
1058.00,95.34
1057.00,95.43
1056.00,95.52
1055.00,95.59
1054.00,95.63
1053.00,95.66
1052.00,95.69
1051.00,95.72
1050.00,95.76
1049.00,95.82
1048.00,95.88
1047.00,95.95
1046.00,96.00
1045.00,96.04
1044.00,96.06
1043.00,96.05
1042.00,96.04
1041.00,96.02
1040.00,96.02
1039.00,96.02
1038.00,96.00
1037.00,95.97
1036.00,95.92
1035.00,95.89
1034.00,95.87
1033.00,95.86
1032.00,95.85
1031.00,95.82
1030.00,95.81
1029.00,95.79
1028.00,95.79
1027.00,95.79
1026.00,95.81
1025.00,95.84
1024.00,95.90
1023.00,95.97
1022.00,96.03
1021.00,96.09
1020.00,96.13
1019.00,96.15
1018.00,96.17
1017.00,96.18
1016.00,96.18
1015.00,96.18
1014.00,96.18
1013.00,96.18
1012.00,96.18
1011.00,96.18
1010.00,96.17
1009.00,96.16
1008.00,96.14
1007.00,96.12
1006.00,96.12
1005.00,96.13
1004.00,96.14
1003.00,96.14
1002.00,96.14
1001.00,96.14
1000.00,96.13
999.00,96.12
998.00,96.10
997.00,96.07
996.00,96.05
995.00,96.02
994.00,95.99
993.00,95.95
992.00,95.90
991.00,95.86
990.00,95.82
989.00,95.80
988.00,95.77
987.00,95.75
986.00,95.73
985.00,95.69
984.00,95.64
983.00,95.58
982.00,95.52
981.00,95.46
980.00,95.42
979.00,95.41
978.00,95.41
977.00,95.41
976.00,95.40
975.00,95.38
974.00,95.37
973.00,95.36
972.00,95.35
971.00,95.35
970.00,95.35
969.00,95.35
968.00,95.36
967.00,95.36
966.00,95.35
965.00,95.31
964.00,95.26
963.00,95.21
962.00,95.16
961.00,95.12
960.00,95.09
959.00,95.09
958.00,95.13
957.00,95.20
956.00,95.27
955.00,95.35
954.00,95.41
953.00,95.45
952.00,95.47
951.00,95.50
950.00,95.54
949.00,95.61
948.00,95.69
947.00,95.76
946.00,95.84
945.00,95.91
944.00,95.98
943.00,96.03
942.00,96.07
941.00,96.11
940.00,96.14
939.00,96.16
938.00,96.17
937.00,96.15
936.00,96.11
935.00,96.05
934.00,95.99
933.00,95.95
932.00,95.91
931.00,95.86
930.00,95.82
929.00,95.79
928.00,95.79
927.00,95.82
926.00,95.85
925.00,95.90
924.00,95.97
923.00,96.04
922.00,96.11
921.00,96.17
920.00,96.22
919.00,96.25
918.00,96.28
917.00,96.30
916.00,96.32
915.00,96.34
914.00,96.35
913.00,96.38
912.00,96.40
911.00,96.43
910.00,96.47
909.00,96.50
908.00,96.52
907.00,96.54
906.00,96.56
905.00,96.58
904.00,96.59
903.00,96.61
902.00,96.62
901.00,96.64
900.00,96.67
899.00,96.68
898.00,96.70
897.00,96.71
896.00,96.71
895.00,96.70
894.00,96.71
