Created as New Dataset,176. Shaw industries (Beige)
cm-1,%T
2462.00,97.27
2461.00,97.28
2460.00,97.28
2459.00,97.28
2458.00,97.28
2457.00,97.27
2456.00,97.28
2455.00,97.28
2454.00,97.29
2453.00,97.29
2452.00,97.29
2451.00,97.28
2450.00,97.27
2449.00,97.26
2448.00,97.26
2447.00,97.28
2446.00,97.29
2445.00,97.29
2444.00,97.27
2443.00,97.25
2442.00,97.24
2441.00,97.24
2440.00,97.24
2439.00,97.23
2438.00,97.22
2437.00,97.21
2436.00,97.21
2435.00,97.20
2434.00,97.19
2433.00,97.19
2432.00,97.18
2431.00,97.19
2430.00,97.20
2429.00,97.22
2428.00,97.24
2427.00,97.24
2426.00,97.23
2425.00,97.23
2424.00,97.24
2423.00,97.24
2422.00,97.25
2421.00,97.25
2420.00,97.26
2419.00,97.26
2418.00,97.25
2417.00,97.24
2416.00,97.23
2415.00,97.21
2414.00,97.20
2413.00,97.19
2412.00,97.19
2411.00,97.20
2410.00,97.21
2409.00,97.22
2408.00,97.24
2407.00,97.26
2406.00,97.26
2405.00,97.26
2404.00,97.27
2403.00,97.28
2402.00,97.29
2401.00,97.29
2400.00,97.27
2399.00,97.26
2398.00,97.23
2397.00,97.22
2396.00,97.23
2395.00,97.25
2394.00,97.28
2393.00,97.30
2392.00,97.30
2391.00,97.29
2390.00,97.28
2389.00,97.29
2388.00,97.30
2387.00,97.31
2386.00,97.32
2385.00,97.33
2384.00,97.36
2383.00,97.39
2382.00,97.41
2381.00,97.42
2380.00,97.43
2379.00,97.45
2378.00,97.48
2377.00,97.51
2376.00,97.52
2375.00,97.52
2374.00,97.52
2373.00,97.51
2372.00,97.49
2371.00,97.47
2370.00,97.47
2369.00,97.52
2368.00,97.60
2367.00,97.69
2366.00,97.76
2365.00,97.79
2364.00,97.78
2363.00,97.72
2362.00,97.62
2361.00,97.53
2360.00,97.49
2359.00,97.48
2358.00,97.48
2357.00,97.47
2356.00,97.46
2355.00,97.48
2354.00,97.54
2353.00,97.62
2352.00,97.68
2351.00,97.70
2350.00,97.68
2349.00,97.67
2348.00,97.69
2347.00,97.77
2346.00,97.86
2345.00,97.92
2344.00,97.91
2343.00,97.85
2342.00,97.78
2341.00,97.74
2340.00,97.72
2339.00,97.71
2338.00,97.70
2337.00,97.70
2336.00,97.71
2335.00,97.70
2334.00,97.64
2333.00,97.58
2332.00,97.55
2331.00,97.59
2330.00,97.65
2329.00,97.68
2328.00,97.66
2327.00,97.57
2326.00,97.46
2325.00,97.39
2324.00,97.38
2323.00,97.43
2322.00,97.49
2321.00,97.53
2320.00,97.53
2319.00,97.51
2318.00,97.49
2317.00,97.48
2316.00,97.48
2315.00,97.49
2314.00,97.51
2313.00,97.53
2312.00,97.54
2311.00,97.52
2310.00,97.48
2309.00,97.43
2308.00,97.38
2307.00,97.33
2306.00,97.29
2305.00,97.27
2304.00,97.25
2303.00,97.24
2302.00,97.23
2301.00,97.21
2300.00,97.20
2299.00,97.17
2298.00,97.14
2297.00,97.12
2296.00,97.10
2295.00,97.10
2294.00,97.08
2293.00,97.03
2292.00,96.97
2291.00,96.92
2290.00,96.89
2289.00,96.87
2288.00,96.83
2287.00,96.79
2286.00,96.74
2285.00,96.71
2284.00,96.69
2283.00,96.70
2282.00,96.70
2281.00,96.69
2280.00,96.67
2279.00,96.64
2278.00,96.62
2277.00,96.61
2276.00,96.62
2275.00,96.65
2274.00,96.67
2273.00,96.68
2272.00,96.67
2271.00,96.65
2270.00,96.64
2269.00,96.65
2268.00,96.67
2267.00,96.67
2266.00,96.65
2265.00,96.60
2264.00,96.56
2263.00,96.55
2262.00,96.56
2261.00,96.56
2260.00,96.52
2259.00,96.46
2258.00,96.39
2257.00,96.36
2256.00,96.35
2255.00,96.37
2254.00,96.40
2253.00,96.43
2252.00,96.47
2251.00,96.48
2250.00,96.47
2249.00,96.43
2248.00,96.38
2247.00,96.34
2246.00,96.32
2245.00,96.30
2244.00,96.29
2243.00,96.30
2242.00,96.33
2241.00,96.34
2240.00,96.31
2239.00,96.26
2238.00,96.22
2237.00,96.21
2236.00,96.23
2235.00,96.24
2234.00,96.23
2233.00,96.20
2232.00,96.16
2231.00,96.14
2230.00,96.16
2229.00,96.21
2228.00,96.25
2227.00,96.26
2226.00,96.26
2225.00,96.25
2224.00,96.23
2223.00,96.20
2222.00,96.17
2221.00,96.15
2220.00,96.12
2219.00,96.08
2218.00,96.02
2217.00,95.96
2216.00,95.92
2215.00,95.91
2214.00,95.93
2213.00,95.95
2212.00,95.97
2211.00,95.99
2210.00,96.03
2209.00,96.08
2208.00,96.11
2207.00,96.08
2206.00,96.02
2205.00,95.95
2204.00,95.91
2203.00,95.89
2202.00,95.88
2201.00,95.88
2200.00,95.88
2199.00,95.90
2198.00,95.95
2197.00,96.02
2196.00,96.08
2195.00,96.08
2194.00,96.01
2193.00,95.91
2192.00,95.84
2191.00,95.81
2190.00,95.80
2189.00,95.77
2188.00,95.73
2187.00,95.66
2186.00,95.59
2185.00,95.52
2184.00,95.48
2183.00,95.47
2182.00,95.48
2181.00,95.50
2180.00,95.53
2179.00,95.57
2178.00,95.61
2177.00,95.63
2176.00,95.63
2175.00,95.62
2174.00,95.59
2173.00,95.54
2172.00,95.47
2171.00,95.39
2170.00,95.30
2169.00,95.20
2168.00,95.15
2167.00,95.17
2166.00,95.23
2165.00,95.26
2164.00,95.21
2163.00,95.07
2162.00,94.91
2161.00,94.83
2160.00,94.91
2159.00,95.11
2158.00,95.36
2157.00,95.56
2156.00,95.70
2155.00,95.77
2154.00,95.80
2153.00,95.80
2152.00,95.77
2151.00,95.73
2150.00,95.70
2149.00,95.70
2148.00,95.74
2147.00,95.82
2146.00,95.89
2145.00,95.94
2144.00,95.96
2143.00,95.98
2142.00,96.00
2141.00,96.02
2140.00,96.05
2139.00,96.09
2138.00,96.15
2137.00,96.23
2136.00,96.33
2135.00,96.41
2134.00,96.48
2133.00,96.52
2132.00,96.55
2131.00,96.59
2130.00,96.61
2129.00,96.62
2128.00,96.61
2127.00,96.60
2126.00,96.60
2125.00,96.61
2124.00,96.64
2123.00,96.67
2122.00,96.68
2121.00,96.68
2120.00,96.64
2119.00,96.59
2118.00,96.54
2117.00,96.48
2116.00,96.43
2115.00,96.39
2114.00,96.36
2113.00,96.35
2112.00,96.36
2111.00,96.38
2110.00,96.38
2109.00,96.37
2108.00,96.36
2107.00,96.37
2106.00,96.40
2105.00,96.43
2104.00,96.45
2103.00,96.47
2102.00,96.47
2101.00,96.44
2100.00,96.41
2099.00,96.37
2098.00,96.36
2097.00,96.37
2096.00,96.40
2095.00,96.44
2094.00,96.47
2093.00,96.48
2092.00,96.48
2091.00,96.47
2090.00,96.45
2089.00,96.44
2088.00,96.45
2087.00,96.46
2086.00,96.45
2085.00,96.42
2084.00,96.38
2083.00,96.35
2082.00,96.33
2081.00,96.32
2080.00,96.30
2079.00,96.30
2078.00,96.32
2077.00,96.33
2076.00,96.33
2075.00,96.32
2074.00,96.34
2073.00,96.38
2072.00,96.41
2071.00,96.39
2070.00,96.35
2069.00,96.31
2068.00,96.29
2067.00,96.29
2066.00,96.31
2065.00,96.34
2064.00,96.39
2063.00,96.44
2062.00,96.46
2061.00,96.46
2060.00,96.43
2059.00,96.40
2058.00,96.38
2057.00,96.37
2056.00,96.35
2055.00,96.34
2054.00,96.30
2053.00,96.26
2052.00,96.22
2051.00,96.18
2050.00,96.16
2049.00,96.14
2048.00,96.12
2047.00,96.07
2046.00,96.00
2045.00,95.95
2044.00,95.97
2043.00,96.00
2042.00,96.01
2041.00,95.94
2040.00,95.84
2039.00,95.74
2038.00,95.65
2037.00,95.59
2036.00,95.57
2035.00,95.61
2034.00,95.66
2033.00,95.69
2032.00,95.68
2031.00,95.67
2030.00,95.70
2029.00,95.76
2028.00,95.83
2027.00,95.87
2026.00,95.84
2025.00,95.77
2024.00,95.68
2023.00,95.63
2022.00,95.62
2021.00,95.64
2020.00,95.68
2019.00,95.72
2018.00,95.76
2017.00,95.79
2016.00,95.79
2015.00,95.75
2014.00,95.72
2013.00,95.72
2012.00,95.74
2011.00,95.76
2010.00,95.79
2009.00,95.83
2008.00,95.87
2007.00,95.93
2006.00,95.99
2005.00,96.03
2004.00,96.05
2003.00,96.02
2002.00,95.98
2001.00,95.94
2000.00,95.92
1999.00,95.93
1998.00,95.96
1997.00,95.99
1996.00,96.00
1995.00,96.00
1994.00,95.96
1993.00,95.89
1992.00,95.80
1991.00,95.72
1990.00,95.67
1989.00,95.66
1988.00,95.67
1987.00,95.66
1986.00,95.64
1985.00,95.61
1984.00,95.58
1983.00,95.55
1982.00,95.50
1981.00,95.40
1980.00,95.29
1979.00,95.23
1978.00,95.23
1977.00,95.26
1976.00,95.30
1975.00,95.32
1974.00,95.33
1973.00,95.34
1972.00,95.36
1971.00,95.41
1970.00,95.46
1969.00,95.51
1968.00,95.54
1967.00,95.59
1966.00,95.64
1965.00,95.68
1964.00,95.67
1963.00,95.64
1962.00,95.60
1961.00,95.57
1960.00,95.56
1959.00,95.59
1958.00,95.66
1957.00,95.73
1956.00,95.78
1955.00,95.82
1954.00,95.86
1953.00,95.89
1952.00,95.90
1951.00,95.91
1950.00,95.95
1949.00,96.02
1948.00,96.09
1947.00,96.14
1946.00,96.17
1945.00,96.19
1944.00,96.20
1943.00,96.19
1942.00,96.20
1941.00,96.21
1940.00,96.24
1939.00,96.29
1938.00,96.36
1937.00,96.44
1936.00,96.49
1935.00,96.52
1934.00,96.54
1933.00,96.58
1932.00,96.63
1931.00,96.69
1930.00,96.73
1929.00,96.75
1928.00,96.76
1927.00,96.78
1926.00,96.83
1925.00,96.90
1924.00,96.95
1923.00,96.98
1922.00,97.01
1921.00,97.04
1920.00,97.08
1919.00,97.10
1918.00,97.10
1917.00,97.09
1916.00,97.09
1915.00,97.10
1914.00,97.10
1913.00,97.09
1912.00,97.08
1911.00,97.08
1910.00,97.11
1909.00,97.16
1908.00,97.19
1907.00,97.22
1906.00,97.23
1905.00,97.23
1904.00,97.23
1903.00,97.22
1902.00,97.21
1901.00,97.21
1900.00,97.22
1899.00,97.27
1898.00,97.34
1897.00,97.41
1896.00,97.46
1895.00,97.49
1894.00,97.50
1893.00,97.50
1892.00,97.50
1891.00,97.49
1890.00,97.49
1889.00,97.49
1888.00,97.49
1887.00,97.49
1886.00,97.49
1885.00,97.50
1884.00,97.50
1883.00,97.51
1882.00,97.53
1881.00,97.57
1880.00,97.59
1879.00,97.60
1878.00,97.59
1877.00,97.57
1876.00,97.54
1875.00,97.51
1874.00,97.49
1873.00,97.50
1872.00,97.53
1871.00,97.55
1870.00,97.57
1869.00,97.58
1868.00,97.58
1867.00,97.58
1866.00,97.57
1865.00,97.55
1864.00,97.54
1863.00,97.53
1862.00,97.54
1861.00,97.56
1860.00,97.55
1859.00,97.53
1858.00,97.49
1857.00,97.47
1856.00,97.47
1855.00,97.48
1854.00,97.49
1853.00,97.50
1852.00,97.50
1851.00,97.47
1850.00,97.43
1849.00,97.39
1848.00,97.37
1847.00,97.37
1846.00,97.37
1845.00,97.38
1844.00,97.38
1843.00,97.38
1842.00,97.39
1841.00,97.38
1840.00,97.34
1839.00,97.30
1838.00,97.26
1837.00,97.23
1836.00,97.22
1835.00,97.21
1834.00,97.21
1833.00,97.21
1832.00,97.20
1831.00,97.16
1830.00,97.13
1829.00,97.11
1828.00,97.11
1827.00,97.12
1826.00,97.13
1825.00,97.14
1824.00,97.16
1823.00,97.15
1822.00,97.13
1821.00,97.09
1820.00,97.06
1819.00,97.06
1818.00,97.09
1817.00,97.13
1816.00,97.15
1815.00,97.15
1814.00,97.14
1813.00,97.14
1812.00,97.15
1811.00,97.16
1810.00,97.17
1809.00,97.17
1808.00,97.18
1807.00,97.18
1806.00,97.17
1805.00,97.18
1804.00,97.19
1803.00,97.23
1802.00,97.27
1801.00,97.32
1800.00,97.35
1799.00,97.35
1798.00,97.33
1797.00,97.31
1796.00,97.30
1795.00,97.29
1794.00,97.27
1793.00,97.26
1792.00,97.25
1791.00,97.26
1790.00,97.27
1789.00,97.28
1788.00,97.26
1787.00,97.24
1786.00,97.23
1785.00,97.23
1784.00,97.23
1783.00,97.21
1782.00,97.19
1781.00,97.18
1780.00,97.18
1779.00,97.18
1778.00,97.17
1777.00,97.15
1776.00,97.11
1775.00,97.08
1774.00,97.04
1773.00,97.00
1772.00,96.97
1771.00,96.95
1770.00,96.94
1769.00,96.94
1768.00,96.92
1767.00,96.88
1766.00,96.84
1765.00,96.80
1764.00,96.74
1763.00,96.66
1762.00,96.56
1761.00,96.47
1760.00,96.39
1759.00,96.29
1758.00,96.17
1757.00,96.02
1756.00,95.84
1755.00,95.64
1754.00,95.43
1753.00,95.21
1752.00,94.91
1751.00,94.52
1750.00,94.02
1749.00,93.43
1748.00,92.74
1747.00,91.94
1746.00,91.06
1745.00,90.09
1744.00,89.01
1743.00,87.83
1742.00,86.56
1741.00,85.17
1740.00,83.62
1739.00,82.08
1738.00,80.78
1737.00,79.71
1736.00,78.56
1735.00,76.96
1734.00,74.99
1733.00,73.25
1732.00,71.94
1731.00,70.72
1730.00,69.38
1729.00,67.97
1728.00,66.59
1727.00,65.25
1726.00,63.92
1725.00,62.59
1724.00,61.23
1723.00,59.88
1722.00,58.62
1721.00,57.50
1720.00,56.41
1719.00,55.10
1718.00,53.52
1717.00,52.09
1716.00,51.11
1715.00,50.47
1714.00,50.07
1713.00,50.01
1712.00,50.33
1711.00,50.94
1710.00,51.82
1709.00,53.00
1708.00,54.48
1707.00,56.23
1706.00,58.21
1705.00,60.28
1704.00,62.19
1703.00,63.85
1702.00,65.50
1701.00,67.46
1700.00,69.57
1699.00,71.27
1698.00,72.54
1697.00,73.70
1696.00,74.95
1695.00,76.14
1694.00,77.11
1693.00,77.89
1692.00,78.59
1691.00,79.25
1690.00,79.89
1689.00,80.48
1688.00,80.98
1687.00,81.40
1686.00,81.77
1685.00,82.13
1684.00,82.54
1683.00,82.96
1682.00,83.38
1681.00,83.79
1680.00,84.22
1679.00,84.64
1678.00,85.05
1677.00,85.44
1676.00,85.84
1675.00,86.24
1674.00,86.63
1673.00,86.97
1672.00,87.29
1671.00,87.59
1670.00,87.92
1669.00,88.28
1668.00,88.65
1667.00,89.00
1666.00,89.33
1665.00,89.64
1664.00,89.95
1663.00,90.26
1662.00,90.55
1661.00,90.82
1660.00,91.05
1659.00,91.27
1658.00,91.46
1657.00,91.65
1656.00,91.84
1655.00,92.03
1654.00,92.22
1653.00,92.41
1652.00,92.58
1651.00,92.71
1650.00,92.78
1649.00,92.80
1648.00,92.84
1647.00,92.92
1646.00,93.04
1645.00,93.16
1644.00,93.26
1643.00,93.34
1642.00,93.40
1641.00,93.44
1640.00,93.48
1639.00,93.53
1638.00,93.58
1637.00,93.63
1636.00,93.69
1635.00,93.74
1634.00,93.79
1633.00,93.84
1632.00,93.88
1631.00,93.91
1630.00,93.94
1629.00,93.98
1628.00,94.04
1627.00,94.11
1626.00,94.19
1625.00,94.26
1624.00,94.31
1623.00,94.34
1622.00,94.34
1621.00,94.33
1620.00,94.30
1619.00,94.23
1618.00,94.14
1617.00,94.02
1616.00,93.92
1615.00,93.88
1614.00,93.88
1613.00,93.89
1612.00,93.92
1611.00,94.00
1610.00,94.12
1609.00,94.24
1608.00,94.38
1607.00,94.51
1606.00,94.65
1605.00,94.78
1604.00,94.91
1603.00,95.04
1602.00,95.16
1601.00,95.25
1600.00,95.32
1599.00,95.38
1598.00,95.42
1597.00,95.47
1596.00,95.51
1595.00,95.56
1594.00,95.59
1593.00,95.61
1592.00,95.61
1591.00,95.60
1590.00,95.58
1589.00,95.55
1588.00,95.50
1587.00,95.43
1586.00,95.30
1585.00,95.10
1584.00,94.85
1583.00,94.55
1582.00,94.22
1581.00,93.91
1580.00,93.65
1579.00,93.50
1578.00,93.47
1577.00,93.59
1576.00,93.84
1575.00,94.15
1574.00,94.44
1573.00,94.68
1572.00,94.88
1571.00,95.07
1570.00,95.27
1569.00,95.46
1568.00,95.63
1567.00,95.74
1566.00,95.82
1565.00,95.88
1564.00,95.94
1563.00,96.01
1562.00,96.09
1561.00,96.16
1560.00,96.21
1559.00,96.24
1558.00,96.27
1557.00,96.30
1556.00,96.32
1555.00,96.34
1554.00,96.37
1553.00,96.40
1552.00,96.44
1551.00,96.47
1550.00,96.49
1549.00,96.51
1548.00,96.52
1547.00,96.53
1546.00,96.55
1545.00,96.58
1544.00,96.62
1543.00,96.65
1542.00,96.64
1541.00,96.60
1540.00,96.58
1539.00,96.60
1538.00,96.61
1537.00,96.60
1536.00,96.55
1535.00,96.48
1534.00,96.40
1533.00,96.36
1532.00,96.36
1531.00,96.36
1530.00,96.32
1529.00,96.26
1528.00,96.21
1527.00,96.19
1526.00,96.19
1525.00,96.19
1524.00,96.20
1523.00,96.22
1522.00,96.27
1521.00,96.34
1520.00,96.41
1519.00,96.43
1518.00,96.40
1517.00,96.37
1516.00,96.34
1515.00,96.29
1514.00,96.17
1513.00,95.96
1512.00,95.67
1511.00,95.30
1510.00,94.83
1509.00,94.21
1508.00,93.30
1507.00,92.17
1506.00,91.31
1505.00,91.12
1504.00,91.46
1503.00,92.09
1502.00,92.86
1501.00,93.63
1500.00,94.34
1499.00,94.94
1498.00,95.42
1497.00,95.77
1496.00,96.01
1495.00,96.16
1494.00,96.22
1493.00,96.23
1492.00,96.19
1491.00,96.15
1490.00,96.10
1489.00,96.00
1488.00,95.85
1487.00,95.64
1486.00,95.40
1485.00,95.16
1484.00,94.92
1483.00,94.68
1482.00,94.43
1481.00,94.17
1480.00,93.90
1479.00,93.64
1478.00,93.39
1477.00,93.12
1476.00,92.84
1475.00,92.57
1474.00,92.29
1473.00,92.04
1472.00,91.90
1471.00,91.91
1470.00,92.02
1469.00,92.16
1468.00,92.30
1467.00,92.42
1466.00,92.47
1465.00,92.44
1464.00,92.36
1463.00,92.27
1462.00,92.19
1461.00,92.11
1460.00,92.03
1459.00,91.96
1458.00,91.89
1457.00,91.84
1456.00,91.81
1455.00,91.79
1454.00,91.77
1453.00,91.76
1452.00,91.79
1451.00,91.87
1450.00,91.97
1449.00,92.10
1448.00,92.23
1447.00,92.37
1446.00,92.48
1445.00,92.56
1444.00,92.63
1443.00,92.69
1442.00,92.76
1441.00,92.84
1440.00,92.94
1439.00,93.08
1438.00,93.25
1437.00,93.47
1436.00,93.72
1435.00,93.94
1434.00,94.13
1433.00,94.31
1432.00,94.50
1431.00,94.68
1430.00,94.85
1429.00,94.98
1428.00,95.07
1427.00,95.12
1426.00,95.13
1425.00,95.10
1424.00,95.02
1423.00,94.87
1422.00,94.66
1421.00,94.35
1420.00,93.85
1419.00,93.11
1418.00,92.20
1417.00,91.12
1416.00,89.82
1415.00,88.26
1414.00,86.50
1413.00,84.63
1412.00,82.82
1411.00,81.29
1410.00,80.24
1409.00,79.75
1408.00,79.83
1407.00,80.46
1406.00,81.56
1405.00,82.93
1404.00,84.35
1403.00,85.63
1402.00,86.72
1401.00,87.67
1400.00,88.54
1399.00,89.33
1398.00,89.99
1397.00,90.50
1396.00,90.90
1395.00,91.25
1394.00,91.53
1393.00,91.73
1392.00,91.84
1391.00,91.91
1390.00,91.96
1389.00,92.00
1388.00,92.04
1387.00,92.07
1386.00,92.07
1385.00,92.04
1384.00,91.99
1383.00,91.93
1382.00,91.87
1381.00,91.83
1380.00,91.79
1379.00,91.74
1378.00,91.67
1377.00,91.58
1376.00,91.48
1375.00,91.38
1374.00,91.29
1373.00,91.20
1372.00,91.14
1371.00,91.12
1370.00,91.18
1369.00,91.33
1368.00,91.54
1367.00,91.81
1366.00,92.09
1365.00,92.38
1364.00,92.69
1363.00,93.01
1362.00,93.27
1361.00,93.44
1360.00,93.51
1359.00,93.52
1358.00,93.50
1357.00,93.45
1356.00,93.36
1355.00,93.21
1354.00,92.99
1353.00,92.69
1352.00,92.29
1351.00,91.79
1350.00,91.16
1349.00,90.37
1348.00,89.39
1347.00,88.21
1346.00,86.85
1345.00,85.37
1344.00,83.87
1343.00,82.50
1342.00,81.34
1341.00,80.49
1340.00,80.03
1339.00,80.05
1338.00,80.55
1337.00,81.47
1336.00,82.70
1335.00,84.14
1334.00,85.69
1333.00,87.22
1332.00,88.63
1331.00,89.83
1330.00,90.77
1329.00,91.46
1328.00,91.93
1327.00,92.21
1326.00,92.37
1325.00,92.43
1324.00,92.43
1323.00,92.37
1322.00,92.26
1321.00,92.12
1320.00,91.95
1319.00,91.77
1318.00,91.59
1317.00,91.40
1316.00,91.19
1315.00,90.94
1314.00,90.66
1313.00,90.35
1312.00,90.04
1311.00,89.70
1310.00,89.35
1309.00,88.99
1308.00,88.62
1307.00,88.25
1306.00,87.88
1305.00,87.49
1304.00,87.07
1303.00,86.60
1302.00,86.08
1301.00,85.49
1300.00,84.82
1299.00,84.10
1298.00,83.35
1297.00,82.58
1296.00,81.79
1295.00,81.00
1294.00,80.23
1293.00,79.47
1292.00,78.73
1291.00,78.02
1290.00,77.33
1289.00,76.65
1288.00,75.99
1287.00,75.35
1286.00,74.76
1285.00,74.19
1284.00,73.62
1283.00,73.07
1282.00,72.52
1281.00,71.98
1280.00,71.44
1279.00,70.90
1278.00,70.35
1277.00,69.77
1276.00,69.15
1275.00,68.48
1274.00,67.78
1273.00,67.04
1272.00,66.25
1271.00,65.43
1270.00,64.57
1269.00,63.67
1268.00,62.75
1267.00,61.85
1266.00,60.99
1265.00,60.17
1264.00,59.40
1263.00,58.71
1262.00,58.10
1261.00,57.57
1260.00,57.09
1259.00,56.70
1258.00,56.39
1257.00,56.11
1256.00,55.82
1255.00,55.51
1254.00,55.18
1253.00,54.79
1252.00,54.35
1251.00,53.90
1250.00,53.45
1249.00,52.99
1248.00,52.52
1247.00,52.09
1246.00,51.70
1245.00,51.36
1244.00,51.08
1243.00,50.90
1242.00,50.84
1241.00,50.90
1240.00,51.10
1239.00,51.48
1238.00,52.06
1237.00,52.78
1236.00,53.64
1235.00,54.64
1234.00,55.75
1233.00,56.92
1232.00,58.10
1231.00,59.30
1230.00,60.47
1229.00,61.59
1228.00,62.63
1227.00,63.59
1226.00,64.50
1225.00,65.35
1224.00,66.17
1223.00,66.98
1222.00,67.80
1221.00,68.64
1220.00,69.48
1219.00,70.35
1218.00,71.22
1217.00,72.07
1216.00,72.88
1215.00,73.66
1214.00,74.41
1213.00,75.13
1212.00,75.82
1211.00,76.48
1210.00,77.10
1209.00,77.69
1208.00,78.25
1207.00,78.80
1206.00,79.35
1205.00,79.89
1204.00,80.42
1203.00,80.93
1202.00,81.44
1201.00,81.94
1200.00,82.42
1199.00,82.90
1198.00,83.38
1197.00,83.85
1196.00,84.30
1195.00,84.74
1194.00,85.16
1193.00,85.56
1192.00,85.95
1191.00,86.32
1190.00,86.65
1189.00,86.91
1188.00,87.11
1187.00,87.24
1186.00,87.33
1185.00,87.37
1184.00,87.36
1183.00,87.32
1182.00,87.25
1181.00,87.15
1180.00,87.02
1179.00,86.86
1178.00,86.71
1177.00,86.59
1176.00,86.53
1175.00,86.54
1174.00,86.64
1173.00,86.84
1172.00,87.14
1171.00,87.52
1170.00,87.97
1169.00,88.44
1168.00,88.89
1167.00,89.28
1166.00,89.57
1165.00,89.76
1164.00,89.85
1163.00,89.87
1162.00,89.85
1161.00,89.80
1160.00,89.73
1159.00,89.62
1158.00,89.47
1157.00,89.30
1156.00,89.09
1155.00,88.84
1154.00,88.54
1153.00,88.20
1152.00,87.82
1151.00,87.41
1150.00,86.97
1149.00,86.50
1148.00,85.98
1147.00,85.44
1146.00,84.87
1145.00,84.27
1144.00,83.64
1143.00,82.96
1142.00,82.22
1141.00,81.45
1140.00,80.64
1139.00,79.81
1138.00,78.92
1137.00,77.93
1136.00,76.87
1135.00,75.77
1134.00,74.63
1133.00,73.47
1132.00,72.29
1131.00,71.13
1130.00,70.00
1129.00,68.89
1128.00,67.80
1127.00,66.74
1126.00,65.76
1125.00,64.86
1124.00,64.03
1123.00,63.27
1122.00,62.58
1121.00,61.96
1120.00,61.42
1119.00,61.03
1118.00,60.79
1117.00,60.68
1116.00,60.67
1115.00,60.71
1114.00,60.77
1113.00,60.78
1112.00,60.69
1111.00,60.50
1110.00,60.17
1109.00,59.68
1108.00,59.05
1107.00,58.33
1106.00,57.57
1105.00,56.79
1104.00,56.00
1103.00,55.26
1102.00,54.60
1101.00,54.00
1100.00,53.48
1099.00,53.05
1098.00,52.75
1097.00,52.53
1096.00,52.39
1095.00,52.35
1094.00,52.42
1093.00,52.56
1092.00,52.78
1091.00,53.08
1090.00,53.46
1089.00,53.86
1088.00,54.28
1087.00,54.75
1086.00,55.28
1085.00,55.86
1084.00,56.51
1083.00,57.27
1082.00,58.13
1081.00,59.07
1080.00,60.09
1079.00,61.19
1078.00,62.34
1077.00,63.49
1076.00,64.61
1075.00,65.70
1074.00,66.77
1073.00,67.78
1072.00,68.72
1071.00,69.60
1070.00,70.42
1069.00,71.19
1068.00,71.90
1067.00,72.58
1066.00,73.22
1065.00,73.81
1064.00,74.36
1063.00,74.86
1062.00,75.31
1061.00,75.72
1060.00,76.11
1059.00,76.48
1058.00,76.82
1057.00,77.09
1056.00,77.29
1055.00,77.40
1054.00,77.43
1053.00,77.42
1052.00,77.40
1051.00,77.39
1050.00,77.37
1049.00,77.31
1048.00,77.23
1047.00,77.16
1046.00,77.14
1045.00,77.14
1044.00,77.17
1043.00,77.24
1042.00,77.35
1041.00,77.52
1040.00,77.73
1039.00,77.98
1038.00,78.25
1037.00,78.53
1036.00,78.81
1035.00,79.11
1034.00,79.42
1033.00,79.73
1032.00,80.00
1031.00,80.21
1030.00,80.28
1029.00,80.12
1028.00,79.64
1027.00,78.74
1026.00,77.42
1025.00,75.76
1024.00,73.89
1023.00,71.95
1022.00,70.01
1021.00,68.09
1020.00,66.30
1019.00,64.81
1018.00,63.87
1017.00,63.69
1016.00,64.33
1015.00,65.73
1014.00,67.60
1013.00,69.63
1012.00,71.55
1011.00,73.25
1010.00,74.71
1009.00,75.94
1008.00,76.98
1007.00,77.87
1006.00,78.61
1005.00,79.22
1004.00,79.73
1003.00,80.16
1002.00,80.55
1001.00,80.90
1000.00,81.21
999.00,81.49
998.00,81.74
997.00,81.96
996.00,82.15
995.00,82.32
994.00,82.46
993.00,82.57
992.00,82.65
991.00,82.71
990.00,82.76
989.00,82.79
988.00,82.80
987.00,82.80
986.00,82.81
985.00,82.80
984.00,82.77
983.00,82.69
982.00,82.54
981.00,82.33
980.00,82.06
979.00,81.74
978.00,81.37
977.00,80.97
976.00,80.56
975.00,80.16
974.00,79.80
973.00,79.50
972.00,79.29
971.00,79.18
970.00,79.17
969.00,79.22
968.00,79.35
967.00,79.56
966.00,79.85
965.00,80.19
964.00,80.57
963.00,80.97
962.00,81.39
961.00,81.80
960.00,82.19
959.00,82.54
958.00,82.85
957.00,83.13
956.00,83.40
955.00,83.67
954.00,83.93
953.00,84.18
952.00,84.40
951.00,84.60
950.00,84.77
949.00,84.94
948.00,85.10
947.00,85.28
946.00,85.46
945.00,85.64
944.00,85.79
943.00,85.93
942.00,86.06
941.00,86.20
940.00,86.36
939.00,86.51
938.00,86.65
937.00,86.76
936.00,86.84
935.00,86.91
934.00,86.99
933.00,87.07
932.00,87.16
931.00,87.26
930.00,87.34
929.00,87.41
928.00,87.47
927.00,87.54
926.00,87.62
925.00,87.71
924.00,87.79
923.00,87.85
922.00,87.88
921.00,87.90
920.00,87.92
919.00,87.94
918.00,87.97
917.00,87.98
916.00,87.95
915.00,87.89
914.00,87.82
913.00,87.74
912.00,87.67
911.00,87.58
910.00,87.44
909.00,87.24
908.00,87.02
907.00,86.78
906.00,86.54
905.00,86.31
904.00,86.08
903.00,85.87
902.00,85.70
901.00,85.56
900.00,85.45
