Created as New Dataset,128 Shaw Industries (Dark blue/Black)
cm-1,%T
2457.00,99.25
2456.00,99.26
2455.00,99.26
2454.00,99.25
2453.00,99.24
2452.00,99.24
2451.00,99.26
2450.00,99.27
2449.00,99.29
2448.00,99.29
2447.00,99.30
2446.00,99.32
2445.00,99.33
2444.00,99.34
2443.00,99.35
2442.00,99.36
2441.00,99.34
2440.00,99.32
2439.00,99.29
2438.00,99.27
2437.00,99.26
2436.00,99.26
2435.00,99.26
2434.00,99.25
2433.00,99.25
2432.00,99.26
2431.00,99.27
2430.00,99.27
2429.00,99.28
2428.00,99.28
2427.00,99.28
2426.00,99.29
2425.00,99.30
2424.00,99.31
2423.00,99.32
2422.00,99.31
2421.00,99.31
2420.00,99.31
2419.00,99.31
2418.00,99.32
2417.00,99.33
2416.00,99.35
2415.00,99.38
2414.00,99.40
2413.00,99.40
2412.00,99.38
2411.00,99.35
2410.00,99.34
2409.00,99.35
2408.00,99.38
2407.00,99.40
2406.00,99.41
2405.00,99.40
2404.00,99.39
2403.00,99.38
2402.00,99.38
2401.00,99.39
2400.00,99.41
2399.00,99.43
2398.00,99.42
2397.00,99.42
2396.00,99.42
2395.00,99.43
2394.00,99.46
2393.00,99.49
2392.00,99.52
2391.00,99.54
2390.00,99.53
2389.00,99.51
2388.00,99.50
2387.00,99.50
2386.00,99.52
2385.00,99.56
2384.00,99.61
2383.00,99.64
2382.00,99.68
2381.00,99.72
2380.00,99.76
2379.00,99.81
2378.00,99.85
2377.00,99.88
2376.00,99.89
2375.00,99.88
2374.00,99.84
2373.00,99.81
2372.00,99.80
2371.00,99.82
2370.00,99.85
2369.00,99.88
2368.00,99.91
2367.00,99.94
2366.00,99.98
2365.00,100.00
2364.00,100.00
2363.00,99.98
2362.00,99.97
2361.00,99.99
2360.00,100.02
2359.00,100.02
2358.00,99.99
2357.00,100.00
2356.00,100.06
2355.00,100.12
2354.00,100.15
2353.00,100.13
2352.00,100.08
2351.00,100.04
2350.00,100.03
2349.00,100.08
2348.00,100.18
2347.00,100.29
2346.00,100.36
2345.00,100.37
2344.00,100.33
2343.00,100.28
2342.00,100.21
2341.00,100.14
2340.00,100.08
2339.00,100.03
2338.00,99.97
2337.00,99.93
2336.00,99.90
2335.00,99.91
2334.00,99.94
2333.00,99.98
2332.00,100.02
2331.00,100.03
2330.00,100.02
2329.00,99.98
2328.00,99.93
2327.00,99.87
2326.00,99.81
2325.00,99.78
2324.00,99.77
2323.00,99.76
2322.00,99.71
2321.00,99.64
2320.00,99.57
2319.00,99.51
2318.00,99.47
2317.00,99.46
2316.00,99.48
2315.00,99.50
2314.00,99.51
2313.00,99.49
2312.00,99.48
2311.00,99.47
2310.00,99.45
2309.00,99.41
2308.00,99.38
2307.00,99.35
2306.00,99.34
2305.00,99.34
2304.00,99.34
2303.00,99.34
2302.00,99.32
2301.00,99.28
2300.00,99.24
2299.00,99.21
2298.00,99.19
2297.00,99.18
2296.00,99.18
2295.00,99.20
2294.00,99.20
2293.00,99.18
2292.00,99.13
2291.00,99.07
2290.00,99.02
2289.00,98.97
2288.00,98.93
2287.00,98.92
2286.00,98.92
2285.00,98.91
2284.00,98.88
2283.00,98.86
2282.00,98.85
2281.00,98.85
2280.00,98.86
2279.00,98.86
2278.00,98.85
2277.00,98.83
2276.00,98.80
2275.00,98.78
2274.00,98.77
2273.00,98.75
2272.00,98.72
2271.00,98.70
2270.00,98.69
2269.00,98.67
2268.00,98.65
2267.00,98.63
2266.00,98.62
2265.00,98.60
2264.00,98.58
2263.00,98.55
2262.00,98.52
2261.00,98.49
2260.00,98.46
2259.00,98.43
2258.00,98.40
2257.00,98.39
2256.00,98.37
2255.00,98.35
2254.00,98.35
2253.00,98.36
2252.00,98.39
2251.00,98.42
2250.00,98.44
2249.00,98.44
2248.00,98.40
2247.00,98.35
2246.00,98.32
2245.00,98.33
2244.00,98.36
2243.00,98.37
2242.00,98.35
2241.00,98.31
2240.00,98.29
2239.00,98.27
2238.00,98.26
2237.00,98.25
2236.00,98.24
2235.00,98.24
2234.00,98.24
2233.00,98.25
2232.00,98.25
2231.00,98.23
2230.00,98.19
2229.00,98.13
2228.00,98.06
2227.00,98.02
2226.00,98.00
2225.00,98.02
2224.00,98.06
2223.00,98.08
2222.00,98.05
2221.00,97.99
2220.00,97.93
2219.00,97.91
2218.00,97.93
2217.00,97.96
2216.00,97.96
2215.00,97.92
2214.00,97.85
2213.00,97.78
2212.00,97.73
2211.00,97.72
2210.00,97.74
2209.00,97.78
2208.00,97.82
2207.00,97.85
2206.00,97.84
2205.00,97.79
2204.00,97.70
2203.00,97.62
2202.00,97.57
2201.00,97.56
2200.00,97.55
2199.00,97.54
2198.00,97.54
2197.00,97.56
2196.00,97.62
2195.00,97.68
2194.00,97.70
2193.00,97.64
2192.00,97.55
2191.00,97.45
2190.00,97.40
2189.00,97.38
2188.00,97.36
2187.00,97.34
2186.00,97.32
2185.00,97.32
2184.00,97.33
2183.00,97.34
2182.00,97.32
2181.00,97.30
2180.00,97.30
2179.00,97.31
2178.00,97.32
2177.00,97.33
2176.00,97.35
2175.00,97.39
2174.00,97.42
2173.00,97.43
2172.00,97.39
2171.00,97.32
2170.00,97.21
2169.00,97.08
2168.00,96.96
2167.00,96.85
2166.00,96.78
2165.00,96.74
2164.00,96.74
2163.00,96.74
2162.00,96.71
2161.00,96.65
2160.00,96.65
2159.00,96.73
2158.00,96.89
2157.00,97.04
2156.00,97.15
2155.00,97.21
2154.00,97.24
2153.00,97.26
2152.00,97.27
2151.00,97.28
2150.00,97.33
2149.00,97.41
2148.00,97.52
2147.00,97.64
2146.00,97.72
2145.00,97.76
2144.00,97.79
2143.00,97.84
2142.00,97.91
2141.00,97.96
2140.00,97.99
2139.00,98.01
2138.00,98.06
2137.00,98.14
2136.00,98.23
2135.00,98.29
2134.00,98.32
2133.00,98.33
2132.00,98.34
2131.00,98.36
2130.00,98.37
2129.00,98.37
2128.00,98.36
2127.00,98.35
2126.00,98.36
2125.00,98.39
2124.00,98.43
2123.00,98.47
2122.00,98.50
2121.00,98.51
2120.00,98.52
2119.00,98.53
2118.00,98.55
2117.00,98.56
2116.00,98.54
2115.00,98.51
2114.00,98.46
2113.00,98.43
2112.00,98.43
2111.00,98.44
2110.00,98.45
2109.00,98.47
2108.00,98.48
2107.00,98.48
2106.00,98.44
2105.00,98.39
2104.00,98.34
2103.00,98.31
2102.00,98.29
2101.00,98.28
2100.00,98.28
2099.00,98.30
2098.00,98.33
2097.00,98.36
2096.00,98.37
2095.00,98.37
2094.00,98.38
2093.00,98.40
2092.00,98.41
2091.00,98.42
2090.00,98.44
2089.00,98.46
2088.00,98.48
2087.00,98.49
2086.00,98.50
2085.00,98.49
2084.00,98.46
2083.00,98.41
2082.00,98.36
2081.00,98.31
2080.00,98.28
2079.00,98.27
2078.00,98.27
2077.00,98.29
2076.00,98.31
2075.00,98.33
2074.00,98.31
2073.00,98.26
2072.00,98.19
2071.00,98.14
2070.00,98.13
2069.00,98.16
2068.00,98.20
2067.00,98.23
2066.00,98.24
2065.00,98.22
2064.00,98.19
2063.00,98.17
2062.00,98.16
2061.00,98.15
2060.00,98.15
2059.00,98.13
2058.00,98.10
2057.00,98.05
2056.00,98.00
2055.00,97.98
2054.00,97.95
2053.00,97.91
2052.00,97.83
2051.00,97.74
2050.00,97.64
2049.00,97.57
2048.00,97.54
2047.00,97.54
2046.00,97.56
2045.00,97.57
2044.00,97.56
2043.00,97.52
2042.00,97.45
2041.00,97.37
2040.00,97.29
2039.00,97.22
2038.00,97.17
2037.00,97.13
2036.00,97.11
2035.00,97.14
2034.00,97.19
2033.00,97.24
2032.00,97.26
2031.00,97.23
2030.00,97.18
2029.00,97.14
2028.00,97.11
2027.00,97.11
2026.00,97.13
2025.00,97.16
2024.00,97.18
2023.00,97.19
2022.00,97.21
2021.00,97.25
2020.00,97.27
2019.00,97.27
2018.00,97.25
2017.00,97.23
2016.00,97.22
2015.00,97.20
2014.00,97.20
2013.00,97.24
2012.00,97.33
2011.00,97.41
2010.00,97.43
2009.00,97.37
2008.00,97.31
2007.00,97.32
2006.00,97.38
2005.00,97.45
2004.00,97.50
2003.00,97.53
2002.00,97.55
2001.00,97.57
2000.00,97.58
1999.00,97.58
1998.00,97.56
1997.00,97.55
1996.00,97.54
1995.00,97.55
1994.00,97.57
1993.00,97.59
1992.00,97.60
1991.00,97.57
1990.00,97.52
1989.00,97.49
1988.00,97.45
1987.00,97.42
1986.00,97.39
1985.00,97.37
1984.00,97.36
1983.00,97.34
1982.00,97.30
1981.00,97.25
1980.00,97.20
1979.00,97.15
1978.00,97.14
1977.00,97.17
1976.00,97.23
1975.00,97.30
1974.00,97.34
1973.00,97.35
1972.00,97.36
1971.00,97.36
1970.00,97.37
1969.00,97.42
1968.00,97.48
1967.00,97.56
1966.00,97.62
1965.00,97.65
1964.00,97.64
1963.00,97.64
1962.00,97.64
1961.00,97.68
1960.00,97.73
1959.00,97.77
1958.00,97.76
1957.00,97.73
1956.00,97.75
1955.00,97.85
1954.00,97.99
1953.00,98.12
1952.00,98.18
1951.00,98.16
1950.00,98.12
1949.00,98.09
1948.00,98.08
1947.00,98.10
1946.00,98.14
1945.00,98.17
1944.00,98.22
1943.00,98.27
1942.00,98.32
1941.00,98.35
1940.00,98.37
1939.00,98.38
1938.00,98.40
1937.00,98.41
1936.00,98.43
1935.00,98.43
1934.00,98.43
1933.00,98.41
1932.00,98.39
1931.00,98.37
1930.00,98.38
1929.00,98.42
1928.00,98.46
1927.00,98.49
1926.00,98.51
1925.00,98.52
1924.00,98.55
1923.00,98.57
1922.00,98.58
1921.00,98.58
1920.00,98.59
1919.00,98.60
1918.00,98.59
1917.00,98.56
1916.00,98.55
1915.00,98.57
1914.00,98.61
1913.00,98.65
1912.00,98.66
1911.00,98.65
1910.00,98.65
1909.00,98.66
1908.00,98.66
1907.00,98.67
1906.00,98.68
1905.00,98.71
1904.00,98.75
1903.00,98.78
1902.00,98.80
1901.00,98.81
1900.00,98.80
1899.00,98.79
1898.00,98.78
1897.00,98.77
1896.00,98.75
1895.00,98.75
1894.00,98.75
1893.00,98.78
1892.00,98.80
1891.00,98.82
1890.00,98.81
1889.00,98.79
1888.00,98.78
1887.00,98.78
1886.00,98.80
1885.00,98.82
1884.00,98.82
1883.00,98.82
1882.00,98.83
1881.00,98.84
1880.00,98.86
1879.00,98.88
1878.00,98.90
1877.00,98.91
1876.00,98.92
1875.00,98.93
1874.00,98.93
1873.00,98.93
1872.00,98.92
1871.00,98.91
1870.00,98.92
1869.00,98.95
1868.00,98.97
1867.00,98.97
1866.00,98.97
1865.00,98.97
1864.00,98.97
1863.00,98.98
1862.00,98.97
1861.00,98.96
1860.00,98.94
1859.00,98.94
1858.00,98.95
1857.00,98.95
1856.00,98.95
1855.00,98.95
1854.00,98.96
1853.00,98.99
1852.00,99.03
1851.00,99.05
1850.00,99.05
1849.00,99.05
1848.00,99.06
1847.00,99.07
1846.00,99.06
1845.00,99.04
1844.00,99.01
1843.00,98.99
1842.00,98.99
1841.00,99.00
1840.00,99.01
1839.00,99.01
1838.00,99.00
1837.00,98.99
1836.00,98.98
1835.00,98.97
1834.00,98.96
1833.00,98.96
1832.00,98.97
1831.00,98.99
1830.00,99.01
1829.00,99.03
1828.00,99.04
1827.00,99.07
1826.00,99.08
1825.00,99.10
1824.00,99.10
1823.00,99.10
1822.00,99.10
1821.00,99.11
1820.00,99.12
1819.00,99.12
1818.00,99.12
1817.00,99.12
1816.00,99.12
1815.00,99.14
1814.00,99.15
1813.00,99.14
1812.00,99.14
1811.00,99.14
1810.00,99.14
1809.00,99.14
1808.00,99.15
1807.00,99.16
1806.00,99.17
1805.00,99.17
1804.00,99.16
1803.00,99.15
1802.00,99.14
1801.00,99.14
1800.00,99.15
1799.00,99.16
1798.00,99.17
1797.00,99.17
1796.00,99.15
1795.00,99.14
1794.00,99.13
1793.00,99.11
1792.00,99.10
1791.00,99.11
1790.00,99.12
1789.00,99.14
1788.00,99.15
1787.00,99.15
1786.00,99.15
1785.00,99.14
1784.00,99.13
1783.00,99.12
1782.00,99.11
1781.00,99.12
1780.00,99.13
1779.00,99.15
1778.00,99.17
1777.00,99.17
1776.00,99.17
1775.00,99.16
1774.00,99.17
1773.00,99.17
1772.00,99.16
1771.00,99.14
1770.00,99.11
1769.00,99.09
1768.00,99.08
1767.00,99.07
1766.00,99.07
1765.00,99.06
1764.00,99.05
1763.00,99.05
1762.00,99.05
1761.00,99.06
1760.00,99.06
1759.00,99.06
1758.00,99.04
1757.00,99.01
1756.00,98.98
1755.00,98.97
1754.00,98.96
1753.00,98.95
1752.00,98.92
1751.00,98.88
1750.00,98.85
1749.00,98.83
1748.00,98.82
1747.00,98.81
1746.00,98.81
1745.00,98.80
1744.00,98.79
1743.00,98.79
1742.00,98.79
1741.00,98.78
1740.00,98.76
1739.00,98.74
1738.00,98.72
1737.00,98.69
1736.00,98.67
1735.00,98.66
1734.00,98.67
1733.00,98.68
1732.00,98.69
1731.00,98.69
1730.00,98.71
1729.00,98.72
1728.00,98.74
1727.00,98.77
1726.00,98.80
1725.00,98.82
1724.00,98.82
1723.00,98.81
1722.00,98.81
1721.00,98.81
1720.00,98.82
1719.00,98.83
1718.00,98.84
1717.00,98.84
1716.00,98.84
1715.00,98.85
1714.00,98.85
1713.00,98.85
1712.00,98.84
1711.00,98.85
1710.00,98.85
1709.00,98.86
1708.00,98.87
1707.00,98.88
1706.00,98.87
1705.00,98.87
1704.00,98.87
1703.00,98.88
1702.00,98.88
1701.00,98.87
1700.00,98.86
1699.00,98.85
1698.00,98.86
1697.00,98.85
1696.00,98.85
1695.00,98.85
1694.00,98.85
1693.00,98.85
1692.00,98.85
1691.00,98.86
1690.00,98.86
1689.00,98.86
1688.00,98.85
1687.00,98.85
1686.00,98.85
1685.00,98.86
1684.00,98.88
1683.00,98.89
1682.00,98.89
1681.00,98.88
1680.00,98.87
1679.00,98.85
1678.00,98.84
1677.00,98.84
1676.00,98.84
1675.00,98.85
1674.00,98.85
1673.00,98.86
1672.00,98.86
1671.00,98.86
1670.00,98.84
1669.00,98.82
1668.00,98.80
1667.00,98.79
1666.00,98.79
1665.00,98.80
1664.00,98.81
1663.00,98.82
1662.00,98.83
1661.00,98.83
1660.00,98.84
1659.00,98.83
1658.00,98.83
1657.00,98.83
1656.00,98.83
1655.00,98.85
1654.00,98.87
1653.00,98.87
1652.00,98.85
1651.00,98.84
1650.00,98.84
1649.00,98.85
1648.00,98.85
1647.00,98.84
1646.00,98.81
1645.00,98.78
1644.00,98.77
1643.00,98.77
1642.00,98.78
1641.00,98.80
1640.00,98.81
1639.00,98.83
1638.00,98.83
1637.00,98.83
1636.00,98.82
1635.00,98.81
1634.00,98.82
1633.00,98.82
1632.00,98.82
1631.00,98.83
1630.00,98.83
1629.00,98.85
1628.00,98.86
1627.00,98.87
1626.00,98.86
1625.00,98.86
1624.00,98.86
1623.00,98.87
1622.00,98.88
1621.00,98.88
1620.00,98.87
1619.00,98.87
1618.00,98.86
1617.00,98.87
1616.00,98.88
1615.00,98.87
1614.00,98.86
1613.00,98.85
1612.00,98.84
1611.00,98.84
1610.00,98.84
1609.00,98.85
1608.00,98.86
1607.00,98.87
1606.00,98.87
1605.00,98.87
1604.00,98.88
1603.00,98.89
1602.00,98.89
1601.00,98.87
1600.00,98.87
1599.00,98.87
1598.00,98.87
1597.00,98.87
1596.00,98.87
1595.00,98.87
1594.00,98.87
1593.00,98.87
1592.00,98.88
1591.00,98.88
1590.00,98.89
1589.00,98.89
1588.00,98.89
1587.00,98.90
1586.00,98.90
1585.00,98.91
1584.00,98.93
1583.00,98.94
1582.00,98.94
1581.00,98.93
1580.00,98.93
1579.00,98.94
1578.00,98.95
1577.00,98.97
1576.00,98.96
1575.00,98.95
1574.00,98.94
1573.00,98.93
1572.00,98.92
1571.00,98.92
1570.00,98.91
1569.00,98.91
1568.00,98.91
1567.00,98.91
1566.00,98.92
1565.00,98.93
1564.00,98.94
1563.00,98.95
1562.00,98.96
1561.00,98.96
1560.00,98.96
1559.00,98.95
1558.00,98.93
1557.00,98.90
1556.00,98.88
1555.00,98.86
1554.00,98.86
1553.00,98.87
1552.00,98.87
1551.00,98.86
1550.00,98.86
1549.00,98.86
1548.00,98.87
1547.00,98.88
1546.00,98.89
1545.00,98.89
1544.00,98.88
1543.00,98.87
1542.00,98.87
1541.00,98.87
1540.00,98.86
1539.00,98.87
1538.00,98.88
1537.00,98.87
1536.00,98.86
1535.00,98.84
1534.00,98.82
1533.00,98.82
1532.00,98.84
1531.00,98.85
1530.00,98.87
1529.00,98.88
1528.00,98.88
1527.00,98.88
1526.00,98.87
1525.00,98.87
1524.00,98.86
1523.00,98.86
1522.00,98.86
1521.00,98.87
1520.00,98.87
1519.00,98.87
1518.00,98.87
1517.00,98.86
1516.00,98.86
1515.00,98.85
1514.00,98.84
1513.00,98.82
1512.00,98.80
1511.00,98.79
1510.00,98.78
1509.00,98.76
1508.00,98.76
1507.00,98.76
1506.00,98.77
1505.00,98.78
1504.00,98.78
1503.00,98.77
1502.00,98.75
1501.00,98.71
1500.00,98.67
1499.00,98.65
1498.00,98.65
1497.00,98.65
1496.00,98.64
1495.00,98.62
1494.00,98.60
1493.00,98.58
1492.00,98.55
1491.00,98.51
1490.00,98.47
1489.00,98.43
1488.00,98.38
1487.00,98.35
1486.00,98.32
1485.00,98.28
1484.00,98.23
1483.00,98.17
1482.00,98.09
1481.00,97.99
1480.00,97.89
1479.00,97.78
1478.00,97.65
1477.00,97.47
1476.00,97.27
1475.00,97.06
1474.00,96.77
1473.00,96.35
1472.00,95.83
1471.00,95.29
1470.00,94.75
1469.00,94.20
1468.00,93.60
1467.00,92.96
1466.00,92.27
1465.00,91.55
1464.00,90.89
1463.00,90.38
1462.00,89.99
1461.00,89.67
1460.00,89.41
1459.00,89.19
1458.00,88.97
1457.00,88.78
1456.00,88.66
1455.00,88.61
1454.00,88.58
1453.00,88.58
1452.00,88.65
1451.00,88.82
1450.00,89.12
1449.00,89.59
1448.00,90.25
1447.00,91.03
1446.00,91.81
1445.00,92.51
1444.00,93.13
1443.00,93.65
1442.00,94.06
1441.00,94.35
1440.00,94.53
1439.00,94.62
1438.00,94.63
1437.00,94.64
1436.00,94.74
1435.00,94.96
1434.00,95.28
1433.00,95.67
1432.00,96.07
1431.00,96.44
1430.00,96.73
1429.00,96.96
1428.00,97.13
1427.00,97.25
1426.00,97.32
1425.00,97.39
1424.00,97.45
1423.00,97.51
1422.00,97.55
1421.00,97.58
1420.00,97.61
1419.00,97.64
1418.00,97.67
1417.00,97.72
1416.00,97.76
1415.00,97.78
1414.00,97.80
1413.00,97.82
1412.00,97.84
1411.00,97.85
1410.00,97.86
1409.00,97.88
1408.00,97.90
1407.00,97.91
1406.00,97.91
1405.00,97.91
1404.00,97.91
1403.00,97.91
1402.00,97.90
1401.00,97.90
1400.00,97.89
1399.00,97.87
1398.00,97.84
1397.00,97.82
1396.00,97.81
1395.00,97.79
1394.00,97.77
1393.00,97.75
1392.00,97.71
1391.00,97.65
1390.00,97.56
1389.00,97.44
1388.00,97.27
1387.00,97.01
1386.00,96.63
1385.00,96.11
1384.00,95.39
1383.00,94.40
1382.00,93.13
1381.00,91.57
1380.00,89.77
1379.00,87.82
1378.00,86.03
1377.00,84.73
1376.00,84.21
1375.00,84.60
1374.00,85.80
1373.00,87.43
1372.00,89.12
1371.00,90.66
1370.00,92.00
1369.00,93.08
1368.00,93.89
1367.00,94.42
1366.00,94.73
1365.00,94.86
1364.00,94.87
1363.00,94.78
1362.00,94.63
1361.00,94.45
1360.00,94.30
1359.00,94.24
1358.00,94.29
1357.00,94.46
1356.00,94.72
1355.00,95.04
1354.00,95.36
1353.00,95.64
1352.00,95.87
1351.00,96.05
1350.00,96.20
1349.00,96.35
1348.00,96.48
1347.00,96.60
1346.00,96.71
1345.00,96.81
1344.00,96.90
1343.00,96.97
1342.00,97.03
1341.00,97.09
1340.00,97.14
1339.00,97.18
1338.00,97.21
1337.00,97.21
1336.00,97.19
1335.00,97.17
1334.00,97.14
1333.00,97.09
1332.00,97.05
1331.00,97.01
1330.00,96.99
1329.00,96.99
1328.00,97.01
1327.00,97.06
1326.00,97.12
1325.00,97.20
1324.00,97.27
1323.00,97.33
1322.00,97.38
1321.00,97.42
1320.00,97.45
1319.00,97.46
1318.00,97.48
1317.00,97.51
1316.00,97.54
1315.00,97.56
1314.00,97.56
1313.00,97.55
1312.00,97.53
1311.00,97.50
1310.00,97.44
1309.00,97.35
1308.00,97.22
1307.00,97.07
1306.00,96.91
1305.00,96.80
1304.00,96.77
1303.00,96.81
1302.00,96.88
1301.00,96.94
1300.00,96.99
1299.00,97.01
1298.00,97.01
1297.00,97.01
1296.00,97.01
1295.00,97.02
1294.00,97.05
1293.00,97.09
1292.00,97.14
1291.00,97.18
1290.00,97.22
1289.00,97.25
1288.00,97.26
1287.00,97.28
1286.00,97.31
1285.00,97.36
1284.00,97.40
1283.00,97.43
1282.00,97.46
1281.00,97.48
1280.00,97.50
1279.00,97.51
1278.00,97.52
1277.00,97.52
1276.00,97.52
1275.00,97.52
1274.00,97.53
1273.00,97.54
1272.00,97.56
1271.00,97.57
1270.00,97.57
1269.00,97.56
1268.00,97.54
1267.00,97.51
1266.00,97.49
1265.00,97.46
1264.00,97.43
1263.00,97.39
1262.00,97.33
1261.00,97.28
1260.00,97.21
1259.00,97.12
1258.00,97.01
1257.00,96.89
1256.00,96.80
1255.00,96.76
1254.00,96.78
1253.00,96.84
1252.00,96.92
1251.00,97.00
1250.00,97.08
1249.00,97.14
1248.00,97.19
1247.00,97.22
1246.00,97.24
1245.00,97.27
1244.00,97.31
1243.00,97.35
1242.00,97.38
1241.00,97.41
1240.00,97.43
1239.00,97.45
1238.00,97.47
1237.00,97.50
1236.00,97.52
1235.00,97.53
1234.00,97.54
1233.00,97.54
1232.00,97.55
1231.00,97.55
1230.00,97.54
1229.00,97.53
1228.00,97.52
1227.00,97.49
1226.00,97.47
1225.00,97.44
1224.00,97.43
1223.00,97.41
1222.00,97.38
1221.00,97.34
1220.00,97.30
1219.00,97.28
1218.00,97.28
1217.00,97.29
1216.00,97.31
1215.00,97.33
1214.00,97.37
1213.00,97.42
1212.00,97.46
1211.00,97.49
1210.00,97.51
1209.00,97.51
1208.00,97.52
1207.00,97.52
1206.00,97.52
1205.00,97.53
1204.00,97.55
1203.00,97.58
1202.00,97.60
1201.00,97.61
1200.00,97.62
1199.00,97.62
1198.00,97.61
1197.00,97.59
1196.00,97.57
1195.00,97.56
1194.00,97.56
1193.00,97.57
1192.00,97.57
1191.00,97.57
1190.00,97.57
1189.00,97.57
1188.00,97.58
1187.00,97.58
1186.00,97.57
1185.00,97.56
1184.00,97.54
1183.00,97.51
1182.00,97.47
1181.00,97.43
1180.00,97.39
1179.00,97.32
1178.00,97.23
1177.00,97.10
1176.00,96.92
1175.00,96.71
1174.00,96.46
1173.00,96.16
1172.00,95.79
1171.00,95.38
1170.00,94.98
1169.00,94.64
1168.00,94.41
1167.00,94.30
1166.00,94.33
1165.00,94.46
1164.00,94.65
1163.00,94.84
1162.00,94.98
1161.00,95.08
1160.00,95.14
1159.00,95.20
1158.00,95.26
1157.00,95.30
1156.00,95.30
1155.00,95.27
1154.00,95.22
1153.00,95.19
1152.00,95.17
1151.00,95.17
1150.00,95.19
1149.00,95.21
1148.00,95.24
1147.00,95.27
1146.00,95.33
1145.00,95.40
1144.00,95.47
1143.00,95.52
1142.00,95.54
1141.00,95.54
1140.00,95.55
1139.00,95.58
1138.00,95.62
1137.00,95.65
1136.00,95.68
1135.00,95.68
1134.00,95.68
1133.00,95.68
1132.00,95.68
1131.00,95.69
1130.00,95.68
1129.00,95.67
1128.00,95.65
1127.00,95.64
1126.00,95.63
1125.00,95.63
1124.00,95.63
1123.00,95.60
1122.00,95.56
1121.00,95.52
1120.00,95.47
1119.00,95.44
1118.00,95.42
1117.00,95.41
1116.00,95.41
1115.00,95.40
1114.00,95.39
1113.00,95.37
1112.00,95.35
1111.00,95.33
1110.00,95.30
1109.00,95.26
1108.00,95.21
1107.00,95.13
1106.00,95.07
1105.00,95.03
1104.00,95.01
1103.00,95.01
1102.00,95.03
1101.00,95.06
1100.00,95.09
1099.00,95.12
1098.00,95.15
1097.00,95.19
1096.00,95.25
1095.00,95.33
1094.00,95.44
1093.00,95.53
1092.00,95.61
1091.00,95.68
1090.00,95.74
1089.00,95.80
1088.00,95.85
1087.00,95.88
1086.00,95.91
1085.00,95.95
1084.00,95.99
1083.00,96.02
1082.00,96.03
1081.00,96.04
1080.00,96.08
1079.00,96.13
1078.00,96.19
1077.00,96.23
1076.00,96.25
1075.00,96.24
1074.00,96.23
1073.00,96.24
1072.00,96.25
1071.00,96.27
1070.00,96.27
1069.00,96.26
1068.00,96.25
1067.00,96.26
1066.00,96.29
1065.00,96.34
1064.00,96.40
1063.00,96.45
1062.00,96.49
1061.00,96.51
1060.00,96.51
1059.00,96.50
1058.00,96.51
1057.00,96.55
1056.00,96.60
1055.00,96.64
1054.00,96.65
1053.00,96.64
1052.00,96.62
1051.00,96.62
1050.00,96.60
1049.00,96.59
1048.00,96.57
1047.00,96.56
1046.00,96.55
1045.00,96.53
1044.00,96.52
1043.00,96.52
1042.00,96.53
1041.00,96.56
1040.00,96.59
1039.00,96.61
1038.00,96.63
1037.00,96.63
1036.00,96.64
1035.00,96.66
1034.00,96.68
1033.00,96.71
1032.00,96.76
1031.00,96.81
1030.00,96.87
1029.00,96.93
1028.00,96.96
1027.00,96.96
1026.00,96.95
1025.00,96.93
1024.00,96.92
1023.00,96.93
1022.00,96.94
1021.00,96.95
1020.00,96.95
1019.00,96.95
1018.00,96.96
1017.00,96.98
1016.00,97.00
1015.00,97.01
1014.00,97.01
1013.00,96.98
1012.00,96.95
1011.00,96.91
1010.00,96.87
1009.00,96.82
1008.00,96.76
1007.00,96.69
1006.00,96.58
1005.00,96.43
1004.00,96.20
1003.00,95.89
1002.00,95.50
1001.00,95.02
1000.00,94.49
999.00,94.01
998.00,93.71
997.00,93.68
996.00,93.91
995.00,94.33
994.00,94.81
993.00,95.25
992.00,95.63
991.00,95.92
990.00,96.14
989.00,96.29
988.00,96.38
987.00,96.45
986.00,96.50
985.00,96.53
984.00,96.52
983.00,96.45
982.00,96.31
981.00,96.12
980.00,95.89
979.00,95.59
978.00,95.20
977.00,94.71
976.00,94.14
975.00,93.57
974.00,93.10
973.00,92.82
972.00,92.83
971.00,93.12
970.00,93.63
969.00,94.23
968.00,94.78
967.00,95.22
966.00,95.55
965.00,95.78
964.00,95.94
963.00,96.07
962.00,96.17
961.00,96.25
960.00,96.31
959.00,96.36
958.00,96.41
957.00,96.45
956.00,96.48
955.00,96.51
954.00,96.52
953.00,96.51
952.00,96.49
951.00,96.47
950.00,96.47
949.00,96.50
948.00,96.54
947.00,96.57
946.00,96.58
945.00,96.56
944.00,96.51
943.00,96.45
942.00,96.38
941.00,96.34
940.00,96.33
939.00,96.35
938.00,96.40
937.00,96.46
936.00,96.52
935.00,96.58
934.00,96.64
933.00,96.70
932.00,96.75
931.00,96.79
930.00,96.82
929.00,96.84
928.00,96.86
927.00,96.85
926.00,96.84
925.00,96.84
924.00,96.84
923.00,96.86
922.00,96.87
921.00,96.88
920.00,96.88
919.00,96.87
918.00,96.85
917.00,96.83
916.00,96.81
915.00,96.80
914.00,96.80
913.00,96.82
912.00,96.85
911.00,96.87
910.00,96.86
909.00,96.83
908.00,96.78
907.00,96.73
906.00,96.67
905.00,96.57
904.00,96.43
903.00,96.24
902.00,96.01
901.00,95.80
900.00,95.65
899.00,95.60
898.00,95.63
897.00,95.73
896.00,95.88
895.00,96.06
