Created as New Dataset,190 Courtaulds
3689.00,99.89
3688.00,99.87
3687.00,99.84
3686.00,99.83
3685.00,99.83
3684.00,99.84
3683.00,99.87
3682.00,99.92
3681.00,99.97
3680.00,99.99
3679.00,99.99
3678.00,99.96
3677.00,99.92
3676.00,99.86
3675.00,99.80
3674.00,99.76
3673.00,99.74
3672.00,99.77
3671.00,99.83
3670.00,99.87
3669.00,99.87
3668.00,99.85
3667.00,99.81
3666.00,99.78
3665.00,99.75
3664.00,99.74
3663.00,99.74
3662.00,99.74
3661.00,99.73
3660.00,99.69
3659.00,99.64
3658.00,99.59
3657.00,99.55
3656.00,99.54
3655.00,99.54
3654.00,99.55
3653.00,99.56
3652.00,99.59
3651.00,99.59
3650.00,99.56
3649.00,99.50
3648.00,99.44
3647.00,99.39
3646.00,99.36
3645.00,99.34
3644.00,99.33
3643.00,99.34
3642.00,99.34
3641.00,99.34
3640.00,99.32
3639.00,99.30
3638.00,99.28
3637.00,99.26
3636.00,99.24
3635.00,99.20
3634.00,99.17
3633.00,99.12
3632.00,99.09
3631.00,99.07
3630.00,99.06
3629.00,99.03
3628.00,98.99
3627.00,98.96
3626.00,98.93
3625.00,98.90
3624.00,98.87
3623.00,98.84
3622.00,98.80
3621.00,98.77
3620.00,98.74
3619.00,98.71
3618.00,98.68
3617.00,98.65
3616.00,98.62
3615.00,98.58
3614.00,98.52
3613.00,98.47
3612.00,98.44
3611.00,98.43
3610.00,98.41
3609.00,98.39
3608.00,98.33
3607.00,98.27
3606.00,98.21
3605.00,98.18
3604.00,98.17
3603.00,98.16
3602.00,98.14
3601.00,98.10
3600.00,98.04
3599.00,97.97
3598.00,97.91
3597.00,97.88
3596.00,97.86
3595.00,97.84
3594.00,97.81
3593.00,97.78
3592.00,97.74
3591.00,97.69
3590.00,97.65
3589.00,97.60
3588.00,97.52
3587.00,97.44
3586.00,97.38
3585.00,97.33
3584.00,97.29
3583.00,97.27
3582.00,97.25
3581.00,97.23
3580.00,97.21
3579.00,97.19
3578.00,97.14
3577.00,97.08
3576.00,97.01
3575.00,96.94
3574.00,96.89
3573.00,96.86
3572.00,96.85
3571.00,96.83
3570.00,96.81
3569.00,96.76
3568.00,96.68
3567.00,96.59
3566.00,96.50
3565.00,96.42
3564.00,96.36
3563.00,96.31
3562.00,96.28
3561.00,96.25
3560.00,96.22
3559.00,96.18
3558.00,96.12
3557.00,96.05
3556.00,95.97
3555.00,95.90
3554.00,95.84
3553.00,95.77
3552.00,95.69
3551.00,95.63
3550.00,95.59
3549.00,95.56
3548.00,95.53
3547.00,95.49
3546.00,95.42
3545.00,95.35
3544.00,95.29
3543.00,95.22
3542.00,95.16
3541.00,95.08
3540.00,95.01
3539.00,94.95
3538.00,94.89
3537.00,94.85
3536.00,94.80
3535.00,94.76
3534.00,94.73
3533.00,94.69
3532.00,94.63
3531.00,94.56
3530.00,94.49
3529.00,94.42
3528.00,94.36
3527.00,94.31
3526.00,94.25
3525.00,94.18
3524.00,94.09
3523.00,94.00
3522.00,93.93
3521.00,93.87
3520.00,93.82
3519.00,93.75
3518.00,93.68
3517.00,93.61
3516.00,93.54
3515.00,93.46
3514.00,93.37
3513.00,93.29
3512.00,93.21
3511.00,93.14
3510.00,93.08
3509.00,93.03
3508.00,92.96
3507.00,92.89
3506.00,92.79
3505.00,92.68
3504.00,92.58
3503.00,92.49
3502.00,92.41
3501.00,92.32
3500.00,92.24
3499.00,92.16
3498.00,92.08
3497.00,92.00
3496.00,91.90
3495.00,91.81
3494.00,91.71
3493.00,91.63
3492.00,91.55
3491.00,91.46
3490.00,91.36
3489.00,91.26
3488.00,91.17
3487.00,91.12
3486.00,91.09
3485.00,91.08
3484.00,91.05
3483.00,90.99
3482.00,90.90
3481.00,90.81
3480.00,90.72
3479.00,90.67
3478.00,90.63
3477.00,90.61
3476.00,90.58
3475.00,90.53
3474.00,90.46
3473.00,90.40
3472.00,90.34
3471.00,90.29
3470.00,90.24
3469.00,90.16
3468.00,90.08
3467.00,89.99
3466.00,89.91
3465.00,89.83
3464.00,89.74
3463.00,89.66
3462.00,89.58
3461.00,89.52
3460.00,89.47
3459.00,89.42
3458.00,89.38
3457.00,89.31
3456.00,89.24
3455.00,89.16
3454.00,89.07
3453.00,88.99
3452.00,88.90
3451.00,88.81
3450.00,88.73
3449.00,88.65
3448.00,88.57
3447.00,88.49
3446.00,88.43
3445.00,88.38
3444.00,88.33
3443.00,88.26
3442.00,88.19
3441.00,88.12
3440.00,88.07
3439.00,88.03
3438.00,87.99
3437.00,87.96
3436.00,87.93
3435.00,87.90
3434.00,87.86
3433.00,87.83
3432.00,87.79
3431.00,87.74
3430.00,87.70
3429.00,87.67
3428.00,87.65
3427.00,87.64
3426.00,87.63
3425.00,87.62
3424.00,87.60
3423.00,87.57
3422.00,87.53
3421.00,87.49
3420.00,87.46
3419.00,87.44
3418.00,87.43
3417.00,87.41
3416.00,87.37
3415.00,87.31
3414.00,87.27
3413.00,87.23
3412.00,87.20
3411.00,87.16
3410.00,87.11
3409.00,87.06
3408.00,87.02
3407.00,87.00
3406.00,87.00
3405.00,86.99
3404.00,86.97
3403.00,86.93
3402.00,86.89
3401.00,86.86
3400.00,86.83
3399.00,86.80
3398.00,86.77
3397.00,86.76
3396.00,86.74
3395.00,86.73
3394.00,86.70
3393.00,86.67
3392.00,86.64
3391.00,86.62
3390.00,86.60
3389.00,86.56
3388.00,86.53
3387.00,86.50
3386.00,86.47
3385.00,86.44
3384.00,86.41
3383.00,86.38
3382.00,86.37
3381.00,86.37
3380.00,86.37
3379.00,86.36
3378.00,86.35
3377.00,86.33
3376.00,86.31
3375.00,86.29
3374.00,86.26
3373.00,86.24
3372.00,86.22
3371.00,86.22
3370.00,86.20
3369.00,86.17
3368.00,86.12
3367.00,86.07
3366.00,86.05
3365.00,86.05
3364.00,86.06
3363.00,86.07
3362.00,86.06
3361.00,86.05
3360.00,86.04
3359.00,86.04
3358.00,86.04
3357.00,86.03
3356.00,86.00
3355.00,85.96
3354.00,85.93
3353.00,85.91
3352.00,85.92
3351.00,85.94
3350.00,85.95
3349.00,85.95
3348.00,85.93
3347.00,85.92
3346.00,85.91
3345.00,85.90
3344.00,85.89
3343.00,85.89
3342.00,85.89
3341.00,85.90
3340.00,85.91
3339.00,85.92
3338.00,85.93
3337.00,85.93
3336.00,85.92
3335.00,85.92
3334.00,85.91
3333.00,85.91
3332.00,85.90
3331.00,85.90
3330.00,85.90
3329.00,85.90
3328.00,85.89
3327.00,85.88
3326.00,85.89
3325.00,85.91
3324.00,85.94
3323.00,85.96
3322.00,85.97
3321.00,85.96
3320.00,85.95
3319.00,85.94
3318.00,85.94
3317.00,85.94
3316.00,85.94
3315.00,85.95
3314.00,85.97
3313.00,86.00
3312.00,86.02
3311.00,86.05
3310.00,86.08
3309.00,86.11
3308.00,86.12
3307.00,86.11
3306.00,86.10
3305.00,86.09
3304.00,86.09
3303.00,86.09
3302.00,86.08
3301.00,86.08
3300.00,86.08
3299.00,86.09
3298.00,86.11
3297.00,86.14
3296.00,86.17
3295.00,86.20
3294.00,86.23
3293.00,86.24
3292.00,86.24
3291.00,86.23
3290.00,86.24
3289.00,86.26
3288.00,86.29
3287.00,86.31
3286.00,86.33
3285.00,86.34
3284.00,86.34
3283.00,86.34
3282.00,86.36
3281.00,86.38
3280.00,86.40
3279.00,86.43
3278.00,86.45
3277.00,86.47
3276.00,86.50
3275.00,86.52
3274.00,86.54
3273.00,86.55
3272.00,86.55
3271.00,86.54
3270.00,86.55
3269.00,86.57
3268.00,86.60
3267.00,86.63
3266.00,86.66
3265.00,86.69
3264.00,86.71
3263.00,86.73
3262.00,86.74
3261.00,86.75
3260.00,86.76
3259.00,86.78
3258.00,86.81
3257.00,86.84
3256.00,86.86
3255.00,86.89
3254.00,86.92
3253.00,86.95
3252.00,86.98
3251.00,86.99
3250.00,87.01
3249.00,87.02
3248.00,87.05
3247.00,87.08
3246.00,87.11
3245.00,87.15
3244.00,87.19
3243.00,87.23
3242.00,87.27
3241.00,87.30
3240.00,87.33
3239.00,87.35
3238.00,87.37
3237.00,87.38
3236.00,87.40
3235.00,87.42
3234.00,87.46
3233.00,87.50
3232.00,87.53
3231.00,87.57
3230.00,87.61
3229.00,87.63
3228.00,87.66
3227.00,87.69
3226.00,87.72
3225.00,87.76
3224.00,87.79
3223.00,87.81
3222.00,87.83
3221.00,87.86
3220.00,87.89
3219.00,87.92
3218.00,87.97
3217.00,88.01
3216.00,88.06
3215.00,88.09
3214.00,88.12
3213.00,88.15
3212.00,88.18
3211.00,88.22
3210.00,88.26
3209.00,88.29
3208.00,88.33
3207.00,88.36
3206.00,88.40
3205.00,88.45
3204.00,88.49
3203.00,88.52
3202.00,88.54
3201.00,88.56
3200.00,88.58
3199.00,88.62
3198.00,88.67
3197.00,88.71
3196.00,88.74
3195.00,88.77
3194.00,88.80
3193.00,88.84
3192.00,88.88
3191.00,88.93
3190.00,88.98
3189.00,89.02
3188.00,89.06
3187.00,89.10
3186.00,89.14
3185.00,89.18
3184.00,89.23
3183.00,89.27
3182.00,89.31
3181.00,89.33
3180.00,89.36
3179.00,89.38
3178.00,89.40
3177.00,89.43
3176.00,89.46
3175.00,89.49
3174.00,89.53
3173.00,89.57
3172.00,89.61
3171.00,89.66
3170.00,89.71
3169.00,89.76
3168.00,89.80
3167.00,89.86
3166.00,89.93
3165.00,90.00
3164.00,90.06
3163.00,90.09
3162.00,90.11
3161.00,90.12
3160.00,90.13
3159.00,90.17
3158.00,90.21
3157.00,90.25
3156.00,90.29
3155.00,90.35
3154.00,90.40
3153.00,90.46
3152.00,90.51
3151.00,90.55
3150.00,90.58
3149.00,90.61
3148.00,90.64
3147.00,90.67
3146.00,90.71
3145.00,90.76
3144.00,90.83
3143.00,90.89
3142.00,90.95
3141.00,90.99
3140.00,91.03
3139.00,91.08
3138.00,91.13
3137.00,91.18
3136.00,91.22
3135.00,91.26
3134.00,91.30
3133.00,91.35
3132.00,91.40
3131.00,91.46
3130.00,91.52
3129.00,91.58
3128.00,91.63
3127.00,91.67
3126.00,91.71
3125.00,91.74
3124.00,91.77
3123.00,91.81
3122.00,91.84
3121.00,91.89
3120.00,91.94
3119.00,91.99
3118.00,92.05
3117.00,92.11
3116.00,92.15
3115.00,92.19
3114.00,92.22
3113.00,92.27
3112.00,92.32
3111.00,92.39
3110.00,92.44
3109.00,92.49
3108.00,92.54
3107.00,92.58
3106.00,92.62
3105.00,92.66
3104.00,92.70
3103.00,92.75
3102.00,92.81
3101.00,92.87
3100.00,92.93
3099.00,92.99
3098.00,93.04
3097.00,93.08
3096.00,93.12
3095.00,93.14
3094.00,93.16
3093.00,93.19
3092.00,93.23
3091.00,93.28
3090.00,93.34
3089.00,93.39
3088.00,93.44
3087.00,93.49
3086.00,93.54
3085.00,93.58
3084.00,93.61
3083.00,93.64
3082.00,93.66
3081.00,93.70
3080.00,93.74
3079.00,93.79
3078.00,93.83
3077.00,93.88
3076.00,93.91
3075.00,93.95
3074.00,93.99
3073.00,94.03
3072.00,94.08
3071.00,94.13
3070.00,94.17
3069.00,94.22
3068.00,94.26
3067.00,94.29
3066.00,94.34
3065.00,94.37
3064.00,94.40
3063.00,94.43
3062.00,94.45
3061.00,94.49
3060.00,94.54
3059.00,94.59
3058.00,94.64
3057.00,94.68
3056.00,94.71
3055.00,94.74
3054.00,94.77
3053.00,94.80
3052.00,94.83
3051.00,94.86
3050.00,94.90
3049.00,94.94
3048.00,94.98
3047.00,95.02
3046.00,95.05
3045.00,95.06
3044.00,95.06
3043.00,95.07
3042.00,95.11
3041.00,95.17
3040.00,95.23
3039.00,95.29
3038.00,95.32
3037.00,95.35
3036.00,95.37
3035.00,95.39
3034.00,95.42
3033.00,95.44
3032.00,95.48
3031.00,95.52
3030.00,95.55
3029.00,95.56
3028.00,95.57
3027.00,95.59
3026.00,95.61
3025.00,95.65
3024.00,95.69
3023.00,95.72
3022.00,95.73
3021.00,95.73
3020.00,95.73
3019.00,95.74
3018.00,95.76
3017.00,95.79
3016.00,95.82
3015.00,95.84
3014.00,95.87
3013.00,95.89
3012.00,95.91
3011.00,95.93
3010.00,95.95
3009.00,95.97
3008.00,96.00
3007.00,96.03
3006.00,96.05
3005.00,96.05
3004.00,96.05
3003.00,96.04
3002.00,96.04
3001.00,96.04
3000.00,96.05
2999.00,96.05
2998.00,96.06
2997.00,96.06
2996.00,96.06
2995.00,96.06
2994.00,96.06
2993.00,96.04
2992.00,96.03
2991.00,96.02
2990.00,96.03
2989.00,96.04
2988.00,96.05
2987.00,96.06
2986.00,96.04
2985.00,96.03
2984.00,96.01
2983.00,96.00
2982.00,95.99
2981.00,95.97
2980.00,95.95
2979.00,95.93
2978.00,95.92
2977.00,95.91
2976.00,95.89
2975.00,95.86
2974.00,95.84
2973.00,95.81
2972.00,95.79
2971.00,95.75
2970.00,95.71
2969.00,95.68
2968.00,95.67
2967.00,95.65
2966.00,95.62
2965.00,95.56
2964.00,95.50
2963.00,95.45
2962.00,95.43
2961.00,95.41
2960.00,95.38
2959.00,95.33
2958.00,95.27
2957.00,95.19
2956.00,95.12
2955.00,95.06
2954.00,95.01
2953.00,94.97
2952.00,94.92
2951.00,94.86
2950.00,94.80
2949.00,94.74
2948.00,94.69
2947.00,94.64
2946.00,94.58
2945.00,94.52
2944.00,94.45
2943.00,94.37
2942.00,94.29
2941.00,94.20
2940.00,94.11
2939.00,94.03
2938.00,93.97
2937.00,93.92
2936.00,93.89
2935.00,93.85
2934.00,93.79
2933.00,93.71
2932.00,93.62
2931.00,93.54
2930.00,93.47
2929.00,93.41
2928.00,93.36
2927.00,93.31
2926.00,93.26
2925.00,93.21
2924.00,93.15
2923.00,93.10
2922.00,93.05
2921.00,93.01
2920.00,92.96
2919.00,92.90
2918.00,92.85
2917.00,92.81
2916.00,92.79
2915.00,92.77
2914.00,92.75
2913.00,92.72
2912.00,92.69
2911.00,92.65
2910.00,92.60
2909.00,92.56
2908.00,92.53
2907.00,92.49
2906.00,92.45
2905.00,92.42
2904.00,92.38
2903.00,92.34
2902.00,92.31
2901.00,92.28
2900.00,92.25
2899.00,92.23
2898.00,92.21
2897.00,92.19
2896.00,92.18
2895.00,92.17
2894.00,92.16
2893.00,92.16
2892.00,92.17
2891.00,92.17
2890.00,92.18
2889.00,92.19
2888.00,92.21
2887.00,92.24
2886.00,92.25
2885.00,92.27
2884.00,92.29
2883.00,92.31
2882.00,92.34
2881.00,92.36
2880.00,92.37
2879.00,92.39
2878.00,92.41
2877.00,92.44
2876.00,92.49
2875.00,92.54
2874.00,92.60
2873.00,92.65
2872.00,92.70
2871.00,92.76
2870.00,92.82
2869.00,92.89
2868.00,92.96
2867.00,93.05
2866.00,93.14
2865.00,93.22
2864.00,93.28
2863.00,93.32
2862.00,93.35
2861.00,93.39
2860.00,93.45
2859.00,93.52
2858.00,93.60
2857.00,93.67
2856.00,93.74
2855.00,93.81
2854.00,93.87
2853.00,93.93
2852.00,93.98
2851.00,94.04
2850.00,94.10
2849.00,94.19
2848.00,94.29
2847.00,94.38
2846.00,94.47
2845.00,94.53
2844.00,94.59
2843.00,94.64
2842.00,94.70
2841.00,94.76
2840.00,94.83
2839.00,94.90
2838.00,94.97
2837.00,95.03
2836.00,95.07
2835.00,95.09
2834.00,95.11
2833.00,95.15
2832.00,95.20
2831.00,95.25
2830.00,95.29
2829.00,95.31
2828.00,95.33
2827.00,95.35
2826.00,95.38
2825.00,95.42
2824.00,95.46
2823.00,95.49
2822.00,95.52
2821.00,95.55
2820.00,95.57
2819.00,95.59
2818.00,95.61
2817.00,95.63
2816.00,95.65
2815.00,95.68
2814.00,95.71
2813.00,95.72
2812.00,95.73
2811.00,95.74
2810.00,95.75
2809.00,95.77
2808.00,95.79
2807.00,95.83
2806.00,95.87
2805.00,95.90
2804.00,95.92
2803.00,95.93
2802.00,95.93
2801.00,95.95
2800.00,95.98
2799.00,96.01
2798.00,96.04
2797.00,96.05
2796.00,96.06
2795.00,96.06
2794.00,96.07
2793.00,96.09
2792.00,96.11
2791.00,96.13
2790.00,96.15
2789.00,96.17
2788.00,96.19
2787.00,96.21
2786.00,96.22
2785.00,96.23
2784.00,96.25
2783.00,96.26
2782.00,96.27
2781.00,96.29
2780.00,96.32
2779.00,96.34
2778.00,96.37
2777.00,96.38
2776.00,96.40
2775.00,96.41
2774.00,96.42
2773.00,96.43
2772.00,96.45
2771.00,96.47
2770.00,96.49
2769.00,96.50
2768.00,96.50
2767.00,96.50
2766.00,96.50
2765.00,96.50
2764.00,96.51
2763.00,96.53
2762.00,96.54
2761.00,96.54
2760.00,96.55
2759.00,96.56
2758.00,96.57
2757.00,96.58
2756.00,96.59
2755.00,96.59
2754.00,96.59
2753.00,96.58
2752.00,96.59
2751.00,96.59
2750.00,96.60
2749.00,96.61
2748.00,96.62
2747.00,96.62
2746.00,96.62
2745.00,96.61
2744.00,96.61
2743.00,96.61
2742.00,96.62
2741.00,96.63
2740.00,96.63
2739.00,96.63
2738.00,96.64
2737.00,96.64
2736.00,96.64
2735.00,96.65
2734.00,96.65
2733.00,96.66
2732.00,96.67
2731.00,96.68
2730.00,96.69
2729.00,96.70
2728.00,96.70
2727.00,96.70
2726.00,96.70
2725.00,96.70
2724.00,96.70
2723.00,96.71
2722.00,96.71
2721.00,96.72
2720.00,96.72
2719.00,96.72
2718.00,96.73
2717.00,96.74
2716.00,96.75
2715.00,96.75
2714.00,96.75
2713.00,96.77
2712.00,96.79
2711.00,96.81
2710.00,96.82
2709.00,96.83
2708.00,96.83
2707.00,96.85
2706.00,96.86
2705.00,96.87
2704.00,96.88
2703.00,96.88
2702.00,96.89
2701.00,96.90
2700.00,96.90
2699.00,96.90
2698.00,96.90
2697.00,96.91
2696.00,96.93
2695.00,96.95
2694.00,96.96
2693.00,96.97
2692.00,96.97
2691.00,96.98
2690.00,96.98
2689.00,96.98
2688.00,96.99
2687.00,97.01
2686.00,97.02
2685.00,97.03
2684.00,97.02
2683.00,97.02
2682.00,97.03
2681.00,97.04
2680.00,97.05
2679.00,97.07
2678.00,97.08
2677.00,97.09
2676.00,97.10
2675.00,97.12
2674.00,97.13
2673.00,97.14
2672.00,97.14
2671.00,97.14
2670.00,97.15
2669.00,97.16
2668.00,97.16
2667.00,97.16
2666.00,97.15
2665.00,97.14
2664.00,97.14
2663.00,97.14
2662.00,97.14
2661.00,97.14
2660.00,97.13
2659.00,97.12
2658.00,97.11
2657.00,97.11
2656.00,97.11
2655.00,97.12
2654.00,97.13
2653.00,97.15
2652.00,97.15
2651.00,97.14
2650.00,97.13
2649.00,97.12
2648.00,97.11
2647.00,97.11
2646.00,97.12
2645.00,97.12
2644.00,97.13
2643.00,97.12
2642.00,97.12
2641.00,97.11
2640.00,97.11
2639.00,97.10
2638.00,97.08
2637.00,97.06
2636.00,97.04
2635.00,97.04
2634.00,97.06
2633.00,97.07
2632.00,97.09
2631.00,97.09
2630.00,97.08
2629.00,97.07
2628.00,97.07
2627.00,97.08
2626.00,97.09
2625.00,97.10
2624.00,97.11
2623.00,97.11
2622.00,97.12
2621.00,97.12
2620.00,97.12
2619.00,97.12
2618.00,97.12
2617.00,97.11
2616.00,97.10
2615.00,97.08
2614.00,97.07
2613.00,97.07
2612.00,97.09
2611.00,97.10
2610.00,97.11
2609.00,97.13
2608.00,97.14
2607.00,97.15
2606.00,97.14
2605.00,97.14
2604.00,97.14
2603.00,97.16
2602.00,97.17
2601.00,97.17
2600.00,97.17
2599.00,97.15
2598.00,97.14
2597.00,97.12
2596.00,97.10
2595.00,97.09
2594.00,97.10
2593.00,97.11
2592.00,97.12
2591.00,97.14
2590.00,97.14
2589.00,97.13
2588.00,97.11
2587.00,97.09
2586.00,97.09
2585.00,97.09
2584.00,97.08
2583.00,97.07
2582.00,97.06
2581.00,97.06
2580.00,97.08
2579.00,97.09
2578.00,97.10
2577.00,97.10
2576.00,97.09
2575.00,97.08
2574.00,97.09
2573.00,97.10
2572.00,97.11
2571.00,97.13
2570.00,97.14
2569.00,97.15
2568.00,97.15
2567.00,97.15
2566.00,97.15
2565.00,97.14
2564.00,97.11
2563.00,97.10
2562.00,97.11
2561.00,97.13
2560.00,97.15
2559.00,97.16
2558.00,97.16
2557.00,97.15
2556.00,97.15
2555.00,97.15
2554.00,97.17
2553.00,97.17
2552.00,97.17
2551.00,97.16
2550.00,97.15
2549.00,97.15
2548.00,97.15
2547.00,97.15
2546.00,97.17
2545.00,97.17
2544.00,97.16
2543.00,97.14
2542.00,97.14
2541.00,97.16
2540.00,97.17
2539.00,97.18
2538.00,97.18
2537.00,97.18
2536.00,97.18
2535.00,97.17
2534.00,97.15
2533.00,97.13
2532.00,97.12
2531.00,97.13
2530.00,97.14
2529.00,97.16
2528.00,97.17
2527.00,97.17
2526.00,97.16
2525.00,97.15
2524.00,97.14
2523.00,97.14
2522.00,97.14
2521.00,97.14
2520.00,97.14
2519.00,97.15
2518.00,97.16
2517.00,97.18
2516.00,97.20
2515.00,97.20
2514.00,97.20
2513.00,97.18
2512.00,97.18
2511.00,97.18
2510.00,97.19
2509.00,97.21
2508.00,97.23
2507.00,97.24
2506.00,97.24
2505.00,97.24
2504.00,97.23
2503.00,97.21
2502.00,97.20
2501.00,97.19
2500.00,97.20
2499.00,97.21
2498.00,97.23
2497.00,97.26
2496.00,97.28
2495.00,97.29
2494.00,97.28
2493.00,97.28
2492.00,97.27
2491.00,97.26
2490.00,97.26
2489.00,97.27
2488.00,97.26
2487.00,97.25
2486.00,97.24
2485.00,97.23
2484.00,97.24
2483.00,97.26
2482.00,97.28
2481.00,97.30
2480.00,97.32
2479.00,97.33
2478.00,97.33
2477.00,97.32
2476.00,97.31
2475.00,97.29
2474.00,97.28
2473.00,97.29
2472.00,97.31
2471.00,97.31
2470.00,97.31
2469.00,97.29
2468.00,97.27
2467.00,97.27
2466.00,97.27
2465.00,97.29
2464.00,97.30
2463.00,97.31
2462.00,97.32
2461.00,97.32
2460.00,97.32
2459.00,97.33
2458.00,97.34
2457.00,97.34
2456.00,97.32
2455.00,97.30
2454.00,97.29
2453.00,97.29
2452.00,97.29
2451.00,97.31
