Created as New Dataset,190 Courtaulds
cm-1,%T
4000.00,100.25
3999.00,100.24
3998.00,100.24
3997.00,100.23
3996.00,100.24
3995.00,100.25
3994.00,100.27
3993.00,100.27
3992.00,100.27
3991.00,100.26
3990.00,100.24
3989.00,100.23
3988.00,100.24
3987.00,100.25
3986.00,100.27
3985.00,100.27
3984.00,100.26
3983.00,100.24
3982.00,100.21
3981.00,100.19
3980.00,100.18
3979.00,100.18
3978.00,100.19
3977.00,100.21
3976.00,100.24
3975.00,100.26
3974.00,100.26
3973.00,100.26
3972.00,100.24
3971.00,100.23
3970.00,100.23
3969.00,100.23
3968.00,100.24
3967.00,100.25
3966.00,100.24
3965.00,100.22
3964.00,100.21
3963.00,100.21
3962.00,100.24
3961.00,100.27
3960.00,100.29
3959.00,100.30
3958.00,100.29
3957.00,100.28
3956.00,100.28
3955.00,100.29
3954.00,100.29
3953.00,100.28
3952.00,100.26
3951.00,100.25
3950.00,100.24
3949.00,100.25
3948.00,100.27
3947.00,100.27
3946.00,100.27
3945.00,100.26
3944.00,100.26
3943.00,100.26
3942.00,100.27
3941.00,100.27
3940.00,100.27
3939.00,100.26
3938.00,100.25
3937.00,100.25
3936.00,100.25
3935.00,100.25
3934.00,100.25
3933.00,100.25
3932.00,100.24
3931.00,100.23
3930.00,100.23
3929.00,100.24
3928.00,100.25
3927.00,100.26
3926.00,100.26
3925.00,100.25
3924.00,100.23
3923.00,100.21
3922.00,100.19
3921.00,100.20
3920.00,100.22
3919.00,100.24
3918.00,100.25
3917.00,100.25
3916.00,100.24
3915.00,100.23
3914.00,100.23
3913.00,100.24
3912.00,100.25
3911.00,100.25
3910.00,100.26
3909.00,100.25
3908.00,100.25
3907.00,100.25
3906.00,100.25
3905.00,100.24
3904.00,100.23
3903.00,100.21
3902.00,100.20
3901.00,100.18
3900.00,100.19
3899.00,100.21
3898.00,100.23
3897.00,100.26
3896.00,100.28
3895.00,100.29
3894.00,100.28
3893.00,100.27
3892.00,100.26
3891.00,100.26
3890.00,100.25
3889.00,100.24
3888.00,100.23
3887.00,100.23
3886.00,100.22
3885.00,100.22
3884.00,100.22
3883.00,100.21
3882.00,100.21
3881.00,100.23
3880.00,100.24
3879.00,100.26
3878.00,100.27
3877.00,100.28
3876.00,100.28
3875.00,100.28
3874.00,100.26
3873.00,100.23
3872.00,100.21
3871.00,100.20
3870.00,100.20
3869.00,100.19
3868.00,100.17
3867.00,100.15
3866.00,100.15
3865.00,100.17
3864.00,100.19
3863.00,100.21
3862.00,100.24
3861.00,100.25
3860.00,100.25
3859.00,100.22
3858.00,100.17
3857.00,100.14
3856.00,100.14
3855.00,100.16
3854.00,100.16
3853.00,100.15
3852.00,100.15
3851.00,100.18
3850.00,100.21
3849.00,100.23
3848.00,100.25
3847.00,100.26
3846.00,100.26
3845.00,100.26
3844.00,100.25
3843.00,100.24
3842.00,100.22
3841.00,100.19
3840.00,100.16
3839.00,100.14
3838.00,100.15
3837.00,100.18
3836.00,100.21
3835.00,100.23
3834.00,100.24
3833.00,100.24
3832.00,100.22
3831.00,100.21
3830.00,100.20
3829.00,100.21
3828.00,100.22
3827.00,100.24
3826.00,100.26
3825.00,100.26
3824.00,100.26
3823.00,100.26
3822.00,100.25
3821.00,100.22
3820.00,100.17
3819.00,100.13
3818.00,100.11
3817.00,100.12
3816.00,100.13
3815.00,100.14
3814.00,100.14
3813.00,100.15
3812.00,100.16
3811.00,100.17
3810.00,100.17
3809.00,100.18
3808.00,100.18
3807.00,100.19
3806.00,100.19
3805.00,100.19
3804.00,100.18
3803.00,100.17
3802.00,100.15
3801.00,100.12
3800.00,100.10
3799.00,100.09
3798.00,100.10
3797.00,100.13
3796.00,100.15
3795.00,100.18
3794.00,100.19
3793.00,100.20
3792.00,100.20
3791.00,100.20
3790.00,100.19
3789.00,100.19
3788.00,100.20
3787.00,100.19
3786.00,100.17
3785.00,100.16
3784.00,100.15
3783.00,100.15
3782.00,100.16
3781.00,100.16
3780.00,100.14
3779.00,100.13
3778.00,100.11
3777.00,100.10
3776.00,100.11
3775.00,100.11
3774.00,100.12
3773.00,100.11
3772.00,100.11
3771.00,100.09
3770.00,100.08
3769.00,100.07
3768.00,100.06
3767.00,100.07
3766.00,100.09
3765.00,100.12
3764.00,100.13
3763.00,100.13
3762.00,100.13
3761.00,100.13
3760.00,100.12
3759.00,100.11
3758.00,100.10
3757.00,100.10
3756.00,100.09
3755.00,100.06
3754.00,100.04
3753.00,100.02
3752.00,100.01
3751.00,99.99
3750.00,99.98
3749.00,99.98
3748.00,99.97
3747.00,99.98
3746.00,100.01
3745.00,100.04
3744.00,100.04
3743.00,100.05
3742.00,100.06
3741.00,100.07
3740.00,100.06
3739.00,100.04
3738.00,100.01
3737.00,100.00
3736.00,100.00
3735.00,100.01
3734.00,100.00
3733.00,100.00
3732.00,100.00
3731.00,100.01
3730.00,100.02
3729.00,100.02
3728.00,100.03
3727.00,100.03
3726.00,100.02
3725.00,100.01
3724.00,100.00
3723.00,99.98
3722.00,99.97
3721.00,99.95
3720.00,99.94
3719.00,99.93
3718.00,99.93
3717.00,99.93
3716.00,99.94
3715.00,99.94
3714.00,99.96
3713.00,99.97
3712.00,99.97
3711.00,99.98
3710.00,100.00
3709.00,100.03
3708.00,100.06
3707.00,100.07
3706.00,100.07
3705.00,100.06
3704.00,100.04
3703.00,100.02
3702.00,100.00
3701.00,99.98
3700.00,99.97
3699.00,99.95
3698.00,99.93
3697.00,99.92
3696.00,99.92
3695.00,99.93
3694.00,99.95
3693.00,99.98
3692.00,99.98
3691.00,99.96
3690.00,99.93
