Created as New Dataset,12.3 Red Wool Lincoln sheep
cm-1,%T
2464.00,100.67
2463.00,100.66
2462.00,100.65
2461.00,100.63
2460.00,100.61
2459.00,100.60
2458.00,100.59
2457.00,100.60
2456.00,100.63
2455.00,100.67
2454.00,100.69
2453.00,100.69
2452.00,100.66
2451.00,100.64
2450.00,100.64
2449.00,100.66
2448.00,100.67
2447.00,100.69
2446.00,100.68
2445.00,100.68
2444.00,100.67
2443.00,100.67
2442.00,100.68
2441.00,100.68
2440.00,100.68
2439.00,100.68
2438.00,100.69
2437.00,100.70
2436.00,100.69
2435.00,100.67
2434.00,100.66
2433.00,100.66
2432.00,100.66
2431.00,100.67
2430.00,100.69
2429.00,100.71
2428.00,100.71
2427.00,100.71
2426.00,100.70
2425.00,100.69
2424.00,100.69
2423.00,100.69
2422.00,100.70
2421.00,100.72
2420.00,100.73
2419.00,100.74
2418.00,100.75
2417.00,100.75
2416.00,100.76
2415.00,100.77
2414.00,100.77
2413.00,100.76
2412.00,100.75
2411.00,100.73
2410.00,100.71
2409.00,100.72
2408.00,100.74
2407.00,100.77
2406.00,100.79
2405.00,100.80
2404.00,100.81
2403.00,100.82
2402.00,100.83
2401.00,100.82
2400.00,100.81
2399.00,100.81
2398.00,100.81
2397.00,100.82
2396.00,100.83
2395.00,100.84
2394.00,100.84
2393.00,100.84
2392.00,100.83
2391.00,100.83
2390.00,100.83
2389.00,100.84
2388.00,100.85
2387.00,100.87
2386.00,100.90
2385.00,100.94
2384.00,100.98
2383.00,101.02
2382.00,101.06
2381.00,101.10
2380.00,101.15
2379.00,101.20
2378.00,101.23
2377.00,101.23
2376.00,101.18
2375.00,101.13
2374.00,101.08
2373.00,101.06
2372.00,101.07
2371.00,101.10
2370.00,101.15
2369.00,101.19
2368.00,101.20
2367.00,101.19
2366.00,101.18
2365.00,101.17
2364.00,101.18
2363.00,101.18
2362.00,101.17
2361.00,101.12
2360.00,101.07
2359.00,101.02
2358.00,100.99
2357.00,101.00
2356.00,101.04
2355.00,101.09
2354.00,101.14
2353.00,101.16
2352.00,101.19
2351.00,101.24
2350.00,101.32
2349.00,101.42
2348.00,101.53
2347.00,101.58
2346.00,101.52
2345.00,101.37
2344.00,101.22
2343.00,101.13
2342.00,101.12
2341.00,101.13
2340.00,101.13
2339.00,101.12
2338.00,101.10
2337.00,101.08
2336.00,101.06
2335.00,101.05
2334.00,101.06
2333.00,101.06
2332.00,101.05
2331.00,101.04
2330.00,101.02
2329.00,100.99
2328.00,100.95
2327.00,100.91
2326.00,100.86
2325.00,100.81
2324.00,100.77
2323.00,100.75
2322.00,100.76
2321.00,100.77
2320.00,100.79
2319.00,100.82
2318.00,100.84
2317.00,100.86
2316.00,100.86
2315.00,100.84
2314.00,100.84
2313.00,100.84
2312.00,100.83
2311.00,100.82
2310.00,100.79
2309.00,100.77
2308.00,100.77
2307.00,100.79
2306.00,100.80
2305.00,100.79
2304.00,100.78
2303.00,100.76
2302.00,100.74
2301.00,100.71
2300.00,100.67
2299.00,100.65
2298.00,100.67
2297.00,100.69
2296.00,100.71
2295.00,100.71
2294.00,100.68
2293.00,100.65
2292.00,100.60
2291.00,100.56
2290.00,100.52
2289.00,100.49
2288.00,100.47
2287.00,100.47
2286.00,100.48
2285.00,100.48
2284.00,100.48
2283.00,100.50
2282.00,100.52
2281.00,100.54
2280.00,100.55
2279.00,100.57
2278.00,100.57
2277.00,100.57
2276.00,100.56
2275.00,100.56
2274.00,100.54
2273.00,100.50
2272.00,100.46
2271.00,100.43
2270.00,100.42
2269.00,100.41
2268.00,100.39
2267.00,100.36
2266.00,100.34
2265.00,100.33
2264.00,100.34
2263.00,100.35
2262.00,100.36
2261.00,100.37
2260.00,100.39
2259.00,100.41
2258.00,100.42
2257.00,100.38
2256.00,100.33
2255.00,100.30
2254.00,100.28
2253.00,100.28
2252.00,100.27
2251.00,100.25
2250.00,100.23
2249.00,100.20
2248.00,100.19
2247.00,100.18
2246.00,100.19
2245.00,100.20
2244.00,100.21
2243.00,100.23
2242.00,100.26
2241.00,100.30
2240.00,100.32
2239.00,100.31
2238.00,100.26
2237.00,100.21
2236.00,100.18
2235.00,100.18
2234.00,100.18
2233.00,100.19
2232.00,100.19
2231.00,100.20
2230.00,100.20
2229.00,100.18
2228.00,100.16
2227.00,100.17
2226.00,100.19
2225.00,100.22
2224.00,100.24
2223.00,100.25
2222.00,100.25
2221.00,100.22
2220.00,100.18
2219.00,100.14
2218.00,100.12
2217.00,100.10
2216.00,100.09
2215.00,100.07
2214.00,100.04
2213.00,100.00
2212.00,99.97
2211.00,99.98
2210.00,100.02
2209.00,100.07
2208.00,100.13
2207.00,100.18
2206.00,100.22
2205.00,100.22
2204.00,100.19
2203.00,100.15
2202.00,100.11
2201.00,100.07
2200.00,100.06
2199.00,100.05
2198.00,100.06
2197.00,100.04
2196.00,100.01
2195.00,99.96
2194.00,99.89
2193.00,99.84
2192.00,99.82
2191.00,99.85
2190.00,99.87
2189.00,99.85
2188.00,99.80
2187.00,99.76
2186.00,99.75
2185.00,99.78
2184.00,99.85
2183.00,99.94
2182.00,100.02
2181.00,100.04
2180.00,100.00
2179.00,99.90
2178.00,99.79
2177.00,99.70
2176.00,99.68
2175.00,99.74
2174.00,99.84
2173.00,99.93
2172.00,99.95
2171.00,99.92
2170.00,99.85
2169.00,99.79
2168.00,99.75
2167.00,99.72
2166.00,99.67
2165.00,99.64
2164.00,99.64
2163.00,99.68
2162.00,99.71
2161.00,99.73
2160.00,99.77
2159.00,99.84
2158.00,99.92
2157.00,99.96
2156.00,99.98
2155.00,100.00
2154.00,100.02
2153.00,100.03
2152.00,100.03
2151.00,100.03
2150.00,100.03
2149.00,100.03
2148.00,100.05
2147.00,100.08
2146.00,100.11
2145.00,100.12
2144.00,100.15
2143.00,100.20
2142.00,100.25
2141.00,100.26
2140.00,100.26
2139.00,100.27
2138.00,100.27
2137.00,100.25
2136.00,100.21
2135.00,100.20
2134.00,100.21
2133.00,100.24
2132.00,100.27
2131.00,100.31
2130.00,100.34
2129.00,100.35
2128.00,100.35
2127.00,100.35
2126.00,100.34
2125.00,100.33
2124.00,100.32
2123.00,100.30
2122.00,100.28
2121.00,100.26
2120.00,100.24
2119.00,100.24
2118.00,100.24
2117.00,100.24
2116.00,100.23
2115.00,100.23
2114.00,100.23
2113.00,100.23
2112.00,100.23
2111.00,100.22
2110.00,100.20
2109.00,100.20
2108.00,100.21
2107.00,100.24
2106.00,100.27
2105.00,100.28
2104.00,100.27
2103.00,100.25
2102.00,100.24
2101.00,100.24
2100.00,100.26
2099.00,100.28
2098.00,100.30
2097.00,100.31
2096.00,100.32
2095.00,100.32
2094.00,100.30
2093.00,100.27
2092.00,100.26
2091.00,100.27
2090.00,100.29
2089.00,100.28
2088.00,100.25
2087.00,100.23
2086.00,100.23
2085.00,100.23
2084.00,100.20
2083.00,100.16
2082.00,100.12
2081.00,100.09
2080.00,100.08
2079.00,100.08
2078.00,100.09
2077.00,100.10
2076.00,100.11
2075.00,100.11
2074.00,100.09
2073.00,100.07
2072.00,100.06
2071.00,100.07
2070.00,100.07
2069.00,100.06
2068.00,100.04
2067.00,100.06
2066.00,100.08
2065.00,100.10
2064.00,100.11
2063.00,100.14
2062.00,100.16
2061.00,100.15
2060.00,100.12
2059.00,100.10
2058.00,100.12
2057.00,100.14
2056.00,100.16
2055.00,100.14
2054.00,100.10
2053.00,100.04
2052.00,99.98
2051.00,99.95
2050.00,99.95
2049.00,99.96
2048.00,99.98
2047.00,100.00
2046.00,100.01
2045.00,99.99
2044.00,99.95
2043.00,99.91
2042.00,99.88
2041.00,99.85
2040.00,99.84
2039.00,99.83
2038.00,99.84
2037.00,99.85
2036.00,99.85
2035.00,99.85
2034.00,99.83
2033.00,99.78
2032.00,99.73
2031.00,99.74
2030.00,99.82
2029.00,99.89
2028.00,99.92
2027.00,99.92
2026.00,99.91
2025.00,99.90
2024.00,99.89
2023.00,99.88
2022.00,99.85
2021.00,99.85
2020.00,99.88
2019.00,99.94
2018.00,99.98
2017.00,99.95
2016.00,99.89
2015.00,99.85
2014.00,99.83
2013.00,99.80
2012.00,99.75
2011.00,99.73
2010.00,99.76
2009.00,99.83
2008.00,99.91
2007.00,100.00
2006.00,100.08
2005.00,100.12
2004.00,100.14
2003.00,100.14
2002.00,100.14
2001.00,100.12
2000.00,100.09
1999.00,100.06
1998.00,100.01
1997.00,99.97
1996.00,99.95
1995.00,99.96
1994.00,99.99
1993.00,100.01
1992.00,100.02
1991.00,100.05
1990.00,100.10
1989.00,100.12
1988.00,100.08
1987.00,100.01
1986.00,99.95
1985.00,99.92
1984.00,99.91
1983.00,99.89
1982.00,99.85
1981.00,99.79
1980.00,99.75
1979.00,99.75
1978.00,99.79
1977.00,99.79
1976.00,99.75
1975.00,99.71
1974.00,99.70
1973.00,99.74
1972.00,99.80
1971.00,99.86
1970.00,99.93
1969.00,100.01
1968.00,100.08
1967.00,100.13
1966.00,100.16
1965.00,100.17
1964.00,100.14
1963.00,100.11
1962.00,100.10
1961.00,100.11
1960.00,100.16
1959.00,100.21
1958.00,100.25
1957.00,100.26
1956.00,100.25
1955.00,100.23
1954.00,100.18
1953.00,100.13
1952.00,100.12
1951.00,100.16
1950.00,100.21
1949.00,100.23
1948.00,100.24
1947.00,100.25
1946.00,100.25
1945.00,100.24
1944.00,100.22
1943.00,100.22
1942.00,100.22
1941.00,100.20
1940.00,100.17
1939.00,100.17
1938.00,100.20
1937.00,100.25
1936.00,100.29
1935.00,100.32
1934.00,100.33
1933.00,100.34
1932.00,100.36
1931.00,100.39
1930.00,100.41
1929.00,100.40
1928.00,100.37
1927.00,100.35
1926.00,100.35
1925.00,100.36
1924.00,100.37
1923.00,100.39
1922.00,100.39
1921.00,100.37
1920.00,100.34
1919.00,100.35
1918.00,100.37
1917.00,100.39
1916.00,100.39
1915.00,100.38
1914.00,100.37
1913.00,100.35
1912.00,100.33
1911.00,100.32
1910.00,100.32
1909.00,100.33
1908.00,100.36
1907.00,100.40
1906.00,100.42
1905.00,100.41
1904.00,100.39
1903.00,100.37
1902.00,100.38
1901.00,100.39
1900.00,100.41
1899.00,100.43
1898.00,100.44
1897.00,100.43
1896.00,100.43
1895.00,100.43
1894.00,100.44
1893.00,100.44
1892.00,100.43
1891.00,100.42
1890.00,100.41
1889.00,100.40
1888.00,100.40
1887.00,100.42
1886.00,100.46
1885.00,100.47
1884.00,100.47
1883.00,100.46
1882.00,100.45
1881.00,100.42
1880.00,100.39
1879.00,100.37
1878.00,100.38
1877.00,100.40
1876.00,100.44
1875.00,100.47
1874.00,100.48
1873.00,100.46
1872.00,100.43
1871.00,100.44
1870.00,100.46
1869.00,100.48
1868.00,100.48
1867.00,100.48
1866.00,100.47
1865.00,100.45
1864.00,100.43
1863.00,100.43
1862.00,100.44
1861.00,100.44
1860.00,100.42
1859.00,100.41
1858.00,100.41
1857.00,100.42
1856.00,100.43
1855.00,100.45
1854.00,100.45
1853.00,100.43
1852.00,100.41
1851.00,100.42
1850.00,100.44
1849.00,100.45
1848.00,100.43
1847.00,100.41
1846.00,100.41
1845.00,100.42
1844.00,100.44
1843.00,100.46
1842.00,100.46
1841.00,100.46
1840.00,100.46
1839.00,100.48
1838.00,100.49
1837.00,100.47
1836.00,100.44
1835.00,100.42
1834.00,100.42
1833.00,100.43
1832.00,100.43
1831.00,100.43
1830.00,100.43
1829.00,100.41
1828.00,100.41
1827.00,100.43
1826.00,100.44
1825.00,100.43
1824.00,100.41
1823.00,100.40
1822.00,100.39
1821.00,100.38
1820.00,100.37
1819.00,100.37
1818.00,100.39
1817.00,100.40
1816.00,100.40
1815.00,100.40
1814.00,100.41
1813.00,100.41
1812.00,100.39
1811.00,100.37
1810.00,100.37
1809.00,100.36
1808.00,100.34
1807.00,100.33
1806.00,100.33
1805.00,100.32
1804.00,100.32
1803.00,100.32
1802.00,100.33
1801.00,100.32
1800.00,100.31
1799.00,100.30
1798.00,100.30
1797.00,100.27
1796.00,100.24
1795.00,100.23
1794.00,100.23
1793.00,100.24
1792.00,100.24
1791.00,100.24
1790.00,100.24
1789.00,100.21
1788.00,100.18
1787.00,100.15
1786.00,100.14
1785.00,100.12
1784.00,100.11
1783.00,100.10
1782.00,100.09
1781.00,100.07
1780.00,100.03
1779.00,99.99
1778.00,99.97
1777.00,99.96
1776.00,99.96
1775.00,99.96
1774.00,99.95
1773.00,99.92
1772.00,99.87
1771.00,99.83
1770.00,99.82
1769.00,99.80
1768.00,99.77
1767.00,99.73
1766.00,99.70
1765.00,99.66
1764.00,99.62
1763.00,99.58
1762.00,99.55
1761.00,99.50
1760.00,99.45
1759.00,99.41
1758.00,99.38
1757.00,99.31
1756.00,99.22
1755.00,99.13
1754.00,99.05
1753.00,98.98
1752.00,98.89
1751.00,98.77
1750.00,98.64
1749.00,98.49
1748.00,98.33
1747.00,98.19
1746.00,98.05
1745.00,97.90
1744.00,97.74
1743.00,97.59
1742.00,97.47
1741.00,97.36
1740.00,97.24
1739.00,97.13
1738.00,97.05
1737.00,96.97
1736.00,96.90
1735.00,96.86
1734.00,96.84
1733.00,96.82
1732.00,96.80
1731.00,96.80
1730.00,96.82
1729.00,96.83
1728.00,96.84
1727.00,96.85
1726.00,96.87
1725.00,96.87
1724.00,96.85
1723.00,96.85
1722.00,96.85
1721.00,96.83
1720.00,96.79
1719.00,96.77
1718.00,96.75
1717.00,96.70
1716.00,96.60
1715.00,96.52
1714.00,96.46
1713.00,96.38
1712.00,96.29
1711.00,96.18
1710.00,96.06
1709.00,95.93
1708.00,95.76
1707.00,95.59
1706.00,95.39
1705.00,95.17
1704.00,94.94
1703.00,94.75
1702.00,94.54
1701.00,94.22
1700.00,93.80
1699.00,93.45
1698.00,93.19
1697.00,92.88
1696.00,92.46
1695.00,92.03
1694.00,91.66
1693.00,91.33
1692.00,91.00
1691.00,90.66
1690.00,90.30
1689.00,89.93
1688.00,89.57
1687.00,89.25
1686.00,88.94
1685.00,88.55
1684.00,88.06
1683.00,87.65
1682.00,87.35
1681.00,87.07
1680.00,86.75
1679.00,86.44
1678.00,86.14
1677.00,85.83
1676.00,85.49
1675.00,85.13
1674.00,84.82
1673.00,84.55
1672.00,84.28
1671.00,83.99
1670.00,83.65
1669.00,83.28
1668.00,82.92
1667.00,82.62
1666.00,82.35
1665.00,82.07
1664.00,81.74
1663.00,81.38
1662.00,81.01
1661.00,80.65
1660.00,80.31
1659.00,79.97
1658.00,79.65
1657.00,79.35
1656.00,79.04
1655.00,78.73
1654.00,78.37
1653.00,77.94
1652.00,77.58
1651.00,77.34
1650.00,77.14
1649.00,76.95
1648.00,76.75
1647.00,76.55
1646.00,76.39
1645.00,76.25
1644.00,76.12
1643.00,76.00
1642.00,75.91
1641.00,75.83
1640.00,75.75
1639.00,75.67
1638.00,75.60
1637.00,75.54
1636.00,75.51
1635.00,75.49
1634.00,75.48
1633.00,75.45
1632.00,75.41
1631.00,75.39
1630.00,75.40
1629.00,75.44
1628.00,75.50
1627.00,75.57
1626.00,75.65
1625.00,75.76
1624.00,75.92
1623.00,76.14
1622.00,76.39
1621.00,76.62
1620.00,76.82
1619.00,77.04
1618.00,77.36
1617.00,77.79
1616.00,78.25
1615.00,78.64
1614.00,78.97
1613.00,79.28
1612.00,79.64
1611.00,80.05
1610.00,80.48
1609.00,80.93
1608.00,81.36
1607.00,81.77
1606.00,82.13
1605.00,82.47
1604.00,82.83
1603.00,83.17
1602.00,83.49
1601.00,83.79
1600.00,84.10
1599.00,84.39
1598.00,84.65
1597.00,84.89
1596.00,85.14
1595.00,85.38
1594.00,85.59
1593.00,85.78
1592.00,85.96
1591.00,86.11
1590.00,86.24
1589.00,86.35
1588.00,86.46
1587.00,86.54
1586.00,86.60
1585.00,86.64
1584.00,86.67
1583.00,86.69
1582.00,86.68
1581.00,86.65
1580.00,86.61
1579.00,86.55
1578.00,86.47
1577.00,86.38
1576.00,86.30
1575.00,86.21
1574.00,86.10
1573.00,85.99
1572.00,85.88
1571.00,85.75
1570.00,85.57
1569.00,85.36
1568.00,85.18
1567.00,84.99
1566.00,84.77
1565.00,84.53
1564.00,84.30
1563.00,84.09
1562.00,83.88
1561.00,83.67
1560.00,83.37
1559.00,82.91
1558.00,82.47
1557.00,82.18
1556.00,81.93
1555.00,81.66
1554.00,81.35
1553.00,81.04
1552.00,80.74
1551.00,80.45
1550.00,80.13
1549.00,79.82
1548.00,79.55
1547.00,79.31
1546.00,79.09
1545.00,78.87
1544.00,78.66
1543.00,78.47
1542.00,78.30
1541.00,78.11
1540.00,77.95
1539.00,77.85
1538.00,77.77
1537.00,77.69
1536.00,77.61
1535.00,77.55
1534.00,77.50
1533.00,77.46
1532.00,77.41
1531.00,77.38
1530.00,77.36
1529.00,77.35
1528.00,77.38
1527.00,77.41
1526.00,77.45
1525.00,77.47
1524.00,77.50
1523.00,77.54
1522.00,77.58
1521.00,77.61
1520.00,77.61
1519.00,77.59
1518.00,77.58
1517.00,77.61
1516.00,77.68
1515.00,77.77
1514.00,77.89
1513.00,78.05
1512.00,78.25
1511.00,78.46
1510.00,78.65
1509.00,78.85
1508.00,79.15
1507.00,79.60
1506.00,80.07
1505.00,80.41
1504.00,80.65
1503.00,80.87
1502.00,81.14
1501.00,81.45
1500.00,81.78
1499.00,82.13
1498.00,82.51
1497.00,82.93
1496.00,83.34
1495.00,83.70
1494.00,84.02
1493.00,84.33
1492.00,84.67
1491.00,85.06
1490.00,85.49
1489.00,85.88
1488.00,86.19
1487.00,86.46
1486.00,86.71
1485.00,86.92
1484.00,87.10
1483.00,87.24
1482.00,87.37
1481.00,87.45
1480.00,87.49
1479.00,87.49
1478.00,87.45
1477.00,87.35
1476.00,87.17
1475.00,86.95
1474.00,86.67
1473.00,86.34
1472.00,86.01
1471.00,85.76
1470.00,85.57
1469.00,85.41
1468.00,85.26
1467.00,85.12
1466.00,85.01
1465.00,84.92
1464.00,84.85
1463.00,84.82
1462.00,84.81
1461.00,84.81
1460.00,84.81
1459.00,84.79
1458.00,84.73
1457.00,84.64
1456.00,84.56
1455.00,84.49
1454.00,84.46
1453.00,84.45
1452.00,84.47
1451.00,84.51
1450.00,84.56
1449.00,84.60
1448.00,84.65
1447.00,84.69
1446.00,84.74
1445.00,84.79
1444.00,84.86
1443.00,84.94
1442.00,85.03
1441.00,85.12
1440.00,85.21
1439.00,85.31
1438.00,85.46
1437.00,85.67
1436.00,85.87
1435.00,86.03
1434.00,86.14
1433.00,86.24
1432.00,86.35
1431.00,86.48
1430.00,86.60
1429.00,86.72
1428.00,86.79
1427.00,86.83
1426.00,86.85
1425.00,86.86
1424.00,86.85
1423.00,86.83
1422.00,86.80
1421.00,86.79
1420.00,86.79
1419.00,86.76
1418.00,86.72
1417.00,86.65
1416.00,86.59
1415.00,86.52
1414.00,86.48
1413.00,86.44
1412.00,86.40
1411.00,86.35
1410.00,86.31
1409.00,86.26
1408.00,86.22
1407.00,86.17
1406.00,86.11
1405.00,86.06
1404.00,86.00
1403.00,85.94
1402.00,85.88
1401.00,85.83
1400.00,85.79
1399.00,85.76
1398.00,85.73
1397.00,85.69
1396.00,85.66
1395.00,85.63
1394.00,85.60
1393.00,85.59
1392.00,85.56
1391.00,85.54
1390.00,85.53
1389.00,85.53
1388.00,85.54
1387.00,85.54
1386.00,85.55
1385.00,85.55
1384.00,85.57
1383.00,85.61
1382.00,85.68
1381.00,85.76
1380.00,85.83
1379.00,85.91
1378.00,86.00
1377.00,86.09
1376.00,86.19
1375.00,86.32
1374.00,86.44
1373.00,86.53
1372.00,86.59
1371.00,86.64
1370.00,86.68
1369.00,86.75
1368.00,86.83
1367.00,86.91
1366.00,87.01
1365.00,87.11
1364.00,87.23
1363.00,87.36
1362.00,87.48
1361.00,87.58
1360.00,87.66
1359.00,87.74
1358.00,87.80
1357.00,87.86
1356.00,87.91
1355.00,87.95
1354.00,87.98
1353.00,88.00
1352.00,88.01
1351.00,88.01
1350.00,88.02
1349.00,88.02
1348.00,88.02
1347.00,88.02
1346.00,88.02
1345.00,88.02
1344.00,88.01
1343.00,88.00
1342.00,88.00
1341.00,88.01
1340.00,88.04
1339.00,88.06
1338.00,88.07
1337.00,88.08
1336.00,88.08
1335.00,88.08
1334.00,88.08
1333.00,88.08
1332.00,88.08
1331.00,88.07
1330.00,88.05
1329.00,88.03
1328.00,88.00
1327.00,87.97
1326.00,87.94
1325.00,87.91
1324.00,87.87
1323.00,87.84
1322.00,87.81
1321.00,87.76
1320.00,87.70
1319.00,87.65
1318.00,87.61
1317.00,87.59
1316.00,87.56
1315.00,87.53
1314.00,87.51
1313.00,87.48
1312.00,87.46
1311.00,87.43
1310.00,87.41
1309.00,87.41
1308.00,87.41
1307.00,87.40
1306.00,87.39
1305.00,87.38
1304.00,87.36
1303.00,87.36
1302.00,87.37
1301.00,87.37
1300.00,87.37
1299.00,87.37
1298.00,87.36
1297.00,87.35
1296.00,87.34
1295.00,87.32
1294.00,87.32
1293.00,87.33
1292.00,87.34
1291.00,87.34
1290.00,87.33
1289.00,87.31
1288.00,87.29
1287.00,87.28
1286.00,87.27
1285.00,87.27
1284.00,87.25
1283.00,87.24
1282.00,87.22
1281.00,87.20
1280.00,87.17
1279.00,87.14
1278.00,87.12
1277.00,87.10
1276.00,87.08
1275.00,87.05
1274.00,87.00
1273.00,86.95
1272.00,86.91
1271.00,86.88
1270.00,86.84
1269.00,86.79
1268.00,86.74
1267.00,86.69
1266.00,86.65
1265.00,86.60
1264.00,86.55
1263.00,86.49
1262.00,86.43
1261.00,86.38
1260.00,86.32
1259.00,86.26
1258.00,86.18
1257.00,86.10
1256.00,86.00
1255.00,85.90
1254.00,85.81
1253.00,85.73
1252.00,85.66
1251.00,85.58
1250.00,85.50
1249.00,85.43
1248.00,85.36
1247.00,85.29
1246.00,85.23
1245.00,85.17
1244.00,85.11
1243.00,85.06
1242.00,85.02
1241.00,84.99
1240.00,84.97
1239.00,84.96
1238.00,84.95
1237.00,84.94
1236.00,84.93
1235.00,84.93
1234.00,84.94
1233.00,84.97
1232.00,85.02
1231.00,85.07
1230.00,85.12
1229.00,85.17
1228.00,85.22
1227.00,85.29
1226.00,85.38
1225.00,85.50
1224.00,85.61
1223.00,85.72
1222.00,85.82
1221.00,85.91
1220.00,86.00
1219.00,86.08
1218.00,86.18
1217.00,86.28
1216.00,86.40
1215.00,86.51
1214.00,86.60
1213.00,86.66
1212.00,86.70
1211.00,86.75
1210.00,86.81
1209.00,86.88
1208.00,86.92
1207.00,86.94
1206.00,86.95
1205.00,86.97
1204.00,87.00
1203.00,87.04
1202.00,87.09
1201.00,87.14
1200.00,87.19
1199.00,87.25
1198.00,87.30
1197.00,87.36
1196.00,87.40
1195.00,87.45
1194.00,87.48
1193.00,87.52
1192.00,87.54
1191.00,87.57
1190.00,87.58
1189.00,87.58
1188.00,87.57
1187.00,87.57
1186.00,87.56
1185.00,87.56
1184.00,87.54
1183.00,87.53
1182.00,87.53
1181.00,87.52
1180.00,87.49
1179.00,87.45
1178.00,87.40
1177.00,87.35
1176.00,87.30
1175.00,87.26
1174.00,87.25
1173.00,87.25
1172.00,87.26
1171.00,87.29
1170.00,87.34
1169.00,87.40
1168.00,87.47
1167.00,87.54
1166.00,87.61
1165.00,87.66
1164.00,87.70
1163.00,87.74
1162.00,87.78
1161.00,87.83
1160.00,87.88
1159.00,87.94
1158.00,88.01
1157.00,88.09
1156.00,88.17
1155.00,88.24
1154.00,88.32
1153.00,88.39
1152.00,88.48
1151.00,88.58
1150.00,88.68
1149.00,88.78
1148.00,88.87
1147.00,88.94
1146.00,88.99
1145.00,89.03
1144.00,89.07
1143.00,89.11
1142.00,89.14
1141.00,89.16
1140.00,89.17
1139.00,89.18
1138.00,89.19
1137.00,89.20
1136.00,89.21
1135.00,89.21
1134.00,89.18
1133.00,89.15
1132.00,89.11
1131.00,89.07
1130.00,89.02
1129.00,88.97
1128.00,88.92
1127.00,88.87
1126.00,88.84
1125.00,88.82
1124.00,88.78
1123.00,88.73
1122.00,88.67
1121.00,88.62
1120.00,88.57
1119.00,88.55
1118.00,88.55
1117.00,88.55
1116.00,88.54
1115.00,88.52
1114.00,88.49
1113.00,88.48
1112.00,88.48
1111.00,88.47
1110.00,88.45
1109.00,88.40
1108.00,88.35
1107.00,88.32
1106.00,88.29
1105.00,88.27
1104.00,88.26
1103.00,88.27
1102.00,88.30
1101.00,88.32
1100.00,88.30
1099.00,88.25
1098.00,88.18
1097.00,88.12
1096.00,88.11
1095.00,88.11
1094.00,88.11
1093.00,88.08
1092.00,88.02
1091.00,87.96
1090.00,87.90
1089.00,87.83
1088.00,87.75
1087.00,87.67
1086.00,87.59
1085.00,87.52
1084.00,87.46
1083.00,87.39
1082.00,87.33
1081.00,87.27
1080.00,87.21
1079.00,87.16
1078.00,87.12
1077.00,87.11
1076.00,87.12
1075.00,87.15
1074.00,87.18
1073.00,87.19
1072.00,87.20
1071.00,87.21
1070.00,87.22
1069.00,87.24
1068.00,87.25
1067.00,87.28
1066.00,87.32
1065.00,87.35
1064.00,87.36
1063.00,87.36
1062.00,87.36
1061.00,87.37
1060.00,87.40
1059.00,87.44
1058.00,87.47
1057.00,87.48
1056.00,87.46
1055.00,87.43
1054.00,87.40
1053.00,87.37
1052.00,87.35
1051.00,87.34
1050.00,87.36
1049.00,87.37
1048.00,87.36
1047.00,87.34
1046.00,87.32
1045.00,87.32
1044.00,87.35
1043.00,87.40
1042.00,87.46
1041.00,87.53
1040.00,87.61
1039.00,87.72
1038.00,87.84
1037.00,87.96
1036.00,88.05
1035.00,88.13
1034.00,88.21
1033.00,88.31
1032.00,88.41
1031.00,88.50
1030.00,88.59
1029.00,88.67
1028.00,88.74
1027.00,88.80
1026.00,88.88
1025.00,88.96
1024.00,89.05
1023.00,89.14
1022.00,89.23
1021.00,89.33
1020.00,89.43
1019.00,89.53
1018.00,89.61
1017.00,89.67
1016.00,89.72
1015.00,89.79
1014.00,89.88
1013.00,89.98
1012.00,90.06
1011.00,90.13
1010.00,90.19
1009.00,90.26
1008.00,90.34
1007.00,90.42
1006.00,90.50
1005.00,90.57
1004.00,90.63
1003.00,90.68
1002.00,90.73
1001.00,90.78
1000.00,90.84
999.00,90.90
998.00,90.96
997.00,91.01
996.00,91.06
995.00,91.10
994.00,91.13
993.00,91.17
992.00,91.21
991.00,91.25
990.00,91.30
989.00,91.33
988.00,91.35
987.00,91.38
986.00,91.42
985.00,91.46
984.00,91.50
983.00,91.53
982.00,91.56
981.00,91.60
980.00,91.64
979.00,91.69
978.00,91.73
977.00,91.77
976.00,91.80
975.00,91.83
974.00,91.87
973.00,91.93
972.00,92.00
971.00,92.06
970.00,92.10
969.00,92.14
968.00,92.16
967.00,92.18
966.00,92.21
965.00,92.24
964.00,92.27
963.00,92.28
962.00,92.30
961.00,92.33
960.00,92.37
959.00,92.41
958.00,92.43
957.00,92.45
956.00,92.47
955.00,92.47
954.00,92.46
953.00,92.46
952.00,92.47
951.00,92.49
950.00,92.51
949.00,92.54
948.00,92.55
947.00,92.55
946.00,92.55
945.00,92.53
944.00,92.49
943.00,92.44
942.00,92.40
941.00,92.38
940.00,92.40
939.00,92.42
938.00,92.43
937.00,92.40
936.00,92.35
935.00,92.30
934.00,92.27
933.00,92.26
932.00,92.26
931.00,92.27
930.00,92.29
929.00,92.33
928.00,92.36
927.00,92.36
926.00,92.35
925.00,92.33
924.00,92.33
923.00,92.34
922.00,92.36
921.00,92.38
920.00,92.39
919.00,92.40
918.00,92.43
917.00,92.47
916.00,92.51
915.00,92.55
914.00,92.58
913.00,92.61
912.00,92.64
911.00,92.66
910.00,92.65
909.00,92.64
908.00,92.62
907.00,92.58
906.00,92.55
905.00,92.54
904.00,92.55
903.00,92.56
