Created as New Dataset,63. Modacrylic Solutia Dyed
cm-1,%T
897.00,94.80
896.00,94.82
895.00,94.84
894.00,94.87
893.00,94.87
892.00,94.86
891.00,94.85
890.00,94.85
889.00,94.87
888.00,94.90
887.00,94.93
886.00,94.95
885.00,94.95
884.00,94.93
883.00,94.90
882.00,94.87
881.00,94.86
880.00,94.88
879.00,94.91
878.00,94.95
877.00,95.00
876.00,95.04
875.00,95.06
874.00,95.05
873.00,95.00
872.00,94.97
871.00,94.97
870.00,94.98
869.00,95.00
868.00,95.02
867.00,95.04
866.00,95.04
865.00,95.04
864.00,95.04
863.00,95.04
862.00,95.04
861.00,95.02
860.00,95.00
859.00,94.97
858.00,94.98
857.00,95.02
856.00,95.07
855.00,95.09
854.00,95.07
853.00,95.03
852.00,95.00
851.00,94.99
850.00,94.98
849.00,94.96
848.00,94.93
847.00,94.92
846.00,94.93
845.00,94.95
844.00,94.98
843.00,94.99
842.00,94.98
841.00,94.96
840.00,94.95
839.00,94.95
838.00,94.96
837.00,94.97
836.00,94.99
835.00,95.01
834.00,95.01
833.00,94.97
832.00,94.92
831.00,94.89
830.00,94.90
829.00,94.94
828.00,94.98
827.00,95.02
826.00,95.04
825.00,95.06
824.00,95.08
823.00,95.11
822.00,95.11
821.00,95.09
820.00,95.06
819.00,95.05
818.00,95.06
817.00,95.08
816.00,95.09
815.00,95.07
814.00,95.03
813.00,95.00
812.00,94.99
811.00,94.99
810.00,95.01
809.00,95.04
808.00,95.06
807.00,95.08
806.00,95.10
805.00,95.10
804.00,95.09
803.00,95.08
802.00,95.07
801.00,95.07
800.00,95.07
799.00,95.07
798.00,95.07
797.00,95.07
796.00,95.06
795.00,95.06
794.00,95.06
793.00,95.05
792.00,95.05
791.00,95.06
790.00,95.06
789.00,95.06
788.00,95.04
787.00,94.98
786.00,94.92
785.00,94.85
784.00,94.79
783.00,94.75
782.00,94.72
781.00,94.68
780.00,94.65
779.00,94.60
778.00,94.56
777.00,94.51
776.00,94.47
775.00,94.44
774.00,94.42
773.00,94.38
772.00,94.32
771.00,94.25
770.00,94.20
769.00,94.17
768.00,94.14
767.00,94.09
766.00,94.02
765.00,93.94
764.00,93.90
763.00,93.90
762.00,93.91
761.00,93.91
760.00,93.88
759.00,93.83
758.00,93.76
757.00,93.66
756.00,93.56
755.00,93.47
754.00,93.40
753.00,93.33
752.00,93.22
751.00,93.10
750.00,92.99
749.00,92.92
748.00,92.89
747.00,92.85
746.00,92.79
745.00,92.71
744.00,92.60
743.00,92.50
742.00,92.43
741.00,92.39
740.00,92.39
739.00,92.40
738.00,92.42
737.00,92.45
736.00,92.47
735.00,92.49
734.00,92.50
733.00,92.49
732.00,92.46
731.00,92.44
730.00,92.44
729.00,92.48
728.00,92.54
727.00,92.60
726.00,92.65
725.00,92.67
724.00,92.67
723.00,92.68
722.00,92.71
721.00,92.77
720.00,92.84
719.00,92.89
718.00,92.89
717.00,92.87
716.00,92.84
715.00,92.82
714.00,92.80
713.00,92.79
712.00,92.79
711.00,92.80
710.00,92.82
709.00,92.80
708.00,92.75
707.00,92.68
706.00,92.64
705.00,92.64
704.00,92.68
703.00,92.70
702.00,92.72
701.00,92.76
700.00,92.83
699.00,92.93
698.00,93.00
697.00,93.05
696.00,93.08
695.00,93.12
694.00,93.15
693.00,93.16
692.00,93.18
691.00,93.22
690.00,93.29
689.00,93.33
688.00,93.33
687.00,93.30
686.00,93.25
685.00,93.20
684.00,93.16
683.00,93.12
682.00,93.06
681.00,92.99
680.00,92.93
679.00,92.88
678.00,92.86
677.00,92.83
676.00,92.79
675.00,92.74
674.00,92.68
673.00,92.63
672.00,92.60
671.00,92.58
670.00,92.56
669.00,92.49
668.00,92.37
667.00,92.29
666.00,92.26
665.00,92.26
664.00,92.25
663.00,92.21
662.00,92.16
661.00,92.14
660.00,92.14
659.00,92.13
658.00,92.07
657.00,91.98
656.00,91.89
655.00,91.85
654.00,91.83
653.00,91.80
652.00,91.80
651.00,91.83
650.00,91.85
649.00,91.78
648.00,91.64
647.00,91.53
646.00,91.51
645.00,91.57
644.00,91.64
643.00,91.68
642.00,91.68
641.00,91.66
640.00,91.67
639.00,91.71
638.00,91.74
637.00,91.67
636.00,91.51
635.00,91.37
634.00,91.33
633.00,91.38
632.00,91.39
631.00,91.33
630.00,91.26
629.00,91.28
628.00,91.40
627.00,91.57
626.00,91.68
625.00,91.73
624.00,91.81
623.00,92.00
622.00,92.25
621.00,92.39
620.00,92.39
619.00,92.32
618.00,92.26
617.00,92.15
616.00,92.01
615.00,91.91
614.00,91.91
613.00,91.92
612.00,91.89
611.00,91.91
610.00,91.99
609.00,92.09
608.00,92.16
607.00,92.20
606.00,92.12
605.00,91.93
604.00,91.98
603.00,92.83
602.00,94.49
601.00,96.09
600.00,96.52
599.00,95.50
598.00,93.88
597.00,92.70
596.00,92.27
595.00,92.23
594.00,92.23
593.00,92.20
592.00,92.22
591.00,92.28
590.00,92.38
589.00,92.51
588.00,92.56
587.00,92.39
586.00,91.96
585.00,91.43
584.00,91.01
583.00,90.90
582.00,91.22
581.00,91.90
580.00,92.69
579.00,93.12
578.00,92.90
577.00,92.12
576.00,91.25
575.00,90.83
574.00,91.00
573.00,91.39
572.00,91.54
571.00,91.45
570.00,91.54
569.00,92.06
568.00,92.68
567.00,92.76
566.00,92.04
565.00,90.90
564.00,90.00
563.00,89.78
562.00,90.21
561.00,90.83
560.00,91.22
559.00,91.21
558.00,90.92
557.00,90.52
556.00,90.13
555.00,89.91
554.00,90.03
553.00,90.42
552.00,90.83
551.00,91.13
550.00,91.42
