Created as New Dataset,63. Modacrylic Solutia Dyed
cm-1,%T
2460.00,96.61
2459.00,96.62
2458.00,96.63
2457.00,96.61
2456.00,96.58
2455.00,96.55
2454.00,96.52
2453.00,96.52
2452.00,96.53
2451.00,96.55
2450.00,96.58
2449.00,96.59
2448.00,96.60
2447.00,96.61
2446.00,96.60
2445.00,96.61
2444.00,96.62
2443.00,96.64
2442.00,96.64
2441.00,96.63
2440.00,96.61
2439.00,96.60
2438.00,96.60
2437.00,96.59
2436.00,96.57
2435.00,96.55
2434.00,96.53
2433.00,96.52
2432.00,96.51
2431.00,96.52
2430.00,96.54
2429.00,96.56
2428.00,96.58
2427.00,96.59
2426.00,96.60
2425.00,96.60
2424.00,96.61
2423.00,96.61
2422.00,96.61
2421.00,96.60
2420.00,96.59
2419.00,96.57
2418.00,96.58
2417.00,96.60
2416.00,96.63
2415.00,96.65
2414.00,96.64
2413.00,96.63
2412.00,96.64
2411.00,96.65
2410.00,96.66
2409.00,96.65
2408.00,96.63
2407.00,96.62
2406.00,96.61
2405.00,96.61
2404.00,96.63
2403.00,96.65
2402.00,96.67
2401.00,96.68
2400.00,96.69
2399.00,96.69
2398.00,96.70
2397.00,96.71
2396.00,96.71
2395.00,96.72
2394.00,96.72
2393.00,96.72
2392.00,96.71
2391.00,96.70
2390.00,96.69
2389.00,96.69
2388.00,96.70
2387.00,96.70
2386.00,96.70
2385.00,96.70
2384.00,96.70
2383.00,96.70
2382.00,96.69
2381.00,96.70
2380.00,96.72
2379.00,96.74
2378.00,96.78
2377.00,96.81
2376.00,96.85
2375.00,96.88
2374.00,96.92
2373.00,96.95
2372.00,96.99
2371.00,97.00
2370.00,96.96
2369.00,96.87
2368.00,96.81
2367.00,96.81
2366.00,96.86
2365.00,96.89
2364.00,96.91
2363.00,96.91
2362.00,96.90
2361.00,96.85
2360.00,96.77
2359.00,96.70
2358.00,96.69
2357.00,96.72
2356.00,96.79
2355.00,96.85
2354.00,96.89
2353.00,96.91
2352.00,96.92
2351.00,96.94
2350.00,96.94
2349.00,96.92
2348.00,96.89
2347.00,96.87
2346.00,96.87
2345.00,96.87
2344.00,96.87
2343.00,96.87
2342.00,96.87
2341.00,96.86
2340.00,96.87
2339.00,96.88
2338.00,96.88
2337.00,96.86
2336.00,96.84
2335.00,96.85
2334.00,96.88
2333.00,96.89
2332.00,96.86
2331.00,96.81
2330.00,96.79
2329.00,96.80
2328.00,96.80
2327.00,96.79
2326.00,96.76
2325.00,96.71
2324.00,96.67
2323.00,96.64
2322.00,96.62
2321.00,96.61
2320.00,96.61
2319.00,96.62
2318.00,96.65
2317.00,96.66
2316.00,96.67
2315.00,96.66
2314.00,96.66
2313.00,96.66
2312.00,96.65
2311.00,96.64
2310.00,96.62
2309.00,96.60
2308.00,96.58
2307.00,96.57
2306.00,96.56
2305.00,96.55
2304.00,96.55
2303.00,96.55
2302.00,96.54
2301.00,96.53
2300.00,96.50
2299.00,96.47
2298.00,96.45
2297.00,96.44
2296.00,96.42
2295.00,96.39
2294.00,96.35
2293.00,96.31
2292.00,96.28
2291.00,96.27
2290.00,96.27
2289.00,96.28
2288.00,96.27
2287.00,96.25
2286.00,96.22
2285.00,96.17
2284.00,96.14
2283.00,96.12
2282.00,96.13
2281.00,96.15
2280.00,96.16
2279.00,96.15
2278.00,96.13
2277.00,96.11
2276.00,96.10
2275.00,96.10
2274.00,96.11
2273.00,96.12
2272.00,96.13
2271.00,96.12
2270.00,96.10
2269.00,96.05
2268.00,95.99
2267.00,95.96
2266.00,95.96
2265.00,95.98
2264.00,95.99
2263.00,95.96
2262.00,95.90
2261.00,95.84
2260.00,95.78
2259.00,95.71
2258.00,95.62
2257.00,95.51
2256.00,95.40
2255.00,95.30
2254.00,95.19
2253.00,95.07
2252.00,94.93
2251.00,94.75
2250.00,94.56
2249.00,94.38
2248.00,94.21
2247.00,94.05
2246.00,93.90
2245.00,93.75
2244.00,93.62
2243.00,93.54
2242.00,93.52
2241.00,93.58
2240.00,93.70
2239.00,93.87
2238.00,94.08
2237.00,94.30
2236.00,94.53
2235.00,94.74
2234.00,94.91
2233.00,95.04
2232.00,95.14
2231.00,95.24
2230.00,95.32
2229.00,95.37
2228.00,95.40
2227.00,95.41
2226.00,95.41
2225.00,95.39
2224.00,95.38
2223.00,95.38
2222.00,95.40
2221.00,95.42
2220.00,95.44
2219.00,95.45
2218.00,95.44
2217.00,95.42
2216.00,95.38
2215.00,95.33
2214.00,95.31
2213.00,95.31
2212.00,95.35
2211.00,95.44
2210.00,95.53
2209.00,95.58
2208.00,95.56
2207.00,95.48
2206.00,95.39
2205.00,95.34
2204.00,95.31
2203.00,95.30
2202.00,95.28
2201.00,95.27
2200.00,95.25
2199.00,95.24
2198.00,95.23
2197.00,95.22
2196.00,95.22
2195.00,95.24
2194.00,95.27
2193.00,95.28
2192.00,95.26
2191.00,95.20
2190.00,95.13
2189.00,95.09
2188.00,95.10
2187.00,95.14
2186.00,95.17
2185.00,95.15
2184.00,95.10
2183.00,95.06
2182.00,95.05
2181.00,95.08
2180.00,95.12
2179.00,95.16
2178.00,95.17
2177.00,95.17
2176.00,95.17
2175.00,95.17
2174.00,95.18
2173.00,95.16
2172.00,95.11
2171.00,95.05
2170.00,94.99
2169.00,94.95
2168.00,94.92
2167.00,94.89
2166.00,94.84
2165.00,94.76
2164.00,94.68
2163.00,94.63
2162.00,94.60
2161.00,94.62
2160.00,94.69
2159.00,94.79
2158.00,94.92
2157.00,95.07
2156.00,95.20
2155.00,95.31
2154.00,95.35
2153.00,95.32
2152.00,95.27
2151.00,95.22
2150.00,95.21
2149.00,95.23
2148.00,95.28
2147.00,95.34
2146.00,95.39
2145.00,95.42
2144.00,95.46
2143.00,95.51
2142.00,95.59
2141.00,95.67
2140.00,95.74
2139.00,95.76
2138.00,95.74
2137.00,95.71
2136.00,95.71
2135.00,95.75
2134.00,95.82
2133.00,95.87
2132.00,95.91
2131.00,95.92
2130.00,95.93
2129.00,95.91
2128.00,95.88
2127.00,95.86
2126.00,95.87
2125.00,95.89
2124.00,95.92
2123.00,95.94
2122.00,95.95
2121.00,95.95
2120.00,95.93
2119.00,95.91
2118.00,95.88
2117.00,95.86
2116.00,95.85
2115.00,95.84
2114.00,95.83
2113.00,95.83
2112.00,95.82
2111.00,95.81
2110.00,95.80
2109.00,95.79
2108.00,95.79
2107.00,95.79
2106.00,95.79
2105.00,95.78
2104.00,95.75
2103.00,95.70
2102.00,95.68
2101.00,95.68
2100.00,95.70
2099.00,95.73
2098.00,95.76
2097.00,95.80
2096.00,95.83
2095.00,95.86
2094.00,95.88
2093.00,95.87
2092.00,95.86
2091.00,95.85
2090.00,95.86
2089.00,95.88
2088.00,95.90
2087.00,95.90
2086.00,95.87
2085.00,95.82
2084.00,95.77
2083.00,95.74
2082.00,95.72
2081.00,95.72
2080.00,95.70
2079.00,95.68
2078.00,95.67
2077.00,95.69
2076.00,95.71
2075.00,95.70
2074.00,95.67
2073.00,95.65
2072.00,95.66
2071.00,95.67
2070.00,95.66
2069.00,95.63
2068.00,95.62
2067.00,95.62
2066.00,95.63
2065.00,95.65
2064.00,95.67
2063.00,95.68
2062.00,95.69
2061.00,95.69
2060.00,95.70
2059.00,95.69
2058.00,95.68
2057.00,95.67
2056.00,95.64
2055.00,95.60
2054.00,95.55
2053.00,95.48
2052.00,95.41
2051.00,95.32
2050.00,95.27
2049.00,95.26
2048.00,95.27
2047.00,95.29
2046.00,95.29
2045.00,95.28
2044.00,95.28
2043.00,95.28
2042.00,95.26
2041.00,95.24
2040.00,95.22
2039.00,95.20
2038.00,95.16
2037.00,95.10
2036.00,95.04
2035.00,94.98
2034.00,94.95
2033.00,94.94
2032.00,94.95
2031.00,94.95
2030.00,94.94
2029.00,94.94
2028.00,94.96
2027.00,95.01
2026.00,95.07
2025.00,95.10
2024.00,95.09
2023.00,95.07
2022.00,95.03
2021.00,95.00
2020.00,94.99
2019.00,94.98
2018.00,94.98
2017.00,94.98
2016.00,94.99
2015.00,95.01
2014.00,95.03
2013.00,95.03
2012.00,95.02
2011.00,95.01
2010.00,95.02
2009.00,95.07
2008.00,95.12
2007.00,95.15
2006.00,95.17
2005.00,95.18
2004.00,95.20
2003.00,95.23
2002.00,95.26
2001.00,95.28
2000.00,95.30
1999.00,95.33
1998.00,95.36
1997.00,95.39
1996.00,95.40
1995.00,95.41
1994.00,95.41
1993.00,95.41
1992.00,95.37
1991.00,95.31
1990.00,95.23
1989.00,95.17
1988.00,95.13
1987.00,95.12
1986.00,95.11
1985.00,95.09
1984.00,95.04
1983.00,94.99
1982.00,94.97
1981.00,95.00
1980.00,95.05
1979.00,95.07
1978.00,95.08
1977.00,95.08
1976.00,95.10
1975.00,95.12
1974.00,95.12
1973.00,95.11
1972.00,95.12
1971.00,95.15
1970.00,95.21
1969.00,95.26
1968.00,95.30
1967.00,95.32
1966.00,95.32
1965.00,95.31
1964.00,95.28
1963.00,95.25
1962.00,95.26
1961.00,95.30
1960.00,95.37
1959.00,95.42
1958.00,95.44
1957.00,95.46
1956.00,95.49
1955.00,95.53
1954.00,95.57
1953.00,95.63
1952.00,95.68
1951.00,95.71
1950.00,95.71
1949.00,95.69
1948.00,95.67
1947.00,95.64
1946.00,95.63
1945.00,95.64
1944.00,95.70
1943.00,95.75
1942.00,95.75
1941.00,95.72
1940.00,95.70
1939.00,95.71
1938.00,95.74
1937.00,95.76
1936.00,95.75
1935.00,95.73
1934.00,95.75
1933.00,95.79
1932.00,95.85
1931.00,95.89
1930.00,95.90
1929.00,95.89
1928.00,95.88
1927.00,95.89
1926.00,95.90
1925.00,95.92
1924.00,95.92
1923.00,95.92
1922.00,95.92
1921.00,95.95
1920.00,95.98
1919.00,96.00
1918.00,95.99
1917.00,95.96
1916.00,95.95
1915.00,95.94
1914.00,95.93
1913.00,95.93
1912.00,95.94
1911.00,95.96
1910.00,95.99
1909.00,96.02
1908.00,96.05
1907.00,96.06
1906.00,96.07
1905.00,96.08
1904.00,96.08
1903.00,96.07
1902.00,96.05
1901.00,96.05
1900.00,96.07
1899.00,96.10
1898.00,96.11
1897.00,96.11
1896.00,96.11
1895.00,96.10
1894.00,96.08
1893.00,96.04
1892.00,96.00
1891.00,95.99
1890.00,96.00
1889.00,96.01
1888.00,96.03
1887.00,96.04
1886.00,96.07
1885.00,96.12
1884.00,96.16
1883.00,96.18
1882.00,96.17
1881.00,96.15
1880.00,96.14
1879.00,96.14
1878.00,96.13
1877.00,96.11
1876.00,96.10
1875.00,96.09
1874.00,96.08
1873.00,96.09
1872.00,96.10
1871.00,96.13
1870.00,96.16
1869.00,96.19
1868.00,96.21
1867.00,96.22
1866.00,96.22
1865.00,96.21
1864.00,96.19
1863.00,96.19
1862.00,96.20
1861.00,96.20
1860.00,96.21
1859.00,96.22
1858.00,96.23
1857.00,96.23
1856.00,96.22
1855.00,96.22
1854.00,96.21
1853.00,96.21
1852.00,96.22
1851.00,96.25
1850.00,96.27
1849.00,96.29
1848.00,96.28
1847.00,96.26
1846.00,96.24
1845.00,96.22
1844.00,96.21
1843.00,96.22
1842.00,96.24
1841.00,96.26
1840.00,96.26
1839.00,96.26
1838.00,96.26
1837.00,96.27
1836.00,96.29
1835.00,96.32
1834.00,96.34
1833.00,96.34
1832.00,96.32
1831.00,96.32
1830.00,96.33
1829.00,96.34
1828.00,96.35
1827.00,96.35
1826.00,96.34
1825.00,96.33
1824.00,96.33
1823.00,96.34
1822.00,96.37
1821.00,96.39
1820.00,96.39
1819.00,96.38
1818.00,96.36
1817.00,96.36
1816.00,96.37
1815.00,96.38
1814.00,96.40
1813.00,96.40
1812.00,96.40
1811.00,96.40
1810.00,96.41
1809.00,96.41
1808.00,96.41
1807.00,96.41
1806.00,96.41
1805.00,96.40
1804.00,96.40
1803.00,96.41
1802.00,96.42
1801.00,96.42
1800.00,96.42
1799.00,96.42
1798.00,96.42
1797.00,96.43
1796.00,96.44
1795.00,96.45
1794.00,96.46
1793.00,96.45
1792.00,96.44
1791.00,96.42
1790.00,96.41
1789.00,96.40
1788.00,96.41
1787.00,96.41
1786.00,96.42
1785.00,96.42
1784.00,96.43
1783.00,96.44
1782.00,96.44
1781.00,96.45
1780.00,96.45
1779.00,96.45
1778.00,96.45
1777.00,96.43
1776.00,96.42
1775.00,96.41
1774.00,96.40
1773.00,96.40
1772.00,96.40
1771.00,96.41
1770.00,96.41
1769.00,96.41
1768.00,96.40
1767.00,96.40
1766.00,96.40
1765.00,96.40
1764.00,96.39
1763.00,96.38
1762.00,96.36
1761.00,96.36
1760.00,96.35
1759.00,96.35
1758.00,96.34
1757.00,96.34
1756.00,96.35
1755.00,96.35
1754.00,96.36
1753.00,96.36
1752.00,96.35
1751.00,96.32
1750.00,96.29
1749.00,96.24
1748.00,96.20
1747.00,96.16
1746.00,96.14
1745.00,96.13
1744.00,96.13
1743.00,96.11
1742.00,96.09
1741.00,96.06
1740.00,96.02
1739.00,95.99
1738.00,95.96
1737.00,95.94
1736.00,95.94
1735.00,95.94
1734.00,95.95
1733.00,95.96
1732.00,95.96
1731.00,95.97
1730.00,95.98
1729.00,96.00
1728.00,96.01
1727.00,96.03
1726.00,96.06
1725.00,96.08
1724.00,96.10
1723.00,96.12
1722.00,96.14
1721.00,96.16
1720.00,96.17
1719.00,96.17
1718.00,96.17
1717.00,96.17
1716.00,96.17
1715.00,96.17
1714.00,96.18
1713.00,96.19
1712.00,96.20
1711.00,96.22
1710.00,96.23
1709.00,96.24
1708.00,96.24
1707.00,96.24
1706.00,96.25
1705.00,96.25
1704.00,96.26
1703.00,96.25
1702.00,96.25
1701.00,96.25
1700.00,96.25
1699.00,96.25
1698.00,96.24
1697.00,96.23
1696.00,96.23
1695.00,96.24
1694.00,96.23
1693.00,96.22
1692.00,96.21
1691.00,96.20
1690.00,96.19
1689.00,96.19
1688.00,96.20
1687.00,96.20
1686.00,96.20
1685.00,96.20
1684.00,96.19
1683.00,96.18
1682.00,96.17
1681.00,96.17
1680.00,96.18
1679.00,96.19
1678.00,96.20
1677.00,96.20
1676.00,96.19
1675.00,96.19
1674.00,96.19
1673.00,96.19
1672.00,96.19
1671.00,96.19
1670.00,96.18
1669.00,96.17
1668.00,96.17
1667.00,96.15
1666.00,96.14
1665.00,96.12
1664.00,96.11
1663.00,96.12
1662.00,96.13
1661.00,96.15
1660.00,96.15
1659.00,96.16
1658.00,96.16
1657.00,96.16
1656.00,96.16
1655.00,96.17
1654.00,96.16
1653.00,96.15
1652.00,96.15
1651.00,96.15
1650.00,96.15
1649.00,96.15
1648.00,96.14
1647.00,96.12
1646.00,96.10
1645.00,96.09
1644.00,96.08
1643.00,96.07
1642.00,96.07
1641.00,96.06
1640.00,96.05
1639.00,96.04
1638.00,96.03
1637.00,96.03
1636.00,96.03
1635.00,96.04
1634.00,96.04
1633.00,96.02
1632.00,96.00
1631.00,95.99
1630.00,95.99
1629.00,95.99
1628.00,95.98
1627.00,95.97
1626.00,95.96
1625.00,95.95
1624.00,95.94
1623.00,95.94
1622.00,95.94
1621.00,95.94
1620.00,95.94
1619.00,95.95
1618.00,95.96
1617.00,95.97
1616.00,95.99
1615.00,96.00
1614.00,96.00
1613.00,96.00
1612.00,96.01
1611.00,96.01
1610.00,96.01
1609.00,96.00
1608.00,96.00
1607.00,96.01
1606.00,96.02
1605.00,96.05
1604.00,96.06
1603.00,96.05
1602.00,96.03
1601.00,96.01
1600.00,96.00
1599.00,96.00
1598.00,96.00
1597.00,96.01
1596.00,96.03
1595.00,96.05
1594.00,96.08
1593.00,96.11
1592.00,96.14
1591.00,96.16
1590.00,96.17
1589.00,96.18
1588.00,96.19
1587.00,96.20
1586.00,96.20
1585.00,96.20
1584.00,96.20
1583.00,96.22
1582.00,96.25
1581.00,96.27
1580.00,96.27
1579.00,96.27
1578.00,96.27
1577.00,96.28
1576.00,96.30
1575.00,96.31
1574.00,96.31
1573.00,96.31
1572.00,96.32
1571.00,96.34
1570.00,96.35
1569.00,96.36
1568.00,96.36
1567.00,96.35
1566.00,96.35
1565.00,96.34
1564.00,96.34
1563.00,96.34
1562.00,96.35
1561.00,96.36
1560.00,96.39
1559.00,96.43
1558.00,96.45
1557.00,96.43
1556.00,96.39
1555.00,96.36
1554.00,96.34
1553.00,96.34
1552.00,96.34
1551.00,96.33
1550.00,96.32
1549.00,96.31
1548.00,96.30
1547.00,96.30
1546.00,96.29
1545.00,96.28
1544.00,96.26
1543.00,96.25
1542.00,96.25
1541.00,96.24
1540.00,96.22
1539.00,96.22
1538.00,96.23
1537.00,96.23
1536.00,96.23
1535.00,96.23
1534.00,96.23
1533.00,96.23
1532.00,96.22
1531.00,96.22
1530.00,96.23
1529.00,96.23
1528.00,96.23
1527.00,96.22
1526.00,96.22
1525.00,96.22
1524.00,96.24
1523.00,96.24
1522.00,96.25
1521.00,96.25
1520.00,96.25
1519.00,96.25
1518.00,96.26
1517.00,96.27
1516.00,96.27
1515.00,96.27
1514.00,96.27
1513.00,96.27
1512.00,96.27
1511.00,96.27
1510.00,96.28
1509.00,96.30
1508.00,96.32
1507.00,96.32
1506.00,96.30
1505.00,96.28
1504.00,96.25
1503.00,96.23
1502.00,96.21
1501.00,96.19
1500.00,96.17
1499.00,96.15
1498.00,96.13
1497.00,96.12
1496.00,96.13
1495.00,96.14
1494.00,96.17
1493.00,96.20
1492.00,96.22
1491.00,96.24
1490.00,96.23
1489.00,96.22
1488.00,96.21
1487.00,96.21
1486.00,96.22
1485.00,96.22
1484.00,96.21
1483.00,96.22
1482.00,96.23
1481.00,96.23
1480.00,96.23
1479.00,96.22
1478.00,96.20
1477.00,96.17
1476.00,96.14
1475.00,96.11
1474.00,96.11
1473.00,96.11
1472.00,96.10
1471.00,96.07
1470.00,96.04
1469.00,96.01
1468.00,95.98
1467.00,95.95
1466.00,95.89
1465.00,95.81
1464.00,95.72
1463.00,95.63
1462.00,95.53
1461.00,95.41
1460.00,95.25
1459.00,95.06
1458.00,94.80
1457.00,94.49
1456.00,94.22
1455.00,94.03
1454.00,93.89
1453.00,93.76
1452.00,93.65
1451.00,93.55
1450.00,93.49
1449.00,93.45
1448.00,93.44
1447.00,93.45
1446.00,93.46
1445.00,93.48
1444.00,93.49
1443.00,93.51
1442.00,93.53
1441.00,93.55
1440.00,93.57
1439.00,93.58
1438.00,93.61
1437.00,93.65
1436.00,93.70
1435.00,93.77
1434.00,93.83
1433.00,93.88
1432.00,93.94
1431.00,94.03
1430.00,94.13
1429.00,94.24
1428.00,94.34
1427.00,94.45
1426.00,94.55
1425.00,94.65
1424.00,94.75
1423.00,94.84
1422.00,94.92
1421.00,94.99
1420.00,95.07
1419.00,95.15
1418.00,95.22
1417.00,95.28
1416.00,95.32
1415.00,95.36
1414.00,95.41
1413.00,95.46
1412.00,95.50
1411.00,95.53
1410.00,95.56
1409.00,95.58
1408.00,95.59
1407.00,95.60
1406.00,95.61
1405.00,95.62
1404.00,95.65
1403.00,95.66
1402.00,95.67
1401.00,95.66
1400.00,95.65
1399.00,95.65
1398.00,95.65
1397.00,95.66
1396.00,95.67
1395.00,95.69
1394.00,95.71
1393.00,95.73
1392.00,95.74
1391.00,95.74
1390.00,95.73
1389.00,95.71
1388.00,95.68
1387.00,95.65
1386.00,95.62
1385.00,95.60
1384.00,95.58
1383.00,95.56
1382.00,95.54
1381.00,95.52
1380.00,95.49
1379.00,95.46
1378.00,95.43
1377.00,95.40
1376.00,95.37
1375.00,95.33
1374.00,95.29
1373.00,95.25
1372.00,95.23
1371.00,95.20
1370.00,95.19
1369.00,95.17
1368.00,95.15
1367.00,95.12
1366.00,95.08
1365.00,95.05
1364.00,95.01
1363.00,94.97
1362.00,94.95
1361.00,94.93
1360.00,94.92
1359.00,94.91
1358.00,94.90
1357.00,94.90
1356.00,94.90
1355.00,94.90
1354.00,94.90
1353.00,94.89
1352.00,94.90
1351.00,94.91
1350.00,94.93
1349.00,94.96
1348.00,94.98
1347.00,95.01
1346.00,95.03
1345.00,95.06
1344.00,95.09
1343.00,95.12
1342.00,95.16
1341.00,95.19
1340.00,95.22
1339.00,95.24
1338.00,95.27
1337.00,95.29
1336.00,95.31
1335.00,95.31
1334.00,95.30
1333.00,95.30
1332.00,95.32
1331.00,95.34
1330.00,95.36
1329.00,95.38
1328.00,95.39
1327.00,95.38
1326.00,95.38
1325.00,95.37
1324.00,95.37
1323.00,95.37
1322.00,95.38
1321.00,95.39
1320.00,95.39
1319.00,95.38
1318.00,95.37
1317.00,95.36
1316.00,95.36
1315.00,95.36
1314.00,95.37
1313.00,95.37
1312.00,95.36
1311.00,95.35
1310.00,95.34
1309.00,95.33
1308.00,95.33
1307.00,95.33
1306.00,95.33
1305.00,95.32
1304.00,95.30
1303.00,95.27
1302.00,95.25
1301.00,95.25
1300.00,95.25
1299.00,95.26
1298.00,95.27
1297.00,95.28
1296.00,95.28
1295.00,95.28
1294.00,95.28
1293.00,95.27
1292.00,95.27
1291.00,95.28
1290.00,95.27
1289.00,95.27
1288.00,95.25
1287.00,95.24
1286.00,95.24
1285.00,95.23
1284.00,95.23
1283.00,95.22
1282.00,95.22
1281.00,95.22
1280.00,95.21
1279.00,95.19
1278.00,95.16
1277.00,95.14
1276.00,95.13
1275.00,95.12
1274.00,95.11
1273.00,95.09
1272.00,95.07
1271.00,95.03
1270.00,95.00
1269.00,94.96
1268.00,94.92
1267.00,94.89
1266.00,94.85
1265.00,94.82
1264.00,94.79
1263.00,94.77
1262.00,94.74
1261.00,94.71
1260.00,94.68
1259.00,94.64
1258.00,94.62
1257.00,94.59
1256.00,94.55
1255.00,94.50
1254.00,94.46
1253.00,94.43
1252.00,94.40
1251.00,94.37
1250.00,94.34
1249.00,94.30
1248.00,94.27
1247.00,94.24
1246.00,94.22
1245.00,94.19
1244.00,94.17
1243.00,94.17
1242.00,94.18
1241.00,94.20
1240.00,94.21
1239.00,94.22
1238.00,94.24
1237.00,94.25
1236.00,94.27
1235.00,94.29
1234.00,94.31
1233.00,94.32
1232.00,94.34
1231.00,94.36
1230.00,94.38
1229.00,94.41
1228.00,94.42
1227.00,94.43
1226.00,94.43
1225.00,94.43
1224.00,94.42
1223.00,94.42
1222.00,94.43
1221.00,94.44
1220.00,94.47
1219.00,94.50
1218.00,94.54
1217.00,94.56
1216.00,94.58
1215.00,94.59
1214.00,94.60
1213.00,94.63
1212.00,94.67
1211.00,94.71
1210.00,94.74
1209.00,94.76
1208.00,94.77
1207.00,94.78
1206.00,94.79
1205.00,94.78
1204.00,94.77
1203.00,94.75
1202.00,94.74
1201.00,94.73
1200.00,94.73
1199.00,94.73
1198.00,94.73
1197.00,94.74
1196.00,94.76
1195.00,94.78
1194.00,94.80
1193.00,94.81
1192.00,94.81
1191.00,94.81
1190.00,94.80
1189.00,94.80
1188.00,94.80
1187.00,94.79
1186.00,94.77
1185.00,94.74
1184.00,94.71
1183.00,94.70
1182.00,94.69
1181.00,94.70
1180.00,94.71
1179.00,94.71
1178.00,94.71
1177.00,94.70
1176.00,94.70
1175.00,94.69
1174.00,94.69
1173.00,94.69
1172.00,94.71
1171.00,94.73
1170.00,94.75
1169.00,94.76
1168.00,94.76
1167.00,94.76
1166.00,94.75
1165.00,94.74
1164.00,94.74
1163.00,94.75
1162.00,94.77
1161.00,94.79
1160.00,94.80
1159.00,94.80
1158.00,94.81
1157.00,94.83
1156.00,94.88
1155.00,94.92
1154.00,94.96
1153.00,94.99
1152.00,95.01
1151.00,95.03
1150.00,95.04
1149.00,95.04
1148.00,95.04
1147.00,95.05
1146.00,95.07
1145.00,95.10
1144.00,95.13
1143.00,95.15
1142.00,95.15
1141.00,95.16
1140.00,95.17
1139.00,95.18
1138.00,95.19
1137.00,95.18
1136.00,95.16
1135.00,95.13
1134.00,95.10
1133.00,95.06
1132.00,95.02
1131.00,94.99
1130.00,94.96
1129.00,94.93
1128.00,94.88
1127.00,94.82
1126.00,94.76
1125.00,94.69
1124.00,94.63
1123.00,94.58
1122.00,94.56
1121.00,94.55
1120.00,94.53
1119.00,94.51
1118.00,94.48
1117.00,94.45
1116.00,94.43
1115.00,94.42
1114.00,94.43
1113.00,94.43
1112.00,94.41
1111.00,94.36
1110.00,94.29
1109.00,94.23
1108.00,94.17
1107.00,94.11
1106.00,94.04
1105.00,93.96
1104.00,93.91
1103.00,93.89
1102.00,93.88
1101.00,93.88
1100.00,93.88
1099.00,93.87
1098.00,93.84
1097.00,93.80
1096.00,93.76
1095.00,93.73
1094.00,93.69
1093.00,93.65
1092.00,93.62
1091.00,93.62
1090.00,93.62
1089.00,93.60
1088.00,93.55
1087.00,93.51
1086.00,93.48
1085.00,93.46
1084.00,93.44
1083.00,93.40
1082.00,93.35
1081.00,93.29
1080.00,93.23
1079.00,93.19
1078.00,93.17
1077.00,93.16
1076.00,93.14
1075.00,93.11
1074.00,93.05
1073.00,92.98
1072.00,92.93
1071.00,92.91
1070.00,92.90
1069.00,92.91
1068.00,92.92
1067.00,92.92
1066.00,92.92
1065.00,92.90
1064.00,92.89
1063.00,92.89
1062.00,92.92
1061.00,92.95
1060.00,93.00
1059.00,93.04
1058.00,93.09
1057.00,93.13
1056.00,93.14
1055.00,93.14
1054.00,93.14
1053.00,93.16
1052.00,93.20
1051.00,93.25
1050.00,93.31
1049.00,93.37
1048.00,93.41
1047.00,93.43
1046.00,93.45
1045.00,93.46
1044.00,93.47
1043.00,93.49
1042.00,93.53
1041.00,93.57
1040.00,93.58
1039.00,93.57
1038.00,93.55
1037.00,93.55
1036.00,93.56
1035.00,93.56
1034.00,93.56
1033.00,93.53
1032.00,93.50
1031.00,93.46
1030.00,93.43
1029.00,93.43
1028.00,93.45
1027.00,93.50
1026.00,93.55
1025.00,93.60
1024.00,93.65
1023.00,93.73
1022.00,93.83
1021.00,93.92
1020.00,93.99
1019.00,94.03
1018.00,94.07
1017.00,94.10
1016.00,94.13
1015.00,94.14
1014.00,94.16
1013.00,94.19
1012.00,94.21
1011.00,94.23
1010.00,94.22
1009.00,94.19
1008.00,94.15
1007.00,94.10
1006.00,94.07
1005.00,94.04
1004.00,94.05
1003.00,94.08
1002.00,94.13
1001.00,94.20
1000.00,94.26
999.00,94.31
998.00,94.35
997.00,94.39
996.00,94.42
995.00,94.44
994.00,94.45
993.00,94.46
992.00,94.47
991.00,94.47
990.00,94.47
989.00,94.47
988.00,94.47
987.00,94.49
986.00,94.52
985.00,94.54
984.00,94.56
983.00,94.56
982.00,94.56
981.00,94.56
980.00,94.57
979.00,94.58
978.00,94.59
977.00,94.60
976.00,94.60
975.00,94.59
974.00,94.57
973.00,94.57
972.00,94.57
971.00,94.57
970.00,94.57
969.00,94.58
968.00,94.59
967.00,94.59
966.00,94.57
965.00,94.56
964.00,94.55
963.00,94.56
962.00,94.58
961.00,94.59
960.00,94.60
959.00,94.60
958.00,94.59
957.00,94.58
956.00,94.57
955.00,94.56
954.00,94.56
953.00,94.57
952.00,94.58
951.00,94.59
950.00,94.60
949.00,94.60
948.00,94.60
947.00,94.59
946.00,94.57
945.00,94.55
944.00,94.53
943.00,94.53
942.00,94.54
941.00,94.57
940.00,94.61
939.00,94.62
938.00,94.62
937.00,94.60
936.00,94.58
935.00,94.58
934.00,94.61
933.00,94.64
932.00,94.66
931.00,94.65
930.00,94.63
929.00,94.63
928.00,94.65
927.00,94.67
926.00,94.67
925.00,94.67
924.00,94.67
923.00,94.67
922.00,94.67
921.00,94.67
920.00,94.68
919.00,94.70
918.00,94.72
917.00,94.75
916.00,94.75
915.00,94.74
914.00,94.72
913.00,94.72
912.00,94.73
911.00,94.74
910.00,94.75
909.00,94.75
908.00,94.76
907.00,94.76
906.00,94.76
905.00,94.75
904.00,94.76
903.00,94.77
902.00,94.79
901.00,94.80
900.00,94.80
899.00,94.80
898.00,94.79
