Created as New Dataset,59 Modacrylic Hoechst Dolan 88 
cm-1,%T
2470.00,97.68
2469.00,97.69
2468.00,97.68
2467.00,97.65
2466.00,97.63
2465.00,97.64
2464.00,97.66
2463.00,97.69
2462.00,97.71
2461.00,97.70
2460.00,97.69
2459.00,97.68
2458.00,97.67
2457.00,97.67
2456.00,97.67
2455.00,97.64
2454.00,97.61
2453.00,97.60
2452.00,97.60
2451.00,97.61
2450.00,97.61
2449.00,97.61
2448.00,97.61
2447.00,97.61
2446.00,97.63
2445.00,97.64
2444.00,97.63
2443.00,97.61
2442.00,97.59
2441.00,97.59
2440.00,97.60
2439.00,97.61
2438.00,97.62
2437.00,97.61
2436.00,97.61
2435.00,97.61
2434.00,97.61
2433.00,97.60
2432.00,97.59
2431.00,97.59
2430.00,97.60
2429.00,97.63
2428.00,97.67
2427.00,97.70
2426.00,97.72
2425.00,97.73
2424.00,97.70
2423.00,97.67
2422.00,97.65
2421.00,97.65
2420.00,97.66
2419.00,97.70
2418.00,97.73
2417.00,97.75
2416.00,97.76
2415.00,97.75
2414.00,97.73
2413.00,97.72
2412.00,97.72
2411.00,97.73
2410.00,97.74
2409.00,97.74
2408.00,97.73
2407.00,97.73
2406.00,97.74
2405.00,97.75
2404.00,97.77
2403.00,97.79
2402.00,97.82
2401.00,97.83
2400.00,97.82
2399.00,97.80
2398.00,97.78
2397.00,97.78
2396.00,97.78
2395.00,97.79
2394.00,97.80
2393.00,97.81
2392.00,97.81
2391.00,97.80
2390.00,97.80
2389.00,97.79
2388.00,97.79
2387.00,97.80
2386.00,97.83
2385.00,97.87
2384.00,97.90
2383.00,97.92
2382.00,97.92
2381.00,97.93
2380.00,97.93
2379.00,97.93
2378.00,97.94
2377.00,97.96
2376.00,97.99
2375.00,98.01
2374.00,98.01
2373.00,98.00
2372.00,97.98
2371.00,97.98
2370.00,97.97
2369.00,97.97
2368.00,97.98
2367.00,98.00
2366.00,98.02
2365.00,98.04
2364.00,98.05
2363.00,98.05
2362.00,98.05
2361.00,98.05
2360.00,98.02
2359.00,97.96
2358.00,97.92
2357.00,97.92
2356.00,97.94
2355.00,97.97
2354.00,98.01
2353.00,98.05
2352.00,98.09
2351.00,98.12
2350.00,98.14
2349.00,98.18
2348.00,98.24
2347.00,98.30
2346.00,98.31
2345.00,98.25
2344.00,98.18
2343.00,98.14
2342.00,98.11
2341.00,98.06
2340.00,98.00
2339.00,97.95
2338.00,97.94
2337.00,97.97
2336.00,98.00
2335.00,98.01
2334.00,97.98
2333.00,97.93
2332.00,97.90
2331.00,97.89
2330.00,97.89
2329.00,97.88
2328.00,97.84
2327.00,97.79
2326.00,97.73
2325.00,97.67
2324.00,97.63
2323.00,97.60
2322.00,97.57
2321.00,97.56
2320.00,97.58
2319.00,97.61
2318.00,97.62
2317.00,97.63
2316.00,97.65
2315.00,97.66
2314.00,97.67
2313.00,97.67
2312.00,97.66
2311.00,97.65
2310.00,97.63
2309.00,97.61
2308.00,97.58
2307.00,97.56
2306.00,97.57
2305.00,97.59
2304.00,97.61
2303.00,97.63
2302.00,97.64
2301.00,97.62
2300.00,97.59
2299.00,97.56
2298.00,97.53
2297.00,97.52
2296.00,97.52
2295.00,97.52
2294.00,97.51
2293.00,97.48
2292.00,97.45
2291.00,97.42
2290.00,97.40
2289.00,97.39
2288.00,97.39
2287.00,97.38
2286.00,97.37
2285.00,97.36
2284.00,97.36
2283.00,97.37
2282.00,97.36
2281.00,97.33
2280.00,97.28
2279.00,97.24
2278.00,97.23
2277.00,97.23
2276.00,97.24
2275.00,97.25
2274.00,97.27
2273.00,97.26
2272.00,97.23
2271.00,97.17
2270.00,97.11
2269.00,97.10
2268.00,97.13
2267.00,97.15
2266.00,97.16
2265.00,97.12
2264.00,97.05
2263.00,96.97
2262.00,96.91
2261.00,96.85
2260.00,96.80
2259.00,96.72
2258.00,96.60
2257.00,96.45
2256.00,96.29
2255.00,96.16
2254.00,96.02
2253.00,95.87
2252.00,95.70
2251.00,95.53
2250.00,95.38
2249.00,95.26
2248.00,95.16
2247.00,95.05
2246.00,94.93
2245.00,94.84
2244.00,94.82
2243.00,94.87
2242.00,94.97
2241.00,95.08
2240.00,95.20
2239.00,95.34
2238.00,95.51
2237.00,95.71
2236.00,95.93
2235.00,96.14
2234.00,96.33
2233.00,96.48
2232.00,96.59
2231.00,96.66
2230.00,96.71
2229.00,96.75
2228.00,96.76
2227.00,96.77
2226.00,96.76
2225.00,96.76
2224.00,96.76
2223.00,96.76
2222.00,96.75
2221.00,96.74
2220.00,96.74
2219.00,96.73
2218.00,96.71
2217.00,96.68
2216.00,96.68
2215.00,96.70
2214.00,96.72
2213.00,96.71
2212.00,96.70
2211.00,96.74
2210.00,96.79
2209.00,96.82
2208.00,96.79
2207.00,96.75
2206.00,96.74
2205.00,96.76
2204.00,96.74
2203.00,96.70
2202.00,96.67
2201.00,96.69
2200.00,96.74
2199.00,96.76
2198.00,96.70
2197.00,96.61
2196.00,96.52
2195.00,96.45
2194.00,96.39
2193.00,96.36
2192.00,96.35
2191.00,96.36
2190.00,96.38
2189.00,96.37
2188.00,96.35
2187.00,96.32
2186.00,96.31
2185.00,96.34
2184.00,96.38
2183.00,96.40
2182.00,96.40
2181.00,96.39
2180.00,96.37
2179.00,96.36
2178.00,96.37
2177.00,96.40
2176.00,96.44
2175.00,96.47
2174.00,96.47
2173.00,96.47
2172.00,96.45
2171.00,96.42
2170.00,96.36
2169.00,96.30
2168.00,96.26
2167.00,96.23
2166.00,96.21
2165.00,96.17
2164.00,96.11
2163.00,96.02
2162.00,95.95
2161.00,95.93
2160.00,96.01
2159.00,96.16
2158.00,96.35
2157.00,96.50
2156.00,96.60
2155.00,96.61
2154.00,96.57
2153.00,96.54
2152.00,96.54
2151.00,96.58
2150.00,96.62
2149.00,96.66
2148.00,96.71
2147.00,96.77
2146.00,96.82
2145.00,96.85
2144.00,96.88
2143.00,96.90
2142.00,96.90
2141.00,96.89
2140.00,96.89
2139.00,96.90
2138.00,96.93
2137.00,96.99
2136.00,97.05
2135.00,97.12
2134.00,97.17
2133.00,97.21
2132.00,97.22
2131.00,97.21
2130.00,97.19
2129.00,97.16
2128.00,97.16
2127.00,97.17
2126.00,97.18
2125.00,97.19
2124.00,97.18
2123.00,97.16
2122.00,97.14
2121.00,97.13
2120.00,97.13
2119.00,97.14
2118.00,97.15
2117.00,97.16
2116.00,97.15
2115.00,97.15
2114.00,97.17
2113.00,97.20
2112.00,97.24
2111.00,97.25
2110.00,97.24
2109.00,97.23
2108.00,97.21
2107.00,97.18
2106.00,97.14
2105.00,97.10
2104.00,97.09
2103.00,97.10
2102.00,97.11
2101.00,97.12
2100.00,97.12
2099.00,97.12
2098.00,97.12
2097.00,97.12
2096.00,97.14
2095.00,97.18
2094.00,97.22
2093.00,97.24
2092.00,97.24
2091.00,97.22
2090.00,97.19
2089.00,97.16
2088.00,97.13
2087.00,97.13
2086.00,97.15
2085.00,97.18
2084.00,97.20
2083.00,97.19
2082.00,97.17
2081.00,97.14
2080.00,97.10
2079.00,97.07
2078.00,97.04
2077.00,97.02
2076.00,97.01
2075.00,97.00
2074.00,97.00
2073.00,96.99
2072.00,96.99
2071.00,96.99
2070.00,97.01
2069.00,97.02
2068.00,97.01
2067.00,97.00
2066.00,96.98
2065.00,96.96
2064.00,96.94
2063.00,96.93
2062.00,96.94
2061.00,96.96
2060.00,96.97
2059.00,96.96
2058.00,96.94
2057.00,96.92
2056.00,96.91
2055.00,96.90
2054.00,96.89
2053.00,96.87
2052.00,96.84
2051.00,96.81
2050.00,96.78
2049.00,96.76
2048.00,96.73
2047.00,96.69
2046.00,96.64
2045.00,96.59
2044.00,96.53
2043.00,96.49
2042.00,96.45
2041.00,96.43
2040.00,96.42
2039.00,96.40
2038.00,96.37
2037.00,96.34
2036.00,96.32
2035.00,96.32
2034.00,96.30
2033.00,96.27
2032.00,96.23
2031.00,96.19
2030.00,96.18
2029.00,96.18
2028.00,96.21
2027.00,96.26
2026.00,96.31
2025.00,96.32
2024.00,96.29
2023.00,96.27
2022.00,96.30
2021.00,96.38
2020.00,96.44
2019.00,96.44
2018.00,96.40
2017.00,96.37
2016.00,96.37
2015.00,96.42
2014.00,96.49
2013.00,96.55
2012.00,96.60
2011.00,96.62
2010.00,96.62
2009.00,96.61
2008.00,96.60
2007.00,96.61
2006.00,96.62
2005.00,96.60
2004.00,96.57
2003.00,96.55
2002.00,96.56
2001.00,96.58
2000.00,96.61
1999.00,96.64
1998.00,96.66
1997.00,96.67
1996.00,96.67
1995.00,96.67
1994.00,96.65
1993.00,96.63
1992.00,96.59
1991.00,96.57
1990.00,96.58
1989.00,96.61
1988.00,96.64
1987.00,96.66
1986.00,96.66
1985.00,96.63
1984.00,96.59
1983.00,96.51
1982.00,96.39
1981.00,96.28
1980.00,96.21
1979.00,96.22
1978.00,96.28
1977.00,96.36
1976.00,96.41
1975.00,96.43
1974.00,96.47
1973.00,96.53
1972.00,96.61
1971.00,96.67
1970.00,96.69
1969.00,96.68
1968.00,96.68
1967.00,96.69
1966.00,96.72
1965.00,96.73
1964.00,96.74
1963.00,96.75
1962.00,96.79
1961.00,96.84
1960.00,96.89
1959.00,96.91
1958.00,96.93
1957.00,96.93
1956.00,96.94
1955.00,96.94
1954.00,96.95
1953.00,96.98
1952.00,97.03
1951.00,97.08
1950.00,97.10
1949.00,97.10
1948.00,97.09
1947.00,97.08
1946.00,97.09
1945.00,97.09
1944.00,97.08
1943.00,97.07
1942.00,97.07
1941.00,97.10
1940.00,97.15
1939.00,97.20
1938.00,97.23
1937.00,97.23
1936.00,97.22
1935.00,97.20
1934.00,97.21
1933.00,97.22
1932.00,97.22
1931.00,97.21
1930.00,97.20
1929.00,97.21
1928.00,97.25
1927.00,97.29
1926.00,97.31
1925.00,97.32
1924.00,97.31
1923.00,97.29
1922.00,97.27
1921.00,97.28
1920.00,97.31
1919.00,97.36
1918.00,97.40
1917.00,97.42
1916.00,97.41
1915.00,97.40
1914.00,97.38
1913.00,97.38
1912.00,97.38
1911.00,97.38
1910.00,97.40
1909.00,97.43
1908.00,97.45
1907.00,97.45
1906.00,97.44
1905.00,97.43
1904.00,97.44
1903.00,97.46
1902.00,97.47
1901.00,97.47
1900.00,97.48
1899.00,97.49
1898.00,97.49
1897.00,97.48
1896.00,97.46
1895.00,97.44
1894.00,97.44
1893.00,97.45
1892.00,97.47
1891.00,97.49
1890.00,97.50
1889.00,97.50
1888.00,97.50
1887.00,97.51
1886.00,97.53
1885.00,97.55
1884.00,97.57
1883.00,97.57
1882.00,97.57
1881.00,97.56
1880.00,97.55
1879.00,97.54
1878.00,97.53
1877.00,97.55
1876.00,97.57
1875.00,97.59
1874.00,97.58
1873.00,97.55
1872.00,97.54
1871.00,97.54
1870.00,97.55
1869.00,97.56
1868.00,97.57
1867.00,97.57
1866.00,97.59
1865.00,97.59
1864.00,97.59
1863.00,97.58
1862.00,97.57
1861.00,97.56
1860.00,97.57
1859.00,97.58
1858.00,97.59
1857.00,97.60
1856.00,97.63
1855.00,97.66
1854.00,97.69
1853.00,97.70
1852.00,97.70
1851.00,97.69
1850.00,97.69
1849.00,97.69
1848.00,97.69
1847.00,97.69
1846.00,97.68
1845.00,97.68
1844.00,97.68
1843.00,97.67
1842.00,97.66
1841.00,97.67
1840.00,97.68
1839.00,97.69
1838.00,97.71
1837.00,97.72
1836.00,97.73
1835.00,97.73
1834.00,97.72
1833.00,97.70
1832.00,97.70
1831.00,97.71
1830.00,97.72
1829.00,97.72
1828.00,97.71
1827.00,97.70
1826.00,97.70
1825.00,97.71
1824.00,97.72
1823.00,97.73
1822.00,97.74
1821.00,97.75
1820.00,97.76
1819.00,97.77
1818.00,97.79
1817.00,97.82
1816.00,97.83
1815.00,97.83
1814.00,97.83
1813.00,97.81
1812.00,97.81
1811.00,97.81
1810.00,97.82
1809.00,97.83
1808.00,97.83
1807.00,97.82
1806.00,97.81
1805.00,97.80
1804.00,97.81
1803.00,97.82
1802.00,97.83
1801.00,97.82
1800.00,97.80
1799.00,97.79
1798.00,97.80
1797.00,97.82
1796.00,97.84
1795.00,97.85
1794.00,97.86
1793.00,97.86
1792.00,97.86
1791.00,97.85
1790.00,97.85
1789.00,97.85
1788.00,97.86
1787.00,97.86
1786.00,97.87
1785.00,97.87
1784.00,97.87
1783.00,97.86
1782.00,97.86
1781.00,97.85
1780.00,97.85
1779.00,97.86
1778.00,97.87
1777.00,97.88
1776.00,97.87
1775.00,97.86
1774.00,97.85
1773.00,97.85
1772.00,97.85
1771.00,97.85
1770.00,97.85
1769.00,97.85
1768.00,97.85
1767.00,97.83
1766.00,97.82
1765.00,97.81
1764.00,97.82
1763.00,97.83
1762.00,97.82
1761.00,97.81
1760.00,97.80
1759.00,97.79
1758.00,97.79
1757.00,97.79
1756.00,97.77
1755.00,97.75
1754.00,97.72
1753.00,97.71
1752.00,97.69
1751.00,97.66
1750.00,97.63
1749.00,97.58
1748.00,97.53
1747.00,97.48
1746.00,97.41
1745.00,97.35
1744.00,97.28
1743.00,97.22
1742.00,97.14
1741.00,97.06
1740.00,96.98
1739.00,96.90
1738.00,96.83
1737.00,96.77
1736.00,96.72
1735.00,96.67
1734.00,96.63
1733.00,96.59
1732.00,96.57
1731.00,96.57
1730.00,96.60
1729.00,96.64
1728.00,96.67
1727.00,96.69
1726.00,96.73
1725.00,96.78
1724.00,96.84
1723.00,96.91
1722.00,96.97
1721.00,97.02
1720.00,97.09
1719.00,97.18
1718.00,97.28
1717.00,97.36
1716.00,97.40
1715.00,97.42
1714.00,97.44
1713.00,97.46
1712.00,97.50
1711.00,97.55
1710.00,97.60
1709.00,97.65
1708.00,97.68
1707.00,97.71
1706.00,97.73
1705.00,97.74
1704.00,97.74
1703.00,97.74
1702.00,97.74
1701.00,97.74
1700.00,97.74
1699.00,97.74
1698.00,97.74
1697.00,97.74
1696.00,97.74
1695.00,97.74
1694.00,97.74
1693.00,97.74
1692.00,97.74
1691.00,97.74
1690.00,97.73
1689.00,97.71
1688.00,97.71
1687.00,97.71
1686.00,97.72
1685.00,97.72
1684.00,97.68
1683.00,97.64
1682.00,97.59
1681.00,97.54
1680.00,97.49
1679.00,97.44
1678.00,97.39
1677.00,97.35
1676.00,97.31
1675.00,97.25
1674.00,97.17
1673.00,97.11
1672.00,97.06
1671.00,97.01
1670.00,96.95
1669.00,96.90
1668.00,96.85
1667.00,96.81
1666.00,96.77
1665.00,96.75
1664.00,96.73
1663.00,96.73
1662.00,96.73
1661.00,96.75
1660.00,96.79
1659.00,96.86
1658.00,96.92
1657.00,96.98
1656.00,97.02
1655.00,97.06
1654.00,97.14
1653.00,97.21
1652.00,97.26
1651.00,97.27
1650.00,97.30
1649.00,97.34
1648.00,97.39
1647.00,97.43
1646.00,97.44
1645.00,97.43
1644.00,97.43
1643.00,97.44
1642.00,97.45
1641.00,97.47
1640.00,97.48
1639.00,97.48
1638.00,97.48
1637.00,97.47
1636.00,97.46
1635.00,97.44
1634.00,97.43
1633.00,97.42
1632.00,97.43
1631.00,97.44
1630.00,97.43
1629.00,97.43
1628.00,97.42
1627.00,97.43
1626.00,97.44
1625.00,97.44
1624.00,97.43
1623.00,97.43
1622.00,97.44
1621.00,97.45
1620.00,97.47
1619.00,97.50
1618.00,97.53
1617.00,97.54
1616.00,97.54
1615.00,97.54
1614.00,97.54
1613.00,97.56
1612.00,97.59
1611.00,97.62
1610.00,97.63
1609.00,97.64
1608.00,97.65
1607.00,97.67
1606.00,97.68
1605.00,97.68
1604.00,97.68
1603.00,97.68
1602.00,97.68
1601.00,97.69
1600.00,97.70
1599.00,97.73
1598.00,97.75
1597.00,97.78
1596.00,97.81
1595.00,97.82
1594.00,97.83
1593.00,97.82
1592.00,97.80
1591.00,97.78
1590.00,97.77
1589.00,97.78
1588.00,97.80
1587.00,97.82
1586.00,97.84
1585.00,97.85
1584.00,97.86
1583.00,97.86
1582.00,97.86
1581.00,97.86
1580.00,97.87
1579.00,97.89
1578.00,97.91
1577.00,97.93
1576.00,97.92
1575.00,97.92
1574.00,97.92
1573.00,97.92
1572.00,97.92
1571.00,97.92
1570.00,97.92
1569.00,97.92
1568.00,97.92
1567.00,97.92
1566.00,97.91
1565.00,97.90
1564.00,97.89
1563.00,97.89
1562.00,97.89
1561.00,97.91
1560.00,97.94
1559.00,97.94
1558.00,97.92
1557.00,97.90
1556.00,97.89
1555.00,97.90
1554.00,97.91
1553.00,97.92
1552.00,97.91
1551.00,97.91
1550.00,97.91
1549.00,97.92
1548.00,97.93
1547.00,97.93
1546.00,97.92
1545.00,97.92
1544.00,97.92
1543.00,97.92
1542.00,97.92
1541.00,97.92
1540.00,97.92
1539.00,97.92
1538.00,97.92
1537.00,97.91
1536.00,97.89
1535.00,97.89
1534.00,97.91
1533.00,97.92
1532.00,97.91
1531.00,97.91
1530.00,97.90
1529.00,97.90
1528.00,97.92
1527.00,97.92
1526.00,97.93
1525.00,97.92
1524.00,97.92
1523.00,97.93
1522.00,97.94
1521.00,97.95
1520.00,97.95
1519.00,97.95
1518.00,97.96
1517.00,97.96
1516.00,97.95
1515.00,97.92
1514.00,97.90
1513.00,97.88
1512.00,97.87
1511.00,97.88
1510.00,97.89
1509.00,97.88
1508.00,97.88
1507.00,97.87
1506.00,97.87
1505.00,97.88
1504.00,97.87
1503.00,97.85
1502.00,97.83
1501.00,97.82
1500.00,97.83
1499.00,97.85
1498.00,97.87
1497.00,97.87
1496.00,97.86
1495.00,97.84
1494.00,97.80
1493.00,97.77
1492.00,97.74
1491.00,97.73
1490.00,97.73
1489.00,97.73
1488.00,97.73
1487.00,97.73
1486.00,97.74
1485.00,97.74
1484.00,97.73
1483.00,97.72
1482.00,97.72
1481.00,97.71
1480.00,97.71
1479.00,97.71
1478.00,97.70
1477.00,97.67
1476.00,97.64
1475.00,97.61
1474.00,97.58
1473.00,97.55
1472.00,97.51
1471.00,97.47
1470.00,97.43
1469.00,97.37
1468.00,97.30
1467.00,97.23
1466.00,97.14
1465.00,97.03
1464.00,96.89
1463.00,96.74
1462.00,96.58
1461.00,96.42
1460.00,96.24
1459.00,96.06
1458.00,95.85
1457.00,95.63
1456.00,95.44
1455.00,95.29
1454.00,95.18
1453.00,95.08
1452.00,95.02
1451.00,94.99
1450.00,94.98
1449.00,94.99
1448.00,95.03
1447.00,95.08
1446.00,95.14
1445.00,95.21
1444.00,95.30
1443.00,95.39
1442.00,95.47
1441.00,95.54
1440.00,95.59
1439.00,95.65
1438.00,95.73
1437.00,95.83
1436.00,95.95
1435.00,96.05
1434.00,96.13
1433.00,96.22
1432.00,96.32
1431.00,96.44
1430.00,96.56
1429.00,96.69
1428.00,96.80
1427.00,96.90
1426.00,96.99
1425.00,97.07
1424.00,97.14
1423.00,97.20
1422.00,97.24
1421.00,97.30
1420.00,97.37
1419.00,97.45
1418.00,97.50
1417.00,97.52
1416.00,97.52
1415.00,97.51
1414.00,97.50
1413.00,97.50
1412.00,97.52
1411.00,97.54
1410.00,97.56
1409.00,97.56
1408.00,97.57
1407.00,97.57
1406.00,97.58
1405.00,97.59
1404.00,97.61
1403.00,97.63
1402.00,97.63
1401.00,97.64
1400.00,97.63
1399.00,97.62
1398.00,97.61
1397.00,97.58
1396.00,97.54
1395.00,97.49
1394.00,97.44
1393.00,97.39
1392.00,97.34
1391.00,97.30
1390.00,97.27
1389.00,97.26
1388.00,97.26
1387.00,97.26
1386.00,97.25
1385.00,97.23
1384.00,97.20
1383.00,97.18
1382.00,97.18
1381.00,97.18
1380.00,97.18
1379.00,97.18
1378.00,97.17
1377.00,97.16
1376.00,97.15
1375.00,97.14
1374.00,97.11
1373.00,97.08
1372.00,97.05
1371.00,97.02
1370.00,97.00
1369.00,97.00
1368.00,96.99
1367.00,96.99
1366.00,96.98
1365.00,96.96
1364.00,96.94
1363.00,96.91
1362.00,96.89
1361.00,96.88
1360.00,96.88
1359.00,96.88
1358.00,96.89
1357.00,96.89
1356.00,96.89
1355.00,96.88
1354.00,96.88
1353.00,96.88
1352.00,96.88
1351.00,96.89
1350.00,96.90
1349.00,96.91
1348.00,96.93
1347.00,96.97
1346.00,97.02
1345.00,97.06
1344.00,97.09
1343.00,97.11
1342.00,97.13
1341.00,97.15
1340.00,97.17
1339.00,97.19
1338.00,97.19
1337.00,97.20
1336.00,97.21
1335.00,97.22
1334.00,97.24
1333.00,97.25
1332.00,97.26
1331.00,97.25
1330.00,97.25
1329.00,97.25
1328.00,97.25
1327.00,97.26
1326.00,97.27
1325.00,97.28
1324.00,97.28
1323.00,97.27
1322.00,97.27
1321.00,97.27
1320.00,97.28
1319.00,97.29
1318.00,97.29
1317.00,97.29
1316.00,97.29
1315.00,97.29
1314.00,97.28
1313.00,97.28
1312.00,97.28
1311.00,97.29
1310.00,97.30
1309.00,97.30
1308.00,97.28
1307.00,97.27
1306.00,97.26
1305.00,97.26
1304.00,97.26
1303.00,97.26
1302.00,97.26
1301.00,97.26
1300.00,97.24
1299.00,97.23
1298.00,97.22
1297.00,97.21
1296.00,97.21
1295.00,97.20
1294.00,97.19
1293.00,97.17
1292.00,97.16
1291.00,97.16
1290.00,97.15
1289.00,97.15
1288.00,97.14
1287.00,97.13
1286.00,97.12
1285.00,97.10
1284.00,97.08
1283.00,97.06
1282.00,97.04
1281.00,97.02
1280.00,97.00
1279.00,96.97
1278.00,96.95
1277.00,96.94
1276.00,96.93
1275.00,96.92
1274.00,96.91
1273.00,96.90
1272.00,96.89
1271.00,96.88
1270.00,96.86
1269.00,96.83
1268.00,96.81
1267.00,96.81
1266.00,96.80
1265.00,96.79
1264.00,96.78
1263.00,96.76
1262.00,96.74
1261.00,96.72
1260.00,96.69
1259.00,96.66
1258.00,96.62
1257.00,96.59
1256.00,96.57
1255.00,96.55
1254.00,96.54
1253.00,96.52
1252.00,96.51
1251.00,96.50
1250.00,96.51
1249.00,96.52
1248.00,96.53
1247.00,96.53
1246.00,96.54
1245.00,96.55
1244.00,96.55
1243.00,96.53
1242.00,96.52
1241.00,96.50
1240.00,96.50
1239.00,96.50
1238.00,96.50
1237.00,96.49
1236.00,96.49
1235.00,96.48
1234.00,96.48
1233.00,96.47
1232.00,96.48
1231.00,96.49
1230.00,96.49
1229.00,96.49
1228.00,96.47
1227.00,96.46
1226.00,96.46
1225.00,96.46
1224.00,96.46
1223.00,96.46
1222.00,96.45
1221.00,96.44
1220.00,96.43
1219.00,96.42
1218.00,96.43
1217.00,96.43
1216.00,96.42
1215.00,96.42
1214.00,96.41
1213.00,96.41
1212.00,96.41
1211.00,96.41
1210.00,96.41
1209.00,96.39
1208.00,96.38
1207.00,96.36
1206.00,96.36
1205.00,96.37
1204.00,96.39
1203.00,96.40
1202.00,96.41
1201.00,96.42
1200.00,96.43
1199.00,96.46
1198.00,96.49
1197.00,96.50
1196.00,96.51
1195.00,96.51
1194.00,96.52
1193.00,96.53
1192.00,96.55
1191.00,96.56
1190.00,96.56
1189.00,96.55
1188.00,96.54
1187.00,96.54
1186.00,96.56
1185.00,96.58
1184.00,96.58
1183.00,96.56
1182.00,96.53
1181.00,96.52
1180.00,96.51
1179.00,96.52
1178.00,96.53
1177.00,96.55
1176.00,96.56
1175.00,96.57
1174.00,96.57
1173.00,96.57
1172.00,96.58
1171.00,96.59
1170.00,96.61
1169.00,96.64
1168.00,96.68
1167.00,96.72
1166.00,96.76
1165.00,96.82
1164.00,96.87
1163.00,96.92
1162.00,96.96
1161.00,97.01
1160.00,97.05
1159.00,97.09
1158.00,97.13
1157.00,97.15
1156.00,97.16
1155.00,97.16
1154.00,97.18
1153.00,97.21
1152.00,97.25
1151.00,97.29
1150.00,97.30
1149.00,97.32
1148.00,97.33
1147.00,97.35
1146.00,97.34
1145.00,97.32
1144.00,97.28
1143.00,97.25
1142.00,97.25
1141.00,97.26
1140.00,97.28
1139.00,97.30
1138.00,97.31
1137.00,97.31
1136.00,97.31
1135.00,97.29
1134.00,97.27
1133.00,97.25
1132.00,97.24
1131.00,97.22
1130.00,97.20
1129.00,97.16
1128.00,97.12
1127.00,97.09
1126.00,97.09
1125.00,97.10
1124.00,97.10
1123.00,97.09
1122.00,97.05
1121.00,97.00
1120.00,96.95
1119.00,96.92
1118.00,96.89
1117.00,96.87
1116.00,96.83
1115.00,96.79
1114.00,96.74
1113.00,96.68
1112.00,96.60
1111.00,96.54
1110.00,96.51
1109.00,96.48
1108.00,96.45
1107.00,96.40
1106.00,96.35
1105.00,96.30
1104.00,96.25
1103.00,96.20
1102.00,96.14
1101.00,96.09
1100.00,96.04
1099.00,96.02
1098.00,96.01
1097.00,96.01
1096.00,95.99
1095.00,95.98
1094.00,95.96
1093.00,95.94
1092.00,95.92
1091.00,95.89
1090.00,95.87
1089.00,95.85
1088.00,95.84
1087.00,95.83
1086.00,95.83
1085.00,95.83
1084.00,95.81
1083.00,95.78
1082.00,95.74
1081.00,95.70
1080.00,95.68
1079.00,95.67
1078.00,95.67
1077.00,95.66
1076.00,95.63
1075.00,95.60
1074.00,95.58
1073.00,95.58
1072.00,95.59
1071.00,95.59
1070.00,95.57
1069.00,95.55
1068.00,95.54
1067.00,95.54
1066.00,95.56
1065.00,95.57
1064.00,95.58
1063.00,95.58
1062.00,95.59
1061.00,95.62
1060.00,95.67
1059.00,95.72
1058.00,95.78
1057.00,95.82
1056.00,95.84
1055.00,95.86
1054.00,95.87
1053.00,95.90
1052.00,95.92
1051.00,95.93
1050.00,95.93
1049.00,95.92
1048.00,95.92
1047.00,95.90
1046.00,95.87
1045.00,95.85
1044.00,95.83
1043.00,95.82
1042.00,95.81
1041.00,95.81
1040.00,95.81
1039.00,95.83
1038.00,95.86
1037.00,95.92
1036.00,96.00
1035.00,96.10
1034.00,96.22
1033.00,96.33
1032.00,96.41
1031.00,96.46
1030.00,96.51
1029.00,96.56
1028.00,96.62
1027.00,96.67
1026.00,96.71
1025.00,96.75
1024.00,96.78
1023.00,96.81
1022.00,96.83
1021.00,96.85
1020.00,96.87
1019.00,96.90
1018.00,96.94
1017.00,96.98
1016.00,97.01
1015.00,97.03
1014.00,97.03
1013.00,97.03
1012.00,97.04
1011.00,97.06
1010.00,97.08
1009.00,97.10
1008.00,97.11
1007.00,97.12
1006.00,97.13
1005.00,97.14
1004.00,97.15
1003.00,97.15
1002.00,97.17
1001.00,97.17
1000.00,97.16
999.00,97.15
998.00,97.16
997.00,97.18
996.00,97.20
995.00,97.21
994.00,97.23
993.00,97.25
992.00,97.26
991.00,97.25
990.00,97.23
989.00,97.22
988.00,97.23
987.00,97.25
986.00,97.26
985.00,97.25
984.00,97.25
983.00,97.25
982.00,97.26
981.00,97.27
980.00,97.29
979.00,97.31
978.00,97.32
977.00,97.32
976.00,97.33
975.00,97.33
974.00,97.30
973.00,97.27
972.00,97.24
971.00,97.24
970.00,97.25
969.00,97.28
968.00,97.30
967.00,97.32
966.00,97.33
965.00,97.32
964.00,97.30
963.00,97.28
962.00,97.27
961.00,97.27
960.00,97.28
959.00,97.28
958.00,97.29
957.00,97.28
956.00,97.27
955.00,97.25
954.00,97.24
953.00,97.23
952.00,97.23
951.00,97.24
950.00,97.25
949.00,97.26
948.00,97.26
947.00,97.27
946.00,97.28
945.00,97.28
944.00,97.27
943.00,97.27
942.00,97.26
941.00,97.27
940.00,97.28
939.00,97.31
938.00,97.33
937.00,97.34
936.00,97.35
935.00,97.34
934.00,97.33
933.00,97.31
932.00,97.32
931.00,97.34
930.00,97.37
929.00,97.40
928.00,97.40
927.00,97.39
926.00,97.40
925.00,97.43
924.00,97.46
923.00,97.49
922.00,97.51
921.00,97.50
920.00,97.48
919.00,97.47
918.00,97.46
917.00,97.47
916.00,97.49
915.00,97.51
914.00,97.54
913.00,97.56
912.00,97.56
911.00,97.55
910.00,97.54
