Created as New Dataset,59 Modacrylic Hoechst Dolan 88 
cm-1,%T
909.00,97.52
908.00,97.51
907.00,97.50
906.00,97.51
905.00,97.53
904.00,97.56
903.00,97.59
902.00,97.60
901.00,97.61
900.00,97.62
899.00,97.64
898.00,97.65
897.00,97.64
896.00,97.63
895.00,97.63
894.00,97.63
893.00,97.64
892.00,97.65
891.00,97.66
890.00,97.67
889.00,97.68
888.00,97.68
887.00,97.67
886.00,97.66
885.00,97.65
884.00,97.63
883.00,97.61
882.00,97.59
881.00,97.58
880.00,97.58
879.00,97.61
878.00,97.64
877.00,97.68
876.00,97.69
875.00,97.68
874.00,97.67
873.00,97.69
872.00,97.71
871.00,97.72
870.00,97.73
869.00,97.74
868.00,97.76
867.00,97.76
866.00,97.73
865.00,97.71
864.00,97.71
863.00,97.72
862.00,97.73
861.00,97.71
860.00,97.68
859.00,97.65
858.00,97.64
857.00,97.64
856.00,97.64
855.00,97.64
854.00,97.65
853.00,97.67
852.00,97.70
851.00,97.73
850.00,97.76
849.00,97.80
848.00,97.81
847.00,97.80
846.00,97.76
845.00,97.72
844.00,97.70
843.00,97.68
842.00,97.68
841.00,97.67
840.00,97.67
839.00,97.67
838.00,97.67
837.00,97.66
836.00,97.64
835.00,97.62
834.00,97.60
833.00,97.61
832.00,97.64
831.00,97.68
830.00,97.71
829.00,97.72
828.00,97.73
827.00,97.73
826.00,97.72
825.00,97.72
824.00,97.73
823.00,97.75
822.00,97.76
821.00,97.76
820.00,97.75
819.00,97.74
818.00,97.72
817.00,97.70
816.00,97.68
815.00,97.67
814.00,97.67
813.00,97.68
812.00,97.69
811.00,97.69
810.00,97.68
809.00,97.67
808.00,97.66
807.00,97.66
806.00,97.66
805.00,97.67
804.00,97.68
803.00,97.68
802.00,97.66
801.00,97.62
800.00,97.59
799.00,97.59
798.00,97.60
797.00,97.62
796.00,97.65
795.00,97.67
794.00,97.68
793.00,97.66
792.00,97.64
791.00,97.66
790.00,97.71
789.00,97.76
788.00,97.76
787.00,97.71
786.00,97.66
785.00,97.63
784.00,97.64
783.00,97.67
782.00,97.71
781.00,97.72
780.00,97.71
779.00,97.68
778.00,97.65
777.00,97.63
776.00,97.62
775.00,97.61
774.00,97.61
773.00,97.65
772.00,97.71
771.00,97.78
770.00,97.81
769.00,97.81
768.00,97.79
767.00,97.77
766.00,97.76
765.00,97.76
764.00,97.75
763.00,97.71
762.00,97.67
761.00,97.63
760.00,97.60
759.00,97.58
758.00,97.59
757.00,97.61
756.00,97.66
755.00,97.72
754.00,97.76
753.00,97.78
752.00,97.78
751.00,97.76
750.00,97.74
749.00,97.74
748.00,97.75
747.00,97.77
746.00,97.78
745.00,97.78
744.00,97.77
743.00,97.76
742.00,97.75
741.00,97.76
740.00,97.78
739.00,97.80
738.00,97.81
737.00,97.80
736.00,97.77
735.00,97.77
734.00,97.79
733.00,97.81
732.00,97.80
731.00,97.77
730.00,97.76
729.00,97.77
728.00,97.79
727.00,97.77
726.00,97.73
725.00,97.68
724.00,97.64
723.00,97.58
722.00,97.52
721.00,97.49
720.00,97.49
719.00,97.51
718.00,97.53
717.00,97.52
716.00,97.52
715.00,97.53
714.00,97.52
713.00,97.50
712.00,97.48
711.00,97.49
710.00,97.52
709.00,97.53
708.00,97.54
707.00,97.54
706.00,97.55
705.00,97.55
704.00,97.56
703.00,97.56
702.00,97.56
701.00,97.57
700.00,97.56
699.00,97.55
698.00,97.54
697.00,97.53
696.00,97.52
695.00,97.50
694.00,97.47
693.00,97.45
692.00,97.47
691.00,97.52
690.00,97.60
689.00,97.67
688.00,97.67
687.00,97.61
686.00,97.54
685.00,97.49
684.00,97.48
683.00,97.46
682.00,97.41
681.00,97.30
680.00,97.17
679.00,97.08
678.00,97.04
677.00,97.04
676.00,97.03
675.00,96.97
674.00,96.90
673.00,96.85
672.00,96.82
671.00,96.78
670.00,96.69
669.00,96.59
668.00,96.50
667.00,96.51
666.00,96.62
665.00,96.71
664.00,96.72
663.00,96.70
662.00,96.70
661.00,96.69
660.00,96.63
659.00,96.55
658.00,96.48
657.00,96.45
656.00,96.46
655.00,96.51
654.00,96.57
653.00,96.61
652.00,96.61
651.00,96.59
650.00,96.56
649.00,96.55
648.00,96.58
647.00,96.65
646.00,96.74
645.00,96.78
644.00,96.74
643.00,96.64
642.00,96.55
641.00,96.55
640.00,96.58
639.00,96.57
638.00,96.45
637.00,96.31
636.00,96.28
635.00,96.41
634.00,96.59
633.00,96.66
632.00,96.57
631.00,96.44
630.00,96.37
629.00,96.39
628.00,96.45
627.00,96.52
626.00,96.62
625.00,96.80
624.00,97.08
623.00,97.39
622.00,97.64
621.00,97.71
620.00,97.56
619.00,97.23
618.00,96.88
617.00,96.64
616.00,96.60
615.00,96.75
614.00,97.00
613.00,97.17
612.00,97.11
611.00,96.86
610.00,96.60
609.00,96.49
608.00,96.51
607.00,96.55
606.00,96.56
605.00,96.58
604.00,96.69
603.00,96.90
602.00,97.19
601.00,97.45
600.00,97.53
599.00,97.36
598.00,97.03
597.00,96.76
596.00,96.75
595.00,97.01
594.00,97.33
593.00,97.52
592.00,97.49
591.00,97.27
590.00,96.99
589.00,96.78
588.00,96.74
587.00,96.87
586.00,97.06
585.00,97.13
584.00,97.02
583.00,96.83
582.00,96.69
581.00,96.57
580.00,96.37
579.00,96.12
578.00,96.06
577.00,96.32
576.00,96.71
575.00,96.90
574.00,96.74
573.00,96.39
572.00,96.10
571.00,96.00
570.00,96.14
569.00,96.51
568.00,97.05
567.00,97.57
566.00,97.86
565.00,97.88
564.00,97.80
563.00,97.82
562.00,98.01
561.00,98.28
560.00,98.45
559.00,98.40
558.00,98.05
557.00,97.43
556.00,96.65
555.00,96.01
554.00,95.81
553.00,96.01
552.00,96.22
551.00,96.02
550.00,95.49
