Created as New Dataset,80. Nylon Allied Signal Fibers Dyed
cm-1,%T
2462.00,99.23
2461.00,99.23
2460.00,99.22
2459.00,99.22
2458.00,99.23
2457.00,99.24
2456.00,99.24
2455.00,99.24
2454.00,99.25
2453.00,99.25
2452.00,99.26
2451.00,99.27
2450.00,99.28
2449.00,99.28
2448.00,99.27
2447.00,99.26
2446.00,99.25
2445.00,99.24
2444.00,99.24
2443.00,99.25
2442.00,99.25
2441.00,99.26
2440.00,99.26
2439.00,99.25
2438.00,99.23
2437.00,99.22
2436.00,99.24
2435.00,99.26
2434.00,99.27
2433.00,99.28
2432.00,99.29
2431.00,99.30
2430.00,99.32
2429.00,99.32
2428.00,99.33
2427.00,99.33
2426.00,99.33
2425.00,99.34
2424.00,99.34
2423.00,99.33
2422.00,99.33
2421.00,99.34
2420.00,99.35
2419.00,99.36
2418.00,99.36
2417.00,99.36
2416.00,99.34
2415.00,99.33
2414.00,99.33
2413.00,99.34
2412.00,99.36
2411.00,99.38
2410.00,99.39
2409.00,99.41
2408.00,99.41
2407.00,99.42
2406.00,99.42
2405.00,99.42
2404.00,99.41
2403.00,99.40
2402.00,99.40
2401.00,99.40
2400.00,99.40
2399.00,99.39
2398.00,99.37
2397.00,99.37
2396.00,99.38
2395.00,99.40
2394.00,99.42
2393.00,99.43
2392.00,99.43
2391.00,99.42
2390.00,99.41
2389.00,99.40
2388.00,99.38
2387.00,99.36
2386.00,99.35
2385.00,99.35
2384.00,99.36
2383.00,99.39
2382.00,99.42
2381.00,99.46
2380.00,99.49
2379.00,99.51
2378.00,99.50
2377.00,99.48
2376.00,99.45
2375.00,99.43
2374.00,99.43
2373.00,99.45
2372.00,99.49
2371.00,99.51
2370.00,99.50
2369.00,99.49
2368.00,99.47
2367.00,99.46
2366.00,99.46
2365.00,99.48
2364.00,99.54
2363.00,99.59
2362.00,99.59
2361.00,99.53
2360.00,99.45
2359.00,99.38
2358.00,99.33
2357.00,99.33
2356.00,99.37
2355.00,99.42
2354.00,99.45
2353.00,99.44
2352.00,99.43
2351.00,99.44
2350.00,99.46
2349.00,99.49
2348.00,99.53
2347.00,99.58
2346.00,99.59
2345.00,99.54
2344.00,99.46
2343.00,99.42
2342.00,99.40
2341.00,99.39
2340.00,99.39
2339.00,99.39
2338.00,99.38
2337.00,99.37
2336.00,99.36
2335.00,99.37
2334.00,99.39
2333.00,99.38
2332.00,99.36
2331.00,99.34
2330.00,99.34
2329.00,99.33
2328.00,99.30
2327.00,99.24
2326.00,99.17
2325.00,99.14
2324.00,99.16
2323.00,99.23
2322.00,99.29
2321.00,99.33
2320.00,99.35
2319.00,99.35
2318.00,99.34
2317.00,99.33
2316.00,99.31
2315.00,99.29
2314.00,99.26
2313.00,99.24
2312.00,99.22
2311.00,99.21
2310.00,99.21
2309.00,99.23
2308.00,99.25
2307.00,99.28
2306.00,99.30
2305.00,99.33
2304.00,99.37
2303.00,99.39
2302.00,99.38
2301.00,99.36
2300.00,99.33
2299.00,99.32
2298.00,99.32
2297.00,99.32
2296.00,99.33
2295.00,99.32
2294.00,99.30
2293.00,99.28
2292.00,99.29
2291.00,99.31
2290.00,99.31
2289.00,99.28
2288.00,99.25
2287.00,99.23
2286.00,99.24
2285.00,99.24
2284.00,99.24
2283.00,99.24
2282.00,99.23
2281.00,99.22
2280.00,99.21
2279.00,99.20
2278.00,99.19
2277.00,99.19
2276.00,99.19
2275.00,99.19
2274.00,99.19
2273.00,99.20
2272.00,99.20
2271.00,99.21
2270.00,99.20
2269.00,99.19
2268.00,99.17
2267.00,99.17
2266.00,99.18
2265.00,99.19
2264.00,99.19
2263.00,99.20
2262.00,99.19
2261.00,99.18
2260.00,99.15
2259.00,99.13
2258.00,99.13
2257.00,99.14
2256.00,99.15
2255.00,99.16
2254.00,99.17
2253.00,99.17
2252.00,99.17
2251.00,99.16
2250.00,99.15
2249.00,99.15
2248.00,99.15
2247.00,99.17
2246.00,99.19
2245.00,99.18
2244.00,99.15
2243.00,99.12
2242.00,99.11
2241.00,99.13
2240.00,99.15
2239.00,99.16
2238.00,99.15
2237.00,99.13
2236.00,99.13
2235.00,99.14
2234.00,99.15
2233.00,99.12
2232.00,99.08
2231.00,99.05
2230.00,99.06
2229.00,99.09
2228.00,99.12
2227.00,99.14
2226.00,99.14
2225.00,99.13
2224.00,99.11
2223.00,99.09
2222.00,99.05
2221.00,99.02
2220.00,99.03
2219.00,99.06
2218.00,99.11
2217.00,99.14
2216.00,99.13
2215.00,99.10
2214.00,99.06
2213.00,99.02
2212.00,98.97
2211.00,98.92
2210.00,98.88
2209.00,98.85
2208.00,98.84
2207.00,98.85
2206.00,98.85
2205.00,98.87
2204.00,98.90
2203.00,98.93
2202.00,98.92
2201.00,98.89
2200.00,98.88
2199.00,98.91
2198.00,98.93
2197.00,98.93
2196.00,98.90
2195.00,98.89
2194.00,98.90
2193.00,98.93
2192.00,98.95
2191.00,98.98
2190.00,98.98
2189.00,98.95
2188.00,98.91
2187.00,98.90
2186.00,98.90
2185.00,98.89
2184.00,98.86
2183.00,98.83
2182.00,98.78
2181.00,98.73
2180.00,98.70
2179.00,98.71
2178.00,98.75
2177.00,98.77
2176.00,98.77
2175.00,98.77
2174.00,98.81
2173.00,98.86
2172.00,98.89
2171.00,98.87
2170.00,98.81
2169.00,98.76
2168.00,98.71
2167.00,98.68
2166.00,98.66
2165.00,98.66
2164.00,98.66
2163.00,98.66
2162.00,98.62
2161.00,98.57
2160.00,98.57
2159.00,98.67
2158.00,98.85
2157.00,99.01
2156.00,99.13
2155.00,99.17
2154.00,99.15
2153.00,99.08
2152.00,98.99
2151.00,98.91
2150.00,98.86
2149.00,98.87
2148.00,98.94
2147.00,99.03
2146.00,99.11
2145.00,99.16
2144.00,99.18
2143.00,99.20
2142.00,99.19
2141.00,99.15
2140.00,99.09
2139.00,99.05
2138.00,99.05
2137.00,99.09
2136.00,99.16
2135.00,99.23
2134.00,99.30
2133.00,99.34
2132.00,99.35
2131.00,99.33
2130.00,99.34
2129.00,99.36
2128.00,99.39
2127.00,99.39
2126.00,99.35
2125.00,99.29
2124.00,99.25
2123.00,99.24
2122.00,99.26
2121.00,99.28
2120.00,99.29
2119.00,99.29
2118.00,99.27
2117.00,99.26
2116.00,99.23
2115.00,99.18
2114.00,99.13
2113.00,99.11
2112.00,99.11
2111.00,99.12
2110.00,99.14
2109.00,99.17
2108.00,99.20
2107.00,99.23
2106.00,99.25
2105.00,99.26
2104.00,99.25
2103.00,99.23
2102.00,99.20
2101.00,99.16
2100.00,99.15
2099.00,99.18
2098.00,99.22
2097.00,99.26
2096.00,99.29
2095.00,99.33
2094.00,99.37
2093.00,99.40
2092.00,99.41
2091.00,99.39
2090.00,99.37
2089.00,99.33
2088.00,99.30
2087.00,99.27
2086.00,99.25
2085.00,99.23
2084.00,99.22
2083.00,99.23
2082.00,99.24
2081.00,99.26
2080.00,99.26
2079.00,99.24
2078.00,99.20
2077.00,99.16
2076.00,99.13
2075.00,99.14
2074.00,99.19
2073.00,99.23
2072.00,99.25
2071.00,99.23
2070.00,99.18
2069.00,99.12
2068.00,99.09
2067.00,99.09
2066.00,99.11
2065.00,99.12
2064.00,99.12
2063.00,99.13
2062.00,99.15
2061.00,99.15
2060.00,99.14
2059.00,99.14
2058.00,99.14
2057.00,99.13
2056.00,99.13
2055.00,99.14
2054.00,99.14
2053.00,99.13
2052.00,99.11
2051.00,99.10
2050.00,99.09
2049.00,99.07
2048.00,99.05
2047.00,99.03
2046.00,99.01
2045.00,98.98
2044.00,98.94
2043.00,98.92
2042.00,98.93
2041.00,98.94
2040.00,98.95
2039.00,98.94
2038.00,98.93
2037.00,98.92
2036.00,98.92
2035.00,98.94
2034.00,98.97
2033.00,99.01
2032.00,99.04
2031.00,99.07
2030.00,99.07
2029.00,99.06
2028.00,99.04
2027.00,99.04
2026.00,99.03
2025.00,99.02
2024.00,99.01
2023.00,99.01
2022.00,99.00
2021.00,98.99
2020.00,98.98
2019.00,98.96
2018.00,98.94
2017.00,98.91
2016.00,98.90
2015.00,98.91
2014.00,98.94
2013.00,98.97
2012.00,98.98
2011.00,98.99
2010.00,98.99
2009.00,98.98
2008.00,98.98
2007.00,99.00
2006.00,99.04
2005.00,99.06
2004.00,99.05
2003.00,99.04
2002.00,99.04
2001.00,99.06
2000.00,99.10
1999.00,99.14
1998.00,99.19
1997.00,99.21
1996.00,99.21
1995.00,99.18
1994.00,99.15
1993.00,99.12
1992.00,99.10
1991.00,99.07
1990.00,99.03
1989.00,98.98
1988.00,98.92
1987.00,98.89
1986.00,98.90
1985.00,98.94
1984.00,98.98
1983.00,98.99
1982.00,98.98
1981.00,98.99
1980.00,99.03
1979.00,99.10
1978.00,99.14
1977.00,99.13
1976.00,99.10
1975.00,99.08
1974.00,99.08
1973.00,99.10
1972.00,99.13
1971.00,99.15
1970.00,99.14
1969.00,99.10
1968.00,99.06
1967.00,99.04
1966.00,99.05
1965.00,99.04
1964.00,99.03
1963.00,99.04
1962.00,99.09
1961.00,99.15
1960.00,99.18
1959.00,99.18
1958.00,99.18
1957.00,99.19
1956.00,99.19
1955.00,99.20
1954.00,99.20
1953.00,99.19
1952.00,99.20
1951.00,99.22
1950.00,99.25
1949.00,99.29
1948.00,99.32
1947.00,99.36
1946.00,99.38
1945.00,99.37
1944.00,99.34
1943.00,99.30
1942.00,99.28
1941.00,99.27
1940.00,99.28
1939.00,99.32
1938.00,99.37
1937.00,99.43
1936.00,99.46
1935.00,99.47
1934.00,99.47
1933.00,99.47
1932.00,99.46
1931.00,99.46
1930.00,99.45
1929.00,99.46
1928.00,99.49
1927.00,99.52
1926.00,99.54
1925.00,99.54
1924.00,99.52
1923.00,99.49
1922.00,99.46
1921.00,99.44
1920.00,99.45
1919.00,99.48
1918.00,99.53
1917.00,99.57
1916.00,99.59
1915.00,99.59
1914.00,99.58
1913.00,99.54
1912.00,99.51
1911.00,99.49
1910.00,99.50
1909.00,99.51
1908.00,99.51
1907.00,99.50
1906.00,99.49
1905.00,99.51
1904.00,99.53
1903.00,99.55
1902.00,99.57
1901.00,99.57
1900.00,99.58
1899.00,99.59
1898.00,99.61
1897.00,99.63
1896.00,99.64
1895.00,99.64
1894.00,99.64
1893.00,99.63
1892.00,99.62
1891.00,99.62
1890.00,99.61
1889.00,99.59
1888.00,99.59
1887.00,99.61
1886.00,99.64
1885.00,99.66
1884.00,99.66
1883.00,99.66
1882.00,99.65
1881.00,99.63
1880.00,99.62
1879.00,99.63
1878.00,99.66
1877.00,99.70
1876.00,99.72
1875.00,99.72
1874.00,99.72
1873.00,99.71
1872.00,99.69
1871.00,99.69
1870.00,99.68
1869.00,99.68
1868.00,99.69
1867.00,99.71
1866.00,99.72
1865.00,99.73
1864.00,99.72
1863.00,99.70
1862.00,99.69
1861.00,99.70
1860.00,99.71
1859.00,99.73
1858.00,99.76
1857.00,99.77
1856.00,99.79
1855.00,99.81
1854.00,99.83
1853.00,99.84
1852.00,99.83
1851.00,99.80
1850.00,99.77
1849.00,99.75
1848.00,99.74
1847.00,99.74
1846.00,99.76
1845.00,99.78
1844.00,99.79
1843.00,99.79
1842.00,99.79
1841.00,99.78
1840.00,99.77
1839.00,99.76
1838.00,99.77
1837.00,99.78
1836.00,99.79
1835.00,99.81
1834.00,99.83
1833.00,99.85
1832.00,99.83
1831.00,99.81
1830.00,99.78
1829.00,99.77
1828.00,99.77
1827.00,99.78
1826.00,99.80
1825.00,99.80
1824.00,99.80
1823.00,99.81
1822.00,99.82
1821.00,99.83
1820.00,99.85
1819.00,99.87
1818.00,99.90
1817.00,99.92
1816.00,99.93
1815.00,99.93
1814.00,99.92
1813.00,99.91
1812.00,99.90
1811.00,99.89
1810.00,99.88
1809.00,99.88
1808.00,99.88
1807.00,99.89
1806.00,99.90
1805.00,99.91
1804.00,99.92
1803.00,99.92
1802.00,99.92
1801.00,99.91
1800.00,99.89
1799.00,99.88
1798.00,99.87
1797.00,99.87
1796.00,99.87
1795.00,99.89
1794.00,99.90
1793.00,99.91
1792.00,99.91
1791.00,99.90
1790.00,99.88
1789.00,99.87
1788.00,99.86
1787.00,99.86
1786.00,99.86
1785.00,99.85
1784.00,99.85
1783.00,99.86
1782.00,99.89
1781.00,99.91
1780.00,99.91
1779.00,99.90
1778.00,99.89
1777.00,99.87
1776.00,99.85
1775.00,99.85
1774.00,99.85
1773.00,99.85
1772.00,99.85
1771.00,99.85
1770.00,99.84
1769.00,99.84
1768.00,99.84
1767.00,99.83
1766.00,99.83
1765.00,99.83
1764.00,99.83
1763.00,99.83
1762.00,99.82
1761.00,99.79
1760.00,99.76
1759.00,99.73
1758.00,99.72
1757.00,99.72
1756.00,99.70
1755.00,99.69
1754.00,99.68
1753.00,99.66
1752.00,99.61
1751.00,99.55
1750.00,99.49
1749.00,99.44
1748.00,99.40
1747.00,99.37
1746.00,99.31
1745.00,99.24
1744.00,99.14
1743.00,99.05
1742.00,98.97
1741.00,98.90
1740.00,98.85
1739.00,98.80
1738.00,98.75
1737.00,98.71
1736.00,98.67
1735.00,98.63
1734.00,98.57
1733.00,98.49
1732.00,98.39
1731.00,98.32
1730.00,98.29
1729.00,98.29
1728.00,98.29
1727.00,98.29
1726.00,98.29
1725.00,98.30
1724.00,98.32
1723.00,98.34
1722.00,98.36
1721.00,98.36
1720.00,98.37
1719.00,98.39
1718.00,98.44
1717.00,98.46
1716.00,98.47
1715.00,98.47
1714.00,98.49
1713.00,98.52
1712.00,98.54
1711.00,98.56
1710.00,98.58
1709.00,98.58
1708.00,98.57
1707.00,98.58
1706.00,98.61
1705.00,98.65
1704.00,98.66
1703.00,98.67
1702.00,98.66
1701.00,98.66
1700.00,98.66
1699.00,98.66
1698.00,98.67
1697.00,98.68
1696.00,98.68
1695.00,98.64
1694.00,98.58
1693.00,98.51
1692.00,98.45
1691.00,98.40
1690.00,98.34
1689.00,98.28
1688.00,98.21
1687.00,98.13
1686.00,98.02
1685.00,97.85
1684.00,97.65
1683.00,97.47
1682.00,97.31
1681.00,97.15
1680.00,96.98
1679.00,96.79
1678.00,96.61
1677.00,96.43
1676.00,96.23
1675.00,96.01
1674.00,95.78
1673.00,95.52
1672.00,95.22
1671.00,94.89
1670.00,94.52
1669.00,94.10
1668.00,93.65
1667.00,93.21
1666.00,92.79
1665.00,92.38
1664.00,91.97
1663.00,91.58
1662.00,91.24
1661.00,90.93
1660.00,90.60
1659.00,90.29
1658.00,90.00
1657.00,89.72
1656.00,89.41
1655.00,89.06
1654.00,88.71
1653.00,88.29
1652.00,87.77
1651.00,87.19
1650.00,86.61
1649.00,86.00
1648.00,85.33
1647.00,84.62
1646.00,83.90
1645.00,83.18
1644.00,82.42
1643.00,81.65
1642.00,80.89
1641.00,80.16
1640.00,79.45
1639.00,78.78
1638.00,78.21
1637.00,77.84
1636.00,77.75
1635.00,77.89
1634.00,78.03
1633.00,78.10
1632.00,78.17
1631.00,78.30
1630.00,78.54
1629.00,78.90
1628.00,79.33
1627.00,79.74
1626.00,80.08
1625.00,80.41
1624.00,80.85
1623.00,81.41
1622.00,81.96
1621.00,82.38
1620.00,82.70
1619.00,83.03
1618.00,83.54
1617.00,84.28
1616.00,85.05
1615.00,85.63
1614.00,86.02
1613.00,86.34
1612.00,86.68
1611.00,87.07
1610.00,87.49
1609.00,87.93
1608.00,88.40
1607.00,88.87
1606.00,89.33
1605.00,89.78
1604.00,90.22
1603.00,90.67
1602.00,91.08
1601.00,91.46
1600.00,91.82
1599.00,92.16
1598.00,92.45
1597.00,92.71
1596.00,92.95
1595.00,93.19
1594.00,93.39
1593.00,93.55
1592.00,93.70
1591.00,93.82
1590.00,93.91
1589.00,93.96
1588.00,94.00
1587.00,94.04
1586.00,94.05
1585.00,94.03
1584.00,94.00
1583.00,93.95
1582.00,93.87
1581.00,93.75
1580.00,93.62
1579.00,93.48
1578.00,93.32
1577.00,93.15
1576.00,92.99
1575.00,92.82
1574.00,92.60
1573.00,92.35
1572.00,92.09
1571.00,91.82
1570.00,91.55
1569.00,91.30
1568.00,91.06
1567.00,90.80
1566.00,90.52
1565.00,90.23
1564.00,89.95
1563.00,89.68
1562.00,89.37
1561.00,89.00
1560.00,88.64
1559.00,88.39
1558.00,88.18
1557.00,87.88
1556.00,87.52
1555.00,87.13
1554.00,86.71
1553.00,86.25
1552.00,85.76
1551.00,85.24
1550.00,84.69
1549.00,84.14
1548.00,83.59
1547.00,83.03
1546.00,82.47
1545.00,81.94
1544.00,81.45
1543.00,81.03
1542.00,80.70
1541.00,80.53
1540.00,80.58
1539.00,80.69
1538.00,80.69
1537.00,80.58
1536.00,80.48
1535.00,80.53
1534.00,80.82
1533.00,81.26
1532.00,81.66
1531.00,81.93
1530.00,82.17
1529.00,82.46
1528.00,82.83
1527.00,83.27
1526.00,83.74
1525.00,84.15
1524.00,84.49
1523.00,84.85
1522.00,85.37
1521.00,85.97
1520.00,86.44
1519.00,86.75
1518.00,87.08
1517.00,87.51
1516.00,87.97
1515.00,88.34
1514.00,88.65
1513.00,88.95
1512.00,89.26
1511.00,89.54
1510.00,89.78
1509.00,90.00
1508.00,90.33
1507.00,90.85
1506.00,91.41
1505.00,91.76
1504.00,91.91
1503.00,92.02
1502.00,92.15
1501.00,92.33
1500.00,92.53
1499.00,92.75
1498.00,93.00
1497.00,93.28
1496.00,93.53
1495.00,93.71
1494.00,93.82
1493.00,93.89
1492.00,93.94
1491.00,94.02
1490.00,94.10
1489.00,94.14
1488.00,94.08
1487.00,93.92
1486.00,93.68
1485.00,93.34
1484.00,92.89
1483.00,92.38
1482.00,91.86
1481.00,91.38
1480.00,90.98
1479.00,90.68
1478.00,90.51
1477.00,90.47
1476.00,90.55
1475.00,90.72
1474.00,90.98
1473.00,91.31
1472.00,91.61
1471.00,91.73
1470.00,91.64
1469.00,91.38
1468.00,90.98
1467.00,90.48
1466.00,89.94
1465.00,89.43
1464.00,89.09
1463.00,88.96
1462.00,88.98
1461.00,89.12
1460.00,89.33
1459.00,89.62
1458.00,90.04
1457.00,90.54
1456.00,90.91
1455.00,91.07
1454.00,91.10
1453.00,91.12
1452.00,91.16
1451.00,91.21
1450.00,91.28
1449.00,91.40
1448.00,91.54
1447.00,91.67
1446.00,91.76
1445.00,91.81
1444.00,91.83
1443.00,91.84
1442.00,91.85
1441.00,91.84
1440.00,91.81
1439.00,91.79
1438.00,91.79
1437.00,91.84
1436.00,91.90
1435.00,91.93
1434.00,91.96
1433.00,92.01
1432.00,92.11
1431.00,92.26
1430.00,92.42
1429.00,92.54
1428.00,92.58
1427.00,92.53
1426.00,92.42
1425.00,92.25
1424.00,92.01
1423.00,91.73
1422.00,91.41
1421.00,91.06
1420.00,90.71
1419.00,90.40
1418.00,90.16
1417.00,90.01
1416.00,89.94
1415.00,89.97
1414.00,90.10
1413.00,90.33
1412.00,90.66
1411.00,91.07
1410.00,91.51
1409.00,91.95
1408.00,92.36
1407.00,92.74
1406.00,93.10
1405.00,93.43
1404.00,93.71
1403.00,93.91
1402.00,94.05
1401.00,94.17
1400.00,94.28
1399.00,94.38
1398.00,94.45
1397.00,94.48
1396.00,94.49
1395.00,94.49
1394.00,94.47
1393.00,94.42
1392.00,94.34
1391.00,94.24
1390.00,94.14
1389.00,94.04
1388.00,93.94
1387.00,93.82
1386.00,93.70
1385.00,93.55
1384.00,93.38
1383.00,93.19
1382.00,92.99
1381.00,92.80
1380.00,92.60
1379.00,92.40
1378.00,92.21
1377.00,92.03
1376.00,91.87
1375.00,91.76
1374.00,91.69
1373.00,91.67
1372.00,91.68
1371.00,91.70
1370.00,91.75
1369.00,91.85
1368.00,91.96
1367.00,92.07
1366.00,92.16
1365.00,92.25
1364.00,92.35
1363.00,92.47
1362.00,92.59
1361.00,92.68
1360.00,92.76
1359.00,92.83
1358.00,92.91
1357.00,93.00
1356.00,93.09
1355.00,93.18
1354.00,93.27
1353.00,93.35
1352.00,93.43
1351.00,93.50
1350.00,93.56
1349.00,93.62
1348.00,93.66
1347.00,93.71
1346.00,93.75
1345.00,93.80
1344.00,93.84
1343.00,93.88
1342.00,93.92
1341.00,93.98
1340.00,94.06
1339.00,94.15
1338.00,94.21
1337.00,94.25
1336.00,94.29
1335.00,94.32
1334.00,94.36
1333.00,94.40
1332.00,94.45
1331.00,94.50
1330.00,94.56
1329.00,94.62
1328.00,94.68
1327.00,94.73
1326.00,94.77
1325.00,94.80
1324.00,94.83
1323.00,94.84
1322.00,94.85
1321.00,94.84
1320.00,94.81
1319.00,94.78
1318.00,94.74
1317.00,94.72
1316.00,94.69
1315.00,94.66
1314.00,94.64
1313.00,94.62
1312.00,94.60
1311.00,94.58
1310.00,94.54
1309.00,94.48
1308.00,94.41
1307.00,94.33
1306.00,94.26
1305.00,94.20
1304.00,94.13
1303.00,94.07
1302.00,94.03
1301.00,94.00
1300.00,93.98
1299.00,93.96
1298.00,93.93
1297.00,93.88
1296.00,93.80
1295.00,93.70
1294.00,93.60
1293.00,93.51
1292.00,93.46
1291.00,93.46
1290.00,93.48
1289.00,93.51
1288.00,93.53
1287.00,93.51
1286.00,93.47
1285.00,93.41
1284.00,93.34
1283.00,93.27
1282.00,93.20
1281.00,93.13
1280.00,93.06
1279.00,93.01
1278.00,92.97
1277.00,92.93
1276.00,92.88
1275.00,92.80
1274.00,92.69
1273.00,92.53
1272.00,92.32
1271.00,92.05
1270.00,91.72
1269.00,91.35
1268.00,90.95
1267.00,90.56
1266.00,90.22
1265.00,89.98
1264.00,89.84
1263.00,89.83
1262.00,89.90
1261.00,90.04
1260.00,90.21
1259.00,90.39
1258.00,90.59
1257.00,90.78
1256.00,90.98
1255.00,91.18
1254.00,91.37
1253.00,91.56
1252.00,91.74
1251.00,91.90
1250.00,92.04
1249.00,92.16
1248.00,92.26
1247.00,92.33
1246.00,92.39
1245.00,92.42
1244.00,92.44
1243.00,92.44
1242.00,92.45
1241.00,92.45
1240.00,92.46
1239.00,92.48
1238.00,92.53
1237.00,92.62
1236.00,92.74
1235.00,92.89
1234.00,93.07
1233.00,93.28
1232.00,93.49
1231.00,93.70
1230.00,93.91
1229.00,94.12
1228.00,94.32
1227.00,94.51
1226.00,94.68
1225.00,94.82
1224.00,94.92
1223.00,94.97
1222.00,94.96
1221.00,94.91
1220.00,94.81
1219.00,94.65
1218.00,94.45
1217.00,94.22
1216.00,93.99
1215.00,93.81
1214.00,93.70
1213.00,93.66
1212.00,93.67
1211.00,93.70
1210.00,93.71
1209.00,93.69
1208.00,93.62
1207.00,93.47
1206.00,93.24
1205.00,92.91
1204.00,92.49
1203.00,92.01
1202.00,91.56
1201.00,91.21
1200.00,91.04
1199.00,91.06
1198.00,91.25
1197.00,91.57
1196.00,91.94
1195.00,92.31
1194.00,92.67
1193.00,93.00
1192.00,93.29
1191.00,93.54
1190.00,93.76
1189.00,93.94
1188.00,94.11
1187.00,94.24
1186.00,94.34
1185.00,94.42
1184.00,94.48
1183.00,94.52
1182.00,94.53
1181.00,94.49
1180.00,94.40
1179.00,94.26
1178.00,94.09
1177.00,93.89
1176.00,93.67
1175.00,93.45
1174.00,93.22
1173.00,93.01
1172.00,92.83
1171.00,92.70
1170.00,92.62
1169.00,92.62
1168.00,92.68
1167.00,92.78
1166.00,92.92
1165.00,93.09
1164.00,93.31
1163.00,93.55
1162.00,93.80
1161.00,94.04
1160.00,94.28
1159.00,94.51
1158.00,94.71
1157.00,94.87
1156.00,94.99
1155.00,95.09
1154.00,95.19
1153.00,95.30
1152.00,95.41
1151.00,95.52
1150.00,95.63
1149.00,95.76
1148.00,95.90
1147.00,96.03
1146.00,96.16
1145.00,96.27
1144.00,96.39
1143.00,96.51
1142.00,96.62
1141.00,96.73
1140.00,96.80
1139.00,96.86
1138.00,96.90
1137.00,96.93
1136.00,96.95
1135.00,96.96
1134.00,96.96
1133.00,96.94
1132.00,96.90
1131.00,96.83
1130.00,96.72
1129.00,96.58
1128.00,96.41
1127.00,96.24
1126.00,96.09
1125.00,95.99
1124.00,95.91
1123.00,95.86
1122.00,95.83
1121.00,95.82
1120.00,95.84
1119.00,95.87
1118.00,95.91
1117.00,95.96
1116.00,95.98
1115.00,95.99
1114.00,95.99
1113.00,95.99
1112.00,96.01
1111.00,96.04
1110.00,96.07
1109.00,96.11
1108.00,96.18
1107.00,96.25
1106.00,96.35
1105.00,96.46
1104.00,96.57
1103.00,96.66
1102.00,96.72
1101.00,96.77
1100.00,96.82
1099.00,96.90
1098.00,96.99
1097.00,97.06
1096.00,97.10
1095.00,97.11
1094.00,97.12
1093.00,97.14
1092.00,97.18
1091.00,97.21
1090.00,97.23
1089.00,97.25
1088.00,97.26
1087.00,97.27
1086.00,97.26
1085.00,97.24
1084.00,97.22
1083.00,97.20
1082.00,97.18
1081.00,97.15
1080.00,97.13
1079.00,97.13
1078.00,97.13
1077.00,97.13
1076.00,97.12
1075.00,97.10
1074.00,97.10
1073.00,97.13
1072.00,97.17
1071.00,97.21
1070.00,97.22
1069.00,97.24
1068.00,97.27
1067.00,97.33
1066.00,97.38
1065.00,97.43
1064.00,97.47
1063.00,97.52
1062.00,97.59
1061.00,97.67
1060.00,97.76
1059.00,97.84
1058.00,97.93
1057.00,98.02
1056.00,98.11
1055.00,98.18
1054.00,98.22
1053.00,98.25
1052.00,98.28
1051.00,98.32
1050.00,98.36
1049.00,98.38
1048.00,98.40
1047.00,98.42
1046.00,98.43
1045.00,98.44
1044.00,98.44
1043.00,98.44
1042.00,98.42
1041.00,98.41
1040.00,98.38
1039.00,98.35
1038.00,98.31
1037.00,98.26
1036.00,98.21
1035.00,98.16
1034.00,98.08
1033.00,97.99
1032.00,97.89
1031.00,97.80
1030.00,97.75
1029.00,97.76
1028.00,97.81
1027.00,97.88
1026.00,97.96
1025.00,98.05
1024.00,98.16
1023.00,98.26
1022.00,98.35
1021.00,98.42
1020.00,98.48
1019.00,98.53
1018.00,98.57
1017.00,98.60
1016.00,98.64
1015.00,98.67
1014.00,98.71
1013.00,98.75
1012.00,98.78
1011.00,98.79
1010.00,98.79
1009.00,98.79
1008.00,98.81
1007.00,98.84
1006.00,98.86
1005.00,98.87
1004.00,98.87
1003.00,98.87
1002.00,98.88
1001.00,98.90
1000.00,98.91
999.00,98.91
998.00,98.89
997.00,98.87
996.00,98.84
995.00,98.81
994.00,98.78
993.00,98.75
992.00,98.72
991.00,98.70
990.00,98.70
989.00,98.71
988.00,98.72
987.00,98.70
986.00,98.65
985.00,98.60
984.00,98.55
983.00,98.52
982.00,98.49
981.00,98.47
980.00,98.45
979.00,98.43
978.00,98.41
977.00,98.38
976.00,98.35
975.00,98.33
974.00,98.32
973.00,98.32
972.00,98.30
971.00,98.27
970.00,98.24
969.00,98.21
968.00,98.19
967.00,98.17
966.00,98.10
965.00,97.99
964.00,97.83
963.00,97.64
962.00,97.45
961.00,97.29
960.00,97.19
959.00,97.17
958.00,97.22
957.00,97.32
956.00,97.45
955.00,97.56
954.00,97.63
953.00,97.67
952.00,97.71
951.00,97.73
950.00,97.77
949.00,97.84
948.00,97.96
947.00,98.13
946.00,98.31
945.00,98.46
944.00,98.56
943.00,98.63
942.00,98.70
941.00,98.76
940.00,98.80
939.00,98.81
938.00,98.78
937.00,98.74
936.00,98.69
935.00,98.63
934.00,98.56
933.00,98.47
932.00,98.36
931.00,98.23
930.00,98.11
929.00,98.03
928.00,98.02
927.00,98.08
926.00,98.20
925.00,98.34
924.00,98.51
923.00,98.67
922.00,98.82
921.00,98.93
920.00,98.99
919.00,99.04
918.00,99.08
917.00,99.12
916.00,99.17
915.00,99.21
914.00,99.26
913.00,99.31
912.00,99.35
911.00,99.38
910.00,99.40
909.00,99.43
908.00,99.47
907.00,99.51
906.00,99.55
905.00,99.57
904.00,99.57
903.00,99.57
902.00,99.56
901.00,99.56
