Created as New Dataset,12.1 Red Wool Corriedale sheep
cm-1,%T
2464.00,99.42
2463.00,99.43
2462.00,99.44
2461.00,99.45
2460.00,99.44
2459.00,99.43
2458.00,99.41
2457.00,99.40
2456.00,99.39
2455.00,99.40
2454.00,99.41
2453.00,99.42
2452.00,99.44
2451.00,99.46
2450.00,99.47
2449.00,99.48
2448.00,99.46
2447.00,99.44
2446.00,99.42
2445.00,99.42
2444.00,99.42
2443.00,99.42
2442.00,99.43
2441.00,99.42
2440.00,99.41
2439.00,99.39
2438.00,99.38
2437.00,99.39
2436.00,99.40
2435.00,99.41
2434.00,99.41
2433.00,99.42
2432.00,99.42
2431.00,99.42
2430.00,99.43
2429.00,99.43
2428.00,99.43
2427.00,99.43
2426.00,99.42
2425.00,99.41
2424.00,99.40
2423.00,99.39
2422.00,99.39
2421.00,99.41
2420.00,99.43
2419.00,99.45
2418.00,99.46
2417.00,99.46
2416.00,99.46
2415.00,99.46
2414.00,99.46
2413.00,99.46
2412.00,99.46
2411.00,99.46
2410.00,99.46
2409.00,99.46
2408.00,99.47
2407.00,99.48
2406.00,99.50
2405.00,99.52
2404.00,99.51
2403.00,99.50
2402.00,99.48
2401.00,99.46
2400.00,99.45
2399.00,99.45
2398.00,99.47
2397.00,99.49
2396.00,99.51
2395.00,99.52
2394.00,99.50
2393.00,99.48
2392.00,99.46
2391.00,99.46
2390.00,99.47
2389.00,99.48
2388.00,99.50
2387.00,99.52
2386.00,99.55
2385.00,99.57
2384.00,99.58
2383.00,99.59
2382.00,99.59
2381.00,99.58
2380.00,99.57
2379.00,99.55
2378.00,99.54
2377.00,99.55
2376.00,99.58
2375.00,99.60
2374.00,99.61
2373.00,99.60
2372.00,99.58
2371.00,99.59
2370.00,99.62
2369.00,99.65
2368.00,99.65
2367.00,99.61
2366.00,99.55
2365.00,99.51
2364.00,99.50
2363.00,99.53
2362.00,99.55
2361.00,99.57
2360.00,99.55
2359.00,99.50
2358.00,99.43
2357.00,99.36
2356.00,99.33
2355.00,99.35
2354.00,99.37
2353.00,99.37
2352.00,99.36
2351.00,99.38
2350.00,99.44
2349.00,99.56
2348.00,99.68
2347.00,99.78
2346.00,99.80
2345.00,99.74
2344.00,99.63
2343.00,99.54
2342.00,99.45
2341.00,99.37
2340.00,99.31
2339.00,99.27
2338.00,99.27
2337.00,99.31
2336.00,99.38
2335.00,99.44
2334.00,99.47
2333.00,99.46
2332.00,99.42
2331.00,99.38
2330.00,99.35
2329.00,99.33
2328.00,99.33
2327.00,99.35
2326.00,99.37
2325.00,99.36
2324.00,99.32
2323.00,99.29
2322.00,99.27
2321.00,99.26
2320.00,99.26
2319.00,99.25
2318.00,99.25
2317.00,99.27
2316.00,99.29
2315.00,99.31
2314.00,99.31
2313.00,99.30
2312.00,99.28
2311.00,99.27
2310.00,99.26
2309.00,99.27
2308.00,99.27
2307.00,99.28
2306.00,99.29
2305.00,99.29
2304.00,99.29
2303.00,99.29
2302.00,99.29
2301.00,99.28
2300.00,99.27
2299.00,99.26
2298.00,99.25
2297.00,99.24
2296.00,99.24
2295.00,99.25
2294.00,99.26
2293.00,99.24
2292.00,99.21
2291.00,99.19
2290.00,99.19
2289.00,99.21
2288.00,99.23
2287.00,99.23
2286.00,99.22
2285.00,99.20
2284.00,99.18
2283.00,99.17
2282.00,99.16
2281.00,99.15
2280.00,99.13
2279.00,99.11
2278.00,99.10
2277.00,99.10
2276.00,99.10
2275.00,99.08
2274.00,99.07
2273.00,99.05
2272.00,99.05
2271.00,99.05
2270.00,99.04
2269.00,99.04
2268.00,99.04
2267.00,99.06
2266.00,99.09
2265.00,99.11
2264.00,99.13
2263.00,99.13
2262.00,99.10
2261.00,99.05
2260.00,99.01
2259.00,99.01
2258.00,99.02
2257.00,99.04
2256.00,99.06
2255.00,99.08
2254.00,99.09
2253.00,99.09
2252.00,99.06
2251.00,99.02
2250.00,98.99
2249.00,98.99
2248.00,99.02
2247.00,99.06
2246.00,99.09
2245.00,99.07
2244.00,99.02
2243.00,98.95
2242.00,98.89
2241.00,98.86
2240.00,98.86
2239.00,98.88
2238.00,98.89
2237.00,98.90
2236.00,98.91
2235.00,98.93
2234.00,98.94
2233.00,98.95
2232.00,98.97
2231.00,98.98
2230.00,98.96
2229.00,98.92
2228.00,98.87
2227.00,98.84
2226.00,98.83
2225.00,98.84
2224.00,98.84
2223.00,98.84
2222.00,98.82
2221.00,98.79
2220.00,98.76
2219.00,98.74
2218.00,98.74
2217.00,98.76
2216.00,98.79
2215.00,98.82
2214.00,98.86
2213.00,98.89
2212.00,98.91
2211.00,98.91
2210.00,98.89
2209.00,98.84
2208.00,98.80
2207.00,98.78
2206.00,98.77
2205.00,98.75
2204.00,98.70
2203.00,98.67
2202.00,98.65
2201.00,98.66
2200.00,98.68
2199.00,98.69
2198.00,98.70
2197.00,98.74
2196.00,98.79
2195.00,98.83
2194.00,98.82
2193.00,98.77
2192.00,98.71
2191.00,98.66
2190.00,98.62
2189.00,98.58
2188.00,98.57
2187.00,98.58
2186.00,98.58
2185.00,98.57
2184.00,98.55
2183.00,98.55
2182.00,98.56
2181.00,98.56
2180.00,98.56
2179.00,98.57
2178.00,98.59
2177.00,98.59
2176.00,98.54
2175.00,98.47
2174.00,98.41
2173.00,98.39
2172.00,98.43
2171.00,98.48
2170.00,98.49
2169.00,98.45
2168.00,98.40
2167.00,98.39
2166.00,98.41
2165.00,98.44
2164.00,98.48
2163.00,98.52
2162.00,98.54
2161.00,98.56
2160.00,98.62
2159.00,98.71
2158.00,98.80
2157.00,98.82
2156.00,98.77
2155.00,98.70
2154.00,98.67
2153.00,98.69
2152.00,98.72
2151.00,98.75
2150.00,98.75
2149.00,98.71
2148.00,98.67
2147.00,98.65
2146.00,98.66
2145.00,98.70
2144.00,98.74
2143.00,98.75
2142.00,98.74
2141.00,98.73
2140.00,98.75
2139.00,98.80
2138.00,98.86
2137.00,98.91
2136.00,98.94
2135.00,98.95
2134.00,98.96
2133.00,98.96
2132.00,98.97
2131.00,98.99
2130.00,98.99
2129.00,98.96
2128.00,98.92
2127.00,98.90
2126.00,98.90
2125.00,98.91
2124.00,98.94
2123.00,98.97
2122.00,99.00
2121.00,99.01
2120.00,99.00
2119.00,98.98
2118.00,98.93
2117.00,98.89
2116.00,98.87
2115.00,98.91
2114.00,98.96
2113.00,98.98
2112.00,98.95
2111.00,98.89
2110.00,98.83
2109.00,98.81
2108.00,98.85
2107.00,98.91
2106.00,98.96
2105.00,98.98
2104.00,98.97
2103.00,98.96
2102.00,98.95
2101.00,98.95
2100.00,98.95
2099.00,98.97
2098.00,98.97
2097.00,98.97
2096.00,98.96
2095.00,98.96
2094.00,98.95
2093.00,98.93
2092.00,98.91
2091.00,98.89
2090.00,98.86
2089.00,98.84
2088.00,98.84
2087.00,98.86
2086.00,98.89
2085.00,98.92
2084.00,98.95
2083.00,98.98
2082.00,99.00
2081.00,98.98
2080.00,98.95
2079.00,98.91
2078.00,98.86
2077.00,98.80
2076.00,98.75
2075.00,98.74
2074.00,98.78
2073.00,98.83
2072.00,98.88
2071.00,98.90
2070.00,98.90
2069.00,98.89
2068.00,98.87
2067.00,98.86
2066.00,98.88
2065.00,98.92
2064.00,98.97
2063.00,99.01
2062.00,99.01
2061.00,98.98
2060.00,98.93
2059.00,98.91
2058.00,98.90
2057.00,98.91
2056.00,98.92
2055.00,98.93
2054.00,98.93
2053.00,98.89
2052.00,98.85
2051.00,98.83
2050.00,98.83
2049.00,98.85
2048.00,98.86
2047.00,98.87
2046.00,98.88
2045.00,98.90
2044.00,98.92
2043.00,98.93
2042.00,98.89
2041.00,98.83
2040.00,98.77
2039.00,98.72
2038.00,98.67
2037.00,98.62
2036.00,98.58
2035.00,98.59
2034.00,98.64
2033.00,98.69
2032.00,98.74
2031.00,98.77
2030.00,98.76
2029.00,98.73
2028.00,98.69
2027.00,98.70
2026.00,98.73
2025.00,98.76
2024.00,98.76
2023.00,98.76
2022.00,98.75
2021.00,98.74
2020.00,98.77
2019.00,98.80
2018.00,98.83
2017.00,98.84
2016.00,98.83
2015.00,98.83
2014.00,98.82
2013.00,98.81
2012.00,98.82
2011.00,98.87
2010.00,98.95
2009.00,99.02
2008.00,99.04
2007.00,99.03
2006.00,98.99
2005.00,98.93
2004.00,98.86
2003.00,98.81
2002.00,98.79
2001.00,98.78
2000.00,98.80
1999.00,98.82
1998.00,98.85
1997.00,98.86
1996.00,98.87
1995.00,98.88
1994.00,98.91
1993.00,98.93
1992.00,98.94
1991.00,98.92
1990.00,98.89
1989.00,98.83
1988.00,98.78
1987.00,98.74
1986.00,98.71
1985.00,98.69
1984.00,98.72
1983.00,98.78
1982.00,98.84
1981.00,98.84
1980.00,98.79
1979.00,98.75
1978.00,98.74
1977.00,98.76
1976.00,98.78
1975.00,98.79
1974.00,98.81
1973.00,98.83
1972.00,98.85
1971.00,98.88
1970.00,98.90
1969.00,98.91
1968.00,98.91
1967.00,98.93
1966.00,98.97
1965.00,99.02
1964.00,99.07
1963.00,99.10
1962.00,99.09
1961.00,99.04
1960.00,98.99
1959.00,98.97
1958.00,98.99
1957.00,99.02
1956.00,99.05
1955.00,99.07
1954.00,99.08
1953.00,99.06
1952.00,99.03
1951.00,99.01
1950.00,98.99
1949.00,98.98
1948.00,98.98
1947.00,99.00
1946.00,99.02
1945.00,99.04
1944.00,99.06
1943.00,99.09
1942.00,99.13
1941.00,99.16
1940.00,99.20
1939.00,99.23
1938.00,99.25
1937.00,99.24
1936.00,99.23
1935.00,99.22
1934.00,99.22
1933.00,99.23
1932.00,99.26
1931.00,99.29
1930.00,99.30
1929.00,99.30
1928.00,99.28
1927.00,99.25
1926.00,99.22
1925.00,99.19
1924.00,99.16
1923.00,99.16
1922.00,99.17
1921.00,99.17
1920.00,99.18
1919.00,99.19
1918.00,99.21
1917.00,99.21
1916.00,99.23
1915.00,99.26
1914.00,99.30
1913.00,99.33
1912.00,99.35
1911.00,99.35
1910.00,99.34
1909.00,99.31
1908.00,99.27
1907.00,99.26
1906.00,99.26
1905.00,99.27
1904.00,99.28
1903.00,99.29
1902.00,99.29
1901.00,99.29
1900.00,99.29
1899.00,99.30
1898.00,99.32
1897.00,99.33
1896.00,99.33
1895.00,99.32
1894.00,99.32
1893.00,99.33
1892.00,99.34
1891.00,99.35
1890.00,99.35
1889.00,99.34
1888.00,99.33
1887.00,99.31
1886.00,99.29
1885.00,99.27
1884.00,99.27
1883.00,99.28
1882.00,99.29
1881.00,99.30
1880.00,99.29
1879.00,99.30
1878.00,99.31
1877.00,99.31
1876.00,99.30
1875.00,99.30
1874.00,99.30
1873.00,99.30
1872.00,99.32
1871.00,99.35
1870.00,99.38
1869.00,99.37
1868.00,99.35
1867.00,99.34
1866.00,99.33
1865.00,99.32
1864.00,99.32
1863.00,99.33
1862.00,99.35
1861.00,99.36
1860.00,99.37
1859.00,99.37
1858.00,99.35
1857.00,99.32
1856.00,99.30
1855.00,99.32
1854.00,99.35
1853.00,99.38
1852.00,99.39
1851.00,99.39
1850.00,99.39
1849.00,99.39
1848.00,99.39
1847.00,99.39
1846.00,99.39
1845.00,99.38
1844.00,99.37
1843.00,99.38
1842.00,99.39
1841.00,99.37
1840.00,99.35
1839.00,99.34
1838.00,99.34
1837.00,99.33
1836.00,99.32
1835.00,99.32
1834.00,99.34
1833.00,99.35
1832.00,99.37
1831.00,99.38
1830.00,99.38
1829.00,99.37
1828.00,99.36
1827.00,99.34
1826.00,99.32
1825.00,99.30
1824.00,99.28
1823.00,99.27
1822.00,99.28
1821.00,99.30
1820.00,99.30
1819.00,99.31
1818.00,99.30
1817.00,99.28
1816.00,99.26
1815.00,99.24
1814.00,99.24
1813.00,99.25
1812.00,99.27
1811.00,99.30
1810.00,99.32
1809.00,99.32
1808.00,99.31
1807.00,99.29
1806.00,99.29
1805.00,99.28
1804.00,99.29
1803.00,99.30
1802.00,99.31
1801.00,99.31
1800.00,99.30
1799.00,99.31
1798.00,99.31
1797.00,99.31
1796.00,99.30
1795.00,99.29
1794.00,99.27
1793.00,99.25
1792.00,99.23
1791.00,99.22
1790.00,99.21
1789.00,99.19
1788.00,99.17
1787.00,99.17
1786.00,99.17
1785.00,99.17
1784.00,99.17
1783.00,99.16
1782.00,99.14
1781.00,99.11
1780.00,99.09
1779.00,99.07
1778.00,99.06
1777.00,99.07
1776.00,99.08
1775.00,99.09
1774.00,99.09
1773.00,99.08
1772.00,99.05
1771.00,99.03
1770.00,98.99
1769.00,98.93
1768.00,98.89
1767.00,98.87
1766.00,98.88
1765.00,98.89
1764.00,98.87
1763.00,98.85
1762.00,98.83
1761.00,98.81
1760.00,98.78
1759.00,98.77
1758.00,98.76
1757.00,98.74
1756.00,98.71
1755.00,98.67
1754.00,98.63
1753.00,98.60
1752.00,98.57
1751.00,98.56
1750.00,98.53
1749.00,98.48
1748.00,98.41
1747.00,98.36
1746.00,98.30
1745.00,98.23
1744.00,98.15
1743.00,98.09
1742.00,98.05
1741.00,97.99
1740.00,97.93
1739.00,97.88
1738.00,97.85
1737.00,97.80
1736.00,97.73
1735.00,97.68
1734.00,97.65
1733.00,97.64
1732.00,97.63
1731.00,97.61
1730.00,97.59
1729.00,97.57
1728.00,97.55
1727.00,97.54
1726.00,97.55
1725.00,97.54
1724.00,97.52
1723.00,97.50
1722.00,97.49
1721.00,97.46
1720.00,97.38
1719.00,97.27
1718.00,97.16
1717.00,97.06
1716.00,96.96
1715.00,96.87
1714.00,96.78
1713.00,96.66
1712.00,96.53
1711.00,96.40
1710.00,96.28
1709.00,96.14
1708.00,95.98
1707.00,95.78
1706.00,95.53
1705.00,95.26
1704.00,95.03
1703.00,94.84
1702.00,94.63
1701.00,94.30
1700.00,93.87
1699.00,93.51
1698.00,93.19
1697.00,92.79
1696.00,92.34
1695.00,91.96
1694.00,91.70
1693.00,91.47
1692.00,91.21
1691.00,90.92
1690.00,90.63
1689.00,90.33
1688.00,90.06
1687.00,89.81
1686.00,89.57
1685.00,89.24
1684.00,88.84
1683.00,88.53
1682.00,88.29
1681.00,88.05
1680.00,87.81
1679.00,87.61
1678.00,87.44
1677.00,87.25
1676.00,86.97
1675.00,86.66
1674.00,86.38
1673.00,86.15
1672.00,85.92
1671.00,85.65
1670.00,85.34
1669.00,85.01
1668.00,84.70
1667.00,84.46
1666.00,84.25
1665.00,84.03
1664.00,83.76
1663.00,83.44
1662.00,83.12
1661.00,82.82
1660.00,82.53
1659.00,82.26
1658.00,82.01
1657.00,81.80
1656.00,81.58
1655.00,81.33
1654.00,80.94
1653.00,80.42
1652.00,80.07
1651.00,79.94
1650.00,79.87
1649.00,79.74
1648.00,79.52
1647.00,79.25
1646.00,79.02
1645.00,78.87
1644.00,78.76
1643.00,78.66
1642.00,78.58
1641.00,78.51
1640.00,78.46
1639.00,78.44
1638.00,78.42
1637.00,78.37
1636.00,78.29
1635.00,78.21
1634.00,78.17
1633.00,78.13
1632.00,78.09
1631.00,78.07
1630.00,78.08
1629.00,78.11
1628.00,78.16
1627.00,78.22
1626.00,78.30
1625.00,78.38
1624.00,78.47
1623.00,78.59
1622.00,78.75
1621.00,78.91
1620.00,79.07
1619.00,79.22
1618.00,79.39
1617.00,79.63
1616.00,79.90
1615.00,80.16
1614.00,80.39
1613.00,80.60
1612.00,80.82
1611.00,81.05
1610.00,81.29
1609.00,81.52
1608.00,81.76
1607.00,82.00
1606.00,82.22
1605.00,82.41
1604.00,82.59
1603.00,82.73
1602.00,82.85
1601.00,82.96
1600.00,83.07
1599.00,83.16
1598.00,83.23
1597.00,83.29
1596.00,83.33
1595.00,83.36
1594.00,83.37
1593.00,83.38
1592.00,83.38
1591.00,83.37
1590.00,83.34
1589.00,83.29
1588.00,83.23
1587.00,83.16
1586.00,83.07
1585.00,82.97
1584.00,82.87
1583.00,82.75
1582.00,82.61
1581.00,82.47
1580.00,82.34
1579.00,82.17
1578.00,81.95
1577.00,81.70
1576.00,81.47
1575.00,81.30
1574.00,81.17
1573.00,81.05
1572.00,80.90
1571.00,80.70
1570.00,80.44
1569.00,80.17
1568.00,79.93
1567.00,79.72
1566.00,79.51
1565.00,79.30
1564.00,79.09
1563.00,78.91
1562.00,78.75
1561.00,78.60
1560.00,78.38
1559.00,78.03
1558.00,77.73
1557.00,77.54
1556.00,77.35
1555.00,77.14
1554.00,76.93
1553.00,76.75
1552.00,76.60
1551.00,76.45
1550.00,76.30
1549.00,76.19
1548.00,76.13
1547.00,76.09
1546.00,76.07
1545.00,76.06
1544.00,76.05
1543.00,76.04
1542.00,76.03
1541.00,76.02
1540.00,76.02
1539.00,76.08
1538.00,76.17
1537.00,76.26
1536.00,76.33
1535.00,76.40
1534.00,76.49
1533.00,76.62
1532.00,76.73
1531.00,76.83
1530.00,76.94
1529.00,77.06
1528.00,77.19
1527.00,77.33
1526.00,77.49
1525.00,77.63
1524.00,77.76
1523.00,77.86
1522.00,77.96
1521.00,78.05
1520.00,78.14
1519.00,78.20
1518.00,78.24
1517.00,78.29
1516.00,78.37
1515.00,78.48
1514.00,78.62
1513.00,78.79
1512.00,79.00
1511.00,79.24
1510.00,79.48
1509.00,79.70
1508.00,79.92
1507.00,80.24
1506.00,80.62
1505.00,80.94
1504.00,81.19
1503.00,81.43
1502.00,81.69
1501.00,81.99
1500.00,82.30
1499.00,82.60
1498.00,82.91
1497.00,83.24
1496.00,83.58
1495.00,83.90
1494.00,84.21
1493.00,84.51
1492.00,84.82
1491.00,85.16
1490.00,85.52
1489.00,85.87
1488.00,86.16
1487.00,86.40
1486.00,86.62
1485.00,86.81
1484.00,86.97
1483.00,87.11
1482.00,87.26
1481.00,87.40
1480.00,87.50
1479.00,87.56
1478.00,87.60
1477.00,87.61
1476.00,87.56
1475.00,87.47
1474.00,87.34
1473.00,87.15
1472.00,86.95
1471.00,86.80
1470.00,86.71
1469.00,86.64
1468.00,86.58
1467.00,86.54
1466.00,86.48
1465.00,86.40
1464.00,86.31
1463.00,86.26
1462.00,86.25
1461.00,86.25
1460.00,86.22
1459.00,86.13
1458.00,85.98
1457.00,85.81
1456.00,85.69
1455.00,85.63
1454.00,85.60
1453.00,85.56
1452.00,85.53
1451.00,85.52
1450.00,85.53
1449.00,85.54
1448.00,85.55
1447.00,85.56
1446.00,85.59
1445.00,85.62
1444.00,85.64
1443.00,85.67
1442.00,85.71
1441.00,85.76
1440.00,85.82
1439.00,85.89
1438.00,85.98
1437.00,86.08
1436.00,86.17
1435.00,86.24
1434.00,86.29
1433.00,86.33
1432.00,86.38
1431.00,86.41
1430.00,86.44
1429.00,86.43
1428.00,86.39
1427.00,86.33
1426.00,86.25
1425.00,86.18
1424.00,86.08
1423.00,85.98
1422.00,85.87
1421.00,85.75
1420.00,85.61
1419.00,85.45
1418.00,85.30
1417.00,85.17
1416.00,85.01
1415.00,84.85
1414.00,84.69
1413.00,84.53
1412.00,84.36
1411.00,84.18
1410.00,84.00
1409.00,83.82
1408.00,83.63
1407.00,83.43
1406.00,83.23
1405.00,83.01
1404.00,82.81
1403.00,82.64
1402.00,82.51
1401.00,82.38
1400.00,82.24
1399.00,82.12
1398.00,82.03
1397.00,81.96
1396.00,81.89
1395.00,81.82
1394.00,81.79
1393.00,81.76
1392.00,81.76
1391.00,81.78
1390.00,81.82
1389.00,81.88
1388.00,81.96
1387.00,82.08
1386.00,82.22
1385.00,82.36
1384.00,82.52
1383.00,82.69
1382.00,82.88
1381.00,83.07
1380.00,83.27
1379.00,83.48
1378.00,83.69
1377.00,83.89
1376.00,84.09
1375.00,84.30
1374.00,84.51
1373.00,84.71
1372.00,84.89
1371.00,85.04
1370.00,85.19
1369.00,85.34
1368.00,85.49
1367.00,85.66
1366.00,85.83
1365.00,86.00
1364.00,86.17
1363.00,86.35
1362.00,86.51
1361.00,86.66
1360.00,86.78
1359.00,86.88
1358.00,86.96
1357.00,87.04
1356.00,87.10
1355.00,87.16
1354.00,87.21
1353.00,87.26
1352.00,87.31
1351.00,87.35
1350.00,87.39
1349.00,87.41
1348.00,87.42
1347.00,87.44
1346.00,87.46
1345.00,87.49
1344.00,87.53
1343.00,87.55
1342.00,87.57
1341.00,87.58
1340.00,87.60
1339.00,87.64
1338.00,87.69
1337.00,87.73
1336.00,87.76
1335.00,87.78
1334.00,87.79
1333.00,87.82
1332.00,87.84
1331.00,87.86
1330.00,87.87
1329.00,87.87
1328.00,87.87
1327.00,87.85
1326.00,87.82
1325.00,87.79
1324.00,87.76
1323.00,87.72
1322.00,87.68
1321.00,87.62
1320.00,87.57
1319.00,87.53
1318.00,87.50
1317.00,87.48
1316.00,87.45
1315.00,87.43
1314.00,87.40
1313.00,87.39
1312.00,87.39
1311.00,87.39
1310.00,87.39
1309.00,87.37
1308.00,87.34
1307.00,87.32
1306.00,87.30
1305.00,87.28
1304.00,87.27
1303.00,87.26
1302.00,87.25
1301.00,87.23
1300.00,87.19
1299.00,87.16
1298.00,87.14
1297.00,87.13
1296.00,87.13
1295.00,87.12
1294.00,87.12
1293.00,87.12
1292.00,87.14
1291.00,87.17
1290.00,87.20
1289.00,87.24
1288.00,87.26
1287.00,87.30
1286.00,87.33
1285.00,87.36
1284.00,87.39
1283.00,87.41
1282.00,87.44
1281.00,87.47
1280.00,87.49
1279.00,87.51
1278.00,87.52
1277.00,87.52
1276.00,87.50
1275.00,87.49
1274.00,87.48
1273.00,87.48
1272.00,87.48
1271.00,87.49
1270.00,87.48
1269.00,87.46
1268.00,87.43
1267.00,87.40
1266.00,87.39
1265.00,87.38
1264.00,87.36
1263.00,87.33
1262.00,87.28
1261.00,87.23
1260.00,87.17
1259.00,87.12
1258.00,87.07
1257.00,87.02
1256.00,86.97
1255.00,86.92
1254.00,86.87
1253.00,86.83
1252.00,86.79
1251.00,86.74
1250.00,86.69
1249.00,86.64
1248.00,86.59
1247.00,86.54
1246.00,86.49
1245.00,86.43
1244.00,86.39
1243.00,86.35
1242.00,86.32
1241.00,86.29
1240.00,86.27
1239.00,86.25
1238.00,86.25
1237.00,86.26
1236.00,86.28
1235.00,86.30
1234.00,86.34
1233.00,86.38
1232.00,86.43
1231.00,86.49
1230.00,86.55
1229.00,86.62
1228.00,86.69
1227.00,86.74
1226.00,86.80
1225.00,86.87
1224.00,86.95
1223.00,87.04
1222.00,87.14
1221.00,87.24
1220.00,87.32
1219.00,87.42
1218.00,87.53
1217.00,87.65
1216.00,87.76
1215.00,87.86
1214.00,87.94
1213.00,88.00
1212.00,88.05
1211.00,88.09
1210.00,88.12
1209.00,88.16
1208.00,88.19
1207.00,88.24
1206.00,88.30
1205.00,88.37
1204.00,88.45
1203.00,88.52
1202.00,88.59
1201.00,88.63
1200.00,88.67
1199.00,88.72
1198.00,88.78
1197.00,88.85
1196.00,88.89
1195.00,88.93
1194.00,88.95
1193.00,88.97
1192.00,88.99
1191.00,89.01
1190.00,89.05
1189.00,89.10
1188.00,89.15
1187.00,89.19
1186.00,89.21
1185.00,89.22
1184.00,89.23
1183.00,89.23
1182.00,89.22
1181.00,89.19
1180.00,89.15
1179.00,89.10
1178.00,89.06
1177.00,89.03
1176.00,89.02
1175.00,89.00
1174.00,88.99
1173.00,88.99
1172.00,89.00
1171.00,89.04
1170.00,89.10
1169.00,89.17
1168.00,89.23
1167.00,89.29
1166.00,89.34
1165.00,89.38
1164.00,89.42
1163.00,89.45
1162.00,89.49
1161.00,89.53
1160.00,89.56
1159.00,89.59
1158.00,89.62
1157.00,89.66
1156.00,89.70
1155.00,89.74
1154.00,89.78
1153.00,89.82
1152.00,89.88
1151.00,89.96
1150.00,90.06
1149.00,90.15
1148.00,90.22
1147.00,90.28
1146.00,90.33
1145.00,90.38
1144.00,90.42
1143.00,90.46
1142.00,90.50
1141.00,90.53
1140.00,90.55
1139.00,90.54
1138.00,90.53
1137.00,90.52
1136.00,90.50
1135.00,90.48
1134.00,90.45
1133.00,90.42
1132.00,90.39
1131.00,90.38
1130.00,90.37
1129.00,90.34
1128.00,90.30
1127.00,90.26
1126.00,90.22
1125.00,90.20
1124.00,90.18
1123.00,90.18
1122.00,90.20
1121.00,90.23
1120.00,90.24
1119.00,90.24
1118.00,90.23
1117.00,90.22
1116.00,90.20
1115.00,90.19
1114.00,90.18
1113.00,90.19
1112.00,90.20
1111.00,90.21
1110.00,90.20
1109.00,90.19
1108.00,90.17
1107.00,90.15
1106.00,90.14
1105.00,90.14
1104.00,90.14
1103.00,90.13
1102.00,90.12
1101.00,90.09
1100.00,90.06
1099.00,90.02
1098.00,89.99
1097.00,89.97
1096.00,89.95
1095.00,89.94
1094.00,89.93
1093.00,89.92
1092.00,89.90
1091.00,89.88
1090.00,89.85
1089.00,89.81
1088.00,89.75
1087.00,89.69
1086.00,89.63
1085.00,89.58
1084.00,89.52
1083.00,89.47
1082.00,89.42
1081.00,89.39
1080.00,89.38
1079.00,89.38
1078.00,89.39
1077.00,89.40
1076.00,89.38
1075.00,89.35
1074.00,89.33
1073.00,89.34
1072.00,89.37
1071.00,89.40
1070.00,89.43
1069.00,89.48
1068.00,89.52
1067.00,89.56
1066.00,89.60
1065.00,89.63
1064.00,89.67
1063.00,89.70
1062.00,89.72
1061.00,89.74
1060.00,89.76
1059.00,89.78
1058.00,89.82
1057.00,89.85
1056.00,89.88
1055.00,89.89
1054.00,89.87
1053.00,89.83
1052.00,89.81
1051.00,89.80
1050.00,89.81
1049.00,89.81
1048.00,89.81
1047.00,89.80
1046.00,89.80
1045.00,89.81
1044.00,89.84
1043.00,89.89
1042.00,89.98
1041.00,90.07
1040.00,90.16
1039.00,90.22
1038.00,90.26
1037.00,90.30
1036.00,90.37
1035.00,90.46
1034.00,90.56
1033.00,90.65
1032.00,90.72
1031.00,90.76
1030.00,90.79
1029.00,90.81
1028.00,90.85
1027.00,90.89
1026.00,90.95
1025.00,91.00
1024.00,91.06
1023.00,91.10
1022.00,91.15
1021.00,91.20
1020.00,91.27
1019.00,91.36
1018.00,91.47
1017.00,91.56
1016.00,91.63
1015.00,91.68
1014.00,91.72
1013.00,91.76
1012.00,91.81
1011.00,91.85
1010.00,91.90
1009.00,91.94
1008.00,92.00
1007.00,92.06
1006.00,92.13
1005.00,92.18
1004.00,92.21
1003.00,92.23
1002.00,92.25
1001.00,92.26
1000.00,92.28
999.00,92.30
998.00,92.31
997.00,92.31
996.00,92.31
995.00,92.33
994.00,92.35
993.00,92.38
992.00,92.41
991.00,92.43
990.00,92.44
989.00,92.45
988.00,92.45
987.00,92.46
986.00,92.47
985.00,92.49
984.00,92.50
983.00,92.52
982.00,92.53
981.00,92.55
980.00,92.58
979.00,92.60
978.00,92.62
977.00,92.62
976.00,92.61
975.00,92.62
974.00,92.63
973.00,92.65
972.00,92.67
971.00,92.69
970.00,92.71
969.00,92.73
968.00,92.73
967.00,92.72
966.00,92.69
965.00,92.67
964.00,92.65
963.00,92.64
962.00,92.64
961.00,92.65
960.00,92.66
959.00,92.68
958.00,92.69
957.00,92.71
956.00,92.72
955.00,92.72
954.00,92.73
953.00,92.74
952.00,92.75
951.00,92.75
950.00,92.75
949.00,92.76
948.00,92.76
947.00,92.77
946.00,92.76
945.00,92.74
944.00,92.70
943.00,92.65
942.00,92.60
941.00,92.55
940.00,92.52
939.00,92.49
938.00,92.47
937.00,92.46
936.00,92.46
935.00,92.47
934.00,92.46
933.00,92.43
932.00,92.37
931.00,92.30
930.00,92.25
929.00,92.23
928.00,92.23
927.00,92.25
926.00,92.27
925.00,92.29
924.00,92.30
923.00,92.31
922.00,92.32
921.00,92.32
920.00,92.32
919.00,92.33
918.00,92.35
917.00,92.38
916.00,92.41
915.00,92.43
914.00,92.44
913.00,92.46
912.00,92.48
911.00,92.51
910.00,92.52
909.00,92.51
908.00,92.48
907.00,92.43
906.00,92.39
905.00,92.37
904.00,92.35
903.00,92.33
