Created as New Dataset,13.1 Red Wool Navajo-Churro sheep 
cm-1,%T
2467.00,93.63
2466.00,93.63
2465.00,93.64
2464.00,93.65
2463.00,93.67
2462.00,93.69
2461.00,93.70
2460.00,93.70
2459.00,93.70
2458.00,93.70
2457.00,93.69
2456.00,93.67
2455.00,93.66
2454.00,93.66
2453.00,93.67
2452.00,93.68
2451.00,93.67
2450.00,93.66
2449.00,93.67
2448.00,93.68
2447.00,93.70
2446.00,93.70
2445.00,93.68
2444.00,93.66
2443.00,93.66
2442.00,93.68
2441.00,93.70
2440.00,93.71
2439.00,93.70
2438.00,93.70
2437.00,93.71
2436.00,93.72
2435.00,93.74
2434.00,93.75
2433.00,93.75
2432.00,93.74
2431.00,93.73
2430.00,93.75
2429.00,93.77
2428.00,93.79
2427.00,93.79
2426.00,93.79
2425.00,93.79
2424.00,93.78
2423.00,93.78
2422.00,93.79
2421.00,93.80
2420.00,93.81
2419.00,93.81
2418.00,93.81
2417.00,93.81
2416.00,93.79
2415.00,93.78
2414.00,93.76
2413.00,93.77
2412.00,93.79
2411.00,93.81
2410.00,93.83
2409.00,93.85
2408.00,93.86
2407.00,93.86
2406.00,93.86
2405.00,93.85
2404.00,93.85
2403.00,93.86
2402.00,93.88
2401.00,93.89
2400.00,93.89
2399.00,93.89
2398.00,93.91
2397.00,93.93
2396.00,93.95
2395.00,93.96
2394.00,93.95
2393.00,93.94
2392.00,93.92
2391.00,93.92
2390.00,93.92
2389.00,93.93
2388.00,93.95
2387.00,93.97
2386.00,93.99
2385.00,93.99
2384.00,94.00
2383.00,94.02
2382.00,94.05
2381.00,94.09
2380.00,94.11
2379.00,94.11
2378.00,94.09
2377.00,94.07
2376.00,94.05
2375.00,94.04
2374.00,94.04
2373.00,94.05
2372.00,94.05
2371.00,94.02
2370.00,93.97
2369.00,93.93
2368.00,93.93
2367.00,93.97
2366.00,94.00
2365.00,94.02
2364.00,94.03
2363.00,94.06
2362.00,94.12
2361.00,94.17
2360.00,94.18
2359.00,94.13
2358.00,94.07
2357.00,94.01
2356.00,93.96
2355.00,93.93
2354.00,93.93
2353.00,93.97
2352.00,94.03
2351.00,94.08
2350.00,94.09
2349.00,94.09
2348.00,94.10
2347.00,94.12
2346.00,94.14
2345.00,94.13
2344.00,94.10
2343.00,94.09
2342.00,94.09
2341.00,94.08
2340.00,94.10
2339.00,94.14
2338.00,94.18
2337.00,94.19
2336.00,94.17
2335.00,94.13
2334.00,94.10
2333.00,94.09
2332.00,94.07
2331.00,94.05
2330.00,94.04
2329.00,94.02
2328.00,94.01
2327.00,94.01
2326.00,94.02
2325.00,94.05
2324.00,94.07
2323.00,94.05
2322.00,94.00
2321.00,93.94
2320.00,93.90
2319.00,93.90
2318.00,93.92
2317.00,93.94
2316.00,93.95
2315.00,93.93
2314.00,93.91
2313.00,93.91
2312.00,93.91
2311.00,93.91
2310.00,93.89
2309.00,93.85
2308.00,93.82
2307.00,93.79
2306.00,93.78
2305.00,93.78
2304.00,93.79
2303.00,93.79
2302.00,93.79
2301.00,93.80
2300.00,93.80
2299.00,93.81
2298.00,93.81
2297.00,93.79
2296.00,93.78
2295.00,93.76
2294.00,93.73
2293.00,93.70
2292.00,93.67
2291.00,93.65
2290.00,93.64
2289.00,93.63
2288.00,93.61
2287.00,93.59
2286.00,93.56
2285.00,93.53
2284.00,93.50
2283.00,93.49
2282.00,93.49
2281.00,93.51
2280.00,93.51
2279.00,93.49
2278.00,93.43
2277.00,93.38
2276.00,93.35
2275.00,93.35
2274.00,93.36
2273.00,93.36
2272.00,93.35
2271.00,93.33
2270.00,93.32
2269.00,93.32
2268.00,93.31
2267.00,93.31
2266.00,93.29
2265.00,93.27
2264.00,93.24
2263.00,93.21
2262.00,93.20
2261.00,93.21
2260.00,93.24
2259.00,93.26
2258.00,93.27
2257.00,93.25
2256.00,93.22
2255.00,93.18
2254.00,93.14
2253.00,93.11
2252.00,93.11
2251.00,93.12
2250.00,93.13
2249.00,93.12
2248.00,93.09
2247.00,93.04
2246.00,92.99
2245.00,92.95
2244.00,92.95
2243.00,92.97
2242.00,92.99
2241.00,93.01
2240.00,93.03
2239.00,93.04
2238.00,93.04
2237.00,93.02
2236.00,92.98
2235.00,92.95
2234.00,92.92
2233.00,92.91
2232.00,92.92
2231.00,92.93
2230.00,92.94
2229.00,92.94
2228.00,92.92
2227.00,92.90
2226.00,92.88
2225.00,92.88
2224.00,92.92
2223.00,92.95
2222.00,92.95
2221.00,92.90
2220.00,92.85
2219.00,92.81
2218.00,92.80
2217.00,92.80
2216.00,92.82
2215.00,92.83
2214.00,92.84
2213.00,92.84
2212.00,92.82
2211.00,92.78
2210.00,92.70
2209.00,92.60
2208.00,92.56
2207.00,92.60
2206.00,92.67
2205.00,92.70
2204.00,92.69
2203.00,92.64
2202.00,92.59
2201.00,92.55
2200.00,92.52
2199.00,92.51
2198.00,92.53
2197.00,92.54
2196.00,92.55
2195.00,92.56
2194.00,92.59
2193.00,92.62
2192.00,92.64
2191.00,92.60
2190.00,92.53
2189.00,92.46
2188.00,92.41
2187.00,92.41
2186.00,92.42
2185.00,92.44
2184.00,92.46
2183.00,92.47
2182.00,92.49
2181.00,92.51
2180.00,92.51
2179.00,92.48
2178.00,92.45
2177.00,92.42
2176.00,92.41
2175.00,92.40
2174.00,92.38
2173.00,92.34
2172.00,92.31
2171.00,92.27
2170.00,92.23
2169.00,92.19
2168.00,92.15
2167.00,92.11
2166.00,92.06
2165.00,92.02
2164.00,91.99
2163.00,92.00
2162.00,92.01
2161.00,92.01
2160.00,92.02
2159.00,92.05
2158.00,92.11
2157.00,92.19
2156.00,92.27
2155.00,92.34
2154.00,92.38
2153.00,92.37
2152.00,92.35
2151.00,92.35
2150.00,92.40
2149.00,92.49
2148.00,92.57
2147.00,92.63
2146.00,92.66
2145.00,92.69
2144.00,92.73
2143.00,92.78
2142.00,92.82
2141.00,92.86
2140.00,92.88
2139.00,92.91
2138.00,92.93
2137.00,92.97
2136.00,93.01
2135.00,93.05
2134.00,93.07
2133.00,93.09
2132.00,93.14
2131.00,93.20
2130.00,93.27
2129.00,93.33
2128.00,93.37
2127.00,93.38
2126.00,93.36
2125.00,93.32
2124.00,93.29
2123.00,93.30
2122.00,93.34
2121.00,93.37
2120.00,93.39
2119.00,93.39
2118.00,93.36
2117.00,93.32
2116.00,93.29
2115.00,93.29
2114.00,93.32
2113.00,93.35
2112.00,93.36
2111.00,93.36
2110.00,93.35
2109.00,93.35
2108.00,93.35
2107.00,93.36
2106.00,93.37
2105.00,93.38
2104.00,93.38
2103.00,93.37
2102.00,93.36
2101.00,93.34
2100.00,93.32
2099.00,93.32
2098.00,93.32
2097.00,93.33
2096.00,93.36
2095.00,93.40
2094.00,93.43
2093.00,93.44
2092.00,93.45
2091.00,93.45
2090.00,93.44
2089.00,93.43
2088.00,93.42
2087.00,93.43
2086.00,93.43
2085.00,93.42
2084.00,93.39
2083.00,93.35
2082.00,93.34
2081.00,93.34
2080.00,93.35
2079.00,93.37
2078.00,93.38
2077.00,93.37
2076.00,93.35
2075.00,93.33
2074.00,93.33
2073.00,93.33
2072.00,93.32
2071.00,93.32
2070.00,93.31
2069.00,93.30
2068.00,93.29
2067.00,93.28
2066.00,93.28
2065.00,93.29
2064.00,93.31
2063.00,93.33
2062.00,93.33
2061.00,93.31
2060.00,93.28
2059.00,93.25
2058.00,93.23
2057.00,93.21
2056.00,93.17
2055.00,93.12
2054.00,93.06
2053.00,92.99
2052.00,92.92
2051.00,92.88
2050.00,92.84
2049.00,92.81
2048.00,92.79
2047.00,92.78
2046.00,92.77
2045.00,92.77
2044.00,92.78
2043.00,92.80
2042.00,92.82
2041.00,92.81
2040.00,92.77
2039.00,92.74
2038.00,92.71
2037.00,92.67
2036.00,92.60
2035.00,92.54
2034.00,92.52
2033.00,92.55
2032.00,92.60
2031.00,92.65
2030.00,92.69
2029.00,92.72
2028.00,92.72
2027.00,92.69
2026.00,92.65
2025.00,92.60
2024.00,92.58
2023.00,92.59
2022.00,92.60
2021.00,92.61
2020.00,92.64
2019.00,92.68
2018.00,92.73
2017.00,92.75
2016.00,92.76
2015.00,92.76
2014.00,92.78
2013.00,92.80
2012.00,92.83
2011.00,92.86
2010.00,92.87
2009.00,92.88
2008.00,92.88
2007.00,92.87
2006.00,92.88
2005.00,92.91
2004.00,92.98
2003.00,93.05
2002.00,93.09
2001.00,93.11
2000.00,93.12
1999.00,93.13
1998.00,93.14
1997.00,93.13
1996.00,93.11
1995.00,93.11
1994.00,93.13
1993.00,93.14
1992.00,93.14
1991.00,93.13
1990.00,93.09
1989.00,93.05
1988.00,93.03
1987.00,93.02
1986.00,93.02
1985.00,93.00
1984.00,92.97
1983.00,92.95
1982.00,92.94
1981.00,92.93
1980.00,92.91
1979.00,92.88
1978.00,92.85
1977.00,92.85
1976.00,92.85
1975.00,92.87
1974.00,92.90
1973.00,92.94
1972.00,92.99
1971.00,93.03
1970.00,93.04
1969.00,93.02
1968.00,93.02
1967.00,93.04
1966.00,93.09
1965.00,93.15
1964.00,93.19
1963.00,93.22
1962.00,93.25
1961.00,93.28
1960.00,93.31
1959.00,93.32
1958.00,93.32
1957.00,93.32
1956.00,93.36
1955.00,93.42
1954.00,93.50
1953.00,93.54
1952.00,93.57
1951.00,93.58
1950.00,93.58
1949.00,93.59
1948.00,93.60
1947.00,93.61
1946.00,93.62
1945.00,93.61
1944.00,93.61
1943.00,93.65
1942.00,93.71
1941.00,93.76
1940.00,93.78
1939.00,93.78
1938.00,93.79
1937.00,93.80
1936.00,93.81
1935.00,93.83
1934.00,93.85
1933.00,93.86
1932.00,93.88
1931.00,93.90
1930.00,93.90
1929.00,93.90
1928.00,93.92
1927.00,93.97
1926.00,94.00
1925.00,94.02
1924.00,94.03
1923.00,94.06
1922.00,94.08
1921.00,94.07
1920.00,94.06
1919.00,94.06
1918.00,94.07
1917.00,94.07
1916.00,94.06
1915.00,94.06
1914.00,94.08
1913.00,94.10
1912.00,94.10
1911.00,94.11
1910.00,94.13
1909.00,94.16
1908.00,94.19
1907.00,94.22
1906.00,94.22
1905.00,94.21
1904.00,94.21
1903.00,94.21
1902.00,94.22
1901.00,94.22
1900.00,94.22
1899.00,94.22
1898.00,94.20
1897.00,94.18
1896.00,94.18
1895.00,94.20
1894.00,94.22
1893.00,94.21
1892.00,94.17
1891.00,94.17
1890.00,94.21
1889.00,94.28
1888.00,94.32
1887.00,94.32
1886.00,94.31
1885.00,94.30
1884.00,94.30
1883.00,94.31
1882.00,94.32
1881.00,94.32
1880.00,94.34
1879.00,94.37
1878.00,94.39
1877.00,94.39
1876.00,94.37
1875.00,94.35
1874.00,94.33
1873.00,94.31
1872.00,94.29
1871.00,94.28
1870.00,94.28
1869.00,94.30
1868.00,94.35
1867.00,94.39
1866.00,94.41
1865.00,94.40
1864.00,94.38
1863.00,94.38
1862.00,94.39
1861.00,94.41
1860.00,94.43
1859.00,94.45
1858.00,94.46
1857.00,94.47
1856.00,94.48
1855.00,94.49
1854.00,94.51
1853.00,94.50
1852.00,94.49
1851.00,94.48
1850.00,94.47
1849.00,94.46
1848.00,94.44
1847.00,94.43
1846.00,94.43
1845.00,94.48
1844.00,94.54
1843.00,94.58
1842.00,94.55
1841.00,94.52
1840.00,94.53
1839.00,94.54
1838.00,94.54
1837.00,94.54
1836.00,94.54
1835.00,94.56
1834.00,94.58
1833.00,94.59
1832.00,94.60
1831.00,94.60
1830.00,94.59
1829.00,94.58
1828.00,94.56
1827.00,94.52
1826.00,94.53
1825.00,94.56
1824.00,94.58
1823.00,94.58
1822.00,94.56
1821.00,94.55
1820.00,94.56
1819.00,94.58
1818.00,94.61
1817.00,94.63
1816.00,94.63
1815.00,94.61
1814.00,94.58
1813.00,94.55
1812.00,94.56
1811.00,94.59
1810.00,94.63
1809.00,94.65
1808.00,94.66
1807.00,94.67
1806.00,94.66
1805.00,94.64
1804.00,94.60
1803.00,94.57
1802.00,94.57
1801.00,94.59
1800.00,94.61
1799.00,94.62
1798.00,94.62
1797.00,94.60
1796.00,94.58
1795.00,94.55
1794.00,94.52
1793.00,94.53
1792.00,94.57
1791.00,94.62
1790.00,94.63
1789.00,94.62
1788.00,94.58
1787.00,94.56
1786.00,94.55
1785.00,94.56
1784.00,94.55
1783.00,94.53
1782.00,94.50
1781.00,94.49
1780.00,94.51
1779.00,94.53
1778.00,94.52
1777.00,94.51
1776.00,94.50
1775.00,94.49
1774.00,94.49
1773.00,94.49
1772.00,94.46
1771.00,94.43
1770.00,94.41
1769.00,94.37
1768.00,94.34
1767.00,94.32
1766.00,94.31
1765.00,94.29
1764.00,94.28
1763.00,94.25
1762.00,94.23
1761.00,94.26
1760.00,94.23
1759.00,94.18
1758.00,94.15
1757.00,94.16
1756.00,94.16
1755.00,94.15
1754.00,94.11
1753.00,94.06
1752.00,94.02
1751.00,93.97
1750.00,93.93
1749.00,93.87
1748.00,93.82
1747.00,93.77
1746.00,93.71
1745.00,93.66
1744.00,93.61
1743.00,93.55
1742.00,93.49
1741.00,93.42
1740.00,93.37
1739.00,93.35
1738.00,93.31
1737.00,93.23
1736.00,93.14
1735.00,93.15
1734.00,93.21
1733.00,93.22
1732.00,93.17
1731.00,93.13
1730.00,93.12
1729.00,93.13
1728.00,93.11
1727.00,93.08
1726.00,93.05
1725.00,93.01
1724.00,92.96
1723.00,92.92
1722.00,92.87
1721.00,92.79
1720.00,92.68
1719.00,92.60
1718.00,92.55
1717.00,92.50
1716.00,92.41
1715.00,92.35
1714.00,92.29
1713.00,92.22
1712.00,92.13
1711.00,92.04
1710.00,91.95
1709.00,91.82
1708.00,91.66
1707.00,91.51
1706.00,91.38
1705.00,91.28
1704.00,91.17
1703.00,91.04
1702.00,90.86
1701.00,90.63
1700.00,90.36
1699.00,90.12
1698.00,89.92
1697.00,89.71
1696.00,89.46
1695.00,89.20
1694.00,88.96
1693.00,88.76
1692.00,88.56
1691.00,88.37
1690.00,88.18
1689.00,88.00
1688.00,87.84
1687.00,87.67
1686.00,87.45
1685.00,87.17
1684.00,86.83
1683.00,86.55
1682.00,86.37
1681.00,86.24
1680.00,86.11
1679.00,85.98
1678.00,85.85
1677.00,85.69
1676.00,85.48
1675.00,85.23
1674.00,85.01
1673.00,84.83
1672.00,84.66
1671.00,84.47
1670.00,84.25
1669.00,84.01
1668.00,83.80
1667.00,83.64
1666.00,83.52
1665.00,83.39
1664.00,83.21
1663.00,82.97
1662.00,82.72
1661.00,82.50
1660.00,82.32
1659.00,82.17
1658.00,82.06
1657.00,81.99
1656.00,81.90
1655.00,81.76
1654.00,81.47
1653.00,80.96
1652.00,80.56
1651.00,80.44
1650.00,80.45
1649.00,80.44
1648.00,80.35
1647.00,80.18
1646.00,79.98
1645.00,79.85
1644.00,79.80
1643.00,79.79
1642.00,79.79
1641.00,79.78
1640.00,79.77
1639.00,79.76
1638.00,79.75
1637.00,79.69
1636.00,79.56
1635.00,79.41
1634.00,79.36
1633.00,79.39
1632.00,79.46
1631.00,79.53
1630.00,79.58
1629.00,79.61
1628.00,79.63
1627.00,79.65
1626.00,79.70
1625.00,79.76
1624.00,79.83
1623.00,79.90
1622.00,79.97
1621.00,80.09
1620.00,80.24
1619.00,80.37
1618.00,80.49
1617.00,80.58
1616.00,80.66
1615.00,80.76
1614.00,80.90
1613.00,81.04
1612.00,81.19
1611.00,81.31
1610.00,81.41
1609.00,81.51
1608.00,81.60
1607.00,81.69
1606.00,81.77
1605.00,81.84
1604.00,81.88
1603.00,81.90
1602.00,81.92
1601.00,81.92
1600.00,81.93
1599.00,81.91
1598.00,81.87
1597.00,81.82
1596.00,81.77
1595.00,81.71
1594.00,81.64
1593.00,81.57
1592.00,81.51
1591.00,81.44
1590.00,81.36
1589.00,81.29
1588.00,81.21
1587.00,81.13
1586.00,81.03
1585.00,80.92
1584.00,80.80
1583.00,80.67
1582.00,80.53
1581.00,80.39
1580.00,80.28
1579.00,80.16
1578.00,80.01
1577.00,79.78
1576.00,79.49
1575.00,79.22
1574.00,79.07
1573.00,78.98
1572.00,78.89
1571.00,78.72
1570.00,78.43
1569.00,78.13
1568.00,77.91
1567.00,77.76
1566.00,77.63
1565.00,77.50
1564.00,77.40
1563.00,77.38
1562.00,77.42
1561.00,77.41
1560.00,77.23
1559.00,76.77
1558.00,76.37
1557.00,76.26
1556.00,76.27
1555.00,76.25
1554.00,76.20
1553.00,76.14
1552.00,76.10
1551.00,76.05
1550.00,76.00
1549.00,75.96
1548.00,75.98
1547.00,76.03
1546.00,76.08
1545.00,76.13
1544.00,76.17
1543.00,76.23
1542.00,76.27
1541.00,76.27
1540.00,76.23
1539.00,76.22
1538.00,76.33
1537.00,76.52
1536.00,76.73
1535.00,76.89
1534.00,77.00
1533.00,77.08
1532.00,77.19
1531.00,77.36
1530.00,77.55
1529.00,77.72
1528.00,77.86
1527.00,77.98
1526.00,78.11
1525.00,78.26
1524.00,78.40
1523.00,78.52
1522.00,78.60
1521.00,78.64
1520.00,78.68
1519.00,78.77
1518.00,78.88
1517.00,79.00
1516.00,79.11
1515.00,79.26
1514.00,79.45
1513.00,79.65
1512.00,79.85
1511.00,80.05
1510.00,80.24
1509.00,80.42
1508.00,80.61
1507.00,80.83
1506.00,81.03
1505.00,81.24
1504.00,81.47
1503.00,81.71
1502.00,81.97
1501.00,82.22
1500.00,82.45
1499.00,82.67
1498.00,82.89
1497.00,83.13
1496.00,83.36
1495.00,83.58
1494.00,83.79
1493.00,83.99
1492.00,84.17
1491.00,84.35
1490.00,84.57
1489.00,84.78
1488.00,84.99
1487.00,85.19
1486.00,85.38
1485.00,85.54
1484.00,85.66
1483.00,85.77
1482.00,85.88
1481.00,85.97
1480.00,86.03
1479.00,86.08
1478.00,86.09
1477.00,86.07
1476.00,86.00
1475.00,85.89
1474.00,85.76
1473.00,85.60
1472.00,85.43
1471.00,85.31
1470.00,85.25
1469.00,85.19
1468.00,85.14
1467.00,85.07
1466.00,84.98
1465.00,84.87
1464.00,84.78
1463.00,84.75
1462.00,84.79
1461.00,84.85
1460.00,84.89
1459.00,84.88
1458.00,84.84
1457.00,84.73
1456.00,84.59
1455.00,84.50
1454.00,84.48
1453.00,84.49
1452.00,84.49
1451.00,84.49
1450.00,84.50
1449.00,84.52
1448.00,84.53
1447.00,84.53
1446.00,84.53
1445.00,84.54
1444.00,84.55
1443.00,84.56
1442.00,84.58
1441.00,84.62
1440.00,84.65
1439.00,84.69
1438.00,84.71
1437.00,84.71
1436.00,84.68
1435.00,84.67
1434.00,84.69
1433.00,84.72
1432.00,84.72
1431.00,84.69
1430.00,84.64
1429.00,84.57
1428.00,84.48
1427.00,84.38
1426.00,84.27
1425.00,84.14
1424.00,84.00
1423.00,83.90
1422.00,83.83
1421.00,83.75
1420.00,83.58
1419.00,83.35
1418.00,83.15
1417.00,83.01
1416.00,82.90
1415.00,82.79
1414.00,82.68
1413.00,82.55
1412.00,82.41
1411.00,82.25
1410.00,82.11
1409.00,81.98
1408.00,81.84
1407.00,81.68
1406.00,81.52
1405.00,81.35
1404.00,81.17
1403.00,81.03
1402.00,80.92
1401.00,80.81
1400.00,80.67
1399.00,80.53
1398.00,80.42
1397.00,80.35
1396.00,80.30
1395.00,80.26
1394.00,80.25
1393.00,80.26
1392.00,80.31
1391.00,80.37
1390.00,80.45
1389.00,80.51
1388.00,80.56
1387.00,80.61
1386.00,80.71
1385.00,80.83
1384.00,80.97
1383.00,81.12
1382.00,81.28
1381.00,81.42
1380.00,81.57
1379.00,81.72
1378.00,81.87
1377.00,82.01
1376.00,82.15
1375.00,82.31
1374.00,82.48
1373.00,82.65
1372.00,82.81
1371.00,82.96
1370.00,83.10
1369.00,83.21
1368.00,83.33
1367.00,83.46
1366.00,83.61
1365.00,83.75
1364.00,83.89
1363.00,84.02
1362.00,84.14
1361.00,84.26
1360.00,84.38
1359.00,84.49
1358.00,84.59
1357.00,84.68
1356.00,84.76
1355.00,84.84
1354.00,84.91
1353.00,84.96
1352.00,85.00
1351.00,85.03
1350.00,85.06
1349.00,85.09
1348.00,85.12
1347.00,85.16
1346.00,85.19
1345.00,85.22
1344.00,85.25
1343.00,85.27
1342.00,85.29
1341.00,85.31
1340.00,85.33
1339.00,85.35
1338.00,85.39
1337.00,85.45
1336.00,85.51
1335.00,85.56
1334.00,85.60
1333.00,85.63
1332.00,85.65
1331.00,85.66
1330.00,85.66
1329.00,85.66
1328.00,85.65
1327.00,85.64
1326.00,85.62
1325.00,85.60
1324.00,85.58
1323.00,85.56
1322.00,85.54
1321.00,85.52
1320.00,85.50
1319.00,85.48
1318.00,85.47
1317.00,85.46
1316.00,85.44
1315.00,85.43
1314.00,85.42
1313.00,85.43
1312.00,85.45
1311.00,85.47
1310.00,85.49
1309.00,85.51
1308.00,85.51
1307.00,85.50
1306.00,85.48
1305.00,85.44
1304.00,85.40
1303.00,85.37
1302.00,85.34
1301.00,85.31
1300.00,85.28
1299.00,85.25
1298.00,85.24
1297.00,85.22
1296.00,85.21
1295.00,85.19
1294.00,85.18
1293.00,85.20
1292.00,85.23
1291.00,85.29
1290.00,85.35
1289.00,85.42
1288.00,85.48
1287.00,85.53
1286.00,85.59
1285.00,85.64
1284.00,85.68
1283.00,85.72
1282.00,85.76
1281.00,85.79
1280.00,85.83
1279.00,85.86
1278.00,85.88
1277.00,85.89
1276.00,85.90
1275.00,85.90
1274.00,85.90
1273.00,85.90
1272.00,85.90
1271.00,85.90
1270.00,85.91
1269.00,85.92
1268.00,85.92
1267.00,85.92
1266.00,85.92
1265.00,85.92
1264.00,85.92
1263.00,85.90
1262.00,85.87
1261.00,85.84
1260.00,85.80
1259.00,85.77
1258.00,85.73
1257.00,85.69
1256.00,85.65
1255.00,85.63
1254.00,85.61
1253.00,85.59
1252.00,85.57
1251.00,85.54
1250.00,85.50
1249.00,85.47
1248.00,85.42
1247.00,85.38
1246.00,85.35
1245.00,85.33
1244.00,85.31
1243.00,85.29
1242.00,85.28
1241.00,85.27
1240.00,85.25
1239.00,85.24
1238.00,85.23
1237.00,85.23
1236.00,85.23
1235.00,85.23
1234.00,85.23
1233.00,85.24
1232.00,85.25
1231.00,85.27
1230.00,85.30
1229.00,85.34
1228.00,85.39
1227.00,85.44
1226.00,85.50
1225.00,85.55
1224.00,85.61
1223.00,85.68
1222.00,85.76
1221.00,85.83
1220.00,85.90
1219.00,85.95
1218.00,86.00
1217.00,86.07
1216.00,86.16
1215.00,86.25
1214.00,86.33
1213.00,86.37
1212.00,86.40
1211.00,86.43
1210.00,86.48
1209.00,86.52
1208.00,86.56
1207.00,86.59
1206.00,86.62
1205.00,86.67
1204.00,86.71
1203.00,86.74
1202.00,86.77
1201.00,86.79
1200.00,86.82
1199.00,86.88
1198.00,86.94
1197.00,86.99
1196.00,87.03
1195.00,87.05
1194.00,87.07
1193.00,87.08
1192.00,87.09
1191.00,87.11
1190.00,87.12
1189.00,87.13
1188.00,87.14
1187.00,87.16
1186.00,87.17
1185.00,87.18
1184.00,87.19
1183.00,87.20
1182.00,87.21
1181.00,87.19
1180.00,87.16
1179.00,87.12
1178.00,87.09
1177.00,87.07
1176.00,87.05
1175.00,87.05
1174.00,87.06
1173.00,87.08
1172.00,87.08
1171.00,87.09
1170.00,87.10
1169.00,87.13
1168.00,87.18
1167.00,87.24
1166.00,87.30
1165.00,87.35
1164.00,87.40
1163.00,87.44
1162.00,87.46
1161.00,87.47
1160.00,87.46
1159.00,87.46
1158.00,87.49
1157.00,87.54
1156.00,87.60
1155.00,87.66
1154.00,87.70
1153.00,87.74
1152.00,87.79
1151.00,87.86
1150.00,87.93
1149.00,88.00
1148.00,88.06
1147.00,88.10
1146.00,88.14
1145.00,88.18
1144.00,88.21
1143.00,88.23
1142.00,88.23
1141.00,88.23
1140.00,88.24
1139.00,88.26
1138.00,88.27
1137.00,88.27
1136.00,88.24
1135.00,88.21
1134.00,88.18
1133.00,88.15
1132.00,88.12
1131.00,88.09
1130.00,88.06
1129.00,88.03
1128.00,88.01
1127.00,88.00
1126.00,87.98
1125.00,87.97
1124.00,87.97
1123.00,87.98
1122.00,88.00
1121.00,88.00
1120.00,87.98
1119.00,87.94
1118.00,87.91
1117.00,87.90
1116.00,87.90
1115.00,87.89
1114.00,87.89
1113.00,87.89
1112.00,87.89
1111.00,87.88
1110.00,87.88
1109.00,87.88
1108.00,87.90
1107.00,87.91
1106.00,87.89
1105.00,87.86
1104.00,87.84
1103.00,87.83
1102.00,87.84
1101.00,87.85
1100.00,87.85
1099.00,87.83
1098.00,87.79
1097.00,87.75
1096.00,87.71
1095.00,87.69
1094.00,87.67
1093.00,87.65
1092.00,87.62
1091.00,87.59
1090.00,87.55
1089.00,87.51
1088.00,87.46
1087.00,87.43
1086.00,87.40
1085.00,87.39
1084.00,87.39
1083.00,87.38
1082.00,87.37
1081.00,87.33
1080.00,87.28
1079.00,87.22
1078.00,87.17
1077.00,87.18
1076.00,87.22
1075.00,87.27
1074.00,87.31
1073.00,87.32
1072.00,87.31
1071.00,87.31
1070.00,87.33
1069.00,87.36
1068.00,87.40
1067.00,87.43
1066.00,87.45
1065.00,87.46
1064.00,87.44
1063.00,87.42
1062.00,87.43
1061.00,87.47
1060.00,87.53
1059.00,87.58
1058.00,87.61
1057.00,87.60
1056.00,87.58
1055.00,87.56
1054.00,87.55
1053.00,87.52
1052.00,87.47
1051.00,87.40
1050.00,87.33
1049.00,87.29
1048.00,87.28
1047.00,87.28
1046.00,87.30
1045.00,87.32
1044.00,87.33
1043.00,87.36
1042.00,87.39
1041.00,87.45
1040.00,87.53
1039.00,87.61
1038.00,87.70
1037.00,87.77
1036.00,87.84
1035.00,87.91
1034.00,87.97
1033.00,88.03
1032.00,88.08
1031.00,88.11
1030.00,88.14
1029.00,88.18
1028.00,88.22
1027.00,88.26
1026.00,88.32
1025.00,88.40
1024.00,88.49
1023.00,88.58
1022.00,88.65
1021.00,88.72
1020.00,88.79
1019.00,88.87
1018.00,88.94
1017.00,88.99
1016.00,89.04
1015.00,89.07
1014.00,89.11
1013.00,89.14
1012.00,89.19
1011.00,89.25
1010.00,89.31
1009.00,89.37
1008.00,89.42
1007.00,89.46
1006.00,89.51
1005.00,89.56
1004.00,89.60
1003.00,89.64
1002.00,89.66
1001.00,89.67
1000.00,89.67
999.00,89.67
998.00,89.69
997.00,89.72
996.00,89.76
995.00,89.80
994.00,89.84
993.00,89.86
992.00,89.88
991.00,89.91
990.00,89.94
989.00,89.98
988.00,90.01
987.00,90.03
986.00,90.05
985.00,90.08
984.00,90.11
983.00,90.16
982.00,90.20
981.00,90.24
980.00,90.26
979.00,90.28
978.00,90.30
977.00,90.32
976.00,90.34
975.00,90.35
974.00,90.36
973.00,90.37
972.00,90.38
971.00,90.40
970.00,90.43
969.00,90.44
968.00,90.43
967.00,90.41
966.00,90.41
965.00,90.43
964.00,90.45
963.00,90.47
962.00,90.49
961.00,90.51
960.00,90.52
959.00,90.54
958.00,90.54
957.00,90.54
956.00,90.55
955.00,90.55
954.00,90.54
953.00,90.55
952.00,90.55
951.00,90.56
950.00,90.57
949.00,90.58
948.00,90.60
947.00,90.62
946.00,90.64
945.00,90.64
944.00,90.63
943.00,90.61
942.00,90.59
941.00,90.56
940.00,90.55
939.00,90.56
938.00,90.57
937.00,90.58
936.00,90.57
935.00,90.54
934.00,90.52
933.00,90.51
932.00,90.49
931.00,90.47
930.00,90.45
929.00,90.44
928.00,90.44
927.00,90.42
926.00,90.40
925.00,90.38
924.00,90.38
923.00,90.38
922.00,90.39
921.00,90.41
920.00,90.44
919.00,90.47
918.00,90.48
917.00,90.49
916.00,90.49
915.00,90.50
914.00,90.52
913.00,90.55
912.00,90.57
911.00,90.60
910.00,90.61
909.00,90.63
908.00,90.63
907.00,90.63
