Created as New Dataset,13.1 Red Wool Navajo-Churro sheep 
cm-1,%T
906.00,90.61
905.00,90.57
904.00,90.53
903.00,90.50
902.00,90.48
901.00,90.47
900.00,90.45
899.00,90.41
898.00,90.38
897.00,90.36
896.00,90.35
895.00,90.33
894.00,90.31
893.00,90.31
892.00,90.32
891.00,90.32
890.00,90.29
889.00,90.23
888.00,90.16
887.00,90.08
886.00,90.02
885.00,89.97
884.00,89.91
883.00,89.85
882.00,89.78
881.00,89.72
880.00,89.70
879.00,89.70
878.00,89.71
877.00,89.73
876.00,89.74
875.00,89.73
874.00,89.68
873.00,89.61
872.00,89.55
871.00,89.54
870.00,89.57
869.00,89.61
868.00,89.64
867.00,89.64
866.00,89.62
865.00,89.60
864.00,89.58
863.00,89.57
862.00,89.57
861.00,89.59
860.00,89.61
859.00,89.60
858.00,89.58
857.00,89.53
856.00,89.47
855.00,89.40
854.00,89.34
853.00,89.30
852.00,89.29
851.00,89.29
850.00,89.26
849.00,89.21
848.00,89.14
847.00,89.07
846.00,89.02
845.00,88.98
844.00,88.94
843.00,88.88
842.00,88.81
841.00,88.75
840.00,88.69
839.00,88.64
838.00,88.59
837.00,88.55
836.00,88.49
835.00,88.42
834.00,88.34
833.00,88.28
832.00,88.25
831.00,88.24
830.00,88.22
829.00,88.20
828.00,88.17
827.00,88.14
826.00,88.10
825.00,88.06
824.00,87.99
823.00,87.90
822.00,87.83
821.00,87.79
820.00,87.78
819.00,87.78
818.00,87.76
817.00,87.73
816.00,87.69
815.00,87.65
814.00,87.60
813.00,87.55
812.00,87.48
811.00,87.39
810.00,87.31
809.00,87.25
808.00,87.22
807.00,87.20
806.00,87.15
805.00,87.08
804.00,86.99
803.00,86.91
802.00,86.84
801.00,86.77
800.00,86.68
799.00,86.60
798.00,86.54
797.00,86.49
796.00,86.42
795.00,86.33
794.00,86.26
793.00,86.19
792.00,86.15
791.00,86.11
790.00,86.07
789.00,86.02
788.00,85.98
787.00,85.96
786.00,85.95
785.00,85.95
784.00,85.92
783.00,85.89
782.00,85.85
781.00,85.81
780.00,85.78
779.00,85.76
778.00,85.73
777.00,85.71
776.00,85.69
775.00,85.69
774.00,85.69
773.00,85.69
772.00,85.64
771.00,85.57
770.00,85.50
769.00,85.44
768.00,85.40
767.00,85.37
766.00,85.37
765.00,85.36
764.00,85.33
763.00,85.27
762.00,85.21
761.00,85.14
760.00,85.07
759.00,85.01
758.00,84.94
757.00,84.89
756.00,84.85
755.00,84.81
754.00,84.74
753.00,84.66
752.00,84.58
751.00,84.51
750.00,84.46
749.00,84.43
748.00,84.41
747.00,84.38
746.00,84.33
745.00,84.26
744.00,84.18
743.00,84.11
742.00,84.07
741.00,84.04
740.00,83.99
739.00,83.92
738.00,83.84
737.00,83.76
736.00,83.70
735.00,83.68
734.00,83.67
733.00,83.64
732.00,83.58
731.00,83.51
730.00,83.45
729.00,83.40
728.00,83.37
727.00,83.35
726.00,83.29
725.00,83.19
724.00,83.07
723.00,82.95
722.00,82.87
721.00,82.80
720.00,82.74
719.00,82.70
718.00,82.67
717.00,82.65
716.00,82.62
715.00,82.59
714.00,82.55
713.00,82.50
712.00,82.43
711.00,82.37
710.00,82.33
709.00,82.29
708.00,82.25
707.00,82.20
706.00,82.15
705.00,82.09
704.00,82.01
703.00,81.93
702.00,81.86
701.00,81.79
700.00,81.71
699.00,81.64
698.00,81.58
697.00,81.53
696.00,81.47
695.00,81.42
694.00,81.39
693.00,81.38
692.00,81.38
691.00,81.39
690.00,81.38
689.00,81.33
688.00,81.24
687.00,81.14
686.00,81.06
685.00,80.98
684.00,80.89
683.00,80.84
682.00,80.84
681.00,80.87
680.00,80.86
679.00,80.80
678.00,80.70
677.00,80.59
676.00,80.51
675.00,80.47
674.00,80.47
673.00,80.50
672.00,80.53
671.00,80.58
670.00,80.63
669.00,80.58
668.00,80.31
667.00,80.04
666.00,79.96
665.00,79.96
664.00,79.94
663.00,79.89
662.00,79.82
661.00,79.75
660.00,79.66
659.00,79.57
658.00,79.51
657.00,79.48
656.00,79.48
655.00,79.49
654.00,79.49
653.00,79.47
652.00,79.44
651.00,79.44
650.00,79.45
649.00,79.40
648.00,79.27
647.00,79.10
646.00,78.98
645.00,78.93
644.00,78.93
643.00,78.95
642.00,78.98
641.00,78.99
640.00,78.98
639.00,78.97
638.00,78.98
637.00,78.96
636.00,78.85
635.00,78.69
634.00,78.60
633.00,78.60
632.00,78.65
631.00,78.71
630.00,78.81
629.00,78.95
628.00,79.08
627.00,79.13
626.00,79.05
625.00,78.83
624.00,78.52
623.00,78.23
622.00,78.05
621.00,77.99
620.00,77.94
619.00,77.84
618.00,77.73
617.00,77.68
616.00,77.75
615.00,77.92
614.00,78.06
613.00,78.08
612.00,77.99
611.00,77.93
610.00,77.89
609.00,77.79
608.00,77.57
607.00,77.35
606.00,77.25
605.00,77.27
604.00,77.25
603.00,77.07
602.00,76.76
601.00,76.51
600.00,76.50
599.00,76.78
598.00,77.14
597.00,77.36
596.00,77.45
595.00,77.53
594.00,77.56
593.00,77.38
592.00,77.05
591.00,76.91
590.00,77.17
589.00,77.67
588.00,78.10
587.00,78.35
586.00,78.42
585.00,78.29
584.00,78.01
583.00,77.80
582.00,77.82
581.00,77.96
580.00,78.02
579.00,78.04
578.00,78.16
577.00,78.24
576.00,77.98
575.00,77.36
574.00,76.70
573.00,76.28
572.00,76.14
571.00,76.31
570.00,76.76
569.00,77.27
568.00,77.60
567.00,77.61
566.00,77.35
565.00,76.96
564.00,76.53
563.00,76.18
562.00,75.93
561.00,75.79
560.00,75.83
559.00,76.08
558.00,76.34
557.00,76.29
556.00,75.95
555.00,75.62
554.00,75.37
553.00,75.04
552.00,74.59
551.00,74.63
550.00,75.12
