Created as New Dataset,8. Acrylic Bayed Dyed
cm-1,%T
2467.00,96.18
2466.00,96.20
2465.00,96.21
2464.00,96.22
2463.00,96.20
2462.00,96.17
2461.00,96.12
2460.00,96.08
2459.00,96.06
2458.00,96.05
2457.00,96.07
2456.00,96.10
2455.00,96.12
2454.00,96.15
2453.00,96.16
2452.00,96.16
2451.00,96.16
2450.00,96.16
2449.00,96.16
2448.00,96.16
2447.00,96.16
2446.00,96.14
2445.00,96.12
2444.00,96.09
2443.00,96.07
2442.00,96.06
2441.00,96.07
2440.00,96.09
2439.00,96.11
2438.00,96.12
2437.00,96.10
2436.00,96.09
2435.00,96.09
2434.00,96.11
2433.00,96.14
2432.00,96.17
2431.00,96.20
2430.00,96.21
2429.00,96.20
2428.00,96.19
2427.00,96.18
2426.00,96.17
2425.00,96.17
2424.00,96.18
2423.00,96.20
2422.00,96.22
2421.00,96.25
2420.00,96.26
2419.00,96.27
2418.00,96.26
2417.00,96.25
2416.00,96.24
2415.00,96.24
2414.00,96.25
2413.00,96.26
2412.00,96.28
2411.00,96.29
2410.00,96.28
2409.00,96.27
2408.00,96.27
2407.00,96.28
2406.00,96.30
2405.00,96.31
2404.00,96.31
2403.00,96.31
2402.00,96.32
2401.00,96.33
2400.00,96.34
2399.00,96.35
2398.00,96.33
2397.00,96.32
2396.00,96.31
2395.00,96.31
2394.00,96.32
2393.00,96.33
2392.00,96.34
2391.00,96.35
2390.00,96.35
2389.00,96.35
2388.00,96.35
2387.00,96.37
2386.00,96.40
2385.00,96.43
2384.00,96.44
2383.00,96.43
2382.00,96.44
2381.00,96.45
2380.00,96.47
2379.00,96.50
2378.00,96.54
2377.00,96.58
2376.00,96.59
2375.00,96.59
2374.00,96.57
2373.00,96.54
2372.00,96.48
2371.00,96.44
2370.00,96.43
2369.00,96.50
2368.00,96.61
2367.00,96.72
2366.00,96.77
2365.00,96.76
2364.00,96.70
2363.00,96.64
2362.00,96.59
2361.00,96.56
2360.00,96.55
2359.00,96.55
2358.00,96.52
2357.00,96.48
2356.00,96.43
2355.00,96.41
2354.00,96.40
2353.00,96.40
2352.00,96.40
2351.00,96.43
2350.00,96.47
2349.00,96.48
2348.00,96.51
2347.00,96.56
2346.00,96.64
2345.00,96.68
2344.00,96.65
2343.00,96.58
2342.00,96.52
2341.00,96.48
2340.00,96.46
2339.00,96.45
2338.00,96.45
2337.00,96.46
2336.00,96.46
2335.00,96.45
2334.00,96.42
2333.00,96.39
2332.00,96.36
2331.00,96.35
2330.00,96.36
2329.00,96.37
2328.00,96.39
2327.00,96.40
2326.00,96.38
2325.00,96.35
2324.00,96.32
2323.00,96.32
2322.00,96.33
2321.00,96.34
2320.00,96.33
2319.00,96.31
2318.00,96.30
2317.00,96.30
2316.00,96.30
2315.00,96.29
2314.00,96.27
2313.00,96.25
2312.00,96.22
2311.00,96.21
2310.00,96.21
2309.00,96.21
2308.00,96.20
2307.00,96.19
2306.00,96.18
2305.00,96.18
2304.00,96.18
2303.00,96.17
2302.00,96.16
2301.00,96.15
2300.00,96.14
2299.00,96.12
2298.00,96.10
2297.00,96.08
2296.00,96.06
2295.00,96.05
2294.00,96.03
2293.00,96.03
2292.00,96.02
2291.00,96.01
2290.00,95.99
2289.00,95.97
2288.00,95.93
2287.00,95.89
2286.00,95.85
2285.00,95.83
2284.00,95.81
2283.00,95.78
2282.00,95.74
2281.00,95.69
2280.00,95.68
2279.00,95.68
2278.00,95.67
2277.00,95.64
2276.00,95.60
2275.00,95.57
2274.00,95.56
2273.00,95.56
2272.00,95.57
2271.00,95.60
2270.00,95.62
2269.00,95.62
2268.00,95.60
2267.00,95.56
2266.00,95.52
2265.00,95.46
2264.00,95.40
2263.00,95.35
2262.00,95.30
2261.00,95.25
2260.00,95.20
2259.00,95.14
2258.00,95.07
2257.00,94.97
2256.00,94.84
2255.00,94.69
2254.00,94.54
2253.00,94.37
2252.00,94.18
2251.00,93.96
2250.00,93.72
2249.00,93.47
2248.00,93.23
2247.00,93.00
2246.00,92.78
2245.00,92.57
2244.00,92.40
2243.00,92.30
2242.00,92.27
2241.00,92.35
2240.00,92.50
2239.00,92.71
2238.00,92.94
2237.00,93.19
2236.00,93.45
2235.00,93.70
2234.00,93.94
2233.00,94.15
2232.00,94.33
2231.00,94.49
2230.00,94.61
2229.00,94.70
2228.00,94.77
2227.00,94.83
2226.00,94.86
2225.00,94.86
2224.00,94.85
2223.00,94.85
2222.00,94.88
2221.00,94.91
2220.00,94.91
2219.00,94.87
2218.00,94.81
2217.00,94.77
2216.00,94.76
2215.00,94.78
2214.00,94.79
2213.00,94.78
2212.00,94.75
2211.00,94.71
2210.00,94.66
2209.00,94.63
2208.00,94.63
2207.00,94.66
2206.00,94.71
2205.00,94.76
2204.00,94.78
2203.00,94.75
2202.00,94.69
2201.00,94.63
2200.00,94.60
2199.00,94.59
2198.00,94.57
2197.00,94.55
2196.00,94.53
2195.00,94.53
2194.00,94.57
2193.00,94.59
2192.00,94.59
2191.00,94.55
2190.00,94.52
2189.00,94.51
2188.00,94.50
2187.00,94.45
2186.00,94.38
2185.00,94.33
2184.00,94.32
2183.00,94.37
2182.00,94.40
2181.00,94.39
2180.00,94.33
2179.00,94.29
2178.00,94.29
2177.00,94.34
2176.00,94.42
2175.00,94.50
2174.00,94.55
2173.00,94.56
2172.00,94.50
2171.00,94.39
2170.00,94.27
2169.00,94.17
2168.00,94.10
2167.00,94.04
2166.00,94.02
2165.00,94.00
2164.00,93.96
2163.00,93.90
2162.00,93.84
2161.00,93.83
2160.00,93.91
2159.00,94.06
2158.00,94.21
2157.00,94.34
2156.00,94.42
2155.00,94.47
2154.00,94.50
2153.00,94.53
2152.00,94.57
2151.00,94.63
2150.00,94.70
2149.00,94.75
2148.00,94.78
2147.00,94.81
2146.00,94.83
2145.00,94.86
2144.00,94.89
2143.00,94.94
2142.00,94.97
2141.00,94.99
2140.00,95.00
2139.00,95.03
2138.00,95.08
2137.00,95.14
2136.00,95.20
2135.00,95.27
2134.00,95.33
2133.00,95.35
2132.00,95.36
2131.00,95.36
2130.00,95.37
2129.00,95.39
2128.00,95.39
2127.00,95.38
2126.00,95.38
2125.00,95.40
2124.00,95.44
2123.00,95.47
2122.00,95.50
2121.00,95.50
2120.00,95.48
2119.00,95.45
2118.00,95.43
2117.00,95.42
2116.00,95.42
2115.00,95.43
2114.00,95.44
2113.00,95.46
2112.00,95.47
2111.00,95.46
2110.00,95.46
2109.00,95.47
2108.00,95.47
2107.00,95.46
2106.00,95.42
2105.00,95.39
2104.00,95.37
2103.00,95.37
2102.00,95.37
2101.00,95.36
2100.00,95.35
2099.00,95.34
2098.00,95.34
2097.00,95.34
2096.00,95.33
2095.00,95.32
2094.00,95.34
2093.00,95.38
2092.00,95.44
2091.00,95.49
2090.00,95.50
2089.00,95.46
2088.00,95.39
2087.00,95.32
2086.00,95.29
2085.00,95.28
2084.00,95.29
2083.00,95.30
2082.00,95.30
2081.00,95.28
2080.00,95.26
2079.00,95.24
2078.00,95.25
2077.00,95.26
2076.00,95.27
2075.00,95.25
2074.00,95.21
2073.00,95.18
2072.00,95.16
2071.00,95.16
2070.00,95.17
2069.00,95.17
2068.00,95.17
2067.00,95.18
2066.00,95.20
2065.00,95.22
2064.00,95.21
2063.00,95.19
2062.00,95.16
2061.00,95.12
2060.00,95.08
2059.00,95.05
2058.00,95.04
2057.00,95.04
2056.00,95.03
2055.00,94.99
2054.00,94.95
2053.00,94.92
2052.00,94.91
2051.00,94.90
2050.00,94.85
2049.00,94.80
2048.00,94.75
2047.00,94.74
2046.00,94.75
2045.00,94.74
2044.00,94.72
2043.00,94.68
2042.00,94.65
2041.00,94.62
2040.00,94.57
2039.00,94.50
2038.00,94.41
2037.00,94.34
2036.00,94.32
2035.00,94.33
2034.00,94.35
2033.00,94.34
2032.00,94.29
2031.00,94.23
2030.00,94.20
2029.00,94.20
2028.00,94.22
2027.00,94.25
2026.00,94.27
2025.00,94.28
2024.00,94.26
2023.00,94.24
2022.00,94.24
2021.00,94.28
2020.00,94.32
2019.00,94.33
2018.00,94.32
2017.00,94.31
2016.00,94.33
2015.00,94.36
2014.00,94.40
2013.00,94.42
2012.00,94.44
2011.00,94.46
2010.00,94.46
2009.00,94.46
2008.00,94.47
2007.00,94.48
2006.00,94.50
2005.00,94.53
2004.00,94.58
2003.00,94.63
2002.00,94.68
2001.00,94.70
2000.00,94.70
1999.00,94.68
1998.00,94.67
1997.00,94.68
1996.00,94.68
1995.00,94.65
1994.00,94.62
1993.00,94.59
1992.00,94.59
1991.00,94.62
1990.00,94.66
1989.00,94.70
1988.00,94.72
1987.00,94.74
1986.00,94.74
1985.00,94.73
1984.00,94.69
1983.00,94.63
1982.00,94.53
1981.00,94.43
1980.00,94.36
1979.00,94.34
1978.00,94.37
1977.00,94.42
1976.00,94.45
1975.00,94.47
1974.00,94.47
1973.00,94.48
1972.00,94.50
1971.00,94.53
1970.00,94.54
1969.00,94.55
1968.00,94.57
1967.00,94.60
1966.00,94.62
1965.00,94.63
1964.00,94.65
1963.00,94.69
1962.00,94.74
1961.00,94.80
1960.00,94.83
1959.00,94.86
1958.00,94.88
1957.00,94.92
1956.00,94.96
1955.00,95.01
1954.00,95.06
1953.00,95.12
1952.00,95.18
1951.00,95.24
1950.00,95.28
1949.00,95.31
1948.00,95.34
1947.00,95.37
1946.00,95.37
1945.00,95.35
1944.00,95.32
1943.00,95.31
1942.00,95.33
1941.00,95.36
1940.00,95.37
1939.00,95.38
1938.00,95.39
1937.00,95.40
1936.00,95.41
1935.00,95.41
1934.00,95.41
1933.00,95.42
1932.00,95.44
1931.00,95.48
1930.00,95.53
1929.00,95.58
1928.00,95.62
1927.00,95.66
1926.00,95.68
1925.00,95.68
1924.00,95.66
1923.00,95.65
1922.00,95.65
1921.00,95.66
1920.00,95.67
1919.00,95.67
1918.00,95.67
1917.00,95.66
1916.00,95.64
1915.00,95.64
1914.00,95.66
1913.00,95.70
1912.00,95.75
1911.00,95.77
1910.00,95.76
1909.00,95.75
1908.00,95.75
1907.00,95.75
1906.00,95.76
1905.00,95.79
1904.00,95.82
1903.00,95.85
1902.00,95.87
1901.00,95.87
1900.00,95.86
1899.00,95.86
1898.00,95.86
1897.00,95.87
1896.00,95.87
1895.00,95.88
1894.00,95.88
1893.00,95.88
1892.00,95.88
1891.00,95.89
1890.00,95.91
1889.00,95.93
1888.00,95.95
1887.00,95.96
1886.00,95.96
1885.00,95.97
1884.00,95.98
1883.00,96.01
1882.00,96.02
1881.00,96.02
1880.00,96.00
1879.00,95.99
1878.00,95.97
1877.00,95.97
1876.00,95.97
1875.00,95.98
1874.00,96.00
1873.00,96.04
1872.00,96.06
1871.00,96.06
1870.00,96.04
1869.00,96.02
1868.00,96.02
1867.00,96.03
1866.00,96.04
1865.00,96.05
1864.00,96.06
1863.00,96.06
1862.00,96.05
1861.00,96.05
1860.00,96.06
1859.00,96.07
1858.00,96.09
1857.00,96.10
1856.00,96.10
1855.00,96.10
1854.00,96.10
1853.00,96.11
1852.00,96.12
1851.00,96.12
1850.00,96.11
1849.00,96.10
1848.00,96.09
1847.00,96.09
1846.00,96.10
1845.00,96.11
1844.00,96.14
1843.00,96.16
1842.00,96.18
1841.00,96.17
1840.00,96.17
1839.00,96.18
1838.00,96.19
1837.00,96.21
1836.00,96.22
1835.00,96.24
1834.00,96.25
1833.00,96.27
1832.00,96.28
1831.00,96.28
1830.00,96.28
1829.00,96.27
1828.00,96.26
1827.00,96.25
1826.00,96.25
1825.00,96.26
1824.00,96.27
1823.00,96.28
1822.00,96.28
1821.00,96.28
1820.00,96.29
1819.00,96.30
1818.00,96.31
1817.00,96.31
1816.00,96.32
1815.00,96.33
1814.00,96.35
1813.00,96.37
1812.00,96.37
1811.00,96.37
1810.00,96.36
1809.00,96.35
1808.00,96.35
1807.00,96.35
1806.00,96.36
1805.00,96.37
1804.00,96.38
1803.00,96.39
1802.00,96.40
1801.00,96.41
1800.00,96.42
1799.00,96.42
1798.00,96.42
1797.00,96.42
1796.00,96.43
1795.00,96.43
1794.00,96.43
1793.00,96.43
1792.00,96.42
1791.00,96.41
1790.00,96.41
1789.00,96.40
1788.00,96.40
1787.00,96.41
1786.00,96.42
1785.00,96.45
1784.00,96.48
1783.00,96.50
1782.00,96.49
1781.00,96.48
1780.00,96.46
1779.00,96.46
1778.00,96.46
1777.00,96.47
1776.00,96.48
1775.00,96.47
1774.00,96.47
1773.00,96.46
1772.00,96.46
1771.00,96.46
1770.00,96.45
1769.00,96.43
1768.00,96.42
1767.00,96.41
1766.00,96.40
1765.00,96.40
1764.00,96.38
1763.00,96.37
1762.00,96.35
1761.00,96.32
1760.00,96.27
1759.00,96.22
1758.00,96.15
1757.00,96.08
1756.00,95.99
1755.00,95.90
1754.00,95.79
1753.00,95.66
1752.00,95.49
1751.00,95.27
1750.00,95.05
1749.00,94.83
1748.00,94.63
1747.00,94.43
1746.00,94.22
1745.00,94.02
1744.00,93.82
1743.00,93.62
1742.00,93.45
1741.00,93.28
1740.00,93.12
1739.00,93.00
1738.00,92.94
1737.00,92.92
1736.00,92.93
1735.00,92.95
1734.00,92.98
1733.00,93.05
1732.00,93.14
1731.00,93.26
1730.00,93.39
1729.00,93.54
1728.00,93.69
1727.00,93.85
1726.00,94.01
1725.00,94.19
1724.00,94.36
1723.00,94.53
1722.00,94.68
1721.00,94.80
1720.00,94.91
1719.00,95.03
1718.00,95.15
1717.00,95.27
1716.00,95.37
1715.00,95.46
1714.00,95.52
1713.00,95.58
1712.00,95.64
1711.00,95.70
1710.00,95.75
1709.00,95.80
1708.00,95.83
1707.00,95.87
1706.00,95.91
1705.00,95.95
1704.00,95.98
1703.00,96.00
1702.00,96.01
1701.00,96.01
1700.00,96.01
1699.00,96.02
1698.00,96.03
1697.00,96.03
1696.00,96.04
1695.00,96.06
1694.00,96.08
1693.00,96.08
1692.00,96.08
1691.00,96.09
1690.00,96.10
1689.00,96.11
1688.00,96.10
1687.00,96.10
1686.00,96.09
1685.00,96.09
1684.00,96.09
1683.00,96.12
1682.00,96.13
1681.00,96.12
1680.00,96.11
1679.00,96.11
1678.00,96.12
1677.00,96.12
1676.00,96.11
1675.00,96.10
1674.00,96.10
1673.00,96.10
1672.00,96.11
1671.00,96.12
1670.00,96.10
1669.00,96.08
1668.00,96.06
1667.00,96.06
1666.00,96.06
1665.00,96.07
1664.00,96.07
1663.00,96.06
1662.00,96.06
1661.00,96.05
1660.00,96.04
1659.00,96.04
1658.00,96.05
1657.00,96.05
1656.00,96.05
1655.00,96.03
1654.00,95.98
1653.00,95.93
1652.00,95.95
1651.00,95.96
1650.00,95.96
1649.00,95.96
1648.00,95.97
1647.00,95.97
1646.00,95.99
1645.00,95.99
1644.00,95.97
1643.00,95.95
1642.00,95.94
1641.00,95.93
1640.00,95.93
1639.00,95.93
1638.00,95.94
1637.00,95.94
1636.00,95.92
1635.00,95.90
1634.00,95.89
1633.00,95.89
1632.00,95.88
1631.00,95.87
1630.00,95.86
1629.00,95.86
1628.00,95.87
1627.00,95.88
1626.00,95.89
1625.00,95.89
1624.00,95.89
1623.00,95.88
1622.00,95.89
1621.00,95.89
1620.00,95.89
1619.00,95.88
1618.00,95.88
1617.00,95.87
1616.00,95.89
1615.00,95.91
1614.00,95.94
1613.00,95.96
1612.00,95.97
1611.00,95.96
1610.00,95.95
1609.00,95.94
1608.00,95.93
1607.00,95.92
1606.00,95.90
1605.00,95.89
1604.00,95.87
1603.00,95.87
1602.00,95.88
1601.00,95.91
1600.00,95.95
1599.00,95.99
1598.00,96.03
1597.00,96.06
1596.00,96.09
1595.00,96.11
1594.00,96.12
1593.00,96.13
1592.00,96.13
1591.00,96.13
1590.00,96.14
1589.00,96.15
1588.00,96.16
1587.00,96.16
1586.00,96.16
1585.00,96.16
1584.00,96.17
1583.00,96.17
1582.00,96.17
1581.00,96.17
1580.00,96.17
1579.00,96.17
1578.00,96.16
1577.00,96.14
1576.00,96.11
1575.00,96.10
1574.00,96.10
1573.00,96.10
1572.00,96.10
1571.00,96.11
1570.00,96.10
1569.00,96.09
1568.00,96.08
1567.00,96.07
1566.00,96.07
1565.00,96.08
1564.00,96.10
1563.00,96.13
1562.00,96.15
1561.00,96.17
1560.00,96.18
1559.00,96.16
1558.00,96.16
1557.00,96.17
1556.00,96.17
1555.00,96.16
1554.00,96.17
1553.00,96.18
1552.00,96.18
1551.00,96.19
1550.00,96.20
1549.00,96.22
1548.00,96.23
1547.00,96.23
1546.00,96.23
1545.00,96.23
1544.00,96.23
1543.00,96.23
1542.00,96.23
1541.00,96.24
1540.00,96.23
1539.00,96.23
1538.00,96.23
1537.00,96.24
1536.00,96.25
1535.00,96.26
1534.00,96.27
1533.00,96.27
1532.00,96.28
1531.00,96.29
1530.00,96.30
1529.00,96.31
1528.00,96.31
1527.00,96.31
1526.00,96.30
1525.00,96.29
1524.00,96.29
1523.00,96.30
1522.00,96.31
1521.00,96.33
1520.00,96.33
1519.00,96.33
1518.00,96.32
1517.00,96.30
1516.00,96.29
1515.00,96.28
1514.00,96.27
1513.00,96.27
1512.00,96.28
1511.00,96.28
1510.00,96.29
1509.00,96.29
1508.00,96.30
1507.00,96.31
1506.00,96.36
1505.00,96.39
1504.00,96.41
1503.00,96.41
1502.00,96.40
1501.00,96.39
1500.00,96.38
1499.00,96.38
1498.00,96.39
1497.00,96.39
1496.00,96.39
1495.00,96.40
1494.00,96.40
1493.00,96.39
1492.00,96.38
1491.00,96.36
1490.00,96.35
1489.00,96.34
1488.00,96.34
1487.00,96.34
1486.00,96.34
1485.00,96.34
1484.00,96.34
1483.00,96.35
1482.00,96.36
1481.00,96.36
1480.00,96.35
1479.00,96.34
1478.00,96.33
1477.00,96.32
1476.00,96.30
1475.00,96.28
1474.00,96.22
1473.00,96.16
1472.00,96.10
1471.00,96.06
1470.00,96.03
1469.00,95.98
1468.00,95.92
1467.00,95.83
1466.00,95.71
1465.00,95.55
1464.00,95.37
1463.00,95.18
1462.00,94.98
1461.00,94.76
1460.00,94.51
1459.00,94.22
1458.00,93.87
1457.00,93.48
1456.00,93.18
1455.00,93.00
1454.00,92.88
1453.00,92.80
1452.00,92.76
1451.00,92.77
1450.00,92.81
1449.00,92.87
1448.00,92.94
1447.00,93.03
1446.00,93.14
1445.00,93.25
1444.00,93.38
1443.00,93.53
1442.00,93.68
1441.00,93.83
1440.00,93.97
1439.00,94.11
1438.00,94.25
1437.00,94.40
1436.00,94.56
1435.00,94.70
1434.00,94.80
1433.00,94.88
1432.00,94.97
1431.00,95.06
1430.00,95.16
1429.00,95.26
1428.00,95.33
1427.00,95.39
1426.00,95.44
1425.00,95.50
1424.00,95.56
1423.00,95.60
1422.00,95.64
1421.00,95.67
1420.00,95.70
1419.00,95.74
1418.00,95.78
1417.00,95.82
1416.00,95.85
1415.00,95.86
1414.00,95.88
1413.00,95.90
1412.00,95.91
1411.00,95.93
1410.00,95.94
1409.00,95.96
1408.00,95.98
1407.00,95.99
1406.00,96.00
1405.00,96.03
1404.00,96.05
1403.00,96.06
1402.00,96.06
1401.00,96.06
1400.00,96.06
1399.00,96.05
1398.00,96.03
1397.00,96.00
1396.00,95.97
1395.00,95.94
1394.00,95.92
1393.00,95.91
1392.00,95.89
1391.00,95.86
1390.00,95.82
1389.00,95.77
1388.00,95.70
1387.00,95.63
1386.00,95.55
1385.00,95.47
1384.00,95.37
1383.00,95.27
1382.00,95.15
1381.00,95.04
1380.00,94.92
1379.00,94.81
1378.00,94.71
1377.00,94.62
1376.00,94.55
1375.00,94.50
1374.00,94.45
1373.00,94.40
1372.00,94.37
1371.00,94.34
1370.00,94.31
1369.00,94.29
1368.00,94.28
1367.00,94.28
1366.00,94.29
1365.00,94.31
1364.00,94.35
1363.00,94.38
1362.00,94.40
1361.00,94.42
1360.00,94.43
1359.00,94.44
1358.00,94.47
1357.00,94.51
1356.00,94.55
1355.00,94.59
1354.00,94.61
1353.00,94.62
1352.00,94.65
1351.00,94.69
1350.00,94.74
1349.00,94.79
1348.00,94.84
1347.00,94.87
1346.00,94.91
1345.00,94.95
1344.00,95.00
1343.00,95.04
1342.00,95.09
1341.00,95.14
1340.00,95.18
1339.00,95.22
1338.00,95.26
1337.00,95.29
1336.00,95.31
1335.00,95.33
1334.00,95.34
1333.00,95.35
1332.00,95.37
1331.00,95.39
1330.00,95.41
1329.00,95.43
1328.00,95.44
1327.00,95.45
1326.00,95.46
1325.00,95.47
1324.00,95.47
1323.00,95.47
1322.00,95.46
1321.00,95.45
1320.00,95.44
1319.00,95.44
1318.00,95.43
1317.00,95.44
1316.00,95.43
1315.00,95.43
1314.00,95.42
1313.00,95.41
1312.00,95.40
1311.00,95.40
1310.00,95.38
1309.00,95.36
1308.00,95.35
1307.00,95.36
1306.00,95.37
1305.00,95.39
1304.00,95.41
1303.00,95.42
1302.00,95.43
1301.00,95.44
1300.00,95.45
1299.00,95.46
1298.00,95.46
1297.00,95.47
1296.00,95.48
1295.00,95.48
1294.00,95.48
1293.00,95.48
1292.00,95.49
1291.00,95.51
1290.00,95.52
1289.00,95.52
1288.00,95.52
1287.00,95.52
1286.00,95.52
1285.00,95.51
1284.00,95.52
1283.00,95.52
1282.00,95.52
1281.00,95.52
1280.00,95.52
1279.00,95.51
1278.00,95.50
1277.00,95.49
1276.00,95.48
1275.00,95.47
1274.00,95.44
1273.00,95.41
1272.00,95.38
1271.00,95.35
1270.00,95.31
1269.00,95.27
1268.00,95.23
1267.00,95.19
1266.00,95.14
1265.00,95.08
1264.00,95.01
1263.00,94.92
1262.00,94.82
1261.00,94.72
1260.00,94.61
1259.00,94.50
1258.00,94.39
1257.00,94.26
1256.00,94.13
1255.00,93.98
1254.00,93.84
1253.00,93.71
1252.00,93.57
1251.00,93.42
1250.00,93.26
1249.00,93.10
1248.00,92.93
1247.00,92.76
1246.00,92.59
1245.00,92.41
1244.00,92.25
1243.00,92.09
1242.00,91.94
1241.00,91.82
1240.00,91.71
1239.00,91.62
1238.00,91.54
1237.00,91.46
1236.00,91.39
1235.00,91.33
1234.00,91.28
1233.00,91.25
1232.00,91.24
1231.00,91.25
1230.00,91.27
1229.00,91.31
1228.00,91.37
1227.00,91.46
1226.00,91.57
1225.00,91.69
1224.00,91.81
1223.00,91.95
1222.00,92.10
1221.00,92.26
1220.00,92.43
1219.00,92.61
1218.00,92.81
1217.00,93.00
1216.00,93.17
1215.00,93.31
1214.00,93.44
1213.00,93.56
1212.00,93.67
1211.00,93.78
1210.00,93.87
1209.00,93.96
1208.00,94.05
1207.00,94.14
1206.00,94.25
1205.00,94.35
1204.00,94.43
1203.00,94.49
1202.00,94.53
1201.00,94.56
1200.00,94.58
1199.00,94.62
1198.00,94.66
1197.00,94.71
1196.00,94.74
1195.00,94.76
1194.00,94.78
1193.00,94.81
1192.00,94.83
1191.00,94.87
1190.00,94.90
1189.00,94.93
1188.00,94.95
1187.00,94.96
1186.00,94.98
1185.00,95.00
1184.00,95.02
1183.00,95.06
1182.00,95.09
1181.00,95.12
1180.00,95.12
1179.00,95.12
1178.00,95.13
1177.00,95.16
1176.00,95.20
1175.00,95.24
1174.00,95.28
1173.00,95.30
1172.00,95.32
1171.00,95.33
1170.00,95.34
1169.00,95.37
1168.00,95.40
1167.00,95.43
1166.00,95.44
1165.00,95.43
1164.00,95.42
1163.00,95.38
1162.00,95.34
1161.00,95.29
1160.00,95.25
1159.00,95.21
1158.00,95.18
1157.00,95.13
1156.00,95.07
1155.00,95.02
1154.00,94.99
1153.00,94.99
1152.00,95.02
1151.00,95.07
1150.00,95.12
1149.00,95.18
1148.00,95.23
1147.00,95.29
1146.00,95.34
1145.00,95.39
1144.00,95.45
1143.00,95.50
1142.00,95.54
1141.00,95.58
1140.00,95.60
1139.00,95.61
1138.00,95.61
1137.00,95.59
1136.00,95.57
1135.00,95.56
1134.00,95.56
1133.00,95.56
1132.00,95.55
1131.00,95.52
1130.00,95.48
1129.00,95.43
1128.00,95.40
1127.00,95.37
1126.00,95.34
1125.00,95.32
1124.00,95.30
1123.00,95.27
1122.00,95.23
1121.00,95.20
1120.00,95.16
1119.00,95.12
1118.00,95.08
1117.00,95.04
1116.00,95.03
1115.00,95.04
1114.00,95.08
1113.00,95.11
1112.00,95.10
1111.00,95.03
1110.00,94.95
1109.00,94.88
1108.00,94.86
1107.00,94.86
1106.00,94.86
1105.00,94.86
1104.00,94.84
1103.00,94.81
1102.00,94.78
1101.00,94.74
1100.00,94.71
1099.00,94.68
1098.00,94.65
1097.00,94.63
1096.00,94.62
1095.00,94.61
1094.00,94.59
1093.00,94.55
1092.00,94.51
1091.00,94.48
1090.00,94.46
1089.00,94.43
1088.00,94.38
1087.00,94.33
1086.00,94.29
1085.00,94.27
1084.00,94.28
1083.00,94.27
1082.00,94.23
1081.00,94.15
1080.00,94.05
1079.00,93.96
1078.00,93.90
1077.00,93.85
1076.00,93.82
1075.00,93.79
1074.00,93.76
1073.00,93.74
1072.00,93.73
1071.00,93.72
1070.00,93.72
1069.00,93.72
1068.00,93.73
1067.00,93.74
1066.00,93.77
1065.00,93.79
1064.00,93.81
1063.00,93.82
1062.00,93.83
1061.00,93.86
1060.00,93.90
1059.00,93.95
1058.00,94.00
1057.00,94.03
1056.00,94.05
1055.00,94.05
1054.00,94.06
1053.00,94.07
1052.00,94.07
1051.00,94.06
1050.00,94.03
1049.00,94.00
1048.00,93.96
1047.00,93.93
1046.00,93.92
1045.00,93.95
1044.00,93.98
1043.00,94.00
1042.00,94.01
1041.00,94.01
1040.00,94.00
1039.00,94.00
1038.00,94.00
1037.00,94.00
1036.00,94.00
1035.00,93.99
1034.00,93.98
1033.00,93.96
1032.00,93.96
1031.00,93.98
1030.00,94.00
1029.00,94.02
1028.00,94.02
1027.00,93.99
1026.00,93.97
1025.00,93.96
1024.00,93.97
1023.00,93.99
1022.00,94.02
1021.00,94.05
1020.00,94.09
1019.00,94.15
1018.00,94.22
1017.00,94.30
1016.00,94.38
1015.00,94.47
1014.00,94.55
1013.00,94.63
1012.00,94.70
1011.00,94.76
1010.00,94.81
1009.00,94.87
1008.00,94.94
1007.00,95.01
1006.00,95.07
1005.00,95.11
1004.00,95.13
1003.00,95.14
1002.00,95.16
1001.00,95.17
1000.00,95.20
999.00,95.23
998.00,95.26
997.00,95.29
996.00,95.32
995.00,95.33
994.00,95.32
993.00,95.32
992.00,95.33
991.00,95.34
990.00,95.35
989.00,95.34
988.00,95.34
987.00,95.35
986.00,95.36
985.00,95.37
984.00,95.38
983.00,95.38
982.00,95.39
981.00,95.40
980.00,95.41
979.00,95.42
978.00,95.41
977.00,95.41
976.00,95.40
975.00,95.41
974.00,95.42
973.00,95.44
972.00,95.45
971.00,95.45
970.00,95.46
969.00,95.46
968.00,95.46
967.00,95.46
966.00,95.47
965.00,95.47
964.00,95.48
963.00,95.49
962.00,95.49
961.00,95.48
960.00,95.48
959.00,95.48
958.00,95.48
957.00,95.48
956.00,95.47
955.00,95.44
954.00,95.43
953.00,95.42
952.00,95.42
951.00,95.44
950.00,95.45
949.00,95.45
948.00,95.43
947.00,95.39
946.00,95.35
945.00,95.33
944.00,95.30
943.00,95.28
942.00,95.26
941.00,95.25
940.00,95.27
939.00,95.29
938.00,95.29
937.00,95.28
936.00,95.26
935.00,95.24
934.00,95.23
933.00,95.24
932.00,95.28
931.00,95.32
930.00,95.35
929.00,95.39
928.00,95.43
927.00,95.47
926.00,95.50
925.00,95.52
924.00,95.53
923.00,95.54
922.00,95.55
921.00,95.56
920.00,95.56
919.00,95.56
918.00,95.56
917.00,95.55
916.00,95.55
915.00,95.57
914.00,95.60
913.00,95.62
912.00,95.63
911.00,95.62
910.00,95.61
909.00,95.59
908.00,95.58
907.00,95.59
906.00,95.62
