Created as New Dataset,6.3 Natural green fiber
cm-1,%T
2458.00,97.90
2457.00,97.88
2456.00,97.87
2455.00,97.86
2454.00,97.85
2453.00,97.85
2452.00,97.85
2451.00,97.87
2450.00,97.89
2449.00,97.92
2448.00,97.94
2447.00,97.95
2446.00,97.94
2445.00,97.92
2444.00,97.90
2443.00,97.89
2442.00,97.90
2441.00,97.92
2440.00,97.95
2439.00,97.97
2438.00,97.98
2437.00,97.99
2436.00,98.00
2435.00,98.01
2434.00,98.01
2433.00,98.00
2432.00,97.99
2431.00,97.98
2430.00,97.98
2429.00,97.98
2428.00,97.98
2427.00,97.99
2426.00,97.99
2425.00,98.00
2424.00,98.01
2423.00,98.03
2422.00,98.04
2421.00,98.05
2420.00,98.06
2419.00,98.07
2418.00,98.08
2417.00,98.08
2416.00,98.09
2415.00,98.09
2414.00,98.09
2413.00,98.08
2412.00,98.07
2411.00,98.07
2410.00,98.08
2409.00,98.10
2408.00,98.10
2407.00,98.11
2406.00,98.12
2405.00,98.12
2404.00,98.12
2403.00,98.12
2402.00,98.13
2401.00,98.14
2400.00,98.14
2399.00,98.15
2398.00,98.15
2397.00,98.16
2396.00,98.17
2395.00,98.18
2394.00,98.19
2393.00,98.19
2392.00,98.20
2391.00,98.22
2390.00,98.24
2389.00,98.26
2388.00,98.27
2387.00,98.28
2386.00,98.29
2385.00,98.29
2384.00,98.29
2383.00,98.30
2382.00,98.31
2381.00,98.33
2380.00,98.34
2379.00,98.35
2378.00,98.35
2377.00,98.34
2376.00,98.34
2375.00,98.34
2374.00,98.36
2373.00,98.38
2372.00,98.39
2371.00,98.40
2370.00,98.43
2369.00,98.46
2368.00,98.48
2367.00,98.45
2366.00,98.40
2365.00,98.37
2364.00,98.40
2363.00,98.44
2362.00,98.47
2361.00,98.45
2360.00,98.41
2359.00,98.36
2358.00,98.30
2357.00,98.25
2356.00,98.23
2355.00,98.24
2354.00,98.28
2353.00,98.34
2352.00,98.40
2351.00,98.43
2350.00,98.43
2349.00,98.42
2348.00,98.41
2347.00,98.44
2346.00,98.49
2345.00,98.51
2344.00,98.49
2343.00,98.44
2342.00,98.40
2341.00,98.38
2340.00,98.36
2339.00,98.34
2338.00,98.32
2337.00,98.31
2336.00,98.32
2335.00,98.36
2334.00,98.43
2333.00,98.50
2332.00,98.54
2331.00,98.51
2330.00,98.43
2329.00,98.35
2328.00,98.30
2327.00,98.28
2326.00,98.27
2325.00,98.24
2324.00,98.19
2323.00,98.13
2322.00,98.09
2321.00,98.08
2320.00,98.08
2319.00,98.10
2318.00,98.11
2317.00,98.11
2316.00,98.09
2315.00,98.08
2314.00,98.07
2313.00,98.07
2312.00,98.06
2311.00,98.04
2310.00,98.02
2309.00,98.02
2308.00,98.04
2307.00,98.06
2306.00,98.07
2305.00,98.08
2304.00,98.08
2303.00,98.06
2302.00,98.03
2301.00,98.00
2300.00,97.98
2299.00,97.97
2298.00,97.97
2297.00,97.97
2296.00,97.97
2295.00,97.97
2294.00,97.96
2293.00,97.94
2292.00,97.92
2291.00,97.90
2290.00,97.87
2289.00,97.85
2288.00,97.83
2287.00,97.81
2286.00,97.77
2285.00,97.73
2284.00,97.69
2283.00,97.68
2282.00,97.69
2281.00,97.70
2280.00,97.68
2279.00,97.65
2278.00,97.62
2277.00,97.60
2276.00,97.59
2275.00,97.59
2274.00,97.57
2273.00,97.53
2272.00,97.47
2271.00,97.41
2270.00,97.37
2269.00,97.36
2268.00,97.36
2267.00,97.38
2266.00,97.39
2265.00,97.41
2264.00,97.43
2263.00,97.45
2262.00,97.47
2261.00,97.48
2260.00,97.46
2259.00,97.42
2258.00,97.38
2257.00,97.37
2256.00,97.38
2255.00,97.39
2254.00,97.40
2253.00,97.40
2252.00,97.39
2251.00,97.39
2250.00,97.38
2249.00,97.37
2248.00,97.33
2247.00,97.27
2246.00,97.23
2245.00,97.22
2244.00,97.24
2243.00,97.27
2242.00,97.28
2241.00,97.27
2240.00,97.22
2239.00,97.14
2238.00,97.07
2237.00,97.04
2236.00,97.04
2235.00,97.07
2234.00,97.09
2233.00,97.09
2232.00,97.07
2231.00,97.06
2230.00,97.04
2229.00,97.03
2228.00,97.01
2227.00,96.98
2226.00,96.97
2225.00,96.98
2224.00,96.98
2223.00,96.98
2222.00,96.97
2221.00,96.96
2220.00,96.95
2219.00,96.94
2218.00,96.93
2217.00,96.91
2216.00,96.90
2215.00,96.89
2214.00,96.88
2213.00,96.88
2212.00,96.88
2211.00,96.89
2210.00,96.89
2209.00,96.88
2208.00,96.84
2207.00,96.78
2206.00,96.72
2205.00,96.71
2204.00,96.72
2203.00,96.73
2202.00,96.72
2201.00,96.67
2200.00,96.59
2199.00,96.51
2198.00,96.45
2197.00,96.43
2196.00,96.44
2195.00,96.47
2194.00,96.50
2193.00,96.50
2192.00,96.49
2191.00,96.48
2190.00,96.47
2189.00,96.47
2188.00,96.46
2187.00,96.44
2186.00,96.38
2185.00,96.33
2184.00,96.31
2183.00,96.33
2182.00,96.36
2181.00,96.37
2180.00,96.36
2179.00,96.31
2178.00,96.27
2177.00,96.25
2176.00,96.29
2175.00,96.35
2174.00,96.38
2173.00,96.37
2172.00,96.31
2171.00,96.22
2170.00,96.14
2169.00,96.07
2168.00,96.01
2167.00,95.96
2166.00,95.92
2165.00,95.87
2164.00,95.80
2163.00,95.72
2162.00,95.66
2161.00,95.65
2160.00,95.75
2159.00,95.92
2158.00,96.12
2157.00,96.29
2156.00,96.40
2155.00,96.49
2154.00,96.55
2153.00,96.61
2152.00,96.65
2151.00,96.67
2150.00,96.69
2149.00,96.72
2148.00,96.74
2147.00,96.76
2146.00,96.78
2145.00,96.77
2144.00,96.75
2143.00,96.71
2142.00,96.67
2141.00,96.66
2140.00,96.70
2139.00,96.77
2138.00,96.84
2137.00,96.90
2136.00,96.94
2135.00,96.98
2134.00,97.04
2133.00,97.10
2132.00,97.17
2131.00,97.23
2130.00,97.28
2129.00,97.31
2128.00,97.31
2127.00,97.30
2126.00,97.29
2125.00,97.31
2124.00,97.33
2123.00,97.35
2122.00,97.35
2121.00,97.32
2120.00,97.28
2119.00,97.24
2118.00,97.22
2117.00,97.23
2116.00,97.26
2115.00,97.30
2114.00,97.31
2113.00,97.29
2112.00,97.29
2111.00,97.31
2110.00,97.34
2109.00,97.36
2108.00,97.35
2107.00,97.33
2106.00,97.30
2105.00,97.28
2104.00,97.29
2103.00,97.32
2102.00,97.36
2101.00,97.38
2100.00,97.36
2099.00,97.33
2098.00,97.29
2097.00,97.25
2096.00,97.22
2095.00,97.23
2094.00,97.27
2093.00,97.29
2092.00,97.31
2091.00,97.33
2090.00,97.33
2089.00,97.32
2088.00,97.28
2087.00,97.25
2086.00,97.23
2085.00,97.23
2084.00,97.23
2083.00,97.20
2082.00,97.16
2081.00,97.12
2080.00,97.11
2079.00,97.11
2078.00,97.11
2077.00,97.11
2076.00,97.10
2075.00,97.09
2074.00,97.06
2073.00,97.04
2072.00,97.04
2071.00,97.06
2070.00,97.08
2069.00,97.09
2068.00,97.08
2067.00,97.09
2066.00,97.11
2065.00,97.15
2064.00,97.18
2063.00,97.17
2062.00,97.11
2061.00,97.02
2060.00,96.95
2059.00,96.92
2058.00,96.93
2057.00,96.97
2056.00,97.02
2055.00,97.05
2054.00,97.05
2053.00,96.98
2052.00,96.85
2051.00,96.70
2050.00,96.60
2049.00,96.56
2048.00,96.56
2047.00,96.56
2046.00,96.54
2045.00,96.49
2044.00,96.42
2043.00,96.36
2042.00,96.30
2041.00,96.27
2040.00,96.26
2039.00,96.27
2038.00,96.26
2037.00,96.19
2036.00,96.08
2035.00,95.99
2034.00,95.95
2033.00,95.97
2032.00,96.02
2031.00,96.07
2030.00,96.14
2029.00,96.23
2028.00,96.31
2027.00,96.35
2026.00,96.35
2025.00,96.32
2024.00,96.32
2023.00,96.36
2022.00,96.38
2021.00,96.36
2020.00,96.32
2019.00,96.30
2018.00,96.32
2017.00,96.37
2016.00,96.41
2015.00,96.44
2014.00,96.46
2013.00,96.45
2012.00,96.43
2011.00,96.41
2010.00,96.42
2009.00,96.45
2008.00,96.50
2007.00,96.55
2006.00,96.60
2005.00,96.65
2004.00,96.68
2003.00,96.71
2002.00,96.75
2001.00,96.78
2000.00,96.81
1999.00,96.81
1998.00,96.78
1997.00,96.74
1996.00,96.70
1995.00,96.67
1994.00,96.65
1993.00,96.62
1992.00,96.58
1991.00,96.57
1990.00,96.59
1989.00,96.63
1988.00,96.67
1987.00,96.69
1986.00,96.70
1985.00,96.67
1984.00,96.61
1983.00,96.52
1982.00,96.42
1981.00,96.34
1980.00,96.31
1979.00,96.33
1978.00,96.38
1977.00,96.43
1976.00,96.46
1975.00,96.50
1974.00,96.56
1973.00,96.64
1972.00,96.72
1971.00,96.77
1970.00,96.78
1969.00,96.77
1968.00,96.75
1967.00,96.75
1966.00,96.77
1965.00,96.82
1964.00,96.90
1963.00,96.98
1962.00,97.06
1961.00,97.10
1960.00,97.09
1959.00,97.05
1958.00,97.00
1957.00,97.00
1956.00,97.03
1955.00,97.08
1954.00,97.13
1953.00,97.16
1952.00,97.17
1951.00,97.17
1950.00,97.17
1949.00,97.19
1948.00,97.24
1947.00,97.31
1946.00,97.38
1945.00,97.42
1944.00,97.44
1943.00,97.42
1942.00,97.39
1941.00,97.38
1940.00,97.39
1939.00,97.44
1938.00,97.50
1937.00,97.55
1936.00,97.59
1935.00,97.61
1934.00,97.63
1933.00,97.63
1932.00,97.62
1931.00,97.61
1930.00,97.60
1929.00,97.59
1928.00,97.59
1927.00,97.61
1926.00,97.65
1925.00,97.69
1924.00,97.72
1923.00,97.74
1922.00,97.75
1921.00,97.75
1920.00,97.74
1919.00,97.74
1918.00,97.75
1917.00,97.76
1916.00,97.77
1915.00,97.76
1914.00,97.76
1913.00,97.76
1912.00,97.78
1911.00,97.80
1910.00,97.81
1909.00,97.80
1908.00,97.78
1907.00,97.78
1906.00,97.81
1905.00,97.85
1904.00,97.88
1903.00,97.89
1902.00,97.91
1901.00,97.92
1900.00,97.93
1899.00,97.93
1898.00,97.94
1897.00,97.94
1896.00,97.93
1895.00,97.92
1894.00,97.91
1893.00,97.92
1892.00,97.94
1891.00,97.98
1890.00,98.02
1889.00,98.04
1888.00,98.04
1887.00,98.02
1886.00,98.01
1885.00,98.01
1884.00,98.02
1883.00,98.03
1882.00,98.04
1881.00,98.05
1880.00,98.06
1879.00,98.08
1878.00,98.07
1877.00,98.06
1876.00,98.05
1875.00,98.05
1874.00,98.07
1873.00,98.08
1872.00,98.09
1871.00,98.08
1870.00,98.07
1869.00,98.05
1868.00,98.03
1867.00,98.02
1866.00,98.03
1865.00,98.05
1864.00,98.08
1863.00,98.11
1862.00,98.14
1861.00,98.15
1860.00,98.15
1859.00,98.15
1858.00,98.15
1857.00,98.17
1856.00,98.19
1855.00,98.21
1854.00,98.21
1853.00,98.20
1852.00,98.18
1851.00,98.16
1850.00,98.15
1849.00,98.16
1848.00,98.18
1847.00,98.21
1846.00,98.22
1845.00,98.22
1844.00,98.22
1843.00,98.21
1842.00,98.21
1841.00,98.20
1840.00,98.20
1839.00,98.21
1838.00,98.23
1837.00,98.25
1836.00,98.25
1835.00,98.27
1834.00,98.29
1833.00,98.31
1832.00,98.33
1831.00,98.34
1830.00,98.32
1829.00,98.30
1828.00,98.26
1827.00,98.24
1826.00,98.22
1825.00,98.22
1824.00,98.23
1823.00,98.25
1822.00,98.27
1821.00,98.27
1820.00,98.28
1819.00,98.31
1818.00,98.34
1817.00,98.37
1816.00,98.37
1815.00,98.36
1814.00,98.34
1813.00,98.32
1812.00,98.30
1811.00,98.30
1810.00,98.30
1809.00,98.30
1808.00,98.30
1807.00,98.31
1806.00,98.32
1805.00,98.33
1804.00,98.33
1803.00,98.32
1802.00,98.33
1801.00,98.34
1800.00,98.35
1799.00,98.35
1798.00,98.34
1797.00,98.34
1796.00,98.35
1795.00,98.37
1794.00,98.39
1793.00,98.41
1792.00,98.41
1791.00,98.40
1790.00,98.38
1789.00,98.37
1788.00,98.36
1787.00,98.36
1786.00,98.35
1785.00,98.36
1784.00,98.36
1783.00,98.35
1782.00,98.34
1781.00,98.33
1780.00,98.33
1779.00,98.34
1778.00,98.34
1777.00,98.34
1776.00,98.33
1775.00,98.32
1774.00,98.30
1773.00,98.29
1772.00,98.28
1771.00,98.28
1770.00,98.28
1769.00,98.27
1768.00,98.24
1767.00,98.21
1766.00,98.20
1765.00,98.20
1764.00,98.18
1763.00,98.16
1762.00,98.13
1761.00,98.12
1760.00,98.11
1759.00,98.10
1758.00,98.07
1757.00,98.03
1756.00,98.00
1755.00,97.97
1754.00,97.95
1753.00,97.91
1752.00,97.85
1751.00,97.78
1750.00,97.71
1749.00,97.66
1748.00,97.62
1747.00,97.58
1746.00,97.54
1745.00,97.47
1744.00,97.39
1743.00,97.32
1742.00,97.27
1741.00,97.23
1740.00,97.21
1739.00,97.19
1738.00,97.17
1737.00,97.15
1736.00,97.11
1735.00,97.08
1734.00,97.07
1733.00,97.07
1732.00,97.07
1731.00,97.08
1730.00,97.09
1729.00,97.10
1728.00,97.09
1727.00,97.08
1726.00,97.07
1725.00,97.06
1724.00,97.05
1723.00,97.04
1722.00,97.04
1721.00,97.02
1720.00,97.01
1719.00,97.00
1718.00,97.01
1717.00,97.02
1716.00,97.01
1715.00,97.00
1714.00,96.99
1713.00,96.98
1712.00,96.97
1711.00,96.97
1710.00,96.97
1709.00,96.97
1708.00,96.97
1707.00,96.98
1706.00,97.01
1705.00,97.04
1704.00,97.06
1703.00,97.05
1702.00,97.04
1701.00,97.04
1700.00,97.04
1699.00,97.04
1698.00,97.02
1697.00,96.99
1696.00,96.96
1695.00,96.94
1694.00,96.93
1693.00,96.93
1692.00,96.93
1691.00,96.91
1690.00,96.90
1689.00,96.88
1688.00,96.85
1687.00,96.81
1686.00,96.75
1685.00,96.70
1684.00,96.65
1683.00,96.62
1682.00,96.59
1681.00,96.55
1680.00,96.50
1679.00,96.45
1678.00,96.40
1677.00,96.34
1676.00,96.27
1675.00,96.22
1674.00,96.19
1673.00,96.18
1672.00,96.16
1671.00,96.12
1670.00,96.07
1669.00,96.00
1668.00,95.92
1667.00,95.85
1666.00,95.80
1665.00,95.74
1664.00,95.67
1663.00,95.60
1662.00,95.56
1661.00,95.53
1660.00,95.50
1659.00,95.46
1658.00,95.42
1657.00,95.39
1656.00,95.33
1655.00,95.25
1654.00,95.15
1653.00,95.06
1652.00,94.99
1651.00,94.97
1650.00,94.98
1649.00,94.97
1648.00,94.94
1647.00,94.89
1646.00,94.83
1645.00,94.77
1644.00,94.73
1643.00,94.72
1642.00,94.71
1641.00,94.69
1640.00,94.66
1639.00,94.62
1638.00,94.57
1637.00,94.53
1636.00,94.49
1635.00,94.44
1634.00,94.41
1633.00,94.39
1632.00,94.38
1631.00,94.37
1630.00,94.36
1629.00,94.37
1628.00,94.38
1627.00,94.38
1626.00,94.38
1625.00,94.35
1624.00,94.33
1623.00,94.32
1622.00,94.34
1621.00,94.36
1620.00,94.38
1619.00,94.39
1618.00,94.41
1617.00,94.44
1616.00,94.46
1615.00,94.47
1614.00,94.45
1613.00,94.43
1612.00,94.41
1611.00,94.40
1610.00,94.42
1609.00,94.45
1608.00,94.47
1607.00,94.48
1606.00,94.49
1605.00,94.49
1604.00,94.50
1603.00,94.51
1602.00,94.54
1601.00,94.57
1600.00,94.61
1599.00,94.65
1598.00,94.70
1597.00,94.74
1596.00,94.78
1595.00,94.82
1594.00,94.87
1593.00,94.92
1592.00,94.98
1591.00,95.05
1590.00,95.12
1589.00,95.19
1588.00,95.24
1587.00,95.29
1586.00,95.33
1585.00,95.38
1584.00,95.44
1583.00,95.49
1582.00,95.55
1581.00,95.60
1580.00,95.66
1579.00,95.71
1578.00,95.77
1577.00,95.83
1576.00,95.88
1575.00,95.92
1574.00,95.96
1573.00,95.99
1572.00,96.02
1571.00,96.05
1570.00,96.09
1569.00,96.12
1568.00,96.15
1567.00,96.18
1566.00,96.22
1565.00,96.25
1564.00,96.29
1563.00,96.32
1562.00,96.35
1561.00,96.39
1560.00,96.42
1559.00,96.46
1558.00,96.49
1557.00,96.50
1556.00,96.51
1555.00,96.50
1554.00,96.51
1553.00,96.53
1552.00,96.54
1551.00,96.56
1550.00,96.59
1549.00,96.61
1548.00,96.62
1547.00,96.63
1546.00,96.64
1545.00,96.65
1544.00,96.68
1543.00,96.70
1542.00,96.72
1541.00,96.74
1540.00,96.75
1539.00,96.76
1538.00,96.76
1537.00,96.78
1536.00,96.79
1535.00,96.79
1534.00,96.78
1533.00,96.78
1532.00,96.78
1531.00,96.78
1530.00,96.79
1529.00,96.80
1528.00,96.81
1527.00,96.80
1526.00,96.79
1525.00,96.79
1524.00,96.79
1523.00,96.80
1522.00,96.80
1521.00,96.81
1520.00,96.81
1519.00,96.82
1518.00,96.83
1517.00,96.83
1516.00,96.83
1515.00,96.84
1514.00,96.85
1513.00,96.85
1512.00,96.85
1511.00,96.86
1510.00,96.88
1509.00,96.90
1508.00,96.93
1507.00,96.97
1506.00,96.99
1505.00,96.99
1504.00,96.99
1503.00,97.00
1502.00,97.01
1501.00,97.00
1500.00,96.98
1499.00,96.95
1498.00,96.92
1497.00,96.90
1496.00,96.88
1495.00,96.88
1494.00,96.88
1493.00,96.86
1492.00,96.83
1491.00,96.78
1490.00,96.72
1489.00,96.67
1488.00,96.60
1487.00,96.51
1486.00,96.41
1485.00,96.29
1484.00,96.17
1483.00,96.06
1482.00,95.95
1481.00,95.87
1480.00,95.81
1479.00,95.75
1478.00,95.70
1477.00,95.62
1476.00,95.52
1475.00,95.42
1474.00,95.29
1473.00,95.14
1472.00,95.00
1471.00,94.89
1470.00,94.80
1469.00,94.71
1468.00,94.60
1467.00,94.46
1466.00,94.30
1465.00,94.14
1464.00,94.00
1463.00,93.91
1462.00,93.84
1461.00,93.78
1460.00,93.69
1459.00,93.58
1458.00,93.44
1457.00,93.30
1456.00,93.20
1455.00,93.14
1454.00,93.11
1453.00,93.08
1452.00,93.04
1451.00,92.99
1450.00,92.95
1449.00,92.91
1448.00,92.89
1447.00,92.87
1446.00,92.86
1445.00,92.84
1444.00,92.81
1443.00,92.78
1442.00,92.74
1441.00,92.67
1440.00,92.59
1439.00,92.48
1438.00,92.34
1437.00,92.17
1436.00,92.00
1435.00,91.85
1434.00,91.71
1433.00,91.55
1432.00,91.37
1431.00,91.22
1430.00,91.10
1429.00,91.02
1428.00,90.98
1427.00,90.99
1426.00,91.02
1425.00,91.07
1424.00,91.14
1423.00,91.24
1422.00,91.33
1421.00,91.44
1420.00,91.57
1419.00,91.76
1418.00,91.95
1417.00,92.12
1416.00,92.27
1415.00,92.40
1414.00,92.51
1413.00,92.61
1412.00,92.70
1411.00,92.77
1410.00,92.83
1409.00,92.87
1408.00,92.90
1407.00,92.93
1406.00,92.95
1405.00,92.97
1404.00,93.00
1403.00,93.03
1402.00,93.06
1401.00,93.09
1400.00,93.12
1399.00,93.15
1398.00,93.19
1397.00,93.21
1396.00,93.22
1395.00,93.22
1394.00,93.23
1393.00,93.23
1392.00,93.23
1391.00,93.22
1390.00,93.18
1389.00,93.12
1388.00,93.03
1387.00,92.94
1386.00,92.84
1385.00,92.72
1384.00,92.58
1383.00,92.41
1382.00,92.22
1381.00,92.01
1380.00,91.80
1379.00,91.58
1378.00,91.36
1377.00,91.15
1376.00,90.91
1375.00,90.66
1374.00,90.40
1373.00,90.17
1372.00,89.99
1371.00,89.88
1370.00,89.83
1369.00,89.82
1368.00,89.84
1367.00,89.87
1366.00,89.89
1365.00,89.89
1364.00,89.86
1363.00,89.83
1362.00,89.82
1361.00,89.83
1360.00,89.86
1359.00,89.92
1358.00,89.97
1357.00,90.03
1356.00,90.09
1355.00,90.17
1354.00,90.27
1353.00,90.37
1352.00,90.47
1351.00,90.56
1350.00,90.61
1349.00,90.62
1348.00,90.57
1347.00,90.47
1346.00,90.32
1345.00,90.13
1344.00,89.91
1343.00,89.69
1342.00,89.48
1341.00,89.27
1340.00,89.06
1339.00,88.87
1338.00,88.71
1337.00,88.58
1336.00,88.49
1335.00,88.46
1334.00,88.49
1333.00,88.57
1332.00,88.69
1331.00,88.83
1330.00,88.97
1329.00,89.07
1328.00,89.13
1327.00,89.14
1326.00,89.10
1325.00,89.00
1324.00,88.85
1323.00,88.65
1322.00,88.42
1321.00,88.15
1320.00,87.87
1319.00,87.58
1318.00,87.33
1317.00,87.13
1316.00,87.01
1315.00,86.97
1314.00,87.03
1313.00,87.16
1312.00,87.36
1311.00,87.60
1310.00,87.87
1309.00,88.17
1308.00,88.47
1307.00,88.78
1306.00,89.09
1305.00,89.39
1304.00,89.69
1303.00,89.98
1302.00,90.26
1301.00,90.52
1300.00,90.73
1299.00,90.91
1298.00,91.06
1297.00,91.16
1296.00,91.23
1295.00,91.28
1294.00,91.30
1293.00,91.30
1292.00,91.29
1291.00,91.29
1290.00,91.29
1289.00,91.28
1288.00,91.25
1287.00,91.20
1286.00,91.13
1285.00,91.03
1284.00,90.91
1283.00,90.80
1282.00,90.71
1281.00,90.66
1280.00,90.65
1279.00,90.67
1278.00,90.71
1277.00,90.76
1276.00,90.81
1275.00,90.87
1274.00,90.95
1273.00,91.04
1272.00,91.12
1271.00,91.19
1270.00,91.26
1269.00,91.31
1268.00,91.37
1267.00,91.42
1266.00,91.48
1265.00,91.55
1264.00,91.60
1263.00,91.64
1262.00,91.67
1261.00,91.68
1260.00,91.71
1259.00,91.74
1258.00,91.76
1257.00,91.78
1256.00,91.78
1255.00,91.78
1254.00,91.76
1253.00,91.74
1252.00,91.71
1251.00,91.67
1250.00,91.64
1249.00,91.63
1248.00,91.63
1247.00,91.66
1246.00,91.71
1245.00,91.78
1244.00,91.85
1243.00,91.92
1242.00,91.98
1241.00,92.03
1240.00,92.06
1239.00,92.08
1238.00,92.08
1237.00,92.08
1236.00,92.09
1235.00,92.12
1234.00,92.19
1233.00,92.29
1232.00,92.43
1231.00,92.58
1230.00,92.73
1229.00,92.87
1228.00,93.00
1227.00,93.11
1226.00,93.22
1225.00,93.34
1224.00,93.46
1223.00,93.59
1222.00,93.71
1221.00,93.81
1220.00,93.90
1219.00,93.98
1218.00,94.05
1217.00,94.11
1216.00,94.14
1215.00,94.12
1214.00,94.07
1213.00,93.95
1212.00,93.78
1211.00,93.55
1210.00,93.26
1209.00,92.97
1208.00,92.71
1207.00,92.51
1206.00,92.36
1205.00,92.27
1204.00,92.21
1203.00,92.20
1202.00,92.23
1201.00,92.31
1200.00,92.41
1199.00,92.53
1198.00,92.66
1197.00,92.80
1196.00,92.95
1195.00,93.09
1194.00,93.23
1193.00,93.36
1192.00,93.48
1191.00,93.58
1190.00,93.67
1189.00,93.72
1188.00,93.76
1187.00,93.77
1186.00,93.78
1185.00,93.76
1184.00,93.71
1183.00,93.64
1182.00,93.53
1181.00,93.39
1180.00,93.20
1179.00,92.99
1178.00,92.74
1177.00,92.46
1176.00,92.16
1175.00,91.82
1174.00,91.44
1173.00,90.98
1172.00,90.45
1171.00,89.86
1170.00,89.21
1169.00,88.53
1168.00,87.80
1167.00,87.08
1166.00,86.40
1165.00,85.78
1164.00,85.25
1163.00,84.83
1162.00,84.53
1161.00,84.34
1160.00,84.26
1159.00,84.29
1158.00,84.40
1157.00,84.57
1156.00,84.78
1155.00,85.01
1154.00,85.24
1153.00,85.46
1152.00,85.68
1151.00,85.89
1150.00,86.10
1149.00,86.30
1148.00,86.50
1147.00,86.73
1146.00,86.98
1145.00,87.24
1144.00,87.52
1143.00,87.81
1142.00,88.09
1141.00,88.33
1140.00,88.49
1139.00,88.57
1138.00,88.56
1137.00,88.48
1136.00,88.33
1135.00,88.14
1134.00,87.93
1133.00,87.68
1132.00,87.39
1131.00,87.06
1130.00,86.68
1129.00,86.26
1128.00,85.77
1127.00,85.25
1126.00,84.71
1125.00,84.21
1124.00,83.76
1123.00,83.36
1122.00,82.97
1121.00,82.54
1120.00,82.03
1119.00,81.44
1118.00,80.77
1117.00,80.02
1116.00,79.21
1115.00,78.38
1114.00,77.59
1113.00,76.89
1112.00,76.32
1111.00,75.88
1110.00,75.57
1109.00,75.37
1108.00,75.27
1107.00,75.23
1106.00,75.23
1105.00,75.23
1104.00,75.24
1103.00,75.28
1102.00,75.40
1101.00,75.58
1100.00,75.84
1099.00,76.16
1098.00,76.54
1097.00,76.91
1096.00,77.25
1095.00,77.58
1094.00,77.91
1093.00,78.21
1092.00,78.48
1091.00,78.71
1090.00,78.89
1089.00,79.04
1088.00,79.16
1087.00,79.26
1086.00,79.34
1085.00,79.38
1084.00,79.36
1083.00,79.31
1082.00,79.21
1081.00,79.03
1080.00,78.76
1079.00,78.40
1078.00,77.99
1077.00,77.56
1076.00,77.17
1075.00,76.83
1074.00,76.52
1073.00,76.19
1072.00,75.80
1071.00,75.36
1070.00,74.85
1069.00,74.27
1068.00,73.61
1067.00,72.86
1066.00,72.02
1065.00,71.05
1064.00,70.00
1063.00,68.93
1062.00,67.90
1061.00,66.94
1060.00,66.08
1059.00,65.38
1058.00,64.83
1057.00,64.39
1056.00,64.04
1055.00,63.80
1054.00,63.68
1053.00,63.67
1052.00,63.74
1051.00,63.92
1050.00,64.23
1049.00,64.61
1048.00,65.04
1047.00,65.49
1046.00,65.90
1045.00,66.25
1044.00,66.50
1043.00,66.64
1042.00,66.66
1041.00,66.55
1040.00,66.29
1039.00,65.90
1038.00,65.38
1037.00,64.79
1036.00,64.18
1035.00,63.65
1034.00,63.23
1033.00,62.93
1032.00,62.76
1031.00,62.69
1030.00,62.69
1029.00,62.73
1028.00,62.83
1027.00,63.00
1026.00,63.25
1025.00,63.54
1024.00,63.82
1023.00,64.10
1022.00,64.36
1021.00,64.61
1020.00,64.83
1019.00,65.05
1018.00,65.26
1017.00,65.44
1016.00,65.60
1015.00,65.75
1014.00,65.88
1013.00,65.99
1012.00,66.10
1011.00,66.23
1010.00,66.37
1009.00,66.48
1008.00,66.53
1007.00,66.54
1006.00,66.53
1005.00,66.51
1004.00,66.48
1003.00,66.47
1002.00,66.48
1001.00,66.52
1000.00,66.62
999.00,66.78
998.00,67.01
997.00,67.27
996.00,67.55
995.00,67.84
994.00,68.12
993.00,68.37
992.00,68.60
991.00,68.78
990.00,68.91
989.00,68.95
988.00,68.93
987.00,68.89
986.00,68.90
985.00,68.98
984.00,69.18
983.00,69.54
982.00,70.05
981.00,70.68
980.00,71.38
979.00,72.11
978.00,72.86
977.00,73.60
976.00,74.31
975.00,74.99
974.00,75.65
973.00,76.25
972.00,76.79
971.00,77.28
970.00,77.74
969.00,78.17
968.00,78.57
967.00,78.94
966.00,79.29
965.00,79.63
964.00,79.96
963.00,80.28
962.00,80.59
961.00,80.90
960.00,81.21
959.00,81.52
958.00,81.82
957.00,82.11
956.00,82.38
955.00,82.64
954.00,82.89
953.00,83.13
952.00,83.37
951.00,83.60
950.00,83.83
949.00,84.04
948.00,84.25
947.00,84.48
946.00,84.72
945.00,84.94
944.00,85.15
943.00,85.33
942.00,85.50
941.00,85.65
940.00,85.78
939.00,85.92
938.00,86.05
937.00,86.17
936.00,86.27
935.00,86.36
934.00,86.45
933.00,86.55
932.00,86.65
931.00,86.75
930.00,86.86
929.00,86.99
928.00,87.10
927.00,87.21
926.00,87.30
925.00,87.37
924.00,87.43
923.00,87.49
922.00,87.56
921.00,87.64
920.00,87.72
919.00,87.80
918.00,87.84
917.00,87.84
916.00,87.81
915.00,87.77
914.00,87.72
913.00,87.67
912.00,87.61
911.00,87.57
910.00,87.52
909.00,87.47
908.00,87.40
907.00,87.32
906.00,87.25
905.00,87.19
904.00,87.13
903.00,87.07
902.00,87.00
901.00,86.93
900.00,86.88
899.00,86.84
898.00,86.83
897.00,86.84
896.00,86.86
895.00,86.90
