Created as New Dataset,83. Allied Signal Fibers
cm-1,%T
2465.00,96.23
2464.00,96.23
2463.00,96.23
2462.00,96.23
2461.00,96.24
2460.00,96.25
2459.00,96.26
2458.00,96.26
2457.00,96.26
2456.00,96.26
2455.00,96.27
2454.00,96.27
2453.00,96.26
2452.00,96.25
2451.00,96.24
2450.00,96.26
2449.00,96.28
2448.00,96.30
2447.00,96.31
2446.00,96.32
2445.00,96.32
2444.00,96.31
2443.00,96.29
2442.00,96.27
2441.00,96.26
2440.00,96.26
2439.00,96.27
2438.00,96.28
2437.00,96.29
2436.00,96.29
2435.00,96.28
2434.00,96.26
2433.00,96.26
2432.00,96.27
2431.00,96.30
2430.00,96.32
2429.00,96.33
2428.00,96.34
2427.00,96.35
2426.00,96.35
2425.00,96.34
2424.00,96.34
2423.00,96.35
2422.00,96.35
2421.00,96.34
2420.00,96.34
2419.00,96.34
2418.00,96.34
2417.00,96.33
2416.00,96.33
2415.00,96.34
2414.00,96.36
2413.00,96.38
2412.00,96.39
2411.00,96.40
2410.00,96.39
2409.00,96.39
2408.00,96.39
2407.00,96.40
2406.00,96.41
2405.00,96.42
2404.00,96.42
2403.00,96.42
2402.00,96.42
2401.00,96.43
2400.00,96.44
2399.00,96.45
2398.00,96.45
2397.00,96.46
2396.00,96.47
2395.00,96.48
2394.00,96.48
2393.00,96.48
2392.00,96.49
2391.00,96.51
2390.00,96.52
2389.00,96.54
2388.00,96.55
2387.00,96.58
2386.00,96.59
2385.00,96.60
2384.00,96.60
2383.00,96.60
2382.00,96.61
2381.00,96.64
2380.00,96.69
2379.00,96.74
2378.00,96.79
2377.00,96.82
2376.00,96.83
2375.00,96.83
2374.00,96.81
2373.00,96.78
2372.00,96.77
2371.00,96.77
2370.00,96.79
2369.00,96.82
2368.00,96.84
2367.00,96.85
2366.00,96.85
2365.00,96.85
2364.00,96.83
2363.00,96.78
2362.00,96.74
2361.00,96.74
2360.00,96.80
2359.00,96.86
2358.00,96.88
2357.00,96.85
2356.00,96.82
2355.00,96.81
2354.00,96.81
2353.00,96.82
2352.00,96.83
2351.00,96.85
2350.00,96.86
2349.00,96.85
2348.00,96.83
2347.00,96.81
2346.00,96.80
2345.00,96.80
2344.00,96.83
2343.00,96.85
2342.00,96.84
2341.00,96.82
2340.00,96.79
2339.00,96.78
2338.00,96.77
2337.00,96.76
2336.00,96.75
2335.00,96.76
2334.00,96.78
2333.00,96.80
2332.00,96.79
2331.00,96.77
2330.00,96.73
2329.00,96.70
2328.00,96.67
2327.00,96.65
2326.00,96.62
2325.00,96.58
2324.00,96.56
2323.00,96.57
2322.00,96.59
2321.00,96.59
2320.00,96.56
2319.00,96.53
2318.00,96.49
2317.00,96.47
2316.00,96.46
2315.00,96.48
2314.00,96.50
2313.00,96.50
2312.00,96.48
2311.00,96.47
2310.00,96.48
2309.00,96.48
2308.00,96.47
2307.00,96.45
2306.00,96.43
2305.00,96.41
2304.00,96.39
2303.00,96.37
2302.00,96.34
2301.00,96.31
2300.00,96.30
2299.00,96.29
2298.00,96.28
2297.00,96.26
2296.00,96.23
2295.00,96.22
2294.00,96.22
2293.00,96.20
2292.00,96.18
2291.00,96.14
2290.00,96.09
2289.00,96.03
2288.00,95.98
2287.00,95.95
2286.00,95.93
2285.00,95.93
2284.00,95.94
2283.00,95.94
2282.00,95.93
2281.00,95.92
2280.00,95.89
2279.00,95.87
2278.00,95.86
2277.00,95.86
2276.00,95.87
2275.00,95.89
2274.00,95.88
2273.00,95.85
2272.00,95.82
2271.00,95.79
2270.00,95.77
2269.00,95.73
2268.00,95.69
2267.00,95.68
2266.00,95.69
2265.00,95.71
2264.00,95.72
2263.00,95.72
2262.00,95.70
2261.00,95.65
2260.00,95.58
2259.00,95.52
2258.00,95.50
2257.00,95.51
2256.00,95.54
2255.00,95.56
2254.00,95.57
2253.00,95.56
2252.00,95.53
2251.00,95.50
2250.00,95.47
2249.00,95.44
2248.00,95.42
2247.00,95.41
2246.00,95.41
2245.00,95.42
2244.00,95.43
2243.00,95.42
2242.00,95.39
2241.00,95.35
2240.00,95.32
2239.00,95.30
2238.00,95.29
2237.00,95.29
2236.00,95.28
2235.00,95.26
2234.00,95.25
2233.00,95.25
2232.00,95.27
2231.00,95.30
2230.00,95.29
2229.00,95.26
2228.00,95.22
2227.00,95.21
2226.00,95.21
2225.00,95.21
2224.00,95.18
2223.00,95.13
2222.00,95.07
2221.00,95.01
2220.00,94.99
2219.00,95.02
2218.00,95.07
2217.00,95.11
2216.00,95.12
2215.00,95.10
2214.00,95.06
2213.00,95.02
2212.00,94.98
2211.00,94.96
2210.00,94.94
2209.00,94.94
2208.00,94.96
2207.00,95.00
2206.00,95.01
2205.00,94.98
2204.00,94.93
2203.00,94.90
2202.00,94.91
2201.00,94.94
2200.00,94.95
2199.00,94.94
2198.00,94.92
2197.00,94.89
2196.00,94.87
2195.00,94.82
2194.00,94.77
2193.00,94.71
2192.00,94.68
2191.00,94.67
2190.00,94.65
2189.00,94.62
2188.00,94.58
2187.00,94.54
2186.00,94.49
2185.00,94.46
2184.00,94.47
2183.00,94.52
2182.00,94.58
2181.00,94.61
2180.00,94.59
2179.00,94.54
2178.00,94.50
2177.00,94.49
2176.00,94.50
2175.00,94.49
2174.00,94.45
2173.00,94.40
2172.00,94.37
2171.00,94.37
2170.00,94.39
2169.00,94.39
2168.00,94.34
2167.00,94.23
2166.00,94.11
2165.00,94.01
2164.00,93.95
2163.00,93.92
2162.00,93.93
2161.00,94.02
2160.00,94.19
2159.00,94.39
2158.00,94.54
2157.00,94.61
2156.00,94.60
2155.00,94.57
2154.00,94.54
2153.00,94.55
2152.00,94.60
2151.00,94.66
2150.00,94.71
2149.00,94.72
2148.00,94.73
2147.00,94.75
2146.00,94.78
2145.00,94.82
2144.00,94.87
2143.00,94.92
2142.00,94.97
2141.00,95.01
2140.00,95.04
2139.00,95.07
2138.00,95.09
2137.00,95.12
2136.00,95.19
2135.00,95.29
2134.00,95.41
2133.00,95.50
2132.00,95.56
2131.00,95.60
2130.00,95.63
2129.00,95.66
2128.00,95.67
2127.00,95.66
2126.00,95.66
2125.00,95.67
2124.00,95.69
2123.00,95.72
2122.00,95.73
2121.00,95.71
2120.00,95.68
2119.00,95.65
2118.00,95.65
2117.00,95.65
2116.00,95.67
2115.00,95.71
2114.00,95.73
2113.00,95.73
2112.00,95.70
2111.00,95.67
2110.00,95.67
2109.00,95.68
2108.00,95.69
2107.00,95.68
2106.00,95.65
2105.00,95.60
2104.00,95.57
2103.00,95.57
2102.00,95.61
2101.00,95.65
2100.00,95.66
2099.00,95.65
2098.00,95.64
2097.00,95.63
2096.00,95.63
2095.00,95.64
2094.00,95.66
2093.00,95.70
2092.00,95.76
2091.00,95.81
2090.00,95.83
2089.00,95.83
2088.00,95.79
2087.00,95.74
2086.00,95.67
2085.00,95.61
2084.00,95.58
2083.00,95.58
2082.00,95.59
2081.00,95.60
2080.00,95.60
2079.00,95.62
2078.00,95.63
2077.00,95.63
2076.00,95.60
2075.00,95.56
2074.00,95.52
2073.00,95.49
2072.00,95.49
2071.00,95.49
2070.00,95.50
2069.00,95.48
2068.00,95.44
2067.00,95.41
2066.00,95.39
2065.00,95.40
2064.00,95.43
2063.00,95.45
2062.00,95.46
2061.00,95.45
2060.00,95.42
2059.00,95.36
2058.00,95.31
2057.00,95.29
2056.00,95.30
2055.00,95.32
2054.00,95.30
2053.00,95.21
2052.00,95.08
2051.00,94.98
2050.00,94.93
2049.00,94.93
2048.00,94.97
2047.00,95.01
2046.00,95.02
2045.00,94.99
2044.00,94.94
2043.00,94.87
2042.00,94.81
2041.00,94.75
2040.00,94.71
2039.00,94.67
2038.00,94.62
2037.00,94.55
2036.00,94.50
2035.00,94.49
2034.00,94.54
2033.00,94.60
2032.00,94.64
2031.00,94.64
2030.00,94.63
2029.00,94.62
2028.00,94.64
2027.00,94.66
2026.00,94.65
2025.00,94.63
2024.00,94.63
2023.00,94.66
2022.00,94.71
2021.00,94.76
2020.00,94.81
2019.00,94.86
2018.00,94.89
2017.00,94.87
2016.00,94.83
2015.00,94.80
2014.00,94.82
2013.00,94.84
2012.00,94.83
2011.00,94.79
2010.00,94.76
2009.00,94.76
2008.00,94.79
2007.00,94.85
2006.00,94.94
2005.00,95.05
2004.00,95.16
2003.00,95.21
2002.00,95.19
2001.00,95.15
2000.00,95.13
1999.00,95.15
1998.00,95.20
1997.00,95.25
1996.00,95.27
1995.00,95.27
1994.00,95.24
1993.00,95.20
1992.00,95.17
1991.00,95.18
1990.00,95.21
1989.00,95.22
1988.00,95.19
1987.00,95.11
1986.00,95.01
1985.00,94.94
1984.00,94.92
1983.00,94.92
1982.00,94.90
1981.00,94.84
1980.00,94.75
1979.00,94.70
1978.00,94.72
1977.00,94.80
1976.00,94.88
1975.00,94.92
1974.00,94.92
1973.00,94.92
1972.00,94.95
1971.00,95.02
1970.00,95.10
1969.00,95.15
1968.00,95.17
1967.00,95.17
1966.00,95.17
1965.00,95.17
1964.00,95.18
1963.00,95.19
1962.00,95.20
1961.00,95.23
1960.00,95.28
1959.00,95.35
1958.00,95.43
1957.00,95.49
1956.00,95.54
1955.00,95.60
1954.00,95.67
1953.00,95.73
1952.00,95.78
1951.00,95.82
1950.00,95.83
1949.00,95.83
1948.00,95.83
1947.00,95.83
1946.00,95.83
1945.00,95.81
1944.00,95.78
1943.00,95.76
1942.00,95.76
1941.00,95.78
1940.00,95.81
1939.00,95.86
1938.00,95.92
1937.00,95.98
1936.00,96.02
1935.00,96.03
1934.00,96.03
1933.00,96.03
1932.00,96.06
1931.00,96.10
1930.00,96.14
1929.00,96.15
1928.00,96.16
1927.00,96.19
1926.00,96.23
1925.00,96.25
1924.00,96.24
1923.00,96.23
1922.00,96.23
1921.00,96.25
1920.00,96.26
1919.00,96.28
1918.00,96.28
1917.00,96.28
1916.00,96.28
1915.00,96.29
1914.00,96.30
1913.00,96.32
1912.00,96.34
1911.00,96.37
1910.00,96.38
1909.00,96.40
1908.00,96.41
1907.00,96.43
1906.00,96.45
1905.00,96.47
1904.00,96.49
1903.00,96.51
1902.00,96.51
1901.00,96.49
1900.00,96.48
1899.00,96.48
1898.00,96.50
1897.00,96.53
1896.00,96.54
1895.00,96.54
1894.00,96.54
1893.00,96.52
1892.00,96.52
1891.00,96.52
1890.00,96.53
1889.00,96.53
1888.00,96.54
1887.00,96.57
1886.00,96.60
1885.00,96.64
1884.00,96.67
1883.00,96.68
1882.00,96.68
1881.00,96.67
1880.00,96.67
1879.00,96.68
1878.00,96.70
1877.00,96.70
1876.00,96.68
1875.00,96.65
1874.00,96.63
1873.00,96.61
1872.00,96.61
1871.00,96.61
1870.00,96.62
1869.00,96.63
1868.00,96.65
1867.00,96.68
1866.00,96.70
1865.00,96.72
1864.00,96.74
1863.00,96.74
1862.00,96.74
1861.00,96.72
1860.00,96.73
1859.00,96.76
1858.00,96.79
1857.00,96.81
1856.00,96.83
1855.00,96.84
1854.00,96.87
1853.00,96.89
1852.00,96.90
1851.00,96.90
1850.00,96.87
1849.00,96.85
1848.00,96.84
1847.00,96.84
1846.00,96.85
1845.00,96.86
1844.00,96.88
1843.00,96.91
1842.00,96.95
1841.00,96.96
1840.00,96.95
1839.00,96.94
1838.00,96.93
1837.00,96.93
1836.00,96.96
1835.00,96.99
1834.00,97.02
1833.00,97.02
1832.00,97.00
1831.00,96.98
1830.00,96.96
1829.00,96.95
1828.00,96.95
1827.00,96.96
1826.00,96.97
1825.00,96.97
1824.00,96.97
1823.00,96.98
1822.00,96.98
1821.00,96.99
1820.00,97.00
1819.00,97.02
1818.00,97.05
1817.00,97.06
1816.00,97.07
1815.00,97.07
1814.00,97.07
1813.00,97.07
1812.00,97.07
1811.00,97.08
1810.00,97.10
1809.00,97.12
1808.00,97.13
1807.00,97.13
1806.00,97.13
1805.00,97.14
1804.00,97.15
1803.00,97.16
1802.00,97.16
1801.00,97.15
1800.00,97.15
1799.00,97.16
1798.00,97.17
1797.00,97.17
1796.00,97.17
1795.00,97.17
1794.00,97.18
1793.00,97.19
1792.00,97.20
1791.00,97.20
1790.00,97.21
1789.00,97.21
1788.00,97.22
1787.00,97.22
1786.00,97.22
1785.00,97.22
1784.00,97.21
1783.00,97.22
1782.00,97.22
1781.00,97.21
1780.00,97.20
1779.00,97.20
1778.00,97.21
1777.00,97.21
1776.00,97.22
1775.00,97.23
1774.00,97.25
1773.00,97.27
1772.00,97.28
1771.00,97.29
1770.00,97.29
1769.00,97.25
1768.00,97.21
1767.00,97.19
1766.00,97.19
1765.00,97.21
1764.00,97.21
1763.00,97.19
1762.00,97.18
1761.00,97.16
1760.00,97.16
1759.00,97.16
1758.00,97.14
1757.00,97.11
1756.00,97.08
1755.00,97.08
1754.00,97.08
1753.00,97.06
1752.00,97.03
1751.00,97.00
1750.00,96.97
1749.00,96.95
1748.00,96.93
1747.00,96.93
1746.00,96.93
1745.00,96.93
1744.00,96.92
1743.00,96.92
1742.00,96.92
1741.00,96.92
1740.00,96.93
1739.00,96.94
1738.00,96.95
1737.00,96.94
1736.00,96.93
1735.00,96.94
1734.00,96.98
1733.00,97.00
1732.00,96.99
1731.00,96.96
1730.00,96.91
1729.00,96.89
1728.00,96.88
1727.00,96.89
1726.00,96.91
1725.00,96.90
1724.00,96.89
1723.00,96.89
1722.00,96.90
1721.00,96.92
1720.00,96.92
1719.00,96.92
1718.00,96.91
1717.00,96.90
1716.00,96.91
1715.00,96.92
1714.00,96.92
1713.00,96.91
1712.00,96.90
1711.00,96.89
1710.00,96.89
1709.00,96.89
1708.00,96.89
1707.00,96.90
1706.00,96.91
1705.00,96.89
1704.00,96.88
1703.00,96.87
1702.00,96.87
1701.00,96.86
1700.00,96.84
1699.00,96.84
1698.00,96.83
1697.00,96.79
1696.00,96.74
1695.00,96.70
1694.00,96.67
1693.00,96.60
1692.00,96.48
1691.00,96.36
1690.00,96.24
1689.00,96.13
1688.00,96.03
1687.00,95.95
1686.00,95.85
1685.00,95.65
1684.00,95.33
1683.00,95.03
1682.00,94.79
1681.00,94.52
1680.00,94.22
1679.00,93.93
1678.00,93.67
1677.00,93.37
1676.00,92.97
1675.00,92.51
1674.00,92.09
1673.00,91.71
1672.00,91.28
1671.00,90.72
1670.00,90.01
1669.00,89.21
1668.00,88.45
1667.00,87.80
1666.00,87.22
1665.00,86.60
1664.00,85.86
1663.00,85.04
1662.00,84.25
1661.00,83.56
1660.00,82.92
1659.00,82.32
1658.00,81.77
1657.00,81.27
1656.00,80.81
1655.00,80.26
1654.00,79.32
1653.00,77.92
1652.00,76.79
1651.00,76.14
1650.00,75.60
1649.00,74.89
1648.00,73.81
1647.00,72.40
1646.00,71.02
1645.00,69.92
1644.00,68.99
1643.00,68.08
1642.00,67.19
1641.00,66.30
1640.00,65.49
1639.00,64.80
1638.00,64.23
1637.00,63.67
1636.00,63.12
1635.00,62.76
1634.00,62.70
1633.00,62.83
1632.00,63.03
1631.00,63.31
1630.00,63.67
1629.00,64.11
1628.00,64.59
1627.00,65.06
1626.00,65.55
1625.00,66.08
1624.00,66.71
1623.00,67.44
1622.00,68.19
1621.00,68.89
1620.00,69.57
1619.00,70.31
1618.00,71.23
1617.00,72.36
1616.00,73.48
1615.00,74.41
1614.00,75.14
1613.00,75.83
1612.00,76.54
1611.00,77.30
1610.00,78.05
1609.00,78.80
1608.00,79.56
1607.00,80.31
1606.00,81.01
1605.00,81.68
1604.00,82.35
1603.00,82.98
1602.00,83.54
1601.00,84.07
1600.00,84.56
1599.00,85.01
1598.00,85.39
1597.00,85.73
1596.00,86.05
1595.00,86.33
1594.00,86.55
1593.00,86.72
1592.00,86.89
1591.00,87.02
1590.00,87.09
1589.00,87.11
1588.00,87.12
1587.00,87.09
1586.00,87.00
1585.00,86.85
1584.00,86.66
1583.00,86.42
1582.00,86.10
1581.00,85.75
1580.00,85.42
1579.00,85.08
1578.00,84.64
1577.00,84.01
1576.00,83.25
1575.00,82.55
1574.00,81.95
1573.00,81.42
1572.00,80.88
1571.00,80.25
1570.00,79.48
1569.00,78.72
1568.00,78.12
1567.00,77.63
1566.00,77.13
1565.00,76.60
1564.00,76.11
1563.00,75.75
1562.00,75.47
1561.00,75.18
1560.00,74.67
1559.00,73.91
1558.00,73.30
1557.00,73.00
1556.00,72.73
1555.00,72.37
1554.00,71.95
1553.00,71.53
1552.00,71.11
1551.00,70.62
1550.00,70.03
1549.00,69.44
1548.00,68.93
1547.00,68.47
1546.00,67.97
1545.00,67.43
1544.00,66.92
1543.00,66.51
1542.00,66.16
1541.00,65.84
1540.00,65.58
1539.00,65.49
1538.00,65.54
1537.00,65.66
1536.00,65.80
1535.00,66.01
1534.00,66.33
1533.00,66.77
1532.00,67.24
1531.00,67.70
1530.00,68.18
1529.00,68.71
1528.00,69.29
1527.00,69.92
1526.00,70.58
1525.00,71.21
1524.00,71.80
1523.00,72.41
1522.00,73.14
1521.00,73.93
1520.00,74.61
1519.00,75.18
1518.00,75.76
1517.00,76.38
1516.00,77.00
1515.00,77.56
1514.00,78.08
1513.00,78.58
1512.00,79.07
1511.00,79.54
1510.00,79.97
1509.00,80.39
1508.00,80.86
1507.00,81.47
1506.00,82.15
1505.00,82.68
1504.00,83.04
1503.00,83.31
1502.00,83.57
1501.00,83.86
1500.00,84.15
1499.00,84.44
1498.00,84.77
1497.00,85.12
1496.00,85.45
1495.00,85.75
1494.00,86.01
1493.00,86.21
1492.00,86.36
1491.00,86.51
1490.00,86.66
1489.00,86.78
1488.00,86.82
1487.00,86.80
1486.00,86.71
1485.00,86.52
1484.00,86.23
1483.00,85.85
1482.00,85.40
1481.00,84.93
1480.00,84.49
1479.00,84.13
1478.00,83.85
1477.00,83.63
1476.00,83.47
1475.00,83.42
1474.00,83.45
1473.00,83.51
1472.00,83.50
1471.00,83.40
1470.00,83.19
1469.00,82.88
1468.00,82.45
1467.00,81.91
1466.00,81.25
1465.00,80.54
1464.00,79.98
1463.00,79.70
1462.00,79.66
1461.00,79.79
1460.00,80.04
1459.00,80.43
1458.00,80.96
1457.00,81.52
1456.00,81.93
1455.00,82.19
1454.00,82.35
1453.00,82.47
1452.00,82.58
1451.00,82.68
1450.00,82.78
1449.00,82.84
1448.00,82.87
1447.00,82.87
1446.00,82.86
1445.00,82.82
1444.00,82.74
1443.00,82.63
1442.00,82.50
1441.00,82.38
1440.00,82.26
1439.00,82.16
1438.00,82.08
1437.00,82.03
1436.00,82.04
1435.00,82.13
1434.00,82.27
1433.00,82.44
1432.00,82.65
1431.00,82.90
1430.00,83.18
1429.00,83.44
1428.00,83.64
1427.00,83.76
1426.00,83.79
1425.00,83.75
1424.00,83.62
1423.00,83.46
1422.00,83.30
1421.00,83.12
1420.00,82.90
1419.00,82.69
1418.00,82.58
1417.00,82.60
1416.00,82.73
1415.00,82.94
1414.00,83.23
1413.00,83.61
1412.00,84.04
1411.00,84.50
1410.00,84.96
1409.00,85.40
1408.00,85.81
1407.00,86.17
1406.00,86.52
1405.00,86.84
1404.00,87.13
1403.00,87.37
1402.00,87.55
1401.00,87.68
1400.00,87.79
1399.00,87.86
1398.00,87.90
1397.00,87.92
1396.00,87.91
1395.00,87.87
1394.00,87.82
1393.00,87.76
1392.00,87.69
1391.00,87.58
1390.00,87.44
1389.00,87.26
1388.00,87.05
1387.00,86.82
1386.00,86.59
1385.00,86.39
1384.00,86.17
1383.00,85.92
1382.00,85.64
1381.00,85.36
1380.00,85.06
1379.00,84.77
1378.00,84.50
1377.00,84.27
1376.00,84.04
1375.00,83.80
1374.00,83.59
1373.00,83.44
1372.00,83.33
1371.00,83.27
1370.00,83.24
1369.00,83.23
1368.00,83.25
1367.00,83.31
1366.00,83.40
1365.00,83.52
1364.00,83.65
1363.00,83.78
1362.00,83.93
1361.00,84.10
1360.00,84.28
1359.00,84.47
1358.00,84.66
1357.00,84.85
1356.00,85.02
1355.00,85.18
1354.00,85.36
1353.00,85.53
1352.00,85.70
1351.00,85.85
1350.00,85.97
1349.00,86.08
1348.00,86.18
1347.00,86.27
1346.00,86.37
1345.00,86.48
1344.00,86.59
1343.00,86.69
1342.00,86.78
1341.00,86.87
1340.00,86.94
1339.00,87.00
1338.00,87.06
1337.00,87.13
1336.00,87.19
1335.00,87.26
1334.00,87.34
1333.00,87.42
1332.00,87.52
1331.00,87.61
1330.00,87.70
1329.00,87.78
1328.00,87.84
1327.00,87.88
1326.00,87.89
1325.00,87.88
1324.00,87.85
1323.00,87.81
1322.00,87.76
1321.00,87.72
1320.00,87.68
1319.00,87.63
1318.00,87.57
1317.00,87.51
1316.00,87.43
1315.00,87.34
1314.00,87.24
1313.00,87.14
1312.00,87.02
1311.00,86.90
1310.00,86.77
1309.00,86.66
1308.00,86.56
1307.00,86.48
1306.00,86.43
1305.00,86.38
1304.00,86.33
1303.00,86.26
1302.00,86.19
1301.00,86.14
1300.00,86.10
1299.00,86.09
1298.00,86.10
1297.00,86.11
1296.00,86.12
1295.00,86.13
1294.00,86.13
1293.00,86.13
1292.00,86.13
1291.00,86.14
1290.00,86.15
1289.00,86.15
1288.00,86.11
1287.00,86.05
1286.00,85.96
1285.00,85.84
1284.00,85.68
1283.00,85.50
1282.00,85.31
1281.00,85.13
1280.00,84.96
1279.00,84.83
1278.00,84.73
1277.00,84.66
1276.00,84.60
1275.00,84.53
1274.00,84.42
1273.00,84.26
1272.00,84.02
1271.00,83.70
1270.00,83.30
1269.00,82.84
1268.00,82.36
1267.00,81.88
1266.00,81.44
1265.00,81.08
1264.00,80.82
1263.00,80.67
1262.00,80.64
1261.00,80.71
1260.00,80.84
1259.00,81.03
1258.00,81.28
1257.00,81.56
1256.00,81.86
1255.00,82.17
1254.00,82.48
1253.00,82.78
1252.00,83.08
1251.00,83.35
1250.00,83.60
1249.00,83.82
1248.00,83.98
1247.00,84.12
1246.00,84.22
1245.00,84.28
1244.00,84.29
1243.00,84.24
1242.00,84.17
1241.00,84.07
1240.00,83.95
1239.00,83.79
1238.00,83.60
1237.00,83.42
1236.00,83.29
1235.00,83.26
1234.00,83.37
1233.00,83.62
1232.00,84.01
1231.00,84.50
1230.00,85.05
1229.00,85.60
1228.00,86.12
1227.00,86.59
1226.00,86.99
1225.00,87.32
1224.00,87.57
1223.00,87.73
1222.00,87.79
1221.00,87.75
1220.00,87.59
1219.00,87.34
1218.00,87.04
1217.00,86.73
1216.00,86.45
1215.00,86.21
1214.00,86.02
1213.00,85.87
1212.00,85.77
1211.00,85.74
1210.00,85.74
1209.00,85.76
1208.00,85.75
1207.00,85.67
1206.00,85.49
1205.00,85.21
1204.00,84.84
1203.00,84.42
1202.00,84.03
1201.00,83.77
1200.00,83.67
1199.00,83.77
1198.00,84.04
1197.00,84.41
1196.00,84.85
1195.00,85.30
1194.00,85.75
1193.00,86.17
1192.00,86.55
1191.00,86.89
1190.00,87.21
1189.00,87.50
1188.00,87.75
1187.00,87.98
1186.00,88.18
1185.00,88.33
1184.00,88.40
1183.00,88.39
1182.00,88.32
1181.00,88.17
1180.00,87.96
1179.00,87.66
1178.00,87.26
1177.00,86.76
1176.00,86.18
1175.00,85.55
1174.00,84.90
1173.00,84.29
1172.00,83.74
1171.00,83.29
1170.00,82.98
1169.00,82.86
1168.00,82.93
1167.00,83.21
1166.00,83.67
1165.00,84.26
1164.00,84.90
1163.00,85.55
1162.00,86.16
1161.00,86.73
1160.00,87.23
1159.00,87.67
1158.00,88.07
1157.00,88.42
1156.00,88.74
1155.00,89.01
1154.00,89.25
1153.00,89.47
1152.00,89.68
1151.00,89.89
1150.00,90.08
1149.00,90.27
1148.00,90.44
1147.00,90.58
1146.00,90.70
1145.00,90.82
1144.00,90.95
1143.00,91.08
1142.00,91.21
1141.00,91.31
1140.00,91.37
1139.00,91.42
1138.00,91.46
1137.00,91.50
1136.00,91.52
1135.00,91.52
1134.00,91.49
1133.00,91.43
1132.00,91.35
1131.00,91.23
1130.00,91.05
1129.00,90.80
1128.00,90.50
1127.00,90.17
1126.00,89.84
1125.00,89.54
1124.00,89.27
1123.00,89.04
1122.00,88.87
1121.00,88.75
1120.00,88.68
1119.00,88.66
1118.00,88.69
1117.00,88.76
1116.00,88.86
1115.00,88.97
1114.00,89.08
1113.00,89.19
1112.00,89.29
1111.00,89.39
1110.00,89.50
1109.00,89.62
1108.00,89.76
1107.00,89.91
1106.00,90.08
1105.00,90.24
1104.00,90.39
1103.00,90.52
1102.00,90.64
1101.00,90.74
1100.00,90.84
1099.00,90.92
1098.00,90.99
1097.00,91.04
1096.00,91.07
1095.00,91.10
1094.00,91.12
1093.00,91.12
1092.00,91.13
1091.00,91.12
1090.00,91.10
1089.00,91.07
1088.00,91.03
1087.00,90.98
1086.00,90.92
1085.00,90.85
1084.00,90.77
1083.00,90.69
1082.00,90.61
1081.00,90.53
1080.00,90.46
1079.00,90.41
1078.00,90.37
1077.00,90.35
1076.00,90.36
1075.00,90.40
1074.00,90.44
1073.00,90.46
1072.00,90.47
1071.00,90.48
1070.00,90.53
1069.00,90.60
1068.00,90.67
1067.00,90.70
1066.00,90.73
1065.00,90.79
1064.00,90.89
1063.00,91.00
1062.00,91.11
1061.00,91.19
1060.00,91.26
1059.00,91.35
1058.00,91.45
1057.00,91.54
1056.00,91.62
1055.00,91.68
1054.00,91.74
1053.00,91.81
1052.00,91.89
1051.00,91.99
1050.00,92.10
1049.00,92.19
1048.00,92.25
1047.00,92.27
1046.00,92.29
1045.00,92.30
1044.00,92.30
1043.00,92.29
1042.00,92.30
1041.00,92.32
1040.00,92.34
1039.00,92.35
1038.00,92.34
1037.00,92.30
1036.00,92.25
1035.00,92.18
1034.00,92.11
1033.00,92.06
1032.00,92.01
1031.00,91.97
1030.00,91.93
1029.00,91.89
1028.00,91.87
1027.00,91.87
1026.00,91.89
1025.00,91.92
1024.00,91.96
1023.00,92.01
1022.00,92.08
1021.00,92.14
1020.00,92.20
1019.00,92.25
1018.00,92.31
1017.00,92.37
1016.00,92.42
1015.00,92.46
1014.00,92.48
1013.00,92.45
1012.00,92.41
1011.00,92.38
1010.00,92.37
1009.00,92.37
1008.00,92.34
1007.00,92.30
1006.00,92.25
1005.00,92.24
1004.00,92.24
1003.00,92.24
1002.00,92.23
1001.00,92.22
1000.00,92.22
999.00,92.24
998.00,92.26
997.00,92.26
996.00,92.24
995.00,92.22
994.00,92.19
993.00,92.16
992.00,92.11
991.00,92.07
990.00,92.02
989.00,91.97
988.00,91.91
987.00,91.85
986.00,91.78
985.00,91.72
984.00,91.67
983.00,91.60
982.00,91.52
981.00,91.41
980.00,91.29
979.00,91.16
978.00,91.02
977.00,90.88
976.00,90.75
975.00,90.64
974.00,90.58
973.00,90.57
972.00,90.59
971.00,90.65
970.00,90.73
969.00,90.84
968.00,90.93
967.00,91.01
966.00,91.06
965.00,91.09
964.00,91.10
963.00,91.09
962.00,91.05
961.00,91.00
960.00,90.96
959.00,90.98
958.00,91.04
957.00,91.15
956.00,91.26
955.00,91.35
954.00,91.42
953.00,91.46
952.00,91.50
951.00,91.53
950.00,91.59
949.00,91.66
948.00,91.76
947.00,91.88
946.00,92.00
945.00,92.11
944.00,92.21
943.00,92.29
942.00,92.35
941.00,92.40
940.00,92.42
939.00,92.43
938.00,92.41
937.00,92.37
936.00,92.30
935.00,92.21
934.00,92.10
933.00,91.98
932.00,91.85
931.00,91.73
930.00,91.62
929.00,91.56
928.00,91.57
927.00,91.63
926.00,91.73
925.00,91.83
924.00,91.94
923.00,92.04
922.00,92.13
921.00,92.19
920.00,92.25
919.00,92.30
918.00,92.37
917.00,92.45
916.00,92.51
915.00,92.55
914.00,92.57
913.00,92.60
912.00,92.63
911.00,92.67
910.00,92.70
909.00,92.72
908.00,92.74
907.00,92.77
906.00,92.81
905.00,92.86
904.00,92.91
903.00,92.95
