Created as New Dataset,2 Celanese
cm-1,%T
2466.00,96.15
2465.00,96.14
2464.00,96.15
2463.00,96.16
2462.00,96.17
2461.00,96.18
2460.00,96.17
2459.00,96.16
2458.00,96.14
2457.00,96.13
2456.00,96.13
2455.00,96.14
2454.00,96.15
2453.00,96.16
2452.00,96.17
2451.00,96.17
2450.00,96.17
2449.00,96.17
2448.00,96.16
2447.00,96.15
2446.00,96.14
2445.00,96.13
2444.00,96.11
2443.00,96.10
2442.00,96.10
2441.00,96.12
2440.00,96.15
2439.00,96.17
2438.00,96.19
2437.00,96.20
2436.00,96.21
2435.00,96.22
2434.00,96.22
2433.00,96.21
2432.00,96.19
2431.00,96.17
2430.00,96.16
2429.00,96.16
2428.00,96.16
2427.00,96.17
2426.00,96.17
2425.00,96.16
2424.00,96.16
2423.00,96.16
2422.00,96.17
2421.00,96.18
2420.00,96.19
2419.00,96.18
2418.00,96.17
2417.00,96.17
2416.00,96.20
2415.00,96.22
2414.00,96.24
2413.00,96.25
2412.00,96.25
2411.00,96.28
2410.00,96.30
2409.00,96.31
2408.00,96.30
2407.00,96.29
2406.00,96.30
2405.00,96.31
2404.00,96.32
2403.00,96.32
2402.00,96.32
2401.00,96.32
2400.00,96.32
2399.00,96.31
2398.00,96.32
2397.00,96.35
2396.00,96.39
2395.00,96.43
2394.00,96.44
2393.00,96.44
2392.00,96.43
2391.00,96.42
2390.00,96.42
2389.00,96.43
2388.00,96.45
2387.00,96.47
2386.00,96.49
2385.00,96.51
2384.00,96.53
2383.00,96.54
2382.00,96.55
2381.00,96.57
2380.00,96.60
2379.00,96.65
2378.00,96.70
2377.00,96.73
2376.00,96.76
2375.00,96.77
2374.00,96.80
2373.00,96.83
2372.00,96.87
2371.00,96.89
2370.00,96.88
2369.00,96.82
2368.00,96.77
2367.00,96.74
2366.00,96.75
2365.00,96.77
2364.00,96.79
2363.00,96.82
2362.00,96.85
2361.00,96.88
2360.00,96.89
2359.00,96.87
2358.00,96.85
2357.00,96.87
2356.00,96.92
2355.00,96.95
2354.00,96.93
2353.00,96.87
2352.00,96.83
2351.00,96.82
2350.00,96.85
2349.00,96.87
2348.00,96.89
2347.00,96.90
2346.00,96.93
2345.00,96.96
2344.00,96.97
2343.00,96.95
2342.00,96.92
2341.00,96.89
2340.00,96.89
2339.00,96.90
2338.00,96.91
2337.00,96.91
2336.00,96.88
2335.00,96.83
2334.00,96.80
2333.00,96.81
2332.00,96.87
2331.00,96.94
2330.00,97.00
2329.00,97.00
2328.00,96.95
2327.00,96.87
2326.00,96.78
2325.00,96.72
2324.00,96.69
2323.00,96.69
2322.00,96.69
2321.00,96.69
2320.00,96.67
2319.00,96.64
2318.00,96.59
2317.00,96.55
2316.00,96.53
2315.00,96.51
2314.00,96.50
2313.00,96.50
2312.00,96.49
2311.00,96.48
2310.00,96.47
2309.00,96.45
2308.00,96.44
2307.00,96.42
2306.00,96.42
2305.00,96.41
2304.00,96.39
2303.00,96.36
2302.00,96.31
2301.00,96.28
2300.00,96.26
2299.00,96.24
2298.00,96.23
2297.00,96.21
2296.00,96.19
2295.00,96.16
2294.00,96.13
2293.00,96.10
2292.00,96.06
2291.00,96.03
2290.00,95.99
2289.00,95.97
2288.00,95.94
2287.00,95.92
2286.00,95.87
2285.00,95.81
2284.00,95.75
2283.00,95.71
2282.00,95.68
2281.00,95.67
2280.00,95.68
2279.00,95.69
2278.00,95.68
2277.00,95.65
2276.00,95.62
2275.00,95.59
2274.00,95.57
2273.00,95.57
2272.00,95.58
2271.00,95.57
2270.00,95.54
2269.00,95.50
2268.00,95.46
2267.00,95.44
2266.00,95.45
2265.00,95.46
2264.00,95.47
2263.00,95.48
2262.00,95.48
2261.00,95.47
2260.00,95.44
2259.00,95.42
2258.00,95.42
2257.00,95.40
2256.00,95.35
2255.00,95.29
2254.00,95.24
2253.00,95.23
2252.00,95.25
2251.00,95.27
2250.00,95.27
2249.00,95.25
2248.00,95.22
2247.00,95.20
2246.00,95.20
2245.00,95.21
2244.00,95.22
2243.00,95.23
2242.00,95.23
2241.00,95.20
2240.00,95.16
2239.00,95.10
2238.00,95.06
2237.00,95.05
2236.00,95.06
2235.00,95.05
2234.00,95.03
2233.00,95.01
2232.00,94.98
2231.00,94.97
2230.00,94.96
2229.00,94.94
2228.00,94.92
2227.00,94.91
2226.00,94.92
2225.00,94.94
2224.00,94.97
2223.00,94.98
2222.00,94.95
2221.00,94.89
2220.00,94.82
2219.00,94.75
2218.00,94.71
2217.00,94.70
2216.00,94.72
2215.00,94.72
2214.00,94.69
2213.00,94.65
2212.00,94.64
2211.00,94.66
2210.00,94.70
2209.00,94.72
2208.00,94.70
2207.00,94.66
2206.00,94.63
2205.00,94.62
2204.00,94.62
2203.00,94.62
2202.00,94.60
2201.00,94.57
2200.00,94.55
2199.00,94.54
2198.00,94.53
2197.00,94.52
2196.00,94.55
2195.00,94.59
2194.00,94.62
2193.00,94.61
2192.00,94.57
2191.00,94.52
2190.00,94.46
2189.00,94.41
2188.00,94.35
2187.00,94.27
2186.00,94.16
2185.00,94.07
2184.00,94.02
2183.00,94.04
2182.00,94.10
2181.00,94.12
2180.00,94.09
2179.00,94.05
2178.00,94.06
2177.00,94.14
2176.00,94.22
2175.00,94.25
2174.00,94.22
2173.00,94.16
2172.00,94.09
2171.00,94.03
2170.00,93.95
2169.00,93.86
2168.00,93.76
2167.00,93.67
2166.00,93.63
2165.00,93.58
2164.00,93.51
2163.00,93.37
2162.00,93.24
2161.00,93.17
2160.00,93.24
2159.00,93.45
2158.00,93.71
2157.00,93.94
2156.00,94.10
2155.00,94.19
2154.00,94.24
2153.00,94.26
2152.00,94.26
2151.00,94.28
2150.00,94.33
2149.00,94.42
2148.00,94.51
2147.00,94.55
2146.00,94.56
2145.00,94.56
2144.00,94.56
2143.00,94.58
2142.00,94.63
2141.00,94.70
2140.00,94.76
2139.00,94.79
2138.00,94.81
2137.00,94.86
2136.00,94.95
2135.00,95.03
2134.00,95.10
2133.00,95.16
2132.00,95.21
2131.00,95.27
2130.00,95.33
2129.00,95.40
2128.00,95.45
2127.00,95.47
2126.00,95.47
2125.00,95.44
2124.00,95.41
2123.00,95.40
2122.00,95.40
2121.00,95.42
2120.00,95.43
2119.00,95.45
2118.00,95.47
2117.00,95.48
2116.00,95.46
2115.00,95.43
2114.00,95.39
2113.00,95.34
2112.00,95.30
2111.00,95.28
2110.00,95.28
2109.00,95.31
2108.00,95.34
2107.00,95.36
2106.00,95.36
2105.00,95.36
2104.00,95.35
2103.00,95.33
2102.00,95.31
2101.00,95.30
2100.00,95.30
2099.00,95.31
2098.00,95.32
2097.00,95.35
2096.00,95.40
2095.00,95.44
2094.00,95.46
2093.00,95.45
2092.00,95.41
2091.00,95.37
2090.00,95.36
2089.00,95.38
2088.00,95.42
2087.00,95.45
2086.00,95.46
2085.00,95.44
2084.00,95.40
2083.00,95.36
2082.00,95.34
2081.00,95.32
2080.00,95.31
2079.00,95.29
2078.00,95.27
2077.00,95.25
2076.00,95.23
2075.00,95.20
2074.00,95.20
2073.00,95.20
2072.00,95.21
2071.00,95.20
2070.00,95.18
2069.00,95.15
2068.00,95.13
2067.00,95.12
2066.00,95.13
2065.00,95.17
2064.00,95.21
2063.00,95.25
2062.00,95.26
2061.00,95.25
2060.00,95.22
2059.00,95.19
2058.00,95.16
2057.00,95.13
2056.00,95.09
2055.00,95.05
2054.00,95.01
2053.00,94.94
2052.00,94.84
2051.00,94.74
2050.00,94.67
2049.00,94.64
2048.00,94.61
2047.00,94.57
2046.00,94.51
2045.00,94.46
2044.00,94.42
2043.00,94.39
2042.00,94.37
2041.00,94.37
2040.00,94.36
2039.00,94.32
2038.00,94.26
2037.00,94.21
2036.00,94.19
2035.00,94.20
2034.00,94.21
2033.00,94.21
2032.00,94.22
2031.00,94.26
2030.00,94.30
2029.00,94.33
2028.00,94.30
2027.00,94.22
2026.00,94.12
2025.00,94.06
2024.00,94.06
2023.00,94.10
2022.00,94.15
2021.00,94.19
2020.00,94.20
2019.00,94.21
2018.00,94.24
2017.00,94.29
2016.00,94.33
2015.00,94.35
2014.00,94.35
2013.00,94.37
2012.00,94.38
2011.00,94.37
2010.00,94.33
2009.00,94.31
2008.00,94.36
2007.00,94.48
2006.00,94.61
2005.00,94.73
2004.00,94.81
2003.00,94.85
2002.00,94.87
2001.00,94.88
2000.00,94.89
1999.00,94.89
1998.00,94.89
1997.00,94.87
1996.00,94.85
1995.00,94.81
1994.00,94.78
1993.00,94.76
1992.00,94.76
1991.00,94.76
1990.00,94.77
1989.00,94.78
1988.00,94.78
1987.00,94.76
1986.00,94.71
1985.00,94.64
1984.00,94.56
1983.00,94.48
1982.00,94.39
1981.00,94.31
1980.00,94.23
1979.00,94.18
1978.00,94.18
1977.00,94.24
1976.00,94.36
1975.00,94.48
1974.00,94.56
1973.00,94.58
1972.00,94.56
1971.00,94.55
1970.00,94.60
1969.00,94.66
1968.00,94.71
1967.00,94.71
1966.00,94.72
1965.00,94.77
1964.00,94.85
1963.00,94.94
1962.00,95.01
1961.00,95.06
1960.00,95.09
1959.00,95.14
1958.00,95.20
1957.00,95.27
1956.00,95.31
1955.00,95.31
1954.00,95.31
1953.00,95.34
1952.00,95.38
1951.00,95.43
1950.00,95.49
1949.00,95.55
1948.00,95.60
1947.00,95.60
1946.00,95.57
1945.00,95.55
1944.00,95.58
1943.00,95.65
1942.00,95.73
1941.00,95.77
1940.00,95.78
1939.00,95.77
1938.00,95.77
1937.00,95.79
1936.00,95.81
1935.00,95.84
1934.00,95.86
1933.00,95.88
1932.00,95.89
1931.00,95.90
1930.00,95.93
1929.00,95.97
1928.00,96.00
1927.00,96.02
1926.00,96.01
1925.00,96.00
1924.00,96.02
1923.00,96.07
1922.00,96.12
1921.00,96.15
1920.00,96.15
1919.00,96.15
1918.00,96.15
1917.00,96.16
1916.00,96.17
1915.00,96.19
1914.00,96.21
1913.00,96.25
1912.00,96.28
1911.00,96.28
1910.00,96.28
1909.00,96.29
1908.00,96.31
1907.00,96.34
1906.00,96.35
1905.00,96.36
1904.00,96.38
1903.00,96.40
1902.00,96.41
1901.00,96.41
1900.00,96.41
1899.00,96.42
1898.00,96.43
1897.00,96.46
1896.00,96.48
1895.00,96.51
1894.00,96.53
1893.00,96.53
1892.00,96.53
1891.00,96.55
1890.00,96.58
1889.00,96.61
1888.00,96.64
1887.00,96.65
1886.00,96.65
1885.00,96.65
1884.00,96.64
1883.00,96.64
1882.00,96.64
1881.00,96.66
1880.00,96.69
1879.00,96.71
1878.00,96.72
1877.00,96.70
1876.00,96.68
1875.00,96.66
1874.00,96.67
1873.00,96.69
1872.00,96.72
1871.00,96.75
1870.00,96.75
1869.00,96.76
1868.00,96.77
1867.00,96.78
1866.00,96.80
1865.00,96.80
1864.00,96.77
1863.00,96.75
1862.00,96.75
1861.00,96.78
1860.00,96.82
1859.00,96.86
1858.00,96.88
1857.00,96.88
1856.00,96.88
1855.00,96.88
1854.00,96.90
1853.00,96.92
1852.00,96.92
1851.00,96.91
1850.00,96.91
1849.00,96.92
1848.00,96.94
1847.00,96.95
1846.00,96.97
1845.00,96.97
1844.00,96.97
1843.00,96.96
1842.00,96.95
1841.00,96.96
1840.00,96.98
1839.00,97.01
1838.00,97.04
1837.00,97.07
1836.00,97.10
1835.00,97.13
1834.00,97.14
1833.00,97.14
1832.00,97.11
1831.00,97.09
1830.00,97.08
1829.00,97.09
1828.00,97.10
1827.00,97.10
1826.00,97.09
1825.00,97.09
1824.00,97.08
1823.00,97.08
1822.00,97.07
1821.00,97.08
1820.00,97.08
1819.00,97.08
1818.00,97.08
1817.00,97.09
1816.00,97.09
1815.00,97.09
1814.00,97.08
1813.00,97.08
1812.00,97.08
1811.00,97.09
1810.00,97.09
1809.00,97.08
1808.00,97.08
1807.00,97.08
1806.00,97.09
1805.00,97.10
1804.00,97.10
1803.00,97.10
1802.00,97.09
1801.00,97.07
1800.00,97.05
1799.00,97.03
1798.00,97.02
1797.00,97.01
1796.00,97.00
1795.00,96.98
1794.00,96.95
1793.00,96.91
1792.00,96.87
1791.00,96.83
1790.00,96.79
1789.00,96.76
1788.00,96.73
1787.00,96.70
1786.00,96.67
1785.00,96.62
1784.00,96.54
1783.00,96.45
1782.00,96.36
1781.00,96.27
1780.00,96.16
1779.00,96.02
1778.00,95.87
1777.00,95.70
1776.00,95.52
1775.00,95.31
1774.00,95.06
1773.00,94.73
1772.00,94.31
1771.00,93.87
1770.00,93.42
1769.00,92.93
1768.00,92.35
1767.00,91.69
1766.00,91.01
1765.00,90.31
1764.00,89.55
1763.00,88.71
1762.00,87.80
1761.00,86.91
1760.00,86.11
1759.00,85.40
1758.00,84.72
1757.00,84.04
1756.00,83.41
1755.00,82.86
1754.00,82.40
1753.00,81.98
1752.00,81.58
1751.00,81.18
1750.00,80.81
1749.00,80.47
1748.00,80.16
1747.00,79.88
1746.00,79.61
1745.00,79.34
1744.00,79.09
1743.00,78.87
1742.00,78.67
1741.00,78.51
1740.00,78.39
1739.00,78.31
1738.00,78.24
1737.00,78.19
1736.00,78.22
1735.00,78.37
1734.00,78.66
1733.00,78.99
1732.00,79.30
1731.00,79.63
1730.00,80.02
1729.00,80.47
1728.00,80.96
1727.00,81.47
1726.00,81.99
1725.00,82.56
1724.00,83.16
1723.00,83.75
1722.00,84.29
1721.00,84.79
1720.00,85.27
1719.00,85.82
1718.00,86.42
1717.00,86.99
1716.00,87.47
1715.00,87.89
1714.00,88.27
1713.00,88.60
1712.00,88.90
1711.00,89.19
1710.00,89.46
1709.00,89.73
1708.00,89.98
1707.00,90.24
1706.00,90.51
1705.00,90.75
1704.00,90.94
1703.00,91.11
1702.00,91.30
1701.00,91.58
1700.00,91.89
1699.00,92.12
1698.00,92.24
1697.00,92.36
1696.00,92.52
1695.00,92.71
1694.00,92.86
1693.00,92.96
1692.00,93.06
1691.00,93.17
1690.00,93.27
1689.00,93.37
1688.00,93.46
1687.00,93.53
1686.00,93.60
1685.00,93.67
1684.00,93.76
1683.00,93.86
1682.00,93.95
1681.00,94.01
1680.00,94.08
1679.00,94.14
1678.00,94.20
1677.00,94.24
1676.00,94.29
1675.00,94.35
1674.00,94.39
1673.00,94.42
1672.00,94.44
1671.00,94.48
1670.00,94.53
1669.00,94.56
1668.00,94.59
1667.00,94.61
1666.00,94.63
1665.00,94.66
1664.00,94.68
1663.00,94.69
1662.00,94.70
1661.00,94.69
1660.00,94.70
1659.00,94.72
1658.00,94.75
1657.00,94.78
1656.00,94.79
1655.00,94.80
1654.00,94.79
1653.00,94.77
1652.00,94.75
1651.00,94.74
1650.00,94.74
1649.00,94.76
1648.00,94.79
1647.00,94.81
1646.00,94.83
1645.00,94.84
1644.00,94.85
1643.00,94.85
1642.00,94.86
1641.00,94.87
1640.00,94.89
1639.00,94.91
1638.00,94.93
1637.00,94.94
1636.00,94.95
1635.00,94.96
1634.00,94.98
1633.00,95.00
1632.00,95.02
1631.00,95.05
1630.00,95.08
1629.00,95.10
1628.00,95.13
1627.00,95.16
1626.00,95.18
1625.00,95.20
1624.00,95.23
1623.00,95.26
1622.00,95.29
1621.00,95.31
1620.00,95.34
1619.00,95.38
1618.00,95.43
1617.00,95.48
1616.00,95.52
1615.00,95.54
1614.00,95.55
1613.00,95.57
1612.00,95.61
1611.00,95.66
1610.00,95.70
1609.00,95.73
1608.00,95.75
1607.00,95.75
1606.00,95.76
1605.00,95.78
1604.00,95.80
1603.00,95.84
1602.00,95.87
1601.00,95.90
1600.00,95.93
1599.00,95.94
1598.00,95.96
1597.00,95.97
1596.00,95.99
1595.00,96.01
1594.00,96.03
1593.00,96.05
1592.00,96.06
1591.00,96.07
1590.00,96.08
1589.00,96.10
1588.00,96.13
1587.00,96.16
1586.00,96.18
1585.00,96.19
1584.00,96.19
1583.00,96.18
1582.00,96.18
1581.00,96.20
1580.00,96.21
1579.00,96.23
1578.00,96.25
1577.00,96.26
1576.00,96.27
1575.00,96.28
1574.00,96.30
1573.00,96.31
1572.00,96.33
1571.00,96.35
1570.00,96.36
1569.00,96.37
1568.00,96.37
1567.00,96.38
1566.00,96.39
1565.00,96.40
1564.00,96.41
1563.00,96.41
1562.00,96.39
1561.00,96.39
1560.00,96.38
1559.00,96.39
1558.00,96.42
1557.00,96.44
1556.00,96.44
1555.00,96.43
1554.00,96.43
1553.00,96.43
1552.00,96.43
1551.00,96.42
1550.00,96.42
1549.00,96.42
1548.00,96.42
1547.00,96.42
1546.00,96.42
1545.00,96.42
1544.00,96.42
1543.00,96.42
1542.00,96.42
1541.00,96.42
1540.00,96.43
1539.00,96.45
1538.00,96.47
1537.00,96.47
1536.00,96.48
1535.00,96.49
1534.00,96.50
1533.00,96.50
1532.00,96.50
1531.00,96.51
1530.00,96.52
1529.00,96.54
1528.00,96.55
1527.00,96.57
1526.00,96.58
1525.00,96.59
1524.00,96.60
1523.00,96.62
1522.00,96.64
1521.00,96.65
1520.00,96.64
1519.00,96.63
1518.00,96.62
1517.00,96.62
1516.00,96.63
1515.00,96.63
1514.00,96.64
1513.00,96.65
1512.00,96.66
1511.00,96.67
1510.00,96.68
1509.00,96.70
1508.00,96.70
1507.00,96.70
1506.00,96.71
1505.00,96.72
1504.00,96.73
1503.00,96.73
1502.00,96.72
1501.00,96.71
1500.00,96.71
1499.00,96.71
1498.00,96.73
1497.00,96.75
1496.00,96.75
1495.00,96.75
1494.00,96.74
1493.00,96.74
1492.00,96.73
1491.00,96.73
1490.00,96.72
1489.00,96.71
1488.00,96.70
1487.00,96.69
1486.00,96.69
1485.00,96.68
1484.00,96.67
1483.00,96.66
1482.00,96.65
1481.00,96.64
1480.00,96.62
1479.00,96.60
1478.00,96.57
1477.00,96.54
1476.00,96.50
1475.00,96.47
1474.00,96.42
1473.00,96.37
1472.00,96.29
1471.00,96.21
1470.00,96.13
1469.00,96.06
1468.00,96.00
1467.00,95.95
1466.00,95.88
1465.00,95.80
1464.00,95.70
1463.00,95.62
1462.00,95.56
1461.00,95.50
1460.00,95.44
1459.00,95.38
1458.00,95.31
1457.00,95.25
1456.00,95.20
1455.00,95.16
1454.00,95.13
1453.00,95.11
1452.00,95.08
1451.00,95.05
1450.00,95.00
1449.00,94.93
1448.00,94.86
1447.00,94.79
1446.00,94.71
1445.00,94.62
1444.00,94.53
1443.00,94.45
1442.00,94.37
1441.00,94.28
1440.00,94.19
1439.00,94.10
1438.00,94.02
1437.00,93.95
1436.00,93.87
1435.00,93.82
1434.00,93.78
1433.00,93.75
1432.00,93.73
1431.00,93.73
1430.00,93.76
1429.00,93.79
1428.00,93.84
1427.00,93.89
1426.00,93.95
1425.00,94.03
1424.00,94.11
1423.00,94.20
1422.00,94.28
1421.00,94.37
1420.00,94.46
1419.00,94.55
1418.00,94.63
1417.00,94.70
1416.00,94.78
1415.00,94.87
1414.00,94.96
1413.00,95.04
1412.00,95.10
1411.00,95.16
1410.00,95.22
1409.00,95.26
1408.00,95.31
1407.00,95.35
1406.00,95.39
1405.00,95.42
1404.00,95.45
1403.00,95.46
1402.00,95.47
1401.00,95.47
1400.00,95.45
1399.00,95.42
1398.00,95.35
1397.00,95.26
1396.00,95.15
1395.00,94.99
1394.00,94.80
1393.00,94.58
1392.00,94.35
1391.00,94.08
1390.00,93.80
1389.00,93.46
1388.00,93.07
1387.00,92.64
1386.00,92.22
1385.00,91.81
1384.00,91.42
1383.00,91.02
1382.00,90.62
1381.00,90.24
1380.00,89.88
1379.00,89.53
1378.00,89.19
1377.00,88.87
1376.00,88.53
1375.00,88.17
1374.00,87.79
1373.00,87.41
1372.00,87.05
1371.00,86.70
1370.00,86.38
1369.00,86.08
1368.00,85.84
1367.00,85.69
1366.00,85.63
1365.00,85.67
1364.00,85.86
1363.00,86.21
1362.00,86.73
1361.00,87.36
1360.00,88.06
1359.00,88.80
1358.00,89.57
1357.00,90.32
1356.00,91.04
1355.00,91.71
1354.00,92.30
1353.00,92.81
1352.00,93.24
1351.00,93.60
1350.00,93.90
1349.00,94.16
1348.00,94.37
1347.00,94.54
1346.00,94.68
1345.00,94.80
1344.00,94.89
1343.00,94.96
1342.00,95.03
1341.00,95.09
1340.00,95.14
1339.00,95.19
1338.00,95.24
1337.00,95.28
1336.00,95.32
1335.00,95.34
1334.00,95.35
1333.00,95.34
1332.00,95.33
1331.00,95.31
1330.00,95.28
1329.00,95.26
1328.00,95.22
1327.00,95.20
1326.00,95.18
1325.00,95.17
1324.00,95.16
1323.00,95.16
1322.00,95.16
1321.00,95.17
1320.00,95.18
1319.00,95.21
1318.00,95.24
1317.00,95.29
1316.00,95.34
1315.00,95.38
1314.00,95.44
1313.00,95.50
1312.00,95.56
1311.00,95.63
1310.00,95.70
1309.00,95.76
1308.00,95.81
1307.00,95.86
1306.00,95.90
1305.00,95.92
1304.00,95.92
1303.00,95.90
1302.00,95.88
1301.00,95.86
1300.00,95.84
1299.00,95.81
1298.00,95.77
1297.00,95.73
1296.00,95.68
1295.00,95.63
1294.00,95.57
1293.00,95.50
1292.00,95.43
1291.00,95.36
1290.00,95.30
1289.00,95.24
1288.00,95.18
1287.00,95.10
1286.00,95.02
1285.00,94.93
1284.00,94.82
1283.00,94.71
1282.00,94.57
1281.00,94.43
1280.00,94.26
1279.00,94.08
1278.00,93.90
1277.00,93.69
1276.00,93.48
1275.00,93.25
1274.00,93.01
1273.00,92.75
1272.00,92.49
1271.00,92.22
1270.00,91.95
1269.00,91.65
1268.00,91.33
1267.00,90.99
1266.00,90.64
1265.00,90.27
1264.00,89.89
1263.00,89.50
1262.00,89.11
1261.00,88.70
1260.00,88.28
1259.00,87.86
1258.00,87.43
1257.00,86.99
1256.00,86.52
1255.00,86.05
1254.00,85.56
1253.00,85.06
1252.00,84.56
1251.00,84.05
1250.00,83.54
1249.00,83.02
1248.00,82.47
1247.00,81.92
1246.00,81.36
1245.00,80.80
1244.00,80.23
1243.00,79.67
1242.00,79.10
1241.00,78.53
1240.00,77.96
1239.00,77.40
1238.00,76.88
1237.00,76.37
1236.00,75.87
1235.00,75.38
1234.00,74.92
1233.00,74.49
1232.00,74.10
1231.00,73.77
1230.00,73.48
1229.00,73.21
1228.00,72.96
1227.00,72.75
1226.00,72.58
1225.00,72.42
1224.00,72.26
1223.00,72.09
1222.00,71.93
1221.00,71.74
1220.00,71.54
1219.00,71.34
1218.00,71.14
1217.00,70.95
1216.00,70.76
1215.00,70.59
1214.00,70.47
1213.00,70.41
1212.00,70.43
1211.00,70.55
1210.00,70.75
1209.00,71.03
1208.00,71.41
1207.00,71.90
1206.00,72.52
1205.00,73.24
1204.00,74.04
1203.00,74.90
1202.00,75.81
1201.00,76.74
1200.00,77.68
1199.00,78.61
1198.00,79.53
1197.00,80.41
1196.00,81.23
1195.00,82.01
1194.00,82.74
1193.00,83.40
1192.00,84.01
1191.00,84.56
1190.00,85.05
1189.00,85.49
1188.00,85.88
1187.00,86.21
1186.00,86.49
1185.00,86.70
1184.00,86.85
1183.00,86.98
1182.00,87.06
1181.00,87.11
1180.00,87.12
1179.00,87.10
1178.00,87.07
1177.00,87.00
1176.00,86.92
1175.00,86.83
1174.00,86.77
1173.00,86.70
1172.00,86.63
1171.00,86.54
1170.00,86.43
1169.00,86.33
1168.00,86.24
1167.00,86.18
1166.00,86.13
1165.00,86.08
1164.00,86.03
1163.00,86.00
1162.00,86.00
1161.00,86.02
1160.00,86.05
1159.00,86.11
1158.00,86.20
1157.00,86.31
1156.00,86.43
1155.00,86.58
1154.00,86.74
1153.00,86.89
1152.00,87.06
1151.00,87.24
1150.00,87.45
1149.00,87.67
1148.00,87.87
1147.00,88.06
1146.00,88.22
1145.00,88.35
1144.00,88.44
1143.00,88.50
1142.00,88.54
1141.00,88.56
1140.00,88.56
1139.00,88.56
1138.00,88.53
1137.00,88.47
1136.00,88.38
1135.00,88.27
1134.00,88.14
1133.00,88.00
1132.00,87.85
1131.00,87.72
1130.00,87.59
1129.00,87.47
1128.00,87.36
1127.00,87.29
1126.00,87.25
1125.00,87.23
1124.00,87.21
1123.00,87.19
1122.00,87.19
1121.00,87.22
1120.00,87.26
1119.00,87.32
1118.00,87.38
1117.00,87.43
1116.00,87.49
1115.00,87.56
1114.00,87.63
1113.00,87.70
1112.00,87.75
1111.00,87.80
1110.00,87.88
1109.00,87.96
1108.00,88.03
1107.00,88.08
1106.00,88.12
1105.00,88.12
1104.00,88.09
1103.00,88.03
1102.00,87.95
1101.00,87.85
1100.00,87.69
1099.00,87.48
1098.00,87.22
1097.00,86.95
1096.00,86.68
1095.00,86.39
1094.00,86.06
1093.00,85.69
1092.00,85.30
1091.00,84.94
1090.00,84.61
1089.00,84.30
1088.00,84.00
1087.00,83.71
1086.00,83.41
1085.00,83.11
1084.00,82.81
1083.00,82.51
1082.00,82.23
1081.00,81.94
1080.00,81.65
1079.00,81.34
1078.00,81.03
1077.00,80.68
1076.00,80.31
1075.00,79.94
1074.00,79.59
1073.00,79.24
1072.00,78.90
1071.00,78.58
1070.00,78.28
1069.00,78.01
1068.00,77.74
1067.00,77.50
1066.00,77.27
1065.00,77.05
1064.00,76.81
1063.00,76.53
1062.00,76.23
1061.00,75.88
1060.00,75.49
1059.00,75.09
1058.00,74.69
1057.00,74.28
1056.00,73.85
1055.00,73.40
1054.00,72.93
1053.00,72.47
1052.00,72.03
1051.00,71.63
1050.00,71.28
1049.00,70.94
1048.00,70.61
1047.00,70.29
1046.00,69.98
1045.00,69.68
1044.00,69.38
1043.00,69.11
1042.00,68.86
1041.00,68.62
1040.00,68.37
1039.00,68.13
1038.00,67.91
1037.00,67.71
1036.00,67.52
1035.00,67.35
1034.00,67.23
1033.00,67.15
1032.00,67.13
1031.00,67.18
1030.00,67.30
1029.00,67.47
1028.00,67.70
1027.00,68.02
1026.00,68.40
1025.00,68.80
1024.00,69.19
1023.00,69.60
1022.00,70.02
1021.00,70.47
1020.00,70.95
1019.00,71.45
1018.00,71.96
1017.00,72.45
1016.00,72.93
1015.00,73.41
1014.00,73.89
1013.00,74.34
1012.00,74.78
1011.00,75.22
1010.00,75.65
1009.00,76.07
1008.00,76.47
1007.00,76.87
1006.00,77.26
1005.00,77.64
1004.00,78.01
1003.00,78.36
1002.00,78.71
1001.00,79.02
1000.00,79.30
999.00,79.54
998.00,79.76
997.00,79.96
996.00,80.13
995.00,80.29
994.00,80.42
993.00,80.54
992.00,80.64
991.00,80.74
990.00,80.85
989.00,80.98
988.00,81.11
987.00,81.25
986.00,81.38
985.00,81.52
984.00,81.66
983.00,81.82
982.00,82.01
981.00,82.21
980.00,82.42
979.00,82.63
978.00,82.85
977.00,83.06
976.00,83.29
975.00,83.53
974.00,83.77
973.00,84.01
972.00,84.25
971.00,84.50
970.00,84.77
969.00,85.03
968.00,85.27
967.00,85.49
966.00,85.70
965.00,85.87
964.00,86.02
963.00,86.14
962.00,86.23
961.00,86.29
960.00,86.32
959.00,86.33
958.00,86.34
957.00,86.34
956.00,86.35
955.00,86.37
954.00,86.41
953.00,86.46
952.00,86.50
951.00,86.56
950.00,86.64
949.00,86.74
948.00,86.84
947.00,86.94
946.00,87.04
945.00,87.16
944.00,87.29
943.00,87.42
942.00,87.54
941.00,87.65
940.00,87.76
939.00,87.85
938.00,87.92
937.00,87.98
936.00,88.02
935.00,88.06
934.00,88.09
933.00,88.09
932.00,88.07
931.00,88.03
930.00,87.99
929.00,87.97
928.00,87.97
927.00,87.95
926.00,87.91
925.00,87.84
924.00,87.75
923.00,87.67
922.00,87.58
921.00,87.49
920.00,87.40
919.00,87.33
918.00,87.28
917.00,87.22
916.00,87.15
915.00,87.06
914.00,86.96
913.00,86.86
912.00,86.75
911.00,86.61
910.00,86.43
909.00,86.20
908.00,85.95
907.00,85.70
906.00,85.49
905.00,85.30
904.00,85.11
