Created as New Dataset,12.4 Red Wool Merino sheep and rayon
cm-1,%T
2470.00,96.58
2469.00,96.59
2468.00,96.58
2467.00,96.57
2466.00,96.55
2465.00,96.55
2464.00,96.54
2463.00,96.54
2462.00,96.54
2461.00,96.54
2460.00,96.53
2459.00,96.51
2458.00,96.49
2457.00,96.48
2456.00,96.50
2455.00,96.52
2454.00,96.55
2453.00,96.56
2452.00,96.56
2451.00,96.56
2450.00,96.57
2449.00,96.57
2448.00,96.57
2447.00,96.55
2446.00,96.54
2445.00,96.54
2444.00,96.55
2443.00,96.57
2442.00,96.59
2441.00,96.59
2440.00,96.59
2439.00,96.59
2438.00,96.61
2437.00,96.62
2436.00,96.63
2435.00,96.62
2434.00,96.60
2433.00,96.58
2432.00,96.57
2431.00,96.57
2430.00,96.56
2429.00,96.55
2428.00,96.56
2427.00,96.60
2426.00,96.63
2425.00,96.66
2424.00,96.67
2423.00,96.66
2422.00,96.65
2421.00,96.64
2420.00,96.64
2419.00,96.65
2418.00,96.65
2417.00,96.66
2416.00,96.65
2415.00,96.65
2414.00,96.64
2413.00,96.63
2412.00,96.63
2411.00,96.64
2410.00,96.66
2409.00,96.68
2408.00,96.70
2407.00,96.71
2406.00,96.72
2405.00,96.73
2404.00,96.75
2403.00,96.76
2402.00,96.76
2401.00,96.75
2400.00,96.74
2399.00,96.73
2398.00,96.75
2397.00,96.78
2396.00,96.80
2395.00,96.81
2394.00,96.81
2393.00,96.81
2392.00,96.82
2391.00,96.83
2390.00,96.85
2389.00,96.87
2388.00,96.87
2387.00,96.86
2386.00,96.85
2385.00,96.85
2384.00,96.86
2383.00,96.88
2382.00,96.91
2381.00,96.94
2380.00,96.97
2379.00,96.98
2378.00,96.97
2377.00,96.95
2376.00,96.93
2375.00,96.92
2374.00,96.94
2373.00,97.01
2372.00,97.09
2371.00,97.15
2370.00,97.14
2369.00,97.10
2368.00,97.06
2367.00,97.05
2366.00,97.06
2365.00,97.06
2364.00,97.02
2363.00,96.96
2362.00,96.91
2361.00,96.87
2360.00,96.85
2359.00,96.86
2358.00,96.90
2357.00,96.98
2356.00,97.06
2355.00,97.11
2354.00,97.11
2353.00,97.08
2352.00,97.03
2351.00,97.02
2350.00,97.04
2349.00,97.11
2348.00,97.21
2347.00,97.28
2346.00,97.29
2345.00,97.23
2344.00,97.15
2343.00,97.08
2342.00,97.03
2341.00,96.99
2340.00,96.96
2339.00,96.92
2338.00,96.87
2337.00,96.81
2336.00,96.77
2335.00,96.79
2334.00,96.85
2333.00,96.91
2332.00,96.94
2331.00,96.93
2330.00,96.90
2329.00,96.88
2328.00,96.87
2327.00,96.86
2326.00,96.84
2325.00,96.81
2324.00,96.78
2323.00,96.74
2322.00,96.69
2321.00,96.64
2320.00,96.61
2319.00,96.60
2318.00,96.61
2317.00,96.64
2316.00,96.68
2315.00,96.72
2314.00,96.74
2313.00,96.75
2312.00,96.74
2311.00,96.73
2310.00,96.73
2309.00,96.73
2308.00,96.75
2307.00,96.77
2306.00,96.78
2305.00,96.78
2304.00,96.78
2303.00,96.76
2302.00,96.73
2301.00,96.69
2300.00,96.67
2299.00,96.67
2298.00,96.68
2297.00,96.67
2296.00,96.64
2295.00,96.63
2294.00,96.63
2293.00,96.65
2292.00,96.67
2291.00,96.67
2290.00,96.66
2289.00,96.62
2288.00,96.58
2287.00,96.53
2286.00,96.49
2285.00,96.47
2284.00,96.45
2283.00,96.45
2282.00,96.46
2281.00,96.47
2280.00,96.47
2279.00,96.48
2278.00,96.48
2277.00,96.48
2276.00,96.46
2275.00,96.44
2274.00,96.41
2273.00,96.40
2272.00,96.41
2271.00,96.41
2270.00,96.38
2269.00,96.33
2268.00,96.28
2267.00,96.26
2266.00,96.26
2265.00,96.29
2264.00,96.33
2263.00,96.35
2262.00,96.35
2261.00,96.33
2260.00,96.29
2259.00,96.27
2258.00,96.25
2257.00,96.25
2256.00,96.26
2255.00,96.26
2254.00,96.25
2253.00,96.22
2252.00,96.21
2251.00,96.20
2250.00,96.20
2249.00,96.19
2248.00,96.19
2247.00,96.20
2246.00,96.20
2245.00,96.18
2244.00,96.14
2243.00,96.12
2242.00,96.13
2241.00,96.15
2240.00,96.18
2239.00,96.18
2238.00,96.16
2237.00,96.10
2236.00,96.04
2235.00,96.02
2234.00,96.03
2233.00,96.06
2232.00,96.06
2231.00,96.05
2230.00,96.03
2229.00,96.01
2228.00,96.00
2227.00,96.00
2226.00,96.02
2225.00,96.03
2224.00,96.03
2223.00,96.02
2222.00,95.99
2221.00,95.96
2220.00,95.95
2219.00,95.94
2218.00,95.94
2217.00,95.93
2216.00,95.92
2215.00,95.91
2214.00,95.90
2213.00,95.89
2212.00,95.86
2211.00,95.85
2210.00,95.87
2209.00,95.89
2208.00,95.91
2207.00,95.90
2206.00,95.90
2205.00,95.91
2204.00,95.92
2203.00,95.90
2202.00,95.84
2201.00,95.77
2200.00,95.74
2199.00,95.74
2198.00,95.76
2197.00,95.77
2196.00,95.76
2195.00,95.74
2194.00,95.72
2193.00,95.72
2192.00,95.73
2191.00,95.74
2190.00,95.74
2189.00,95.72
2188.00,95.68
2187.00,95.61
2186.00,95.53
2185.00,95.45
2184.00,95.42
2183.00,95.43
2182.00,95.48
2181.00,95.54
2180.00,95.60
2179.00,95.62
2178.00,95.61
2177.00,95.62
2176.00,95.65
2175.00,95.69
2174.00,95.71
2173.00,95.69
2172.00,95.64
2171.00,95.60
2170.00,95.57
2169.00,95.54
2168.00,95.49
2167.00,95.44
2166.00,95.40
2165.00,95.36
2164.00,95.32
2163.00,95.24
2162.00,95.13
2161.00,95.06
2160.00,95.06
2159.00,95.14
2158.00,95.25
2157.00,95.37
2156.00,95.49
2155.00,95.59
2154.00,95.65
2153.00,95.66
2152.00,95.64
2151.00,95.62
2150.00,95.65
2149.00,95.72
2148.00,95.79
2147.00,95.84
2146.00,95.89
2145.00,95.94
2144.00,95.99
2143.00,96.02
2142.00,96.02
2141.00,96.01
2140.00,95.99
2139.00,95.96
2138.00,95.94
2137.00,95.93
2136.00,95.93
2135.00,95.95
2134.00,96.00
2133.00,96.07
2132.00,96.15
2131.00,96.22
2130.00,96.26
2129.00,96.28
2128.00,96.29
2127.00,96.29
2126.00,96.29
2125.00,96.28
2124.00,96.26
2123.00,96.23
2122.00,96.20
2121.00,96.17
2120.00,96.16
2119.00,96.16
2118.00,96.16
2117.00,96.18
2116.00,96.20
2115.00,96.21
2114.00,96.20
2113.00,96.17
2112.00,96.14
2111.00,96.11
2110.00,96.08
2109.00,96.07
2108.00,96.08
2107.00,96.10
2106.00,96.11
2105.00,96.12
2104.00,96.13
2103.00,96.14
2102.00,96.15
2101.00,96.15
2100.00,96.13
2099.00,96.12
2098.00,96.12
2097.00,96.13
2096.00,96.14
2095.00,96.16
2094.00,96.19
2093.00,96.22
2092.00,96.23
2091.00,96.23
2090.00,96.22
2089.00,96.20
2088.00,96.19
2087.00,96.18
2086.00,96.16
2085.00,96.14
2084.00,96.14
2083.00,96.15
2082.00,96.17
2081.00,96.19
2080.00,96.21
2079.00,96.22
2078.00,96.20
2077.00,96.17
2076.00,96.14
2075.00,96.13
2074.00,96.14
2073.00,96.13
2072.00,96.09
2071.00,96.06
2070.00,96.05
2069.00,96.08
2068.00,96.10
2067.00,96.12
2066.00,96.12
2065.00,96.11
2064.00,96.09
2063.00,96.07
2062.00,96.04
2061.00,96.00
2060.00,95.98
2059.00,95.97
2058.00,95.98
2057.00,95.99
2056.00,96.02
2055.00,96.03
2054.00,96.03
2053.00,95.99
2052.00,95.93
2051.00,95.88
2050.00,95.84
2049.00,95.80
2048.00,95.75
2047.00,95.71
2046.00,95.68
2045.00,95.66
2044.00,95.65
2043.00,95.61
2042.00,95.57
2041.00,95.53
2040.00,95.51
2039.00,95.52
2038.00,95.53
2037.00,95.54
2036.00,95.57
2035.00,95.61
2034.00,95.63
2033.00,95.60
2032.00,95.55
2031.00,95.51
2030.00,95.48
2029.00,95.49
2028.00,95.53
2027.00,95.60
2026.00,95.65
2025.00,95.66
2024.00,95.64
2023.00,95.65
2022.00,95.68
2021.00,95.71
2020.00,95.72
2019.00,95.71
2018.00,95.69
2017.00,95.66
2016.00,95.61
2015.00,95.56
2014.00,95.54
2013.00,95.55
2012.00,95.58
2011.00,95.63
2010.00,95.67
2009.00,95.71
2008.00,95.75
2007.00,95.76
2006.00,95.75
2005.00,95.72
2004.00,95.74
2003.00,95.82
2002.00,95.92
2001.00,95.99
2000.00,96.01
1999.00,96.00
1998.00,95.98
1997.00,95.94
1996.00,95.92
1995.00,95.92
1994.00,95.94
1993.00,95.95
1992.00,95.94
1991.00,95.91
1990.00,95.90
1989.00,95.91
1988.00,95.93
1987.00,95.97
1986.00,96.01
1985.00,96.05
1984.00,96.07
1983.00,96.04
1982.00,95.95
1981.00,95.84
1980.00,95.74
1979.00,95.72
1978.00,95.76
1977.00,95.81
1976.00,95.83
1975.00,95.83
1974.00,95.83
1973.00,95.83
1972.00,95.81
1971.00,95.82
1970.00,95.85
1969.00,95.89
1968.00,95.91
1967.00,95.94
1966.00,95.98
1965.00,96.03
1964.00,96.06
1963.00,96.05
1962.00,96.04
1961.00,96.04
1960.00,96.08
1959.00,96.15
1958.00,96.23
1957.00,96.31
1956.00,96.36
1955.00,96.37
1954.00,96.35
1953.00,96.32
1952.00,96.32
1951.00,96.36
1950.00,96.41
1949.00,96.43
1948.00,96.41
1947.00,96.39
1946.00,96.39
1945.00,96.41
1944.00,96.45
1943.00,96.49
1942.00,96.51
1941.00,96.50
1940.00,96.50
1939.00,96.50
1938.00,96.52
1937.00,96.52
1936.00,96.50
1935.00,96.46
1934.00,96.43
1933.00,96.43
1932.00,96.44
1931.00,96.46
1930.00,96.47
1929.00,96.47
1928.00,96.47
1927.00,96.48
1926.00,96.48
1925.00,96.48
1924.00,96.49
1923.00,96.52
1922.00,96.56
1921.00,96.59
1920.00,96.60
1919.00,96.61
1918.00,96.62
1917.00,96.63
1916.00,96.64
1915.00,96.64
1914.00,96.63
1913.00,96.63
1912.00,96.64
1911.00,96.65
1910.00,96.68
1909.00,96.72
1908.00,96.77
1907.00,96.80
1906.00,96.81
1905.00,96.79
1904.00,96.76
1903.00,96.73
1902.00,96.71
1901.00,96.69
1900.00,96.69
1899.00,96.73
1898.00,96.79
1897.00,96.85
1896.00,96.88
1895.00,96.87
1894.00,96.84
1893.00,96.82
1892.00,96.83
1891.00,96.85
1890.00,96.87
1889.00,96.85
1888.00,96.83
1887.00,96.82
1886.00,96.83
1885.00,96.83
1884.00,96.84
1883.00,96.83
1882.00,96.84
1881.00,96.83
1880.00,96.83
1879.00,96.82
1878.00,96.83
1877.00,96.86
1876.00,96.89
1875.00,96.91
1874.00,96.92
1873.00,96.92
1872.00,96.93
1871.00,96.96
1870.00,96.99
1869.00,97.00
1868.00,96.97
1867.00,96.94
1866.00,96.93
1865.00,96.94
1864.00,96.94
1863.00,96.93
1862.00,96.91
1861.00,96.89
1860.00,96.88
1859.00,96.90
1858.00,96.90
1857.00,96.90
1856.00,96.90
1855.00,96.91
1854.00,96.94
1853.00,96.95
1852.00,96.96
1851.00,96.96
1850.00,96.96
1849.00,96.97
1848.00,96.97
1847.00,96.98
1846.00,96.98
1845.00,97.00
1844.00,97.01
1843.00,97.03
1842.00,97.03
1841.00,97.04
1840.00,97.05
1839.00,97.07
1838.00,97.08
1837.00,97.07
1836.00,97.04
1835.00,97.04
1834.00,97.04
1833.00,97.06
1832.00,97.08
1831.00,97.10
1830.00,97.11
1829.00,97.09
1828.00,97.08
1827.00,97.07
1826.00,97.06
1825.00,97.07
1824.00,97.07
1823.00,97.09
1822.00,97.10
1821.00,97.11
1820.00,97.11
1819.00,97.11
1818.00,97.11
1817.00,97.10
1816.00,97.09
1815.00,97.11
1814.00,97.13
1813.00,97.15
1812.00,97.15
1811.00,97.14
1810.00,97.13
1809.00,97.13
1808.00,97.14
1807.00,97.16
1806.00,97.17
1805.00,97.18
1804.00,97.19
1803.00,97.20
1802.00,97.21
1801.00,97.19
1800.00,97.17
1799.00,97.15
1798.00,97.17
1797.00,97.19
1796.00,97.22
1795.00,97.23
1794.00,97.23
1793.00,97.22
1792.00,97.20
1791.00,97.18
1790.00,97.17
1789.00,97.16
1788.00,97.17
1787.00,97.20
1786.00,97.22
1785.00,97.22
1784.00,97.19
1783.00,97.18
1782.00,97.17
1781.00,97.16
1780.00,97.16
1779.00,97.16
1778.00,97.17
1777.00,97.18
1776.00,97.19
1775.00,97.19
1774.00,97.19
1773.00,97.19
1772.00,97.18
1771.00,97.18
1770.00,97.20
1769.00,97.21
1768.00,97.21
1767.00,97.20
1766.00,97.20
1765.00,97.21
1764.00,97.22
1763.00,97.22
1762.00,97.22
1761.00,97.20
1760.00,97.19
1759.00,97.19
1758.00,97.21
1757.00,97.22
1756.00,97.21
1755.00,97.19
1754.00,97.18
1753.00,97.16
1752.00,97.13
1751.00,97.11
1750.00,97.10
1749.00,97.10
1748.00,97.11
1747.00,97.13
1746.00,97.16
1745.00,97.17
1744.00,97.16
1743.00,97.12
1742.00,97.10
1741.00,97.08
1740.00,97.06
1739.00,97.05
1738.00,97.04
1737.00,97.03
1736.00,97.01
1735.00,97.00
1734.00,96.99
1733.00,96.98
1732.00,96.98
1731.00,96.99
1730.00,96.99
1729.00,96.96
1728.00,96.94
1727.00,96.93
1726.00,96.94
1725.00,96.93
1724.00,96.92
1723.00,96.91
1722.00,96.90
1721.00,96.89
1720.00,96.87
1719.00,96.86
1718.00,96.85
1717.00,96.84
1716.00,96.80
1715.00,96.75
1714.00,96.69
1713.00,96.63
1712.00,96.57
1711.00,96.53
1710.00,96.49
1709.00,96.45
1708.00,96.41
1707.00,96.35
1706.00,96.26
1705.00,96.16
1704.00,96.06
1703.00,95.99
1702.00,95.93
1701.00,95.80
1700.00,95.59
1699.00,95.41
1698.00,95.30
1697.00,95.19
1696.00,95.06
1695.00,94.91
1694.00,94.79
1693.00,94.68
1692.00,94.57
1691.00,94.45
1690.00,94.33
1689.00,94.19
1688.00,94.06
1687.00,93.94
1686.00,93.83
1685.00,93.70
1684.00,93.52
1683.00,93.35
1682.00,93.24
1681.00,93.14
1680.00,93.03
1679.00,92.92
1678.00,92.82
1677.00,92.70
1676.00,92.55
1675.00,92.37
1674.00,92.23
1673.00,92.11
1672.00,92.01
1671.00,91.90
1670.00,91.77
1669.00,91.61
1668.00,91.46
1667.00,91.34
1666.00,91.23
1665.00,91.11
1664.00,90.96
1663.00,90.80
1662.00,90.64
1661.00,90.50
1660.00,90.36
1659.00,90.23
1658.00,90.12
1657.00,90.01
1656.00,89.87
1655.00,89.71
1654.00,89.48
1653.00,89.22
1652.00,89.06
1651.00,89.02
1650.00,89.00
1649.00,88.94
1648.00,88.84
1647.00,88.71
1646.00,88.59
1645.00,88.51
1644.00,88.46
1643.00,88.42
1642.00,88.40
1641.00,88.38
1640.00,88.36
1639.00,88.34
1638.00,88.31
1637.00,88.30
1636.00,88.30
1635.00,88.29
1634.00,88.28
1633.00,88.28
1632.00,88.28
1631.00,88.29
1630.00,88.31
1629.00,88.35
1628.00,88.39
1627.00,88.43
1626.00,88.48
1625.00,88.53
1624.00,88.58
1623.00,88.65
1622.00,88.73
1621.00,88.83
1620.00,88.93
1619.00,89.03
1618.00,89.15
1617.00,89.30
1616.00,89.47
1615.00,89.62
1614.00,89.77
1613.00,89.92
1612.00,90.08
1611.00,90.25
1610.00,90.41
1609.00,90.56
1608.00,90.70
1607.00,90.83
1606.00,90.95
1605.00,91.07
1604.00,91.20
1603.00,91.31
1602.00,91.42
1601.00,91.53
1600.00,91.65
1599.00,91.77
1598.00,91.88
1597.00,91.98
1596.00,92.08
1595.00,92.17
1594.00,92.25
1593.00,92.33
1592.00,92.40
1591.00,92.47
1590.00,92.52
1589.00,92.55
1588.00,92.58
1587.00,92.59
1586.00,92.61
1585.00,92.65
1584.00,92.69
1583.00,92.74
1582.00,92.76
1581.00,92.78
1580.00,92.78
1579.00,92.76
1578.00,92.71
1577.00,92.66
1576.00,92.65
1575.00,92.65
1574.00,92.67
1573.00,92.67
1572.00,92.67
1571.00,92.64
1570.00,92.57
1569.00,92.50
1568.00,92.44
1567.00,92.39
1566.00,92.34
1565.00,92.30
1564.00,92.25
1563.00,92.19
1562.00,92.13
1561.00,92.06
1560.00,91.94
1559.00,91.76
1558.00,91.60
1557.00,91.53
1556.00,91.48
1555.00,91.40
1554.00,91.32
1553.00,91.23
1552.00,91.15
1551.00,91.06
1550.00,90.97
1549.00,90.87
1548.00,90.79
1547.00,90.72
1546.00,90.66
1545.00,90.59
1544.00,90.51
1543.00,90.44
1542.00,90.35
1541.00,90.26
1540.00,90.18
1539.00,90.15
1538.00,90.14
1537.00,90.13
1536.00,90.11
1535.00,90.09
1534.00,90.08
1533.00,90.07
1532.00,90.05
1531.00,90.03
1530.00,90.01
1529.00,90.00
1528.00,90.00
1527.00,90.00
1526.00,90.02
1525.00,90.02
1524.00,90.02
1523.00,90.01
1522.00,90.00
1521.00,89.97
1520.00,89.96
1519.00,89.95
1518.00,89.94
1517.00,89.92
1516.00,89.91
1515.00,89.90
1514.00,89.92
1513.00,89.96
1512.00,90.02
1511.00,90.08
1510.00,90.13
1509.00,90.18
1508.00,90.24
1507.00,90.34
1506.00,90.42
1505.00,90.48
1504.00,90.55
1503.00,90.62
1502.00,90.71
1501.00,90.81
1500.00,90.91
1499.00,91.00
1498.00,91.09
1497.00,91.19
1496.00,91.29
1495.00,91.39
1494.00,91.47
1493.00,91.56
1492.00,91.66
1491.00,91.78
1490.00,91.89
1489.00,91.95
1488.00,92.00
1487.00,92.03
1486.00,92.08
1485.00,92.12
1484.00,92.17
1483.00,92.21
1482.00,92.25
1481.00,92.27
1480.00,92.26
1479.00,92.24
1478.00,92.22
1477.00,92.18
1476.00,92.13
1475.00,92.06
1474.00,91.97
1473.00,91.84
1472.00,91.69
1471.00,91.56
1470.00,91.47
1469.00,91.41
1468.00,91.36
1467.00,91.33
1466.00,91.30
1465.00,91.24
1464.00,91.18
1463.00,91.12
1462.00,91.10
1461.00,91.10
1460.00,91.08
1459.00,91.05
1458.00,90.97
1457.00,90.86
1456.00,90.74
1455.00,90.66
1454.00,90.61
1453.00,90.57
1452.00,90.55
1451.00,90.52
1450.00,90.47
1449.00,90.42
1448.00,90.36
1447.00,90.32
1446.00,90.30
1445.00,90.28
1444.00,90.27
1443.00,90.27
1442.00,90.26
1441.00,90.26
1440.00,90.26
1439.00,90.28
1438.00,90.30
1437.00,90.32
1436.00,90.34
1435.00,90.36
1434.00,90.40
1433.00,90.44
1432.00,90.48
1431.00,90.50
1430.00,90.52
1429.00,90.52
1428.00,90.52
1427.00,90.53
1426.00,90.54
1425.00,90.55
1424.00,90.54
1423.00,90.52
1422.00,90.51
1421.00,90.51
1420.00,90.51
1419.00,90.49
1418.00,90.45
1417.00,90.42
1416.00,90.40
1415.00,90.39
1414.00,90.39
1413.00,90.39
1412.00,90.38
1411.00,90.38
1410.00,90.39
1409.00,90.39
1408.00,90.39
1407.00,90.38
1406.00,90.38
1405.00,90.37
1404.00,90.34
1403.00,90.32
1402.00,90.30
1401.00,90.30
1400.00,90.30
1399.00,90.28
1398.00,90.26
1397.00,90.23
1396.00,90.21
1395.00,90.18
1394.00,90.15
1393.00,90.11
1392.00,90.08
1391.00,90.05
1390.00,90.04
1389.00,90.02
1388.00,89.98
1387.00,89.92
1386.00,89.85
1385.00,89.78
1384.00,89.71
1383.00,89.63
1382.00,89.56
1381.00,89.49
1380.00,89.43
1379.00,89.38
1378.00,89.34
1377.00,89.29
1376.00,89.25
1375.00,89.20
1374.00,89.16
1373.00,89.12
1372.00,89.08
1371.00,89.06
1370.00,89.05
1369.00,89.05
1368.00,89.06
1367.00,89.08
1366.00,89.12
1365.00,89.17
1364.00,89.23
1363.00,89.28
1362.00,89.32
1361.00,89.37
1360.00,89.43
1359.00,89.50
1358.00,89.57
1357.00,89.63
1356.00,89.68
1355.00,89.74
1354.00,89.80
1353.00,89.86
1352.00,89.90
1351.00,89.94
1350.00,89.98
1349.00,89.99
1348.00,89.99
1347.00,89.97
1346.00,89.96
1345.00,89.96
1344.00,89.95
1343.00,89.94
1342.00,89.93
1341.00,89.91
1340.00,89.89
1339.00,89.86
1338.00,89.83
1337.00,89.80
1336.00,89.80
1335.00,89.81
1334.00,89.82
1333.00,89.82
1332.00,89.81
1331.00,89.80
1330.00,89.81
1329.00,89.83
1328.00,89.85
1327.00,89.86
1326.00,89.87
1325.00,89.86
1324.00,89.85
1323.00,89.81
1322.00,89.77
1321.00,89.72
1320.00,89.66
1319.00,89.58
1318.00,89.49
1317.00,89.41
1316.00,89.37
1315.00,89.36
1314.00,89.36
1313.00,89.36
1312.00,89.35
1311.00,89.37
1310.00,89.40
1309.00,89.44
1308.00,89.49
1307.00,89.55
1306.00,89.61
1305.00,89.68
1304.00,89.74
1303.00,89.80
1302.00,89.86
1301.00,89.92
1300.00,89.97
1299.00,90.03
1298.00,90.09
1297.00,90.15
1296.00,90.21
1295.00,90.27
1294.00,90.34
1293.00,90.41
1292.00,90.48
1291.00,90.55
1290.00,90.61
1289.00,90.67
1288.00,90.70
1287.00,90.73
1286.00,90.74
1285.00,90.74
1284.00,90.73
1283.00,90.70
1282.00,90.67
1281.00,90.63
1280.00,90.60
1279.00,90.58
1278.00,90.57
1277.00,90.55
1276.00,90.53
1275.00,90.52
1274.00,90.52
1273.00,90.51
1272.00,90.47
1271.00,90.43
1270.00,90.39
1269.00,90.35
1268.00,90.32
1267.00,90.30
1266.00,90.30
1265.00,90.29
1264.00,90.28
1263.00,90.25
1262.00,90.21
1261.00,90.17
1260.00,90.15
1259.00,90.15
1258.00,90.16
1257.00,90.18
1256.00,90.21
1255.00,90.24
1254.00,90.27
1253.00,90.29
1252.00,90.30
1251.00,90.31
1250.00,90.32
1249.00,90.33
1248.00,90.34
1247.00,90.35
1246.00,90.35
1245.00,90.33
1244.00,90.30
1243.00,90.27
1242.00,90.25
1241.00,90.22
1240.00,90.18
1239.00,90.14
1238.00,90.12
1237.00,90.12
1236.00,90.13
1235.00,90.14
1234.00,90.15
1233.00,90.17
1232.00,90.20
1231.00,90.24
1230.00,90.28
1229.00,90.32
1228.00,90.37
1227.00,90.44
1226.00,90.51
1225.00,90.59
1224.00,90.67
1223.00,90.77
1222.00,90.86
1221.00,90.95
1220.00,91.04
1219.00,91.14
1218.00,91.24
1217.00,91.34
1216.00,91.41
1215.00,91.45
1214.00,91.50
1213.00,91.54
1212.00,91.56
1211.00,91.54
1210.00,91.50
1209.00,91.45
1208.00,91.41
1207.00,91.36
1206.00,91.31
1205.00,91.24
1204.00,91.18
1203.00,91.15
1202.00,91.13
1201.00,91.14
1200.00,91.16
1199.00,91.19
1198.00,91.23
1197.00,91.27
1196.00,91.34
1195.00,91.42
1194.00,91.52
1193.00,91.63
1192.00,91.75
1191.00,91.86
1190.00,91.98
1189.00,92.07
1188.00,92.15
1187.00,92.21
1186.00,92.24
1185.00,92.25
1184.00,92.24
1183.00,92.23
1182.00,92.20
1181.00,92.13
1180.00,92.03
1179.00,91.91
1178.00,91.78
1177.00,91.65
1176.00,91.50
1175.00,91.35
1174.00,91.19
1173.00,91.01
1172.00,90.82
1171.00,90.61
1170.00,90.40
1169.00,90.15
1168.00,89.89
1167.00,89.62
1166.00,89.35
1165.00,89.07
1164.00,88.77
1163.00,88.47
1162.00,88.20
1161.00,87.97
1160.00,87.77
1159.00,87.61
1158.00,87.50
1157.00,87.46
1156.00,87.47
1155.00,87.51
1154.00,87.59
1153.00,87.68
1152.00,87.81
1151.00,87.95
1150.00,88.11
1149.00,88.27
1148.00,88.45
1147.00,88.63
1146.00,88.82
1145.00,88.98
1144.00,89.10
1143.00,89.20
1142.00,89.26
1141.00,89.26
1140.00,89.22
1139.00,89.16
1138.00,89.09
1137.00,89.01
1136.00,88.92
1135.00,88.82
1134.00,88.70
1133.00,88.58
1132.00,88.43
1131.00,88.26
1130.00,88.07
1129.00,87.86
1128.00,87.66
1127.00,87.44
1126.00,87.23
1125.00,87.02
1124.00,86.81
1123.00,86.62
1122.00,86.43
1121.00,86.24
1120.00,86.03
1119.00,85.82
1118.00,85.61
1117.00,85.43
1116.00,85.27
1115.00,85.14
1114.00,85.01
1113.00,84.89
1112.00,84.77
1111.00,84.68
1110.00,84.62
1109.00,84.56
1108.00,84.49
1107.00,84.41
1106.00,84.33
1105.00,84.25
1104.00,84.16
1103.00,84.03
1102.00,83.88
1101.00,83.73
1100.00,83.58
1099.00,83.43
1098.00,83.29
1097.00,83.13
1096.00,82.97
1095.00,82.83
1094.00,82.71
1093.00,82.61
1092.00,82.52
1091.00,82.42
1090.00,82.32
1089.00,82.20
1088.00,82.09
1087.00,81.98
1086.00,81.87
1085.00,81.73
1084.00,81.56
1083.00,81.38
1082.00,81.19
1081.00,80.98
1080.00,80.77
1079.00,80.55
1078.00,80.33
1077.00,80.11
1076.00,79.88
1075.00,79.66
1074.00,79.48
1073.00,79.30
1072.00,79.11
1071.00,78.89
1070.00,78.67
1069.00,78.47
1068.00,78.29
1067.00,78.12
1066.00,77.94
1065.00,77.75
1064.00,77.57
1063.00,77.43
1062.00,77.31
1061.00,77.17
1060.00,77.02
1059.00,76.89
1058.00,76.79
1057.00,76.69
1056.00,76.60
1055.00,76.52
1054.00,76.45
1053.00,76.38
1052.00,76.32
1051.00,76.30
1050.00,76.31
1049.00,76.31
1048.00,76.27
1047.00,76.21
1046.00,76.16
1045.00,76.12
1044.00,76.10
1043.00,76.08
1042.00,76.08
1041.00,76.06
1040.00,76.03
1039.00,76.00
1038.00,75.98
1037.00,75.95
1036.00,75.90
1035.00,75.81
1034.00,75.69
1033.00,75.54
1032.00,75.36
1031.00,75.18
1030.00,75.02
1029.00,74.87
1028.00,74.72
1027.00,74.58
1026.00,74.45
1025.00,74.30
1024.00,74.15
1023.00,74.01
1022.00,73.90
1021.00,73.81
1020.00,73.74
1019.00,73.70
1018.00,73.70
1017.00,73.75
1016.00,73.84
1015.00,73.95
1014.00,74.07
1013.00,74.22
1012.00,74.39
1011.00,74.57
1010.00,74.76
1009.00,74.94
1008.00,75.12
1007.00,75.29
1006.00,75.45
1005.00,75.56
1004.00,75.63
1003.00,75.68
1002.00,75.69
1001.00,75.64
1000.00,75.55
999.00,75.44
998.00,75.34
997.00,75.24
996.00,75.17
995.00,75.15
994.00,75.17
993.00,75.23
992.00,75.31
991.00,75.44
990.00,75.62
989.00,75.86
988.00,76.14
987.00,76.47
986.00,76.82
985.00,77.18
984.00,77.55
983.00,77.93
982.00,78.30
981.00,78.67
980.00,79.03
979.00,79.40
978.00,79.76
977.00,80.09
976.00,80.38
975.00,80.63
974.00,80.86
973.00,81.07
972.00,81.28
971.00,81.47
970.00,81.64
969.00,81.79
968.00,81.93
967.00,82.09
966.00,82.25
965.00,82.40
964.00,82.53
963.00,82.67
962.00,82.83
961.00,83.01
960.00,83.18
959.00,83.34
958.00,83.50
957.00,83.68
956.00,83.88
955.00,84.07
954.00,84.26
953.00,84.44
952.00,84.60
951.00,84.77
950.00,84.93
949.00,85.10
948.00,85.27
947.00,85.43
946.00,85.58
945.00,85.71
944.00,85.82
943.00,85.95
942.00,86.07
941.00,86.17
940.00,86.23
939.00,86.29
938.00,86.35
937.00,86.43
936.00,86.50
935.00,86.57
934.00,86.64
933.00,86.73
932.00,86.80
931.00,86.86
930.00,86.90
929.00,86.93
928.00,86.98
927.00,87.04
926.00,87.11
925.00,87.18
924.00,87.23
923.00,87.29
922.00,87.36
921.00,87.43
920.00,87.50
919.00,87.58
918.00,87.64
917.00,87.70
916.00,87.73
915.00,87.76
914.00,87.78
913.00,87.79
912.00,87.76
911.00,87.70
910.00,87.63
