Created as New Dataset,17.1 Raw, thrown
cm-1,%T
3648.00,99.85
3647.00,99.86
3646.00,99.86
3645.00,99.85
3644.00,99.84
3643.00,99.83
3642.00,99.82
3641.00,99.83
3640.00,99.84
3639.00,99.84
3638.00,99.83
3637.00,99.81
3636.00,99.79
3635.00,99.78
3634.00,99.78
3633.00,99.79
3632.00,99.79
3631.00,99.77
3630.00,99.74
3629.00,99.70
3628.00,99.67
3627.00,99.68
3626.00,99.70
3625.00,99.73
3624.00,99.75
3623.00,99.76
3622.00,99.76
3621.00,99.76
3620.00,99.75
3619.00,99.74
3618.00,99.72
3617.00,99.69
3616.00,99.65
3615.00,99.62
3614.00,99.59
3613.00,99.58
3612.00,99.58
3611.00,99.59
3610.00,99.61
3609.00,99.61
3608.00,99.60
3607.00,99.58
3606.00,99.55
3605.00,99.53
3604.00,99.51
3603.00,99.51
3602.00,99.51
3601.00,99.52
3600.00,99.52
3599.00,99.51
3598.00,99.50
3597.00,99.49
3596.00,99.48
3595.00,99.47
3594.00,99.45
3593.00,99.44
3592.00,99.42
3591.00,99.41
3590.00,99.41
3589.00,99.42
3588.00,99.43
3587.00,99.42
3586.00,99.40
3585.00,99.38
3584.00,99.37
3583.00,99.36
3582.00,99.34
3581.00,99.33
3580.00,99.32
3579.00,99.32
3578.00,99.32
3577.00,99.32
3576.00,99.32
3575.00,99.31
3574.00,99.30
3573.00,99.29
3572.00,99.28
3571.00,99.27
3570.00,99.27
3569.00,99.26
3568.00,99.26
3567.00,99.25
3566.00,99.24
3565.00,99.23
3564.00,99.21
3563.00,99.19
3562.00,99.17
3561.00,99.15
3560.00,99.14
3559.00,99.14
3558.00,99.14
3557.00,99.13
3556.00,99.11
3555.00,99.08
3554.00,99.05
3553.00,99.03
3552.00,99.01
3551.00,99.00
3550.00,98.99
3549.00,98.98
3548.00,98.96
3547.00,98.94
3546.00,98.93
3545.00,98.93
3544.00,98.94
3543.00,98.94
3542.00,98.94
3541.00,98.94
3540.00,98.92
3539.00,98.89
3538.00,98.86
3537.00,98.83
3536.00,98.81
3535.00,98.80
3534.00,98.79
3533.00,98.80
3532.00,98.82
3531.00,98.84
3530.00,98.85
3529.00,98.85
3528.00,98.83
3527.00,98.81
3526.00,98.79
3525.00,98.77
3524.00,98.74
3523.00,98.71
3522.00,98.68
3521.00,98.67
3520.00,98.66
3519.00,98.65
3518.00,98.64
3517.00,98.64
3516.00,98.64
3515.00,98.64
3514.00,98.63
3513.00,98.61
3512.00,98.59
3511.00,98.56
3510.00,98.54
3509.00,98.52
3508.00,98.51
3507.00,98.50
3506.00,98.50
3505.00,98.51
3504.00,98.50
3503.00,98.48
3502.00,98.45
3501.00,98.43
3500.00,98.42
3499.00,98.43
3498.00,98.44
3497.00,98.44
3496.00,98.43
3495.00,98.41
3494.00,98.39
3493.00,98.36
3492.00,98.35
3491.00,98.35
3490.00,98.35
3489.00,98.35
3488.00,98.35
3487.00,98.34
3486.00,98.34
3485.00,98.33
3484.00,98.33
3483.00,98.32
3482.00,98.30
3481.00,98.28
3480.00,98.26
3479.00,98.25
3478.00,98.24
3477.00,98.24
3476.00,98.23
3475.00,98.22
3474.00,98.22
3473.00,98.21
3472.00,98.19
3471.00,98.17
3470.00,98.15
3469.00,98.14
3468.00,98.13
3467.00,98.13
3466.00,98.12
3465.00,98.10
3464.00,98.07
3463.00,98.05
3462.00,98.03
3461.00,98.02
3460.00,98.02
3459.00,98.02
3458.00,98.01
3457.00,98.01
3456.00,98.00
3455.00,97.98
3454.00,97.96
3453.00,97.94
3452.00,97.92
3451.00,97.91
3450.00,97.91
3449.00,97.91
3448.00,97.91
3447.00,97.90
3446.00,97.88
3445.00,97.86
3444.00,97.85
3443.00,97.84
3442.00,97.83
3441.00,97.80
3440.00,97.78
3439.00,97.77
3438.00,97.78
3437.00,97.78
3436.00,97.78
3435.00,97.75
3434.00,97.73
3433.00,97.73
3432.00,97.74
3431.00,97.75
3430.00,97.74
3429.00,97.71
3428.00,97.68
3427.00,97.66
3426.00,97.65
3425.00,97.65
3424.00,97.65
3423.00,97.64
3422.00,97.63
3421.00,97.60
3420.00,97.57
3419.00,97.54
3418.00,97.52
3417.00,97.53
3416.00,97.55
3415.00,97.57
3414.00,97.57
3413.00,97.56
3412.00,97.53
3411.00,97.51
3410.00,97.50
3409.00,97.48
3408.00,97.46
3407.00,97.44
3406.00,97.43
3405.00,97.41
3404.00,97.40
3403.00,97.40
3402.00,97.39
3401.00,97.38
3400.00,97.36
3399.00,97.34
3398.00,97.33
3397.00,97.32
3396.00,97.31
3395.00,97.30
3394.00,97.29
3393.00,97.27
