Created as New Dataset,157. Hoechst (Red cloth)
cm-1,%T
2466.00,97.75
2465.00,97.74
2464.00,97.73
2463.00,97.72
2462.00,97.70
2461.00,97.69
2460.00,97.68
2459.00,97.67
2458.00,97.66
2457.00,97.65
2456.00,97.64
2455.00,97.64
2454.00,97.65
2453.00,97.66
2452.00,97.67
2451.00,97.68
2450.00,97.69
2449.00,97.70
2448.00,97.71
2447.00,97.70
2446.00,97.68
2445.00,97.68
2444.00,97.69
2443.00,97.70
2442.00,97.70
2441.00,97.69
2440.00,97.68
2439.00,97.68
2438.00,97.70
2437.00,97.71
2436.00,97.72
2435.00,97.71
2434.00,97.70
2433.00,97.69
2432.00,97.70
2431.00,97.72
2430.00,97.74
2429.00,97.75
2428.00,97.75
2427.00,97.75
2426.00,97.75
2425.00,97.75
2424.00,97.74
2423.00,97.72
2422.00,97.70
2421.00,97.69
2420.00,97.69
2419.00,97.69
2418.00,97.69
2417.00,97.70
2416.00,97.70
2415.00,97.71
2414.00,97.70
2413.00,97.69
2412.00,97.67
2411.00,97.66
2410.00,97.66
2409.00,97.67
2408.00,97.69
2407.00,97.71
2406.00,97.74
2405.00,97.77
2404.00,97.79
2403.00,97.79
2402.00,97.79
2401.00,97.78
2400.00,97.79
2399.00,97.80
2398.00,97.82
2397.00,97.83
2396.00,97.83
2395.00,97.83
2394.00,97.82
2393.00,97.81
2392.00,97.81
2391.00,97.81
2390.00,97.81
2389.00,97.81
2388.00,97.81
2387.00,97.82
2386.00,97.84
2385.00,97.85
2384.00,97.86
2383.00,97.86
2382.00,97.85
2381.00,97.84
2380.00,97.84
2379.00,97.85
2378.00,97.87
2377.00,97.91
2376.00,97.92
2375.00,97.91
2374.00,97.88
2373.00,97.88
2372.00,97.91
2371.00,97.95
2370.00,97.96
2369.00,97.92
2368.00,97.85
2367.00,97.80
2366.00,97.75
2365.00,97.72
2364.00,97.70
2363.00,97.70
2362.00,97.73
2361.00,97.78
2360.00,97.85
2359.00,97.91
2358.00,97.94
2357.00,97.95
2356.00,97.95
2355.00,97.93
2354.00,97.90
2353.00,97.87
2352.00,97.88
2351.00,97.91
2350.00,97.94
2349.00,97.97
2348.00,97.97
2347.00,97.95
2346.00,97.92
2345.00,97.89
2344.00,97.88
2343.00,97.90
2342.00,97.91
2341.00,97.92
2340.00,97.92
2339.00,97.92
2338.00,97.94
2337.00,97.98
2336.00,98.01
2335.00,98.03
2334.00,98.01
2333.00,97.96
2332.00,97.91
2331.00,97.86
2330.00,97.84
2329.00,97.83
2328.00,97.83
2327.00,97.82
2326.00,97.80
2325.00,97.79
2324.00,97.77
2323.00,97.76
2322.00,97.75
2321.00,97.74
2320.00,97.73
2319.00,97.71
2318.00,97.70
2317.00,97.69
2316.00,97.70
2315.00,97.72
2314.00,97.73
2313.00,97.73
2312.00,97.72
2311.00,97.69
2310.00,97.66
2309.00,97.63
2308.00,97.63
2307.00,97.64
2306.00,97.65
2305.00,97.64
2304.00,97.62
2303.00,97.60
2302.00,97.58
2301.00,97.56
2300.00,97.53
2299.00,97.51
2298.00,97.47
2297.00,97.43
2296.00,97.39
2295.00,97.36
2294.00,97.33
2293.00,97.31
2292.00,97.28
2291.00,97.25
2290.00,97.22
2289.00,97.20
2288.00,97.18
2287.00,97.15
2286.00,97.12
2285.00,97.10
2284.00,97.10
2283.00,97.10
2282.00,97.10
2281.00,97.09
2280.00,97.08
2279.00,97.05
2278.00,97.03
2277.00,97.00
2276.00,96.96
2275.00,96.91
2274.00,96.88
2273.00,96.84
2272.00,96.81
2271.00,96.79
2270.00,96.79
2269.00,96.81
2268.00,96.83
2267.00,96.83
2266.00,96.81
2265.00,96.80
2264.00,96.79
2263.00,96.79
2262.00,96.80
2261.00,96.81
2260.00,96.81
2259.00,96.79
2258.00,96.75
2257.00,96.71
2256.00,96.70
2255.00,96.70
2254.00,96.71
2253.00,96.71
2252.00,96.71
2251.00,96.72
2250.00,96.71
2249.00,96.68
2248.00,96.62
2247.00,96.56
2246.00,96.52
2245.00,96.52
2244.00,96.53
2243.00,96.54
2242.00,96.54
2241.00,96.53
2240.00,96.52
2239.00,96.50
2238.00,96.47
2237.00,96.43
2236.00,96.38
2235.00,96.34
2234.00,96.31
2233.00,96.32
2232.00,96.35
2231.00,96.38
2230.00,96.39
2229.00,96.38
2228.00,96.35
2227.00,96.32
2226.00,96.31
2225.00,96.29
2224.00,96.28
2223.00,96.29
2222.00,96.30
2221.00,96.30
2220.00,96.29
2219.00,96.25
2218.00,96.21
2217.00,96.16
2216.00,96.12
2215.00,96.11
2214.00,96.11
2213.00,96.13
2212.00,96.15
2211.00,96.18
2210.00,96.23
2209.00,96.28
2208.00,96.30
2207.00,96.28
2206.00,96.22
2205.00,96.15
2204.00,96.08
2203.00,96.05
2202.00,96.04
2201.00,96.03
2200.00,96.02
2199.00,95.98
2198.00,95.94
2197.00,95.94
2196.00,95.99
2195.00,96.08
2194.00,96.16
2193.00,96.16
2192.00,96.04
2191.00,95.89
2190.00,95.76
2189.00,95.72
2188.00,95.73
2187.00,95.75
2186.00,95.77
2185.00,95.77
2184.00,95.76
2183.00,95.74
2182.00,95.71
2181.00,95.69
2180.00,95.68
2179.00,95.68
2178.00,95.68
2177.00,95.68
2176.00,95.69
2175.00,95.68
2174.00,95.66
2173.00,95.63
2172.00,95.60
2171.00,95.57
2170.00,95.53
2169.00,95.49
2168.00,95.42
2167.00,95.32
2166.00,95.22
2165.00,95.12
2164.00,95.05
2163.00,94.99
2162.00,94.93
2161.00,94.92
2160.00,95.01
2159.00,95.20
2158.00,95.41
2157.00,95.57
2156.00,95.64
2155.00,95.67
2154.00,95.71
2153.00,95.77
2152.00,95.82
2151.00,95.86
2150.00,95.93
2149.00,96.01
2148.00,96.10
2147.00,96.16
2146.00,96.17
2145.00,96.16
2144.00,96.18
2143.00,96.23
2142.00,96.29
2141.00,96.36
2140.00,96.41
2139.00,96.43
2138.00,96.43
2137.00,96.44
2136.00,96.47
2135.00,96.53
2134.00,96.61
2133.00,96.68
2132.00,96.74
2131.00,96.77
2130.00,96.77
2129.00,96.76
2128.00,96.75
2127.00,96.78
2126.00,96.83
2125.00,96.87
2124.00,96.89
2123.00,96.90
2122.00,96.92
2121.00,96.94
2120.00,96.95
2119.00,96.92
2118.00,96.88
2117.00,96.83
2116.00,96.78
2115.00,96.76
2114.00,96.75
2113.00,96.74
2112.00,96.73
2111.00,96.71
2110.00,96.69
2109.00,96.66
2108.00,96.61
2107.00,96.57
2106.00,96.58
2105.00,96.62
2104.00,96.67
2103.00,96.69
2102.00,96.68
2101.00,96.64
2100.00,96.61
2099.00,96.59
2098.00,96.60
2097.00,96.63
2096.00,96.68
2095.00,96.72
2094.00,96.74
2093.00,96.73
2092.00,96.71
2091.00,96.68
2090.00,96.66
2089.00,96.63
2088.00,96.61
2087.00,96.63
2086.00,96.66
2085.00,96.68
2084.00,96.64
2083.00,96.58
2082.00,96.52
2081.00,96.49
2080.00,96.50
2079.00,96.52
2078.00,96.53
2077.00,96.53
2076.00,96.52
2075.00,96.51
2074.00,96.54
2073.00,96.57
2072.00,96.61
2071.00,96.62
2070.00,96.61
2069.00,96.62
2068.00,96.63
2067.00,96.64
2066.00,96.61
2065.00,96.56
2064.00,96.50
2063.00,96.48
2062.00,96.49
2061.00,96.52
2060.00,96.55
2059.00,96.55
2058.00,96.54
2057.00,96.51
2056.00,96.46
2055.00,96.40
2054.00,96.32
2053.00,96.23
2052.00,96.15
2051.00,96.09
2050.00,96.09
2049.00,96.12
2048.00,96.15
2047.00,96.14
2046.00,96.08
2045.00,96.00
2044.00,95.92
2043.00,95.86
2042.00,95.82
2041.00,95.79
2040.00,95.78
2039.00,95.77
2038.00,95.76
2037.00,95.76
2036.00,95.75
2035.00,95.72
2034.00,95.70
2033.00,95.66
2032.00,95.63
2031.00,95.60
2030.00,95.60
2029.00,95.64
2028.00,95.72
2027.00,95.80
2026.00,95.85
2025.00,95.85
2024.00,95.81
2023.00,95.77
2022.00,95.77
2021.00,95.81
2020.00,95.84
2019.00,95.85
2018.00,95.84
2017.00,95.83
2016.00,95.81
2015.00,95.81
2014.00,95.83
2013.00,95.87
2012.00,95.89
2011.00,95.88
2010.00,95.84
2009.00,95.82
2008.00,95.86
2007.00,95.92
2006.00,95.99
2005.00,96.04
2004.00,96.07
2003.00,96.09
2002.00,96.10
2001.00,96.11
2000.00,96.12
1999.00,96.13
1998.00,96.13
1997.00,96.12
1996.00,96.11
1995.00,96.11
1994.00,96.12
1993.00,96.13
1992.00,96.13
1991.00,96.13
1990.00,96.13
1989.00,96.12
1988.00,96.08
1987.00,96.03
1986.00,95.98
1985.00,95.95
1984.00,95.93
1983.00,95.88
1982.00,95.79
1981.00,95.65
1980.00,95.52
1979.00,95.47
1978.00,95.51
1977.00,95.63
1976.00,95.74
1975.00,95.81
1974.00,95.83
1973.00,95.83
1972.00,95.83
1971.00,95.86
1970.00,95.91
1969.00,95.96
1968.00,95.98
1967.00,95.98
1966.00,95.97
1965.00,95.96
1964.00,95.93
1963.00,95.89
1962.00,95.86
1961.00,95.87
1960.00,95.91
1959.00,95.95
1958.00,96.00
1957.00,96.03
1956.00,96.06
1955.00,96.09
1954.00,96.14
1953.00,96.20
1952.00,96.25
1951.00,96.29
1950.00,96.34
1949.00,96.39
1948.00,96.43
1947.00,96.45
1946.00,96.46
1945.00,96.49
1944.00,96.55
1943.00,96.62
1942.00,96.68
1941.00,96.71
1940.00,96.73
1939.00,96.75
1938.00,96.78
1937.00,96.81
1936.00,96.87
1935.00,96.94
1934.00,97.01
1933.00,97.06
1932.00,97.10
1931.00,97.11
1930.00,97.11
1929.00,97.11
1928.00,97.10
1927.00,97.10
1926.00,97.10
1925.00,97.12
1924.00,97.17
1923.00,97.23
1922.00,97.29
1921.00,97.32
1920.00,97.33
1919.00,97.34
1918.00,97.36
1917.00,97.39
1916.00,97.44
1915.00,97.47
1914.00,97.49
1913.00,97.49
1912.00,97.49
1911.00,97.49
1910.00,97.49
1909.00,97.48
1908.00,97.47
1907.00,97.48
1906.00,97.51
1905.00,97.56
1904.00,97.61
1903.00,97.64
1902.00,97.65
1901.00,97.65
1900.00,97.65
1899.00,97.65
1898.00,97.64
1897.00,97.64
1896.00,97.63
1895.00,97.63
1894.00,97.65
1893.00,97.69
1892.00,97.72
1891.00,97.75
1890.00,97.78
1889.00,97.80
1888.00,97.82
1887.00,97.83
1886.00,97.84
1885.00,97.85
1884.00,97.85
1883.00,97.84
1882.00,97.82
1881.00,97.80
1880.00,97.79
1879.00,97.80
1878.00,97.84
1877.00,97.87
1876.00,97.89
1875.00,97.89
1874.00,97.89
1873.00,97.91
1872.00,97.93
1871.00,97.94
1870.00,97.96
1869.00,97.96
1868.00,97.95
1867.00,97.94
1866.00,97.94
1865.00,97.95
1864.00,97.97
1863.00,97.98
1862.00,97.98
1861.00,97.96
1860.00,97.94
1859.00,97.94
1858.00,97.96
1857.00,97.98
1856.00,98.00
1855.00,98.01
1854.00,98.00
1853.00,97.99
1852.00,97.97
1851.00,97.96
1850.00,97.96
1849.00,97.96
1848.00,97.95
1847.00,97.92
1846.00,97.90
1845.00,97.89
1844.00,97.89
1843.00,97.89
1842.00,97.89
1841.00,97.92
1840.00,97.94
1839.00,97.96
1838.00,97.96
1837.00,97.95
1836.00,97.93
1835.00,97.90
1834.00,97.88
1833.00,97.87
1832.00,97.86
1831.00,97.84
1830.00,97.81
1829.00,97.80
1828.00,97.79
1827.00,97.79
1826.00,97.79
1825.00,97.81
1824.00,97.84
1823.00,97.86
1822.00,97.87
1821.00,97.88
1820.00,97.89
1819.00,97.91
1818.00,97.92
1817.00,97.93
1816.00,97.92
1815.00,97.92
1814.00,97.92
1813.00,97.93
1812.00,97.95
1811.00,97.97
1810.00,97.99
1809.00,98.00
1808.00,98.01
1807.00,98.02
1806.00,98.03
1805.00,98.06
1804.00,98.08
1803.00,98.09
1802.00,98.09
1801.00,98.09
1800.00,98.10
1799.00,98.12
1798.00,98.14
1797.00,98.16
1796.00,98.17
1795.00,98.16
1794.00,98.15
1793.00,98.14
1792.00,98.14
1791.00,98.16
1790.00,98.19
1789.00,98.21
1788.00,98.22
1787.00,98.23
1786.00,98.22
1785.00,98.22
1784.00,98.22
1783.00,98.22
1782.00,98.22
1781.00,98.23
1780.00,98.23
1779.00,98.24
1778.00,98.25
1777.00,98.27
1776.00,98.29
1775.00,98.29
1774.00,98.28
1773.00,98.29
1772.00,98.29
1771.00,98.26
1770.00,98.24
1769.00,98.23
1768.00,98.23
1767.00,98.22
1766.00,98.20
1765.00,98.18
1764.00,98.18
1763.00,98.16
1762.00,98.13
1761.00,98.11
1760.00,98.07
1759.00,98.01
1758.00,97.93
1757.00,97.84
1756.00,97.75
1755.00,97.65
1754.00,97.53
1753.00,97.40
1752.00,97.22
1751.00,96.96
1750.00,96.64
1749.00,96.28
1748.00,95.85
1747.00,95.36
1746.00,94.80
1745.00,94.16
1744.00,93.45
1743.00,92.66
1742.00,91.82
1741.00,90.89
1740.00,89.86
1739.00,88.80
1738.00,87.88
1737.00,87.08
1736.00,86.22
1735.00,85.08
1734.00,83.69
1733.00,82.44
1732.00,81.43
1731.00,80.46
1730.00,79.42
1729.00,78.33
1728.00,77.27
1727.00,76.25
1726.00,75.23
1725.00,74.19
1724.00,73.12
1723.00,72.03
1722.00,70.98
1721.00,70.01
1720.00,69.04
1719.00,67.92
1718.00,66.63
1717.00,65.44
1716.00,64.56
1715.00,63.92
1714.00,63.50
1713.00,63.36
1712.00,63.51
1711.00,63.87
1710.00,64.41
1709.00,65.14
1708.00,66.06
1707.00,67.18
1706.00,68.53
1705.00,69.95
1704.00,71.13
1703.00,72.03
1702.00,72.94
1701.00,74.36
1700.00,76.13
1699.00,77.49
1698.00,78.35
1697.00,79.16
1696.00,80.15
1695.00,81.13
1694.00,81.84
1693.00,82.36
1692.00,82.83
1691.00,83.35
1690.00,83.88
1689.00,84.34
1688.00,84.70
1687.00,84.97
1686.00,85.18
1685.00,85.44
1684.00,85.78
1683.00,86.07
1682.00,86.31
1681.00,86.55
1680.00,86.83
1679.00,87.11
1678.00,87.37
1677.00,87.63
1676.00,87.94
1675.00,88.29
1674.00,88.59
1673.00,88.80
1672.00,88.97
1671.00,89.18
1670.00,89.47
1669.00,89.80
1668.00,90.11
1667.00,90.36
1666.00,90.56
1665.00,90.75
1664.00,90.99
1663.00,91.26
1662.00,91.54
1661.00,91.76
1660.00,91.95
1659.00,92.11
1658.00,92.26
1657.00,92.39
1656.00,92.51
1655.00,92.64
1654.00,92.81
1653.00,93.02
1652.00,93.17
1651.00,93.22
1650.00,93.22
1649.00,93.24
1648.00,93.31
1647.00,93.41
1646.00,93.54
1645.00,93.67
1644.00,93.76
1643.00,93.83
1642.00,93.89
1641.00,93.94
1640.00,93.98
1639.00,94.03
1638.00,94.07
1637.00,94.12
1636.00,94.18
1635.00,94.24
1634.00,94.27
1633.00,94.30
1632.00,94.33
1631.00,94.36
1630.00,94.39
1629.00,94.43
1628.00,94.48
1627.00,94.51
1626.00,94.54
1625.00,94.55
1624.00,94.59
1623.00,94.63
1622.00,94.67
1621.00,94.68
1620.00,94.68
1619.00,94.67
1618.00,94.63
1617.00,94.56
1616.00,94.48
1615.00,94.43
1614.00,94.41
1613.00,94.43
1612.00,94.46
1611.00,94.52
1610.00,94.59
1609.00,94.67
1608.00,94.73
1607.00,94.79
1606.00,94.85
1605.00,94.90
1604.00,94.95
1603.00,95.00
1602.00,95.04
1601.00,95.07
1600.00,95.10
1599.00,95.14
1598.00,95.18
1597.00,95.22
1596.00,95.26
1595.00,95.30
1594.00,95.35
1593.00,95.38
1592.00,95.41
1591.00,95.44
1590.00,95.46
1589.00,95.47
1588.00,95.45
1587.00,95.40
1586.00,95.31
1585.00,95.18
1584.00,95.01
1583.00,94.83
1582.00,94.64
1581.00,94.46
1580.00,94.31
1579.00,94.22
1578.00,94.21
1577.00,94.29
1576.00,94.45
1575.00,94.62
1574.00,94.76
1573.00,94.87
1572.00,94.99
1571.00,95.12
1570.00,95.27
1569.00,95.43
1568.00,95.55
1567.00,95.64
1566.00,95.71
1565.00,95.77
1564.00,95.82
1563.00,95.86
1562.00,95.88
1561.00,95.85
1560.00,95.85
1559.00,95.86
1558.00,95.86
1557.00,95.88
1556.00,95.89
1555.00,95.89
1554.00,95.87
1553.00,95.87
1552.00,95.88
1551.00,95.91
1550.00,95.94
1549.00,95.95
1548.00,95.95
1547.00,95.96
1546.00,95.96
1545.00,95.97
1544.00,95.96
1543.00,95.95
1542.00,95.94
1541.00,95.93
1540.00,95.91
1539.00,95.90
1538.00,95.90
1537.00,95.90
1536.00,95.91
1535.00,95.93
1534.00,95.96
1533.00,95.98
1532.00,95.98
1531.00,95.97
1530.00,95.96
1529.00,95.96
1528.00,95.96
1527.00,95.97
1526.00,95.98
1525.00,95.99
1524.00,96.01
1523.00,96.06
1522.00,96.12
1521.00,96.17
1520.00,96.18
1519.00,96.17
1518.00,96.16
1517.00,96.11
1516.00,96.03
1515.00,95.93
1514.00,95.81
1513.00,95.66
1512.00,95.49
1511.00,95.28
1510.00,95.02
1509.00,94.68
1508.00,94.13
1507.00,93.34
1506.00,92.76
1505.00,92.70
1504.00,92.98
1503.00,93.42
1502.00,93.93
1501.00,94.43
1500.00,94.89
1499.00,95.28
1498.00,95.61
1497.00,95.85
1496.00,96.00
1495.00,96.08
1494.00,96.13
1493.00,96.16
1492.00,96.18
1491.00,96.19
1490.00,96.18
1489.00,96.10
1488.00,95.97
1487.00,95.84
1486.00,95.70
1485.00,95.58
1484.00,95.45
1483.00,95.33
1482.00,95.20
1481.00,95.04
1480.00,94.86
1479.00,94.68
1478.00,94.49
1477.00,94.27
1476.00,94.02
1475.00,93.75
1474.00,93.43
1473.00,93.09
1472.00,92.85
1471.00,92.82
1470.00,92.98
1469.00,93.22
1468.00,93.47
1467.00,93.70
1466.00,93.89
1465.00,94.02
1464.00,94.09
1463.00,94.10
1462.00,94.07
1461.00,94.02
1460.00,93.98
1459.00,93.94
1458.00,93.88
1457.00,93.78
1456.00,93.69
1455.00,93.65
1454.00,93.63
1453.00,93.64
1452.00,93.67
1451.00,93.72
1450.00,93.77
1449.00,93.84
1448.00,93.93
1447.00,94.01
1446.00,94.08
1445.00,94.14
1444.00,94.20
1443.00,94.26
1442.00,94.32
1441.00,94.38
1440.00,94.44
1439.00,94.49
1438.00,94.58
1437.00,94.71
1436.00,94.88
1435.00,95.05
1434.00,95.21
1433.00,95.35
1432.00,95.49
1431.00,95.63
1430.00,95.76
1429.00,95.86
1428.00,95.94
1427.00,95.98
1426.00,96.00
1425.00,95.99
1424.00,95.94
1423.00,95.84
1422.00,95.70
1421.00,95.49
1420.00,95.15
1419.00,94.64
1418.00,93.97
1417.00,93.18
1416.00,92.26
1415.00,91.18
1414.00,89.96
1413.00,88.67
1412.00,87.41
1411.00,86.38
1410.00,85.70
1409.00,85.42
1408.00,85.53
1407.00,86.01
1406.00,86.79
1405.00,87.76
1404.00,88.73
1403.00,89.58
1402.00,90.28
1401.00,90.87
1400.00,91.43
1399.00,91.95
1398.00,92.37
1397.00,92.69
1396.00,92.93
1395.00,93.13
1394.00,93.30
1393.00,93.42
1392.00,93.49
1391.00,93.53
1390.00,93.54
1389.00,93.54
1388.00,93.52
1387.00,93.51
1386.00,93.50
1385.00,93.51
1384.00,93.53
1383.00,93.57
1382.00,93.62
1381.00,93.66
1380.00,93.69
1379.00,93.70
1378.00,93.70
1377.00,93.69
1376.00,93.66
1375.00,93.61
1374.00,93.55
1373.00,93.49
1372.00,93.45
1371.00,93.43
1370.00,93.45
1369.00,93.52
1368.00,93.64
1367.00,93.81
1366.00,94.00
1365.00,94.20
1364.00,94.41
1363.00,94.63
1362.00,94.82
1361.00,94.98
1360.00,95.08
1359.00,95.14
1358.00,95.15
1357.00,95.13
1356.00,95.07
1355.00,94.98
1354.00,94.85
1353.00,94.65
1352.00,94.37
1351.00,93.99
1350.00,93.48
1349.00,92.82
1348.00,92.00
1347.00,91.01
1346.00,89.88
1345.00,88.66
1344.00,87.42
1343.00,86.28
1342.00,85.34
1341.00,84.69
1340.00,84.42
1339.00,84.59
1338.00,85.17
1337.00,86.08
1336.00,87.18
1335.00,88.38
1334.00,89.58
1333.00,90.71
1332.00,91.70
1331.00,92.52
1330.00,93.17
1329.00,93.65
1328.00,94.01
1327.00,94.25
1326.00,94.39
1325.00,94.46
1324.00,94.49
1323.00,94.49
1322.00,94.46
1321.00,94.41
1320.00,94.33
1319.00,94.23
1318.00,94.11
1317.00,93.98
1316.00,93.85
1315.00,93.71
1314.00,93.56
1313.00,93.39
1312.00,93.19
1311.00,92.97
1310.00,92.74
1309.00,92.51
1308.00,92.28
1307.00,92.04
1306.00,91.79
1305.00,91.51
1304.00,91.20
1303.00,90.85
1302.00,90.47
1301.00,90.04
1300.00,89.57
1299.00,89.07
1298.00,88.54
1297.00,87.99
1296.00,87.43
1295.00,86.87
1294.00,86.32
1293.00,85.77
1292.00,85.24
1291.00,84.71
1290.00,84.19
1289.00,83.68
1288.00,83.18
1287.00,82.68
1286.00,82.20
1285.00,81.71
1284.00,81.20
1283.00,80.70
1282.00,80.19
1281.00,79.67
1280.00,79.15
1279.00,78.62
1278.00,78.10
1277.00,77.58
1276.00,77.07
1275.00,76.54
1274.00,75.98
1273.00,75.39
1272.00,74.75
1271.00,74.10
1270.00,73.45
1269.00,72.78
1268.00,72.11
1267.00,71.46
1266.00,70.82
1265.00,70.21
1264.00,69.62
1263.00,69.10
1262.00,68.64
1261.00,68.24
1260.00,67.88
1259.00,67.56
1258.00,67.27
1257.00,67.00
1256.00,66.71
1255.00,66.41
1254.00,66.10
1253.00,65.74
1252.00,65.34
1251.00,64.92
1250.00,64.51
1249.00,64.09
1248.00,63.68
1247.00,63.30
1246.00,62.96
1245.00,62.65
1244.00,62.39
1243.00,62.22
1242.00,62.14
1241.00,62.17
1240.00,62.30
1239.00,62.55
1238.00,62.94
1237.00,63.45
1236.00,64.07
1235.00,64.81
1234.00,65.65
1233.00,66.54
1232.00,67.46
1231.00,68.38
1230.00,69.30
1229.00,70.17
1228.00,70.98
1227.00,71.74
1226.00,72.43
1225.00,73.06
1224.00,73.65
1223.00,74.24
1222.00,74.85
1221.00,75.48
1220.00,76.12
1219.00,76.77
1218.00,77.42
1217.00,78.06
1216.00,78.67
1215.00,79.27
1214.00,79.83
1213.00,80.35
1212.00,80.84
1211.00,81.31
1210.00,81.76
1209.00,82.20
1208.00,82.61
1207.00,82.99
1206.00,83.36
1205.00,83.73
1204.00,84.11
1203.00,84.49
1202.00,84.85
1201.00,85.20
1200.00,85.55
1199.00,85.90
1198.00,86.26
1197.00,86.61
1196.00,86.96
1195.00,87.31
1194.00,87.65
1193.00,87.98
1192.00,88.28
1191.00,88.53
1190.00,88.73
1189.00,88.89
1188.00,89.04
1187.00,89.18
1186.00,89.30
1185.00,89.38
1184.00,89.41
1183.00,89.42
1182.00,89.40
1181.00,89.38
1180.00,89.35
1179.00,89.32
1178.00,89.28
1177.00,89.24
1176.00,89.22
1175.00,89.24
1174.00,89.34
1173.00,89.52
1172.00,89.75
1171.00,90.03
1170.00,90.34
1169.00,90.66
1168.00,90.97
1167.00,91.23
1166.00,91.44
1165.00,91.61
1164.00,91.74
1163.00,91.83
1162.00,91.88
1161.00,91.90
1160.00,91.90
1159.00,91.87
1158.00,91.82
1157.00,91.74
1156.00,91.65
1155.00,91.53
1154.00,91.39
1153.00,91.22
1152.00,90.99
1151.00,90.73
1150.00,90.41
1149.00,90.06
1148.00,89.67
1147.00,89.26
1146.00,88.83
1145.00,88.37
1144.00,87.87
1143.00,87.35
1142.00,86.78
1141.00,86.14
1140.00,85.43
1139.00,84.66
1138.00,83.83
1137.00,82.92
1136.00,81.95
1135.00,80.94
1134.00,79.91
1133.00,78.90
1132.00,77.91
1131.00,76.96
1130.00,76.06
1129.00,75.20
1128.00,74.39
1127.00,73.64
1126.00,72.95
1125.00,72.33
1124.00,71.77
1123.00,71.30
1122.00,70.92
1121.00,70.59
1120.00,70.33
1119.00,70.16
1118.00,70.11
1117.00,70.12
1116.00,70.16
1115.00,70.18
1114.00,70.17
1113.00,70.10
1112.00,69.95
1111.00,69.74
1110.00,69.46
1109.00,69.10
1108.00,68.65
1107.00,68.16
1106.00,67.62
1105.00,67.05
1104.00,66.46
1103.00,65.89
1102.00,65.35
1101.00,64.83
1100.00,64.36
1099.00,63.99
1098.00,63.73
1097.00,63.55
1096.00,63.44
1095.00,63.41
1094.00,63.46
1093.00,63.57
1092.00,63.73
1091.00,63.95
1090.00,64.23
1089.00,64.54
1088.00,64.86
1087.00,65.22
1086.00,65.63
1085.00,66.06
1084.00,66.54
1083.00,67.08
1082.00,67.69
1081.00,68.35
1080.00,69.09
1079.00,69.90
1078.00,70.76
1077.00,71.62
1076.00,72.45
1075.00,73.24
1074.00,74.02
1073.00,74.77
1072.00,75.48
1071.00,76.15
1070.00,76.77
1069.00,77.33
1068.00,77.84
1067.00,78.32
1066.00,78.77
1065.00,79.19
1064.00,79.60
1063.00,80.00
1062.00,80.39
1061.00,80.73
1060.00,81.02
1059.00,81.27
1058.00,81.51
1057.00,81.73
1056.00,81.91
1055.00,82.04
1054.00,82.12
1053.00,82.16
1052.00,82.17
1051.00,82.15
1050.00,82.12
1049.00,82.08
1048.00,82.05
1047.00,82.04
1046.00,82.04
1045.00,82.04
1044.00,82.06
1043.00,82.11
1042.00,82.21
1041.00,82.35
1040.00,82.52
1039.00,82.73
1038.00,82.95
1037.00,83.17
1036.00,83.39
1035.00,83.64
1034.00,83.90
1033.00,84.15
1032.00,84.37
1031.00,84.53
1030.00,84.56
1029.00,84.39
1028.00,83.91
1027.00,83.05
1026.00,81.82
1025.00,80.35
1024.00,78.80
1023.00,77.35
1022.00,76.02
1021.00,74.76
1020.00,73.58
1019.00,72.57
1018.00,71.89
1017.00,71.72
1016.00,72.12
1015.00,73.08
1014.00,74.40
1013.00,75.87
1012.00,77.28
1011.00,78.54
1010.00,79.61
1009.00,80.52
1008.00,81.29
1007.00,81.95
1006.00,82.52
1005.00,82.99
1004.00,83.39
1003.00,83.72
1002.00,84.01
1001.00,84.27
1000.00,84.52
999.00,84.76
998.00,84.99
997.00,85.19
996.00,85.37
995.00,85.52
994.00,85.64
993.00,85.71
992.00,85.74
991.00,85.75
990.00,85.78
989.00,85.82
988.00,85.88
987.00,85.94
986.00,86.00
985.00,86.05
984.00,86.06
983.00,86.03
982.00,85.95
981.00,85.82
980.00,85.64
979.00,85.41
978.00,85.14
977.00,84.83
976.00,84.48
975.00,84.12
974.00,83.74
973.00,83.39
972.00,83.10
971.00,82.94
970.00,82.92
969.00,83.02
968.00,83.21
967.00,83.47
966.00,83.77
965.00,84.09
964.00,84.40
963.00,84.71
962.00,85.02
961.00,85.31
960.00,85.59
959.00,85.85
958.00,86.10
957.00,86.32
956.00,86.51
955.00,86.70
954.00,86.88
953.00,87.06
952.00,87.23
951.00,87.38
950.00,87.52
949.00,87.64
948.00,87.75
947.00,87.87
946.00,88.00
945.00,88.12
944.00,88.23
943.00,88.33
942.00,88.42
941.00,88.51
940.00,88.59
939.00,88.68
938.00,88.77
937.00,88.84
936.00,88.90
935.00,88.97
934.00,89.04
933.00,89.13
932.00,89.21
931.00,89.28
930.00,89.34
929.00,89.37
928.00,89.39
927.00,89.43
926.00,89.50
925.00,89.58
924.00,89.65
923.00,89.71
922.00,89.75
921.00,89.79
920.00,89.83
919.00,89.85
918.00,89.86
917.00,89.86
916.00,89.85
915.00,89.83
914.00,89.82
913.00,89.80
912.00,89.76
911.00,89.70
910.00,89.62
909.00,89.51
908.00,89.39
907.00,89.25
906.00,89.10
905.00,88.95
