Created as New Dataset,126 Shaw Industries (Green)
cm-1,%T
2462.00,99.65
2461.00,99.65
2460.00,99.64
2459.00,99.63
2458.00,99.62
2457.00,99.63
2456.00,99.64
2455.00,99.66
2454.00,99.67
2453.00,99.67
2452.00,99.65
2451.00,99.63
2450.00,99.61
2449.00,99.60
2448.00,99.58
2447.00,99.56
2446.00,99.56
2445.00,99.57
2444.00,99.60
2443.00,99.64
2442.00,99.67
2441.00,99.69
2440.00,99.71
2439.00,99.70
2438.00,99.70
2437.00,99.68
2436.00,99.66
2435.00,99.64
2434.00,99.61
2433.00,99.61
2432.00,99.61
2431.00,99.62
2430.00,99.62
2429.00,99.62
2428.00,99.63
2427.00,99.65
2426.00,99.67
2425.00,99.69
2424.00,99.69
2423.00,99.70
2422.00,99.70
2421.00,99.70
2420.00,99.71
2419.00,99.72
2418.00,99.73
2417.00,99.74
2416.00,99.76
2415.00,99.77
2414.00,99.77
2413.00,99.76
2412.00,99.74
2411.00,99.71
2410.00,99.69
2409.00,99.69
2408.00,99.71
2407.00,99.74
2406.00,99.79
2405.00,99.82
2404.00,99.83
2403.00,99.83
2402.00,99.83
2401.00,99.84
2400.00,99.84
2399.00,99.85
2398.00,99.86
2397.00,99.85
2396.00,99.85
2395.00,99.84
2394.00,99.85
2393.00,99.86
2392.00,99.86
2391.00,99.85
2390.00,99.85
2389.00,99.87
2388.00,99.89
2387.00,99.92
2386.00,99.95
2385.00,99.98
2384.00,100.02
2383.00,100.06
2382.00,100.11
2381.00,100.17
2380.00,100.23
2379.00,100.28
2378.00,100.33
2377.00,100.36
2376.00,100.41
2375.00,100.45
2374.00,100.50
2373.00,100.52
2372.00,100.50
2371.00,100.43
2370.00,100.34
2369.00,100.31
2368.00,100.36
2367.00,100.47
2366.00,100.57
2365.00,100.63
2364.00,100.65
2363.00,100.64
2362.00,100.61
2361.00,100.59
2360.00,100.57
2359.00,100.54
2358.00,100.51
2357.00,100.51
2356.00,100.54
2355.00,100.59
2354.00,100.63
2353.00,100.65
2352.00,100.66
2351.00,100.66
2350.00,100.67
2349.00,100.67
2348.00,100.67
2347.00,100.68
2346.00,100.68
2345.00,100.67
2344.00,100.68
2343.00,100.72
2342.00,100.75
2341.00,100.77
2340.00,100.78
2339.00,100.78
2338.00,100.76
2337.00,100.72
2336.00,100.67
2335.00,100.63
2334.00,100.60
2333.00,100.60
2332.00,100.63
2331.00,100.68
2330.00,100.71
2329.00,100.70
2328.00,100.68
2327.00,100.62
2326.00,100.52
2325.00,100.39
2324.00,100.29
2323.00,100.24
2322.00,100.26
2321.00,100.29
2320.00,100.29
2319.00,100.25
2318.00,100.19
2317.00,100.14
2316.00,100.11
2315.00,100.12
2314.00,100.15
2313.00,100.18
2312.00,100.17
2311.00,100.15
2310.00,100.12
2309.00,100.11
2308.00,100.11
2307.00,100.11
2306.00,100.09
2305.00,100.05
2304.00,100.00
2303.00,99.94
2302.00,99.88
2301.00,99.84
2300.00,99.82
2299.00,99.79
2298.00,99.76
2297.00,99.73
2296.00,99.70
2295.00,99.67
2294.00,99.64
2293.00,99.61
2292.00,99.58
2291.00,99.55
2290.00,99.52
2289.00,99.49
2288.00,99.44
2287.00,99.38
2286.00,99.32
2285.00,99.26
2284.00,99.21
2283.00,99.17
2282.00,99.14
2281.00,99.13
2280.00,99.12
2279.00,99.14
2278.00,99.16
2277.00,99.17
2276.00,99.16
2275.00,99.14
2274.00,99.10
2273.00,99.06
2272.00,99.01
2271.00,98.96
2270.00,98.92
2269.00,98.89
2268.00,98.88
2267.00,98.87
2266.00,98.87
2265.00,98.88
2264.00,98.90
2263.00,98.91
2262.00,98.90
2261.00,98.86
2260.00,98.81
2259.00,98.77
2258.00,98.75
2257.00,98.75
2256.00,98.77
2255.00,98.79
2254.00,98.78
2253.00,98.75
2252.00,98.72
2251.00,98.69
2250.00,98.66
2249.00,98.61
2248.00,98.55
2247.00,98.50
2246.00,98.48
2245.00,98.46
2244.00,98.43
2243.00,98.38
2242.00,98.33
2241.00,98.31
2240.00,98.32
2239.00,98.35
2238.00,98.38
2237.00,98.41
2236.00,98.44
2235.00,98.46
2234.00,98.45
2233.00,98.40
2232.00,98.33
2231.00,98.28
2230.00,98.27
2229.00,98.27
2228.00,98.26
2227.00,98.23
2226.00,98.22
2225.00,98.22
2224.00,98.21
2223.00,98.20
2222.00,98.19
2221.00,98.19
2220.00,98.20
2219.00,98.19
2218.00,98.18
2217.00,98.16
2216.00,98.13
2215.00,98.07
2214.00,98.01
2213.00,97.96
2212.00,97.95
2211.00,97.96
2210.00,97.97
2209.00,97.95
2208.00,97.93
2207.00,97.91
2206.00,97.90
2205.00,97.88
2204.00,97.86
2203.00,97.83
2202.00,97.80
2201.00,97.79
2200.00,97.79
2199.00,97.81
2198.00,97.83
2197.00,97.82
2196.00,97.79
2195.00,97.70
2194.00,97.60
2193.00,97.52
2192.00,97.51
2191.00,97.52
2190.00,97.50
2189.00,97.45
2188.00,97.40
2187.00,97.38
2186.00,97.38
2185.00,97.38
2184.00,97.35
2183.00,97.32
2182.00,97.29
2181.00,97.25
2180.00,97.22
2179.00,97.19
2178.00,97.20
2177.00,97.24
2176.00,97.27
2175.00,97.27
2174.00,97.25
2173.00,97.23
2172.00,97.21
2171.00,97.18
2170.00,97.14
2169.00,97.10
2168.00,97.07
2167.00,97.03
2166.00,96.95
2165.00,96.82
2164.00,96.68
2163.00,96.54
2162.00,96.46
2161.00,96.50
2160.00,96.66
2159.00,96.87
2158.00,97.05
2157.00,97.21
2156.00,97.37
2155.00,97.50
2154.00,97.57
2153.00,97.60
2152.00,97.60
2151.00,97.60
2150.00,97.58
2149.00,97.58
2148.00,97.63
2147.00,97.74
2146.00,97.86
2145.00,97.96
2144.00,98.03
2143.00,98.08
2142.00,98.12
2141.00,98.15
2140.00,98.19
2139.00,98.23
2138.00,98.28
2137.00,98.35
2136.00,98.43
2135.00,98.53
2134.00,98.62
2133.00,98.67
2132.00,98.72
2131.00,98.76
2130.00,98.80
2129.00,98.82
2128.00,98.81
2127.00,98.77
2126.00,98.74
2125.00,98.73
2124.00,98.75
2123.00,98.80
2122.00,98.84
2121.00,98.87
2120.00,98.89
2119.00,98.90
2118.00,98.88
2117.00,98.84
2116.00,98.80
2115.00,98.81
2114.00,98.84
2113.00,98.89
2112.00,98.92
2111.00,98.93
2110.00,98.92
2109.00,98.89
2108.00,98.86
2107.00,98.87
2106.00,98.89
2105.00,98.91
2104.00,98.91
2103.00,98.88
2102.00,98.82
2101.00,98.76
2100.00,98.70
2099.00,98.68
2098.00,98.70
2097.00,98.74
2096.00,98.79
2095.00,98.84
2094.00,98.87
2093.00,98.88
2092.00,98.87
2091.00,98.84
2090.00,98.81
2089.00,98.78
2088.00,98.76
2087.00,98.73
2086.00,98.71
2085.00,98.70
2084.00,98.69
2083.00,98.67
2082.00,98.65
2081.00,98.61
2080.00,98.58
2079.00,98.56
2078.00,98.53
2077.00,98.50
2076.00,98.47
2075.00,98.46
2074.00,98.46
2073.00,98.46
2072.00,98.48
2071.00,98.50
2070.00,98.51
2069.00,98.50
2068.00,98.47
2067.00,98.43
2066.00,98.42
2065.00,98.42
2064.00,98.43
2063.00,98.44
2062.00,98.44
2061.00,98.43
2060.00,98.41
2059.00,98.37
2058.00,98.32
2057.00,98.28
2056.00,98.27
2055.00,98.29
2054.00,98.31
2053.00,98.27
2052.00,98.13
2051.00,97.96
2050.00,97.81
2049.00,97.70
2048.00,97.64
2047.00,97.60
2046.00,97.61
2045.00,97.66
2044.00,97.71
2043.00,97.71
2042.00,97.67
2041.00,97.61
2040.00,97.56
2039.00,97.52
2038.00,97.49
2037.00,97.44
2036.00,97.37
2035.00,97.31
2034.00,97.27
2033.00,97.25
2032.00,97.22
2031.00,97.20
2030.00,97.18
2029.00,97.17
2028.00,97.19
2027.00,97.23
2026.00,97.28
2025.00,97.32
2024.00,97.32
2023.00,97.29
2022.00,97.25
2021.00,97.21
2020.00,97.20
2019.00,97.22
2018.00,97.30
2017.00,97.43
2016.00,97.55
2015.00,97.63
2014.00,97.64
2013.00,97.63
2012.00,97.62
2011.00,97.61
2010.00,97.61
2009.00,97.60
2008.00,97.59
2007.00,97.59
2006.00,97.60
2005.00,97.65
2004.00,97.71
2003.00,97.79
2002.00,97.85
2001.00,97.91
2000.00,97.93
1999.00,97.92
1998.00,97.90
1997.00,97.88
1996.00,97.88
1995.00,97.87
1994.00,97.84
1993.00,97.80
1992.00,97.78
1991.00,97.80
1990.00,97.82
1989.00,97.82
1988.00,97.79
1987.00,97.76
1986.00,97.72
1985.00,97.68
1984.00,97.62
1983.00,97.55
1982.00,97.45
1981.00,97.34
1980.00,97.26
1979.00,97.24
1978.00,97.24
1977.00,97.24
1976.00,97.21
1975.00,97.20
1974.00,97.27
1973.00,97.40
1972.00,97.54
1971.00,97.65
1970.00,97.70
1969.00,97.72
1968.00,97.73
1967.00,97.76
1966.00,97.80
1965.00,97.85
1964.00,97.90
1963.00,97.95
1962.00,97.99
1961.00,98.05
1960.00,98.11
1959.00,98.16
1958.00,98.21
1957.00,98.24
1956.00,98.24
1955.00,98.23
1954.00,98.24
1953.00,98.29
1952.00,98.36
1951.00,98.43
1950.00,98.48
1949.00,98.50
1948.00,98.51
1947.00,98.53
1946.00,98.55
1945.00,98.57
1944.00,98.60
1943.00,98.63
1942.00,98.67
1941.00,98.71
1940.00,98.74
1939.00,98.75
1938.00,98.75
1937.00,98.75
1936.00,98.78
1935.00,98.82
1934.00,98.85
1933.00,98.87
1932.00,98.89
1931.00,98.90
1930.00,98.93
1929.00,98.96
1928.00,98.99
1927.00,99.02
1926.00,99.06
1925.00,99.10
1924.00,99.12
1923.00,99.12
1922.00,99.12
1921.00,99.13
1920.00,99.15
1919.00,99.16
1918.00,99.14
1917.00,99.10
1916.00,99.07
1915.00,99.07
1914.00,99.11
1913.00,99.15
1912.00,99.20
1911.00,99.22
1910.00,99.23
1909.00,99.23
1908.00,99.22
1907.00,99.21
1906.00,99.20
1905.00,99.20
1904.00,99.21
1903.00,99.23
1902.00,99.25
1901.00,99.27
1900.00,99.30
1899.00,99.33
1898.00,99.34
1897.00,99.35
1896.00,99.34
1895.00,99.31
1894.00,99.29
1893.00,99.28
1892.00,99.30
1891.00,99.34
1890.00,99.38
1889.00,99.40
1888.00,99.40
1887.00,99.39
1886.00,99.38
1885.00,99.37
1884.00,99.36
1883.00,99.36
1882.00,99.36
1881.00,99.36
1880.00,99.35
1879.00,99.35
1878.00,99.35
1877.00,99.37
1876.00,99.40
1875.00,99.42
1874.00,99.44
1873.00,99.45
1872.00,99.45
1871.00,99.46
1870.00,99.47
1869.00,99.47
1868.00,99.46
1867.00,99.45
1866.00,99.45
1865.00,99.46
1864.00,99.48
1863.00,99.50
1862.00,99.52
1861.00,99.54
1860.00,99.55
1859.00,99.55
1858.00,99.55
1857.00,99.54
1856.00,99.53
1855.00,99.51
1854.00,99.49
1853.00,99.49
1852.00,99.51
1851.00,99.54
1850.00,99.57
1849.00,99.59
1848.00,99.60
1847.00,99.61
1846.00,99.61
1845.00,99.61
1844.00,99.62
1843.00,99.64
1842.00,99.66
1841.00,99.68
1840.00,99.68
1839.00,99.67
1838.00,99.66
1837.00,99.66
1836.00,99.66
1835.00,99.66
1834.00,99.65
1833.00,99.65
1832.00,99.66
1831.00,99.68
1830.00,99.70
1829.00,99.70
1828.00,99.70
1827.00,99.69
1826.00,99.70
1825.00,99.71
1824.00,99.70
1823.00,99.69
1822.00,99.69
1821.00,99.71
1820.00,99.73
1819.00,99.74
1818.00,99.74
1817.00,99.74
1816.00,99.75
1815.00,99.78
1814.00,99.81
1813.00,99.83
1812.00,99.82
1811.00,99.80
1810.00,99.79
1809.00,99.79
1808.00,99.79
1807.00,99.79
1806.00,99.80
1805.00,99.81
1804.00,99.84
1803.00,99.87
1802.00,99.89
1801.00,99.90
1800.00,99.88
1799.00,99.86
1798.00,99.86
1797.00,99.85
1796.00,99.85
1795.00,99.84
1794.00,99.82
1793.00,99.80
1792.00,99.78
1791.00,99.79
1790.00,99.80
1789.00,99.81
1788.00,99.81
1787.00,99.80
1786.00,99.79
1785.00,99.78
1784.00,99.79
1783.00,99.80
1782.00,99.82
1781.00,99.82
1780.00,99.81
1779.00,99.80
1778.00,99.79
1777.00,99.78
1776.00,99.78
1775.00,99.79
1774.00,99.81
1773.00,99.81
1772.00,99.80
1771.00,99.78
1770.00,99.78
1769.00,99.77
1768.00,99.77
1767.00,99.76
1766.00,99.76
1765.00,99.75
1764.00,99.75
1763.00,99.74
1762.00,99.73
1761.00,99.71
1760.00,99.69
1759.00,99.68
1758.00,99.68
1757.00,99.67
1756.00,99.67
1755.00,99.66
1754.00,99.65
1753.00,99.64
1752.00,99.62
1751.00,99.60
1750.00,99.58
1749.00,99.55
1748.00,99.53
1747.00,99.52
1746.00,99.51
1745.00,99.51
1744.00,99.51
1743.00,99.51
1742.00,99.52
1741.00,99.53
1740.00,99.52
1739.00,99.51
1738.00,99.50
1737.00,99.50
1736.00,99.50
1735.00,99.50
1734.00,99.49
1733.00,99.48
1732.00,99.49
1731.00,99.51
1730.00,99.54
1729.00,99.56
1728.00,99.57
1727.00,99.59
1726.00,99.60
1725.00,99.60
1724.00,99.58
1723.00,99.57
1722.00,99.57
1721.00,99.58
1720.00,99.60
1719.00,99.64
1718.00,99.67
1717.00,99.67
1716.00,99.65
1715.00,99.62
1714.00,99.62
1713.00,99.64
1712.00,99.66
1711.00,99.65
1710.00,99.64
1709.00,99.62
1708.00,99.61
1707.00,99.61
1706.00,99.61
1705.00,99.60
1704.00,99.59
1703.00,99.57
1702.00,99.55
1701.00,99.53
1700.00,99.51
1699.00,99.51
1698.00,99.50
1697.00,99.50
1696.00,99.50
1695.00,99.51
1694.00,99.53
1693.00,99.53
1692.00,99.53
1691.00,99.53
1690.00,99.54
1689.00,99.56
1688.00,99.56
1687.00,99.56
1686.00,99.54
1685.00,99.51
1684.00,99.49
1683.00,99.49
1682.00,99.49
1681.00,99.50
1680.00,99.51
1679.00,99.51
1678.00,99.51
1677.00,99.50
1676.00,99.49
1675.00,99.47
1674.00,99.45
1673.00,99.43
1672.00,99.42
1671.00,99.41
1670.00,99.42
1669.00,99.42
1668.00,99.41
1667.00,99.41
1666.00,99.41
1665.00,99.41
1664.00,99.42
1663.00,99.43
1662.00,99.44
1661.00,99.44
1660.00,99.44
1659.00,99.45
1658.00,99.46
1657.00,99.47
1656.00,99.49
1655.00,99.52
1654.00,99.52
1653.00,99.49
1652.00,99.44
1651.00,99.41
1650.00,99.40
1649.00,99.40
1648.00,99.40
1647.00,99.41
1646.00,99.43
1645.00,99.44
1644.00,99.45
1643.00,99.45
1642.00,99.45
1641.00,99.46
1640.00,99.47
1639.00,99.49
1638.00,99.50
1637.00,99.50
1636.00,99.48
1635.00,99.48
1634.00,99.48
1633.00,99.49
1632.00,99.49
1631.00,99.49
1630.00,99.49
1629.00,99.50
1628.00,99.52
1627.00,99.53
1626.00,99.54
1625.00,99.55
1624.00,99.55
1623.00,99.56
1622.00,99.57
1621.00,99.56
1620.00,99.55
1619.00,99.54
1618.00,99.55
1617.00,99.54
1616.00,99.54
1615.00,99.53
1614.00,99.54
1613.00,99.53
1612.00,99.52
1611.00,99.51
1610.00,99.50
1609.00,99.50
1608.00,99.51
1607.00,99.51
1606.00,99.52
1605.00,99.53
1604.00,99.54
1603.00,99.55
1602.00,99.57
1601.00,99.58
1600.00,99.59
1599.00,99.60
1598.00,99.59
1597.00,99.59
1596.00,99.58
1595.00,99.58
1594.00,99.59
1593.00,99.61
1592.00,99.62
1591.00,99.62
1590.00,99.61
1589.00,99.61
1588.00,99.61
1587.00,99.62
1586.00,99.62
1585.00,99.61
1584.00,99.60
1583.00,99.60
1582.00,99.61
1581.00,99.61
1580.00,99.60
1579.00,99.59
1578.00,99.58
1577.00,99.58
1576.00,99.58
1575.00,99.59
1574.00,99.59
1573.00,99.58
1572.00,99.57
1571.00,99.56
1570.00,99.55
1569.00,99.55
1568.00,99.56
1567.00,99.57
1566.00,99.58
1565.00,99.59
1564.00,99.59
1563.00,99.59
1562.00,99.60
1561.00,99.62
1560.00,99.63
1559.00,99.63
1558.00,99.62
1557.00,99.59
1556.00,99.57
1555.00,99.57
1554.00,99.56
1553.00,99.56
1552.00,99.54
1551.00,99.54
1550.00,99.54
1549.00,99.54
1548.00,99.54
1547.00,99.55
1546.00,99.55
1545.00,99.54
1544.00,99.53
1543.00,99.52
1542.00,99.51
1541.00,99.51
1540.00,99.51
1539.00,99.53
1538.00,99.54
1537.00,99.53
1536.00,99.52
1535.00,99.52
1534.00,99.52
1533.00,99.51
1532.00,99.49
1531.00,99.47
1530.00,99.45
1529.00,99.44
1528.00,99.43
1527.00,99.43
1526.00,99.43
1525.00,99.43
1524.00,99.42
1523.00,99.41
1522.00,99.39
1521.00,99.37
1520.00,99.36
1519.00,99.36
1518.00,99.36
1517.00,99.36
1516.00,99.36
1515.00,99.35
1514.00,99.33
1513.00,99.30
1512.00,99.27
1511.00,99.27
1510.00,99.28
1509.00,99.29
1508.00,99.29
1507.00,99.30
1506.00,99.31
1505.00,99.30
1504.00,99.29
1503.00,99.28
1502.00,99.27
1501.00,99.26
1500.00,99.24
1499.00,99.21
1498.00,99.18
1497.00,99.12
1496.00,99.08
1495.00,99.06
1494.00,99.05
1493.00,99.03
1492.00,98.99
1491.00,98.94
1490.00,98.89
1489.00,98.83
1488.00,98.76
1487.00,98.71
1486.00,98.66
1485.00,98.60
1484.00,98.52
1483.00,98.43
1482.00,98.32
1481.00,98.18
1480.00,98.03
1479.00,97.86
1478.00,97.67
1477.00,97.42
1476.00,97.15
1475.00,96.83
1474.00,96.41
1473.00,95.81
1472.00,95.07
1471.00,94.32
1470.00,93.56
1469.00,92.76
1468.00,91.90
1467.00,90.98
1466.00,89.99
1465.00,88.97
1464.00,88.05
1463.00,87.36
1462.00,86.87
1461.00,86.51
1460.00,86.25
1459.00,86.06
1458.00,85.91
1457.00,85.79
1456.00,85.74
1455.00,85.76
1454.00,85.82
1453.00,85.92
1452.00,86.12
1451.00,86.45
1450.00,86.94
1449.00,87.67
1448.00,88.65
1447.00,89.74
1446.00,90.78
1445.00,91.72
1444.00,92.54
1443.00,93.22
1442.00,93.74
1441.00,94.10
1440.00,94.31
1439.00,94.36
1438.00,94.31
1437.00,94.23
1436.00,94.29
1435.00,94.55
1434.00,95.00
1433.00,95.57
1432.00,96.18
1431.00,96.71
1430.00,97.12
1429.00,97.42
1428.00,97.64
1427.00,97.78
1426.00,97.87
1425.00,97.96
1424.00,98.05
1423.00,98.11
1422.00,98.15
1421.00,98.18
1420.00,98.22
1419.00,98.25
1418.00,98.28
1417.00,98.31
1416.00,98.34
1415.00,98.36
1414.00,98.38
1413.00,98.42
1412.00,98.46
1411.00,98.48
1410.00,98.49
1409.00,98.50
1408.00,98.50
1407.00,98.47
1406.00,98.45
1405.00,98.44
1404.00,98.44
1403.00,98.43
1402.00,98.42
1401.00,98.41
1400.00,98.41
1399.00,98.42
1398.00,98.41
1397.00,98.40
1396.00,98.37
1395.00,98.32
1394.00,98.26
1393.00,98.19
1392.00,98.12
1391.00,98.01
1390.00,97.87
1389.00,97.69
1388.00,97.43
1387.00,97.04
1386.00,96.50
1385.00,95.77
1384.00,94.77
1383.00,93.42
1382.00,91.66
1381.00,89.46
1380.00,86.80
1379.00,83.80
1378.00,80.89
1377.00,78.64
1376.00,77.60
1375.00,78.06
1374.00,79.90
1373.00,82.54
1372.00,85.33
1371.00,87.90
1370.00,90.10
1369.00,91.85
1368.00,93.11
1367.00,93.93
1366.00,94.38
1365.00,94.57
1364.00,94.56
1363.00,94.38
1362.00,94.09
1361.00,93.77
1360.00,93.50
1359.00,93.39
1358.00,93.49
1357.00,93.79
1356.00,94.25
1355.00,94.78
1354.00,95.31
1353.00,95.78
1352.00,96.16
1351.00,96.47
1350.00,96.71
1349.00,96.90
1348.00,97.07
1347.00,97.24
1346.00,97.40
1345.00,97.54
1344.00,97.66
1343.00,97.76
1342.00,97.84
1341.00,97.91
1340.00,97.95
1339.00,97.97
1338.00,97.96
1337.00,97.95
1336.00,97.92
1335.00,97.88
1334.00,97.83
1333.00,97.77
1332.00,97.71
1331.00,97.67
1330.00,97.65
1329.00,97.67
1328.00,97.71
1327.00,97.77
1326.00,97.84
1325.00,97.93
1324.00,98.01
1323.00,98.09
1322.00,98.15
1321.00,98.19
1320.00,98.24
1319.00,98.28
1318.00,98.32
1317.00,98.34
1316.00,98.35
1315.00,98.35
1314.00,98.34
1313.00,98.34
1312.00,98.32
1311.00,98.30
1310.00,98.25
1309.00,98.17
1308.00,98.05
1307.00,97.90
1306.00,97.74
1305.00,97.63
1304.00,97.59
1303.00,97.61
1302.00,97.67
1301.00,97.71
1300.00,97.72
1299.00,97.71
1298.00,97.68
1297.00,97.65
1296.00,97.64
1295.00,97.66
1294.00,97.69
1293.00,97.75
1292.00,97.80
1291.00,97.86
1290.00,97.92
1289.00,97.97
1288.00,98.00
1287.00,98.04
1286.00,98.09
1285.00,98.14
1284.00,98.20
1283.00,98.24
1282.00,98.27
1281.00,98.29
1280.00,98.32
1279.00,98.34
1278.00,98.35
1277.00,98.36
1276.00,98.37
1275.00,98.39
1274.00,98.40
1273.00,98.41
1272.00,98.40
1271.00,98.38
1270.00,98.38
1269.00,98.38
1268.00,98.37
1267.00,98.36
1266.00,98.33
1265.00,98.31
1264.00,98.28
1263.00,98.24
1262.00,98.17
1261.00,98.09
1260.00,97.99
1259.00,97.87
1258.00,97.74
1257.00,97.63
1256.00,97.57
1255.00,97.56
1254.00,97.60
1253.00,97.66
1252.00,97.73
1251.00,97.80
1250.00,97.85
1249.00,97.90
1248.00,97.96
1247.00,98.01
1246.00,98.05
1245.00,98.08
1244.00,98.10
1243.00,98.13
1242.00,98.15
1241.00,98.16
1240.00,98.17
1239.00,98.19
1238.00,98.21
1237.00,98.23
1236.00,98.24
1235.00,98.24
1234.00,98.25
1233.00,98.25
1232.00,98.26
1231.00,98.27
1230.00,98.27
1229.00,98.26
1228.00,98.25
1227.00,98.24
1226.00,98.21
1225.00,98.16
1224.00,98.10
1223.00,98.03
1222.00,97.97
1221.00,97.92
1220.00,97.89
1219.00,97.87
1218.00,97.88
1217.00,97.92
1216.00,97.96
1215.00,98.01
1214.00,98.07
1213.00,98.11
1212.00,98.15
1211.00,98.18
1210.00,98.20
1209.00,98.22
1208.00,98.24
1207.00,98.27
1206.00,98.31
1205.00,98.35
1204.00,98.37
1203.00,98.37
1202.00,98.37
1201.00,98.38
1200.00,98.39
1199.00,98.40
1198.00,98.41
1197.00,98.41
1196.00,98.40
1195.00,98.39
1194.00,98.39
1193.00,98.39
1192.00,98.39
1191.00,98.40
1190.00,98.39
1189.00,98.39
1188.00,98.39
1187.00,98.38
1186.00,98.36
1185.00,98.35
1184.00,98.33
1183.00,98.32
1182.00,98.31
1181.00,98.27
1180.00,98.20
1179.00,98.10
1178.00,97.97
1177.00,97.82
1176.00,97.66
1175.00,97.46
1174.00,97.22
1173.00,96.92
1172.00,96.57
1171.00,96.19
1170.00,95.82
1169.00,95.51
1168.00,95.30
1167.00,95.22
1166.00,95.24
1165.00,95.35
1164.00,95.50
1163.00,95.64
1162.00,95.76
1161.00,95.84
1160.00,95.89
1159.00,95.91
1158.00,95.89
1157.00,95.86
1156.00,95.81
1155.00,95.75
1154.00,95.69
1153.00,95.62
1152.00,95.56
1151.00,95.56
1150.00,95.61
1149.00,95.70
1148.00,95.79
1147.00,95.88
1146.00,95.94
1145.00,95.98
1144.00,96.01
1143.00,96.05
1142.00,96.11
1141.00,96.16
1140.00,96.20
1139.00,96.21
1138.00,96.21
1137.00,96.21
1136.00,96.23
1135.00,96.26
1134.00,96.27
1133.00,96.26
1132.00,96.22
1131.00,96.17
1130.00,96.12
1129.00,96.09
1128.00,96.06
1127.00,96.04
1126.00,96.02
1125.00,96.00
1124.00,95.98
1123.00,95.94
1122.00,95.87
1121.00,95.82
1120.00,95.80
1119.00,95.84
1118.00,95.91
1117.00,95.98
1116.00,96.01
1115.00,96.01
1114.00,95.99
1113.00,95.95
1112.00,95.93
1111.00,95.92
1110.00,95.90
1109.00,95.84
1108.00,95.74
1107.00,95.62
1106.00,95.52
1105.00,95.45
1104.00,95.39
1103.00,95.34
1102.00,95.32
1101.00,95.34
1100.00,95.43
1099.00,95.55
1098.00,95.69
1097.00,95.82
1096.00,95.94
1095.00,96.03
1094.00,96.09
1093.00,96.11
1092.00,96.14
1091.00,96.18
1090.00,96.24
1089.00,96.32
1088.00,96.41
1087.00,96.49
1086.00,96.57
1085.00,96.65
1084.00,96.72
1083.00,96.77
1082.00,96.82
1081.00,96.86
1080.00,96.90
1079.00,96.93
1078.00,96.94
1077.00,96.95
1076.00,96.97
1075.00,96.99
1074.00,97.01
1073.00,97.03
1072.00,97.05
1071.00,97.06
1070.00,97.05
1069.00,97.03
1068.00,97.03
1067.00,97.06
1066.00,97.10
1065.00,97.14
1064.00,97.17
1063.00,97.19
1062.00,97.21
1061.00,97.24
1060.00,97.27
1059.00,97.33
1058.00,97.38
1057.00,97.42
1056.00,97.44
1055.00,97.46
1054.00,97.50
1053.00,97.55
1052.00,97.60
1051.00,97.62
1050.00,97.61
1049.00,97.56
1048.00,97.50
1047.00,97.44
1046.00,97.39
1045.00,97.36
1044.00,97.35
1043.00,97.37
1042.00,97.41
1041.00,97.48
1040.00,97.54
1039.00,97.58
1038.00,97.60
1037.00,97.61
1036.00,97.61
1035.00,97.61
1034.00,97.62
1033.00,97.65
1032.00,97.68
1031.00,97.72
1030.00,97.75
1029.00,97.78
1028.00,97.82
1027.00,97.86
1026.00,97.89
1025.00,97.92
1024.00,97.93
1023.00,97.94
1022.00,97.95
1021.00,97.95
1020.00,97.96
1019.00,97.96
1018.00,97.96
1017.00,97.96
1016.00,97.97
1015.00,97.98
1014.00,97.98
1013.00,97.96
1012.00,97.92
1011.00,97.87
1010.00,97.81
1009.00,97.75
1008.00,97.69
1007.00,97.61
1006.00,97.49
1005.00,97.32
1004.00,97.09
1003.00,96.77
1002.00,96.36
1001.00,95.86
1000.00,95.37
999.00,94.98
998.00,94.80
997.00,94.90
996.00,95.23
995.00,95.69
994.00,96.16
993.00,96.58
992.00,96.89
991.00,97.12
990.00,97.29
989.00,97.42
988.00,97.52
987.00,97.59
986.00,97.63
985.00,97.62
984.00,97.56
983.00,97.45
982.00,97.30
981.00,97.09
980.00,96.80
979.00,96.40
978.00,95.91
977.00,95.35
976.00,94.78
975.00,94.26
974.00,93.89
973.00,93.76
972.00,93.92
971.00,94.33
970.00,94.91
969.00,95.51
968.00,96.04
967.00,96.48
966.00,96.80
965.00,97.01
964.00,97.14
963.00,97.22
962.00,97.29
961.00,97.35
960.00,97.39
959.00,97.42
958.00,97.43
957.00,97.45
956.00,97.47
955.00,97.50
954.00,97.52
953.00,97.53
952.00,97.53
951.00,97.53
950.00,97.54
949.00,97.56
948.00,97.57
947.00,97.56
946.00,97.52
945.00,97.45
944.00,97.37
943.00,97.30
942.00,97.27
941.00,97.26
940.00,97.29
939.00,97.34
938.00,97.41
937.00,97.51
936.00,97.62
935.00,97.71
934.00,97.78
933.00,97.84
932.00,97.89
931.00,97.93
930.00,97.94
929.00,97.93
928.00,97.94
927.00,97.94
926.00,97.95
925.00,97.94
924.00,97.95
923.00,97.97
922.00,97.99
921.00,97.99
920.00,97.97
919.00,97.97
918.00,98.00
917.00,98.05
916.00,98.08
915.00,98.08
914.00,98.06
913.00,98.02
912.00,97.97
911.00,97.94
910.00,97.91
909.00,97.89
908.00,97.86
907.00,97.79
906.00,97.67
905.00,97.49
904.00,97.22
903.00,96.88
902.00,96.50
901.00,96.16
900.00,95.94
