Created as New Dataset,7. Acrylic Asahi Chemical Co
2452.00,98.40
2451.00,98.42
2450.00,98.43
2449.00,98.44
2448.00,98.45
2447.00,98.45
2446.00,98.45
2445.00,98.45
2444.00,98.45
2443.00,98.43
2442.00,98.42
2441.00,98.43
2440.00,98.44
2439.00,98.47
2438.00,98.49
2437.00,98.51
2436.00,98.51
2435.00,98.50
2434.00,98.48
2433.00,98.46
2432.00,98.46
2431.00,98.46
2430.00,98.46
2429.00,98.47
2428.00,98.48
2427.00,98.47
2426.00,98.45
2425.00,98.44
2424.00,98.44
2423.00,98.45
2422.00,98.49
2421.00,98.52
2420.00,98.55
2419.00,98.54
2418.00,98.52
2417.00,98.50
2416.00,98.49
2415.00,98.51
2414.00,98.54
2413.00,98.56
2412.00,98.58
2411.00,98.58
2410.00,98.57
2409.00,98.55
2408.00,98.53
2407.00,98.52
2406.00,98.51
2405.00,98.51
2404.00,98.52
2403.00,98.52
2402.00,98.52
2401.00,98.53
2400.00,98.54
2399.00,98.55
2398.00,98.56
2397.00,98.56
2396.00,98.55
2395.00,98.55
2394.00,98.54
2393.00,98.52
2392.00,98.51
2391.00,98.50
2390.00,98.50
2389.00,98.50
2388.00,98.51
2387.00,98.51
2386.00,98.51
2385.00,98.51
2384.00,98.51
2383.00,98.52
2382.00,98.53
2381.00,98.52
2380.00,98.49
2379.00,98.46
2378.00,98.44
2377.00,98.45
2376.00,98.46
2375.00,98.49
2374.00,98.51
2373.00,98.52
2372.00,98.52
2371.00,98.51
2370.00,98.50
2369.00,98.50
2368.00,98.50
2367.00,98.51
2366.00,98.53
2365.00,98.54
2364.00,98.56
2363.00,98.57
2362.00,98.55
2361.00,98.51
2360.00,98.44
2359.00,98.38
2358.00,98.37
2357.00,98.38
2356.00,98.40
2355.00,98.42
2354.00,98.43
2353.00,98.43
2352.00,98.44
2351.00,98.47
2350.00,98.48
2349.00,98.47
2348.00,98.48
2347.00,98.52
2346.00,98.58
2345.00,98.61
2344.00,98.57
2343.00,98.51
2342.00,98.46
2341.00,98.45
2340.00,98.45
2339.00,98.44
2338.00,98.44
2337.00,98.45
2336.00,98.45
2335.00,98.43
2334.00,98.38
2333.00,98.34
2332.00,98.32
2331.00,98.33
2330.00,98.36
2329.00,98.41
2328.00,98.46
2327.00,98.47
2326.00,98.45
2325.00,98.42
2324.00,98.40
2323.00,98.39
2322.00,98.37
2321.00,98.33
2320.00,98.29
2319.00,98.26
2318.00,98.25
2317.00,98.27
2316.00,98.31
2315.00,98.35
2314.00,98.39
2313.00,98.41
2312.00,98.43
2311.00,98.44
2310.00,98.45
2309.00,98.44
2308.00,98.43
2307.00,98.43
2306.00,98.44
2305.00,98.45
2304.00,98.45
2303.00,98.43
2302.00,98.40
2301.00,98.38
2300.00,98.38
2299.00,98.40
2298.00,98.44
2297.00,98.48
2296.00,98.48
2295.00,98.44
2294.00,98.40
2293.00,98.37
2292.00,98.35
2291.00,98.35
2290.00,98.35
2289.00,98.34
2288.00,98.33
2287.00,98.31
2286.00,98.26
2285.00,98.23
2284.00,98.21
2283.00,98.23
2282.00,98.25
2281.00,98.28
2280.00,98.29
2279.00,98.29
2278.00,98.30
2277.00,98.31
2276.00,98.30
2275.00,98.29
2274.00,98.28
2273.00,98.25
2272.00,98.24
2271.00,98.23
2270.00,98.24
2269.00,98.23
2268.00,98.21
2267.00,98.16
2266.00,98.11
2265.00,98.06
2264.00,98.03
2263.00,98.02
2262.00,98.02
2261.00,98.03
2260.00,98.01
2259.00,97.98
2258.00,97.94
2257.00,97.89
2256.00,97.82
2255.00,97.74
2254.00,97.64
2253.00,97.51
2252.00,97.36
2251.00,97.19
2250.00,97.03
2249.00,96.89
2248.00,96.74
2247.00,96.57
2246.00,96.40
2245.00,96.27
2244.00,96.19
2243.00,96.16
2242.00,96.17
2241.00,96.22
2240.00,96.30
2239.00,96.42
2238.00,96.57
2237.00,96.74
2236.00,96.92
2235.00,97.07
2234.00,97.20
2233.00,97.33
2232.00,97.44
2231.00,97.53
2230.00,97.60
2229.00,97.68
2228.00,97.77
2227.00,97.85
2226.00,97.90
2225.00,97.91
2224.00,97.88
2223.00,97.86
2222.00,97.84
2221.00,97.83
2220.00,97.84
2219.00,97.84
2218.00,97.83
2217.00,97.80
2216.00,97.77
2215.00,97.76
2214.00,97.78
2213.00,97.84
2212.00,97.88
2211.00,97.88
2210.00,97.84
2209.00,97.81
2208.00,97.78
2207.00,97.76
2206.00,97.73
2205.00,97.71
2204.00,97.72
2203.00,97.77
2202.00,97.82
2201.00,97.83
2200.00,97.79
2199.00,97.72
2198.00,97.68
2197.00,97.68
2196.00,97.70
2195.00,97.72
2194.00,97.72
2193.00,97.73
2192.00,97.74
2191.00,97.76
2190.00,97.77
2189.00,97.76
2188.00,97.73
2187.00,97.68
2186.00,97.63
2185.00,97.62
2184.00,97.64
2183.00,97.65
2182.00,97.64
2181.00,97.64
2180.00,97.67
2179.00,97.71
2178.00,97.72
2177.00,97.70
2176.00,97.68
2175.00,97.66
2174.00,97.65
2173.00,97.63
2172.00,97.62
2171.00,97.61
2170.00,97.61
2169.00,97.59
2168.00,97.58
2167.00,97.58
2166.00,97.59
2165.00,97.59
2164.00,97.57
2163.00,97.53
2162.00,97.46
2161.00,97.41
2160.00,97.44
2159.00,97.54
2158.00,97.69
2157.00,97.82
2156.00,97.89
2155.00,97.91
2154.00,97.89
2153.00,97.84
2152.00,97.79
2151.00,97.76
2150.00,97.75
2149.00,97.76
2148.00,97.78
2147.00,97.85
2146.00,97.95
2145.00,98.01
2144.00,98.01
2143.00,97.96
2142.00,97.93
2141.00,97.95
2140.00,97.99
2139.00,98.02
2138.00,98.01
2137.00,98.01
2136.00,98.04
2135.00,98.09
2134.00,98.13
2133.00,98.15
2132.00,98.15
2131.00,98.16
2130.00,98.17
2129.00,98.15
2128.00,98.12
2127.00,98.11
2126.00,98.13
2125.00,98.16
2124.00,98.19
2123.00,98.18
2122.00,98.16
2121.00,98.13
2120.00,98.12
2119.00,98.12
2118.00,98.14
2117.00,98.15
2116.00,98.15
2115.00,98.14
2114.00,98.12
2113.00,98.11
2112.00,98.09
2111.00,98.08
2110.00,98.08
2109.00,98.09
2108.00,98.11
2107.00,98.12
2106.00,98.14
2105.00,98.17
2104.00,98.20
2103.00,98.22
2102.00,98.21
2101.00,98.18
2100.00,98.14
2099.00,98.12
2098.00,98.12
2097.00,98.14
2096.00,98.17
2095.00,98.18
2094.00,98.17
2093.00,98.15
2092.00,98.13
2091.00,98.12
2090.00,98.12
2089.00,98.12
2088.00,98.11
2087.00,98.09
2086.00,98.08
2085.00,98.08
2084.00,98.07
2083.00,98.07
2082.00,98.07
2081.00,98.07
2080.00,98.07
2079.00,98.08
2078.00,98.09
2077.00,98.09
2076.00,98.11
2075.00,98.14
2074.00,98.14
2073.00,98.12
2072.00,98.07
2071.00,98.02
2070.00,98.00
2069.00,98.00
2068.00,98.01
2067.00,98.03
2066.00,98.04
2065.00,98.06
2064.00,98.07
2063.00,98.06
2062.00,98.04
2061.00,98.01
2060.00,97.99
2059.00,97.98
2058.00,98.00
2057.00,98.03
2056.00,98.07
2055.00,98.10
2054.00,98.09
2053.00,98.03
2052.00,97.94
2051.00,97.85
2050.00,97.81
2049.00,97.81
2048.00,97.84
2047.00,97.84
2046.00,97.80
2045.00,97.74
2044.00,97.70
2043.00,97.67
2042.00,97.66
2041.00,97.64
2040.00,97.63
2039.00,97.61
2038.00,97.59
2037.00,97.55
2036.00,97.52
2035.00,97.51
2034.00,97.53
2033.00,97.56
2032.00,97.60
2031.00,97.64
2030.00,97.66
2029.00,97.67
2028.00,97.71
2027.00,97.76
2026.00,97.81
2025.00,97.81
2024.00,97.79
2023.00,97.77
2022.00,97.78
2021.00,97.80
2020.00,97.82
2019.00,97.82
2018.00,97.81
2017.00,97.80
2016.00,97.78
2015.00,97.78
2014.00,97.80
2013.00,97.81
2012.00,97.80
2011.00,97.80
2010.00,97.82
2009.00,97.85
2008.00,97.85
2007.00,97.83
2006.00,97.80
2005.00,97.80
2004.00,97.82
2003.00,97.87
2002.00,97.92
2001.00,97.95
2000.00,97.97
1999.00,97.99
1998.00,98.01
1997.00,98.02
1996.00,98.00
1995.00,97.98
1994.00,97.94
1993.00,97.86
1992.00,97.76
1991.00,97.69
1990.00,97.70
1989.00,97.74
1988.00,97.77
1987.00,97.74
1986.00,97.72
1985.00,97.72
1984.00,97.75
1983.00,97.77
1982.00,97.76
1981.00,97.73
1980.00,97.70
1979.00,97.66
1978.00,97.65
1977.00,97.67
1976.00,97.68
1975.00,97.67
1974.00,97.68
1973.00,97.73
1972.00,97.81
1971.00,97.90
1970.00,97.97
1969.00,98.01
1968.00,98.01
1967.00,97.95
1966.00,97.88
1965.00,97.83
1964.00,97.82
1963.00,97.84
1962.00,97.87
1961.00,97.90
1960.00,97.92
1959.00,97.94
1958.00,97.96
1957.00,97.97
1956.00,97.97
1955.00,97.96
1954.00,97.96
1953.00,97.98
1952.00,97.99
1951.00,97.99
1950.00,97.99
1949.00,98.01
1948.00,98.06
1947.00,98.12
1946.00,98.17
1945.00,98.19
1944.00,98.19
1943.00,98.18
1942.00,98.18
1941.00,98.20
1940.00,98.22
1939.00,98.23
1938.00,98.22
1937.00,98.21
1936.00,98.21
1935.00,98.22
1934.00,98.23
1933.00,98.25
1932.00,98.28
1931.00,98.31
1930.00,98.31
1929.00,98.30
1928.00,98.27
1927.00,98.24
1926.00,98.24
1925.00,98.26
1924.00,98.28
1923.00,98.30
1922.00,98.28
1921.00,98.26
1920.00,98.25
1919.00,98.29
1918.00,98.35
1917.00,98.41
1916.00,98.42
1915.00,98.39
1914.00,98.36
1913.00,98.35
1912.00,98.35
1911.00,98.36
1910.00,98.35
1909.00,98.34
1908.00,98.34
1907.00,98.35
1906.00,98.35
1905.00,98.33
1904.00,98.32
1903.00,98.32
1902.00,98.34
1901.00,98.34
1900.00,98.34
1899.00,98.34
1898.00,98.37
1897.00,98.40
1896.00,98.41
1895.00,98.39
1894.00,98.36
1893.00,98.35
1892.00,98.37
1891.00,98.41
1890.00,98.46
1889.00,98.49
1888.00,98.49
1887.00,98.47
1886.00,98.44
1885.00,98.42
1884.00,98.42
1883.00,98.43
1882.00,98.46
1881.00,98.48
1880.00,98.48
1879.00,98.48
1878.00,98.47
1877.00,98.47
1876.00,98.45
1875.00,98.44
1874.00,98.43
1873.00,98.43
1872.00,98.44
1871.00,98.44
1870.00,98.46
1869.00,98.48
1868.00,98.50
1867.00,98.50
1866.00,98.49
1865.00,98.48
1864.00,98.48
1863.00,98.47
1862.00,98.47
1861.00,98.48
1860.00,98.49
1859.00,98.50
1858.00,98.50
1857.00,98.50
1856.00,98.51
1855.00,98.51
1854.00,98.52
1853.00,98.52
1852.00,98.52
1851.00,98.52
1850.00,98.52
1849.00,98.53
1848.00,98.55
1847.00,98.56
1846.00,98.56
1845.00,98.56
1844.00,98.57
1843.00,98.58
1842.00,98.57
1841.00,98.57
1840.00,98.56
1839.00,98.56
1838.00,98.55
1837.00,98.55
1836.00,98.55
1835.00,98.57
1834.00,98.59
1833.00,98.59
1832.00,98.59
1831.00,98.57
1830.00,98.57
1829.00,98.57
1828.00,98.58
1827.00,98.58
1826.00,98.57
1825.00,98.56
1824.00,98.55
1823.00,98.55
1822.00,98.55
1821.00,98.55
1820.00,98.55
1819.00,98.57
1818.00,98.60
1817.00,98.63
1816.00,98.65
1815.00,98.67
1814.00,98.67
1813.00,98.67
1812.00,98.67
1811.00,98.68
1810.00,98.68
1809.00,98.67
1808.00,98.65
1807.00,98.63
1806.00,98.62
1805.00,98.63
1804.00,98.64
1803.00,98.66
1802.00,98.68
1801.00,98.70
1800.00,98.71
1799.00,98.69
1798.00,98.67
1797.00,98.66
1796.00,98.65
1795.00,98.65
1794.00,98.65
1793.00,98.65
1792.00,98.66
1791.00,98.67
1790.00,98.68
1789.00,98.67
1788.00,98.66
1787.00,98.64
1786.00,98.64
1785.00,98.64
1784.00,98.66
1783.00,98.68
1782.00,98.70
1781.00,98.70
1780.00,98.72
1779.00,98.73
1778.00,98.73
1777.00,98.73
1776.00,98.72
1775.00,98.71
1774.00,98.70
1773.00,98.68
1772.00,98.67
1771.00,98.67
1770.00,98.67
1769.00,98.68
1768.00,98.68
1767.00,98.69
1766.00,98.68
1765.00,98.67
1764.00,98.66
1763.00,98.65
1762.00,98.65
1761.00,98.65
1760.00,98.64
1759.00,98.63
1758.00,98.61
1757.00,98.59
1756.00,98.57
1755.00,98.55
1754.00,98.52
1753.00,98.49
1752.00,98.46
1751.00,98.41
1750.00,98.36
1749.00,98.29
1748.00,98.21
1747.00,98.11
1746.00,98.01
1745.00,97.91
1744.00,97.80
1743.00,97.67
1742.00,97.53
1741.00,97.40
1740.00,97.27
1739.00,97.17
1738.00,97.08
1737.00,97.00
1736.00,96.91
1735.00,96.82
1734.00,96.71
1733.00,96.62
1732.00,96.56
1731.00,96.53
1730.00,96.53
1729.00,96.55
1728.00,96.57
1727.00,96.61
1726.00,96.66
1725.00,96.73
1724.00,96.82
1723.00,96.93
1722.00,97.03
1721.00,97.11
1720.00,97.20
1719.00,97.31
1718.00,97.44
1717.00,97.57
1716.00,97.67
1715.00,97.76
1714.00,97.84
1713.00,97.90
1712.00,97.96
1711.00,98.01
1710.00,98.07
1709.00,98.11
1708.00,98.14
1707.00,98.17
1706.00,98.21
1705.00,98.23
1704.00,98.24
1703.00,98.25
1702.00,98.26
1701.00,98.25
1700.00,98.21
1699.00,98.18
1698.00,98.13
1697.00,98.07
1696.00,98.02
1695.00,97.98
1694.00,97.94
1693.00,97.89
1692.00,97.83
1691.00,97.77
1690.00,97.72
1689.00,97.68
1688.00,97.63
1687.00,97.59
1686.00,97.56
1685.00,97.54
1684.00,97.53
1683.00,97.54
1682.00,97.53
1681.00,97.51
1680.00,97.49
1679.00,97.49
1678.00,97.49
1677.00,97.51
1676.00,97.54
1675.00,97.58
1674.00,97.60
1673.00,97.60
1672.00,97.60
1671.00,97.62
1670.00,97.67
1669.00,97.71
1668.00,97.74
1667.00,97.76
1666.00,97.77
1665.00,97.79
1664.00,97.83
1663.00,97.89
1662.00,97.94
1661.00,97.98
1660.00,98.00
1659.00,98.01
1658.00,98.03
1657.00,98.05
1656.00,98.08
1655.00,98.11
1654.00,98.14
1653.00,98.17
1652.00,98.21
1651.00,98.23
1650.00,98.24
1649.00,98.25
1648.00,98.27
1647.00,98.26
1646.00,98.26
1645.00,98.26
1644.00,98.26
1643.00,98.26
1642.00,98.27
1641.00,98.27
1640.00,98.27
1639.00,98.27
1638.00,98.27
1637.00,98.26
1636.00,98.25
1635.00,98.23
1634.00,98.21
1633.00,98.19
1632.00,98.17
1631.00,98.17
1630.00,98.18
1629.00,98.19
1628.00,98.19
1627.00,98.17
1626.00,98.15
1625.00,98.13
1624.00,98.13
1623.00,98.13
1622.00,98.14
1621.00,98.15
1620.00,98.14
1619.00,98.12
1618.00,98.11
1617.00,98.11
1616.00,98.13
1615.00,98.15
1614.00,98.16
1613.00,98.15
1612.00,98.15
1611.00,98.16
1610.00,98.17
1609.00,98.19
1608.00,98.20
1607.00,98.21
1606.00,98.22
1605.00,98.24
1604.00,98.26
1603.00,98.27
1602.00,98.29
1601.00,98.31
1600.00,98.34
1599.00,98.36
1598.00,98.36
1597.00,98.37
1596.00,98.38
1595.00,98.40
1594.00,98.42
1593.00,98.44
1592.00,98.45
1591.00,98.46
1590.00,98.47
1589.00,98.48
1588.00,98.49
1587.00,98.50
1586.00,98.51
1585.00,98.52
1584.00,98.53
1583.00,98.53
1582.00,98.52
1581.00,98.52
1580.00,98.53
1579.00,98.54
1578.00,98.55
1577.00,98.56
1576.00,98.57
1575.00,98.58
1574.00,98.58
1573.00,98.58
1572.00,98.59
1571.00,98.59
1570.00,98.60
1569.00,98.61
1568.00,98.61
1567.00,98.59
1566.00,98.58
1565.00,98.58
1564.00,98.59
1563.00,98.61
1562.00,98.63
1561.00,98.65
1560.00,98.66
1559.00,98.63
1558.00,98.62
1557.00,98.63
1556.00,98.62
1555.00,98.62
1554.00,98.62
1553.00,98.63
1552.00,98.62
1551.00,98.62
1550.00,98.62
1549.00,98.62
1548.00,98.63
1547.00,98.64
1546.00,98.64
1545.00,98.63
1544.00,98.63
1543.00,98.64
1542.00,98.65
1541.00,98.66
1540.00,98.66
1539.00,98.66
1538.00,98.67
1537.00,98.66
1536.00,98.67
1535.00,98.67
1534.00,98.67
1533.00,98.67
1532.00,98.68
1531.00,98.68
1530.00,98.69
1529.00,98.69
1528.00,98.69
1527.00,98.70
1526.00,98.69
1525.00,98.68
1524.00,98.67
1523.00,98.67
1522.00,98.67
1521.00,98.67
1520.00,98.66
1519.00,98.65
1518.00,98.64
1517.00,98.65
1516.00,98.66
1515.00,98.66
1514.00,98.65
1513.00,98.63
1512.00,98.62
1511.00,98.63
1510.00,98.65
1509.00,98.67
1508.00,98.69
1507.00,98.70
1506.00,98.71
1505.00,98.72
1504.00,98.70
1503.00,98.70
1502.00,98.70
1501.00,98.70
1500.00,98.70
1499.00,98.69
1498.00,98.69
1497.00,98.68
1496.00,98.68
1495.00,98.69
1494.00,98.69
1493.00,98.69
1492.00,98.68
1491.00,98.68
1490.00,98.68
1489.00,98.68
1488.00,98.67
1487.00,98.67
1486.00,98.67
1485.00,98.67
1484.00,98.67
1483.00,98.67
1482.00,98.66
1481.00,98.66
1480.00,98.66
1479.00,98.66
1478.00,98.66
1477.00,98.66
1476.00,98.64
1475.00,98.60
1474.00,98.57
1473.00,98.55
1472.00,98.55
1471.00,98.54
1470.00,98.50
1469.00,98.43
1468.00,98.36
1467.00,98.28
1466.00,98.19
1465.00,98.07
1464.00,97.91
1463.00,97.75
1462.00,97.58
1461.00,97.40
1460.00,97.21
1459.00,97.00
1458.00,96.75
1457.00,96.49
1456.00,96.27
1455.00,96.13
1454.00,96.03
1453.00,95.96
1452.00,95.92
1451.00,95.90
1450.00,95.91
1449.00,95.93
1448.00,95.98
1447.00,96.05
1446.00,96.13
1445.00,96.23
1444.00,96.33
1443.00,96.45
1442.00,96.56
1441.00,96.65
1440.00,96.74
1439.00,96.83
1438.00,96.93
1437.00,97.03
1436.00,97.14
1435.00,97.23
1434.00,97.30
1433.00,97.38
1432.00,97.47
1431.00,97.57
1430.00,97.66
1429.00,97.75
1428.00,97.82
1427.00,97.88
1426.00,97.93
1425.00,97.98
1424.00,98.03
1423.00,98.07
1422.00,98.10
1421.00,98.12
1420.00,98.15
1419.00,98.19
1418.00,98.21
1417.00,98.22
1416.00,98.23
1415.00,98.23
1414.00,98.23
1413.00,98.25
1412.00,98.26
1411.00,98.28
1410.00,98.30
1409.00,98.31
1408.00,98.32
1407.00,98.33
1406.00,98.34
1405.00,98.35
1404.00,98.35
1403.00,98.34
1402.00,98.34
1401.00,98.34
1400.00,98.33
1399.00,98.32
1398.00,98.31
1397.00,98.29
1396.00,98.28
1395.00,98.28
1394.00,98.26
1393.00,98.24
1392.00,98.21
1391.00,98.18
1390.00,98.16
1389.00,98.14
1388.00,98.11
1387.00,98.09
1386.00,98.07
1385.00,98.06
1384.00,98.05
1383.00,98.03
1382.00,98.01
1381.00,97.99
1380.00,97.97
1379.00,97.95
1378.00,97.94
1377.00,97.93
1376.00,97.92
1375.00,97.90
1374.00,97.87
1373.00,97.83
1372.00,97.80
1371.00,97.77
1370.00,97.75
1369.00,97.73
1368.00,97.71
1367.00,97.69
1366.00,97.67
1365.00,97.64
1364.00,97.63
1363.00,97.61
1362.00,97.59
1361.00,97.57
1360.00,97.56
1359.00,97.56
1358.00,97.56
1357.00,97.57
1356.00,97.58
1355.00,97.58
1354.00,97.58
1353.00,97.58
1352.00,97.58
1351.00,97.59
1350.00,97.61
1349.00,97.62
1348.00,97.63
1347.00,97.63
1346.00,97.63
1345.00,97.64
1344.00,97.65
1343.00,97.67
1342.00,97.70
1341.00,97.74
1340.00,97.78
1339.00,97.80
1338.00,97.80
1337.00,97.81
1336.00,97.81
1335.00,97.83
1334.00,97.86
1333.00,97.88
1332.00,97.90
1331.00,97.92
1330.00,97.93
1329.00,97.94
1328.00,97.94
1327.00,97.95
1326.00,97.95
1325.00,97.95
1324.00,97.96
1323.00,97.95
1322.00,97.96
1321.00,97.96
1320.00,97.97
1319.00,97.97
1318.00,97.97
1317.00,97.96
1316.00,97.96
1315.00,97.97
1314.00,97.97
1313.00,97.97
1312.00,97.95
1311.00,97.94
1310.00,97.94
1309.00,97.95
1308.00,97.95
1307.00,97.95
1306.00,97.95
1305.00,97.95
1304.00,97.96
1303.00,97.96
1302.00,97.96
1301.00,97.95
1300.00,97.95
1299.00,97.95
1298.00,97.95
1297.00,97.97
1296.00,97.98
1295.00,97.98
1294.00,97.97
1293.00,97.94
1292.00,97.92
1291.00,97.91
1290.00,97.90
1289.00,97.89
1288.00,97.88
1287.00,97.87
1286.00,97.85
1285.00,97.84
1284.00,97.83
1283.00,97.82
1282.00,97.80
1281.00,97.77
1280.00,97.75
1279.00,97.75
1278.00,97.75
1277.00,97.73
1276.00,97.71
1275.00,97.69
1274.00,97.67
1273.00,97.67
1272.00,97.66
1271.00,97.64
1270.00,97.61
1269.00,97.60
1268.00,97.59
1267.00,97.60
1266.00,97.61
1265.00,97.62
1264.00,97.62
1263.00,97.62
1262.00,97.61
1261.00,97.60
1260.00,97.58
1259.00,97.56
1258.00,97.55
1257.00,97.53
1256.00,97.50
1255.00,97.48
1254.00,97.46
1253.00,97.45
1252.00,97.45
1251.00,97.44
1250.00,97.43
1249.00,97.41
1248.00,97.39
1247.00,97.38
1246.00,97.37
1245.00,97.37
1244.00,97.37
1243.00,97.36
1242.00,97.36
1241.00,97.37
1240.00,97.38
1239.00,97.39
1238.00,97.40
1237.00,97.39
1236.00,97.37
1235.00,97.35
1234.00,97.33
1233.00,97.30
1232.00,97.28
1231.00,97.27
1230.00,97.27
1229.00,97.28
1228.00,97.29
1227.00,97.30
1226.00,97.31
1225.00,97.31
1224.00,97.29
1223.00,97.27
1222.00,97.25
1221.00,97.25
1220.00,97.25
1219.00,97.25
1218.00,97.25
1217.00,97.25
1216.00,97.25
1215.00,97.26
1214.00,97.25
1213.00,97.25
1212.00,97.25
1211.00,97.25
1210.00,97.24
1209.00,97.22
1208.00,97.20
1207.00,97.18
1206.00,97.17
1205.00,97.17
1204.00,97.17
1203.00,97.17
1202.00,97.15
1201.00,97.14
1200.00,97.13
1199.00,97.13
1198.00,97.15
1197.00,97.17
1196.00,97.18
1195.00,97.20
1194.00,97.23
1193.00,97.25
1192.00,97.27
1191.00,97.29
1190.00,97.30
1189.00,97.30
1188.00,97.29
1187.00,97.28
1186.00,97.28
1185.00,97.30
1184.00,97.30
1183.00,97.28
1182.00,97.25
1181.00,97.23
1180.00,97.20
1179.00,97.17
1178.00,97.12
1177.00,97.07
1176.00,97.03
1175.00,97.00
1174.00,96.97
1173.00,96.93
1172.00,96.88
1171.00,96.83
1170.00,96.81
1169.00,96.81
1168.00,96.84
1167.00,96.87
1166.00,96.91
1165.00,96.94
1164.00,96.98
1163.00,97.03
1162.00,97.09
1161.00,97.17
1160.00,97.26
1159.00,97.35
1158.00,97.43
1157.00,97.52
1156.00,97.60
1155.00,97.67
1154.00,97.73
1153.00,97.78
1152.00,97.83
1151.00,97.88
1150.00,97.92
1149.00,97.95
1148.00,97.98
1147.00,98.01
1146.00,98.04
1145.00,98.06
1144.00,98.07
1143.00,98.09
1142.00,98.10
1141.00,98.13
1140.00,98.15
1139.00,98.16
1138.00,98.17
1137.00,98.17
1136.00,98.16
1135.00,98.16
1134.00,98.17
1133.00,98.18
1132.00,98.20
1131.00,98.21
1130.00,98.22
1129.00,98.23
1128.00,98.22
1127.00,98.19
1126.00,98.13
1125.00,98.08
1124.00,98.05
1123.00,98.04
1122.00,98.03
1121.00,98.02
1120.00,98.00
1119.00,97.98
1118.00,97.96
1117.00,97.94
1116.00,97.91
1115.00,97.88
1114.00,97.86
1113.00,97.84
1112.00,97.82
1111.00,97.81
1110.00,97.79
1109.00,97.77
1108.00,97.74
1107.00,97.72
1106.00,97.74
1105.00,97.77
1104.00,97.82
1103.00,97.85
1102.00,97.85
1101.00,97.83
1100.00,97.80
1099.00,97.78
1098.00,97.76
1097.00,97.75
1096.00,97.74
1095.00,97.73
1094.00,97.70
1093.00,97.66
1092.00,97.62
1091.00,97.59
1090.00,97.58
1089.00,97.57
1088.00,97.55
1087.00,97.52
1086.00,97.48
1085.00,97.45
1084.00,97.42
1083.00,97.40
1082.00,97.39
1081.00,97.37
1080.00,97.36
1079.00,97.33
1078.00,97.28
1077.00,97.25
1076.00,97.22
1075.00,97.22
1074.00,97.22
1073.00,97.20
1072.00,97.18
1071.00,97.16
1070.00,97.15
1069.00,97.15
1068.00,97.15
1067.00,97.15
1066.00,97.14
1065.00,97.14
1064.00,97.15
1063.00,97.19
1062.00,97.23
1061.00,97.26
1060.00,97.28
1059.00,97.29
1058.00,97.32
1057.00,97.36
1056.00,97.41
1055.00,97.44
1054.00,97.46
1053.00,97.47
1052.00,97.47
1051.00,97.47
1050.00,97.47
1049.00,97.47
1048.00,97.47
1047.00,97.46
1046.00,97.47
1045.00,97.50
1044.00,97.54
1043.00,97.57
1042.00,97.57
1041.00,97.54
1040.00,97.50
1039.00,97.47
1038.00,97.48
1037.00,97.52
1036.00,97.57
1035.00,97.63
1034.00,97.69
1033.00,97.73
1032.00,97.74
1031.00,97.74
1030.00,97.74
1029.00,97.74
1028.00,97.76
1027.00,97.79
1026.00,97.83
1025.00,97.87
1024.00,97.91
1023.00,97.94
1022.00,97.94
1021.00,97.94
1020.00,97.96
1019.00,98.00
1018.00,98.04
1017.00,98.07
1016.00,98.08
1015.00,98.08
1014.00,98.08
1013.00,98.06
1012.00,98.05
1011.00,98.04
1010.00,98.06
1009.00,98.08
1008.00,98.10
1007.00,98.11
1006.00,98.11
1005.00,98.11
1004.00,98.12
1003.00,98.11
1002.00,98.11
1001.00,98.11
1000.00,98.13
999.00,98.15
998.00,98.17
997.00,98.18
996.00,98.19
995.00,98.19
994.00,98.18
993.00,98.18
992.00,98.17
991.00,98.18
990.00,98.19
989.00,98.20
988.00,98.21
987.00,98.23
986.00,98.25
985.00,98.25
984.00,98.25
983.00,98.23
982.00,98.22
981.00,98.22
980.00,98.23
979.00,98.23
978.00,98.23
977.00,98.24
976.00,98.24
975.00,98.25
974.00,98.26
973.00,98.26
972.00,98.25
971.00,98.22
970.00,98.17
969.00,98.15
968.00,98.16
967.00,98.19
966.00,98.21
965.00,98.21
964.00,98.20
963.00,98.19
962.00,98.19
961.00,98.18
960.00,98.17
959.00,98.16
958.00,98.15
957.00,98.14
956.00,98.14
955.00,98.13
954.00,98.13
953.00,98.14
952.00,98.16
951.00,98.19
950.00,98.22
949.00,98.24
948.00,98.26
947.00,98.28
946.00,98.29
945.00,98.29
944.00,98.27
943.00,98.25
942.00,98.24
941.00,98.23
940.00,98.23
939.00,98.25
938.00,98.28
937.00,98.30
936.00,98.31
935.00,98.31
934.00,98.29
933.00,98.28
932.00,98.27
931.00,98.27
930.00,98.29
929.00,98.33
928.00,98.36
927.00,98.39
926.00,98.40
925.00,98.39
924.00,98.36
923.00,98.34
922.00,98.33
921.00,98.34
920.00,98.37
919.00,98.40
918.00,98.40
917.00,98.38
916.00,98.35
915.00,98.31
914.00,98.28
913.00,98.28
912.00,98.30
911.00,98.33
910.00,98.35
909.00,98.35
908.00,98.34
907.00,98.33
906.00,98.33
905.00,98.34
904.00,98.34
903.00,98.35
902.00,98.35
901.00,98.36
900.00,98.36
899.00,98.35
898.00,98.33
897.00,98.32
896.00,98.33
895.00,98.34
894.00,98.36
893.00,98.37
892.00,98.39
891.00,98.41
890.00,98.43
889.00,98.47
888.00,98.49
