Created as New Dataset,Natural Brown Fiber
cm-1,%T
2464.00,96.01
2463.00,96.01
2462.00,96.00
2461.00,95.99
2460.00,95.98
2459.00,95.99
2458.00,96.01
2457.00,96.03
2456.00,96.04
2455.00,96.04
2454.00,96.04
2453.00,96.04
2452.00,96.03
2451.00,96.01
2450.00,96.00
2449.00,95.99
2448.00,96.00
2447.00,96.02
2446.00,96.05
2445.00,96.08
2444.00,96.09
2443.00,96.09
2442.00,96.09
2441.00,96.08
2440.00,96.08
2439.00,96.07
2438.00,96.06
2437.00,96.06
2436.00,96.08
2435.00,96.09
2434.00,96.10
2433.00,96.11
2432.00,96.12
2431.00,96.14
2430.00,96.16
2429.00,96.16
2428.00,96.14
2427.00,96.12
2426.00,96.12
2425.00,96.12
2424.00,96.14
2423.00,96.15
2422.00,96.16
2421.00,96.18
2420.00,96.19
2419.00,96.21
2418.00,96.22
2417.00,96.22
2416.00,96.20
2415.00,96.18
2414.00,96.17
2413.00,96.17
2412.00,96.17
2411.00,96.17
2410.00,96.18
2409.00,96.20
2408.00,96.23
2407.00,96.27
2406.00,96.30
2405.00,96.32
2404.00,96.33
2403.00,96.32
2402.00,96.31
2401.00,96.31
2400.00,96.32
2399.00,96.33
2398.00,96.34
2397.00,96.35
2396.00,96.36
2395.00,96.37
2394.00,96.39
2393.00,96.39
2392.00,96.40
2391.00,96.42
2390.00,96.43
2389.00,96.45
2388.00,96.45
2387.00,96.44
2386.00,96.44
2385.00,96.44
2384.00,96.47
2383.00,96.50
2382.00,96.54
2381.00,96.56
2380.00,96.56
2379.00,96.57
2378.00,96.59
2377.00,96.61
2376.00,96.61
2375.00,96.60
2374.00,96.58
2373.00,96.56
2372.00,96.57
2371.00,96.60
2370.00,96.63
2369.00,96.66
2368.00,96.67
2367.00,96.67
2366.00,96.66
2365.00,96.64
2364.00,96.61
2363.00,96.58
2362.00,96.57
2361.00,96.61
2360.00,96.67
2359.00,96.74
2358.00,96.77
2357.00,96.76
2356.00,96.74
2355.00,96.73
2354.00,96.72
2353.00,96.69
2352.00,96.63
2351.00,96.56
2350.00,96.56
2349.00,96.64
2348.00,96.78
2347.00,96.89
2346.00,96.92
2345.00,96.87
2344.00,96.80
2343.00,96.73
2342.00,96.67
2341.00,96.63
2340.00,96.62
2339.00,96.64
2338.00,96.67
2337.00,96.68
2336.00,96.68
2335.00,96.66
2334.00,96.65
2333.00,96.65
2332.00,96.65
2331.00,96.66
2330.00,96.65
2329.00,96.64
2328.00,96.60
2327.00,96.56
2326.00,96.51
2325.00,96.48
2324.00,96.45
2323.00,96.45
2322.00,96.46
2321.00,96.47
2320.00,96.46
2319.00,96.44
2318.00,96.40
2317.00,96.36
2316.00,96.36
2315.00,96.38
2314.00,96.41
2313.00,96.42
2312.00,96.41
2311.00,96.38
2310.00,96.34
2309.00,96.32
2308.00,96.30
2307.00,96.28
2306.00,96.26
2305.00,96.25
2304.00,96.24
2303.00,96.22
2302.00,96.21
2301.00,96.20
2300.00,96.18
2299.00,96.18
2298.00,96.20
2297.00,96.22
2296.00,96.23
2295.00,96.22
2294.00,96.19
2293.00,96.14
2292.00,96.09
2291.00,96.04
2290.00,96.00
2289.00,95.96
2288.00,95.93
2287.00,95.93
2286.00,95.92
2285.00,95.91
2284.00,95.90
2283.00,95.89
2282.00,95.89
2281.00,95.89
2280.00,95.87
2279.00,95.84
2278.00,95.81
2277.00,95.79
2276.00,95.78
2275.00,95.77
2274.00,95.74
2273.00,95.69
2272.00,95.65
2271.00,95.62
2270.00,95.61
2269.00,95.61
2268.00,95.60
2267.00,95.60
2266.00,95.59
2265.00,95.58
2264.00,95.55
2263.00,95.52
2262.00,95.47
2261.00,95.43
2260.00,95.41
2259.00,95.40
2258.00,95.42
2257.00,95.43
2256.00,95.44
2255.00,95.44
2254.00,95.44
2253.00,95.45
2252.00,95.47
2251.00,95.49
2250.00,95.48
2249.00,95.44
2248.00,95.37
2247.00,95.33
2246.00,95.31
2245.00,95.30
2244.00,95.30
2243.00,95.31
2242.00,95.32
2241.00,95.32
2240.00,95.31
2239.00,95.27
2238.00,95.23
2237.00,95.21
2236.00,95.20
2235.00,95.19
2234.00,95.19
2233.00,95.18
2232.00,95.16
2231.00,95.12
2230.00,95.09
2229.00,95.05
2228.00,95.03
2227.00,95.04
2226.00,95.05
2225.00,95.05
2224.00,95.03
2223.00,94.98
2222.00,94.94
2221.00,94.92
2220.00,94.92
2219.00,94.92
2218.00,94.92
2217.00,94.92
2216.00,94.93
2215.00,94.92
2214.00,94.93
2213.00,94.94
2212.00,94.95
2211.00,94.95
2210.00,94.93
2209.00,94.89
2208.00,94.83
2207.00,94.75
2206.00,94.69
2205.00,94.67
2204.00,94.70
2203.00,94.73
2202.00,94.73
2201.00,94.70
2200.00,94.66
2199.00,94.64
2198.00,94.65
2197.00,94.66
2196.00,94.63
2195.00,94.59
2194.00,94.55
2193.00,94.51
2192.00,94.50
2191.00,94.51
2190.00,94.54
2189.00,94.58
2188.00,94.58
2187.00,94.54
2186.00,94.45
2185.00,94.34
2184.00,94.27
2183.00,94.24
2182.00,94.28
2181.00,94.33
2180.00,94.37
2179.00,94.39
2178.00,94.39
2177.00,94.38
2176.00,94.35
2175.00,94.34
2174.00,94.33
2173.00,94.32
2172.00,94.28
2171.00,94.22
2170.00,94.15
2169.00,94.10
2168.00,94.03
2167.00,93.96
2166.00,93.90
2165.00,93.85
2164.00,93.80
2163.00,93.72
2162.00,93.64
2161.00,93.61
2160.00,93.68
2159.00,93.82
2158.00,93.99
2157.00,94.11
2156.00,94.21
2155.00,94.32
2154.00,94.43
2153.00,94.50
2152.00,94.50
2151.00,94.44
2150.00,94.38
2149.00,94.37
2148.00,94.44
2147.00,94.55
2146.00,94.65
2145.00,94.71
2144.00,94.74
2143.00,94.75
2142.00,94.76
2141.00,94.78
2140.00,94.81
2139.00,94.86
2138.00,94.93
2137.00,95.01
2136.00,95.11
2135.00,95.20
2134.00,95.27
2133.00,95.30
2132.00,95.31
2131.00,95.32
2130.00,95.35
2129.00,95.40
2128.00,95.44
2127.00,95.46
2126.00,95.49
2125.00,95.52
2124.00,95.55
2123.00,95.57
2122.00,95.58
2121.00,95.56
2120.00,95.55
2119.00,95.55
2118.00,95.55
2117.00,95.53
2116.00,95.51
2115.00,95.49
2114.00,95.48
2113.00,95.47
2112.00,95.45
2111.00,95.44
2110.00,95.43
2109.00,95.42
2108.00,95.42
2107.00,95.41
2106.00,95.40
2105.00,95.39
2104.00,95.38
2103.00,95.38
2102.00,95.39
2101.00,95.42
2100.00,95.44
2099.00,95.44
2098.00,95.42
2097.00,95.41
2096.00,95.41
2095.00,95.42
2094.00,95.43
2093.00,95.44
2092.00,95.46
2091.00,95.48
2090.00,95.48
2089.00,95.45
2088.00,95.41
2087.00,95.39
2086.00,95.40
2085.00,95.43
2084.00,95.44
2083.00,95.42
2082.00,95.39
2081.00,95.37
2080.00,95.37
2079.00,95.38
2078.00,95.40
2077.00,95.41
2076.00,95.41
2075.00,95.39
2074.00,95.37
2073.00,95.36
2072.00,95.35
2071.00,95.36
2070.00,95.36
2069.00,95.36
2068.00,95.34
2067.00,95.32
2066.00,95.30
2065.00,95.28
2064.00,95.27
2063.00,95.24
2062.00,95.21
2061.00,95.17
2060.00,95.15
2059.00,95.14
2058.00,95.15
2057.00,95.16
2056.00,95.17
2055.00,95.17
2054.00,95.15
2053.00,95.09
2052.00,94.98
2051.00,94.85
2050.00,94.74
2049.00,94.66
2048.00,94.62
2047.00,94.58
2046.00,94.55
2045.00,94.52
2044.00,94.49
2043.00,94.47
2042.00,94.45
2041.00,94.42
2040.00,94.38
2039.00,94.31
2038.00,94.25
2037.00,94.20
2036.00,94.16
2035.00,94.14
2034.00,94.15
2033.00,94.19
2032.00,94.21
2031.00,94.22
2030.00,94.23
2029.00,94.28
2028.00,94.35
2027.00,94.40
2026.00,94.41
2025.00,94.41
2024.00,94.44
2023.00,94.48
2022.00,94.50
2021.00,94.49
2020.00,94.48
2019.00,94.48
2018.00,94.47
2017.00,94.46
2016.00,94.45
2015.00,94.42
2014.00,94.39
2013.00,94.37
2012.00,94.37
2011.00,94.41
2010.00,94.49
2009.00,94.58
2008.00,94.65
2007.00,94.71
2006.00,94.74
2005.00,94.77
2004.00,94.81
2003.00,94.85
2002.00,94.89
2001.00,94.90
2000.00,94.89
1999.00,94.87
1998.00,94.87
1997.00,94.88
1996.00,94.89
1995.00,94.89
1994.00,94.88
1993.00,94.89
1992.00,94.93
1991.00,94.99
1990.00,95.01
1989.00,94.98
1988.00,94.92
1987.00,94.86
1986.00,94.80
1985.00,94.74
1984.00,94.70
1983.00,94.69
1982.00,94.67
1981.00,94.61
1980.00,94.52
1979.00,94.46
1978.00,94.47
1977.00,94.55
1976.00,94.63
1975.00,94.69
1974.00,94.73
1973.00,94.74
1972.00,94.74
1971.00,94.76
1970.00,94.79
1969.00,94.83
1968.00,94.85
1967.00,94.86
1966.00,94.90
1965.00,94.97
1964.00,95.05
1963.00,95.10
1962.00,95.12
1961.00,95.10
1960.00,95.05
1959.00,95.03
1958.00,95.06
1957.00,95.12
1956.00,95.19
1955.00,95.27
1954.00,95.33
1953.00,95.38
1952.00,95.42
1951.00,95.47
1950.00,95.51
1949.00,95.56
1948.00,95.58
1947.00,95.59
1946.00,95.59
1945.00,95.60
1944.00,95.63
1943.00,95.69
1942.00,95.77
1941.00,95.84
1940.00,95.87
1939.00,95.87
1938.00,95.85
1937.00,95.84
1936.00,95.85
1935.00,95.88
1934.00,95.90
1933.00,95.90
1932.00,95.88
1931.00,95.86
1930.00,95.85
1929.00,95.86
1928.00,95.89
1927.00,95.94
1926.00,96.02
1925.00,96.08
1924.00,96.12
1923.00,96.11
1922.00,96.09
1921.00,96.06
1920.00,96.04
1919.00,96.05
1918.00,96.08
1917.00,96.14
1916.00,96.20
1915.00,96.23
1914.00,96.23
1913.00,96.19
1912.00,96.16
1911.00,96.16
1910.00,96.18
1909.00,96.21
1908.00,96.23
1907.00,96.25
1906.00,96.26
1905.00,96.28
1904.00,96.29
1903.00,96.30
1902.00,96.32
1901.00,96.35
1900.00,96.36
1899.00,96.36
1898.00,96.34
1897.00,96.34
1896.00,96.35
1895.00,96.38
1894.00,96.39
1893.00,96.38
1892.00,96.38
1891.00,96.40
1890.00,96.44
1889.00,96.48
1888.00,96.51
1887.00,96.52
1886.00,96.51
1885.00,96.50
1884.00,96.47
1883.00,96.45
1882.00,96.43
1881.00,96.43
1880.00,96.45
1879.00,96.49
1878.00,96.53
1877.00,96.55
1876.00,96.55
1875.00,96.54
1874.00,96.54
1873.00,96.53
1872.00,96.52
1871.00,96.51
1870.00,96.52
1869.00,96.54
1868.00,96.57
1867.00,96.58
1866.00,96.57
1865.00,96.56
1864.00,96.56
1863.00,96.58
1862.00,96.60
1861.00,96.61
1860.00,96.61
1859.00,96.61
1858.00,96.62
1857.00,96.63
1856.00,96.63
1855.00,96.63
1854.00,96.65
1853.00,96.69
1852.00,96.72
1851.00,96.74
1850.00,96.75
1849.00,96.75
1848.00,96.75
1847.00,96.74
1846.00,96.72
1845.00,96.72
1844.00,96.74
1843.00,96.76
1842.00,96.77
1841.00,96.78
1840.00,96.79
1839.00,96.81
1838.00,96.82
1837.00,96.81
1836.00,96.80
1835.00,96.79
1834.00,96.79
1833.00,96.80
1832.00,96.80
1831.00,96.80
1830.00,96.80
1829.00,96.80
1828.00,96.80
1827.00,96.80
1826.00,96.81
1825.00,96.82
1824.00,96.83
1823.00,96.84
1822.00,96.85
1821.00,96.85
1820.00,96.85
1819.00,96.84
1818.00,96.85
1817.00,96.87
1816.00,96.89
1815.00,96.90
1814.00,96.89
1813.00,96.89
1812.00,96.88
1811.00,96.88
1810.00,96.89
1809.00,96.89
1808.00,96.89
1807.00,96.90
1806.00,96.91
1805.00,96.92
1804.00,96.91
1803.00,96.90
1802.00,96.90
1801.00,96.91
1800.00,96.92
1799.00,96.92
1798.00,96.91
1797.00,96.91
1796.00,96.91
1795.00,96.91
1794.00,96.91
1793.00,96.90
1792.00,96.89
1791.00,96.90
1790.00,96.91
1789.00,96.93
1788.00,96.93
1787.00,96.91
1786.00,96.89
1785.00,96.87
1784.00,96.87
1783.00,96.86
1782.00,96.84
1781.00,96.83
1780.00,96.82
1779.00,96.82
1778.00,96.82
1777.00,96.83
1776.00,96.84
1775.00,96.84
1774.00,96.84
1773.00,96.81
1772.00,96.77
1771.00,96.73
1770.00,96.72
1769.00,96.71
1768.00,96.70
1767.00,96.70
1766.00,96.70
1765.00,96.69
1764.00,96.67
1763.00,96.64
1762.00,96.62
1761.00,96.61
1760.00,96.60
1759.00,96.58
1758.00,96.56
1757.00,96.54
1756.00,96.53
1755.00,96.51
1754.00,96.48
1753.00,96.45
1752.00,96.42
1751.00,96.40
1750.00,96.39
1749.00,96.37
1748.00,96.33
1747.00,96.29
1746.00,96.25
1745.00,96.20
1744.00,96.17
1743.00,96.16
1742.00,96.16
1741.00,96.15
1740.00,96.11
1739.00,96.06
1738.00,96.03
1737.00,95.98
1736.00,95.92
1735.00,95.88
1734.00,95.86
1733.00,95.87
1732.00,95.87
1731.00,95.86
1730.00,95.85
1729.00,95.83
1728.00,95.82
1727.00,95.81
1726.00,95.82
1725.00,95.82
1724.00,95.81
1723.00,95.81
1722.00,95.80
1721.00,95.80
1720.00,95.79
1719.00,95.78
1718.00,95.77
1717.00,95.75
1716.00,95.71
1715.00,95.68
1714.00,95.67
1713.00,95.66
1712.00,95.66
1711.00,95.65
1710.00,95.64
1709.00,95.65
1708.00,95.65
1707.00,95.65
1706.00,95.65
1705.00,95.65
1704.00,95.65
1703.00,95.64
1702.00,95.63
1701.00,95.63
1700.00,95.63
1699.00,95.62
1698.00,95.60
1697.00,95.56
1696.00,95.50
1695.00,95.46
1694.00,95.42
1693.00,95.39
1692.00,95.37
1691.00,95.35
1690.00,95.33
1689.00,95.32
1688.00,95.29
1687.00,95.26
1686.00,95.22
1685.00,95.16
1684.00,95.08
1683.00,95.01
1682.00,94.96
1681.00,94.93
1680.00,94.89
1679.00,94.85
1678.00,94.81
1677.00,94.75
1676.00,94.69
1675.00,94.64
1674.00,94.60
1673.00,94.56
1672.00,94.51
1671.00,94.46
1670.00,94.38
1669.00,94.30
1668.00,94.23
1667.00,94.19
1666.00,94.15
1665.00,94.10
1664.00,94.02
1663.00,93.93
1662.00,93.85
1661.00,93.79
1660.00,93.74
1659.00,93.69
1658.00,93.65
1657.00,93.62
1656.00,93.58
1655.00,93.53
1654.00,93.44
1653.00,93.33
1652.00,93.27
1651.00,93.26
1650.00,93.25
1649.00,93.23
1648.00,93.18
1647.00,93.09
1646.00,93.00
1645.00,92.94
1644.00,92.90
1643.00,92.87
1642.00,92.85
1641.00,92.81
1640.00,92.78
1639.00,92.75
1638.00,92.72
1637.00,92.67
1636.00,92.58
1635.00,92.50
1634.00,92.45
1633.00,92.43
1632.00,92.41
1631.00,92.39
1630.00,92.37
1629.00,92.35
1628.00,92.33
1627.00,92.31
1626.00,92.31
1625.00,92.30
1624.00,92.29
1623.00,92.27
1622.00,92.25
1621.00,92.25
1620.00,92.24
1619.00,92.24
1618.00,92.25
1617.00,92.26
1616.00,92.25
1615.00,92.23
1614.00,92.22
1613.00,92.22
1612.00,92.23
1611.00,92.26
1610.00,92.29
1609.00,92.32
1608.00,92.35
1607.00,92.39
1606.00,92.44
1605.00,92.48
1604.00,92.52
1603.00,92.56
1602.00,92.60
1601.00,92.64
1600.00,92.67
1599.00,92.72
1598.00,92.78
1597.00,92.84
1596.00,92.91
1595.00,92.98
1594.00,93.05
1593.00,93.12
1592.00,93.18
1591.00,93.24
1590.00,93.29
1589.00,93.34
1588.00,93.41
1587.00,93.48
1586.00,93.54
1585.00,93.60
1584.00,93.64
1583.00,93.68
1582.00,93.74
1581.00,93.80
1580.00,93.87
1579.00,93.93
1578.00,93.98
1577.00,94.02
1576.00,94.06
1575.00,94.10
1574.00,94.16
1573.00,94.21
1572.00,94.25
1571.00,94.30
1570.00,94.35
1569.00,94.41
1568.00,94.47
1567.00,94.53
1566.00,94.58
1565.00,94.63
1564.00,94.66
1563.00,94.69
1562.00,94.71
1561.00,94.75
1560.00,94.81
1559.00,94.85
1558.00,94.85
1557.00,94.84
1556.00,94.83
1555.00,94.83
1554.00,94.84
1553.00,94.85
1552.00,94.86
1551.00,94.86
1550.00,94.89
1549.00,94.93
1548.00,94.96
1547.00,94.98
1546.00,94.99
1545.00,94.99
1544.00,94.99
1543.00,94.97
1542.00,94.98
1541.00,95.01
1540.00,95.05
1539.00,95.08
1538.00,95.10
1537.00,95.11
1536.00,95.10
1535.00,95.10
1534.00,95.12
1533.00,95.15
1532.00,95.19
1531.00,95.22
1530.00,95.25
1529.00,95.26
1528.00,95.28
1527.00,95.30
1526.00,95.34
1525.00,95.37
1524.00,95.39
1523.00,95.37
1522.00,95.35
1521.00,95.34
1520.00,95.35
1519.00,95.38
1518.00,95.40
1517.00,95.40
1516.00,95.39
1515.00,95.40
1514.00,95.41
1513.00,95.43
1512.00,95.45
1511.00,95.48
1510.00,95.51
1509.00,95.53
1508.00,95.56
1507.00,95.56
1506.00,95.55
1505.00,95.55
1504.00,95.56
1503.00,95.56
1502.00,95.57
1501.00,95.56
1500.00,95.55
1499.00,95.55
1498.00,95.56
1497.00,95.56
1496.00,95.56
1495.00,95.55
1494.00,95.53
1493.00,95.49
1492.00,95.43
1491.00,95.37
1490.00,95.30
1489.00,95.24
1488.00,95.17
1487.00,95.09
1486.00,95.02
1485.00,94.93
1484.00,94.84
1483.00,94.74
1482.00,94.65
1481.00,94.57
1480.00,94.51
1479.00,94.46
1478.00,94.40
1477.00,94.35
1476.00,94.27
1475.00,94.19
1474.00,94.10
1473.00,93.99
1472.00,93.87
1471.00,93.79
1470.00,93.72
1469.00,93.64
1468.00,93.54
1467.00,93.43
1466.00,93.30
1465.00,93.15
1464.00,93.01
1463.00,92.89
1462.00,92.81
1461.00,92.73
1460.00,92.64
1459.00,92.52
1458.00,92.36
1457.00,92.17
1456.00,92.03
1455.00,91.96
1454.00,91.90
1453.00,91.86
1452.00,91.81
1451.00,91.76
1450.00,91.71
1449.00,91.66
1448.00,91.63
1447.00,91.62
1446.00,91.62
1445.00,91.59
1444.00,91.56
1443.00,91.52
1442.00,91.48
1441.00,91.43
1440.00,91.37
1439.00,91.29
1438.00,91.16
1437.00,90.99
1436.00,90.82
1435.00,90.69
1434.00,90.57
1433.00,90.44
1432.00,90.30
1431.00,90.17
1430.00,90.06
1429.00,89.99
1428.00,89.95
1427.00,89.95
1426.00,89.97
1425.00,90.01
1424.00,90.07
1423.00,90.16
1422.00,90.26
1421.00,90.36
1420.00,90.50
1419.00,90.68
1418.00,90.86
1417.00,91.00
1416.00,91.13
1415.00,91.24
1414.00,91.34
1413.00,91.42
1412.00,91.50
1411.00,91.57
1410.00,91.64
1409.00,91.69
1408.00,91.73
1407.00,91.76
1406.00,91.78
1405.00,91.82
1404.00,91.86
1403.00,91.91
1402.00,91.93
1401.00,91.94
1400.00,91.96
1399.00,91.98
1398.00,92.01
1397.00,92.04
1396.00,92.06
1395.00,92.07
1394.00,92.08
1393.00,92.09
1392.00,92.09
1391.00,92.07
1390.00,92.03
1389.00,91.95
1388.00,91.86
1387.00,91.76
1386.00,91.65
1385.00,91.53
1384.00,91.40
1383.00,91.24
1382.00,91.06
1381.00,90.87
1380.00,90.67
1379.00,90.46
1378.00,90.25
1377.00,90.04
1376.00,89.82
1375.00,89.58
1374.00,89.34
1373.00,89.12
1372.00,88.96
1371.00,88.86
1370.00,88.81
1369.00,88.79
1368.00,88.80
1367.00,88.82
1366.00,88.83
1365.00,88.83
1364.00,88.81
1363.00,88.78
1362.00,88.76
1361.00,88.76
1360.00,88.80
1359.00,88.86
1358.00,88.91
1357.00,88.97
1356.00,89.02
1355.00,89.09
1354.00,89.16
1353.00,89.25
1352.00,89.34
1351.00,89.42
1350.00,89.49
1349.00,89.52
1348.00,89.49
1347.00,89.41
1346.00,89.29
1345.00,89.13
1344.00,88.96
1343.00,88.79
1342.00,88.61
1341.00,88.42
1340.00,88.23
1339.00,88.06
1338.00,87.91
1337.00,87.80
1336.00,87.73
1335.00,87.70
1334.00,87.73
1333.00,87.80
1332.00,87.90
1331.00,88.03
1330.00,88.14
1329.00,88.23
1328.00,88.27
1327.00,88.26
1326.00,88.20
1325.00,88.10
1324.00,87.97
1323.00,87.80
1322.00,87.60
1321.00,87.37
1320.00,87.12
1319.00,86.86
1318.00,86.64
1317.00,86.47
1316.00,86.36
1315.00,86.32
1314.00,86.37
1313.00,86.47
1312.00,86.64
1311.00,86.85
1310.00,87.09
1309.00,87.35
1308.00,87.62
1307.00,87.90
1306.00,88.19
1305.00,88.48
1304.00,88.75
1303.00,89.03
1302.00,89.28
1301.00,89.51
1300.00,89.70
1299.00,89.86
1298.00,90.00
1297.00,90.12
1296.00,90.22
1295.00,90.29
1294.00,90.33
1293.00,90.36
1292.00,90.38
1291.00,90.42
1290.00,90.45
1289.00,90.48
1288.00,90.48
1287.00,90.47
1286.00,90.42
1285.00,90.34
1284.00,90.24
1283.00,90.15
1282.00,90.08
1281.00,90.04
1280.00,90.04
1279.00,90.07
1278.00,90.12
1277.00,90.17
1276.00,90.23
1275.00,90.29
1274.00,90.37
1273.00,90.46
1272.00,90.54
1271.00,90.62
1270.00,90.69
1269.00,90.76
1268.00,90.82
1267.00,90.86
1266.00,90.90
1265.00,90.94
1264.00,90.98
1263.00,91.02
1262.00,91.05
1261.00,91.09
1260.00,91.12
1259.00,91.17
1258.00,91.22
1257.00,91.26
1256.00,91.29
1255.00,91.29
1254.00,91.27
1253.00,91.24
1252.00,91.19
1251.00,91.15
1250.00,91.13
1249.00,91.12
1248.00,91.13
1247.00,91.15
1246.00,91.19
1245.00,91.25
1244.00,91.30
1243.00,91.36
1242.00,91.40
1241.00,91.42
1240.00,91.43
1239.00,91.44
1238.00,91.44
1237.00,91.44
1236.00,91.44
1235.00,91.46
1234.00,91.50
1233.00,91.57
1232.00,91.66
1231.00,91.78
1230.00,91.90
1229.00,92.02
1228.00,92.15
1227.00,92.29
1226.00,92.42
1225.00,92.55
1224.00,92.66
1223.00,92.77
1222.00,92.88
1221.00,92.97
1220.00,93.06
1219.00,93.12
1218.00,93.17
1217.00,93.20
1216.00,93.21
1215.00,93.20
1214.00,93.15
1213.00,93.06
1212.00,92.93
1211.00,92.75
1210.00,92.53
1209.00,92.27
1208.00,92.02
1207.00,91.82
1206.00,91.68
1205.00,91.61
1204.00,91.58
1203.00,91.60
1202.00,91.64
1201.00,91.70
1200.00,91.78
1199.00,91.89
1198.00,92.01
1197.00,92.14
1196.00,92.29
1195.00,92.44
1194.00,92.61
1193.00,92.76
1192.00,92.90
1191.00,93.02
1190.00,93.12
1189.00,93.20
1188.00,93.25
1187.00,93.27
1186.00,93.26
1185.00,93.21
1184.00,93.13
1183.00,93.03
1182.00,92.91
1181.00,92.79
1180.00,92.67
1179.00,92.53
1178.00,92.34
1177.00,92.10
1176.00,91.82
1175.00,91.49
1174.00,91.12
1173.00,90.68
1172.00,90.18
1171.00,89.62
1170.00,89.01
1169.00,88.37
1168.00,87.70
1167.00,87.02
1166.00,86.36
1165.00,85.75
1164.00,85.23
1163.00,84.81
1162.00,84.53
1161.00,84.36
1160.00,84.28
1159.00,84.28
1158.00,84.34
1157.00,84.45
1156.00,84.59
1155.00,84.77
1154.00,84.97
1153.00,85.17
1152.00,85.35
1151.00,85.54
1150.00,85.73
1149.00,85.91
1148.00,86.10
1147.00,86.32
1146.00,86.55
1145.00,86.80
1144.00,87.06
1143.00,87.31
1142.00,87.56
1141.00,87.78
1140.00,87.95
1139.00,88.05
1138.00,88.07
1137.00,88.02
1136.00,87.89
1135.00,87.72
1134.00,87.51
1133.00,87.29
1132.00,87.05
1131.00,86.79
1130.00,86.47
1129.00,86.09
1128.00,85.65
1127.00,85.19
1126.00,84.72
1125.00,84.27
1124.00,83.85
1123.00,83.46
1122.00,83.08
1121.00,82.67
1120.00,82.22
1119.00,81.72
1118.00,81.16
1117.00,80.53
1116.00,79.82
1115.00,79.09
1114.00,78.38
1113.00,77.74
1112.00,77.21
1111.00,76.81
1110.00,76.53
1109.00,76.35
1108.00,76.23
1107.00,76.17
1106.00,76.13
1105.00,76.10
1104.00,76.10
1103.00,76.19
1102.00,76.36
1101.00,76.56
1100.00,76.78
1099.00,77.02
1098.00,77.30
1097.00,77.59
1096.00,77.90
1095.00,78.20
1094.00,78.49
1093.00,78.75
1092.00,78.97
1091.00,79.15
1090.00,79.29
1089.00,79.40
1088.00,79.48
1087.00,79.54
1086.00,79.60
1085.00,79.62
1084.00,79.62
1083.00,79.58
1082.00,79.48
1081.00,79.28
1080.00,78.98
1079.00,78.63
1078.00,78.27
1077.00,77.93
1076.00,77.60
1075.00,77.31
1074.00,77.01
1073.00,76.69
1072.00,76.34
1071.00,75.95
1070.00,75.50
1069.00,74.96
1068.00,74.33
1067.00,73.62
1066.00,72.86
1065.00,72.03
1064.00,71.12
1063.00,70.18
1062.00,69.24
1061.00,68.35
1060.00,67.55
1059.00,66.90
1058.00,66.41
1057.00,66.03
1056.00,65.74
1055.00,65.53
1054.00,65.42
1053.00,65.37
1052.00,65.39
1051.00,65.50
1050.00,65.70
1049.00,65.99
1048.00,66.33
1047.00,66.71
1046.00,67.10
1045.00,67.43
1044.00,67.66
1043.00,67.80
1042.00,67.83
1041.00,67.73
1040.00,67.49
1039.00,67.14
1038.00,66.70
1037.00,66.19
1036.00,65.66
1035.00,65.16
1034.00,64.72
1033.00,64.36
1032.00,64.10
1031.00,63.95
1030.00,63.92
1029.00,63.95
1028.00,64.03
1027.00,64.15
1026.00,64.32
1025.00,64.50
1024.00,64.69
1023.00,64.90
1022.00,65.12
1021.00,65.31
1020.00,65.47
1019.00,65.63
1018.00,65.79
1017.00,65.94
1016.00,66.08
1015.00,66.20
1014.00,66.31
1013.00,66.39
1012.00,66.47
1011.00,66.55
1010.00,66.64
1009.00,66.72
1008.00,66.76
1007.00,66.77
1006.00,66.78
1005.00,66.76
1004.00,66.73
1003.00,66.72
1002.00,66.74
1001.00,66.78
1000.00,66.85
999.00,66.95
998.00,67.08
997.00,67.24
996.00,67.41
995.00,67.61
994.00,67.83
993.00,68.01
992.00,68.15
991.00,68.25
990.00,68.33
989.00,68.37
988.00,68.36
987.00,68.33
986.00,68.32
985.00,68.38
984.00,68.54
983.00,68.85
982.00,69.28
981.00,69.80
980.00,70.38
979.00,71.00
978.00,71.65
977.00,72.30
976.00,72.93
975.00,73.55
974.00,74.12
973.00,74.63
972.00,75.08
971.00,75.51
970.00,75.92
969.00,76.31
968.00,76.66
967.00,76.98
966.00,77.28
965.00,77.58
964.00,77.88
963.00,78.17
962.00,78.45
961.00,78.72
960.00,78.99
959.00,79.25
958.00,79.52
957.00,79.78
956.00,80.03
955.00,80.29
954.00,80.57
953.00,80.85
952.00,81.13
951.00,81.40
950.00,81.64
949.00,81.86
948.00,82.08
947.00,82.31
946.00,82.54
945.00,82.76
944.00,82.97
943.00,83.17
942.00,83.35
941.00,83.51
940.00,83.63
939.00,83.75
938.00,83.87
937.00,84.01
936.00,84.15
935.00,84.29
934.00,84.41
933.00,84.51
932.00,84.59
931.00,84.67
930.00,84.76
929.00,84.87
928.00,84.98
927.00,85.07
926.00,85.16
925.00,85.23
924.00,85.30
923.00,85.39
922.00,85.50
921.00,85.62
920.00,85.73
919.00,85.82
918.00,85.88
917.00,85.92
916.00,85.94
915.00,85.96
914.00,85.96
913.00,85.94
912.00,85.88
911.00,85.83
910.00,85.80
909.00,85.77
908.00,85.73
907.00,85.66
906.00,85.57
905.00,85.48
904.00,85.40
903.00,85.32
902.00,85.25
