Created as New Dataset,4.3 Shoemaker's thread
cm-1,%T
2462.00,99.51
2461.00,99.52
2460.00,99.51
2459.00,99.49
2458.00,99.47
2457.00,99.46
2456.00,99.45
2455.00,99.43
2454.00,99.43
2453.00,99.44
2452.00,99.46
2451.00,99.50
2450.00,99.53
2449.00,99.55
2448.00,99.55
2447.00,99.53
2446.00,99.51
2445.00,99.49
2444.00,99.48
2443.00,99.48
2442.00,99.49
2441.00,99.51
2440.00,99.53
2439.00,99.54
2438.00,99.54
2437.00,99.54
2436.00,99.53
2435.00,99.52
2434.00,99.51
2433.00,99.51
2432.00,99.51
2431.00,99.52
2430.00,99.53
2429.00,99.53
2428.00,99.54
2427.00,99.54
2426.00,99.53
2425.00,99.51
2424.00,99.50
2423.00,99.51
2422.00,99.53
2421.00,99.54
2420.00,99.56
2419.00,99.59
2418.00,99.61
2417.00,99.62
2416.00,99.62
2415.00,99.61
2414.00,99.61
2413.00,99.61
2412.00,99.62
2411.00,99.63
2410.00,99.63
2409.00,99.63
2408.00,99.63
2407.00,99.65
2406.00,99.66
2405.00,99.68
2404.00,99.70
2403.00,99.70
2402.00,99.70
2401.00,99.68
2400.00,99.66
2399.00,99.65
2398.00,99.65
2397.00,99.66
2396.00,99.67
2395.00,99.70
2394.00,99.73
2393.00,99.76
2392.00,99.77
2391.00,99.78
2390.00,99.79
2389.00,99.79
2388.00,99.78
2387.00,99.77
2386.00,99.76
2385.00,99.76
2384.00,99.78
2383.00,99.80
2382.00,99.84
2381.00,99.87
2380.00,99.91
2379.00,99.95
2378.00,99.98
2377.00,99.97
2376.00,99.94
2375.00,99.88
2374.00,99.83
2373.00,99.81
2372.00,99.83
2371.00,99.87
2370.00,99.91
2369.00,99.94
2368.00,99.98
2367.00,100.01
2366.00,100.03
2365.00,100.01
2364.00,99.97
2363.00,99.92
2362.00,99.85
2361.00,99.75
2360.00,99.68
2359.00,99.67
2358.00,99.71
2357.00,99.75
2356.00,99.75
2355.00,99.71
2354.00,99.68
2353.00,99.69
2352.00,99.72
2351.00,99.77
2350.00,99.81
2349.00,99.85
2348.00,99.88
2347.00,99.90
2346.00,99.92
2345.00,99.93
2344.00,99.94
2343.00,99.96
2342.00,99.97
2341.00,99.94
2340.00,99.88
2339.00,99.81
2338.00,99.76
2337.00,99.76
2336.00,99.77
2335.00,99.78
2334.00,99.78
2333.00,99.74
2332.00,99.69
2331.00,99.66
2330.00,99.68
2329.00,99.71
2328.00,99.73
2327.00,99.70
2326.00,99.65
2325.00,99.60
2324.00,99.58
2323.00,99.59
2322.00,99.60
2321.00,99.60
2320.00,99.60
2319.00,99.61
2318.00,99.63
2317.00,99.66
2316.00,99.67
2315.00,99.68
2314.00,99.66
2313.00,99.62
2312.00,99.59
2311.00,99.58
2310.00,99.59
2309.00,99.60
2308.00,99.61
2307.00,99.60
2306.00,99.60
2305.00,99.59
2304.00,99.59
2303.00,99.59
2302.00,99.58
2301.00,99.57
2300.00,99.54
2299.00,99.52
2298.00,99.52
2297.00,99.52
2296.00,99.53
2295.00,99.52
2294.00,99.52
2293.00,99.50
2292.00,99.48
2291.00,99.46
2290.00,99.43
2289.00,99.42
2288.00,99.41
2287.00,99.39
2286.00,99.35
2285.00,99.30
2284.00,99.27
2283.00,99.25
2282.00,99.25
2281.00,99.24
2280.00,99.23
2279.00,99.22
2278.00,99.21
2277.00,99.20
2276.00,99.19
2275.00,99.17
2274.00,99.16
2273.00,99.16
2272.00,99.17
2271.00,99.18
2270.00,99.17
2269.00,99.15
2268.00,99.13
2267.00,99.12
2266.00,99.12
2265.00,99.12
2264.00,99.11
2263.00,99.09
2262.00,99.06
2261.00,99.03
2260.00,99.00
2259.00,98.97
2258.00,98.97
2257.00,98.98
2256.00,99.00
2255.00,99.00
2254.00,98.97
2253.00,98.93
2252.00,98.91
2251.00,98.91
2250.00,98.93
2249.00,98.95
2248.00,98.96
2247.00,98.96
2246.00,98.95
2245.00,98.95
2244.00,98.95
2243.00,98.95
2242.00,98.93
2241.00,98.90
2240.00,98.84
2239.00,98.79
2238.00,98.76
2237.00,98.74
2236.00,98.74
2235.00,98.74
2234.00,98.75
2233.00,98.75
2232.00,98.73
2231.00,98.72
2230.00,98.70
2229.00,98.68
2228.00,98.68
2227.00,98.70
2226.00,98.72
2225.00,98.72
2224.00,98.68
2223.00,98.64
2222.00,98.59
2221.00,98.53
2220.00,98.47
2219.00,98.44
2218.00,98.44
2217.00,98.48
2216.00,98.51
2215.00,98.53
2214.00,98.55
2213.00,98.57
2212.00,98.58
2211.00,98.58
2210.00,98.54
2209.00,98.49
2208.00,98.44
2207.00,98.41
2206.00,98.42
2205.00,98.43
2204.00,98.43
2203.00,98.43
2202.00,98.44
2201.00,98.45
2200.00,98.46
2199.00,98.45
2198.00,98.43
2197.00,98.39
2196.00,98.33
2195.00,98.25
2194.00,98.19
2193.00,98.14
2192.00,98.11
2191.00,98.09
2190.00,98.07
2189.00,98.06
2188.00,98.05
2187.00,98.06
2186.00,98.09
2185.00,98.11
2184.00,98.13
2183.00,98.15
2182.00,98.17
2181.00,98.17
2180.00,98.14
2179.00,98.09
2178.00,98.06
2177.00,98.04
2176.00,98.03
2175.00,98.01
2174.00,97.98
2173.00,97.95
2172.00,97.94
2171.00,97.92
2170.00,97.89
2169.00,97.82
2168.00,97.73
2167.00,97.66
2166.00,97.62
2165.00,97.58
2164.00,97.52
2163.00,97.41
2162.00,97.31
2161.00,97.26
2160.00,97.32
2159.00,97.48
2158.00,97.70
2157.00,97.91
2156.00,98.08
2155.00,98.18
2154.00,98.24
2153.00,98.26
2152.00,98.29
2151.00,98.33
2150.00,98.35
2149.00,98.34
2148.00,98.34
2147.00,98.38
2146.00,98.49
2145.00,98.62
2144.00,98.71
2143.00,98.75
2142.00,98.76
2141.00,98.76
2140.00,98.76
2139.00,98.76
2138.00,98.77
2137.00,98.78
2136.00,98.79
2135.00,98.82
2134.00,98.85
2133.00,98.90
2132.00,98.94
2131.00,98.97
2130.00,98.98
2129.00,99.00
2128.00,99.02
2127.00,99.06
2126.00,99.10
2125.00,99.13
2124.00,99.14
2123.00,99.14
2122.00,99.15
2121.00,99.14
2120.00,99.13
2119.00,99.13
2118.00,99.13
2117.00,99.13
2116.00,99.11
2115.00,99.07
2114.00,99.03
2113.00,99.02
2112.00,99.02
2111.00,99.04
2110.00,99.06
2109.00,99.06
2108.00,99.06
2107.00,99.05
2106.00,99.04
2105.00,99.03
2104.00,99.03
2103.00,99.04
2102.00,99.03
2101.00,99.02
2100.00,99.00
2099.00,99.00
2098.00,99.02
2097.00,99.03
2096.00,99.03
2095.00,99.03
2094.00,99.04
2093.00,99.06
2092.00,99.07
2091.00,99.08
2090.00,99.08
2089.00,99.05
2088.00,99.02
2087.00,99.01
2086.00,99.04
2085.00,99.09
2084.00,99.12
2083.00,99.12
2082.00,99.10
2081.00,99.05
2080.00,99.00
2079.00,98.95
2078.00,98.90
2077.00,98.87
2076.00,98.85
2075.00,98.85
2074.00,98.88
2073.00,98.90
2072.00,98.92
2071.00,98.90
2070.00,98.86
2069.00,98.82
2068.00,98.79
2067.00,98.80
2066.00,98.82
2065.00,98.83
2064.00,98.85
2063.00,98.86
2062.00,98.87
2061.00,98.89
2060.00,98.88
2059.00,98.86
2058.00,98.82
2057.00,98.77
2056.00,98.72
2055.00,98.66
2054.00,98.57
2053.00,98.47
2052.00,98.38
2051.00,98.33
2050.00,98.33
2049.00,98.36
2048.00,98.37
2047.00,98.37
2046.00,98.34
2045.00,98.30
2044.00,98.26
2043.00,98.24
2042.00,98.24
2041.00,98.21
2040.00,98.16
2039.00,98.11
2038.00,98.07
2037.00,98.04
2036.00,98.00
2035.00,97.96
2034.00,97.94
2033.00,97.92
2032.00,97.89
2031.00,97.86
2030.00,97.85
2029.00,97.86
2028.00,97.89
2027.00,97.92
2026.00,97.96
2025.00,97.98
2024.00,97.98
2023.00,97.97
2022.00,97.96
2021.00,97.94
2020.00,97.92
2019.00,97.93
2018.00,97.96
2017.00,97.99
2016.00,97.98
2015.00,97.98
2014.00,98.02
2013.00,98.10
2012.00,98.17
2011.00,98.21
2010.00,98.21
2009.00,98.19
2008.00,98.18
2007.00,98.19
2006.00,98.21
2005.00,98.24
2004.00,98.27
2003.00,98.30
2002.00,98.34
2001.00,98.40
2000.00,98.47
1999.00,98.54
1998.00,98.60
1997.00,98.64
1996.00,98.65
1995.00,98.65
1994.00,98.65
1993.00,98.65
1992.00,98.67
1991.00,98.68
1990.00,98.68
1989.00,98.65
1988.00,98.59
1987.00,98.54
1986.00,98.50
1985.00,98.46
1984.00,98.41
1983.00,98.36
1982.00,98.33
1981.00,98.30
1980.00,98.28
1979.00,98.27
1978.00,98.28
1977.00,98.29
1976.00,98.30
1975.00,98.32
1974.00,98.35
1973.00,98.38
1972.00,98.38
1971.00,98.38
1970.00,98.40
1969.00,98.47
1968.00,98.57
1967.00,98.65
1966.00,98.69
1965.00,98.70
1964.00,98.72
1963.00,98.77
1962.00,98.84
1961.00,98.90
1960.00,98.93
1959.00,98.92
1958.00,98.90
1957.00,98.90
1956.00,98.92
1955.00,98.97
1954.00,99.02
1953.00,99.04
1952.00,99.04
1951.00,99.04
1950.00,99.09
1949.00,99.15
1948.00,99.19
1947.00,99.18
1946.00,99.14
1945.00,99.10
1944.00,99.09
1943.00,99.10
1942.00,99.13
1941.00,99.18
1940.00,99.23
1939.00,99.28
1938.00,99.32
1937.00,99.35
1936.00,99.37
1935.00,99.40
1934.00,99.43
1933.00,99.46
1932.00,99.47
1931.00,99.48
1930.00,99.49
1929.00,99.49
1928.00,99.49
1927.00,99.49
1926.00,99.50
1925.00,99.51
1924.00,99.51
1923.00,99.52
1922.00,99.55
1921.00,99.59
1920.00,99.60
1919.00,99.59
1918.00,99.56
1917.00,99.53
1916.00,99.52
1915.00,99.52
1914.00,99.52
1913.00,99.51
1912.00,99.51
1911.00,99.54
1910.00,99.57
1909.00,99.61
1908.00,99.63
1907.00,99.65
1906.00,99.65
1905.00,99.64
1904.00,99.64
1903.00,99.64
1902.00,99.63
1901.00,99.62
1900.00,99.61
1899.00,99.62
1898.00,99.64
1897.00,99.66
1896.00,99.67
1895.00,99.67
1894.00,99.66
1893.00,99.64
1892.00,99.64
1891.00,99.67
1890.00,99.71
1889.00,99.75
1888.00,99.78
1887.00,99.82
1886.00,99.83
1885.00,99.83
1884.00,99.82
1883.00,99.80
1882.00,99.78
1881.00,99.76
1880.00,99.74
1879.00,99.75
1878.00,99.78
1877.00,99.81
1876.00,99.83
1875.00,99.85
1874.00,99.86
1873.00,99.87
1872.00,99.87
1871.00,99.88
1870.00,99.89
1869.00,99.90
1868.00,99.91
1867.00,99.92
1866.00,99.92
1865.00,99.92
1864.00,99.93
1863.00,99.94
1862.00,99.95
1861.00,99.96
1860.00,99.97
1859.00,99.97
1858.00,99.97
1857.00,99.97
1856.00,99.96
1855.00,99.96
1854.00,99.97
1853.00,99.97
1852.00,99.97
1851.00,99.96
1850.00,99.95
1849.00,99.94
1848.00,99.93
1847.00,99.94
1846.00,99.94
1845.00,99.95
1844.00,99.95
1843.00,99.94
1842.00,99.94
1841.00,99.94
1840.00,99.94
1839.00,99.96
1838.00,99.98
1837.00,99.99
1836.00,99.99
1835.00,100.00
1834.00,100.01
1833.00,100.02
1832.00,100.03
1831.00,100.02
1830.00,100.01
1829.00,99.98
1828.00,99.96
1827.00,99.96
1826.00,99.96
1825.00,99.97
1824.00,99.96
1823.00,99.95
1822.00,99.94
1821.00,99.94
1820.00,99.94
1819.00,99.94
1818.00,99.95
1817.00,99.97
1816.00,99.99
1815.00,99.99
1814.00,99.99
1813.00,99.98
1812.00,99.97
1811.00,99.97
1810.00,99.98
1809.00,99.98
1808.00,99.97
1807.00,99.97
1806.00,99.98
1805.00,99.98
1804.00,99.98
1803.00,99.98
1802.00,99.99
1801.00,99.99
1800.00,99.98
1799.00,99.96
1798.00,99.95
1797.00,99.95
1796.00,99.97
1795.00,100.00
1794.00,100.01
1793.00,100.00
1792.00,99.99
1791.00,99.99
1790.00,100.00
1789.00,100.01
1788.00,100.01
1787.00,99.99
1786.00,99.98
1785.00,99.97
1784.00,99.96
1783.00,99.96
1782.00,99.96
1781.00,99.95
1780.00,99.94
1779.00,99.93
1778.00,99.93
1777.00,99.93
1776.00,99.93
1775.00,99.93
1774.00,99.94
1773.00,99.95
1772.00,99.95
1771.00,99.93
1770.00,99.89
1769.00,99.85
1768.00,99.83
1767.00,99.82
1766.00,99.83
1765.00,99.83
1764.00,99.82
1763.00,99.81
1762.00,99.79
1761.00,99.76
1760.00,99.74
1759.00,99.71
1758.00,99.70
1757.00,99.69
1756.00,99.67
1755.00,99.65
1754.00,99.62
1753.00,99.58
1752.00,99.54
1751.00,99.50
1750.00,99.46
1749.00,99.44
1748.00,99.43
1747.00,99.42
1746.00,99.40
1745.00,99.36
1744.00,99.32
1743.00,99.30
1742.00,99.29
1741.00,99.28
1740.00,99.27
1739.00,99.26
1738.00,99.26
1737.00,99.26
1736.00,99.25
1735.00,99.23
1734.00,99.21
1733.00,99.19
1732.00,99.18
1731.00,99.20
1730.00,99.23
1729.00,99.26
1728.00,99.28
1727.00,99.28
1726.00,99.28
1725.00,99.27
1724.00,99.26
1723.00,99.25
1722.00,99.23
1721.00,99.21
1720.00,99.19
1719.00,99.18
1718.00,99.19
1717.00,99.18
1716.00,99.16
1715.00,99.15
1714.00,99.13
1713.00,99.12
1712.00,99.11
1711.00,99.11
1710.00,99.12
1709.00,99.13
1708.00,99.13
1707.00,99.13
1706.00,99.14
1705.00,99.14
1704.00,99.14
1703.00,99.14
1702.00,99.15
1701.00,99.13
1700.00,99.09
1699.00,99.07
1698.00,99.08
1697.00,99.10
1696.00,99.12
1695.00,99.13
1694.00,99.12
1693.00,99.11
1692.00,99.11
1691.00,99.12
1690.00,99.12
1689.00,99.11
1688.00,99.09
1687.00,99.07
1686.00,99.05
1685.00,99.00
1684.00,98.94
1683.00,98.89
1682.00,98.86
1681.00,98.85
1680.00,98.84
1679.00,98.83
1678.00,98.83
1677.00,98.82
1676.00,98.79
1675.00,98.76
1674.00,98.73
1673.00,98.70
1672.00,98.65
1671.00,98.61
1670.00,98.57
1669.00,98.54
1668.00,98.51
1667.00,98.51
1666.00,98.50
1665.00,98.49
1664.00,98.46
1663.00,98.42
1662.00,98.38
1661.00,98.34
1660.00,98.31
1659.00,98.29
1658.00,98.28
1657.00,98.27
1656.00,98.25
1655.00,98.24
1654.00,98.23
1653.00,98.24
1652.00,98.24
1651.00,98.22
1650.00,98.20
1649.00,98.18
1648.00,98.17
1647.00,98.15
1646.00,98.14
1645.00,98.12
1644.00,98.11
1643.00,98.11
1642.00,98.13
1641.00,98.15
1640.00,98.18
1639.00,98.21
1638.00,98.24
1637.00,98.24
1636.00,98.22
1635.00,98.20
1634.00,98.20
1633.00,98.23
1632.00,98.27
1631.00,98.32
1630.00,98.38
1629.00,98.43
1628.00,98.45
1627.00,98.45
1626.00,98.45
1625.00,98.46
1624.00,98.49
1623.00,98.53
1622.00,98.59
1621.00,98.62
1620.00,98.65
1619.00,98.67
1618.00,98.70
1617.00,98.72
1616.00,98.75
1615.00,98.78
1614.00,98.82
1613.00,98.85
1612.00,98.87
1611.00,98.90
1610.00,98.91
1609.00,98.91
1608.00,98.91
1607.00,98.92
1606.00,98.96
1605.00,98.99
1604.00,99.03
1603.00,99.06
1602.00,99.08
1601.00,99.09
1600.00,99.11
1599.00,99.13
1598.00,99.14
1597.00,99.14
1596.00,99.14
1595.00,99.14
1594.00,99.15
1593.00,99.15
1592.00,99.16
1591.00,99.18
1590.00,99.18
1589.00,99.17
1588.00,99.15
1587.00,99.14
1586.00,99.12
1585.00,99.10
1584.00,99.06
1583.00,99.03
1582.00,99.02
1581.00,99.01
1580.00,99.01
1579.00,99.01
1578.00,99.03
1577.00,99.04
1576.00,99.05
1575.00,99.08
1574.00,99.12
1573.00,99.16
1572.00,99.20
1571.00,99.24
1570.00,99.26
1569.00,99.27
1568.00,99.29
1567.00,99.32
1566.00,99.35
1565.00,99.37
1564.00,99.38
1563.00,99.38
1562.00,99.37
1561.00,99.35
1560.00,99.33
1559.00,99.33
1558.00,99.35
1557.00,99.36
1556.00,99.35
1555.00,99.33
1554.00,99.30
1553.00,99.27
1552.00,99.23
1551.00,99.22
1550.00,99.22
1549.00,99.21
1548.00,99.17
1547.00,99.12
1546.00,99.07
1545.00,99.02
1544.00,99.00
1543.00,98.99
1542.00,98.99
1541.00,98.98
1540.00,98.99
1539.00,99.03
1538.00,99.08
1537.00,99.10
1536.00,99.12
1535.00,99.15
1534.00,99.21
1533.00,99.26
1532.00,99.30
1531.00,99.33
1530.00,99.35
1529.00,99.35
1528.00,99.33
1527.00,99.33
1526.00,99.33
1525.00,99.34
1524.00,99.34
1523.00,99.36
1522.00,99.38
1521.00,99.37
1520.00,99.33
1519.00,99.31
1518.00,99.30
1517.00,99.28
1516.00,99.26
1515.00,99.26
1514.00,99.26
1513.00,99.24
1512.00,99.22
1511.00,99.21
1510.00,99.21
1509.00,99.20
1508.00,99.18
1507.00,99.17
1506.00,99.16
1505.00,99.11
1504.00,99.05
1503.00,99.02
1502.00,98.99
1501.00,98.94
1500.00,98.89
1499.00,98.85
1498.00,98.83
1497.00,98.77
1496.00,98.69
1495.00,98.63
1494.00,98.60
1493.00,98.54
1492.00,98.44
1491.00,98.32
1490.00,98.19
1489.00,98.03
1488.00,97.86
1487.00,97.71
1486.00,97.55
1485.00,97.34
1484.00,97.10
1483.00,96.83
1482.00,96.55
1481.00,96.23
1480.00,95.86
1479.00,95.37
1478.00,94.52
1477.00,92.97
1476.00,90.55
1475.00,87.55
1474.00,84.69
1473.00,83.14
1472.00,83.51
1471.00,84.87
1470.00,85.96
1469.00,86.36
1468.00,86.15
1467.00,85.35
1466.00,83.72
1465.00,81.29
1464.00,78.97
1463.00,77.91
1462.00,78.42
1461.00,80.08
1460.00,82.24
1459.00,84.28
1458.00,85.80
1457.00,86.74
1456.00,87.32
1455.00,87.74
1454.00,88.14
1453.00,88.60
1452.00,89.10
1451.00,89.56
1450.00,89.94
1449.00,90.30
1448.00,90.64
1447.00,90.94
1446.00,91.20
1445.00,91.44
1444.00,91.68
1443.00,91.92
1442.00,92.13
1441.00,92.31
1440.00,92.46
1439.00,92.57
1438.00,92.63
1437.00,92.70
1436.00,92.78
1435.00,92.84
1434.00,92.89
1433.00,92.94
1432.00,93.02
1431.00,93.12
1430.00,93.24
1429.00,93.38
1428.00,93.54
1427.00,93.67
1426.00,93.80
1425.00,93.94
1424.00,94.11
1423.00,94.28
1422.00,94.43
1421.00,94.59
1420.00,94.78
1419.00,94.97
1418.00,95.14
1417.00,95.29
1416.00,95.43
1415.00,95.55
1414.00,95.65
1413.00,95.73
1412.00,95.80
1411.00,95.87
1410.00,95.92
1409.00,95.98
1408.00,96.03
1407.00,96.06
1406.00,96.08
1405.00,96.12
1404.00,96.16
1403.00,96.19
1402.00,96.20
1401.00,96.22
1400.00,96.24
1399.00,96.26
1398.00,96.26
1397.00,96.26
1396.00,96.25
1395.00,96.22
1394.00,96.17
1393.00,96.12
1392.00,96.07
1391.00,95.99
1390.00,95.88
1389.00,95.72
1388.00,95.51
1387.00,95.22
1386.00,94.88
1385.00,94.53
1384.00,94.13
1383.00,93.64
1382.00,93.05
1381.00,92.39
1380.00,91.69
1379.00,91.04
1378.00,90.54
1377.00,90.26
1376.00,90.18
1375.00,90.27
1374.00,90.44
1373.00,90.64
1372.00,90.81
1371.00,90.95
1370.00,91.07
1369.00,91.19
1368.00,91.32
1367.00,91.43
1366.00,91.53
1365.00,91.61
1364.00,91.70
1363.00,91.80
1362.00,91.91
1361.00,92.03
1360.00,92.15
1359.00,92.27
1358.00,92.39
1357.00,92.50
1356.00,92.60
1355.00,92.69
1354.00,92.79
1353.00,92.87
1352.00,92.94
1351.00,92.99
1350.00,93.01
1349.00,92.99
1348.00,92.94
1347.00,92.84
1346.00,92.69
1345.00,92.52
1344.00,92.32
1343.00,92.11
1342.00,91.90
1341.00,91.71
1340.00,91.56
1339.00,91.44
1338.00,91.36
1337.00,91.31
1336.00,91.29
1335.00,91.31
1334.00,91.36
1333.00,91.46
1332.00,91.59
1331.00,91.75
1330.00,91.91
1329.00,92.04
1328.00,92.12
1327.00,92.14
1326.00,92.10
1325.00,92.00
1324.00,91.86
1323.00,91.67
1322.00,91.46
1321.00,91.21
1320.00,90.95
1319.00,90.69
1318.00,90.45
1317.00,90.27
1316.00,90.16
1315.00,90.13
1314.00,90.18
1313.00,90.30
1312.00,90.50
1311.00,90.74
1310.00,91.01
1309.00,91.30
1308.00,91.61
1307.00,91.93
1306.00,92.24
1305.00,92.54
1304.00,92.82
1303.00,93.07
1302.00,93.32
1301.00,93.55
1300.00,93.77
1299.00,93.96
1298.00,94.12
1297.00,94.25
1296.00,94.35
1295.00,94.40
1294.00,94.42
1293.00,94.42
1292.00,94.42
1291.00,94.42
1290.00,94.41
1289.00,94.39
1288.00,94.35
1287.00,94.30
1286.00,94.25
1285.00,94.19
1284.00,94.12
1283.00,94.04
1282.00,93.95
1281.00,93.89
1280.00,93.86
1279.00,93.86
1278.00,93.89
1277.00,93.94
1276.00,93.99
1275.00,94.05
1274.00,94.12
1273.00,94.21
1272.00,94.31
1271.00,94.41
1270.00,94.52
1269.00,94.62
1268.00,94.71
1267.00,94.78
1266.00,94.83
1265.00,94.86
1264.00,94.89
1263.00,94.91
1262.00,94.92
1261.00,94.94
1260.00,94.96
1259.00,95.00
1258.00,95.05
1257.00,95.09
1256.00,95.11
1255.00,95.09
1254.00,95.05
1253.00,94.99
1252.00,94.93
1251.00,94.87
1250.00,94.82
1249.00,94.79
1248.00,94.79
1247.00,94.81
1246.00,94.86
1245.00,94.93
1244.00,95.01
1243.00,95.08
1242.00,95.13
1241.00,95.16
1240.00,95.19
1239.00,95.22
1238.00,95.25
1237.00,95.26
1236.00,95.27
1235.00,95.29
1234.00,95.34
1233.00,95.42
1232.00,95.52
1231.00,95.64
1230.00,95.75
1229.00,95.85
1228.00,95.95
1227.00,96.03
1226.00,96.10
1225.00,96.17
1224.00,96.24
1223.00,96.32
1222.00,96.39
1221.00,96.45
1220.00,96.48
1219.00,96.50
1218.00,96.51
1217.00,96.50
1216.00,96.48
1215.00,96.42
1214.00,96.31
1213.00,96.16
1212.00,95.95
1211.00,95.69
1210.00,95.39
1209.00,95.10
1208.00,94.85
1207.00,94.66
1206.00,94.56
1205.00,94.52
1204.00,94.53
1203.00,94.56
1202.00,94.62
1201.00,94.71
1200.00,94.82
1199.00,94.95
1198.00,95.10
1197.00,95.26
1196.00,95.41
1195.00,95.54
1194.00,95.64
1193.00,95.74
1192.00,95.84
1191.00,95.93
1190.00,95.98
1189.00,96.01
1188.00,96.00
1187.00,95.98
1186.00,95.94
1185.00,95.87
1184.00,95.76
1183.00,95.61
1182.00,95.45
1181.00,95.29
1180.00,95.13
1179.00,94.96
1178.00,94.75
1177.00,94.50
1176.00,94.22
1175.00,93.92
1174.00,93.59
1173.00,93.23
1172.00,92.83
1171.00,92.37
1170.00,91.87
1169.00,91.34
1168.00,90.79
1167.00,90.24
1166.00,89.71
1165.00,89.23
1164.00,88.82
1163.00,88.52
1162.00,88.33
1161.00,88.23
1160.00,88.18
1159.00,88.21
1158.00,88.30
1157.00,88.43
1156.00,88.59
1155.00,88.74
1154.00,88.89
1153.00,89.04
1152.00,89.20
1151.00,89.34
1150.00,89.48
1149.00,89.62
1148.00,89.77
1147.00,89.94
1146.00,90.14
1145.00,90.36
1144.00,90.57
1143.00,90.79
1142.00,90.98
1141.00,91.13
1140.00,91.23
1139.00,91.26
1138.00,91.21
1137.00,91.07
1136.00,90.86
1135.00,90.59
1134.00,90.30
1133.00,90.00
1132.00,89.71
1131.00,89.41
1130.00,89.09
1129.00,88.74
1128.00,88.34
1127.00,87.93
1126.00,87.50
1125.00,87.08
1124.00,86.67
1123.00,86.28
1122.00,85.92
1121.00,85.59
1120.00,85.26
1119.00,84.86
1118.00,84.34
1117.00,83.71
1116.00,83.00
1115.00,82.30
1114.00,81.64
1113.00,81.08
1112.00,80.64
1111.00,80.35
1110.00,80.23
1109.00,80.22
1108.00,80.26
1107.00,80.28
1106.00,80.26
1105.00,80.20
1104.00,80.17
1103.00,80.19
1102.00,80.31
1101.00,80.50
1100.00,80.76
1099.00,81.07
1098.00,81.41
1097.00,81.73
1096.00,82.02
1095.00,82.28
1094.00,82.52
1093.00,82.74
1092.00,82.94
1091.00,83.10
1090.00,83.19
1089.00,83.25
1088.00,83.28
1087.00,83.31
1086.00,83.34
1085.00,83.34
1084.00,83.29
1083.00,83.19
1082.00,83.04
1081.00,82.85
1080.00,82.61
1079.00,82.32
1078.00,82.00
1077.00,81.67
1076.00,81.37
1075.00,81.10
1074.00,80.86
1073.00,80.60
1072.00,80.28
1071.00,79.92
1070.00,79.51
1069.00,79.04
1068.00,78.49
1067.00,77.87
1066.00,77.20
1065.00,76.47
1064.00,75.69
1063.00,74.93
1062.00,74.20
1061.00,73.53
1060.00,72.92
1059.00,72.39
1058.00,71.95
1057.00,71.61
1056.00,71.38
1055.00,71.26
1054.00,71.22
1053.00,71.24
1052.00,71.29
1051.00,71.41
1050.00,71.60
1049.00,71.87
1048.00,72.19
1047.00,72.52
1046.00,72.84
1045.00,73.13
1044.00,73.39
1043.00,73.59
1042.00,73.70
1041.00,73.68
1040.00,73.52
1039.00,73.25
1038.00,72.92
1037.00,72.53
1036.00,72.13
1035.00,71.73
1034.00,71.36
1033.00,71.04
1032.00,70.79
1031.00,70.65
1030.00,70.61
1029.00,70.65
1028.00,70.75
1027.00,70.89
1026.00,71.07
1025.00,71.26
1024.00,71.47
1023.00,71.69
1022.00,71.92
1021.00,72.15
1020.00,72.38
1019.00,72.62
1018.00,72.87
1017.00,73.10
1016.00,73.31
1015.00,73.51
1014.00,73.70
1013.00,73.86
1012.00,73.98
1011.00,74.06
1010.00,74.09
1009.00,74.07
1008.00,73.99
1007.00,73.90
1006.00,73.79
1005.00,73.68
1004.00,73.56
1003.00,73.41
1002.00,73.26
1001.00,73.14
1000.00,73.08
999.00,73.13
998.00,73.28
997.00,73.51
996.00,73.80
995.00,74.12
994.00,74.45
993.00,74.77
992.00,75.02
991.00,75.19
990.00,75.26
989.00,75.23
988.00,75.11
987.00,74.94
986.00,74.72
985.00,74.52
984.00,74.38
983.00,74.39
982.00,74.58
981.00,74.95
980.00,75.45
979.00,76.04
978.00,76.69
977.00,77.37
976.00,78.04
975.00,78.68
974.00,79.27
973.00,79.82
972.00,80.35
971.00,80.85
970.00,81.30
969.00,81.70
968.00,82.07
967.00,82.42
966.00,82.77
965.00,83.12
964.00,83.46
963.00,83.81
962.00,84.15
961.00,84.50
960.00,84.85
959.00,85.19
958.00,85.51
957.00,85.82
956.00,86.13
955.00,86.46
954.00,86.78
953.00,87.09
952.00,87.37
951.00,87.63
950.00,87.88
949.00,88.11
948.00,88.31
947.00,88.49
946.00,88.67
945.00,88.86
944.00,89.07
943.00,89.27
942.00,89.47
941.00,89.64
940.00,89.80
939.00,89.96
938.00,90.10
937.00,90.22
936.00,90.31
935.00,90.39
934.00,90.46
933.00,90.54
932.00,90.62
931.00,90.70
930.00,90.80
929.00,90.91
928.00,91.03
927.00,91.13
926.00,91.22
925.00,91.29
924.00,91.37
923.00,91.44
922.00,91.50
921.00,91.54
920.00,91.57
919.00,91.61
918.00,91.64
917.00,91.66
916.00,91.65
915.00,91.59
914.00,91.52
913.00,91.47
912.00,91.43
911.00,91.39
910.00,91.35
909.00,91.30
908.00,91.24
907.00,91.17
906.00,91.09
905.00,90.99
904.00,90.91
903.00,90.84
902.00,90.78
901.00,90.71
900.00,90.65
