Created as New Dataset,17. Cyanenka SA
3843.00,99.65
3842.00,99.63
3841.00,99.61
3840.00,99.60
3839.00,99.61
3838.00,99.64
3837.00,99.67
3836.00,99.67
3835.00,99.66
3834.00,99.64
3833.00,99.64
3832.00,99.65
3831.00,99.65
3830.00,99.64
3829.00,99.61
3828.00,99.58
3827.00,99.58
3826.00,99.57
3825.00,99.56
3824.00,99.54
3823.00,99.53
3822.00,99.55
3821.00,99.58
3820.00,99.59
3819.00,99.58
3818.00,99.56
3817.00,99.54
3816.00,99.53
3815.00,99.52
3814.00,99.52
3813.00,99.52
3812.00,99.53
3811.00,99.52
3810.00,99.52
3809.00,99.52
3808.00,99.53
3807.00,99.55
3806.00,99.56
3805.00,99.56
3804.00,99.55
3803.00,99.54
3802.00,99.54
3801.00,99.52
3800.00,99.50
3799.00,99.49
3798.00,99.50
3797.00,99.53
3796.00,99.54
3795.00,99.54
3794.00,99.52
3793.00,99.51
3792.00,99.51
3791.00,99.52
3790.00,99.52
3789.00,99.50
3788.00,99.48
3787.00,99.46
3786.00,99.45
3785.00,99.45
3784.00,99.46
3783.00,99.46
3782.00,99.47
3781.00,99.47
3780.00,99.48
3779.00,99.47
3778.00,99.45
3777.00,99.43
3776.00,99.42
3775.00,99.43
3774.00,99.44
3773.00,99.45
3772.00,99.46
3771.00,99.47
3770.00,99.47
3769.00,99.46
3768.00,99.43
3767.00,99.41
3766.00,99.41
3765.00,99.41
3764.00,99.43
3763.00,99.43
3762.00,99.43
3761.00,99.41
3760.00,99.39
3759.00,99.37
3758.00,99.36
3757.00,99.35
3756.00,99.36
3755.00,99.37
3754.00,99.39
3753.00,99.41
3752.00,99.41
3751.00,99.40
3750.00,99.39
3749.00,99.38
3748.00,99.38
3747.00,99.37
3746.00,99.38
3745.00,99.39
3744.00,99.39
3743.00,99.38
3742.00,99.38
3741.00,99.40
3740.00,99.42
3739.00,99.45
3738.00,99.47
3737.00,99.48
3736.00,99.45
3735.00,99.41
3734.00,99.37
3733.00,99.37
3732.00,99.39
3731.00,99.41
3730.00,99.40
3729.00,99.38
3728.00,99.37
3727.00,99.37
3726.00,99.38
3725.00,99.39
3724.00,99.38
3723.00,99.36
3722.00,99.32
3721.00,99.29
3720.00,99.26
3719.00,99.26
3718.00,99.27
3717.00,99.29
3716.00,99.30
3715.00,99.32
3714.00,99.34
3713.00,99.35
3712.00,99.33
3711.00,99.29
3710.00,99.26
3709.00,99.25
3708.00,99.26
3707.00,99.28
3706.00,99.28
3705.00,99.26
3704.00,99.25
3703.00,99.25
3702.00,99.26
3701.00,99.28
3700.00,99.29
3699.00,99.30
3698.00,99.31
3697.00,99.32
3696.00,99.31
3695.00,99.29
3694.00,99.24
3693.00,99.19
3692.00,99.15
3691.00,99.14
3690.00,99.17
3689.00,99.20
3688.00,99.23
3687.00,99.23
3686.00,99.22
3685.00,99.23
3684.00,99.23
3683.00,99.22
3682.00,99.20
3681.00,99.18
3680.00,99.17
3679.00,99.17
3678.00,99.18
3677.00,99.19
3676.00,99.20
3675.00,99.20
3674.00,99.20
3673.00,99.19
3672.00,99.19
3671.00,99.18
3670.00,99.15
3669.00,99.10
3668.00,99.07
3667.00,99.06
3666.00,99.07
3665.00,99.08
3664.00,99.09
3663.00,99.09
3662.00,99.08
3661.00,99.06
3660.00,99.05
3659.00,99.03
3658.00,99.01
3657.00,99.00
3656.00,98.99
3655.00,98.99
3654.00,98.99
3653.00,98.99
3652.00,98.97
3651.00,98.94
3650.00,98.89
3649.00,98.86
3648.00,98.86
3647.00,98.87
3646.00,98.87
3645.00,98.88
3644.00,98.87
3643.00,98.86
3642.00,98.86
3641.00,98.87
3640.00,98.88
3639.00,98.90
3638.00,98.90
3637.00,98.90
3636.00,98.90
3635.00,98.91
3634.00,98.91
3633.00,98.89
3632.00,98.86
3631.00,98.83
3630.00,98.83
3629.00,98.84
3628.00,98.85
3627.00,98.85
3626.00,98.84
3625.00,98.83
3624.00,98.83
3623.00,98.83
3622.00,98.83
3621.00,98.83
3620.00,98.82
3619.00,98.82
3618.00,98.82
3617.00,98.83
3616.00,98.85
3615.00,98.88
3614.00,98.91
3613.00,98.94
3612.00,98.95
3611.00,98.93
3610.00,98.90
3609.00,98.87
3608.00,98.84
3607.00,98.83
3606.00,98.83
3605.00,98.83
3604.00,98.82
3603.00,98.80
3602.00,98.78
3601.00,98.77
3600.00,98.78
3599.00,98.80
3598.00,98.82
3597.00,98.83
3596.00,98.82
3595.00,98.82
3594.00,98.83
3593.00,98.86
3592.00,98.89
3591.00,98.91
3590.00,98.93
3589.00,98.95
3588.00,98.96
3587.00,98.97
3586.00,98.98
3585.00,98.98
3584.00,98.96
3583.00,98.93
3582.00,98.89
3581.00,98.87
3580.00,98.87
3579.00,98.88
3578.00,98.90
3577.00,98.91
3576.00,98.93
3575.00,98.97
3574.00,99.01
3573.00,99.03
3572.00,99.02
3571.00,98.98
3570.00,98.93
3569.00,98.88
3568.00,98.87
3567.00,98.88
3566.00,98.90
3565.00,98.93
3564.00,98.94
3563.00,98.93
3562.00,98.92
3561.00,98.90
3560.00,98.89
3559.00,98.89
3558.00,98.90
3557.00,98.91
3556.00,98.92
3555.00,98.94
3554.00,98.95
3553.00,98.95
3552.00,98.94
3551.00,98.93
3550.00,98.91
3549.00,98.90
3548.00,98.88
3547.00,98.86
3546.00,98.84
3545.00,98.83
3544.00,98.82
3543.00,98.82
3542.00,98.83
3541.00,98.85
3540.00,98.88
3539.00,98.89
3538.00,98.90
3537.00,98.89
3536.00,98.89
3535.00,98.88
3534.00,98.86
3533.00,98.83
3532.00,98.81
3531.00,98.80
3530.00,98.82
3529.00,98.85
3528.00,98.87
3527.00,98.87
3526.00,98.86
3525.00,98.84
3524.00,98.84
3523.00,98.86
3522.00,98.90
3521.00,98.92
3520.00,98.91
3519.00,98.89
3518.00,98.87
3517.00,98.85
3516.00,98.84
3515.00,98.84
3514.00,98.85
3513.00,98.86
3512.00,98.87
3511.00,98.88
3510.00,98.89
3509.00,98.89
3508.00,98.88
3507.00,98.87
3506.00,98.87
3505.00,98.87
3504.00,98.88
3503.00,98.90
3502.00,98.91
3501.00,98.93
3500.00,98.94
3499.00,98.94
3498.00,98.93
3497.00,98.91
3496.00,98.88
3495.00,98.87
3494.00,98.88
3493.00,98.90
3492.00,98.91
3491.00,98.91
3490.00,98.90
3489.00,98.90
3488.00,98.91
3487.00,98.94
3486.00,98.97
3485.00,98.99
3484.00,98.99
3483.00,98.99
3482.00,98.97
3481.00,98.96
3480.00,98.95
3479.00,98.94
3478.00,98.94
3477.00,98.93
3476.00,98.93
3475.00,98.92
3474.00,98.93
3473.00,98.94
3472.00,98.96
3471.00,98.98
3470.00,98.99
3469.00,98.98
3468.00,98.96
3467.00,98.95
3466.00,98.95
3465.00,98.95
3464.00,98.94
3463.00,98.92
3462.00,98.89
3461.00,98.87
3460.00,98.86
3459.00,98.86
3458.00,98.87
3457.00,98.89
3456.00,98.90
3455.00,98.91
3454.00,98.91
3453.00,98.91
3452.00,98.89
3451.00,98.88
3450.00,98.87
3449.00,98.87
3448.00,98.88
3447.00,98.90
3446.00,98.92
3445.00,98.93
3444.00,98.93
3443.00,98.91
3442.00,98.90
3441.00,98.89
3440.00,98.90
3439.00,98.91
3438.00,98.92
3437.00,98.92
3436.00,98.91
3435.00,98.90
3434.00,98.90
3433.00,98.91
3432.00,98.94
3431.00,98.96
3430.00,98.98
3429.00,98.98
3428.00,98.97
3427.00,98.95
3426.00,98.93
3425.00,98.92
3424.00,98.91
3423.00,98.90
3422.00,98.89
3421.00,98.89
3420.00,98.90
3419.00,98.94
3418.00,98.97
3417.00,99.00
3416.00,99.01
3415.00,99.00
3414.00,98.98
3413.00,98.96
3412.00,98.95
3411.00,98.95
3410.00,98.95
3409.00,98.94
3408.00,98.93
3407.00,98.92
3406.00,98.91
3405.00,98.92
3404.00,98.93
3403.00,98.94
3402.00,98.94
3401.00,98.93
3400.00,98.92
3399.00,98.92
3398.00,98.92
3397.00,98.94
3396.00,98.96
3395.00,98.96
3394.00,98.95
3393.00,98.93
3392.00,98.91
3391.00,98.90
3390.00,98.90
3389.00,98.91
3388.00,98.93
3387.00,98.96
3386.00,98.98
3385.00,99.00
3384.00,99.00
3383.00,98.99
3382.00,98.98
3381.00,98.97
3380.00,98.97
3379.00,98.96
3378.00,98.94
3377.00,98.92
3376.00,98.91
3375.00,98.90
3374.00,98.90
3373.00,98.90
3372.00,98.90
3371.00,98.90
3370.00,98.90
3369.00,98.90
3368.00,98.91
3367.00,98.92
3366.00,98.93
3365.00,98.94
3364.00,98.95
3363.00,98.95
3362.00,98.95
3361.00,98.96
3360.00,98.96
3359.00,98.95
3358.00,98.95
3357.00,98.95
3356.00,98.96
3355.00,98.96
3354.00,98.95
3353.00,98.92
3352.00,98.91
3351.00,98.90
3350.00,98.89
3349.00,98.89
3348.00,98.89
3347.00,98.89
3346.00,98.89
3345.00,98.90
3344.00,98.92
3343.00,98.95
3342.00,98.97
3341.00,98.98
3340.00,98.97
3339.00,98.95
3338.00,98.94
3337.00,98.93
3336.00,98.93
3335.00,98.93
3334.00,98.93
3333.00,98.93
3332.00,98.93
3331.00,98.93
3330.00,98.93
3329.00,98.92
3328.00,98.91
3327.00,98.91
3326.00,98.92
3325.00,98.93
3324.00,98.94
3323.00,98.94
3322.00,98.94
3321.00,98.93
3320.00,98.93
3319.00,98.93
3318.00,98.94
3317.00,98.96
3316.00,98.96
3315.00,98.95
3314.00,98.94
3313.00,98.92
3312.00,98.91
3311.00,98.91
3310.00,98.92
3309.00,98.93
3308.00,98.93
3307.00,98.92
3306.00,98.90
3305.00,98.89
3304.00,98.89
3303.00,98.91
3302.00,98.92
3301.00,98.93
3300.00,98.92
3299.00,98.91
3298.00,98.91
3297.00,98.91
3296.00,98.90
3295.00,98.89
3294.00,98.87
3293.00,98.87
3292.00,98.89
3291.00,98.91
3290.00,98.92
3289.00,98.92
3288.00,98.91
3287.00,98.89
3286.00,98.88
3285.00,98.87
3284.00,98.87
3283.00,98.87
3282.00,98.86
3281.00,98.86
3280.00,98.86
3279.00,98.86
3278.00,98.86
3277.00,98.86
3276.00,98.86
3275.00,98.85
3274.00,98.85
3273.00,98.85
3272.00,98.85
3271.00,98.85
3270.00,98.86
3269.00,98.86
3268.00,98.86
3267.00,98.87
3266.00,98.87
3265.00,98.86
3264.00,98.86
3263.00,98.86
3262.00,98.86
3261.00,98.85
3260.00,98.84
3259.00,98.84
3258.00,98.85
3257.00,98.87
3256.00,98.88
3255.00,98.87
3254.00,98.85
3253.00,98.83
3252.00,98.81
3251.00,98.81
3250.00,98.80
3249.00,98.81
3248.00,98.81
3247.00,98.82
3246.00,98.82
3245.00,98.82
3244.00,98.82
3243.00,98.84
3242.00,98.85
3241.00,98.87
3240.00,98.88
3239.00,98.88
3238.00,98.89
3237.00,98.88
3236.00,98.87
3235.00,98.85
3234.00,98.83
3233.00,98.82
3232.00,98.81
3231.00,98.82
3230.00,98.83
3229.00,98.83
3228.00,98.84
3227.00,98.83
3226.00,98.83
3225.00,98.82
3224.00,98.81
3223.00,98.80
3222.00,98.80
3221.00,98.80
3220.00,98.81
3219.00,98.82
3218.00,98.82
3217.00,98.82
3216.00,98.81
3215.00,98.82
3214.00,98.83
3213.00,98.84
3212.00,98.83
3211.00,98.81
3210.00,98.80
3209.00,98.80
3208.00,98.81
3207.00,98.83
3206.00,98.85
3205.00,98.86
3204.00,98.87
3203.00,98.88
3202.00,98.88
3201.00,98.88
3200.00,98.87
3199.00,98.86
3198.00,98.86
3197.00,98.85
3196.00,98.84
3195.00,98.84
3194.00,98.84
3193.00,98.85
3192.00,98.87
3191.00,98.89
3190.00,98.90
3189.00,98.91
3188.00,98.91
3187.00,98.91
3186.00,98.90
3185.00,98.89
3184.00,98.88
3183.00,98.86
3182.00,98.84
3181.00,98.82
3180.00,98.81
3179.00,98.81
3178.00,98.81
3177.00,98.82
3176.00,98.83
3175.00,98.85
3174.00,98.87
3173.00,98.89
3172.00,98.89
3171.00,98.88
3170.00,98.87
3169.00,98.86
3168.00,98.84
3167.00,98.83
3166.00,98.82
3165.00,98.82
3164.00,98.82
3163.00,98.83
3162.00,98.84
3161.00,98.83
3160.00,98.84
3159.00,98.85
3158.00,98.86
3157.00,98.87
3156.00,98.87
3155.00,98.87
3154.00,98.87
3153.00,98.87
3152.00,98.87
3151.00,98.87
3150.00,98.86
3149.00,98.87
3148.00,98.88
3147.00,98.88
3146.00,98.87
3145.00,98.86
3144.00,98.85
3143.00,98.84
3142.00,98.85
3141.00,98.86
3140.00,98.87
3139.00,98.87
3138.00,98.85
3137.00,98.84
3136.00,98.84
3135.00,98.84
3134.00,98.85
3133.00,98.85
3132.00,98.85
3131.00,98.84
3130.00,98.84
3129.00,98.83
3128.00,98.84
3127.00,98.84
3126.00,98.83
3125.00,98.83
3124.00,98.84
3123.00,98.85
3122.00,98.86
3121.00,98.86
3120.00,98.86
3119.00,98.85
3118.00,98.83
3117.00,98.81
3116.00,98.82
3115.00,98.85
3114.00,98.88
3113.00,98.91
3112.00,98.92
3111.00,98.91
3110.00,98.89
3109.00,98.86
3108.00,98.84
3107.00,98.83
3106.00,98.82
3105.00,98.83
3104.00,98.83
3103.00,98.83
3102.00,98.83
3101.00,98.82
3100.00,98.81
3099.00,98.79
3098.00,98.78
3097.00,98.78
3096.00,98.79
3095.00,98.80
3094.00,98.82
3093.00,98.83
3092.00,98.84
3091.00,98.84
3090.00,98.85
3089.00,98.85
3088.00,98.86
3087.00,98.86
3086.00,98.86
3085.00,98.85
3084.00,98.84
3083.00,98.84
3082.00,98.85
3081.00,98.87
3080.00,98.89
3079.00,98.90
3078.00,98.89
3077.00,98.86
3076.00,98.83
3075.00,98.81
3074.00,98.81
3073.00,98.81
3072.00,98.81
3071.00,98.79
3070.00,98.78
3069.00,98.76
3068.00,98.75
3067.00,98.75
3066.00,98.76
3065.00,98.77
3064.00,98.77
3063.00,98.78
3062.00,98.79
3061.00,98.79
3060.00,98.79
3059.00,98.79
3058.00,98.78
3057.00,98.78
3056.00,98.78
3055.00,98.78
3054.00,98.78
3053.00,98.77
3052.00,98.77
3051.00,98.77
3050.00,98.76
3049.00,98.75
3048.00,98.74
3047.00,98.73
3046.00,98.74
3045.00,98.74
3044.00,98.74
3043.00,98.74
3042.00,98.74
3041.00,98.74
3040.00,98.75
3039.00,98.74
3038.00,98.73
3037.00,98.72
3036.00,98.71
3035.00,98.71
3034.00,98.70
3033.00,98.70
3032.00,98.69
3031.00,98.69
3030.00,98.69
3029.00,98.69
3028.00,98.70
3027.00,98.71
3026.00,98.73
3025.00,98.73
3024.00,98.72
3023.00,98.70
3022.00,98.68
3021.00,98.67
3020.00,98.66
3019.00,98.65
3018.00,98.64
3017.00,98.63
3016.00,98.63
3015.00,98.62
3014.00,98.61
3013.00,98.60
3012.00,98.58
3011.00,98.57
3010.00,98.56
3009.00,98.56
3008.00,98.55
3007.00,98.55
3006.00,98.56
3005.00,98.55
3004.00,98.54
3003.00,98.52
3002.00,98.50
3001.00,98.49
3000.00,98.49
2999.00,98.48
2998.00,98.47
2997.00,98.45
2996.00,98.43
2995.00,98.43
2994.00,98.43
2993.00,98.43
2992.00,98.43
2991.00,98.42
2990.00,98.41
2989.00,98.40
2988.00,98.39
2987.00,98.38
2986.00,98.37
2985.00,98.36
2984.00,98.35
2983.00,98.34
2982.00,98.33
2981.00,98.31
2980.00,98.31
2979.00,98.31
2978.00,98.32
2977.00,98.33
2976.00,98.33
2975.00,98.32
2974.00,98.29
2973.00,98.25
2972.00,98.22
2971.00,98.20
2970.00,98.20
2969.00,98.20
2968.00,98.20
2967.00,98.19
2966.00,98.19
2965.00,98.20
2964.00,98.19
2963.00,98.16
2962.00,98.11
2961.00,98.06
2960.00,98.02
2959.00,97.99
2958.00,97.96
2957.00,97.94
2956.00,97.91
2955.00,97.89
2954.00,97.86
2953.00,97.84
2952.00,97.81
2951.00,97.79
2950.00,97.77
2949.00,97.76
2948.00,97.75
2947.00,97.74
2946.00,97.72
2945.00,97.67
2944.00,97.61
2943.00,97.57
2942.00,97.55
2941.00,97.54
2940.00,97.54
2939.00,97.53
2938.00,97.52
2937.00,97.51
2936.00,97.50
2935.00,97.49
2934.00,97.49
2933.00,97.49
2932.00,97.50
2931.00,97.49
2930.00,97.47
2929.00,97.45
2928.00,97.44
2927.00,97.44
2926.00,97.44
2925.00,97.45
2924.00,97.46
2923.00,97.48
2922.00,97.49
2921.00,97.51
2920.00,97.52
2919.00,97.53
2918.00,97.55
2917.00,97.59
2916.00,97.64
2915.00,97.70
2914.00,97.75
2913.00,97.80
2912.00,97.84
2911.00,97.88
2910.00,97.91
2909.00,97.94
2908.00,97.96
2907.00,97.98
2906.00,98.01
2905.00,98.03
2904.00,98.06
2903.00,98.10
2902.00,98.13
2901.00,98.16
2900.00,98.19
2899.00,98.22
2898.00,98.24
2897.00,98.25
2896.00,98.24
2895.00,98.23
2894.00,98.23
2893.00,98.24
2892.00,98.26
2891.00,98.28
2890.00,98.29
2889.00,98.29
2888.00,98.29
2887.00,98.29
2886.00,98.30
2885.00,98.32
2884.00,98.34
2883.00,98.36
2882.00,98.36
2881.00,98.34
2880.00,98.31
2879.00,98.29
2878.00,98.27
2877.00,98.27
2876.00,98.28
2875.00,98.29
2874.00,98.30
2873.00,98.30
2872.00,98.30
2871.00,98.31
2870.00,98.31
2869.00,98.32
2868.00,98.32
2867.00,98.32
2866.00,98.31
2865.00,98.29
2864.00,98.28
2863.00,98.28
2862.00,98.29
2861.00,98.31
2860.00,98.32
2859.00,98.32
2858.00,98.31
2857.00,98.30
2856.00,98.31
2855.00,98.32
2854.00,98.32
2853.00,98.32
2852.00,98.31
2851.00,98.30
2850.00,98.31
2849.00,98.33
2848.00,98.36
2847.00,98.39
2846.00,98.41
2845.00,98.43
2844.00,98.44
2843.00,98.45
2842.00,98.46
2841.00,98.48
2840.00,98.51
2839.00,98.54
2838.00,98.56
2837.00,98.56
2836.00,98.57
2835.00,98.58
2834.00,98.60
2833.00,98.61
2832.00,98.62
2831.00,98.62
2830.00,98.62
2829.00,98.62
2828.00,98.63
2827.00,98.64
2826.00,98.65
2825.00,98.66
2824.00,98.66
2823.00,98.67
2822.00,98.67
2821.00,98.66
2820.00,98.65
2819.00,98.65
2818.00,98.65
2817.00,98.65
2816.00,98.65
2815.00,98.63
2814.00,98.62
2813.00,98.60
2812.00,98.60
2811.00,98.61
2810.00,98.62
2809.00,98.62
2808.00,98.63
2807.00,98.64
2806.00,98.65
2805.00,98.65
2804.00,98.65
2803.00,98.63
2802.00,98.62
2801.00,98.62
2800.00,98.62
2799.00,98.64
2798.00,98.66
2797.00,98.67
2796.00,98.68
2795.00,98.67
2794.00,98.65
2793.00,98.64
2792.00,98.64
2791.00,98.66
2790.00,98.69
2789.00,98.70
2788.00,98.71
2787.00,98.70
2786.00,98.69
2785.00,98.68
2784.00,98.67
2783.00,98.66
2782.00,98.67
2781.00,98.69
2780.00,98.71
2779.00,98.73
2778.00,98.73
2777.00,98.72
2776.00,98.70
2775.00,98.69
2774.00,98.68
2773.00,98.68
2772.00,98.68
2771.00,98.69
2770.00,98.71
2769.00,98.72
2768.00,98.73
2767.00,98.73
2766.00,98.71
2765.00,98.69
2764.00,98.68
2763.00,98.68
2762.00,98.70
2761.00,98.72
2760.00,98.74
2759.00,98.74
2758.00,98.73
2757.00,98.72
2756.00,98.71
2755.00,98.69
2754.00,98.68
2753.00,98.67
2752.00,98.67
2751.00,98.68
2750.00,98.69
2749.00,98.70
2748.00,98.70
2747.00,98.69
2746.00,98.68
2745.00,98.68
2744.00,98.68
2743.00,98.69
2742.00,98.69
2741.00,98.68
2740.00,98.67
2739.00,98.65
2738.00,98.63
2737.00,98.62
2736.00,98.62
2735.00,98.63
2734.00,98.63
2733.00,98.63
2732.00,98.63
2731.00,98.63
2730.00,98.64
2729.00,98.65
2728.00,98.65
2727.00,98.63
2726.00,98.63
2725.00,98.63
2724.00,98.64
2723.00,98.66
2722.00,98.67
2721.00,98.68
2720.00,98.68
2719.00,98.68
2718.00,98.67
2717.00,98.65
2716.00,98.64
2715.00,98.63
2714.00,98.64
2713.00,98.65
2712.00,98.67
2711.00,98.68
2710.00,98.69
2709.00,98.69
2708.00,98.68
2707.00,98.67
2706.00,98.67
2705.00,98.67
2704.00,98.67
2703.00,98.66
2702.00,98.65
2701.00,98.64
2700.00,98.64
2699.00,98.64
2698.00,98.65
2697.00,98.64
2696.00,98.63
2695.00,98.62
2694.00,98.61
2693.00,98.61
2692.00,98.62
2691.00,98.62
2690.00,98.62
2689.00,98.62
2688.00,98.62
2687.00,98.62
2686.00,98.62
2685.00,98.62
2684.00,98.62
2683.00,98.62
2682.00,98.61
2681.00,98.60
2680.00,98.60
2679.00,98.60
2678.00,98.60
2677.00,98.61
2676.00,98.61
2675.00,98.59
2674.00,98.58
2673.00,98.58
2672.00,98.58
2671.00,98.59
2670.00,98.59
2669.00,98.59
2668.00,98.58
2667.00,98.57
2666.00,98.58
2665.00,98.59
2664.00,98.60
2663.00,98.59
2662.00,98.58
2661.00,98.57
2660.00,98.56
2659.00,98.56
2658.00,98.55
2657.00,98.53
2656.00,98.51
2655.00,98.48
2654.00,98.46
2653.00,98.45
2652.00,98.44
2651.00,98.44
2650.00,98.43
2649.00,98.42
2648.00,98.41
2647.00,98.40
2646.00,98.39
2645.00,98.39
2644.00,98.39
2643.00,98.39
2642.00,98.39
2641.00,98.37
2640.00,98.36
2639.00,98.34
2638.00,98.33
2637.00,98.32
2636.00,98.31
2635.00,98.29
2634.00,98.28
2633.00,98.26
2632.00,98.24
2631.00,98.24
2630.00,98.25
2629.00,98.26
2628.00,98.26
2627.00,98.26
2626.00,98.24
2625.00,98.23
2624.00,98.23
2623.00,98.24
2622.00,98.24
2621.00,98.23
2620.00,98.22
2619.00,98.21
2618.00,98.20
2617.00,98.19
2616.00,98.18
2615.00,98.17
2614.00,98.18
2613.00,98.20
2612.00,98.20
2611.00,98.18
2610.00,98.16
2609.00,98.14
2608.00,98.14
2607.00,98.13
2606.00,98.12
2605.00,98.10
2604.00,98.09
2603.00,98.09
2602.00,98.09
2601.00,98.09
2600.00,98.09
2599.00,98.08
2598.00,98.08
2597.00,98.07
2596.00,98.06
2595.00,98.04
2594.00,98.02
2593.00,98.01
2592.00,98.00
2591.00,98.00
2590.00,97.99
2589.00,97.99
2588.00,97.99
2587.00,97.98
2586.00,97.97
2585.00,97.97
2584.00,97.98
2583.00,97.99
2582.00,97.99
2581.00,97.98
2580.00,97.97
2579.00,97.97
2578.00,97.97
2577.00,97.96
2576.00,97.93
2575.00,97.90
2574.00,97.87
2573.00,97.86
2572.00,97.87
2571.00,97.88
2570.00,97.89
2569.00,97.89
2568.00,97.89
2567.00,97.90
2566.00,97.91
2565.00,97.92
2564.00,97.92
2563.00,97.92
2562.00,97.91
2561.00,97.90
2560.00,97.89
2559.00,97.88
2558.00,97.87
2557.00,97.87
2556.00,97.88
2555.00,97.90
2554.00,97.90
2553.00,97.89
2552.00,97.87
2551.00,97.85
2550.00,97.83
2549.00,97.83
2548.00,97.84
2547.00,97.85
2546.00,97.86
2545.00,97.85
2544.00,97.84
2543.00,97.82
2542.00,97.80
2541.00,97.78
2540.00,97.78
2539.00,97.78
2538.00,97.78
2537.00,97.77
2536.00,97.76
2535.00,97.75
2534.00,97.75
2533.00,97.76
2532.00,97.78
2531.00,97.80
2530.00,97.83
2529.00,97.84
2528.00,97.84
2527.00,97.83
2526.00,97.81
2525.00,97.80
2524.00,97.81
2523.00,97.83
2522.00,97.85
2521.00,97.86
2520.00,97.86
2519.00,97.85
2518.00,97.83
2517.00,97.82
2516.00,97.81
2515.00,97.79
2514.00,97.77
2513.00,97.76
2512.00,97.76
2511.00,97.76
2510.00,97.77
2509.00,97.79
2508.00,97.81
2507.00,97.82
2506.00,97.83
2505.00,97.82
2504.00,97.82
2503.00,97.81
2502.00,97.82
2501.00,97.83
2500.00,97.84
2499.00,97.83
2498.00,97.82
2497.00,97.81
2496.00,97.80
2495.00,97.81
2494.00,97.82
2493.00,97.82
2492.00,97.80
2491.00,97.78
2490.00,97.78
2489.00,97.80
2488.00,97.83
2487.00,97.85
2486.00,97.85
2485.00,97.84
2484.00,97.82
2483.00,97.82
2482.00,97.81
2481.00,97.80
2480.00,97.78
2479.00,97.75
2478.00,97.74
2477.00,97.75
2476.00,97.78
2475.00,97.80
2474.00,97.80
2473.00,97.79
2472.00,97.79
2471.00,97.79
2470.00,97.78
2469.00,97.77
2468.00,97.76
2467.00,97.75
2466.00,97.75
2465.00,97.75
2464.00,97.76
2463.00,97.78
2462.00,97.80
2461.00,97.81
2460.00,97.81
2459.00,97.80
2458.00,97.79
2457.00,97.77
2456.00,97.77
2455.00,97.78
2454.00,97.80
2453.00,97.81
2452.00,97.81
2451.00,97.79
