Created as New Dataset,Bio-Couture 100% Lyocell 8/2 (Red)
cm-1,%T
2473.00,96.73
2472.00,96.72
2471.00,96.72
2470.00,96.72
2469.00,96.74
2468.00,96.76
2467.00,96.77
2466.00,96.78
2465.00,96.79
2464.00,96.80
2463.00,96.80
2462.00,96.79
2461.00,96.78
2460.00,96.77
2459.00,96.77
2458.00,96.79
2457.00,96.81
2456.00,96.82
2455.00,96.83
2454.00,96.82
2453.00,96.81
2452.00,96.80
2451.00,96.79
2450.00,96.81
2449.00,96.82
2448.00,96.84
2447.00,96.84
2446.00,96.83
2445.00,96.84
2444.00,96.87
2443.00,96.90
2442.00,96.94
2441.00,96.96
2440.00,96.96
2439.00,96.95
2438.00,96.93
2437.00,96.91
2436.00,96.91
2435.00,96.92
2434.00,96.93
2433.00,96.94
2432.00,96.95
2431.00,96.97
2430.00,96.99
2429.00,97.00
2428.00,97.00
2427.00,97.01
2426.00,97.00
2425.00,96.98
2424.00,96.96
2423.00,96.95
2422.00,96.97
2421.00,97.00
2420.00,97.03
2419.00,97.04
2418.00,97.05
2417.00,97.05
2416.00,97.05
2415.00,97.06
2414.00,97.08
2413.00,97.10
2412.00,97.11
2411.00,97.11
2410.00,97.10
2409.00,97.09
2408.00,97.09
2407.00,97.10
2406.00,97.11
2405.00,97.12
2404.00,97.13
2403.00,97.13
2402.00,97.14
2401.00,97.16
2400.00,97.18
2399.00,97.20
2398.00,97.21
2397.00,97.22
2396.00,97.21
2395.00,97.21
2394.00,97.22
2393.00,97.23
2392.00,97.23
2391.00,97.23
2390.00,97.23
2389.00,97.24
2388.00,97.25
2387.00,97.26
2386.00,97.26
2385.00,97.25
2384.00,97.25
2383.00,97.26
2382.00,97.28
2381.00,97.31
2380.00,97.34
2379.00,97.38
2378.00,97.40
2377.00,97.42
2376.00,97.43
2375.00,97.41
2374.00,97.38
2373.00,97.33
2372.00,97.29
2371.00,97.28
2370.00,97.32
2369.00,97.38
2368.00,97.45
2367.00,97.50
2366.00,97.53
2365.00,97.55
2364.00,97.54
2363.00,97.51
2362.00,97.46
2361.00,97.43
2360.00,97.43
2359.00,97.42
2358.00,97.37
2357.00,97.29
2356.00,97.26
2355.00,97.28
2354.00,97.35
2353.00,97.40
2352.00,97.43
2351.00,97.44
2350.00,97.44
2349.00,97.44
2348.00,97.44
2347.00,97.44
2346.00,97.44
2345.00,97.46
2344.00,97.52
2343.00,97.60
2342.00,97.63
2341.00,97.60
2340.00,97.52
2339.00,97.44
2338.00,97.40
2337.00,97.40
2336.00,97.40
2335.00,97.39
2334.00,97.36
2333.00,97.33
2332.00,97.33
2331.00,97.35
2330.00,97.39
2329.00,97.39
2328.00,97.36
2327.00,97.31
2326.00,97.26
2325.00,97.22
2324.00,97.20
2323.00,97.18
2322.00,97.18
2321.00,97.17
2320.00,97.16
2319.00,97.17
2318.00,97.20
2317.00,97.21
2316.00,97.20
2315.00,97.16
2314.00,97.13
2313.00,97.12
2312.00,97.14
2311.00,97.15
2310.00,97.14
2309.00,97.11
2308.00,97.07
2307.00,97.04
2306.00,97.05
2305.00,97.07
2304.00,97.11
2303.00,97.14
2302.00,97.13
2301.00,97.09
2300.00,97.05
2299.00,97.03
2298.00,97.01
2297.00,97.00
2296.00,96.98
2295.00,96.95
2294.00,96.93
2293.00,96.92
2292.00,96.90
2291.00,96.87
2290.00,96.84
2289.00,96.81
2288.00,96.77
2287.00,96.75
2286.00,96.74
2285.00,96.75
2284.00,96.75
2283.00,96.75
2282.00,96.73
2281.00,96.72
2280.00,96.72
2279.00,96.73
2278.00,96.74
2277.00,96.76
2276.00,96.77
2275.00,96.76
2274.00,96.76
2273.00,96.75
2272.00,96.74
2271.00,96.70
2270.00,96.67
2269.00,96.65
2268.00,96.66
2267.00,96.68
2266.00,96.70
2265.00,96.70
2264.00,96.68
2263.00,96.64
2262.00,96.58
2261.00,96.53
2260.00,96.48
2259.00,96.44
2258.00,96.41
2257.00,96.40
2256.00,96.39
2255.00,96.39
2254.00,96.40
2253.00,96.41
2252.00,96.44
2251.00,96.47
2250.00,96.48
2249.00,96.45
2248.00,96.42
2247.00,96.39
2246.00,96.38
2245.00,96.39
2244.00,96.42
2243.00,96.45
2242.00,96.46
2241.00,96.45
2240.00,96.42
2239.00,96.40
2238.00,96.39
2237.00,96.38
2236.00,96.37
2235.00,96.36
2234.00,96.36
2233.00,96.35
2232.00,96.34
2231.00,96.31
2230.00,96.26
2229.00,96.21
2228.00,96.18
2227.00,96.20
2226.00,96.24
2225.00,96.29
2224.00,96.31
2223.00,96.30
2222.00,96.26
2221.00,96.19
2220.00,96.12
2219.00,96.08
2218.00,96.07
2217.00,96.08
2216.00,96.09
2215.00,96.09
2214.00,96.07
2213.00,96.03
2212.00,95.99
2211.00,95.98
2210.00,96.02
2209.00,96.06
2208.00,96.07
2207.00,96.04
2206.00,95.97
2205.00,95.92
2204.00,95.90
2203.00,95.92
2202.00,95.94
2201.00,95.91
2200.00,95.86
2199.00,95.83
2198.00,95.83
2197.00,95.85
2196.00,95.84
2195.00,95.81
2194.00,95.77
2193.00,95.74
2192.00,95.72
2191.00,95.73
2190.00,95.76
2189.00,95.79
2188.00,95.80
2187.00,95.77
2186.00,95.73
2185.00,95.69
2184.00,95.68
2183.00,95.70
2182.00,95.72
2181.00,95.72
2180.00,95.70
2179.00,95.67
2178.00,95.66
2177.00,95.68
2176.00,95.69
2175.00,95.67
2174.00,95.63
2173.00,95.60
2172.00,95.61
2171.00,95.61
2170.00,95.58
2169.00,95.51
2168.00,95.42
2167.00,95.34
2166.00,95.27
2165.00,95.20
2164.00,95.14
2163.00,95.10
2162.00,95.10
2161.00,95.16
2160.00,95.31
2159.00,95.51
2158.00,95.70
2157.00,95.83
2156.00,95.90
2155.00,95.92
2154.00,95.94
2153.00,95.96
2152.00,95.97
2151.00,95.94
2150.00,95.90
2149.00,95.88
2148.00,95.89
2147.00,95.92
2146.00,95.96
2145.00,96.01
2144.00,96.06
2143.00,96.12
2142.00,96.16
2141.00,96.17
2140.00,96.16
2139.00,96.15
2138.00,96.16
2137.00,96.19
2136.00,96.23
2135.00,96.28
2134.00,96.30
2133.00,96.30
2132.00,96.30
2131.00,96.31
2130.00,96.33
2129.00,96.37
2128.00,96.39
2127.00,96.41
2126.00,96.41
2125.00,96.40
2124.00,96.40
2123.00,96.41
2122.00,96.42
2121.00,96.42
2120.00,96.41
2119.00,96.39
2118.00,96.36
2117.00,96.33
2116.00,96.30
2115.00,96.29
2114.00,96.27
2113.00,96.23
2112.00,96.19
2111.00,96.19
2110.00,96.22
2109.00,96.27
2108.00,96.30
2107.00,96.32
2106.00,96.32
2105.00,96.30
2104.00,96.28
2103.00,96.25
2102.00,96.24
2101.00,96.23
2100.00,96.24
2099.00,96.24
2098.00,96.23
2097.00,96.24
2096.00,96.26
2095.00,96.31
2094.00,96.36
2093.00,96.39
2092.00,96.38
2091.00,96.35
2090.00,96.31
2089.00,96.29
2088.00,96.29
2087.00,96.30
2086.00,96.32
2085.00,96.32
2084.00,96.30
2083.00,96.29
2082.00,96.29
2081.00,96.30
2080.00,96.30
2079.00,96.28
2078.00,96.24
2077.00,96.19
2076.00,96.17
2075.00,96.19
2074.00,96.22
2073.00,96.24
2072.00,96.22
2071.00,96.19
2070.00,96.19
2069.00,96.21
2068.00,96.22
2067.00,96.22
2066.00,96.18
2065.00,96.15
2064.00,96.13
2063.00,96.15
2062.00,96.18
2061.00,96.19
2060.00,96.18
2059.00,96.16
2058.00,96.15
2057.00,96.14
2056.00,96.12
2055.00,96.10
2054.00,96.06
2053.00,95.99
2052.00,95.91
2051.00,95.85
2050.00,95.82
2049.00,95.83
2048.00,95.86
2047.00,95.91
2046.00,95.95
2045.00,95.96
2044.00,95.94
2043.00,95.89
2042.00,95.84
2041.00,95.79
2040.00,95.75
2039.00,95.71
2038.00,95.67
2037.00,95.64
2036.00,95.63
2035.00,95.63
2034.00,95.66
2033.00,95.70
2032.00,95.73
2031.00,95.73
2030.00,95.71
2029.00,95.70
2028.00,95.71
2027.00,95.75
2026.00,95.82
2025.00,95.88
2024.00,95.91
2023.00,95.89
2022.00,95.84
2021.00,95.78
2020.00,95.73
2019.00,95.71
2018.00,95.74
2017.00,95.81
2016.00,95.90
2015.00,95.96
2014.00,95.99
2013.00,95.99
2012.00,95.99
2011.00,95.97
2010.00,95.94
2009.00,95.92
2008.00,95.95
2007.00,96.02
2006.00,96.11
2005.00,96.19
2004.00,96.23
2003.00,96.24
2002.00,96.24
2001.00,96.24
2000.00,96.24
1999.00,96.24
1998.00,96.23
1997.00,96.21
1996.00,96.18
1995.00,96.13
1994.00,96.08
1993.00,96.06
1992.00,96.08
1991.00,96.14
1990.00,96.20
1989.00,96.24
1988.00,96.23
1987.00,96.19
1986.00,96.11
1985.00,96.06
1984.00,96.04
1983.00,96.06
1982.00,96.03
1981.00,95.94
1980.00,95.81
1979.00,95.75
1978.00,95.81
1977.00,95.95
1976.00,96.08
1975.00,96.15
1974.00,96.16
1973.00,96.14
1972.00,96.13
1971.00,96.13
1970.00,96.14
1969.00,96.15
1968.00,96.16
1967.00,96.18
1966.00,96.20
1965.00,96.24
1964.00,96.30
1963.00,96.36
1962.00,96.40
1961.00,96.39
1960.00,96.38
1959.00,96.40
1958.00,96.45
1957.00,96.47
1956.00,96.48
1955.00,96.48
1954.00,96.49
1953.00,96.50
1952.00,96.49
1951.00,96.47
1950.00,96.46
1949.00,96.48
1948.00,96.50
1947.00,96.53
1946.00,96.55
1945.00,96.57
1944.00,96.60
1943.00,96.64
1942.00,96.68
1941.00,96.69
1940.00,96.69
1939.00,96.72
1938.00,96.76
1937.00,96.81
1936.00,96.83
1935.00,96.83
1934.00,96.82
1933.00,96.81
1932.00,96.82
1931.00,96.83
1930.00,96.84
1929.00,96.86
1928.00,96.88
1927.00,96.92
1926.00,96.97
1925.00,97.00
1924.00,97.00
1923.00,96.99
1922.00,96.98
1921.00,96.96
1920.00,96.95
1919.00,96.96
1918.00,96.97
1917.00,96.97
1916.00,96.97
1915.00,96.97
1914.00,96.96
1913.00,96.94
1912.00,96.93
1911.00,96.95
1910.00,97.00
1909.00,97.03
1908.00,97.04
1907.00,97.04
1906.00,97.06
1905.00,97.08
1904.00,97.10
1903.00,97.11
1902.00,97.11
1901.00,97.11
1900.00,97.11
1899.00,97.12
1898.00,97.12
1897.00,97.12
1896.00,97.13
1895.00,97.15
1894.00,97.16
1893.00,97.15
1892.00,97.13
1891.00,97.12
1890.00,97.11
1889.00,97.11
1888.00,97.11
1887.00,97.12
1886.00,97.13
1885.00,97.13
1884.00,97.13
1883.00,97.13
1882.00,97.13
1881.00,97.12
1880.00,97.11
1879.00,97.12
1878.00,97.15
1877.00,97.18
1876.00,97.21
1875.00,97.22
1874.00,97.22
1873.00,97.22
1872.00,97.22
1871.00,97.22
1870.00,97.22
1869.00,97.22
1868.00,97.21
1867.00,97.22
1866.00,97.23
1865.00,97.25
1864.00,97.26
1863.00,97.25
1862.00,97.25
1861.00,97.24
1860.00,97.25
1859.00,97.26
1858.00,97.27
1857.00,97.28
1856.00,97.26
1855.00,97.24
1854.00,97.22
1853.00,97.21
1852.00,97.21
1851.00,97.22
1850.00,97.23
1849.00,97.25
1848.00,97.25
1847.00,97.24
1846.00,97.22
1845.00,97.21
1844.00,97.21
1843.00,97.24
1842.00,97.28
1841.00,97.31
1840.00,97.33
1839.00,97.34
1838.00,97.35
1837.00,97.35
1836.00,97.34
1835.00,97.33
1834.00,97.32
1833.00,97.31
1832.00,97.30
1831.00,97.29
1830.00,97.28
1829.00,97.26
1828.00,97.25
1827.00,97.25
1826.00,97.24
1825.00,97.24
1824.00,97.24
1823.00,97.25
1822.00,97.26
1821.00,97.27
1820.00,97.28
1819.00,97.31
1818.00,97.35
1817.00,97.37
1816.00,97.38
1815.00,97.37
1814.00,97.35
1813.00,97.32
1812.00,97.30
1811.00,97.30
1810.00,97.32
1809.00,97.34
1808.00,97.34
1807.00,97.33
1806.00,97.32
1805.00,97.32
1804.00,97.31
1803.00,97.32
1802.00,97.32
1801.00,97.32
1800.00,97.31
1799.00,97.32
1798.00,97.32
1797.00,97.33
1796.00,97.32
1795.00,97.30
1794.00,97.27
1793.00,97.25
1792.00,97.25
1791.00,97.27
1790.00,97.29
1789.00,97.30
1788.00,97.29
1787.00,97.27
1786.00,97.27
1785.00,97.27
1784.00,97.28
1783.00,97.29
1782.00,97.29
1781.00,97.28
1780.00,97.27
1779.00,97.27
1778.00,97.27
1777.00,97.27
1776.00,97.27
1775.00,97.25
1774.00,97.24
1773.00,97.22
1772.00,97.22
1771.00,97.21
1770.00,97.20
1769.00,97.16
1768.00,97.13
1767.00,97.11
1766.00,97.13
1765.00,97.16
1764.00,97.17
1763.00,97.18
1762.00,97.17
1761.00,97.14
1760.00,97.12
1759.00,97.10
1758.00,97.08
1757.00,97.08
1756.00,97.08
1755.00,97.09
1754.00,97.10
1753.00,97.08
1752.00,97.05
1751.00,97.01
1750.00,96.98
1749.00,96.96
1748.00,96.95
1747.00,96.93
1746.00,96.91
1745.00,96.90
1744.00,96.90
1743.00,96.90
1742.00,96.90
1741.00,96.89
1740.00,96.87
1739.00,96.86
1738.00,96.86
1737.00,96.86
1736.00,96.83
1735.00,96.80
1734.00,96.78
1733.00,96.76
1732.00,96.75
1731.00,96.72
1730.00,96.71
1729.00,96.70
1728.00,96.70
1727.00,96.71
1726.00,96.70
1725.00,96.69
1724.00,96.65
1723.00,96.63
1722.00,96.61
1721.00,96.60
1720.00,96.58
1719.00,96.55
1718.00,96.51
1717.00,96.48
1716.00,96.44
1715.00,96.42
1714.00,96.41
1713.00,96.40
1712.00,96.38
1711.00,96.37
1710.00,96.35
1709.00,96.33
1708.00,96.30
1707.00,96.26
1706.00,96.22
1705.00,96.17
1704.00,96.12
1703.00,96.07
1702.00,96.02
1701.00,95.97
1700.00,95.93
1699.00,95.91
1698.00,95.87
1697.00,95.80
1696.00,95.70
1695.00,95.63
1694.00,95.59
1693.00,95.55
1692.00,95.49
1691.00,95.42
1690.00,95.35
1689.00,95.27
1688.00,95.19
1687.00,95.11
1686.00,95.03
1685.00,94.91
1684.00,94.78
1683.00,94.67
1682.00,94.59
1681.00,94.49
1680.00,94.37
1679.00,94.26
1678.00,94.17
1677.00,94.07
1676.00,93.94
1675.00,93.80
1674.00,93.68
1673.00,93.58
1672.00,93.48
1671.00,93.38
1670.00,93.26
1669.00,93.12
1668.00,92.99
1667.00,92.89
1666.00,92.80
1665.00,92.72
1664.00,92.62
1663.00,92.51
1662.00,92.41
1661.00,92.30
1660.00,92.20
1659.00,92.12
1658.00,92.06
1657.00,92.01
1656.00,91.95
1655.00,91.86
1654.00,91.73
1653.00,91.59
1652.00,91.53
1651.00,91.52
1650.00,91.51
1649.00,91.47
1648.00,91.40
1647.00,91.31
1646.00,91.25
1645.00,91.23
1644.00,91.23
1643.00,91.22
1642.00,91.22
1641.00,91.22
1640.00,91.22
1639.00,91.24
1638.00,91.26
1637.00,91.27
1636.00,91.28
1635.00,91.31
1634.00,91.37
1633.00,91.42
1632.00,91.46
1631.00,91.51
1630.00,91.57
1629.00,91.65
1628.00,91.74
1627.00,91.82
1626.00,91.89
1625.00,91.98
1624.00,92.08
1623.00,92.18
1622.00,92.28
1621.00,92.36
1620.00,92.43
1619.00,92.50
1618.00,92.59
1617.00,92.71
1616.00,92.81
1615.00,92.90
1614.00,92.98
1613.00,93.05
1612.00,93.13
1611.00,93.22
1610.00,93.32
1609.00,93.42
1608.00,93.50
1607.00,93.58
1606.00,93.65
1605.00,93.73
1604.00,93.80
1603.00,93.87
1602.00,93.94
1601.00,94.01
1600.00,94.08
1599.00,94.14
1598.00,94.19
1597.00,94.24
1596.00,94.30
1595.00,94.37
1594.00,94.44
1593.00,94.51
1592.00,94.57
1591.00,94.64
1590.00,94.69
1589.00,94.74
1588.00,94.78
1587.00,94.81
1586.00,94.85
1585.00,94.89
1584.00,94.93
1583.00,94.97
1582.00,95.02
1581.00,95.06
1580.00,95.11
1579.00,95.14
1578.00,95.16
1577.00,95.17
1576.00,95.19
1575.00,95.23
1574.00,95.26
1573.00,95.30
1572.00,95.33
1571.00,95.37
1570.00,95.40
1569.00,95.42
1568.00,95.44
1567.00,95.46
1566.00,95.47
1565.00,95.49
1564.00,95.52
1563.00,95.54
1562.00,95.56
1561.00,95.56
1560.00,95.56
1559.00,95.55
1558.00,95.56
1557.00,95.59
1556.00,95.59
1555.00,95.58
1554.00,95.58
1553.00,95.59
1552.00,95.60
1551.00,95.61
1550.00,95.61
1549.00,95.60
1548.00,95.60
1547.00,95.61
1546.00,95.62
1545.00,95.62
1544.00,95.62
1543.00,95.62
1542.00,95.61
1541.00,95.61
1540.00,95.61
1539.00,95.64
1538.00,95.67
1537.00,95.68
1536.00,95.67
1535.00,95.66
1534.00,95.65
1533.00,95.64
1532.00,95.64
1531.00,95.63
1530.00,95.63
1529.00,95.64
1528.00,95.64
1527.00,95.64
1526.00,95.64
1525.00,95.63
1524.00,95.62
1523.00,95.60
1522.00,95.59
1521.00,95.57
1520.00,95.57
1519.00,95.58
1518.00,95.58
1517.00,95.56
1516.00,95.53
1515.00,95.51
1514.00,95.49
1513.00,95.47
1512.00,95.44
1511.00,95.41
1510.00,95.38
1509.00,95.33
1508.00,95.27
1507.00,95.20
1506.00,95.16
1505.00,95.16
1504.00,95.15
1503.00,95.12
1502.00,95.06
1501.00,94.99
1500.00,94.90
1499.00,94.81
1498.00,94.71
1497.00,94.60
1496.00,94.48
1495.00,94.39
1494.00,94.32
1493.00,94.23
1492.00,94.11
1491.00,93.96
1490.00,93.80
1489.00,93.65
1488.00,93.53
1487.00,93.42
1486.00,93.29
1485.00,93.16
1484.00,93.01
1483.00,92.86
1482.00,92.70
1481.00,92.54
1480.00,92.38
1479.00,92.23
1478.00,92.09
1477.00,91.93
1476.00,91.77
1475.00,91.61
1474.00,91.46
1473.00,91.27
1472.00,91.09
1471.00,90.96
1470.00,90.87
1469.00,90.79
1468.00,90.71
1467.00,90.64
1466.00,90.55
1465.00,90.45
1464.00,90.35
1463.00,90.28
1462.00,90.24
1461.00,90.20
1460.00,90.17
1459.00,90.12
1458.00,90.03
1457.00,89.90
1456.00,89.81
1455.00,89.76
1454.00,89.74
1453.00,89.69
1452.00,89.62
1451.00,89.54
1450.00,89.45
1449.00,89.35
1448.00,89.25
1447.00,89.16
1446.00,89.08
1445.00,89.00
1444.00,88.92
1443.00,88.85
1442.00,88.79
1441.00,88.73
1440.00,88.69
1439.00,88.64
1438.00,88.58
1437.00,88.50
1436.00,88.42
1435.00,88.38
1434.00,88.36
1433.00,88.35
1432.00,88.33
1431.00,88.31
1430.00,88.28
1429.00,88.25
1428.00,88.22
1427.00,88.19
1426.00,88.17
1425.00,88.14
1424.00,88.10
1423.00,88.08
1422.00,88.07
1421.00,88.06
1420.00,88.06
1419.00,88.06
1418.00,88.08
1417.00,88.11
1416.00,88.16
1415.00,88.23
1414.00,88.30
1413.00,88.37
1412.00,88.44
1411.00,88.50
1410.00,88.55
1409.00,88.60
1408.00,88.64
1407.00,88.67
1406.00,88.68
1405.00,88.68
1404.00,88.66
1403.00,88.64
1402.00,88.60
1401.00,88.56
1400.00,88.50
1399.00,88.44
1398.00,88.39
1397.00,88.37
1396.00,88.35
1395.00,88.33
1394.00,88.31
1393.00,88.28
1392.00,88.25
1391.00,88.20
1390.00,88.13
1389.00,88.02
1388.00,87.88
1387.00,87.72
1386.00,87.54
1385.00,87.34
1384.00,87.10
1383.00,86.82
1382.00,86.50
1381.00,86.15
1380.00,85.78
1379.00,85.43
1378.00,85.10
1377.00,84.83
1376.00,84.59
1375.00,84.39
1374.00,84.22
1373.00,84.09
1372.00,84.00
1371.00,83.93
1370.00,83.88
1369.00,83.83
1368.00,83.78
1367.00,83.76
1366.00,83.78
1365.00,83.83
1364.00,83.92
1363.00,84.04
1362.00,84.19
1361.00,84.36
1360.00,84.53
1359.00,84.71
1358.00,84.89
1357.00,85.07
1356.00,85.26
1355.00,85.44
1354.00,85.61
1353.00,85.76
1352.00,85.87
1351.00,85.95
1350.00,86.00
1349.00,86.01
1348.00,85.99
1347.00,85.96
1346.00,85.91
1345.00,85.86
1344.00,85.80
1343.00,85.75
1342.00,85.67
1341.00,85.56
1340.00,85.42
1339.00,85.28
1338.00,85.19
1337.00,85.16
1336.00,85.17
1335.00,85.22
1334.00,85.28
1333.00,85.34
1332.00,85.40
1331.00,85.45
1330.00,85.49
1329.00,85.53
1328.00,85.56
1327.00,85.58
1326.00,85.57
1325.00,85.51
1324.00,85.40
1323.00,85.23
1322.00,85.00
1321.00,84.69
1320.00,84.30
1319.00,83.89
1318.00,83.52
1317.00,83.23
1316.00,83.06
1315.00,82.99
1314.00,83.00
1313.00,83.05
1312.00,83.16
1311.00,83.34
1310.00,83.60
1309.00,83.93
1308.00,84.28
1307.00,84.65
1306.00,85.00
1305.00,85.31
1304.00,85.59
1303.00,85.86
1302.00,86.10
1301.00,86.32
1300.00,86.54
1299.00,86.75
1298.00,86.94
1297.00,87.11
1296.00,87.26
1295.00,87.40
1294.00,87.55
1293.00,87.72
1292.00,87.92
1291.00,88.13
1290.00,88.35
1289.00,88.54
1288.00,88.70
1287.00,88.82
1286.00,88.91
1285.00,88.94
1284.00,88.93
1283.00,88.89
1282.00,88.80
1281.00,88.70
1280.00,88.58
1279.00,88.47
1278.00,88.38
1277.00,88.32
1276.00,88.29
1275.00,88.29
1274.00,88.28
1273.00,88.26
1272.00,88.21
1271.00,88.14
1270.00,88.05
1269.00,87.96
1268.00,87.86
1267.00,87.77
1266.00,87.68
1265.00,87.60
1264.00,87.52
1263.00,87.47
1262.00,87.44
1261.00,87.46
1260.00,87.53
1259.00,87.64
1258.00,87.79
1257.00,87.95
1256.00,88.11
1255.00,88.28
1254.00,88.43
1253.00,88.56
1252.00,88.67
1251.00,88.78
1250.00,88.87
1249.00,88.95
1248.00,89.00
1247.00,89.03
1246.00,89.04
1245.00,89.04
1244.00,89.01
1243.00,88.97
1242.00,88.93
1241.00,88.87
1240.00,88.81
1239.00,88.76
1238.00,88.71
1237.00,88.68
1236.00,88.64
1235.00,88.60
1234.00,88.56
1233.00,88.51
1232.00,88.48
1231.00,88.47
1230.00,88.45
1229.00,88.42
1228.00,88.38
1227.00,88.37
1226.00,88.42
1225.00,88.55
1224.00,88.75
1223.00,89.02
1222.00,89.30
1221.00,89.58
1220.00,89.84
1219.00,90.07
1218.00,90.27
1217.00,90.45
1216.00,90.59
1215.00,90.70
1214.00,90.77
1213.00,90.81
1212.00,90.80
1211.00,90.76
1210.00,90.65
1209.00,90.48
1208.00,90.26
1207.00,89.98
1206.00,89.68
1205.00,89.36
1204.00,89.06
1203.00,88.78
1202.00,88.56
1201.00,88.38
1200.00,88.28
1199.00,88.23
1198.00,88.25
1197.00,88.33
1196.00,88.49
1195.00,88.73
1194.00,89.04
1193.00,89.39
1192.00,89.76
1191.00,90.10
1190.00,90.41
1189.00,90.67
1188.00,90.88
1187.00,91.03
1186.00,91.12
1185.00,91.16
1184.00,91.16
1183.00,91.13
1182.00,91.06
1181.00,90.95
1180.00,90.80
1179.00,90.60
1178.00,90.38
1177.00,90.13
1176.00,89.85
1175.00,89.55
1174.00,89.21
1173.00,88.84
1172.00,88.43
1171.00,87.96
1170.00,87.45
1169.00,86.89
1168.00,86.27
1167.00,85.61
1166.00,84.92
1165.00,84.22
1164.00,83.54
1163.00,82.92
1162.00,82.36
1161.00,81.89
1160.00,81.52
1159.00,81.26
1158.00,81.13
1157.00,81.11
1156.00,81.21
1155.00,81.41
1154.00,81.66
1153.00,81.93
1152.00,82.20
1151.00,82.46
1150.00,82.72
1149.00,82.99
1148.00,83.25
1147.00,83.50
1146.00,83.72
1145.00,83.91
1144.00,84.06
1143.00,84.14
1142.00,84.15
1141.00,84.10
1140.00,84.00
1139.00,83.83
1138.00,83.58
1137.00,83.25
1136.00,82.84
1135.00,82.38
1134.00,81.90
1133.00,81.39
1132.00,80.88
1131.00,80.38
1130.00,79.88
1129.00,79.37
1128.00,78.84
1127.00,78.32
1126.00,77.79
1125.00,77.26
1124.00,76.76
1123.00,76.28
1122.00,75.84
1121.00,75.41
1120.00,75.01
1119.00,74.68
1118.00,74.39
1117.00,74.10
1116.00,73.82
1115.00,73.56
1114.00,73.34
1113.00,73.13
1112.00,72.96
1111.00,72.84
1110.00,72.78
1109.00,72.74
1108.00,72.69
1107.00,72.60
1106.00,72.42
1105.00,72.14
1104.00,71.74
1103.00,71.23
1102.00,70.63
1101.00,69.95
1100.00,69.22
1099.00,68.54
1098.00,67.92
1097.00,67.36
1096.00,66.83
1095.00,66.35
1094.00,65.91
1093.00,65.48
1092.00,65.03
1091.00,64.58
1090.00,64.14
1089.00,63.72
1088.00,63.33
1087.00,62.99
1086.00,62.68
1085.00,62.37
1084.00,62.06
1083.00,61.80
1082.00,61.60
1081.00,61.41
1080.00,61.21
1079.00,61.00
1078.00,60.80
1077.00,60.59
1076.00,60.39
1075.00,60.21
1074.00,60.05
1073.00,59.89
1072.00,59.74
1071.00,59.61
1070.00,59.48
1069.00,59.30
1068.00,59.04
1067.00,58.70
1066.00,58.27
1065.00,57.73
1064.00,57.10
1063.00,56.44
1062.00,55.80
1061.00,55.21
1060.00,54.68
1059.00,54.23
1058.00,53.87
1057.00,53.55
1056.00,53.25
1055.00,52.98
1054.00,52.76
1053.00,52.54
1052.00,52.33
1051.00,52.16
1050.00,52.02
1049.00,51.85
1048.00,51.65
1047.00,51.48
1046.00,51.34
1045.00,51.20
1044.00,51.06
1043.00,50.94
1042.00,50.81
1041.00,50.66
1040.00,50.45
1039.00,50.19
1038.00,49.90
1037.00,49.52
1036.00,49.07
1035.00,48.58
1034.00,48.08
1033.00,47.58
1032.00,47.09
1031.00,46.63
1030.00,46.22
1029.00,45.83
1028.00,45.48
1027.00,45.19
1026.00,44.99
1025.00,44.83
1024.00,44.71
1023.00,44.66
1022.00,44.69
1021.00,44.75
1020.00,44.83
1019.00,44.97
1018.00,45.19
1017.00,45.47
1016.00,45.82
1015.00,46.23
1014.00,46.69
1013.00,47.16
1012.00,47.59
1011.00,47.98
1010.00,48.32
1009.00,48.60
1008.00,48.82
1007.00,49.04
1006.00,49.25
1005.00,49.44
1004.00,49.58
1003.00,49.69
1002.00,49.76
1001.00,49.80
1000.00,49.82
999.00,49.88
998.00,50.01
997.00,50.20
996.00,50.48
995.00,50.85
994.00,51.32
993.00,51.88
992.00,52.52
991.00,53.25
990.00,54.06
989.00,54.94
988.00,55.88
987.00,56.88
986.00,57.90
985.00,58.90
984.00,59.88
983.00,60.87
982.00,61.85
981.00,62.80
980.00,63.70
979.00,64.54
978.00,65.32
977.00,66.05
976.00,66.71
975.00,67.32
974.00,67.89
973.00,68.39
972.00,68.82
971.00,69.22
970.00,69.60
969.00,69.97
968.00,70.32
967.00,70.66
966.00,71.01
965.00,71.37
964.00,71.75
963.00,72.15
962.00,72.58
961.00,73.00
960.00,73.42
959.00,73.85
958.00,74.30
957.00,74.75
956.00,75.20
955.00,75.64
954.00,76.08
953.00,76.49
952.00,76.88
951.00,77.26
950.00,77.62
949.00,77.96
948.00,78.29
947.00,78.60
946.00,78.89
945.00,79.16
944.00,79.42
943.00,79.67
942.00,79.91
941.00,80.13
940.00,80.33
939.00,80.51
938.00,80.69
937.00,80.85
936.00,80.99
935.00,81.12
934.00,81.24
933.00,81.35
932.00,81.45
931.00,81.56
930.00,81.67
929.00,81.80
928.00,81.93
927.00,82.07
926.00,82.22
925.00,82.37
924.00,82.51
923.00,82.64
922.00,82.75
921.00,82.85
920.00,82.93
919.00,83.01
918.00,83.08
917.00,83.11
916.00,83.10
915.00,83.06
914.00,82.99
