Created as New Dataset,132. Polyester Albany International
cm-1,%T
2457.00,98.75
2456.00,98.74
2455.00,98.74
2454.00,98.74
2453.00,98.72
2452.00,98.70
2451.00,98.69
2450.00,98.70
2449.00,98.72
2448.00,98.75
2447.00,98.77
2446.00,98.77
2445.00,98.77
2444.00,98.77
2443.00,98.77
2442.00,98.78
2441.00,98.79
2440.00,98.79
2439.00,98.79
2438.00,98.79
2437.00,98.79
2436.00,98.79
2435.00,98.78
2434.00,98.78
2433.00,98.79
2432.00,98.80
2431.00,98.79
2430.00,98.78
2429.00,98.76
2428.00,98.75
2427.00,98.75
2426.00,98.76
2425.00,98.77
2424.00,98.77
2423.00,98.76
2422.00,98.76
2421.00,98.75
2420.00,98.76
2419.00,98.77
2418.00,98.79
2417.00,98.81
2416.00,98.83
2415.00,98.85
2414.00,98.86
2413.00,98.86
2412.00,98.85
2411.00,98.83
2410.00,98.83
2409.00,98.83
2408.00,98.83
2407.00,98.82
2406.00,98.81
2405.00,98.80
2404.00,98.79
2403.00,98.78
2402.00,98.78
2401.00,98.79
2400.00,98.80
2399.00,98.82
2398.00,98.82
2397.00,98.82
2396.00,98.82
2395.00,98.82
2394.00,98.82
2393.00,98.83
2392.00,98.84
2391.00,98.84
2390.00,98.83
2389.00,98.82
2388.00,98.82
2387.00,98.84
2386.00,98.87
2385.00,98.90
2384.00,98.92
2383.00,98.93
2382.00,98.91
2381.00,98.90
2380.00,98.89
2379.00,98.90
2378.00,98.91
2377.00,98.93
2376.00,98.94
2375.00,98.94
2374.00,98.94
2373.00,98.94
2372.00,98.94
2371.00,98.93
2370.00,98.93
2369.00,98.94
2368.00,98.96
2367.00,98.98
2366.00,98.99
2365.00,98.96
2364.00,98.91
2363.00,98.83
2362.00,98.78
2361.00,98.80
2360.00,98.88
2359.00,98.99
2358.00,99.04
2357.00,99.00
2356.00,98.91
2355.00,98.87
2354.00,98.89
2353.00,98.93
2352.00,98.93
2351.00,98.92
2350.00,98.92
2349.00,98.97
2348.00,99.04
2347.00,99.11
2346.00,99.13
2345.00,99.11
2344.00,99.06
2343.00,99.03
2342.00,99.03
2341.00,99.07
2340.00,99.11
2339.00,99.13
2338.00,99.14
2337.00,99.13
2336.00,99.11
2335.00,99.07
2334.00,99.03
2333.00,99.00
2332.00,99.00
2331.00,99.01
2330.00,99.01
2329.00,99.01
2328.00,99.00
2327.00,98.98
2326.00,98.96
2325.00,98.94
2324.00,98.94
2323.00,98.93
2322.00,98.92
2321.00,98.88
2320.00,98.84
2319.00,98.81
2318.00,98.81
2317.00,98.84
2316.00,98.87
2315.00,98.88
2314.00,98.88
2313.00,98.88
2312.00,98.87
2311.00,98.85
2310.00,98.83
2309.00,98.82
2308.00,98.83
2307.00,98.82
2306.00,98.80
2305.00,98.78
2304.00,98.75
2303.00,98.74
2302.00,98.73
2301.00,98.71
2300.00,98.69
2299.00,98.69
2298.00,98.70
2297.00,98.73
2296.00,98.74
2295.00,98.72
2294.00,98.68
2293.00,98.64
2292.00,98.60
2291.00,98.59
2290.00,98.58
2289.00,98.57
2288.00,98.54
2287.00,98.50
2286.00,98.47
2285.00,98.47
2284.00,98.49
2283.00,98.51
2282.00,98.53
2281.00,98.53
2280.00,98.52
2279.00,98.50
2278.00,98.47
2277.00,98.45
2276.00,98.44
2275.00,98.43
2274.00,98.44
2273.00,98.45
2272.00,98.46
2271.00,98.46
2270.00,98.45
2269.00,98.43
2268.00,98.42
2267.00,98.41
2266.00,98.41
2265.00,98.43
2264.00,98.45
2263.00,98.46
2262.00,98.47
2261.00,98.46
2260.00,98.45
2259.00,98.43
2258.00,98.39
2257.00,98.35
2256.00,98.31
2255.00,98.29
2254.00,98.28
2253.00,98.28
2252.00,98.30
2251.00,98.33
2250.00,98.35
2249.00,98.35
2248.00,98.34
2247.00,98.34
2246.00,98.34
2245.00,98.36
2244.00,98.38
2243.00,98.40
2242.00,98.40
2241.00,98.39
2240.00,98.37
2239.00,98.36
2238.00,98.34
2237.00,98.33
2236.00,98.32
2235.00,98.32
2234.00,98.32
2233.00,98.33
2232.00,98.32
2231.00,98.30
2230.00,98.26
2229.00,98.23
2228.00,98.23
2227.00,98.25
2226.00,98.26
2225.00,98.25
2224.00,98.22
2223.00,98.20
2222.00,98.20
2221.00,98.22
2220.00,98.24
2219.00,98.25
2218.00,98.25
2217.00,98.23
2216.00,98.18
2215.00,98.14
2214.00,98.13
2213.00,98.16
2212.00,98.21
2211.00,98.24
2210.00,98.24
2209.00,98.22
2208.00,98.23
2207.00,98.24
2206.00,98.24
2205.00,98.21
2204.00,98.17
2203.00,98.16
2202.00,98.17
2201.00,98.20
2200.00,98.22
2199.00,98.23
2198.00,98.23
2197.00,98.21
2196.00,98.18
2195.00,98.13
2194.00,98.08
2193.00,98.04
2192.00,98.02
2191.00,98.04
2190.00,98.09
2189.00,98.12
2188.00,98.13
2187.00,98.11
2186.00,98.10
2185.00,98.12
2184.00,98.16
2183.00,98.17
2182.00,98.14
2181.00,98.08
2180.00,98.03
2179.00,98.01
2178.00,98.00
2177.00,97.99
2176.00,97.96
2175.00,97.92
2174.00,97.89
2173.00,97.87
2172.00,97.87
2171.00,97.87
2170.00,97.89
2169.00,97.88
2168.00,97.82
2167.00,97.74
2166.00,97.68
2165.00,97.66
2164.00,97.67
2163.00,97.67
2162.00,97.67
2161.00,97.72
2160.00,97.81
2159.00,97.92
2158.00,98.00
2157.00,98.02
2156.00,97.99
2155.00,97.93
2154.00,97.91
2153.00,97.95
2152.00,98.04
2151.00,98.12
2150.00,98.18
2149.00,98.23
2148.00,98.29
2147.00,98.33
2146.00,98.33
2145.00,98.29
2144.00,98.26
2143.00,98.27
2142.00,98.30
2141.00,98.35
2140.00,98.39
2139.00,98.42
2138.00,98.45
2137.00,98.49
2136.00,98.53
2135.00,98.56
2134.00,98.58
2133.00,98.62
2132.00,98.65
2131.00,98.66
2130.00,98.65
2129.00,98.63
2128.00,98.61
2127.00,98.59
2126.00,98.57
2125.00,98.56
2124.00,98.56
2123.00,98.57
2122.00,98.57
2121.00,98.57
2120.00,98.57
2119.00,98.57
2118.00,98.56
2117.00,98.56
2116.00,98.57
2115.00,98.59
2114.00,98.59
2113.00,98.57
2112.00,98.55
2111.00,98.54
2110.00,98.52
2109.00,98.51
2108.00,98.50
2107.00,98.50
2106.00,98.51
2105.00,98.54
2104.00,98.57
2103.00,98.58
2102.00,98.58
2101.00,98.56
2100.00,98.55
2099.00,98.55
2098.00,98.57
2097.00,98.58
2096.00,98.60
2095.00,98.62
2094.00,98.64
2093.00,98.65
2092.00,98.66
2091.00,98.67
2090.00,98.67
2089.00,98.65
2088.00,98.61
2087.00,98.56
2086.00,98.53
2085.00,98.52
2084.00,98.52
2083.00,98.51
2082.00,98.49
2081.00,98.49
2080.00,98.50
2079.00,98.51
2078.00,98.51
2077.00,98.49
2076.00,98.46
2075.00,98.45
2074.00,98.47
2073.00,98.52
2072.00,98.57
2071.00,98.59
2070.00,98.58
2069.00,98.58
2068.00,98.60
2067.00,98.62
2066.00,98.63
2065.00,98.62
2064.00,98.61
2063.00,98.61
2062.00,98.60
2061.00,98.58
2060.00,98.56
2059.00,98.56
2058.00,98.58
2057.00,98.59
2056.00,98.57
2055.00,98.57
2054.00,98.58
2053.00,98.59
2052.00,98.55
2051.00,98.47
2050.00,98.39
2049.00,98.33
2048.00,98.32
2047.00,98.32
2046.00,98.32
2045.00,98.33
2044.00,98.32
2043.00,98.29
2042.00,98.25
2041.00,98.22
2040.00,98.20
2039.00,98.21
2038.00,98.22
2037.00,98.23
2036.00,98.24
2035.00,98.25
2034.00,98.26
2033.00,98.26
2032.00,98.22
2031.00,98.15
2030.00,98.08
2029.00,98.08
2028.00,98.12
2027.00,98.20
2026.00,98.28
2025.00,98.36
2024.00,98.39
2023.00,98.37
2022.00,98.31
2021.00,98.26
2020.00,98.27
2019.00,98.36
2018.00,98.46
2017.00,98.52
2016.00,98.48
2015.00,98.38
2014.00,98.28
2013.00,98.23
2012.00,98.25
2011.00,98.27
2010.00,98.27
2009.00,98.23
2008.00,98.22
2007.00,98.24
2006.00,98.29
2005.00,98.34
2004.00,98.40
2003.00,98.45
2002.00,98.47
2001.00,98.44
2000.00,98.39
1999.00,98.35
1998.00,98.34
1997.00,98.34
1996.00,98.34
1995.00,98.34
1994.00,98.35
1993.00,98.39
1992.00,98.44
1991.00,98.47
1990.00,98.45
1989.00,98.38
1988.00,98.31
1987.00,98.25
1986.00,98.23
1985.00,98.23
1984.00,98.25
1983.00,98.26
1982.00,98.23
1981.00,98.15
1980.00,98.06
1979.00,98.00
1978.00,98.03
1977.00,98.13
1976.00,98.27
1975.00,98.38
1974.00,98.43
1973.00,98.41
1972.00,98.34
1971.00,98.26
1970.00,98.21
1969.00,98.18
1968.00,98.18
1967.00,98.20
1966.00,98.25
1965.00,98.31
1964.00,98.36
1963.00,98.39
1962.00,98.39
1961.00,98.40
1960.00,98.44
1959.00,98.50
1958.00,98.56
1957.00,98.58
1956.00,98.57
1955.00,98.55
1954.00,98.55
1953.00,98.58
1952.00,98.61
1951.00,98.63
1950.00,98.62
1949.00,98.61
1948.00,98.59
1947.00,98.58
1946.00,98.58
1945.00,98.59
1944.00,98.62
1943.00,98.66
1942.00,98.70
1941.00,98.74
1940.00,98.77
1939.00,98.80
1938.00,98.84
1937.00,98.87
1936.00,98.89
1935.00,98.90
1934.00,98.89
1933.00,98.88
1932.00,98.89
1931.00,98.90
1930.00,98.93
1929.00,98.95
1928.00,98.97
1927.00,99.00
1926.00,99.05
1925.00,99.10
1924.00,99.13
1923.00,99.15
1922.00,99.16
1921.00,99.16
1920.00,99.16
1919.00,99.18
1918.00,99.19
1917.00,99.20
1916.00,99.19
1915.00,99.19
1914.00,99.19
1913.00,99.20
1912.00,99.21
1911.00,99.24
1910.00,99.25
1909.00,99.27
1908.00,99.28
1907.00,99.32
1906.00,99.36
1905.00,99.38
1904.00,99.38
1903.00,99.36
1902.00,99.33
1901.00,99.31
1900.00,99.30
1899.00,99.30
1898.00,99.32
1897.00,99.35
1896.00,99.39
1895.00,99.43
1894.00,99.46
1893.00,99.47
1892.00,99.46
1891.00,99.45
1890.00,99.45
1889.00,99.46
1888.00,99.46
1887.00,99.45
1886.00,99.45
1885.00,99.44
1884.00,99.45
1883.00,99.45
1882.00,99.45
1881.00,99.44
1880.00,99.44
1879.00,99.45
1878.00,99.46
1877.00,99.49
1876.00,99.51
1875.00,99.52
1874.00,99.53
1873.00,99.54
1872.00,99.56
1871.00,99.58
1870.00,99.59
1869.00,99.57
1868.00,99.55
1867.00,99.56
1866.00,99.58
1865.00,99.60
1864.00,99.61
1863.00,99.62
1862.00,99.63
1861.00,99.64
1860.00,99.65
1859.00,99.65
1858.00,99.66
1857.00,99.65
1856.00,99.64
1855.00,99.62
1854.00,99.61
1853.00,99.59
1852.00,99.58
1851.00,99.57
1850.00,99.58
1849.00,99.60
1848.00,99.62
1847.00,99.64
1846.00,99.64
1845.00,99.61
1844.00,99.58
1843.00,99.56
1842.00,99.56
1841.00,99.57
1840.00,99.59
1839.00,99.60
1838.00,99.59
1837.00,99.59
1836.00,99.58
1835.00,99.57
1834.00,99.55
1833.00,99.54
1832.00,99.54
1831.00,99.53
1830.00,99.52
1829.00,99.53
1828.00,99.55
1827.00,99.58
1826.00,99.61
1825.00,99.64
1824.00,99.65
1823.00,99.63
1822.00,99.61
1821.00,99.59
1820.00,99.59
1819.00,99.60
1818.00,99.62
1817.00,99.63
1816.00,99.63
1815.00,99.64
1814.00,99.64
1813.00,99.66
1812.00,99.68
1811.00,99.69
1810.00,99.69
1809.00,99.69
1808.00,99.68
1807.00,99.69
1806.00,99.70
1805.00,99.71
1804.00,99.73
1803.00,99.73
1802.00,99.75
1801.00,99.77
1800.00,99.80
1799.00,99.81
1798.00,99.81
1797.00,99.81
1796.00,99.82
1795.00,99.84
1794.00,99.84
1793.00,99.83
1792.00,99.82
1791.00,99.82
1790.00,99.84
1789.00,99.85
1788.00,99.85
1787.00,99.85
1786.00,99.86
1785.00,99.87
1784.00,99.87
1783.00,99.87
1782.00,99.88
1781.00,99.89
1780.00,99.91
1779.00,99.93
1778.00,99.95
1777.00,99.96
1776.00,99.96
1775.00,99.95
1774.00,99.95
1773.00,99.96
1772.00,99.96
1771.00,99.96
1770.00,99.97
1769.00,99.98
1768.00,99.97
1767.00,99.96
1766.00,99.94
1765.00,99.93
1764.00,99.94
1763.00,99.94
1762.00,99.91
1761.00,99.87
1760.00,99.83
1759.00,99.78
1758.00,99.73
1757.00,99.68
1756.00,99.63
1755.00,99.57
1754.00,99.50
1753.00,99.40
1752.00,99.27
1751.00,99.09
1750.00,98.87
1749.00,98.63
1748.00,98.34
1747.00,97.99
1746.00,97.58
1745.00,97.12
1744.00,96.61
1743.00,96.04
1742.00,95.44
1741.00,94.78
1740.00,94.04
1739.00,93.28
1738.00,92.63
1737.00,92.09
1736.00,91.51
1735.00,90.70
1734.00,89.68
1733.00,88.75
1732.00,88.05
1731.00,87.41
1730.00,86.73
1729.00,86.00
1728.00,85.28
1727.00,84.58
1726.00,83.89
1725.00,83.20
1724.00,82.51
1723.00,81.83
1722.00,81.17
1721.00,80.57
1720.00,79.96
1719.00,79.22
1718.00,78.35
1717.00,77.55
1716.00,76.98
1715.00,76.57
1714.00,76.27
1713.00,76.13
1712.00,76.18
1711.00,76.40
1710.00,76.74
1709.00,77.24
1708.00,77.89
1707.00,78.67
1706.00,79.57
1705.00,80.50
1704.00,81.34
1703.00,82.04
1702.00,82.75
1701.00,83.66
1700.00,84.68
1699.00,85.50
1698.00,86.16
1697.00,86.83
1696.00,87.57
1695.00,88.24
1694.00,88.73
1693.00,89.10
1692.00,89.45
1691.00,89.82
1690.00,90.19
1689.00,90.54
1688.00,90.84
1687.00,91.09
1686.00,91.31
1685.00,91.55
1684.00,91.78
1683.00,91.99
1682.00,92.17
1681.00,92.35
1680.00,92.56
1679.00,92.77
1678.00,92.95
1677.00,93.11
1676.00,93.29
1675.00,93.47
1674.00,93.64
1673.00,93.80
1672.00,93.99
1671.00,94.19
1670.00,94.40
1669.00,94.60
1668.00,94.78
1667.00,94.93
1666.00,95.07
1665.00,95.22
1664.00,95.38
1663.00,95.56
1662.00,95.72
1661.00,95.87
1660.00,96.00
1659.00,96.12
1658.00,96.21
1657.00,96.30
1656.00,96.39
1655.00,96.49
1654.00,96.60
1653.00,96.68
1652.00,96.73
1651.00,96.78
1650.00,96.85
1649.00,96.94
1648.00,97.01
1647.00,97.07
1646.00,97.13
1645.00,97.18
1644.00,97.21
1643.00,97.25
1642.00,97.29
1641.00,97.33
1640.00,97.35
1639.00,97.38
1638.00,97.41
1637.00,97.45
1636.00,97.51
1635.00,97.56
1634.00,97.57
1633.00,97.58
1632.00,97.62
1631.00,97.65
1630.00,97.67
1629.00,97.68
1628.00,97.70
1627.00,97.75
1626.00,97.80
1625.00,97.84
1624.00,97.87
1623.00,97.88
1622.00,97.88
1621.00,97.88
1620.00,97.88
1619.00,97.88
1618.00,97.86
1617.00,97.81
1616.00,97.75
1615.00,97.72
1614.00,97.71
1613.00,97.71
1612.00,97.74
1611.00,97.77
1610.00,97.82
1609.00,97.88
1608.00,97.94
1607.00,98.01
1606.00,98.09
1605.00,98.17
1604.00,98.24
1603.00,98.30
1602.00,98.36
1601.00,98.42
1600.00,98.47
1599.00,98.52
1598.00,98.56
1597.00,98.59
1596.00,98.60
1595.00,98.61
1594.00,98.62
1593.00,98.62
1592.00,98.63
1591.00,98.63
1590.00,98.61
1589.00,98.59
1588.00,98.57
1587.00,98.55
1586.00,98.52
1585.00,98.45
1584.00,98.36
1583.00,98.26
1582.00,98.15
1581.00,98.06
1580.00,97.99
1579.00,97.96
1578.00,97.98
1577.00,98.06
1576.00,98.18
1575.00,98.30
1574.00,98.39
1573.00,98.47
1572.00,98.54
1571.00,98.61
1570.00,98.66
1569.00,98.71
1568.00,98.75
1567.00,98.80
1566.00,98.85
1565.00,98.89
1564.00,98.93
1563.00,98.97
1562.00,99.02
1561.00,99.06
1560.00,99.08
1559.00,99.08
1558.00,99.14
1557.00,99.19
1556.00,99.19
1555.00,99.21
1554.00,99.23
1553.00,99.24
1552.00,99.25
1551.00,99.27
1550.00,99.30
1549.00,99.33
1548.00,99.34
1547.00,99.34
1546.00,99.35
1545.00,99.38
1544.00,99.43
1543.00,99.47
1542.00,99.49
1541.00,99.50
1540.00,99.51
1539.00,99.52
1538.00,99.49
1537.00,99.45
1536.00,99.43
1535.00,99.41
1534.00,99.36
1533.00,99.33
1532.00,99.31
1531.00,99.31
1530.00,99.31
1529.00,99.31
1528.00,99.31
1527.00,99.33
1526.00,99.34
1525.00,99.36
1524.00,99.36
1523.00,99.37
1522.00,99.38
1521.00,99.41
1520.00,99.45
1519.00,99.47
1518.00,99.49
1517.00,99.50
1516.00,99.51
1515.00,99.49
1514.00,99.43
1513.00,99.32
1512.00,99.19
1511.00,99.04
1510.00,98.87
1509.00,98.64
1508.00,98.30
1507.00,97.85
1506.00,97.51
1505.00,97.37
1504.00,97.41
1503.00,97.63
1502.00,97.95
1501.00,98.27
1500.00,98.58
1499.00,98.84
1498.00,99.04
1497.00,99.20
1496.00,99.31
1495.00,99.38
1494.00,99.42
1493.00,99.43
1492.00,99.42
1491.00,99.40
1490.00,99.37
1489.00,99.34
1488.00,99.28
1487.00,99.19
1486.00,99.07
1485.00,98.94
1484.00,98.82
1483.00,98.71
1482.00,98.59
1481.00,98.47
1480.00,98.36
1479.00,98.24
1478.00,98.12
1477.00,97.99
1476.00,97.87
1475.00,97.75
1474.00,97.63
1473.00,97.50
1472.00,97.43
1471.00,97.45
1470.00,97.51
1469.00,97.60
1468.00,97.71
1467.00,97.80
1466.00,97.88
1465.00,97.92
1464.00,97.92
1463.00,97.89
1462.00,97.87
1461.00,97.84
1460.00,97.83
1459.00,97.81
1458.00,97.80
1457.00,97.79
1456.00,97.78
1455.00,97.75
1454.00,97.73
1453.00,97.72
1452.00,97.74
1451.00,97.76
1450.00,97.78
1449.00,97.82
1448.00,97.88
1447.00,97.94
1446.00,97.99
1445.00,98.01
1444.00,98.03
1443.00,98.05
1442.00,98.07
1441.00,98.10
1440.00,98.15
1439.00,98.21
1438.00,98.29
1437.00,98.39
1436.00,98.51
1435.00,98.63
1434.00,98.75
1433.00,98.86
1432.00,98.96
1431.00,99.05
1430.00,99.15
1429.00,99.25
1428.00,99.32
1427.00,99.36
1426.00,99.37
1425.00,99.37
1424.00,99.35
1423.00,99.30
1422.00,99.23
1421.00,99.11
1420.00,98.90
1419.00,98.56
1418.00,98.15
1417.00,97.66
1416.00,97.08
1415.00,96.38
1414.00,95.59
1413.00,94.75
1412.00,93.95
1411.00,93.28
1410.00,92.84
1409.00,92.63
1408.00,92.66
1407.00,92.91
1406.00,93.37
1405.00,93.94
1404.00,94.53
1403.00,95.07
1402.00,95.54
1401.00,95.94
1400.00,96.31
1399.00,96.65
1398.00,96.95
1397.00,97.18
1396.00,97.37
1395.00,97.52
1394.00,97.63
1393.00,97.71
1392.00,97.76
1391.00,97.80
1390.00,97.83
1389.00,97.85
1388.00,97.88
1387.00,97.91
1386.00,97.93
1385.00,97.93
1384.00,97.92
1383.00,97.92
1382.00,97.92
1381.00,97.92
1380.00,97.93
1379.00,97.93
1378.00,97.94
1377.00,97.94
1376.00,97.92
1375.00,97.89
1374.00,97.85
1373.00,97.81
1372.00,97.78
1371.00,97.77
1370.00,97.79
1369.00,97.85
1368.00,97.94
1367.00,98.05
1366.00,98.16
1365.00,98.29
1364.00,98.44
1363.00,98.60
1362.00,98.76
1361.00,98.88
1360.00,98.93
1359.00,98.94
1358.00,98.92
1357.00,98.88
1356.00,98.83
1355.00,98.76
1354.00,98.66
1353.00,98.52
1352.00,98.32
1351.00,98.05
1350.00,97.72
1349.00,97.30
1348.00,96.80
1347.00,96.20
1346.00,95.51
1345.00,94.75
1344.00,94.00
1343.00,93.32
1342.00,92.76
1341.00,92.38
1340.00,92.21
1339.00,92.28
1338.00,92.58
1337.00,93.05
1336.00,93.64
1335.00,94.31
1334.00,95.02
1333.00,95.73
1332.00,96.39
1331.00,96.97
1330.00,97.46
1329.00,97.83
1328.00,98.10
1327.00,98.29
1326.00,98.39
1325.00,98.43
1324.00,98.43
1323.00,98.39
1322.00,98.34
1321.00,98.28
1320.00,98.23
1319.00,98.16
1318.00,98.08
1317.00,97.99
1316.00,97.87
1315.00,97.74
1314.00,97.59
1313.00,97.44
1312.00,97.28
1311.00,97.12
1310.00,96.94
1309.00,96.76
1308.00,96.58
1307.00,96.40
1306.00,96.22
1305.00,96.05
1304.00,95.86
1303.00,95.64
1302.00,95.40
1301.00,95.13
1300.00,94.84
1299.00,94.52
1298.00,94.18
1297.00,93.83
1296.00,93.47
1295.00,93.12
1294.00,92.77
1293.00,92.43
1292.00,92.08
1291.00,91.73
1290.00,91.37
1289.00,91.01
1288.00,90.66
1287.00,90.32
1286.00,89.98
1285.00,89.64
1284.00,89.30
1283.00,88.96
1282.00,88.63
1281.00,88.29
1280.00,87.94
1279.00,87.57
1278.00,87.20
1277.00,86.81
1276.00,86.40
1275.00,86.00
1274.00,85.58
1273.00,85.15
1272.00,84.70
1271.00,84.24
1270.00,83.78
1269.00,83.30
1268.00,82.81
1267.00,82.34
1266.00,81.90
1265.00,81.50
1264.00,81.12
1263.00,80.80
1262.00,80.52
1261.00,80.29
1260.00,80.07
1259.00,79.89
1258.00,79.73
1257.00,79.57
1256.00,79.41
1255.00,79.23
1254.00,79.05
1253.00,78.83
1252.00,78.59
1251.00,78.34
1250.00,78.09
1249.00,77.84
1248.00,77.60
1247.00,77.39
1246.00,77.22
1245.00,77.06
1244.00,76.94
1243.00,76.85
1242.00,76.83
1241.00,76.89
1240.00,77.02
1239.00,77.24
1238.00,77.54
1237.00,77.92
1236.00,78.36
1235.00,78.88
1234.00,79.44
1233.00,80.03
1232.00,80.61
1231.00,81.19
1230.00,81.76
1229.00,82.31
1228.00,82.82
1227.00,83.30
1226.00,83.73
1225.00,84.13
1224.00,84.51
1223.00,84.90
1222.00,85.30
1221.00,85.72
1220.00,86.15
1219.00,86.61
1218.00,87.11
1217.00,87.60
1216.00,88.07
1215.00,88.50
1214.00,88.91
1213.00,89.31
1212.00,89.69
1211.00,90.05
1210.00,90.39
1209.00,90.72
1208.00,91.04
1207.00,91.38
1206.00,91.71
1205.00,92.02
1204.00,92.29
1203.00,92.54
1202.00,92.79
1201.00,93.03
1200.00,93.29
1199.00,93.55
1198.00,93.80
1197.00,94.03
1196.00,94.23
1195.00,94.40
1194.00,94.57
1193.00,94.74
1192.00,94.92
1191.00,95.10
1190.00,95.28
1189.00,95.43
1188.00,95.53
1187.00,95.60
1186.00,95.64
1185.00,95.68
1184.00,95.70
1183.00,95.71
1182.00,95.70
1181.00,95.67
1180.00,95.62
1179.00,95.58
1178.00,95.54
1177.00,95.51
1176.00,95.50
1175.00,95.50
1174.00,95.54
1173.00,95.63
1172.00,95.76
1171.00,95.91
1170.00,96.08
1169.00,96.24
1168.00,96.42
1167.00,96.60
1166.00,96.77
1165.00,96.90
1164.00,97.00
1163.00,97.06
1162.00,97.11
1161.00,97.14
1160.00,97.15
1159.00,97.14
1158.00,97.09
1157.00,97.02
1156.00,96.95
1155.00,96.88
1154.00,96.81
1153.00,96.72
1152.00,96.61
1151.00,96.48
1150.00,96.31
1149.00,96.11
1148.00,95.90
1147.00,95.65
1146.00,95.37
1145.00,95.06
1144.00,94.72
1143.00,94.37
1142.00,93.99
1141.00,93.58
1140.00,93.11
1139.00,92.61
1138.00,92.06
1137.00,91.48
1136.00,90.87
1135.00,90.24
1134.00,89.61
1133.00,88.97
1132.00,88.33
1131.00,87.70
1130.00,87.11
1129.00,86.56
1128.00,86.07
1127.00,85.61
1126.00,85.19
1125.00,84.77
1124.00,84.39
1123.00,84.05
1122.00,83.77
1121.00,83.55
1120.00,83.38
1119.00,83.28
1118.00,83.25
1117.00,83.28
1116.00,83.33
1115.00,83.37
1114.00,83.37
1113.00,83.29
1112.00,83.15
1111.00,82.98
1110.00,82.76
1109.00,82.47
1108.00,82.10
1107.00,81.66
1106.00,81.19
1105.00,80.70
1104.00,80.23
1103.00,79.80
1102.00,79.42
1101.00,79.09
1100.00,78.81
1099.00,78.58
1098.00,78.41
1097.00,78.28
1096.00,78.20
1095.00,78.20
1094.00,78.27
1093.00,78.38
1092.00,78.54
1091.00,78.73
1090.00,78.96
1089.00,79.18
1088.00,79.41
1087.00,79.66
1086.00,79.95
1085.00,80.26
1084.00,80.58
1083.00,80.93
1082.00,81.31
1081.00,81.75
1080.00,82.22
1079.00,82.74
1078.00,83.29
1077.00,83.85
1076.00,84.42
1075.00,84.98
1074.00,85.54
1073.00,86.06
1072.00,86.57
1071.00,87.06
1070.00,87.53
1069.00,87.95
1068.00,88.33
1067.00,88.68
1066.00,89.04
1065.00,89.38
1064.00,89.70
1063.00,89.96
1062.00,90.18
1061.00,90.39
1060.00,90.59
1059.00,90.76
1058.00,90.90
1057.00,91.00
1056.00,91.08
1055.00,91.15
1054.00,91.21
1053.00,91.25
1052.00,91.30
1051.00,91.35
1050.00,91.39
1049.00,91.39
1048.00,91.37
1047.00,91.35
1046.00,91.36
1045.00,91.40
1044.00,91.44
1043.00,91.50
1042.00,91.56
1041.00,91.63
1040.00,91.72
1039.00,91.85
1038.00,91.99
1037.00,92.14
1036.00,92.29
1035.00,92.43
1034.00,92.57
1033.00,92.72
1032.00,92.85
1031.00,92.95
1030.00,92.96
1029.00,92.83
1028.00,92.52
1027.00,91.99
1026.00,91.25
1025.00,90.35
1024.00,89.38
1023.00,88.43
1022.00,87.53
1021.00,86.67
1020.00,85.86
1019.00,85.19
1018.00,84.79
1017.00,84.75
1016.00,85.12
1015.00,85.84
1014.00,86.78
1013.00,87.78
1012.00,88.74
1011.00,89.58
1010.00,90.29
1009.00,90.88
1008.00,91.37
1007.00,91.77
1006.00,92.11
1005.00,92.39
1004.00,92.62
1003.00,92.82
1002.00,93.00
1001.00,93.17
1000.00,93.33
999.00,93.48
998.00,93.59
997.00,93.68
996.00,93.76
995.00,93.85
994.00,93.94
993.00,94.00
992.00,94.03
991.00,94.04
990.00,94.04
989.00,94.06
988.00,94.09
987.00,94.12
986.00,94.13
985.00,94.14
984.00,94.14
983.00,94.13
982.00,94.07
981.00,93.98
980.00,93.85
979.00,93.70
978.00,93.55
977.00,93.38
976.00,93.19
975.00,93.01
974.00,92.83
973.00,92.68
972.00,92.56
971.00,92.48
970.00,92.47
969.00,92.54
968.00,92.67
967.00,92.83
966.00,93.00
965.00,93.19
964.00,93.38
963.00,93.56
962.00,93.73
961.00,93.88
960.00,94.03
959.00,94.18
958.00,94.33
957.00,94.46
956.00,94.59
955.00,94.71
954.00,94.84
953.00,94.95
952.00,95.05
951.00,95.13
950.00,95.20
949.00,95.27
948.00,95.34
947.00,95.43
946.00,95.51
945.00,95.58
944.00,95.65
943.00,95.71
942.00,95.76
941.00,95.80
940.00,95.84
939.00,95.88
938.00,95.92
937.00,95.96
936.00,95.99
935.00,96.03
934.00,96.06
933.00,96.10
932.00,96.14
931.00,96.20
930.00,96.26
929.00,96.32
928.00,96.38
927.00,96.42
926.00,96.45
925.00,96.47
924.00,96.51
923.00,96.56
922.00,96.61
921.00,96.66
920.00,96.70
919.00,96.73
918.00,96.76
917.00,96.77
916.00,96.78
915.00,96.77
914.00,96.75
913.00,96.73
912.00,96.71
911.00,96.70
910.00,96.69
909.00,96.66
908.00,96.60
907.00,96.53
906.00,96.47
905.00,96.42
904.00,96.37
903.00,96.33
902.00,96.30
901.00,96.27
900.00,96.22
899.00,96.17
898.00,96.13
897.00,96.13
896.00,96.16
895.00,96.21
894.00,96.25
