Created as New Dataset,6. Acrylic Asahi Chemical Co
cm-1,%T
2461.00,98.27
2460.00,98.27
2459.00,98.26
2458.00,98.25
2457.00,98.23
2456.00,98.21
2455.00,98.20
2454.00,98.18
2453.00,98.18
2452.00,98.21
2451.00,98.25
2450.00,98.29
2449.00,98.30
2448.00,98.30
2447.00,98.28
2446.00,98.26
2445.00,98.25
2444.00,98.24
2443.00,98.23
2442.00,98.22
2441.00,98.23
2440.00,98.25
2439.00,98.25
2438.00,98.25
2437.00,98.25
2436.00,98.25
2435.00,98.27
2434.00,98.29
2433.00,98.30
2432.00,98.30
2431.00,98.29
2430.00,98.27
2429.00,98.26
2428.00,98.26
2427.00,98.28
2426.00,98.31
2425.00,98.32
2424.00,98.33
2423.00,98.31
2422.00,98.29
2421.00,98.27
2420.00,98.26
2419.00,98.26
2418.00,98.28
2417.00,98.29
2416.00,98.30
2415.00,98.31
2414.00,98.32
2413.00,98.32
2412.00,98.31
2411.00,98.30
2410.00,98.29
2409.00,98.30
2408.00,98.33
2407.00,98.36
2406.00,98.39
2405.00,98.40
2404.00,98.40
2403.00,98.38
2402.00,98.36
2401.00,98.35
2400.00,98.35
2399.00,98.35
2398.00,98.36
2397.00,98.36
2396.00,98.38
2395.00,98.39
2394.00,98.39
2393.00,98.38
2392.00,98.38
2391.00,98.38
2390.00,98.38
2389.00,98.39
2388.00,98.41
2387.00,98.41
2386.00,98.42
2385.00,98.44
2384.00,98.45
2383.00,98.48
2382.00,98.51
2381.00,98.53
2380.00,98.55
2379.00,98.57
2378.00,98.57
2377.00,98.56
2376.00,98.55
2375.00,98.56
2374.00,98.60
2373.00,98.65
2372.00,98.70
2371.00,98.71
2370.00,98.69
2369.00,98.65
2368.00,98.61
2367.00,98.60
2366.00,98.59
2365.00,98.57
2364.00,98.53
2363.00,98.52
2362.00,98.59
2361.00,98.69
2360.00,98.76
2359.00,98.76
2358.00,98.70
2357.00,98.65
2356.00,98.63
2355.00,98.64
2354.00,98.65
2353.00,98.64
2352.00,98.65
2351.00,98.68
2350.00,98.71
2349.00,98.74
2348.00,98.76
2347.00,98.78
2346.00,98.78
2345.00,98.75
2344.00,98.67
2343.00,98.58
2342.00,98.51
2341.00,98.49
2340.00,98.50
2339.00,98.53
2338.00,98.54
2337.00,98.53
2336.00,98.52
2335.00,98.53
2334.00,98.55
2333.00,98.57
2332.00,98.56
2331.00,98.52
2330.00,98.47
2329.00,98.42
2328.00,98.39
2327.00,98.36
2326.00,98.32
2325.00,98.29
2324.00,98.25
2323.00,98.20
2322.00,98.13
2321.00,98.06
2320.00,98.04
2319.00,98.05
2318.00,98.10
2317.00,98.13
2316.00,98.14
2315.00,98.15
2314.00,98.17
2313.00,98.19
2312.00,98.19
2311.00,98.17
2310.00,98.15
2309.00,98.13
2308.00,98.14
2307.00,98.15
2306.00,98.16
2305.00,98.16
2304.00,98.15
2303.00,98.14
2302.00,98.14
2301.00,98.15
2300.00,98.14
2299.00,98.12
2298.00,98.09
2297.00,98.05
2296.00,98.02
2295.00,98.01
2294.00,98.00
2293.00,97.99
2292.00,97.98
2291.00,97.97
2290.00,97.97
2289.00,97.96
2288.00,97.94
2287.00,97.91
2286.00,97.87
2285.00,97.84
2284.00,97.83
2283.00,97.84
2282.00,97.85
2281.00,97.85
2280.00,97.86
2279.00,97.86
2278.00,97.85
2277.00,97.85
2276.00,97.84
2275.00,97.84
2274.00,97.83
2273.00,97.80
2272.00,97.75
2271.00,97.69
2270.00,97.64
2269.00,97.60
2268.00,97.58
2267.00,97.56
2266.00,97.55
2265.00,97.56
2264.00,97.56
2263.00,97.53
2262.00,97.46
2261.00,97.36
2260.00,97.24
2259.00,97.12
2258.00,96.97
2257.00,96.81
2256.00,96.62
2255.00,96.41
2254.00,96.17
2253.00,95.94
2252.00,95.69
2251.00,95.43
2250.00,95.14
2249.00,94.80
2248.00,94.45
2247.00,94.12
2246.00,93.84
2245.00,93.62
2244.00,93.48
2243.00,93.41
2242.00,93.44
2241.00,93.57
2240.00,93.80
2239.00,94.11
2238.00,94.49
2237.00,94.89
2236.00,95.29
2235.00,95.66
2234.00,95.98
2233.00,96.26
2232.00,96.50
2231.00,96.70
2230.00,96.84
2229.00,96.94
2228.00,97.01
2227.00,97.06
2226.00,97.07
2225.00,97.08
2224.00,97.07
2223.00,97.06
2222.00,97.06
2221.00,97.08
2220.00,97.11
2219.00,97.14
2218.00,97.14
2217.00,97.11
2216.00,97.04
2215.00,96.99
2214.00,96.99
2213.00,97.04
2212.00,97.09
2211.00,97.14
2210.00,97.17
2209.00,97.22
2208.00,97.28
2207.00,97.29
2206.00,97.24
2205.00,97.14
2204.00,97.03
2203.00,96.97
2202.00,96.97
2201.00,97.02
2200.00,97.09
2199.00,97.12
2198.00,97.11
2197.00,97.03
2196.00,96.92
2195.00,96.81
2194.00,96.75
2193.00,96.76
2192.00,96.85
2191.00,96.96
2190.00,97.03
2189.00,97.06
2188.00,97.06
2187.00,97.05
2186.00,97.02
2185.00,96.98
2184.00,96.95
2183.00,96.94
2182.00,96.95
2181.00,96.94
2180.00,96.93
2179.00,96.92
2178.00,96.92
2177.00,96.94
2176.00,96.93
2175.00,96.89
2174.00,96.83
2173.00,96.80
2172.00,96.80
2171.00,96.83
2170.00,96.84
2169.00,96.81
2168.00,96.77
2167.00,96.74
2166.00,96.73
2165.00,96.72
2164.00,96.68
2163.00,96.62
2162.00,96.58
2161.00,96.59
2160.00,96.68
2159.00,96.79
2158.00,96.87
2157.00,96.93
2156.00,96.96
2155.00,96.99
2154.00,97.02
2153.00,97.06
2152.00,97.13
2151.00,97.20
2150.00,97.27
2149.00,97.33
2148.00,97.39
2147.00,97.41
2146.00,97.39
2145.00,97.33
2144.00,97.30
2143.00,97.28
2142.00,97.27
2141.00,97.26
2140.00,97.26
2139.00,97.29
2138.00,97.34
2137.00,97.39
2136.00,97.44
2135.00,97.49
2134.00,97.52
2133.00,97.55
2132.00,97.58
2131.00,97.63
2130.00,97.67
2129.00,97.69
2128.00,97.69
2127.00,97.69
2126.00,97.69
2125.00,97.69
2124.00,97.69
2123.00,97.67
2122.00,97.63
2121.00,97.57
2120.00,97.54
2119.00,97.57
2118.00,97.63
2117.00,97.66
2116.00,97.66
2115.00,97.64
2114.00,97.62
2113.00,97.61
2112.00,97.61
2111.00,97.61
2110.00,97.60
2109.00,97.57
2108.00,97.55
2107.00,97.55
2106.00,97.56
2105.00,97.56
2104.00,97.54
2103.00,97.50
2102.00,97.46
2101.00,97.43
2100.00,97.43
2099.00,97.44
2098.00,97.47
2097.00,97.53
2096.00,97.58
2095.00,97.61
2094.00,97.62
2093.00,97.60
2092.00,97.58
2091.00,97.58
2090.00,97.57
2089.00,97.55
2088.00,97.53
2087.00,97.52
2086.00,97.53
2085.00,97.55
2084.00,97.56
2083.00,97.53
2082.00,97.49
2081.00,97.45
2080.00,97.44
2079.00,97.46
2078.00,97.48
2077.00,97.48
2076.00,97.46
2075.00,97.43
2074.00,97.39
2073.00,97.36
2072.00,97.35
2071.00,97.36
2070.00,97.37
2069.00,97.39
2068.00,97.41
2067.00,97.45
2066.00,97.47
2065.00,97.44
2064.00,97.37
2063.00,97.31
2062.00,97.30
2061.00,97.33
2060.00,97.38
2059.00,97.41
2058.00,97.44
2057.00,97.45
2056.00,97.44
2055.00,97.38
2054.00,97.27
2053.00,97.13
2052.00,97.02
2051.00,96.99
2050.00,97.02
2049.00,97.07
2048.00,97.12
2047.00,97.13
2046.00,97.11
2045.00,97.06
2044.00,96.99
2043.00,96.93
2042.00,96.88
2041.00,96.83
2040.00,96.79
2039.00,96.77
2038.00,96.79
2037.00,96.81
2036.00,96.80
2035.00,96.76
2034.00,96.70
2033.00,96.66
2032.00,96.65
2031.00,96.67
2030.00,96.71
2029.00,96.75
2028.00,96.78
2027.00,96.81
2026.00,96.84
2025.00,96.88
2024.00,96.90
2023.00,96.89
2022.00,96.83
2021.00,96.74
2020.00,96.66
2019.00,96.63
2018.00,96.66
2017.00,96.72
2016.00,96.77
2015.00,96.80
2014.00,96.82
2013.00,96.83
2012.00,96.83
2011.00,96.84
2010.00,96.84
2009.00,96.86
2008.00,96.90
2007.00,96.98
2006.00,97.07
2005.00,97.15
2004.00,97.18
2003.00,97.14
2002.00,97.06
2001.00,96.99
2000.00,96.95
1999.00,96.94
1998.00,96.95
1997.00,96.97
1996.00,97.01
1995.00,97.05
1994.00,97.09
1993.00,97.11
1992.00,97.12
1991.00,97.13
1990.00,97.13
1989.00,97.11
1988.00,97.07
1987.00,97.03
1986.00,96.98
1985.00,96.94
1984.00,96.89
1983.00,96.84
1982.00,96.79
1981.00,96.76
1980.00,96.76
1979.00,96.79
1978.00,96.85
1977.00,96.92
1976.00,96.99
1975.00,97.05
1974.00,97.11
1973.00,97.16
1972.00,97.17
1971.00,97.15
1970.00,97.11
1969.00,97.08
1968.00,97.08
1967.00,97.10
1966.00,97.12
1965.00,97.14
1964.00,97.15
1963.00,97.16
1962.00,97.18
1961.00,97.19
1960.00,97.17
1959.00,97.15
1958.00,97.14
1957.00,97.16
1956.00,97.22
1955.00,97.31
1954.00,97.40
1953.00,97.45
1952.00,97.46
1951.00,97.43
1950.00,97.40
1949.00,97.40
1948.00,97.43
1947.00,97.46
1946.00,97.49
1945.00,97.52
1944.00,97.54
1943.00,97.55
1942.00,97.56
1941.00,97.55
1940.00,97.56
1939.00,97.57
1938.00,97.59
1937.00,97.60
1936.00,97.61
1935.00,97.62
1934.00,97.62
1933.00,97.63
1932.00,97.63
1931.00,97.64
1930.00,97.66
1929.00,97.67
1928.00,97.68
1927.00,97.69
1926.00,97.71
1925.00,97.73
1924.00,97.76
1923.00,97.78
1922.00,97.80
1921.00,97.80
1920.00,97.80
1919.00,97.80
1918.00,97.82
1917.00,97.84
1916.00,97.85
1915.00,97.84
1914.00,97.82
1913.00,97.81
1912.00,97.81
1911.00,97.81
1910.00,97.80
1909.00,97.78
1908.00,97.77
1907.00,97.78
1906.00,97.79
1905.00,97.79
1904.00,97.79
1903.00,97.79
1902.00,97.78
1901.00,97.79
1900.00,97.80
1899.00,97.82
1898.00,97.83
1897.00,97.84
1896.00,97.87
1895.00,97.90
1894.00,97.93
1893.00,97.94
1892.00,97.93
1891.00,97.90
1890.00,97.88
1889.00,97.88
1888.00,97.89
1887.00,97.91
1886.00,97.91
1885.00,97.92
1884.00,97.93
1883.00,97.94
1882.00,97.94
1881.00,97.93
1880.00,97.91
1879.00,97.90
1878.00,97.91
1877.00,97.94
1876.00,97.96
1875.00,97.96
1874.00,97.94
1873.00,97.93
1872.00,97.94
1871.00,97.96
1870.00,97.98
1869.00,97.98
1868.00,97.97
1867.00,97.95
1866.00,97.94
1865.00,97.92
1864.00,97.90
1863.00,97.90
1862.00,97.91
1861.00,97.92
1860.00,97.94
1859.00,97.97
1858.00,98.01
1857.00,98.03
1856.00,98.03
1855.00,98.01
1854.00,97.99
1853.00,97.98
1852.00,98.00
1851.00,98.02
1850.00,98.04
1849.00,98.04
1848.00,98.04
1847.00,98.03
1846.00,98.04
1845.00,98.06
1844.00,98.06
1843.00,98.03
1842.00,98.00
1841.00,97.98
1840.00,97.98
1839.00,98.00
1838.00,98.02
1837.00,98.03
1836.00,98.03
1835.00,98.03
1834.00,98.03
1833.00,98.04
1832.00,98.05
1831.00,98.08
1830.00,98.10
1829.00,98.10
1828.00,98.09
1827.00,98.07
1826.00,98.05
1825.00,98.05
1824.00,98.05
1823.00,98.06
1822.00,98.07
1821.00,98.10
1820.00,98.13
1819.00,98.16
1818.00,98.17
1817.00,98.16
1816.00,98.15
1815.00,98.15
1814.00,98.17
1813.00,98.18
1812.00,98.19
1811.00,98.19
1810.00,98.17
1809.00,98.16
1808.00,98.15
1807.00,98.14
1806.00,98.14
1805.00,98.14
1804.00,98.14
1803.00,98.15
1802.00,98.15
1801.00,98.16
1800.00,98.17
1799.00,98.18
1798.00,98.20
1797.00,98.20
1796.00,98.19
1795.00,98.18
1794.00,98.18
1793.00,98.19
1792.00,98.21
1791.00,98.22
1790.00,98.21
1789.00,98.19
1788.00,98.17
1787.00,98.16
1786.00,98.16
1785.00,98.15
1784.00,98.15
1783.00,98.14
1782.00,98.14
1781.00,98.15
1780.00,98.16
1779.00,98.17
1778.00,98.18
1777.00,98.19
1776.00,98.20
1775.00,98.20
1774.00,98.20
1773.00,98.19
1772.00,98.18
1771.00,98.16
1770.00,98.14
1769.00,98.13
1768.00,98.12
1767.00,98.13
1766.00,98.13
1765.00,98.13
1764.00,98.12
1763.00,98.09
1762.00,98.05
1761.00,98.01
1760.00,97.98
1759.00,97.96
1758.00,97.92
1757.00,97.87
1756.00,97.80
1755.00,97.72
1754.00,97.63
1753.00,97.54
1752.00,97.43
1751.00,97.29
1750.00,97.11
1749.00,96.92
1748.00,96.70
1747.00,96.47
1746.00,96.23
1745.00,95.97
1744.00,95.68
1743.00,95.38
1742.00,95.08
1741.00,94.78
1740.00,94.46
1739.00,94.15
1738.00,93.88
1737.00,93.66
1736.00,93.46
1735.00,93.23
1734.00,93.00
1733.00,92.83
1732.00,92.74
1731.00,92.69
1730.00,92.68
1729.00,92.70
1728.00,92.77
1727.00,92.88
1726.00,93.04
1725.00,93.23
1724.00,93.46
1723.00,93.70
1722.00,93.94
1721.00,94.18
1720.00,94.43
1719.00,94.71
1718.00,95.04
1717.00,95.35
1716.00,95.60
1715.00,95.81
1714.00,96.01
1713.00,96.19
1712.00,96.36
1711.00,96.53
1710.00,96.68
1709.00,96.81
1708.00,96.92
1707.00,97.02
1706.00,97.09
1705.00,97.15
1704.00,97.19
1703.00,97.24
1702.00,97.29
1701.00,97.34
1700.00,97.40
1699.00,97.45
1698.00,97.50
1697.00,97.53
1696.00,97.55
1695.00,97.55
1694.00,97.56
1693.00,97.56
1692.00,97.57
1691.00,97.58
1690.00,97.59
1689.00,97.60
1688.00,97.61
1687.00,97.62
1686.00,97.62
1685.00,97.63
1684.00,97.63
1683.00,97.64
1682.00,97.66
1681.00,97.68
1680.00,97.71
1679.00,97.72
1678.00,97.72
1677.00,97.73
1676.00,97.75
1675.00,97.76
1674.00,97.76
1673.00,97.76
1672.00,97.76
1671.00,97.76
1670.00,97.75
1669.00,97.74
1668.00,97.73
1667.00,97.74
1666.00,97.74
1665.00,97.75
1664.00,97.75
1663.00,97.75
1662.00,97.75
1661.00,97.75
1660.00,97.75
1659.00,97.76
1658.00,97.76
1657.00,97.76
1656.00,97.74
1655.00,97.73
1654.00,97.71
1653.00,97.66
1652.00,97.64
1651.00,97.64
1650.00,97.65
1649.00,97.65
1648.00,97.65
1647.00,97.64
1646.00,97.62
1645.00,97.60
1644.00,97.59
1643.00,97.59
1642.00,97.59
1641.00,97.58
1640.00,97.56
1639.00,97.53
1638.00,97.50
1637.00,97.48
1636.00,97.46
1635.00,97.45
1634.00,97.46
1633.00,97.47
1632.00,97.47
1631.00,97.46
1630.00,97.45
1629.00,97.44
1628.00,97.42
1627.00,97.40
1626.00,97.39
1625.00,97.37
1624.00,97.37
1623.00,97.38
1622.00,97.39
1621.00,97.41
1620.00,97.44
1619.00,97.46
1618.00,97.48
1617.00,97.50
1616.00,97.51
1615.00,97.52
1614.00,97.54
1613.00,97.56
1612.00,97.58
1611.00,97.60
1610.00,97.61
1609.00,97.63
1608.00,97.65
1607.00,97.68
1606.00,97.69
1605.00,97.71
1604.00,97.73
1603.00,97.75
1602.00,97.77
1601.00,97.79
1600.00,97.81
1599.00,97.82
1598.00,97.82
1597.00,97.82
1596.00,97.83
1595.00,97.85
1594.00,97.87
1593.00,97.90
1592.00,97.92
1591.00,97.93
1590.00,97.93
1589.00,97.94
1588.00,97.95
1587.00,97.96
1586.00,97.96
1585.00,97.96
1584.00,97.96
1583.00,97.96
1582.00,97.95
1581.00,97.95
1580.00,97.95
1579.00,97.96
1578.00,97.98
1577.00,97.99
1576.00,97.99
1575.00,97.98
1574.00,97.97
1573.00,97.95
1572.00,97.95
1571.00,97.97
1570.00,97.98
1569.00,97.99
1568.00,97.99
1567.00,97.99
1566.00,97.98
1565.00,97.98
1564.00,97.99
1563.00,97.99
1562.00,97.99
1561.00,97.99
1560.00,98.01
1559.00,97.99
1558.00,97.96
1557.00,97.94
1556.00,97.94
1555.00,97.94
1554.00,97.95
1553.00,97.96
1552.00,97.96
1551.00,97.96
1550.00,97.95
1549.00,97.94
1548.00,97.94
1547.00,97.95
1546.00,97.96
1545.00,97.97
1544.00,97.96
1543.00,97.95
1542.00,97.95
1541.00,97.97
1540.00,97.98
1539.00,97.98
1538.00,97.99
1537.00,97.99
1536.00,97.98
1535.00,97.97
1534.00,97.97
1533.00,97.97
1532.00,97.96
1531.00,97.96
1530.00,97.96
1529.00,97.96
1528.00,97.95
1527.00,97.96
1526.00,97.97
1525.00,97.99
1524.00,98.00
1523.00,98.01
1522.00,98.01
1521.00,98.01
1520.00,98.00
1519.00,98.01
1518.00,98.01
1517.00,98.00
1516.00,97.99
1515.00,97.98
1514.00,97.98
1513.00,97.98
1512.00,97.98
1511.00,97.98
1510.00,97.98
1509.00,97.96
1508.00,97.95
1507.00,97.94
1506.00,97.94
1505.00,97.95
1504.00,97.95
1503.00,97.95
1502.00,97.96
1501.00,97.97
1500.00,97.97
1499.00,97.97
1498.00,97.97
1497.00,97.97
1496.00,97.97
1495.00,97.98
1494.00,97.98
1493.00,97.97
1492.00,97.96
1491.00,97.97
1490.00,97.97
1489.00,97.97
1488.00,97.95
1487.00,97.94
1486.00,97.94
1485.00,97.94
1484.00,97.93
1483.00,97.91
1482.00,97.89
1481.00,97.87
1480.00,97.85
1479.00,97.85
1478.00,97.84
1477.00,97.82
1476.00,97.77
1475.00,97.70
1474.00,97.63
1473.00,97.55
1472.00,97.47
1471.00,97.40
1470.00,97.33
1469.00,97.24
1468.00,97.11
1467.00,96.96
1466.00,96.74
1465.00,96.44
1464.00,96.10
1463.00,95.76
1462.00,95.43
1461.00,95.09
1460.00,94.72
1459.00,94.31
1458.00,93.82
1457.00,93.27
1456.00,92.81
1455.00,92.54
1454.00,92.37
1453.00,92.26
1452.00,92.18
1451.00,92.16
1450.00,92.19
1449.00,92.26
1448.00,92.38
1447.00,92.54
1446.00,92.72
1445.00,92.91
1444.00,93.11
1443.00,93.33
1442.00,93.57
1441.00,93.79
1440.00,93.99
1439.00,94.17
1438.00,94.35
1437.00,94.55
1436.00,94.78
1435.00,94.99
1434.00,95.17
1433.00,95.36
1432.00,95.57
1431.00,95.80
1430.00,96.02
1429.00,96.22
1428.00,96.40
1427.00,96.56
1426.00,96.70
1425.00,96.83
1424.00,96.94
1423.00,97.02
1422.00,97.07
1421.00,97.12
1420.00,97.17
1419.00,97.22
1418.00,97.27
1417.00,97.31
1416.00,97.34
1415.00,97.37
1414.00,97.40
1413.00,97.44
1412.00,97.46
1411.00,97.47
1410.00,97.48
1409.00,97.49
1408.00,97.50
1407.00,97.51
1406.00,97.52
1405.00,97.52
1404.00,97.51
1403.00,97.49
1402.00,97.47
1401.00,97.45
1400.00,97.43
1399.00,97.41
1398.00,97.37
1397.00,97.33
1396.00,97.27
1395.00,97.22
1394.00,97.16
1393.00,97.11
1392.00,97.05
1391.00,96.99
1390.00,96.93
1389.00,96.88
1388.00,96.83
1387.00,96.78
1386.00,96.73
1385.00,96.69
1384.00,96.65
1383.00,96.62
1382.00,96.58
1381.00,96.55
1380.00,96.51
1379.00,96.48
1378.00,96.45
1377.00,96.41
1376.00,96.36
1375.00,96.31
1374.00,96.25
1373.00,96.20
1372.00,96.16
1371.00,96.13
1370.00,96.09
1369.00,96.06
1368.00,96.03
1367.00,96.00
1366.00,95.98
1365.00,95.97
1364.00,95.95
1363.00,95.93
1362.00,95.90
1361.00,95.88
1360.00,95.86
1359.00,95.85
1358.00,95.85
1357.00,95.85
1356.00,95.84
1355.00,95.83
1354.00,95.82
1353.00,95.81
1352.00,95.81
1351.00,95.82
1350.00,95.84
1349.00,95.88
1348.00,95.92
1347.00,95.96
1346.00,95.99
1345.00,96.00
1344.00,96.03
1343.00,96.06
1342.00,96.11
1341.00,96.15
1340.00,96.19
1339.00,96.23
1338.00,96.26
1337.00,96.30
1336.00,96.32
1335.00,96.33
1334.00,96.35
1333.00,96.38
1332.00,96.41
1331.00,96.43
1330.00,96.44
1329.00,96.46
1328.00,96.47
1327.00,96.49
1326.00,96.50
1325.00,96.50
1324.00,96.49
1323.00,96.48
1322.00,96.47
1321.00,96.47
1320.00,96.47
1319.00,96.48
1318.00,96.49
1317.00,96.50
1316.00,96.51
1315.00,96.50
1314.00,96.49
1313.00,96.48
1312.00,96.48
1311.00,96.49
1310.00,96.51
1309.00,96.52
1308.00,96.53
1307.00,96.53
1306.00,96.52
1305.00,96.51
1304.00,96.51
1303.00,96.50
1302.00,96.50
1301.00,96.50
1300.00,96.50
1299.00,96.49
1298.00,96.48
1297.00,96.46
1296.00,96.45
1295.00,96.44
1294.00,96.42
1293.00,96.39
1292.00,96.37
1291.00,96.35
1290.00,96.34
1289.00,96.32
1288.00,96.29
1287.00,96.26
1286.00,96.22
1285.00,96.17
1284.00,96.13
1283.00,96.07
1282.00,96.01
1281.00,95.95
1280.00,95.90
1279.00,95.86
1278.00,95.82
1277.00,95.77
1276.00,95.71
1275.00,95.65
1274.00,95.61
1273.00,95.58
1272.00,95.57
1271.00,95.57
1270.00,95.56
1269.00,95.54
1268.00,95.51
1267.00,95.48
1266.00,95.45
1265.00,95.42
1264.00,95.41
1263.00,95.39
1262.00,95.38
1261.00,95.36
1260.00,95.34
1259.00,95.31
1258.00,95.29
1257.00,95.25
1256.00,95.21
1255.00,95.17
1254.00,95.13
1253.00,95.09
1252.00,95.05
1251.00,95.03
1250.00,95.02
1249.00,95.00
1248.00,94.99
1247.00,94.98
1246.00,94.98
1245.00,94.98
1244.00,94.98
1243.00,94.99
1242.00,94.99
1241.00,94.98
1240.00,94.96
1239.00,94.94
1238.00,94.92
1237.00,94.89
1236.00,94.87
1235.00,94.84
1234.00,94.80
1233.00,94.76
1232.00,94.72
1231.00,94.69
1230.00,94.68
1229.00,94.67
1228.00,94.66
1227.00,94.65
1226.00,94.64
1225.00,94.65
1224.00,94.66
1223.00,94.66
1222.00,94.65
1221.00,94.64
1220.00,94.63
1219.00,94.64
1218.00,94.66
1217.00,94.67
1216.00,94.65
1215.00,94.63
1214.00,94.61
1213.00,94.61
1212.00,94.62
1211.00,94.62
1210.00,94.60
1209.00,94.56
1208.00,94.52
1207.00,94.49
1206.00,94.47
1205.00,94.46
1204.00,94.44
1203.00,94.42
1202.00,94.42
1201.00,94.43
1200.00,94.44
1199.00,94.46
1198.00,94.48
1197.00,94.50
1196.00,94.51
1195.00,94.54
1194.00,94.58
1193.00,94.64
1192.00,94.72
1191.00,94.79
1190.00,94.85
1189.00,94.89
1188.00,94.92
1187.00,94.92
1186.00,94.92
1185.00,94.90
1184.00,94.87
1183.00,94.84
1182.00,94.80
1181.00,94.74
1180.00,94.67
1179.00,94.59
1178.00,94.51
1177.00,94.44
1176.00,94.36
1175.00,94.27
1174.00,94.19
1173.00,94.13
1172.00,94.07
1171.00,94.02
1170.00,93.99
1169.00,94.00
1168.00,94.05
1167.00,94.11
1166.00,94.18
1165.00,94.26
1164.00,94.36
1163.00,94.48
1162.00,94.61
1161.00,94.77
1160.00,94.93
1159.00,95.09
1158.00,95.27
1157.00,95.44
1156.00,95.60
1155.00,95.73
1154.00,95.85
1153.00,95.95
1152.00,96.05
1151.00,96.17
1150.00,96.28
1149.00,96.40
1148.00,96.48
1147.00,96.55
1146.00,96.59
1145.00,96.63
1144.00,96.66
1143.00,96.70
1142.00,96.75
1141.00,96.79
1140.00,96.84
1139.00,96.86
1138.00,96.85
1137.00,96.83
1136.00,96.82
1135.00,96.83
1134.00,96.85
1133.00,96.86
1132.00,96.84
1131.00,96.81
1130.00,96.78
1129.00,96.76
1128.00,96.74
1127.00,96.71
1126.00,96.69
1125.00,96.65
1124.00,96.60
1123.00,96.54
1122.00,96.46
1121.00,96.38
1120.00,96.31
1119.00,96.26
1118.00,96.22
1117.00,96.19
1116.00,96.15
1115.00,96.10
1114.00,96.07
1113.00,96.07
1112.00,96.08
1111.00,96.07
1110.00,96.01
1109.00,95.95
1108.00,95.92
1107.00,95.93
1106.00,95.94
1105.00,95.93
1104.00,95.90
1103.00,95.87
1102.00,95.84
1101.00,95.82
1100.00,95.80
1099.00,95.77
1098.00,95.76
1097.00,95.76
1096.00,95.74
1095.00,95.70
1094.00,95.67
1093.00,95.65
1092.00,95.63
1091.00,95.61
1090.00,95.56
1089.00,95.50
1088.00,95.44
1087.00,95.40
1086.00,95.36
1085.00,95.32
1084.00,95.25
1083.00,95.18
1082.00,95.11
1081.00,95.04
1080.00,94.98
1079.00,94.93
1078.00,94.88
1077.00,94.84
1076.00,94.82
1075.00,94.81
1074.00,94.80
1073.00,94.78
1072.00,94.75
1071.00,94.73
1070.00,94.72
1069.00,94.72
1068.00,94.71
1067.00,94.71
1066.00,94.73
1065.00,94.77
1064.00,94.82
1063.00,94.87
1062.00,94.91
1061.00,94.96
1060.00,95.00
1059.00,95.04
1058.00,95.09
1057.00,95.13
1056.00,95.18
1055.00,95.21
1054.00,95.25
1053.00,95.27
1052.00,95.30
1051.00,95.33
1050.00,95.37
1049.00,95.40
1048.00,95.43
1047.00,95.43
1046.00,95.42
1045.00,95.40
1044.00,95.38
1043.00,95.38
1042.00,95.38
1041.00,95.38
1040.00,95.37
1039.00,95.37
1038.00,95.41
1037.00,95.48
1036.00,95.57
1035.00,95.68
1034.00,95.77
1033.00,95.84
1032.00,95.89
1031.00,95.94
1030.00,96.00
1029.00,96.05
1028.00,96.08
1027.00,96.11
1026.00,96.13
1025.00,96.14
1024.00,96.15
1023.00,96.17
1022.00,96.18
1021.00,96.19
1020.00,96.20
1019.00,96.20
1018.00,96.21
1017.00,96.22
1016.00,96.22
1015.00,96.25
1014.00,96.28
1013.00,96.32
1012.00,96.34
1011.00,96.34
1010.00,96.35
1009.00,96.37
1008.00,96.41
1007.00,96.45
1006.00,96.50
1005.00,96.52
1004.00,96.53
1003.00,96.51
1002.00,96.50
1001.00,96.49
1000.00,96.50
999.00,96.53
998.00,96.56
997.00,96.61
996.00,96.64
995.00,96.65
994.00,96.63
993.00,96.60
992.00,96.58
991.00,96.58
990.00,96.60
989.00,96.62
988.00,96.62
987.00,96.62
986.00,96.63
985.00,96.65
984.00,96.68
983.00,96.70
982.00,96.70
981.00,96.71
980.00,96.70
979.00,96.70
978.00,96.69
977.00,96.67
976.00,96.66
975.00,96.65
974.00,96.65
973.00,96.66
972.00,96.67
971.00,96.67
970.00,96.68
969.00,96.67
968.00,96.66
967.00,96.63
966.00,96.60
965.00,96.58
964.00,96.59
963.00,96.60
962.00,96.62
961.00,96.62
960.00,96.61
959.00,96.59
958.00,96.57
957.00,96.57
956.00,96.57
955.00,96.57
954.00,96.57
953.00,96.58
952.00,96.59
951.00,96.60
950.00,96.62
949.00,96.63
948.00,96.64
947.00,96.65
946.00,96.66
945.00,96.67
944.00,96.69
943.00,96.71
942.00,96.74
941.00,96.77
940.00,96.78
939.00,96.76
938.00,96.75
937.00,96.74
936.00,96.75
935.00,96.76
934.00,96.78
933.00,96.80
932.00,96.82
931.00,96.81
930.00,96.78
929.00,96.76
928.00,96.75
927.00,96.76
926.00,96.78
925.00,96.79
924.00,96.80
923.00,96.80
922.00,96.80
921.00,96.79
920.00,96.79
919.00,96.80
918.00,96.80
917.00,96.80
916.00,96.81
915.00,96.81
914.00,96.82
913.00,96.83
912.00,96.84
911.00,96.86
910.00,96.88
909.00,96.89
908.00,96.87
907.00,96.84
906.00,96.82
905.00,96.82
904.00,96.84
903.00,96.87
902.00,96.90
901.00,96.93
900.00,96.95
