Created as New Dataset,16.4 Dyed (red colour)
cm-1,%T
2466.00,96.93
2465.00,96.92
2464.00,96.93
2463.00,96.95
2462.00,96.97
2461.00,96.97
2460.00,96.95
2459.00,96.92
2458.00,96.90
2457.00,96.90
2456.00,96.90
2455.00,96.91
2454.00,96.92
2453.00,96.91
2452.00,96.91
2451.00,96.92
2450.00,96.93
2449.00,96.95
2448.00,96.97
2447.00,96.99
2446.00,96.99
2445.00,96.99
2444.00,96.98
2443.00,96.98
2442.00,96.98
2441.00,96.97
2440.00,96.97
2439.00,96.97
2438.00,96.97
2437.00,96.97
2436.00,96.97
2435.00,96.98
2434.00,96.99
2433.00,97.00
2432.00,97.01
2431.00,97.01
2430.00,97.00
2429.00,97.00
2428.00,97.00
2427.00,97.00
2426.00,97.00
2425.00,97.00
2424.00,96.99
2423.00,96.98
2422.00,96.99
2421.00,97.01
2420.00,97.05
2419.00,97.08
2418.00,97.10
2417.00,97.09
2416.00,97.08
2415.00,97.06
2414.00,97.05
2413.00,97.05
2412.00,97.05
2411.00,97.05
2410.00,97.06
2409.00,97.06
2408.00,97.07
2407.00,97.09
2406.00,97.11
2405.00,97.12
2404.00,97.12
2403.00,97.13
2402.00,97.15
2401.00,97.17
2400.00,97.19
2399.00,97.21
2398.00,97.22
2397.00,97.22
2396.00,97.22
2395.00,97.23
2394.00,97.25
2393.00,97.27
2392.00,97.28
2391.00,97.28
2390.00,97.28
2389.00,97.29
2388.00,97.31
2387.00,97.32
2386.00,97.32
2385.00,97.32
2384.00,97.32
2383.00,97.33
2382.00,97.35
2381.00,97.37
2380.00,97.39
2379.00,97.41
2378.00,97.45
2377.00,97.49
2376.00,97.52
2375.00,97.50
2374.00,97.46
2373.00,97.43
2372.00,97.44
2371.00,97.48
2370.00,97.50
2369.00,97.49
2368.00,97.46
2367.00,97.46
2366.00,97.50
2365.00,97.58
2364.00,97.64
2363.00,97.64
2362.00,97.58
2361.00,97.49
2360.00,97.46
2359.00,97.49
2358.00,97.53
2357.00,97.55
2356.00,97.55
2355.00,97.54
2354.00,97.53
2353.00,97.52
2352.00,97.53
2351.00,97.56
2350.00,97.58
2349.00,97.58
2348.00,97.56
2347.00,97.55
2346.00,97.56
2345.00,97.59
2344.00,97.60
2343.00,97.60
2342.00,97.59
2341.00,97.58
2340.00,97.59
2339.00,97.58
2338.00,97.55
2337.00,97.51
2336.00,97.48
2335.00,97.47
2334.00,97.47
2333.00,97.47
2332.00,97.48
2331.00,97.52
2330.00,97.56
2329.00,97.55
2328.00,97.50
2327.00,97.45
2326.00,97.39
2325.00,97.33
2324.00,97.28
2323.00,97.25
2322.00,97.25
2321.00,97.24
2320.00,97.22
2319.00,97.20
2318.00,97.19
2317.00,97.18
2316.00,97.18
2315.00,97.19
2314.00,97.20
2313.00,97.20
2312.00,97.19
2311.00,97.18
2310.00,97.17
2309.00,97.16
2308.00,97.15
2307.00,97.13
2306.00,97.12
2305.00,97.10
2304.00,97.07
2303.00,97.04
2302.00,97.00
2301.00,96.97
2300.00,96.95
2299.00,96.94
2298.00,96.96
2297.00,96.97
2296.00,96.98
2295.00,96.97
2294.00,96.94
2293.00,96.92
2292.00,96.90
2291.00,96.88
2290.00,96.85
2289.00,96.80
2288.00,96.75
2287.00,96.73
2286.00,96.74
2285.00,96.76
2284.00,96.77
2283.00,96.76
2282.00,96.73
2281.00,96.69
2280.00,96.67
2279.00,96.66
2278.00,96.68
2277.00,96.70
2276.00,96.70
2275.00,96.69
2274.00,96.66
2273.00,96.63
2272.00,96.63
2271.00,96.64
2270.00,96.64
2269.00,96.63
2268.00,96.61
2267.00,96.61
2266.00,96.61
2265.00,96.61
2264.00,96.59
2263.00,96.58
2262.00,96.56
2261.00,96.54
2260.00,96.53
2259.00,96.53
2258.00,96.54
2257.00,96.53
2256.00,96.50
2255.00,96.45
2254.00,96.40
2253.00,96.37
2252.00,96.36
2251.00,96.36
2250.00,96.35
2249.00,96.33
2248.00,96.31
2247.00,96.30
2246.00,96.31
2245.00,96.33
2244.00,96.35
2243.00,96.35
2242.00,96.35
2241.00,96.34
2240.00,96.33
2239.00,96.33
2238.00,96.34
2237.00,96.35
2236.00,96.37
2235.00,96.39
2234.00,96.38
2233.00,96.36
2232.00,96.34
2231.00,96.33
2230.00,96.31
2229.00,96.27
2228.00,96.23
2227.00,96.20
2226.00,96.19
2225.00,96.19
2224.00,96.22
2223.00,96.25
2222.00,96.25
2221.00,96.19
2220.00,96.12
2219.00,96.07
2218.00,96.06
2217.00,96.08
2216.00,96.11
2215.00,96.14
2214.00,96.15
2213.00,96.14
2212.00,96.10
2211.00,96.06
2210.00,96.03
2209.00,96.03
2208.00,96.08
2207.00,96.14
2206.00,96.16
2205.00,96.12
2204.00,96.07
2203.00,96.04
2202.00,96.04
2201.00,96.04
2200.00,96.02
2199.00,96.00
2198.00,95.96
2197.00,95.93
2196.00,95.92
2195.00,95.93
2194.00,95.94
2193.00,95.92
2192.00,95.88
2191.00,95.85
2190.00,95.83
2189.00,95.81
2188.00,95.78
2187.00,95.75
2186.00,95.72
2185.00,95.67
2184.00,95.64
2183.00,95.64
2182.00,95.70
2181.00,95.77
2180.00,95.83
2179.00,95.86
2178.00,95.84
2177.00,95.79
2176.00,95.75
2175.00,95.75
2174.00,95.77
2173.00,95.77
2172.00,95.73
2171.00,95.65
2170.00,95.54
2169.00,95.41
2168.00,95.30
2167.00,95.22
2166.00,95.18
2165.00,95.17
2164.00,95.17
2163.00,95.18
2162.00,95.18
2161.00,95.21
2160.00,95.34
2159.00,95.56
2158.00,95.79
2157.00,95.95
2156.00,96.03
2155.00,96.07
2154.00,96.08
2153.00,96.03
2152.00,95.96
2151.00,95.92
2150.00,95.93
2149.00,95.98
2148.00,96.05
2147.00,96.13
2146.00,96.21
2145.00,96.27
2144.00,96.29
2143.00,96.28
2142.00,96.28
2141.00,96.31
2140.00,96.40
2139.00,96.51
2138.00,96.61
2137.00,96.65
2136.00,96.64
2135.00,96.62
2134.00,96.60
2133.00,96.59
2132.00,96.60
2131.00,96.63
2130.00,96.69
2129.00,96.72
2128.00,96.72
2127.00,96.71
2126.00,96.70
2125.00,96.69
2124.00,96.68
2123.00,96.66
2122.00,96.65
2121.00,96.65
2120.00,96.66
2119.00,96.69
2118.00,96.73
2117.00,96.76
2116.00,96.76
2115.00,96.74
2114.00,96.71
2113.00,96.69
2112.00,96.65
2111.00,96.61
2110.00,96.57
2109.00,96.54
2108.00,96.52
2107.00,96.53
2106.00,96.55
2105.00,96.57
2104.00,96.59
2103.00,96.63
2102.00,96.68
2101.00,96.72
2100.00,96.72
2099.00,96.70
2098.00,96.67
2097.00,96.67
2096.00,96.69
2095.00,96.71
2094.00,96.72
2093.00,96.71
2092.00,96.70
2091.00,96.70
2090.00,96.70
2089.00,96.70
2088.00,96.71
2087.00,96.71
2086.00,96.71
2085.00,96.68
2084.00,96.64
2083.00,96.62
2082.00,96.63
2081.00,96.64
2080.00,96.62
2079.00,96.58
2078.00,96.53
2077.00,96.49
2076.00,96.47
2075.00,96.48
2074.00,96.48
2073.00,96.45
2072.00,96.40
2071.00,96.36
2070.00,96.37
2069.00,96.40
2068.00,96.43
2067.00,96.44
2066.00,96.43
2065.00,96.40
2064.00,96.39
2063.00,96.40
2062.00,96.44
2061.00,96.46
2060.00,96.45
2059.00,96.40
2058.00,96.34
2057.00,96.31
2056.00,96.32
2055.00,96.36
2054.00,96.39
2053.00,96.39
2052.00,96.35
2051.00,96.32
2050.00,96.30
2049.00,96.25
2048.00,96.18
2047.00,96.11
2046.00,96.05
2045.00,96.00
2044.00,95.96
2043.00,95.94
2042.00,95.95
2041.00,95.93
2040.00,95.89
2039.00,95.84
2038.00,95.83
2037.00,95.85
2036.00,95.89
2035.00,95.93
2034.00,95.95
2033.00,95.93
2032.00,95.87
2031.00,95.83
2030.00,95.83
2029.00,95.87
2028.00,95.92
2027.00,95.94
2026.00,95.95
2025.00,95.95
2024.00,95.97
2023.00,96.00
2022.00,96.03
2021.00,96.05
2020.00,96.04
2019.00,96.05
2018.00,96.05
2017.00,96.05
2016.00,96.05
2015.00,96.07
2014.00,96.10
2013.00,96.13
2012.00,96.15
2011.00,96.16
2010.00,96.16
2009.00,96.13
2008.00,96.11
2007.00,96.11
2006.00,96.14
2005.00,96.17
2004.00,96.22
2003.00,96.24
2002.00,96.23
2001.00,96.18
2000.00,96.16
1999.00,96.20
1998.00,96.26
1997.00,96.31
1996.00,96.35
1995.00,96.39
1994.00,96.44
1993.00,96.46
1992.00,96.43
1991.00,96.37
1990.00,96.33
1989.00,96.31
1988.00,96.32
1987.00,96.33
1986.00,96.34
1985.00,96.32
1984.00,96.28
1983.00,96.21
1982.00,96.10
1981.00,96.00
1980.00,95.94
1979.00,95.96
1978.00,96.03
1977.00,96.09
1976.00,96.12
1975.00,96.15
1974.00,96.20
1973.00,96.26
1972.00,96.31
1971.00,96.34
1970.00,96.34
1969.00,96.32
1968.00,96.31
1967.00,96.33
1966.00,96.37
1965.00,96.39
1964.00,96.41
1963.00,96.46
1962.00,96.53
1961.00,96.60
1960.00,96.65
1959.00,96.68
1958.00,96.71
1957.00,96.74
1956.00,96.79
1955.00,96.85
1954.00,96.91
1953.00,96.92
1952.00,96.89
1951.00,96.87
1950.00,96.87
1949.00,96.89
1948.00,96.91
1947.00,96.94
1946.00,96.97
1945.00,97.00
1944.00,97.03
1943.00,97.07
1942.00,97.08
1941.00,97.05
1940.00,96.99
1939.00,96.96
1938.00,96.96
1937.00,97.00
1936.00,97.03
1935.00,97.05
1934.00,97.07
1933.00,97.08
1932.00,97.11
1931.00,97.14
1930.00,97.16
1929.00,97.19
1928.00,97.20
1927.00,97.20
1926.00,97.19
1925.00,97.17
1924.00,97.19
1923.00,97.25
1922.00,97.31
1921.00,97.33
1920.00,97.32
1919.00,97.30
1918.00,97.26
1917.00,97.24
1916.00,97.24
1915.00,97.27
1914.00,97.30
1913.00,97.31
1912.00,97.29
1911.00,97.29
1910.00,97.30
1909.00,97.32
1908.00,97.33
1907.00,97.35
1906.00,97.38
1905.00,97.40
1904.00,97.42
1903.00,97.42
1902.00,97.43
1901.00,97.43
1900.00,97.44
1899.00,97.46
1898.00,97.49
1897.00,97.50
1896.00,97.51
1895.00,97.51
1894.00,97.51
1893.00,97.51
1892.00,97.51
1891.00,97.53
1890.00,97.57
1889.00,97.60
1888.00,97.63
1887.00,97.65
1886.00,97.66
1885.00,97.66
1884.00,97.63
1883.00,97.61
1882.00,97.59
1881.00,97.59
1880.00,97.59
1879.00,97.60
1878.00,97.62
1877.00,97.63
1876.00,97.63
1875.00,97.65
1874.00,97.66
1873.00,97.66
1872.00,97.65
1871.00,97.67
1870.00,97.72
1869.00,97.77
1868.00,97.80
1867.00,97.82
1866.00,97.81
1865.00,97.79
1864.00,97.75
1863.00,97.73
1862.00,97.72
1861.00,97.72
1860.00,97.72
1859.00,97.72
1858.00,97.74
1857.00,97.76
1856.00,97.78
1855.00,97.81
1854.00,97.85
1853.00,97.87
1852.00,97.88
1851.00,97.88
1850.00,97.89
1849.00,97.91
1848.00,97.94
1847.00,97.99
1846.00,98.04
1845.00,98.08
1844.00,98.08
1843.00,98.06
1842.00,98.04
1841.00,98.01
1840.00,97.97
1839.00,97.94
1838.00,97.93
1837.00,97.93
1836.00,97.93
1835.00,97.94
1834.00,97.96
1833.00,97.99
1832.00,98.02
1831.00,98.04
1830.00,98.05
1829.00,98.05
1828.00,98.05
1827.00,98.06
1826.00,98.08
1825.00,98.08
1824.00,98.08
1823.00,98.08
1822.00,98.09
1821.00,98.08
1820.00,98.08
1819.00,98.10
1818.00,98.14
1817.00,98.18
1816.00,98.19
1815.00,98.20
1814.00,98.19
1813.00,98.19
1812.00,98.19
1811.00,98.20
1810.00,98.22
1809.00,98.23
1808.00,98.22
1807.00,98.21
1806.00,98.21
1805.00,98.20
1804.00,98.21
1803.00,98.23
1802.00,98.26
1801.00,98.28
1800.00,98.28
1799.00,98.28
1798.00,98.29
1797.00,98.29
1796.00,98.29
1795.00,98.31
1794.00,98.34
1793.00,98.37
1792.00,98.39
1791.00,98.39
1790.00,98.39
1789.00,98.37
1788.00,98.34
1787.00,98.32
1786.00,98.32
1785.00,98.32
1784.00,98.31
1783.00,98.30
1782.00,98.31
1781.00,98.32
1780.00,98.33
1779.00,98.36
1778.00,98.38
1777.00,98.39
1776.00,98.38
1775.00,98.37
1774.00,98.37
1773.00,98.38
1772.00,98.39
1771.00,98.41
1770.00,98.43
1769.00,98.44
1768.00,98.44
1767.00,98.43
1766.00,98.43
1765.00,98.43
1764.00,98.43
1763.00,98.44
1762.00,98.45
1761.00,98.46
1760.00,98.46
1759.00,98.46
1758.00,98.46
1757.00,98.44
1756.00,98.42
1755.00,98.42
1754.00,98.43
1753.00,98.45
1752.00,98.45
1751.00,98.46
1750.00,98.49
1749.00,98.51
1748.00,98.51
1747.00,98.50
1746.00,98.48
1745.00,98.45
1744.00,98.44
1743.00,98.44
1742.00,98.46
1741.00,98.47
1740.00,98.46
1739.00,98.47
1738.00,98.50
1737.00,98.52
1736.00,98.53
1735.00,98.52
1734.00,98.49
1733.00,98.46
1732.00,98.43
1731.00,98.42
1730.00,98.44
1729.00,98.43
1728.00,98.39
1727.00,98.35
1726.00,98.34
1725.00,98.31
1724.00,98.28
1723.00,98.24
1722.00,98.22
1721.00,98.19
1720.00,98.17
1719.00,98.18
1718.00,98.17
1717.00,98.12
1716.00,98.01
1715.00,97.89
1714.00,97.77
1713.00,97.60
1712.00,97.40
1711.00,97.18
1710.00,96.94
1709.00,96.67
1708.00,96.33
1707.00,95.90
1706.00,95.37
1705.00,94.76
1704.00,94.19
1703.00,93.71
1702.00,93.23
1701.00,92.67
1700.00,92.09
1699.00,91.72
1698.00,91.56
1697.00,91.53
1696.00,91.58
1695.00,91.63
1694.00,91.66
1693.00,91.68
1692.00,91.69
1691.00,91.69
1690.00,91.68
1689.00,91.66
1688.00,91.62
1687.00,91.58
1686.00,91.51
1685.00,91.37
1684.00,91.17
1683.00,91.00
1682.00,90.86
1681.00,90.72
1680.00,90.56
1679.00,90.39
1678.00,90.22
1677.00,90.04
1676.00,89.84
1675.00,89.60
1674.00,89.38
1673.00,89.17
1672.00,88.98
1671.00,88.78
1670.00,88.56
1669.00,88.30
1668.00,88.04
1667.00,87.80
1666.00,87.57
1665.00,87.34
1664.00,87.08
1663.00,86.79
1662.00,86.50
1661.00,86.20
1660.00,85.91
1659.00,85.62
1658.00,85.37
1657.00,85.15
1656.00,84.96
1655.00,84.78
1654.00,84.53
1653.00,84.17
1652.00,83.82
1651.00,83.55
1650.00,83.35
1649.00,83.17
1648.00,82.97
1647.00,82.73
1646.00,82.47
1645.00,82.20
1644.00,81.93
1643.00,81.67
1642.00,81.44
1641.00,81.22
1640.00,80.98
1639.00,80.75
1638.00,80.54
1637.00,80.31
1636.00,80.04
1635.00,79.78
1634.00,79.54
1633.00,79.30
1632.00,79.04
1631.00,78.81
1630.00,78.62
1629.00,78.45
1628.00,78.29
1627.00,78.15
1626.00,78.03
1625.00,77.95
1624.00,77.90
1623.00,77.89
1622.00,77.90
1621.00,77.91
1620.00,77.92
1619.00,77.99
1618.00,78.17
1617.00,78.47
1616.00,78.80
1615.00,79.09
1614.00,79.36
1613.00,79.65
1612.00,80.01
1611.00,80.40
1610.00,80.83
1609.00,81.28
1608.00,81.72
1607.00,82.15
1606.00,82.57
1605.00,82.99
1604.00,83.40
1603.00,83.80
1602.00,84.19
1601.00,84.57
1600.00,84.92
1599.00,85.24
1598.00,85.53
1597.00,85.81
1596.00,86.07
1595.00,86.34
1594.00,86.60
1593.00,86.84
1592.00,87.08
1591.00,87.30
1590.00,87.50
1589.00,87.69
1588.00,87.87
1587.00,88.04
1586.00,88.18
1585.00,88.31
1584.00,88.41
1583.00,88.49
1582.00,88.53
1581.00,88.55
1580.00,88.57
1579.00,88.57
1578.00,88.56
1577.00,88.52
1576.00,88.47
1575.00,88.40
1574.00,88.32
1573.00,88.23
1572.00,88.14
1571.00,88.04
1570.00,87.90
1569.00,87.72
1568.00,87.54
1567.00,87.36
1566.00,87.16
1565.00,86.93
1564.00,86.71
1563.00,86.52
1562.00,86.35
1561.00,86.18
1560.00,86.00
1559.00,85.79
1558.00,85.60
1557.00,85.42
1556.00,85.23
1555.00,85.01
1554.00,84.78
1553.00,84.55
1552.00,84.35
1551.00,84.18
1550.00,83.99
1549.00,83.78
1548.00,83.57
1547.00,83.37
1546.00,83.17
1545.00,82.96
1544.00,82.75
1543.00,82.57
1542.00,82.38
1541.00,82.17
1540.00,81.93
1539.00,81.66
1538.00,81.39
1537.00,81.13
1536.00,80.90
1535.00,80.69
1534.00,80.46
1533.00,80.19
1532.00,79.94
1531.00,79.71
1530.00,79.47
1529.00,79.22
1528.00,78.99
1527.00,78.76
1526.00,78.51
1525.00,78.27
1524.00,78.05
1523.00,77.81
1522.00,77.51
1521.00,77.17
1520.00,76.84
1519.00,76.53
1518.00,76.21
1517.00,75.89
1516.00,75.62
1515.00,75.40
1514.00,75.24
1513.00,75.14
1512.00,75.08
1511.00,75.05
1510.00,75.04
1509.00,75.07
1508.00,75.17
1507.00,75.37
1506.00,75.56
1505.00,75.69
1504.00,75.76
1503.00,75.83
1502.00,75.95
1501.00,76.12
1500.00,76.33
1499.00,76.58
1498.00,76.86
1497.00,77.17
1496.00,77.50
1495.00,77.79
1494.00,78.04
1493.00,78.29
1492.00,78.59
1491.00,78.95
1490.00,79.36
1489.00,79.75
1488.00,80.10
1487.00,80.41
1486.00,80.70
1485.00,80.98
1484.00,81.27
1483.00,81.56
1482.00,81.85
1481.00,82.13
1480.00,82.37
1479.00,82.60
1478.00,82.84
1477.00,83.09
1476.00,83.33
1475.00,83.52
1474.00,83.69
1473.00,83.87
1472.00,84.04
1471.00,84.17
1470.00,84.26
1469.00,84.32
1468.00,84.37
1467.00,84.45
1466.00,84.54
1465.00,84.62
1464.00,84.66
1463.00,84.66
1462.00,84.65
1461.00,84.62
1460.00,84.59
1459.00,84.55
1458.00,84.47
1457.00,84.30
1456.00,84.06
1455.00,83.81
1454.00,83.56
1453.00,83.31
1452.00,83.06
1451.00,82.84
1450.00,82.64
1449.00,82.48
1448.00,82.34
1447.00,82.23
1446.00,82.17
1445.00,82.13
1444.00,82.11
1443.00,82.13
1442.00,82.17
1441.00,82.21
1440.00,82.27
1439.00,82.36
1438.00,82.51
1437.00,82.74
1436.00,83.00
1435.00,83.23
1434.00,83.42
1433.00,83.62
1432.00,83.85
1431.00,84.10
1430.00,84.33
1429.00,84.54
1428.00,84.71
1427.00,84.83
1426.00,84.94
1425.00,85.05
1424.00,85.15
1423.00,85.22
1422.00,85.27
1421.00,85.31
1420.00,85.35
1419.00,85.38
1418.00,85.38
1417.00,85.35
1416.00,85.30
1415.00,85.24
1414.00,85.18
1413.00,85.13
1412.00,85.09
1411.00,85.05
1410.00,85.02
1409.00,84.99
1408.00,84.98
1407.00,84.98
1406.00,85.00
1405.00,85.04
1404.00,85.08
1403.00,85.12
1402.00,85.16
1401.00,85.24
1400.00,85.35
1399.00,85.45
1398.00,85.52
1397.00,85.58
1396.00,85.65
1395.00,85.72
1394.00,85.79
1393.00,85.83
1392.00,85.84
1391.00,85.85
1390.00,85.89
1389.00,85.95
1388.00,86.02
1387.00,86.09
1386.00,86.14
1385.00,86.17
1384.00,86.19
1383.00,86.22
1382.00,86.24
1381.00,86.27
1380.00,86.29
1379.00,86.32
1378.00,86.35
1377.00,86.39
1376.00,86.42
1375.00,86.44
1374.00,86.46
1373.00,86.47
1372.00,86.47
1371.00,86.46
1370.00,86.46
1369.00,86.48
1368.00,86.52
1367.00,86.59
1366.00,86.67
1365.00,86.78
1364.00,86.92
1363.00,87.07
1362.00,87.22
1361.00,87.35
1360.00,87.47
1359.00,87.57
1358.00,87.67
1357.00,87.77
1356.00,87.85
1355.00,87.92
1354.00,87.97
1353.00,88.00
1352.00,88.04
1351.00,88.08
1350.00,88.11
1349.00,88.14
1348.00,88.15
1347.00,88.14
1346.00,88.14
1345.00,88.14
1344.00,88.14
1343.00,88.13
1342.00,88.12
1341.00,88.11
1340.00,88.11
1339.00,88.10
1338.00,88.10
1337.00,88.09
1336.00,88.09
1335.00,88.09
1334.00,88.10
1333.00,88.13
1332.00,88.17
1331.00,88.21
1330.00,88.27
1329.00,88.33
1328.00,88.39
1327.00,88.44
1326.00,88.49
1325.00,88.54
1324.00,88.59
1323.00,88.65
1322.00,88.69
1321.00,88.74
1320.00,88.77
1319.00,88.80
1318.00,88.84
1317.00,88.86
1316.00,88.88
1315.00,88.90
1314.00,88.90
1313.00,88.90
1312.00,88.91
1311.00,88.92
1310.00,88.93
1309.00,88.95
1308.00,88.97
1307.00,88.99
1306.00,89.01
1305.00,89.04
1304.00,89.05
1303.00,89.06
1302.00,89.07
1301.00,89.08
1300.00,89.10
1299.00,89.13
1298.00,89.17
1297.00,89.22
1296.00,89.25
1295.00,89.27
1294.00,89.28
1293.00,89.28
1292.00,89.29
1291.00,89.28
1290.00,89.27
1289.00,89.26
1288.00,89.25
1287.00,89.23
1286.00,89.20
1285.00,89.15
1284.00,89.09
1283.00,89.03
1282.00,88.98
1281.00,88.92
1280.00,88.86
1279.00,88.78
1278.00,88.66
1277.00,88.52
1276.00,88.36
1275.00,88.19
1274.00,88.02
1273.00,87.83
1272.00,87.62
1271.00,87.40
1270.00,87.18
1269.00,86.98
1268.00,86.80
1267.00,86.64
1266.00,86.49
1265.00,86.36
1264.00,86.24
1263.00,86.15
1262.00,86.06
1261.00,85.99
1260.00,85.96
1259.00,85.94
1258.00,85.93
1257.00,85.92
1256.00,85.90
1255.00,85.89
1254.00,85.87
1253.00,85.84
1252.00,85.81
1251.00,85.77
1250.00,85.72
1249.00,85.67
1248.00,85.59
1247.00,85.50
1246.00,85.39
1245.00,85.29
1244.00,85.19
1243.00,85.08
1242.00,84.96
1241.00,84.81
1240.00,84.66
1239.00,84.49
1238.00,84.31
1237.00,84.12
1236.00,83.91
1235.00,83.72
1234.00,83.53
1233.00,83.35
1232.00,83.19
1231.00,83.05
1230.00,82.95
1229.00,82.88
1228.00,82.84
1227.00,82.83
1226.00,82.85
1225.00,82.88
1224.00,82.93
1223.00,82.99
1222.00,83.07
1221.00,83.17
1220.00,83.27
1219.00,83.37
1218.00,83.47
1217.00,83.59
1216.00,83.72
1215.00,83.87
1214.00,84.04
1213.00,84.22
1212.00,84.42
1211.00,84.63
1210.00,84.83
1209.00,85.02
1208.00,85.21
1207.00,85.41
1206.00,85.61
1205.00,85.83
1204.00,86.04
1203.00,86.23
1202.00,86.41
1201.00,86.59
1200.00,86.78
1199.00,86.96
1198.00,87.13
1197.00,87.28
1196.00,87.41
1195.00,87.53
1194.00,87.65
1193.00,87.77
1192.00,87.88
1191.00,87.98
1190.00,88.06
1189.00,88.14
1188.00,88.21
1187.00,88.26
1186.00,88.28
1185.00,88.28
1184.00,88.28
1183.00,88.26
1182.00,88.23
1181.00,88.18
1180.00,88.11
1179.00,88.02
1178.00,87.90
1177.00,87.76
1176.00,87.62
1175.00,87.48
1174.00,87.33
1173.00,87.17
1172.00,87.00
1171.00,86.84
1170.00,86.72
1169.00,86.63
1168.00,86.55
1167.00,86.49
1166.00,86.44
1165.00,86.39
1164.00,86.34
1163.00,86.30
1162.00,86.26
1161.00,86.22
1160.00,86.20
1159.00,86.22
1158.00,86.28
1157.00,86.35
1156.00,86.43
1155.00,86.50
1154.00,86.56
1153.00,86.65
1152.00,86.75
1151.00,86.87
1150.00,86.99
1149.00,87.10
1148.00,87.20
1147.00,87.32
1146.00,87.45
1145.00,87.59
1144.00,87.72
1143.00,87.83
1142.00,87.94
1141.00,88.03
1140.00,88.12
1139.00,88.20
1138.00,88.27
1137.00,88.33
1136.00,88.38
1135.00,88.42
1134.00,88.44
1133.00,88.47
1132.00,88.50
1131.00,88.52
1130.00,88.52
1129.00,88.52
1128.00,88.52
1127.00,88.52
1126.00,88.52
1125.00,88.53
1124.00,88.56
1123.00,88.58
1122.00,88.58
1121.00,88.56
1120.00,88.52
1119.00,88.48
1118.00,88.48
1117.00,88.50
1116.00,88.53
1115.00,88.57
1114.00,88.60
1113.00,88.62
1112.00,88.62
1111.00,88.59
1110.00,88.52
1109.00,88.44
1108.00,88.35
1107.00,88.29
1106.00,88.27
1105.00,88.28
1104.00,88.31
1103.00,88.33
1102.00,88.35
1101.00,88.35
1100.00,88.37
1099.00,88.40
1098.00,88.44
1097.00,88.49
1096.00,88.52
1095.00,88.52
1094.00,88.51
1093.00,88.48
1092.00,88.46
1091.00,88.43
1090.00,88.40
1089.00,88.35
1088.00,88.28
1087.00,88.19
1086.00,88.08
1085.00,87.96
1084.00,87.83
1083.00,87.72
1082.00,87.61
1081.00,87.50
1080.00,87.37
1079.00,87.23
1078.00,87.09
1077.00,86.95
1076.00,86.81
1075.00,86.71
1074.00,86.63
1073.00,86.57
1072.00,86.51
1071.00,86.43
1070.00,86.35
1069.00,86.28
1068.00,86.22
1067.00,86.21
1066.00,86.23
1065.00,86.25
1064.00,86.26
1063.00,86.25
1062.00,86.23
1061.00,86.24
1060.00,86.29
1059.00,86.35
1058.00,86.42
1057.00,86.47
1056.00,86.50
1055.00,86.51
1054.00,86.53
1053.00,86.54
1052.00,86.53
1051.00,86.52
1050.00,86.51
1049.00,86.50
1048.00,86.49
1047.00,86.48
1046.00,86.48
1045.00,86.48
1044.00,86.48
1043.00,86.50
1042.00,86.53
1041.00,86.58
1040.00,86.66
1039.00,86.74
1038.00,86.83
1037.00,86.93
1036.00,87.03
1035.00,87.12
1034.00,87.22
1033.00,87.33
1032.00,87.44
1031.00,87.57
1030.00,87.69
1029.00,87.80
1028.00,87.90
1027.00,87.98
1026.00,88.05
1025.00,88.13
1024.00,88.21
1023.00,88.28
1022.00,88.33
1021.00,88.34
1020.00,88.34
1019.00,88.34
1018.00,88.35
1017.00,88.35
1016.00,88.36
1015.00,88.36
1014.00,88.36
1013.00,88.37
1012.00,88.40
1011.00,88.44
1010.00,88.46
1009.00,88.48
1008.00,88.46
1007.00,88.42
1006.00,88.35
1005.00,88.27
1004.00,88.17
1003.00,88.08
1002.00,88.01
1001.00,87.97
1000.00,87.96
999.00,87.94
998.00,87.91
997.00,87.88
996.00,87.86
995.00,87.86
994.00,87.91
993.00,87.99
992.00,88.12
991.00,88.28
990.00,88.45
989.00,88.62
988.00,88.77
987.00,88.90
986.00,88.99
985.00,89.04
984.00,89.03
983.00,88.99
982.00,88.92
981.00,88.84
980.00,88.73
979.00,88.60
978.00,88.49
977.00,88.41
976.00,88.37
975.00,88.36
974.00,88.38
973.00,88.43
972.00,88.51
971.00,88.64
970.00,88.77
969.00,88.91
968.00,89.04
967.00,89.18
966.00,89.31
965.00,89.43
964.00,89.53
963.00,89.62
962.00,89.70
961.00,89.78
960.00,89.85
959.00,89.91
958.00,89.96
957.00,90.03
956.00,90.10
955.00,90.16
954.00,90.20
953.00,90.23
952.00,90.28
951.00,90.33
950.00,90.39
949.00,90.43
948.00,90.47
947.00,90.49
946.00,90.52
945.00,90.55
944.00,90.58
943.00,90.61
942.00,90.64
941.00,90.67
940.00,90.71
939.00,90.75
938.00,90.79
937.00,90.83
936.00,90.87
935.00,90.90
934.00,90.91
933.00,90.90
932.00,90.90
931.00,90.90
930.00,90.90
929.00,90.91
928.00,90.94
927.00,90.99
926.00,91.04
925.00,91.09
924.00,91.14
923.00,91.19
922.00,91.25
921.00,91.30
920.00,91.34
919.00,91.37
918.00,91.40
917.00,91.46
916.00,91.54
915.00,91.61
914.00,91.66
913.00,91.71
912.00,91.75
911.00,91.79
910.00,91.81
909.00,91.82
908.00,91.82
907.00,91.85
906.00,91.89
905.00,91.94
