Created as New Dataset,56 Lenzing
cm-1,%T
2459.00,98.66
2458.00,98.66
2457.00,98.67
2456.00,98.68
2455.00,98.70
2454.00,98.72
2453.00,98.74
2452.00,98.75
2451.00,98.74
2450.00,98.72
2449.00,98.71
2448.00,98.71
2447.00,98.70
2446.00,98.70
2445.00,98.69
2444.00,98.69
2443.00,98.69
2442.00,98.70
2441.00,98.71
2440.00,98.73
2439.00,98.75
2438.00,98.78
2437.00,98.81
2436.00,98.82
2435.00,98.81
2434.00,98.81
2433.00,98.81
2432.00,98.81
2431.00,98.82
2430.00,98.80
2429.00,98.78
2428.00,98.76
2427.00,98.76
2426.00,98.77
2425.00,98.78
2424.00,98.78
2423.00,98.78
2422.00,98.77
2421.00,98.76
2420.00,98.75
2419.00,98.75
2418.00,98.76
2417.00,98.76
2416.00,98.77
2415.00,98.77
2414.00,98.76
2413.00,98.75
2412.00,98.75
2411.00,98.75
2410.00,98.76
2409.00,98.78
2408.00,98.79
2407.00,98.80
2406.00,98.82
2405.00,98.83
2404.00,98.84
2403.00,98.83
2402.00,98.83
2401.00,98.83
2400.00,98.85
2399.00,98.87
2398.00,98.88
2397.00,98.88
2396.00,98.87
2395.00,98.88
2394.00,98.89
2393.00,98.89
2392.00,98.89
2391.00,98.89
2390.00,98.89
2389.00,98.90
2388.00,98.91
2387.00,98.93
2386.00,98.94
2385.00,98.96
2384.00,98.96
2383.00,98.95
2382.00,98.94
2381.00,98.93
2380.00,98.94
2379.00,98.95
2378.00,98.96
2377.00,98.94
2376.00,98.90
2375.00,98.88
2374.00,98.88
2373.00,98.91
2372.00,98.95
2371.00,98.99
2370.00,99.00
2369.00,98.97
2368.00,98.96
2367.00,98.98
2366.00,98.99
2365.00,98.96
2364.00,98.92
2363.00,98.89
2362.00,98.90
2361.00,98.92
2360.00,98.94
2359.00,98.98
2358.00,98.99
2357.00,98.96
2356.00,98.90
2355.00,98.89
2354.00,98.92
2353.00,98.96
2352.00,98.98
2351.00,98.97
2350.00,98.94
2349.00,98.91
2348.00,98.89
2347.00,98.88
2346.00,98.89
2345.00,98.89
2344.00,98.87
2343.00,98.84
2342.00,98.82
2341.00,98.81
2340.00,98.81
2339.00,98.82
2338.00,98.84
2337.00,98.85
2336.00,98.83
2335.00,98.79
2334.00,98.75
2333.00,98.75
2332.00,98.78
2331.00,98.83
2330.00,98.86
2329.00,98.87
2328.00,98.86
2327.00,98.82
2326.00,98.77
2325.00,98.72
2324.00,98.68
2323.00,98.66
2322.00,98.68
2321.00,98.70
2320.00,98.72
2319.00,98.75
2318.00,98.77
2317.00,98.78
2316.00,98.78
2315.00,98.77
2314.00,98.76
2313.00,98.76
2312.00,98.76
2311.00,98.75
2310.00,98.73
2309.00,98.72
2308.00,98.71
2307.00,98.71
2306.00,98.72
2305.00,98.75
2304.00,98.79
2303.00,98.79
2302.00,98.77
2301.00,98.72
2300.00,98.69
2299.00,98.69
2298.00,98.71
2297.00,98.73
2296.00,98.74
2295.00,98.73
2294.00,98.69
2293.00,98.66
2292.00,98.63
2291.00,98.63
2290.00,98.63
2289.00,98.62
2288.00,98.59
2287.00,98.54
2286.00,98.50
2285.00,98.49
2284.00,98.52
2283.00,98.55
2282.00,98.56
2281.00,98.54
2280.00,98.52
2279.00,98.51
2278.00,98.50
2277.00,98.49
2276.00,98.45
2275.00,98.43
2274.00,98.45
2273.00,98.49
2272.00,98.54
2271.00,98.55
2270.00,98.53
2269.00,98.48
2268.00,98.44
2267.00,98.41
2266.00,98.39
2265.00,98.37
2264.00,98.35
2263.00,98.34
2262.00,98.36
2261.00,98.38
2260.00,98.41
2259.00,98.41
2258.00,98.40
2257.00,98.38
2256.00,98.35
2255.00,98.32
2254.00,98.30
2253.00,98.30
2252.00,98.31
2251.00,98.32
2250.00,98.33
2249.00,98.34
2248.00,98.35
2247.00,98.35
2246.00,98.33
2245.00,98.32
2244.00,98.33
2243.00,98.35
2242.00,98.34
2241.00,98.31
2240.00,98.26
2239.00,98.21
2238.00,98.19
2237.00,98.18
2236.00,98.18
2235.00,98.15
2234.00,98.12
2233.00,98.11
2232.00,98.13
2231.00,98.17
2230.00,98.20
2229.00,98.20
2228.00,98.19
2227.00,98.18
2226.00,98.20
2225.00,98.23
2224.00,98.25
2223.00,98.26
2222.00,98.28
2221.00,98.30
2220.00,98.32
2219.00,98.31
2218.00,98.29
2217.00,98.26
2216.00,98.24
2215.00,98.24
2214.00,98.22
2213.00,98.17
2212.00,98.11
2211.00,98.09
2210.00,98.11
2209.00,98.14
2208.00,98.14
2207.00,98.10
2206.00,98.06
2205.00,98.05
2204.00,98.06
2203.00,98.08
2202.00,98.09
2201.00,98.09
2200.00,98.08
2199.00,98.06
2198.00,98.06
2197.00,98.06
2196.00,98.09
2195.00,98.12
2194.00,98.15
2193.00,98.16
2192.00,98.12
2191.00,98.04
2190.00,97.94
2189.00,97.86
2188.00,97.83
2187.00,97.87
2186.00,97.93
2185.00,97.98
2184.00,97.99
2183.00,97.97
2182.00,97.96
2181.00,97.97
2180.00,97.99
2179.00,97.98
2178.00,97.92
2177.00,97.82
2176.00,97.75
2175.00,97.72
2174.00,97.75
2173.00,97.81
2172.00,97.87
2171.00,97.93
2170.00,97.95
2169.00,97.91
2168.00,97.82
2167.00,97.73
2166.00,97.67
2165.00,97.65
2164.00,97.66
2163.00,97.66
2162.00,97.66
2161.00,97.69
2160.00,97.78
2159.00,97.90
2158.00,98.02
2157.00,98.08
2156.00,98.08
2155.00,98.07
2154.00,98.09
2153.00,98.13
2152.00,98.14
2151.00,98.11
2150.00,98.05
2149.00,98.00
2148.00,97.97
2147.00,97.97
2146.00,97.99
2145.00,98.05
2144.00,98.12
2143.00,98.19
2142.00,98.23
2141.00,98.23
2140.00,98.21
2139.00,98.20
2138.00,98.20
2137.00,98.21
2136.00,98.21
2135.00,98.22
2134.00,98.24
2133.00,98.27
2132.00,98.32
2131.00,98.37
2130.00,98.41
2129.00,98.42
2128.00,98.41
2127.00,98.38
2126.00,98.35
2125.00,98.35
2124.00,98.35
2123.00,98.35
2122.00,98.33
2121.00,98.31
2120.00,98.29
2119.00,98.27
2118.00,98.25
2117.00,98.24
2116.00,98.25
2115.00,98.27
2114.00,98.27
2113.00,98.26
2112.00,98.24
2111.00,98.22
2110.00,98.20
2109.00,98.18
2108.00,98.19
2107.00,98.23
2106.00,98.30
2105.00,98.37
2104.00,98.40
2103.00,98.39
2102.00,98.36
2101.00,98.32
2100.00,98.30
2099.00,98.29
2098.00,98.27
2097.00,98.25
2096.00,98.24
2095.00,98.26
2094.00,98.31
2093.00,98.36
2092.00,98.37
2091.00,98.34
2090.00,98.29
2089.00,98.25
2088.00,98.24
2087.00,98.25
2086.00,98.26
2085.00,98.25
2084.00,98.22
2083.00,98.20
2082.00,98.20
2081.00,98.23
2080.00,98.25
2079.00,98.25
2078.00,98.22
2077.00,98.17
2076.00,98.12
2075.00,98.10
2074.00,98.10
2073.00,98.13
2072.00,98.16
2071.00,98.17
2070.00,98.17
2069.00,98.16
2068.00,98.14
2067.00,98.14
2066.00,98.14
2065.00,98.15
2064.00,98.18
2063.00,98.20
2062.00,98.19
2061.00,98.15
2060.00,98.11
2059.00,98.07
2058.00,98.02
2057.00,97.98
2056.00,97.97
2055.00,98.00
2054.00,98.04
2053.00,98.07
2052.00,98.06
2051.00,98.02
2050.00,97.97
2049.00,97.92
2048.00,97.87
2047.00,97.82
2046.00,97.79
2045.00,97.79
2044.00,97.82
2043.00,97.87
2042.00,97.88
2041.00,97.83
2040.00,97.74
2039.00,97.66
2038.00,97.63
2037.00,97.66
2036.00,97.71
2035.00,97.75
2034.00,97.78
2033.00,97.79
2032.00,97.77
2031.00,97.75
2030.00,97.77
2029.00,97.84
2028.00,97.93
2027.00,98.00
2026.00,98.04
2025.00,98.04
2024.00,98.00
2023.00,97.95
2022.00,97.92
2021.00,97.92
2020.00,97.92
2019.00,97.89
2018.00,97.87
2017.00,97.86
2016.00,97.88
2015.00,97.91
2014.00,97.91
2013.00,97.89
2012.00,97.87
2011.00,97.87
2010.00,97.90
2009.00,97.95
2008.00,97.98
2007.00,98.01
2006.00,98.03
2005.00,98.07
2004.00,98.10
2003.00,98.10
2002.00,98.09
2001.00,98.09
2000.00,98.09
1999.00,98.09
1998.00,98.07
1997.00,98.07
1996.00,98.08
1995.00,98.09
1994.00,98.07
1993.00,98.03
1992.00,97.99
1991.00,97.95
1990.00,97.93
1989.00,97.94
1988.00,97.98
1987.00,98.02
1986.00,98.03
1985.00,98.02
1984.00,97.99
1983.00,97.94
1982.00,97.87
1981.00,97.77
1980.00,97.70
1979.00,97.70
1978.00,97.77
1977.00,97.88
1976.00,97.99
1975.00,98.05
1974.00,98.08
1973.00,98.09
1972.00,98.10
1971.00,98.12
1970.00,98.13
1969.00,98.11
1968.00,98.07
1967.00,98.03
1966.00,98.04
1965.00,98.11
1964.00,98.19
1963.00,98.24
1962.00,98.24
1961.00,98.22
1960.00,98.21
1959.00,98.21
1958.00,98.20
1957.00,98.19
1956.00,98.17
1955.00,98.17
1954.00,98.16
1953.00,98.13
1952.00,98.12
1951.00,98.13
1950.00,98.16
1949.00,98.18
1948.00,98.19
1947.00,98.21
1946.00,98.23
1945.00,98.27
1944.00,98.30
1943.00,98.33
1942.00,98.36
1941.00,98.39
1940.00,98.41
1939.00,98.42
1938.00,98.42
1937.00,98.42
1936.00,98.42
1935.00,98.42
1934.00,98.40
1933.00,98.37
1932.00,98.34
1931.00,98.31
1930.00,98.29
1929.00,98.29
1928.00,98.27
1927.00,98.26
1926.00,98.28
1925.00,98.33
1924.00,98.41
1923.00,98.47
1922.00,98.50
1921.00,98.51
1920.00,98.52
1919.00,98.52
1918.00,98.51
1917.00,98.50
1916.00,98.48
1915.00,98.47
1914.00,98.46
1913.00,98.47
1912.00,98.49
1911.00,98.51
1910.00,98.52
1909.00,98.53
1908.00,98.53
1907.00,98.53
1906.00,98.54
1905.00,98.54
1904.00,98.54
1903.00,98.54
1902.00,98.54
1901.00,98.55
1900.00,98.56
1899.00,98.59
1898.00,98.61
1897.00,98.64
1896.00,98.65
1895.00,98.64
1894.00,98.62
1893.00,98.60
1892.00,98.58
1891.00,98.58
1890.00,98.61
1889.00,98.64
1888.00,98.65
1887.00,98.62
1886.00,98.59
1885.00,98.57
1884.00,98.56
1883.00,98.56
1882.00,98.55
1881.00,98.54
1880.00,98.54
1879.00,98.54
1878.00,98.56
1877.00,98.60
1876.00,98.63
1875.00,98.63
1874.00,98.62
1873.00,98.60
1872.00,98.59
1871.00,98.61
1870.00,98.63
1869.00,98.63
1868.00,98.62
1867.00,98.59
1866.00,98.57
1865.00,98.57
1864.00,98.58
1863.00,98.61
1862.00,98.63
1861.00,98.66
1860.00,98.66
1859.00,98.65
1858.00,98.63
1857.00,98.61
1856.00,98.61
1855.00,98.62
1854.00,98.61
1853.00,98.59
1852.00,98.57
1851.00,98.56
1850.00,98.56
1849.00,98.57
1848.00,98.60
1847.00,98.64
1846.00,98.69
1845.00,98.72
1844.00,98.72
1843.00,98.71
1842.00,98.70
1841.00,98.70
1840.00,98.71
1839.00,98.70
1838.00,98.68
1837.00,98.65
1836.00,98.62
1835.00,98.61
1834.00,98.63
1833.00,98.64
1832.00,98.65
1831.00,98.66
1830.00,98.67
1829.00,98.69
1828.00,98.69
1827.00,98.68
1826.00,98.66
1825.00,98.65
1824.00,98.65
1823.00,98.66
1822.00,98.68
1821.00,98.69
1820.00,98.69
1819.00,98.68
1818.00,98.67
1817.00,98.67
1816.00,98.67
1815.00,98.67
1814.00,98.67
1813.00,98.68
1812.00,98.70
1811.00,98.72
1810.00,98.73
1809.00,98.73
1808.00,98.72
1807.00,98.71
1806.00,98.71
1805.00,98.72
1804.00,98.73
1803.00,98.74
1802.00,98.74
1801.00,98.74
1800.00,98.73
1799.00,98.71
1798.00,98.70
1797.00,98.71
1796.00,98.72
1795.00,98.73
1794.00,98.73
1793.00,98.74
1792.00,98.74
1791.00,98.75
1790.00,98.75
1789.00,98.74
1788.00,98.73
1787.00,98.72
1786.00,98.72
1785.00,98.72
1784.00,98.72
1783.00,98.72
1782.00,98.71
1781.00,98.70
1780.00,98.69
1779.00,98.70
1778.00,98.71
1777.00,98.73
1776.00,98.74
1775.00,98.74
1774.00,98.74
1773.00,98.74
1772.00,98.73
1771.00,98.73
1770.00,98.72
1769.00,98.72
1768.00,98.71
1767.00,98.70
1766.00,98.69
1765.00,98.69
1764.00,98.70
1763.00,98.72
1762.00,98.73
1761.00,98.72
1760.00,98.70
1759.00,98.68
1758.00,98.66
1757.00,98.65
1756.00,98.64
1755.00,98.65
1754.00,98.65
1753.00,98.66
1752.00,98.65
1751.00,98.64
1750.00,98.62
1749.00,98.61
1748.00,98.61
1747.00,98.60
1746.00,98.59
1745.00,98.57
1744.00,98.55
1743.00,98.53
1742.00,98.53
1741.00,98.53
1740.00,98.55
1739.00,98.57
1738.00,98.59
1737.00,98.59
1736.00,98.60
1735.00,98.60
1734.00,98.60
1733.00,98.60
1732.00,98.60
1731.00,98.59
1730.00,98.58
1729.00,98.58
1728.00,98.58
1727.00,98.57
1726.00,98.57
1725.00,98.57
1724.00,98.57
1723.00,98.57
1722.00,98.56
1721.00,98.55
1720.00,98.53
1719.00,98.52
1718.00,98.51
1717.00,98.52
1716.00,98.54
1715.00,98.56
1714.00,98.56
1713.00,98.56
1712.00,98.56
1711.00,98.55
1710.00,98.53
1709.00,98.51
1708.00,98.50
1707.00,98.49
1706.00,98.50
1705.00,98.50
1704.00,98.52
1703.00,98.53
1702.00,98.53
1701.00,98.51
1700.00,98.48
1699.00,98.45
1698.00,98.44
1697.00,98.43
1696.00,98.42
1695.00,98.41
1694.00,98.40
1693.00,98.39
1692.00,98.37
1691.00,98.35
1690.00,98.33
1689.00,98.32
1688.00,98.31
1687.00,98.31
1686.00,98.30
1685.00,98.28
1684.00,98.25
1683.00,98.22
1682.00,98.20
1681.00,98.19
1680.00,98.17
1679.00,98.14
1678.00,98.11
1677.00,98.08
1676.00,98.06
1675.00,98.04
1674.00,98.03
1673.00,98.01
1672.00,97.99
1671.00,97.95
1670.00,97.91
1669.00,97.86
1668.00,97.82
1667.00,97.79
1666.00,97.77
1665.00,97.75
1664.00,97.73
1663.00,97.71
1662.00,97.69
1661.00,97.67
1660.00,97.64
1659.00,97.61
1658.00,97.59
1657.00,97.56
1656.00,97.54
1655.00,97.52
1654.00,97.52
1653.00,97.52
1652.00,97.51
1651.00,97.48
1650.00,97.46
1649.00,97.44
1648.00,97.41
1647.00,97.38
1646.00,97.37
1645.00,97.37
1644.00,97.37
1643.00,97.37
1642.00,97.37
1641.00,97.36
1640.00,97.35
1639.00,97.34
1638.00,97.33
1637.00,97.34
1636.00,97.36
1635.00,97.37
1634.00,97.37
1633.00,97.37
1632.00,97.37
1631.00,97.38
1630.00,97.38
1629.00,97.39
1628.00,97.39
1627.00,97.40
1626.00,97.40
1625.00,97.40
1624.00,97.40
1623.00,97.41
1622.00,97.44
1621.00,97.49
1620.00,97.53
1619.00,97.56
1618.00,97.59
1617.00,97.62
1616.00,97.64
1615.00,97.65
1614.00,97.65
1613.00,97.66
1612.00,97.67
1611.00,97.69
1610.00,97.72
1609.00,97.75
1608.00,97.77
1607.00,97.79
1606.00,97.80
1605.00,97.81
1604.00,97.82
1603.00,97.84
1602.00,97.85
1601.00,97.86
1600.00,97.86
1599.00,97.86
1598.00,97.87
1597.00,97.87
1596.00,97.88
1595.00,97.90
1594.00,97.92
1593.00,97.94
1592.00,97.96
1591.00,97.97
1590.00,97.98
1589.00,97.99
1588.00,97.98
1587.00,97.99
1586.00,98.00
1585.00,98.03
1584.00,98.06
1583.00,98.08
1582.00,98.09
1581.00,98.10
1580.00,98.11
1579.00,98.13
1578.00,98.15
1577.00,98.17
1576.00,98.17
1575.00,98.16
1574.00,98.16
1573.00,98.18
1572.00,98.20
1571.00,98.22
1570.00,98.25
1569.00,98.27
1568.00,98.27
1567.00,98.26
1566.00,98.26
1565.00,98.26
1564.00,98.27
1563.00,98.28
1562.00,98.29
1561.00,98.28
1560.00,98.28
1559.00,98.27
1558.00,98.27
1557.00,98.27
1556.00,98.27
1555.00,98.28
1554.00,98.28
1553.00,98.29
1552.00,98.31
1551.00,98.32
1550.00,98.33
1549.00,98.34
1548.00,98.34
1547.00,98.33
1546.00,98.33
1545.00,98.33
1544.00,98.33
1543.00,98.33
1542.00,98.34
1541.00,98.34
1540.00,98.35
1539.00,98.34
1538.00,98.34
1537.00,98.34
1536.00,98.35
1535.00,98.37
1534.00,98.38
1533.00,98.39
1532.00,98.39
1531.00,98.38
1530.00,98.37
1529.00,98.37
1528.00,98.37
1527.00,98.38
1526.00,98.40
1525.00,98.41
1524.00,98.42
1523.00,98.44
1522.00,98.46
1521.00,98.46
1520.00,98.44
1519.00,98.41
1518.00,98.40
1517.00,98.41
1516.00,98.42
1515.00,98.43
1514.00,98.43
1513.00,98.42
1512.00,98.42
1511.00,98.41
1510.00,98.41
1509.00,98.40
1508.00,98.39
1507.00,98.37
1506.00,98.35
1505.00,98.34
1504.00,98.34
1503.00,98.34
1502.00,98.34
1501.00,98.32
1500.00,98.31
1499.00,98.29
1498.00,98.28
1497.00,98.26
1496.00,98.25
1495.00,98.23
1494.00,98.22
1493.00,98.19
1492.00,98.15
1491.00,98.10
1490.00,98.05
1489.00,98.01
1488.00,97.97
1487.00,97.95
1486.00,97.92
1485.00,97.89
1484.00,97.85
1483.00,97.80
1482.00,97.74
1481.00,97.69
1480.00,97.64
1479.00,97.59
1478.00,97.54
1477.00,97.49
1476.00,97.44
1475.00,97.39
1474.00,97.34
1473.00,97.27
1472.00,97.20
1471.00,97.13
1470.00,97.08
1469.00,97.04
1468.00,97.00
1467.00,96.97
1466.00,96.94
1465.00,96.91
1464.00,96.87
1463.00,96.84
1462.00,96.82
1461.00,96.81
1460.00,96.81
1459.00,96.80
1458.00,96.79
1457.00,96.76
1456.00,96.72
1455.00,96.69
1454.00,96.66
1453.00,96.64
1452.00,96.61
1451.00,96.58
1450.00,96.54
1449.00,96.50
1448.00,96.46
1447.00,96.42
1446.00,96.39
1445.00,96.35
1444.00,96.32
1443.00,96.29
1442.00,96.26
1441.00,96.24
1440.00,96.21
1439.00,96.20
1438.00,96.18
1437.00,96.17
1436.00,96.14
1435.00,96.11
1434.00,96.08
1433.00,96.05
1432.00,96.03
1431.00,96.01
1430.00,96.00
1429.00,95.99
1428.00,95.98
1427.00,95.95
1426.00,95.92
1425.00,95.90
1424.00,95.88
1423.00,95.88
1422.00,95.89
1421.00,95.88
1420.00,95.86
1419.00,95.83
1418.00,95.81
1417.00,95.80
1416.00,95.81
1415.00,95.83
1414.00,95.85
1413.00,95.86
1412.00,95.87
1411.00,95.89
1410.00,95.92
1409.00,95.95
1408.00,95.97
1407.00,96.00
1406.00,96.01
1405.00,96.03
1404.00,96.04
1403.00,96.05
1402.00,96.06
1401.00,96.06
1400.00,96.05
1399.00,96.03
1398.00,96.01
1397.00,95.99
1396.00,95.97
1395.00,95.95
1394.00,95.92
1393.00,95.89
1392.00,95.86
1391.00,95.83
1390.00,95.80
1389.00,95.76
1388.00,95.71
1387.00,95.65
1386.00,95.58
1385.00,95.48
1384.00,95.37
1383.00,95.24
1382.00,95.11
1381.00,94.97
1380.00,94.83
1379.00,94.68
1378.00,94.53
1377.00,94.41
1376.00,94.32
1375.00,94.22
1374.00,94.13
1373.00,94.04
1372.00,93.96
1371.00,93.90
1370.00,93.85
1369.00,93.80
1368.00,93.75
1367.00,93.71
1366.00,93.68
1365.00,93.68
1364.00,93.69
1363.00,93.73
1362.00,93.79
1361.00,93.85
1360.00,93.92
1359.00,94.00
1358.00,94.08
1357.00,94.17
1356.00,94.25
1355.00,94.33
1354.00,94.41
1353.00,94.49
1352.00,94.56
1351.00,94.61
1350.00,94.64
1349.00,94.67
1348.00,94.68
1347.00,94.69
1346.00,94.68
1345.00,94.67
1344.00,94.66
1343.00,94.64
1342.00,94.61
1341.00,94.58
1340.00,94.54
1339.00,94.51
1338.00,94.48
1337.00,94.46
1336.00,94.44
1335.00,94.43
1334.00,94.44
1333.00,94.46
1332.00,94.49
1331.00,94.52
1330.00,94.55
1329.00,94.57
1328.00,94.59
1327.00,94.61
1326.00,94.62
1325.00,94.62
1324.00,94.59
1323.00,94.54
1322.00,94.48
1321.00,94.41
1320.00,94.32
1319.00,94.22
1318.00,94.12
1317.00,94.03
1316.00,93.95
1315.00,93.89
1314.00,93.85
1313.00,93.83
1312.00,93.84
1311.00,93.89
1310.00,93.96
1309.00,94.04
1308.00,94.13
1307.00,94.22
1306.00,94.32
1305.00,94.40
1304.00,94.49
1303.00,94.56
1302.00,94.63
1301.00,94.69
1300.00,94.75
1299.00,94.81
1298.00,94.87
1297.00,94.95
1296.00,95.03
1295.00,95.11
1294.00,95.20
1293.00,95.29
1292.00,95.37
1291.00,95.45
1290.00,95.51
1289.00,95.57
1288.00,95.61
1287.00,95.66
1286.00,95.69
1285.00,95.70
1284.00,95.70
1283.00,95.68
1282.00,95.65
1281.00,95.60
1280.00,95.54
1279.00,95.49
1278.00,95.46
1277.00,95.45
1276.00,95.46
1275.00,95.48
1274.00,95.51
1273.00,95.52
1272.00,95.53
1271.00,95.53
1270.00,95.54
1269.00,95.53
1268.00,95.53
1267.00,95.51
1266.00,95.48
1265.00,95.47
1264.00,95.47
1263.00,95.49
1262.00,95.51
1261.00,95.53
1260.00,95.55
1259.00,95.57
1258.00,95.60
1257.00,95.64
1256.00,95.69
1255.00,95.76
1254.00,95.82
1253.00,95.88
1252.00,95.92
1251.00,95.96
1250.00,96.00
1249.00,96.03
1248.00,96.07
1247.00,96.09
1246.00,96.11
1245.00,96.13
1244.00,96.15
1243.00,96.16
1242.00,96.17
1241.00,96.15
1240.00,96.14
1239.00,96.12
1238.00,96.09
1237.00,96.07
1236.00,96.04
1235.00,96.03
1234.00,96.02
1233.00,96.02
1232.00,96.02
1231.00,96.00
1230.00,95.97
1229.00,95.95
1228.00,95.94
1227.00,95.96
1226.00,95.99
1225.00,96.03
1224.00,96.10
1223.00,96.18
1222.00,96.26
1221.00,96.35
1220.00,96.43
1219.00,96.52
1218.00,96.61
1217.00,96.70
1216.00,96.78
1215.00,96.84
1214.00,96.87
1213.00,96.88
1212.00,96.88
1211.00,96.86
1210.00,96.83
1209.00,96.78
1208.00,96.73
1207.00,96.67
1206.00,96.61
1205.00,96.53
1204.00,96.45
1203.00,96.38
1202.00,96.31
1201.00,96.24
1200.00,96.19
1199.00,96.17
1198.00,96.18
1197.00,96.21
1196.00,96.27
1195.00,96.34
1194.00,96.43
1193.00,96.53
1192.00,96.65
1191.00,96.77
1190.00,96.88
1189.00,96.97
1188.00,97.04
1187.00,97.10
1186.00,97.15
1185.00,97.17
1184.00,97.16
1183.00,97.12
1182.00,97.08
1181.00,97.07
1180.00,97.05
1179.00,97.01
1178.00,96.92
1177.00,96.80
1176.00,96.64
1175.00,96.48
1174.00,96.32
1173.00,96.17
1172.00,96.01
1171.00,95.84
1170.00,95.64
1169.00,95.41
1168.00,95.13
1167.00,94.83
1166.00,94.51
1165.00,94.18
1164.00,93.86
1163.00,93.55
1162.00,93.23
1161.00,92.92
1160.00,92.65
1159.00,92.42
1158.00,92.25
1157.00,92.15
1156.00,92.10
1155.00,92.11
1154.00,92.16
1153.00,92.25
1152.00,92.36
1151.00,92.49
1150.00,92.64
1149.00,92.79
1148.00,92.95
1147.00,93.12
1146.00,93.29
1145.00,93.46
1144.00,93.61
1143.00,93.74
1142.00,93.82
1141.00,93.87
1140.00,93.89
1139.00,93.88
1138.00,93.86
1137.00,93.80
1136.00,93.70
1135.00,93.58
1134.00,93.45
1133.00,93.30
1132.00,93.15
1131.00,92.98
1130.00,92.79
1129.00,92.57
1128.00,92.35
1127.00,92.14
1126.00,91.93
1125.00,91.72
1124.00,91.50
1123.00,91.28
1122.00,91.06
1121.00,90.84
1120.00,90.63
1119.00,90.44
1118.00,90.26
1117.00,90.08
1116.00,89.89
1115.00,89.69
1114.00,89.49
1113.00,89.29
1112.00,89.10
1111.00,88.94
1110.00,88.83
1109.00,88.75
1108.00,88.69
1107.00,88.63
1106.00,88.56
1105.00,88.48
1104.00,88.36
1103.00,88.22
1102.00,88.04
1101.00,87.83
1100.00,87.61
1099.00,87.38
1098.00,87.18
1097.00,87.00
1096.00,86.86
1095.00,86.74
1094.00,86.66
1093.00,86.58
1092.00,86.49
1091.00,86.39
1090.00,86.30
1089.00,86.20
1088.00,86.08
1087.00,85.93
1086.00,85.75
1085.00,85.58
1084.00,85.42
1083.00,85.27
1082.00,85.13
1081.00,84.96
1080.00,84.77
1079.00,84.54
1078.00,84.30
1077.00,84.03
1076.00,83.78
1075.00,83.56
1074.00,83.40
1073.00,83.25
1072.00,83.10
1071.00,82.94
1070.00,82.75
1069.00,82.54
1068.00,82.29
1067.00,82.00
1066.00,81.69
1065.00,81.35
1064.00,81.01
1063.00,80.69
1062.00,80.39
1061.00,80.11
1060.00,79.86
1059.00,79.67
1058.00,79.51
1057.00,79.39
1056.00,79.29
1055.00,79.22
1054.00,79.19
1053.00,79.15
1052.00,79.11
1051.00,79.07
1050.00,79.05
1049.00,79.02
1048.00,78.98
1047.00,78.94
1046.00,78.89
1045.00,78.83
1044.00,78.78
1043.00,78.76
1042.00,78.77
1041.00,78.79
1040.00,78.79
1039.00,78.77
1038.00,78.74
1037.00,78.68
1036.00,78.60
1035.00,78.52
1034.00,78.44
1033.00,78.33
1032.00,78.19
1031.00,78.02
1030.00,77.84
1029.00,77.65
1028.00,77.46
1027.00,77.27
1026.00,77.09
1025.00,76.92
1024.00,76.77
1023.00,76.64
1022.00,76.54
1021.00,76.46
1020.00,76.39
1019.00,76.34
1018.00,76.30
1017.00,76.27
1016.00,76.26
1015.00,76.30
1014.00,76.39
1013.00,76.52
1012.00,76.69
1011.00,76.87
1010.00,77.06
1009.00,77.23
1008.00,77.38
1007.00,77.55
1006.00,77.72
1005.00,77.87
1004.00,77.99
1003.00,78.04
1002.00,78.03
1001.00,77.92
1000.00,77.74
999.00,77.52
998.00,77.29
997.00,77.06
996.00,76.86
995.00,76.71
994.00,76.63
993.00,76.59
992.00,76.60
991.00,76.67
990.00,76.80
989.00,76.98
988.00,77.21
987.00,77.50
986.00,77.82
985.00,78.17
984.00,78.54
983.00,78.91
982.00,79.30
981.00,79.69
980.00,80.08
979.00,80.47
978.00,80.85
977.00,81.20
976.00,81.50
975.00,81.77
974.00,82.02
973.00,82.24
972.00,82.44
971.00,82.63
970.00,82.81
969.00,82.96
968.00,83.08
967.00,83.19
966.00,83.30
965.00,83.43
964.00,83.55
963.00,83.69
962.00,83.83
961.00,83.98
960.00,84.14
959.00,84.31
958.00,84.49
957.00,84.69
956.00,84.88
955.00,85.08
954.00,85.30
953.00,85.51
952.00,85.73
951.00,85.95
950.00,86.16
949.00,86.34
948.00,86.51
947.00,86.68
946.00,86.84
945.00,86.99
944.00,87.12
943.00,87.25
942.00,87.38
941.00,87.53
940.00,87.67
939.00,87.79
938.00,87.89
937.00,87.96
936.00,88.03
935.00,88.11
934.00,88.22
933.00,88.33
932.00,88.42
931.00,88.50
930.00,88.59
929.00,88.67
928.00,88.76
927.00,88.84
926.00,88.93
925.00,89.04
924.00,89.15
923.00,89.25
922.00,89.34
921.00,89.43
920.00,89.51
919.00,89.61
918.00,89.68
917.00,89.72
916.00,89.73
915.00,89.73
914.00,89.75
913.00,89.77
912.00,89.79
911.00,89.80
910.00,89.80
909.00,89.76
908.00,89.67
907.00,89.55
906.00,89.42
905.00,89.29
904.00,89.15
903.00,89.00
902.00,88.85
901.00,88.67
900.00,88.47
899.00,88.26
898.00,88.04
897.00,87.84
896.00,87.68
