Created as New Dataset,121 Hercules Inc.
cm-1,%T
2457.00,98.73
2456.00,98.71
2455.00,98.68
2454.00,98.66
2453.00,98.67
2452.00,98.69
2451.00,98.71
2450.00,98.72
2449.00,98.72
2448.00,98.71
2447.00,98.69
2446.00,98.68
2445.00,98.68
2444.00,98.68
2443.00,98.67
2442.00,98.67
2441.00,98.68
2440.00,98.70
2439.00,98.72
2438.00,98.72
2437.00,98.72
2436.00,98.71
2435.00,98.71
2434.00,98.71
2433.00,98.72
2432.00,98.72
2431.00,98.73
2430.00,98.74
2429.00,98.74
2428.00,98.73
2427.00,98.72
2426.00,98.70
2425.00,98.71
2424.00,98.72
2423.00,98.73
2422.00,98.73
2421.00,98.73
2420.00,98.73
2419.00,98.73
2418.00,98.73
2417.00,98.74
2416.00,98.75
2415.00,98.77
2414.00,98.78
2413.00,98.78
2412.00,98.78
2411.00,98.78
2410.00,98.79
2409.00,98.80
2408.00,98.82
2407.00,98.83
2406.00,98.84
2405.00,98.85
2404.00,98.86
2403.00,98.88
2402.00,98.90
2401.00,98.94
2400.00,98.96
2399.00,98.97
2398.00,98.95
2397.00,98.92
2396.00,98.90
2395.00,98.91
2394.00,98.92
2393.00,98.95
2392.00,98.97
2391.00,98.98
2390.00,98.99
2389.00,98.99
2388.00,98.98
2387.00,98.97
2386.00,98.97
2385.00,98.98
2384.00,98.98
2383.00,98.99
2382.00,98.99
2381.00,99.00
2380.00,99.02
2379.00,99.03
2378.00,99.05
2377.00,99.08
2376.00,99.14
2375.00,99.20
2374.00,99.23
2373.00,99.21
2372.00,99.15
2371.00,99.08
2370.00,99.03
2369.00,99.02
2368.00,99.06
2367.00,99.13
2366.00,99.18
2365.00,99.17
2364.00,99.11
2363.00,99.02
2362.00,98.94
2361.00,98.91
2360.00,98.94
2359.00,98.99
2358.00,99.05
2357.00,99.10
2356.00,99.13
2355.00,99.16
2354.00,99.16
2353.00,99.13
2352.00,99.11
2351.00,99.12
2350.00,99.17
2349.00,99.24
2348.00,99.31
2347.00,99.34
2346.00,99.32
2345.00,99.24
2344.00,99.14
2343.00,99.06
2342.00,99.03
2341.00,99.05
2340.00,99.08
2339.00,99.11
2338.00,99.14
2337.00,99.17
2336.00,99.18
2335.00,99.15
2334.00,99.09
2333.00,99.03
2332.00,99.01
2331.00,99.01
2330.00,99.01
2329.00,98.97
2328.00,98.91
2327.00,98.85
2326.00,98.81
2325.00,98.79
2324.00,98.78
2323.00,98.79
2322.00,98.80
2321.00,98.81
2320.00,98.82
2319.00,98.84
2318.00,98.85
2317.00,98.85
2316.00,98.84
2315.00,98.81
2314.00,98.78
2313.00,98.74
2312.00,98.72
2311.00,98.70
2310.00,98.68
2309.00,98.66
2308.00,98.64
2307.00,98.63
2306.00,98.62
2305.00,98.62
2304.00,98.60
2303.00,98.59
2302.00,98.59
2301.00,98.60
2300.00,98.60
2299.00,98.58
2298.00,98.53
2297.00,98.49
2296.00,98.45
2295.00,98.41
2294.00,98.38
2293.00,98.36
2292.00,98.34
2291.00,98.33
2290.00,98.31
2289.00,98.28
2288.00,98.25
2287.00,98.23
2286.00,98.23
2285.00,98.24
2284.00,98.25
2283.00,98.24
2282.00,98.22
2281.00,98.19
2280.00,98.15
2279.00,98.12
2278.00,98.10
2277.00,98.07
2276.00,98.03
2275.00,98.00
2274.00,97.97
2273.00,97.96
2272.00,97.95
2271.00,97.96
2270.00,97.99
2269.00,98.01
2268.00,98.03
2267.00,98.03
2266.00,98.01
2265.00,97.98
2264.00,97.95
2263.00,97.91
2262.00,97.87
2261.00,97.82
2260.00,97.76
2259.00,97.71
2258.00,97.68
2257.00,97.69
2256.00,97.74
2255.00,97.78
2254.00,97.79
2253.00,97.76
2252.00,97.70
2251.00,97.65
2250.00,97.61
2249.00,97.60
2248.00,97.61
2247.00,97.61
2246.00,97.59
2245.00,97.55
2244.00,97.51
2243.00,97.49
2242.00,97.50
2241.00,97.52
2240.00,97.53
2239.00,97.53
2238.00,97.51
2237.00,97.49
2236.00,97.49
2235.00,97.48
2234.00,97.48
2233.00,97.47
2232.00,97.47
2231.00,97.48
2230.00,97.48
2229.00,97.45
2228.00,97.40
2227.00,97.35
2226.00,97.32
2225.00,97.30
2224.00,97.30
2223.00,97.29
2222.00,97.30
2221.00,97.32
2220.00,97.33
2219.00,97.33
2218.00,97.29
2217.00,97.24
2216.00,97.18
2215.00,97.12
2214.00,97.06
2213.00,97.02
2212.00,97.02
2211.00,97.04
2210.00,97.05
2209.00,97.04
2208.00,97.03
2207.00,97.02
2206.00,97.01
2205.00,97.00
2204.00,97.00
2203.00,97.00
2202.00,96.99
2201.00,96.96
2200.00,96.91
2199.00,96.86
2198.00,96.82
2197.00,96.78
2196.00,96.75
2195.00,96.75
2194.00,96.76
2193.00,96.76
2192.00,96.74
2191.00,96.69
2190.00,96.63
2189.00,96.58
2188.00,96.55
2187.00,96.53
2186.00,96.52
2185.00,96.50
2184.00,96.48
2183.00,96.46
2182.00,96.45
2181.00,96.45
2180.00,96.44
2179.00,96.43
2178.00,96.44
2177.00,96.47
2176.00,96.53
2175.00,96.56
2174.00,96.55
2173.00,96.51
2172.00,96.46
2171.00,96.43
2170.00,96.41
2169.00,96.36
2168.00,96.27
2167.00,96.15
2166.00,96.00
2165.00,95.87
2164.00,95.73
2163.00,95.62
2162.00,95.54
2161.00,95.56
2160.00,95.71
2159.00,95.96
2158.00,96.22
2157.00,96.43
2156.00,96.57
2155.00,96.65
2154.00,96.71
2153.00,96.76
2152.00,96.77
2151.00,96.78
2150.00,96.78
2149.00,96.81
2148.00,96.87
2147.00,96.94
2146.00,97.02
2145.00,97.07
2144.00,97.13
2143.00,97.19
2142.00,97.25
2141.00,97.29
2140.00,97.31
2139.00,97.33
2138.00,97.37
2137.00,97.42
2136.00,97.49
2135.00,97.58
2134.00,97.68
2133.00,97.78
2132.00,97.85
2131.00,97.86
2130.00,97.84
2129.00,97.80
2128.00,97.79
2127.00,97.80
2126.00,97.83
2125.00,97.88
2124.00,97.91
2123.00,97.92
2122.00,97.92
2121.00,97.91
2120.00,97.87
2119.00,97.84
2118.00,97.82
2117.00,97.82
2116.00,97.82
2115.00,97.81
2114.00,97.78
2113.00,97.76
2112.00,97.77
2111.00,97.78
2110.00,97.81
2109.00,97.84
2108.00,97.84
2107.00,97.81
2106.00,97.77
2105.00,97.75
2104.00,97.76
2103.00,97.80
2102.00,97.83
2101.00,97.82
2100.00,97.80
2099.00,97.78
2098.00,97.79
2097.00,97.81
2096.00,97.85
2095.00,97.89
2094.00,97.92
2093.00,97.93
2092.00,97.92
2091.00,97.90
2090.00,97.86
2089.00,97.82
2088.00,97.78
2087.00,97.75
2086.00,97.72
2085.00,97.69
2084.00,97.65
2083.00,97.63
2082.00,97.64
2081.00,97.68
2080.00,97.71
2079.00,97.72
2078.00,97.71
2077.00,97.68
2076.00,97.65
2075.00,97.64
2074.00,97.63
2073.00,97.61
2072.00,97.59
2071.00,97.56
2070.00,97.54
2069.00,97.53
2068.00,97.52
2067.00,97.52
2066.00,97.52
2065.00,97.52
2064.00,97.51
2063.00,97.51
2062.00,97.51
2061.00,97.52
2060.00,97.53
2059.00,97.54
2058.00,97.54
2057.00,97.52
2056.00,97.47
2055.00,97.40
2054.00,97.31
2053.00,97.18
2052.00,97.05
2051.00,96.93
2050.00,96.86
2049.00,96.86
2048.00,96.88
2047.00,96.87
2046.00,96.83
2045.00,96.78
2044.00,96.76
2043.00,96.73
2042.00,96.68
2041.00,96.62
2040.00,96.56
2039.00,96.52
2038.00,96.49
2037.00,96.46
2036.00,96.45
2035.00,96.45
2034.00,96.47
2033.00,96.49
2032.00,96.49
2031.00,96.48
2030.00,96.48
2029.00,96.46
2028.00,96.43
2027.00,96.39
2026.00,96.37
2025.00,96.39
2024.00,96.43
2023.00,96.49
2022.00,96.56
2021.00,96.62
2020.00,96.68
2019.00,96.71
2018.00,96.71
2017.00,96.67
2016.00,96.58
2015.00,96.49
2014.00,96.44
2013.00,96.43
2012.00,96.43
2011.00,96.43
2010.00,96.45
2009.00,96.51
2008.00,96.61
2007.00,96.70
2006.00,96.76
2005.00,96.82
2004.00,96.88
2003.00,96.94
2002.00,96.97
2001.00,96.96
2000.00,96.93
1999.00,96.88
1998.00,96.84
1997.00,96.82
1996.00,96.80
1995.00,96.79
1994.00,96.79
1993.00,96.78
1992.00,96.77
1991.00,96.75
1990.00,96.73
1989.00,96.71
1988.00,96.69
1987.00,96.67
1986.00,96.66
1985.00,96.66
1984.00,96.66
1983.00,96.64
1982.00,96.56
1981.00,96.47
1980.00,96.39
1979.00,96.37
1978.00,96.40
1977.00,96.46
1976.00,96.50
1975.00,96.52
1974.00,96.51
1973.00,96.49
1972.00,96.48
1971.00,96.52
1970.00,96.61
1969.00,96.72
1968.00,96.78
1967.00,96.79
1966.00,96.78
1965.00,96.81
1964.00,96.88
1963.00,96.97
1962.00,97.05
1961.00,97.11
1960.00,97.16
1959.00,97.22
1958.00,97.29
1957.00,97.34
1956.00,97.36
1955.00,97.34
1954.00,97.34
1953.00,97.37
1952.00,97.43
1951.00,97.47
1950.00,97.48
1949.00,97.49
1948.00,97.51
1947.00,97.56
1946.00,97.60
1945.00,97.62
1944.00,97.61
1943.00,97.57
1942.00,97.55
1941.00,97.56
1940.00,97.64
1939.00,97.74
1938.00,97.81
1937.00,97.84
1936.00,97.81
1935.00,97.77
1934.00,97.76
1933.00,97.79
1932.00,97.84
1931.00,97.90
1930.00,97.95
1929.00,97.99
1928.00,98.01
1927.00,98.00
1926.00,97.95
1925.00,97.90
1924.00,97.88
1923.00,97.91
1922.00,97.97
1921.00,98.02
1920.00,98.04
1919.00,98.06
1918.00,98.08
1917.00,98.11
1916.00,98.13
1915.00,98.14
1914.00,98.15
1913.00,98.15
1912.00,98.16
1911.00,98.17
1910.00,98.21
1909.00,98.24
1908.00,98.26
1907.00,98.26
1906.00,98.26
1905.00,98.26
1904.00,98.26
1903.00,98.27
1902.00,98.28
1901.00,98.30
1900.00,98.33
1899.00,98.35
1898.00,98.35
1897.00,98.36
1896.00,98.35
1895.00,98.34
1894.00,98.33
1893.00,98.32
1892.00,98.34
1891.00,98.37
1890.00,98.39
1889.00,98.39
1888.00,98.37
1887.00,98.36
1886.00,98.35
1885.00,98.36
1884.00,98.38
1883.00,98.40
1882.00,98.42
1881.00,98.43
1880.00,98.43
1879.00,98.42
1878.00,98.41
1877.00,98.41
1876.00,98.42
1875.00,98.42
1874.00,98.43
1873.00,98.43
1872.00,98.45
1871.00,98.48
1870.00,98.50
1869.00,98.51
1868.00,98.50
1867.00,98.49
1866.00,98.48
1865.00,98.48
1864.00,98.50
1863.00,98.53
1862.00,98.54
1861.00,98.54
1860.00,98.53
1859.00,98.54
1858.00,98.56
1857.00,98.58
1856.00,98.60
1855.00,98.60
1854.00,98.59
1853.00,98.58
1852.00,98.57
1851.00,98.58
1850.00,98.60
1849.00,98.61
1848.00,98.61
1847.00,98.61
1846.00,98.62
1845.00,98.63
1844.00,98.62
1843.00,98.61
1842.00,98.62
1841.00,98.62
1840.00,98.63
1839.00,98.63
1838.00,98.61
1837.00,98.60
1836.00,98.60
1835.00,98.60
1834.00,98.62
1833.00,98.64
1832.00,98.66
1831.00,98.67
1830.00,98.68
1829.00,98.68
1828.00,98.66
1827.00,98.64
1826.00,98.64
1825.00,98.65
1824.00,98.66
1823.00,98.67
1822.00,98.67
1821.00,98.67
1820.00,98.67
1819.00,98.69
1818.00,98.73
1817.00,98.77
1816.00,98.78
1815.00,98.78
1814.00,98.77
1813.00,98.76
1812.00,98.76
1811.00,98.77
1810.00,98.78
1809.00,98.78
1808.00,98.79
1807.00,98.79
1806.00,98.79
1805.00,98.79
1804.00,98.78
1803.00,98.78
1802.00,98.78
1801.00,98.79
1800.00,98.79
1799.00,98.79
1798.00,98.80
1797.00,98.81
1796.00,98.82
1795.00,98.82
1794.00,98.83
1793.00,98.85
1792.00,98.86
1791.00,98.86
1790.00,98.85
1789.00,98.84
1788.00,98.84
1787.00,98.84
1786.00,98.85
1785.00,98.85
1784.00,98.86
1783.00,98.87
1782.00,98.86
1781.00,98.86
1780.00,98.85
1779.00,98.85
1778.00,98.85
1777.00,98.85
1776.00,98.84
1775.00,98.83
1774.00,98.82
1773.00,98.83
1772.00,98.84
1771.00,98.84
1770.00,98.83
1769.00,98.81
1768.00,98.80
1767.00,98.79
1766.00,98.78
1765.00,98.77
1764.00,98.77
1763.00,98.77
1762.00,98.77
1761.00,98.77
1760.00,98.75
1759.00,98.73
1758.00,98.71
1757.00,98.70
1756.00,98.69
1755.00,98.68
1754.00,98.66
1753.00,98.64
1752.00,98.62
1751.00,98.61
1750.00,98.61
1749.00,98.59
1748.00,98.57
1747.00,98.53
1746.00,98.50
1745.00,98.47
1744.00,98.43
1743.00,98.39
1742.00,98.37
1741.00,98.35
1740.00,98.35
1739.00,98.35
1738.00,98.36
1737.00,98.36
1736.00,98.37
1735.00,98.39
1734.00,98.41
1733.00,98.42
1732.00,98.42
1731.00,98.43
1730.00,98.45
1729.00,98.47
1728.00,98.48
1727.00,98.49
1726.00,98.50
1725.00,98.52
1724.00,98.54
1723.00,98.54
1722.00,98.55
1721.00,98.56
1720.00,98.56
1719.00,98.56
1718.00,98.56
1717.00,98.54
1716.00,98.54
1715.00,98.54
1714.00,98.55
1713.00,98.55
1712.00,98.55
1711.00,98.55
1710.00,98.55
1709.00,98.55
1708.00,98.55
1707.00,98.55
1706.00,98.55
1705.00,98.54
1704.00,98.53
1703.00,98.53
1702.00,98.53
1701.00,98.53
1700.00,98.53
1699.00,98.53
1698.00,98.53
1697.00,98.52
1696.00,98.52
1695.00,98.52
1694.00,98.53
1693.00,98.53
1692.00,98.54
1691.00,98.55
1690.00,98.57
1689.00,98.58
1688.00,98.60
1687.00,98.62
1686.00,98.63
1685.00,98.63
1684.00,98.62
1683.00,98.60
1682.00,98.60
1681.00,98.61
1680.00,98.62
1679.00,98.61
1678.00,98.59
1677.00,98.57
1676.00,98.56
1675.00,98.55
1674.00,98.55
1673.00,98.55
1672.00,98.56
1671.00,98.56
1670.00,98.57
1669.00,98.56
1668.00,98.56
1667.00,98.56
1666.00,98.57
1665.00,98.58
1664.00,98.58
1663.00,98.58
1662.00,98.56
1661.00,98.53
1660.00,98.52
1659.00,98.51
1658.00,98.51
1657.00,98.52
1656.00,98.53
1655.00,98.53
1654.00,98.54
1653.00,98.56
1652.00,98.57
1651.00,98.56
1650.00,98.54
1649.00,98.52
1648.00,98.51
1647.00,98.51
1646.00,98.51
1645.00,98.51
1644.00,98.52
1643.00,98.53
1642.00,98.55
1641.00,98.57
1640.00,98.57
1639.00,98.57
1638.00,98.56
1637.00,98.55
1636.00,98.56
1635.00,98.57
1634.00,98.57
1633.00,98.57
1632.00,98.57
1631.00,98.57
1630.00,98.57
1629.00,98.57
1628.00,98.58
1627.00,98.59
1626.00,98.60
1625.00,98.60
1624.00,98.60
1623.00,98.60
1622.00,98.60
1621.00,98.59
1620.00,98.59
1619.00,98.58
1618.00,98.57
1617.00,98.56
1616.00,98.56
1615.00,98.57
1614.00,98.57
1613.00,98.57
1612.00,98.57
1611.00,98.57
1610.00,98.58
1609.00,98.59
1608.00,98.60
1607.00,98.60
1606.00,98.60
1605.00,98.60
1604.00,98.60
1603.00,98.61
1602.00,98.61
1601.00,98.61
1600.00,98.60
1599.00,98.59
1598.00,98.59
1597.00,98.59
1596.00,98.59
1595.00,98.59
1594.00,98.60
1593.00,98.61
1592.00,98.61
1591.00,98.61
1590.00,98.61
1589.00,98.61
1588.00,98.61
1587.00,98.62
1586.00,98.63
1585.00,98.63
1584.00,98.63
1583.00,98.62
1582.00,98.62
1581.00,98.62
1580.00,98.61
1579.00,98.60
1578.00,98.59
1577.00,98.58
1576.00,98.56
1575.00,98.53
1574.00,98.50
1573.00,98.48
1572.00,98.47
1571.00,98.46
1570.00,98.45
1569.00,98.45
1568.00,98.46
1567.00,98.46
1566.00,98.47
1565.00,98.47
1564.00,98.47
1563.00,98.46
1562.00,98.45
1561.00,98.43
1560.00,98.42
1559.00,98.43
1558.00,98.46
1557.00,98.48
1556.00,98.49
1555.00,98.48
1554.00,98.46
1553.00,98.44
1552.00,98.43
1551.00,98.43
1550.00,98.45
1549.00,98.44
1548.00,98.43
1547.00,98.41
1546.00,98.39
1545.00,98.37
1544.00,98.35
1543.00,98.35
1542.00,98.35
1541.00,98.36
1540.00,98.36
1539.00,98.35
1538.00,98.33
1537.00,98.30
1536.00,98.26
1535.00,98.24
1534.00,98.23
1533.00,98.23
1532.00,98.24
1531.00,98.26
1530.00,98.28
1529.00,98.30
1528.00,98.30
1527.00,98.31
1526.00,98.34
1525.00,98.38
1524.00,98.41
1523.00,98.43
1522.00,98.43
1521.00,98.42
1520.00,98.40
1519.00,98.40
1518.00,98.42
1517.00,98.44
1516.00,98.45
1515.00,98.45
1514.00,98.44
1513.00,98.42
1512.00,98.41
1511.00,98.41
1510.00,98.41
1509.00,98.40
1508.00,98.38
1507.00,98.37
1506.00,98.37
1505.00,98.36
1504.00,98.35
1503.00,98.33
1502.00,98.32
1501.00,98.30
1500.00,98.27
1499.00,98.25
1498.00,98.23
1497.00,98.18
1496.00,98.12
1495.00,98.07
1494.00,98.02
1493.00,97.99
1492.00,97.95
1491.00,97.90
1490.00,97.84
1489.00,97.75
1488.00,97.66
1487.00,97.59
1486.00,97.54
1485.00,97.47
1484.00,97.39
1483.00,97.31
1482.00,97.20
1481.00,97.06
1480.00,96.91
1479.00,96.75
1478.00,96.57
1477.00,96.34
1476.00,96.06
1475.00,95.73
1474.00,95.31
1473.00,94.71
1472.00,94.01
1471.00,93.30
1470.00,92.61
1469.00,91.89
1468.00,91.11
1467.00,90.28
1466.00,89.38
1465.00,88.44
1464.00,87.60
1463.00,86.96
1462.00,86.49
1461.00,86.13
1460.00,85.85
1459.00,85.63
1458.00,85.45
1457.00,85.28
1456.00,85.14
1455.00,85.08
1454.00,85.06
1453.00,85.11
1452.00,85.24
1451.00,85.51
1450.00,85.95
1449.00,86.62
1448.00,87.52
1447.00,88.56
1446.00,89.60
1445.00,90.56
1444.00,91.41
1443.00,92.12
1442.00,92.65
1441.00,93.02
1440.00,93.25
1439.00,93.36
1438.00,93.39
1437.00,93.40
1436.00,93.51
1435.00,93.76
1434.00,94.16
1433.00,94.66
1432.00,95.20
1431.00,95.69
1430.00,96.08
1429.00,96.38
1428.00,96.59
1427.00,96.74
1426.00,96.85
1425.00,96.96
1424.00,97.06
1423.00,97.13
1422.00,97.18
1421.00,97.23
1420.00,97.29
1419.00,97.33
1418.00,97.37
1417.00,97.41
1416.00,97.46
1415.00,97.48
1414.00,97.50
1413.00,97.51
1412.00,97.54
1411.00,97.55
1410.00,97.56
1409.00,97.57
1408.00,97.57
1407.00,97.56
1406.00,97.55
1405.00,97.55
1404.00,97.57
1403.00,97.57
1402.00,97.58
1401.00,97.57
1400.00,97.55
1399.00,97.51
1398.00,97.47
1397.00,97.43
1396.00,97.40
1395.00,97.33
1394.00,97.25
1393.00,97.17
1392.00,97.10
1391.00,97.01
1390.00,96.89
1389.00,96.72
1388.00,96.44
1387.00,96.00
1386.00,95.39
1385.00,94.59
1384.00,93.54
1383.00,92.13
1382.00,90.35
1381.00,88.22
1380.00,85.79
1379.00,83.26
1378.00,81.02
1377.00,79.50
1376.00,79.03
1375.00,79.74
1374.00,81.48
1373.00,83.76
1372.00,86.09
1371.00,88.21
1370.00,90.04
1369.00,91.53
1368.00,92.62
1367.00,93.34
1366.00,93.75
1365.00,93.95
1364.00,93.97
1363.00,93.87
1362.00,93.68
1361.00,93.45
1360.00,93.27
1359.00,93.20
1358.00,93.30
1357.00,93.57
1356.00,93.97
1355.00,94.42
1354.00,94.86
1353.00,95.24
1352.00,95.56
1351.00,95.81
1350.00,96.02
1349.00,96.20
1348.00,96.36
1347.00,96.51
1346.00,96.65
1345.00,96.78
1344.00,96.89
1343.00,96.99
1342.00,97.07
1341.00,97.13
1340.00,97.17
1339.00,97.19
1338.00,97.20
1337.00,97.20
1336.00,97.19
1335.00,97.16
1334.00,97.12
1333.00,97.06
1332.00,97.00
1331.00,96.94
1330.00,96.90
1329.00,96.88
1328.00,96.90
1327.00,96.94
1326.00,97.00
1325.00,97.07
1324.00,97.14
1323.00,97.22
1322.00,97.29
1321.00,97.36
1320.00,97.41
1319.00,97.45
1318.00,97.47
1317.00,97.48
1316.00,97.49
1315.00,97.49
1314.00,97.48
1313.00,97.47
1312.00,97.45
1311.00,97.40
1310.00,97.33
1309.00,97.22
1308.00,97.07
1307.00,96.89
1306.00,96.72
1305.00,96.61
1304.00,96.58
1303.00,96.63
1302.00,96.73
1301.00,96.83
1300.00,96.89
1299.00,96.93
1298.00,96.94
1297.00,96.95
1296.00,96.96
1295.00,96.98
1294.00,97.01
1293.00,97.06
1292.00,97.13
1291.00,97.20
1290.00,97.26
1289.00,97.31
1288.00,97.36
1287.00,97.39
1286.00,97.43
1285.00,97.46
1284.00,97.48
1283.00,97.51
1282.00,97.53
1281.00,97.55
1280.00,97.57
1279.00,97.59
1278.00,97.60
1277.00,97.60
1276.00,97.61
1275.00,97.62
1274.00,97.63
1273.00,97.64
1272.00,97.64
1271.00,97.65
1270.00,97.65
1269.00,97.65
1268.00,97.65
1267.00,97.63
1266.00,97.59
1265.00,97.54
1264.00,97.49
1263.00,97.44
1262.00,97.39
1261.00,97.31
1260.00,97.19
1259.00,97.05
1258.00,96.89
1257.00,96.75
1256.00,96.67
1255.00,96.66
1254.00,96.73
1253.00,96.85
1252.00,96.97
1251.00,97.08
1250.00,97.18
1249.00,97.25
1248.00,97.30
1247.00,97.33
1246.00,97.34
1245.00,97.36
1244.00,97.37
1243.00,97.39
1242.00,97.40
1241.00,97.41
1240.00,97.43
1239.00,97.45
1238.00,97.48
1237.00,97.51
1236.00,97.54
1235.00,97.55
1234.00,97.55
1233.00,97.54
1232.00,97.53
1231.00,97.53
1230.00,97.53
1229.00,97.53
1228.00,97.52
1227.00,97.50
1226.00,97.47
1225.00,97.44
1224.00,97.41
1223.00,97.37
1222.00,97.33
1221.00,97.29
1220.00,97.25
1219.00,97.24
1218.00,97.24
1217.00,97.27
1216.00,97.32
1215.00,97.37
1214.00,97.43
1213.00,97.48
1212.00,97.52
1211.00,97.55
1210.00,97.57
1209.00,97.59
1208.00,97.61
1207.00,97.62
1206.00,97.63
1205.00,97.64
1204.00,97.65
1203.00,97.66
1202.00,97.66
1201.00,97.67
1200.00,97.69
1199.00,97.71
1198.00,97.73
1197.00,97.75
1196.00,97.77
1195.00,97.77
1194.00,97.76
1193.00,97.75
1192.00,97.72
1191.00,97.70
1190.00,97.67
1189.00,97.64
1188.00,97.62
1187.00,97.62
1186.00,97.63
1185.00,97.63
1184.00,97.61
1183.00,97.57
1182.00,97.53
1181.00,97.48
1180.00,97.42
1179.00,97.33
1178.00,97.20
1177.00,97.03
1176.00,96.83
1175.00,96.58
1174.00,96.28
1173.00,95.93
1172.00,95.51
1171.00,95.05
1170.00,94.58
1169.00,94.18
1168.00,93.89
1167.00,93.76
1166.00,93.79
1165.00,93.94
1164.00,94.14
1163.00,94.37
1162.00,94.59
1161.00,94.78
1160.00,94.93
1159.00,95.03
1158.00,95.08
1157.00,95.11
1156.00,95.13
1155.00,95.16
1154.00,95.17
1153.00,95.17
1152.00,95.19
1151.00,95.22
1150.00,95.30
1149.00,95.39
1148.00,95.50
1147.00,95.60
1146.00,95.71
1145.00,95.81
1144.00,95.89
1143.00,95.96
1142.00,96.02
1141.00,96.08
1140.00,96.14
1139.00,96.19
1138.00,96.24
1137.00,96.27
1136.00,96.30
1135.00,96.32
1134.00,96.34
1133.00,96.36
1132.00,96.37
1131.00,96.38
1130.00,96.38
1129.00,96.38
1128.00,96.38
1127.00,96.39
1126.00,96.39
1125.00,96.39
1124.00,96.39
1123.00,96.38
1122.00,96.37
1121.00,96.36
1120.00,96.35
1119.00,96.34
1118.00,96.33
1117.00,96.32
1116.00,96.30
1115.00,96.29
1114.00,96.27
1113.00,96.25
1112.00,96.22
1111.00,96.18
1110.00,96.12
1109.00,96.06
1108.00,95.99
1107.00,95.92
1106.00,95.85
1105.00,95.76
1104.00,95.66
1103.00,95.59
1102.00,95.59
1101.00,95.65
1100.00,95.76
1099.00,95.88
1098.00,96.02
1097.00,96.14
1096.00,96.23
1095.00,96.31
1094.00,96.36
1093.00,96.41
1092.00,96.46
1091.00,96.52
1090.00,96.60
1089.00,96.69
1088.00,96.77
1087.00,96.83
1086.00,96.87
1085.00,96.90
1084.00,96.93
1083.00,96.96
1082.00,96.99
1081.00,97.00
1080.00,97.01
1079.00,97.02
1078.00,97.05
1077.00,97.09
1076.00,97.12
1075.00,97.14
1074.00,97.15
1073.00,97.15
1072.00,97.14
1071.00,97.13
1070.00,97.13
1069.00,97.14
1068.00,97.15
1067.00,97.16
1066.00,97.18
1065.00,97.20
1064.00,97.22
1063.00,97.23
1062.00,97.21
1061.00,97.19
1060.00,97.17
1059.00,97.15
1058.00,97.16
1057.00,97.19
1056.00,97.22
1055.00,97.26
1054.00,97.29
1053.00,97.33
1052.00,97.35
1051.00,97.34
1050.00,97.28
1049.00,97.18
1048.00,97.06
1047.00,96.96
1046.00,96.92
1045.00,96.95
1044.00,97.00
1043.00,97.05
1042.00,97.08
1041.00,97.10
1040.00,97.12
1039.00,97.15
1038.00,97.21
1037.00,97.26
1036.00,97.31
1035.00,97.33
1034.00,97.34
1033.00,97.37
1032.00,97.40
1031.00,97.44
1030.00,97.48
1029.00,97.49
1028.00,97.50
1027.00,97.49
1026.00,97.50
1025.00,97.52
1024.00,97.54
1023.00,97.54
1022.00,97.53
1021.00,97.52
1020.00,97.51
1019.00,97.50
1018.00,97.48
1017.00,97.46
1016.00,97.44
1015.00,97.41
1014.00,97.39
1013.00,97.37
1012.00,97.35
1011.00,97.34
1010.00,97.30
1009.00,97.23
1008.00,97.13
1007.00,97.01
1006.00,96.87
1005.00,96.68
1004.00,96.40
1003.00,95.99
1002.00,95.44
1001.00,94.79
1000.00,94.12
999.00,93.57
998.00,93.29
997.00,93.34
996.00,93.71
995.00,94.28
994.00,94.91
993.00,95.48
992.00,95.94
991.00,96.29
990.00,96.55
989.00,96.73
988.00,96.84
987.00,96.89
986.00,96.91
985.00,96.90
984.00,96.88
983.00,96.81
982.00,96.67
981.00,96.44
980.00,96.13
979.00,95.71
978.00,95.17
977.00,94.53
976.00,93.84
975.00,93.18
974.00,92.65
973.00,92.38
972.00,92.46
971.00,92.88
970.00,93.53
969.00,94.27
968.00,94.95
967.00,95.52
966.00,95.96
965.00,96.26
964.00,96.47
963.00,96.62
962.00,96.73
961.00,96.83
960.00,96.91
959.00,96.99
958.00,97.06
957.00,97.11
956.00,97.13
955.00,97.14
954.00,97.13
953.00,97.13
952.00,97.12
951.00,97.12
950.00,97.12
949.00,97.12
948.00,97.12
947.00,97.12
946.00,97.11
945.00,97.10
944.00,97.08
943.00,97.05
942.00,97.03
941.00,97.01
940.00,97.01
939.00,97.04
938.00,97.10
937.00,97.19
936.00,97.27
935.00,97.34
934.00,97.40
933.00,97.45
932.00,97.49
931.00,97.52
930.00,97.54
929.00,97.56
928.00,97.58
927.00,97.60
926.00,97.61
925.00,97.61
924.00,97.61
923.00,97.60
922.00,97.61
921.00,97.62
920.00,97.63
919.00,97.64
918.00,97.64
917.00,97.64
916.00,97.64
915.00,97.64
914.00,97.63
913.00,97.59
912.00,97.56
911.00,97.53
910.00,97.50
909.00,97.46
908.00,97.42
907.00,97.35
906.00,97.24
905.00,97.06
904.00,96.81
903.00,96.51
902.00,96.21
901.00,95.97
900.00,95.82
899.00,95.81
898.00,95.94
897.00,96.18
896.00,96.45
895.00,96.71
894.00,96.93
