Created as New Dataset,17.4 Tussah frrom India
cm-1,%T
2462.00,100.76
2461.00,100.76
2460.00,100.76
2459.00,100.76
2458.00,100.76
2457.00,100.76
2456.00,100.76
2455.00,100.76
2454.00,100.76
2453.00,100.75
2452.00,100.74
2451.00,100.74
2450.00,100.75
2449.00,100.76
2448.00,100.78
2447.00,100.79
2446.00,100.81
2445.00,100.83
2444.00,100.84
2443.00,100.84
2442.00,100.82
2441.00,100.79
2440.00,100.78
2439.00,100.78
2438.00,100.80
2437.00,100.82
2436.00,100.82
2435.00,100.81
2434.00,100.79
2433.00,100.78
2432.00,100.78
2431.00,100.78
2430.00,100.78
2429.00,100.79
2428.00,100.80
2427.00,100.81
2426.00,100.82
2425.00,100.82
2424.00,100.82
2423.00,100.82
2422.00,100.82
2421.00,100.82
2420.00,100.82
2419.00,100.82
2418.00,100.82
2417.00,100.81
2416.00,100.82
2415.00,100.82
2414.00,100.83
2413.00,100.84
2412.00,100.85
2411.00,100.85
2410.00,100.86
2409.00,100.86
2408.00,100.85
2407.00,100.84
2406.00,100.83
2405.00,100.83
2404.00,100.83
2403.00,100.84
2402.00,100.85
2401.00,100.86
2400.00,100.89
2399.00,100.91
2398.00,100.91
2397.00,100.89
2396.00,100.88
2395.00,100.88
2394.00,100.90
2393.00,100.92
2392.00,100.92
2391.00,100.92
2390.00,100.92
2389.00,100.93
2388.00,100.95
2387.00,100.96
2386.00,100.97
2385.00,100.96
2384.00,100.95
2383.00,100.94
2382.00,100.93
2381.00,100.94
2380.00,100.94
2379.00,100.94
2378.00,100.94
2377.00,100.96
2376.00,100.99
2375.00,101.03
2374.00,101.05
2373.00,101.03
2372.00,100.98
2371.00,100.93
2370.00,100.91
2369.00,100.96
2368.00,101.06
2367.00,101.20
2366.00,101.28
2365.00,101.27
2364.00,101.19
2363.00,101.09
2362.00,101.01
2361.00,100.97
2360.00,100.96
2359.00,100.96
2358.00,100.99
2357.00,101.00
2356.00,101.00
2355.00,101.00
2354.00,101.02
2353.00,101.04
2352.00,101.05
2351.00,101.04
2350.00,101.02
2349.00,101.02
2348.00,101.03
2347.00,101.06
2346.00,101.07
2345.00,101.06
2344.00,101.06
2343.00,101.04
2342.00,101.02
2341.00,100.98
2340.00,100.95
2339.00,100.93
2338.00,100.91
2337.00,100.89
2336.00,100.89
2335.00,100.89
2334.00,100.91
2333.00,100.96
2332.00,101.00
2331.00,101.03
2330.00,101.01
2329.00,100.97
2328.00,100.95
2327.00,100.93
2326.00,100.90
2325.00,100.83
2324.00,100.75
2323.00,100.70
2322.00,100.70
2321.00,100.73
2320.00,100.78
2319.00,100.80
2318.00,100.81
2317.00,100.78
2316.00,100.76
2315.00,100.74
2314.00,100.74
2313.00,100.76
2312.00,100.76
2311.00,100.74
2310.00,100.72
2309.00,100.70
2308.00,100.70
2307.00,100.70
2306.00,100.69
2305.00,100.67
2304.00,100.68
2303.00,100.68
2302.00,100.68
2301.00,100.67
2300.00,100.65
2299.00,100.64
2298.00,100.63
2297.00,100.61
2296.00,100.59
2295.00,100.57
2294.00,100.55
2293.00,100.52
2292.00,100.50
2291.00,100.48
2290.00,100.47
2289.00,100.48
2288.00,100.49
2287.00,100.51
2286.00,100.51
2285.00,100.50
2284.00,100.49
2283.00,100.48
2282.00,100.47
2281.00,100.47
2280.00,100.48
2279.00,100.49
2278.00,100.51
2277.00,100.51
2276.00,100.50
2275.00,100.49
2274.00,100.49
2273.00,100.48
2272.00,100.46
2271.00,100.44
2270.00,100.42
2269.00,100.40
2268.00,100.39
2267.00,100.38
2266.00,100.37
2265.00,100.37
2264.00,100.37
2263.00,100.37
2262.00,100.37
2261.00,100.38
2260.00,100.38
2259.00,100.38
2258.00,100.38
2257.00,100.36
2256.00,100.35
2255.00,100.32
2254.00,100.31
2253.00,100.30
2252.00,100.30
2251.00,100.32
2250.00,100.32
2249.00,100.29
2248.00,100.26
2247.00,100.24
2246.00,100.25
2245.00,100.28
2244.00,100.28
2243.00,100.26
2242.00,100.24
2241.00,100.23
2240.00,100.23
2239.00,100.23
2238.00,100.21
2237.00,100.20
2236.00,100.21
2235.00,100.24
2234.00,100.25
2233.00,100.22
2232.00,100.18
2231.00,100.16
2230.00,100.17
2229.00,100.18
2228.00,100.20
2227.00,100.21
2226.00,100.21
2225.00,100.19
2224.00,100.17
2223.00,100.17
2222.00,100.18
2221.00,100.16
2220.00,100.13
2219.00,100.10
2218.00,100.08
2217.00,100.09
2216.00,100.10
2215.00,100.12
2214.00,100.12
2213.00,100.10
2212.00,100.05
2211.00,100.00
2210.00,99.96
2209.00,99.94
2208.00,99.96
2207.00,99.99
2206.00,100.01
2205.00,100.00
2204.00,99.99
2203.00,100.00
2202.00,100.02
2201.00,100.04
2200.00,100.06
2199.00,100.07
2198.00,100.05
2197.00,99.99
2196.00,99.94
2195.00,99.92
2194.00,99.94
2193.00,99.97
2192.00,99.95
2191.00,99.87
2190.00,99.78
2189.00,99.71
2188.00,99.69
2187.00,99.68
2186.00,99.68
2185.00,99.67
2184.00,99.69
2183.00,99.77
2182.00,99.85
2181.00,99.90
2180.00,99.88
2179.00,99.80
2178.00,99.73
2177.00,99.72
2176.00,99.75
2175.00,99.81
2174.00,99.86
2173.00,99.88
2172.00,99.89
2171.00,99.87
2170.00,99.83
2169.00,99.75
2168.00,99.65
2167.00,99.58
2166.00,99.52
2165.00,99.48
2164.00,99.45
2163.00,99.40
2162.00,99.34
2161.00,99.29
2160.00,99.32
2159.00,99.45
2158.00,99.63
2157.00,99.81
2156.00,99.93
2155.00,99.98
2154.00,99.96
2153.00,99.90
2152.00,99.85
2151.00,99.83
2150.00,99.84
2149.00,99.89
2148.00,99.96
2147.00,100.04
2146.00,100.09
2145.00,100.11
2144.00,100.10
2143.00,100.09
2142.00,100.09
2141.00,100.10
2140.00,100.13
2139.00,100.20
2138.00,100.25
2137.00,100.28
2136.00,100.29
2135.00,100.28
2134.00,100.28
2133.00,100.29
2132.00,100.29
2131.00,100.31
2130.00,100.33
2129.00,100.37
2128.00,100.42
2127.00,100.44
2126.00,100.45
2125.00,100.44
2124.00,100.44
2123.00,100.45
2122.00,100.46
2121.00,100.46
2120.00,100.45
2119.00,100.45
2118.00,100.44
2117.00,100.43
2116.00,100.42
2115.00,100.41
2114.00,100.41
2113.00,100.40
2112.00,100.38
2111.00,100.37
2110.00,100.37
2109.00,100.37
2108.00,100.37
2107.00,100.39
2106.00,100.40
2105.00,100.40
2104.00,100.38
2103.00,100.34
2102.00,100.31
2101.00,100.29
2100.00,100.29
2099.00,100.30
2098.00,100.30
2097.00,100.30
2096.00,100.32
2095.00,100.37
2094.00,100.42
2093.00,100.43
2092.00,100.42
2091.00,100.41
2090.00,100.40
2089.00,100.40
2088.00,100.40
2087.00,100.40
2086.00,100.39
2085.00,100.36
2084.00,100.34
2083.00,100.33
2082.00,100.34
2081.00,100.34
2080.00,100.33
2079.00,100.32
2078.00,100.29
2077.00,100.25
2076.00,100.23
2075.00,100.22
2074.00,100.22
2073.00,100.21
2072.00,100.20
2071.00,100.22
2070.00,100.26
2069.00,100.27
2068.00,100.27
2067.00,100.28
2066.00,100.31
2065.00,100.34
2064.00,100.33
2063.00,100.29
2062.00,100.23
2061.00,100.17
2060.00,100.15
2059.00,100.16
2058.00,100.21
2057.00,100.24
2056.00,100.23
2055.00,100.19
2054.00,100.14
2053.00,100.09
2052.00,100.05
2051.00,100.05
2050.00,100.08
2049.00,100.10
2048.00,100.09
2047.00,100.04
2046.00,100.00
2045.00,99.97
2044.00,99.97
2043.00,99.99
2042.00,99.99
2041.00,99.96
2040.00,99.91
2039.00,99.83
2038.00,99.75
2037.00,99.69
2036.00,99.67
2035.00,99.70
2034.00,99.75
2033.00,99.77
2032.00,99.75
2031.00,99.72
2030.00,99.69
2029.00,99.67
2028.00,99.68
2027.00,99.72
2026.00,99.75
2025.00,99.75
2024.00,99.71
2023.00,99.67
2022.00,99.68
2021.00,99.72
2020.00,99.74
2019.00,99.75
2018.00,99.77
2017.00,99.81
2016.00,99.88
2015.00,99.95
2014.00,99.98
2013.00,99.95
2012.00,99.90
2011.00,99.86
2010.00,99.85
2009.00,99.87
2008.00,99.91
2007.00,99.97
2006.00,100.05
2005.00,100.10
2004.00,100.09
2003.00,100.03
2002.00,99.99
2001.00,99.97
2000.00,100.00
1999.00,100.04
1998.00,100.08
1997.00,100.11
1996.00,100.11
1995.00,100.10
1994.00,100.07
1993.00,100.05
1992.00,100.03
1991.00,100.04
1990.00,100.08
1989.00,100.11
1988.00,100.11
1987.00,100.07
1986.00,100.01
1985.00,99.98
1984.00,99.98
1983.00,99.97
1982.00,99.91
1981.00,99.82
1980.00,99.75
1979.00,99.73
1978.00,99.78
1977.00,99.84
1976.00,99.88
1975.00,99.89
1974.00,99.89
1973.00,99.88
1972.00,99.92
1971.00,99.99
1970.00,100.09
1969.00,100.16
1968.00,100.18
1967.00,100.15
1966.00,100.07
1965.00,99.96
1964.00,99.89
1963.00,99.89
1962.00,99.98
1961.00,100.10
1960.00,100.19
1959.00,100.23
1958.00,100.22
1957.00,100.20
1956.00,100.20
1955.00,100.23
1954.00,100.27
1953.00,100.29
1952.00,100.31
1951.00,100.37
1950.00,100.43
1949.00,100.48
1948.00,100.50
1947.00,100.50
1946.00,100.49
1945.00,100.50
1944.00,100.52
1943.00,100.53
1942.00,100.55
1941.00,100.55
1940.00,100.55
1939.00,100.56
1938.00,100.56
1937.00,100.57
1936.00,100.57
1935.00,100.59
1934.00,100.62
1933.00,100.65
1932.00,100.67
1931.00,100.68
1930.00,100.66
1929.00,100.63
1928.00,100.61
1927.00,100.61
1926.00,100.61
1925.00,100.61
1924.00,100.62
1923.00,100.67
1922.00,100.74
1921.00,100.78
1920.00,100.79
1919.00,100.79
1918.00,100.78
1917.00,100.76
1916.00,100.74
1915.00,100.75
1914.00,100.78
1913.00,100.79
1912.00,100.79
1911.00,100.79
1910.00,100.80
1909.00,100.80
1908.00,100.80
1907.00,100.79
1906.00,100.79
1905.00,100.78
1904.00,100.77
1903.00,100.77
1902.00,100.80
1901.00,100.84
1900.00,100.88
1899.00,100.90
1898.00,100.90
1897.00,100.87
1896.00,100.84
1895.00,100.83
1894.00,100.83
1893.00,100.84
1892.00,100.85
1891.00,100.86
1890.00,100.87
1889.00,100.87
1888.00,100.87
1887.00,100.89
1886.00,100.90
1885.00,100.90
1884.00,100.90
1883.00,100.89
1882.00,100.89
1881.00,100.90
1880.00,100.91
1879.00,100.92
1878.00,100.92
1877.00,100.92
1876.00,100.92
1875.00,100.93
1874.00,100.94
1873.00,100.94
1872.00,100.93
1871.00,100.91
1870.00,100.87
1869.00,100.83
1868.00,100.81
1867.00,100.82
1866.00,100.87
1865.00,100.91
1864.00,100.95
1863.00,100.98
1862.00,100.98
1861.00,100.97
1860.00,100.96
1859.00,100.96
1858.00,100.97
1857.00,100.98
1856.00,100.99
1855.00,100.99
1854.00,101.00
1853.00,101.01
1852.00,101.02
1851.00,101.03
1850.00,101.02
1849.00,101.01
1848.00,100.99
1847.00,100.97
1846.00,100.96
1845.00,100.93
1844.00,100.92
1843.00,100.94
1842.00,100.98
1841.00,101.02
1840.00,101.05
1839.00,101.05
1838.00,101.04
1837.00,101.01
1836.00,101.00
1835.00,101.00
1834.00,101.02
1833.00,101.03
1832.00,101.03
1831.00,101.03
1830.00,101.02
1829.00,101.00
1828.00,101.00
1827.00,101.03
1826.00,101.06
1825.00,101.08
1824.00,101.08
1823.00,101.06
1822.00,101.05
1821.00,101.05
1820.00,101.06
1819.00,101.09
1818.00,101.12
1817.00,101.13
1816.00,101.13
1815.00,101.12
1814.00,101.12
1813.00,101.12
1812.00,101.13
1811.00,101.13
1810.00,101.13
1809.00,101.13
1808.00,101.13
1807.00,101.14
1806.00,101.14
1805.00,101.14
1804.00,101.14
1803.00,101.15
1802.00,101.18
1801.00,101.18
1800.00,101.16
1799.00,101.13
1798.00,101.11
1797.00,101.11
1796.00,101.12
1795.00,101.12
1794.00,101.12
1793.00,101.10
1792.00,101.07
1791.00,101.06
1790.00,101.06
1789.00,101.08
1788.00,101.10
1787.00,101.13
1786.00,101.14
1785.00,101.15
1784.00,101.16
1783.00,101.17
1782.00,101.18
1781.00,101.19
1780.00,101.18
1779.00,101.15
1778.00,101.13
1777.00,101.11
1776.00,101.08
1775.00,101.06
1774.00,101.03
1773.00,100.99
1772.00,100.95
1771.00,100.94
1770.00,100.99
1769.00,101.05
1768.00,101.10
1767.00,101.11
1766.00,101.10
1765.00,101.08
1764.00,101.07
1763.00,101.07
1762.00,101.06
1761.00,101.03
1760.00,101.00
1759.00,101.00
1758.00,101.01
1757.00,101.01
1756.00,100.99
1755.00,100.96
1754.00,100.96
1753.00,100.96
1752.00,100.96
1751.00,100.95
1750.00,100.93
1749.00,100.89
1748.00,100.84
1747.00,100.81
1746.00,100.81
1745.00,100.81
1744.00,100.81
1743.00,100.81
1742.00,100.81
1741.00,100.80
1740.00,100.78
1739.00,100.76
1738.00,100.74
1737.00,100.73
1736.00,100.70
1735.00,100.66
1734.00,100.62
1733.00,100.61
1732.00,100.63
1731.00,100.69
1730.00,100.75
1729.00,100.77
1728.00,100.77
1727.00,100.75
1726.00,100.73
1725.00,100.70
1724.00,100.68
1723.00,100.66
1722.00,100.65
1721.00,100.63
1720.00,100.59
1719.00,100.54
1718.00,100.49
1717.00,100.41
1716.00,100.33
1715.00,100.27
1714.00,100.21
1713.00,100.14
1712.00,100.05
1711.00,99.98
1710.00,99.90
1709.00,99.78
1708.00,99.60
1707.00,99.38
1706.00,99.11
1705.00,98.84
1704.00,98.61
1703.00,98.41
1702.00,98.17
1701.00,97.78
1700.00,97.28
1699.00,96.91
1698.00,96.73
1697.00,96.65
1696.00,96.58
1695.00,96.52
1694.00,96.49
1693.00,96.49
1692.00,96.48
1691.00,96.45
1690.00,96.38
1689.00,96.29
1688.00,96.21
1687.00,96.14
1686.00,96.04
1685.00,95.88
1684.00,95.68
1683.00,95.51
1682.00,95.42
1681.00,95.36
1680.00,95.29
1679.00,95.19
1678.00,95.06
1677.00,94.89
1676.00,94.67
1675.00,94.43
1674.00,94.24
1673.00,94.10
1672.00,93.96
1671.00,93.80
1670.00,93.61
1669.00,93.40
1668.00,93.22
1667.00,93.08
1666.00,92.97
1665.00,92.83
1664.00,92.64
1663.00,92.41
1662.00,92.20
1661.00,92.02
1660.00,91.87
1659.00,91.73
1658.00,91.58
1657.00,91.44
1656.00,91.27
1655.00,91.05
1654.00,90.73
1653.00,90.34
1652.00,90.06
1651.00,89.96
1650.00,89.93
1649.00,89.86
1648.00,89.69
1647.00,89.47
1646.00,89.27
1645.00,89.10
1644.00,88.96
1643.00,88.83
1642.00,88.69
1641.00,88.52
1640.00,88.32
1639.00,88.10
1638.00,87.87
1637.00,87.60
1636.00,87.30
1635.00,87.04
1634.00,86.89
1633.00,86.80
1632.00,86.72
1631.00,86.61
1630.00,86.49
1629.00,86.37
1628.00,86.25
1627.00,86.17
1626.00,86.11
1625.00,86.06
1624.00,86.02
1623.00,86.02
1622.00,86.09
1621.00,86.19
1620.00,86.30
1619.00,86.41
1618.00,86.54
1617.00,86.71
1616.00,86.91
1615.00,87.13
1614.00,87.38
1613.00,87.65
1612.00,87.92
1611.00,88.21
1610.00,88.52
1609.00,88.84
1608.00,89.15
1607.00,89.44
1606.00,89.72
1605.00,89.99
1604.00,90.27
1603.00,90.54
1602.00,90.79
1601.00,91.03
1600.00,91.23
1599.00,91.42
1598.00,91.58
1597.00,91.74
1596.00,91.91
1595.00,92.07
1594.00,92.21
1593.00,92.33
1592.00,92.45
1591.00,92.57
1590.00,92.68
1589.00,92.78
1588.00,92.87
1587.00,92.94
1586.00,93.00
1585.00,93.06
1584.00,93.11
1583.00,93.15
1582.00,93.18
1581.00,93.18
1580.00,93.16
1579.00,93.12
1578.00,93.06
1577.00,92.97
1576.00,92.90
1575.00,92.86
1574.00,92.86
1573.00,92.86
1572.00,92.84
1571.00,92.76
1570.00,92.63
1569.00,92.49
1568.00,92.38
1567.00,92.29
1566.00,92.20
1565.00,92.07
1564.00,91.94
1563.00,91.81
1562.00,91.68
1561.00,91.48
1560.00,91.29
1559.00,91.31
1558.00,91.14
1557.00,91.07
1556.00,90.87
1555.00,90.55
1554.00,90.52
1553.00,90.40
1552.00,90.30
1551.00,90.19
1550.00,90.07
1549.00,89.93
1548.00,89.78
1547.00,89.64
1546.00,89.50
1545.00,89.35
1544.00,89.21
1543.00,89.03
1542.00,88.89
1541.00,88.89
1540.00,88.71
1539.00,88.57
1538.00,88.43
1537.00,88.31
1536.00,88.19
1535.00,88.05
1534.00,87.91
1533.00,87.74
1532.00,87.54
1531.00,87.43
1530.00,87.30
1529.00,87.19
1528.00,87.07
1527.00,86.96
1526.00,86.83
1525.00,86.69
1524.00,86.53
1523.00,86.36
1522.00,86.17
1521.00,85.99
1520.00,85.86
1519.00,85.73
1518.00,85.60
1517.00,85.47
1516.00,85.37
1515.00,85.30
1514.00,85.25
1513.00,85.23
1512.00,85.26
1511.00,85.32
1510.00,85.38
1509.00,85.43
1508.00,85.49
1507.00,85.60
1506.00,85.74
1505.00,85.88
1504.00,86.05
1503.00,86.24
1502.00,86.43
1501.00,86.61
1500.00,86.79
1499.00,86.97
1498.00,87.17
1497.00,87.40
1496.00,87.66
1495.00,87.92
1494.00,88.14
1493.00,88.35
1492.00,88.58
1491.00,88.83
1490.00,89.12
1489.00,89.40
1488.00,89.64
1487.00,89.86
1486.00,90.07
1485.00,90.28
1484.00,90.47
1483.00,90.66
1482.00,90.85
1481.00,91.04
1480.00,91.20
1479.00,91.34
1478.00,91.46
1477.00,91.57
1476.00,91.66
1475.00,91.74
1474.00,91.83
1473.00,91.92
1472.00,92.01
1471.00,92.08
1470.00,92.15
1469.00,92.21
1468.00,92.27
1467.00,92.30
1466.00,92.31
1465.00,92.29
1464.00,92.26
1463.00,92.22
1462.00,92.18
1461.00,92.12
1460.00,92.01
1459.00,91.84
1458.00,91.61
1457.00,91.38
1456.00,91.23
1455.00,91.15
1454.00,91.11
1453.00,91.05
1452.00,90.97
1451.00,90.87
1450.00,90.76
1449.00,90.65
1448.00,90.53
1447.00,90.44
1446.00,90.38
1445.00,90.36
1444.00,90.38
1443.00,90.44
1442.00,90.55
1441.00,90.68
1440.00,90.81
1439.00,90.96
1438.00,91.13
1437.00,91.35
1436.00,91.57
1435.00,91.74
1434.00,91.87
1433.00,91.99
1432.00,92.11
1431.00,92.22
1430.00,92.32
1429.00,92.41
1428.00,92.49
1427.00,92.54
1426.00,92.59
1425.00,92.63
1424.00,92.65
1423.00,92.65
1422.00,92.63
1421.00,92.59
1420.00,92.57
1419.00,92.56
1418.00,92.55
1417.00,92.55
1416.00,92.52
1415.00,92.48
1414.00,92.44
1413.00,92.39
1412.00,92.35
1411.00,92.30
1410.00,92.26
1409.00,92.21
1408.00,92.16
1407.00,92.11
1406.00,92.07
1405.00,92.04
1404.00,92.01
1403.00,91.98
1402.00,91.96
1401.00,91.96
1400.00,91.98
1399.00,92.02
1398.00,92.06
1397.00,92.08
1396.00,92.09
1395.00,92.09
1394.00,92.09
1393.00,92.09
1392.00,92.09
1391.00,92.10
1390.00,92.12
1389.00,92.16
1388.00,92.20
1387.00,92.25
1386.00,92.28
1385.00,92.29
1384.00,92.29
1383.00,92.29
1382.00,92.31
1381.00,92.33
1380.00,92.36
1379.00,92.37
1378.00,92.38
1377.00,92.36
1376.00,92.32
1375.00,92.27
1374.00,92.20
1373.00,92.12
1372.00,92.06
1371.00,92.04
1370.00,92.08
1369.00,92.16
1368.00,92.27
1367.00,92.39
1366.00,92.49
1365.00,92.59
1364.00,92.71
1363.00,92.83
1362.00,92.94
1361.00,93.04
1360.00,93.11
1359.00,93.18
1358.00,93.27
1357.00,93.37
1356.00,93.49
1355.00,93.60
1354.00,93.70
1353.00,93.77
1352.00,93.81
1351.00,93.85
1350.00,93.86
1349.00,93.87
1348.00,93.87
1347.00,93.87
1346.00,93.87
1345.00,93.87
1344.00,93.87
1343.00,93.88
1342.00,93.91
1341.00,93.93
1340.00,93.96
1339.00,93.96
1338.00,93.95
1337.00,93.92
1336.00,93.88
1335.00,93.86
1334.00,93.85
1333.00,93.85
1332.00,93.85
1331.00,93.85
1330.00,93.86
1329.00,93.88
1328.00,93.90
1327.00,93.93
1326.00,93.95
1325.00,93.96
1324.00,93.98
1323.00,94.01
1322.00,94.04
1321.00,94.06
1320.00,94.07
1319.00,94.08
1318.00,94.08
1317.00,94.08
1316.00,94.07
1315.00,94.06
1314.00,94.07
1313.00,94.10
1312.00,94.15
1311.00,94.20
1310.00,94.25
1309.00,94.30
1308.00,94.34
1307.00,94.37
1306.00,94.40
1305.00,94.44
1304.00,94.47
1303.00,94.50
1302.00,94.52
1301.00,94.54
1300.00,94.57
1299.00,94.61
1298.00,94.65
1297.00,94.68
1296.00,94.70
1295.00,94.69
1294.00,94.69
1293.00,94.69
1292.00,94.70
1291.00,94.70
1290.00,94.70
1289.00,94.69
1288.00,94.67
1287.00,94.64
1286.00,94.61
1285.00,94.58
1284.00,94.56
1283.00,94.53
1282.00,94.50
1281.00,94.45
1280.00,94.40
1279.00,94.35
1278.00,94.31
1277.00,94.26
1276.00,94.21
1275.00,94.16
1274.00,94.10
1273.00,94.05
1272.00,94.00
1271.00,93.94
1270.00,93.87
1269.00,93.80
1268.00,93.73
1267.00,93.65
1266.00,93.59
1265.00,93.52
1264.00,93.46
1263.00,93.39
1262.00,93.32
1261.00,93.27
1260.00,93.21
1259.00,93.16
1258.00,93.11
1257.00,93.04
1256.00,92.96
1255.00,92.86
1254.00,92.76
1253.00,92.66
1252.00,92.56
1251.00,92.45
1250.00,92.33
1249.00,92.20
1248.00,92.07
1247.00,91.92
1246.00,91.77
1245.00,91.63
1244.00,91.49
1243.00,91.37
1242.00,91.27
1241.00,91.18
1240.00,91.11
1239.00,91.06
1238.00,91.01
1237.00,90.97
1236.00,90.93
1235.00,90.90
1234.00,90.87
1233.00,90.85
1232.00,90.82
1231.00,90.82
1230.00,90.83
1229.00,90.84
1228.00,90.84
1227.00,90.82
1226.00,90.78
1225.00,90.73
1224.00,90.67
1223.00,90.62
1222.00,90.59
1221.00,90.58
1220.00,90.59
1219.00,90.62
1218.00,90.68
1217.00,90.77
1216.00,90.89
1215.00,91.04
1214.00,91.20
1213.00,91.37
1212.00,91.55
1211.00,91.74
1210.00,91.95
1209.00,92.17
1208.00,92.38
1207.00,92.57
1206.00,92.74
1205.00,92.91
1204.00,93.07
1203.00,93.23
1202.00,93.38
1201.00,93.51
1200.00,93.64
1199.00,93.75
1198.00,93.87
1197.00,93.96
1196.00,94.03
1195.00,94.09
1194.00,94.16
1193.00,94.24
1192.00,94.32
1191.00,94.39
1190.00,94.44
1189.00,94.47
1188.00,94.50
1187.00,94.52
1186.00,94.53
1185.00,94.52
1184.00,94.49
1183.00,94.42
1182.00,94.33
1181.00,94.23
1180.00,94.12
1179.00,94.01
1178.00,93.87
1177.00,93.72
1176.00,93.55
1175.00,93.39
1174.00,93.24
1173.00,93.11
1172.00,92.99
1171.00,92.89
1170.00,92.78
1169.00,92.68
1168.00,92.60
1167.00,92.54
1166.00,92.51
1165.00,92.52
1164.00,92.57
1163.00,92.63
1162.00,92.70
1161.00,92.77
1160.00,92.85
1159.00,92.95
1158.00,93.09
1157.00,93.25
1156.00,93.41
1155.00,93.57
1154.00,93.72
1153.00,93.85
1152.00,93.97
1151.00,94.07
1150.00,94.18
1149.00,94.28
1148.00,94.38
1147.00,94.47
1146.00,94.56
1145.00,94.65
1144.00,94.75
1143.00,94.82
1142.00,94.86
1141.00,94.89
1140.00,94.93
1139.00,94.97
1138.00,95.01
1137.00,95.05
1136.00,95.09
1135.00,95.14
1134.00,95.21
1133.00,95.28
1132.00,95.35
1131.00,95.41
1130.00,95.45
1129.00,95.48
1128.00,95.48
1127.00,95.49
1126.00,95.50
1125.00,95.51
1124.00,95.53
1123.00,95.54
1122.00,95.56
1121.00,95.58
1120.00,95.60
1119.00,95.61
1118.00,95.61
1117.00,95.60
1116.00,95.59
1115.00,95.58
1114.00,95.57
1113.00,95.58
1112.00,95.60
1111.00,95.61
1110.00,95.61
1109.00,95.59
1108.00,95.58
1107.00,95.58
1106.00,95.57
1105.00,95.56
1104.00,95.56
1103.00,95.57
1102.00,95.59
1101.00,95.62
1100.00,95.64
1099.00,95.64
1098.00,95.65
1097.00,95.66
1096.00,95.68
1095.00,95.70
1094.00,95.70
1093.00,95.68
1092.00,95.63
1091.00,95.57
1090.00,95.50
1089.00,95.44
1088.00,95.37
1087.00,95.31
1086.00,95.24
1085.00,95.15
1084.00,95.04
1083.00,94.93
1082.00,94.84
1081.00,94.79
1080.00,94.76
1079.00,94.73
1078.00,94.69
1077.00,94.66
1076.00,94.64
1075.00,94.63
1074.00,94.60
1073.00,94.55
1072.00,94.51
1071.00,94.48
1070.00,94.47
1069.00,94.45
1068.00,94.43
1067.00,94.39
1066.00,94.35
1065.00,94.30
1064.00,94.27
1063.00,94.25
1062.00,94.24
1061.00,94.22
1060.00,94.19
1059.00,94.14
1058.00,94.05
1057.00,93.93
1056.00,93.81
1055.00,93.70
1054.00,93.63
1053.00,93.57
1052.00,93.52
1051.00,93.50
1050.00,93.51
1049.00,93.57
1048.00,93.67
1047.00,93.79
1046.00,93.92
1045.00,94.04
1044.00,94.16
1043.00,94.28
1042.00,94.38
1041.00,94.45
1040.00,94.50
1039.00,94.54
1038.00,94.57
1037.00,94.60
1036.00,94.61
1035.00,94.63
1034.00,94.67
1033.00,94.71
1032.00,94.75
1031.00,94.77
1030.00,94.78
1029.00,94.80
1028.00,94.82
1027.00,94.85
1026.00,94.88
1025.00,94.93
1024.00,94.99
1023.00,95.06
1022.00,95.12
1021.00,95.19
1020.00,95.24
1019.00,95.30
1018.00,95.35
1017.00,95.42
1016.00,95.47
1015.00,95.52
1014.00,95.55
1013.00,95.58
1012.00,95.61
1011.00,95.67
1010.00,95.75
1009.00,95.84
1008.00,95.92
1007.00,95.99
1006.00,96.05
1005.00,96.11
1004.00,96.16
1003.00,96.21
1002.00,96.27
1001.00,96.32
1000.00,96.36
999.00,96.39
998.00,96.42
997.00,96.46
996.00,96.50
995.00,96.54
994.00,96.56
993.00,96.59
992.00,96.62
991.00,96.67
990.00,96.73
989.00,96.78
988.00,96.82
987.00,96.85
986.00,96.87
985.00,96.89
984.00,96.91
983.00,96.91
982.00,96.90
981.00,96.89
980.00,96.86
979.00,96.82
978.00,96.76
977.00,96.68
976.00,96.58
975.00,96.43
974.00,96.26
973.00,96.06
972.00,95.81
971.00,95.49
970.00,95.10
969.00,94.67
968.00,94.24
967.00,93.86
966.00,93.58
965.00,93.41
964.00,93.36
963.00,93.42
962.00,93.57
961.00,93.79
960.00,94.07
959.00,94.37
958.00,94.66
957.00,94.90
956.00,95.10
955.00,95.29
954.00,95.46
953.00,95.62
952.00,95.76
951.00,95.90
950.00,96.02
949.00,96.13
948.00,96.22
947.00,96.28
946.00,96.33
945.00,96.38
944.00,96.42
943.00,96.44
942.00,96.44
941.00,96.42
940.00,96.40
939.00,96.39
938.00,96.39
937.00,96.40
936.00,96.41
935.00,96.40
934.00,96.37
933.00,96.33
932.00,96.28
931.00,96.24
930.00,96.22
929.00,96.22
928.00,96.22
927.00,96.22
926.00,96.21
925.00,96.21
924.00,96.23
923.00,96.28
922.00,96.34
921.00,96.41
920.00,96.47
919.00,96.52
918.00,96.58
917.00,96.64
916.00,96.69
915.00,96.73
914.00,96.77
913.00,96.80
912.00,96.83
911.00,96.86
910.00,96.88
909.00,96.90
908.00,96.90
907.00,96.90
906.00,96.88
905.00,96.85
904.00,96.81
903.00,96.77
902.00,96.74
901.00,96.70
900.00,96.68
