Created as New Dataset,17.4 Tussah frrom India
cm-1,%T
899.00,96.68
898.00,96.71
897.00,96.78
896.00,96.85
895.00,96.90
894.00,96.94
893.00,96.96
892.00,96.98
891.00,96.99
890.00,97.00
889.00,97.01
888.00,97.02
887.00,97.03
886.00,97.05
885.00,97.09
884.00,97.11
883.00,97.11
882.00,97.10
881.00,97.08
880.00,97.05
879.00,97.03
878.00,97.01
877.00,97.02
876.00,97.04
875.00,97.07
874.00,97.09
873.00,97.08
872.00,97.08
871.00,97.09
870.00,97.10
869.00,97.11
868.00,97.12
867.00,97.11
866.00,97.12
865.00,97.15
864.00,97.17
863.00,97.17
862.00,97.14
861.00,97.10
860.00,97.04
859.00,96.99
858.00,96.95
857.00,96.91
856.00,96.86
855.00,96.81
854.00,96.76
853.00,96.72
852.00,96.70
851.00,96.68
850.00,96.67
849.00,96.67
848.00,96.69
847.00,96.70
846.00,96.70
845.00,96.69
844.00,96.68
843.00,96.64
842.00,96.59
841.00,96.52
840.00,96.46
839.00,96.40
838.00,96.36
837.00,96.33
836.00,96.29
835.00,96.23
834.00,96.13
833.00,96.03
832.00,95.95
831.00,95.92
830.00,95.92
829.00,95.93
828.00,95.92
827.00,95.89
826.00,95.84
825.00,95.78
824.00,95.75
823.00,95.75
822.00,95.80
821.00,95.85
820.00,95.87
819.00,95.87
818.00,95.85
817.00,95.85
816.00,95.87
815.00,95.88
814.00,95.88
813.00,95.87
812.00,95.84
811.00,95.79
810.00,95.74
809.00,95.72
808.00,95.72
807.00,95.72
806.00,95.70
805.00,95.65
804.00,95.60
803.00,95.55
802.00,95.51
801.00,95.48
800.00,95.45
799.00,95.43
798.00,95.41
797.00,95.40
796.00,95.40
795.00,95.41
794.00,95.39
793.00,95.35
792.00,95.29
791.00,95.22
790.00,95.15
789.00,95.07
788.00,94.96
787.00,94.85
786.00,94.73
785.00,94.60
784.00,94.45
783.00,94.30
782.00,94.17
781.00,94.06
780.00,93.98
779.00,93.93
778.00,93.91
777.00,93.92
776.00,93.93
775.00,93.92
774.00,93.87
773.00,93.80
772.00,93.74
771.00,93.70
770.00,93.67
769.00,93.63
768.00,93.57
767.00,93.52
766.00,93.52
765.00,93.55
764.00,93.58
763.00,93.57
762.00,93.53
761.00,93.50
760.00,93.47
759.00,93.44
758.00,93.42
757.00,93.38
756.00,93.34
755.00,93.29
754.00,93.23
753.00,93.17
752.00,93.12
751.00,93.08
750.00,93.04
749.00,92.99
748.00,92.96
747.00,92.95
746.00,92.96
745.00,92.94
744.00,92.87
743.00,92.77
742.00,92.69
741.00,92.65
740.00,92.62
739.00,92.61
738.00,92.59
737.00,92.55
736.00,92.50
735.00,92.43
734.00,92.36
733.00,92.28
732.00,92.19
731.00,92.10
730.00,92.01
729.00,91.91
728.00,91.79
727.00,91.65
726.00,91.49
725.00,91.33
724.00,91.15
723.00,90.95
722.00,90.74
721.00,90.50
720.00,90.27
719.00,90.07
718.00,89.90
717.00,89.73
716.00,89.54
715.00,89.31
714.00,89.06
713.00,88.80
712.00,88.55
711.00,88.32
710.00,88.11
709.00,87.87
708.00,87.60
707.00,87.32
706.00,87.08
705.00,86.90
704.00,86.75
703.00,86.63
702.00,86.52
701.00,86.42
700.00,86.32
699.00,86.25
698.00,86.21
697.00,86.18
696.00,86.16
695.00,86.12
694.00,86.07
693.00,86.00
692.00,85.90
691.00,85.81
690.00,85.74
689.00,85.70
688.00,85.68
687.00,85.68
686.00,85.68
685.00,85.68
684.00,85.67
683.00,85.65
682.00,85.61
681.00,85.56
680.00,85.53
679.00,85.55
678.00,85.61
677.00,85.67
676.00,85.69
675.00,85.69
674.00,85.70
673.00,85.68
672.00,85.58
671.00,85.42
670.00,85.24
669.00,85.10
668.00,85.13
667.00,85.33
666.00,85.50
665.00,85.59
664.00,85.62
663.00,85.60
662.00,85.56
661.00,85.52
660.00,85.49
659.00,85.49
658.00,85.53
657.00,85.60
656.00,85.67
655.00,85.67
654.00,85.60
653.00,85.50
652.00,85.45
651.00,85.49
650.00,85.57
649.00,85.60
648.00,85.56
647.00,85.53
646.00,85.55
645.00,85.58
644.00,85.56
643.00,85.48
642.00,85.44
641.00,85.51
640.00,85.68
639.00,85.81
638.00,85.78
637.00,85.57
636.00,85.31
635.00,85.18
634.00,85.22
633.00,85.31
632.00,85.30
631.00,85.09
630.00,84.72
629.00,84.31
628.00,84.07
627.00,84.13
626.00,84.40
625.00,84.57
624.00,84.47
623.00,84.18
622.00,83.93
621.00,83.84
620.00,83.86
619.00,83.92
618.00,83.93
617.00,83.79
616.00,83.51
615.00,83.21
614.00,82.95
613.00,82.68
612.00,82.44
611.00,82.37
610.00,82.55
609.00,82.90
608.00,83.32
607.00,83.74
606.00,84.06
605.00,84.21
604.00,84.24
603.00,84.30
602.00,84.42
601.00,84.49
600.00,84.45
599.00,84.38
598.00,84.34
597.00,84.26
596.00,84.09
595.00,83.95
594.00,83.96
593.00,84.00
592.00,83.84
591.00,83.46
590.00,83.17
589.00,83.24
588.00,83.67
587.00,84.21
586.00,84.51
585.00,84.43
584.00,84.11
583.00,83.93
582.00,84.11
581.00,84.53
580.00,84.89
579.00,84.98
578.00,84.75
577.00,84.40
576.00,84.20
575.00,84.35
574.00,84.67
573.00,84.69
572.00,84.14
571.00,83.16
570.00,82.24
569.00,81.81
568.00,82.10
567.00,83.02
566.00,84.05
565.00,84.65
564.00,84.76
563.00,84.74
562.00,84.82
561.00,84.89
560.00,84.72
559.00,84.26
558.00,83.60
557.00,82.91
556.00,82.37
555.00,82.15
554.00,82.16
553.00,82.13
552.00,82.00
551.00,82.08
550.00,82.45
